Odiya,English
"ସାଇକ୍ଲୋଏଡ୍, ସାଇକ୍ଲୋଏଡ୍ |",cycloid
"ସିଲିଣ୍ଡର, ସିଲିଣ୍ଡର",cylinder
"ସିଲିଣ୍ଡ୍ରିକ୍, ସିଲିଣ୍ଡର, ସିଲିଣ୍ଡ୍ରିକ୍, ସିଲିଣ୍ଡର |",cylindrical
ସିଲିଣ୍ଡର ପୃଷ୍ଠା |,cylindrical surface
"ଶୂନ, ସାଇଫର୍",cypher
ଦିଲବର୍ଟଙ୍କ ଉପଦେଶ |,D'alembert's principle
ସରଳ ହରମୋନିକ୍ ଗତି,damped harmonic function
ଡମ୍ପିଂ ସ୍ଥିର |,damping constant
"ଦତ୍ତ, ଉପାଟା, ତଥ୍ୟ, ବିଶ୍ୱାସ |",data
ଦତ୍ତ କାର୍ଯ୍ୟ,data origination
ବିଶ୍ୱାସ ଉତ୍ସ ପ୍ରଣାଳୀ,data processing system
ଡାଟା ସଞ୍ଚାଳକ,data processor
ତଥ୍ୟ ଫର୍ଦ୍ଦ,data sheet
ଡିକାଗନ୍ |,decagon
ଡେକାଗ୍ରାମ୍ |,decagram
ଡ଼େସିମିଟର |,decameter
କ୍ଷୟ ସୂଚକାଙ୍କ |,decay constant
କ୍ଷୟ ବକ୍ର,decay curve
ସୁନ୍ଦର କାର୍ଯ୍ୟ,decent function
desigram,decigram
ଦଶମିକ,decile
"ଦଶମିକ, ଦଶମିକ",decimal
ଦଶମିକ କୋଡ୍,decimal code
ଦଶମିକ କୋଡେଡ୍ ଅଙ୍କ |,decimal coded digit
ଦଶମିକ ବିସ୍ତାର,decimal expansion
ଦଶମିକ ଭଗ୍ନାଂଶ,decimal fraction
ଦଶମିକ ନୋଟେସନ୍ ସିଷ୍ଟମ୍ |,decimal notation
ଦଶମିକ ନୋଟେସନ୍ ସିଷ୍ଟମ୍ |,decimal numbering system
ଦଶମିକ ବିନ୍ଦୁ |,decimal point
ଦଶମିକ ସ୍କେଲ,decimal scale
ଦଶମିକ ସିଷ୍ଟମ୍ |,decimal system
ଡ଼ିସିମିଟର |,decimeter
ଏନକୋଡିଂ,deciphering
ନିଷ୍ପତ୍ତି ମଡେଲ୍,decision model
ନିଷ୍ପତ୍ତି ସିଦ୍ଧାନ୍ତ |,decision theory
ନିଷ୍ପତ୍ତି ଭେରିଏବଲ୍ |,decision variable
"ଡିକୋଡର୍, ଡିକୋଡର୍ |",decoder
"ଏନକୋଡିଂ, ଡିକୋଡିଂ |",decoding
ପୃଥକ ସେଟ୍ |,decomposable set
ହ୍ରାସ ପାଉଛି,decreasing
ହ୍ରାସ କାର୍ଯ୍ୟ,decreasing function
ଡେଡେକିଣ୍ଡ-କଟ୍ |,Dedekind's cut
ଡେଡେକିଣ୍ଡ-ଥିଓରେମ୍ |,Dedekind's theorem
ଅନ୍ତର୍ଭୂକ୍ତ କରିବାକୁ,deduce
କର୍ପୋରେଟ୍ ଅଭ୍ୟାସ |,deductive method
ଭୁଲ,defective
ସଂଜ୍ଞା ସମୀକରଣ |,defining equation
ନିର୍ଦ୍ଦିଷ୍ଟ ଅବିଚ୍ଛେଦ୍ୟ |,definite integral
ସ୍ଥିର ମ୍ୟାଟ୍ରିକ୍ସ |,definite matrix
"ସଂଜ୍ଞା, ସ୍ୱଚ୍ଛତା, ନିଶ୍ଚିତତା |",definition
ବିକୃତି ବକ୍ର,deformation curve
ବିକୃତ ପୃଷ୍ଠା |,deformed surface
"ଖରାପ, ଅବମାନନା |",degeneracy
ପରିବହନ ସମସ୍ୟାରେ ଅସ୍ପଷ୍ଟତା |,degeneracy in transporation problems
"ଡିଗ୍ରୀ, ଡିଗ୍ରୀ, ଶକ୍ତି, ଡିଗ୍ରୀ, ପରିମାଣ, ପରିମାଣ, ଡିଗ୍ରୀ |",degree
ଭିନ୍ନକ୍ଷମ ସମୀକରଣର ଶକ୍ତି |,degree of differential equation
"ସ୍ୱାଧୀନତାର ଡିଗ୍ରୀ, ସ୍ୱାଧୀନତାର ଡିଗ୍ରୀ |",degree of freedom
ବହୁଜନର ଶକ୍ତି |,degree of polynomial
ବହିଷ୍କୃତ,deleted neighbourhood
ଡେଲଟା ଫଙ୍କସନ୍,delta function
ଚାହିଦା ଏବଂ ଉପଯୋଗିତା ବକ୍ର,demand and utility curve
ଚାହିଦା ସମୀକରଣ |,demand equation
ଚାହିଦା କାର୍ଯ୍ୟ,demand function
ଜନସଂଖ୍ୟା ଅଧ୍ୟୟନ |,demographic study
ଜନସଂଖ୍ୟା,demography
ମାଉର୍ ଥିଓରେମ୍ |,De Moivre’s theorem
"ପ୍ରଦର୍ଶନ କରିବାକୁ, ସାକ୍ଷ୍ୟ ଦେବାକୁ, ପ୍ରଦର୍ଶନ କରିବାକୁ |",demonstrate
"ପ୍ରତିନିଧିତ୍ୱ, ପ୍ରମାଣ, ପ୍ରଦର୍ଶନ, ପ୍ରଦର୍ଶନ",demonstration
ଉପସ୍ଥାପନା ଜ୍ୟାମିତି |,demonstrative geometry
ପ୍ରତ୍ୟେକ,denominator
ଘନ ଏଗ୍ରିଗେଟ୍ |,dense set
"ଘନତା, ଘନତା",density
ଗଣନାଯୋଗ୍ୟ ସେଟ୍ |,denumerable set
ଉପର ସ୍ଥିର,departing variables
ନିର୍ଭରଶୀଳ ଘଟଣା |,dependent event
ନିର୍ଭରଶୀଳ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |,dependent random variable
ନିର୍ଭରଶୀଳ ଭେରିଏବଲ୍ |,dependent variable
ନିର୍ଭରଶୀଳ ଭେରିଏବଲ୍ |,dependent variate
ଉଦାସୀନତାର କୋଣ,depression angle
"derivation, derivative, ଭିନ୍ନତା |",derivation
"derivative, derivative",derivative
ପ୍ରାପ୍ତ ପରିସର,derived series
ନିର୍ମିତ ସେଟ୍ |,derived set
"ଅବତରଣ, ଅବତରଣ",descending
ଅବତରଣ କ୍ରମ |,descending order
ଅବତରଣ ପରିସର,descending series
ପ୍ରୋଜେକ୍ଟିଭ୍ ଜ୍ୟାମିତି |,descriptive geometry
ବର୍ଣ୍ଣନାକାରୀ ମଡେଲ୍ |,descriptive model
ବର୍ଣ୍ଣନାକାରୀ ପରିସଂଖ୍ୟାନ |,descriptive statistics
"ଡିଜାଇନ୍ କରିବାକୁ, ଡିଜାଇନ୍ କରିବାକୁ, ଡିଜାଇନ୍ କରିବାକୁ (ଏଡି।), ଡିଜାଇନ୍ କରିବାକୁ, ଡିଜାଇନ୍ କରିବାକୁ (n।)",design
ପରୀକ୍ଷଣର ଡିଜାଇନ୍ |,design of experiment
ଡେସ୍କ କାଲକୁଲେଟର,desk calculator
"ପରିଚୟ, ଚିହ୍ନଟ",detection
"ନିର୍ଣ୍ଣୟକାରୀ, ନିର୍ଣ୍ଣୟକାରୀ, ନିର୍ଣ୍ଣୟକାରୀ;",determinant
ନିର୍ଣ୍ଣୟ କ୍ରମ |,determinant rank
ନିର୍ଣ୍ଣୟ କରିବାକୁ,determine
ସ୍ଥିରିକୃତ ମଡେଲ୍ |,deterministic model
ସ୍ଥିରିକୃତ ସମସ୍ୟା |,deterministic problem
ବ୍ୟତିକ୍ରମ,deviation
ବିଘ୍ନ କୋଏଫିସିଣ୍ଟେଣ୍ଟ |,deviation coefficient
ବାଇନାରୀ ସିଷ୍ଟମ୍ |,diadic system
"ଡାଇଗୋନାଲ୍ ହାଇପୋଟେନ୍ୟୁଜ୍,",diagonal
ମ୍ୟାଟ୍ରିକ୍ସ ଡାଇଗୋନାଲାଇଜେସନ୍ |,diagonalization of a matrix
"ଡାଇଗୋନାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ, ଡାଇଗୋନାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ |",diagonal matrix
ତ୍ରିକୋଣୀୟ ସମାନତା |,diagonal similarity
ଚିତ୍ର,diagram
ଚିତ୍ରାଙ୍କନ ପଦ୍ଧତି |,diagrammatic method
ଆଲେଖୀକ ଉପସ୍ଥାପନା,diagrammatic presentation
ବ୍ୟାସ,diameter
ବ୍ୟାସ ସେଟ୍ କରନ୍ତୁ |,diameter of a set
ହୀରା ବିପରୀତ |,diametrically opposite
"କ୍ରସ୍ ଫାୟାର୍, ଫିସ୍ ପକାନ୍ତୁ |",dice throw
ଆମ୍ଫିବିଆସ୍ ବର୍ଗୀକରଣ |,dichotomous classification
"ବିଭାଜନ, ଅଧା |",dichotomy
ଅଭିଧାନ,dictionary order
ଭିନ୍ନକ୍ଷମ ଗଣନା,difference calculus
ଭିନ୍ନକ୍ଷମ ସମୀକରଣ |,difference equation
ଭିନ୍ନକ୍ଷମ ସୂତ୍ର |,difference formula
ଭିନ୍ନକ୍ଷମ ପଦ୍ଧତି |,difference method
ସେଟ୍ ର ପାର୍ଥକ୍ୟ |,difference of sets
ଭିନ୍ନକ୍ଷମ |,differentiable
ଭିନ୍ନକ୍ଷମ ବକ୍ର,differentiable curve
ଭିନ୍ନକ୍ଷମ କାର୍ଯ୍ୟ,differentiable function
"ଭିନ୍ନକ୍ଷମ, ଭିନ୍ନକ୍ଷମ, ଭିନ୍ନକ୍ଷମ, ପାରସ୍ପରିକ, ଆନ୍ତରିକତା, ଭିନ୍ନକ୍ଷମ |",differential
ଭିନ୍ନ ଭିନ୍ନ ଗଣିତ |,differential calculus
ଭିନ୍ନକ୍ଷମ ଗୁଣବତ୍ତା |,differential coefficient
ଭିନ୍ନକ୍ଷମ ସମୀକରଣ |,differential equation
ଭିନ୍ନ ଭିନ୍ନ ଧକ୍କା |,differential form
ଭିନ୍ନକ୍ଷମ ସୂତ୍ର |,differential formula
ଭିନ୍ନକ୍ଷମ କାର୍ଯ୍ୟ,differential function
ଭିନ୍ନକ୍ଷମ ଜ୍ୟାମିତି |,differential geometry
ଉଚ୍ଚ କ୍ରମ ଭିନ୍ନକ୍ଷମ |,differential of higher order
ଭିନ୍ନକ୍ଷମ ବିଭାଗ,differential quotient
ଭିନ୍ନ କର |,differentiate
"ଭିନ୍ନତା, ଭିନ୍ନତା |",differentiation
ଭିନ୍ନକ୍ଷମ ସୂତ୍ର |,differentiation formula
ଭେକ୍ଟରର ଭିନ୍ନତା |,differentiation of vector
"ବିସ୍ତାର, ବିସ୍ତାର",diffusion
"ସଂଖ୍ୟା, ଡାଏଡମ୍, ଆଙ୍ଗୁଠି |",digit
ଡିଜିଟାଲ୍ କମ୍ପ୍ୟୁଟର |,digital computer
ଅଙ୍କି ଦତ୍ତ |,digital data
"ପରିମାଣ, ମୋଟେଇ, ପରିମାପ, ଶକ୍ତି |",dimension
ପରିମାପ,dimensionality
ପରିମାପହୀନ |,dimensionless
ସମୀକରଣ ପରିମାଣ,dimension of an equation
ଡାୟୋଫାଣ୍ଟସ୍ ସମୀକରଣ |,diophantine equation
ପତନର କୋଣ,dip angle
ଡିପୋଲ୍ କୋର୍ଡିନେଟ୍ |,dipolar coordinates
ଡିପୋଲ୍,dipole
ବିପିରାମିଡ୍ |,dipyramid (bipyramid)
dirac delta function,Dirac delta function
ସାଧାରଣ ଟାଙ୍ଗେଣ୍ଟ୍ |,direct common tangent
ଡାହାଣ କୋଣ,directed angle
ସିଧାସଳଖ ରେଖା |,directed line
ସ୍ପେସ୍ ଡେରିଭେଟିଭ୍ |,directional derivative
"ଡିକୋସିନ୍, ଡିକୋ-କୋସାଇନ୍ |",direction cosine
ସର୍ବାଧିକ ଦିଗ,direction of maxima
ପ୍ରୋଜେକସନ ଦିଗ,direction of projection
ଦିଗ ଅନୁପାତ |,direction ratio
ନିୟାମକ ସର୍କଲ୍ |,director circle
ନିୟାମକ ସର୍କଲ୍ |,director sphere
ଅନୁଲୋମା ଉତ୍ପାଦ |,direct product
"ପ୍ରତ୍ୟକ୍ଷ ପ୍ରମାଣ, ପ୍ରତ୍ୟକ୍ଷ ପ୍ରମାଣ |",direct proof
କ୍ରମିକ ଅନୁପାତ |,direct proportion
ଭାଗ୍ୟ,directrix
ଅନୁଲୋମା ରାଶି |,direct sum
ଅସନ୍ତୁଷ୍ଟ ସେଟ୍ |,disconncted sets
"ବିଚ୍ଛିନ୍ନତା, ବନ୍ଦ, ବିରତି |",discontinuity
ଡେରିଭେଟିଭ୍ ର ବିଚ୍ଛିନ୍ନତା |,discontinuity of derivative
ପ୍ରଥମ ପ୍ରକାର ବିଚ୍ଛିନ୍ନତା |,discontinuity of the first kind
ଦ୍ୱିତୀୟ ପ୍ରକାର ବିଚ୍ଛିନ୍ନତା |,discontinuity of the second kind
ନିରନ୍ତର ବଣ୍ଟନ |,discontinuous distribution
ବିଚ୍ଛିନ୍ନ କାର୍ଯ୍ୟ,discontinuous function
ବିଚ୍ଛିନ୍ନ ଭିନ୍ନତା |,discontinuous variate
କଣିକା,discrete
ନିରନ୍ତର ବଣ୍ଟନ |,discrete distribution
ନିରନ୍ତର ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ |,discrete probability distribution
ବିଚ୍ଛିନ୍ନ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |,discrete random variable
ବିଚ୍ଛିନ୍ନ ନମୁନା ସ୍ଥାନ |,discrete sample space
ପୃଥକ ଏଗ୍ରିଗେଟ୍ |,discrete set
ବିଚ୍ଛିନ୍ନ ଜନସଂଖ୍ୟା |,discrete space
ବିଚ୍ଛିନ୍ନ ଅବସ୍ଥା |,discrete topology
ବିଚ୍ଛିନ୍ନ ଭିନ୍ନତା |,discrete variate
ବଣ୍ଟନ କର,discriminant
ଭେଦଭାବ ବିଶ୍ଳେଷଣ |,discriminatory analysis (=discriminant analysis)
ଅସନ୍ତୁଷ୍ଟ,disjoint
ଅସନ୍ତୁଷ୍ଟ ଘଟଣା |,disjoint events
ଅସନ୍ତୁଷ୍ଟ ସେଟ୍ |,disjoint sets
ଭର୍ତ୍ତି ସନ୍ନିବେଶ |,disjoint union
"ବିଚ୍ଛିନ୍ନତା, ଯୁକ୍ତିଯୁକ୍ତ ରାଶି |",disjunction
"ବିଚ୍ଛେଦ, ବିଛାଇବା |",dispersion
ବିଚ୍ଛେଦ ଚାର୍ଟ |,dispersion chart
ବିଚ୍ଛେଦ ସୂଚକାଙ୍କ |,dispersion constant
ବିଚ୍ଛେଦ ଚିତ୍ର |,dispersion diagram
ବିଚ୍ଛେଦ ମାଟ୍ରିକ୍ସ |,dispersion matrix (=covariance matrix)
ବିସ୍ଥାପନ,displacement
ପ୍ରଦର୍ଶନ,display
କୋନସୋଲ,display unit (=consol)
"ଅସମାନ, ଅସମାନ",dissimilar
ବିଚ୍ଛିନ୍ନ ଶକ୍ତି,dissipative forces
ଦୂରତା କାର୍ଯ୍ୟ,distance function
ଦୂରତା ମଡ୍ୟୁଲସ୍,distance modulus
ଅଣ-ବଣ୍ଟନକାରୀ |,distribution-free method
"ବଣ୍ଟନ ନିୟମ, ବଣ୍ଟନ ନିୟମ |",distributive law
"ବିସର୍ଜନ କରିବାକୁ, ବିସର୍ଜନ କରିବାକୁ |",diverge
"ବିଭେଦ, ବିଭେଦ, ବିଭେଦ |",divergence
ଭିନ୍ନତା ଥିଓରେମ୍ |,divergence theorem
ବିଭେଦ,divergent
ଭିନ୍ନ ପରିସର |,divergent series
ବିଭାଜନ ପାର୍ଥକ୍ୟ |,divided difference
"ବିଭାଜନତା, ବିଭାଜନତା |",divisibility
"ବିଭାଜନ, ବିଭାଜନ",divisible
"ବିଭାଜନ, ବିଭାଜନ, ବିଭାଜନ |",division
ବିଭାଜନ ଆଲଗୋରିଦମ |,division algorithm
ବିଭାଜିତ ରିଙ୍ଗ |,division ring
ଚତୁର୍ଭୁଜ,dodecagon
ଡିକାଗନ୍ |,dodecahedron
"ଡୋମେନ୍, ଡୋମେନ୍, ପ୍ରଦେଶ, ଅଞ୍ଚଳ |",domain
କାର୍ଯ୍ୟର ଡୋମେନ୍ |,domain of a function
ସଂଜ୍ଞା-ପ୍ରଦେଶ |,domain of definition
ଅସ୍ତିତ୍ୱର ଅବସ୍ଥା |,domain of existence
ଓଭରବ୍ରିଡ୍ ଡିଭାଇସ୍ |,dominant strategy
ଡୋପଲର ପ୍ରଭାବ,doppler effect
"ବିନ୍ଦୁ ଉତ୍ପାଦ, ସ୍କାଲାର୍ ଉତ୍ପାଦ |",dot product
ବିନ୍ଦୁ ବକ୍ର,dotted curve
ଡୁଆଲ୍ ଭିନ୍ନକ୍ଷମ |,double differentiation
ଦୁଇଗୁଣ ବଣ୍ଟନ,double exponential distribution
ଡବଲ୍ କୋଇଲ୍ |,double helix
ବାଇନାରୀ ଇଣ୍ଟିଗ୍ରାଲ୍ |,double integral
ବାଇନାରୀ ଏକୀକରଣ |,double integration
ଦୁଇଥର ସୀମା |,double limit
ଡବଲ୍ ନମୁନା ଇଭେଣ୍ଟ |,double sampling plan
ଡବଲ୍ କ୍ରମ |,double sequence
ଡବଲ୍ ସିରିଜ୍ |,double series
ଡବଲ୍-ସଂଲଗ୍ନ ନୋଟେସନ୍ |,double suffix notation
ଦୁଇଥର ସଂକଳନ |,double summation
ତଳ ତ୍ୱରଣ,downward acceleration
ନିମ୍ନ ବିସ୍ଥାପନ |,downward displacement
ନିମ୍ନ ଗତି,downward motion
ତଳ ବେଗ,downward velocity
ଟ୍ରାକ୍ସନ୍,drag
ଟ୍ରାକ୍ସନ୍ ଫୋର୍ସ |,drag force
"ଦ୍ୱ ual ତ ଦ୍ୱ ual ତ୍ୟ,",dual
ଡୁଆଲ୍ ବେସ୍ |,dual basis
ଦ୍ୱ ual ତ ଆଭ୍ୟନ୍ତରୀଣ ଉତ୍ପାଦ |,dual inner product
ଡୁଆଲ୍ ଲାଇନ୍ ପ୍ରୋଗ୍ରାମିଂ ସମସ୍ୟା |,dual linear programming problem
"ଡବଲ୍ ଅପରେସନ୍, ଡୁଆଲ୍ ଅପରେସନ୍ |",dual operation
ଦ୍ୱ ual ତ ସମସ୍ୟା |,dual problem
ଡୁଆଲ୍ ସିଙ୍ଗଲ୍ ଆଲଗୋରିଦମ୍ |,dual simplex algorithm
ଡୁଆଲ୍ ସିଙ୍ଗଲ୍ ପଦ୍ଧତି |,dual simplex technique
ଡୁଆଲ୍ ସ୍ପେସ୍ |,dual space
ଡୁଆଲ୍ ଭେରିଏବଲ୍ |,dual variable
ଡୁଆଲ୍ ଭେକ୍ଟର ସ୍ପେସ୍ |,dual vector space
ନୀରବ ସୂଚକାଙ୍କ |,dummy index
ନୀରବ ଫୁଟର୍ |,dummy subscript
ନୀରବ ଚୁକ୍ତି |,dummy suffix
ନୀରବ ଭେରିଏବଲ୍ |,dummy variable
ନକଲ,duplicator process
ଗତିଶୀଳ |,dynamical
ଗତିଶୀଳ ସିଷ୍ଟମ୍ |,dynamical system
ଗତିଶୀଳ ଚାହିଦା କାର୍ଯ୍ୟ |,dynamic demand function
ଗତିଶୀଳ ମଡେଲ୍ |,dynamic model
ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ |,dynamic programming
ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ ପଦ୍ଧତି |,dynamic programming approach
ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ କ ques ଶଳ |,dynamic programming technique
"ଗତିଶୀଳତା, ଗତିଶୀଳତା |",dynamics
କଣିକା ଗତିଶୀଳତା |,dynamics of a particle
କଠିନ ଶରୀର ଗତିଶୀଳତା |,dynamics of rigid bodies
"ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ ସମ୍ପର୍କ (ver।)",earth
ଭୂକମ୍ପ ତୀବ୍ରତା |,earthquake intensity
ବିଚିତ୍ରତା,eccentricity
ଅନୁମାନ,eclipse
ଅର୍ଥନ ric ତିକ ପୂର୍ବାନୁମାନ |,econometric forecast
ଅର୍ଥନୀତିଜ୍ଞ,econometrician
ଅର୍ଥନୀତି,econometrics
ଅର୍ଥନୀତି,economics
"ମୂଳ, ଧାର, ଲୁହ",edge
ସମୁଦାୟ କୋର ସମ୍ମୁଖୀନ |,edge of a convex set
ଦକ୍ଷତା ସୂଚକାଙ୍କ,efficiency factor
ଚରିତ୍ରଗତ ଉପାଦାନ |,eigen element
ଚରିତ୍ରଗତ କାର୍ଯ୍ୟ,eigen function
"ଇଜେନ ମୂଲ୍ୟ, ଚରିତ୍ରିକ ମୂଲ୍ୟ |",eigen value
ବ value ଶିଷ୍ଟ୍ୟ ମୂଲ୍ୟ ସମୀକରଣ,eigen value equation
"ଇଜେନ ଭେକ୍ଟର, ଚରିତ୍ର ଭେକ୍ଟର |",eigen vector
ଇଲାଷ୍ଟିକ୍ |,elastic
ଇଲଷ୍ଟିକ୍ କାଷ୍ଟ୍ |,elastic constant
ଇଲଷ୍ଟିକ୍ ସନ୍ତୁଳନ |,elastic equilibrium
ନମନୀୟତା,elasticity
ଇଲାଷ୍ଟିକ୍ ପୃଷ୍ଠା |,elasticity surface
"ଇଲେକ୍ଟ୍ରୋନିକ୍ କମ୍ପ୍ୟୁଟର, ଇଲେକ୍ଟ୍ରୋନିକ୍ କମ୍ପ୍ୟୁଟର |",electronic computer
"ଉପାଦାନ, ଉପାଦାନ, ଉପାଦାନ |",element
ପ୍ରାରମ୍ଭିକ ସ୍ତମ୍ଭ କାର୍ଯ୍ୟ,elementary column operation
ପ୍ରାରମ୍ଭିକ ଘଟଣା,elementary event
ପ୍ରାରମ୍ଭିକ କାର୍ଯ୍ୟ,elementary function
ପ୍ରାରମ୍ଭିକରଣ କାର୍ଯ୍ୟ,elementary operation
ପ୍ରାଥମିକ ଫଳାଫଳ,elementary outcome
ପ୍ରାରମ୍ଭିକ ସମ୍ଭାବ୍ୟ ନିୟମ |,elementary probability law
ଆରମ୍ଭ ରେଖା କାର୍ଯ୍ୟ,elementary row operation
"ବିନାଶ କରିବାକୁ, ବିନାଶ କରିବାକୁ,",eliminate
ସମାଧାନ ପ୍ରକ୍ରିୟା,elemination procedure
"ଏଲିପ୍ସ, ଏଲିପ୍ସ",ellipse
ଏଲିପସଏଡ୍ |,ellipsoid
ଏଲିପସାଇଡ୍ |,ellipsoidal
ଏଲିପସଏଡାଲ୍ ଭୂପୃଷ୍ଠ |,ellipsoidal surface
ଏଲିପସଏଡାଲ୍ ଶରୀର |,elliptical body
ଏମ୍ବେଡିଂ,embedding
ନିର୍ଗମନ,emission
ପରୀକ୍ଷାମୂଳକ ବିଶ୍ୱାସ |,empirical data
ପରୀକ୍ଷାମୂଳକ ସୂତ୍ର |,empirical formula
ପରୀକ୍ଷାମୂଳକ ସମ୍ଭାବନା |,empirical probability
ପରୀକ୍ଷାମୂଳକ ସମ୍ପର୍କ |,empirical relation
ଖାଲି ସେଟ୍ |,empty set
ବନ୍ଧା,enclosed
"ଏନକୋଡିଂ, କୋଡିଂ",encoding
ପାରସ୍ପରିକ କାର୍ଯ୍ୟଦକ୍ଷତା |,endomorphism
ଶେଷ ବିନ୍ଦୁ,end point
ଶ୍ରେଣୀ ବ୍ୟବଧାନର ଶେଷ ବିନ୍ଦୁ |,end point of class interval
ଶକ୍ତି,energy
ଶକ୍ତି-ଗତି ଉପାଦାନ |,energy momentum component
ଏଣ୍ଟ୍ରି ଭେରିଏବଲ୍ |,entering variable
ଗଣନାଯୋଗ୍ୟ ସେଟ୍ |,enumerable set
"ଗଣନା, ଗଣନା",enumeration
"ସମାନ, ସମାନ, ସମାନ, ସମାନ |",equal
"ସମାନତା, ସମାନତା",equality
ସମ୍ଭବତ। |,equally likely
ସମ୍ଭାବ୍ୟତା ଚୟନ ପଦ୍ଧତି |,equal probability selection method (=epsem)
ସମାନ କର,equate
"ସମୀକରଣ, ସମୀକରଣ",equation
ଚତୁର୍ଭୁଜ ସମୀକରଣ |,equation of first degree
ଚତୁର୍ଭୁଜ ସମୀକରଣ |,equation of second degree
ଚତୁର୍ଭୁଜ ସମୀକରଣ |,equation of third degree
"ଇକ୍ୟୁଏଟର, ଇକ୍ୟୁଏଟର, ମିଡଲାଇନ୍ |",equator
ସ୍ଥିର,equicontinuous
ସମାନ୍ତରାଳ |,equilateral
"ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |",equilibrium
ବଳ ସନ୍ତୁଳନ,equilibrium of forces
ସନ୍ତୁଳନ ବିନ୍ଦୁ |,equilibrium point
ସମାନତା,equivalence
ସମାନତା ଶ୍ରେଣୀ,equivalence class
ସମାନତା ସମ୍ପର୍କ,equivalence relation
"ସମାନ, ସମାନ (v।), ସମାନ (ଏଡି।)",equivalent
ସମାନ ମାଟ୍ରିକ୍ସ |,equivalent matrix
ସମାନ ସେଟ୍ |,equivalent set
ପ୍ରବୃତ୍ତି |,ergodicity
"ତ୍ରୁଟି, ଭୁଲ, ଭୁଲ, ଭୁଲ",error
ତ୍ରୁଟି ବିଶ୍ଳେଷଣ |,error analysis
ତ୍ରୁଟି କୋଡ୍,error code
ତ୍ରୁଟି ଗୁଣବତ୍ତା,error coefficient
ବର୍ଗ ଅର୍ଥ ତ୍ରୁଟି |,error of mean square
ପ୍ରଥମ ପ୍ରକାର ତ୍ରୁଟି |,error of the first kind
ଦ୍ୱିତୀୟ ପ୍ରକାର ତ୍ରୁଟି |,error of the second kind
ସମ୍ଭାବନାରୁ ରକ୍ଷା ପାଇବା |,escape probability
ବେଗରୁ ରକ୍ଷା ପାଇବା |,escape velocity
E. Schmidt ର ମୋବାଇଲାଇଜେସନ୍ ପ୍ରକ୍ରିୟା |,E. Schmidt's orthogonalization process
ଅତିରିକ୍ତ,escribed circle
"ଜରୁରୀ, ଜରୁରୀ |",essential
ପ୍ରାୟତ unique ଅନନ୍ୟ |,essentially unique
"ମୂଲ୍ୟାଙ୍କନ କରିବାକୁ, ମୂଲ୍ୟାଙ୍କନ କରିବାକୁ (ver।), ମୂଲ୍ୟାଙ୍କନ କରିବାକୁ (ଏଡି।)",estimate
ଆକଳନ ପଦ୍ଧତି,estimation method
ଇଉକ୍ଲିଡିଆନ୍ ସଂଯୋଜନା |,Euclidean coordinate
euclidean ଡୋମେନ୍ |,Euclidean domain
ଇଉକ୍ଲିଡିଆନ୍ ଜ୍ୟାମିତି |,Euclidean geometry
ଇଉକ୍ଲିଡିଆନ୍ n- ସ୍ପେସ୍ |,Euclidean n-space
ଇଉକ୍ଲିଡିଆନ୍ ବିମାନ |,Euclidean plane
ଇଉଲର୍ଙ୍କ ତତ୍ତ୍। |,Euler's theorem
"ମୂଲ୍ୟାଙ୍କନ, ମୂଲ୍ୟାଙ୍କନ",evaluate
ଏପରିକି,even
ଏପରିକି ବକ୍ର,even curve
ଏପରିକି ଫଙ୍କସନ୍,even function
ଏପରିକି ଚିତ୍ତାକର୍ଷକ |,even multiple
ଯୁଗ୍ମ ସଂଖ୍ୟା,even number
ଅଦ୍ଭୁତ ସମୃଦ୍ଧତା |,even odd symmetry
ଏପରିକି ପର୍ମୁଟେସନ୍ |,even permutation
"ଇଭେଣ୍ଟ, ଏପିସୋଡ୍ |",event
ଆଇସୋମେଟ୍ରିକ୍ |,even term
"ସଠିକ୍, ସଠିକ୍, ସଠିକ୍ |",exact
ସଠିକ୍ ଚି-ବର୍ଗ ପରୀକ୍ଷା |,exact chi-square test
ପ୍ରକୃତ ଭିନ୍ନତା |,exact differential
ସଠିକ୍ ସମୀକରଣ |,exact equation
ଉଦାହରଣ |,example
ବିନିମୟ,exchange
ନିର୍ଦ୍ଦିଷ୍ଟ ଘଟଣା |,exhaustive event
ବିଦ୍ୟମାନ ଆକ୍ସିୟମ୍ |,existence axiom
ବଞ୍ଚିବାର ସମ୍ଭାବନା |,existence probability(= a priori probability)
ଅସ୍ତିତ୍ୱ ଥିଓରେମ୍ |,existence theorem
ବାହ୍ୟ ଭେରିଏବଲ୍ |,exogenous variable
