Marathi,Odiya
उभ्या,ଭୂଲମ୍ବ |
erg,erg
"ऊर्जा गृहीतक, प्रवृत्ती गृहीते","ଶକ୍ତି ଅନୁମାନ, ପ୍ରବୃତ୍ତି ଅନୁମାନ |"
फायब्रोमीटर,ଫାଇବ୍ରୋମିଟର |
इरॉस,ଏରୋସ୍
चुकीची चूक,ଭୁଲ ତ୍ରୁଟି
भ्रामक अस्तर,ଭ୍ରମାତ୍ମକ ଲାଇନ୍ |
"चूक, चूक, चूक, अयोग्यता","ତ୍ରୁଟି, ଭୁଲ, ଭୁଲ, ଭୁଲ"
त्रुटी काढणी,ତ୍ରୁଟି ଅମଳ
त्रुटी विश्लेषण,ତ୍ରୁଟି ବିଶ୍ଳେଷଣ |
त्रुटी श्रेणी,ତ୍ରୁଟି ପରିସର
त्रुटी कोड,ତ୍ରୁଟି କୋଡ୍
त्रुटी गुणांक,ତ୍ରୁଟି ଗୁଣବତ୍ତା
त्रुटी सुधारण्याची सूचना,ତ୍ରୁଟି ସଂଶୋଧନ ପ୍ରମ୍ପ୍ଟ |
त्रुटी शोधणे,ତ୍ରୁଟି ଚିହ୍ନଟ
त्रुटी शोध सिग्नल,ତ୍ରୁଟି ଚିହ୍ନଟ ସଙ୍କେତ |
त्रुटी शोध दिनचर्या,ତ୍ରୁଟି ଚିହ୍ନଟ ରୁଟିନ୍ |
त्रुटी वितरण,ତ୍ରୁଟି ବଣ୍ଟନ |
मेमरी त्रुटी,ସ୍ମୃତି ତ୍ରୁଟି
त्रुटी अंदाजक,ତ୍ରୁଟି ଆକଳନକାରୀ |
त्रुटी घटक,ତ୍ରୁଟି କାରକ |
त्रुटी कार्य,ତ୍ରୁଟି କାର୍ଯ୍ୟ
त्रुटी कार्य क्षमता,ତ୍ରୁଟି କାର୍ଯ୍ୟ ସମ୍ଭାବନା |
त्रुटी पट्ट्या,ତ୍ରୁଟି ଦଣ୍ଡିକା |
त्रुटी-अविभाज्य,ତ୍ରୁଟି-ଅବିଚ୍ଛେଦ୍ୟ
त्रुटी संदेश,ତ୍ରୁଟି ସନ୍ଦେଶ |
त्रुटी मोजण्याचे यंत्र,ତ୍ରୁଟି ଗେଜ୍ |
निरीक्षण त्रुटी,ପର୍ଯ୍ୟବେକ୍ଷଣ ତ୍ରୁଟି |
प्रथम प्रकारची त्रुटी,ପ୍ରଥମ ପ୍ରକାର ତ୍ରୁଟି |
दुसऱ्या प्रकारची त्रुटी,ଦ୍ୱିତୀୟ ପ୍ରକାର ତ୍ରୁଟି |
त्रुटी सिग्नल त्रुटी सिग्नल,ତ୍ରୁଟି ସଙ୍କେତ ତ୍ରୁଟି ସଙ୍କେତ |
त्रुटी-स्विच,ତ୍ରୁଟି-ସୁଇଚ୍ |
त्रुटी संज्ञा,ତ୍ରୁଟି ଶବ୍ଦ
त्रुटी भिन्नता,ତ୍ରୁଟି ଭିନ୍ନତା |
बोगदा डायोड,ଟନେଲ୍ ଡାୟୋଡ୍ |
"सुटणे, बाहेर पडणे (विशेषणे), सुटणे, बाहेर पडणे (वर.)","ପଳାୟନ, ପ୍ରସ୍ଥାନ (adj।), ପଳାୟନ, ପ୍ରସ୍ଥାନ (ver।)"
एक्झॉस्ट सिस्टम,ନିଷ୍କାସନ ବ୍ୟବସ୍ଥା |
सुटका कार्यक्षमता,ଦକ୍ଷତା ପଳାୟନ |
आउटगोइंग इलेक्ट्रॉन,ଯାଉଥିବା ଇଲେକ୍ଟ୍ରନ୍ |
"एस्केप फ्रॅक्शन, एस्केप फ्रॅक्शन","ପଳାୟନ ଭଗ୍ନାଂଶ, ପଳାୟନ ଭଗ୍ନାଂଶ |"
सुटका कौशल्य,ପଳାୟନ କ skills ଶଳ |
विल्हेवाट पद्धत,ନିଷ୍କାସନ ପଦ୍ଧତି |
सुटलेला वेग,ବେଗରୁ ରକ୍ଷା ପାଇବା |
विमोचन चाक,ମୁକ୍ତି ଚକ
उत्कीर्णता,ଖୋଦିତତା |
आवश्यक घटक,ଜରୁରୀ ଉପାଦାନ |
आवश्यक घटक आवश्यक घटक,ଜରୁରୀ ଉପାଦାନ ଜରୁରୀ ଉପାଦାନ |
मुलभूत माहिती,ମ basic ଳିକ ସୂଚନା
अनिवार्य स्वर,ଅତ୍ୟାବଶ୍ୟକ ସ୍ ow ର
asiatron,asiatron
etalon,ଇଟାଲନ୍
ईथर,ଇଥର
इथर लाट,ଇଥର ତରଙ୍ଗ |
युक्लिडियन समन्वय,ଇଉକ୍ଲିଡିଆନ୍ ସଂଯୋଜନା |
युक्लिडियन डोमेन,euclidean ଡୋମେନ୍ |
युक्लिडियन प्रणाली,ଇଉକ୍ଲିଡିଆନ୍ ସିଷ୍ଟମ୍ |
युक्लिडियन भूमिती,ଇଉକ୍ଲିଡିଆନ୍ ଜ୍ୟାମିତି |
"युक्लिडियन फील्ड, युक्लिडियन फील्ड","ଇଉକ୍ଲିଡିଆନ୍ ଫିଲ୍ଡ, ଇଉକ୍ଲିଡିଆନ୍ ଫିଲ୍ଡ |"
युक्लिडियन विमान,ଇଉକ୍ଲିଡିଆନ୍ ବିମାନ |
गॅस व्हॉल्यूममीटर,ଗ୍ୟାସ୍ ଭଲ୍ୟୁମୋମିଟର
गॅस व्हॉल्यूमेट्रिक ट्यूब,ଗ୍ୟାସ୍ ଭଲ୍ୟୁମେଟ୍ରିକ୍ ଟ୍ୟୁବ୍ |
गॅस व्हॉल्यूमेट्रिक पद्धत,ଗ୍ୟାସ୍ ଭଲ୍ୟୁମେଟ୍ରିକ୍ ପଦ୍ଧତି |
गॅस व्हॉल्यूमेट्रिक,ଗ୍ୟାସ୍ ଭଲ୍ୟୁମେଟ୍ରିକ୍ |
युलर-कोन,euler-angle
तेलकट ऑसिलेटर,ତେଲିଆ ଓସିଲେଟର |
युरेका रडार प्रणाली,ୟୁରେକା ରାଡାର୍ ସିଷ୍ଟମ୍ |
"युरेका बर्नर, युरेका बर्नर","ୟୁରେକା ବର୍ନର୍, ୟୁରେକା ବର୍ନର୍ |"
"eutectic, eutectic","ଇଉଟେକ୍ଟିକ୍, ଇଉଟେକ୍ଟିକ୍ |"
eutectic मिश्र धातु,ଇଉଟେକ୍ଟିକ୍ ମିଶ୍ରଣ |
eutectic मिश्रण,ଇଉଟେକ୍ଟିକ୍ ମିଶ୍ରଣ |
eutectic बिंदू,ଇଉଟେକ୍ଟିକ୍ ପଏଣ୍ଟ |
eutectic प्रमाण,ଇଉଟେକ୍ଟିକ୍ ଅନୁପାତ |
eutectic तापमान,ଇଉଟେକ୍ଟିକ୍ ତାପମାତ୍ରା |
ईव्ही,ଇଭି
"रिकामे करणे, रिकामे करणे","ଖାଲି କରିବାକୁ, ଖାଲି କରିବାକୁ |"
"बाहेर काढले, बाहेर काढले","ସ୍ଥାନାନ୍ତରିତ, ସ୍ଥାନାନ୍ତର"
निर्वासित रजा,ଛୁଟି
"व्हॅक्यूम, रिकामे करणे","ଶୂନ୍ୟସ୍ଥାନ, ଖାଲି"
"मूल्यांकन, मूल्यांकन","ମୂଲ୍ୟାଙ୍କନ, ମୂଲ୍ୟାଙ୍କନ"
अचूकता मूल्यांकन,ସଠିକତା ମୂଲ୍ୟାଙ୍କନ |
मोठेपणा-कमी करणारा मोड,ପ୍ରଶସ୍ତତା-ହ୍ରାସ ମୋଡ୍ |
छायाचित्र प्रक्रिया,ଫଟୋଗ୍ରାଫ୍ ପ୍ରକ୍ରିୟା |
बाष्पीभवन,ବାଷ୍ପୀଭୂତ ହୋଇଛି |
"बाष्पीभवन, बाष्पीभवन, बाष्पीभवन","ବାଷ୍ପୀକରଣ, ବାଷ୍ପୀକରଣ, ବାଷ୍ପୀକରଣ |"
बाष्पीभवन मॉडेल,ବାଷ୍ପୀକରଣ ମଡେଲ |
वाष्पीकरण करणारा,ବାଷ୍ପୀକରଣ
उत्सर्जन गुणांक,ନିର୍ଗମନ କୋଏଫିସିଏଣ୍ଟ୍ |
अगदी,ଏପରିକି
अगदी इलेक्ट्रॉनिक स्थिती,ଏପରିକି ଇଲେକ୍ଟ୍ରୋନିକ୍ ସ୍ଥିତି |
सम कार्य,ଏପରିକି ଫଙ୍କସନ୍
अगदी भार,ଏପରିକି ଲୋଡ୍ କର |
सम संख्या,ଯୁଗ୍ମ ସଂଖ୍ୟା
"सम समता, सम समता","ଏପରିକି ସମାନତା, ଏପରିକି ସମାନତା |"
समता तपासणी,ଯୁଗଳ ଯାଞ୍ଚ |
सम समता सिग्नल,ସମାନତା ସଙ୍କେତ |
अगदी अपूर्णांक,ଏପରିକି ଭଗ୍ନାଂଶ ଭଗ୍ନାଂଶ |
समानता स्थिती,ସମାନତା ଅବସ୍ଥା |
सममितीय,ଆଇସୋମେଟ୍ରିକ୍ |
अगदी nuclides,ଏପରିକି ନ୍ୟୁକ୍ଲିଡ୍ସ |
अगदी विकिरण,ଏପରିକି ବିକିରଣ
"घटना, भाग","ଇଭେଣ୍ଟ, ଏପିସୋଡ୍ |"
कार्यक्रम रेकॉर्डर,ଇଭେଣ୍ଟ ରେକର୍ଡର୍ |
"शाश्वत, सदैव सुरक्षित","ଅନନ୍ତ, ସର୍ବଦା ନିରାପଦ |"
एक्सोसेंटर,exocentre
"अगदी अचूक, अगदी अचूकपणे","ଠିକ୍, ସଠିକ୍, ଠିକ୍ |"
अचूक समीकरण,ସଠିକ୍ ସମୀକରଣ |
खरा अनुनाद,ପ୍ରକୃତ ଅନୁକମ୍ପା |
अचूक विज्ञान,ସଠିକତା ବିଜ୍ଞାନ |
अचूक चाचणी,ପ୍ରକୃତ ପରୀକ୍ଷା
वस्तुस्थिती,ସତ୍ୟ
प्रवर्धित वाहक लहर,ବର୍ଦ୍ଧିତ ବାହକ ତରଙ୍ଗ |
केंद्रबिंदू,ଭୂକମ୍ପ
केंद्राभिमुख,ସେଣ୍ଟ୍ରିପେଟାଲ୍ |
विलक्षणता,ବିଚିତ୍ରତା
अपवाद,ବ୍ୟତିକ୍ରମ
अपवाद गेट,ବ୍ୟତିକ୍ରମ ଫାଟକ |
अपवाद नियम पद्धत,ବ୍ୟତିକ୍ରମ ନିୟମ ପଦ୍ଧତି |
अतिरिक्त इलेक्ट्रॉन,ଅତିରିକ୍ତ ଇଲେକ୍ଟ୍ରନ୍ |
"गुणक गुणक, जादा गुणक","ଗୁଣନ ଗୁଣକର୍ତ୍ତା, ଅତ୍ୟଧିକ ଗୁଣକର୍ତ୍ତା |"
ओव्हरफ्लो झडप,ଓଭରଫ୍ଲୋ ଭଲଭ୍ |
अतिरिक्त विखुरलेले,ଅତିରିକ୍ତ ଛିନ୍ନଭିନ୍ନ |
जास्त फॉलो करणे,ଅତ୍ୟଧିକ ଅନୁସରଣ
देवाणघेवाण,ବିନିମୟ
व्होर्टेक्स गुणांक,ଭର୍ଟେକ୍ସ କୋଏଫିସିଏଣ୍ଟ୍ |
एक्सचेंज कपलिंग,ବିନିମୟ କପଲିଙ୍ଗ୍ |
देवाणघेवाण भ्रष्टाचार,ଦୁର୍ନୀତି ବିନିମୟ |
ऊर्जा विनिमय,ଶକ୍ତି ବିନିମୟ କରନ୍ତୁ |
"एक्सचेंज झोन, अणु क्षेत्र","ବିନିମୟ ଜୋନ୍, ପରମାଣୁ ଜୋନ୍ |"
विनिमय शक्ती,ବିନିମୟ ଶକ୍ତି
अदलाबदल करण्यायोग्य परस्परसंवाद,ଅଦଳବଦଳ ପାରସ୍ପରିକ କ୍ରିୟା |
एक्सचेंज लाइन,ବିନିମୟ ରେଖା |
देवाणघेवाण निसर्ग,ପ୍ରକୃତି ବିନିମୟ |
एक्सचेंज कपलिंग,ବିନିମୟ କପଲିଙ୍ଗ୍ |
एक्सचेंजर,ଏକ୍ସଚେଞ୍ଜର
विनिमय दर,ଅଦଳବଦଳ ହାର
विनिमय प्रतिक्रिया,ବିନିମୟ ପ୍ରତିକ୍ରିୟା
अदलाबदल करण्यायोग्य विखुरणे,ଅଦଳବଦଳ ବିଛାଇବା |
अदलाबदल करण्यायोग्य वैशिष्ट्ये,ଅଦଳବଦଳ ବ characteristics ଶିଷ୍ଟ୍ୟଗୁଡିକ |
मालमत्ता विनिमय,ସମ୍ପତ୍ତି ବିନିମୟ |
एक्सचेंज पोस्ट,ବିନିମୟ ପୋଷ୍ଟ |
"उत्तेजना, उत्तेजना","ଉତ୍ତେଜନା, ଉତ୍ତେଜନା"
उत्तेजना बँड,ଉତ୍ତେଜନା ବ୍ୟାଣ୍ଡ |
उत्तेजना वक्र,ଉତ୍ତେଜନା ବକ୍ର
उत्तेजना ऊर्जा,ଉତ୍ତେଜନା ଶକ୍ତି
उत्तेजित वारंवारता,ଉତ୍ତେଜନା ଆବୃତ୍ତି
उत्तेजित कार्य,ଉତ୍ତେଜନା କାର୍ଯ୍ୟ
उत्तेजित कार्य वक्र,ଉତ୍ତେଜନା କାର୍ଯ୍ୟ ବକ୍ର
उत्तेजक संख्या,ଉତ୍ସାହ ସଂଖ୍ୟା
उत्तेजन क्षमता,ଉତ୍ତେଜନା ସମ୍ଭାବନା |
उत्तेजक संभाव्यता,ଉତ୍ସାହ ସମ୍ଭାବନା |
उत्तेजित अचूकता गुणांक,ଉତ୍ତେଜନା ସଠିକତା କୋଏଫିସିଏଣ୍ଟ୍ |
उत्तेजित अवस्था,ଉତ୍ତେଜିତ ଅବସ୍ଥା |
उत्तेजित उष्णता,ଉତ୍ତେଜନା ଉତ୍ତାପ |
प्रेरणा हस्तांतरण,ଉତ୍ସାହ ସ୍ଥାନାନ୍ତର
उत्तेजना वेक्टर,ଉତ୍ତେଜନା ଭେକ୍ଟର |
उत्तेजित लाट,ଉତ୍ତେଜନା ତରଙ୍ଗ
उत्तेजक यंत्रणा,ଉତ୍ତେଜକ ପ୍ରଣାଳୀ |
"उत्तेजित करणे, उत्साही करणे","ଉତ୍ସାହିତ କରିବା, ଶକ୍ତି ଦେବା |"
उत्तेजित अणू,ଉତ୍ତେଜିତ ପରମାଣୁ |
उत्तेजित आण्विक घनता,ଉତ୍ତେଜିତ ପରମାଣୁ ଘନତା |
उत्तेजित इलेक्ट्रॉन,ଉତ୍ସାହିତ ଇଲେକ୍ଟ୍ରନ୍ |
उत्तेजित फील्ड लाउडस्पीकर,ଉତ୍ସାହିତ ଫିଲ୍ଡ ଲାଉଡ ସ୍ପିକର |
उत्तेजित आयन,ଉତ୍ସାହିତ ଆୟନ |
उत्तेजित रेणू,ଉତ୍ତେଜିତ ଅଣୁଗୁଡ଼ିକ |
भावनिक स्थिती,ଭାବପ୍ରବଣ ଅବସ୍ଥା |
उत्तेजित कंपन स्थिती,ଉତ୍ତେଜିତ କମ୍ପନ ଅବସ୍ଥା |
उत्तेजक यंत्रणा,ଉତ୍ତେଜକ ପ୍ରଣାଳୀ |
"ध्वनी निर्माता, ध्वनी स्रोत","ଧ୍ୱନି ଉତ୍ପାଦକ, ଧ୍ୱନି ଉତ୍ସ |"
उत्तेजक प्रभाव,ଉତ୍ସାହଜନକ ପ୍ରଭାବ
रोमांचक प्रवाह,ରୋମାଞ୍ଚକର କରେଣ୍ଟ୍ |
उत्तेजित होणे,ଉତ୍ତେଜନା
एक्सिटॉन बँड,ଏକ୍ଜିଟନ୍ ବ୍ୟାଣ୍ଡ |
excitron,ଉତ୍ତେଜନା
अपवर्जन नियम,ବହିଷ୍କାର ନିୟମ |
विशिष्ट,ନିର୍ଦ୍ଦିଷ୍ଟ |
एकल सर्किट,ଏକକ ସର୍କିଟ |
अंमलबजावणी वेळ,ନିଷ୍ପାଦନ ସମୟ
नियंत्रक दिनचर्या,ନିୟନ୍ତ୍ରକ ରୁଟିନ୍ |
ऑपरेटिंग सिस्टम,ପରିଚାଳନା ପ୍ରଣାଳୀ
एक्झॉस्ट वाल्व,ନିଷ୍କାସନ ଭଲଭ୍ |
बाहेर हवा फेकणारा पंखा,ନିଷ୍କାସିତ ପ୍ରଶଂସକ |
"व्हॅक्यूम पंप, रेचक पंप","ଭାକ୍ୟୁମ୍ ପମ୍ପ, ଲକ୍ସାଟିଭ୍ ପମ୍ପ |"
"रेचक टप्पा, कॅथारिसिस स्ट्रोक, उच्छवास टप्पा","ଲକ୍ସାଟିଭ୍ ପର୍ଯ୍ୟାୟ, କ୍ୟାଥାରସିସ୍ ଷ୍ଟ୍ରୋକ୍, ନିଶ୍ୱାସ ପ୍ରଶ୍ୱାସ |"
रेचक ट्यूब,ଲକ୍ସାଟିଭ୍ ଟ୍ୟୁବ୍ |
कॅथार्सिस वेग,କ୍ୟାଥାରସିସ୍ ବେଗ |
"निर्वासन, कॅथारिसिस, बाहेर काढणे, निर्मूलन","ବହିଷ୍କାର, କ୍ୟାଥାରସିସ୍, ବହିଷ୍କାର, ବିଲୋପ |"
समस्या,ସମସ୍ୟା
आउटपुट कोन,ଆଉଟପୁଟ୍ କୋଣ
आउटपुट आउटलेट,ଆଉଟପୁଟ୍ ଆଉଟଲେଟ୍
"आउटपुट चॅनेल स्पिन, आउटपुट चॅनेल स्पिन","ଆଉଟପୁଟ୍ ଚ୍ୟାନେଲ୍ ସ୍ପିନ୍, ଆଉଟପୁଟ୍ ଚ୍ୟାନେଲ୍ ସ୍ପିନ୍ |"
आउटपुट आउटलेट,ଆଉଟପୁଟ୍ ଆଉଟଲେଟ୍
"निर्गमन बिंदू, निर्गमन बिंदू","ପ୍ରସ୍ଥାନ ପଏଣ୍ଟ, ପ୍ରସ୍ଥାନ ପଏଣ୍ଟ"
आउटपुट विंडो,ଆଉଟପୁଟ୍ ୱିଣ୍ଡୋ
ऊर्जा कार्यक्षम प्रक्रिया,ଶକ୍ତି ଦକ୍ଷ ପ୍ରକ୍ରିୟା |
exosphere,ବାହ୍ୟ
"exothermic, उष्णता उत्तेजित","ଅତିରିକ୍ତ, ଉତ୍ତାପ ଉତ୍ସାହଜନକ |"
एक्झोथर्मिक प्रक्रिया,ବାହ୍ୟ ପ୍ରକ୍ରିୟା
एक्झोथर्मिक प्रतिक्रिया,ବାହ୍ୟ ପ୍ରତିକ୍ରିୟା
असामान्य इंधन,ଅସାଧାରଣ ଇନ୍ଧନ |
पसरवणे,ବିସ୍ତାର କରିବାକୁ
प्रसारण,ପ୍ରସାରଣ
रिंग फॉर्म केंद्र प्रदर्शन,ରିଙ୍ଗ୍ ଫର୍ମ ସେଣ୍ଟର୍ ପ୍ରଦର୍ଶନ |
विस्तारित कॉन्ट्रास्ट,ବିସ୍ତାରିତ ବିପରୀତ |
प्रसारित चित्रपट,ପ୍ରସାରିତ ଚଳଚ୍ଚିତ୍ର |
चुंबकीय क्षेत्र पसरवणे,ଚୁମ୍ବକୀୟ କ୍ଷେତ୍ର ବିସ୍ତାର
"वाढवलेल्या सूचना, वाढवलेला ट्रेस","ବର୍ଦ୍ଧିତ ନିର୍ଦ୍ଦେଶାବଳୀ, ବର୍ଦ୍ଧିତ ଚିହ୍ନ |"
विस्तारित विस्तार,ବିସ୍ତାରିତ ବିସ୍ତାର
"मॅग्निफाइड ट्रेस, मॅग्निफाइड मॉडेल","ବର୍ଦ୍ଧିତ ଚିହ୍ନ, ବର୍ଦ୍ଧିତ ମଡେଲ୍ |"
प्रसारक,ପ୍ରସାରଣକାରୀ |
चुंबकीय क्षेत्र पसरवणे,ଚୁମ୍ବକୀୟ କ୍ଷେତ୍ର ବିସ୍ତାର
विस्तारक,ଏକ୍ସଟେନସର୍ |
विस्तार,ବିସ୍ତାର
"पसरणे, पसरणे","ବିସ୍ତାର, ବିସ୍ତାର"
"विस्तार कक्ष, विस्तार कक्ष","ଏକ୍ସଟେନ୍ସନ୍ ସେଲ୍, ଏକ୍ସଟେନ୍ସନ୍ ରୁମ୍ |"
प्रसार कुंडली,ପ୍ରସାର କୁଣ୍ଡଲି |
प्रसार पंखा,ବିସ୍ତାର ପ୍ରଶଂସକ |
प्रसार प्रमाण,ବିସ୍ତାର ଅନୁପାତ |
प्रसार स्ट्रोक,ବିସ୍ତାର ଷ୍ଟ୍ରୋକ |
तफावत टर्बाइन,ଭିନ୍ନତା ଟର୍ବାଇନ୍ |
प्रसार झडप,ବିସ୍ତାର ଭଲଭ୍ |
प्रसार लहर,ପ୍ରସାର ତରଙ୍ଗ |
भिन्नता प्रवाह,ଭିନ୍ନତା ପ୍ରବାହ |
विस्तारक्षमता,ବିସ୍ତାର ଯୋଗ୍ୟତା |
ऊर्जा उत्साही,ଶକ୍ତି ଉତ୍ସାହୀ |
प्रयोग,ପରୀକ୍ଷଣ |
"प्रायोगिक, प्रायोगिक","ପରୀକ୍ଷାମୂଳକ, ପରୀକ୍ଷାମୂଳକ |"
प्रायोगिक आधार,ପରୀକ୍ଷାମୂଳକ ଆଧାର |
"प्रायोगिक त्रुटी, प्रायोगिक त्रुटी","ପରୀକ୍ଷାମୂଳକ ତ୍ରୁଟି, ପରୀକ୍ଷାମୂଳକ ତ୍ରୁଟି |"
प्रायोगिक विमानचालन,ପରୀକ୍ଷାମୂଳକ ବିମାନ ଚଳାଚଳ |
वापरासाठी गट,ବ୍ୟବହାର ପାଇଁ ଗୋଷ୍ଠୀ |
प्रायोगिक सरासरी मध्यांतर,ପରୀକ୍ଷାମୂଳକ ଅର୍ଥ ବ୍ୟବଧାନ |
प्रायोगिक ऑप्टिमायझेशन,ପରୀକ୍ଷାମୂଳକ ଅପ୍ଟିମାଇଜେସନ୍ |
प्रायोगिक भौतिकशास्त्र,ପରୀକ୍ଷାମୂଳକ ପଦାର୍ଥ ବିଜ୍ଞାନ |
प्रायोगिक पुरावा,ପରୀକ୍ଷାମୂଳକ ପ୍ରମାଣ |
प्रायोगिक अणुभट्टी,ପରୀକ୍ଷାମୂଳକ ରିଆକ୍ଟର |
प्रायोगिक विज्ञान,ପରୀକ୍ଷାମୂଳକ ବିଜ୍ଞାନ |
प्रायोगिक स्थिती,ପରୀକ୍ଷାମୂଳକ ଅବସ୍ଥା |
प्रायोगिक मूल्य,ପରୀକ୍ଷାମୂଳକ ମୂଲ୍ୟ
उपयुक्त,ଉପଯୋଗୀ |
"प्रायोगिक कार्य, प्रयोग","ପରୀକ୍ଷାମୂଳକ କାର୍ଯ୍ୟ, ପରୀକ୍ଷଣ |"
वापरकर्ता,ଉପଯୋଗକର୍ତ୍ତା |
पूरक,ସପ୍ଲିମେଣ୍ଟାରୀ
स्पष्ट eigen फंक्शन,ଇଜେନ୍ ଫଙ୍କସନ୍ ସଫା କର |
स्पष्ट समीकरण,ସ୍ୱଚ୍ଛ ସମୀକରଣ
स्पष्टपणे,ସ୍ପଷ୍ଟ ଭାବରେ
स्पष्ट कार्य,ସ୍ୱଚ୍ଛ କାର୍ଯ୍ୟ
स्पष्ट मॉडेल,ସ୍ୱଚ୍ଛ ମଡେଲ୍ |
अणुस्फोट,ପରମାଣୁ ବିସ୍ଫୋରଣ |
"शोध कुंडली, अन्वेषक कुंडली","କୁଣ୍ଡଲି, ଅନୁସନ୍ଧାନକାରୀ କୁଣ୍ଡଲି ଖୋଜ |"
प्रोब इलेक्ट्रोड,ଅନୁସନ୍ଧାନ ଇଲେକ୍ଟ୍ରୋଡ୍ |
"स्फोट, स्फोट","ବିସ୍ଫୋରଣ, ବିସ୍ଫୋରଣ |"
स्फोट स्पेक्ट्रम,ବିସ୍ଫୋରଣ ସ୍ପେକ୍ଟ୍ରମ୍ |
स्फोट स्फोट,ବିସ୍ଫୋରଣ ବିସ୍ଫୋରଣ |
स्फोट करणारा बॉम्ब,ବିସ୍ଫୋରଣକାରୀ ବୋମା
स्फोटक संयुग,ବିସ୍ଫୋରକ ଯ ound ଗିକ |
स्फोटक डीकंप्रेशन,ବିସ୍ଫୋରକ ସଙ୍କୋଚନ |
स्फोटक विघटन,ବିସ୍ଫୋରକ ବିଚ୍ଛିନ୍ନତା |
घातांक,ପ୍ରଦର୍ଶକ
"घातांकीय, घातांकीय","exponential, exponential"
घातांकीय शोषण,ସୂକ୍ଷ୍ମ ଅବଶୋଷଣ |
घातांक वर्धक,ସୂକ୍ଷ୍ମ ଏମ୍ପ୍ଲିଫାୟର୍ |
घातांक अंदाजे,ସୂକ୍ଷ୍ମ ଆନୁମାନିକତା |
घातांकीय वातावरण,ସୂକ୍ଷ୍ମ ବାତାବରଣ |
घातांक प्रणाली,ସୂକ୍ଷ୍ମ ସିଷ୍ଟମ୍ |
घातांक वक्र,ସୂକ୍ଷ୍ମ ବକ୍ର
घातांकीय क्षय,କ୍ଷୟକ୍ଷତି କ୍ଷୟ |
घातांक संभाव्यता कार्य,ସୂକ୍ଷ୍ମ ସମ୍ଭାବନା କାର୍ଯ୍ୟ |
घातांकीय वितरण,ସୂକ୍ଷ୍ମ ବଣ୍ଟନ |
घातांक समीकरण,ସୂକ୍ଷ୍ମ ସମୀକରଣ |
घातांक प्रयोग,exponentiation ପରୀକ୍ଷଣ |
घातांकीय कार्य,ସୂକ୍ଷ୍ମ କାର୍ଯ୍ୟ
"घातांकीय वाढ, घातांक वाढ","ସୂକ୍ଷ୍ମ ଅଭିବୃଦ୍ଧି, ସୂକ୍ଷ୍ମ ଅଭିବୃଦ୍ଧି |"
घातांकीय हॉर्न,ସୂକ୍ଷ୍ମ ଶିଙ୍ଗ |
घातांक सूचक,ସୂଚକ ସୂଚକ |
घातांकीय नियम,ସୂକ୍ଷ୍ମ ନିୟମ |
घातांक मर्यादा,ସୂକ୍ଷ୍ମ ସୀମା |
घातांक ऑपरेटर,ସୂକ୍ଷ୍ମ ଅପରେଟର୍ |
घातांक संबंध,ସୂକ୍ଷ୍ମ ସମ୍ପର୍କ |
घातांकीय प्रमेय,ସୂକ୍ଷ୍ମ ତତ୍ତ୍। |
घातांकीय ट्रान्समिशन लाइन,ସୂକ୍ଷ୍ମ ପ୍ରସାରଣ ରେଖା |
एक्सपोनेंटी संभाव्य विहीर,Exponenti ସମ୍ଭାବ୍ୟ କୂଅ |
रिलीज न झालेला चित्रपट,ପ୍ରକାଶିତ ଚଳଚ୍ଚିତ୍ର
उघडा बार,ଖୋଲା ବାର
खुले लक्ष्य,ଖୋଲା ଲକ୍ଷ୍ୟ
"एक्सपोजर, एक्सपोजर, एक्सपोजर, एक्सपोजर","ଏକ୍ସପୋଜର, ଏକ୍ସପୋଜର, ଏକ୍ସପୋଜର, ଏକ୍ସପୋଜର |"
एक्सपोजर नियंत्रण प्रणाली,ଏକ୍ସପୋଜର ନିୟନ୍ତ୍ରଣ ବ୍ୟବସ୍ଥା |
एक्सपोजर कॅल्क्युलेटर,ଏକ୍ସପୋଜର କାଲକୁଲେଟର
"exudation dose, oclusion dose","exudation dose, occlusion dose"
"इजेक्शन डोस रेट, इजेक्शन डोस रेट","ଇଜେକସନ ଡୋଜ ହାର, ଇଜେକସନ ଡୋଜ ହାର |"
कॅलरीमीटर,କ୍ୟାଲୋରୀମିଟର |
कव्हर स्केल,କଭର୍ ସ୍କେଲ୍ |
उद्भासन वेळ,ଏକ୍ସପୋଜର ସମୟ |
"अभिव्यक्ती, अभिव्यक्ती, चेहर्यावरील भाव, अभिव्यक्ती","ଅଭିବ୍ୟକ୍ତି, ଅଭିବ୍ୟକ୍ତି, ମୁଖର ଅଭିବ୍ୟକ୍ତି, ଅଭିବ୍ୟକ୍ତି |"
"विस्तृत anion, विस्तृत anion","ପ୍ରଶସ୍ତ ଆୟନ, ଚଉଡା ଆୟନ |"
विस्तारित वर्तुळ,ବିସ୍ତାରିତ ବୃତ୍ତ |
विस्तृत दोष,ବ୍ୟାପକ ଦୋଷ |
विस्तारित प्रांत,ବିସ୍ତାରିତ ପ୍ରଦେଶ |
रुंद bizepalin अँटेना,ଚଉଡା ବିଜପାଲିନ୍ ଆଣ୍ଟେନା |
विस्तारित मध्यांतर,ବିସ୍ତାରିତ ବ୍ୟବଧାନ |
