Gujarati,Telugu
સામાન્ય વ્યવસાયલક્ષી (COBOBL),సాధారణ వ్యాపార-ఆధారిత (COBOL)
સામાન્ય માલવાહક,సాధారణ క్యారియర్
સામાન્ય વાહક કાર્યાલય,కామన్ క్యారియర్ బ్యూరో
સામાન્ય આદેશ,సాధారణ కమాండ్ భాష
સામાન્ય સંચાર એડેપ્ટર,కామన్ కమ్యూనికేషన్ అడాప్టర్
સામાન્ય નિયંત્રણ,సాధారణ నియంత్రణ
સામાન્ય નિયંત્રણ ફેરબદલ,సాధారణ నియంత్రణ స్విచింగ్ అమరిక
સામાન્ય નિયંત્રણ પદ્ધતિ,సాధారణ నియంత్రణ వ్యవస్థ
સામાન્ય ભૂલ,సాధారణ లోపం
સામાન્ય ક્ષેત્ર,సాధారణ క్షేత్రం
સામાન્ય હબ,సాధారణ హబ్
સામાન્ય ભાષા,సాధారణ భాష
સામાન્ય ભાષા સંહિતા,సాధారణ భాషా కోడ్
સામાન્ય દિનચર્યા,సాధారణ దినచర్య
સામાન્ય વર્ગ,సాధారణ విభాగం
સામાન્ય સોફ્ટવેર,సాధారణ సాఫ్ట్‌వేర్
સામાન્ય સંગ્રહ -ક્ષેત્ર,సాధారణ నిల్వ ప్రాంతం
સામાન્ય લક્ષ્યાંક યંત્ર,సాధారణ లక్ష్య యంత్రం
સામાન્ય વપરાશકર્તા સર્કિટ,సాధారణ వినియోగదారు సర్క్యూట్
સામાન્ય વપરાશકર્તા નેટવર્ક,సాధారణ వినియోగదారు నెట్‌వర్క్
સમવાય,కమ్యూనిటీ
શબ્દ-પ્રક્રિયા ઉપકરણોની વાતચીત,వర్డ్-ప్రాసెసింగ్ పరికరాలను కమ్యూనికేట్ చేయడం
વાતચીત,కమ్యూనికేషన్
સંદેશાવ્યવહાર એડેપ્ટર,కమ్యూనికేషన్ అడాప్టర్
સંદેશાવ્યવહાર માર્ગ,కమ్యూనికేషన్ ఛానల్
સંદેશાવ્યવહાર સામાન્ય વાહક,కమ్యూనికేషన్ సాధారణ క్యారియర్
સંદેશાવ્યવહાર નિયંત્રણ,కమ్యూనికేషన్ నియంత్రణ పాత్ర
સંચાર નિયંત્રક,కమ్యూనికేషన్ కంట్రోలర్
સંચાર નિયંત્રક નોડ,కమ్యూనికేషన్ కంట్రోలర్ నోడ్
સંચાર નિયંત્રણ એકમ,కమ్యూనికేషన్ కంట్రోల్ యూనిట్
સંચાર ડેટા પદ્ધતિ,కమ్యూనికేషన్ డేటా సిస్టమ్
સંચાર ઈંટરફેસ,కమ్యూనికేషన్ ఇంటర్ఫేస్
સંચાર રેખા,కమ్యూనికేషన్ లైన్
સંચાર રેખા,కమ్యూనికేషన్ లైన్ అడాప్టర్
સંચાર રેખા,కమ్యూనికేషన్ లైన్ లక్షణం
સંદેશાવ્યવહાર કડી,కమ్యూనికేషన్ లింక్
સંદેશાવ્યવહાર,కమ్యూనికేషన్ మిక్స్
સંદેશાવ્યવહાર મોડ નિયંત્રણ,కమ్యూనికేషన్ మోడ్ నియంత్రణ
સંચાર મોડેમ,కమ్యూనికేషన్ మోడెమ్
સંચાર નેટવર્ક,కమ్యూనికేషన్ నెట్‌వర్క్
સંચાર કેન્દ્ર,కమ్యూనికేషన్స్ సెంటర్
સંચાર કમ્પ્યુટર,కమ్యూనికేషన్ కంప్యూటర్
સંદેશા -નિયંત્રક,కమ్యూనికేషన్స్ కంట్రోలర్
સંદેશાવ્યવહાર ઉપગ્રહ,కమ్యూనికేషన్స్ ఉపగ్రహం
સંદેશાવ્યવહાર સુરક્ષા સાધનો,కమ్యూనికేషన్స్ సెక్యూరిటీ ఎక్విప్మెంట్
સંદેશાવ્યવહાર સ soમીર,కమ్యూనికేషన్ సాఫ్ట్‌వేర్
સંદેશાવ્યવહાર,కమ్యూనికేషన్స్ ఉపవ్యవస్థ
સંદેશાવ્યવહાર,కమ్యూనికేషన్స్ టెర్మినల్
સંચાર સિદ્ધાંત,కమ్యూనికేషన్ సిద్ధాంతం
સમુદાય સ્વચાલિત વિનિમય,కమ్యూనిటీ ఆటోమేటిక్ ఎక్స్ఛేంజ్
સામુદાયિક ડાયલ કચેરી,కమ్యూనిటీ డయల్ ఆఫీస్
સફાઈ પલ્સ,కమ్యుటేటర్ పల్స్
સંકલન અલ્ગોરિધમનો,సంపీడన అల్గోరిథం
સરખામણી,కంపాండింగ్
અનુરૂપ,కంపాండర్
ગેરવાજબી ઠરાવવું,కంపాండర్ తప్పుగా మార్చడం
સહયોગી ભંડાર  પીઠ,కంపానియన్ స్టోర్  బ్యాకప్
તુલનાકાર,పోలిక
તુલનાકાર તપાસ,కంపారిటర్ ప్రోబ్
સરખામણી એકમ  (= તુલનાત્મક),యూనిట్ పోల్చడం  (= కంపారిటర్)
તુલના  સંચાલન,పోలిక  ఆపరేషన్
તુલના  Operatorપરેટર,పోలిక  ఆపరేటర్
તુલના,పోలిక పరీక్ష
સુસંગતતા,అనుకూలత
સુસંગતતા કસોટી,అనుకూలత పరీక్ష
સુસંગત,అనుకూలంగా
સુસંગત સમય  વહેંચણી પદ્ધતિ,అనుకూల సమయం  భాగస్వామ్య వ్యవస్థ
સંકલન,సంగ్రహం
સંકલન સહાય,సంకలన సహాయం
સંકલન કરવું,కంపైల్
સંકલન અવધિ,కంపైల్ వ్యవధి
સંકલન તબક્કો,కంపైల్ దశ
સંકલન કરનાર,కంపైలర్
સંકલન કરનાર,కంపైలర్-కంపైలర్
સંકલનકાર નિર્દેશ પદ્ધતિ,కంపైలర్ డైరెక్టింగ్ సిస్టమ్
સંકલનકાર,కంపైలర్ డైరెక్టివ్
સંકલન કરનાર જનરેટર,కంపైలర్ జనరేటర్
સંકલન કરનાર ઇન્ટરફેસ,కంపైలర్ ఇంటర్ఫేస్
સંકલનની ભાષા,కంపైలర్ భాష
સંકલન વિકલ્પ,కంపైలర్ ఎంపిక
સંકલન સમય,కంపైల్ సమయం
સમય ડાયગ્નોસ્ટિક્સ કમ્પાઇલ કરો,టైమ్ డయాగ్నోస్టిక్స్ కంపైల్
સંકલન સમય નિવેદન,సమయ ప్రకటనను కంపైల్ చేయండి
સંકલન અવધિ,కంపైల్ వ్యవధి
સંકલનનો તબક્કો,కంపైలింగ్ దశ
કમ્પાઇલિંગ પ્રોગ્રામ (= કમ્પ્લિયર),కంపైల్ ప్రోగ్రామ్ (= కంప్లైయర్)
સંકલન સમય,సమయం కంపైల్ చేయండి
પૂરક બનાવવું,పూరక
પૂરક કામગીરી,పరిపూరకరమైన ఆపరేషన్
પૂરક ઓપરેટર,కాంప్లిమెంటరీ ఆపరేటర్
પૂરક આધાર,కాంప్లిమెంట్ బేస్
પૂરક સંખ્યા પદ્ધતિ,పరిపూరకరమైన సంఖ్య వ్యవస్థ
પૂરવણી,కాంప్లిమెంటర్
પૂરક,పూర్తి
નવમાં પૂરક,కాంప్లిమెంట్-ఆన్-తొమ్మిది
એક પર પૂરક,ఒకదానిపై పూరకంగా
દસ પર પૂરક,కాంప్లిమెంట్-ఆన్ టెన్
તથ્ય,కాంప్లిమెంట్-ఆన్-టూ
સંપૂર્ણ વહન,పూర్తి క్యారీ
પૂર્ણતા તપાસ,పరిపూర్ణత తనిఖీ
સંપૂર્ણ કામગીરી,పూర్తి ఆపరేషన్
સંપૂર્ણ રૂટિન,పూర్తి దినచర్య
પૂર્ણતા સંકેત,పూర్తి కోడ్
સંકુલ,కాంప్లెక్స్ స్థిరాంకం
સંકુલ ડેટા,సంక్లిష్ట డేటా
જટિલ ડેટા પ્રકાર,సంక్లిష్ట డేటా రకం
જટિલ નિર્ણય લેતા સિમ્યુલેશન,సంక్లిష్ట నిర్ణయం తీసుకునే అనుకరణ
જટિલતા સિદ્ધાંત,సంక్లిష్టత సిద్ధాంతం
સંકુલ,సంక్లిష్ట సంఖ్య
ઘટક,భాగం
ઘટક સરનામું,కాంపోనెంట్ చిరునామా
ઘટક પ્રોસેસર,కాంపోనెంట్ ప్రాసెసర్
સંયુક્ત સંયુક્ત,మిశ్రమ కన్సోల్
સંયોજિત સર્કિટ,కంపోజిటెడ్ సర్క్యూట్
સંયુક્ત બાહ્ય પ્રતીક શબ્દકોશ,స్వర బాహ్య విభాగము
સંયુક્ત મોડ્યુલ,మిశ్రమ మాడ్యూల్
સંયુક્ત મોડ્યુલ ડેટા સેટ,మిశ్రమ మాడ్యూల్ డేటా సెట్
સંયુક્ત ઓપરેટર,మిశ్రమ ఆపరేటర్
કારીગર,కూర్పు ఫైల్
સંયોજન,సమ్మేళనం పరిస్థితి
સંયોજન તાર્કિક તત્વ,సమ్మేళనం తార్కిక మూలకం
ચિત્તભ્રમ નિવેદન,సమ్మేళనం ప్రకటన
સંકુચિત,కంప్రెస్
સંકુચિત,కంప్రెసర్
સમાધાન ચોખ્ખું,రాజీ నెట్
ગણતરીની ક્ષમતા,కంప్యూటబిలిటీ
ગણતરીપાત્ર વિધેય,కంప్యూటబుల్ ఫంక్షన్
ગણતરી,గణన
ગણતરીની જટિલતા,గణన సంక్లిష్టత
ભાષાવિજ્icsાન,గణన భాషాశాస్త్రం
ગણતરી -પદ્ધતિ,గణన నమూనా
ગણતરીની સ્થિરતા,గణన స్థిరత్వం
ગણતરી મર્યાદિત,కంప్యూట్ లిమిటెడ్
ગણતરી મોડ,కంప్యూట్ మోడ్
કોમ્પ્યુટર,కంప్యూటర్
કમ્પ્યુટર વહીવટી રેકોર્ડ,కంప్యూటర్ అడ్మినిస్ట్రేటివ్ రికార్డ్
કમ્પ્યુટર સહાયિત ડિઝાઇન,కంప్యూటర్ సహాయక రూపకల్పన
કમ્પ્યુટર-સહાયિત ઇજનેર,కంప్యూటర్-ఎయిడెడ్ ఇంజనీరింగ్
કમ્પ્યુટર સહાયિત ઉત્પાદન,కంప్యూటర్ ఎయిడెడ్ తయారీ
કમ્પ્યુટર સ્થાપત્ય,కంప్యూటర్ ఆర్కిటెక్చర్
અંકગણિત,కంప్యూటర్ అంకగణితం
કોમ્પ્યુટર આર્ટ,కంప్యూటర్ ఆర్ట్
કમ્પ્યુટર સહાયિત શિક્ષણ,కంప్యూటర్ సహాయక విద్య
કમ્પ્યુટર સહાયિત સૂચના,కంప్యూటర్ సహాయక సూచన
કમ્પ્યુટર સહાયિત શિક્ષણ,కంప్యూటర్ సహాయక అభ్యాసం
કમ્પ્યુટર સહાયિત સંચાલન,కంప్యూటర్ సహాయక నిర్వహణ
કમ્પ્યુટર સહાયિત શિક્ષણ,కంప్యూటర్ సహాయక బోధన
કમ્પ્યુટર આધારિત સ્વચાલિત,కంప్యూటర్ ఆధారిత ఆటోమేషన్
કમ્પ્યુટર આધારિત શિક્ષણ,కంప్యూటర్ ఆధారిత విద్య
કમ્પ્યુટર આધારિત શિક્ષણ,కంప్యూటర్ ఆధారిత అభ్యాసం
કમ્પ્યુટર કાર્યાલય,కంప్యూటర్ బ్యూరో
કમ્પ્યુટર -સર્કિટરી,కంప్యూటర్ సర్క్యూట్రీ
કમ્પ્યુટર,కంప్యూటర్ కోడ్
કમ્પ્યુટર,కంప్యూటర్ కమ్యూనికేషన్
કમ્પ્યુટર આપવામાં આવે છે,కంప్యూటర్ కాన్ఫరెన్సింగ్
કમ્પ્યુટર -રૂપરેખાંકન,కంప్యూటర్ కాన్ఫిగరేషన్
કોમ્પ્યુટર કન્સોલ,కంప్యూటర్ కన్సోల్
કમ્પ્યુટર -નિયંત્રણ,కంప్యూటర్ నియంత్రణ
કમ્પ્યુટર ગુનો,కంప్యూటర్ నేరం
કમ્પ્યુટર -ક્રિપ્ટોગ્રાફી,కంప్యూటర్ క్రిప్టోగ్రఫీ
કમ્પ્યુટર આધારિત ભાષા,కంప్యూటర్-ఆధారిత భాష
કમ્પ્યુટરનો ડોમેન,కంప్యూటర్ డొమైన్
કમ્પ્યુટર -દ્વિગુણિત,కంప్యూటర్ డ్యూప్లెక్స్
કમ્પ્યુટર સમીકરણ,కంప్యూటర్ సమీకరణం
કમ્પ્યુટરફાઈ,కంప్యూటర్ నిపుణుడు
કમ્પ્યુટર ફોર્મેટિંગ,కంప్యూటర్ ఫార్మాటింగ్
કમ્પ્યુટર -રમત,కంప్యూటర్ ఆట
કમ્પ્યુટરથી ગોઠવાયેલ નકશો,కంప్యూటర్ సృష్టించిన మ్యాప్
કોમ્પ્યુટર જનરેશન,కంప్యూటర్ తరం
કમ્પ્યુટર ગ્રાફિક્સ,కంప్యూటర్ గ్రాఫిక్స్
કમ્પ્યુટર હાર્ડવેર,కంప్యూటర్ హార్డ్‌వేర్
કમ્પ્યુટર સ્વતંત્ર ભાષા,కంప్యూటర్ స్వతంత్ర భాష
કમ્પ્યુટર સૂચના,కంప్యూటర్ సూచన
કોમ્પ્યુટર  સૂચના સંહિતા,కంప్యూటర్  ఇన్స్ట్రక్షన్ కోడ్
કોમ્પ્યુટર  સૂચના સમૂહ,కంప్యూటర్  ఇన్స్ట్రక్షన్ సెట్
કોમ્પ્યુટર  ઇન્ટરફેસ એકમ,కంప్యూటర్  ఇంటర్ఫేస్ యూనిట్
કોઇપિટિસ્ટ,కంప్యూటర్‌టి
કોમ્પ્યુટમાઇઝેશન,కంప్యూటరీకరణ
કમ્પ્યુટર -ભાષા,కంప్యూటర్ భాష
કોમ્પ્યુટર  ભાષા,కంప్యూటర్  భాషా చిహ్నం
કમ્પ્યુટર લર્નિંગ,కంప్యూటర్ లెర్నింగ్
કમ્પ્યુટર,కంప్యూటర్ లెటర్
કમ્પ્યુટર લિમિટેડ,కంప్యూటర్ లిమిటెడ్
કોમ્પ્યુટર  જાળવણી,కంప్యూటర్  నిర్వహణ
કોમ્પ્યુટર  સંચાલિત  સૂચના,కంప్యూటర్  నిర్వహించేది  సూచన
કોમ્પ્યુટર  સાધનો,కంప్యూటర్  మైక్రోగ్రాఫిక్స్
કમ્પ્યુટર સંગીત,కంప్యూటర్ సంగీతం
કમ્પ્યુટર -નેટવર્ક,కంప్యూటర్ నెట్‌వర్క్
કમ્પ્યુટરનો આંકડાકીય નિયંત્રણ,కంప్యూటర్ సంఖ్యా నియంత్రణ
કમ્પ્યુટર કામગીરી,కంప్యూటర్ ఆపరేషన్
કમ્પ્યુટર લક્ષી ભાષા,కంప్యూటర్ ఆధారిత భాష
કમ્પ્યુટર -આઉટપુટ,కంప్యూటర్ అవుట్పుట్
કમ્પ્યુટર આઉટપુટ માઇક્રોફિલ્મ,కంప్యూటర్ అవుట్పుట్ మైక్రోఫిల్మ్
કમ્પ્યુટર -કામગીરી,కంప్యూటర్ పనితీరు
કમ્પ્યુટરનો મુદ્રક,కంప్యూటర్ ప్రింటర్
કોમ્પ્યુટર પ્રોગ્રામ,కంప్యూటర్ ప్రోగ్రామ్
કમ્પ્યુટર પ્રોગ્રામ,కంప్యూటర్ ప్రోగ్రామ్ ఉల్లేఖనం
કમ્પ્યુટર પ્રોગ્રામ મૂળ,కంప్యూటర్ ప్రోగ్రామ్ మూలం
કમ્પ્યુટર વિજ્ scienceાન,కంప్యూటర్ సైన్స్
કમ્પ્યુટર સુરક્ષા,కంప్యూటర్ భద్రత
કમ્પ્યુટર -વહેંચણી,కంప్యూటర్ షేరింగ్
કમ્પ્યુટર સિમ્યુલેશન,కంప్యూటర్ అనుకరణ
કમ્પ્યુટર સિમ્યુલેટર,కంప్యూటర్ సిమ్యులేటర్
કમ્પ્યુટર સૉફ્ટવેર,కంప్యూటర్ సాఫ్ట్ వేర్
કમ્પ્યુટર નિષ્ણાત,కంప్యూటర్ స్పెషలిస్ట్
કમ્પ્યુટર પદ્ધતિ,కంప్యూటర్ సిస్టమ్
કમ્પ્યુટર સિસ્ટમ ઓડિટ,కంప్యూటర్ సిస్టమ్ ఆడిట్
કમ્પ્યુટર પ્રૌદ્યોગિકી,"కంప్యూటర్ సాంకేతిక పరిజ్ఞానం, కంప్యూటర్ విజ్ఞానం, ధీయంత్ర పరిజ్ఞానం, ధీయంత్ర విజ్ఞానం"
કમ્પ્યુટર,కంప్యూటర్ టెర్మినల్
કોમ્પ્યુટર ટાઇમ,కంప్యూటర్ సమయం
કમ્પ્યુટર શબ્દ,కంప్యూటర్ పదం
ગણતરી કેન્દ્ર,కంప్యూటింగ్ సెంటర్
કમ્પ્યુટિંગ તત્વ,కంప్యూటింగ్ మూలకం
ગણતરીની શક્તિ,కంప్యూటింగ్ శక్తి
ગણતરી પદ્ધતિ,కంప్యూటింగ్ సిస్టమ్
કથન,Concatenate
સંજ્ concાન ડેટા સેટ,సంక్షిప్త డేటా సెట్
સંગત કી,కన్‌కటేనేటెడ్ కీ
સંજ્ concાન,సంక్షిప్తీకరణ
સંકક્ષણનું -પાત્ર,సంక్షిప్త పాత్ర
કેન્દ્રિત સંદેશ,కేంద్రీకృత సందేశం
એકાગ્રતા,ఏకాగ్రత
એકાગ્રતા,ఏకాగ్రత
કેન્દ્રિત ટર્મિનલ બફર,ఏకాగ్రత టెర్మినల్ బఫర్
કન્સેપ્ટ -લર્નિંગ,కాన్సెప్ట్ లెర్నింగ్
કાલ્પનિક મોડેલ,సంభావిత నమూనా
એકીકૃતતા,సమన్వయం
સુસંગત,సమన్వయ
સહવર્તી,ఏకకాలంలో
સહવર્તી કામગીરી,ఏకకాలిక ఆపరేషన్
સહવર્તી પ્રક્રિયા,ఏకకాల ప్రాసెసింగ్
શરતી વિધાનસભા,షరతులతో కూడిన అసెంబ్లీ
શરતી વિધાનસભા અભિવ્યક્તિ,షరతులతో కూడిన అసెంబ్లీ వ్యక్తీకరణ
શરતી વિધાનસભા સૂચના,షరతులతో కూడిన అసెంబ్లీ సూచన
શરતી શાખા સૂચના,షరతులతో కూడిన బ్రాంచ్ బోధన
શરતી વિરામ,షరతులతో కూడిన బ్రేక్ పాయింట్
શરતી,షరతులతో
શરતી વિરામ સૂચના,షరతులతో కూడిన బ్రేక్ పాయింట్ సూచన
શરતી એન્ટ્રોપી,షరతులతో కూడిన ఎంట్రోపీ
શરતી અભિવ્યક્તિ,షరతులతో కూడిన వ్యక్తీకరణ
શરતી અસર,షరతులతో కూడిన చిక్కు ఆపరేషన్
શરતી માહિતી સામગ્રી,షరతులతో కూడిన సమాచార కంటెంట్
શરતી કૂદકો,షరతులతో కూడిన జంప్
શરતી કૂદકાની સૂચના,షరతులతో కూడిన జంప్ సూచన
શરતી alપરેટર,షరతులతో కూడిన ఆపరేటర్
શરતી પત્રક,షరతులతో కూడిన ప్రకటన
શરતી સ્ટોપ સૂચના,షరతులతో కూడిన స్టాప్ సూచన
શરતી તબદીલી સૂચના,షరతులతో కూడిన బదిలీ సూచన
શરતી ચલ,షరతులతో కూడిన వేరియబుల్
સ્થિતિ કોષ,కండిషన్ సెల్
શરત આચારસંહિતા,కండిషన్ కోడ్
શરતી સર્કિટ,కండిషన్డ్ సర్క్యూట్
કન્ડિશનિંગ,కండిషనింగ్
કન્ડીશનીંગ સાધનસામગ્રી,కండిషనింగ్ పరికరాలు
સ્થિતિ યાદી,కండిషన్ జాబితా
શરત નામ,కండిషన్ పేరు
શરત નામની શરત,కండిషన్ పేరు పరిస్థితి
સ્થિતિનો ઉપસર્ગ,కండిషన్ ఉపసర్గ
કોન્ફરન્સ નિયંત્રણ (= સંવેદનશીલતા નિયંત્રણ),సమావేశ నియంత్రణ (= సున్నితత్వ నియంత్రణ)
આત્મવિશ્વાસ સ્તર,విశ్వసనీయ స్థాయి
ગુપ્તતા,గోప్యత
ગોઠવણી,ఆకృతీకరణ
ગોઠવણી અનુભાગ,కాన్ఫిగరేషన్ విభాగం
સમર્થન,నిర్ధారణ
મૂંઝવણ,గందరగోళ మాతృక
ભીડ,రద్దీ
જોડાણમાં,సంయోగం
સંલગ્ન સંદર્ભ,కనెక్ట్ చేయబడిన సూచన
જોડાયેલ સંગ્રહ,కనెక్ట్ చేయబడిన నిల్వ
કનેક્ટ વિધેય,ఫంక్షన్‌ను కనెక్ట్ చేయండి
જોડવાની વ્યવસ્થા,అమరికను కనెక్ట్ చేస్తోంది
જોડવાની વ્યવસ્થા સેવા,అమరిక సేవను కనెక్ట్ చేస్తోంది
જોડાણ,కనెక్షన్
સંબંધક,కనెక్టివ్
સંલગ્ન,కనెక్టర్
સમય જોડવાનો સમય,సమయాన్ని కనెక్ట్ చేయండి
અનુક્રમ,వరుసగా
સતત કામગીરી,వరుస ఆపరేషన్
અગમ્ય અનુક્રમ કમ્પ્યુટર,వరుస సీక్వెన్స్ కంప్యూటర్
સુસંગતતા તપાસ શોધવી,పర్యవసానంగా స్థిరత్వ తనిఖీని కనుగొనడం
ને આશ્વાસન આપવું,కన్సోల్
ક consન્સોલ વર્ડ પ્રોસેસિંગ સાધનસામગ્રી,కన్సోల్ వర్డ్-ప్రాసెసింగ్ పరికరాలు
એકીકરણ,ఏకీకరణ
એકત્ર કરનાર,కన్సాలిడేటర్
સતત વિસ્તાર,స్థిరమైన ప్రాంతం
સતત સૂચના,స్థిరమైన సూచన
સ્થિર લંબાઈ ક્ષેત્ર,స్థిరమైన పొడవు ఫీల్డ్
સતત ગુણોત્તર સંહિતા,స్థిరమైన నిష్పత్తి కోడ్
સતત સંગ્રહ,స్థిరమైన నిల్వ
સતત શબ્દ,స్థిరమైన పదం
પ્રતિબંધિત નિર્ધારિત,నిర్బంధ సమితి
પ્રતિબંધ,పరిమితి
સમાવિષ્ટ લખાણ,టెక్స్ట్ ఉంది
સંતુષ્ટ,విషయము
સામગ્રી સંબોધિત સ્ટોરેજ (= એસોસિએટીવ સ્ટોરેજ),కంటెంట్ చిరునామా నిల్వ (= అసోసియేటివ్ స్టోరేజ్)
સામગ્રી,విషయ విశ్లేషణ
તકરાર,వివాదాస్పద
તકરાર પદ્ધતિ,వివాద వ్యవస్థ
વિષયવસ્તુ સૂચિ,విషయాల జాబితా
સંદર્ભ,సందర్భం
સંદર્ભ સંપાદન,సందర్భ సవరణ
સંદર્ભ સંપાદક,కాంటెక్స్ట్ ఎడిటర్
સંદર્ભ વિનાની ભાષા,సందర్భ ఉచిత భాష
સંદર્ભ વિનાની રચના,సందర్భ ఉచిత నిర్మాణం
સંદર્ભ સંવેદનશીલ ભાષા,సందర్భ సున్నితమైన భాష
સંદર્ભની ઘોષણા,సందర్భోచిత ప్రకటన
આકસ્મિક કાર્યપદ્ધતિ,ఆకస్మిక విధానం
ચાલુ રાખવું કાર્ડ,కొనసాగింపు కార్డు
સાતત્ય તપાસ,కొనసాగింపు తనిఖీ
સતત સ્વરૂપ,నిరంతర రూపం
સતત ફોર્મ કાર્ડ,నిరంతర ఫారమ్ కార్డ్
સતત ફોર્મ કાગળ,నిరంతర రూపాలు కాగితం
સતત પ્રક્રિયા નિયંત્રણ,నిరంతర ప్రక్రియ నియంత్రణ
સતત અનુકરણ,నిరంతర అనుకరణ
સતત સિસ્ટમ મોડેલિંગ કાર્યક્રમ,నిరంతర సిస్టమ్ మోడలింగ్ ప్రోగ్రామ్
સતત સિસ્ટમ સિમ્યુલેશન ભાષા,నిరంతర వ్యవస్థ అనుకరణ భాష
સમોચ્ચું,ఆకృతి మోడల్
વિપરીત,విరుద్ధంగా
વિપરીત,కాంట్రాస్ట్ పదునుపెట్టడం
નિયંત્રણ,నియంత్రణ
અંકુશ,నియంత్రణ ప్రాంతం
અંકુશ,నియంత్రణ బిట్
અંકુશ,కంట్రోల్ బ్లాక్
નિયંત્રણ બસ,కంట్రోల్ బస్సు
સજાગર,నియంత్రణ బైట్
નિયંત્રણ -કાર્ડ,నియంత్రణ కార్డు
અંકુશ,నియంత్రణ అక్షరం
નિયંત્રણ વર્તુળ,కంట్రోల్ సర్క్యూట్
નિયંત્રણ કારકુન,నియంత్రణ గుమస్తా
નિયંત્રણ આદેશ,కంట్రోల్ కమాండ్ లాంగ్వేజ్
નિયંત્રણ,కంట్రోల్ కంప్యూటర్
નિયંત્રણ કાઉન્ટર,కంట్రోల్ కౌంటర్
નિયંત્રણ,నియంత్రణ చక్రం
અંકુશ,డేటాను నియంత్రించండి
શબ્દકોશ,నియంత్రణ నిఘంటువు
નિયંત્રણ ઈજનેર,కంట్రోల్ ఇంజనీరింగ్
નિયંત્રણ ક્ષેત્ર,నియంత్రణ ఫీల్డ్
નિયંત્રણ બંધારણ વસ્તુ,కంట్రోల్ ఫార్మాట్ అంశం
નિયંત્રણ,నియంత్రణ ఫంక్షన్
નિયંત્રણ મથાળું,నియంత్రణ శీర్షిక
અંકુશ,నియంత్రణ రంధ్రం
નિયંત્રણ,నియంత్రణ సూచన
નિયંત્રણ સૂચના રજિસ્ટર,నియంత్రణ సూచనల రిజిస్టర్
નિયંત્રણ ભાષા,నియంత్రణ భాష
નિયંત્રિત પરિમાણ,నియంత్రిత పరామితి
નિયંત્રિત સંગ્રહ ફાળવણી,నియంత్రిత నిల్వ కేటాయింపు
નિયંત્રિત ચલ,నియంత్రిత వేరియబుల్
નિયંત્રિત શબ્દભંડોળ,నియంత్రిత పదజాలం
નિયંત્રક,నియంత్రిక
નિયંત્રક કાર્ય,నియంత్రిక ఫంక్షన్
નિયંત્રણ રેખા,నియంత్రణ రేఖ
નિયંત્રણ તર્ક,నియంత్రణ తర్కం
નિયંત્રણ લૂપ,కంట్రోల్ లూప్
અંકુશ,నియంత్రణ గుర్తు
નિયંત્રણ મશજાનું પ્રદર્શન,కంట్రోల్-మాసేజ్ డిస్ప్లే
માઇક્રોપ્રોગ્રામિંગને નિયંત્રિત કરો,మైక్రోప్రోగ్రామింగ్‌ను నియంత్రించండి
નિયંત્રણ -પદ્ધતિ,నియంత్రణ మోడ్
નિયંત્રણ નંબર,నియంత్రణ సంఖ్య
નિયંત્રણ ઉદ્દેશ,నియంత్రణ లక్ష్యం
નિયંત્રણ કામગીરી,నియంత్రణ ఆపరేషన్
નિયંત્રણ operatorપરેટર,కంట్రోల్ ఆపరేటర్
નિયંત્રણ operatorપરેટર,కంట్రోల్ ఆపరేటర్ యొక్క టెర్మినల్
કંટ્રોલ પેનલ,నియంత్రణ ప్యానెల్
નિયંત્રણ બિંદુ,నియంత్రణ పాయింట్
નિયંત્રણ મુદ્રણ,నియంత్రణ ముద్రణ
નિયંત્રણ કાર્યક્રમ,నియంత్రణ కార్యక్రమం
નિયંત્રણ પંચ,కంట్రోల్ పంచ్
અંકુશ,నియంత్రణ రికార్డు
નિયંત્રણ રજિસ્ટર,నియంత్రణ రిజిస్టర్
નિયમિત નિયંત્રણ,నియంత్రణ దినచర్య
નિયંત્રણ -અનુભાગ,నియంత్రణ విభాగం
નિયંત્રણ ક્રમ,నియంత్రణ క్రమం
નિયંત્રણ -વિશિષ્ટતા,నియంత్రణ స్పెసిఫికేషన్
નિયંત્રણ સ્ટેક,కంట్రోల్ స్టాక్
નિયંત્રણ ધોરણ,నియంత్రణ ప్రమాణం
અંકુશ,నియంత్రణ ప్రకటన
નિયંત્રણ મથક,కంట్రోల్ స్టేషన్
નિયંત્રણ સંગ્રહ,నియంత్రణ నిల్వ
નિયંત્રણ સંગ્રહ સાચવો,నియంత్రణ నిల్వ సేవ్
અંકુશ,నియంత్రణ స్విచ్
નિયંત્રણ પદ્ધતિ,నియంత్రణ వ్యవస్థ
નિયંત્રણ ટેપ,కంట్రోల్ టేప్
નિયંત્રણ તકનીક,నియంత్రణ సాంకేతికత
નિયંત્રણ,నియంత్రణ టెర్మినల్
અંકુશ,మొత్తం నియంత్రణ
નિયંત્રણ -તબદીલી નિવેદન,నియంత్రణ బదిలీ ప్రకటన
નિયંત્રણ વિભાગ,నియంత్రణ యూనిట్
નિયંત્રણ ચલ,నియంత్రణ వేరియబుల్
અંકુશ,నియంత్రణ వాల్యూమ్
નિયંત્રણ શબ્દ,నియంత్రణ పదం
પરંપરાગત,కన్వెన్షన్
પરંપરાગત સાધનસામગ્રી,కన్వెన్షన్ పరికరాలు
એકતરફી,కన్వర్జెన్స్
