Marathi,Gujarati
कॉइल,કોઇલ
सहयोग,સહયોગ
कोसळणे,આંચકો
जिल्हाधिकारी,કલેક્ટર
जिल्हाधिकारी करंट,કલેક્ટર પ્રવાહ
बेस कंडक्टन्स टू कलेक्टर,આધાર વાહકતા
कलेक्टर-बेस जंक्शन,કલેક્ટક-આધાર-જંકશન
रंग,રંગ
रंग विश्लेषक,રંગીન વિશ્લેષક
रंग शिल्लक,રંગ
रंग फुटला,રંગમાટ
रंग चार्ट,રંગસંધ
रंग संयोजन,સંયોજન
रंग स्थिर,રંગસંધ
कलर कंट्रोल (क्रोम कंट्रोल),રંગ નિયંત્રણ (ક્રોમ નિયંત્રણ)
रंग खोली,રંગબદ
रंग थकवा,રંગીન થાક
रंग फिल्टर,રંગસંધ
कलर किलर सर्किट,કલર કિલર
रंग किनेस्कोप,રંગસંધ
रंग मिक्सर,કલર
रंग नमुना,દાણા
रंग समज,રંગ -ધારે તે
रंग चित्र स्क्रीन,રંગીન ચિત્ર
रंग जागा,રંગભૂમિ
रंग सबकारियर,રંગબેરંગી
रंग तापमान,રંગ તાપમાન
रंग संप्रेषण,રંગ -પ્રસારણ
रंग ट्यूब,રંગીન નળી
रंगरंगोटी,રંગ
रंगहीन,રંગહીન
संयोजन,સંયોજન
संयोजक,વારાફરતી
प्रक्रिया एकत्रित,સંયોજન પ્રક્રિયા
ज्वलन,દહન
आज्ञा,આદેશ આપવો
प्रारंभ,પ્રારંભ
व्यावसायिक प्रसारण,વેપારી પ્રસારણ
व्यावसायिक टेलिव्हिजन,વાણિજ્ય ટેલિવિઝન
सामान्य कलेक्टर सर्किट,સામાન્ય કલેકટર સર્કિટ
संप्रेषण,વાતચીત
संप्रेषण उपग्रह,સંચાર ઉપગ્રહ
कम्युनिटी रेडिओ सेंटर,સાર્વજનિક રેડિયો કેન્દ્ર
कम्युनिटी रेडिओ स्टेशन,સામુદાયિક રેડિયો સ્ટેશન
कॉम्पॅक्ट डिस्क (सीडी),કોમ્પેક્ટ ડિસ્ક (સીડી)
कॉम्पॅक्ट डिस्क प्लेयर,કોમ્પેક્ટ ડિસ્ક ખેલાડી
कॉम्पॅन्डर,સાન્ત્વન
कंपँडिंग,સરખામણી
सुसंगतता,સુસંગતતા
सुसंगत,સુસંગત
कंपाईलर,સંકલન કરનાર
पूरक,પૂરક
पूरक ट्रान्झिस्टर,પૂરક ટ્રાંસિસ્ટર
कॉम्प्लेक्स वेव्ह,સંકુલ
घटक,ઘટક
संमिश्र,સંયુક્ત
संमिश्र सर्किट,સંયુક્ત
संमिश्र डिजिटल,સંયુક્ત ડિજિટલ
संमिश्र रेडिओ फ्रिक्वेन्सी सिग्नल,સંયુક્ત રેડિયો આવર્તન સંકેત
संमिश्र सिग्नल,સંયુક્ત સંકેત
संमिश्र व्हिडिओ,સંયુક્ત વિડિઓ
संमिश्र व्हिडिओ सिग्नल,સંયુક્ત વિડિઓ સિગ્નલ
रचना,-નું જોડાણ
संकुचित डेटा,સંકુચિત ડેટા
संकुचित डिजिटलाइज्ड व्हिडिओ,સંકુચિત ડિજિટાઇઝ્ડ વિડિઓ
संकुचित व्हिडिओ,સંકુચિત વિડિઓ
कम्प्रेशन,સંકોચન
कॉम्प्रेशन आर्टिफॅक्ट,સંકોચન કલા
कॉम्प्रेशन धोका,સંકોચન
कॉम्प्रेशन तंत्र,સંકોચનની તકનીક
कंप्रेसर,સંકુચિત
गणना,ગણતરી
संगणक,કોમ્પ્યુટર
संगणक आधारित मल्टीमीडिया,કમ્પ્યુટર આધારિત મલ્ટિમીડિયા
संगणक प्रोग्रामिंग,કોમ્પ્યુટર પ્રોગ્રામીંગ
संगणक तंत्रज्ञान,કમ્પ્યુટર પ્રૌદ્યોગિકી
अवतल लेन्स,અંતરાલ
अवतल आरसा,અંતરીલ અરીસો
लपवून ठेवणे,છુપાવવું તે
एकाग्र,કેન્દ્રિત
एकाग्रता,એકાગ્રતા
कॉन्सेन्ट्रिक लेन्स,કેન્દ્રિત લેન્સ
कंडेन्सर मायक्रोफोन,કન્ડેન્સર માઇક્રોફોન
समतोल स्थिती,સંતુલનની શરત
वाहक,ઉધાર
वाहक चालू,વહન પ્રવાહ
वाहकता,વાહકતા
कंडक्टर,વ્યવસ્થાપક
कॉन्फिगरेशन,ગોઠવણી
कनेक्शन,જોડાણ
कनेक्टिव्हिटी,જોડાણ
कनेक्टर,સંલગ્ન
सुसंगतता,સુસંગતતા
सातत्याने,એક સ્થિરતાપૂર્વક
कन्सोल,ને આશ્વાસન આપવું
स्थिर,સતત
सतत मोठेपणा,સતત કંપનવિસ્તાર
मायक्रोफोनशी संपर्क साधा,માઇક્રોફોનનો સંપર્ક કરો
कंटेनर स्वरूप,કન્ટેન ફોર્મેટ
दूषित,દૂષણ
सामग्री,સંતુષ્ટ
संमिश्र,સંલગ્ન
सातत्य,સતતપણું
सातत्य बूथ,સાતત્ય કેન્દ્ર
सातत्य नॉब,સાતત્ય knાંકણ
सतत,સતત
सतत कंस,સતત ચાપ
सतत लाट,સતત તરંગ
समोच्च ओळ,સમોચ્ચ રેખા
समोच्च योजना,સમોચ્ચ યોજના
करार,કરાર
आकुंचन,સંકોચન
कॉन्ट्रास्ट गुणोत्तर,વિપરીત ગુણોત્તર
नियंत्रण सर्किट,નિયંત્રણ વર્તુળ
इलेक्ट्रोड नियंत्रित करा,નિયંત્રણ વીજળી
नियंत्रण उपकरणे,અંકુશ
नियंत्रण ग्रीड,નિયંત્રણ ગ્રીસ
नियंत्रण ओळ,નિયંત્રણ રેખા
नियंत्रण पॅनेल,કંટ્રોલ પેનલ
नियंत्रण कक्ष,નિયંત્રણ કક્ષ
नियंत्रण सारणी,અંકુશ
नियंत्रण टॉवर,નિયંત્રણ ટાવર
नियंत्रक,નિયંત્રક
अभिसरण,એકતરફી
कन्व्हर्जंट लेन्स,એકતરતી લેન્સ
कन्व्हर्टर,રૂપાંતર કરનાર
बहिर्गोल लेन्स,બહિર્મુખ લેન્સ
कन्व्होल्यूशन,માર્ગ
कन्व्होल्यूशन कोड,સંકટ
कॉन्व्होल्यूशनल इंटरलीव्ह,મરણોત્તર
कॉन्व्होल्यूशनल इंटरलीव्हिंग,મંતવ્ય
कुकी,કૂકી
कुकीयर,કૂકીટર
कॉप्रोसेसर,કોપરો
दोरखंड,દોરી
कोरोना,કોથળી
कोरोना डिस्चार्ज,કોરોના -વિસર્જન
परस्परसंबंध,સંબંધ
कोसाइन घटक,કોસિન ઘટક
कोसाइन वेव्ह,કોસિન તરંગ
वैश्विक आवाज,બ્રહ્માંડિક અવાજ
काउंटर,કાઉન્ટર
घड्याळाच्या दिशेने काउंटर,પ્રતિવિશેષ
कपलर,જોડીદાર
जोड्या,જોડાણ
कपलिंग कंडेन्सर,જોડાણ કરનાર
कपलिंग नेटवर्क,જોડાણ નેટવર્ક
कपलिंग प्रतिकार,સંલગ્ન પ્રતિકાર
सहसंयोजक बंध,સહ સંયોજક બંધન
कव्हरेज,કવરેજ
आपटी,ભડકો
गंभीर बँड,વિવેચક
चिंताजनक स्थिती,નિર્ણાયક શરત
गंभीर जोड्या,વિવેચક
गंभीर वारंवारता,વિવેચક આવર્તન
गंभीर मापदंड,નિર્ણાયક પરિમાણ
मगर क्लिप,મગરો
क्रॉस फिकट,ફાલ
क्रॉस मॉड्यूलेशन,Crossલટ -મોડ્યુલેશન
क्रॉस टॉक,આતુરતા
क्रॉसफेड,ક્રોસફેક
क्रिप्टोग्राफी,ભંડાર
क्रिस्टल,ક્રિસ્ટલ
क्रिस्टल फिल्टर,ક્રિસ્ટલ ફિલ્ટર
क्यू,સંકેત
क्यू मार्क्स,કયડ -નિશાન
क्यूइंग डिव्हाइस,ક્વોરી ઉપકરણ
चालू नाले,પ્રવાહ
चालू मीटर,વર્તમાન મીટર
वर्तमान ट्रान्सफॉर्मर,વર્તમાન ટ્રાન્સફોર્મર
कर्सर,શબ
वक्र,વળાંક
वारंवारता कट करा,આવર્તન બંધ કરવું
कटर,કટર
सायबर कॅफे,કોયરો
सायबर सुरक्षा,સાયબર સુરક્ષા
सायबर स्पेस,કોયરાની જગ્યા
चक्र,ચક્ર
चक्रीय,સાધનસંપત્તિ
डी.सी. घटक,ડીસી. ઘટક
डी.सी. प्लेट पॉवर,ડીસી. પ્લેટની વીજળી
डी.सी. जीर्णोद्धार,ડીસી. પુન: સ્થાપન
डॅम्पर डायोड,વિધ્વંસ
ओलसर,ભીનાશ
गडद,અંધારું
डेटा,માહિતી
डेटा प्रसारण,માહિતી પ્રસારણ
डेटा कॉम्प्रेशन,આધારપ્રણી
डेटा ड्रिलिंग,માહિતી શારકામ
डेटा कूटबद्धीकरण,આધાર -એન્ક્રિપ્શન
डेटा फाइल,આધારપત્રક
डेटा हाताळणी,આધાર -નિયંત્રણ
डेटा खाण,માહિતી ખાણકામ
डेटा प्रक्रिया,આંકડા
डेटा प्रोसेसर,ડેટા પ્રોસેસર
डेटा कमी बिट सिस्टम,ડેટા ઘટાડ્યો બીટ સિસ્ટમ
डेटा सेवा,માહિતી સેવા
माहिती पत्रक,આધાર સામગ્રી
डेटा संचयन,માહિતી સંગ્રાહક
डेटा प्रवाह,આંકડા
डेटा परिवर्तन,આંકડાકીય પરિવર્તન
डेटा ट्रान्समिशन,આંકડા
डेटाबेस,ડેટાબેઝ
डेटाकास्टिंग,ઓળખપત્ર
डेटाग्राम,ડબ્બા
डीबी मीटर,ડી.બી. મીટર
मृत हवा,મડાગાંઠ
मृत शॉर्ट सर्किट,મૃત શોર્ટ સર્કિટ
मृत जागा,મૃત સ્થળ
डेडलॉक,મડાગાંઠ
डीबग प्रोग्राम,ડીબગ કાર્યક્રમ
डीबगिंग,ઉઘાડું
आवाजाचा क्षय,અવાજનો સડો
डेसिबल (डीबी),ડેસિબેલ (ડીબી)
दशांश,દશાંશ
दशांश कोड,દશાંશ સંહિતા
दशांश अंक,દશાંશ
उलगडा,સ્પષ્ટીકરણ
डीकोडर,ડીકોડર
डीकोडिंग,ડીકોડિંગ
डिजिटल ट्रान्समिशनमध्ये डीकोडिंग,ડિજિટલ ટ્રાન્સમિશનમાં ડીકોડિંગ
विघटन,વિઘટન
डीकोपलिंग,શોક
डिकॉपलिंग सर्किट,ડિક્યુપલિંગ સર્કિટ
डिकॉपलिंग नेटवर्क,ડિક્યુપલિંગ નેટવર્ક
डिक्रिप्शन,ડિક્રિપેશન
समर्पित ओळ,સમર્પિત રેખા
डी-एम्बेडिंग,દાદર
डी-जोर,દહન
डीफॉल्ट,ચૂક
गुणवत्तेत दोष,ગુણવત્તામાં ખામી
सदोष,ખામીયુક્ત
सदोष युनिट,ખામીયુક્ત એકમ
व्याख्या,વ્યાખ્યા
विक्षेप,સુશોભન
विकृती,શૃય
डीफ्रॅगमेंटेशन,અવકાશ
डी-गॉसिंग कॉइल,કોઇલ
पदवी,પ્રમાણ
डी-इंटरलीव्हर,દખલ
विलंब ओळ,વિલંબ -રેખા
विलंब वेळ,વિલંબ સમય
विलंब फ्रेम मेमरी,વિલંબિત ફ્રેમ મેમરી
विलंब स्कॅनिंग,વિલંબિત સ્કેનીંગ
विलंब सिंक्रोनाइझेशन सिग्नल,વિલંબિત સુમેળ સંકેત
वितरण,ડિલિવરી
वितरण प्रणाली,વિતરણ પદ્ધતિ
डिमोड्युलेशन,નશાખોરી
डेमोड्युलेटर कार्ड,નામંજૂર કરનાર કાર્ડ
डेमल्टिप्लेक्सर,બેભાન વ્યક્તિ
फील्डची खोली,ક્ષેત્રની .ંડાઈ
उतरत्या,ઉતરતું
डिझाइन तपशील,નિયમાની વિશિષ્ટતા
डेस्कटॉप,ડેસ્કટ .પ
डिटेक्टर आउटपुट,તપાસ -ઉત્પાદન
विचलन,વિચલનો
साधन,સાધન
डिव्हाइस ड्राइव्हर,ઉપકારની ચાલક
डायग्नोस्टिक्स,રોગનિવાર
आकृती,ચિત્ર
संवाद ट्रॅक,સંવાદ ટ્રેક
व्यासाचा मोड,વ્યતાના
डायमंड स्टाईलस,હીરાની સ્ટાઇલસ
डायाफ्राम,પાટા
डायाफ्रामॅटिक शोषक,ડાયફ્ર ra મેટિક શોષક
डायकोटिक ऐकणे,અલગ -અલગ વાત
डायलेक्ट्रिक,શિખાઉ
डायलेक्ट्रिक ब्रेक- डाउन,ડાઇલેક્ટ્રિક બ્રેક- ડાઉન
डायलेक्ट्रिक तोटा,ડાઇલેક્ટ્રિક નુકસાન
फरक वारंवारता,તફાવત આવર્તન
फरक वारंवारता विकृती (डीएफडी),તફાવત આવર્તન વિકૃતિ (ડીએફડી)
फरक टोन,ફરક
विभेदक एम्पलीफायर,વિભેદક એમ્પ્લીફાયર
विवर्तन,પરિબળ
डिफ्यूझर,વિસારક
अंक,અંક
डिजिटल,ડિજિટલ
डिजिटल कलाकृती,ડિજિટલ આર્ટિફેક્ટ
डिजिटल ऑडिओ,ડિજિટલ audio ડિઓ
डिजिटल ऑडिओ फिल्टर,ડિજિટલ audio ડિઓ ફિલ્ટર
डिजिटल ऑडिओ वर्क स्टेशन,ડિજિટલ audio ડિઓ વર્ક સ્ટેશન
डिजिटल कॅमेरा,ડીજીટલ કેમેરા
डिजिटल संगणक,ડિજિટલ કમ્પ્યુટર
डिजिटल डेटा,ડિજિટલ ડેટા
डिजिटल संपादन,ડિજિટલ સંપાદન
डिजिटल एक्झिटर,ડિજિટિહાઇટર
डिजिटल फिल्टर,ડિજિટલ ફિલ્ટર
डिजिटल फ्रेम सिंक्रोनाइझर,ડિજિટલ ફ્રેમ સિંક્રોનાઇઝર
डिजिटल वारसा,ડિજિટલ હેરિટેજ
डिजिटल प्रतिमा,ડિજિટલ છબી
डिजिटल लायब्ररी,ડિજિટલ ગ્રંથાલય
डिजिटल मीटर,ડિજિટલ મીટર
डिजिटल मॉड्यूलेशन,ડિજિટલ મોડ્યુલેશન
डिजिटल मल्टिप्लेक्स,ડિજિટલ મલ્ટીપ્લેક્સ
डिजिटल नेटवर्क,ડિજિટલ નેટવર્ક
डिजिटल आउटपुट,Digitalપચારિક outputપટી
डिजिटल प्लेबॅक,ડિજિટલ પ્લેબેક
डिजिटल रेडिओ मोंडिएल (डीआरएम),ડિજિટલ રેડિયો મોન્ડિલે (ડીઆરએમ)
डिजिटल रेकॉर्डिंग,ડિજિટલ રેકોર્ડિંગ
डिजिटल क्रांती,ડિજિટલ ક્રાંતિ
डिजिटल सिग्नल,ડિજિટલ સંકેત
डिजिटल सिग्नल प्रक्रिया (डीएसपी),ડિજિટલ સિગ્નલ પ્રોસેસીંગ (ડીએસપી)
डिजिटल स्वाक्षरी,ડિજિટલ સહી
डिजिटल तंत्रज्ञान,ડિજિટલ પ્રૌદ્યોગિકી
डिजिटल टू एनालॉग कन्व्हर्टर,ડિજિટલથી એનાલોગ કન્વર્ટર
डिजिटल व्हिडिओ,ડિજિટલ વિડિઓ
डिजिटल व्होल्टमीटर,ડિજિટલ વોલ્ટમીટર
डिजिटलायझेशन,વિભાજન
डिजिटलायझेशन,અંશે
डिजिटलाइज्ड व्हिडिओ,ડિજિટાઇઝ્ડ વિડિઓ
डिजिटायझर,સિધ્ધાંત
अंधुक,ઝાંખું
परिमाण,પરિમાણ
डिमर,ઝાંખું
डायोड,પશુ -વ્યવસ્થા
बुडविणे,ડૂબકી મારવી
डिप्लेक्सर,દ્વિપક્ષી
द्विध्रुवीय अँटेना,દ્વિધ્રુવ
थेट प्रसारण,પ્રત્યક્ષ પ્રસારણ
थेट करंट (डी सी),ડાયરેક્ટ વર્તમાન (ડી સી)
डायरेक्ट पिक अप,સીધું પસંદ કરવું
थेट वाचन साधन,પ્રત્યક્ષ વાંચન સાધન
थेट रेकॉर्डिंग,પ્રત્યક્ષ રેકોર્ડિંગ
दिशात्मक ten न्टीना,દિશાત્મક એન્ટેના
दिशात्मक कपलर,દિશાત્મક દંપતી
दिशात्मक मायक्रोफोन,દિશાત્મક માઇક્રોફોન
निर्देश,ઉદ્ધતા
निर्देशिका,ડિરેક્ટરી
अक्षम करा,અપંગ કરવું
डिस्क अँटेना,છટણી
डिस्क आधारित स्टोरेज,ડિસ્ક આધારિત સંગ્રહ
वेगळा,અંધકારમય
डिस्क,ઝૂંપડી
डिस्क ड्राइव्ह,ડિસ્ક ડ્રાઇવ
डिस्क कोटा,છળ
डिस्केट,વિઘટન
विस्थापन,વિઘટન
फैलाव,વિક્ષેપ
विस्थापन,વિસ્થાપન
प्रदर्शन,પ્રદર્શન
प्रदर्शन युनिट (कन्सोल),પ્રદર્શન એકમ (કન્સોલ)
अपव्यय,અપરાધ
असंतोष,જુસ્સો
डिस्टिल्ड वॉटर,નિસ્યંદિત પાણી
विकृती,વિકૃતિ
वितरण,વિતરણ
वितरण एम्पलीफायर,વિતરણ એમ્પંતક
विभागणी,ભાગ
विभाजक,ભાજક
दस्तऐवज,દસ્તાવેજ
डॉल्बी डिजिटल,ડોલ્બી
डोमेन,ક્ષેત્ર
डोमेन नियंत्रक,ક્ષેત્રમાં
डॉपलर प्रभाव,ધૂમ્રપાનની અસર
डबल पोल (द्विध्रुवीय),ડબલ ધ્રુવ (દ્વિધ્રુવી)
डबल पोल सिंगल थ्रो स्विच,ડબલ ધ્રુવ સિંગલ થ્રો સ્વીચ
डबल साइड डिस्क,બે બાજુવાળી ડિસ્ક
दुहेरी,બેવડું
खाली येणारी लाट,નીચે આવવાનું તરંગ
खाली प्रवाह,નીચેનો પ્રવાહ
डाउनलिंक,ડાઉનલિંક
डाउनलोड करा,ડાઉનલોડ કરવું
डाउनलोड करीत आहे,ડાઉનલોડનું
रेखांकन,ચિત્ર
ड्रिलिंग बिट,ડ્રોલીંગ બીટ
ड्रिलिंग मशीन,શારકામ યંત્ર
चालवा,ઝુંબેશ
ड्रम,ડ્રમ
कोरडे बल्ब तापमान,સુકા બલ્બનું તાપમાન
कोरडे सेल,સૂકકો
कोरडे सोल्डर,સૂકા સોલ્ડર
ड्युअल चॅनेल मोड,ડ્યુઅલ ચેનલ મોડ
डबिंग,ડબ
डड,નાવિક
डंप,ફેંકડી
दुहेरी,બેવડી
कालावधी,સમયગાળો
धूळ,ધૂળ
धूळ बग,ક dustંગ
धूळ पुरावा,ધૂળની સાબિતી
डस्टर,ડસ્ટર
डायनॅमिक,ગતિશીલ
डायनॅमिक बिट वाटप,ગતિશીલ બીટ ફાળવણી
डायनॅमिक इंटरमोडुलेशन विकृती (डीआयएम),ગતિશીલ ઇન્ટરમોડ્યુલેશન વિકૃતિ (ડીઆઈએમ)
डायनॅमिक क्वांटिझेशन,ગતિશીલ જથ્થો
डायनॅमिक श्रेणी,ગતિશીલ શ્રેણી
डायनॅमिक श्रेणी नियंत्रण,ગતિશીલ શ્રેણી નિયંત્રણ
डायनामो,પર્યટક
कान फोन,કાનનો ફોન
पृथ्वी,પૃથ્વી
पृथ्वी बल्ज,પૃથ્વીના મણકા
पृथ्वी प्रतिकार,પૃથ્વીનો પ્રતિકાર
पृथ्वी रॉड,માટીનો લાકડી
पृथ्वी उपग्रह,પૃથ્વી ઉપગ્રહ
पृथ्वी स्टेशन,ભૂસ્તર
पृथ्वी टर्मिनल,માટીનું
अर्थिंग,વસ્તુ
प्रतिध्वनी,પડઘો
इको चेंबर,ગુંજ
एडी करंट,પ્રક્ષેપો
एडी चालू तोटा,એડી વર્તમાન ખોટ
एजवाइज मीटर,ધારદાર મીટર
संपादन,સંપાદન
प्रभावी अँटेना उंची,અસરકારક એન્ટેના height ંચાઇ
प्रभावी अँटेना लांबी,અસરકારક એન્ટેના લંબાઈ
प्रभावी व्होल्टेज,અસરકારક વોલ્ટેજ
कार्यक्षमता,કાર્યક્ષમતા
लवचिकता,સ્થિતિસ્થાપકતા
इलेक्ट्रिक डिस्चार्ज,વિદ્યુત સ્રાવ
विद्युत क्षेत्र,વિદ્યુત ક્ષેત્ર
इलेक्ट्रिक फ्लॅश,વિદ્યુત ફ્લેશ
विद्युत उष्मक,વીજળી
इलेक्ट्रिक मीटर,વિદ્યુત -મીટર
विद्युत मोटर,વિદ્યુત મોટર
विजेचा धक्का,વીજળી આંચકો
इलेक्ट्रिक स्पार्क,વીજળી ફેલાવી
विद्युत उपकरण,વિદ્યુત -સાધન
विद्युत आवाज,વિદ્યુત અવાજ
विद्युत वादळ,વિદ્યુત -તોફાન
इलेक्ट्रिकली ऑपरेट केलेले संगीत वाद्य,વિદ્યુત દ્વારા સંચાલિત સંગીત સાધન
वीज,વીજળી
वीजपुरवठा,વીજળી પુરવઠો
इलेक्ट्रोडायनामिक,વિદ્યુત -વિસ્ફોટ સંબંધી
इलेक्ट्रोलाइटिक कॅपेसिटर,વિદ્યુતપ્રવાહ
इलेक्ट्रोमॅग्नेटिक,વીજળીનું
इलेक्ट्रोमॅग्नेटिक त्रास,વિદ્યુત વિક્ષેપ
इलेक्ट्रोमॅग्नेटिक इंटरफेरेन्स,વીજળીકાત
इलेक्ट्रोमॅग्नेटिक स्पेक्ट्रम,વિદ્યુત -વર્ણપટ
इलेक्ट्रोमॅग्नेटिक वेव्ह,વિદ્યુત -તરંગ
इलेक्ट्रोमॅग्नेटिक वेव्ह प्रसार,વિદ્યુત -પ્રચાર
इलेक्ट्रॉन एकाधिक फोटोट्यूब,ઇલેક્ટ્રોન મલ્ટીપલ ફોટોટ્યુબ
इलेक्ट्रॉनिक कॅल्क्युलेटर,વિદ્યુત -ગણતરી
इलेक्ट्रॉनिक डेटा प्रक्रिया (ईडीपी),ઇલેક્ટ્રોનિક ડેટા પ્રોસેસિંગ (ઇડીપી)
इलेक्ट्रॉनिक मेल (ई-मेल),ઇલેક્ટ્રોનિક મેઇલ (ઇ-મેઇલ)
इलेक्ट्रॉनिक स्विचिंग सिस्टम,વિદ્યુત -ફેરબદલ પદ્ધતિ
इलेक्ट्रॉनिक्स,વિદ્યુત -વિચ્છેદન
इलेक्ट्रोप्लेटिंग,વીજળીકરણ
इलेक्ट्रोस्टेटिक,વિદ્યુત -વિસ્ફોટ વિષયક
उत्थान,Elevંચું
एम्बेड केलेले,જડિત
एम्बेड केलेले ऑडिओ,એમ્બેડ કરેલું audio ડિઓ
एम्बेडेड प्रणाली,જડિત પદ્ધતિ
प्रतीक,મુદ્રા
उदयोन्मुख ट्रेंड,Ingંચી રહેલા વલણો
उत्सर्जन,ઉત્સર્જન
एमिटर,ખ્યાતિ
एमिटर अनुयायी,ઉત્સુક અનુયાયી
एमिटर टर्मिनल,ઉત્સર્જક
एमिटर-बेस-जंक्शन,ઉત્સર્જક-જંકશન
सक्षम करा,સક્ષમ કરવું
Enamelled वायर,દંડ
एन्किफर,અકસ્માત
संलग्न,વાડો
एन्कोड,વિકૃતિ
एन्कोडर,એન્કોડર
एन्कोडिंग,ઉન્માદ
कूटबद्धीकरण,એન્ક્રિપ્શન
शेवटचा चिन्ह,અંત
अंतिम वापरकर्ता,અંતિમ વપરાશકર્તા
ऊर्जा,શક્તિ
उर्जा विखुरलेले,Energyર્જા વિખેરી
उर्जा वितरण,E ર્જા વિતરણ
अंमलबजावणी,અમલ
इंजिन,એન્જિન
अभियंता,ઇજનેર
अभियांत्रिकी,ઈજનેરી
अभियांत्रिकी स्टोअर,ઈજનેર ભંડાર
खोदकाम,કોતરણી
वाढविण्यासाठी,વધારવું
एकत्रित,દાણ
की प्रविष्ट करा,દાખલ કરો કી
एंटरप्राइझ आर्किटेक्चर,સાહસિક આર્કિટેક્ચર
एन्थॅल्पी,Enthંચું
एन्ट्रोपी,પ્રાણ
एन्ट्रोपी कोडिंग,કોડી
एन्ट्रोपी रिडंडंसी,પ્રક્ષેપણ
समतुल्य,સરખું
समानता,એકરૂપ કરવું તે
इक्वेलायझर,એકરૂપ વ્યક્તિ
उपकरणे,સામાન
उपकरणे कव्हर,સાધનસામગ્રીનો coverાંકણ
समतुल्य,સમાન
मिटवा,ભુસવું
डोके मिटवा,માથું કાaseવું
इरोशन,ધોવાણ
अनियमित,અનિયમિત
त्रुटी,ભૂલ
त्रुटी नियंत्रण कोडिंग,ભૂલ નિયંત્રણ કોડિંગ
त्रुटी सुधारणे,ભૂલ સુધારણા
त्रुटी शोध,ભૂલ તપાસ
त्रुटी हाताळणी,ભૂલ
त्रुटी संभाव्यता,ભૂલ સંભાવના
इथरनेट,અલંકાર
इथरनेट केबल,અશિષ્ટ કેબલ
युजेनिक्स,જ્ eાનવિજ્icsાન
खाली करा,ખાલી કરાવું છું
एक्सचेंज,વિનિમય
एक्झिटर,બહાર નીકળવું
अंमलबजावणी,અમલમાં મૂકવું
अंमलबजावणीची वेळ,અમલનો સમય
दमट,અઘોષ
बाहेर पडा,બહાર નીકળવું
विस्तारित,વિસ્તૃત
विस्तार वाल्व,વિસ્તરણ વાલ્વ
प्रयोग,પ્રયોગ
तज्ञ प्रणाली,નિષ્ણાત પદ્ધતિ
अन्वेषण,અન્વેષણ કરવું
एक्सप्लोरर,સંશોધન કરનાર
एक्सपो (प्रदर्शन),એક્સ્પો (પ્રદર્શન)
वीजपुरवठा वाढवणे,વીજ પુરવઠો વધારવો
बाह्य नियंत्रण,બાહ્ય નિયંત્રણ
बाह्य मेमरी,બાહ્ય સ્મૃતિ
बाह्य संचय,બાહ્ય સંગ્રહ
बाह्य धागा,બાહ્ય થ્રેડ
काढा,અર્ક
बाह्य,વધારા
बनावट,રચના કરવી
पैलू,પાસું
फॅसिमिले,પ્રેક્ષય
घटक,પરિબળ
फिकट,ઝાંખર કરવું
ठळक होत जाणे,પથરવું
फिकट बाहेर,ફાળવું
फॅडर,નિસ્તેજ
लुप्त होत आहे,નિસ્તેજ
फिकट झोन,ઝાંખું ક્ષેત્ર
फॅन्टॉम (= फॅंटम),ફ ant ન્ટમ (= ફેન્ટમ)
फास्ट फुरियर ट्रान्सफॉर्म (एफएफटी) अल्गोरिदम,ફાસ્ટ ફ્યુરિયર ટ્રાન્સફોર્મ (એફએફટી) એલ્ગોરિધમનો
गंभीर त्रुटी,જીવલેણ ભૂલ
दोष,દોષ
वैशिष्ट्य,લક્ષણ
अन्न देणे,ખવડાવવું
अभिप्राय,પ્રતિસાદ
अभिप्राय एम्पलीफायर,પ્રતિસાદ એમ્પ્લીફાયર
अभिप्राय सर्किट,પ્રતિસાદ
अभिप्राय व्होल्टेज,પ્રતિસાદ વોલ્ટેજ
फीडर,ફીડર
फीडर केबल,ફીડર કેબલ
फीडर झोपडी,ફીડર ઝૂંપડી
फीडर लाइन,ફીણ -રેખા
फीडर सिस्टम,ફીડર પદ્ધતિ
फीडर वायर,ફીડર વાયર
फायबर,રેસા
फायबर ऑप्टिक्स,રેસા -ઓપવિજ્icsાન
निष्ठा,વફાદારી
निष्ठा श्रेणी विस्तार,વફાદારી શ્રેણીના વિસ્તરણ
फील्ड,ક્ષેત્ર
फील्ड ड्राइव्ह,મેદાન
फील्ड इफेक्ट ट्रान्झिस्टर,ક્ષેત્ર -અસર ટ્રાંઝિસ્ટર
फील्ड सामर्थ्य,ક્ષેત્ર શક્તિ
फील्ड सामर्थ्य मीटर,ક્ષેત્ર શક્તિ શક્તિ મીટર
फील्ड सामर्थ्य सर्वेक्षण,ક્ષેત્ર તાકાત મોજણી
आकृती,આંકડો
गुणवत्तेची आकृती,યોગ્યતા
फिलामेंट,ફિલામેન્ટ
फाईल,ફાઈલ
फाइल सर्व्हर,ફાઈલ સર્જક
फाईल सिस्टम,ફાઇલ સિસ્ટમ
फिलर,રોપનાર
फिल्म रेकॉर्डर,ફિલ્મ રેકોર્ડર
चित्रपटाचा वेग,ફિલ્મ -ગતિ
फिल्टर,ફિલ્ટર કરવું
फिल्टर चोक,ફિલ્ટર ગૂંગળામણ
फिल्टर सर्किट,ફિલ્ટર સર્કિટ
फिल्टरिंग,ગડબડ
