Assamese,Bengali
কাৰ্যকৰী ভৰ বল উপাদান,কার্যকর ভর বল উপাদান
ফলপ্ৰসূ সীমাবদ্ধতা,কার্যকর সীমাবদ্ধতা
ফলপ্ৰসূ ঘনত্ব,কার্যকর ঘনত্ব
ফলপ্ৰসূ এলেকা,কার্যকর এলাকা
ফলপ্ৰসূ বিনিময়,কার্যকর বিনিময়
ফলপ্ৰসূ ঘনত্ব,কার্যকর ঘনত্ব
কাৰ্যকৰী ব্যাস,কার্যকর ব্যাস
ফলপ্ৰসূ ইলেক্ট্ৰন স্ক’ৰ,কার্যকর ইলেকট্রন স্কোর
ফলপ্ৰসূ ভুল,কার্যকর ত্রুটি
ফলপ্ৰসূ ইজেকচন বেগ,কার্যকর ইজেকশন বেগ
"ফলপ্ৰসূ প্ৰবাহ, ফলপ্ৰসূ প্ৰবাহ","কার্যকরী ফ্লাক্স, কার্যকরী প্রবাহ"
কাৰ্যকৰী বল,কার্যকরী শক্তি
ফলপ্ৰসূ ফাঁক ধাৰণক্ষমতা,কার্যকর ফাঁক ক্যাপাসিট্যান্স
ফলপ্ৰসূ প্ৰাদুৰ্ভাৱ,কার্যকর ঘটনা
ফলপ্ৰসূ বিনিয়োগৰ অনুপ্ৰৱেশ,কার্যকর বিনিয়োগ অনুপ্রবেশ
ফলপ্ৰসূ ইনপুট ইম্পিডেন্স,কার্যকর ইনপুট প্রতিবন্ধকতা
ফলপ্ৰসূ বিনিয়োগ ধৰি ৰখা,কার্যকর বিনিয়োগ হোল্ডিং
আকৰ্ষণীয় লাউডস্পীকাৰ,চিত্তাকর্ষক লাউডস্পিকার
ফলপ্ৰসূ চুম্বক সংখ্যা,কার্যকর ম্যাগনেটন সংখ্যা
কাৰ্যকৰী ভৰ,কার্যকর ভর
ফলপ্ৰসূ মাইক্ৰ&#39;লেম্বাৰ্ট,কার্যকর মাইক্রোল্যামবার্ট
ফলপ্ৰসূ সহগ,কার্যকর সহগ
ফলপ্ৰসূ পাৰমাণৱিক আধান ফলপ্ৰসূ পাৰমাণৱিক আধান,কার্যকর পারমাণবিক চার্জ কার্যকর পারমাণবিক চার্জ
ফলপ্ৰসূ ছিদ্ৰতা,কার্যকর porosity
ফলপ্ৰসূ বিকিৰণ শক্তি,কার্যকর বিকিরণ শক্তি
ফলপ্ৰসূ ব্যাসাৰ্ধ,কার্যকর ব্যাসার্ধ
ফলপ্ৰসূ চৌহদ,কার্যকর প্রাঙ্গনে
ফলপ্ৰসূ জটিল তত্ত্ব,কার্যকরী জটিল তত্ত্ব
pervious পৃষ্ঠা,pervious পৃষ্ঠা
ফলপ্ৰসূ উত্তাপন,কার্যকর গরম করা
ফলপ্ৰসূ উত্তাপন পৰিসৰ,কার্যকর গরম পরিসীমা
"ফলপ্ৰসূ ভোল্টেজ, কাৰ্য্যকৰী ভোল্টেজ","কার্যকরী ভোল্টেজ, ওয়ার্কিং ভোল্টেজ"
ফলপ্ৰসূ আয়তন,কার্যকর ভলিউম
ফলপ্ৰসূ তৰংগদৈৰ্ঘ্য,কার্যকর তরঙ্গদৈর্ঘ্য
ফলপ্ৰসূ প্ৰস্থ,কার্যকর প্রস্থ
প্ৰভাৱিত,প্রভাবিত
দক্ষতা,দক্ষতা
দক্ষতা সূচকাংক,দক্ষতা সূচক
দক্ষতা সূচকাংক,দক্ষতা সূচক
মেৰুকৰণৰ কাৰ্যক্ষমতা,মেরুকরণ দক্ষতা
প্ৰপেলেণ্টৰ কাৰ্যক্ষমতা,প্রপেলান্ট দক্ষতা
"effluent stream, এফ্লুৱেন্ট","বর্জ্য প্রবাহ, বর্জ্য"
"আউটফ্ল&#39;, আউটফ্ল&#39;","বহিঃপ্রবাহ, বহিঃপ্রবাহ"
আয়াস,আয়াস
"আয়াছ-ছাইড, আয়াছ-বুল","আয়াস-পার্শ্ব, আয়াস-বুল"
effluent,বর্জ্য
ডিচচাৰ্জ গেজ,স্রাব পরিমাপক
এৰি দিয়া,স্রাব
egades,এগডেস
ফিল্ড আয়ন নিৰ্গমনকাৰী মাইক্ৰস্কোপ,ক্ষেত্র আয়ন বিকিরণকারী মাইক্রোস্কোপ
বৈশিষ্ট্যপূৰ্ণ উপাদান,চরিত্রগত উপাদান
"বৈশিষ্ট্যপূৰ্ণ কম্পাঙ্ক, আইজেন কম্পাঙ্ক","চরিত্রগত ফ্রিকোয়েন্সি, eigen ফ্রিকোয়েন্সি"
বৈশিষ্ট্যপূৰ্ণ কাৰ্য্য,চরিত্রগত ফাংশন
বৈশিষ্ট্যপূৰ্ণ দোলন,বৈশিষ্ট্যগত দোলনা
"eigen পৰ্যায়, বৈশিষ্ট্যপূৰ্ণ পৰ্যায়","eigen পর্যায়, চরিত্রগত পর্যায়"
বৈশিষ্ট্যপূৰ্ণ সময়সীমা,বৈশিষ্ট্যগত সময়কাল
"eigen মান, বৈশিষ্ট্যপূৰ্ণ মান","eigen মান, চরিত্রগত মান"
বৈশিষ্ট্যপূৰ্ণ মূল্য সমীকৰণ,বৈশিষ্ট্যগত মান সমীকরণ
বৈশিষ্ট্যপূৰ্ণ মূল্য বৰ্ণালী,বৈশিষ্ট্যগত মান বর্ণালী
"eigen ভেক্টৰ, বৈশিষ্ট্যপূৰ্ণ ভেক্টৰ","আইজেন ভেক্টর, চরিত্রগত ভেক্টর"
বৈশিষ্ট্যপূৰ্ণ ভেক্টৰ সমীকৰণ,চরিত্রগত ভেক্টর সমীকরণ
"eigen কঁপনি, বৈশিষ্ট্যপূৰ্ণ কঁপনি","eigen কম্পন, চরিত্রগত কম্পন"
অক্টেভ ইম্পলচিভ ক&#39;ড,অষ্টক আবেগপ্রবণ কোড
অক্টলেন্সি কেমেৰা,অক্টালেন্সি ক্যামেরা
অষ্টভুজ,অষ্টভুজ
আইকনল সমীকৰণ,আইকনাল সমীকরণ
আইনষ্টাইন সহগ,আইনস্টাইন সহগ
আইনষ্টাইন প্ৰভাৱ,আইনস্টাইন প্রভাব
আইনষ্টাইন আলোকবিদ্যুৎ সমীকৰণ,আইনস্টাইন ফটোইলেকট্রিক সমীকরণ
eustini বিচ্যুতি,ইউস্টিনি স্থানচ্যুতি
আইনষ্টাইন স্মোলুচ’ভস্কি সমীকৰণ,আইনস্টাইন স্মোলুচভস্কি সমীকরণ
আইনষ্টাইন-জনসংখ্যা,আইনস্টাইন-জনসংখ্যা
আইনষ্টাইনৰ উষ্ণতা,আইনস্টাইনের তাপমাত্রা
"আইনষ্টাইন-ভাৰ্ছ, আইনষ্টাইন-টেনছৰ","আইনস্টাইন-ভার্স, আইনস্টাইন-টেনসর"
আইনষ্টাইন-বোজ বিতৰণ নিয়ম,আইনস্টাইন-বোস বন্টন আইন
আইনষ্টাইন-ডি-হাছ প্ৰভাৱ,আইনস্টাইন-ডি-হাস প্রভাব
আইনষ্টাইন-ষ্টোকছৰ শাসন,আইনস্টাইন-স্টোকসের শাসন
আইনষ্টাইন ক্ষেত্ৰ সমীকৰণ,আইনস্টাইন ক্ষেত্রের সমীকরণ
আইনষ্টাইনৰ সততাৰ মাপকাঠী,আইনস্টাইন অখণ্ডতা পরীক্ষা
"আইনষ্টাইন আলোকৰাসায়নিক সমতুল্যতা নিয়ম, আইনষ্টাইন আলোকৰাসায়নিক সমতুল্যতা নিয়ম","আইনস্টাইন আলোক রাসায়নিক সমতা আইন, আইনস্টাইন ফটোকেমিক্যাল সমতুলতা আইন"
আইনষ্টাইন ভৰ-শক্তি সম্পৰ্ক,আইনস্টাইন ভর-শক্তি সম্পর্ক
আইনষ্টাইনৰ উপপাদ্য,আইনস্টাইনের উপপাদ্য
আইনষ্টাইনিয়াম,আইনস্টাইনিয়াম
"বহিষ্কাৰ, বহিষ্কাৰ","বহিষ্কার, বহিষ্কার"
প্ৰট্ৰুচন,protrusion
ইজেক্টৰ,ইজেক্টর
ক্লিয়াৰেন্স প্লেক,ক্লিয়ারেন্স ফলক
বিস্ময়সূচক প্ৰত্যাহাৰ পিন,বিস্ময়বোধক প্রত্যাহার পিন
বিস্ময়সূচক শাস্তি,বিস্ময়বোধক শাস্তি
ইলেক্ট্ৰেট,ইলেকট্রেট
বিপৰীত ধাৰণক্ষমতা,বিপরীত ক্যাপাসিট্যান্স
ইলাষ্টিক,ইলাস্টিক
"ইলাষ্টিক প্ৰতিক্ৰিয়া প্ৰভাৱ, ইলাষ্টিক পশ্চাৎ","ইলাস্টিক রেসপন্স ইফেক্ট, ইলাস্টিক পোস্টেরিয়র"
ইলাষ্টিক আৰু নমনীয় প্ৰতিফলন,ইলাস্টিক এবং নমনীয় রিফ্লেক্স
ইলাষ্টিক কৌণিক গতিবেগ,ইলাস্টিক কৌণিক ভরবেগ
ইলাষ্টিক বাধা,ইলাস্টিক বাধা
ইলাষ্টিক কণ্ডাক্ট,ইলাস্টিক আচার
ইলাষ্টিক ভংগুৰ পদাৰ্থ,ইলাস্টিক ভঙ্গুর উপাদান
ইলাষ্টিক সংকোচন,ইলাস্টিক সংকোচন
ইলাষ্টিক কেন্দ্ৰ,ইলাস্টিক কেন্দ্র
ইলাষ্টিক চৰিত্ৰ,ইলাস্টিক চরিত্র
"ইলাষ্টিক সংঘৰ্ষ, ইলাষ্টিক সংঘৰ্ষ","ইলাস্টিক সংঘর্ষ, ইলাস্টিক সংঘর্ষ"
ইলাষ্টিক জীৱিকা,ইলাস্টিক জীবিকা
"ইলাষ্টিক কম্পাঙ্ক ধ্ৰুৱক, ইলাষ্টিক ধ্ৰুৱক","ইলাস্টিক ফ্রিকোয়েন্সি ধ্রুবক, ইলাস্টিক ধ্রুবক"
উপস্ট্ৰিং,সাবস্ট্রিং
ইলাষ্টিক স্থান,ইলাস্টিক স্থান
ইলাষ্টিক কন্টিনিউম,স্থিতিস্থাপক ধারাবাহিকতা
ইলাষ্টিক কাপলিং,ইলাস্টিক কাপলিং
ইলাষ্টিক ৰেঞ্জ,ইলাস্টিক পরিসীমা
"ইলাষ্টিক বক্ৰ, ইলাষ্টিক বক্ৰ","ইলাস্টিক কার্ভ, ইলাস্টিক বক্ররেখা"
ইলাষ্টিক বিকৃতি,ইলাস্টিক বিকৃতি
ইলাষ্টিক বিচ্ছিন্নতা,স্থিতিস্থাপক বিচ্ছিন্নতা
ইলাষ্টিক দোষ,ইলাস্টিক ত্রুটি
ইলাষ্টিক শক্তি,ইলাস্টিক শক্তি
ইলাষ্টিক ভাৰসাম্য,ইলাস্টিক ভারসাম্য
ইলাষ্টিক বিত্তীয়,ইলাস্টিক ফাইন্যান্স
"ইলাষ্টিক ফিল্ম, ইলাষ্টিক ফিল্ম","ইলাস্টিক ফিল্ম, ইলাস্টিক ফিল্ম"
ইলাষ্টিক প্ৰবাহ,ইলাস্টিক প্রবাহ
ইলাষ্টিক তৰল,ইলাস্টিক তরল
ইলাষ্টিক বল,ইলাস্টিক বল
ইলাষ্টিক মুক্ত শক্তি,ইলাস্টিক মুক্ত শক্তি
ইলাষ্টিক হিষ্টেৰিছিছ কনষ্টেণ্ট,ইলাস্টিক হিস্টেরেসিস ধ্রুবক
"প্ৰস্থেটিক হিষ্টেৰিছিছ, ইলাষ্টিক চিফিলিছ","কৃত্রিম হিস্টেরেসিস, ইলাস্টিক সিফিলিস"
ইলাষ্টিক অস্থিৰতা,ইলাস্টিক অস্থিরতা
ইলাষ্টিক স্তৰ,ইলাস্টিক স্তর
ইলাষ্টিক সীমা,স্থিতিস্থাপকতার সীমা
ইলাষ্টিক ৰেখা,ইলাস্টিক লাইন
ইলাষ্টিক মাধ্যম,ইলাস্টিক মাধ্যম
ইলাষ্টিকতাৰ মডুলাছ,স্থিতিস্থাপকতা মাপাংক
ইলাষ্টিকতাৰ মডুলাছ,স্থিতিস্থাপকতা মাপাংক
ইলাষ্টিক দোলন,ইলাস্টিক দোলনা
ইলাষ্টিক ভৰ,ইলাস্টিক ভর
ইলাষ্টিক সমতল,ইলাস্টিক সমতল
ইলাষ্টিক নমনীয় সীমা,ইলাস্টিক নমনীয় সীমা
ইলাষ্টিক পদাৰ্থ,ইলাস্টিক উপাদান
ইলাষ্টিক বিভৱ,স্থিতিস্থাপক সম্ভাবনা
ইলাষ্টিক বৈশিষ্ট্য,ইলাস্টিক সম্পত্তি
ইলাষ্টিক পুনৰুত্পাদন,ইলাস্টিক পুনর্জন্ম
ইলাষ্টিক প্ৰতিফলন,ইলাস্টিক রিফ্লেক্স
ইলাষ্টিক ৰিফ্লেক্স তত্ত্ব,ইলাস্টিক রিফ্লেক্স তত্ত্ব
ইলাষ্টিক প্ৰতিক্ৰিয়া,ইলাস্টিক প্রতিক্রিয়া
ইলাষ্টিক বিকিৰণ,ইলাস্টিক বিক্ষিপ্তকরণ
ইলাষ্টিক কঠিন,ইলাস্টিক কঠিন
ইলাষ্টিক স্থিৰতা,ইলাস্টিক স্থিতিশীলতা
ইলাষ্টিক নমনীয়তা ধ্ৰুৱক,স্থিতিস্থাপক malleability ধ্রুবক
ইলাষ্টিক বিকৃতি,ইলাস্টিক বিকৃতি
ইলাষ্টিক বিকৃতি বৰ্ণালী,ইলাস্টিক বিকৃতি বর্ণালী
ইলাষ্টিক বিকৃতি ভেক্টৰ,ইলাস্টিক বিকৃতি ভেক্টর
ইলাষ্টিক চাপ,ইলাস্টিক চাপ
ইলাষ্টিক প্ৰতিসমতা,ইলাস্টিক প্রতিসাম্য
শক্তিৰ ইলাষ্টিক স্থানান্তৰ,শক্তির ইলাস্টিক স্থানান্তর
ইলাষ্টিক আঠাযুক্ত ভৰ,ইলাস্টিক সান্দ্র ভর
ইলাষ্টিক তৰংগ,ইলাস্টিক তরঙ্গ
"ইলাষ্টিক ঘনক তত্ত্ব, ইলাষ্টিক কঠিন তত্ত্ব","ইলাস্টিক কিউব থিওরি, ইলাস্টিক সলিড থিওরি"
দোলনীয় শৰীৰ,দোলক শরীর
সমস্থানিক শৰীৰ,আইসোটোপিক শরীর
ইলাষ্টিকতা,স্থিতিস্থাপকতা
অনুৰোধ পৃষ্ঠা,অনুরোধ পৃষ্ঠা
ইলাষ্টিক,ইলাস্টিক
"ইলাষ্টিকমিটাৰ, ইলাষ্টিকমিটাৰ","ইলাস্টিকোমিটার, ইলাস্টিকোমিটার"
ইলাষ্টিক আঠাযুক্ত পদাৰ্থ,ইলাস্টিক সান্দ্র উপাদান
ইলাষ্টিক গতিশীলতা,ইলাস্টিক গতিবিদ্যা
"ইলাষ্টমাৰ, ইলাষ্টিক (ইলাষ্টিক পলিমাৰ)","ইলাস্টোমার, ইলাস্টিক (ইলাস্টিক পলিমার)"
"ইলাষ্টিক, ইলাষ্টোমেৰী","ইলাস্টিক, ইলাস্টোমেরি"
"ইলাষ্টিক প্লাষ্টিক, ইলাষ্টিক প্লাষ্টিক","ইলাস্টিক প্লাস্টিক, ইলাস্টিক প্লাস্টিক"
ইলাষ্টিক প্লাষ্টিচিটি,ইলাস্টিক প্লাস্টিকতা
ইলাষ্টিক ৰেজিষ্টেন্স,ইলাস্টিক প্রতিরোধের
ইলেক্ট্ৰন মডেল,ইলেক্ট্রন মডেল
ইলেক্ট্ৰন চাপ,ইলেকট্রন চাপ
বৈদ্যুতিক পৰিঘটনা,বৈদ্যুতিক ঘটনা
ইলেক্ট্ৰনিক চিনক্ৰ&#39;ট্ৰন,ইলেকট্রনিক সিঙ্ক্রোট্রন
ইলেক্ট্ৰেট মাইক্ৰ&#39;ফোন,বৈদ্যুতিক মাইক্রোফোন
বৈদ্যুতিক যন্ত্ৰ,বৈদ্যুতিক ডিভাইস
বৈদ্যুতিক চাপ চুলা,বৈদ্যুতিক চাপ চুল্লি
বৈদ্যুতিক অসমতাপূৰ্ণ তৰংগ,বৈদ্যুতিক অপ্রতিসম তরঙ্গ
বৈদ্যুতিক অক্ষ,বৈদ্যুতিক অক্ষ
ইলেক্ট্ৰ&#39;হিটাৰ,ইলেক্ট্রোহিটার
ধাৰণক্ষমতা,ক্যাপাসিট্যান্স
ইলেক্ট্ৰ&#39;-চেণ্ট্ৰিফিউজ,ইলেক্ট্রো-সেন্ট্রিফিউজ
বৈদ্যুতিক বৰ্তনী,বৈদ্যুতিক বর্তনী
বৈদ্যুতিক ঘড়ী,বৈদ্যুতিক ঘড়ি
ইলেক্ট্ৰষ্টেটিক,ইলেক্ট্রোস্ট্যাটিক
বৈদ্যুতিক ডাইপোল ক্ষমতা,বৈদ্যুতিক ডাইপোল মুহূর্ত
বিদ্যুৎস্পৃষ্ট,ইলেক্ট্রোকশন
বৈদ্যুতিক বিচ্যুতি,বৈদ্যুতিক স্থানচ্যুতি
বৈদ্যুতিক ডুৱেল,বৈদ্যুতিক দ্বৈত
বৈদ্যুতিক ঘূৰ্ণী ক্ষেত্ৰ,বৈদ্যুতিক ঘূর্ণি ক্ষেত্র
বৈদ্যুতিক শক্তিৰ ঘনত্ব,বৈদ্যুতিক শক্তি ঘনত্ব
বৈদ্যুতিক উদ্দীপনা,বৈদ্যুতিক উদ্দীপনা
বৈদ্যুতিক ক্ষেত্ৰ,বৈদ্যুতিক ক্ষেত্র
চুম্বকীয় ক্ষেত্ৰ বৈদ্যুতিক ক্ষেত্ৰ,চৌম্বক ক্ষেত্র বৈদ্যুতিক ক্ষেত্র
বৈদ্যুতিক ক্ষেত্ৰৰ তীব্ৰতা,বৈদ্যুতিক ক্ষেত্রের তীব্রতা
বৈদ্যুতিক ফ্লেছ,বৈদ্যুতিক ফ্ল্যাশ
ইলেক্ট্ৰ&#39;-লিকুইড,ইলেক্ট্রো-তরল
বৈদ্যুতিক প্ৰবাহ লাইন,বৈদ্যুতিক ফ্লাক্স লাইন
বৈদ্যুতিক চুলা,বৈদ্যুতিক চুল্লি
ইলেক্ট্ৰিক গীটাৰ,বৈদ্যুতিক গিটার
"ইলেক্ট্ৰিক হিটাৰ, ইলেক্ট্ৰিক হিটাৰ","ইলেকট্রিক হিটার, ইলেকট্রিক হিটার"
ইলেক্ট্ৰ&#39;-হিটিং,ইলেক্ট্রো-হিটিং
বৈদ্যুতিক বিসৰ্জন হিটাৰ,বৈদ্যুতিক নিমজ্জন হিটার
ইলেক্ট্ৰ&#39;মোটিভ,ইলেক্ট্রোমোটিভ
বিদ্যুৎচুম্বকত্বৰ চুম্বকীয় ক্ষেত্ৰ প্ৰদৰ্শন,ইলেক্ট্রোম্যাগনেটিজমের চৌম্বক ক্ষেত্র প্রদর্শন
বৈদ্যুতিক তীব্ৰতা,বৈদ্যুতিক তীব্রতা
"বৈদ্যুতিক লেম্প, বৈদ্যুতিক লেম্প","বৈদ্যুতিক বাতি, বৈদ্যুতিক বাতি"
বিদ্যুৎচুম্বকত্ব,তড়িৎচুম্বকত্ব
বৈদ্যুতিক পোহৰ,বৈদ্যুতিক আলো
বৈদ্যুতিক লুপ টেনচন,বৈদ্যুতিক লুপ টান
বৈদ্যুতিক শক্তিৰ অপচয়,বৈদ্যুতিক শক্তি অপচয়
ইলেক্ট্ৰ&#39;মেকানিকেল,ইলেক্ট্রোমেকানিক্যাল
ইলেক্ট্ৰ&#39;মিটাৰ,ইলেক্ট্রোমিটার
ইলেক্ট্ৰ&#39;মাইক্ৰস্কোপ লেম্প,ইলেক্ট্রোমাইক্রোস্কোপ বাতি
বৈদ্যুতিক ক্ষমতা,বৈদ্যুতিক মুহূর্ত
জড়তাৰ বৈদ্যুতিক ক্ষমতা,জড়তার বৈদ্যুতিক মুহূর্ত
বৈদ্যুতিক মটৰ,বৈদ্যুতিক মটর
বৈদ্যুতিক খুঁটা,বৈদ্যুতিক খুঁটি
ইলেক্ট্ৰ&#39;নেটৱৰ্ক গণনা,ইলেকট্রনেটওয়ার্ক গণনা
ইলেক্ট্ৰ&#39;-ন&#39;ইজ লেভেল,ইলেক্ট্রো-শব্দ স্তর
ইলেক্ট্ৰ&#39; মেৰুত্ব,ইলেক্ট্রো পোলারিটি
ইলেক্ট্ৰ&#39; মেৰুকৰণ,বৈদ্যুতিক মেরুকরণ
বৈদ্যুতিক বিভৱৰ গ্ৰেডিয়েণ্ট,বৈদ্যুতিক সম্ভাব্য গ্রেডিয়েন্ট
বৈদ্যুতিক শক্তি,বৈদ্যুতিক শক্তি
বৈদ্যুতিক প্ৰপালচন,বৈদ্যুতিক চালনা
বৈদ্যুতিক চতুৰ্মেৰু পাৰস্পৰিক ক্ৰিয়া,বৈদ্যুতিক quadrupole মিথস্ক্রিয়া
বৈদ্যুতিক শীতলীকৰণ,বৈদ্যুতিক হিমায়ন
ইলেক্ট্ৰ&#39; ৰেজিষ্টিভ ডেনেচাৰ&#39;মিটাৰ,ইলেক্ট্রো প্রতিরোধী ডেনাটুরোমিটার
বৈদ্যুতিক প্ৰতিৰোধ ক্ষমতা,বৈদ্যুতিক প্রতিরোধ ক্ষমতা
বৈদ্যুতিক প্ৰবাহৰ আঙঠি,বৈদ্যুতিক বর্তমান রিং
"বৈদ্যুতিক শ্বীট, ট্ৰেন্সফৰ্মাৰ শ্বীট","বৈদ্যুতিক শীট, ট্রান্সফরমার শীট"
বৈদ্যুতিক ইনপুট পাইপ,বৈদ্যুতিক ইনপুট পাইপ
"বৈদ্যুতিক শাটাৰ, বৈদ্যুতিক শাটাৰ","বৈদ্যুতিক শাটার, বৈদ্যুতিক শাটার"
"স্ফুলিংগ, বিদ্যুতৰ স্ফুলিংগ","স্পার্ক, বিদ্যুতের স্ফুলিঙ্গ"
বৈদ্যুতিক বৰ্ণালী,বৈদ্যুতিক বর্ণালী
বৈদ্যুতিক উদ্দীপনা,বৈদ্যুতিক উদ্দীপনা
ইলেক্ট্ৰ&#39;ষ্টিমুলেচন,ইলেক্ট্রোস্টিমুলেশন
"বৈদ্যুতিক ধুমুহা, বৈদ্যুতিক ধুমুহা","বৈদ্যুতিক ঝড়, বৈদ্যুতিক ঝড়"
বৈদ্যুতিক প্ৰৱণতা,বৈদ্যুতিক প্রবণতা
"ইলেক্ট্ৰ&#39;-টাইমাৰ, ইলেক্ট্ৰ&#39;-টাইমাৰ","ইলেক্ট্রো-টাইমার, ইলেক্ট্রো-টাইমার"
"বৈদ্যুতিক ভেক্টৰ, বৈদ্যুতিক ভেক্টৰ","বৈদ্যুতিক ভেক্টর, বৈদ্যুতিক ভেক্টর"
বৈদ্যুতিক ভেক্টৰ বিভৱ,বৈদ্যুতিক ভেক্টর সম্ভাবনা
বৈদ্যুতিক উইঞ্চ,বৈদ্যুতিক উইঞ্চ
বৈদ্যুতিক বতাহ,বৈদ্যুতিক বাতাস
বৈদ্যুতিক তৰংগ তৰংগ আকৃতি তৰংগ,বৈদ্যুতিক তরঙ্গ তরঙ্গ তরঙ্গ
"বৈদ্যুতিক, বৈদ্যুতিক","বৈদ্যুতিক, বৈদ্যুতিক"
বিদ্যুৎচালিত বল,তড়িচ্চালক বল
বৈদ্যুতিক ঘনত্ব,বৈদ্যুতিক ঘনত্ব
বৈদ্যুতিক পৰিবাহীতা,তড়িৎ পরিবাহিতা
বৈদ্যুতিক সংযোগ,বৈদ্যুতিক সংযোগ
কেৰ্কেটুৱা,কাঠবিড়ালি
বৈদ্যুতিক বিলম্ব লাইন,বৈদ্যুতিক বিলম্ব লাইন
বৈদ্যুতিক ঘনত্ব,বৈদ্যুতিক ঘনত্ব
ইলেক্ট্ৰ&#39;-ইমাৰ্চন-লেম্প,ইলেক্ট্রো-নিমজ্জন-বাতি
ইলেক্ট্ৰ&#39;প&#39;ৰেচন,ইলেক্ট্রোপোরেশন
"ইলেক্ট্ৰিক ডাবল লেভেল, ইলেক্ট্ৰিক ডাবল লেভেল","বৈদ্যুতিক ডবল লেভেল, ইলেকট্রিক ডাবল লেভেল"
বৈদ্যুতিক ডাবল ৰিফ্ৰেকচন,বৈদ্যুতিক ডবল প্রতিসরণ
বৈদ্যুতিক সঁজুলি,বৈদ্যুতিক সরঞ্জাম
বৈদ্যুতিক ফ&#39;কাচ,বৈদ্যুতিক ফোকাস
ইলেক্ট্ৰ&#39;প্লেটিং,ইলেক্ট্রোপ্লেটিং
ইলেক্ট্ৰ&#39;প্লেটিং প্ৰক্ৰিয়া,ইলেক্ট্রোপ্লেটিং প্রক্রিয়া
বৈদ্যুতিক ছবি,বৈদ্যুতিক ছবি
বৈদ্যুতিক প্ৰতিফলন বল,বৈদ্যুতিক প্রতিফলন বল
বিদ্যুৎচুম্বকীয় ভৰ,ইলেক্ট্রোম্যাগনেটিক ভর
বৈদ্যুতিক খুঁটা,বৈদ্যুতিক খুঁটি
বৈদ্যুতিক পলিপোল অৰ্ডাৰ,বৈদ্যুতিক পলিপোল অর্ডার
বৈদ্যুতিক নেটৱৰ্ক,বৈদ্যুতিক নেটওয়ার্ক
বৈদ্যুতিক দোলন,বৈদ্যুতিক দোলনা
ইলেক্ট্ৰ&#39; মেৰুকৰণ,বৈদ্যুতিক মেরুকরণ
বৈদ্যুতিক বিভৱ,বৈদ্যুতিক সম্ভাব্য
বৈদ্যুতিক চাপ,বৈদ্যুতিক চাপ
বৈদ্যুতিক অনুসন্ধান,বৈদ্যুতিক অনুসন্ধান
বৈদ্যুতিক চতুৰ্ঘোণীয় ক্ষমতা,বৈদ্যুতিক quadrupole মুহূর্ত
বৈদ্যুতিক প্ৰতিৰোধ ক্ষমতা,বৈদ্যুতিক প্রতিরোধ ক্ষমতা
বৈদ্যুতিক অনুকৰণ,বৈদ্যুতিক সিমুলেশন
বৈদ্যুতিক ব্যৱস্থা,বৈদ্যুতিক ব্যবস্থা
ইলেক্ট্ৰ&#39;-টেনচন,ইলেক্ট্রো-টেনশন
বৈদ্যুতিক নীতি,বৈদ্যুতিক নীতি
বৈদ্যুতিক কেন্দ্ৰচালিত,বৈদ্যুতিক সেন্ট্রিফিউজ
ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ,ইলেক্ট্রোফোরেসিস
বিদ্যুৎঋণাত্মক কণা,তড়িৎ ঋণাত্মক কণা
বিদ্যুৎ,বিদ্যুৎ
বৈদ্যুতিক গ্ৰীড,বৈদ্যুতিক গ্রিড
"বিদ্যুৎকৰণ, চাৰ্জ","বিদ্যুতায়ন, চার্জ"
বিদ্যুৎস্পৃষ্ট,বিদ্যুতায়িত
"আধানযুক্ত কণা, আধানযুক্ত কণা","চার্জিত কণা, চার্জিত কণা"
"ইলেক্ট্ৰ&#39;মেগনেটিজম, ইলেক্ট্ৰ&#39;প্লেটিং","ইলেক্ট্রোম্যাগনেটিজম, ইলেক্ট্রোপ্লেটিং"
বৈদ্যুতিক জমা,বৈদ্যুতিক আমানত
ইলেক্ট্ৰ&#39;-ডায়েলাইছিছ,ইলেক্ট্রো-ডায়ালাইসিস
ইলেক্ট্ৰ&#39;লুমিনেচেন্স,ইলেক্ট্রোলুমিনেসেন্স
"ইলেক্ট্ৰ&#39;-একষ্টিক ট্ৰেন্সডুচাৰ, ইলেক্ট্ৰ&#39;-একষ্টিক এনাৰ্জি কনভাৰ্টাৰ","ইলেক্ট্রো-অ্যাকোস্টিক ট্রান্সডুসার, ইলেক্ট্রো-অ্যাকোস্টিক এনার্জি কনভার্টার"
ইলেক্ট্ৰ&#39;-একাউষ্টিকছ,ইলেক্ট্রো-শব্দবিদ্যা
ইলেক্ট্ৰ&#39;-এক্টিভ,ইলেক্ট্রো-সক্রিয়
ইলেক্ট্ৰনিক অপচয়,ইলেকট্রনিক অপচয়
"ইলেক্ট্ৰ&#39;-মেকানিকেল ট্ৰেন্সডুচাৰ, ইলেক্ট্ৰ&#39;-মেকানিকেল এনাৰ্জি কনভাৰ্টাৰ","ইলেক্ট্রো-মেকানিক্যাল ট্রান্সডুসার, ইলেক্ট্রো-মেকানিক্যাল এনার্জি কনভার্টার"
ফটোইলেক্ট্ৰিক শাটাৰ,আলোক বৈদ্যুতিক শাটার
