Odiya,Tamil
ପ୍ରିମା ଫେସୀ |,முதன்மையான தோற்றம்
ପ୍ରତ୍ୟକ୍ଷ ଠିକଣା,நேரடி முகவரி
ସିଧାସଳଖ ରୂପାନ୍ତର |,நேரடி மாற்றம்
ସିଧାସଳଖ ଯୋଡି |,நேரடி இணைப்பு
"1. ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍, 2. ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍ (DMA)","1. நேரடி நினைவக அணுகல், 2. நேரடி நினைவக அணுகல் (DMA)"
ସିଧାସଳଖ ମେମୋରୀ ଆକ୍ସେସ୍ (DMA),நேரடி நினைவக அணுகல் (DMA)
ପ୍ରତ୍ୟକ୍ଷ ପଦ୍ଧତି |,நேரடி முறை
ଦିଗଗୁଡିକ,திசைகள்
ଡିରେକ୍ଟୋରୀ,அடைவு
"1. ଡିରେକ୍ଟୋରୀ ସର୍ଭର, 2. ଡିରେକ୍ଟୋରୀ ସର୍ଭର |","1. அடைவு சேவையகம், 2. அடைவு சேவையகம்"
ଡିରେକ୍ଟୋରୀ ସେବା,அடைவு சேவை
ଅସମର୍ଥ |,முடியவில்லை
ସଙ୍କେତ ଅକ୍ଷମ କରିବା |,சமிக்ஞையை முடக்குகிறது
"1. ବିଚ୍ଛିନ୍ନତା, 2. ବିଚ୍ଛିନ୍ନତା","1. துண்டித்தல், 2. துண்டித்தல்"
"1. ବିଚ୍ଛିନ୍ନ, 2. ବିଚ୍ଛିନ୍ନ |","1. தனித்தனி, 2. தனித்தனி"
"1. ଡିସ୍କ, 2. ଡିସ୍କ","1. வட்டு, 2. வட்டு"
"1. ଡିସ୍କ ଠିକଣା, 2. ଡିସ୍କ ଠିକଣା","1. வட்டு முகவரி, 2. வட்டு முகவரி"
"1. ଡିସ୍କ ଆରେ, 2. ଡିସ୍କ ଆରେ |","1. வட்டு வரிசை, 2. வட்டு வரிசை"
"1. ଡିସ୍କ କ୍ଷମତା, 2. ଡିସ୍କ କ୍ଷମତା |","1. வட்டு திறன், 2. வட்டு திறன்"
"1. ଡିସ୍କ ଡ୍ରାଇଭର, 2. ଡିସ୍କ ଡ୍ରାଇଭ |","1. வட்டு இயக்கி, 2. வட்டு இயக்கி"
ଡିସ୍କ ଫାଇଲ୍ |,வட்டு கோப்பு
"1. ଡିସ୍କ ମେମୋରୀ, 2. ଡିସ୍କ ମେମୋରୀ, 3. ଡିସ୍କ ମେମୋରୀ, 4 | ଡିସ୍କ ମେମୋରୀ","1. வட்டு நினைவகம், 2. வட்டு நினைவகம், 3. வட்டு நினைவகம், 4. வட்டு நினைவகம்"
ଡିସ୍କ ଅପରେଟିଂ ସିଷ୍ଟମ୍ (DoS),வட்டு இயக்க முறைமை (DoS)
ଡିସ୍କ ପ୍ୟାକେଜ,வட்டு தொகுப்பு
"1. ଚାକ୍ରିକା ସର୍ଭର, 2. ଡିସ୍କ ସର୍ଭର |","1.சக்ரிகா சர்வர், 2.டிஸ்க் சர்வர்"
"1. ଡିସ୍କ ସଂରକ୍ଷଣ, 2. ଡିସ୍କ ସଂରକ୍ଷଣ","1. வட்டு சேமிப்பு, 2. வட்டு சேமிப்பு"
ଡିସ୍କେଟ୍ |,வட்டு
ଫାଇଲ୍ ପ୍ରଦର୍ଶନ କରନ୍ତୁ |,காட்சி கோப்பு
ପ୍ରତିଛବି ପ୍ରଦର୍ଶନ କରନ୍ତୁ |,காட்சி படத்தை
ନିଷ୍କାସନ,அகற்றல்
ଦୂରତା,தூரம்
ଦୂରତା କାର୍ଯ୍ୟ,தூர செயல்பாடு
ବିକୃତି,திரித்தல்
ବିତରଣ,வழங்கப்பட்டது
ବଣ୍ଟିତ ତଥ୍ୟ |,விநியோகிக்கப்பட்ட தரவு
ବଣ୍ଟିତ ସର୍ଭର |,விநியோகிக்கப்பட்ட சேவையகம்
"1. ବଣ୍ଟିତ ସିଷ୍ଟମ୍, 2. ବଣ୍ଟିତ ସିଷ୍ଟମ୍ |","1. விநியோகிக்கப்பட்ட அமைப்பு, 2. விநியோகிக்கப்பட்ட அமைப்பு"
ବିତରକ,விநியோகஸ்தர்
ଡକ୍ୟୁମେଣ୍ଟ୍,ஆவணம்
ଡକ୍ୟୁମେଣ୍ଟ୍ ସ୍ୱୀକୃତିପ୍ରାପ୍ତ |,அங்கீகாரம் பெற்ற ஆவணம்
"1. ଡକ୍ୟୁମେଣ୍ଟ୍ ୱିଣ୍ଡୋ, 2. ଡକ୍ୟୁମେଣ୍ଟ୍ ୱିଣ୍ଡୋ |","1. ஆவண சாளரம், 2. ஆவண சாளரம்"
ଡକ୍ୟୁମେଣ୍ଟେସନ୍,ஆவணங்கள்
"ଡୋମେନ୍, ଡୋମେନ୍","களம், களம்"
ଡୋମେନ୍ ନାମ,டொமைன் பெயர்
"1. ଡଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟର୍, 2. ଡଟ୍ ମ୍ୟାଟ୍ରିକ୍ସ ପ୍ରିଣ୍ଟର୍ |","1. டாட் மேட்ரிக்ஸ் பிரிண்டர், 2. டாட் மேட்ரிக்ஸ் பிரிண்டர்"
"ତଳେ, ତଳେ","கீழ், கீழே"
"1. ଆଭାଲିଙ୍କ୍, 2. ସ୍କ୍ୱାର୍ |","1.அவலின்க், 2.சதுரம்"
ଡାଉନଲୋଡ୍ କରନ୍ତୁ |,பதிவிறக்க Tamil
ଡାଉନଲୋଡ୍ ସମୟ |,பதிவிறக்க நேரம்
ଟ୍ରାକ୍ସନ୍,இழுவை
DRAM (ଡାଇନାମିକ୍ RAM),DRAM (டைனமிக் ரேம்)
ରନ୍ ଅଫ୍,ஓட்டம்
ଡ୍ରାଇଭର |,இயக்கி
ପତ୍ର,இலைகள்
ଡ୍ରପ୍ ତାଲିକା ବାକ୍ସ,டிராப் பட்டியல் பெட்டி
ଡ୍ରମ୍ ଡ୍ରାଇଭ୍ |,டிரம் டிரைவ்
"1. ଡ୍ରମ୍ ପ୍ରିଣ୍ଟର୍, 2. ଡ୍ରମ୍ ପ୍ରିଣ୍ଟର୍ |","1.டிரம் பிரிண்டர், 2.டிரம் பிரிண்டர்"
"1. ଇମ୍ ୟୁନିଟ୍, 2. ଡ୍ରମ୍ ୟୁନିଟ୍ |","1. இம் யூனிட், 2. டிரம் யூனிட்"
"1. ଦ୍ୱ ual ତ୍ୟ, 2 bi","1. இருமை, 2. இரு"
ଦ୍ୱ ual ତ ଘନତା |,இரட்டை அடர்த்தி
"1. ନୀରବ ଠିକଣା, 2. ନକଲି ଠିକଣା |","1. அமைதியான முகவரி, 2. போலி முகவரி"
ଡମ୍ପିଂ,திணிப்பு
ଡବଲ୍ ସର୍କିଟ୍ |,இரட்டை சுற்று
ଆଇନଗତକରଣ |,சட்டப்பூர்வமாக்குதல்
କି କି,முக்கிய திறவுகோல்
"1.D V D R./W, 2 DVD ପଠନ, 3. ଲେଖିବା","1.டி வி டி ஆர்./டபிள்யூ, 2. டிவிடி படித்தல், 3. எழுதுதல்"
DVD ROM,டிவிடி ரோம்
ଗତିଶୀଳ ନିର୍ଦ୍ଦେଶ,மாறும் அறிவுறுத்தல்
"1. ଡାଇନାମିକ୍ ମେମୋରୀ, 2. ଡାଇନାମିକ୍ ମେମୋରୀ |","1.டைனமிக் மெமரி, 2.டைனமிக் மெமரி"
"1. ଡାଇନାମିକ୍ସ, 2. ଡାଇନାମିକ୍ସ","1. இயக்கவியல், 2. இயக்கவியல்"
E B C D I C,ஈ பி சி டி ஐ சி
ଇ-ବ୍ୟବସାୟ |,மின் வணிகம்
ଇକୋ,எதிரொலி
"1.e- ବାଣିଜ୍ୟ, 2.e- ବାଣିଜ୍ୟ |","1.இ-காமர்ஸ், 2.இ-காமர்ஸ்"
ସମ୍ପାଦନା,திருத்துதல்
ସମ୍ପାଦକ,ஆசிரியர்
ଶିକ୍ଷାଗତ ପ୍ରଯୁକ୍ତିବିଦ୍ୟା |,கல்வி தொழில்நுட்பம்
e e p rom,e e p rom
"1. ଅର୍ଥପୂର୍ଣ୍ଣ ଠିକଣା, 2. ପ୍ରଭାବଶାଳୀ ଠିକଣା |","1. அர்த்தமுள்ள முகவரி, 2. பயனுள்ள முகவரி"
ଅର୍ଥପୂର୍ଣ୍ଣ ଅପରେଣ୍ଡ୍ ଠିକଣା |,அர்த்தமுள்ள செயல்பாட்டு முகவரி
ପ୍ରଭାବଶାଳୀ କାର୍ଯ୍ୟ,பயனுள்ள நடவடிக்கை
ପ୍ରଭାବଶାଳୀ UID |,பயனுள்ள UID
ପ୍ରଭାବଶାଳୀ ସଂକ୍ରମଣ କାର୍ଯ୍ୟ,பயனுள்ள பரிமாற்ற செயல்பாடு
ଅକ୍ଟାଲ୍ ବାଇଟ୍ |,ஆக்டல் பைட்
"ଇଲେକ୍ଟ୍ରୋନିକ୍ ଶିକ୍ଷା, ଇ-ଲର୍ନିଂ |","மின்னணு கற்றல், மின் கற்றல்"
ନିର୍ବାଚନ ଆଲଗୋରିଦମ |,தேர்தல் அல்காரிதம்
ଇଲେକ୍ଟ୍ରୋନିକ୍ ମେଲ୍ ସେବା (ଇ-ମେଲ୍),மின்னணு அஞ்சல் சேவை (மின்னஞ்சல்)
"1. ଇଲେକ୍ଟ୍ରୋନିକ୍ ପ୍ରିଣ୍ଟିଙ୍ଗ୍, 2. ଇଲେକ୍ଟ୍ରୋନିକ୍ ପ୍ରିଣ୍ଟର୍ |","1.எலக்ட்ரானிக் பிரிண்டிங், 2.எலக்ட்ரானிக் பிரிண்டர்"
ବ electrical ଦୁତିକ ଆକାଉଣ୍ଟିଂ ମେସିନ୍ |,மின் கணக்கியல் இயந்திரம்
ଇଲେକ୍ଟ୍ରୋନିକ୍ସ,மின்னணுவியல்
ଇଲେକ୍ଟ୍ରୋନିକ୍ ନିଷ୍କାସନ ସିଷ୍ଟମ୍ (ECS),மின்னணு வெளியேற்ற அமைப்பு (ECS)
ଇଲେକ୍ଟ୍ରୋନିକ୍ ଡାଟା ଏକ୍ସଚେଞ୍ଜ୍ (EDI),மின்னணு தரவு பரிமாற்றம் (EDI)
ବ electronic ଦ୍ୟୁତିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |,மின்னணு தரவு செயலாக்கம்
ଇଲେକ୍ଟ୍ରୋନିକ୍ ବ୍ରୋସର |,மின்னணு சிற்றேடு
ଇଲେକ୍ଟ୍ରୋନିକ୍ ପାଣ୍ଠି ସ୍ଥାନାନ୍ତର ଯାନ୍ତ୍ରିକତା (EFTS),மின்னணு நிதி பரிமாற்ற வழிமுறை (EFTS)
"1. ଇଲେକ୍ଟ୍ରୋନିକ୍ ଜର୍ନାଲ୍, 2. ଇଲେକ୍ଟ୍ରୋନିକ୍ ଜର୍ନାଲ୍ |","1.எலக்ட்ரானிக் ஜர்னல், 2.எலக்ட்ரானிக் ஜர்னல்"
ବ electronic ଦ୍ୟୁତିକ ପ୍ରକାଶନ |,மின்னணு வெளியீடு
ଇଲେକ୍ଟ୍ରୋନିକ୍ ସୁଇଚ୍ |,மின்னணு சுவிட்ச்
"ଉପାଦାନ, ଉପାଦାନ","உறுப்பு, உறுப்பு"
ଇ-ମେଲ୍ |,மின்னஞ்சல்
"1. ଇ-ମେଲ୍ ଠିକଣା, 2. ଇଲେକ୍ଟ୍ରୋନିକ୍ ମେଲିଂ ଠିକଣା |","1. மின்னஞ்சல் முகவரி, 2. மின்னணு அஞ்சல் முகவரி"
ଏମ୍ବେଡ୍ ସିଷ୍ଟମ୍ |,உட்பொதிக்கப்பட்ட அமைப்பு
ଏମ୍ବେଡିଂ,உட்பொதித்தல்
ନିର୍ଗତ ଯୁକ୍ତ ତର୍କ (ECL),உமிழ்ப்பான் இணைந்த தர்க்கம் (ECL)
ଖାଲି ସ୍ଥାନ,காலியான இடம்
"1. ଖାଲି ଶୃଙ୍ଖଳା, 2. ଖାଲି ଶୃଙ୍ଖଳା |","1. வெற்று சங்கிலி, 2. வெற்று சங்கிலி"
ଯାନ୍ତ୍ରିକରଣ,இயந்திரமயமாக்கல்
"1. କ୍ୟାପସୁଲେସନ୍, 2. କ୍ୟାପସୁଲେସନ୍ |","1.கேப்சுலேஷன், 2.கேப்சுலேஷன்"
ଡିକୋଡର୍ |,குறிவிலக்கி
ଏନକୋଡିଂ,குறியாக்கம்
"1. ଏନକୋଡର୍, 2. କୋଡାକ୍ |","1. குறியாக்கி, 2. கோடாக்"
ଲୁକ୍କାୟିତ ତଥ୍ୟ |,மறைக்கப்பட்ட தரவு
ଲୁକ୍କାୟିତ ଫାଇଲ୍ ସିଷ୍ଟମ୍ |,மறைக்கப்பட்ட கோப்பு முறைமை
"1. ଏନକ୍ରିପସନ୍, 2. କୋଡିଂ, 3. ଏନକୋଡିଂ |","1. என்க்ரிப்ஷன், 2. கோடிங், 3. என்கோடிங்"
ବ୍ଲକ ଶେଷ,தொகுதி முடிவு
ଫାଇଲ୍-ଏଣ୍ଡ୍ |,கோப்பு-முடிவு
ଉପଯୋଗକର୍ତ୍ତା |,பயனர்
ପ୍ରବେଶ କର |,நுழைய
ପ୍ରବେଶ ଚାବି |,நுழைவு விசை
"1. ଉଦୟମ୍ ସ war ରଭ, 2. ଉଦୟ ସେବାକ୍ |","1. உத்யம் சர்வர், 2. உத்யம் சேவக்"
ଏଣ୍ଟରପ୍ରାଇଜ୍ ସିଷ୍ଟମ୍ |,நிறுவன அமைப்பு
ଶକ୍ତି,சக்தி
ଶକ୍ତି ସମ୍ବନ୍ଧ,சக்தி தொடர்பு
ପ୍ରବେଶ ସମୟ,நுழைவு நேரம்
ଇନପୁଟ୍ ଭେରିଏବଲ୍ |,உள்ளீடு மாறி
ଗଣନାଯୋଗ୍ୟ,எண்ணத்தக்க
ପରିବେଶ,சூழல்
"1. ଯୁଗ, 2 ଯୁଗ, 3 ନିର୍ଦ୍ଦେଶ ମୁହୂର୍ତ୍ତ","1. சகாப்தம், 2. சகாப்தம், 3. அறிவுறுத்தல் தருணம்"
EPRAM (ଫାଇନାନ୍ସିଆଲ୍ ପ୍ରୋଗ୍ରାମେବଲ୍ ପଠନୀୟ ମେମୋରୀ),EPRAM (நிதி நிரல்படுத்தக்கூடிய படிக்க-மட்டும் நினைவகம்)
ଏପସିଲନ୍ କନଷ୍ଟ୍ରିକ୍ଟର୍ |,epsilon constrictor
ସମାନତା,சமநிலைப்படுத்தி
ଉପକରଣ,உபகரணங்கள்
ସମାନତା ଶ୍ରେଣୀ,சமநிலை வகுப்பு
ସମାନ ସମ୍ପର୍କ,சமமான உறவு
"1. ବିଲୁପ୍ତ, 2. ବିଲୋପ","1. அழிவு, 2. ஒழிப்பு"
ତ୍ରୁଟି ସଂଶୋଧନ କୋଡ୍ |,பிழை திருத்தம் குறியீடு
ତ୍ରୁଟି ସଂଶୋଧନ,பிழை திருத்தம்
ତ୍ରୁଟି ଚିହ୍ନଟ,பிழை கண்டறிதல்
ତ୍ରୁଟି ନିୟନ୍ତ୍ରଣ,பிழை கையாளுதல்
ତ୍ରୁଟି ସନ୍ଦେଶ |,பிழை செய்தி
ତ୍ରୁଟି ହାର,பிழை விகிதம்
ତ୍ରୁଟି ପୁନରୁଦ୍ଧାର,பிழை மீட்பு
ତ୍ରୁଟି ନାମ,பிழை பெயர்
ପଳାୟନ ପ୍ରତୀକ |,தப்பிக்கும் சின்னம்
ଇଥରନେଟ୍ |,ஈதர்நெட்
ଘଟଣା,நிகழ்வு
ଇଭେଣ୍ଟ ଶୃଙ୍ଖଳା |,நிகழ்வு சங்கிலி
ଇଭେଣ୍ଟ ନିୟନ୍ତ୍ରଣ |,நிகழ்வு கட்டுப்பாடு
ଇଭେଣ୍ଟ କାଉଣ୍ଟର,நிகழ்வு கவுண்டர்
ବ୍ୟତିକ୍ରମ ନିୟନ୍ତ୍ରଣ |,விதிவிலக்கு கையாளுதல்
ଡିସ୍କ ସଂରକ୍ଷଣ ବିନିମୟ କରନ୍ତୁ |,பரிமாற்ற வட்டு சேமிப்பு
ବହିଷ୍କାର,விலக்குதல்
ସ୍ୱତନ୍ତ୍ର ଏବଂ (x କିମ୍ବା),பிரத்தியேக மற்றும் (x அல்லது)
ଏକଜେକ୍ୟୁଟେବଲ୍ ପ୍ରୋଗ୍ରାମ୍,இயங்கக்கூடிய நிரல்
ନିଷ୍ପାଦନ ଷ୍ଟେଟମେଣ୍ଟ,மரணதண்டனை அறிக்கை
ଚୟନ ସନ୍ଧାନ |,தேர்ந்தெடுக்கப்பட்ட தேடல்
ବିଦ୍ୟମାନ,இருக்கும்
ସମସ୍ୟା,பிரச்சினை
ବିଶେଷଜ୍ଞ ବ୍ୟବସ୍ଥା |,நிபுணர் அமைப்பு
"1. ଅଭିବ୍ୟକ୍ତି, 2 ଅଭିବ୍ୟକ୍ତି","1. வெளிப்பாடு, 2. வெளிப்பாடு"
ବିସ୍ତାରିତ ଗ୍ରାଫିକାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ (x g a),விரிவாக்கப்பட்ட வரைகலை அணி (x g a)
ବିସ୍ତାରିତ ଶିଳ୍ପ ମାନକ (EIS),விரிவாக்கப்பட்ட தொழில்துறை தரநிலைகள் (EIS)
ଓଭରଲୋଡ୍ ମେସିନ୍ |,அதிக சுமை கொண்ட இயந்திரம்
ବିସ୍ତୃତ ସ୍ମୃତି,நீட்டிக்கப்பட்ட நினைவகம்
"1. ବିସ୍ତାରିତ ସଠିକତା, 2. ବିସ୍ତାରିତ ସଠିକତା |","1. விரிவாக்கப்பட்ட துல்லியம், 2. விரிவாக்கப்பட்ட துல்லியம்"
"1. ବିସ୍ତାରିତ ସର୍ଟିଂ, 2. ବିସ୍ତାରିତ ପୃଥକତା |","1. விரிவாக்கப்பட்ட வரிசையாக்கம், 2. விரிவாக்கப்பட்ட பிரித்தல்"
ପାଟିକରି ଡାକିବା,கூப்பிடு
ବାହ୍ୟ ତ୍ରୁଟି |,வெளிப்புற பிழை
ବାହ୍ୟ କାର୍ଯ୍ୟ,வெளிப்புற செயல்பாடு
ବାହ୍ୟ ବାଧା,வெளிப்புற குறுக்கீடு
"1. ବାହ୍ୟ ସ୍ମୃତି, 2. ବାହ୍ୟ ସ୍ମୃତି","1.புற நினைவகம், 2.புற நினைவகம்"
ବାହ୍ୟ ସ୍ମୃତି,வெளிப்புற நினைவகம்
ବାହ୍ୟ ମୋଡେମ୍ |,வெளிப்புற மோடம்
ବାହ୍ୟ ସନ୍ଦର୍ଭ,வெளிப்புற குறிப்பு
ବାହ୍ୟ ସନ୍ଧାନ |,வெளிப்புற தேடல்
ବାହ୍ୟ ସଂରକ୍ଷଣ ଉପକରଣ,வெளிப்புற சேமிப்பக சாதனம்
ନିଷ୍କାସନ,பிரித்தெடுத்தல்
ବହିଷ୍କାର,எக்ஸ்ட்ராபோலேஷன்
ପ୍ୟାନେଲ୍ ବର୍ଣ୍ଣ ପ୍ରିଣ୍ଟର୍,பேனல் எழுத்து அச்சுப்பொறி
ବିଫଳ-ସୁରକ୍ଷା କାର୍ଯ୍ୟ,தோல்வி-பாதுகாப்பு செயல்பாடு
ବିଫଳତା ହାର,தோல்வி விகிதம்
ବିଫଳତା ନିଷ୍କାସନ,தோல்வி வெளியேற்றம்
ମିଥ୍ୟା କୋଡ୍,தவறான குறியீடு
ମିଥ୍ୟା ତ୍ରୁଟି |,தவறான பிழை
"1. ନିବେଶ, 2. ନିବେଶ ପଏଣ୍ଟ |","1.முதலீடு, 2.முதலீட்டு புள்ளிகள்"
"1. ଇସୁ, 2. ସଂଖ୍ୟା ସଂଖ୍ୟା","1. வெளியீடு, 2. வெளியீடு எண்"
"1. ନକଲ I / O ଉପକରଣ, 2 ନକଲ ଇନପୁଟ୍ ଉପକରଣ / ଆଉଟପୁଟ୍","1. பிரதி I/O சாதனம், 2. பிரதி உள்ளீட்டு சாதனம்/வெளியீடு"
ଦ୍ରୁତ ଫୁରିଅର୍ ସ୍ଥାନାନ୍ତର |,விரைவான நான்கு பரிமாற்றம்
ସାଂଘାତିକ ତ୍ରୁଟି |,கொடிய பிழை
ତ୍ରୁଟି ଚିହ୍ନଟ,தவறு கண்டறிதல்
ତ୍ରୁଟି ନିଦାନ,தவறு கண்டறிதல்
ଦୋଷ ସହନଶୀଳତା |,தவறு சகிப்புத்தன்மை
ଫ୍ୟାକ୍ସ,தொலைநகல்
ଫ୍ୟାକ୍ସ ବାର୍ତ୍ତା |,தொலைநகல் செய்தி
f dc,எஃப் டிசி
ଲକ୍ଷଣ ଚିହ୍ନଟ,அறிகுறி கண்டறிதல்
ପୂର୍ଣ୍ଣ ଚକ,நிரப்பு சக்கரம்
ପୁନ vest ନିବେଶ,மறு முதலீடு
"1. ଯୋଗାଣକାରୀ, 2. ପୁଷ୍ଟିକର ଖାଦ୍ୟ, 3. ଫିଡର୍ |","1.சப்ளையர், 2.ஊட்டச்சத்து, 3.ஊட்டி"
anan,அயன்
ଫିବୋନାକ୍ସି ଆବିଷ୍କାର |,ஃபைபோனச்சி கண்டுபிடிப்பு
ଫିବୋନାକ୍ସି କ୍ରମ |,ஃபைபோனச்சி வரிசை
ଫିବୋନାକ୍ସି ସିରିଜ୍ |,ஃபைபோனச்சி தொடர்
ଫାଇବର ଅପ୍ଟିକ୍ସ |,ஃபைபர் ஆப்டிக்ஸ்
ଫିଡୋ ଜାଲ |,ஃபிடோ பொறி
ଅଞ୍ଚଳ,பிராந்தியம்
ପଞ୍ଚମ ପି generation ଼ିର କମ୍ପ୍ୟୁଟର |,ஐந்தாம் தலைமுறை கணினி
"1. ଫାଇଲ, 2 ଫାଇଲ୍ |","1.கோப்பு, 2. கோப்பு"
ଫାଇଲ୍ ପ୍ରବେଶ ପଦ୍ଧତି |,கோப்பு அணுகல் முறை
ଫାଇଲ୍ ଆବଣ୍ଟନ ସାରଣୀ |,கோப்பு ஒதுக்கீடு அட்டவணை
ଫାଇଲ୍ ସଙ୍କୋଚନ |,கோப்பு சுருக்கம்
ଫାଇଲ୍ କପି,கோப்பு நகலெடுக்கிறது
ଫାଇଲ୍ ବିନ୍ୟାସ,கோப்பு கட்டமைப்பு
ଫାଇଲ୍ ମିଶ୍ରଣ |,கோப்பு ஒன்றிணைத்தல்
ଫାଇଲ୍ ପୁନରୁଦ୍ଧାର,கோப்பு மீட்பு
ଫାଇଲ୍ ଷ୍ଟୋରେଜ୍ |,கோப்பு சேமிப்பு
ଫାଇଲ୍ ଗଠନ,கோப்பு அமைப்பு
ଫାଇଲ୍ ସିଷ୍ଟମ୍ |,கோப்பு முறை
ଫାଇଲ୍ ସ୍ଥାନାନ୍ତର |,கோப்பு பரிமாற்றம்
ଫାଇଲ୍ ସ୍ଥାନାନ୍ତର ପ୍ରୋଟୋକଲ୍ (FTP),கோப்பு பரிமாற்ற நெறிமுறை (FTP)
ଫିଲ୍ଟର୍,வடிகட்டி
ଶେଷ ସ୍ଥିତି |,கடைசி நிலை
ସନ୍ଧାନ କର |,தேடு
ସୀମିତ ରାଜ୍ୟ ଯନ୍ତ୍ର |,வரையறுக்கப்பட்ட நிலை இயந்திரம்
ଅଗ୍ନି କାନ୍ଥ,தீ சுவர்
ଫର୍ମୱେୟାର |,நிலைபொருள்
ପ୍ରଥମେ ସେବା କର |,முதலில் வருபவர்களுக்கு முன்னுரிமை
ପ୍ରଥମ ପି generation ଼ିର କମ୍ପ୍ୟୁଟର |,முதல் தலைமுறை கணினி
ପ୍ରଥମ ଇନପୁଟ୍ ପ୍ରଥମ ଇସ୍ୟୁ (FIFO),முதல் உள்ளீடு முதல் வெளியீடு (FIFO)
ପ୍ରଥମ କ୍ରମ ଆର୍ଗୁମେଣ୍ଟ୍ |,முதல் வரிசை வாதம்
ପ୍ରଥମ କ୍ରମ ନୀତି |,முதல் வரிசை கொள்கை
ସ୍ଥିର ବିଭାଜନ |,நிலையான பிரிவு
ସାଇନ୍ କରନ୍ତୁ |,கையெழுத்து
ନମନୀୟ ଡିସ୍କ |,நெகிழ்வான வட்டு
ଫ୍ଲପି ଡିସ୍କ |,நெகிழ் வட்டு
ଫ୍ଲପି ଡିସ୍କ ଡ୍ରାଇଭ (FDD),பிளாப்பி டிஸ்க் டிரைவ் (FDD)
ଫ୍ଲୋ ଚାର୍ଟ,ஓட்ட விளக்கப்படம்
ନିୟନ୍ତ୍ରଣ ପ୍ରବାହ,கட்டுப்பாடு ஓட்டம்
ପୂର୍ବାବଲୋକନ,முந்தியது
ଫୋଲ୍ଡର,கோப்புறை
ଫଣ୍ଟ,எழுத்துரு
ଫଣ୍ଟ ପରିବାର,எழுத்துரு குடும்பம்
ବାହ୍ୟ ଚାବି |,வெளிப்புற விசை
ଫର୍ମ |,படிவம்
ସାଙ୍କେତିକ ଭାଷା |,குறியீட்டு மொழி
ସାଙ୍କେତିକ ପଦ୍ଧତି |,குறியீட்டு முறை
"1. ଫର୍ମାଟ୍, 2.ଫର୍ମ","1.வடிவம், 2.வடிவம்"
ଚିତ୍ରାଙ୍କନ,வரைதல்
ଦୁର୍ଗ,ஃபோர்ட்ரான்
"1. ଫର୍ଟ୍ରାନ୍ (ଏକ କମ୍ପ୍ୟୁଟର ଭାଷା) ପ୍ରୋଗ୍ରାମ୍, 2. ଫୋର୍ଟ୍ରାନ୍ ପ୍ରୋଗ୍ରାମିଂ |","1.Fortran (ஒரு கணினி மொழி) நிரல், 2.Fortran நிரலாக்க"
ଅଗ୍ରଗାମୀ ସ୍ଲାସ୍ |,முன்னோக்கி சாய்வு
4th ର୍ଥ ପି generation ଼ିର କମ୍ପ୍ୟୁଟର |,4வது தலைமுறை கணினி
ବିଭାଗ,பிரிவு
ଫ୍ରେମ୍,சட்டகம்
"1. ମାଗଣା ଜାଲ, 2. ମାଗଣା ଜାଲ |","1.இலவச வலை, 2.இலவச வலை"
ମାଗଣା ସଫ୍ଟୱେର୍ ଟ୍ରଷ୍ଟ |,இலவச மென்பொருள் நம்பிக்கை
ମାଗଣା ସଂରକ୍ଷଣ,இலவச சேமிப்பு
ମାଗଣା |,இலவச மென்பொருள்
ଆଗ,முன்
"1. ଫ୍ରଣ୍ଟ୍ ପ୍ୟାନେଲ୍, 2. ଫ୍ରଣ୍ଟ୍ ପ୍ୟାନେଲ୍ |","1.முன் பலகம், 2.முன் பலகம்"
"1. କାର୍ଯ୍ୟ, 2 କାର୍ଯ୍ୟ","1.செயல்பாடுகள், 2. செயல்பாடு"
ଫଙ୍କସନ୍ କୀ,செயல்பாட்டு விசை
ଫଙ୍କସନ୍ ରେଫରେନ୍ସ,செயல்பாடு குறிப்பு
କାର୍ଯ୍ୟକ୍ଷମ ନିର୍ଭରଶୀଳତା |,செயல்பாட்டு சார்பு
କାର୍ଯ୍ୟ ପରୀକ୍ଷା,செயல்பாடு சோதனை
"1. ଅସ୍ପଷ୍ଟ ତର୍କ, 2. ଅସ୍ପଷ୍ଟ ତର୍କ |","1. தெளிவற்ற தர்க்கம், 2. தெளிவற்ற தர்க்கம்"
"1. ଫୁଜି ସେଟ୍, 2. ଫୁଜି ସେଟ୍ |","1. தெளிவற்ற தொகுப்பு, 2. தெளிவற்ற தொகுப்பு"
ଲାଭ,ஆதாயம்
କ୍ରୀଡା ବୃକ୍ଷ |,விளையாட்டு மரம்
ବ୍ୟବଧାନ ବର୍ଣ୍ଣ,இடைவெளி பாத்திரம்
ଅଳିଆ,குப்பை
ଅଳିଆ ସଂଗ୍ରହ,குப்பை சேகரிப்பு
ଅଳିଆ ସଂଗ୍ରହ,குப்பை சேகரிப்பு
ଆବର୍ଜନା ଭିତରେ ଆବର୍ଜନା (ଜିଗୋ),குப்பை உள்ளே குப்பை வெளியே (ஜிகோ)
ଦ୍ୱାର,கதவு
