Punjabi,Bengali
ਬਾਹਰੀ ਵੰਡਿਆ,বাহ্যিকভাবে বিভক্ত
ਬਾਹਰੀ ਗਰਮ ਚਾਪ,বাহ্যিকভাবে উত্তপ্ত চাপ
ਅਲੋਪ ਕੁਦਰਤੀ ਵਿਘਨ,বিলুপ্ত প্রাকৃতিক বিচ্ছিন্নতা
"ਵਿਨਾਸ਼, ਵਿਨਾਸ਼","বিলুপ্তি, বিনাশ"
"ਵਿਲੁਪਤ ਗੁਣਾਂਕ, ਵਿਲੁਪਤ ਗੁਣਾਂਕ","বিলুপ্তি সহগ, বিলুপ্তি সহগ"
ਅਲੋਪ ਹੋਣ ਦੀ ਸੰਭਾਵਨਾ,বিলুপ্তির সম্ভাবনা
ਡਿਸਚਾਰਜ ਵੋਲਟੇਜ,স্রাব ভোল্টেজ
"ਵੋਲਟਮੀਟਰ, ਐਕਸਿੰਕਟੋਮੀਟਰ","ভোল্টমিটার, বিলুপ্ত যন্ত্র"
ਵਾਧੂ ਅੱਧੀ ਮੰਜ਼ਿਲ,অতিরিক্ত অর্ধ তলা
ਬਹੁਤ ਉੱਚ ਸੰਭਾਵਨਾ,খুব উচ্চ সম্ভাবনা
ਗੈਰ-ਲੀਨੀਅਰ ਬਿੰਦੂ,অ-রৈখিক বিন্দু
"ਅਲੌਕਿਕ ਮੂਲ, ਬਾਹਰੀ ਧਰਤੀ ਦਾ ਮੂਲ","বহির্জাগতিক উৎপত্তি, বহির্জাগতিক উৎপত্তি"
ਬਾਹਰੀ ਚਾਰਜ,বাহ্যিক চার্জ
ਬਾਹਰੀ ਮੌਜੂਦਾ,বাহ্যিক বর্তমান
ਬਾਹਰੀ ਤਾਕਤ,বাহ্যিক শক্তি
ਬਾਹਰੀ ਰੌਲਾ,বাহ্যিক শব্দ
ਵਾਧੂ ਪ੍ਰਮਾਣੂ ਇਲੈਕਟ੍ਰੋਨ,অতিরিক্ত পারমাণবিক ইলেকট্রন
ਵਾਧੂ ਨਿਊਕਲੀਅਸ,অতিরিক্ত নিউক্লিয়াস
ਅਸਧਾਰਨ ਬਣਤਰ,এক্সট্রা নিউক্লিয়ার গঠন
"ਅਸਧਾਰਨ, ਅਸਧਾਰਨ","অস্বাভাবিক, অসাধারণ"
ਬੇਮਿਸਾਲ ਸਪੈਲਿੰਗ,ব্যতিক্রমী বানান
ਅਸਧਾਰਨ ਬੀਮ,অসাধারণ মরীচি
ਅਸਧਾਰਨ ਲਹਿਰ,অসাধারণ তরঙ্গ
ਗ੍ਰਹਿ ਸਪੇਸ,গ্রহের স্থান
ਵਾਧੂ ਮੁੱਲ,এক্সট্রাপোলেটেড মান
"ਬਾਹਰ ਜਾਣ ਵਾਲਾ, ਬਾਹਰ ਜਾਣ ਵਾਲਾ","বহির্মুখী, বহির্মুখী"
ਆਊਟਫਲੋ ਅੰਤ ਬਿੰਦੂ,বহিঃপ্রবাহ শেষ বিন্দু
"ਐਕਸਟਰਡਡ ਰੇਂਜ, ਐਕਸਟਰੂਡ ਰੇਂਜ","এক্সট্রুড রেঞ্জ, এক্সট্রুড রেঞ্জ"
ਐਕਸਟਰਪੋਲੇਸ਼ਨ,এক্সট্রাপোলেশন
ਐਕਸਟਰਪੋਲੇਸ਼ਨ ਦੂਰੀ,এক্সট্রাপোলেশন দূরত্ব
ਐਕਸਟਰਪੋਲੇਸ਼ਨ ionization ਚੈਂਬਰ,এক্সট্রাপোলেশন আয়নাইজেশন চেম্বার
ਬੇਦਖਲੀ ਆਪਰੇਟਰ,বর্জন অপারেটর
ਐਕਸਟਰਪੋਲੇਸ਼ਨ ਤਕਨੀਕ,এক্সট্রাপোলেশন কৌশল
"ਪਾਰਥੀਵਤਾਰ, ਭੂਮੇਤਰ","পার্থিবতার, ভূমেতর"
ਬਾਹਰੀ ਪਦਾਰਥ,বহির্জাগতিক বস্তু
ਅਤਿ ਸੰਤੁਲਨ ਲਾਈਨ,চরম ভারসাম্য লাইন
ਅਤਿ ਸਿੰਗਲ ਕਣ ਸ਼ੈੱਲ ਮਾਡਲ,চরম একক কণা শেল মডেল
ਸਿਖਰ ਮੁੱਲ,সর্বোচ্চ মূল্য
ਬਾਹਰੀ,বহিরাগত
ਬਾਹਰੀ ਅਧਾਰ ਪ੍ਰਤੀਰੋਧ,বাহ্যিক ভিত্তি প্রতিরোধের
"ਬਾਹਰੀ conductivity, exogenous conductivity","বহিরাগত পরিবাহিতা, বহিরাগত পরিবাহিতা"
ਬਾਹਰੀ ਕੰਟਰੋਲ,বাহ্যিক নিয়ন্ত্রণ
"ਬਾਹਰੀ ਕਾਰਕ, ਬਾਹਰੀ ਕਾਰਕ","বাহ্যিক ফ্যাক্টর, বাহ্যিক ফ্যাক্টর"
ਬਾਹਰੀ ਜਾਇਦਾਦ,বহিরাগত সম্পত্তি
ਅਭੇਦ ਸੈਮੀਕੰਡਕਟਰ,দুর্ভেদ্য অর্ধপরিবাহী
"ਅੱਖ, ਅੱਖ","চোখ, চোখ"
ਉਪ ਅੱਖ,উপচক্ষু
ਅਭਿਨੇਤਰੀ ਲੈਂਸ,অভিনেত্রী লেন্স
ਅੱਖ ਦੀ ਦੂਰੀ,চোখের দূরত্ব
ਆਈਪੀਸ,আইপিস
"ਨੇਤਰ ਦਾ ਪੈਮਾਨਾ, ਨੇਤਰ ਦਾ ਪੈਮਾਨਾ","চক্ষু সংক্রান্ত স্কেল, চক্ষু সংক্রান্ত স্কেল"
ਅੱਖ ਦਾ ਪੈਮਾਨਾ,চোখের স্কেল
ਅਕਸ਼ੇਕਾ,অক্ষয়িকা
F meson,এফ মেসন
"F-ਕੇਂਦਰ, ਰੰਗ-ਕੇਂਦਰ","এফ-সেন্টার, রঙ-কেন্দ্র"
"F-ਪਰਤ, F-ਪਰਤ","F-স্তর, F-স্তর"
fm (ਫ੍ਰੀਕੁਐਂਸੀ ਮੋਡੂਲੇਸ਼ਨ) ਅਲਟੀਮੀਟਰ,fm (ফ্রিকোয়েন্সি মড্যুলেশন) অল্টিমিটার
fm (ਫ੍ਰੀਕੁਐਂਸੀ ਮੋਡੂਲੇਸ਼ਨ) ਡਿਟੈਕਟਰ,এফএম (ফ্রিকোয়েন্সি মডুলেশন) ডিটেক্টর
"fm ਰੇਡੀਓ ਅਲਟੀਮੀਟਰ, ਭੂਮੀ ਸੂਚਕ","এফএম রেডিও অল্টিমিটার, ভূখণ্ড নির্দেশক"
f-ਨੰਬਰ,f-সংখ্যা
F-ਮੁੱਲ,F- মান
FDS ਨਿਯਮ,FDS নিয়ম
F- ionosphere ਪਰਤ,F- আয়নোস্ফিয়ার স্তর
F2 - ionosphere ਪਰਤ,F2 - আয়নোস্ফিয়ার স্তর
ਨਿਰਮਾਣ ਪਲਾਂਟ,ফ্যাব্রিকেশন প্ল্যান্ট
"ਚਿਹਰਾ, ਪਾਸੇ, ਸਾਹਮਣੇ, ਚਿਹਰਾ, ਚਿਹਰਾ, ਚਿਹਰਾ","মুখ, পাশে, সামনে, মুখ, মুখ, মুখ"
ਤਖ਼ਤੀ ਕੇਂਦਰਿਤ,তক্তা কেন্দ্রিক
ਚਿਹਰਾ-ਕੇਂਦਰਿਤ ਘਣ,মুখ-কেন্দ্রিক ঘনক্ষেত্র
ਚਿਹਰਾ-ਕੇਂਦਰਿਤ ਘਣ ਧਾਤ,মুখকেন্দ্রিক ঘন ধাতু
ਚਿਹਰਾ ਤਿਕੋਣਾ,মুখ তির্যক
feckner ਅੰਸ਼,ফেকনার ভগ্নাংশ
"ਫੈਕੋਮ, ਕਲਾਤੁਲ","ফেকম, কালাতুল"
ਪ੍ਰਤੀਕ੍ਰਿਤੀ,প্রতিরূপ
ਪ੍ਰਤੀਕ੍ਰਿਤੀ ਚਾਰਟ,প্রতিলিপি চার্ট
ਪ੍ਰਤੀਕ੍ਰਿਤੀ ਰਿਕਾਰਡਰ,প্রতিরূপ রেকর্ডার
ਪ੍ਰਤੀਕ੍ਰਿਤੀ ਸੰਚਾਰ,প্রতিলিপি যোগাযোগ
"ਕਾਰਕ, ਕਾਰਕ, ਕਾਰਕ, ਧਾਰਾ, ਕਾਰਕ, ਗੁਣਕ","গুণনীয়ক, গুণনীয়ক, গুণনীয়ক, ধারা, গুণনীয়ক, গুণক"
ਗਤੀ ਕਾਰਕ,ভরবেগ ফ্যাক্টর
ਸੁਰੱਖਿਆ ਕਾਰਕ,নিরাপত্তা ফ্যাক্টর
ਬਿਜਲੀ,বৈদ্যুতিক
ਕ੍ਰੋਮੋਸਫੇਅਰਿਕ ਇਲੈਕਟ੍ਰੋਡਾਇਨਾਮਿਕਸ,ক্রোমোস্ফিয়ারিক ইলেক্ট্রোডাইনামিকস
ਤਿੱਖਾ ਕਰਨਾ,শার্পনিং
ਕਮੀ,lacunae
epidermis,এপিডার্মিস
ਧਿਆਨ,ক্ষয়
denudation ਕੰਪਲੈਕਸ,ডিনুডেশন কমপ্লেক্স
ਫਾਰਨਹੀਟ ਤਾਪਮਾਨ,ফারেনহাইট তাপমাত্রা
ਨੁਕਸ ਸੁਰੱਖਿਆ ਕੰਟਰੋਲ,ত্রুটি সুরক্ষা নিয়ন্ত্রণ
"ਅਸਫਲਤਾ, ਅਸਫਲਤਾ","ব্যর্থতা, ব্যর্থতা"
ਮੱਧਮ ਰੋਸ਼ਨੀ,মৃদু আলো
ਨਿਰਪੱਖ ਬੱਚਾ,fairchild
ਫੇਅਰਚਾਈਲਡ ਫਲਾਈਟ ਐਨਾਲਾਈਜ਼ਰ,ফেয়ারচাইল্ড ফ্লাইট বিশ্লেষক
"ਟ੍ਰੈਕਸ਼ਨ ਗ੍ਰਾਸੀ, ਫੇਅਰਿੰਗ","ট্র্যাকশন গ্রাসি, ফেয়ারিং"
ਸਹੀ ਰਿਕਾਰਡ,সঠিক রেকর্ড
ਟੈਡਅੱਪ ਰੀਪ੍ਰੋਡਿਊਸ,Tadup পুনরুত্পাদন
ਅਪ੍ਰਤੱਖ ਧਾਰਾ,অব্যহতিমূলক ধারা
ਸੰਭਾਵੀ ਗਿਰਾਵਟ,সম্ভাব্য ড্রপ
"ਪਤਨ ਦੀ ਮਿਆਦ, ਪਤਨ ਦੀ ਮਿਆਦ","পতনের সময়, পতনের সময়কাল"
ਢਹਿ,পতন
ਭਰਮ,বিভ্রম
ਫੇਡ ਪੁਆਇੰਟ ਵਿਧੀ,ফেইড পয়েন্ট পদ্ধতি
ਫਾਥੀ ਕੰਦ ਵਿਸਕੌਸਿਟੀ ਵਿਧੀ,ফাথি কন্দ সান্দ্রতা পদ্ধতি
ਪਾਈ ਬਾਲ ਵਿਸਕੋਮੀਟਰ,পাই বল ভিসকোমিটার
ਨੁਕਸਦਾਰ ਝੁਕਿਆ,ত্রুটিপূর্ণ বাঁক
ਝੂਠੀ ਗੂੰਜ,মিথ্যা প্রতিধ্বনি
"ਵਰਚੁਅਲ ਸੰਤੁਲਨ, ਵਰਚੁਅਲ ਸੰਤੁਲਨ","ভার্চুয়াল ভারসাম্য, ভার্চুয়াল ভারসাম্য"
ਵਰਚੁਅਲ ਹੋਰੀਜ਼ਨ,ভার্চুয়াল দিগন্ত
ਵਿਸ਼ੇਸ਼ਤਾ ਕੁੱਲ,চারিত্রিক মোট
ਖੰਭ antenna,পালক অ্যান্টেনা
ਖੰਭ ਸ਼ਤੀਰ,পালকের মরীচি
ਖੰਭ ਬੀਕਨ,পালক বীকন
ਪੱਖਾ ਚੋਟੀ ਦੇ ਰੇਡੀਏਟਰ,ফ্যান শীর্ষ রেডিয়েটার
ਇੰਪੁੱਟ,ইনপুট
ਇੰਪੁੱਟ ਸਰਕਟ,ইনপুট সার্কিট
ਜਾਰੀ ਨੰਬਰ,সংস্করণ সংখ্যা
ਆਉਟਪੁੱਟ ਸਰਕਟ,আউটপুট সার্কিট
ਵਿੰਗ ਬੀਮ ਐਂਟੀਨਾ,উইং বিম অ্যান্টেনা
ਕਾਰ੍ਕ ਪੇਚ,কর্ক স্ক্রু
ਰਿਮੋਟ ਖੇਤਰ,প্রত্যন্ত অঞ্চল
ਦੂਰ ਇਨਫਰਾਰੈੱਡ,দূর অবলোহিত
ਦੂਰ ਇਨਫਰਾਰੈੱਡ ਪ੍ਰਮੁੱਖ,দূর ইনফ্রারেড প্রধান
ਦੂਰ ਬਿੰਦੂ,দূর বিন্দু
Fraunhofer ਖੇਤਰ,ফ্রাউনহোফার অঞ্চল
ਦੂਰ ਅਲਟਰਾਵਾਇਲਟ,দূর অতিবেগুনী
ਰਿਮੋਟ ਅਪ੍ਰਸੰਗਿਕ ਸਿਗਨਲ,দূরবর্তী অপ্রাসঙ্গিক সংকেত
ਫਰਾਦ (ਇਕਾਈ),ফ্যারাড (ইউনিট)
ਫੈਰਾਡੇ (ਇਕਾਈ),ফ্যারাডে (একক)
ਫੈਰਾਡੇ ਪਿੰਜਰੇ,ফ্যারাডে খাঁচা
ਫੈਰਾਡੇ ਦਾ ਹਨੇਰਾ ਖੇਤਰ,ফ্যারাডে এর অন্ধকার অঞ্চল
ਫੈਰਾਡੇ ਸਰਕਲ,ফ্যারাডে বৃত্ত
ਫੈਰਾਡੇ ਦਾ ਪ੍ਰਭਾਵ,ফ্যারাডে এর প্রভাব
ਫੈਰਾਡੇ ਦੇ ਬਰਫ਼ ਦਾ ਪ੍ਰਯੋਗ,ফ্যারাডে এর স্নোফ্লেক পরীক্ষা
ਫੈਰਾਡੇ ਰਿਫ੍ਰੈਕਟਿਵ ਇੰਡੈਕਸ,ফ্যারাডে প্রতিসরণ সূচক
ਫੈਰਾਡੇ ਰੋਟੇਸ਼ਨ,ফ্যারাডে ঘূর্ণন
ਫੈਰਾਡੇ ਰੋਟੇਸ਼ਨਲ ਆਈਸੋਲਟਰ,ফ্যারাডে রোটেশনাল আইসোলেটর
ਫੈਰਾਡੇ-ਟਿੰਡਲ ਬੀਮ,ফ্যারাডে-টিন্ডাল বিম
ਫੈਰਾਡੇ ਦਾ ਇਲੈਕਟ੍ਰੋਲਾਈਸਿਸ ਦਾ ਨਿਯਮ,ফ্যারাডে এর তড়িৎ বিশ্লেষণের সূত্র
ਫਾਰੇਡੀਅਨ ਕਰੰਟ,ফ্যারাডিয়ান স্রোত
ਅੱਗੇ ਵਿਭਾਜਨ,অগ্র ব্যবচ্ছেদ
ਦੂਰ ਬਿੰਦੂ,দূর বিন্দু
ਕਿਰਾਏ ਦੀ ਸ਼੍ਰੇਣੀ,ভাড়া বিভাগ
ਪ੍ਰਤੀਕ੍ਰਿਤੀ,প্রতিরূপ
ਪ੍ਰਤੀਕ੍ਰਿਤੀ ਪ੍ਰਾਪਤ ਕਰਨ ਵਾਲਾ,প্রতিরূপ রিসিভার
ਪ੍ਰਤੀਕ੍ਰਿਤੀ ਰਿਕਾਰਡਿੰਗ,প্রতিরূপ রেকর্ডিং
ਨਕਲ ਸਿਗਨਲ,প্রতিলিপি সংকেত
"ਤੇਜ਼, ਤੇਜ਼, ਤੇਜ਼, ਤੇਜ਼, ਤੇਜ਼, ਤੇਜ਼","দ্রুত, দ্রুত, দ্রুত, দ্রুত, দ্রুত, দ্রুত"
ਤੇਜ਼ ਐਂਪਲੀਫਾਇਰ,দ্রুত পরিবর্ধক
ਜਹਾਜ਼ ਦੇ ਧੁਰੇ,জাহাজ অক্ষ
ਜਹਾਜ਼ ਸਰਕਟ,জাহাজ সার্কিট
ਤੇਜ਼ ਗਤੀਸ਼ੀਲ ਇਲੈਕਟ੍ਰੋਨ,দ্রুত চলমান ইলেকট্রন
ਤੇਜ਼ ਵਿਖੰਡਨ,দ্রুত বিভাজন
ਤੇਜ਼ ਵਿਖੰਡਨ ਪ੍ਰਭਾਵ,দ্রুত বিভাজন প্রভাব
ਤੇਜ਼ ਵਿਖੰਡਨ ਕਾਰਕ,দ্রুত বিদারণ ফ্যাক্টর
ਤੇਜ਼ ਸਲਾਟ,দ্রুত স্লট
ਤੇਜ਼ ionization ਚੈਂਬਰ,দ্রুত আয়নকরণ চেম্বার
ਤੇਜ਼ ਚੁੰਬਕ ਧੁਨੀ ਬੰਦ ਹੋਣਾ,দ্রুত চুম্বক শব্দ বিরতি
ਤੇਜ਼ ਗਤੀ ਪ੍ਰਭਾਵ,দ্রুত গতির প্রভাব
ਤੇਜ਼ ਨਿਊਟ੍ਰੋਨ,দ্রুত নিউট্রন
ਤੇਜ਼ ਨਿਊਟ੍ਰੋਨ ਕੰਪਲੈਕਸ,দ্রুত নিউট্রন কমপ্লেক্স
ਤੇਜ਼ ਨਿਊਟ੍ਰੋਨ ਰਿਐਕਟਰ,দ্রুত নিউট্রন চুল্লি
ਐਕਸਲੇਟਰ ਲਾਈਟ ਇਲੈਕਟ੍ਰੋਨ ਐਂਪਲੀਫਾਇਰ,অ্যাক্সিলারেটর আলো ইলেকট্রন পরিবর্ধক
ਤੇਜ਼ ਪ੍ਰਤੀਕਰਮ,দ্রুত প্রতিক্রিয়া
ਤੇਜ਼ ਨਿਊਟ੍ਰੋਨ ਰਿਐਕਟਰ,দ্রুত নিউট্রন চুল্লি
ਤੇਜ਼ ਰੇਡੀਅਸ ਹਿੱਸੇ ਦੀ ਗਤੀ,দ্রুত ব্যাসার্ধ সেগমেন্ট গতি
ਸੰਵੇਦਨਸ਼ੀਲਤਾ ਸਮਾਂ ਨਿਯੰਤਰਣ,সংবেদনশীলতা সময় নিয়ন্ত্রণ
ਸਪੀਡ ਕੈਮਰਾ,গতি ক্যামেরা
ਮੋਟਾ dipole,পুরু ডাইপোল
ਘਾਤਕ ਵਾਲੀਅਮ,প্রাণঘাতী ভলিউম
ਥਕਾਵਟ,ক্লান্তি
"lamentable cleavage, lamentable cleavage","lamentable cleavage, lamentable cleavage"
ਥਕਾਵਟ ਪ੍ਰਭਾਵ,ক্লান্তি প্রভাব
ਅਪਾਹਜ ਘੜਾ,পঙ্গু পাত্র
"ਨੁਕਸ, ਨੁਕਸ","দোষ, দোষ"
ਨੁਕਸ ਇਲੈਕਟ੍ਰੋਡ ਮੌਜੂਦਾ,ত্রুটি ইলেক্ট্রোড বর্তমান
ਨੁਕਸ ਮੌਜੂਦਾ,ত্রুটি বর্তমান
ਨੁਕਸ ਭਟਕਣਾ,দোষ বিচ্যুতি
ਨੁਕਸ ਵਿਸਥਾਪਨ,দোষ স্থানচ্যুতি
ਨੁਕਸਦਾਰ ਚਿੱਤਰ,ত্রুটিপূর্ণ চিত্র
ਨੁਕਸ ਸੂਚਕ,দোষ নির্দেশক
ਨੁਕਸ ਲਾਈਨ,চুত্যি রেখা
ਨੁਕਸ ਸਥਾਨ ਨਿਰਧਾਰਨ,দোষ স্পট নির্ধারণ
ਨੁਕਸ ਚੱਕਰ,দোষ বৃত্ত
ਗਲਤ,অন্যায়
"ਨੁਕਸਦਾਰ ਬੈਰੋਮੀਟਰ, ਨੁਕਸਦਾਰ ਬੈਰੋਮੀਟਰ","ত্রুটিপূর্ণ ব্যারোমিটার, ত্রুটিপূর্ণ ব্যারোমিটার"
ਨੁਕਸਦਾਰ ਇਨਸੂਲੇਸ਼ਨ,ত্রুটিপূর্ণ নিরোধক
ਸੰਯੁਕਤ ਸਤਹ,যৌথ পৃষ্ঠ
ਉਲਟਾ ਈਕੋ (ਨੁਕਸ),বিপরীত প্রতিধ্বনি (ত্রুটি)
ਖੰਭ ਵਿਸ਼ਲੇਸ਼ਣ,পালক বিশ্লেষণ
ਖੰਭ ਬੰਧਨ,পালক বন্ধন
ਭੁਗਤਾਨ ਕੀਤਾ ਟੈਲੀਵਿਜ਼ਨ,প্রদত্ত টেলিভিশন
ਕਮਜ਼ੋਰ oscillation,দুর্বল দোলন
"ਰੀਚਾਰਜ, ਮੁੜ ਨਿਵੇਸ਼","রিচার্জ, পুনঃবিনিয়োগ"
ਮੁੜ ਦਾਖਲਾ,পুনঃপ্রবেশ
ਰੀਚਾਰਜ ਸਰਕਟ,রিচার্জ সার্কিট
ਰੀਚਾਰਜ ਗੁਣਕ,রিচার্জ গুণক
ਰੀਚਾਰਜ ਨਜ਼ਰਬੰਦੀ,রিচার্জ আটক
ਰੀਚਾਰਜ ਕੰਟਰੋਲਰ,রিচার্জ কন্ট্রোলার
ਸਪਲਾਈ ਲਾਈਨ,সরবরাহকারী ব্যাবস্থা
ਭਰਨ ਬਿੰਦੂ,বিন্দু পূরণ করুন
ਇੰਪੁੱਟ ਪੰਪ,ইনপুট পাম্প
ਨਿਵੇਸ਼ ਵਿਧੀ,বিনিয়োগ প্রক্রিয়া
ਗੁਜ਼ਾਰਾ,ভরণপোষণ
ਫੀਡ capacitor,ফিড ক্যাপাসিটর
ਫੀਡ ਵੱਖ ਕਰਨ ਵਾਲਾ,ফিড বিভাজক
ਫੀਡ ਟਰਮੀਨਲ,ফিড টার্মিনাল
ਇੰਜੈਕਟੇਬਲ ਪਾਣੀ,ইনজেকশনযোগ্য জল
ਰੀਚਾਰਜ ਲੂਪ,রিচার্জ লুপ
ਮੁੜ-ਇਨਪੁੱਟ ਵੋਲਟੇਜ,পুনরায় ইনপুট ভোল্টেজ
ਮੁੜ-ਇਨਪੁਟ ਵੋਲਟੇਜ ਅਨੁਪਾਤ,পুনরায় ইনপুট ভোল্টেজ অনুপাত
"ਫੀਡਰ, ਸਪਲਾਇਰ, ਫੀਡਰ, ਫੀਡਰ","ফিডার, সরবরাহকারী, ফিডার, ফিডার"
"ਫੀਡਰ ਸਿਸਟਮ, ਫੀਡਰ ਸਿਸਟਮ","ফিডার সিস্টেম, ফিডার সিস্টেম"
"ਫੀਡਰ ਸਬੰਧ, ਫੀਡਰ ਸਬੰਧ","ফিডার বন্ধন, ফিডার বন্ধন"
"ਫੀਡਰ ਗੇਟ, ਫੀਡਰ ਗੇਟ","ফিডার গেট, ফিডার গেট"
"ਫੀਡਰ ਨਾਸਾ, ਫੀਡਰ ਨਾਸਾ","ফিডার নাসা, ফিডার নাসা"
"ਫੀਡਰ ਮੋਰੀ, ਮੋਰੀ ਭਰੋ","ফিডার গর্ত, গর্ত পূরণ"
ਫੀਡਰ ਪਲੰਜਰ,ফিডার প্লাঞ্জার
"ਫੀਡ, ਫੀਡ, ਫੀਡ, ਫੀਡ, ਫੀਡ","ফিড, ফিড, ফিড, ফিড, ফিড"
ਭਰਨ ਵਾਲਾ ਯੰਤਰ,ভরাট ডিভাইস
ਭਰੋ ਅਨੁਪਾਤ,পূরণ অনুপাত
ਅੰਦਰੂਨੀ ਪੇਚ,ভিতরের স্ক্রু
ਫੇਮਟੋ,ফেমটো
femtovolt,femtovolt
ਫਰਮ ਦੇ ਨੰਬਰ,ফার্মের সংখ্যা
ਫਰਮਾ ਦਾ ਕਾਨੂੰਨ,ফার্মার আইন
ਫਰਮਾ ਦਾ ਸਿਧਾਂਤ,ফার্মার উপপাদ্য
ਫਰਮੀ,ফার্মি
ਫਰਮੀ ਕਿਨਾਰੇ,ফার্মী প্রান্ত
ਫਰਮੀ ਕਿਨਾਰਾ ਸਮੀਕਰਨ,ফার্মি এজ সমীকরণ
ਫਰਮੀ ਕਿਨਾਰੇ ਮਾਡਲ,ফার্মি প্রান্ত মডেল
ਫਰਮੀ ਐਜ ਥਿਊਰੀ,ফার্মি এজ তত্ত্ব
ਫਰਮੀ ਸਥਿਰ,ফার্মি ধ্রুবক
ਫਰਮੀ ਗੈਸ ਮਾਡਲ,ফার্মি গ্যাস মডেল
ਫਰਮੀ ਪੱਧਰ,ফার্মি স্তর
ਫਰਮੀ ਕਣ,ফার্মি কণা
ਫਰਮੀ ਚਿੱਤਰ,ফার্মি ডায়াগ্রাম
ਫਰਮੀ ਸੰਭਾਵੀ,ফার্মি সম্ভাবনা
ਫਰਮੀ ਪ੍ਰਕਿਰਿਆ,ফার্মি প্রক্রিয়া
ਫਰਮੀ ਅਨੁਵਾਦ,ফার্মি অনুবাদ
ਫਰਮੀ ਚੋਣ ਕਾਨੂੰਨ,ফার্মি নির্বাচন আইন
ਫਰਮੀ ਅੰਕੜੇ,ফার্মি পরিসংখ্যান
ਫਰਮੀ-ਟੇਲਰ ਜ਼ੈੱਡ-ਲਾਅ,ফার্মি-টেলর জেড-ল
fermi-dilli,ফার্মি-ডিলি
ਫਰਮੀ-ਡੀਰਾਕ-ਅੰਕੜੇ,ফার্মি-ডিরাক-পরিসংখ্যান
ਫਰਮੀਓਨ,ফার্মিয়ন
ਫੁਰਨੀਕੀ,ফুর্নিকি
ਚੁੰਬਕੀ ਰੀਡ ਸਵਿੱਚ,চৌম্বকীয় রিড সুইচ
ਫੇਰੇਲ ਦਾ ਕਾਨੂੰਨ,ফেরেলের আইন
ਫੇਰਿਕ,ফেরিক
ਫੇਰਿਕ ਮਿਸ਼ਰਣ,ফেরিক যৌগ
ਫੇਰਿਕ ਆਇਨ,ফেরিক আয়ন
ਫੇਰਿਕ ਸਪਿਨਲ,ফেরিক স্পিনেল
ferroelectric,ফেরোইলেকট্রিক
"ਛੋਟਾ ferromagnetism, ferromagnetism","ছোট ফেরোম্যাগনেটিজম, ফেরোম্যাগনেটিজম"
ਫੇਰੀਸਟਰ,ফেরিস্টার
ferrite-ਸਰਕੂਲੇਟਰ,ফেরাইট-সার্কুলেটর
ferrite-ਕੋਰ ਮੈਮੋਰੀ,ফেরাইট-কোর মেমরি
ferrite ਵੱਖ ਕਰਨ ਵਾਲਾ,ফেরাইট বিভাজক
ਫੇਰਾਈਟ ਲਿਮਿਟਰ,ফেরাইট লিমিটার
ferrite ਪੱਟੀ antenna,ফেরাইট বার অ্যান্টেনা
farro,farro
ਲੋਹੇ ਦਾ ਮਿਸ਼ਰਤ,লোহার খাদ
ਫੈਰੋ-ਇਲੈਕਟ੍ਰਿਕ ਸੰਚਾਲਨ,ফেরো-ইলেকট্রিক পরিবাহী
ferroelectric ਸਰੀਰ,ফেরোইলেকট্রিক বডি
ferroelectric ਕ੍ਰਿਸਟਲ,ফেরোইলেকট্রিক স্ফটিক
ferromagnetic,ফেরোম্যাগনেটিক
ferromagnetism,ফেরোম্যাগনেটিজম
ਫੇਰੋ-ਪਲੈਟੀਨਮ,ফেরো-প্ল্যাটিনাম
ferrosound ਸੰਚਵਕ,ফেরোসাউন্ড সঞ্চয়ক
ferrodynamic ਜੰਤਰ,ফেরোডাইনামিক ডিভাইস
ferroelectric,ফেরোইলেকট্রিক
ਇਲੈਕਟ੍ਰੋਇਲੈਕਟ੍ਰਿਕ ਧੁਰਾ,বৈদ্যুতিক অক্ষ
ferroelectricity,ফেরো ইলেকট্রিসিটি
ferroelectric ਡੋਮੇਨ,ফেরোইলেকট্রিক ডোমেইন
"ਫੇਰੋਇਲੈਕਟ੍ਰਿਕ ਪਦਾਰਥ, ਫੇਰੋਇਲੈਕਟ੍ਰਿਕ ਪਦਾਰਥ","ফেরোইলেকট্রিক পদার্থ, ফেরোইলেক্ট্রিক পদার্থ"
ferroelectric ਪਲੇਟ,ফেরোইলেকট্রিক প্লেট
ferroelectric ਸੰਪਤੀ,ফেরোইলেকট্রিক সম্পত্তি
"ferroelectricity, ferroelectricity","ferroelectricity, ferroelectricity"
"ferroelectric ਸਮੱਗਰੀ, ferroelectric ਸਮੱਗਰੀ","ferroelectric উপাদান, ferroelectric উপাদান"
ferromagnetic ਸਮੱਗਰੀ,ফেরোম্যাগনেটিক উপাদান
ferromagnetic ਪਲ,ফেরোম্যাগনেটিক মুহূর্ত
ferromagnetic ਸਮੱਗਰੀ,ফেরোম্যাগনেটিক উপাদান
ferromagnetism,ফেরোম্যাগনেটিজম
ਫੇਰੋ ਚੁੰਬਕੀ ਲਿਖਤ,ফেরো চৌম্বকীয় লেখা
"ਬੈਰੋਮੀਟਰ, ਫੇਰੋਮੀਟਰ","ব্যারোমিটার, ফেরোমিটার"
