English,Assamese
cylindrical harmonics,চিলিণ্ডাৰ হাৰমনিক
damped,তিতি যোৱা
damped harmonic oscillation,ডেম্প কৰা সৰল হাৰমনিক দোলন
Damping,ডেম্পাৰ
Daniell cell,ডেনিয়েল কোষ
dark,অন্ধকাৰ
data processing,"সম্পদ সম্পদ, সম্পদ সম্পদ, বিশ্বাস সম্পদ"
Daughter,"পচন উৎপাদক, গাখীৰ উৎপাদিত, পিতৃ-মাতৃ, বংশধৰ"
Davission Germer experiment,ডেভিছন হটাৰ পৰীক্ষা
d .c. (=zero frequency component),ডি.চি.(নিৰ্দেশনা)
dead space,নিষ্ক্ৰিয় অংশ
dead spot,নিস্তব্ধ দাগ
de Broglie wave length,de bragli তৰংগদৈৰ্ঘ্য
Debye charactristic temperature,ডেবাই বৈশিষ্ট্যপূৰ্ণ তাপমাত্ৰা
Debye length,"দেবায় দৈৰ্ঘ্য, দেবায় দূৰত্ব"
Debye relaxation time,debt-recess
decay,পচি যোৱা
decay constant,ক্ষয় সূচকাংক
decelerating,পাতলকাৰী
deceleration,retard
deceleration time,বিৰতি সময়
Decibel,ডেচিবেল
decibelmeter,ডেচিবেলোমিটাৰ
Decimal,"দশমিক, দশমিক"
declassify,শ্ৰেণীবিভাজন
declination,"উত্তাল, বিপ্লৱ, উদ্যোগ, অৱক্ষয়"
declination circle,সমমিতি বৃত্ত
Decoder,ডিকোডাৰ
decomposition,"পচন, দ্ৰৱীভূত"
Decompression,ডিকম্প্ৰেছন
decontamination,বিশুদ্ধকৰণ
Decoration,অলংকাৰ
Decoupling,সংযোজন
decreasing function,ডিমিনিচিং ফাংচন
Decrement,বতৰৰ পৰিৱৰ্তন
Deemphasis,উলংঘা
deep level,উপমহলা
dcep space,গভীৰ স্থান
De-excitation,ব্যুৎপত্তি
Defect,"দোষ, ভুল, ক্ষতি, অভাৱ"
Defective,ভুল কৰা
Defensive,ৰোগ প্ৰতিৰোধ ক্ষমতা
defining aperture,লিমিটাৰ দুৱাৰ
definition,"সংজ্ঞা, স্পষ্টতা"
Deflect,বিচ্যুত কৰক
Deflecting,ডিফ্লেক্টৰ
Deflection,"বিক্ষেপণ, বিক্ষেপণ"
deflection defocussing,বিক্ষিপ্ত ফোকাচ
deflection-doubling mirror,ডিফ্লেকচন-ডাবলেট মিৰ&#39;ৰ
deflection field,বিক্ষেপণ অঞ্চল
deflection of gravity,মাধ্যাকৰ্ষণ-প্ৰভাৱিত বিক্ষেপণ
deflection plates,বিক্ষেপণ প্লেট
Defocussing,ধ্যান কেন্দ্ৰিত
deformability,বিকৃতি
Deformation,"বিকৃতি, বিকৃতি"
degasification,ভিগাছন
Degeneracy,"debauchery, অশ্লীলতা"
Degenerate,"অশুচি কৰা (ver.), অৱক্ষয় কৰা (n.), অৱক্ষয় কৰা (v.)"
degenerate gas,পেলনীয়া গেছ
degeneration,"aberration, aphasia, বঞ্চনা, বঞ্চনা"
degenerative,সন্তুষ্টিদায়ক
Degree,"ডিগ্ৰী, ডিগ্ৰী, পৰিমাণ, ডিগ্ৰী, ডিগ্ৰী, পৰিমাণ, লৱ"
degree of concentration,ঘনত্ব-আয়তন
degree of dissociation,বিচ্ছিন্নতা পৰিমাণ
degree of freedom,স্বাধীনতাৰ মাত্ৰা। স্বাধীনতাৰ মাত্ৰা
degree of ionisation,আয়নীয়কৰণৰ পৰিমাণ
degree of polarisation,মেৰুকৰণৰ পৰিমাণ
degree of precision,নিখুঁততাৰ পৰিমাণ
dehumidification,ডিহুমিডিফিকেশন
deionisation,বিআয়নীয়কৰণ
Delay,পলম কৰা
Delayed,বিলম্বিত
Delocalisation,স্থানীয়কৰণ
delta function,ডেল্টা ফাংচন
Demagnetisation,বিচুম্বকীয়কৰণ
Demagnetise,বিচুম্বকীয় বক্ৰ
Demagnetiser,ডিমেগনেটাইজাৰ
demodulation,ডিমডুলেচন
dense packing,ঘন ভিৰ
Densitometer,ঘনত্ব গেজ
Density,"ঘনত্ব, ঘনত্ব"
depletion layer,মূল্য হ্ৰাসৰ স্তৰ
depletion zone,ডিপ্লিচন জ&#39;ন
depolarisation,বিমেৰুকৰণ
depolarised,ডিমেৰুকৃত
depolariser,ডিপোলাৰাইজাৰ
depth of field,"ক্ষেত্ৰৰ গভীৰতা, ক্ষেত্ৰৰ তীব্ৰতা"
derivative polarogram,"ব্যুৎপন্ন মেৰুগ্ৰাম, ব্যুৎপন্ন মেৰুগ্ৰাম"
derived,ব্যুৎপত্তি কৰা হৈছে
Descending,"অৱতৰণ কৰা, অৱতৰণ কৰা"
descent,"বংশ, বংশ"
describe,"বৰ্ণনা, নিৰ্মাণ, আঁকিব"
Descriptor,হৰ
Design,"ডিজাইন কৰা, ডিজাইন কৰা (n.) ডিজাইন কৰা, ডিজাইন কৰা (n.)"
Destruction,ধ্বংস
destructive interference,ধ্বংসাত্মক হস্তক্ষেপ
Destructive,"ধ্বংসাত্মক, ধ্বংসাত্মক"
Detection,"চিনাক্তকৰণ, ধৰা পেলোৱা"
Detector,সংগ্ৰাহক
Determinateness,ডিটাৰ্মিনিজম
determinating,নিৰ্ণায়ক
determination,সংকল্প
determine,নিৰ্ধাৰণ কৰিবলৈ
determined,নিৰূপিত
Deuteron,ডিউটেৰন
develop (=develope),"প্ৰকাশ, বিকাশ, বিকাশ"
developer,"ডেভেলপাৰ, ডেভেলপাৰ"
development,"উন্নয়ন, উন্নয়ন"
Deviation,বিচ্যুতি
Dew,শিশিৰ
dew point,শিশিৰ বিন্দু
dextrorotary,দক্ষিণ মেৰুকৰণকাৰী
diagnostic test,ডায়েগনষ্টিক পৰীক্ষা
Diagonal,তিৰ্যক
Diagram,ডায়েগ্ৰাম
Diagrammatic,ডায়েগ্ৰাম
dial,ডায়েল কৰক
Diamagnetic,ডাইমেগনেটিক
Diamagnetics,"ডাইমেগনেট&#39;লজী, ডাইমেগনেটিক পদাৰ্থ"
Diamagnetism,ডাইমেগনেটিজম
Diameter,ব্যাস
Diametrically opposite,ডায়েমেট্ৰিকভাৱে বিপৰীত
Diamond,"হীৰা, হীৰা"
Diaphragm,ডায়েফ্ৰাম ডায়েফ্ৰাম
Diathermanous,তাপ বিনিময়
diathermic,তাপ বিনিময়
diatonic scale,"ডাইটনিক স্বৰাগ্ৰাম, ডাইটনিক স্বৰাগ্ৰাম"
Dichotomy,"bifurcation, অৰ্ধ-কলা"
dichromate cell,ডাইক্ৰ&#39;মেট কোষ
Dichromatism,"দ্বৈততা, দৃশ্যমান দ্বৈততা, স্তৰৰ দ্বৈততা"
Dictaphone,ডিক্টাফোন
dielectric,ডাইলেক্ট্ৰিক
dielectrics,ডাইলেক্ট্ৰিকছ
diesel cycle,ডিজেল চক্ৰ
difference,গেপ
difference frequency,"ডিফাৰেন্সিয়েল ফ্ৰিকুৱেন্সি, বিয়োগ কম্পাঙ্ক"
Differential,"ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ইন্টাৰষ্টিচিয়েল, ডিফাৰেন্সিয়েল"
differential absorption,ভিন্নতামূলক শোষণ
differential amplifier (=difference amplifier),ডিষ্টিংচন এম্প্লিফায়াৰ
differential calorimeter,"পেনেট্ৰেটিভ কেলৰিমিটাৰ, পেনেট্ৰেটিভ কেলৰিমিটাৰ"
differential capacitor,ডিফাৰেন্সিয়েল কেপাচিটৰ
differential cross section,ডিফাৰেন্সিয়েল জ&#39;ন
differential Diffusion,ডিফাৰেন্সিয়েল প্ৰসাৰণ
differential equation,অৱভেদ্য সমীকৰণ
differential extinction coefficient,ভিন্নতামূলক বিলুপ্তি সহগ
differential ionisation chamber,ইন্টাৰমিটাৰ আয়নীয়কৰণ কক্ষ
differential isotope method,ডিফাৰেন্সিয়েল আইছ’ট’প পদ্ধতি
differential velocity,ডিফাৰেন্সিয়েল বেগ
differentiate,পাৰ্থক্য কৰা
differentiated,"পৃথক, পৃথক"
Differentiation,"পাৰ্থক্য, পাৰ্থক্য"
diffraction,বিবৰ্তন
diffractometer,বিবৰ্তনমাপক
Diffused,"বিক্ষিপ্ত, বিক্ষিপ্ত"
Diffuse,বিক্ষিপ্ত
diffusion,প্ৰসাৰণ
diffusivity,বিস্তাৰ ক্ষমতা
digit,"অংক, ব্যাস, আঙুলি"
digital recording,ডিজিটেল ৰেকৰ্ডিং
digital voltmeter,ডিজিটেল ভল্টমিটাৰ
di-isotopic element,দ্বি-আইছ’ট’পিক মৌল
dilatation,প্ৰসাৰণ
dilation strain,প্ৰসাৰণ বিকৃতি
dilatometer,বহিঃতাপমাপক
Dilator,ভিছফাৰিনি
Dimension,"সম্প্ৰসাৰণ, দৈৰ্ঘ্য-প্ৰস্থ, মাত্ৰা, শক্তি"
Dimensional,মাত্ৰিক
Dimensionality,মাত্ৰাগততা
dimensional unit,বীমা ইউনিট
dimensionless,মাত্ৰাহীন মাত্ৰা
diminution,"মূল্য হ্ৰাস, হ্ৰাস"
Dimmer,উজ্জ্বল
diode,ডাইঅ&#39;ড
diopter,ডাইঅপ্টাৰ
dioptrical region,বিবৰ্তন অঞ্চল
dioptric lens (=drum lens),ৰিফ্ৰেক্টিং লেন্স
dip,"bow down, প্ৰণাম কৰা, ট্ৰাফ"
dip angle,পতনৰ কোণ
Dipole,ডাইপোল
dipole layer (=electric double layer),বাইপোলাৰ স্তৰ
Dirac delta function,dirac ডেল্টা ফাংচন
Direct,"পোন, পোন, পোন, প্ৰত্যক্ষ, বিপৰীত"
direct correlation,anulom সম্পৰ্ক
direct current,প্ৰত্যক্ষ বিদ্যুৎ প্ৰবাহ
directed,পোনপটীয়া
direct impact,"প্ৰত্যক্ষ প্ৰভাৱ, প্ৰত্যক্ষ প্ৰভাৱ"
direction,"দিশ, দিশ"
Directional,দিশগত
directional stability,স্থানৰ স্থিৰতা
direction cosine,"ডাইকোচিন, ডাইকো-কোচাইন"
directive,"দিশগত, দিশগত, দিশগত"
directivity,দিশগততা
direct lattice,সাধাৰণ জালি
direct line,সৰলৰেখা
directly proportional,ক্ৰমিক অনুপাত
direct method,প্ৰত্যক্ষ পদ্ধতি
Director,দিশ
direct reading instrument,প্ৰত্যক্ষ পঢ়া যন্ত্ৰ
direct vision telescope,সন্মুখত টেলিস্কোপ
Disc,"বস্তু, বৃত্ত, ডিস্ক, ডিস্ক"
Discharge,"বিসৰ্জন, ইফিউচন, ব্লিচিং"
discharge in cascade,পানীত ডুবাই ৰখা
discontinuity,"বিচ্ছিন্নতা, বিচ্ছিন্নতা, ভাঙন"
discontinuous,বিচ্ছিন্ন
Discovery,"গৱেষণা, অনুসন্ধান"
Discrepancy,অমিল
Discrete,কণা
dish antenna,"অৱতল এন্টেনা, ডিচ এন্টেনা"
disintegration,"দ্ৰৱণ, দানা"
disintegration constant,দ্ৰৱণ ধ্ৰুৱক
disintegration energy,অপচয় শক্তি
disintegration half-life,দ্ৰৱীভূত আধাজীৱন
disintegration series,দ্ৰৱণীয় পৰিসৰ
Dislocation,"ডিচলকেচন, ডিচলকেচন, ডিচলকেচন, ডিচলকেচন"
dislocation line,"ফল্ট লাইন, ফল্ট কোৰ"
dislocation loop,দোষ লুপ
disorder,"বিকাৰ, বিকাৰ, বিকাৰ"
disordering,বিশৃংখলতা
disorientation,"বিভ্ৰান্তি, বিভ্ৰান্তি"
dispersed,"বিক্ষিপ্ত, বিক্ষিপ্ত"
dispersion,"বিক্ষিপ্ততা, বিক্ষিপ্ততা"
Dispersity,প্ৰজেক্টাইল
Dispersive,বিক্ষিপ্তকাৰী
Dispersivity,প্ৰতিফলনশীলতা
Displacement,স্থানচ্যুতি
Display,প্ৰদৰ্শন
display unit (=console),কনছ&#39;ল
disruptive force,বিচ্ছিন্নতা বল
dissimilar,অসমান
dissipation coefficient,ক্ষয় সহগ
Dissipative,জাৰণকাৰী
dissipative system,ক্ষয় ব্যৱস্থা
Dissociable,পৃথক কৰিব পৰা
Dissociated,পৃথক কৰা হৈছে
Dissociation,disposition
Dissonance,অসংগততা
Distance,দূৰত্ব
Distant,দূৰৈৰ
Distinct,"সুকীয়া, সুকীয়া, সুকীয়া, প্ৰকাশভংগী"
Distinction,বৈষম্য
distinctive property,বিচ্ছিন্ন সম্পত্তি
Distinguish,"পাৰ্থক্য কৰা, পাৰ্থক্য কৰা"
Distorted,বিকৃত
Distortion,বিকৃতি
distortional elasticity,বিকৃতিৰ স্থিতিস্থাপকতা
distributed amplifier,বিতৰণ কৰা এম্প্লিফায়াৰ
Distribution,"বিতৰণ, বিতৰণ"
distributive law,"বিতৰণ নিয়ম, বিতৰণ নিয়ম"
Disturbance,বিঘিনি
Disturbed,"distressed, বিঘ্নিত ভাৰসাম্য"
disturbing force,বিৰক্তিকৰ শক্তি
Diurnal,"আহনিক, দিবাচাৰ, দিবা, দৈনিক"
diurnal motion,দৈনিক গতি
Divalent,দ্বিসম্বন্ধীয়
Diverge,"dissipate, বিসৰ্জন"
Divergence,"বিচ্ছিন্নতা, বিচ্ছিন্নতা, বিচ্ছিন্নতা"
Divergent,ডাইভাৰ্জেন্ট
diversion,ডাইভাৰচন
Divided,"বিভক্ত, বিভক্ত"
division,"বিভাজন, বিভাজন, বিভাজন"
D-layer of ionosphere,আয়নমণ্ডলৰ D স্তৰ
domain,"অঞ্চল, প্ৰদেশ, অঞ্চল, ডমেইন"
dome,"গম্বুজ, গম্বুজ"
dominant term,প্ৰভাৱশালী স্থান
donor level,দাতাৰ স্তৰত
doped junction,মদিত সন্ধি
Doping,"ব্যভিচাৰ, ব্যভিচাৰ"
Doppler effect,ডপলাৰ ইফেক্ট
Dose,"ডোজ, ডোজ"
Dosimeter,কোৱাণ্টোমিটাৰ
Dotted,"বিন্দুযুক্ত, বিন্দুযুক্ত"
Double,"দ্বৈত, দ্বৈত, যোৰ, দ্বৈত, সাধাৰণ, দ্বৈত"
double bonds,ডাবল বণ্ড
double concave lens,দ্বি-উত্তল লেন্স
double convex lens,দ্বি-উত্তল লেন্স
double differentiation,বাইনাৰী ডিফাৰেন্সিয়েল
double ionization,ডাবল আয়নীয়কৰণ
double molecule,ডাবল অণু
double precision,ডাবল প্ৰিচিচন
double refraction,ডাবল ৰিফ্ৰেকচন
double series,ডাবল ছিৰিজ
double stars,যোৰ তৰা
doublet,দুণ্ডণ
doublet achromat,achromatic লেন্স যোৰ
Doubling,"প্ৰসাৰণ, প্ৰসাৰণ"
doubly charged particles,দুগুণ আধানযুক্ত কণা
Doubly degenerate,উভচৰ দুৰ্নীতিগ্ৰস্ত
doubly ionised,ডাবল আয়নীয়কৃত
Downward,তললৈ
drag,ট্ৰেকচন অক্সিজেন অক্সিজেন অৰ্ধ কম্পেক্ট
drag force drift,ট্ৰেকচন বল
drift,"wah, runoff, apodh, drift (খনন), পাঞ্জ (খাদ্য), বিচ্যুতি"
Drift current,ৰানঅফ ষ্ট্ৰিম
Driving,কাৰ্য্যকৰী
driving voltage,পৰিবাহী ভল্টেজ
drop ball,pety ball
drop dead halt (=dead halt),হঠাৎ বিৰতি
droplet,"বিন্দু, মাইক্ৰ’ পইণ্ট, ড্ৰপলেট"
dropping,পৰি যোৱা
Dry,শুকান
dry and wet bulb hygrometer,শুকান শুকান হাইগ্ৰ’মিটাৰ
dry contact,বিফল যোগাযোগ
dual operation,"ডাবল অপাৰেচন, ডুৱেল অপাৰেচন"
duct,ডাক্ট
Ductile,টান
ductility,টান
dull,ডিম
dummy,নিঃশব্দ
dumping,নিক্ষেপ
dwar star,বমন তাৰা
dyad-axis,ডাবল অক্ষ
dynamic,গতিশীল
dynamical,গতিশীল
dynamics,"গতিশীলতা, গতিশীলতা"
dynamo,ডাইনামো
Dyne,ডাইন কৰক
earth,"পৃথিৱী, পৃথিৱী"
earthquake intensity,ভূমিকম্পৰ তীব্ৰতা
earth satellite,পৃথিৱী উপগ্ৰহ
earth system (=ground system of an antenna),আৰ্থ সংযোগ ব্যৱস্থা
earth wire,মাটিৰ তাঁৰ
eccentric,"কেন্দ্ৰ, কেন্দ্ৰবিন্দু"
Eccentricity,কেন্দ্ৰীয়তা
echelon,echelon
echo,প্ৰতিধ্বনি
Eclipse,ধাৰণা
ecliptic coordinates,বিপ্লৱৰ বৃত্তাকাৰ স্থানাংক
Eddy,ঘূৰ্ণীবতাহ
edge dislocation,প্ৰান্তৰ দোষ
edge effect,মূল-প্ৰভাৱ
Edison cell,এডিছন কোষ
Edit,সম্পাদনা কৰক
effective,কাৰ্যকৰী
Efficiency,দক্ষতা
effort,চেষ্টা কৰা
effusion,এৰি দিয়া
Eigen,"ৰূপক, eigen"
eightspin,অষ্টভুজ
Einstein-Bose distribution law,আইনষ্টাইন-বোজ বিতৰণ নিয়ম
Einstein-de-Hass effect,তৎক্ষণাত প্ৰভাৱ
Einsteinium,আইনষ্টাইনিয়াম
Einstein Smoluchowski Equation,আইনষ্টাইন স্মোলুচ’ভস্কি সমীকৰণ
Einstein space,আইনষ্টাইন-জনসংখ্যা
Ejection,বহিষ্কাৰ কৰা
Ejection capsule,ইজেক্টৰ কেপচুল
Ejector,ইজেক্টৰ
ejector plate,ক্লিয়াৰেন্স বৰ্ড
Elastance,বিপৰীত ধাৰণক্ষমতা
elastic,ইলাষ্টিক
elastic after effect (=elastic lag),"ইলাষ্টিক ভংগীমাৰ প্ৰভাৱ, ইলাষ্টিক ভংগীমা"
elastically anisotropic body,দোলনীয় শৰীৰ
elasticity,ইলাষ্টিকতা
elasticometer,"ইলাষ্টিকমিটাৰ, ইলাষ্টিকমিটাৰ"
elastic stiffness,ইলাষ্টিক নমনীয়তা
E-layer of ionosphere,আয়নমণ্ডল ই-স্তৰ
electret,ইলেক্ট্ৰেট
Electrical,"বৈদ্যুতিক, বৈদ্যুতিক"
electricity,বিদ্যুৎ
electrification (electrostatics),"বিদ্যুৎকৰণ, চাৰ্জিং"
electrified,বিদ্যুৎস্পৃষ্ট
electrified particles,"আধানযুক্ত কণা, আধানযুক্ত কণা"
Electroacoustic,ইলেক্ট্ৰ&#39;একাউষ্টিক
Electro-acoustics,ইলেক্ট্ৰ&#39;-একাউষ্টিকছ
Electrocaloric,ইলেক্ট্ৰ&#39;-থাৰ্মেল
electrochemical,ইলেক্ট্ৰ&#39;কেমিকেল
equivalent,সমান্তৰাল
Electrode,ইলেক্ট্ৰ&#39;ড
Electrodynamics,ইলেক্ট্ৰ&#39;ডাইনেমিক্স
electrokinetic effect,ইলেক্ট্ৰ&#39;ডাইনেমিক ইফেক্ট
Electrolysis,গেলভানিক পৃথকীকৰণ
Electrolyte,ইলেক্ট্ৰলাইট
electrolytic,ইলেক্ট্ৰ&#39;লাইটিক
Electrolyzer,"ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ, ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ"
electromagnet,বিদ্যুৎচুম্বক
Electromagnetic,বিদ্যুৎচুম্বকীয় ক্ষেত্ৰ
Electromagnetics,বিদ্যুৎচুম্বকত্ব
electromagnetism,বিদ্যুৎচুম্বকত্ব
electrometer valve (=electrometer tube),"ইলেক্ট্ৰ&#39;মিটাৰ নজেল, ইলেক্ট্ৰ&#39;মিটাৰ ভালভ"
electromotive force,বিদ্যুৎচালিত বল
Electron,ইলেক্ট্ৰন
electronegative,ঋণ-বিদ্যুৎ
Electronic,ইলেক্ট্ৰনিক
electronic eigenfunction,ইলেক্ট্ৰনিক eigenfunction
electronic energy,ইলেক্ট্ৰনিক শক্তি
electronics,ইলেক্ট্ৰনিক্স
electron optics (=electro-optics),ইলেক্ট্ৰন অপটিক্স
Electro-optics,ইলেক্ট্ৰ&#39;-অপ্টিক্স
Electropositive,বিদ্যুৎচুম্বকত্ব
Electroscope,ইলেক্ট্ৰস্কোপ
Electrostatic,ইলেক্ট্ৰষ্টেটিক
Electrostatics,ইলেক্ট্ৰষ্টেটিক্স
electrostriction,ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ
electrovalency,বৈদ্যুতিক সংযোগ
electrovalent,বৈদ্যুতিক সংযোগকাৰী
Element,"উপাদান, সংখ্যালঘু, উপাদান"
elementary,"প্ৰাথমিক, মৌলিক, মৌলিক"
elementary charge,মূল চাৰ্জ
Elevation,"উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা, উচ্চতা"
elevation,উচ্চতামাপক
meter elevator,"লিফ্ট, লিফ্ট"
ellipse of aberration,অ-উপবৃত্তাকাৰ
Elongation,"প্ৰসাৰণ, বৃদ্ধি, বিস্তাৰৰ কোণ"
Emanating,"মুক্তি, মুক্তি"
Emanation,"প্ৰসাৰণ, বংশধৰ"
Embed,এম্বেড কৰা
Embedded,এম্বেড কৰা হৈছে
Emergent,প্ৰচাৰিত
Emission,নিৰ্গমন
Emissivity,"emissivity, emissivity"
Emittance,emissivity
emitter,"নিৰ্গমনকাৰী, নিৰ্গমনকাৰী"
Emphasis,"প্ৰি-ৰিইনফৰ্চমেণ্ট, বল"
empirical,অভিজ্ঞতাভিত্তিক
Empty,"খালী, অপূৰ্ণ"
Emulsifier,"ইমালচাইফাৰ, ইমালচাইফাৰ"
Emulsion,"ইমালচন, ইমালচন"
End,"শেষ, শেষ, শেষ, শেষ"
end correction,চূড়ান্ত সংশোধন
endoergic,শক্তি দক্ষ
end on position,"অক্ষীয় অৱস্থান, A-অৱস্থান"
Endothermic,"এণ্ডোথাৰ্মিক, এণ্ডোথাৰ্মিক"
endothermic process,এণ্ডোথাৰ্মিক প্ৰক্ৰিয়া
energise energy,শক্তি প্ৰদান কৰা
energy content,শক্তি অন্তৰ্নিহিত
energy index,শক্তি শক্তি প্ৰদানকাৰী
engine engineering,"ইঞ্জিন ইঞ্জিনিয়াৰিং, ইঞ্জিনিয়াৰিং"
enhancement,বৃদ্ধি
enriched isotope,সমৃদ্ধ সমস্থানিক
enriched reactor,বৰ্ধিত ৰিয়েক্টৰ
enriching,সমৃদ্ধি
enrichment,সমৃদ্ধি
Ensemble,"চেট, সম্প্ৰদায়"
enthalpy,"এনথালপি, নিৰপেক্ষ তাপ"
entity,ক্ষমতা
Entropy,এণ্ট্ৰপি
entry,প্ৰৱেশ
Enumeration,"গণনা, গণনা"
envelope of surface,পৃষ্ঠাকৰণ
epicentral,উপকেন্দ্ৰ
Episcope,"অস্বচ্ছ, এপিস্কোপ"
epitaxial layer,এপিটেক্সি স্তৰ
epitaxy,"apitaxi, অভাৰৰাণ"
equal,"সমান, সমান, সমান, সমান"
Equaliser,ইকুৱেলাইজাৰ
Equality,সমতা
Equation,সমীকৰণটো
Equator,"বিষুৱৰেখা, বিষুৱৰেখা, বিষুৱৰেখা, বিষুৱৰেখা"
Equatorial,"বিষুৱীয়, বিষুৱীয়, মধ্যৱৰ্তী, বিষুৱীয়"
equiconcave,অৱতল
Equiconvex,অৱতল
Equidimensional,সমমিতি
Equidistant,"সমদূৰত্বৰ, সমান্তৰাল"
equilibrium,"ভাৰসাম্য, ভাৰসাম্য, ভাৰসাম্য"
Equipartition,ইকুইডিভিজন
Equipment,সঁজুলি
Equipotential,"সমতুল্যতা, দক্ষতা"
equipotentiality,সমবিভৱনশীল
equipressure,আইছ&#39;বাৰ
Equivalence,সমতুল্যতা
equivalent,"সমতুল্য, সমতুল্য (v.), সমতুল্য (n.)"
equivalent absorption,সমতুল্য শোষণ
equivalent conductance,"সমতুল্য পৰিবাহীতা, সমতুল্য পৰিবাহীতা"
equivalent lens,সমমিতি লেন্স
erect image,"উলম্ব ছবি, উলম্ব ছবি"
excentricity,উলম্ব
Erector,erg
erg ergodic,"শক্তিশালী, মতামতযুক্ত"
Error,"ভুল, ভুল, ভুল, ভুল"
Esakidiode (=tunnel diode),সুৰংগ ডাইঅ&#39;ড
Escape,পলায়ন
essential,"অপৰিহাৰ্য, অপৰিহাৰ্য"
ether (aether),ইথাৰ
Euclidean coordinate,ইউক্লিডীয় স্থানাংক
Euler angle,অইলাৰ-কোণ
eutectic,"ইউটেকটিক, ইউটেকটিক"
evacuated,"খালী কৰা, খালী কৰা"
Evacuation,"খালী কৰা, বাতিল কৰা"
Evaluation,"মূল্যায়ন, মূল্যায়ন"
Evaporated,বাষ্পীভৱন হয়
Evaporation,"বাষ্পীভৱন, বাষ্পীভৱন, বাষ্পীভৱন"
Even,যুগ্ম
Event,"ইভেন্ট, এপিচ&#39;ড"
Eversate,"চিৰ নিৰাপদ, চিৰ নিৰাপদ"
Exact,"সঁচা, সঁচা, ঠিক"
Ex-centre,বহিঃকেন্দ্ৰ
Excentric,উপকেন্দ্ৰ
Excentrical,centripetal
Excentricity,কেন্দ্ৰীয়তা
Excess,অতিৰিক্ত
exchange,বিনিময়
Excitation,"উত্তেজনা, শক্তি"
Excite,উদ্দীপিত কৰা
Excited,উত্তেজিত হোৱা
Exciter,উদ্দীপক
Exciton,উত্তেজক
exclusion principle,বৰ্জনৰ নিয়ম
Execution,কাৰ্যান্বিত কৰা
Exhaustion,"খালী কৰা, কেথাৰ্চিছ, এক্সট্ৰুচন, বন্ধ কৰা"
Exit,সমস্যা
Exothermal,"বহিঃতাপীয়, তাপ উত্তেজক"
exothermic,বহিঃতাপীয়
exotic fuel,অস্বাভাৱিক ইন্ধন
Expand,বিয়পি পৰা
Expanded,সম্প্ৰচাৰ
Expander,সম্প্ৰচাৰক
expanse,বিস্তাৰ
Expansion,"বিয়পি পৰা, বিয়পি পৰা"
experiment,পৰীক্ষণ
experimental,"পৰীক্ষামূলক, পৰীক্ষামূলক"
experimentalist,উপযোগী
Explosion,"বিস্ফোৰণ, বিস্ফোৰণ"
Exponent,ঘাতক
Exponentiai,"ঘাতীয়, ঘাতীয়"
exponential well,এক্সপোনেন্টি পটেনচিয়েল ৱেল
Exposure,"এক্সপোজাৰ, এক্সপোজাৰ, এক্সপোজাৰ, এক্সপোজাৰ, কভাৰ"
expression,"প্ৰকাশ, প্ৰকাশ"
extended,বৰ্ধিত
Extension,"সম্প্ৰসাৰণ, প্ৰসাৰণ, প্ৰসাৰণ, প্ৰসাৰণ, বিস্তাৰ"
Extent,"পৰিসৰ, পৰিসৰ"
External,বিদায়
Extinction,"বিলুপ্তি, বিলুপ্তি"
extra-axial point,অৰৈখিক বিন্দু
Extraneous,বাহ্যিক
Extranuclear,বহিঃপাৰমাণৱিক
extraordinary,"অস্বাভাৱিক, অসাধাৰণ"
extraplanetary space,"গ্ৰহৰ আকাশ, গ্ৰহৰ আকাশ"
extrapolated,আউটফ্ল&#39;
Extrapolate,এক্সট্ৰাপলেটেড
Extrapolation,বহিঃপ্ৰক্ষেপণ
Extraterrestrial,অস্থলজ
extraterrestrial matter,অপাৰ্থিৱ পদাৰ্থ
extrinsic,বাহ্যিক
extrinsic conductivity,"বহিৰ্জাতীয় পৰিবাহীতা, বহিৰ্জাতীয় পৰিবাহীতা"
extrinsic semiconductor,অভেদ্য অৰ্ধপৰিবাহী
eye,"চকু, চকু"
eye lens,অভিনেত্ৰী লেন্স
eye-piece,চকুৰ টুকুৰা
Face,"মুখ, কাষ, পিছফালে, সন্মুখ, মুখ, মুখ"
face centered,তক্তা কেন্দ্ৰীভূত
Factor,"গুণক, গুণক, গুণক, গুণক, গুণক, ব্লক"
factor of momentum,গতিবেগ কাৰক
factor of safety,সুৰক্ষা কাৰক
fade in,বেগ বৃদ্ধি
fade out,lacunae
fading,ক্ষীণকৰণ
Fahrenheit scale,ফাৰেনহাইট উষ্ণতা
failure,বিফল হোৱা
Fallacy,মোহ
fall time,"পতনৰ সময়, পতনৰ সময়"
FALSE,"ভাৰ্চুৱেল, মিছা, ক&#39;ড"
Farad,ফৰাদ (ইউনিট)
faraday,Faraday (ইউনিট)
Faraday effect,ফেৰাডেৰ প্ৰভাৱ
far,দূৰ
far infrared,দূৰ অতি ৰঙা
