Kannada,Tamil
ಕೆಪಾಸಿಟರ್ ಮೈಕ್ರೊಫೋನ್,மின்தேக்கி ஒலிவாங்கி
ಸ್ಥಾಯೀವಿದ್ಯುತ್ತಿನ ಸೂಕ್ಷ್ಮದರ್ಶಕ,மின்னியல் நுண்ணோக்கி
ಸ್ಥಾಯೀವಿದ್ಯುತ್ತಿನ ವಿಕರ್ಷಣೆ,மின்னியல் விலக்கம்
ಸ್ಥಾಯೀವಿದ್ಯುತ್ತಿನ ಪರದೆ,மின்னியல் திரை
ಸ್ಥಾಯೀವಿದ್ಯುತ್ತಿನ ಸಂರಕ್ಷಕ,மின்னியல் பாதுகாப்பு
ಸ್ಥಾಯೀವಿದ್ಯುತ್ತಿನ ಘಟಕ,மின்னியல் அலகு
ಸ್ಥಾಯೀವಿದ್ಯುತ್ತಿನ ವೋಲ್ಟೇಜ್ ಗೇಜ್,மின்னியல் மின்னழுத்த அளவுகோல்
ಸ್ಥಾಯೀವಿದ್ಯುತ್ತಿನ ವ್ಯಾಟ್ಮೀಟರ್,மின்னியல் வாட்மீட்டர்
ಸ್ಥಿರ ವಿದ್ಯುತ್,நிலையான மின்சாரம்
ಚಾಲಕ ಸ್ಥಾಯೀವಿದ್ಯುತ್ತಿನ,இயக்கி மின்னியல்
ಡೈಎಲೆಕ್ಟ್ರಿಕ್ಸ್ನ ಸ್ಥಾಯೀವಿದ್ಯುತ್ತಿನ,மின்கடத்தா மின்னியல்
ಸ್ಥಾಯೀವಿದ್ಯುತ್ತಿನ ರೆಕಾರ್ಡಿಂಗ್,மின்னியல் பதிவு
ವಿದ್ಯುತ್ ವಿರೂಪ,மின் உருமாற்றம்
ಎಲೆಕ್ಟ್ರೋಥರ್ಮಲ್ ಯಂತ್ರ,மின் வெப்ப இயந்திரம்
ಎಲೆಕ್ಟ್ರೋ-ಥರ್ಮಲ್ ಪ್ರಕ್ರಿಯೆ,மின் வெப்ப செயல்முறை
ಎಲೆಕ್ಟ್ರೋಥರ್ಮಲ್ ಪ್ರೊಪಲ್ಷನ್,மின்வெப்ப உந்துவிசை
ಎಲೆಕ್ಟ್ರೋಥರ್ಮಲ್ ಪ್ರಕ್ರಿಯೆ,மின் வெப்ப செயல்முறை
"ಎಲೆಕ್ಟ್ರೋಪ್ರಿಂಟಿಂಗ್, ಎಲೆಕ್ಟ್ರೋಪ್ರಿಂಟಿಂಗ್","மின் அச்சிடுதல், மின் அச்சிடுதல்"
ವಿದ್ಯುತ್ ಸಂಪರ್ಕ,மின் இணைப்பு
ವಿದ್ಯುತ್ ಕನೆಕ್ಟರ್,மின் இணைப்பு
ಎಲೆಕ್ಟ್ರೋವೇಲೆಂಟ್ ಬಂಧ,மின்வலன்ட் பிணைப்பு
ಎಲೆಕ್ಟ್ರೋನೆಗೆಟಿವ್ ಬಂಧ,எலக்ட்ரோநெக்டிவ் பிணைப்பு
ಎಲೆಕ್ಟ್ರೋವೇಲೆಂಟ್ ಬಂಧ,மின்வலன்ட் பிணைப்பு
ವಿದ್ಯುತ್ ಸಂಪರ್ಕ,மின்சாரம் இணைக்கப்பட்டுள்ளது
"ಎಲೆಕ್ಟ್ರೋ ಸ್ನಿಗ್ಧತೆಯ ಪರಿಣಾಮ, ಸ್ಥಾಯೀವಿದ್ಯುತ್ತಿನ ಪರಿಣಾಮ","மின் பிசுபிசுப்பு விளைவு, மின்னியல் விளைவு"
"ಅಂಶ, ಅಂಶ, ಅಂಶ","உறுப்பு, உறுப்பு, உறுப்பு"
"ಪ್ರಾಥಮಿಕ, ಪ್ರಾಥಮಿಕ, ಧಾತುರೂಪದ","முதன்மை, அடிப்படை, அடிப்படை"
ರಚನೆಯ ಆಂಟೆನಾ,வரிசை ஆண்டெனா
ಮೂಲ ಶುಲ್ಕ,அசல் கட்டணம்
ಮೂಲ ಮ್ಯಾಗ್ನೆಟ್,அசல் காந்தம்
ಮೂಲಭೂತ ಭೌತಶಾಸ್ತ್ರ,அடிப்படை இயற்பியல்
ಸೂಕ್ಷ್ಮ ಹಾವು,நுட்பமான பாம்பு
ಸಮ್ಮಿತಿ ಅಂಶ,சமச்சீர் உறுப்பு
ಸುಧಾರಿತ ಆಂಟೆನಾ,மேம்பட்ட ஆண்டெனா
"ಎತ್ತರ, ಎತ್ತರ, ಎತ್ತರ, ಎತ್ತರ, ಎತ್ತರ, ಎತ್ತರ","உயர்வு, உயர்வு, உயர்வு, உயர்வு, உயர்வு, உயர்வு"
ಎತ್ತರದ ವಿಚಲನ ಸೂಚಕ,உயர விலகல் காட்டி
ಎತ್ತರದ ಮಾಪಕ,உயர மானி
ಉನ್ನತ ಶಿಖರ,உயர் முனை
ಸ್ಥಿತಿ ಸೂಚಕವನ್ನು ನವೀಕರಿಸಿ,மேம்படுத்தல் நிலை காட்டி
"ಎಲಿವೇಟರ್, ಎಲಿವೇಟರ್","உயர்த்தி, உயர்த்தி"
ಎತ್ತುವ ಬೂಟ್ ದಲಿತ,தூக்கும் துவக்க தலித்
"ಎಲೆವನ್, ಸ್ಕ್ರಬ್ ನಿಯಂತ್ರಕವನ್ನು ನವೀಕರಿಸಿ",elevon மேம்படுத்தல் ஸ்லஷ் கட்டுப்படுத்தி
ದೀರ್ಘವೃತ್ತವಲ್ಲದ,அல்லாத நீள்வட்டம்
ಅಂಡಾಕಾರದ,நீள்வட்டம்
ಕ್ರೂಸಿಂಗ್ ದೀರ್ಘವೃತ್ತ,பயண நீள்வட்ட
ಜಡತ್ವ ದೀರ್ಘವೃತ್ತ,மந்தநிலை நீள்வட்டம்
ಧ್ರುವೀಯತೆಯ ದೀರ್ಘವೃತ್ತ,துருவமுனைப்பு நீள்வட்டம்
ಸುತ್ತುತ್ತಿರುವ ದೀರ್ಘವೃತ್ತ,சுழலும் நீள்வட்டம்
ಎಲಿಪ್ಸೈಡಲ್ ಕೋರ್ ಆಂಟೆನಾ,நீள்வட்ட மைய ஆண்டெனா
ದೀರ್ಘವೃತ್ತದ ವಿತರಣೆ,நீள்வட்ட விநியோகம்
ದೀರ್ಘವೃತ್ತಾಕಾರದ ಕೋಶ,நீள்வட்ட செல்
ದೀರ್ಘವೃತ್ತದ ಸೂಪರ್ ಕಂಡಕ್ಟರ್,நீள்வட்ட சூப்பர் கண்டக்டர்
ದೀರ್ಘವೃತ್ತದ ವೇಗ,நீள்வட்ட வேகம்
ದೀರ್ಘವೃತ್ತಾಕಾರದ,நீள்வட்டம்
ದೀರ್ಘವೃತ್ತದ ಕ್ಯಾಂಟಿಲಿವರ್,நீள்வட்ட காண்டிலீவர்
ದೀರ್ಘವೃತ್ತದ ನಿರ್ದೇಶಾಂಕಗಳು,நீள்வட்ட ஆயத்தொலைவுகள்
ದೀರ್ಘವೃತ್ತದ ಚಲನೆ,நீள்வட்ட இயக்கம்
ದೀರ್ಘವೃತ್ತದ ಕಕ್ಷೆ,நீள்வட்ட சுற்றுப்பாதை
"ದೀರ್ಘವೃತ್ತಾಕಾರದ, ದೀರ್ಘವೃತ್ತಾಕಾರದ","நீள்வட்ட, நீள்வட்ட"
ದೀರ್ಘವೃತ್ತಾಕಾರದ ದೇಹ,நீள்வட்ட உடல்
"ಎಲಿಪ್ಟಿಕಲ್ ಗೆಲಾಕ್ಸಿಗಳು, ಎಲಿಪ್ಟಿಕಲ್ ಗ್ಯಾಲಕ್ಸಿ","எலிப்டிகல் கேலக்ஸி, எலிப்டிகல் கேலக்ஸி"
ದೀರ್ಘವೃತ್ತದ ನೀಹಾರಿಕೆ,நீள்வட்ட நெபுலா
ದೀರ್ಘವೃತ್ತದ ಧ್ರುವೀಕರಣ,நீள்வட்ட துருவமுனைப்பு
ದೀರ್ಘವೃತ್ತದ ಕಂಪನ,நீள்வட்ட அதிர்வு
ದೀರ್ಘವೃತ್ತದ ತರಂಗರೂಪ,நீள்வட்ட அலைவடிவம்
ದೀರ್ಘವೃತ್ತ-ಧ್ರುವೀಕೃತ,நீள்வட்ட-துருவப்படுத்தப்பட்ட
"ಉದ್ದ, ವರ್ಧನೆ, ಹರಡುವಿಕೆಯ ಕೋನ","நீட்டிப்பு, உருப்பெருக்கம், பரவல் கோணம்"
ಚಾಲ್ತಿಯಲ್ಲಿರುವ ಮಟ್ಟ,நடைமுறையில் உள்ள நிலை
ಡಿಮ್ಯಾಗ್ನೆಟೈಸೇಶನ್ ಕರ್ವ್,demagnetization வளைவு
"ತಾಪಮಾನ ದಾಖಲೆ ಒತ್ತಡದ ಗ್ರಾಫ್, ಚಿತ್ರ","வெப்பநிலை பதிவு அழுத்தம் வரைபடம், படம்"
"ಬಿಡುಗಡೆ, ಬಿಡುಗಡೆ","விடுதலை, விடுதலை"
ಇಮ್ಮರ್ಶನ್ ಸಾಮರ್ಥ್ಯ,மூழ்கும் திறன்
"ಸಂತಾನ, ಸಂತತಿ","இனப்பெருக்கம், சந்ததி"
ಎಗ್ರೆಸೋಮೀಟರ್,வெளியேற்றமானி
ಎಗ್ರೆಸೋಮೀಟರ್,வெளியேற்றமானி
ಎಂಬೆಡ್,உட்பொதிக்கவும்
ಎಂಬೆಡ್ ಮಾಡಲಾಗಿದೆ,பதிக்கப்பட்ட
ಎಂಬೆಡೆಡ್ ರಿಕ್ಟಿಫೈಯರ್,உட்பொதிக்கப்பட்ட திருத்தி
ಎಂಬೆಡಿಂಗ್,உட்பொதித்தல்
ಘನಗಳಲ್ಲಿ ಎಂಬೆಡಿಂಗ್,க்யூப்ஸில் உட்பொதித்தல்
ಸಮುದ್ರ-ಆಹಾರ ಸೂಜಿ,கடல் உணவு ஊசி
ಕುಳಿಗಳು,துவாரங்கள்
ತುರ್ತು ಪ್ರಸರಣ ವ್ಯವಸ್ಥೆ,அவசர பரிமாற்ற அமைப்பு
ತುರ್ತು ವಿದ್ಯುತ್ ಪೂರೈಕೆದಾರ,அவசர மின்சாரம் வழங்குபவர்
ತುರ್ತು ವಿಧಾನ,அவசர நடைமுறை
ತುರ್ತು ರೇಡಿಯೋ ಚಾನೆಲ್,அவசர வானொலி சேனல்
ತುರ್ತು ರವಾನೆ ಬೀಕನ್,அவசரகால அனுப்புதல் பெக்கான்
ತುರ್ತು,அவசரம்
ಕೊಡಲಾಗಿದೆ,வெளியிடப்பட்டது
ಔಟ್ಪುಟ್ ಕಿರಣ,வெளியீடு கதிர்
ಎಮರ್ಸನ್ ಕ್ಯಾಲೋರಿಮೀಟರ್,எமர்சன் கலோரிமீட்டர்
ಹೊರಸೂಸುವಿಕೆಗಳು,உமிழ்வுகள்
ವಿಸರ್ಜನಾ ಕೋಶ,வெளியேற்ற செல்
ಹೊರಸೂಸುವಿಕೆಯ ಗುಣಲಕ್ಷಣಗಳು,உமிழ்வு பண்புகள்
ಹೊರಸೂಸುವಿಕೆ ನಿರಂತರತೆ,உமிழ்வு தொடர்ச்சி
ಹೊರಸೂಸುವಿಕೆ ಸ್ಟ್ರೀಮ್,உமிழ்வு ஸ்ட்ரீம்
ಹೊರಸೂಸುವಿಕೆಯ ಆವರ್ತನ,உமிழ்வு அதிர்வெண்
ಹೊರಸೂಸುವಿಕೆ ರೇಖೆ,உமிழ்வு வரி
ಹೊರಸೂಸುವಿಕೆ ಮಾಪನ ಸಾಧನ,உமிழ்வு அளவீட்டு சாதனம்
ಹೊರಸೂಸುವ ನೀಹಾರಿಕೆ,உமிழும் நெபுலா
ಹೊರಸೂಸುವಿಕೆ ಸ್ಪೆಕ್ಟ್ರೋಸ್ಕೋಪಿ,உமிழ்வு ஸ்பெக்ட்ரோஸ்கோபி
ಹೊರಸೂಸುವಿಕೆ ಸ್ಪೆಕ್ಟ್ರಮ್,உமிழ்வு நிறமாலை
ಹೊರಸೂಸುವಿಕೆಯ ತತ್ವ,உமிழ்வு கொள்கை
ಬೆಳಕಿನ ಹೊರಸೂಸುವಿಕೆಯ ಸಿದ್ಧಾಂತ,ஒளி உமிழ்வு கோட்பாடு
ಹೊರಸೂಸುವ ನಕ್ಷತ್ರ,உமிழும் நட்சத்திரம்
ಹೊರಸೂಸುವಿಕೆ ಸಾಮರ್ಥ್ಯ,உமிழ்வு திறன்
"ಹೊರಸೂಸುವಿಕೆ, ಹೊರಸೂಸುವಿಕೆ","உமிழ்வு, உமிழ்வு"
ಎಮಿಟ್ರಾನ್ ಕ್ಯಾಮೆರಾ,எமிட்ரான் கேமரா
ಹೊರಸೂಸುವಿಕೆ,உமிழ்வு
"ಹೊರಸೂಸುವವನು, ಹೊರಸೂಸುವವನು","உமிழ்ப்பான், உமிழ்ப்பான்"
ಎಮಿಟರ್-ಬೇಸ್ ಜಂಕ್ಷನ್,உமிழ்ப்பான்-அடிப்படை சந்திப்பு
ಹೊರಸೂಸುವಿಕೆಯನ್ನು ಹಿಂದುಳಿದಿದೆ,பின்தங்கிய உமிழ்வுகள்
ಎಮಿಟರ್-ಬೇಸ್ ಜಂಕ್ಷನ್,உமிழ்ப்பான்-அடிப்படை சந்திப்பு
ಹೊರಸೂಸುವ ಪ್ರದೇಶ,உமிழும் பகுதி
ಹೊರಸೂಸುವ ವ್ಯಾಪ್ತಿಯ ಪ್ರತಿರೋಧ,உமிழ்ப்பான் வரம்பு எதிர்ப்பு
ಹೊರಸೂಸುವ ಟರ್ಮಿನಲ್,உமிழும் முனையம்
ಡ್ರಾಪ್ ಎಮಿಟರ್ ಕೆಪಾಸಿಟನ್ಸ್,துளி உமிழ்ப்பான் கொள்ளளவு
ಹೊರಸೂಸುವಿಕೆ ಬಿಂದು,உமிழ்வு புள்ளி
ಪರಿಣಾಮಕಾರಿ ಗುಣಮಟ್ಟ,தாக்க தரம்
"ಪೂರ್ವ ಬಲವರ್ಧನೆ, ಬಲ","முன் வலுவூட்டல், படை"
ಪ್ರಾಯೋಗಿಕ,அனுபவபூர்வமான
ಪ್ರಾಯೋಗಿಕ ನಂಬಿಕೆ,அனுபவ நம்பிக்கை
"ಖಾಲಿ, ತುಂಬದ","வெற்று, நிரப்பப்படாத"
ಖಾಲಿ ಮಟ್ಟದ ಗುಂಪು,வெற்று நிலை குழு
"ತುಂಬದ ಮಹಡಿ, ಖಾಲಿ ಮಹಡಿ","நிரப்பப்படாத தளம், காலியான தளம்"
"ಖಾಲಿ ಜಾಗ, ಖಾಲಿ ಆಕಾಶ","வெற்று இடம், வெற்று வானம்"
ಖಾಲಿ ಜಾಗ,காலியான இடம்
ಖಾಲಿ ಪ್ರಪಂಚ,வெற்று உலகம்
ಎಮಲ್ಷನ್,குழம்பு
"ಎಮಲ್ಸಿಫಿಕೇಶನ್, ಎಮಲ್ಸಿಫಿಕೇಶನ್","கூழ்மப்பிரிப்பு, கூழ்மப்பிரிப்பு"
"ಎಮಲ್ಸಿಫೈಯರ್, ಎಮಲ್ಸಿಫೈಯರ್","குழம்பாக்கி, குழம்பாக்கி"
"ಎಮಲ್ಷನ್, ಎಮಲ್ಷನ್","குழம்பு, குழம்பு"
"ಎಮಲ್ಸಿಫೈಯರ್, ಎಮಲ್ಸಿಫೈಯರ್","குழம்பாக்கி, குழம்பாக்கி"
"ಎಮಲ್ಷನ್, ಎಮಲ್ಷನ್","குழம்பு, குழம்பு"
ಎಮಲ್ಷನ್ ಲೇಪನ,குழம்பு பூச்சு
"ಎಮಲ್ಷನ್ ಪ್ರಕಾರ, ಎಮಲ್ಷನ್ ಪ್ರಕಾರ","குழம்பு வகை, குழம்பு வகை"
"ಮೂಲ ದ್ವಾರ, ಪ್ರಚೋದಕ ಗೇಟ್","தொடக்க வாயில், இயக்கி வாயில்"
ಶಕ್ತಿ ನಾಡಿ,சக்தி துடிப்பு
"ದಂತಕವಚ, ದಂತಕವಚ, ದಂತಕವಚ","பற்சிப்பி, பற்சிப்பி, பற்சிப்பி"
ಎನಾಮೆಲ್ಡ್ ತಂತಿ,பற்சிப்பி கம்பி
ಕೋಡ್ ಮಾಡಲು,குறியீடு செய்ய
"ಎನ್ಕೋಡಿಂಗ್, ಕೋಡಿಂಗ್","குறியாக்கம், குறியாக்கம்"
"ಚಿಪ್ಪುಗಳುಳ್ಳ, ಚಿಪ್ಪುಗಳುಳ್ಳ","செதில், செதில்"
"ಅಂತ್ಯ, ಅಂತ್ಯ, ಅಂತ್ಯ, ಅಂತ್ಯ","முடிவு, முடிவு, முடிவு, முடிவு"
ವೃತ್ತಾಕಾರದ ಲಾಭ,வட்ட ஆதாயம்
ಅಂತಿಮ ಬಲ್ಬ್,இறுதி விளக்கை
ಅಂತ್ಯಕ್ರಿಯೆಯ ಕೊಠಡಿ,இறுதி அறை
ಅಂತಿಮ ಪರಿಷ್ಕರಣೆ,இறுதி திருத்தம்
ಅಂತಿಮ ಪರಿಣಾಮ,இறுதி விளைவு
ಅಂತ್ಯ ದೋಷ,இறுதி பிழை
ಶ್ರೇಣೀಕೃತ ಲಂಬ ಆಂಟೆನಾ,தரப்படுத்தப்பட்ட செங்குத்து ஆண்டெனா
ಉದ್ದದ ಕ್ರಿಯೆ,நீளமான நடவடிக்கை
ಉದ್ದದ ಆಂಟೆನಾ,நீளமான ஆண்டெனா
ರೇಖಾಂಶದ ರಚನೆ,நீளமான வரிசை
ಫಾರ್ವರ್ಡ್ ಗೇಜ್,முன்னோக்கி பாதை
ತಲೆ ಯಂತ್ರ,தலை இயந்திரம்
"ಅಕ್ಷೀಯ ಸ್ಥಾನ, ಎ-ಸ್ಥಾನ","அச்சு நிலை, ஏ-நிலை"
ಅಕ್ಷೀಯ ದೃಷ್ಟಿ,அச்சு பார்வை
ಅಂತಿಮ ಬಿಂದು,இறுதி புள்ளி
ಅಂತಿಮ ಬಿಂದು ವಿರಾಮ,இறுதி புள்ளி முறிவு
ಅಂತಿಮ ಮುದ್ರಕ,இறுதி அச்சுப்பொறி
ಅಂತಿಮ ಉತ್ಪನ್ನ ಅಂತಿಮ ಉತ್ಪನ್ನ,இறுதி தயாரிப்பு இறுதி தயாரிப்பு
ಅಂತಿಮ ಪ್ರತಿರೋಧ,இறுதி எதிர்ப்பு
ತುದಿ ಸಂರಕ್ಷಕ,முனை பாதுகாப்பு
"ಡೋರ್ ಕೌಂಟರ್, ಅಪರ್ಚರ್ ಡಿಟೆಕ್ಟರ್","கதவு கவுண்டர், துளை கண்டறிதல்"
"ತಲೆಯಿಲ್ಲದ ಲೇಸ್, ಲೂಪ್ ಲೇಸ್","தலையில்லாத சரிகை, கண்ணி சரிகை"
ಶಕ್ತಿ ಸಮರ್ಥ ಪ್ರಕ್ರಿಯೆ,ஆற்றல் திறன் செயல்முறை
"ಆಂತರಿಕ, ಇಂಟರ್ಸಿಫೊನ್","உள், இடைமுகம்"
ಚಲಾವಣೆಯಲ್ಲಿರುವ,புழக்கத்தில்
"ಎಂಡೋಥರ್ಮಿಕ್, ಎಂಡೋಥರ್ಮಿಕ್","உள்வெப்ப, உள்வெப்ப"
ಎಂಡೋಥರ್ಮಿಕ್ ಪ್ರಕ್ರಿಯೆ,உட்புற வெப்ப செயல்முறை
ಎಂಡೋಥರ್ಮಿಕ್ ಪ್ರತಿಕ್ರಿಯೆ,உட்புற வெப்ப எதிர்வினை
ಎಂಡೋಥರ್ಮಿಕ್ ವಸ್ತು,உட்புற வெப்ப பொருள்
ಶಾಖ ಹೀರಿಕೊಳ್ಳುವಿಕೆ,வெப்ப உறிஞ்சுதல்
ಸಹಿಷ್ಣುತೆಯ ಅಂಶ,சகிப்புத்தன்மை காரணி
ಸಹಿಷ್ಣುತೆಯ ಮಿತಿ,சகிப்புத்தன்மை வரம்பு
ಬಿಡುವಿಲ್ಲದ ಸಾಲು,பிஸியான வரி
ಕಡಿಮೆ ಶಕ್ತಿಯ ಸಂರಚನೆ,குறைந்த ஆற்றல் கட்டமைப்பு
ಶಕ್ತಿ ತುಂಬಲು,உற்சாகப்படுத்த
ಚೈತನ್ಯದಾಯಕ,ஆற்றல் தரும்
ಶಕ್ತಿ,ஆற்றல்
ಶಕ್ತಿ ಸಮತೋಲನ,ஆற்றல் சமநிலை
"ಶಕ್ತಿ ಬ್ಯಾಂಡ್, ಶಕ್ತಿ ಬ್ಯಾಂಡ್","ஆற்றல் பட்டை, ஆற்றல் பட்டை"
ಶಕ್ತಿ-ಬ್ಯಾಂಡ್ ರಚನೆ,ஆற்றல்-இசைக்குழு அமைப்பு
ಶಕ್ತಿ ತಡೆ,ஆற்றல் தடை
ಶಕ್ತಿ ಸೂಚ್ಯಂಕ,ஆற்றல் குறியீடு
ಶಕ್ತಿ ವಾಹಕ,ஆற்றல் கேரியர்
ಶಕ್ತಿ ನಿರ್ಬಂಧ,ஆற்றல் கட்டுப்பாடு
ಶಕ್ತಿ ಸಂರಕ್ಷಣೆ,ஆற்றல் பாதுகாப்பு
ಅಂತರ್ಗತ ಶಕ್ತಿ,உள்ளார்ந்த ஆற்றல்
ಶಕ್ತಿ ಜೋಡಣೆ,ஆற்றல் இணைப்பு
ಶಕ್ತಿ ಕೊರತೆ,ஆற்றல் பற்றாக்குறை
ಶಕ್ತಿ ಸವಕಳಿ,ஆற்றல் குறைதல்
ಶಕ್ತಿ ಸಾಂದ್ರತೆ,ஆற்றல் அடர்த்தி
ಶಕ್ತಿ ಅವಲಂಬನೆ,ஆற்றல் சார்பு
ಶಕ್ತಿ ವಿಚಲನ,ஆற்றல் விலகல்
ವಿದ್ಯುತ್ ವಿತರಣೆ,மின்சார விநியோகம்
ಇಂಧನ ದಕ್ಷತೆ,ஆற்றல் திறன்
ಶಕ್ತಿ-ವಿಶಿಷ್ಟ ಮೌಲ್ಯ,ஆற்றல் பண்பு மதிப்பு
ಶಕ್ತಿ ಅಂಶ,ஆற்றல் உறுப்பு
ಶಕ್ತಿ ಕಾರ್ಯ,சக்தி செயல்பாடு
ಶಕ್ತಿ ಸಮತೋಲನ,ஆற்றல் சமநிலை
ಶಕ್ತಿಯ ವೆಚ್ಚ,ஆற்றல் செலவு
ಬ್ಯಾಂಡ್ ಅಂತರ,பட்டை இடைவெளியை
ಶಕ್ತಿವರ್ಧಕ,சக்தியூட்டுபவர்
ಶಕ್ತಿ-ಅವಿಭಾಜ್ಯ,ஆற்றல்-ஒருங்கிணைந்த
ಶಕ್ತಿ-ಸಮಗ್ರ-ಸಮೀಕರಣ,ஆற்றல்-ஒருங்கிணைப்பு-சமன்பாடு
ಶಕ್ತಿಯ ವಿನಿಮಯ,ஆற்றல் பரிமாற்றம்
ಶಕ್ತಿಯ ಮಟ್ಟ,ஆற்றல் நிலை
ಶಕ್ತಿ ಮಟ್ಟದ ರೇಖಾಚಿತ್ರ,ஆற்றல் நிலை வரைபடம்
ಶಕ್ತಿ-ಮೊಮೆಂಟಮ್ ಸಾಂದ್ರತೆ,ஆற்றல்-வேக அடர்த்தி
ಶಕ್ತಿ-ಮೊಮೆಂಟಮ್ ಘಟಕ,ஆற்றல்-வேக கூறு
ಶಕ್ತಿ-ಮೊಮೆಂಟಮ್ ಸ್ಪೆಕ್ಟ್ರಮ್,ஆற்றல்-வேக நிறமாலை
ಶಕ್ತಿ-ಮೊಮೆಂಟಮ್ ವೆಕ್ಟರ್,ஆற்றல் வேக திசையன்
ಸಕ್ರಿಯಗೊಳಿಸುವ ಶಕ್ತಿ,செயல்படுத்தும் ஆற்றல்
ಮುಚ್ಚಿದ ಸಿಸ್ಟಮ್ ಶಕ್ತಿ,மூடிய அமைப்பு ஆற்றல்
ರಚನಾತ್ಮಕ ಶಕ್ತಿ,கட்டமைப்பு ஆற்றல்
ಶಕ್ತಿ ಬಿಡುಗಡೆ,ஆற்றலை வெளியிடுகிறது
ಲಗ್ರಾಂಜಿಯನ್ ಶಕ್ತಿ,லக்ராஞ்சியனின் ஆற்றல்
ಆಂದೋಲಕ ಶಕ್ತಿ,ஊசலாட்ட ஆற்றல்
ತಿರುಗುವ ಶಕ್ತಿ,சுழற்சி ஆற்றல்
ವಿದ್ಯುತ್ ಆಪರೇಟರ್,சக்தி இயக்குபவர்
ಶಕ್ತಿ-ಉತ್ಪಾದನೆ-ಸಮೀಕರಣ,ஆற்றல் உற்பத்தி சமன்பாடு
ಶಕ್ತಿ ವಿರೋಧಾಭಾಸ,ஆற்றல் முரண்பாடு
ಶಕ್ತಿ ನಿಯತಾಂಕ,ஆற்றல் அளவுரு
ಶಕ್ತಿ ಬೆಲ್ಟ್,ஆற்றல் பெல்ட்
ಶಕ್ತಿ-ಕ್ವಾಂಟಮ್,ஆற்றல்-குவாண்டம்
ಶಕ್ತಿ ಸೆಲೆಕ್ಟರ್,ஆற்றல் தேர்வி
ಶಕ್ತಿ ಸೂಕ್ಷ್ಮ,ஆற்றல் உணர்திறன்
ಸ್ಥಿರ ಸಂವೇದನೆ,நிலையான உணர்திறன்
ಶಕ್ತಿಯ ಸ್ಪೆಕ್ಟ್ರಮ್,ஆற்றல் நிறமாலை
ಶಕ್ತಿ ಪುಟ,ஆற்றல் பக்கம்
ಶಕ್ತಿ ಪರೀಕ್ಷೆ,ஆற்றல் சோதனை
ಶಕ್ತಿ ವರ್ಗಾವಣೆ ಪ್ರಕ್ರಿಯೆ,ஆற்றல் பரிமாற்ற செயல்முறை
ಶಕ್ತಿಯ ವೇಗ,ஆற்றல் வேகம்
ಶಕ್ತಿಯ ಹರಡುವಿಕೆ,ஆற்றல் பரவல்
ಶಕ್ತಿ-ಆವೇಗ ಕಾನೂನು,ஆற்றல் வேகம் சட்டம்
ಶಕ್ತಿ-ಆವೇಗ ಕಾನೂನು,ஆற்றல் வேகம் சட்டம்
"ಶಕ್ತಿ-ಟೆನ್ಸರ್, ಶಕ್ತಿ-ಪ್ರದೇಶ","ஆற்றல்-டென்சர், ஆற்றல்-பகுதி"
ಬೈಪೋಲಾರ್ ವಿಕಿರಣವನ್ನು ಹೆಚ್ಚಿಸಿದೆ,அதிகரித்த இருமுனை கதிர்வீச்சு
ಎಂಜಿನ್,இயந்திரம்
"ಎಂಜಿನಿಯರಿಂಗ್, ಎಂಜಿನಿಯರಿಂಗ್","பொறியியல், பொறியியல்"
ಎಂಜಿನಿಯರಿಂಗ್ ವಿನ್ಯಾಸ,பொறியியல் வடிவமைப்பு
ಎಂಜಿನಿಯರಿಂಗ್ ಯೋಜನೆ,பொறியியல் திட்டம்
ಎಂಜಿನಿಯರಿಂಗ್ ನೆರವು,பொறியியல் உதவி
ಇಂಗ್ಲೀಷ್ ಅಲಂಕಾರ,ஆங்கில அலங்காரம்
ಸರಿಪಡಿಸಿದ ವಾಹಕ ಮಾಡ್ಯುಲೇಶನ್,கேரியர் மாடுலேஷன் சரி செய்யப்பட்டது
ಅಯಾನಿಕ್ ರೇಖೆ,அயனி வரி
ಅಯಾನಿಕ್ ಸರಣಿ,அயனி தொடர்
ಬೆಳವಣಿಗೆ,வளர்ச்சி
ಶ್ರೀಮಂತ ಸಮಸ್ಥಾನಿಗಳು,பணக்கார ஐசோடோப்புகள்
ವರ್ಧಿತ ರಿಯಾಕ್ಟರ್,பெரிதாக்கப்பட்ட உலை
ಪುಷ್ಟೀಕರಣ,செறிவூட்டல்
ಪುಷ್ಟೀಕರಣ ದಕ್ಷತೆ,செறிவூட்டல் திறன்
ಸಮೃದ್ಧಿ,செழிப்பு
ಸಮೃದ್ಧಿಯ ಗುಣಾಂಕ,செழிப்பு குணகம்
"ಸಮೃದ್ಧಿಯ ಗುಣಾಂಕ, ಸಮೃದ್ಧಿ ಗುಣಕ","செழிப்பு குணகம், செழிப்பு பெருக்கி"
"ಸೆಟ್, ಸಮುದಾಯ","தொகுப்பு, சமூகம்"
"ಎಂಥಾಲ್ಪಿ, ಸಂಪೂರ್ಣ ಶಾಖ","என்டல்பி, முழுமையான வெப்பம்"
ಸಂಪೂರ್ಣ ಗ್ರೇಡಿಯಂಟ್,முழுமையான சாய்வு
ಶಕ್ತಿ,சக்தி
