Hindi,Kannada
अभिलक्षणिक अवयव,ವಿಶಿಷ್ಟ ಅಂಶ
"अभिलक्षणिक आवृत्ति, आइगेन आवृत्ति","ವಿಶಿಷ್ಟ ಆವರ್ತನ, ಈಜೆನ್ ಆವರ್ತನ"
अभिलक्षणिक फलन,ವಿಶಿಷ್ಟ ಕಾರ್ಯ
अभिलक्षणिक दोलन,ವಿಶಿಷ್ಟ ಆಂದೋಲನಗಳು
"आइगेन अवस्था, अभिलक्षणिक अवस्था","ಐಜೆನ್ ಹಂತ, ವಿಶಿಷ್ಟ ಹಂತ"
अभिलक्षणिक काल,ವಿಶಿಷ್ಟ ಅವಧಿ
"आइगेन मान, अभिलक्षणिक मान","ಐಜೆನ್ ಮೌಲ್ಯ, ವಿಶಿಷ್ಟ ಮೌಲ್ಯ"
अभिलक्षणिक मान समीकरण,ವಿಶಿಷ್ಟ ಮೌಲ್ಯ ಸಮೀಕರಣ
अभिलक्षणिक मान स्पेक्ट्रम,ವಿಶಿಷ್ಟ ಮೌಲ್ಯದ ಸ್ಪೆಕ್ಟ್ರಮ್
"आइगेन वेक्टर, अभिलक्षणिक सदिश","ಐಜೆನ್ ವೆಕ್ಟರ್, ವಿಶಿಷ್ಟ ವೆಕ್ಟರ್"
अभिलक्षणिक सदिश समीकरण,ವಿಶಿಷ್ಟ ವೆಕ್ಟರ್ ಸಮೀಕರಣ
"आइगेन कंपन, अभिलक्षणिक कंपन","ಐಜೆನ್ ನಡುಕ, ವಿಶಿಷ್ಟ ನಡುಕ"
अष्ट आवेगी कोड,ಆಕ್ಟೇವ್ ಇಂಪಲ್ಸಿವ್ ಕೋಡ್
अष्टलेन्सी कैमरा,ಆಕ್ಟಲೆನ್ಸಿ ಕ್ಯಾಮೆರಾ
अष्टप्रचक्रणी,ಅಷ್ಟಭುಜಾಕೃತಿ
आइकोनल समीकरण,ಐಕಾನಲ್ ಸಮೀಕರಣ
आइन्स्टाइन-गुणांक,ಐನ್ಸ್ಟೈನ್ ಗುಣಾಂಕ
आइन्स्टाइन प्रभाव,ಐನ್ಸ್ಟೈನ್ ಪರಿಣಾಮ
आइन्स्टाइन प्रकाशवैद्युत समीकरण,ಐನ್ಸ್ಟೈನ್ ದ್ಯುತಿವಿದ್ಯುತ್ ಸಮೀಕರಣ
आन्स्टाइनी विस्थापन,ಯುಸ್ಟಿನಿ ಸ್ಥಳಾಂತರ
आइन्स्टाइन स्मोलुचोव्स्की समीकरण,ಐನ್ಸ್ಟೈನ್ ಸ್ಮೊಲುಚೋವ್ಸ್ಕಿ ಸಮೀಕರಣ
आइन्स्टाइन-समष्टि,ಐನ್ಸ್ಟೈನ್-ಜನಸಂಖ್ಯೆ
आइन्स्टाइन ताप,ಐನ್ಸ್ಟೈನ್ ತಾಪಮಾನ
"आइन्स्टाइन-प्रदिश, आइन्स्टाइन-टेन्सर","ಐನ್ಸ್ಟೈನ್-ವರ್ಸ್, ಐನ್ಸ್ಟೈನ್-ಟೆನ್ಸರ್"
आइन्स्टाइन-बोस वितरण नियम,ಐನ್ಸ್ಟೈನ್-ಬೋಸ್ ವಿತರಣಾ ಕಾನೂನು
आइन्स्टाइन-दि-हास प्रभाव,ಐನ್ಸ್ಟೈನ್-ಡಿ-ಹಾಸ್ ಪರಿಣಾಮ
आइन्स्टाइन-स्टोक्स नियम,ಐನ್ಸ್ಟೈನ್-ಸ್ಟೋಕ್ಸ್ ನಿಯಮ
आइन्स्टाइन क्षेत्र समीकरण,ಐನ್ಸ್ಟೈನ್ ಕ್ಷೇತ್ರ ಸಮೀಕರಣ
आइन्टाइन अखंडनीयता निकष,ಐನ್ಸ್ಟೈನ್ ಸಮಗ್ರತೆಯ ಮಾನದಂಡ
"आइन्स्टाइन प्रकाशरासायनिक तुल्यता नियम, आइन्स्टइन फोटो-केमिकल तुल्यता नियम","ಐನ್ಸ್ಟೈನ್ ದ್ಯುತಿರಾಸಾಯನಿಕ ಸಮಾನತೆಯ ಕಾನೂನು, ಐನ್ಸ್ಟೈನ್ ದ್ಯುತಿರಾಸಾಯನಿಕ ಸಮಾನತೆಯ ಕಾನೂನು"
आइन्स्टाइन द्रव्यमान ऊर्जा संबंध,ಐನ್ಸ್ಟೈನ್ ದ್ರವ್ಯರಾಶಿ-ಶಕ್ತಿ ಸಂಬಂಧ
आइस्टाइन-प्रमेय,ಐನ್‌ಸ್ಟೈನ್ ಪ್ರಮೇಯ
आइन्स्टाइनियम,ಐನ್ಸ್ಟೈನಿಯಮ್
"निष्कासन, उद्गिरण","ಹೊರಹಾಕುವಿಕೆ, ಹೊರಹಾಕುವಿಕೆ"
उत्क्षेपणी,ಮುಂಚಾಚಿರುವಿಕೆ
उत्क्षेपक,ಎಜೆಕ್ಟರ್
निष्कासी पट्टिका,ಕ್ಲಿಯರೆನ್ಸ್ ಪ್ಲೇಕ್
उद्गिरण प्रत्यागमन पिन,ಆಶ್ಚರ್ಯಸೂಚಕ ಹಿಂತೆಗೆದುಕೊಳ್ಳುವ ಪಿನ್
उद्गिरक दंड,ಆಶ್ಚರ್ಯಸೂಚಕ ದಂಡ
इलेक्ट्रेट,ಎಲೆಕ್ಟ್ರೆಟ್
व्युत्क्रम धारिता,ವಿಲೋಮ ಧಾರಣ
प्रत्यास्थ,ಸ್ಥಿತಿಸ್ಥಾಪಕ
"प्रत्यास्थ उत्तर प्रभाव, प्रत्यास्थ पश्चता","ಸ್ಥಿತಿಸ್ಥಾಪಕ ಪ್ರತಿಕ್ರಿಯೆ ಪರಿಣಾಮ, ಸ್ಥಿತಿಸ್ಥಾಪಕ ಹಿಂಭಾಗ"
प्रत्यास्थ एवं सुघट्य प्रतिक्षेप,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಮತ್ತು ಹೊಂದಿಕೊಳ್ಳುವ ಪ್ರತಿಫಲಿತ
प्रत्यास्थ कोणीय संवेग,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಕೋನೀಯ ಆವೇಗ
प्रत्यास्थ रोधिका,ಸ್ಥಿತಿಸ್ಥಾಪಕ ತಡೆ
प्रत्यास्थ आचरण,ಸ್ಥಿತಿಸ್ಥಾಪಕ ನಡವಳಿಕೆ
प्रत्यास्थ भंगुर पदार्थ,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಸುಲಭವಾಗಿ ವಸ್ತು
प्रत्यास्थ आकुंचन,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಸಂಕೋಚನ
प्रत्यास्थ केन्द्र,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಕೇಂದ್ರ
प्रत्यास्थ अभिलक्षण,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಪಾತ್ರ
"प्रत्यास्थ संघट्टन, प्रत्यास्थ टक्कर","ಸ್ಥಿತಿಸ್ಥಾಪಕ ಘರ್ಷಣೆ, ಸ್ಥಿತಿಸ್ಥಾಪಕ ಘರ್ಷಣೆ"
प्रत्यास्थ अनुवृत्ति,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಜೀವನಾಧಾರ
"प्रत्यास्थ अनुवृत्ति नियतांक, प्रत्यास्थ नियतांक","ಸ್ಥಿತಿಸ್ಥಾಪಕ ಆವರ್ತನ ಸ್ಥಿರ, ಸ್ಥಿತಿಸ್ಥಾಪಕ ಸ್ಥಿರ"
प्रत्यास्थातांक,ಸಬ್ಸ್ಟ್ರಿಂಗ್
प्रत्यास्थतांक प्रदिश,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಜಾಗ
प्रत्यास्थ सांतत्यक,ಸ್ಥಿತಿಸ್ಥಾಪಕ ನಿರಂತರತೆ
प्रत्यास्थ युग्मन,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಜೋಡಣೆ
प्रत्यास्थ परिक्षेत्र,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಶ್ರೇಣಿ
"प्रत्सास्थ वक्र, प्रत्यास्थता वक्र","ಸ್ಥಿತಿಸ್ಥಾಪಕ ವಕ್ರರೇಖೆ, ಸ್ಥಿತಿಸ್ಥಾಪಕ ವಕ್ರರೇಖೆ"
प्रत्यास्थ विरूपण,ಸ್ಥಿತಿಸ್ಥಾಪಕ ವಿರೂಪ
प्रत्यास्थ असांतत्य,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಸ್ಥಗಿತ
प्रत्यास्थ प्रभ्रंश,ಸ್ಥಿತಿಸ್ಥಾಪಕ ದೋಷ
प्रत्यास्थ ऊर्जा,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಶಕ್ತಿ
प्रत्यास्थ साम्यावस्था,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಸಮತೋಲನ
प्रत्यास्थ वितान,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಹಣಕಾಸು
"प्रत्यास्थ फ़िल्म, इलैस्टिक फ़िल्म","ಸ್ಥಿತಿಸ್ಥಾಪಕ ಚಿತ್ರ, ಸ್ಥಿತಿಸ್ಥಾಪಕ ಚಿತ್ರ"
प्रत्यास्थ प्रवाह,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಹರಿವು
प्रत्यास्थ तरल,ಸ್ಥಿತಿಸ್ಥಾಪಕ ದ್ರವ
प्रत्यास्थ बल,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಶಕ್ತಿ
प्रत्यास्थ मुक्त ऊर्जा,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಮುಕ್ತ ಶಕ್ತಿ
प्रत्यास्थता हिस्टेरेसिस स्थिरांक,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಹಿಸ್ಟರೆಸಿಸ್ ಸ್ಥಿರ
"प्रत्सास्थ हिस्टेरेसिस, प्रत्यास्थ शैथिल्य","ಪ್ರಾಸ್ಥೆಟಿಕ್ ಹಿಸ್ಟರೆಸಿಸ್, ಸ್ಥಿತಿಸ್ಥಾಪಕ ಸಿಫಿಲಿಸ್"
प्रत्यास्थ अस्थायित्व,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಅಸ್ಥಿರತೆ
प्रत्यास्थ स्तर,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಮಟ್ಟ
प्रत्यास्थता सीमा,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಮಿತಿ
प्रत्यास्थता-रेखा,ಸ್ಥಿತಿಸ್ಥಾಪಕ ರೇಖೆ
प्रत्यास्थ माध्यम,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಮಾಧ್ಯಮ
प्रत्यास्थता मापांक,ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವದ ಮಾಡ್ಯುಲಸ್
प्रत्यास्थता मापांक प्रदिश,ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವದ ಮಾಡ್ಯುಲಸ್
प्रत्यास्थ दोलन,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಆಂದೋಲನಗಳು
प्रत्यास्थ पूर्णतः सुघट्य पिंड,ಸ್ಥಿತಿಸ್ಥಾಪಕ ದ್ರವ್ಯರಾಶಿ
प्रत्यास्थ समतल,ಸ್ಥಿತಿಸ್ಥಾಪಕ ವಿಮಾನ
प्रत्यास्थ सुघट्य परिसीमा,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಹೊಂದಿಕೊಳ್ಳುವ ಮಿತಿ
प्रत्यास्थ सुघट्य पदार्थ,ಸ್ಥಿತಿಸ್ಥಾಪಕ ವಸ್ತು
प्रत्यास्थ विभव,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಸಾಮರ್ಥ್ಯ
प्रत्यास्थ गुणधर्म,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಆಸ್ತಿ
प्रत्यास्थ पुनरूत्सर्जन,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಪುನರುತ್ಪಾದನೆ
प्रत्यास्थ प्रतिक्षेप,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಪ್ರತಿಫಲಿತ
प्रत्यास्थ प्रतिक्षेप सिद्धांत,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಪ್ರತಿಫಲಿತ ಸಿದ್ಧಾಂತ
प्रत्यास्थ अनुक्रिया,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಪ್ರತಿಕ್ರಿಯೆ
प्रत्यास्थ प्रकीर्णन,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಸ್ಕ್ಯಾಟರಿಂಗ್
प्रत्यास्थ ठोस,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಘನ
प्रत्यास्थ स्थायित्व,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಸ್ಥಿರತೆ
प्रत्यास्थ दुर्नम्यता नियतांक,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಮೃದುತ್ವ ಸ್ಥಿರ
प्रत्यास्थ विकृति,ಸ್ಥಿತಿಸ್ಥಾಪಕ ವಿರೂಪ
प्रत्यास्थ विकृति प्रदिश,ಸ್ಥಿತಿಸ್ಥಾಪಕ ವಿರೂಪ ವರ್ಣಪಟಲ
प्रत्यास्थ विकृति सदिश,ಸ್ಥಿತಿಸ್ಥಾಪಕ ವಿರೂಪ ವೆಕ್ಟರ್
प्रत्यास्थ प्रतिबल,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಒತ್ತಡ
प्रत्यास्थ सममिति,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಸಮ್ಮಿತಿ
ऊर्जा का प्रत्यास्थ अंतरण,ಶಕ್ತಿಯ ಸ್ಥಿತಿಸ್ಥಾಪಕ ವರ್ಗಾವಣೆ
प्रत्यास्थ श्यान-सुघट्य पिंड,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಸ್ನಿಗ್ಧತೆಯ ದ್ರವ್ಯರಾಶಿ
प्रत्यास्थ तरंग,ಸ್ಥಿತಿಸ್ಥಾಪಕ ತರಂಗ
"प्रत्यास्थ घन सिद्धांत, प्रत्यास्थ ठोस सिद्धांत","ಸ್ಥಿತಿಸ್ಥಾಪಕ ಘನ ಸಿದ್ಧಾಂತ, ಸ್ಥಿತಿಸ್ಥಾಪಕ ಘನ ಸಿದ್ಧಾಂತ"
प्रत्यास्थतया विषमदैशिक पिंड,ಆಂದೋಲಕ ದೇಹ
प्रत्यास्थतया समदैशिक पिंड,ಐಸೊಟೋಪಿಕ್ ದೇಹ
प्रत्यास्थता,ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
प्रत्सयास्थता-पृष्ठ,ವಿನಂತಿ ಪುಟ
प्रत्यास्थक,ಸ್ಥಿತಿಸ್ಥಾಪಕ
"इलैस्टिकोमीटर, प्रत्यास्थतामापी","ಸ್ಥಿತಿಸ್ಥಾಪಕ, ಸ್ಥಿತಿಸ್ಥಾಪಕ ಮಾಪಕ"
प्रत्यास्थ श्यान पदार्थ,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಸ್ನಿಗ್ಧತೆಯ ವಸ್ತು
प्रत्यास्थगतिकी,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಡೈನಾಮಿಕ್ಸ್
"इलैस्टोमर, प्रत्यास्थलक (प्रत्यास्थ बहुलक)","ಎಲಾಸ್ಟೊಮರ್, ಎಲಾಸ್ಟಿಕ್ (ಎಲಾಸ್ಟಿಕ್ ಪಾಲಿಮರ್)"
"प्रत्यास्थलकी, इलैस्टोमरी","ಸ್ಥಿತಿಸ್ಥಾಪಕ, ಎಲಾಸ್ಟೊಮೆರಿ"
"प्रत्यास्थ सुघट्य, प्रत्यास्थ प्लास्टिक","ಸ್ಥಿತಿಸ್ಥಾಪಕ ಪ್ಲಾಸ್ಟಿಕ್, ಸ್ಥಿತಿಸ್ಥಾಪಕ ಪ್ಲಾಸ್ಟಿಕ್"
प्रत्यास्थसुघट्यता,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಪ್ಲಾಸ್ಟಿಟಿ
प्रत्यास्थप्रतिरोध,ಸ್ಥಿತಿಸ್ಥಾಪಕ ಪ್ರತಿರೋಧ
इलेक्ट्रॉन निदर्श,ಎಲೆಕ್ಟ್ರಾನ್ ಮಾದರಿ
इलेक्ट्रॉन दाब,ಎಲೆಕ್ಟ್ರಾನ್ ಒತ್ತಡ
वैद्युत परिघटना,ವಿದ್ಯುತ್ ವಿದ್ಯಮಾನ
इलेक्ट्रॉनी सिंक्रोट्रॉन,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಿಂಕ್ರೊಟ್ರಾನ್
इलेक्ट्रेट माइक्रोफोन,ಎಲೆಕ್ಟ್ರೆಟ್ ಮೈಕ್ರೊಫೋನ್
वैद्युत साधन,ವಿದ್ಯುತ್ ಸಾಧನ
विद्युत-आर्क-भट्टी,ವಿದ್ಯುತ್ ಚಾಪ ಕುಲುಮೆ
वैद्युत असममित तरंग,ವಿದ್ಯುತ್ ಅಸಮ್ಮಿತ ತರಂಗ
विद्युत्-अक्ष,ವಿದ್ಯುತ್ ಅಕ್ಷ
विद्युत्-ऊष्मक कुंड,ಎಲೆಕ್ಟ್ರೋಹೀಟರ್
विद्युत्-धारिता,ಸಾಮರ್ಥ್ಯ
विद्युत-अपकेन्द्रित्र,ಎಲೆಕ್ಟ್ರೋ-ಕೇಂದ್ರಾಪಗಾಮಿ
विद्युत्-परिपथ,ವಿದ್ಯುತ್ ಸರ್ಕ್ಯೂಟ್
बिजली घड़ी,ವಿದ್ಯುತ್ ಗಡಿಯಾರ
विद्युत्-स्थिरांक,ಸ್ಥಾಯೀವಿದ್ಯುತ್ತಿನ
वैद्युत द्विध्रुव-आघूर्ण,ವಿದ್ಯುತ್ ದ್ವಿಧ್ರುವಿ ಕ್ಷಣ
विद्युत्-विसर्जन,ವಿದ್ಯುದಾಘಾತ
वैद्युत विस्थापन,ವಿದ್ಯುತ್ ಸ್ಥಳಾಂತರ
वैद्युत द्विक,ವಿದ್ಯುತ್ ದ್ವಂದ್ವ
वैद्युत भंवर-क्षेत्र,ವಿದ್ಯುತ್ ಸುಳಿಯ ಕ್ಷೇತ್ರ
वैद्युत ऊर्जा घनत्व,ವಿದ್ಯುತ್ ಶಕ್ತಿ ಸಾಂದ್ರತೆ
वैद्युत उत्तेजन,ವಿದ್ಯುತ್ ಪ್ರಚೋದನೆ
विद्युत्-क्षेत्र,ವಿದ್ಯುತ್ ಕ್ಷೇತ್ರ
चुंबकीय प्रेरण का विद्युत् क्षेत्र प्रदिश,ಕಾಂತೀಯ ಕ್ಷೇತ್ರ ವಿದ್ಯುತ್ ಕ್ಷೇತ್ರ
विद्युत्-क्षेत्र तीव्रता,ವಿದ್ಯುತ್ ಕ್ಷೇತ್ರದ ತೀವ್ರತೆ
वैद्युत फ़्लैश,ವಿದ್ಯುತ್ ಫ್ಲಾಶ್
विद्युत्-तरल,ಎಲೆಕ್ಟ್ರೋ ದ್ರವ
वैद्युत अभिवाह रेखाएं,ವಿದ್ಯುತ್ ಹರಿವಿನ ಸಾಲುಗಳು
विद्युत् भट्टी,ವಿದ್ಯುತ್ ಕುಲುಮೆ
विद्युत् गिटार,ಎಲೆಕ್ಟ್ರಿಕ್ ಗಿಟಾರ್
"वैद्युत तापक, इलैक्ट्रिक हीटर","ಎಲೆಕ್ಟ್ರಿಕ್ ಹೀಟರ್, ಎಲೆಕ್ಟ್ರಿಕ್ ಹೀಟರ್"
विद्युत्-तापन,ವಿದ್ಯುತ್ ತಾಪನ
वैद्युत निमज्जन ऊष्मक,ವಿದ್ಯುತ್ ಇಮ್ಮರ್ಶನ್ ಹೀಟರ್
विद्युत्-प्रेरण,ಎಲೆಕ್ಟ್ರೋಮೋಟಿವ್
विद्युत्-प्रेरण का चुंबकीय क्षेत्र प्रदिश,ವಿದ್ಯುತ್ಕಾಂತೀಯತೆಯ ಕಾಂತೀಯ ಕ್ಷೇತ್ರ ಪ್ರದರ್ಶನ
वैद्युत तीव्रता,ವಿದ್ಯುತ್ ತೀವ್ರತೆ
"विद्युत्-दीप, बिजली का लैम्प","ವಿದ್ಯುತ್ ದೀಪ, ವಿದ್ಯುತ್ ದೀಪ"
विद्युत्-दैर्घ्य,ವಿದ್ಯುತ್ಕಾಂತೀಯತೆ
विद्युत् प्रकाश,ವಿದ್ಯುತ್ ದೀಪ
वैद्युत पाश तनाव,ವಿದ್ಯುತ್ ಲೂಪ್ ಒತ್ತಡ
वैद्युत ऊर्जा-क्षय,ವಿದ್ಯುತ್ ಶಕ್ತಿಯ ಪ್ರಸರಣ
विद्युत्-यंत्र,ಎಲೆಕ್ಟ್ರೋಮೆಕಾನಿಕಲ್
विद्युत्-मापी,ಎಲೆಕ್ಟ್ರೋಮೀಟರ್
विद्युत्-सूक्ष्मदर्शी लैम्प,ಎಲೆಕ್ಟ್ರೋಮೈಕ್ರೊಸ್ಕೋಪ್ ದೀಪ
वैद्युत आघूर्ण,ವಿದ್ಯುತ್ ಕ್ಷಣ
वैद्युत जड़त्व आघूर्ण,ಜಡತ್ವದ ವಿದ್ಯುತ್ ಕ್ಷಣ
बिजली की मोटर,ವಿದ್ಯುತ್ ಮೋಟಾರ್
वैद्युत बहुध्रुव,ವಿದ್ಯುತ್ ಕಂಬ
वैद्युत जालक्रम परिकलन,ಎಲೆಕ್ಟ್ರೋನೆಟ್ವರ್ಕ್ ಲೆಕ್ಕಾಚಾರ
वैद्युत्-रव स्तर,ಎಲೆಕ್ಟ್ರೋ-ಶಬ್ದ ಮಟ್ಟ
वैद्युत ध्रुवणीयता,ಎಲೆಕ್ಟ್ರೋ ಧ್ರುವೀಯತೆ
वैद्युत ध्रुवण,ಎಲೆಕ್ಟ್ರೋ ಧ್ರುವೀಕರಣ
विद्युत्-विभव प्रवणता,ವಿದ್ಯುತ್ ಸಂಭಾವ್ಯ ಗ್ರೇಡಿಯಂಟ್
विद्युत्-शक्ति,ವಿದ್ಯುತ್ ಶಕ್ತಿ
वैद्युत नोदन,ವಿದ್ಯುತ್ ಪ್ರೊಪಲ್ಷನ್
वैद्युत चतुर्ध्रुव अन्योन्य क्रिया,ವಿದ್ಯುತ್ ಕ್ವಾಡ್ರುಪೋಲ್ ಪರಸ್ಪರ ಕ್ರಿಯೆ
वैद्युत प्रशीतन,ವಿದ್ಯುತ್ ಶೈತ್ಯೀಕರಣ
वैद्युत प्रतिरोधात्मक विकृतिमापी,ಎಲೆಕ್ಟ್ರೋ ರೆಸಿಸ್ಟಿವ್ ಡಿನಾಟ್ಯುರೋಮೀಟರ್
वैद्युत प्रतिरोधकता,ವಿದ್ಯುತ್ ಪ್ರತಿರೋಧ
विद्युत्-प्रवाह वलय,ವಿದ್ಯುತ್ ಪ್ರವಾಹ ರಿಂಗ್
"विद्युतीय चादर, ट्रांसफार्मरी चादर","ವಿದ್ಯುತ್ ಹಾಳೆ, ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್ ಹಾಳೆ"
विद्युत्-आगात नलिका,ವಿದ್ಯುತ್ ಇನ್ಪುಟ್ ಪೈಪ್
"विद्युत्-चालित शटर, विद्युत् शटर","ವಿದ್ಯುತ್ ಶಟರ್, ವಿದ್ಯುತ್ ಶಟರ್"
"विद्युत्-स्फुलिंग, बिजली की चिंगारी","ಕಿಡಿಗಳು, ವಿದ್ಯುತ್ ಕಿಡಿಗಳು"
वैद्युत स्पैक्ट्रम,ವಿದ್ಯುತ್ ವರ್ಣಪಟಲ
वैद्युत उद्दीपन,ವಿದ್ಯುತ್ ಪ್ರಚೋದನೆ
विद्युत्-उद्दीपन,ಎಲೆಕ್ಟ್ರೋಸ್ಟಿಮ್ಯುಲೇಶನ್
"वैद्युत तूफान, वैद्युत झंझा","ವಿದ್ಯುತ್ ಬಿರುಗಾಳಿ, ವಿದ್ಯುತ್ ಬಿರುಗಾಳಿ"
वैद्युत प्रवृति,ವಿದ್ಯುತ್ ಪ್ರವೃತ್ತಿ
"विद्युत्कालक, विद्युत्टाइमर","ಎಲೆಕ್ಟ್ರೋ-ಟೈಮರ್, ಎಲೆಕ್ಟ್ರೋ-ಟೈಮರ್"
"वैद्युत सदिश, वैद्युत वेक्टर","ವಿದ್ಯುತ್ ವೆಕ್ಟರ್, ವಿದ್ಯುತ್ ವೆಕ್ಟರ್"
वैद्युत सदिश विभव,ವಿದ್ಯುತ್ ವೆಕ್ಟರ್ ಸಂಭಾವ್ಯ
वैद्युत विंच,ವಿದ್ಯುತ್ ವಿಂಚ್
विद्युत्-पवन,ವಿದ್ಯುತ್ ಗಾಳಿ
"वैद्युत तरंगवत् तरंग, तरंग",ವಿದ್ಯುತ್ ತರಂಗ ತರಂಗ ತರಂಗ
"वैद्युत, विद्युत्","ವಿದ್ಯುತ್, ವಿದ್ಯುತ್"
वैद्युत केन्द्रण,ವಿದ್ಯುತ್ಕಾಂತ ಶಕ್ತಿ
वैद्युत सांद्रण,ವಿದ್ಯುತ್ ಸಾಂದ್ರತೆ
वैद्युत चालकता,ವಿದ್ಯುತ್ ವಾಹಕತೆ
वैद्युत संबंधन,ವಿದ್ಯುತ್ ಸಂಪರ್ಕ
विद्युदंश,ಅಳಿಲು
वैद्युत विलंब लाइन,ವಿದ್ಯುತ್ ವಿಳಂಬ ಲೈನ್
वैद्युत घनत्व,ವಿದ್ಯುತ್ ಸಾಂದ್ರತೆ
विद्युत-विसर्जन-लैम्प,ಎಲೆಕ್ಟ್ರೋ-ಇಮ್ಮರ್ಶನ್-ಲ್ಯಾಂಪ್
वैद्युत कणीकरण,ವಿದ್ಯುದ್ವಿಭಜನೆ
"वैद्युत दोहरा स्तर, वैद्युत द्विक स्तर","ವಿದ್ಯುತ್ ಡಬಲ್ ಮಟ್ಟ, ವಿದ್ಯುತ್ ಡಬಲ್ ಮಟ್ಟ"
वैद्युत द्विक अपवर्तन,ವಿದ್ಯುತ್ ಡಬಲ್ ವಕ್ರೀಭವನ
विद्युत्-उपस्कर,ವಿದ್ಯುತ್ ಉಪಕರಣಗಳು
वैद्युत फ़ोकसन,ವಿದ್ಯುತ್ ಗಮನ
वैद्युत अभिरूपण,ಎಲೆಕ್ಟ್ರೋಪ್ಲೇಟಿಂಗ್
वैद्युत अभिरूपण प्रक्रम,ಎಲೆಕ್ಟ್ರೋಪ್ಲೇಟಿಂಗ್ ಪ್ರಕ್ರಿಯೆ
वैद्युत प्रतिबिम्ब,ವಿದ್ಯುತ್ ಚಿತ್ರ
वैद्युत प्रतिबिम्ब बल,ವಿದ್ಯುತ್ ಪ್ರತಿಫಲನ ಶಕ್ತಿ
विद्युत्-चुम्बकीय द्रव्यमान,ವಿದ್ಯುತ್ಕಾಂತೀಯ ದ್ರವ್ಯರಾಶಿ
वैद्युत बहुध्रुव,ವಿದ್ಯುತ್ ಕಂಬ
वैद्युत बहुध्रुव कोटि,ವಿದ್ಯುತ್ ಪಾಲಿಪೋಲ್ ಆದೇಶ
वैद्युत जालक्रम,ವಿದ್ಯುತ್ ಜಾಲ
वैद्युत दोलन,ವಿದ್ಯುತ್ ಆಂದೋಲನಗಳು
वैद्युत ध्रुवण,ಎಲೆಕ್ಟ್ರೋ ಧ್ರುವೀಕರಣ
वैद्युत विभव,ವಿದ್ಯುತ್ ಸಾಮರ್ಥ್ಯ
वैद्युत दाब,ವಿದ್ಯುತ್ ಒತ್ತಡ
वैद्युत अन्वेषी,ವಿದ್ಯುತ್ ತನಿಖೆ
वैद्युत चतुर्ध्रुव आघूर्ण,ವಿದ್ಯುತ್ ಕ್ವಾಡ್ರುಪೋಲ್ ಕ್ಷಣ
वैद्युत प्रतिरोधकता,ವಿದ್ಯುತ್ ಪ್ರತಿರೋಧ
वैद्युत अनुकरण,ವಿದ್ಯುತ್ ಸಿಮ್ಯುಲೇಶನ್
वैद्युत तंत्र,ವಿದ್ಯುತ್ ವ್ಯವಸ್ಥೆ
विद्युत्-तनाव,ಎಲೆಕ್ಟ್ರೋ-ಟೆನ್ಷನ್
