Assamese,Malayalam
সাধাৰণ ভাষা,പൊതു ഭാഷ
"১.সাধাৰণ নাম, ২. স্বাভাৱিক ৰুটিন","1. പൊതുനാമം, 2. സാധാരണ പതിവ്"
যোগাযোগ,ആശയവിനിമയങ്ങൾ
যোগাযোগ লাইন,ആശയവിനിമയ ലൈൻ
যোগাযোগ ধৰণ,ആശയവിനിമയ മോഡ്
"1. যোগাযোগ নেটৱৰ্ক, 2. যোগাযোগ নেটৱৰ্ক","1. ആശയവിനിമയ ശൃംഖല, 2. ആശയവിനിമയ ശൃംഖല"
যোগাযোগ প্ৰাচল,ആശയവിനിമയ പരാമീറ്റർ
যোগাযোগ ব্যৱস্থা,ആശയവിനിമയ സംവിധാനം
সংকোচন,കോംപാക്ഷൻ
কম্প্ৰেছাৰ,കംപ്രസ്സർ
কম্প্ৰেছন ট্ৰেন্সমিছন,കംപ്രഷൻ ട്രാൻസ്മിഷൻ
কোম্পানী নেটৱৰ্ক,കമ്പനി ശൃംഖല
তুলনামূলক পৰীক্ষা,താരതമ്യ പരിശോധന
"১.সামঞ্জস্যতা, ২.সামঞ্জস্যতা","1. സ്ഥിരത, 2. അനുയോജ്യത"
উপযুক্ত,അനുയോജ്യം
সংকলন,സമാഹാരം
সংকলন আৰু নিষ্পাদন,സമാഹാരവും നിർവ്വഹണവും
"1.কম্পাইলাৰ, 2.প্ৰগ্ৰেম ট্ৰেন্সফাৰ","1.കംപൈലർ, 2.പ്രോഗ്രാം ട്രാൻസ്ഫർ"
কম্পাইলাৰ ভাষা,കമ്പൈലർ ഭാഷ
পৰিপূৰক,സപ്ലിമെന്റ്
দহৰ পৰিপূৰক,പത്തിന്റെ പൂരകം
পৰিপূৰক,സപ്ലിമെന്റ്
"১/ সম্পূৰ্ণৰূপে অৰ্জন কৰা, ২. সম্পূৰ্ণৰূপে অৰ্জন কৰা","1. പൂർണ്ണമായി ഏറ്റെടുക്കൽ, 2. പൂർണ്ണമായും ഏറ്റെടുക്കൽ"
কম্পোজিট,സംയുക്തം
জটিল সংখ্যা,സങ്കീർണ്ണ സംഖ്യ
সমষ্টিবাসী,ഘടകഭാഗം
com,com
গাঁঠি,സംയുക്ത
সংমিশ্ৰণ,കോമ്പിനേഷൻ
"১.গণনাযোগ্য, ২.গণনাযোগ্য","1.കമ്പ്യൂട്ടബിൾ, 2.കമ്പ്യൂട്ടബിൾ"
কম্পিউটাৰ,കമ്പ്യൂട്ടർ
কম্পিউটাৰ কেন্দ্ৰ,കമ്പ്യൂട്ടർ കേന്ദ്രം
কম্পিউটাৰ বিশেষজ্ঞ,കമ്പ്യൂട്ടർ വിദഗ്ധൻ
কম্পিউটাৰ গ্ৰাফিক্স,കമ്പ്യൂട്ടർ ഗ്രാഫിക്സ്
কম্পিউটাৰৰ নিৰ্দেশনা,കമ്പ്യൂട്ടർ നിർദ്ദേശം
"১.কম্পিউটাৰ ভাষা, ২.কম্পিউটাৰ ভাষা","1.കമ്പ്യൂട്ടർ ഭാഷ, 2.കമ്പ്യൂട്ടർ ഭാഷ"
"1. কম্পিউটাৰ নেটৱৰ্ক, 2. কম্পিউটাৰ নেটৱৰ্ক","1.കമ്പ്യൂട്ടർ നെറ്റ്‌വർക്ക്, 2.കമ്പ്യൂട്ടർ നെറ്റ്‌വർക്ക്"
কম্পিউটাৰ বিজ্ঞান,കമ്പ്യൂട്ടർ സയൻസ്
কম্পিউটাৰ সুৰক্ষা,കമ്പ്യൂട്ടർ സുരക്ഷ
কম্পিউটাৰ চিমুলেচন,കമ്പ്യൂട്ടർ സിമുലേഷൻ
কম্পিউটাৰ বিশেষজ্ঞ,കമ്പ്യൂട്ടർ വിദഗ്ധൻ
কম্পিউটাৰাইজেচন,കമ്പ്യൂട്ടർവൽക്കരണം
কম্পিউটাৰিষ্ট,കമ്പ്യൂട്ടറിസ്റ്റ്
কম্পিউটাৰাইজেচন,കമ്പ്യൂട്ടർവൽക്കരണം
"১.গণনা, ২. গণনা","1. കണക്കുകൂട്ടൽ, 2. കണക്കുകൂട്ടൽ"
ধাৰণা,ആശയം
"১.প্ৰতিসমতা, ২.সংহতি, ৩.সমন্বয়","1.സമമിതി, 2.കോഹറൻസ്, 3.പൊരുത്തത"
"সমকালীন, একে","ഒരേസമയം, ഒരേപോലെ"
নিষেধাজ্ঞা চলক,നിയന്ത്രണ വേരിയബിൾ
নিষিদ্ধ অপাৰেটৰ,നിയന്ത്രിത ഓപ്പറേറ്റർ
নিষিদ্ধ বিবৃতি,നിയന്ത്രിത പ്രസ്താവന
ড্ৰাইভাৰ,ഡ്രൈവർ
"১.দূৰত্বৰ সন্মিলন, ২.সন্মিলন","1.വിദൂര സമ്മേളനം, 2. സമ്മേളനം"
গোপনীয়তা,സ്വകാര്യത
"1.বিন্যাস, 2.বিন্যাস","1. കോൺഫിഗറേഷൻ, 2. കോൺഫിഗറേഷൻ"
ভিৰ,തിരക്ക്
সংমিশ্ৰণ,കോമ്പിനേഷൻ
সংযোগৰ গতি,കണക്ഷൻ വേഗത
সংযোগ,കണക്ഷൻ
সংযোগবিহীন যোগাযোগ,ബന്ധമില്ലാത്ത ആശയവിനിമയം
এফিলিয়েচন ৰিলিজ,അഫിലിയേഷൻ റിലീസ്
সংযোগ,കണക്റ്റിവിറ്റി
"1.সংযোগকাৰী, 2.সংযোগকাৰী","1.കണക്റ്റർ, 2.കണക്റ്റർ"
একেৰাহে,തുടർച്ചയായി
খতিয়ান লোৱা,ഫോളോ അപ്പ്
কনছ&#39;ল,കൺസോൾ
একত্ৰীকৰণ,ഏകീകരണം
"১.সহযোগী, ২. নেৰানেপেৰা","1.അസോസിയേറ്റ്, 2. സ്ഥിരമായ"
নিৰন্তৰ নিৰ্দেশনা,നിരന്തരമായ നിർദ്ദേശം
নিষিদ্ধ,നിയന്ത്രിച്ചു
কনষ্ট্ৰাক্টৰ,കൺസ്ട്രക്റ്റർ
পাত্ৰ,പാത്രം
"১. বিষয়বস্তু, ২. উদ্ধৃতি","1. ഉള്ളടക്കം, 2. ഉദ്ധരണികൾ"
সন্দৰ্ভ,സന്ദർഭം
প্ৰসংগ মুক্ত ব্যাকৰণ (cfg),സന്ദർഭ രഹിത വ്യാകരണം (cfg)
প্ৰসংগ চুইচ,സന്ദർഭ സ്വിച്ച്
"১.আকস্মিক, ২.আকস্মিক","1.കാഷ്വൽ, 2.ആഘാതം"
অমিল,പൊരുത്തക്കേട്
বিষমতা,വൈരുദ്ധ്യം
নিয়ন্ত্ৰণ,നിയന്ത്രണം
কণ্টেইনমেণ্ট জ’ন,കണ്ടെയ്ൻമെന്റ് സോൺ
নিয়ন্ত্ৰণ বিট,നിയന്ത്രണ ബിറ്റ്
নিয়ন্ত্ৰক বাছ,കൺട്രോളർ ബസ്
নিয়ন্ত্ৰণ কাৰ্ড,നിയന്ത്രണ കാർഡ്
নিয়ন্ত্ৰণ বৰ্তনী,നിയന്ത്രണ സർക്യൂട്ട്
নিয়ন্ত্ৰণ চকা,നിയന്ത്രണ ചക്രം
"১/ নিয়ন্ত্ৰণ অভিযান্ত্ৰিকী, ২/ নিয়ন্ত্ৰণ অভিযান্ত্ৰিক","1. കൺട്രോൾ എഞ്ചിനീയറിംഗ്, 2. കൺട്രോൾ എഞ്ചിനീയറിംഗ്"
নিয়ন্ত্ৰণ কি&#39;,നിയന്ത്രണ കീ
নিয়ন্ত্ৰণ যুক্তি,നിയന്ത്രണ യുക്തി
নিয়ন্ত্ৰণ লুপ,നിയന്ത്രണ ലൂപ്പ്
নিয়ন্ত্ৰণ চিন,നിയന്ത്രണ ചിഹ്നം
নিয়ন্ত্ৰণ কাৰ্য্য,നിയന്ത്രണ പ്രവർത്തനം
নিয়ন্ত্ৰণ পেনেল,നിയന്ത്രണ പാനൽ
নিয়ন্ত্ৰণ সংকেত,നിയന്ത്രണ സിഗ്നൽ
নিয়ন্ত্ৰণ চুইচ,നിയന്ത്രണ സ്വിച്ച്
নিয়ন্ত্ৰণ টেপ,നിയന്ത്രണ ടേപ്പ്
"1. নিয়ন্ত্ৰণ টাৰ্মিনেল, 2. নিয়ন্ত্ৰণ টাৰ্মিনেল","1. കൺട്രോൾ ടെർമിനൽ, 2. കൺട്രോൾ ടെർമിനൽ"
"১.নিয়ন্ত্ৰণ একক, ২. নিয়ন্ত্ৰণ একক","1. നിയന്ത്രണ യൂണിറ്റ്, 2. നിയന്ത്രണ യൂണിറ്റ്"
অভিসৰণ,ഒത്തുചേരൽ
সংলাপ,ഡയലോഗ്
কথোপকথনমূলক কল,സംഭാഷണ കോൾ
ৰূপান্তৰ,പരിവർത്തനം
ৰূপান্তৰক,കൺവെർട്ടർ
কুকৰ উপপাদ্য,കുക്കിന്റെ സിദ്ധാന്തം
সহ-প্ৰচেছৰ,സഹ-പ്രൊസസർ
কপি কৰক,പകർത്തുക
কপিৰাইট,പകർപ്പവകാശം
কৰ্ড,ചരട്
"1.কৰ্ডলেছ টেলিফোন, 2. বেতাঁৰ টেলিফোন, 3. বেতাঁৰ টেলিফোন","1.കോർഡ്ലെസ്സ് ടെലിഫോൺ, 2. വയർലെസ് ടെലിഫോൺ, 3. വയർലെസ് ടെലിഫോൺ"
উপপাপপাতি,ഉപസിദ്ധാന്തം
সংশোধনী,ഭേദഗതി
"১.ব্যৱহাৰযোগ্য, ২.বিকৃত","1. ഉപയോഗശൂന്യമായ, 2. വികലമായ"
গণনা কৰা,കണക്കുകൂട്ടല്
স্ক&#39;ৰাৰ,സ്കോറർ
দেশৰ কোড,രാജ്യത്തിന്റെ കോഡ്
সহাৱস্থান,സഹവർത്തിത്വം
"১/ পৰিসৰৰ ক্ষেত্ৰফল, ২. সম্প্ৰচাৰ","1. വ്യാപ്തി ഏരിയ, 2. പ്രക്ഷേപണം"
পতন হোৱা,തകർച്ച
জটিল পথ,നിർണായക പാത
জটিল পথ পদ্ধতি (CPM),ക്രിട്ടിക്കൽ പാത്ത് രീതി (CPM)
"১.ক্ৰছ টেষ্ট, ২.ক্ৰছ টেষ্ট","1.ക്രോസ് ടെസ്റ്റ്, 2.ക്രോസ് ടെസ്റ്റ്"
"1.ক্ৰছ প্ৰগ্ৰেমেবল-স্থানান্তৰ, 2. প্ৰতি প্ৰগ্ৰেমেবল","1.ക്രോസ് പ്രോഗ്രാമബിൾ-ട്രാൻസ്ഫർ, 2. ഓരോ പ്രോഗ്രാമബിൾ"
অপ্রাসংগিক সংকেত,അപ്രസക്തമായ സിഗ്നൽ
অপ্রাসংগিক কথা,അപ്രസക്തമായ സംസാരം
ক্ৰিপ্টোগ্ৰাফী,ക്രിപ്റ്റോഗ്രഫി
"1. ক্ৰিপ্টোগ্ৰাফী, 2. ক্ৰিপ্টোগ্ৰাফী, 3. ক্ৰিপ্টোগ্ৰাফী","1. ക്രിപ്റ്റോഗ്രഫി, 2. ക്രിപ്റ്റോഗ്രഫി, 3. ക്രിപ്റ്റോഗ്രഫി"
মুদ্ৰাৰ চিহ্ন,കറൻസി ചിഹ്നം
বৰ্তমান ডাইৰেকটৰি,നിലവിലെ ഡയറക്ടറി
বৰ্তমান উইন্ডো,നിലവിലെ വിൻഡോ
কাৰ্চাৰ,കഴ്സർ
বক্ৰ,വളവ്
"১/ কাটি পেষ্ট কৰক, ২) কাটি পেষ্ট কৰক","1. കട്ട് ആൻഡ് പേസ്റ്റ്, 2. കട്ട് ആൻഡ് പേസ്റ്റ്"
ছিয়াৰিং পদ্ধতি,കത്രിക രീതി
চাইবাৰ,സൈബർ
চাইবাৰ কেফে,സൈബർ കഫേ
চাইবাৰ নগদ ধন,സൈബർ പണം
চাইবাৰ অপৰাধ,സൈബർ കുറ്റകൃത്യം
চাইবাৰ ডেলেক্স,സൈബർ ഡാലെക്സ്
চাইবাৰ আইন,സൈബർ നിയമം
চাইবাৰ যৌনতা,സൈബർ സെക്‌സ്
"১/ চাইবাৰ বিজ্ঞান, ২. চাইবাৰনেটিক্স","1. സൈബർ സയൻസ്, 2. സൈബർനെറ്റിക്സ്"
"1.চাইবাৰাইজেচন, 2. চাইবাৰাইজেচন","1.സൈബറൈസേഷൻ, 2. സൈബറൈസേഷൻ"
চক্ৰ,ചക്രം
"১.চক্ৰ স্মৃতি, ২.চক্ৰ স্মৃতি","1.ചക്ര സ്മരണ, 2. ചക്ര ഓർമ്മ"
চক্ৰ ক্ষতি,സൈക്കിൾ നഷ്ടം
চক্ৰৰ সময়,സൈക്കിൾ സമയം
চক্ৰীয়,ചാക്രികമായ
ডেমন,പിശാച്
ডেইজী চক্ৰ,ഡെയ്സി സർക്കിൾ
ডাটা প্ৰশাসক,ഡാറ്റ അഡ്മിനിസ്ട്രേറ്റർ
তথ্য আবণ্টন,ഡാറ്റ അലോക്കേഷൻ
"1.ডাটা ফিল্ড, 2.ডাটা ফিল্ড","1.ഡാറ്റ ഫീൽഡ്, 2.ഡാറ്റ ഫീൽഡ്"
"1.ডাটা এৰে, 2. ডাটা এৰে","1.ഡാറ്റ അറേ, 2. ഡാറ്റ അറേ"
"১.ডাটা-বেছ, ২.ডাটাবেছ","1.ഡാറ്റ-ബേസ്, 2.ഡാറ്റാബേസ്"
তথ্যৰ খণ্ডিতকৰণ,ഡാറ്റ വിഘടനം
"১.ডাটা বাছ, ২.ডাটা বাছ","1. ഡാറ്റ ബസ്, 2. ഡാറ്റ ബസ്"
"1.ডাটা কেৰিয়াৰ, 2.ডাটা কেৰিয়াৰ","1.ഡാറ്റ കാരിയർ, 2.ഡാറ്റ കാരിയർ"
ডাটা চেল,ഡാറ്റ സെൽ
"১.ডাটা চিষ্টেম, ২.ডাটা চেনেল","1.ഡാറ്റ സിസ്റ്റം, 2.ഡാറ്റ ചാനൽ"
ডাটা যোগাযোগ,ഡാറ്റ ആശയവിനിമയം
"1.ডাটা কম্প্ৰেছন, 2.ডাটা কম্প্ৰেছন","1.ഡാറ്റ കംപ്രഷൻ, 2.ഡാറ്റ കംപ്രഷൻ"
ডাটা ফিল্ড,ഡാറ്റ ഫീൽഡ്
ডাটা ফাইল,ഡാറ്റ ഫയൽ
"১.ডাটা ফ্ল’, ২.ডাটা ফ্ল’","1. ഡാറ്റ ഫ്ലോ, 2. ഡാറ്റ ഫ്ലോ"
"১.ডাটা ফ্ল’চাৰ্ট, ২.চাৰ্ট","1.ഡാറ്റ ഫ്ലോചാർട്ട്, 2.ചാർട്ട്"
ডাটা হাইৰাৰ্কি,ഡാറ്റ ശ്രേണി
তথ্যৰ স্তৰ,ഡാറ്റ ലെവൽ
"১.তথ্য সংগ্ৰহ, ২.তথ্য লাইব্ৰেৰী","1.ഡാറ്റ കളക്ഷൻ, 2.ഡാറ്റ ലൈബ്രറി"
ডাটা লিংক স্তৰ,ഡാറ്റ ലിങ്ക് ലെയർ
ডাটা লিংক স্তৰ (DLL),ഡാറ്റ ലിങ്ക് ലെയർ (DLL)
"১.ডাটা মেনেজমেণ্ট, ২.ডাটা মেনেজমেণ্ট","1.ഡാറ്റ മാനേജ്മെന്റ്, 2.ഡാറ്റ മാനേജ്മെന്റ്"
"১.তথ্য গণনা, ২.তথ্য গণনা","1.ഡാറ്റ കണക്കുകൂട്ടൽ, 2. ഡാറ്റ കണക്കുകൂട്ടൽ"
তথ্য প্ৰক্ৰিয়াকৰণ ভাষা (DML),ഡാറ്റ പ്രോസസ്സിംഗ് ലാംഗ്വേജ് (DML)
ডাটা মডেম ডাটা মডেম,ഡാറ്റ മോഡം ഡാറ്റ മോഡം
"১.তথ্য পৰিৱৰ্তন, ২.তথ্য পৰিৱৰ্তন","1.ഡാറ്റ മോഡിഫിക്കേഷൻ, 2.ഡാറ്റ മോഡിഫിക്കേഷൻ"
"১.ডাটা নেটৱৰ্ক, ২.ডাটা নেটৱৰ্ক","1.ഡാറ്റ നെറ്റ്‌വർക്ക്, 2.ഡാറ്റ നെറ്റ്‌വർക്ക്"
"1.ডাটা অপাৰেচন, 2.ডাটা অপাৰেচন","1.ഡാറ്റ ഓപ്പറേഷൻ, 2.ഡാറ്റ ഓപ്പറേഷൻ"
"1.ডাটা সংস্থাসমূহ, 2. ডাটা সংস্থাপন","1.ഡാറ്റ ഓർഗനൈസേഷനുകൾ, 2. ഡാറ്റ ഓർഗനൈസേഷൻ"
"1. ডাটা আউটপুট, 2. ডাটা আউটপুট","1. ഡാറ്റ ഔട്ട്പുട്ട്, 2. ഡാറ്റ ഔട്ട്പുട്ട്"
"1.ডাটা পাথ, 2.ডাটা পাথ","1.ഡാറ്റ പാത്ത്, 2.ഡാറ്റ പാത്ത്"
"1.তথ্য প্ৰস্তুত কৰা, 2. তথ্য প্ৰস্তুত কৰা","1.ഡാറ്റ തയ്യാറാക്കൽ, 2. ഡാറ്റ തയ്യാറാക്കൽ"
"1.ডাটা গোপনীয়তা, 2.ডাটা গোপনীয়তা","1.ഡാറ്റ സ്വകാര്യത, 2.ഡാറ്റ സ്വകാര്യത"
"1. ডাটা প্ৰচেছৰ, 2. ডাটা প্ৰচেছৰ","1. ഡാറ്റാ പ്രോസസർ, 2. ഡാറ്റാ പ്രോസസർ"
"1.তথ্য সুৰক্ষা, 2.তথ্য সুৰক্ষা","1.ഡാറ്റ പ്രൊട്ടക്ഷൻ, 2.ഡാറ്റ പ്രൊട്ടക്ഷൻ"
"১.ডাটা ৰেকৰ্ড, ২.ডাটা ৰেকৰ্ড","1. ഡാറ്റ റെക്കോർഡ്, 2. ഡാറ്റ റെക്കോർഡ്"
"1. তথ্য উদ্ধাৰ, 2. তথ্য উদ্ধাৰ","1. ഡാറ്റ വീണ്ടെടുക്കൽ, 2. ഡാറ്റ വീണ്ടെടുക്കൽ"
"১.ডাটা ৰুটিন, ২.ডাটা ৰুটিন","1. ഡാറ്റ ദിനചര്യ, 2. ഡാറ്റ ദിനചര്യ"
"1.ডাটা সুৰক্ষা, 2.ডাটা সুৰক্ষা","1.ഡാറ്റ സെക്യൂരിറ്റി, 2.ഡാറ്റ സെക്യൂരിറ്റി"
"1.ডাটা ছেট, 2. ডাটা ছেট","1.ഡാറ്റ സെറ്റ്, 2. ഡാറ്റ സെറ്റ്"
"1.ডাটা সংকেত, 2.ডাটা সংকেত","1.ഡാറ്റ സിഗ്നൽ, 2.ഡാറ്റ സിഗ്നൽ"
"1. ডাটা এক্সেছ, 2. ডাটা এক্সেছ","1. ഡാറ്റ ആക്സസ്, 2. ഡാറ്റ ആക്സസ്"
"১.তথ্যৰ উৎস, ২.তথ্যৰ উৎস","1.ഡാറ്റ സോഴ്സ്, 2.ഡാറ്റ സോഴ്സ്"
"1.ডাটা স্পেচিফিকেশন, 2. তথ্যৰ নিৰ্দিষ্টকৰণ","1.ഡാറ്റ സ്പെസിഫിക്കേഷൻ, 2. ഡാറ്റ സ്പെസിഫിക്കേഷൻ"
"১.ডাটা চেণ্টাৰ, ২.ডাটা চেণ্টাৰ","1.ഡാറ്റ സെന്റർ, 2.ഡാറ്റ സെന്റർ"
"1. তথ্য সংৰক্ষণ, 2. তথ্য সংৰক্ষণ","1. ഡാറ്റ സ്റ്റോറേജ്, 2. ഡാറ്റ സ്റ്റോറേജ്"
তথ্য সংৰক্ষণ গঠন,ഡാറ്റ സംഭരണ ഘടന
"1. তথ্যৰ গঠন, 2. তথ্যৰ গঠন","1. ഡാറ്റ ഘടന, 2. ഡാറ്റ ഘടന"
"১.ডাটা চুইচ, ২.ডাটা চুইচ","1.ഡാറ്റ സ്വിച്ച്, 2.ഡാറ്റ സ്വിച്ച്"
"1.তথ্য টেবুল, 2.তথ্য টেবুল","1.ഡാറ്റ ടേബിൾ, 2.ഡാറ്റ ടേബിൾ"
"1.ডাটা শেষ, 2. ডাটা শেষ","1.ഡാറ്റ അവസാനം, 2. ഡാറ്റ അവസാനം"
"১.ডাটা ট্ৰান্সক্ৰিপচন, ২.ডাটা ট্ৰান্সক্ৰিপচন","1. ഡാറ്റ ട്രാൻസ്ക്രിപ്ഷൻ, 2. ഡാറ്റ ട്രാൻസ്ക്രിപ്ഷൻ"
"1.ডাটা স্থানান্তৰ, 2. ডাটা ট্ৰেন্সফাৰ","1.ഡാറ്റ ട്രാൻസ്ഫർ, 2. ഡാറ്റ കൈമാറ്റം"
"1. ডাটা ট্ৰেন্সমিছন, 2. ডাটা ট্ৰেন্সমিছন","1. ഡാറ്റ ട്രാൻസ്മിഷൻ, 2. ഡാറ്റ ട്രാൻസ്മിഷൻ"
"1.ডাটা ট্ৰেন্সমিছন চিষ্টেম, 2.ডাটা ট্ৰেন্সমিছন চিষ্টেম","1.ഡാറ്റ ട്രാൻസ്മിഷൻ സിസ്റ്റം, 2.ഡാറ്റ ട്രാൻസ്മിഷൻ സിസ്റ്റം"
"1. ডাটা ফৰ্মেট, 2. ডাটা ফৰ্মেট","1. ഡാറ്റ ഫോർമാറ്റ്, 2. ഡാറ്റ ഫോർമാറ്റ്"
"১.ডাটা ইউনিট, ২.ডাটা ইউনিট","1. ഡാറ്റ യൂണിറ്റ്, 2. ഡാറ്റ യൂണിറ്റ്"
"1.তথ্য বৈধকৰণ, 2.তথ্য বৈধকৰণ","1. ഡാറ്റ മൂല്യനിർണ്ണയം, 2. ഡാറ്റ മൂല്യനിർണ്ണയം"
ডাটাবেছ,ഡാറ്റാബേസ്
ডাটাবেছ প্ৰশাসন,ഡാറ്റാബേസ് അഡ്മിനിസ്ട്രേഷൻ
ডাটাবেছ ডিজাইন,ഡാറ്റാബേസ് ഡിസൈൻ
ডাটাবেছ ব্যৱস্থাপনা ব্যৱস্থা,ഡാറ്റാബേസ് മാനേജ്മെന്റ് സിസ്റ്റം
"১.ডাটাগ্ৰেভ, ২.ডাটাগ্ৰেভ","1.ഡാറ്റഗ്രേവ്, 2.ഡാറ്റഗ്രേവ്"
"1. ডেটাম, 2. ডাটা","1. ഡാറ്റ, 2. ഡാറ്റ"
"১.নিষ্ক্ৰিয় অঞ্চল, ২.নিষ্ক্ৰিয় অঞ্চল","1. നിഷ്ക്രിയ മേഖല, 2. നിഷ്ക്രിയ മേഖല"
ডেডলক,സ്തംഭനാവസ്ഥ
ডেডলক প্ৰতিৰোধ,സ്തംഭനാവസ്ഥ തടയൽ
দোষ নিষ্কাশন,തെറ്റ് ക്ലിയറൻസ്
"১/ বিচাৰ কোষ, ২/ বিচাৰ বাকচ","1. ജഡ്ജ്മെന്റ് സെൽ, 2. ജഡ്ജ്മെന്റ് ബോക്സ്"
সিদ্ধান্ত গ্ৰহণ প্ৰক্ৰিয়া,തീരുമാനമെടുക്കൽ പ്രക്രിയ
সিদ্ধান্ত সমৰ্থন ব্যৱস্থা,തീരുമാന പിന്തുണ സിസ്റ്റം
সিদ্ধান্ত গছ,തീരുമാന വൃക്ഷം
"১.ডিকোডাৰ, ২.ডিকোডাৰ","1. ഡീകോഡർ, 2. ഡീകോഡർ"
দ্ৰৱণ নীতি,പിരിച്ചുവിടൽ തത്വം
ডিকোডিং,ഡീകോഡിംഗ്
ডেডিকেটেড চিষ্টেম,സമർപ്പിത സംവിധാനം
ডেডিকেটেড প্ৰেছ,സമർപ്പിത പ്രസ്സ്
প্ৰতিষেধক ডাটা নেটৱৰ্ক (DDN),ഇമ്മ്യൂണൈസേഷൻ ഡാറ്റ നെറ്റ്‌വർക്ക് (DDN)
টিকাকৰণ তথ্য ব্যৱস্থা,പ്രതിരോധ കുത്തിവയ്പ്പ് വിവര സംവിധാനം
সংহতি,സംയോജനം
পলম কৰা,കാലതാമസം
বিলম্ব কাউণ্টাৰ,കാലതാമസം കൗണ്ടർ
বিলম্বৰ সময়,കാലതാമസം സമയം
"১.মচি পেলোৱা, ২.মচি পেলোৱা","1.ഇല്ലാതാക്കുക, 2.ഇല്ലാതാക്കുക"
ডিলিচন ৰেকৰ্ড,ഇല്ലാതാക്കൽ രേഖ
সীমা নিৰ্ধাৰণকাৰী,ഡിലിമിറ്റർ
ডেল্টা মডুলেচন,ഡെൽറ്റ മോഡുലേഷൻ
ৰিকুইজিচন পৃষ্ঠা,അഭ്യർത്ഥന പേജ്
প্ৰদৰ্শন,പ്രകടനം
ডিমডুলেচন,demodulation
ভি-মাল্টিপ্লেক্সাৰ,വി-മൾട്ടിപ്ലക്‌സർ
ডিনৰ্মেলাইজেচন,ഡീനോർമലൈസേഷൻ
"১.ঘনত্ব, ২.ঘনত্ব","1. സാന്ദ്രത, 2. സാന്ദ്രത"
"১/ নিৰ্ভৰশীলতা, ২/ নিৰ্ভৰশীলতা","1. ആശ്രിതത്വം, 2. ആശ്രിതത്വം"
নিৰ্ভৰশীল একক,ആശ്രിത യൂണിറ്റ്
লানি পতা,ക്യൂ
"১.ডিৰেফাৰেন্স, ২.ডিৰেফাৰেন্স","1. dereference, 2. dereference"
ব্যুৎপত্তি কৰা গছ,ഉരുത്തിരിഞ്ഞ വൃക്ഷം
ব্যুৎপত্তি কৰা ক্ষেত্ৰ,ഉരുത്തിരിഞ്ഞ ഫീൽഡ്
অৱনমিত সজাই পৰাই তোলা,അവരോഹണ തരം
ডিজাইন,ഡിസൈൻ
ডেস্ক কেলকুলেটৰ,ഡെസ്ക് കാൽക്കുലേറ്റർ
ডেস্কটপ কম্পিউটাৰ,ഡെസ്ക്ടോപ്പ് കമ്പ്യൂട്ടറുകൾ
ডেস্কটপ উপস্থাপন,ഡെസ്ക്ടോപ്പ് അവതരണം
ডেস্কটপ প্ৰকাশন,ഡെസ്ക്ടോപ്പ് പ്രസിദ്ധീകരണം
ডেস্কটপ ভিডিঅ&#39;,ഡെസ്ക്ടോപ്പ് വീഡിയോ
গন্তব্যস্থানৰ ঠিকনা,ലക്ഷ്യസ്ഥാന വിലാസം
"১.ধ্বংসী, ২.নাশক","1. ഡിസ്ട്രോയർ, 2. ഡിസ്ട്രോയർ"
ডিটাৰ্মিনিষ্টিক automata,ഡിറ്റർമിനിസ്റ്റിക് ഓട്ടോമാറ്റ
ডেভেলপাৰ,ഡെവലപ്പർ
উন্নয়ন ব্যৱস্থা,വികസന സംവിധാനം
ডিভাইচ,ഉപകരണം
ডিভাইচ নিয়ন্ত্ৰণ একক,ഉപകരണ നിയന്ത്രണ യൂണിറ്റ്
ডিভাইচ নিয়ন্ত্ৰক,ഉപകരണ കൺട്രോളർ
ডিভাইচ ব্যৱস্থাপনা,ഉപകരണ മാനേജ്മെന്റ്
ডিভাইচ ধৰণ,ഉപകരണ മോഡ്
নিদান,രോഗനിർണയം
ডায়েগনষ্টিক চিষ্টেম,ഡയഗ്നോസ്റ്റിക് സിസ്റ്റം
"১/ ডায়েগনষ্টিকছ, ২.ডায়েগনষ্টিকছ","1. ഡയഗ്നോസ്റ്റിക്സ്, 2. ഡയഗ്നോസ്റ്റിക്സ്"
ডায়েগ্ৰাম,ഡയഗ്രം
ডায়েল কৰক,ഡയൽ ചെയ്യുക
ডায়েল লাইন,ഡയൽ ലൈൻ
ডায়েল টোন,ഡയൽ ടോണ്
ডায়েল আপ কৰক,ഡയൽ അപ്
"১/ সংলাপ, ২/ কথোপকথন","1. സംഭാഷണം, 2. സംഭാഷണം"
কথোপকথন কক্ষ,സംഭാഷണ മുറി
ডায়েলআপ মডেম,ഡയലപ്പ് മോഡം
বীমা,ഇൻഷുറൻസ്
অভিধান,നിഘണ്ടു
"১.ডিফাৰেন্সিয়েল, ২. পাৰ্থক্য","1. ഡിഫറൻഷ്യൽ, 2. വ്യത്യാസം"
সংখ্যাগত,സംഖ്യാപരമായ
ডিজিটেল ব্যৱস্থা,ഡിജിറ്റൽ സംവിധാനം
ডিজিটেল বৰ্তনী,ഡിജിറ്റൽ സർക്യൂട്ട്
ডিজিটেল কম্পিউটাৰ,ഡിജിറ്റൽ കമ്പ്യൂട്ടർ
