Punjabi,Tamil
ਤਾਜ (ਪੌਦਾ),கிரீடம் (ஆலை)
ਟੁਕੜਾ,நொறுக்கு
ਛਾਲੇ,மேல் ஓடு
ਕ੍ਰਿਪਟੌਗਮ,கிரிப்டோகாம்
ਕੂਲ (ਫਲ),குல் (பழங்கள்)
ਕੂਲਮ,அடிம்
ਕਾਸ਼ਤਕਾਰ,சாகுபடி
ਕਾਸ਼ਤ,சாகுபடி
ਕਾਸ਼ਤਕਾਰ,பயிரிடுபவர்
ਸਭਿਆਚਾਰ,கலாச்சாரம்
ਕਰਿੰਗ,குணப்படுத்துதல்
ਕਰਲਿੰਗ,கர்லிங்
ਮੁਦਰਾ,நாணய
ਕਟੀਲ,வெட்டு
ਕੱਟਣਾ,கட்டிங்
ਗੱਠ,நீர்க்கட்டி
Cytochromo,சைட்டோக்ரோம்
ਸਾਈਨੋਗਮੀ,சைட்டோகாமி
Cytegeenesis,சைட்டோஜெனெஸிஸ்
ਸਾਇਟਾਈਜਨੇਟਿਕ,சைட்டோஜெனெடிக்ஸ்
ਸਾਇਟੋਕਿਨੇਸਿਸ,சைட்டோகினேசிஸ்
ਸਾਇਟੋਲੋਜੀ,சைட்டாலஜி
ਸਾਈਂਟਾਈਸਿਸ,சைட்டோலிசிஸ்
ਸਾਇਟੋਮਰੇ,சைட்டோமியர்
ਸਾਇਟੋਪਲਾਜ਼ਮ,சைட்டோபிளாசம்
ਪੱਤਾਗੋਭੀ,முட்டைக்கோஸ்
ਕੈਕਟਸ,கற்றாழை
ਕੈਲੰਡੁਲਾ,காலெண்டுலா
ਕੈਨਰੀ ਘਾਹ (ਤਾਰੀਆਂ),கேனரி புல் (ஃபாலரிஸ்)
ਕੈਨਨਾ,கன்னா
ਕੈਪਾਰਿਸ,கபாரிஸ்
ਕੈਪਸਿਕਮ,கேப்சிகம்
ਕੈਰਮਬੋਲਾ,காரம்போலா
ਕੈਰਾਪਾ,கராபா
ਕਾਰਡਮੋਮ,ஏலக்காய்
ਕੈਰੇਸ਼ਨ,கார்னேஷன்
ਗਾਜਰ,கேரட்
ਕਾਜੂ ਗਿਰੀ,முந்திரிப்பருப்பு
ਕਾਸੀਆ,காசியா
ਕੈਸਟਰ,ஆமணக்கு
ਫੁੱਲ ਗੋਭੀ,காலிஃபிளவர்
ਅਜਵਾਇਨ,செலரி
ਚੈਂਪੈਕ,SAMPAC
ਚੇਨੋਪੋਡੀਅਮ,செனோபடியம்
ਚੈਰੀ ਟਮਾਟਰ,செர்ரி தக்காளி
ਚੈਰੀ,செர்ரி
"Chickpea, ਗ੍ਰਾਮ","சுண்டல், கிராம்"
ਮਿਰਚ,மிளகாய்
ਚਾਈਨਾ ਟਰਪੇਨਟੀਨ ਟ੍ਰੀ,சீனா டர்பெண்டைன் மரம்
ਚੋ-ਚੋਅ,சவ் சவ்
ਕ੍ਰਾਈਸੈਂਥੇਮਮ,கிரிஸான்தமம்
"ਚੁਫੀਆ, ਧਰਤੀ ਦਾ ਬਦਾਮ","சூஃபா, பூமி பாதாம்"
ਸਿਖਾਂ,சிகோரி
ਦਾਲਚੀਨੀ,இலவங்கப்பட்டை
ਸਿਟਰਨ,சிட்ரான்
ਸਿਟਰੋਨਲਾ ਘਾਹ,சிட்ரோனெல்லா புல்
ਜਸਮੀਨ ਚੜ੍ਹਨਾ,மல்லிகை ஏறும்
ਲੌਂਗ,கிராம்பு
ਕਲੱਸਟਰ ਬੀਨ,கிளஸ்டர் பீன்
ਕੋਕੋ,கோகோ
ਨਾਰੀਅਲ,தேங்காய்
ਕਾਫੀ,கொட்டைவடி நீர்
ਕੋਲੇਸ,கோலியஸ்
ਕੋਲੋਕੈਸੀਆ,கொலோகாசியா
"ਕੋਲੋਸੀਥਾ, ਕੌੜਾ ਐਪਲ","கொலோசிந்த், கசப்பான ஆப்பிள்"
ਆਮ ਸੇਵਾ,பொதுவான பர்ஸ்லேன்
ਧਨੀਆ,கொத்தமல்லி
ਸੂਤੀ,பருத்தி
ਕਾਵਾਂ,கவ்பியா
ਕੁਬੇਬ,கியூப்
ਖੀਰਾ,வெள்ளரி
ਖਰਕੀ,கிகர்பிட்ஸ்
ਜੀ,சீரகம்
ਕਰੀ ਪੱਤੇ,கறி இலை
ਕਸਟਾਰਡ ਐਪਲ,கஸ்டார்ட் ஆப்பிள்
ਕੈਪਸੂਲ ਬੋਰਰ,காப்ஸ்யூல் துளைப்பான்
ਕੈਟਰਪਿਲਰ,கம்பளிப்பூச்சி
ਨਿੰਬੂ ਸਾਈਂ,சிட்ரஸ் சைலா
ਕ੍ਰਿਕੇਟ,மட்டைப்பந்து
ਕਾਂ,காகம்
ਕੀੜਾ ਕੱਟੋ,புழு வெட்டு
ਡੇਅਰੀ,பால்
ਡੇਅਰੀ,பால்
ਡੈਮ,அணை
ਦਿਵਸ ਨਿਰਪੱਖ,நாள்-நடுநிலை
ਫੁੱਲ ਆਉਣ ਤੋਂ ਬਾਅਦ,பூக்கும் சில நாட்கள்
ਪੂਰੇ ਖਿੜ ਦੇ ਬਾਅਦ ਦਿਨ,முழு பூக்கும் சில நாட்கள்
ਡੀਬਲੋਸੋਮਿੰਗ,டிப்ளஸமிங்
ਅਸਵੀਕਾਰ,Decalcification
ਫੈਸਲਾ,Decant
ਵਿਗਾੜ,சிதைவு
ਪਤਝੜ,இலையுதிர்
ਦਸ਼ਮਲਵ,தசம
ਘਾਟ,குறைபாடு
ਡੀਫਲੋਕੁਲੇਸ਼ਨ (ਮਿੱਟੀ),மண் (மண்)
ਬਦਨਾਮੀ,அழிவு
ਹੱਤਿਆ,நீக்குதல்
ਕਟਾਈ,காடழிப்பு
ਡੀਜਨਰੇਸ਼ਨ,சிதைவு
ਨਿਘਾਰ,சீரழிவு
ਡਿਗਰੀ ਦਿਨ,பட்டம் நாட்கள்
ਡਿਗਰੀ,பட்டம்
ਡੀਹਿਸੈਂਸ,விலகல்
ਦਹੁਣਾ,Dehulling
ਡੀਹੁਸਕਿੰਗ,நீக்குதல்
ਡੀਹਾਈਡਰੇਸ਼ਨ,நீரிழப்பு
ਡੀਹਾਈਡਰੇਟਰ,ஹைட்ரேட்டர்
ਮੰਗ,தேவை
ਗਿਰਾਵਟ,குறைப்பு
ਘਟਨਾਵਾਂ,மறுப்பு
ਜਮ੍ਹਾ,வைப்பு
ਜਮ੍ਹਾ,படிவு
ਕਮੀ,தேய்மானம் அழிவு
Desiccation,வறட்சி
ਡਿਜ਼ਾਇਨ,வடிவமைப்பு
ਡੈਸੀਕੇਟਰ,டெசிகேட்டர்
ਨਿਰਧਾਰਤ,அழித்தல்
ਡਿਸਿਕਰਿੰਗ,Decuckering
Desynapis,தேசனாப்சிஸ்
ਡੈਟਾਸਲ,டிடாஸல்
ਡੀਟਾਸਿੰਗ,டிடாசெலிங்
ਨਿਰਧਾਰਤ,தீர்மானிக்கும்
ਦੀ ਘਾਟ,மதிப்புக் குறைப்பு
ਠਹਿਰਾਓ,Devegetation
ਭਟਕਣਾ,விலகல்
ਡਿਆਡ,டயட்
ਨਿਦਾਨ,நோயறிதல்
ਦੁਚਰਾ,டைக்கோகாமி
Dichotomy,இருவகை
ਡਿਕੋਟਾਈਲਡਨ (ਬੀਜ),டைகோடைலெடன் (விதை)
ਮਰ ਜਾਓ (ਬਿਮਾਰੀ),திரும்பவும் (நோய்)
ਫੈਲਾ,பரவல்
ਪਾਚਨਤਾ,செரிமானம்
ਡਾਇਲਬ੍ਰਿਡ,Dihibrid
ਡਾਈਕ (ਡਾਈਕ),டைக் (டைக்)
ਪਤਲਾ,நீர்த்த
Dioeous,Dioecious
ਡਿਪਲੋਇਡ,டிப்ளாய்டு
ਡਿਪਲੋਇਡ,டிப்ளாய்டு
ਡਿਪਲੋਨੀਮਾ,டிப்ளோனெமா
ਡਿਸਬੋਡਿੰਗ,நீக்குதல்
ਡਿਸਕਿੰਗ,டிஸ்கிங்
ਛੂਟ,தள்ளுபடி
ਰੋਗਾਣੂ-ਮੁਕਤ,கிருமிநாசினி
ਫੈਲਾਅ,சிதறல்
ਪ੍ਰਸਾਰ,பரப்புதல்
ਵਿਭਿੰਨਤਾ,பல்வகைப்படுத்தல்
ਵਿਭਿੰਨਤਾ,பன்முகப்படுத்தப்பட்ட விவசாயம்
ਡੀ ਐਨ ਏ ਪੌੜੀ,டி.என்.ஏ ஏணி
ਡੀ ਐਨ ਏ ਰੀਸੈਪਟਰ,டி.என்.ஏ ஏற்பி
ਡੋਕੇਜ,கப்பல்துறை
ਪ੍ਰਭਾਵਸ਼ਾਲੀ,ஆதிக்கம் செலுத்தும்
ਸੁਸਤ,செயலற்ற தன்மை
ਖੁਰਾਕ,டோஸ்
ਡਬਲ ਸਿਗੋਮਾਈਡ ਕਰਵ,இரட்டை சிக்மாய்டு வளைவு
ਡਰਾਫਟ (ਡਰਾਫਟ),வரைவு (வரைவு)
ਡਰੇਨ,வடிகால்
ਡਰੇਨੇਜ,வடிகால்
ਡਰਾਅ ਕਰੋ,வரை
ਖਾਈ,நனைத்தல்
ਡਰੈਸਿੰਗ (ਬੀਜ),ஆடை (விதை)
ਮਸ਼ਕ (ਐਨ.),துரப்பணம் (n.)
ਡ੍ਰਿਲਿੰਗ (ਏਜੀ. ਇੰਜੀਨੀਅਰ),துளையிடுதல் (Ag. Engg)
ਡ੍ਰਿਲੰਗ (ਖੇਤੀਬਾੜੀ),துளையிடுதல் (வேளாண்)
ਡਰਿਪ ਸਿੰਚਾਈ,சொட்டு நீர் பாசனம்
ਡ੍ਰਾਇਵਲੈਂਡ ਖੇਤੀ,உலர் நில விவசாயம்
ਧੂੜ,தூசி
ਡੱਸਟਰ,டஸ்டர்
ਧੂੜ,தூசி
ਬੌਨੇ,குள்ள
Dwarf ਪਿਰਾਮਿਡ,குள்ள பிரமிடு
Dwarfing,குள்ள
ਡੇਜ਼ੀ,டெய்ஸி
ਤਾਰੀਖਾਂ,தேதிகள்
ਦਿਨ ਜੈਸਮੀਨ,நாள் மல்லிகை
ਡਿਲ,வெந்தயம்
ਦੀਨਨਾਥ ਘਾਹ,தினநாத் புல்
ਡੂਡਡਰ,டோடர்
"ਡੂਬ ਘਾਹ, ਬਰਮੁਡਾ ਘਾਹ","டூப் புல், பெர்முடா புல்"
ਬਰੂਸ,ட்ரூஸ்
ਸੁੱਕੇ ਅਦਰਕ,உலர் இஞ்சி
ਮੋਹਰਿੰਗ ਬੀਟਲ,வண்டு
ਡਰੋਨ,ட்ரோன்
ਬਤਖ਼,வாத்து
ਵਾਤਾਵਰਣ,சூழலியல்
Econometrics,எக்கோனோமெட்ரிக்ஸ்
ਆਰਥਿਕ ਕੁਸ਼ਲਤਾ,பொருளாதார செயல்திறன்
ਈਕੋਟਾਈਪ,சுற்றுச்சூழல்
ਐਲੀਕਟ੍ਰੋਫਿਕ,எக்டோட்ரோபிக்
ਏਡੋਫੇਿਕ,எடாபிக்
ਐਡੀਫੋਲੋਜੀ,எடாஃபாலஜி
ਐਡਜਿੰਗ,விளிம்பு
ਖਾਣ ਵਾਲੇ ਹਿੱਸੇ,உண்ணக்கூடிய பகுதி
ਮੰਗ ਦੀ ਲਚਕਤਾ,தேவையின் நெகிழ்ச்சி
ਉਤਪਾਦਨ ਦੀ ਲਚਕਤਾ,உற்பத்தியின் நெகிழ்ச்சி
ਇਲੈਕਟ੍ਰੋਲੋਸਿਸ,மின்னாற்பகுப்பு
ਇਲੈਕਟ੍ਰੋਫੋਰੇਸਿਸ,எலக்ட்ரோபோரேசிஸ்
ਕਪੜੇ,நீர்த்தல்
Emasculator,எமாஸ்குலேட்டர்
ਤੇਜ਼,உள்ளடக்கியது
ਭਰੂਣ,கரு
ਭਰੂਣ,கரு
ਉਭਰਨ,தோற்றம்
ਇਮਲਸੀਫਾਇਰ,குழம்பாக்கி
ਐਂਡੋਜੇਨਸ,எண்டோஜெனஸ்
ਹੋਂਦ,எண்டோமிடோசிஸ்
ਨਿਰਦੋਪਿਤ,எண்டோபராசைட்
ਐਂਡੋਸਪਰਮ,எண்டோஸ்பெர்ம்
ਉੱਦਮ,நிறுவனம்
ਐਂਡੋਮੋਲੋਜੀ,பூச்சியியல்
ਵਾਤਾਵਰਣ,சூழல்
ਪਾਚਕ,நொதி
ਐਪੀਸੋਤੀਲ ਗ੍ਰਾਫਟਿੰਗ,எபிகோடைல் ஒட்டுதல்
ਐਪੀਫਾਈਟ,எபிபைட்
ਇਕੁਇਟੀ,பங்கு
ਖਾਤਮੇ,ஒழிப்பு
ਜ਼ਰੂਰੀ ਪੌਸ਼ਟਿਕ ਤੱਤ,அத்தியாவசிய ஊட்டச்சத்துக்கள்
ਅਨੁਮਾਨ,மதிப்பீடு
ਈਟੀਓਲੇਸ਼ਨ,Etiolation
ਯੂਗੇਨਿਕ,யூஜெனிக்
ਮੁਲਾਂਕਣ,மதிப்பீடு
ਈਵੈਪੋਮੀਟਰ,ஆவியாதல்
ਈਵੋ-ਟ੍ਰਾਂਸਪਿ .ਸ਼ਨ,ஆவி-டிரான்ஸ்பிரேஷன்
ਸਦਾਬਹਾਰ ਇਨਕਲਾਬ,பசுமையான புரட்சி
ਸਦਾਬਹਾਰ,பசுமையான
ਵਿਕਾਸ,பரிணாமம்
ਆਬਕਾਰੀ,கலால்
ਥਕਾਵਟ (ਜਣਨ),சோர்வு (கருவுறுதல்)
ਸ਼ੋਸ਼ਣ,சுரண்டல்
ਖੋਜ,ஆய்வு
ਬਾਹਰ ਕੱ .ਣ,வெளியேற்றம்
ਅੱਖ (ਸੋਗਕੈਨ / ਆਲੂ),கண் (சுகர்கேன்/உருளைக்கிழங்கு)
ਖਾਣ ਵਾਲੇ ਪਾਈਨ,உண்ணக்கூடிய பைன்
"ਹਾਥੀ ਪੈਰ, ਯਮ","யானை கால், யாம்"
ਯੁਕਲਿਪਟਸ,யூகலிப்டஸ்
ਧਰਤੀ ਦਾ ਕੀੜਾ,மண்புழு
ਐਂਟਰੋਲੋਜਿਸਟ,பூச்சியியல் நிபுணர்
ਵਾਤਾਵਰਣਕ,சுற்றுச்சூழல் ஆய்வாளர்
ਕਾਰਕ,காரணி
ਕਾਰਕ ਉਤਪਾਦਕਤਾ,காரணி உற்பத்தித்திறன்
ਫੈਕਟੋਰੇਜ,காரணி
ਫੈਕਟੈਕਟਿਵ ਬਲਾਕ ਡਿਜ਼ਾਈਨ,காரணி தொகுதி வடிவமைப்பு
ਫੈਕਲਟੀਟੇਟਰਟੇਟਰੇਟਿਵ,முகநூல்
ਪਰਦਾ,தரிசு நிலம்
ਪਰਿਵਾਰ,குடும்பம்
ਫਾਰਮ ਮੁਲਾਂਕਣ,பண்ணை மதிப்பீடு
ਖੇਤ ਬਜਟ,பண்ணை பட்ஜெட்
ਖੇਤ ਦਾ ਕਾਰੋਬਾਰ,பண்ணை வணிகம்
ਫਾਰਮ ਦੀ ਯੋਜਨਾਬੰਦੀ,பண்ணை திட்டமிடல்
ਕਿਸਾਨ,உழவர்
ਖੇਤੀ,விவசாயம்
ਸ਼ਮੂਲੀਅਤ,திசைதிருப்பல்
ਧੋਖਾਧੜੀ,மலம் கழித்தல்
ਫਰਮੈਂਟੇਸ਼ਨ,நொதித்தல்
ਜਣਨ,கருவுறுதல்
ਖਾਦ,உரம்
ਖਾਦ ਦੀ ਕੁਸ਼ਲਤਾ,உரம் பயன்பாடு செயல்திறன்
ਰੇਸ਼ੇਦਾਰ,ஃபைப்ரஸ்
ਖੇਤਰ,புலம்
ਖੇਤਰ ਦੀ ਸਮਰੱਥਾ,புல திறன்
ਖੇਤਰ ਪ੍ਰਦਰਸ਼ਨ,புலம் ஆர்ப்பாட்டம்
ਨਿਰਧਾਰਤ,சரிசெய்தல்
ਹੜ੍ਹ,வெள்ளம்
ਵਹਾਅ ਡਾਇਗਰਾਮ,ஓட்ட வரைபடம்
ਭੋਜਨ ਦਾ ਮੁੱਲ,உணவு மதிப்பு
ਚਾਰਾ (ਚਾਰਾ),தீவனம் (தீவனம்)
ਭਵਿੱਖਬਾਣੀ,முன்னறிவிப்பு
ਜੰਗਲ,காடு
ਜੰਗਲਾਤ,ஃபேஸ்டேஷன்
ਫਰੌਡ,ஃப்ராண்ட்
ਠੰਡ ਰੋਧਕ,உறைபனி எதிர்ப்பு
ਠੰਡ,பனி
ਫ੍ਰੋਜ਼ਨ (ਫਲ ਅਤੇ ਸਬਜ਼ੀਆਂ),உறைந்த (பழம் & காய்கறி)
ਫਰੂਟੇਸ਼ਨ,Pructification
ਫਲ ਬੂੰਦ,பழ வீழ்ச்சி
ਫਲ-ਸੈੱਟ (ਫਲ ਸੈਟਿੰਗ),பழம்-தொகுப்பு (பழ அமைப்பு)
ਧੁੰਦਲੀ,உமிழ்வு
ਫੰਜਾਈਸਾਈਡ,பூஞ்சைக் கொல்லி
ਮਜ਼ੇਦਾਰ,பூஞ்சை
ਫੰਗਸ,பூஞ்சை
Furown,ஃபுரோ
ਮਿਸ਼ਰਨ,இணைவு
ਫਜ਼,குழப்பம்
ਫਜ਼ੀ,தெளிவில்லாமல்
"ਫੈਨਿਲ, ਅਨੀਸ","பெருஞ்சீரகம், சோம்பு"
Fenugreek,வெந்தயம்
ਅੰਜੀਰ,படம்
ਫਿੰਗਰ ਬਾਜਰੇ,விரல் தினை
ਅੱਗ-ਲਾਲ ਝਾੜੀ,தீ-துடிப்பு புஷ்
ਜੰਗਲ ਦੀ ਲਾਟ,காடுகளின் சுடர்
ਫ੍ਰੈਂਚ ਬੀਨ,பிரஞ்சு பீன்
ਫਲੀ,பிளே
ਲੂੰਬੜੀ,நரி
ਫਲ ਉੱਡਦੇ ਹਨ,பழ ஈ
Gall (ਹੋਰਟ),பித்தப்பை (ஹார்ட்)
ਗੇਮਟ,கேமட்
ਗਾਰਡਨ,தோட்டம்
ਗੇਜ (ਪਾਣੀ),அளவை (நீர்)
ਜੀਨ ਬੈਂਕ,மரபணு வங்கி
ਜੀਨ ਟੈਗਿੰਗ,மரபணு குறிச்சொல்
ਵਾਹਨ,மரபணு
ਜੈਨੇਟਿਕ ਨਕਸ਼ਾ,மரபணு வரைபடம்
ਜੈਨੇਟਿਕਸ,மரபியல்
ਜੀਨੋਮ,மரபணு
ਜੀਨੋਮਿਕ ਲਾਇਬ੍ਰੇਰੀ,மரபணு நூலகம்
ਜੇਨੋਮਿਕਸ,மரபணு
ਜੀਨੋਟਾਈਪ,மரபணு வகை
ਜੀਨੋਟਾਈਪ,மரபணு வகை
ਜੀਨਸ,வகை
ਜੀਨਸ,வகை
ਕੀਟਾਣੂ,கிருமி
ਗਠੀਏ,கிருமி கொல்லி
ਉਗ,முளைப்பு
Germpelsm,ஜெர்ம்ப்ளாஸ்
ਗਿਬਬੇਰੀਕਲਿਕ ਐਸਿਡ,கிபெரெல்லிக் அமிலம்
ਗਿਲਿੰਗ,ஜின்னிங்
Glumue,பளபளப்பு
ਸ਼ਾਨਦਾਰ,குளுட்டினஸ்
ਗਲਾਈਕੋਲਸਿਸ,கிளைகோலிசிஸ்
ਗਲੇਸ,கெய்ஸ்
ਸੁਨਹਿਰੀ ਇਨਕਲਾਬ,தங்க புரட்சி
ਗਰੇਡਿੰਗ,தரப்படுத்தல்
ਗ੍ਰੈਫਟਡ ਪੌਦਾ,ஒட்டுதல் ஆலை
ਭ੍ਰਿਸ਼ਟਾਚਾਰ-ਅਨੁਕੂਲ,ஒட்டு-இணக்கமானது
ਗ੍ਰਾਨਾ,கிரன்னா
ਗ੍ਰੈਨੂਲੇਸ਼ਨ,குருணையாக்கம்
ਹਰੀ ਖਾਦ,பச்சை உரம்
ਹਰੀ ਕ੍ਰਾਂਤੀ,பசுமை புரட்சி
ਵਿਕਾਸ ਅਤੇ ਵਿਕਾਸ,வளர்ச்சி மற்றும் வளர்ச்சி
ਗਮਮੋਸਿਸ,கம்மோசிஸ்
Gynovioleive,கினோடியோசியஸ்
ਗੈਲ ਗਿਰੀ,கால் நட்டு
ਲਸਣ,பூண்டு
ਗਰਬੀਰਾ,ஜெர்பெரா
Gherkin,கெர்கின்
ਅਦਰਕ,இஞ்சி
ਗਲੇਡੀਓਲਸ,கிளாடியோலஸ்
ਬਕਰੀ ਬੂਟੀ (ਏਜਰਾਥਮ),ஆடு களை (ஏஜெரட்டம்)
ਚਕੋਤਰਾ,திராட்சைப்பழம்
ਅੰਗੂਰ,திராட்சை
ਹਰੀ ਗ੍ਰਾਮ,பச்சை கிராம்
ਗ੍ਰੇਵੀਆ,க்ரூவியா
ਗਰਾਉਂਡ,நிலக்கடலை
ਹਰੂਦ,கொய்யா
ਗਿੰਨੀ ਘਾਹ,கினியா புல்
ਗੈਲ ਮਿਜ,பித்தப்பை மிட்ஜ்
ਘਾਹ ਹੌਪਰ,புல் ஹாப்பர்
ਗੁੰਡ ਦਾ ਬੱਗ,குந்தி பிழை
ਆਦਤ,பழக்கம்
ਗੜੇ,ஆலங்கட்டி
ਵਾਲਾਂ ਵਾਲੇ,ஹேரிவெட்ச்
ਹੈਲੋਫਾਈਟ,ஹாலோபைட்
ਹੈਰੋ,ஹாரோ
ਵਾ vest ੀ ਦਾ ਇੰਡੈਕਸ,அறுவடை அட்டவணை
ਵਾਢੀ,அறுவடை
ਕਟਾਈ,அறுவடை
ਹੈਚ,ஹட்ச்
ਸੁੱਕਾ ਘਾਹ,வைக்கோல்
ਹੇਲੇਜ,ஹேலேஜ்
ਹਾਇਸਟੌਕ,வைக்கோல்
ਹੇਜ਼,மூடுபனி
ਹੁਸ਼ੀ,மங்கலான
ਸਿਰ (ਐਗਰੋ),தலை (வேளாண்)
ਸਿਰ (ਚੈਨਲ ਦਾ),தலை (சேனலின்)
ਵਾਪਸ ਜਾ ਰਿਹਾ ਹੈ,பின்னோக்கி செல்வது
ਹੇਜ,ஹெட்ஜ்
ਹੇਜਿੰਗ,ஹெட்ஜிங்
ਹੇਲਿਕਸ,ஹெலிக்ஸ்
ਹੇਮੇਟਾਈਟ,ஹெமாடைட்
ਹਰਬ,மூலிகை
ਹਰਬਰਿਅਮ,ஹெர்பேரியம்
ਹਰਬੀਸਾਈਡ,களைக்கொல்லி
ਧਾਰਕ,பரம்பரை
ਇਸ ਨੂੰ,ஹெர்டிலேஷன்
ਹਰਮਫ੍ਰੋਡਾਈਟ,ஹெர்மாஃப்ரோடைட்
ਹੇਟਰੋਕ੍ਰੋਮੋਮੇਟਿਕ,ஹீட்டோரோக்ரோமாடிக்
ਹੇਟਰੋਫਰੀਕਰਨ,ஹீட்டோரோஃபெர்டைமயமாக்கல்
ਹੇਟਰੋਸਿਸ,ஹீட்டோரோசிஸ்
ਹੇਟਰੋਸੋਮ,ஹீட்டோரோசோம்
ਹੇਟਰੋਟ੍ਰੋਫ,ஹீட்டோரோட்ஃப்
ਹੇਕਸਾਪਲਾਈਡ,ஹெக்ஸாபிளாய்டு
ਹਾਈਬਰਨੇਟ,ஹைபர்னேட்
ਉੱਚ ਘਣਤਾ ਲਾਉਣਾ,அதிக அடர்த்தி நடவு
ਪਹਾੜੀ (ਚਾਵਲ),மலை (அரிசி)
ਹਿਸਟੋਗ੍ਰਾਮ,ஹிஸ்டோகிராம்
ਹਿਟਚ ਬਾਗਬਾਨੀ,ஹிட்டெக் தோட்டக்கலை
ਛਪਾਕੀ,ஹைவ்
ਹੋਇਿੰਗ,HOEING
ਹੋਲਡਿੰਗ,வைத்திருத்தல்
ਘਰ ਫਾਰਮ,வீட்டு பண்ணை
ਹੋਮਸੋਸਟਾਸਿਸ,ஹோமியோஸ்டாஸிஸ்
ਹੋਮਸਸਟੇਡ,ஹோம்ஸ்டெட்
ਹੋਮਜਿਗੈਨਿਟੀ,ஒருமைப்பாடு
ਇਕੋ,ஒரே மாதிரியான
ਹੋਮੋਗਸ,ஹோமோலாஜஸ்
ਹੋਮੋਜ਼ੀਗੋਟ,ஹோமோசைகோட்
ਹੌਪਰ,ஹாப்பர்
ਹਰੀਜੋਨ,அடிவானம்
ਬਾਗਬਾਨੀ ਫਸਲਾਂ,தோட்டக்கலை பயிர்கள்
ਬਾਗਬਾਨੀ,தோட்டக்கலை
ਹਾਰਟੀ-ਸਿਲਵੀ ਪੇਸਟੋਰਲ ਫਾਰਮਿੰਗ,ஹார்டி-சில்வி ஆயர் விவசாயம்
ਹੋਸਟ,தொகுப்பாளர்
ਗਰਮ ਪਾਣੀ ਦਾ ਇਲਾਜ,சூடான நீர் சுத்திகரிப்பு
ਹੌਲ,ஹல்
ਨਮੀ,ஈரப்பதம்
Humus,இயற்கையானது
ਭੁੱਕੀ,உமி
ਹੁਸਕ,ஹஸ்கர்
ਹਸਤਾਖਰ,உமி
ਹਾਈਬ੍ਰਿਡ,கலப்பின
ਹਾਈਬ੍ਰਿਡਾਈਜ਼ੇਸ਼ਨ,கலப்பினமாக்கல்
ਹਾਈਡਰੇਸ਼ਨ,நீரேற்றம்
ਹਾਈਡ੍ਰੋਲੋਜੀ,நீர்நிலை
ਹਾਈਡ੍ਰੋਲਾਇਸਿਸ,நீராற்பகுப்பு
ਹਾਈਡ੍ਰੋਮੀਟਰ,ஹைட்ரோமீட்டர்
ਹਾਈਡ੍ਰੋਫਿਲਸ,ஹைட்ரோபிலஸ்
ਹਾਈਡ੍ਰੋਪੋਨਿਕ,ஹைட்ரோபோனிக்ஸ்
ਹਾਈਡ੍ਰੋਸਫਾਇਰ,ஹைட்ரோஸ்பியர்
ਹਾਈਡ੍ਰੋਸਕੋਪਿਕਿਟੀ,ஹைட்ரோஸ்கோபாரிட்டி
ਹਾਈਪਰਪਰੇਸਾਈਟ,ஹைபராசைட்
ਹਾਈਪਰਪਲਸੀਆ,ஹைப்பர் பிளேசியா
ਹਾਈਫਾ,ஹைபா
ਹਾਈਪੋਕੋਟੀਲ,ஹைபோகோடைல்
ਕਲਪਨਾ,கருதுகோள்
ਹਿਸਟਰੇਸਿਸ (ਪਾਣੀ),கருப்பை ஒடுக்கி
ਹੇਜ਼ਲ ਗਿਰੀ,ஹேசல் நட்டு
ਭੰਗ,சணல்
ਹੈਨਬੇਨ,ஹென்பேன்
ਮਹਿੰਦਾ,மருதாணி
ਹਿਬਿਸਕਸ,ஒளி வண்ண மலர்கள் கொண்ட ஒரு செடி
ਹੌਪ,ஹாப்
ਘੋੜਾ ਗ੍ਰਾਮ,குதிரை கிராம்
ਘੋੜਾ-ਅੱਖ-ਬੀਨ,குதிரை-கண்-பீன்
ਮਧੂ ਮੱਖੀ,தேனீ
ਹੌਪਰ,ஹாப்பர்
ਬਾਗਬਾਨੀ,தோட்டக்கலை நிபுணர்
ਹਾਈਡ੍ਰੋਲੋਜਿਸਟ,நீர்நிலை நிபுணர்
ਸਥਿਤੀ ਵਿੱਚ,சிட்டு ஒட்டுதலில்
ਵਿਟਰੋ ਵਿੱਚ,ஆய்வுக்கூட சோதனை முறையில்
ਵੀਵੋ ਵਿਚ,உயிருள்ள
ਅੰਨ੍ਹੇਵਾਹ,கண்மூடித்தனமான
ਕੀੜੇ,பூச்சி
ਕੀੜੇ ਪੈੱਸਟ,பூச்சி பூச்சி
ਥੀਏਟਰ,பூச்சி
ਕੀਟਨਾਸ਼ਕਾਂ,பூச்சிக்கொல்லி
ਕੀਟਨਾਸ਼ਕ,பூச்சிக்கொல்லி
ਇਨਸੋਲੇਸ਼ਨ,இன்சோலேஷன்
ਘੁਲਣਸ਼ੀਲ,கரையாத
ਇੰਸਟਾਰ (ਕੀੜੇ),இன்ஸ்டார் (பூச்சி)
ਇਨਸੂਲੇਟਰ,இன்சுலேட்டர்
ਏਕੀਕ੍ਰਿਤ ਬਿਮਾਰੀ ਪ੍ਰਬੰਧਨ,ஒருங்கிணைந்த நோய் மேலாண்மை
