Malayalam,Odiya
"ഊമ, ഡമ്മി","ମୂକ, ଡମି"
നിശബ്ദ ആകാശം,ନୀରବ ଏରିଏଲ୍ |
നിശബ്ദ സൂചിക,ନୀରବ ସୂଚକାଙ୍କ |
നിശബ്ദ പോയിന്റർ,ମୂକ ସୂଚକ
നിശബ്ദ നിർദ്ദേശം,ନୀରବ ନିର୍ଦ୍ଦେଶ |
"നിശബ്ദ ലോഡ്, ഡമ്മി ലോഡ്","ନୀରବ ଲୋଡ୍, ଡମି ଲୋଡ୍ |"
ഡമ്മി നിരീക്ഷണം,ଡମି ପର୍ଯ୍ୟବେକ୍ଷଣ |
"നിശബ്ദ പ്രതിരോധം, വ്യാജ പ്രതിരോധം","ନୀରବ ପ୍ରତିରୋଧ, ଡମି ପ୍ରତିରୋଧ |"
"ഡമ്മി റിവറ്റ്, നിശബ്ദ റിവറ്റ്","ଡମି ରିଭେଟ୍, ନୀରବ ରିଭେଟ୍ |"
ഡമ്മി വരി,ଡମି ଧାଡି |
നിശബ്ദ അടിക്കുറിപ്പ്,ନୀରବ ଫୁଟର୍ |
"നിശബ്ദ കരാർ, ഡമ്മി സിസ്റ്റം, സൈലന്റ് സിസ്റ്റം","ନୀରବ ଚୁକ୍ତି, ଡମି ସିଷ୍ଟମ୍, ନୀରବ ସିଷ୍ଟମ୍ |"
നിശബ്ദ ട്യൂബ്,ନୀରବ ଟ୍ୟୁବ୍ |
നിശബ്ദ വേരിയബിൾ,ନୀରବ ଭେରିଏବଲ୍ |
"ഡമ്പ്, ഡമ്പ്","ଡମ୍ପିଂ, ଡମ୍ପିଂ"
ഡംപ് ബോക്സ്,ଡମ୍ପିଂ ବାକ୍ସ
നിക്ഷേപ പരിശോധന,ଜମା ଯାଞ୍ଚ
ഡംപ് നിർദ്ദേശം,ଡମ୍ପିଂ ନିର୍ଦ୍ଦେଶ
മെമ്മറി ഡംപ്,ମେମୋରୀ ଡମ୍ପ
ഡംപ് വാൽവ്,ଡମ୍ପ୍ ଭଲଭ୍ |
നിക്ഷേപം,ଜମା
ഡെപ്പോസിറ്റ് ബാലൻസ്,ଜମା ବାଲାନ୍ସ
നിമജ്ജനം സോണാർ,ବୁଡ ପକାଇବା ସୋନାର |
ബിഡിയോഡ്,ବିଡ଼ିଓଡ୍ |
ബിഡിയോഡ്-ട്രയോഡ്,bidiode-triode
കരണ്ട് കുണ്ഡലി,କରନ୍ଦ କୁଣ୍ଡଲି |
ഡിപ്ലാസ്മാട്രോൺ,ଡିପ୍ଲାସମାଟ୍ରନ୍ |
ഡ്യൂപ്രി-ലൈനുകൾ (കാന്തിക മെമ്മറി ലൈനുകൾ),ଡୁପ୍ରି-ଲାଇନ୍ସ (ଚୁମ୍ବକୀୟ ସ୍ମୃତି ରେଖା)
ഡ്യൂപ്ലക്സ്,ଡୁପ୍ଲେକ୍ସ |
"ഇരട്ട-ലേയേർഡ് റെക്കോർഡർ, ഡ്യൂപ്ലക്സ് റെക്കോർഡർ","ଡବଲ୍ ସ୍ତରୀୟ ରେକର୍ଡର୍, ଡୁପ୍ଲେକ୍ସ ରେକର୍ଡର୍ |"
ഡ്യുപ്ലെക്സ് വയർ ആശയവിനിമയം,ଡୁପ୍ଲେକ୍ସ ତାର ଯୋଗାଯୋଗ |
ഡ്യൂപ്ലക്സ്,ଡୁପ୍ଲେକ୍ସ |
ബൈപാർട്ടൈറ്റ് പ്രിന്റിംഗ്,ଦ୍ୱିପାକ୍ଷିକ ମୁଦ୍ରଣ |
ഇരട്ട ആവൃത്തി പരിശോധന,ଡବଲ୍ ଫ୍ରିକ୍ୱେନ୍ସି ଯାଞ୍ଚ |
തനിപ്പകർപ്പ്,ନକଲ
ഡ്യൂറൽ വടി,ଡୁରାଲ୍ ବାଡି |
പൊടി ട്യൂബ്,ପାଉଡର ଟ୍ୟୁବ୍ |
യൂട്ടിലിറ്റി ആപ്ലിക്കേഷൻ,ଉପଯୋଗିତା ପ୍ରୟୋଗ
വെള്ളം പിടിക്കാനുള്ള ശേഷി,ଜଳ ଧାରଣ କ୍ଷମତା |
ചലനാത്മക പ്രതിഫലനം,ଗତିଶୀଳ ପ୍ରତିଫଳନ |
ചലനാത്മകം,ଗତିଶୀଳ |
വാമൻ താര,ଭମାନ ତର |
ഇരട്ട അക്ഷം,ଡବଲ୍ ଅକ୍ଷ
ഡൈനാജെറ്റ്,dynajet
ചലനാത്മകം,ଗତିଶୀଳ |
സമ്മർദ്ദം,ଚାପ
ഡൈനാമിക് ആംപ്ലിഫിക്കേഷൻ,ଗତିଶୀଳ ବୃଦ୍ଧି
ചലനാത്മക ബാലൻസ്,ଗତିଶୀଳ ସନ୍ତୁଳନ |
ഡൈനാമിക് ബെൻഡിംഗ്,ଗତିଶୀଳ ନମ୍ରତା |
ചലനാത്മക പരിധി പേജ്,ଗତିଶୀଳ ସୀମା ପୃଷ୍ଠା |
ചലനാത്മക തടസ്സം,ଗତିଶୀଳ ପ୍ରତିବନ୍ଧକ |
ചലനാത്മക സങ്കോചം,ଗତିଶୀଳ ସଂକୋଚନ |
ചലനാത്മക അനുയോജ്യത നിയന്ത്രണം,ଗତିଶୀଳ ସୁସଙ୍ଗତତା ପ୍ରତିବନ୍ଧକ |
വിപുലീകരണ തണുപ്പിക്കൽ,ସମ୍ପ୍ରସାରଣ ଥଣ୍ଡା
സ്ഥിരതയുടെ ചലനാത്മക ഘടകം,ସ୍ଥାୟୀତାର ଗତିଶୀଳ କାରକ |
ചലനാത്മക വൃന്ദയൻ,ଗତିଶୀଳ vrindayan
ചാർട്ട് കാണുക,ଚାର୍ଟ ଦେଖନ୍ତୁ |
ഡൈനാമിക് ദ്വിമുഖം,ଗତିଶୀଳ ଡିଚୋଟୋମି |
ഡൈനാമിക് ഇലക്ട്രോഡ് സ്റ്റാൻഡ്ഓഫ്,ଗତିଶୀଳ ଇଲେକ୍ଟ୍ରୋଡ୍ ଷ୍ଟାଣ୍ଡଅଫ୍ |
"ചലനാത്മക സന്തുലിതാവസ്ഥ, ചലനാത്മക സന്തുലിതാവസ്ഥ","ଗତିଶୀଳ ସନ୍ତୁଳନ, ଗତିଶୀଳ ସନ୍ତୁଳନ |"
ചലനാത്മക അനുപാതം,ଗତିଶୀଳ ଅନୁପାତ |
ഡൈനാമിക് ഫോക്കസ്,ଗତିଶୀଳ ଧ୍ୟାନ |
"ചലനാത്മക ഘർഷണം, സർപ്പിള ഘർഷണം","ଗତିଶୀଳ ଘର୍ଷଣ, ସ୍ପିରାଲ୍ ଘର୍ଷଣ |"
ചലനാത്മക തല,ଗତିଶୀଳ ମୁଣ୍ଡ
ചലനാത്മക ചൂട്,ଗତିଶୀଳ ଉତ୍ତାପ |
ഡൈനാമിക് എക്സ്ചേഞ്ച്,ଗତିଶୀଳ ବିନିମୟ |
ഡൈനാമിക് ഐസോമെറിസം,ଗତିଶୀଳ ଆଇସୋରିଜିମ୍ |
ഡൈനാമിക് ഫ്ലക്സ് നിയന്ത്രണം,ଗତିଶୀଳ ଫ୍ଲକ୍ସ ପ୍ରତିବନ୍ଧକ |
ഡൈനാമിക് ലിഫ്റ്റ്,ଗତିଶୀଳ ଲିଫ୍ଟ |
ഡൈനാമിക് ലീനിയർ പ്രോഗ്രാമിംഗ്,ଗତିଶୀଳ ର line ଖ୍ୟ ପ୍ରୋଗ୍ରାମିଂ |
ഡൈനാമിക് ലോഡ് കപ്പാസിറ്റി,ଗତିଶୀଳ ଭାର କ୍ଷମତା |
ഡൈനാമിക് ലോഡ് ലൈൻ,ଗତିଶୀଳ ଲୋଡ୍ ଲାଇନ୍ |
ഡൈനാമിക് ലോഡ്,ଗତିଶୀଳ ଭାର
ഡൈനാമിക് ലൈറ്റ് സെൻസിറ്റിവിറ്റി,ଗତିଶୀଳ ଆଲୋକ ସମ୍ବେଦନଶୀଳତା |
ചലനാത്മക മാഗ്നിഫിക്കേഷൻ,ଗତିଶୀଳ ବୃଦ୍ଧି
ചലനാത്മക അർത്ഥം സൂര്യൻ,ଗତିଶୀଳ ଅର୍ଥ ସୂର୍ଯ୍ୟ |
ഡൈനാമിക് മീറ്റർ,ଗତିଶୀଳ ମିଟର |
ചലനാത്മക രീതി,ଗତିଶୀଳ ପଦ୍ଧତି |
റിംഗ് മൈക്രോഫോൺ,ମାଇକ୍ରୋଫୋନ୍ ରିଙ୍ଗ୍ କରନ୍ତୁ |
ഡൈനാമിക് മോഡൽ,ଗତିଶୀଳ ମଡେଲ୍ |
ഡൈനാമിക് നോയ്സ് അറസ്റ്റർ,ଗତିଶୀଳ ଶବ୍ଦ ଗିରଫ
ചലനാത്മക പാരലാക്സ്,ଗତିଶୀଳ ସମାନ୍ତରାଳ |
ചലനാത്മക പാത,ଗତିଶୀଳ ପଥ
"ചലിക്കുന്ന കുണ്ഡലി പിക്ക്-അപ്പ്, ചലിക്കുന്ന കുണ്ഡലി പിക്ക്-അപ്പ്","ଚଳନଶୀଳ କୁଣ୍ଡଲି ପିକ୍ ଅପ୍, ଚଳନଶୀଳ କୁଣ୍ଡଲି ପିକ୍ ଅପ୍ |"
ചലനാത്മക വഴക്കം,ଗତିଶୀଳ ନମନୀୟତା |
ഡൈനാമിക് ആനോഡ് പ്രതിരോധം,ଗତିଶୀଳ ଆନାଡ ପ୍ରତିରୋଧ |
ചലനാത്മക സ്ഥാനം,ଗତିଶୀଳ ସ୍ଥିତି |
ചലനാത്മക സമ്മർദ്ദം,ଗତିଶୀଳ ଚାପ |
ഡൈനാമിക് പ്രോഗ്രാമിംഗ്,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ |
ഡൈനാമിക് പ്രോഗ്രാമിംഗ് സമീപനം,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ ପଦ୍ଧତି |
ഡൈനാമിക് പ്രോഗ്രാമിംഗ് ടെക്നിക്കുകൾ,ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ କ ques ଶଳ |
ഡൈനാമിക് കോംപ്ലക്സ്,ଗତିଶୀଳ ଜଟିଳ |
ചലനാത്മക ബന്ധം,ଗତିଶୀଳ ସମ୍ପର୍କ |
ചലനാത്മക വിശ്രമം,ଗତିଶୀଳ ବିଶ୍ରାମ |
"ഡൈനാമിക് റീജനറേറ്റർ, മൂവബിൾ കോയിൽ പിക്ക്-അപ്പ്, ഡൈനാമിക് ലിഫ്റ്റർ","ଡାଇନାମିକ୍ ରେଜେନେରେଟର, ଚଳନଶୀଳ କୋଇଲ୍ ପିକ୍ ଅପ୍, ଡାଇନାମିକ୍ ଲିଫ୍ଟର୍ |"
ചലനാത്മക പ്രതിരോധം,ଗତିଶୀଳ ପ୍ରତିରୋଧ |
ചലനാത്മക സംവേദനക്ഷമത,ଗତିଶୀଳ ସମ୍ବେଦନଶୀଳତା |
ഡൈനാമിക് അക്യുമുലേറ്റർ,ଗତିଶୀଳ ଜମାକାରୀ
ഡൈനാമിക് സ്ട്രെസ് സ്ട്രെയിൻ ബന്ധം,ଗତିଶୀଳ ଚାପ ଷ୍ଟ୍ରେନ୍ ସମ୍ପର୍କ |
ചലനാത്മക സംവിധാനം,ଗତିଶୀଳ ସିଷ୍ଟମ୍ |
ചലനാത്മക ഭൂപ്രകൃതി,ଗତିଶୀଳ ଟପୋଗ୍ରାଫି |
ചലനാത്മക വിസ്കോസിറ്റി,ଗତିଶୀଳ ସାନ୍ଦ୍ରତା |
ചലനാത്മക സമവാക്യം,ଗତିଶୀଳ ସମୀକରଣ |
ഡൈനാമിക് പാരാമീറ്റർ,ଗତିଶୀଳ ପାରାମିଟର |
ചലനാത്മക പ്രശ്നം,ଗତିଶୀଳ ସମସ୍ୟା |
ചലനാത്മക തുക,ଗତିଶୀଳ ପରିମାଣ
ചലനാത്മക പ്രവേഗം,ଗତିଶୀଳ ବେଗ
ചലനാത്മകമായി തുല്യമാണ്,ଗତିଶୀଳ ଭାବରେ ସମାନ |
"ചലനാത്മകത, ചലനാത്മകത","ଗତିଶୀଳତା, ଗତିଶୀଳତା |"
കണികാ ചലനാത്മകത,କଣିକା ଗତିଶୀଳତା |
ദൃഢമായ ശരീര ചലനാത്മകത,କଠିନ ଶରୀର ଗତିଶୀଳତା |
ഭ്രമണം ചെയ്യുന്ന ശരീരങ്ങളുടെ ചലനാത്മകത,ଘୂର୍ଣ୍ଣନ କରୁଥିବା ଶରୀରର ଗତିଶୀଳତା |
ഗോളാകൃതിയിലുള്ള ശരീരങ്ങളുടെ ചലനാത്മകത,ଗୋଲାକାର ଶରୀରର ଗତିଶୀଳତା |
പ്രക്ഷുബ്ധ ചലനാത്മകത,ଅଶାନ୍ତିର ଗତିଶୀଳତା |
ഡൈനാമൈറ്റ്,ଡାଇନାମାଇଟ୍ |
ഡൈനാമോ,ଡାଇନାମୋ |
ഡൈനാമോ തത്വം,ଡାଇନାମୋ ନୀତି |
ചലനാത്മകം,ଗତିଜ
മെക്കാനിക്കൽ ഇലക്ട്രിക്കൽ,ଯାନ୍ତ୍ରିକ ବିଦ୍ୟୁତ
"ഡൈനാമോമീറ്റർ, ഡൈനാമോമീറ്റർ, ഡൈനാമോമീറ്റർ","ଡାଇନାମୋମିଟର, ଡାଇନାମୋମିଟର, ଡାଇନାମୋମିଟର |"
ഡൈനാമോമീറ്റർ വാട്ട്മീറ്റർ,ଡାଇନାମୋମିଟର ୱାଟମିଟର |
"ചലനാത്മകം, തെർമോഡൈനാമിക്","ଗତିଜ, ଥର୍ମୋଡାଇନାମିକ୍ |"
ഡൈനാമോട്ടർ,ଡାଇନାମୋଟର୍ |
ഡൈനിട്രോൺ,ଡାଇନିଟ୍ରନ୍ |
dinitron സ്വഭാവം,ଡାଇନିଟ୍ରନ୍ ବ istic ଶିଷ୍ଟ୍ୟ |
ഡൈനിട്രോൺ ആന്ദോളനം,ଡାଇନିଟ୍ରନ୍ ଦୋହରିବା |
ഭക്ഷണം കഴിക്കുക,ଭୋଜନ
ദിനോഡ്,ଡାଇନୋଡ୍ |
ദിനോഡ് വോൾട്ടേജ്,ଡାଇନୋଡ୍ ଭୋଲଟେଜ୍ |
മെക്കാനിക്കൽ പവർ ആംപ്ലിഫയർ,ଯାନ୍ତ୍ରିକ ଶକ୍ତି ଏମ୍ପ୍ଲିଫାୟର୍ |
ഡിയോട്രോൺ,ଡିଓଟ୍ରନ୍ |
ഇ-ടേൺ,ଇ-ଟର୍ନ୍ |
ഒന്നിലധികം ഓവർസാച്ചുറേഷൻ,ଏକାଧିକ ଅତ୍ୟଧିକତା
ഇ-പാളി,ଇ-ସ୍ତର |
അയണോസ്ഫിയർ ഇ-പാളി,ଆୟନୋସାଇଫର୍ ଇ-ସ୍ତର |
ഇ ബൾക്ക്,ଇ ବଲ୍କ |
ഇലക്ട്രോണിക് ഡാറ്റ പ്രോസസ്സിംഗ്,ବ electronic ଦ୍ୟୁତିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
ഇലക്ട്രോണിക് ആയുധ ആക്സിലറേറ്റർ,ବ electronic ଦ୍ୟୁତିକ ଅସ୍ତ୍ର ତ୍ୱରକ |
കാത് കുത്തൽ,କାନ ଫୋଡେଇବା
ചെവി കാവൽ,କାନ ଗାର୍ଡ |
ചെവി പ്ലേറ്റ്,କାନ ପ୍ଲେଟ |
ചെവി മഫ്,କାନ ମଫ୍ |
കേൾവിക്കാരൻ,ଶ୍ରୋତା |
ചെവി ഇക്കിളി,କାନ ଟାଙ୍ଗିବା |
മുൻ സെറ്റിൽമെന്റ്,ପୂର୍ବ ସମାଧାନ
മുൻകൂർ ആയുധം,ଅଗ୍ରୀମ ଅସ୍ତ୍ର |
നേരത്തെ മുന്നറിയിപ്പ് റഡാർ,ପ୍ରାରମ୍ଭିକ ଚେତାବନୀ ରାଡାର |
"ഇയർഫോണുകൾ, ഇയർഫോണുകൾ","ଇୟରଫୋନ୍, ଇୟରଫୋନ୍ |"
ഇയർഫോൺ കപ്ലർ,ଇୟରଫୋନ୍ କପ୍ଲର୍ |
ഗ്രൗണ്ടഡ് ആന്റിന,ଗ୍ରାଉଣ୍ଡ୍ ଆଣ୍ଟେନା |
ഗ്രൗണ്ട് കറന്റ്,ଭୂତଳ ପ୍ରବାହ
ഗ്രൗണ്ട് ലെവലിംഗ് ഡ്രൈവർ,ଗ୍ରାଉଣ୍ଡ ଲେଭେଲିଂ ଡ୍ରାଇଭର |
ജിയോമാഗ്നറ്റിക് ഇൻഡക്റ്റർ,ଜିଓମ୍ୟାଗ୍ନେଟିକ୍ ଇନଡକ୍ଟର |
"എർത്ത് ലൈറ്റ്, മണ്ഡലോക്","ପୃଥିବୀ ଆଲୋକ, ମାଣ୍ଡାଲୋକ |"
"മിനറൽ ഓയിൽ, പെട്രോളിയം","ଖଣିଜ ତେଲ, ପେଟ୍ରୋଲିୟମ |"
"സ്കോളർ പെൻഡുലം, ഗ്രൗണ്ട് റേഡിയസ് പെൻഡുലം","ପଣ୍ଡିତ ପେଣ୍ଡୁଲମ୍, ଗ୍ରାଉଣ୍ଡ୍ ରେଡିଓସ୍ ପେଣ୍ଡୁଲମ୍ |"
കവലയുടെ ഗ്രൗണ്ട് പോയിന്റ്,ଛକ ସ୍ଥଳ
ഭൂമി നിരക്ക് യൂണിറ്റ്,ଜମି ହାର ଏକକ |
നിലത്തു വടി,ଭୂମି ବାଡ଼ି
ഭൂമി ഉപഗ്രഹം,ପୃଥିବୀ ଉପଗ୍ରହ |
ഭൂമിയുടെ തിളക്കം,ପୃଥିବୀ ଆଲୋକ
ഭൂമി കണക്ഷൻ സിസ്റ്റം,ପୃଥିବୀ ସଂଯୋଗ ପ୍ରଣାଳୀ |
ഗ്രൗണ്ട് വേവ്,ଭୂତଳ ତରଙ୍ଗ |
ഭൂതാർ,ଭୁଟାର
ഭൂമിയുടെ കോണീയ പ്രവേഗം,ପୃଥିବୀର କୋଣାର୍କ ବେଗ |
ഭൂമി വക്രത,ପୃଥିବୀ ବକ୍ରତା |
ജിയോമാഗ്നറ്റ് സർക്കിൾ,ଜିଓମ୍ୟାଗ୍ନେଟ୍ ବୃତ୍ତ |
ഭൂമിയുടെ നിരക്ക്,ପୃଥିବୀ ହାର
ഭൂമിയുടെ ഭ്രമണ അക്ഷം,ପୃଥିବୀର ଘୂର୍ଣ୍ଣନ ଅକ୍ଷ |
ഭൂകമ്പ തീവ്രത,ଭୂକମ୍ପ ତୀବ୍ରତା |
കിഴക്ക്-പടിഞ്ഞാറ് അസമമിതി,ପୂର୍ବ-ପଶ୍ଚିମ ଅସୀମତା |
കിഴക്ക്-പടിഞ്ഞാറ് സ്വാധീനം,ପୂର୍ବ-ପଶ୍ଚିମ ପ୍ରଭାବ
ലളിതമായ നിയന്ത്രണങ്ങൾ,ସରଳ ନିୟନ୍ତ୍ରଣ |
മിനുസമാർന്ന ചോർച്ച പ്രദേശം,ସୁଗମ ସ୍ପିଲ୍ କ୍ଷେତ୍ର |
തിളയ്ക്കുന്ന കൂളന്റ്,ଫୁଟୁଥିବା କୁଲାଣ୍ଟ |
കരിങ്കല്ല്,ଇବୋନାଇଟ୍ |
തിളനില,ଫୁଟିବା ବିନ୍ଦୁ |
"തിളയ്ക്കുന്ന സ്ഥലം, എബുലിയോമീറ്റർ","ଫୁଟିବା ବିନ୍ଦୁ, ଇବୁଲିଓମିଟର |"
തിളനില,ଫୁଟିବା ବିନ୍ଦୁ |
തിളയ്ക്കുന്ന പോയിന്റ് രീതി,ଫୁଟିବା ପଏଣ୍ଟ ପଦ୍ଧତି |
തിളനില,ଫୁଟିବା ବିନ୍ଦୁ |
തിളച്ചുമറിയുന്നു,ଫୁଟିବା |
ആശ്ചര്യം,ଚିତ୍କାର
"കേന്ദ്രം, കേന്ദ്രാഭിമുഖം","କେନ୍ଦ୍ର, ସେଣ୍ଟ୍ରିପେଟାଲ୍ |"
മധ്യവൃത്തം,କେନ୍ଦ୍ର ବୃତ୍ତ
പ്രഭവകേന്ദ്രം ദ്വിധ്രുവം,ଭୂକମ୍ପ କେନ୍ଦ୍ର
അപകേന്ദ്ര ദൂരം,ସେଣ୍ଟ୍ରିପେଟାଲ୍ ଦୂରତା |
കേന്ദ്ര ഭ്രമണപഥം,କେନ୍ଦ୍ର କକ୍ଷପଥ |
ഫോക്കൽ പോയിന്റ്,କେନ୍ଦ୍ର ବିନ୍ଦୁ
അപകേന്ദ്ര ഭ്രമണ വേഗത,ସେଣ୍ଟ୍ରିଫୁଗୁଲ୍ ଘୂର୍ଣ୍ଣନ ଗତି |
അപകേന്ദ്ര സിഗ്നൽ,ସେଣ୍ଟ୍ରିପେଟାଲ୍ ସଙ୍କେତ |
"സെൻട്രൽ സ്റ്റേഷൻ, സെൻട്രൽ സ്റ്റേഷൻ","କେନ୍ଦ୍ରୀୟ ଷ୍ଟେସନ୍, କେନ୍ଦ୍ରୀୟ ଷ୍ଟେସନ୍ |"
ഉത്കേന്ദ്രത,ବିଚିତ୍ରତା |
എക്ലെസ്-ജോർദാൻ സർക്യൂട്ട്,ଏକ୍ଲେସ୍-ଜୋର୍ଡାନ୍ ସର୍କିଟ୍ |
എക്ലിസ്-ജോർദാൻ മൾട്ടിവൈബ്രേറ്റർ,ଏକ୍ଲେସ୍-ଜୋର୍ଡାନ୍ ମଲ୍ଟିଭାଇବ୍ରେଟର |
അച്ചൽ ഗ്രോട്ടിംഗ്,achel grotting
"ആഷ്‌ലെറ്റ് ഗ്രേറ്റിംഗ് എച്ചലോൺ, അഷെല്ലൻ","ଆଶଲେଟ୍ ଗ୍ରେଟିଂ ଇଚେଲନ୍, ଆଶେଲାନ୍ |"
ആഷ്ലാൻ ആന്റിന,ଆଶଲାନ୍ ଆଣ୍ଟେନା |
ഘട്ടം പ്രതിധ്വനി,ଷ୍ଟେପ୍ ଇକୋ
"എച്ചലോൺ പ്രഭാവം, എച്ചലോൺ പ്രഭാവം","ଇଚେଲନ୍ ପ୍ରଭାବ, ଇଚେଲନ୍ ପ୍ରଭାବ |"
"എച്ചലോൺ ഗ്രേറ്റിംഗ്, എച്ചലോൺ ഗ്രേറ്റിംഗ്","ଇଚେଲନ୍ ଗ୍ରେଟିଂ, ଇଚେଲନ୍ ଗ୍ରେଟିଂ |"
ആഷ്ലാൻ ലെൻസ് ആന്റിന,ଆଶଲାନ୍ ଲେନ୍ସ ଆଣ୍ଟେନା |
ശ്രേണിപരമായ മൊണ്ടേജ്,"ଇଚେଲନ୍ ମୋଣ୍ଟେଜ୍, ଅଶୋଲାନ୍ ମୋଣ୍ଟେଜ୍ |"
പ്രതിധ്വനി,ଇକୋ
എക്കോ ബോക്സ്,ଇକୋ ବାକ୍ସ
എക്കോ ബോക്സ് ആക്യുവേറ്റർ,ଇକୋ ବକ୍ସ ଆକ୍ଟୁଏଟର୍ |
എക്കോ ന്യൂട്രലൈസേഷൻ,ଇକୋ ନିରପେକ୍ଷତା |
"അനുരണന തീവ്രത അളക്കൽ, അനുരണന ആഴം അളക്കൽ","ରେଜୋନାଣ୍ଟ ଗମ୍ଭୀରତା ମାପ, ରେଜୋନାଣ୍ଟ ଗଭୀରତା ମାପ |"
അനുരണന സൂചിക,ରେଜୋନାଣ୍ଟ ଇଣ୍ଡେକ୍ସ |
അനുരണന നില,ରେଜୋନାନ୍ସ ସ୍ତର |
പ്രതിധ്വനി നിർണയം,ଇକୋ ନିଷ୍ଠା
അനുരണന പൊരുത്തം,ରେଜୋନାନ୍ସ ମେଳ |
അനുരണന ശ്രേണി,ରେଜୋନାଣ୍ଟ ପରିସର |
അനുരണനം ഓസ്മോസിസ്,ରେଜୋନାନ୍ସ ଓସ୍ମୋସିସ୍ |
അനുരണന ഗുരുത്വാകർഷണ ഗേജ്,ରେଜୋନାଣ୍ଟ ମାଧ୍ୟାକର୍ଷଣ ଗେଜ୍ |
"അനുരണന തീവ്രത അളക്കൽ, അനുരണന ആഴം അളക്കൽ","ରେଜୋନାଣ୍ଟ ଗମ୍ଭୀରତା ମାପ, ରେଜୋନାଣ୍ଟ ଗଭୀରତା ମାପ |"
അനുരണനം അളക്കുന്ന ഉപകരണം,ରେଜୋନାଣ୍ଟ ମାପ ଯନ୍ତ୍ର |
അനുരണന അളക്കൽ രീതി,ରେଜୋନାଣ୍ଟ ମାପ ପ୍ରଣାଳୀ |
അനുരണന അളവെടുപ്പ് റെക്കോർഡ്,ରେଜୋନାଣ୍ଟ ମାପ ରେକର୍ଡ |
എക്കോഗ്രാഫ്,ଇକୋଗ୍ରାଫ୍ |
എക്കോഗ്രാഫർ,ଇକୋଗ୍ରାଫର୍ |
എക്കോമീറ്റർ,ଇକୋମିଟର
അനുമാനം,ଅନୁମାନ
രഹസ്യ ഘട്ടം,ଗୁପ୍ତ ପର୍ଯ୍ୟାୟ |
സ്വീകാര്യമായ ജോഡി നക്ഷത്രം,ଗ୍ରହଣକାରୀ ଯୋଡି ତାରକା |
"ക്രാന്തിവൃത്തം, വിപ്ലവത്തിന്റെ വൃത്തം","ଚନ୍ଦ୍ରଗ୍ରହଣ, ବିପ୍ଳବର ବୃତ୍ତ |"
വിപ്ലവം സർക്കുലർ കോർഡിനേറ്റുകൾ,ବିପ୍ଳବ ସର୍କୁଲାର ସଂଯୋଜନା |
ഗ്രഹണ പരിധി,ଚନ୍ଦ୍ରଗ୍ରହଣ ସୀମା |
പ്ലാനറ്റ് ലോഞ്ചർ,ଗ୍ରହ ଲଞ୍ଚର୍ |
മിതവ്യയം,ତିରିଶ
ഉപാപചയ സ്ഥിരമായ,ମେଟାବୋଲିକ୍ ସ୍ଥିର |
നിസ്സഹായ ശ്വാസനാളം,ଅସହାୟ ଶ୍ୱାସକ୍ରିୟା
ചുഴി,ଘୂର୍ଣ୍ଣିବାତ୍ୟା
വേൾപൂൾ ചേംബർ,ଘୂର୍ଣ୍ଣିବାତ୍ୟା ଚାମ୍ବର |
വേൾപൂൾ ഗുണകം,ଘୂର୍ଣ୍ଣିବାତ୍ୟା
ചുഴി,ଘୂର୍ଣ୍ଣିବାତ୍ୟା
ചുഴലിക്കാറ്റ് വ്യാപനം,ଘୂର୍ଣ୍ଣିବାତ୍ୟା ବିସ୍ତାର |
വോർട്ടക്സ് ഡിഫ്യൂസിവിറ്റി,ଭର୍ଟେକ୍ସ ବିସ୍ତାର |
"വേൾപൂൾ ഫ്ലക്സ്, ചുഴലിക്കാറ്റ് ഫ്ലക്സ്","ଘୂର୍ଣ୍ଣିବାତ୍ୟା ଫ୍ଲକ୍ସ, ଘୂର୍ଣ୍ଣିବାତ୍ୟା ଫ୍ଲକ୍ସ |"
ചുഴി-താപ-ചാലകത,ଘୂର୍ଣ୍ଣିବାତ୍ୟା-ଉତ୍ତାପ-କଣ୍ଡକ୍ଟିଭିଟି |
ചുഴലിക്കാറ്റ് നഷ്ടം,ଘୂର୍ଣ୍ଣିବାତ୍ୟା
ചുഴലിക്കാറ്റ് വേഗത,ଘୂର୍ଣ୍ଣିବାତ୍ୟା ଗତି
ചുഴി-സാധാരണ-സമ്മർദ്ദം,ଭର୍ଟେକ୍ସ-ସାଧାରଣ-ଚାପ |
ചുഴലിക്കാറ്റ് സമ്മർദ്ദം,ଘୂର୍ଣ୍ଣିବାତ୍ୟା ଚାପ |
ചുഴിയുടെ വേഗത,ଭର୍ଟେକ୍ସ ବେଗ |
പിച്ച് വേഗത,ପିଚ୍ ବେଗ
"വോർട്ടക്സ് വിസ്കോസിറ്റി, വോർട്ടക്സ് വികാസം","ଭର୍ଟେକ୍ସ ସାନ୍ଦ୍ରତା, ଭର୍ଟେକ୍ସ ବିସ୍ତାର |"
വോർട്ടക്സ് ഷിയർ സമ്മർദ്ദം,ଭର୍ଟେକ୍ସ ଶିଅର ଚାପ |
