Telugu,Kannada
ఛానెల్ విభజన,ಚಾನಲ್ ಬೇರ್ಪಡಿಕೆ
ఛానెల్ అంతరం,ಚಾನಲ್ ಅಂತರ
ఛానెల్ స్విచింగ్,ಚಾನೆಲ್ ಸ್ವಿಚಿಂಗ್
లక్షణ ఇంపెడెన్స్,ವಿಶಿಷ್ಟ ಪ್ರತಿರೋಧ
లక్షణాలు,ಗುಣಲಕ್ಷಣಗಳು
ఛార్జ్ క్యారియర్,ಚಾರ್ಜ್ ಕ್ಯಾರಿಯರ್
ఛార్జ్ సాంద్రత,ಚಾರ್ಜ್ ಸಾಂದ್ರತೆ
ఛార్జ్ చేయబడింది,ಕಲೆಹತ್ತಿದ
ఛార్జర్,ಜಗಳ
ఛార్జింగ్ వోల్టేజ్,ಚಾರ್ಜಿಂಗ್ ವೋಲ್ಟೇಜ್
చార్ట్,ಪಟ್ಟಿ
చాసిన్,ಚಾಸಿಸ್
చాట్,ಚಾಚು
చిప్,ಚೂರು
చౌక్ కాయిల్,ಚಾಕ್ ಕಾಯಿಲ್
చౌక్ ఇన్పుట్,ಉಸಿರುಗಟ್ಟಿಸಿ ಇನ್ಪುಟ್
ఛాపర్ యాంప్లిఫైయర్,ಚಾಪರ್ ವರ್ಧಕ
క్రోమా,ಚಾಚು
క్రోమా నమూనా నిర్మాణం,ಕ್ರೋಮಾ ಮಾದರಿ ರಚನೆ
క్రోమినాన్స్,ಕ್ರೋಮಿನಂಗೆ
సినిమాటోగ్రఫీ,Mat ಾಯಲೇಖಿ
సర్క్యూట్,ಸುತ್ತಾಟ
సర్క్యూట్ బోర్డ్,ಸುತ್ತಳತೆ
సర్క్యూట్ బ్రేకర్,ಸರ್ಕ್ಯೂಟ್ ಬ್ರೇಕರ್
సర్క్యూట్ మూలకం,ಸರ್ಕ್ಯೂಟ್ ಅಂಶ
సర్క్యూట్ స్విచింగ్,ಸರ್ಕ್ಯೂಟ್ ಸ್ವಿಚಿಂಗ್
సర్క్యూట్రీ,ವೃತ್ತಕಾಯಿ
వృత్తాకార కదలిక,ವೃತ್ತಾಕಾರದ ಚಲನೆ
వృత్తాకార ధ్రువణత,ವೃತ್ತಾಕಾರದ ಧ್ರುವೀಕರಣ
వృత్తాకార ఉపగ్రహ కక్ష్య,ವೃತ್ತಾಕಾರದ ಉಪಗ್ರಹ ಕಕ್ಷೆ
వృత్తాకార వేగం,ವೃತ್ತಾಕಾರದ ವೇಗ
వృత్తాకార ధ్రువణ యాంటెన్నా,ವೃತ್ತಾಕಾರವಾಗಿ ಧ್ರುವೀಕರಿಸಿದ ಆಂಟೆನಾ
వృత్తాకార ధ్రువణ ప్రసారం,ವೃತ್ತಾಕಾರವಾಗಿ ಧ್ರುವೀಕರಿಸಿದ ಪ್ರಸರಣ
సర్క్యులేటర్,ಸಂಚಾರಿ
క్లాడింగ్,ಗಡಿಯಾರ
బిగింపు,ಕ್ಲಾಂಪ್
బిగింపు సర్క్యూట్,ಕ್ಲ್ಯಾಂಪ್ ಮಾಡುವ ಸರ್ಕ್ಯೂಟ್
క్లాస్ ఎ ఆపరేషన్,ವರ್ಗ ಎ ಕಾರ್ಯಾಚರಣೆ
క్లాస్ సి ట్యూన్డ్ యాంప్లిఫైయర్,ವರ್ಗ ಸಿ ಟ್ಯೂನ್ಡ್ ಆಂಪ್ಲಿಫಯರ್
ఉద్గార తరగతి,ಹೊರಸೂಸುವಿಕೆ ವರ್ಗ
క్లాసికల్ ఫిజిక్స్,ಶಾಸ್ತ್ರೀಯ ಭೌತಶಾಸ್ತ್ರ
వర్గీకరణ,ವರ್ಗೀಕರಣ
శుభ్రపరిచే ఏజెంట్,ಶುಚಿಗೊಳಿಸುವ ಏಜೆಂಟ್
క్లియర్,ಸ್ಪಷ್ಟ
ఛానెల్ క్లియర్,ಚಾನಲ್ ಅನ್ನು ತೆರವುಗೊಳಿಸಿ
క్లిక్ చేయండి,ಕ್ಲಿಕ್
క్లయింట్,ಗ್ರಾಹಕ
క్లయింట్ సంబంధం (సర్వర్ సంబంధం),ಕ್ಲೈಂಟ್ ಸಂಬಂಧ (ಸರ್ವರ್ ಸಂಬಂಧ)
క్లిఫ్ ప్రభావం,ಬಂಡವಾಳ
క్లిప్ బోర్డు,ಬಿಲ್ಲೆ
క్లిప్పింగ్,ಚಂಚಲವಾದ
క్లాక్ పల్స్,ಗಡಿಯಾರ ನಾಡಿ
క్లాక్డ్ ఫ్లిప్ ఫ్లాప్,ಗಡಿಯಾರ ಫ್ಲಿಪ್ ಫ್ಲಾಪ್
క్లాక్ఫేస్డ్ మైక్,ಗಡಿಯಾರ ಮೈಕ್
గడియారం-ఫ్రీక్వెన్సీ,ಗಡಿಯಾರ ಆವರ್ತನ
సవ్యదిశలో,ಪ್ರದಕ್ಷಿಣೆಯಾಗಿ
క్లోజ్డ్ సర్క్యూట్,ಮುಚ್ಚಿದ ಸರ್ಕ್ಯೂಟ್
నిర్భంద వలయం,ಮುಚ್ಚಿದ ಲೂಪ್
క్లస్టర్,ಚೂರು
క్లస్టరింగ్,ಚೂರುಚೂರು
అస్తవ్యస్తంగా,ಬ ೦ ದೆ
అయోమయ నష్టం,ಕಾಲ್ಚೆಂಡಲ ನಷ್ಟ
పూత,ಲೇಪನ
ఏకాక్షక కేబుల్,ಗಟ್ಟಿ ಕವಚದ ತಂತಿ
ఏకాక్షక రేఖ,ಏಕಾಕ್ಷ ರೇಖೆ
ఏకాక్షక ప్రసార రేఖ,ಏಕಾಕ್ಷ ಪ್ರಸರಣ ಮಾರ್ಗ
కో-ఛానెల్,ಸಹ-ಚಾನೆಲ್
కో-ఛానెల్ జోక్యం,ಸಹ-ಚಾನಲ್ ಹಸ್ತಕ್ಷೇಪ
కోక్లియా,ಕೋಕ್ಲಿಯಾ
కోడ్,ಸಂಹಿತೆ
కోడ్ సంఖ్య,ಸಂಹಿತೆ
కోడ్ రేటు,ಕೋಡ್ ದರ
కోడ్ పదం,ಕೋಡ್ ಪದ
కోడెక్ (కోడింగ్ డీకోడింగ్),ಕೊಡೆಕ್ (ಕೋಡಿಂಗ್ ಡಿಕೋಡಿಂಗ್)
కోడెడ్ ఆడియో,ಕೋಡೆಡ್ ಆಡಿಯೊ
కోడర్,ಕೋಡರ್
కోడింగ్,ಕೋಡಿಂಗ್
కోడింగ్ డీకోడింగ్ టెక్నిక్,ಕೋಡಿಂಗ್ ಡಿಕೋಡಿಂಗ್ ತಂತ್ರ
కోడింగ్ లోపం,ಕೋಡಿಂಗ್ ದೋಷ
కోడింగ్ రేటు,ಕಪ್ಪರೆ
కోడింగ్ టెక్నిక్,ಕೋಡಿಂಗ್ ತಂತ್ರ
గుణకం,ಗುಣಕ
బలవంతపు,ದಟ್ಟಣೆ
పొందికైన మాడ్యులేషన్,ಸುಸಂಬದ್ಧ ಮಾಡ್ಯುಲೇಷನ್
కాయిల్,ಸುರುಳಿ
సహకారం,ಸಹಯೋಗ
కూలిపోతుంది,ಕುಸಿತ
కలెక్టర్,ಸಂಗ್ರಾಹಕ
కలెక్టర్ కరెంట్,ಸಂಗ್ರಾಹಕ
బేస్ కండక్టెన్స్ నుండి కలెక్టర్,ಮೂಲ ವಾಹಕತೆಗೆ ಸಂಗ್ರಾಹಕ
కలెక్టర్-బేస్ జంక్షన్,ಸಂಗ್ರಾಹಕ-ಬೇಸ್ ಜಂಕ್ಷನ್
రంగు,ಬಣ್ಣ
కలర్ ఎనలైజర్,ಬಣ್ಣ ವಿಶ್ಲೇಷಕ
రంగు సమతుల్యత,ಬಣ್ಣ ಸಮತೋಲನ
రంగు పేలుడు,ಬಣ್ಣ ಬಡಿ
రంగు చార్ట్,ಬಣ್ಣ ಚಾರ್ಟ್
రంగు కలయిక,ಬಣ್ಣ ಸಂಯೋಜನೆ
రంగు స్థిరాంకం,ಬಣ್ಣ ಸ್ಥಿರ
రంగు నియంత్రణ (క్రోమ్ నియంత్రణ),ಬಣ್ಣ ನಿಯಂತ್ರಣ (ಕ್ರೋಮ್ ನಿಯಂತ್ರಣ)
రంగు లోతు,ಬಣ್ಣ ಆಳ
రంగు అలసట,ಬಣ್ಣಗಳ ಆಯಾಸ
కలర్ ఫిల్టర్,ಬಣ್ಣ ಫಿಲ್ಟರ್
కలర్ కిల్లర్ సర్క్యూట్,ಬಣ್ಣ ಕೊಲೆಗಾರ ಸರ್ಕ್ಯೂಟ್
కలర్ కైన్‌కోప్,ಬಣ್ಣ ಕೈನೆಸ್ಕೋಪ್
కలర్ మిక్సర్,ಬಣ್ಣ ಮಿಶ್ರಣ
రంగు నమూనా,ಬಣ್ಣ ಮಾದರಿ
రంగు అవగాహన,ಬಣ್ಣ ಗ್ರಹಿಕೆ
కలర్ పిక్చర్ స్క్రీన్,ಬಣ್ಣ ಚಿತ್ರ ಪರದೆ
రంగు స్థలం,ಬಣ್ಣ ಸ್ಥಳ
రంగు సబ్‌కారియర్,ಬಣ್ಣ
రంగు ఉష్ణోగ్రత,ಬಣ್ಣ ತಾಪಮಾನ
రంగు ప్రసారం,ಬಣ್ಣ ಹರಡುವಿಕೆ
కలర్ ట్యూబ్,ಬಣ್ಣ ಕೊಳವೆ
రంగు,ಬಣ್ಣ
రంగులేని,ಬಣ್ಣರಹಿತ
కలయిక,ಸಂಯೋಜನೆ
కాంబినర్,ಸಂಯೋಜಕ
కలయిక ప్రక్రియ,ಸಂಯೋಜನೆ ಪ್ರಕ್ರಿಯೆ
దహన,ದಹನ
కమాండ్,ಸ ೦ ಧಿಗೆ
ప్రారంభం,ಪ್ರಾರಂಭಿಸು
వాణిజ్య ప్రసారం,ವಾಣಿಜ್ಯ ಪ್ರಸಾರ
వాణిజ్య టెలివిజన్,ವಾಣಿಜ್ಯ ದೂರದರ್ಶನ
సాధారణ కలెక్టర్ సర్క్యూట్,ಸಾಮಾನ್ಯ ಸಂಗ್ರಾಹಕ ಸರ್ಕ್ಯೂಟ್
కమ్యూనికేషన్,ಸಂವಹನ
కమ్యూనికేషన్ ఉపగ్రహం,ಸಂವಹನ ಉಪಗ್ರಹ
కమ్యూనిటీ రేడియో సెంటర్,ಸಮುದಾಯ ರೇಡಿಯೋ ಕೇಂದ್ರ
కమ్యూనిటీ రేడియో స్టేషన్,ಸಮುದಾಯ ರೇಡಿಯೋ ಕೇಂದ್ರ
కాంపాక్ట్ డిస్క్ (సిడి),ಕಾಂಪ್ಯಾಕ್ಟ್ ಡಿಸ್ಕ್ (ಸಿಡಿ)
కాంపాక్ట్ డిస్క్ ప్లేయర్,ಕಾಂಪ್ಯಾಕ್ಟ್ ಡಿಸ್ಕ್ ಪ್ಲೇಯರ್
కంపాండర్,ಗಡಿ
కంపాండింగ్,ಸಂಕೋಚನ
అనుకూలత,ಹೊಂದಿಕೊಳ್ಳುವಿಕೆ
అనుకూలంగా,ಹೊಂದಬಲ್ಲ
కంపైలర్,ಕೊಲೆಗಡುಕ
పరిపూరకరమైనది,ಪೂರ್ಯ
కాంప్లిమెంటరీ ట్రాన్సిస్టర్,ಪೂರಕ ಟ್ರಾನ್ಸಿಸ್ಟರ್
సంక్లిష్ట తరంగం,ಸಂಕೀರ್ಣ ಅಲೆ
భాగం,ಅಂಶ
మిశ్రమ,ಸಂಯೋಜಿತ
మిశ్రమ సర్క్యూట్,ಸಂಯೋಜಿತ ಸರ್ಕ್ಯೂಟ್
మిశ్రమ డిజిటల్,ಸಂಯೋಜಿತ ಡಿಜಿಟಲ್
మిశ్రమ రేడియో ఫ్రీక్వెన్సీ సిగ్నల్,ಸಂಯೋಜಿತ ರೇಡಿಯೋ ಆವರ್ತನ ಸಂಕೇತ
మిశ్రమ సిగ్నల్,ಸಂಯೋಜಿತ ಸಂಕೇತ
మిశ్రమ వీడియో,ಸಂಯೋಜಿತ ವೀಡಿಯೊ
మిశ్రమ వీడియో సిగ్నల్,ಸಂಯೋಜಿತ ವೀಡಿಯೊ ಸಂಕೇತ
కూర్పు,ಸಂಯೋಜನೆ
కంప్రెస్డ్ డేటా,ಸಂಕುಚಿತ ಡೇಟಾ
కంప్రెస్డ్ డిజిటలైజ్డ్ వీడియో,ಸಂಕುಚಿತ ಡಿಜಿಟಲೀಕರಣಗೊಂಡ ವೀಡಿಯೊ
కంప్రెస్డ్ వీడియో,ಸಂಕುಚಿತ ವೀಡಿಯೊ
కుదింపు,ಸಂಕೋಚನ
కంప్రెషన్ ఆర్టిఫ్యాక్ట్,ಸಂಕೋಚನ ಕಲಾಕೃತಿ
కుదింపు ప్రమాదం,ಸಂಕೋಚನ ಅಪಾಯ
కంప్రెషన్ టెక్నిక్,ಸಂಕೋಚನ ತಂತ್ರ
కంప్రెసర్,ಜೋಪಾನದವ
కంప్యూట్,ಲೆಕ್ಕಾಚಾರ
కంప్యూటర్,ಕಂಪ್ಯೂಟರ್
కంప్యూటర్ ఆధారిత మల్టీమీడియా,ಕಂಪ್ಯೂಟರ್ ಆಧಾರಿತ ಮಲ್ಟಿಮೀಡಿಯಾ
కంప్యూటర్ ప్రోగ్రామింగ్,ಕಂಪ್ಯೂಟರ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
"కంప్యూటర్ సాంకేతిక పరిజ్ఞానం, కంప్యూటర్ విజ్ఞానం, ధీయంత్ర పరిజ్ఞానం, ధీయంత్ర విజ్ఞానం",ಕಂಪ್ಯೂಟರ್ ತಂತ್ರಜ್ಞಾನ
పుటాకార లెన్స్,ಕಾನ್ವೆಂಟ್ ಲೆನ್ಸ್
పుటాకార అద్దం,ಕನ್ನಡಿ
దాచడం,ಮರೆತುಹೋಗುವುದು
సాంద్రీకృత,ಕೇಂದ್ರೀಕೃತವಾಗಿತ್ತು
ఏకాగ్రత,ಏಕಾಗ್ರತೆ
కేంద్రీకృత లెన్స్,ಏಕಕೇಂದ್ರಕ ಮಸೂರ
కండెన్సర్ మైక్రోఫోన్,ಘನವಸ್ತಮೀನ
సమతుల్యత యొక్క పరిస్థితి,ಸಮತೋಲನದ ಸ್ಥಿತಿ
ప్రసరణ,ಸಂಕುಚಿತಗೊಳಿಸುವುದು
ప్రసరణ ప్రస్తుత,ಕಂಡಕ್ಷನ್ ಕರೆಂಟ್
వాహకత,ವಾಹಕತೆ
కండక్టర్,ವಾಹಕಕ
ఆకృతీకరణ,ಸಂರಚನೆ
కనెక్షన్,ಸಂಪರ್ಕ
కనెక్టివిటీ,ಸಂಪರ್ಕೀಕರಣ
కనెక్టర్,ಸಂಪರ್ಕ
స్థిరత్వం,ಸ್ಥಿರತೆ
స్థిరంగా,ಸ್ಥಿರವಾಗಿ
కన్సోల్,ಗಡಿ
స్థిరాంకం,ನಿರಂತರ
స్థిరమైన వ్యాప్తి,ಸ್ಥಿರ ವೈಶಾಲ್ಯ
మైక్రోఫోన్‌ను సంప్రదించండి,ಮೈಕ್ರೊಫೋನ್ ಸಂಪರ್ಕಿಸಿ
కంటైనర్ ఫార్మాట్,ಕಂಟೇನರ್ ಸ್ವರೂಪ
కాలుష్యం,ಮಾಲಿನ್ಯ
విషయము,ಕಲೆ
పరస్పర,ನೆಮ್ಮದಿಯ
కొనసాగింపు,ನಿರಂತರತೆ
కొనసాగింపు బూత్,ನಿರಂತರ ಬೂತ್
కొనసాగింపు నాబ్,ನಿರಂತರ ಗುಬ್ಬಿ
నిరంతర,ನಿರಂತರ
నిరంతర ఆర్క్,ನಿರಂತರ ಚಾಪ
నిరంతర వేవ్,ನಿರಂತರ ಅಲೆ
ఆకృతి రేఖ,ಬಾಹ್ಯರೇಖೆ
ఆకృతి ప్రణాళిక,ಬಾಹ್ಯರೇಖೆಯ ಯೋಜನೆ
ఒప్పందం,ಒಪ್ಪಂದ
సంకోచం,ದೂಷಣೆ
కాంట్రాస్ట్ రేషియో,ವ್ಯತಿರಿಕ್ತ ಅನುಪಾತ
కంట్రోల్ సర్క్యూట్,ನಿಯಂತ್ರಣ ವಿವರಣೆ
కంట్రోల్ ఎలక్ట్రోడ్,ನಿಯಂತ್ರಿತ ವಿದ್ಯುದ್ವಾರ
నియంత్రణ పరికరాలు,ನಿಯಂತ್ರಣ ಉಪಕರಣಗಳು
కంట్రోల్ గ్రిడ్,ನಿಯಂತ್ರಣ ಗ್ರಿಡ್
నియంత్రణ రేఖ,ನಿಯಂತ್ರಣ ಮಾರ್ಗ
నియంత్రణ ప్యానెల్,ನಿಯಂತ್ರಣಫಲಕ
నియంత్రణ గది,ನಿಯಂತ್ರಣ ಕೊಠಡಿ
నియంత్రణ పట్టిక,ನಿಯಂತ್ರಣ ಮೇಜು
కంట్రోల్ టవర్,ನಿಯಂತ್ರಣ ಗೋಪುರ
నియంత్రిక,ನಿಯಂತ್ರಕ
కన్వర్జెన్స్,ಒಮ್ಮುಖವಾಗುವಿಕೆ
కన్వర్జెంట్ లెన్స్,ಒಮ್ಮುಖ ಮಸೂರ
కన్వర్టర్,ವರ್ಗಾಯಿಸುವವನು
కుంభాకార లెన్స్,ಪೀನ ಮಸೂರ
కన్విల్యూషన్,ಕಣ್ಗಾವಲು
కన్వల్యూషన్ కోడెడ్,ಕನ್ವಲ್ಯೂಷನ್ ಕೋಡೆಡ್
కన్వల్యూషనల్ ఇంటర్‌లీవ్,ಕನ್ವಿಲ್ಯೂಶನಲ್ ಇಂಟರ್ಲೀವ್
కన్వల్యూషనల్ ఇంటర్‌లీవింగ్,ಕನ್ವಿರಚಲ್ ಇಂಟರ್ಲೀವಿಂಗ್
కుకీ,ಕುಕೀ
కుకీయర్,ಕನ್ನಡಿಯ
కోప్రాసెసర్,ನಿಷೇಧಕ
త్రాడు,ಹಗ್ಗ
కరోనా,ಕರೋನ
కరోనా ఉత్సర్గ,ಕರೋನ
సహసంబంధం,ಪರಸ್ಪರ
కొసైన్ భాగం,ಕಾಸಿನ್ ಘಟಕ
కొసైన్ వేవ్,ಕಾಸಿನ್ ತರಂಗ
విశ్వ శబ్దం,ಕಾಸ್ಮಿಕ್ ಶಬ್ದ
కౌంటర్,ಪ್ರತಿಕೂಲತೆ
కౌంటర్ సవ్యదిశలో,ಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ
కప్లర్,ಕಪಾಟು
కలపడం,ಜೋಡಣೆ
కప్లింగ్ కండెన్సర్,ಕಪ್ಲಿಂಗ್ ಕಂಡೆನ್ಸರ್
కలపడం నెట్‌వర్క్,ಜೋಡಣೆ ನೆಟ್‌ವರ್ಕ್
కలపడం నిరోధకత,ಜೋಡಣೆ ಪ್ರತಿರೋಧ
సమయోజనీయ బంధం,ಕೋವೆಲನ್ಸಿಯ ಬಂಡಿ
కవరేజ్,ವ್ಯಾಪ್ತಿ
క్రాష్,ಅಪಘಾತ
క్రిటికల్ బ్యాండ్,ವಿಮರ್ಶಕರ ತಂಡ
క్లిష్ట పరిస్థితి,ವಿಮರ್ಶೆ
క్లిష్టమైన కలపడం,ವಿಮರ್ಶಾತ್ಮಕ ಜೋಡಣೆ
క్లిష్టమైన ఫ్రీక్వెన్సీ,ನಿರ್ಣಾಯಕ ಆವರ್ತನ
క్లిష్టమైన పరామితి,ವಿಮರ್ಶಾತ್ಮಕ ನಿಯತಾಂಕ
క్రోకోడైల్ క్లిప్,ಮೊಸಳೆ ಕ್ಲಿಪ್
క్రాస్ ఫేడింగ్,ಅಡ್ಡ ಮರೆಯಾಗುತ್ತಿರುವ
క్రాస్ మాడ్యులేషన్,ಅಡ್ಡಕತ್ತು
క్రాస్ టాక్,ಅಡ್ಡ ಮಾತುಕತೆ
క్రాస్ఫేడ్,ಅಡ್ಡನಡು
క్రిప్టోగ్రఫీ,ಕ್ರಿಪ್ಟೋಗ್ರಫಿ
క్రిస్టల్,ಸ್ಫಟಿಕ
క్రిస్టల్ ఫిల్టర్,ಸ್ಫಟಿಕ ಫಿಲ್ಟರ್
క్యూ,ಸೂಚನೆ
క్యూ మార్కులు,ಕ್ಯೂ ಗುರುತುಗಳು
క్యూయింగ్ పరికరం,ಕ್ಯೂಯಿಂಗ್ ಸಾಧನ
ప్రస్తుత కాలువ,ಪ್ರಸ್ತುತ
ప్రస్తుత మీటర్,ಪ್ರಸ್ತುತ ಮೀಟರ್
ప్రస్తుత ట్రాన్స్ఫార్మర్,ಪ್ರಸ್ತುತ ಟ್ರಾನ್ಸ್ಫಾರ್ಮರ್
కర్సర్,ಕರ್ಸರ್
వక్రరేఖ,ಉರುಳು
ఫ్రీక్వెన్సీని కత్తిరించండి,ಆವರ್ತನವನ್ನು ಕತ್ತರಿಸಿ
కట్టర్,ಕಟ್ಟುವವನು
సైబర్ కేఫ్,ಸೈಬರ್ ಕೆಫೆ
సైబర్ భద్రతా,ಸೈಬರ್ ಭದ್ರತೆ
సైబర్ స్థలం,ಸೈಬರ್ ಜಾಗ
చక్రం,ಚಕ್ರ
చక్రీయ,ಆವರ್ತಕ
డి.సి. భాగం,ಡಿಸಿ. ಅಂಶ
డి.సి. ప్లేట్ శక్తి,ಡಿಸಿ. ತಟ್ಟೆಯ ಶಕ್ತಿ
డి.సి. పునరుద్ధరణ,ಡಿಸಿ. ಪುನಃಸ್ಥಾಪನೆ
డంపర్ డయోడ్,ಡಯೋಡೆ
డంపింగ్,ತೇವಗೊಳಿಸುವ
చీకటి,ಕತ್ತಲೆ
సమాచారం,ದತ್ತ
డేటా ప్రసారం,ದತ್ತಾಂಶ ಪ್ರಸಾರ
డేటా కుదింపు,ದತ್ತಾಂಶ ಸಂಕೋಚನ
డేటా డ్రిల్లింగ్,ದತ್ತಾಂಶ ಕೊರೆಯುವ
డేటా గుప్తీకరణ,ದತ್ತಾಂಶ ಗೂ r ನಿಶ್ಚಯ
సమాచార దస్తా,ದತ್ತಾಂಶಗಳು
డేటా నిర్వహణ,ದತ್ತಾಂಶ ನಿರ್ವಹಣೆ
డేటా మైనింగ్,ದತ್ತಾಂಶ ಗಣಿಗಾರಿಕೆ
డేటా ప్రాసెసింగ్,ಮಾಹಿತಿ ಸಂಸ್ಕರಣೆ
డేటా ప్రాసెసర్,ದತ್ತಾಂಶ ಸಂಸ್ಕಾರಕ
డేటా తగ్గించిన బిట్ సిస్టమ్,ಡೇಟಾ ಕಡಿಮೆಯಾಗಿದೆ ಬಿಟ್ ಸಿಸ್ಟಮ್
డేటా సేవ,ದತ್ತಾಂಶ ಸೇವೆ
సమాచార పట్టిక,ಮಾಹಿತಿಯ ಕಾಗದ
డేటా నిల్వ,ದತ್ತಾಂಶ ಸಂಗ್ರಹಣೆ
డేటా స్ట్రీమ్,ದತ್ತಾಂಶಗಳು
డేటా పరివర్తన,ದತ್ತಾಂಶ ಪರಿವರ್ತನೆ
డేటా ప్రసారం,ದತ್ತಾಂಶ ಪ್ರಸಾರ
డేటాబేస్,ದತ್ತಸಂಚಯ
డేటాకాస్టింగ్,ದತ್ತಸೇಂದ್ರಿ
డేటాగ్రామ్,ದಟ್ಗ್ರಾಮ್
DB మీటర్,ಡಿಬಿ ಮೀಟರ್
చనిపోయిన గాలి,ಭೀಕರ ಗಾಳಿ
డెడ్ షార్ట్ సర్క్యూట్,ಸತ್ತ ಶಾರ್ಟ್ ಸರ್ಕ್ಯೂಟ್
డెడ్ స్పాట్,ಜಡ ಸ್ಥಾನ
డెడ్లాక్,ಅಸ್ತವ್ಯಸ್ತತೆ
డీబగ్ ప్రోగ్రామ్,ಡೀಬಗ್ ಕಾರ್ಯಕ್ರಮ
డీబగ్గింగ్,ಡೀಗಗ್ ಮಾಡುವುದು
ధ్వని క్షయం,ಧ್ವನಿಯ ಕೊಳೆತ
డిసిబెల్,ಡೆಸಿಬೆಲ್ (ಡಿಬಿ)
దశాంశం,ದಶಮಾನ
దశాంశ కోడ్,ದಶಮಾಂಶ ಸಂಕೇತ
దశాంశ అంకె,ದಶಮಾಂಶ ಅಂಕಿಯ
డెసిఫరింగ్,ಅರ್ಥಚಕರ್ಯ
డీకోడర్,ಡಿಕೋಡರ್
డీకోడింగ్,ಡಿಕೋಡಿಂಗ್
డిజిటల్ ట్రాన్స్మిషన్లో డీకోడింగ్,ಡಿಜಿಟಲ್ ಪ್ರಸರಣದಲ್ಲಿ ಡಿಕೋಡಿಂಗ್
డికంప్రెషన్,ತಗ್ಗಿಸು
డికప్లింగ్,ಡಕ್ಯುಲಿಂಗ
డికప్లింగ్ సర్క్యూట్,ಸರ್ಕ್ಯೂಟ್
డికప్లింగ్ నెట్‌వర్క్,ಡಿಕೌಪ್ಲಿಂಗ್ ನೆಟ್‌ವರ್ಕ್
డిక్రిప్షన్,ನಿರ್ಣಾಯಕತೆ
అంకితమైన పంక్తి,ಸಮರ್ಪಿತ ಸಾಲು
డి-ఎంబెడింగ్,ಕಬ್ಬಿಣದ
డి-ఎంఫాసిస్,ಒತ್ತು
డిఫాల్ట్,ಗಡಿಬಿಡಿ
నాణ్యతలో లోపం,ಗುಣಮಟ್ಟದಲ್ಲಿ ದೋಷ
లోపభూయిష్ట,ದೋಷಯುಕ್ತ
లోపభూయిష్ట యూనిట్,ದೋಷಯುಕ್ತ ಘಟಕ
నిర్వచనం,ವಿವರಣೆ
విక్షేపం,ತಿರುಗುವಿಕೆ
వైకల్యం,ವಿರೂಪ
డీఫ్రాగ్మెంటేషన్,ವಿರೂಪಗೊಳಿಸುವಿಕೆ
డి-గాస్సింగ్ కాయిల్,ಡಿ-ಗೇಸಿಂಗ್ ಕಾಯಿಲ್
డిగ్రీ,ಪದ
డి-ఇంటర్‌లీవర్,ಅಂತರ್ವರ್ಧಕ
ఆలస్యం లైన్,ವಿಳಂಬ ರೇಖೆ
సమయం ఆలస్యం,ವಿಳಂಬ ಸಮಯ
ఫ్రేమ్ మెమరీ ఆలస్యం,ವಿಳಂಬವಾದ ಫ್ರೇಮ್ ಮೆಮೊರಿ
ఆలస్యం స్కానింగ్,ವಿಳಂಬವಾದ ಸ್ಕ್ಯಾನಿಂಗ್
ఆలస్యం సమకాలీకరణ సిగ్నల్,ವಿಳಂಬ ಸಿಂಕ್ರೊನೈಸೇಶನ್ ಸಿಗ್ನಲ್
డెలివరీ,ವಿತರಣೆ
బట్వాడా వ్యవస్థ,ವಿತರಣಾ ವ್ಯವಸ್ಥೆ
డెమోడ్యులేషన్,ಅಪಹರಣ
డెమోడ్యులేటర్ కార్డ్,ಡಿಮೋಡ್ಯುಲೇಟರ್ ಕಾರ್ಡ್
డెమల్టిప్లెక్సర్,ಕಸಾಯಿಖಾನೆ
ఫీల్డ్ యొక్క లోతు,ಕ್ಷೇತ್ರದ ಆಳ
అవరోహణ,ಅವರೋಹಣ
డిజైన్ స్పెసిఫికేషన్,ವಿನ್ಯಾಸ ವಿವರಣೆ
డెస్క్‌టాప్,ಮೇಜಿನ
డిటెక్టర్ అవుట్పుట్,ಪತ್ತೆಕಾರಕ ಉತ್ಪಾದನೆ
విచలనం,ವಿಚಲನ
పరికరం,ಸಾಧನ
పరికర డ్రైవర్,ಸಾಧನ ಚಾಲಕ
విశ్లేషణ,ರೋಗ
రేఖాచిత్రం,ರೇಖಾಚಿತ್ರ
డైలాగ్ ట్రాక్,ಸಂವಾದ ಟ್ರ್ಯಾಕ್
వ్యాసమైన మోడ్,ವ್ಯಾಸದ ಕ್ರಮ
డైమండ్ స్టైలస్,ವಜ್ರದ ಸ್ಟೈಲಸ್
ఉదరవితానం,ವೇಷಭೂಷಣ
డయాఫ్రాగ్మాటిక్ అబ్జార్బర్,ಡಯಾಫ್ರಾಗ್ಮ್ಯಾಟಿಕ್ ಅಬ್ಸಾರ್ಬರ್
డైకోటిక్ లిజనింగ్,ದ್ವಂದ್ವ ಬಾಂಧವ್ಯ
విద్యుద్వాహక,ಅಂಧನ
విద్యుద్వాహక విచ్ఛిన్నం- డౌన్,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ ಬ್ರೇಕ್- ಡೌನ್
