Marathi,Kannada
प्रतिबंधात्मक अपेक्षा,ನಿರ್ಬಂಧಿತ ನಿರೀಕ್ಷೆ
सशर्त सरासरी,ಷರತ್ತುಬದ್ಧ ಸರಾಸರಿ
सशर्त संभाव्यता,ಷರತ್ತುಬದ್ಧ ಸಂಭವನೀಯತೆ
संरेखन प्रतिबंध,ಜೋಡಣೆ ನಿರ್ಬಂಧ
सुसंगतता निर्बंध,ಸ್ಥಿರತೆಯ ನಿರ್ಬಂಧಗಳು
अखंडता प्रतिबंध,ಸಮಗ್ರತೆಯ ನಿರ್ಬಂಧ
स्पर्श प्रतिबंध,ಸ್ಪರ್ಶ ನಿರ್ಬಂಧ
"शंकू, शंकू","ಕೋನ್, ಕೋನ್"
आत्मविश्वास मध्यांतर,ವಿಶ್ವಾಸಾರ್ಹ ಮಧ್ಯಂತರ
आत्मविश्वास मध्यांतर अंदाज,ವಿಶ್ವಾಸಾರ್ಹ ಮಧ್ಯಂತರ ಅಂದಾಜು
निष्ठा मर्यादा,ನಿಷ್ಠೆಯ ಮಿತಿಗಳು
आत्मविश्वास क्षेत्र,ವಿಶ್ವಾಸಾರ್ಹ ವಲಯ
निषेध स्थिती,ಪ್ರತಿಭಟನೆಯ ಸ್ಥಾನ
confocal conic,ಕಾನ್ಫೋಕಲ್ ಕೋನಿಕ್
confocal ellipsoid,ಕಾನ್ಫೋಕಲ್ ದೀರ್ಘವೃತ್ತ
कॉन्फोकल भूमिती,ಕಾನ್ಫೋಕಲ್ ಜ್ಯಾಮಿತಿ
कॉन्फोकल हायपरबोला,ಕಾನ್ಫೋಕಲ್ ಹೈಪರ್ಬೋಲಾ
कॉन्फोकल हायपरबोला,ಕಾನ್ಫೋಕಲ್ ಹೈಪರ್ಬೋಲಾ
कॉन्फोकल पॅराबोला,ಕಾನ್ಫೋಕಲ್ ಪ್ಯಾರಾಬೋಲಾ
confocal parabolic coordinates,ಕಾನ್ಫೋಕಲ್ ಪ್ಯಾರಾಬೋಲಿಕ್ ನಿರ್ದೇಶಾಂಕಗಳು
"समान, समान","ಸದೃಶ, ಸದೃಶ"
कोन मॅपिंग,ಕೋನ ಮ್ಯಾಪಿಂಗ್
"एकरूपता, द्विसमांतर रेखा-एकूण, समानता","ಸಮಾನತೆ, ದ್ವಿಪಕ್ಷೀಯ ರೇಖೆ-ಒಟ್ಟು, ಸಮತೆ"
द्विसमांतर वर्तुळ एकूण,ಒಟ್ಟು ದ್ವಿಪಕ್ಷೀಯ ವೃತ್ತ
"एकरूप, सम","ಸಮಾನ, ಸಹ"
समतुल्य मॅट्रिक्स,ಸಮಾನ ಮ್ಯಾಟ್ರಿಕ್ಸ್
"शंकू, शंकू","ಶಂಕುವಿನಾಕಾರದ, ಶಂಕುವಿನಾಕಾರದ"
शंकूच्या आकाराचे फ्रस्टम,ಶಂಕುವಿನಾಕಾರದ frustum
शंकूच्या आकाराची कुंडलिनी,ಶಂಕುವಿನಾಕಾರದ ಕುಂಡಲಿನಿ
"कोनिक कट, कोनिक","ಶಂಕುವಿನಾಕಾರದ ಕಟ್, ಶಂಕುವಿನಾಕಾರದ"
शंकूचे गणित,ಶಂಕುವಿನಾಕಾರದ ಗಣಿತ
"कोन-कट, शंकू-विभाग","ಕೋನ್-ಕಟ್, ಕೋನ್-ವಿಭಾಗ"
"संयुग्मित असणे (v.), संयुग्मित असणे (v.)","ಸಂಯೋಜಿತವಾಗಿರಲು (ವಿ.), ಸಂಯೋಜಿತವಾಗಿರಲು (ವಿ.)"
संयुग्मित कोन,ಸಂಯೋಜಿತ ಕೋನ
संयुग्मित अक्ष,ಸಂಯೋಜಿತ ಅಕ್ಷ
संयुग्मित संमिश्र संख्या,ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆಗಳನ್ನು ಸಂಯೋಜಿಸಿ
संयुग्मित दिशा,ಸಂಯೋಜಿತ ದಿಕ್ಕು
संयुग्मित कार्य,ಸಂಯೋಜಿತ ಕಾರ್ಯ
मॅट्रिक्सचे संयुग,ಮ್ಯಾಟ್ರಿಕ್ಸ್ನ ಸಂಯೋಗ
संयुग्मित क्रमपरिवर्तन,ಸಂಯೋಜಿತ ಕ್ರಮಪಲ್ಲಟನೆ
संयुग्मित व्हेरिएबल,ಸಂಯೋಜಿತ ವೇರಿಯಬಲ್
"योग, संयोजन","ಯೋಗ, ಸಂಯೋಜನೆ"
सलग,ಸತತವಾಗಿ
सलग संख्या,ಸತತ ಸಂಖ್ಯೆಗಳು
ऊर्जा संवर्धन,ಶಕ್ತಿ ಸಂರಕ್ಷಣೆ
वस्तुमान संरक्षण,ಸಾಮೂಹಿಕ ಸಂರಕ್ಷಣೆ
संरक्षक,ಪೋಷಕ
"सुसंगतता, सुसंगतता, सुसंगतता, सुसंगतता","ಸ್ಥಿರತೆ, ಸ್ಥಿರತೆ, ಸ್ಥಿರತೆ, ಸ್ಥಿರತೆ"
सुसंगतता निर्बंध,ಸ್ಥಿರತೆಯ ನಿರ್ಬಂಧಗಳು
"सुसंगत अंदाज, विरुद्ध अंदाज","ಹೊಂದಾಣಿಕೆಯ ಅಂದಾಜು, ವಿರುದ್ಧ ಅಂದಾಜು"
"सुसंगत अंदाजक, गैर-विरोधाभासी अंदाजक","ಸ್ಥಿರ ಅಂದಾಜುಗಾರ, ವಿರೋಧಾಭಾಸದ ಅಂದಾಜುಗಾರ"
"विरोधाभासी नमुने, सुसंगत नमुने","ವ್ಯತಿರಿಕ್ತ ಮಾದರಿಗಳು, ಸ್ಥಿರ ಮಾದರಿಗಳು"
"सुसंगत संस्था, गैर-विरोधी घटक","ಹೊಂದಾಣಿಕೆಯ ಘಟಕಗಳು, ಸಂಘರ್ಷವಿಲ್ಲದ ಘಟಕಗಳು"
कन्सोल,ಕನ್ಸೋಲ್
"स्थिर, स्थिर, स्थिर, अचल, न बदलणारा, एकसमान","ಸ್ಥಿರ, ಸ್ಥಿರ, ಸ್ಥಿರ, ಸ್ಥಿರ, ಬದಲಾಗದ, ಏಕರೂಪ"
एकसमान प्रवेग,ಏಕರೂಪದ ವೇಗವರ್ಧನೆ
स्थिर कार्य,ನಿರಂತರ ಕಾರ್ಯ
गुरुत्व बिंदू,ಗುರುತ್ವ ಬಿಂದು
एकीकरण स्थिर,ಏಕೀಕರಣ ಸ್ಥಿರ
समानुपातिक स्थिरता,ಅನುಪಾತ ಸ್ಥಿರ
स्थिर पॅरामीटर,ಸ್ಥಿರ ನಿಯತಾಂಕ
स्थिर बहुपदी,ಸ್ಥಿರ ಬಹುಪದೋಕ್ತಿ
निश्चित प्रमाण,ಸ್ಥಿರ ಅನುಪಾತ
एकसमान हालचाल,ಏಕರೂಪದ ಚಲನೆ
सतत मुदत,ನಿರಂತರ ಪದ
एकसमान वेग,ಏಕರೂಪದ ವೇಗ
निर्मात्याचे समीकरण,ಸೃಷ್ಟಿಕರ್ತನ ಸಮೀಕರಣ
मर्यादा,ನಿರ್ಬಂಧ
"तयार करणे, बांधणे","ರಚಿಸಲು, ರಚಿಸಲು"
निर्मिती,ರಚನೆ
ग्राहक प्राधान्ये,ಗ್ರಾಹಕ ಆದ್ಯತೆಗಳು
उपभोग कार्य,ಬಳಕೆಯ ಕಾರ್ಯ
स्पर्शिका कोन,ಸ್ಪರ್ಶ ಕೋನ
संपर्क बिंदू,ಸಂಪರ್ಕ ಬಿಂದು
समाविष्ट,ಒಳಗೊಂಡಿತ್ತು
संलग्नता सारणी,ಸಂಬಂಧ ಕೋಷ್ಟಕ
सातत्य यांत्रिकी,ನಿರಂತರ ಯಂತ್ರಶಾಸ್ತ್ರ
भिन्न वित्त,ವಿವಿಧ ಹಣಕಾಸು
वित्त उत्पादन,ಹಣಕಾಸು ಉತ್ಪನ್ನ
"सातत्य, सातत्य","ನಿರಂತರ, ನಿರಂತರ"
फंक्शन्सची सातत्य,ಕಾರ್ಯಗಳ ನಿರಂತರತೆ
सातत्य चाचणी,ನಿರಂತರ ಪರೀಕ್ಷೆ
"अखंड, अखंड, अखंड, अखंड, अखंड","ನಿರಂತರ, ಮುರಿಯದ, ಮುರಿಯದ, ನಿರಂತರ, ನಿರಂತರ"
सतत व्युत्पन्न,ನಿರಂತರ ಉತ್ಪನ್ನ
सतत वितरण,ನಿರಂತರ ವಿತರಣೆ
वर सतत,ಮೇಲೆ ನಿರಂತರ
सतत कार्य,ನಿರಂತರ ಕಾರ್ಯ
सतत भिन्नता,ನಿರಂತರವಾಗಿ ವ್ಯತ್ಯಾಸ
सतत नकाशा,ನಿರಂತರ ನಕ್ಷೆ
सतत मॅपिंग,ನಿರಂತರ ಮ್ಯಾಪಿಂಗ್
सतत संभाव्यता घनता कार्य,ನಿರಂತರ ಸಂಭವನೀಯತೆ ಸಾಂದ್ರತೆ ಕಾರ್ಯ
सतत संभाव्यता वितरण,ನಿರಂತರ ಸಂಭವನೀಯತೆಯ ವಿತರಣೆ
सतत यादृच्छिक चल,ನಿರಂತರ ಯಾದೃಚ್ಛಿಕ ವೇರಿಯಬಲ್
सतत नमुना जागा,ನಿರಂತರ ಮಾದರಿ ಜಾಗ
सतत चल,ನಿರಂತರ ವೇರಿಯಬಲ್
सतत लहर,ನಿರಂತರ ತರಂಗ
"सातत्य, सातत्य","ನಿರಂತರ, ನಿರಂತರ"
अखंड स्वयंसिद्ध,ನಿರಂತರ ತತ್ವ
वास्तविक-संख्या संच,ನೈಜ-ಸಂಖ್ಯೆಯ ಸೆಟ್
सातत्य तत्त्व,ನಿರಂತರ ತತ್ವ
समोच्च एकीकरण,ಬಾಹ್ಯರೇಖೆ ಏಕೀಕರಣ
आकुंचन मॅपिंग,ಸಂಕೋಚನ ಮ್ಯಾಪಿಂಗ್
विरोध करा,ವಿರೋಧಿಸಿ
प्रतिक्षेप,ಪ್ರತಿಫಲಿತ
नियंत्रण,ನಿಯಂತ್ರಣ
नियंत्रण चार्ट,ನಿಯಂತ್ರಣ ಚಾರ್ಟ್
सरासरीचा नियंत्रण तक्ता,ಸರಾಸರಿ ನಿಯಂತ್ರಣ ಚಾರ್ಟ್
दोषांवर नियंत्रण,ದೋಷಗಳ ನಿಯಂತ್ರಣ
परिसर नियंत्रण,ಆವರಣದ ನಿಯಂತ್ರಣ
व्हेरिएबल्सचे नियंत्रण,ಅಸ್ಥಿರ ನಿಯಂತ್ರಣ
"अभिसरण करणे, अभिसरण करणे","ಒಮ್ಮುಖವಾಗಲು, ಒಮ್ಮುಖವಾಗಲು"
म्हणजे अभिसरण,ಅಂದರೆ ಒಮ್ಮುಖ
चौरस म्हणजे अभिसरण,ಚೌಕ ಎಂದರೆ ಒಮ್ಮುಖ
संभाव्यतेमध्ये अभिसरण,ಸಂಭವನೀಯತೆಯಲ್ಲಿ ಒಮ್ಮುಖ
अभिसरण मर्यादा,ಒಮ್ಮುಖ ಮಿತಿ
अभिसरण त्रिज्या,ಒಮ್ಮುಖ ತ್ರಿಜ್ಯ
अभिसरण प्रदेश,ಒಮ್ಮುಖ ಪ್ರದೇಶ
"अभिसरण (ver.), अभिसरण (n.)","ಒಮ್ಮುಖ (ವರ್.), ಒಮ್ಮುಖ (ಎನ್.)"
अभिसरण क्रम,ಒಮ್ಮುಖ ಅನುಕ್ರಮ
अभिसरण मालिका,ಒಮ್ಮುಖ ಸರಣಿ
"विरुद्ध, विरुद्ध","ವಿರುದ್ಧ, ವಿರುದ್ಧ"
"याउलट, व्यत्यसने","ವ್ಯತಿರಿಕ್ತವಾಗಿ, ವೈತ್ಯಾಸನೇ"
रूपांतरण अपूर्णांक,ಪರಿವರ್ತನೆ ಭಾಗ
रूपांतरण सारणी,ಪರಿವರ್ತನೆ ಕೋಷ್ಟಕ
दूर तोंड करून,ದೂರ ಎದುರಿಸುತ್ತಿದೆ
समोरासमोर शरीर,ಎದುರಿಸುತ್ತಿರುವ ದೇಹ
विरुद्ध संयोजन,ವಿರುದ್ಧ ಸಂಯೋಜನೆ
फेसिंग कव्हर,ಎದುರಿಸುತ್ತಿರುವ ಕವರ್
विचलित कार्य,ವಿಕೃತ ಕಾರ್ಯ
रेखीय संचयनास सामोरे जाणे,ರೇಖೀಯ ಸಂಚಯವನ್ನು ಎದುರಿಸುತ್ತಿದೆ
रेखीय प्रोग्रामिंगचा सामना करत आहे,ರೇಖೀಯ ಪ್ರೋಗ್ರಾಮಿಂಗ್ ಎದುರಿಸುತ್ತಿದೆ
अंतरावरील लोकसंख्येचा सामना करत आहे,ದೂರದ ಜನಸಂಖ್ಯೆಯನ್ನು ಎದುರಿಸುತ್ತಿದೆ
पॉलीहेड्रॉनला तोंड देत,ಎದುರಿಸುತ್ತಿರುವ ಬಹುಮುಖಿ
प्रोग्रामिंगचा सामना करत आहे,ಫಾರ್ವರ್ಡ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್
समोरचा प्रदेश,ಎದುರಿಸುತ್ತಿರುವ ಪ್ರದೇಶ
फेसिंग सेट,ಎದುರಿಸುತ್ತಿರುವ ಸೆಟ್
संवहन,ಸಂವಹನ
अभिसरण अविभाज्य,ಒಮ್ಮುಖ ಅವಿಭಾಜ್ಯ
कॉम्प्रेशन प्रमेय,ಸಂಕುಚಿತ ಪ್ರಮೇಯ
"समन्वय, समन्वय, समन्वय","ಸಮನ್ವಯ, ಸಮನ್ವಯ, ಸಹವರ್ತಿ"
दिग्दर्शक अक्ष,ನಿರ್ದೇಶಕ ಅಕ್ಷ
समन्वय भूमिती,ಸಮನ್ವಯ ಜ್ಯಾಮಿತಿ
समन्वय विमान,ಸಮನ್ವಯ ಸಮತಲ
समन्वय,ನಿರ್ದೇಶಾಂಕಗಳು
"समन्वय प्रणाली, सूचना प्रणाली","ನಿರ್ದೇಶಾಂಕ ವ್ಯವಸ್ಥೆ, ಸೂಚನಾ ವ್ಯವಸ್ಥೆ"
copernicus-शरीर,ಕೊಪರ್ನಿಕಸ್-ದೇಹ
प्लॅनर,ಸಮತಲ
coplanar force,coplanar ಬಲ
सपाटपणा,ಚಪ್ಪಟೆತನ
मुळसंख्या,ಅವಿಭಾಜ್ಯ ಸಂಖ್ಯೆ
"सुधारणा गुणक, सुधार गुणक","ತಿದ್ದುಪಡಿ ಗುಣಕ, ಸರಿಪಡಿಸುವ ಗುಣಕ"
योग्य उपाय,ಸರಿಯಾದ ಪರಿಹಾರ
सह - संबंध,ಸಹ ಸಂಬಂಧ
सहसंबंध गुणांक,ಪರಸ್ಪರ ಸಂಬಂಧ ಗುಣಾಂಕ
सहसंबंध आकृती,ಪರಸ್ಪರ ಸಂಬಂಧ ರೇಖಾಚಿತ್ರ
सहसंबंध कार्य,ಪರಸ್ಪರ ಸಂಬಂಧ ಕಾರ್ಯ
"सहसंबंध मॅट्रिक्स, सहसंबंध मॅट्रिक्स","ಪರಸ್ಪರ ಸಂಬಂಧದ ಮ್ಯಾಟ್ರಿಕ್ಸ್, ಪರಸ್ಪರ ಸಂಬಂಧದ ಮ್ಯಾಟ್ರಿಕ್ಸ್"
सहसंबंध गुणोत्तर,ಪರಸ್ಪರ ಸಂಬಂಧದ ಅನುಪಾತ
सहसंबंध आकृती,ಪರಸ್ಪರ ಸಂಬಂಧ ರೇಖಾಚಿತ್ರ
सहसंबंध-चित्र विश्लेषण,ಪರಸ್ಪರ ಸಂಬಂಧ-ಚಿತ್ರ ವಿಶ್ಲೇಷಣೆ
"पत्रव्यवहार करणे, पत्रव्यवहार करणे","ಸಂವಾದಿಯಾಗಲು, ಸಂವಾದಿಯಾಗಲು"
असोसिएशनचे नियम,ಸ್ಥಿರತೆಯ ನಿಯಮಗಳು
संबंधित कोन,ಅನುಗುಣವಾದ ಕೋನ
सुसंगत बाजू,ಹೊಂದಾಣಿಕೆಯ ಬದಿ
सेट,ಸೆಟ್
"cosine, cotizya","ಕೊಸೈನ್, ಕೋಟಿಜ್ಯಾ"
कोसाइन नियम,ಕೊಸೈನ್ ನಿಯಮ
खर्च विश्लेषण,ವೆಚ್ಚ ವಿಶ್ಲೇಷಣೆ
जास्तीत जास्त खर्च,ವೆಚ್ಚ ಗರಿಷ್ಠಗೊಳಿಸುವಿಕೆ
गणनाक्षमता स्वयंसिद्ध,ಎಣಿಕೆ ತತ್ವ
मोजण्यायोग्य,ಎಣಿಸಬಹುದಾದ
मोजण्यायोग्य जोडणी,ಎಣಿಸಬಹುದಾದ ಸಂಯೋಜಕ
मोजण्यायोग्य आधार,ಲೆಕ್ಕಿಸಬಹುದಾದ ಆಧಾರ
मोजण्यायोग्य आधार,ಲೆಕ್ಕಿಸಬಹುದಾದ ಆಧಾರ
मोजण्यायोग्य संच,ಲೆಕ್ಕಿಸಬಹುದಾದ ಸೆಟ್
मोजण्यायोग्य असीम,ಲೆಕ್ಕಿಸಲಾಗದಷ್ಟು ಅನಂತ
"कॅल्क्युलेटर, पॅनेल, काउंटर","ಕ್ಯಾಲ್ಕುಲೇಟರ್, ಫಲಕ, ಕೌಂಟರ್"
घड्याळाच्या उलट दिशेने अपव्यय,ಅಪ್ರದಕ್ಷಿಣಾಕಾರವಾಗಿ ವ್ಯರ್ಥ
प्रति उदाहरण,ಪ್ರತಿ ಉದಾಹರಣೆ
सहप्रसरण,ಸಹವರ್ತಿತ್ವ
सहप्रसरण नियम,ಸಹವರ್ತಿ ನಿಯಮ
सहप्रसरण मॅट्रिक्स,ಸಹವರ್ತಿ ಮ್ಯಾಟ್ರಿಕ್ಸ್
सहप्रवाह पद्धत,ಸಹವರ್ತಿ ವಿಧಾನ
सहप्रवाह पद्धत,ಸಹವರ್ತಿ ವಿಧಾನ
क्रेमरचा कायदा,ಕ್ರೇಮರ್ ಕಾನೂನು
क्रेमर-राव असमानता,ಕ್ರೇಮರ್-ರಾವ್ ಅಸಮಾನತೆ
वस्तुनिष्ठ कार्य,ವಸ್ತುನಿಷ್ಠ ಕಾರ್ಯ
गंभीर कोन,ನಿರ್ಣಾಯಕ ಕೋನ
गंभीर मुद्दा,ನಿರ್ಣಾಯಕ ಬಿಂದು
कार्याचा गंभीर मुद्दा,ಕಾರ್ಯದ ನಿರ್ಣಾಯಕ ಅಂಶ
गंभीर मूल्य,ನಿರ್ಣಾಯಕ ಮೌಲ್ಯ
गंभीर वेग,ನಿರ್ಣಾಯಕ ವೇಗ
व्यस्त सहसंबंध कार्य,ವಿಲೋಮ ಪರಸ್ಪರ ಸಂಬಂಧ ಕಾರ್ಯ
"सदिश-उत्पादन, सदिश-उत्पादन","ವೆಕ್ಟರ್-ಉತ್ಪನ್ನ, ವೆಕ್ಟರ್-ಉತ್ಪನ್ನ"
गडगडाट प्रमाण,ಥಂಡರ್ಬೋಲ್ಟ್ ಅನುಪಾತ
क्रॉस सेक्शन,ಅಡ್ಡ ವಿಭಾಗ
क्रिप्टोग्राफी,ಗುಪ್ತ ಲಿಪಿಶಾಸ್ತ್ರ
"घन, घन","ಘನ, ಘನ"
घन संख्या,ಘನ ಸಂಖ್ಯೆ
घनमूळ,ಘನ ಮೂಲ
"घन, घन, घन, चतुर्भुज, त्रिकोणीय, घन","ಘನ, ಘನ, ಘನ, ಚತುರ್ಭುಜ, ತ್ರಿಕೋನ, ಘನ"
"घन, घन, घन","ಘನ, ಘನ, ಘನ"
चतुर्भुज समीकरण,ಚತುರ್ಭುಜ ಸಮೀಕರಣ
घन इंच,ಘನ ಇಂಚುಗಳು
क्यूबिक मीटर,ಘನ ಮೀಟರ್
चतुर्भुज पॅराबोला,ಕ್ವಾಡ್ರಾಟಿಕ್ ಪ್ಯಾರಾಬೋಲಾ
घनमूळ,ಘನ ಮೂಲ
तिप्पट मुदत,ಟ್ರಿಪಲ್ ಪದ
ऑर्थोगोनल समांतर,ಆರ್ಥೋಗೋನಲ್ ಸಮಾನಾಂತರ
"एकत्रित संकलित,",ಸಂಚಿತ ಸಂಕಲನ
संचयी वक्र,ಸಂಚಿತ ಕರ್ವ್
संचयी वितरण कार्य,ಸಂಚಿತ ವಿತರಣೆ ಕಾರ್ಯ
संचयी वारंवारता,ಸಂಚಿತ ಆವರ್ತನ
संचयी वारंवारता कार्य,ಸಂಚಿತ ಆವರ್ತನ ಕಾರ್ಯ
संचयी वारंवारता आलेख संचयी वारंवारता आलेख,ಸಂಚಿತ ಆವರ್ತನ ಗ್ರಾಫ್ ಸಂಚಿತ ಆವರ್ತನ ಗ್ರಾಫ್
संचयी संभाव्यता कार्य,ಸಂಚಿತ ಸಂಭವನೀಯತೆ ಕಾರ್ಯ
"कर्ल, क्विंटल","ಸುರುಳಿ, ಕ್ವಿಂಟಾಲ್"
द्विसमांतर वक्र,ದ್ವಿಪಕ್ಷೀಯ ವಕ್ರರೇಖೆ
वेक्टर कर्ल,ವೆಕ್ಟರ್ ಕರ್ಲ್
"धनुष्य, कमान","ಬಿಲ್ಲು, ಕಮಾನು"
प्रवाह,ಸ್ಟ್ರೀಮ್
गतिमान बिंदू,ಚಲಿಸುವ ಬಿಂದು
वक्रता,ವಕ್ರತೆ
वक्रता प्रभाव,ವಕ್ರತೆಯ ಪರಿಣಾಮ
वक्र,ವಕ್ರರೇಖೆ
वक्र रेषा,ಬಾಗಿದ ರೇಖೆ
वक्र ट्रेसिंग,ಕರ್ವ್ ಟ್ರೇಸಿಂಗ್
curvilinear asymptote,ಕರ್ವಿಲಿನಿಯರ್ ಅಸಿಂಪ್ಟೋಟ್
वक्र निर्देशांक,ಕರ್ವಿಲಿನಿಯರ್ ನಿರ್ದೇಶಾಂಕಗಳು
वक्र प्रतिगमन,ಕರ್ವಿಲಿನಿಯರ್ ರಿಗ್ರೆಷನ್
"उभयचर, कुपी","ಉಭಯಚರ, cusp"
"चाक, रोटेशन, सायकल, कास्टिंग व्हील, कॉम्पॅक्शन व्हील","ಚಕ್ರ, ತಿರುಗುವಿಕೆ, ಚಕ್ರ, ಎರಕದ ಚಕ್ರ, ಸಂಕುಚಿತ ಚಕ್ರ"
चक्रीय भिन्नता,ಆವರ್ತಕ ವ್ಯತ್ಯಾಸ
चक्रीय वेक्टर उत्पादन,ಆವರ್ತಕ ವೆಕ್ಟರ್ ಉತ್ಪನ್ನ
चक्रीय मागणी,ಆವರ್ತಕ ಬೇಡಿಕೆ
चक्रीय अभिव्यक्ती,ಆವರ್ತಕ ಅಭಿವ್ಯಕ್ತಿ
चक्रीय गट,ಆವರ್ತಕ ಗುಂಪು
चक्रीय क्रमपरिवर्तन,ಆವರ್ತಕ ಕ್ರಮಪಲ್ಲಟನೆ
"सायक्लोइड, सायक्लोइड","ಸೈಕ್ಲೋಯ್ಡ್, ಸೈಕ್ಲೋಯ್ಡ್"
"सिलेंडर, सिलेंडर","ಸಿಲಿಂಡರ್, ಸಿಲಿಂಡರ್"
"दंडगोलाकार, दंडगोलाकार, दंडगोलाकार, दंडगोलाकार","ಸಿಲಿಂಡರಾಕಾರದ, ಸಿಲಿಂಡರ್, ಸಿಲಿಂಡರಾಕಾರದ, ಸಿಲಿಂಡರ್"
सिलेंडर पृष्ठ,ಸಿಲಿಂಡರ್ ಪುಟ
"शून्य, सायफर","ಶೂನ್ಯ, ಸೈಫರ್"
डिल्बर्टची शिकवण,ಡಿಲ್ಬರ್ಟ್ನ ಸಿದ್ಧಾಂತ
ओलसर साधी हार्मोनिक गती,ಸರಳ ಹಾರ್ಮೋನಿಕ್ ಚಲನೆಯನ್ನು ತೇವಗೊಳಿಸಿತು
ओलसर सतत,ಡ್ಯಾಂಪಿಂಗ್ ಸ್ಥಿರ
"दत्त, उपट्टा, डेटा, विश्वास","ದತ್, ಉಪತ್ತಾ, ಡೇಟಾ, ಟ್ರಸ್ಟ್"
दत्त उपक्रम,ದತ್ ಕೈಗೊಂಡಿದ್ದಾರೆ
संसाधन प्रणालीवर विश्वास ठेवा,ವಿಶ್ವಾಸಾರ್ಹ ಸಂಪನ್ಮೂಲ ವ್ಯವಸ್ಥೆ
डेटा प्रोसेसर,ಡೇಟಾ ಪ್ರೊಸೆಸರ್
माहिती पत्रक,ಮಾಹಿತಿಯ ಕಾಗದ
दशभुज,ದಶಭುಜ
डेकग्राम,ಡೆಕಾಗ್ರಾಮ್
decameter,ಡೆಕಾಮೀಟರ್
क्षय निर्देशांक,ಕೊಳೆತ ಸೂಚ್ಯಂಕ
क्षय वक्र,ಕೊಳೆತ ವಕ್ರರೇಖೆ
मोहक कार्य,ಸೊಗಸಾದ ಕಾರ್ಯ
देसीग्राम,ದೇಸಿಗ್ರಾಮ್
दशांश,ದಶಮಾಂಶ
"दशांश, दशांश","ದಶಮಾಂಶ, ದಶಮಾಂಶ"
दशांश कोड,ದಶಮಾಂಶ ಕೋಡ್
दशांश कोड केलेला अंक,ದಶಮಾಂಶ ಕೋಡೆಡ್ ಅಂಕೆ
दशांश विस्तार,ದಶಮಾಂಶ ವಿಸ್ತರಣೆ
दशांश अपूर्णांक,ದಶಮಾಂಶ ಭಾಗ
दशांश अंकन प्रणाली,ದಶಮಾಂಶ ಸಂಕೇತ ವ್ಯವಸ್ಥೆ
दशांश अंकन प्रणाली,ದಶಮಾಂಶ ಸಂಕೇತ ವ್ಯವಸ್ಥೆ
दशांश चिन्ह,ದಶಮಾಂಶ ಬಿಂದು
दशांश स्केल,ದಶಮಾಂಶ ಪ್ರಮಾಣ
दशांश प्रणाली,ದಶಮಾಂಶ ವ್ಯವಸ್ಥೆ
डेसिमीटर,ಡೆಸಿಮೀಟರ್
एन्कोडिंग,ಎನ್ಕೋಡಿಂಗ್
निर्णय मॉडेल,ನಿರ್ಧಾರ ಮಾದರಿ
निर्णय सिद्धांत,ನಿರ್ಧಾರ ಸಿದ್ಧಾಂತ
निर्णय परिवर्तनीय,ನಿರ್ಧಾರ ವೇರಿಯಬಲ್
"डीकोडर, डीकोडर","ಡಿಕೋಡರ್, ಡಿಕೋಡರ್"
"एन्कोडिंग, डीकोडिंग","ಎನ್ಕೋಡಿಂಗ್, ಡಿಕೋಡಿಂಗ್"
विभक्त संच,ಬೇರ್ಪಡಿಸಬಹುದಾದ ಸೆಟ್
कमी होत आहे,ಕಡಿಮೆಯಾಗುತ್ತಿದೆ
कमी करणारे कार्य,ಕ್ಷೀಣಿಸುವ ಕಾರ್ಯ
Dedekind-कट,ಡೆಡೆಕಿಂಡ್-ಕಟ್
Dedekind-प्रमेय,ಡೆಡೆಕಿಂಡ್-ಪ್ರಮೇಯ
अंतर्भूत करणे,ಸಂಯೋಜಿಸಲು
कॉर्पोरेट सराव,ಕಾರ್ಪೊರೇಟ್ ಅಭ್ಯಾಸ
चुकीचे,ತಪ್ಪು
व्याख्यात्मक समीकरण,ವ್ಯಾಖ್ಯಾನ ಸಮೀಕರಣ
निश्चित अविभाज्य,ನಿರ್ದಿಷ್ಟ ಅವಿಭಾಜ್ಯ
निश्चित मॅट्रिक्स,ಸ್ಥಿರ ಮ್ಯಾಟ್ರಿಕ್ಸ್
"व्याख्या, स्पष्टता, निश्चितता","ವ್ಯಾಖ್ಯಾನ, ಸ್ಪಷ್ಟತೆ, ಖಚಿತತೆ"
विकृत वक्र,ವಿರೂಪ ಕರ್ವ್
विकृत पृष्ठ,ವಿಕೃತ ಪುಟ
"धिक्कार, लबाडी","ದುರಾಚಾರ, ದುರಾಚಾರ"
वाहतूक समस्यांमध्ये अयोग्यता,ಸಾರಿಗೆ ಸಮಸ್ಯೆಗಳಲ್ಲಿ ನಿಖರತೆ
"पदवी, पदवी, पदवी, पदवी, प्रमाण, परिमाण, पदवी","ಪದವಿ, ಪದವಿ, ಶಕ್ತಿ, ಪದವಿ, ಪ್ರಮಾಣ, ಪ್ರಮಾಣ, ಪದವಿ"
विभेदक समीकरणाची शक्ती,ಭೇದಾತ್ಮಕ ಸಮೀಕರಣದ ಶಕ್ತಿ
