Tamil,Kannada
பயன்பாட்டு விகிதம்,ಉಪಯುಕ್ತತೆ ಅನುಪಾತ
பயன்பாட்டு விகித பண்பேற்றம்,ಉಪಯುಕ್ತತೆ ಅನುಪಾತ ಮಾಡ್ಯುಲೇಶನ್
dB-25 இணைப்பான்,dB-25 ಕನೆಕ್ಟರ್
குடியிருப்பு,ನಿವಾಸ
மாறும் பண்புகள்,ಕ್ರಿಯಾತ್ಮಕ ಗುಣಲಕ್ಷಣಗಳು
மாறும் பண்புகள்,ಕ್ರಿಯಾತ್ಮಕ ಗುಣಲಕ್ಷಣಗಳು
மாறும் மின்னோட்டம்,ಡೈನಾಮಿಕ್ ಕರೆಂಟ್
டைனமிக் மின்மறுப்பு,ಡೈನಾಮಿಕ್ ಪ್ರತಿರೋಧ
"டைனமிக் சுமை வரி, சுமை வரி","ಡೈನಾಮಿಕ್ ಲೋಡ್ ಲೈನ್, ಲೋಡ್ ಲೈನ್"
மாறும் நினைவகம்,ಡೈನಾಮಿಕ್ ಮೆಮೊರಿ
மாறி நினைவக செல்,ವೇರಿಯಬಲ್ ಮೆಮೊರಿ ಸೆಲ್
டைனமிக் நினைவக புதுப்பிப்பு,ಡೈನಾಮಿಕ್ ಮೆಮೊರಿ ರಿಫ್ರೆಶರ್
மாறும் சுட்டி தலைகீழ்,ಡೈನಾಮಿಕ್ ಮೌಸ್ ವಿಲೋಮ
டைனமிக் ரேம் டைனமிக் ரேம்,ಡೈನಾಮಿಕ್ RAM ಡೈನಾಮಿಕ್ RAM
மாறும் வரம்பு,ಕ್ರಿಯಾತ್ಮಕ ವ್ಯಾಪ್ತಿಯನ್ನು
மாறும் எதிர்ப்பு,ಕ್ರಿಯಾತ್ಮಕ ಪ್ರತಿರೋಧ
மாறும் இடப்பெயர்ச்சி பதிவு,ಡೈನಾಮಿಕ್ ಡಿಸ್ಪ್ಲೇಸ್ಮೆಂಟ್ ರಿಜಿಸ್ಟರ್
டைனமிக் சோதனை,ಡೈನಾಮಿಕ್ ಪರೀಕ್ಷೆ
டைனமிக் வீடியோ ரேண்டம் அணுகல் நினைவகம் (DVRAM),ಡೈನಾಮಿಕ್ ವಿಡಿಯೋ ರಾಂಡಮ್ ಆಕ್ಸೆಸ್ ಮೆಮೊರಿ (DVRAM)
டைனமோ,ಡೈನಮೋ
டைனமோமீட்டர்,ಡೈನಮೋಮೀಟರ್
டைனிட்ரான் ஆஸிலேட்டர்,ಡೈನಿಟ್ರಾನ್ ಆಂದೋಲಕ
"ஆரம்ப விளைவு, ஆரம்ப விளைவு","ಆರಂಭಿಕ ಪರಿಣಾಮ, ಆರಂಭಿಕ ಪರಿಣಾಮ"
இ ஒரு ரோம்,ಇ ಒಂದು ರೋಮ್
பூமி இணைப்பு,ಭೂಮಿಯ ಸಂಪರ್ಕ
தரை நிலையம்,ನೆಲದ ನಿಲ್ದಾಣ
ஈபர்ஸ்-மவுல்-சமன்பாடு,ಎಬರ್ಸ್-ಮೌಲ್-ಸಮೀಕರಣ
ஈபர்ஸ்-மால்-மாடல்,ಎಬರ್ಸ್-ಮೌಲ್-ಮಾಡೆಲ್
எதிரொலி,ಪ್ರತಿಧ್ವನಿ
எதிரொலி எதிர்ப்பு,ಪ್ರತಿಧ್ವನಿ ವಿರೋಧಿ
எடி கரண்ட்,ಎಡ್ಡಿ ಕರೆಂಟ್
இழை இணைப்பான்,ಸ್ಟ್ರಾಂಡ್ ಕನೆಕ್ಟರ್
கோர் டிடெக்டர்,ಕೋರ್ ಡಿಟೆಕ್ಟರ್
மைய தூண்டுதல் ஃபிளிப் ஃப்ளாப்,ಕೋರ್ ಟ್ರಿಗ್ಗರ್ ಫ್ಲಿಪ್ ಫ್ಲಾಪ್
முக்கிய தூண்டுதல் தாழ்ப்பாளை,ಕೋರ್ ಪ್ರಚೋದಕ ತಾಳ
எடிசன் விளைவு,ಎಡಿಸನ್ ಪರಿಣಾಮ
ஆசிரியர்,ಸಂಪಾದಕ
பயனுள்ள பகுதி,ಪರಿಣಾಮಕಾರಿ ಪ್ರದೇಶ
பயனுள்ள மின்னோட்டம்,ಪರಿಣಾಮಕಾರಿ ಪ್ರವಾಹ
பயனுள்ள தரை ஆரம்,ಪರಿಣಾಮಕಾರಿ ನೆಲದ ತ್ರಿಜ್ಯ
பயனுள்ள உயரம்,ಪರಿಣಾಮಕಾರಿ ಎತ್ತರ
பயனுள்ள நீளம்,ಪರಿಣಾಮಕಾರಿ ಉದ್ದ
பயனுள்ள நிறை,ಪರಿಣಾಮಕಾರಿ ದ್ರವ್ಯರಾಶಿ
பயனுள்ள கதிர்வீச்சு சக்தி,ಪರಿಣಾಮಕಾರಿ ವಿಕಿರಣ ಶಕ್ತಿ
பயனுள்ள மின்னழுத்தம்,ಪರಿಣಾಮಕಾರಿ ವೋಲ್ಟೇಜ್
திறன்,ದಕ್ಷತೆ
இ.இ.பி. ரோம்,ಇ.ಇ.ಪಿ. ರಾಮ್
சின்னச் சமன்பாடு,ಐಕಾನಲ್ ಸಮೀಕರಣ
தலைகீழ் கொள்ளளவு,ವಿಲೋಮ ಧಾರಣ
மின் அடுக்கு,ಇ-ಪದರ
மின்சாரம்,ವಿದ್ಯುತ್
மின்சார புலம்,ವಿದ್ಯುತ್ ಕ್ಷೇತ್ರ
மின்சார புல தீவிரம்,ವಿದ್ಯುತ್ ಕ್ಷೇತ್ರದ ತೀವ್ರತೆ
மின்னோட்டக் கோடுகள்,ವಿದ್ಯುತ್ ಪ್ರವಾಹ ರೇಖೆಗಳು
மின்சார திறன்,ವಿದ್ಯುತ್ ಸಾಮರ್ಥ್ಯ
மின்கசிவு,ವಿದ್ಯುದಾಘಾತ
மின் சாலிடர்,ಎಲೆಕ್ಟ್ರೋ-ಬೆಸುಗೆ
மின்சார அலை,ವಿದ್ಯುತ್ ತರಂಗ
மின் நீளம்,ವಿದ್ಯುತ್ ಉದ್ದ
மின் சக்தி,ವಿದ್ಯುತ್ ಶಕ್ತಿ
மின்சாரம்,ವಿದ್ಯುತ್
ஈசிஜி,ಇಸಿಜಿ
மின்சார டைனமோ மீட்டர்,ವಿದ್ಯುತ್ ಡೈನಮೋ ಮೀಟರ್
மின்முனை,ವಿದ್ಯುದ್ವಾರ
மின்னோட்டம்,ಎಲೆಕ್ಟ್ರೋಡ್ ಕರೆಂಟ್
மின் ஒளிர்வு,ವಿದ್ಯುದ್ವಿಭಜನೆ
மின் ஒளிரும் காட்சி,ಎಲೆಕ್ಟ್ರೋಲುಮಿನೆಸೆಂಟ್ ಪ್ರದರ್ಶನ
கால்வனிக் தனிமைப்படுத்தல்,ಗಾಲ್ವನಿಕ್ ಪ್ರತ್ಯೇಕತೆ
எலக்ட்ரோலைட்,ವಿದ್ಯುದ್ವಿಚ್ಛೇದ್ಯ
மின்னாற்பகுப்பு மின்தேக்கி,ಎಲೆಕ್ಟ್ರೋಲೈಟಿಕ್ ಕೆಪಾಸಿಟರ್
மின்னாற்பகுப்பு மின்தேக்கி,ಎಲೆಕ್ಟ್ರೋಲೈಟಿಕ್ ಕೆಪಾಸಿಟರ್
மின்காந்தம்,ವಿದ್ಯುತ್ಕಾಂತ
மின்காந்த ஆற்றல்,ವಿದ್ಯುತ್ಕಾಂತೀಯ ಶಕ್ತಿ
மின்காந்த தூண்டல்,ವಿದ್ಯುತ್ಕಾಂತೀಯ ಇಂಡಕ್ಷನ್
"மின்காந்த குறுக்கீடு, EMI","ವಿದ್ಯುತ್ಕಾಂತೀಯ ಹಸ್ತಕ್ಷೇಪ, EMI"
மின்காந்த நிறமாலை,ವಿದ್ಯುತ್ಕಾಂತೀಯ ತರಂಗಾಂತರ
மின்காந்த அலை,ವಿದ್ಯುತ್ಕಾಂತೀಯ ತರಂಗ
மின்காந்தவியல்,ವಿದ್ಯುತ್ಕಾಂತೀಯತೆ
எலக்ட்ரோ மெக்கானிக்கல் வடிகட்டி,ಎಲೆಕ್ಟ್ರೋ ಮೆಕ್ಯಾನಿಕಲ್ ಫಿಲ್ಟರ್
எலக்ட்ரோமீட்டர்,ಎಲೆಕ್ಟ್ರೋಮೀಟರ್
மின்னோட்ட விசை,ವಿದ್ಯುತ್ಕಾಂತ ಶಕ್ತಿ
எதிர் மின்னணு,ಎಲೆಕ್ಟ್ರಾನ್
எலக்ட்ரான் கற்றை,ಎಲೆಕ್ಟ್ರಾನ್ ಕಿರಣ
எலக்ட்ரான் சார்ஜ்,ಎಲೆಕ್ಟ್ರಾನ್ ಚಾರ್ಜ್
எலக்ட்ரான் உமிழ்வு,ಎಲೆಕ್ಟ್ರಾನ್ ಹೊರಸೂಸುವಿಕೆ
எலக்ட்ரான் ஓட்டம்,ಎಲೆಕ್ಟ್ರಾನ್ ಹರಿವು
எலக்ட்ரான் வாயு,ಎಲೆಕ್ಟ್ರಾನ್ ಅನಿಲ
எலக்ட்ரான் சாதனம்,ಎಲೆಕ್ಟ್ರಾನ್ ಸಾಧನ
எலக்ட்ரான் துளை ஜோடி,ಎಲೆಕ್ಟ್ರಾನ್ ರಂಧ್ರ ಜೋಡಿ
எலக்ட்ரான் நுண்ணோக்கி,ಎಲೆಕ್ಟ್ರಾನ್ ಸೂಕ್ಷ್ಮದರ್ಶಕ
எலக்ட்ரான் சுற்றுப்பாதை,ಎಲೆಕ್ಟ್ರಾನ್ ಕಕ್ಷೆ
எலக்ட்ரான் ஷெல்,ಎಲೆಕ್ಟ್ರಾನ್ ಶೆಲ್
எலக்ட்ரான் வோல்ட்,ಎಲೆಕ್ಟ್ರಾನ್ ವೋಲ್ಟ್
எலக்ட்ரான் அலை குழாய்,ಎಲೆಕ್ಟ್ರಾನ್ ತರಂಗ ಟ್ಯೂಬ್
மின்னணு கட்டணம்,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಚಾರ್ಜ್
மின்னணு தரவு அழுத்தம்,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ಒತ್ತಡ
மின்னணு தரவு செயலாக்கம்,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ಸಂಸ್ಕರಣೆ
மின்னணு விசை,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕೀ
மின்னணு அஞ்சல் (மின்னஞ்சல்),ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಮೇಲ್ (ಇ-ಮೇಲ್)
மின்னணு நிறை,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ದ್ರವ್ಯರಾಶಿ
மின்னணு எண்,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಂಖ್ಯಾಶಾಸ್ತ್ರ
மின்னணு மாறுதல்,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸ್ವಿಚಿಂಗ್
மின்னணு மின்னழுத்தமானி,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ವೋಲ್ಟ್ಮೀಟರ್
மின்னணு முறையில் டியூன் செய்யப்பட்ட ரிசீவர்,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಟ್ಯೂನ್ ರಿಸೀವರ್
மின்னணு தொழில் சங்கம்,ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್ ಉದ್ಯಮ ಸಂಘ
மின்முலாம் பூசுதல்,ಎಲೆಕ್ಟ್ರೋಪ್ಲೇಟಿಂಗ್
மின்னோக்கி,ಎಲೆಕ್ಟ್ರೋಸ್ಕೋಪ್
மின்காந்தவியல்,ವಿದ್ಯುತ್ಕಾಂತೀಯತೆ
மின்னியல் ஃப்ளக்ஸ்,ಸ್ಥಾಯೀವಿದ್ಯುತ್ತಿನ ಹರಿವು
மின்னியல் பாதுகாப்பு,ಸ್ಥಾಯೀವಿದ್ಯುತ್ತಿನ ಸಂರಕ್ಷಕ
உறுப்பு,ಅಂಶ
மேம்படுத்தல்,ಅಪ್ಗ್ರೇಡ್
முன்னேற்றக் கோணம்,ಪ್ರಗತಿ ಕೋನ
நீள்வட்ட பிரதிபலிப்பான்,ದೀರ್ಘವೃತ್ತದ ಪ್ರತಿಫಲಕ
நீள்வட்ட வடிகட்டி,ದೀರ್ಘವೃತ್ತದ ಫಿಲ್ಟರ್
நீள்வட்ட துருவம்,ದೀರ್ಘವೃತ್ತದ ಧ್ರುವ
உட்பொதிக்கப்பட்ட அமைப்பு,ಎಂಬೆಡೆಡ್ ಸಿಸ್ಟಮ್
abssidic குறியீடு,ಅಬ್ಸಿಡಿಕ್ ಕೋಡ್
உமிழ்ப்பான்,ಹೊರಸೂಸುವವನು
உமிழ்ப்பான் நோக்குநிலை கட்டமைப்பு,ಹೊರಸೂಸುವ ದೃಷ್ಟಿಕೋನ ಸಂರಚನೆ
உமிழ்ப்பான் பைபாஸ் மின்தேக்கி,ಹೊರಸೂಸುವ ಬೈಪಾಸ್ ಕೆಪಾಸಿಟರ್
உமிழும் பண்புகள்,ಹೊರಸೂಸುವ ಗುಣಲಕ್ಷಣಗಳು
உமிழ்ப்பான் இணைந்த பெருக்கி,ಹೊರಸೂಸುವ ಸಂಯೋಜಿತ ಆಂಪ್ಲಿಫಯರ್
உமிழ்ப்பான் பரவல்,ಹೊರಸೂಸುವ ಪ್ರಸರಣ
உமிழ்ப்பான் பின்னிணைப்பு,ಹೊರಸೂಸುವ ಹಿಂಬಾಲಕ
உமிழ்ப்பான் மின்தடை,ಹೊರಸೂಸುವ ಪ್ರತಿರೋಧಕ
உமிழ்ப்பான் நிலைப்படுத்தப்பட்ட நோக்குநிலை கட்டமைப்பு,ಹೊರಸೂಸುವ ಸ್ಥಿರೀಕೃತ ದೃಷ್ಟಿಕೋನ ಸಂರಚನೆ
உமிழ்ப்பான் அடிப்படை சந்திப்பு,ಹೊರಸೂಸುವ ಮೂಲ ಜಂಕ್ಷನ್
"உமிழ்ப்பான் இணைந்த தர்க்கம், ECL","ಎಮಿಟರ್ ಕಪಲ್ಡ್ ಲಾಜಿಕ್, ECL"
இயந்திரமயமாக்கப்பட்டது,ಯಾಂತ್ರಿಕೃತ
செயல்படுத்த,ಸಕ್ರಿಯಗೊಳಿಸಿ
அடைப்பு,ಆವರಿಸುವಿಕೆ
கொடித்ரா,ಕೊಡಿಟ್ರಾ
குறியாக்கம்,ಗೂಢಲಿಪೀಕರಣ
வட்ட ஆதாயம்,ವೃತ್ತಾಕಾರದ ಲಾಭ
மாற்றம்,ಪರಿವರ್ತನೆ
அமைப்பு ரீதியான,ವ್ಯವಸ್ಥಿತ
வட்ட இடப்பெயர்ச்சி,ವೃತ್ತಾಕಾರದ ಸ್ಥಳಾಂತರ
நீளமான ஆண்டெனா,ಉದ್ದದ ಆಂಟೆನಾ
நீளமான வரிசை,ರೇಖಾಂಶದ ರಚನೆ
ஆற்றல்,ಶಕ್ತಿ
ஆற்றல் பட்டை,ಶಕ್ತಿ ಬಾರ್
பட்டை இடைவெளியை,ಬ್ಯಾಂಡ್ ಅಂತರ
ஆற்றல் நிலை,ಶಕ್ತಿಯ ಮಟ್ಟ
ஆற்றல் நிலை வரைபடம்,ಶಕ್ತಿ ಮಟ್ಟದ ರೇಖಾಚಿತ್ರ
மேம்படுத்தப்பட்ட விரிவாக்கப்பட்ட நிறை விவரக்குறிப்பு,ವರ್ಧಿತ ವಿಸ್ತರಿತ ಮಾಸ್ ನಿರ್ದಿಷ್ಟತೆ
அதிகரிக்கப்பட்ட கட்டுரைப் பதிவாளர்,ಹೆಚ್ಚಿದ ಲೇಖನ ರಿಜಿಸ್ಟ್ರಾರ್
வளர்ச்சி,ಬೆಳವಣಿಗೆ
வளர்ச்சி முறை,ಬೆಳವಣಿಗೆಯ ಮಾದರಿ
மேம்படுத்தப்பட்ட Mosfet,ವರ್ಧಿತ ಮೊಸ್ಫೆಟ್
என்ட்ரோபி,ಎಂಟ್ರೊಪಿ
உறை demodulator,ಹೊದಿಕೆ ಡಿಮೋಡ್ಯುಲೇಟರ್
சூழல்,ಪರಿಸರ
"எபிடாக்ஸி வளர்ச்சி, ஏறுமுக வளர்ச்சி","ಎಪಿಟಾಕ್ಸಿ ಬೆಳವಣಿಗೆ, ಆರೋಹಣ ಬೆಳವಣಿಗೆ"
"எபிட்ராசியல் அடுக்கு, ஏறுவரிசை அடுக்கு","ಎಪಿಟ್ರಾಶಿಯಲ್ ಪದರ, ಆರೋಹಣ ಪದರ"
"எபிடாக்ஸி, மேலெழுதுதல்","ಎಪಿಟಾಕ್ಸಿ, ಅತಿಕ್ರಮಣ"
எபோக்சி-ஃபைபர் கண்ணாடி நிலை,ಎಪಾಕ್ಸಿ ಫೈಬರ್ ಗಾಜಿನ ಮಟ್ಟ
EP-ROM,EP-ROM
எப்சிலான்,ಎಪ್ಸಿಲಾನ್
சமப்படுத்துதல்,ಸಮೀಕರಣ
சமநிலை சுற்று,ಸಮೀಕರಣ ಸರ್ಕ್ಯೂಟ್
சமத்துவம்,ಸಮಾನತೆ
சமன்பாடு,ಸಮೀಕರಣ
சமநிலை வடிகட்டி,ಈಕ್ವಲೈಜರ್ ಫಿಲ್ಟರ್
சமன்பாடு,ಸಮೀಕರಣ
பூமத்திய ரேகை விமானம்,ಸಮಭಾಜಕ ಸಮತಲ
ஐசோபோடென்ஷியல் கோடு,ಐಸೊಪೊಟೆನ್ಷಿಯಲ್ ಲೈನ್
equipotential பக்கம்,equipotential ಪುಟ
சமமான சுற்று,ಸಮಾನ ಸರ್ಕ್ಯೂಟ್
சமமான உள்ளீடு இரைச்சல் ஜெனரேட்டர்,ಸಮಾನ ಇನ್ಪುಟ್ ಶಬ್ದ ಜನರೇಟರ್
சமமான உள்ளீடு இரைச்சல் எதிர்ப்பு,ಸಮಾನವಾದ ಇನ್ಪುಟ್ ಶಬ್ದ ಪ್ರತಿರೋಧ
சமமான ஐசோடோபிக் கதிர்வீச்சு சக்தி,ಸಮಾನವಾದ ಐಸೊಟೋಪಿಕ್ ವಿಕಿರಣ ಶಕ್ತಿ
அழி,ಅಳಿಸಿ
ஆற்றல் செயல்முறை,ಶಕ್ತಿ ಪ್ರಕ್ರಿಯೆ
பிழை கட்டுப்பாட்டு குறியீட்டு முறை,ದೋಷ ನಿಯಂತ್ರಣ ಕೋಡಿಂಗ್
பிழை திருத்தம் குறியீடு,ದೋಷ ತಿದ್ದುಪಡಿ ಕೋಡ್
பிழை கண்டறிதல் குறியீடு,ದೋಷ ಪತ್ತೆ ಕೋಡ್
பிழை கையாளுதல்,ದೋಷ ನಿರ್ವಹಣೆ
பிழை விகிதம்,ದೋಷ ದರ
பிழை மின்னழுத்தம்,ದೋಷ ವೋಲ್ಟೇಜ್
பிழை பெருக்கி,ದೋಷ ಆಂಪ್ಲಿಫಯರ್
இசக்கி டையோடு,ಇಸಾಕಿ ಡಯೋಡ್
பொறித்தல்,ಎಚ್ಚಣೆ
ஈதர்நெட்,ಈಥರ್ನೆಟ್
யூலரின் தேற்றம்,ಯೂಲರ್ ಪ್ರಮೇಯ
வீச்சு குறைப்பு முறை,ವೈಶಾಲ್ಯ ಕಡಿತ ಮೋಡ್
ஆவியாதல் செயல்முறை,ಆವಿಯಾಗುವಿಕೆ ಪ್ರಕ್ರಿಯೆ
மின் திசையன்,ಇ-ವೆಕ್ಟರ್
சமத்துவம்,ಸಮಾನತೆ
விதிவிலக்கு கையாளுதல்,ವಿನಾಯಿತಿ ನಿರ್ವಹಣೆ
கூடுதல் இரைச்சல் விகிதம்,ಹೆಚ್ಚುವರಿ ಶಬ್ದ ಅನುಪಾತ
மூன்று குறியீடு,ಟ್ರಿಪಲ್ ಕೋಡ್
தூண்டுதல் அட்டவணை,ಪ್ರಚೋದನೆ ಕೋಷ್ಟಕ
எதிரொலி XOR வாயில்,ಪ್ರತಿಧ್ವನಿ XOR ಗೇಟ್
செயல்படுத்தும் மென்பொருள்,ಮರಣದಂಡನೆ ಸಾಫ್ಟ್ವೇರ್
மரணதண்டனை நகர்வு,ಮರಣದಂಡನೆ ಚಲನೆ
செயல்படுத்தும் நேரம்,ಮರಣದಂಡನೆ ಸಮಯ
பிரத்தியேக நார் கேட்,ವಿಶೇಷವಾದ ನಾರ್ ಗೇಟ್
ஒளிபரப்பாளர்,ಪ್ರಸಾರಕ
அதிவேக சிதைவு,ಘಾತೀಯ ಕೊಳೆತ
அதிவேக டையோடு,ಘಾತೀಯ ಡಯೋಡ್
அதிவேக ஃபோரியர் தொடர்,ಘಾತೀಯ ಫೋರಿಯರ್ ಸರಣಿ
அதிவேக செயல்பாடு,ಘಾತೀಯ ಕಾರ್ಯ
வெளிப்புற அதிர்வெண் எதிர்ப்பு,ಬಾಹ್ಯ ಆವರ್ತನ ಪ್ರತಿರೋಧ
மிக அதிக அதிர்வெண்,ಅತಿ ಹೆಚ್ಚಿನ ಆವರ್ತನ
உயர் திறன்,ಹೆಚ್ಚಿನ ಸಾಮರ್ಥ್ಯ
மிகக் குறுகிய அதிர்வெண்,ಬಹಳ ಕಡಿಮೆ ಆವರ್ತನ
கடத்தாத குறைக்கடத்தி,ತೂರಲಾಗದ ಅರೆವಾಹಕ
திறந்த கோப்பு,ಫೈಲ್ ತೆರೆಯಿರಿ
குறைக்கடத்தி உற்பத்தி,ಅರೆವಾಹಕ ತಯಾರಿಕೆ
ஃபேப்ரி பெரோ ரெசனேட்டர்,ಫ್ಯಾಬ್ರಿ ಪೆರೋ ರೆಸೋನೇಟರ್
குழு,ಫಲಕ
பெருக்கி,ಗುಣಕ
காரணியான,ಅಪವರ್ತನೀಯ
லாகுனா,ಮಂತ್ರಾಕ್ಷತೆ
தணிவு,ಕ್ಷೀಣತೆ
தணிவு,ಕ್ಷೀಣತೆ
ஃபாஹி ஒருதலைப்பட்ச ஊடுருவல் அளவிடுபவர்,ಫಾಹಿ ಏಕಪಕ್ಷೀಯ ಪ್ರವೇಶಸಾಧ್ಯತೆ ಮಾಪಕ
தோல்வி,ವೈಫಲ್ಯ
தோல்வி முறை,ವಿಫಲ ಮೋಡ್
தோல்வி விகிதம்,ವಿಫಲತೆಯ ದರ
சிகப்பு குழந்தை செமிகண்டக்டர்,ಫೇರ್ ಚೈಲ್ಡ್ ಸೆಮಿಕಂಡಕ್ಟರ್
வீழ்ச்சி காலம்,ಶರತ್ಕಾಲದ ಅವಧಿ
பதி கலாட் கோர்,ಪತಿ ಕಾಲಡ್ ಕೋರ್
பேட் கோர்,ಪ್ಯಾಟ್ ಕೋರ್
சரிவு,ಕುಸಿತ
பொய்,ಸುಳ್ಳು
மடித்த காகிதம்,ಮಡಿಸಿದ ಕಾಗದ
உள்ளீடு,ಇನ್ಪುಟ್
வெளியீட்டு எண்,ಸಂಚಿಕೆ ಸಂಖ್ಯೆ
ஃபாரட்,ಫರಾದ್
ஃபாரடே விளைவு,ಫ್ಯಾರಡೆ ಪರಿಣಾಮ
ஃபாரடே சுழற்சி,ಫ್ಯಾರಡೆ ತಿರುಗುವಿಕೆ
ஃபாரடே திரை,ಫ್ಯಾರಡೆ ಪರದೆ
ஃபாரடே மாறிலி,ಫ್ಯಾರಡೆ ಸ್ಥಿರ
ஃபாரடேயின் சட்டம்,ಫ್ಯಾರಡೆ ಕಾನೂನು
பிரதி,ಪ್ರತಿಕೃತಿ
பிரதி பெறுபவர்,ಪ್ರತಿಕೃತಿ ರಿಸೀವರ್
பிரதி தொடர்பாளர்,ಪ್ರತಿಕೃತಿ ಸಂವಹನಕಾರ
பிரதி,ಪ್ರತಿಕೃತಿ
பிரதி சமிக்ஞை,ಪ್ರತಿಕೃತಿ ಸಂಕೇತ
கூர்மையான கோர்,ಚೂಪಾದ ಕೋರ್
விரைவான நான்கு உருமாற்றம்,ತ್ವರಿತ ನಾಲ್ಕು ರೂಪಾಂತರ
கப்பல் ரசீது டிங்காரி,ಹಡಗು ರಶೀದಿ ದಿನಕಾರಿ
கோப்பு ஒதுக்கீடு அட்டவணை,ಫೈಲ್ ಹಂಚಿಕೆ ವೇಳಾಪಟ್ಟಿ
கொடிய பிழை,ಗಂಭೀರವಾದ ತಪ್ಪು
பெற்றோர் கோப்பு,ಮೂಲ ಫೈಲ್
உள்ளீடு,ಇನ್ಪುಟ್
"தவறு, தவறு","ತಪ್ಪು, ತಪ್ಪು"
தவறு பகுப்பாய்வு,ದೋಷ ವಿಶ್ಲೇಷಣೆ
தவறு மதிப்பீடு,ತಪ್ಪು ರೇಟಿಂಗ್
தவறு உள்ளூர்மயமாக்கல்,ದೋಷ ಸ್ಥಳೀಕರಣ
உள்ளூர் பாலத்தின் தவறு,ಸ್ಥಳೀಯ ಸೇತುವೆ ದೋಷ
தவறு வடிகட்டி மாற்று,ದೋಷ ಫಿಲ್ಟರ್ ಟಾಗಲ್
வீழ்ச்சி சகிப்புத்தன்மை,ಪತನ ಸಹಿಷ್ಣುತೆ
ஃபேனோவின் அல்காரிதம்,ಫ್ಯಾನೋ ಅಲ್ಗಾರಿದಮ್
வெளியீட்டு எண்,ಸಂಚಿಕೆ ಸಂಖ್ಯೆ
வெளியீடு எண் மரம்,ಸಂಚಿಕೆ ಸಂಖ್ಯೆ ಮರ
தொலைநகல்,ಫ್ಯಾಕ್ಸ್
கோப்பு கலவை,ಫೈಲ್ ಸಂಯೋಜನೆ
எஃப் இணைப்பான்,ಎಫ್ ಕನೆಕ್ಟರ್
அதிர்வெண் பிரிவு மல்டிபிளெக்சர்,ಆವರ್ತನ ವಿಭಾಗ ಮಲ್ಟಿಪ್ಲೆಕ್ಸರ್
FEC குறியீடு,FEC ಕೋಡ್
ஃபெடரல் கம்யூனிகேஷன்ஸ் கமிஷன்,ಫೆಡರಲ್ ಕಮ್ಯುನಿಕೇಷನ್ಸ್ ಕಮಿಷನ್
மறு முதலீட்டு வளைய ஆதாயம்,ಮರುಹೂಡಿಕೆ ಲೂಪ್ ಲಾಭ
வலுவிழந்த காந்தப் பொருள்,ದುರ್ಬಲಗೊಂಡ ಕಾಂತೀಯ ವಸ್ತು
உள்ளீடு,ಇನ್ಪುಟ್
மறு முதலீட்டு மகசூல்,ಮರುಹೂಡಿಕೆ ಇಳುವರಿ
வாழ்வாதார இழப்பு,ಜೀವನಾಂಶ ನಷ್ಟ
மறு முதலீடு,ಮರುಹೂಡಿಕೆ
மறு முதலீட்டு பெருக்கி,ಮರುಹೂಡಿಕೆ ಆಂಪ್ಲಿಫಯರ್
மறு அறிமுகம் சிதைவு,ಮರುಪರಿಚಯ ಅಸ್ಪಷ್ಟತೆ
மறு முதலீட்டுத் தொகுதி வரைபடம்,ಮರುಹೂಡಿಕೆ ಬ್ಲಾಕ್ ರೇಖಾಚಿತ್ರ
மறுமுதலீடு ஸ்ட்ரீம் வரைபடம்,ಮರುಹೂಡಿಕೆಯ ಸ್ಟ್ರೀಮ್ ರೇಖಾಚಿತ್ರ
மறுசீரமைப்பு வளையம்,ಮರುಸ್ಥಾಪನೆ ಲೂಪ್
மறுமுதலீடு ஆஸிலேட்டர்,ಮರುಹೂಡಿಕೆ ಆಂದೋಲಕ
மறு முதலீட்டு இனம்,ಮರುಹೂಡಿಕೆ ರೇಸ್
மறுமுதலீடு இடப்பெயர்ச்சிப் பதிவு,ಮರುಹೂಡಿಕೆ ಸ್ಥಳಾಂತರ ನೋಂದಣಿ
மறு முதலீட்டு கொள்கை வரைபடம்,ಮರುಹೂಡಿಕೆ ತತ್ವ ರೇಖಾಚಿತ್ರ
மறு அறிமுகம் மின்னழுத்த வரைபடம்,ಮರುಪರಿಚಯ ವೋಲ್ಟೇಜ್ ರೇಖಾಚಿತ್ರ
ஃபெர்மி நிலை,ಫೆರ್ಮಿ ಮಟ್ಟ
பெர்ரிக் தூண்டி,ಫೆರಿಕ್ ಇಂಡಕ್ಟರ್
ஃபெரைட்,ಫೆರೈಟ್
ஃபெரைட் ஆண்டெனா,ಫೆರೈಟ್ ಆಂಟೆನಾ
