Malayalam,Kannada
കമ്പ്യൂട്ടർ കോൺഫിഗറേഷൻ,ಕಂಪ್ಯೂಟರ್ ಸಂರಚನೆ
കമ്പ്യൂട്ടർ കൺസോൾ,ಕಂಪ್ಯೂಟರ್ ಕನ್ಸೋಲ್
കമ്പ്യൂട്ടർ നിയന്ത്രണം,ಕಂಪ್ಯೂಟರ್ ನಿಯಂತ್ರಣ
കമ്പ്യൂട്ടർ കുറ്റകൃത്യം,ಕಂಪ್ಯೂಟರ್ ಅಪರಾಧ
കമ്പ്യൂട്ടർ ക്രിപ്റ്റോഗ്രഫി,ಕಂಪ್ಯೂಟರ್ ಕ್ರಿಪ್ಟೋಗ್ರಫಿ
കമ്പ്യൂട്ടർ ആശ്രിതനായ ഭാഷ,ಕಂಪ್ಯೂಟರ್-ಅವಲಂಬಿತ ಭಾಷೆ
കമ്പ്യൂട്ടർ ഡൊമെയ്ൻ,ಕಂಪ್ಯೂಟರ್ ಡೊಮೇನ್
കമ്പ്യൂട്ടർ ഡ്യുപ്ലെക്സ്,ಕಂಪ್ಯೂಟರ್ ಡ್ಯುಪ್ಲೆ
കമ്പ്യൂട്ടർ സമവാക്യം,ಕಂಪ್ಯೂಟರ್ ಸಮೀಕರಣ
കമ്പ്യൂട്ടർ വിദഗ്ദ്ധൻ,ಕಂಪ್ಯೂಟರ್ ತಜ್ಞ
കമ്പ്യൂട്ടർ ഫോർമാറ്റിംഗ്,ಕಂಪ್ಯೂಟರ್ ಫಾರ್ಮ್ಯಾಟಿಂಗ್
കമ്പ്യൂട്ടർ ഗെയിം,ಕಂಪ್ಯೂಟರ್ ಆಟ
കമ്പ്യൂട്ടർ സൃഷ്ടിച്ച മാപ്പ്,ಕಂಪ್ಯೂಟರ್-ರಚಿತ ನಕ್ಷೆ
കമ്പ്യൂട്ടർ തലമുറ,ಕಂಪ್ಯೂಟರ್ ಉತ್ಪಾದನೆ
കമ്പ്യൂട്ടർ ഗ്രാഫിക്സ്,ಕಂಪ್ಯೂಟರ್ ಗ್ರಾಫಿಕ್ಸ್
കമ്പ്യൂട്ടർ ഹാർഡ്വെയർ,ಕಂಪ್ಯೂಟರ್ ಯಂತ್ರ
കമ്പ്യൂട്ടർ സ്വതന്ത്ര ഭാഷ,ಕಂಪ್ಯೂಟರ್ ಸ್ವತಂತ್ರ ಭಾಷೆ
കമ്പ്യൂട്ടർ നിര്ദ്ദേശം,ಕಂಪ್ಯೂಟರ್ ಸೂಚನೆ
കന്വൂട്ടര്  ഇൻസ്ട്രക്ഷൻ കോഡ്,ಕಂಪ್ಯೂಟರ್  ಸೂಚನಾ ಸಂಕೇತ
കന്വൂട്ടര്  നിർദ്ദേശ സെറ്റ്,ಕಂಪ್ಯೂಟರ್  ಬೋಧನಾ ನಿಗದಿ
കന്വൂട്ടര്  ഇന്റർഫേസ് യൂണിറ്റ്,ಕಂಪ್ಯೂಟರ್  ಇಂಟರ್ಫೇಸ್ ಘಟಕ
കമ്പ്യൂട്ടറിസ്റ്റ്,ಗಣಕವಾದಿ
കമ്പ്യൂട്ടറൈസേഷൻ,ಗಣಕೀಕರಣ
കമ്പ്യൂട്ടർ ഭാഷ,ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ
കന്വൂട്ടര്  ഭാഷാ ചിഹ്നം,ಕಂಪ್ಯೂಟರ್  ಭಾಷಾ ಚಿಹ್ನೆ
കമ്പ്യൂട്ടർ പഠനം,ಕಂಪ್ಯೂಟರ್ ಕಲಿಕೆ
കമ്പ്യൂട്ടർ കത്ത്,ಕಂಪ್ಯೂಟರ್ ಅಕ್ಷರ
കമ്പ്യൂട്ടർ പരിമിത,ಕಂಪ್ಯೂಟರ್ ಲಿಮಿಟೆಡ್
കന്വൂട്ടര്  പരിപാലനം,ಕಂಪ್ಯೂಟರ್  ನಿರ್ವಹಣೆ
കന്വൂട്ടര്  ചുറ്റിനടന്നത്  നിര്ദ്ദേശം,ಕಂಪ್ಯೂಟರ್  ನಿರ್ವಹಿಸಿದ  ಸೂಚನಾ
കന്വൂട്ടര്  മൈക്രോഗ്രാഫിക്സ്,ಕಂಪ್ಯೂಟರ್  ಮೈಕ್ರೋಗ್ರಾಫಿಕ್ಸ್
കമ്പ്യൂട്ടർ സംഗീതം,ಕಂಪ್ಯೂಟರ್ ಸಂಗೀತ
കമ്പ്യൂട്ടർ ശൃംഖല,ಗಣಕಯಂತ್ರದ ಜಾಲ
കമ്പ്യൂട്ടർ സംഖ്യാ നിയന്ത്രണം,ಕಂಪ್ಯೂಟರ್ ಸಂಖ್ಯಾ ನಿಯಂತ್ರಣ
കമ്പ്യൂട്ടർ പ്രവർത്തനം,ಕಂಪ್ಯೂಟರ್ ಕಾರ್ಯಾಚರಣೆ
കമ്പ്യൂട്ടർ ഓറിയന്റഡ് ഭാഷ,ಕಂಪ್ಯೂಟರ್ ಆಧಾರಿತ ಭಾಷೆ
കമ്പ്യൂട്ടർ .ട്ട്പുട്ട്,ಕಂಪ್ಯೂಟರ್ output ಟ್ಪುಟ್
കമ്പ്യൂട്ടർ output ട്ട്പുട്ട് മൈക്രോഫിലിം,ಕಂಪ್ಯೂಟರ್ output ಟ್ಪುಟ್ ಮೈಕ್ರೋಫಿಲ್ಮ್
കമ്പ്യൂട്ടർ പ്രകടനം,ಕಂಪ್ಯೂಟರ್ ಪರ್ಫಾರ್ಮೆನ್ಸ್
കമ്പ്യൂട്ടർ പ്രിന്റർ,ಕಂಪ್ಯೂಟರ್ ಮುದ್ರಕ
കമ്പ്യൂട്ടർ പ്രോഗ്രാം,ಕಂಪ್ಯೂಟರ್ ಕಾರ್ಯಕ್ರಮ
കമ്പ്യൂട്ടർ പ്രോഗ്രാം വ്യാഖ്യാനം,ಕಂಪ್ಯೂಟರ್ ಪ್ರೋಗ್ರಾಂ ಟಿಪ್ಪಣಿ
കമ്പ്യൂട്ടർ പ്രോഗ്രാം ഉത്ഭവം,ಕಂಪ್ಯೂಟರ್ ಪ್ರೋಗ್ರಾಂ ಮೂಲ
കമ്പ്യൂട്ടർ സയൻസ്,ಗಣಕ ಯಂತ್ರ ವಿಜ್ಞಾನ
കമ്പ്യൂട്ടർ സുരക്ഷ,ಕಂಪ್ಯೂಟರ್ ಸುರಕ್ಷತೆ
കമ്പ്യൂട്ടർ പങ്കിടൽ,ಕಂಪ್ಯೂಟರ್ ಹಂಚಿಕೆ
കമ്പ്യൂട്ടർ സിമുലേഷൻ,ಕಂಪ್ಯೂಟರ್ ಸಿಮ್ಯುಲೇಶನ್
കമ്പ്യൂട്ടർ സിമുലേറ്റർ,ಕಂಪ್ಯೂಟರ್ ಸಿಮ್ಯುಲೇಟರ್
കമ്പ്യൂട്ടർ സോഫ്റ്റ് വെയർ,ಕಂಪ್ಯೂಟರ್ ಸಾಫ್ಟ್‌ವೇರ್
കമ്പ്യൂട്ടർ സ്പെഷ്യലിസ്റ്റ്,ಕಂಪ್ಯೂಟರ್ ತಜ್ಞ
കമ്പ്യൂട്ടർ സിസ്റ്റം,ಗಣಕಯಂತ್ರ ವ್ಯವಸ್ಥೆ
കമ്പ്യൂട്ടർ സിസ്റ്റം ഓഡിറ്റ്,ಕಂಪ್ಯೂಟರ್ ಸಿಸ್ಟಮ್ ಲೆಕ್ಕಪರಿಶೋಧನೆ
കമ്പ്യൂട്ടർ സാങ്കേതികവിദ്യ,ಕಂಪ್ಯೂಟರ್ ತಂತ್ರಜ್ಞಾನ
കമ്പ്യൂട്ടർ ടെർമിനൽ,ಕಂಪ್ಯೂಟರ್ ಟರ್ಮಿನಲ್
കമ്പ്യൂട്ടർ സമയം,ಕಂಪ್ಯೂಟರ್ ಸಮಯ
കമ്പ്യൂട്ടർ വാക്ക്,ಕಂಪ್ಯೂಟರ್ ಪದ
കമ്പ്യൂട്ടിംഗ് കേന്ദ്രം,ಗಣನ ಕೇಂದ್ರ
കമ്പ്യൂട്ടിംഗ് ഘടകം,ಕಂಪ್ಯೂಟಿಂಗ್ ಅಂಶ
കമ്പ്യൂട്ടിംഗ് പവർ,ಕಂಪ್ಯೂಟಿಂಗ್ ಶಕ್ತಿ
കമ്പ്യൂട്ടിംഗ് സിസ്റ്റം,ಗಣನ ವ್ಯವಸ್ಥೆ
സംയോജിതമാക്കുക,ಸಮಾಧಾನ
സംയോജിത ഡാറ്റ സെറ്റ്,ಒಗ್ಗೂಡಿಸಿದ ಡೇಟಾ ಸೆಟ್
സംയോജിത കീ,ಒಗ್ಗೂಡಿಸಿದ ಕೀ
കണിതത,ಒಗ್ಗೂಡಿಸುವಿಕೆ
സംയോജന സ്വഭാവം,ಒಗ್ಗೂಡಿಸುವ ಪಾತ್ರ
ഏകാഗത സന്ദേശം,ಸಾಂದ್ರೀಕೃತ ಸಂದೇಶ
ഏകാഗത,ಏಕಾಗ್ರತೆ
ഏകാഗത,ಸಾಂದ್ರೀಕರಣಕಾರ
കോൺസെൻട്രേറ്റർ ടെർമിനൽ ബഫർ,ಸಾಂದ್ರಕ ಟರ್ಮಿನಲ್ ಬಫರ್
കൺസെപ്റ്റ് പഠനം,ಪರಿಕಲ್ಪನಾ ಕಲಿಕೆ
ആശയപരമായ മോഡൽ,ಪರಿಕಲ್ಪನಾ ಮಾದರಿ
അനുബന്ധം,ಒಗ್ಗೂಡಿಸುವಿಕೆ
യോജിച്ച,ಹೊಂದಿಕೆಯಿರುವ
യോജിച്ച,ಏಕಕಾಲದಲ್ಲಿ
ഒരേസമയം പ്രവർത്തനം,ಏಕಕಾಲೀನ ಕಾರ್ಯಾಚರಣೆ
ഇക്കോട്രന്റ് പ്രോസസ്സിംഗ്,ಏಕಕಾಲೀನ ಸಂಸ್ಕರಣೆ
സോപാധിക അസംബ്ലി,ಷರತ್ತುಬದ್ಧ ಜೋಡಣೆ
സോപാധികമായ അസംബ്ലി എക്സ്പ്രഷൻ,ಷರತ್ತುಬದ್ಧ ಜೋಡಣೆ ಅಭಿವ್ಯಕ್ತಿ
സോപാധികമായ നിയമസഭാ നിർദ്ദേശം,ಷರತ್ತುಬದ್ಧ ಜೋಡಣೆ ಸೂಚನೆ
സോപാധിക ബ്രാഞ്ച് നിർദ്ദേശം,ಷರತ್ತುಬದ್ಧ ಶಾಖೆ ಸೂಚನೆ
സോപാധിക ബ്രേക്ക്പോയിന്റ്,ಷರತ್ತುಬದ್ಧ ಬಿಂದುವನ್ನು
സോപാധികമായ,ಷರತ್ತುಬದ್ಧ
സോപാധിക ബ്രേക്ക്പോയിന്റ് നിർദ്ദേശം,ಷರತ್ತುಬದ್ಧ ಬ್ರೇಕ್‌ಪಾಯಿಂಟ್ ಸೂಚನೆ
സോപാധിക എൻട്രോപ്പി,ಷರತ್ತುಬದ್ಧ ಎಂಟ್ರೊಪಿ
സോപാധിക പദപ്രയോഗം,ಷರತ್ತುಬದ್ಧ ಅಭಿವ್ಯಕ್ತಿ
സോപാധിക ഐസിഷൻ പ്രവർത്തനം,ಷರತ್ತುಬದ್ಧ ಸೂಚನೆ ಕಾರ್ಯಾಚರಣೆ
സോപാധിക വിവര ഉള്ളടക്കം,ಷರತ್ತುಬದ್ಧ ಮಾಹಿತಿ ವಿಷಯ
സോപാധിക ജമ്പ്,ಷರತ್ತುಬದ್ಧ ಜಿಗಿತ
സോപാധിക ജമ്പ് നിർദ്ദേശം,ಷರತ್ತುಬದ್ಧ ಜಂಪ್ ಸೂಚನೆ
സോപാധിക ഓപ്പറേറ്റർ,ಷರತ್ತುಬದ್ಧ ನಿರ್ವಾಹ
സോപാധിക പ്രസ്താവന,ಷರತ್ತುಬದ್ಧ ಹೇಳಿಕೆ
സോപാധിക സ്റ്റോപ്പ് നിർദ്ദേശം,ಷರತ್ತುಬದ್ಧ ನಿಲುಗಡೆ ಸೂಚನೆ
സോപാധിക കൈമാറ്റ നിർദ്ദേശം,ಷರತ್ತುಬದ್ಧ ವರ್ಗಾವಣೆ ಸೂಚನೆ
സോപാധിക വേരിയബിൾ,ಷರತ್ತುಬದ್ಧ ವೇರಿಯಬಲ್
കണ്ടീഷൻ സെൽ,ಷರತ್ತು ಕೋಶ
അവസ്ഥ കോഡ്,ಷರತ್ತು ಸಂಹಿತೆ
കണ്ടീഷൻ ചെയ്ത സർക്യൂട്ട്,ನಿಯಮಾಧೀನ ಸರ್ಕ್ಯೂಟ್
കണ്ടീഷനിംഗ്,ಷರತ್ತು
കണ്ടീഷനിംഗ് ഉപകരണങ്ങൾ,ಷರತ್ತು ಉಪಕರಣಗಳು
അവസ്ഥ പട്ടിക,ಷರತ್ತು ಪಟ್ಟಿ
അവസ്ഥയുടെ പേര്,ಷರತ್ತು ಹೆಸರು
കണ്ടീഷന്റെ പേര് അവസ്ഥ,ಷರತ್ತು ಹೆಸರು ಷರತ್ತು
അവസ്ഥ പ്രിഫിക്സ്,ಷರತ್ತು ಪೂರ್ವಪ್ರತ್ಯಯ
കോൺഫറൻസ് നിയന്ത്രണം (= സംവേദനക്ഷമത നിയന്ത്രണം),ಕಾನ್ಫರೆನ್ಸ್ ಕಂಟ್ರೋಲ್ (= ಸೂಕ್ಷ್ಮತೆ ನಿಯಂತ್ರಣ)
അത്മവിശ്വാസത്തിന്റെ അളവ്,ಆತ್ಮವಿಶ್ವಾಸದ ಮಟ್ಟ
രഹസ്യാത്മകത,ಮನಸ್ತಂತಿಸುವಿಕೆ
കോൺഫിഗറേഷൻ,ಸಂರಚನೆ
കോൺഫിഗറേഷൻ വിഭാഗം,ಸಂರಚನಾ ವಿಭಾಗ
സ്ഥിരീകരണം,ದೃಢೀಕರಣ
ആശയക്കുഴപ്പം മാട്രിക്സ്,ಗೊಂದಲ ಮ್ಯಾಟ್ರಿಕ್ಸ್
നിബിഡത,ದಸಸನ
സംയോജിപ്പിക്കുക,ಸಂಯೋಗ
കണക്റ്റുചെയ്ത റഫറൻസ്,ಸಂಪರ್ಕಿತ ಉಲ್ಲೇಖ
ബന്ധിപ്പിച്ച സംഭരണം,ಸಂಪರ್ಕಿತ ಸಂಗ್ರಹಣೆ
കണക്റ്റ് പ്രവർത്തനം,ಕಾರ್ಯವನ್ನು ಸಂಪರ್ಕಿಸಿ
ക്രമീകരണം ബന്ധിപ്പിക്കുന്നു,ವ್ಯವಸ್ಥೆಯನ್ನು ಸಂಪರ್ಕಿಸಲಾಗುತ್ತಿದೆ
ക്രമീകരണ സേവനം ബന്ധിപ്പിക്കുന്നു,ವ್ಯವಸ್ಥೆಯ ಸೇವೆಯನ್ನು ಸಂಪರ್ಕಿಸಲಾಗುತ್ತಿದೆ
കൂട്ടുകെട്ട്,ಸಂಪರ್ಕ
കണക്റ്റീവ്,ಸಂಯೋಜಕ
കണക്റ്റർ,ಸಂಪರ್ಕ
കണക്റ്റുചെയ്യുക,ಸಮಯವನ್ನು ಸಂಪರ್ಕಿಸಿ
തുടർച്ചകരമായ,ಸತತ
തുടർച്ചയായ പ്രവർത്തനം,ಸತತ ಕಾರ್ಯಾಚರಣೆ
തുടർച്ചയായ ശ്രേണി കമ്പ്യൂട്ടർ,ಸತತ ಅನುಕ್ರಮ ಕಂಪ್ಯೂಟರ್
പരിണതഫലങ്ങൾ സ്ഥിരത പരിശോധന കണ്ടെത്തുന്നു,ಸ್ಥಿರತೆ ಪರಿಶೀಲನೆಯನ್ನು ಕಂಡುಹಿಡಿಯುವುದು
കൺസോൾ,ಗಡಿ
കൺസോൾ വേഡ് പ്രോസസ്സിംഗ് ഉപകരണങ്ങൾ,ಕನ್ಸೋಲ್ ವರ್ಡ್-ಪ್ರೊಸೆಸಿಂಗ್ ಉಪಕರಣಗಳು
ഏകീകരണം,ಬಲವರ್ಧನೆ
കൺകോളിഡേറ്റർ,ಸಮಾಧಾನಕಾರ
സ്ഥിരമായ ഏരിയ,ಸ್ಥಿರ ಪ್ರದೇಶ
സ്ഥിരമായ നിർദ്ദേശം,ಸ್ಥಿರ ಸೂಚನೆ
നിരന്തരമായ നീളം ഫീൽഡ്,ಸ್ಥಿರ ಉದ್ದದ ಕ್ಷೇತ್ರ
നിരന്തരമായ റാനു കോഡ് കോഡ്,ಸ್ಥಿರ ಅನುಪಾತ ಸಂಕೇತ
സ്ഥിരമായ സംഭരണം,ಸ್ಥಿರ ಸಂಗ್ರಹಣೆ
സ്ഥിരമായ വാക്ക്,ಸ್ಥಿರ ಪದ
നിയന്ത്രിത സെറ്റ്,ನಿರ್ಬಂಧಿತ ಸೆಟ್
നിയന്ത്രണം,ನಿರ್ಬಂಧ
വാചകം അടങ്ങിയിരിക്കുന്നു,ಪಠ್ಯವನ್ನು ಒಳಗೊಂಡಿದೆ
സന്തുഷ്ടമായ,ಕಲೆ
ഉള്ളടക്കം അഭിസംബോധന ചെയ്ത സംഭരണം (= അസോസിയേറ്റീവ് സ്റ്റോറേജ്),ವಿಷಯ ವಿಳಾಸ ಸಂಗ್ರಹಣೆ (= ಸಹಾಯಕ ಸಂಗ್ರಹ)
ഉള്ളടക്ക വിശകലനം,ವಿಷಯ ವಿಶ್ಲೇಷಣೆ
തർക്കം,ವಿವೇಚನೆ
തർക്ക സംവിധാനം,ವಿವಾದಾಸ್ಥೆ
ഉള്ളടക്ക പട്ടിക,ವಿಷಯಗಳ ಪಟ್ಟಿ
സന്ദര്ഭം,ಸನ್ನಿವೇಶ
സന്ദർഭ എഡിറ്റിംഗ്,ಸಂದರ್ಭ ಸಂಪಾದನೆ
സന്ദർഭ എഡിറ്റർ,ಸಂದರ್ಭ ಸಂಪಾದಕ
സന്ദർഭം രഹിത ഭാഷ,ಸಂದರ್ಭ ಮುಕ್ತ ಭಾಷೆ
സന്ദർഭം സ്വതന്ത്ര ഘടന,ಸಂದರ್ಭ ಮುಕ್ತ ರಚನೆ
സന്ദർഭം സെൻസിറ്റീവ് ഭാഷ,ಸಂದರ್ಭ ಸೂಕ್ಷ್ಮ ಭಾಷೆ
സന്ദർഭോചിത പ്രഖ്യാപനം,ಸಂದರ್ಭೋಚಿತ ಘೋಷಣೆ
ആകസ്മിക നടപടിക്രമം,ಆಕಸ್ಮಿಕ ವಿಧಾನ
തുടർച്ച കാർഡ്,ಮುಂದುವರಿಕೆ ಚೀಟಿ
തുടർച്ച പരിശോധന,ನಿರಂತರ ಪರಿಶೀಲನೆ
തുടർച്ചയായ രൂപം,ನಿರಂತರ ರೂಪ
തുടർച്ചയായ ഫോം കാർഡ്,ನಿರಂತರ ಫಾರ್ಮ್ ಕಾರ್ಡ್
തുടർച്ചയായ ഫോമുകൾ പേപ്പർ,ನಿರಂತರ ರೂಪಗಳ ಕಾಗದ
തുടർച്ചയായ പ്രക്രിയ നിയന്ത്രണം,ನಿರಂತರ ಪ್ರಕ್ರಿಯೆ ನಿಯಂತ್ರಣ
തുടർച്ചയായ സിമുലേഷൻ,ನಿರಂತರ ಸಿಮ್ಯುಲೇಶನ್
തുടർച്ചയായ സിസ്റ്റം മോഡലിംഗ് പ്രോഗ്രാം,ನಿರಂತರ ಸಿಸ್ಟಮ್ ಮಾಡೆಲಿಂಗ್ ಪ್ರೋಗ್ರಾಂ
തുടർച്ചയായ സിസ്റ്റം സിമുലേഷൻ ഭാഷ,ನಿರಂತರ ಸಿಸ್ಟಮ್ ಸಿಮ್ಯುಲೇಶನ್ ಭಾಷೆ
കോണ്ടൂർ മോഡൽ,ಬಾಹ್ಯರೇಖೆಯ ಮಾದರಿ
അന്തരം,ಇದಕ್ಕೆ ವಿರುದ್ಧವಾಗಿ
സ്വമേധയാ മൂർച്ചയുള്ള,ವ್ಯತಿರಿಕ್ತ ತೀಕ್ಷ್ಣಗೊಳಿಸುವಿಕೆ
ഭരണം,ನಿಯಂತ್ರಣ
നിയന്ത്രണ പ്രദേശം,ನಿಯಂತ್ರಣ ಪ್ರದೇಶ
കൺട്രോൾ ബിറ്റ്,ನಿಯಂತ್ರಣ ಬಿಟ್
നിയന്ത്രണ ബ്ലോക്ക്,ನಿಯಂತ್ರಣ ಬ್ಲಾಕ್
നിയന്ത്രണ ബസ്,ನಿಯಂತ್ರಣ ಬಸು
നിയന്ത്രിക്കുക,ನಿಯಂತ್ರಣ ಬೈಟ್
കാർഡ് നിയന്ത്രിക്കുക,ನಿಯಂತ್ರನೆ
പ്രതീകം നിയന്ത്രിക്കുക,ನಿಯಂತ್ರಣ ಅಕ್ಷರ
നിയന്ത്രണ സർക്യൂട്ട്,ನಿಯಂತ್ರಣ ವಿವರಣೆ
കൺട്രോൾ ക്ലർക്ക്,ನಿಯಂತ್ರಣ ಗುಮಾಸ್ತ
കമാൻഡ് ഭാഷ നിയന്ത്രിക്കുക,ಆಜ್ಞಾ ಭಾಷೆ
കൺട്രോൾ കമ്പ്യൂട്ടർ,ನಿಯಂತ್ರಣ ಕಂಪ್ಯೂಟರ್
നിയന്ത്രണ ക .ണ്ടർ,ನಿಯಂತ್ರಣ ಕೇಂದ್ರ
നിയന്ത്രണ ചക്രം,ನಿಯಂತ್ರಣ ಚಕ್ರ
ഡാറ്റ നിയന്ത്രിക്കുക,ನಿಯಂತ್ರಣ ದತ್ತಾಂಶ
നിഘണ്ടു നിയന്ത്രിക്കുക,ನಿಯಂತ್ರಣ ನಿಘಂಟು
നിയന്ത്രണ എഞ്ചിനീയറിംഗ്,ನಿಯಂತ್ರಣ ಎಂಜಿನಿಯರಿಂಗ್
നിയന്ത്രണ ഫീൽഡ്,ನಿಯಂತ್ರಣ ಕ್ಷೇತ್ರ
ഫോർമാറ്റ് ഇനം നിയന്ത്രിക്കുക,ನಿಯಂತ್ರಣ ಸ್ವರೂಪ ಐಟಂ
നിയന്ത്രണ പ്രവർത്തനം,ನಿಯಂತ್ರಣ ಕಾರ್ಯ
ശീർഷകം നിയന്ത്രിക്കുക,ನಿಯಂತ್ರಣ ಶೀರ್ಷಿಕೆ
നിയന്ത്രണം ദ്വാരം,ನಿಯಂತ್ರಣ ರಂಧ್ರ
നിയന്ത്രിക്കുക,ನಿಯಂತ್ರಣ ಸೂಚನೆ
നിയന്ത്രണ നിർദ്ദേശ രജിസ്റ്റർ,ನಿಯಂತ್ರಣ ಸೂಚನಾ ರಿಜಿಸ್ಟರ್
ഭാഷ നിയന്ത്രിക്കുക,ನಿಯಂತ್ರಣ ಭಾಷೆ
നിയന്ത്രിത പാരാമീറ്റർ,ನಿಯಂತ್ರಿತ ನಿಯತಾಂಕ
നിയന്ത്രിത സംഭരണ ​​അലോക്കേഷൻ,ನಿಯಂತ್ರಿತ ಶೇಖರಣಾ ಹಂಚಿಕೆ
നിയന്ത്രിത വേരിയബിൾ,ನಿಯಂತ್ರಿತ ವೇರಿಯಬಲ್
നിയന്ത്രിത പദാവലി,ನಿಯಂತ್ರಿತ ಶಬ್ದಕೋಶ
കണ്ട്രോളർ,ನಿಯಂತ್ರಕ
കൺട്രോളർ പ്രവർത്തനം,ನಿಯಂತ್ರಕ ಕಾರ್ಯ
നിയന്ത്രണ രേഖ,ನಿಯಂತ್ರಣ ಮಾರ್ಗ
യുക്തി നിയന്ത്രിക്കുക,ನಿಯಂತ್ರಣ ತರ್ಕ
നിയന്ത്രണ ലൂപ്പ്,ನಿಯಂತ್ರಣ ಲೂಪ್
നിയന്ത്രണ മാർക്ക്,ನಿಯಂತ್ರಣ ಗುರುತು
നിയന്ത്രണ-മസാജ് ഡിസ്പ്ലേ,ನಿಯಂತ್ರಣ ಮಸುಕಾದ ಪ್ರದರ್ಶನ
മൈക്രോപ്രൊഗ്രാമിംഗ് നിയന്ത്രിക്കുക,ಮೈಕ್ರೊಪ್ರೋಗ್ರಾಮಿಂಗ್ ಅನ್ನು ನಿಯಂತ್ರಿಸಿ
നിയന്ത്രണ മോഡ്,ನಿಯಂತ್ರಣ ವಿಧಾನ
നിയന്ത്രണ നമ്പർ,ನಿಯಂತ್ರಣ ಸಂಖ್ಯೆ
ലക്ഷ്യം നിയന്ത്രിക്കുക,ನಿಯಂತ್ರಣ ಉದ್ದೇಶ
നിയന്ത്രണ പ്രവർത്തനം,ನಿಯಂತ್ರಣ ಕಾರ್ಯಾಚರಣೆ
കൺട്രോൾ ഓപ്പറേറ്റർ,ನಿಯಂತ್ರಣ ನಿರ್ವಾಹಕ
കൺട്രോൾ ഓപ്പറേറ്ററുടെ ടെർമിനൽ,ನಿಯಂತ್ರಣ ಆಪರೇಟರ್‌ನ ಟರ್ಮಿನಲ್
നിയന്ത്രണ പാനൽ,ನಿಯಂತ್ರಣಫಲಕ
നിയന്ത്രണ പോയിന്റ്,ನಿಯಂತ್ರಣ ಬಿಂದು
അച്ചടി നിയന്ത്രിക്കുക,ನಿಯಂತ್ರಣ ಮುದ್ರಣ
നിയന്ത്രണ പ്രോഗ്രാം,ನಿಯಂತ್ರಣ ಕಾರ್ಯಕ್ರಮ
പഞ്ച് നിയന്ത്രിക്കുക,ನಿಯಂತ್ರಣ ಪಂಚ್
റെക്കോർഡ് നിയന്ത്രിക്കുക,ನಿಯಂತ್ರಣ ದಾಖಲೆ
നിയന്ത്രണ രജിസ്റ്റർ,ನಿಯಂತ್ರಣ ನೋಂದಣಿ
പതിവ് നിയന്ത്രിക്കുക,ನಿಯಂತ್ರಣ ದಿನಚರಿ
നിയന്ത്രണ വിഭാഗം,ನಿಯಂತ್ರಣ ವಿಭಾಗ
ശ്രേണി നിയന്ത്രിക്കുക,ನಿಯಂತ್ರಣ ಅನುಕ್ರಮ
നിയന്ത്രണ സവിശേഷത,ನಿಯಂತ್ರಣ ವಿವರಣೆ
നിയന്ത്രണ സ്റ്റാക്ക്,ನಿಯಂತ್ರಣ ಸ್ಟ್ಯಾಕ್
നിലപാട് നിയന്ത്രിക്കുക,ನಿಯಂತ್ರಣ ಮಾನದಂಡ
നിയന്ത്രണ പ്രസ്താവന,ನಿಯಂತ್ರಣ ಹೇಳಿಕೆ
നിയന്ത്രണ കേന്ദ്രം,ನಿಯಂತ್ರಣ ಕೇಂದ್ರ
നിയന്ത്രണ സംഭരണം,ನಿಯಂತ್ರಣ ಸಂಗ್ರಹಣೆ
നിയന്ത്രണ സംഭരണം സംരക്ഷിക്കുക,ನಿಯಂತ್ರಣ ಸಂಗ್ರಹ ಉಳಿಸಿ
നിയന്ത്രണ സ്വിച്ച്,ನಿಯಂತ್ರಣ ಬದಲಾಯಿಸು
നിയന്ത്രണ സംവിധാനം,ನಿಯಂತ್ರಣ ವ್ಯವಸ್ಥೆಯ
നിയന്ത്രണ ടേപ്പ്,ನಿಯಂತ್ರಣ ಟೇಲ್
നിയന്ത്രണ രീതി,ನಿಯಂತ್ರಣ ತಂತ್ರ
ടെർമിനൽ നിയന്ത്രിക്കുക,ನಿಯಂತ್ರಣ ಟರ್ಮಿನಲ್
മൊത്തം നിയന്ത്രിക്കുക,ನಿಯಂತ್ರಣ ಒಟ್ಟು
ട്രാൻസ്ഫർ ട്രാൻസ്ഫർട്ട് സ്റ്റേറ്റ്മെന്റ്,ನಿಯಂತ್ರಣ ವರ್ಗಾವಣೆ ಹೇಳಿಕೆ
നിയന്ത്രണ യൂണിറ്റ്,ನಿಯಂತ್ರಣ ಘಟಕ
വേരിയബിൾ നിയന്ത്രിക്കുക,ನಿಯಂತ್ರಣ ವೇರಿಯಬಲ್
വോളിയം നിയന്ത്രിക്കുക,ನಿಯಂತ್ರಣ ಪ್ರಮಾಣ
വാക്ക് നിയന്ത്രിക്കുക,ನಿಯಂತ್ರಣ ಪದ
സമ്മേളനം,ಸಮಾವೇಶ
കൺവെൻഷൻ ഉപകരണങ്ങൾ,ಸಮಾವೇಶ ಸಾಧನ
ഒത്തുപണി,ಒಮ್ಮುಖವಾಗುವಿಕೆ
സംഭാഷണം,ಸಂಭಾಷಣೆ
സംഭാഷണം,ಸಂಭಾಷಣಾ
