Gujarati,Telugu
સામંતશાહી,భూస్వామ్య
ફિદેઇ ડિફેન્સર (=વિશ્વાસના રક્ષક),ఫిడే డిఫెన్సర్ (=డిఫెండర్ ఆఫ్ ది ఫెయిత్)
ફીફ,ఫైఫ్
ફીલ્ડ સિસ્ટમ,ఫీల్డ్ సిస్టమ్
પંદરમો કર,పదిహేనవ పన్ను
આકૃતિ વડા,ఫిగర్ హెడ్
ફિન ડી siecle,ఫిన్ డి సైకిల్
અગ્નિ ખાનાર,అగ్ని తినేవాడు
ફાઇવ માઇલ એક્ટ,ఫైవ్ మైల్ చట్టం
ધ્વજ,జెండా
ફ્લેમેન ડાયાલિસ,ఫ్లేమెన్ డయాలిస్
ફ્લેમેન માર્શેલીસ,ఫ్లేమెన్ మార్టియాలిస్
જ્વલંત મશાલ,జ్వలించే జ్యోతి
ફ્લૅન્ક,పార్శ్వము
flanking ચળવળ,పార్శ్వ కదలిక
વિકસતી સંસ્કૃતિ,వర్ధిల్లుతున్న నాగరికత
પ્રવાહવાદી માન્યતા,ఫ్లూవియలిస్టిక్ నమ్మకం
લોક દેવ,జానపద దేవుడు
લોક દેવી,జానపద దేవత
લોક સ્મૃતિ,జానపద జ్ఞాపకం
લોક પૌરાણિક કથા (=લોકકથા),జానపద పురాణం (=జానపదం)
ઘાસચારો,మేత వెదకడం
ધાડ,ఫోరే
ફોરબિયર,ముందరివాడు
વડવા,పూర్వీకుడు
અગ્રદૂત,ముందున్నవాడు
નિરાશ આશા,చితికిపోయిన ఆశ
રચનાત્મક તબક્કો,నిర్మాణ దశ
કિલ્લો,కోట
કિલ્લેબંધી,కోట
ફોર્ટિફાઇડ નગર,పటిష్టమైన పట్టణం
કિલ્લો,కోట
ફોર્ચ્યુના,ఫార్చ్యూనా
ફોરમ રોમનમ,ఫోరమ్ రోమనుమ్
ફ્રાન્સિસ્કન,ఫ్రాన్సిస్కాన్
ફ્રેન્કલીન,ఫ్రాంక్లిన్
ભાઈચારો યુદ્ધ,భ్రాతృహత్య యుద్ధం
મફત ચર્ચ,ఉచిత చర్చి
ફ્રીહોલ્ડર,ఫ్రీహోల్డర్
ફ્રીલાન્સ સૈનિક,స్వతంత్ర సైనికుడు
ફ્રીલાન્સ સૈનિક,స్వతంత్ర సైనికుడు
ફ્રીમેન,ఫ్రీమాన్
ફ્રીમેન,ఫ్రీమాన్
મફત પાસ,ఫ్రీపాస్
ફ્રેન્ચ ક્રાંતિ,ఫ్రెంచ్ విప్లవం
તપસ્વી,సన్యాసి
ફ્રિયાશિયન ભાડૂતી,ఫ్రైసియన్ కిరాయి సైనికులు
સરહદી માણસ,సరిహద్దు మనిషి
ગેલિયન,గాలియన్
ગેલિકન (=ગેલિકનવાદી),గల్లికన్ (=గల్లికనిస్ట్)
ગેલિકનિઝમ,గల్లికానిజం
ગેરિસન,దండు
ગૌલ,గౌల్
ગાઉન્ટલેટ,గాంట్లెట్
ગાઉન્ટલેટ,గాంట్లెట్
ગાઝેબો,గెజిబో
ગાઝેબો,గెజిబో
ગાઝેબો,గెజిబో
વંશાવળી ઇતિહાસ,వంశ చరిత్ర
વંશાવળી રેકોર્ડ,వంశపారంపర్య రికార్డు
વંશાવળી કોષ્ટક,వంశపారంపర్య పట్టిక
વંશાવળી વૃક્ષ,వంశవృక్షం
વંશાવળી,వంశావళి
વંશાવળી,వంశావళి
જનરેશન,తరం
નરસંહાર,మారణహోమం
બિનજાતીય,అన్యజనుడు
બિનજાતીય,అన్యజనుడు
બિનજાતીય,అన్యజనుడు
બિનજાતીય,అన్యజనుడు
ઘેટ્ટો,ఘెట్టో
ઘેટ્ટો,ఘెట్టో
ગીબેટ,గిబ్బెట్
ગિલ્ડ (=ગિલ્ડ),గిల్డ్ (=గిల్డ్)
ગ્લેડીએટર,గ్లాడియేటర్
ભવ્ય ક્રાંતિ,అద్భుతమైన విప్లవం
ગોલ્ડન હોર્ડ,గోల్డెన్ హోర్డ్
ગ્રાન્ડ એલાયન્સ,మహా కూటమి
ગ્રાન્ડી,గ్రాండీ
ગ્રાન્ડ સિગ્નર,గ్రాండ్ సిగ్నర్
ગ્રાન્ડ સિગ્નર,గ్రాండ్ సిగ్నర్
મહાન ગૃહ યુદ્ધ,గొప్ప అంతర్యుద్ధం
મહાન પ્રસ્થાન (બુદ્ધનું),గొప్ప నిష్క్రమణ (బుద్ధుని)
બૃહદ ભારત,గ్రేటర్ ఇండియా
ગ્રેટ હેલાસ,గ్రేట్ హెల్లాస్
મહાન લોકોનું મોટું ટોળું,గ్రేట్ హోర్డ్
મહાન ત્યાગ (= મહાન પ્રસ્થાન),గొప్ప పరిత్యాగం (=గొప్ప నిష్క్రమణ)
ગ્રેટ સીલ,గొప్ప ముద్ర
ગ્રેટ ટ્રૅક,గ్రేట్ ట్రాక్
મહાન વાહન,గొప్ప వాహనం
ચીનની મહાન દિવાલ,గ్రేట్ వాల్ ఆఫ్ చైనా
ગ્રીવ,గ్రీవ్
ગાર્ડ-ચેમ્બર,గార్డ్-ఛాంబర్
ગાર્ડ-ચેમ્બર,గార్డ్-ఛాంబర్
ગાર્ડ-ચેમ્બર,గార్డ్-ఛాంబర్
ગુપ્તા,గుప్తులు
હેગિઓગ્રાફી,హాజియోగ్రఫీ
હેગિઓગ્રાફી,హాజియోగ్రఫీ
હેગિઓલોજી,హగియాలజీ
હેગિઓલોજી,హగియాలజీ
ખાનગી પ્રેક્ષકોનો હોલ,ప్రైవేట్ ప్రేక్షకుల హాల్
જાહેર પ્રેક્ષકોનો હોલ,పబ్లిక్ ప్రేక్షకుల హాల్
હેચમેન્ટ,హాచ్మెంట్
વિધર્મી,హీతేన్
વિધર્મી,హీతేన్
હીથેનિઝમ,హీతేనిజం
હેગીરા (હેજેરા),హెగిరా (హెజెరా)
હેલેનિઝમ,హెలెనిజం
હેલોટ,హెలట్
હેરાલ્ડ્રી,హెరాల్డ్రీ
ધરોહર,వారసత్వం
હિયેરોગ્લિફિક રેખીય અક્ષરો,చిత్రలిపి సరళ అక్షరాలు
હિયેરોગ્લિફિક સ્ક્રિપ્ટ,చిత్రలిపి స్క్రిప్ట్
ઉચ્ચ ચર્ચ,హై చర్చి
ઉચ્ચ લેન્ડર,హై ల్యాండర్
હિંદુ ધર્મ,హిందూమతం
ઈતિહાસકાર,చరిత్రకారుడు
ઈતિહાસકાર,చరిత్రకారుడు
ઐતિહાસિક ભૌતિકવાદ,చారిత్రక భౌతికవాదం
ઐતિહાસિક યુગ,చారిత్రక యుగం
ઐતિહાસિક સરહદ,చారిత్రక సరిహద్దు
ઇતિહાસકાર,చరిత్రకారుడు
ઇતિહાસકાર,చరిత్రకారుడు
ઇતિહાસલેખન,చరిత్ర చరిత్ర
ઇતિહાસલેખન,చరిత్ర చరిత్ర
ઇતિહાસ,చరిత్ర
હિટ્ટાઇટ સામ્રાજ્ય,హిట్టైట్ సామ్రాజ్యం
પવિત્ર જોડાણ,పవిత్ర కూటమి
પવિત્ર શહેર,పవిత్ర నగరం
પવિત્ર શહેર,పవిత్ర నగరం
પવિત્ર ભૂમિ,పవిత్ర భూమి
પવિત્ર ભૂમિ,పవిత్ర భూమి
પવિત્ર લીગ,హోలీ లీగ్
પવિત્ર લીગ,హోలీ లీగ్
પવિત્ર રોમન સામ્રાજ્ય (=ધ એમ્પાયર),పవిత్ర రోమన్ సామ్రాజ్యం (=సామ్రాజ్యం)
પવિત્ર સમુદ્ર,పవిత్ర సముద్రం
પવિત્ર સમુદ્ર,పవిత్ర సముద్రం
પવિત્ર યુદ્ધ,పవిత్ర యుద్ధం
પવિત્ર યુદ્ધ,పవిత్ర యుద్ధము
ગૃહ સરકાર,హోం ప్రభుత్వం
હોમગાર્ડ,హోంగార్డు
વતન,జన్మభూమి
ઘરનો નિયમ,గృహ నియమం
હોમ રૂલ,హోమ్ రూల్
લોકોનું મોટું ટોળું,గుంపు
લોકોનું મોટું ટોળું,గుంపు
પ્રતિકૂળ દેશ,శత్రు దేశం
પ્રતિકૂળ જમીન,శత్రుభూమి
ગરમ પીછો,వేడి ముసుగులో
ઘર,ఇల్లు
ઘર,ఇల్లు
હાઉસ ઓફ કોમન્સ,హౌస్ ఆఫ్ కామన్స్
હાઉસ ઓફ લોર્ડ્સ,హౌస్ ఆఫ్ లార్డ్స్
હાઉસ ઓફ રિપ્રેઝન્ટેટિવ્સ,ప్రతినిధుల సభ
હ્યુગ્યુનોટ્સ,హ్యూగ్నోట్స్
માનવતાવાદ,మానవతావాదం
માનવતાવાદી,మానవతావాది
સો યસર્સ વોર,హండ్రెడ్ యెస్సర్స్ వార్
હુંકર,హంకర్
ઇબાદત ખાના (ઇબાદતનું ઘર),ఇబాదత్ ఖానా (ఆరాధనా గృహం)
આઇકોનોક્લાસ્ટ,ఐకానోక్లాస్ట్
મૂર્તિપૂજક,విగ్రహారాధకుడు
ઇલાહી યુગ,ఇలాహి యుగం
ગેરકાયદેસર યુદ્ધ,చట్టవిరుద్ధమైన యుద్ధం
પ્રકાશિત હસ્તપ્રત,ప్రకాశవంతమైన మాన్యుస్క్రిప్ట్
સચિત્ર હસ્તપ્રત,ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్
સચિત્ર હસ્તપ્રત,ఇలస్ట్రేటెడ్ మాన్యుస్క్రిప్ట్
ઇમામ (ઇમામ),ఇమామ్ (ఇమ్మామ్)
ઈમામત,ఇమామత్
ઈમામત,ఇమామత్
ઈમામબારહ,ఇమాంబరః
શાહી,ఇంపీరియల్
શાહી શહેર,ఇంపీరియల్ నగరం
સામ્રાજ્યવાદ,సామ్రాజ్యవాదం
શાહી પસંદગી,ఇంపీరియల్ ప్రాధాన్యత
અવ્યવસ્થિતતા,అసంబద్ధం
ઢોંગી,మోసగాడు
કેદ,జైలు శిక్ష
કેદ,జైలు శిక్ష
આક્રમણ,చొరబాటు
આક્રમણ કરનાર,చొరబాటుదారుడు
સ્વતંત્રતા,స్వాతంత్ర్యం
સ્વતંત્રતા દિવસ,స్వాతంత్ర్య దినోత్సవం
સ્વતંત્રતા હોલ,ఇండిపెండెన్స్ హాల్
ભારતીય અમેરિકન (=રેડ ઇન્ડિયન=અમેરિકન ભારતીય),ఇండియన్ అమెరియన్ (=రెడ్ ఇండియన్=అమెరికన్ ఇండియన్)
ઈન્ડિયન હોમ રૂલ લીગ,ఇండియన్ హోమ్ రూల్ లీగ్
ઔદ્યોગિક ક્રાંતિ,పారిశ్రామిక విప్లవం
બેવફાઈ,అవిశ్వాసం
બેવફાઈ,అవిశ్వాసం
ઘૂસણખોરી,చొరబాటు
ઘૂસણખોર,చొరబాటుదారుడు
માહિતી આપનાર,సమాచారం ఇచ్చేవాడు
માહિતી આપનાર,సమాచారం ఇచ్చేవాడు
બાતમીદાર,ఇన్ఫార్మర్
બાતમીદાર,ఇన్ఫార్మర్
પ્રવેશ,ప్రవేశము
પ્રવેશ,ప్రవేశము
પ્રવેશ,ప్రవేశము
વસવાટ,నివాసం
રહેવાસી,నివాసి
વારસો,వారసత్వం
વારસો,వారసత్వం
વારસો,వారసత్వం
શિલાલેખ,శాసనం
ચિહ્ન,చిహ్నము
પ્રવેશનું સાધન,ప్రవేశ పరికరం
સરકારનું સાધન,ప్రభుత్వ సాధనం
બળવો (બળવો),తిరుగుబాటు (తిరుగుబాటు)
બળવાખોર,తిరుగుబాటుదారుడు
બળવો,తిరుగుబాటు
બળવો,తిరుగుబాటు
એકીકરણ,అనుసంధానం
રેકોર્ડની અખંડિતતા,రికార్డుల సమగ్రత
રાજ્યોની અખંડિતતા,రాష్ట్రాల సమగ్రత
ઇન્ટેલિજેન્ટ્સિયા (બુદ્ધિશાળી),మేధావి (ఇంటెలిజెంట్జియా)
મધ્યસ્થી,మధ్యవర్తిత్వం
મધ્યસ્થી,మధ్యవర్తి
મધ્યસ્થી,మధ్యవర్తి
આંતરરાષ્ટ્રીયવાદ,అంతర్జాతీయవాదం
આંતરરાષ્ટ્રીયવાદ,అంతర్జాతీయవాదం
આંતરરાષ્ટ્રીયવાદી,అంతర్జాతీయవాది
આંતરીક યુદ્ધ,అంతర్గత యుద్ధం
ઈન્ટરની,ఇంటర్నీ
ઈન્ટરની,ఇంటర్నీ
ઈન્ટરની કેમ્પ,ఇంటర్నీ క్యాంపు
નજરબંધ,ఇంటర్న్మెంట్
નજરબંધ,ఇంటర్న్మెంట్
નજરબંધ,ఇంటర్న్మెంట్
ઈન્ટર્નસિયો,ఇంటర్నేషనల్
દુભાષિયા,వ్యాఖ్యాత
દુભાષિયા,వ్యాఖ్యాత
દુભાષિયા,వ్యాఖ్యాత
હસ્તક્ષેપ,జోక్యం
ઇન્ટેસ્ટેસી,ఇంటస్టేసి
ઇન્ટેસ્ટેટ,పేగు
ષડયંત્ર,చమత్కారం
ઘુસણખોર,చొరబాటుదారుడు
ઘુસણખોર,చొరబాటుదారుడు
ઘુસણખોરી,చొరబాటు
આક્રમણ,దండయాత్ర
આક્રમણ,దండయాత్ర
રોકાણ કરો,పెట్టుబడి
રોકાણ કરો,పెట్టుబడి
રોકાણ કરો,పెట్టుబడి
રોકાણ કરો,పెట్టుబడి
રોકાણ,పెట్టుబడి
રોકાણ,పెట్టుబడి
રોકાણ,పెట్టుబడి
રોકાણ સમારોહ,పెట్టుబడి వేడుక
રાષ્ટ્રીયતા સાથે રોકાણ કરો,జాతీయతతో పెట్టుబడి పెట్టండి
અજેય આર્મડા,ఇన్విన్సిబుల్ ఆర్మడ
ઉલ્લંઘન (રાજ્યની),ఉల్లంఘన (రాష్ట్రం)
ઉલ્લંઘન રાજ્ય,ఉల్లంఘించిన స్థితి
અભેદ્ય કિલ્લો,అభేద్యమైన కోట
આયર્ન યુગ,ఇనుప యుగం
લોખંડનો પડદો,ఇనుప తెర
આયર્ન ગાર્ડ,ఐరన్ గార్డ్
આયર્ન રાશન,ఇనుము రేషన్లు
આયર્ન બાજુઓ,ఇనుప వైపులా
આયર્ન ટીપેડ તીર,ఇనుప చిట్కా బాణం
ઇસ્થમિયન રમતો,ఇస్త్మియన్ ఆటలు
જેનિસરી,జానిసరీ
દરવાન,కాపలాదారు
દરવાન,కాపలాదారు
જેવલિન,జావెలిన్
જિમ ક્રો કાયદા,జిమ్ క్రో చట్టాలు
જિંગો,జింగో
જિંગો,జింగో
જિંગો,జింగో
જિન્ગોઇઝમ,జింగోయిజం
સંયુક્ત કાર્યવાહી,ఉమ్మడి చర్య
સંયુક્ત નિયંત્રણ,ఉమ్మడి నియంత్రణ
સંયુક્ત કબજો,ఉమ్మడి ఆక్యుపెన్సీ
જ્યુરી,జ్యూరీ
માત્ર કારણ,కారణం మాత్రమే
રાખવું,ఉంచండి
આર્કાઇવ્સ કીપર,ఆర్కైవ్స్ కీపర్
કેટલ-ડ્રમ,కెటిల్-డ్రమ్
મુખ્ય શબ્દ,కీలక పదం
રાજા,రాజు
રાજ્ય,రాజ్యం
કિંગલેટ,కింగ్లెట్
રાજા નિર્માતા,కింగ్ మేకర్
કિંગશિપ,రాజ్యాధికారం
કિંગશિપ,రాజ్యాధికారం
રસોડા નો કબાટ,కిచెన్ క్యాబినెట్
નાઈટ,నైట్
રાજાપણું,రాజ్యం
Kinghts હોસ્પિટલર્સ,కింగ్స్ హాస్పిటల్స్
સેન્ટ જ્હોનના નાઈટ્સ,నైట్స్ ఆఫ్ సెయింట్ జాన్
નાઈટ ટેમ્પ્લર,నైట్ టెంప్లర్
કુ ક્લક્સ ક્લાન (KKK),కు క్లక్స్ క్లాన్ (KKK)
કુમિન્તાંગ,కుమింటాంగ్
સમાજ,లౌకికత్వం
લાન્સ,లాన్స్
લેન્સર,లాన్సర్
બાદમાં ગુપ્તા,తరువాత గుప్తులు
કાયદેસર વારસદાર,చట్టబద్ధమైన వారసుడు
અધર્મ (= અવ્યવસ્થા),చట్టవిరుద్ధం (=అక్రమం)
અધર્મ (= અવ્યવસ્થા),చట్టవిరుద్ధం (=అక్రమం)
કાયદાના સ્વામીઓ,చట్ట ప్రభువులు
ધર્મનિષ્ઠાનો કાયદો,భక్తి చట్టం
લીગ ઓફ નેશન્સ,దేశముల సమాహారం
વારસો (=વીસિયત),లెగసీ (=బిక్వెస్ట్)
વારસો (=વીસિયત),లెగసీ (=బిక్వెస్ట్)
કાનૂની વારસદાર,చట్టపరమైన వారసుడు
લેગેટ,చట్టబద్ధత
લેગેટ,చట్టబద్ధత
લેગેટ,చట్టబద్ధత
દંતકથા,లెజెండ్
દંતકથા,లెజెండ్
લીજન,లెజియన్
લીજન,లెజియన్
લીજન ઓફ ઓનર,లెజియన్ ఆఫ్ ఆనర్
લેસ મેજેસ્ટી (=લેસે મેજેસ્ટી),లెస్ మెజెస్టి (=లెస్ మెజెస్టే)
ઓછા રાજ્યો,తక్కువ రాష్ట్రాలు
વિશ્વાસના પત્રો,విశ్వసనీయత లేఖలు
લીગ-સ્વામી,లీజ్-లార్డ్
લીગે માણસ,లీజ్ మనిషి
લીગે માણસ,లీజ్ మనిషి
આજીવન કેદ,జీవిత ఖైదు
વંશ,వంశం
લિટલ ઈંગ્લેન્ડર,లిటిల్ ఇంగ్లాండు
નાનું વાહન (= ઓછું વાહન),చిన్న వాహనం (=తక్కువ వాహనం)
દરિયા કિનારે રાજ્ય,లిటోరల్ రాష్ట్రం
ઉપાસના,ప్రార్ధనలు
ઉપાસના,ప్రార్ధన
સ્થાનિક નિષ્ઠા,స్థానిక విధేయత
સ્થાનિક-સ્વ સરકાર,స్థానిక-స్వయం ప్రభుత్వం
લાંબી સંસદ,సుదీర్ఘ పార్లమెంటు
નીચા દેશો,తక్కువ దేశాలు
વફાદાર,విశ్వాసపాత్రుడు
વફાદારી,విధేయత
મેકિયાવેલિયન નીતિ,మాకియవెల్లియన్ విధానం
મેગ્ના કાર્ટા,మాగ్నా కార్టా
મેગ્નમ કોન્સિલિયમ,మాగ్నమ్ కన్సిలియం
માલુમ નિષેધ,మలం నిషేధం
મેન્ડમસ,మాండమస్
આદેશ,ఆదేశం
"આદેશ, વર્ગ &#39;A&#39;","ఆదేశం, తరగతి &#39;A&#39;"
"આદેશ, વર્ગ &#39;બી&#39;","ఆదేశం, తరగతి &#39;B&#39;"
"આદેશ, વર્ગ &#39;C&#39;","ఆదేశం, తరగతి &#39;సి&#39;"
આદેશ સિસ્ટમ,ఆదేశ వ్యవస్థ
ફરજિયાત રાજ્ય,తప్పనిసరి స్థితి
મેંગોનેલ,మాంగోనెల్
મેનિફેસ્ટો,మేనిఫెస్టో
દાવપેચ,యుక్తులు
મેન ઓફ વોર,మ్యాన్ ఆఫ్ వార్
મનોર,మనోర్
મનોર,మనోర్
માનવશક્તિ,మానవ శక్తి
માનવશક્તિ,మానవ శక్తి
મેન્યુમિશન,మాన్యుమిషన్
મનુમિત,మనుమిత్
હસ્તપ્રત,మాన్యుస్క్రిప్ట్
હસ્તપ્રત,మాన్యుస్క్రిప్ట్
હસ્તપ્રત,మాన్యుస్క్రిప్ట్
લૂંટારા,మారౌడర్
દરિયાઈ પટ્ટો,సముద్ర బెల్ట్
દરિયાઈ સંસ્કૃતિ,సముద్ర నాగరికత
દરિયાઈ ધ્વજ,సముద్ర జెండా
દરિયાઈ સત્તાઓ,సముద్ర శక్తులు
દરિયાઈ સાર્વભૌમત્વ,సముద్ర సార్వభౌమాధికారం
દરિયાઈ યુદ્ધ,సముద్ర యుద్ధం
માર્ક્વિસ,మార్క్విస్
માર્ક્વિસેટ,మార్క్విసేట్
લશ્કરી કાયદો,మార్షల్ లా
માર્શલ રેસ,మార్షల్ రేసులు
શહીદ,అమరవీరుడు
હત્યાકાંડ,నరమేధం
દાવપેચનો સમૂહ,మాస్ యుక్తి
માસ્ટર-એટ-આર્મ્સ,మాస్టర్-ఎట్-ఆర్మ్స్
વિધિના માસ્ટર,మాస్టర్ ఆఫ్ వేడుకలు
ઘરના માસ્ટર,ఇంటి యజమాని
ઘોડાનો માસ્ટર,మాస్టర్ ఆఫ్ ది హార్స్
રોલ્સનો માસ્ટર,మాస్టర్ ఆఫ్ ది రోల్స్
મેચ,మ్యాచ్
મેચ,మ్యాచ్
મેચલોક,అగ్గిపెట్టె
વૈવાહિક જોડાણ,వైవాహిక మైత్రి
ભૂમધ્ય શક્તિઓ,మధ్యధరా శక్తులు
મેન્શેવિક,మెన్షెవిక్
ભાડૂતી સૈન્ય,కిరాయి సైన్యం
ભાડૂતી સૈનિક,కిరాయి సైనికుడు
વેપારી,వ్యాపారి
મધ્યમ વય,మధ్య యుగాలు
મધ્ય પૂર્વ,మధ్యప్రాచ్యం
મધ્ય માર્ગ,మధ్య మార్గము
મધ્ય માર્ગ,మధ్య మార్గం
મધ્ય માર્ગ (=મધ્યમ અભ્યાસક્રમ),మధ్య మార్గం (=మిడిల్ కోర్సు)
સ્થળાંતર,వలసదారు
સ્થળાંતર,వలస
સ્થળાંતર,వలస
સ્થળાંતર,వలస
લશ્કરવાદ,మిలిటరిజం
લશ્કરવાદ,మిలిటరిజం
લશ્કરવાદ,మిలిటరిజం
લશ્કરવાદ,మిలిటరిజం
લશ્કરવાદી,మిలిటరిస్ట్
લશ્કરવાદી,మిలిటరిస్ట్
લશ્કરીકરણ,సైనికీకరణ
લશ્કરીકરણ,సైనికీకరణ
લશ્કરીકરણ,సైనికీకరణ
લશ્કરી વ્યૂહરચનાકાર (= વ્યૂહરચનાકાર),సైనిక వ్యూహకర్త (= వ్యూహకర్త)
લશ્કરી વ્યૂહરચનાકાર (= વ્યૂહરચનાકાર),సైనిక వ్యూహకర్త (= వ్యూహకర్త)
લશ્કરી રણનીતિ (= વ્યૂહરચના),సైనిక వ్యూహాలు (=వ్యూహాలు)
મિલિશિયા,మిలిషియా
મિલિશિયા,మిలిషియా
કુશાસન,దుష్పరిపాలన
લિંક ખૂટે છે,లింక్ లేదు
મિશન,మిషన్
મિશન,మిషన్
મિશન,మిషన్
મિશ્ર જાતિ,మిశ్రమ జాతి
આધુનિક ઇતિહાસ,ఆధునిక చరిత్ర
મોડસ વિવેન્ડી,మోడ్స్ వీవెండి
મોનાકિઝમ,మోనాకిజం
રાજા,చక్రవర్తి
રાજા,చక్రవర్తి
રાજાશાહી,రాచరికం
રાજાશાહી,రాచరికం
રાજાશાહી,రాచరికవాది
રાજાશાહી,రాచరికం
મઠ,మఠం
મઠ,మఠం
મઠ,మఠం
સાધુવાદ,సన్యాసం
સાધુવાદ,సన్యాసం
સાધુ,సన్యాసి
માતૃ દેશ,మాతృదేశం
માતૃભૂમિ,మాతృభూమి
સંસદની માતા,పార్లమెంటుల తల్లి
મકરાકર્સ,ముక్రాకర్స్
મમી,మమ్మీ
મ્યુઝિયમ,మ్యూజియం
મસ્કેટ,మస్కెట్
મસ્કિટિયર,మస్కటీర్
મસ્કેટ્રી,మస్కెట్రీ
મસ્કેટ્રી,మస్కెట్రీ
માસ્ટર માસ્ટર,మస్టర్ మాస్టర్
મસ્ટર-રોલ,మస్టర్-రోల్
મસ્ટર-રોલ,మస్టర్-రోల్
વિદ્રોહ,తిరుగుబాటు
બળવો અધિનિયમ,తిరుగుబాటు చట్టం
રહસ્ય જહાજ,మిస్టరీ షిప్
વર્ણનાત્મક,కథనం
રાષ્ટ્ર,దేశం
મૂળ,స్థానికుడు
મૂળ રાજ્ય,స్థానిక రాష్ట్రం
પ્રાકૃતિકતા,సహజత్వం
કુદરતી અધિકારો,సహజ హక్కులు
નાઝી,నాజీ
નાઝી ક્રાંતિ,నాజీ విప్లవం
નાઝીવાદ,నాజీయిజం
પૂર્વની નજીક,తూర్పు సమీపంలో
હબસી,నీగ్రో
નેગ્રોફિલ,నీగ్రోఫిల్
નેગ્રોફિલિઝમ,నీగ్రోఫిలిజం
નેગ્રોફોબિયા,నీగ్రోఫోబియా
તટસ્થ,తటస్థ
તટસ્થ દેશ,తటస్థ దేశం
નવી ડીલ,నూతన ఒప్పందం
નવી દુનિયા,కొత్త ప్రపంచం
ખાનદાની,ప్రభువు
નોબલ,కీర్తిగల
નોબલ,కీర్తిగల
વિચરતી,సంచార జాతులు
વિચરતી ટોળું,సంచార గుంపు
વિચરતી,సంచారము
બિન-આક્રમકતા કરાર,దురాక్రమణ రహిత ఒప్పందం
બિન-આક્રમકતા સંધિ,దురాక్రమణ రహిత ఒప్పందం
બિન-યુદ્ધરહિત રાજ્ય,యుద్ధం చేయని రాష్ట్రం
અસહકાર,నాన్-కో-ఆపరేషన్
અસહકાર આંદોલન,సహాయ నిరాకరణ ఉద్యమం
સામે,ఎదురుగా
સામે,ఎదురుగా
લોકશાહી (=મોબોક્રસી),ఓక్లోక్రసీ (=మొబోక్రసీ)
ઓક્લોક્રેટ,ఓక్లోక్రాట్
સત્તાવાર દસ્તાવેજ,అధికారిక పత్రం
જૂની દુનિયા,పాత ప్రపంచం
ઓલિગાર્કી,ఒలిగార్కీ
આક્રમણ,దాడి
ઓપન વાટાઘાટ,బహిరంగ చర్చలు
ખુલ્લો પ્રશ્ન,ఓపెన్ ప్రశ్న
ઓપન રેકોર્ડ્સ,రికార్డులను తెరవండి
ઓરિએન્ટ,ఓరియంట్
પ્રાચ્યવાદ,ఓరియంటలిజం
પ્રાચ્યવાદ,ఓరియంటలిజం
પ્રાચ્યવાદી,ఓరియంటలిస్ట్
મૂળ,మూలం
મૂળ,మూలం
ઓર્થોગ્રાફી,ఆర్థోగ్రఫీ
દુશ્મનાવટનો ફાટી નીકળવો,శత్రుత్వాలు చెలరేగడం
આઉટ પોસ્ટ,అవుట్-పోస్ట్
ઓવર-લોર્ડ,పైగా ప్రభువు
ઓવર-રાઈડ,ఓవర్ రైడ్
ઓવર-રાઈડ,ఓవర్ రైడ్
મૂર્તિપૂજક,పాగన్
મૂર્તિપૂજક,పాగన్
મૂર્તિપૂજક,పాగనిజం
મૂર્તિપૂજક,పాగనిజం
પેગોડા,పగోడా
પેગોડા,పగోడా
પેગોડા,పగోడా
મહેલ ષડયંત્ર,ప్యాలెస్ కుట్రలు
પેલેટિનેટ,పాలటినేట్
તાડ-પાન,తాటి ఆకు
પામ રવિવાર,పామ్ ఆదివారం
પેનેગિરિસ્ટ,పానెజిరిస్ట్
ગભરાટ,భయాందోళనలు
ગભરાટ,భయాందోళనలు
ગભરામણ કરનાર,భయాందోళనలు కలిగించేవాడు
પોપસી,పాపసీ
પોપસી,పాపసీ
પોપસી,పాపసీ
પોપસી,పాపసీ
પાપલ બળદ,పాపల్ ఎద్దు
પોપવાદ,పాపాలిజం
પોપવાદ,పాపాలిజం
પોપલિસ્ટ,పాపాలిస్ట్
પાપલ રાજ્ય,పాపల్ రాష్ట్రం
પેપિઝમ (=પેપિસ્ટ્રી),పాపిజం (=పాపిస్ట్రీ)
પેપિસ્ટ,పాపిస్ట్
પેપિરસ,పాపిరస్
ઉપમા,ఉపమానం
પેરામાઉન્ટ,పారామౌంట్
સર્વોપરીતા (= સર્વોપરી શક્તિ),పారామౌంట్సీ (=పారామౌంట్ పవర్)
સર્વોપરી મહિલા,పారామౌంట్ లేడీ
સર્વોપરી સ્વામી,పరమ ప్రభువు
ચર્મપત્ર,పార్చ్మెంట్
ચર્મપત્ર,పార్చ్మెంట్
ચર્મપત્ર,పార్చ్మెంట్
ક્ષમા,క్షమించు
વાર્તાલાપ,పార్లేస్
વાર્તાલાપ,పార్లేస్
સંસદ (=સંસદ),పార్లమెంట్ (=పార్లమెంట్)
લોકસભા,పార్లమెంట్
લોકસભા,పార్లమెంట్
લોકસભા,పార్లమెంట్
સંસદ અધિનિયમ,పార్లమెంట్ చట్టం
સંસદસભ્ય,పార్లమెంటేరియన్
સંસદસભ્ય,పార్లమెంటేరియన్
સંસદીય એજન્ટ,పార్లమెంటరీ ఏజెంట్
પાર્નેલિઝમ,పార్నెలిజం
પેરોલ,పెరోల్
પેરોલ,పెరోల్
