Malayalam,Hindi
ജീൻ ബാങ്ക്,जीन संग्रह
ജീൻ ടാഗിംഗ്,जीन टैगन
ജീരോളജി,वंशावली विज्ञान
ജനിതക മാപ്പ്,जीन मानचित्र
ജനിതഭാസങ്ങൾ,आनुवंशिकी
ജീനിഹമായ,"जीनोम, संजीन"
ജെനോമിക് ലൈബ്രറി,संजीनी संग्रह
ജനീകാസ്,जीनोमिक्स
ജനിതനായ,जीनप्ररूपी
ജനിതനായ,"जीनी संरचना, जीन प्ररूप"
ജീസ്,वंश
ജീസ്,"जीनस, वंश"
ബീജം,"रोगाणु, जर्म"
ഗർമ്മിയാകാവസ്ഥ,रोगाणुनाशी
മുളച്ച്,अंकुरण
ജെർംപ്ലാസം,"जननद्रव्य, जर्मप्लाज्म"
ഗിബ്ബെരെല്ലിക് ആസിഡ്,जिबरेलिक अम्ल
ജിന്നിംഗ്,ओटना
ഭയം,तुष
കുഴഞ്ഞ,"लसदार, ग्लूटिनी"
ഗ്ലൈക്കോളിസിസ്,ग्लाइकोलिसिस
ഗ്നസ്,"नाइस, शैल"
സുവർണ്ണ വിപ്ലവം,स्वर्णिम क्रांति
ഗ്രേഡിംഗ്,"श्रेणीकरण, वर्गीकरण, स्तरीकरण"
ഒട്ടിച്ച പ്ലാന്റ്,"कलमबंद पादप, कलमी पौधा"
ഗ്രാഫ്റ്റ്-പൊരുത്തപ്പെടുന്നില്ല,कलम असंगत
ഗ്രന്ന,ग्रैना
കൃതം,कणिकायन
പച്ച വളം,हरी खाद
ഹരിത വിപ്ലവം,हरित क्रांति
വളർച്ചയും വികസനവും,वृद्धि और परिवर्धन
ഗംമോസിസ്,"गोंद रोग, गोंदार्ति"
ഗൈനോഡിയോസിയസ്,भिन्नस्थ - उभयस्त्रीलिंगी
പിത്തസഞ്ചി,माजूफल
വെളുത്തുള്ളി,लहसुन
ഗെർബെറ,जरबेरा
ഗെർക്ക്,घरकिन
ഇഞ്ചിര്,अदरक
ഗ്ലാഡിയോലസ്,ग्लेडियोलस
ആട് കള (ഏജററ്റം),महकुवा
ചെറുമധുരനാരങ്ങ,"ग्रेप फ्रूट, चकोतरा"
മുന്തിരി,अंगूर
ചെറുപയർ,मूंग
ഗ്രാമവകാശ,भीमल
നിലക്കടല,मूंगफली
പേര,अमरूद
ഗ്വിനിയ പുല്ല്,गिनी घास
പിത്തസഞ്ചി,पीटिका कीट
പുല്ല് ഹോപ്പർ,टिड्ड़ा
ഗുണ്ടി ബഗ്,गंधी कीट
ശീലം,"प्रकृति, स्वभाव, रूपगुण, स्वरूप"
ആഹാനം,"ओला, करकापात, करका"
ഹെയിവിവിച്ച്,रोमिलवैच
ഹാലോഫൈറ്റ്,लवणमृदोद्भिद्
ഹാരോ,हैरो
വിളവെടുപ്പ് സൂചിക,"तुड़ाई सूचकांक, कटाई सूचकांक"
വിളവ്,"कटाई, कटी फसल, तैयार फसल, उपज"
വിളവെടുപ്പ്,"तोड़ना, कटाई, तुड़ाई"
കിളിവാതില്,"अंडे से निकलना, अंडा सेना"
വയ്ക്കോല്,सूखी घास
ഭേഹം,सूखा चारा
ആഞ്ഞടിക്കല്,गंजी
മൂടല്മഞ്ഞ്,धुंध
മഞ്ഞ്മൂടിയ,धुंधता
തല (അഗ്രോ),"बाली, सिट्टा, मुंडक, शीर्ष, सिर, सिरा"
തല (ചാനലിന്റെ),सिरा (नाली का)
തിരികെ തലക്കെട്ട്,शीर्ष छंटाई
കുറ്റിച്ചെടി,बाड़
ഹെഡ്ജിംഗ്,अधिरक्षण
ഹെലിക്സ്,कुंडलिनी
ഹെമറ്റൈറ്റ്,हेमैटाइट
സസം,"शाक, बूटी"
ഹെരിബറിയം,"वनस्पति संग्रह, वनस्पति संग्रहालय"
കളനാശിനി,शाकनाशी
വംശപാരന്വരം,आनुवंशिकता
പാരപാനം,वंशागतित्व
ഹെർമാഫ്രോഡൈറ്റ്,उभयलिंगी
ഹെട്രോക്രോമാറ്റിക്,विषमवर्णी
ഹെറ്ററേഷൻലൈസേഷൻ,विषम-निषेचन
അറ്റത്തേക്കും,"संकरओज, हेटेरोसिस"
ഹെറ്ററോസോം,लिंगक्रोमोसोम
ഹെറോട്രോഫ്,परपोषित
ഹെക്സാപ്ലോയിഡ്,षड्गुणित
ഹൈബർനേറ്റ്,शीत निष्क्रियता
ഉയർന്ന സാന്ദ്രത നടീൽ,उच्च सघनता रोपण
ഹിൽ (അരി),"पिंडलक, हिल (धान)"
ഹിസ്റ്റോഗ്രാം,आयतचित्र
ഹൈക്ക് ഹോർട്ടികൾച്ചർ,उच्च तकनीकी औद्यानिकी
കൂട്,"करंड, छत्ता"
ഹോയിംഗ്,"गुड़ाई, गोड़ना"
പിടിക്കുക,जोत
ഹോം ഫാം,निजी फार्म
ഹോമോസ്റ്റാസിസ്,समस्थिति
ഹോംസ്റ്റേഡ്,वासभूमि
ഏകതാന,समांगता
ഏകതാനമായ,"सजातीय, समांगी"
ഹോമോനോഗസ്,समधर्मी
ഹോമോസിഗോട്ട്,समयुग्मज
ഹോപ്പർ,"खुरलिका, खाद्यधानी, हापर"
ചക്രവാളം,"संस्तर, क्षितिज"
ഹോർട്ടികൾച്ചറൽ വിളകൾ,औद्यानिक फसलें
ഹോർട്ടികൾച്ചർ,"उद्यान विज्ञान, बागवानी, उद्यान कृषि, औद्यानिकी"
ഹോർട്ടി-സിൽവി ഇടയശ്ത്ഠിംഗ്,उद्यान वानिक पशुपाल्य खेती
ആതിഥേയന്,परपोषी
ചൂടുവെള്ള ചികിത്സ,तप्त जलोपचार
തൊണ്ട്,"हल, छिलका"
ഈർപ്പം,आर्द्रता
ഹ്യൂമസ്,हयूमस
തൊലി,भूसी
തൊലി,छिलका निकालने वाली मशीन
ഹസ്കിംഗ്,छिलका उतारना
ഹൈബ്രിഡ്,संकर
ജലവൈദമാക്കല്,संकरण
ജലാംശം,"जलयोजन, जलीयन"
ജലവൈകരണം,जल विज्ञान
ജലവിശ്ലേഷണം,जल अपघटन
ഹൈഡ്രെയിൻ,"द्रवघनत्व मापी, हाइड्रोमीटर"
ഹൈഡ്രോഫിലസ്,जल परागित
ഹൈഡ്രോപോണിക്സ്,जल संवर्धन
ഹൈഡ്രോഫിയർ,जल मंडल
ഹൈഡ്രോസ്കോപ്പിറ്റി,आर्द्रता-ग्राहयता
ഹൈപ്പർപാരാസറ്റ്,परात्पराजीवी
ഹൈപ്പർപ്ലാസിയ,अतिवृद्धि
എസ്യ്പ്പ്,"कवक तंतु, हाइफा"
ഹൈപ്പോകോട്ടൈൽ,बीजपत्राधार
അനുമാനസം,परिकल्पना
ഹിസ്റ്റെറിസിസ് (വെള്ളം),शैथिल्य (जल)
ഹാസൽ നട്ട്,"हेजल नट, अखरोट का फल"
ചെതാവ്,भांग
ഹെൻബെയ്ൻ,खुरासानी अजवाईन
ഹെന്ന,मेंहदी
ചെമ്പരുത്തി,गुड़हल
ചാട്ടം,होप
കുതിര ഗ്രാം,कुल्थी
കുതിര-കണ്ണ്-ബീൻ,कवांच
തേനീച്ച,मधुमक्खी
ഹോപ്പർ,फुदका
ഹോർട്ടികൾച്ചറിസ്റ്റ്,उद्यानविद्
ജലശാസ്ത്രജ്ഞൻ,जल विज्ञानी
സിറ്റു ഒട്ടിക്കൽ,स्व स्थाने कलम-बंधन
വിട്രോയിൽ,पात्रे
വിവോയിൽ,जीवे
വിവേചനരഹിതമായ,अविवेकपूर्ण
പുഴു,कीट
പ്രാണികളുടെ കീടങ്ങൾ,कीट पीड़क
കീസദമായ,कीटालय
കീടനാശിനി,कीटनाशी
കീടനാശിനി,कीटाहारी
ധിക്കാരി,"सूर्यतापन, आतपन"
പുള്ളിപ്പുഴ,अविलेय
ഇൻസ്റ്റാർ (പ്രാണികൾ),"इन्स्टार (कीट), अंतरानिर्मोकीय अवस्था"
സുഖാനുസൃതം,रोधी
സംയോജിത രോഗ പരിപാലനം,समेकित रोग प्रबंधन
സംയോജിത പോഷക മാനേജുമെന്റ്,समेकित पोषक-तत्व प्रबंधन
സംയോജിത കീടങ്ങളെ പരിപാലനം,समेकित पीड़क प्रबंधन
തീവ്രവാദം,"सघनता, गहनता"
തീവമായ,"गहन, सघन"
ആലോചിക്കുക,"बीच की फसल, अंतराफसल"
ഇന്റർ ദുഷ്പീകരണം (ഇന്റർ കൾട്ട്),"अंतः सस्य कर्षण, निराई, गुड़ाई"
പലിശ,ब्याज
ഇന്റനോഡ്,"पर्व, पोरी"
ഇന്റർഫേസ് (സെൽ ഡിവിഷൻ),अंतरा प्रावस्था (कोशिका विभाजन)
ഇന്റർപോളേഷൻ,अंतर्वेशन
ഇന്റർ-അണുവിമുക്തമാണ്,अंतर्बंध्य
സാധനങ്ങൾ,"विवरण, सूची"
വിപരീതം,प्रतिलोमीकरण
ഇവന്റോക്രെ,"चक्र, सहपत्र"
യൻകിട,आयन
വികിരണം,किरणन
ജലസേചനം,सिंचाई
ഐഎസ്ഒ അല്ലെലുകൾ,समविकल्पी
ഐഎസ്ഒ ഉൽപ്പന്ന വക്രത,समोत्पाद वक्र
ഐസോബാർ,समदाब रेखा
ഇസോഗമി,समयुग्मन
ഒറ്റപ്പെടൽ ദൂരം,पृथक्करण दूरी
ഐസോപ്ലോയിഡ്,समगुणित
ഐസ്കോംകാന്റ്,समोत्पाद
ഐസോടോപ്പ്,"आइसोटोप, समस्थानिक"
ഇന്ത്യൻ ബിർച്ച്,भोजपत्र
ഇന്ത്യൻ നീല പൈൻ,कैल
ഇന്ത്യൻ ചെറി,लसौड़ा
ഇന്ത്യൻ ജുനൈപ്പർ,धूप
ഇന്ത്യൻ കിനോ മരം,बीजासर
ഇന്ത്യൻ ലായറൽ ട്രീ,"सुरपान, सुल्तान चंपा"
ഇന്ത്യൻ ഭ്രാന്തൻ,साया
ഇന്ത്യൻ മാഡ്ലർ,मंजीठ
ഇന്ത്യൻ പോഡോ ഫൈലം,पापड़ा
ഇൻഡിഗോ,नील
ഇറ്റാലിയൻ മില്ലറ്റ്,काकुन
ആനക്കൊമ്പ് വൃക്ഷം,कुर्ची
ഐവി പൊറോട്ട / ലിറ്റിൽ പൊറോട്ട,कुंदरू
മന്ദബുദ്ധി,"जैगरी, खंडसारी"
ജാപോണിക്ക അരി,जैपोनिका धान
ജാസിദ്,जैसिड
ജാവാനിക്ക അരി,जावाई धान (चावल)
ജെല്ലിംഗ്,जेली बनाना
Jum കൃഷി,झूम कृषि
ചാടുന്ന ജീൻ,झंपक जीन
ജങ്ക് ഡിഎൻഎ,अनुपयोगी डीएनए
ജുവനൈൽ ഘട്ടം,वयस्कपूर्व प्रावस्था
ജസറന്ദ,नीली गुलमोहर
ചക്ക,कटहल
മുൻ,जामुन
ജാസ്മിൻ,"मोतिया, चमेली"
ജട്ടി ഖട്ടി,जट्टी/खट्टी
ജാട്ട്രോഫ,रतनजोत
ചണം,जूट
ജാസിഡുകൾ,जैसिड़
കയോലിൻ,केओलिन
Koolianite,"केओलिन मिट्टी, खडिया मिट्टी"
Koolianite,"केओलिनाइट, केओलिन मिट्टी, खडिया मिट्टी"
കര്യൻചേരിമ,केंद्रककाइमा
കരോഡെസ്മ,केंद्रकबंध
കാരിയോബാമി,केंद्रक संलयन
കാറിഗ്രാം (IDiOGRAM),गुणसूत्र आरेख
കാരിയോകിനിസ്,सूत्री विभाजन
കരിയോളജി,केंद्रक विज्ञान
കരോലിസിസ്,केंद्रकलयन
കറിയോൺ,केंद्रक
കാരിരിയോടൈ,"केंद्रक प्ररूप, गुणसूत्रप्ररूप"
കെൽപ് (ആൽഗ),केल्प (शैवाल)
കെൽവിൻ സൈക്കിൾ,केल्विन चक्र
കെരാറ്റിൻ,किरेटिन
കേർണൽ,"गिरी, दाना"
ഖൈറ രോഗം,खैरा रोग
ഖാരിഫ്,खरीफ
കളിയാക്കാനുള്ള,बकरी का ब्याना
കിടോചോർ,काइनेटोकोर
അടുക്കളത്തോട്ടം,"शाक-वाटिका, गृह वाटिका"
ക്ലീൻഫിൽട്ടർ സിൻഡ്രോം,क्लाइनफिल्टर संलक्षण
KLENOV ശകലം,क्लिनो खंड
നോട്ടിയ,खांच लगाना
കൊച്ചിന്റെ പേര്,कॉच अभिगृहीत
കോപ്പേഴ്സ് ക്ലാസിഫിക്കേഷൻ (കാലാവസ്ഥ),कोपन का वर्गीकरण (जलवायु)
ക്രെസ് സൈക്കിൾ,क्रेब का चक्र
കുട്ടി,"करटोसिस, ककुदता"
കെവികെ (കൃഷി വിജ്ഞൻ കേന്ദ്ര),के वी के (कृषि विज्ञान केंद्र)
കടാം,कदंब
കലെ,केल
കന്മാർ പുല്ല്,कांस घास
കരുണാന്ത,करौंदा
"കിഡ്നി ബീൻ, രാജ്മ",राजमा
Kiwifriuut,कीवी फल
നോൾ ഖോൾ,गांठ गोभी
കോടംമ്പുലി,विलायती इमली
കൊഡോ മില്ലറ്റ്,कोदो
കോകം വെണ്ണ ട്രീ (മംഗോസ്റ്റിൻ),कोकम
ഖപ്പുര വണ്ട്,खपरा भृंग
L.D.50 (മാരകമായ ഡോസ് 50),घातक मात्रा 50
ലംബമായി,प्रयोगशाला से खेत तक
മൗലിപ്പ്,अस्थिर
തൊഴിലാളി,"श्रम, मजदूर, श्रमिक"
ലാക് ഓപ്പറൺ മോഡൽ,लैक प्रचालक प्रतिदर्श
മുലയൂട്ടൽ,दुग्ध स्रवण
ലാക്ടാനെനിക് ഹോർമോൺ (പ്രോലാക്റ്റിൻ),दुग्धजनक हॉर्मोन (प्रोलैक्टिन)
ലാക്ടോസ്,लैक्टोस
ലഗ്ഗുചെയ്യുന്ന സ്ട്രോണ്ട്,पश्च रज्जुक
ലാംഡ ക്ലോണിംഗ് വെക്റ്റർ,लैम्डा क्लोनन संवाहक
ലാമർ എയർ ഫ്ലോ,पटलीय वायु प्रवाह
ലാമ്പ് ബ്രഷ് ക്രോമസോം,लैंपब्रश गुणसूत्र
നിലം,"भूमि, जमीन, स्थल, प्रदेश"
ലാൻഡ് ക്യാപിറ്റബിലിറ്റി വർഗ്ഗീകരണം,भूमि समर्थता वर्गीकरण
ലാൻഡ് ക്യാപിറ്റബിലിറ്റി മാപ്പ്,भूमि समर्थता मानचित्र
ഭൂമി അപകടം,भूमि निम्नीकरण
ഭൂമി തുല്യമായ അനുപാതം,भूमि तुल्यांक अनुपात
ഭൂമി നില,भूमि समतलीकरण
ഭൂമി വീണ്ടെടുക്കൽ,भूमि सुधार
ലാൻഡ്സ്കേപ്പിംഗ്,भूदृश्य कला
ലാൻഡ് അനുയോജ്യത,भूमि उपयुक्तता
ഭൂവിനിയോഗ രീതി,भूमि उपयोग पद्धति
ലങ്കാൻഹാൻ സെല്ലുകൾ,लैंगरहैंस कोशिकाएं
കാലഹരണപ്പെടൽ നിരക്ക്,ह्रास दर
ലാർവ,"लार्वा, डिंभक"
ലേറ്റേഷന്,प्रसुप्तता
ലെഡ് വ്യൂ,गुप्त
ഒളിഞ്ഞിരിക്കുന്ന അണുബാധ,प्रसुप्त संक्रमण
ലാറ്ററൽ,"पार्श्व, पार्श्विक, पार्श्वीय"
ലാറ്ററൈറ്റ് മണ്ണ്,लैटराइट मृदा
ലാത്ക്സ്,"लेटेक्स, असंस्कृत रबड़"
നാതിരിവാദം,"लैथिरस रोग, लैथिरसता"
ലാറ്റിൻ സ്ക്വയർ ഡിസൈൻ (എൽഎസ്ഡി),लातीनी वर्ग अभिकल्पना (एल एस डी)
ലാറ്റിസ്,जालक
കവർന പ്രയോജനത്തിന്റെ നിയമം,तुलनात्मक लाभ नियम
നിരന്തരമായ വരുമാനത്തിന്റെ നിയമം,स्थिर प्रतिफल का नियम
വരുമാനം കുറയ്ക്കുന്നതിനുള്ള നിയമം,ह्रासमान प्रतिफल का नियम
വർദ്ധനവ് വർദ്ധിപ്പിക്കാനുള്ള നിയമം,वर्धमान प्रतिफल का नियम
പരിമിതപ്പെടുത്തുന്ന രീതി,सीमित कारकों का नियम
കുറഞ്ഞത് നിയമം,न्यूनता का नियम
പകരക്കാരന്റെ നിയമം,प्रतिस्थापन का नियम
വേരിയബിൾ അനുപാതങ്ങളുടെ നിയമം,परिवर्ती अनुपात नियम
അടുക്ക്,"दाब, परत, अंडे देने वाली मुर्गी"
കെട്ടിടത്തിന്റെ പ്ളാന്,अभिन्यास
അയതലിക്കുക,निक्षालित तत्व
ലീച്ചിംഗ് കാര്യക്ഷമത,निक्षालन क्षमता
ലീച്ച് ആവശ്യകത,निक्षालन मांग
മുൻനിര സ്ട്രാന്റ്,अग्रग रज्जुक
ഇല വിസ്തൃതി ദൈർഘ്യം,पर्ण क्षेत्र अवधि
ഇല ഏരിയ സൂചിക,पर्णक्षेत्र सूचकांक
ഇല ഏരിയ അനുപാതം,पर्ण क्षेत्र अनुपात
ഇല ഖനിത്തൊഴിലാളി,पर्ण सुरंगक
ഇല പരിശോധന,पर्ण परीक्षण
ഇല,"पर्ण, पत्ती, पत्र, पत्ता"
ലഘുലേഖ,समाचारपत्रक
പാട്ടം,पट्टा
പയർവർഗ്ഗ,शिंब फली
ലീസ - (കുറഞ്ഞ energy ർജ്ജ ഇൻപുട്ട് സുസ്ഥിര കാർഷിക മേഖല),निम्न ऊर्जा लागत संधारणीय कृषि
പന്നികം,वातरंध्र
ലെന്റോ കാപ്പിലറി പോയിന്റ്,लेन्टो केशिका बिंदु
ലെപ്റ്റോണിമ,"तनुसूत्र, लेप्टोनीमा"
ലെപ്റ്റോസ്പിറോസിസ്,लेप्टोस्पाइरता
ലെറോ-മോർഫിക്,शुष्करोधक आवारिकी
നിഖേഭം,विक्षति
മാരകമായ മ്യൂട്ടേഷൻ,घातक उत्परिवर्तन
ല്യൂക്കോപ്ലാസ്റ്റ്,अवर्णीलवक
ലെവൽ ടെറസ്,समतल वेदिका
ലെവൽക്കാരൻ (ലെവലിയർ),"करहा, समतलक, पाटा"
(ഭൂമിയുടെ) ലെവലിംഗ്,समतलन (भूमि का)
കള്ള കൃഷി,"ले कृषि, चरागाह में कृषि"
കുറഞ്ഞത് ലിബിഗിന്റെ നിയമം,लीबिग का न्यूनतम नियम
ഉപക്കുറിത,बंधन
നേരിയ നഷ്ടപരിഹാര പോയിന്റ്,प्रकाश समायोजन बिंदु
ലൈറ്റ് സാച്ചുറേഷൻ തീവ്രത,प्रकाश संतृप्त सघनता
ലൈറ്റ് ട്രാൻസ്മിഷൻ അനുപാതം,प्रकाश संचरण अनुपात
നേരിയ കെണി,प्रकाश पाश
പരിമിതമാണ്,चूना मिलाना
പരിമിതപ്പെടുത്താതെ,"सीमा, सीमा बंधन"
പരിമിതപ്പെടുത്തുന്ന ഘടകം,सीमाकारी कारक
ലിമോണൈറ്റ്,लाइमोनाइट
നിര,"रेखा, वंशक्रम"
ലീനിയർ പ്രതികരണം,रैखिक अनुक्रिया
ലിങ്ക്,सहलग्नता
ലിങ്കേജ് ഗ്രൂപ്പ്,सहलग्नी समूह
ലിങ്കറുകാരന്,योजक
ലിന്റ് സൂചിക,रूई सूचकांक
ലിന്ററുകൾ,रोम
ലിപിഡ്,"वसा, लिपिड"
ലിപ്പോളിസിസ്,वसा-अपघटन
ലിക്വിക്റ്റേഷൻ,परिसमापन
തലക്കെട്ട്,मेंडकारी
തലക്കെട്ട്,लिस्टर (बक्खर)
ലിസ്റ്റിംഗ്,मेंड़ बनाना
ലിത്തോസ്ഫിയർ,स्थल मंडल
ലിറ്റർ,"बिछाली, संशाव"
തത്സമയ പുതപങ്ങൾ,सजीव पलवार
ലിവർവാർട്ട്,लिवरवर्ट
കന്നുകാലി,पशुधन
പ്രാദേശിക നിയന്ത്രണം,स्थानीय नियंत्रण
ലോക്കസ്,"संस्थिति, निधान, विस्थल"
വെട്ടുക,टिड्डी
താമസം (വിള താമസസ്ഥലം),"अवशयन, गिरना (फसल का गिरना)"
ലോഡിക്കുയേറ്റ്,लॉडिक्यूल
ലോയസ്സുള്ള,"लोएस, चिकनी मिट्टी"
ലോഗർട്ടിമിക് പരിവർത്തനം,लघुगणकीय रूपांतरण
ദീർഘനാളത്തിന്റെ ചെടി,दीर्घ प्रदीप्तकाली पादप
നീണ്ട തരംഗ വികിരണം,दीर्घ तरंगीय विकिरण
ലൂപ്പ്,पाश
ലോപ്പിംഗ്,कर्तन
ചപ്പുചവറുകള്,कटि
ലക്സ്,"लक्स, लूक्रस"
ആഡംബര ഉപഭോഗം (പോഷകരീതി),विलासिता उपभोग (पोषक तत्व)
ആഡംബര ജീനുകൾ,विलासी जीन
ലൈക്കോപീൻ,लाइकोपीन
ലിംഫ്,लसीका
ലിസിമീറ്റർ,लाइसीमीटर लिसजलमापी
സെല്ലിന്റെ ലിസിസ്,कोशिकालयन
ലിസോഗനി,लयजनन
ലിസോസോം,"लयनकाय, लाइसोसोम"
ലൈസോസിം,लाइसोजाइम
ലാക് ട്രീ,कुसुम
ലാക്കി,लाख
"ലേഡിയുടെ വിരൽ, ഒക്ര",भिंडी
ഭൂമി കൽപ്ട്രോപ്പുകൾ,गोखरू
ലാന്താന,लेंटाना
ലതിറിൽ,खेसारी
വെളുത്തുള്ളി,लीक
നാരങ്ങ പുല്ല്,नींबू घास
നാരങ്ങ,"लेमन, नींबू"
പന്തു,मसूर
താഴ്ന്ന,मुलैठी
ലെറ്റസ്,सलाद
താമസം,"कमलिनी, कुमुदिनी"
നാരങ്ങ,नींबू
യന്തമായി,अलसी
Litki,लीची
ചെറിയ മില്ലറ്റ്,कुटकी
നീളമുള്ള തണ്ണിമത്തൻ,ककड़ी
നീളമുള്ള കുരുമുളക്,"पीप़र, पिपलामूल"
ലോക്വാട്ട്,लोकाट
താമര,कमल
മങ്ങിയത്,रिजका
ലാക്കി പ്രാണികൾ,लाख कीट
ലേഡി പക്ഷി വണ്ട്,सोनपंखी
ഇല ഖനിത്തൊഴിലാളി,पर्ण सुरंगक
ഇല റോളർ,पत्ती लपेटक
ഇല വെബ്ബർ,पत्ती जाला कीट
വെട്ടുക,टिड्डी
മാക്രോ പരിണാമം,गुरु विकास
മാക്രോക്ലൈമേറ്റ്,विस्तृतक्षेत्री जलवायु
മാക്രോമോലോൾകൾ,वृहदणु
മാക്രോമുട്ടേഷൻ,गुरु उत्परिवर्तन
മാക്രോണിറ്ററി,प्रमुख पोषक-तत्व
മാക്രോപോളർ,दीर्घ छिद्र
പുഴു,"मैगट, कृमि"
മഗ്മ,मैग्मा
മഗ്ത്രിയ,मैग्नीशिया
മഗ്നീഷ്യം,मैग्नीशियम
കാന്തികശരീരം,चुंबकीय विलोडक
തീവ്രത,परिमाण
മഹുവ കേക്ക്,महुए की खली
പരിപാലകൻ,अनुरक्षक पंक्ति
പരിപാലനം,"अनुरक्षण, संभाल, देखभाल"
ചോളം ഷെല്ലർ,मक्का के दाने निकालने वाली मशीन
ആൺകുല്യം,नरबंध्य
വൈകല്യങ്ങള്,"कुरूपता, कुरचना"
മലിതം,दुर्दमता
പോഷകാഹാരക്കുറവ്,कुपोषण
ദുരുപയോഗം,कुरीति
മാലിംഗ്,माल्टन
പുൽത്തൊട്ടി,नांद
കണ്ടൽക്കാരൻ,"मैंग्रोव, गरान"
ഗാനംമീറ്റര്,"मैनोमीटर, दाबांतरमापी"
ഗാനംമീറ്റര്,"मैनोमीटर, दाबांतरमापी"
മാന്തിസ (ലോഗരിതം),अपूर्णांश (लघुगणक का)
വളം,खाद
വളം,"खाद देना, खाद डालना"
അരികിലുള്ള,"सीमांत, उपांत"
നാമമാത്രമായ ചിലവ്,सीमांत लागत
നാമമാത്ര ഭൂമി,उपांत भूमि
നാമമാത്ര ഉൽപ്പന്നം,सीमांत उत्पाद
നാമമാത്രമായ തിരിച്ചുവരവ്,सीमांत आय
സമുധായം,समुद्री
മാർക്കർ (ജനിതക),चिह्नक (आनुवंशिक)
ചന്ത,"बाजार, मंडी"
വിപണനീയമായ,"पण्य, विक्रेय, विपणन योग्य"
വിപണന മിച്ചം,विपणन-योग्य अधिशेष
മാർക്കറ്റുചെയ്ത മിച്ചം,विपणित अधिशेष
മാർക്കറ്റിംഗ്,विपणन
ചതുപ്പുനിലം,कच्छ
കൂട്ട ഒഴുക്ക്,द्रव्यमान बहाव
മാസ് തിരഞ്ഞെടുക്കൽ,"महा चयन, व्यापक चयन, समूह चयन"
മാസ്-സ്പെക്ട്രോമീറ്റർ,द्रव्यमान स्पेक्ट्रोमीटर
കപ്പല്പായ്മരം,"दंड़, मस्तूल"
മാതൃ അനന്തരാവകാശം,मातृक वंशागति
ഇണചേരൽ,"मिलन, संगम"
ട്രിക് സാധ്യത,मैट्रिक विभव
പമേയൽ,"तैयार होना, परिपक्वन"
മെച്യൂരിറ്റി (വിള),परिपक्वता (फसल)
ലഭ്യമായ പരമാവധി വെള്ളം,अधिकतम उपलब्ध जल
പരമാവധി ക്രോപ്പിംഗ്,अधिकतम सस्यन
പരമാവധി ശേഷിക്കുന്ന പരിധി,अधिकतम अवशेष सीमा
പരമാവധി സുസ്ഥിര വിളവ്,अधिकतम संधारणीय उपज
പരമാവധി തെർമോമീറ്റർ,अधिकतम तापमापी
പരമാവധി വാട്ടർ ഹോൾഡിംഗ് ശേഷി,अधिकतम जलधारण क्षमता
പുൽമേടുകളുടെ ആലോക്കങ്ങൾ,शाद्वल बागवानी
Mely,चूर्णी
ശരാശരി വ്യതിയാനം,माध्य विचलन
ശരാശരി ജീവിതം (ന്യൂക്ലിയർ),माध्य जीवन (नाभिकीय)
സമുദ്രനിരപ്പ്,माध्य समुद्र तल
ശരാശരി ചതുരം,माध्य वर्ग
അളക്കുക,"माप, माप करना"
അളവ്,मापन
യന്തസംബന്ധമായ,यांत्रिक
മെക്കാനിക്കൽ വിശകലനം (മണ്ണ്),यांत्रिक विश्लेषण (मृदा)
മെക്കാനിക്കൽ ഇൻട്രക്ഷൻ,यांत्रिक प्रतिबाधा
യന്ത്രവൽകൃത കൃഷി,यांत्रिक कृषि
ശരാശരി,"मध्य, मध्यस्थ, मध्यिका"
Medic ഷധ സസ്യമാണ്,औषधीय पादप
മെഡിറ്ററേനിയൻ കാലാവസ്ഥ,भूमध्यसागरीय जलवायु
മെഗാഗമെറ്റോജെനിസിസ്,गुरुयुग्मकजनन
മെഗാസ്പോംഗീരിയ,गुरु बीजाणुधानी
മെഗാസ്പോർ (മാക്രോസ്കൂർഡ്),गुरु बीजाणु
മെഗാസ്പോജനെസിസ്,गुरुबीजाणुजनन
മെയോസിസ്,"अर्धसूत्रण, अर्धसूत्री विभाजन"
മെലോ മണ്ണാണ്,नरम मृदा
ഡിഎൻഎ ഉരുകുന്നു,डीएनए विरज्जुकन
മെംബ്രൺ ഫിൽട്ടർ,झिल्ली निस्यंदक
മെൻഡലിയൻ അനന്തരാവകാശം,मेन्डेलीय वंशागति
മെൻഡലിസം,मेन्डेलवाद
മെൻഡലിന്റെ അനന്തരാവകാശ നിയമം,मेंडेल का वंशागति नियम
വാപാരച്ചരക്കുകള്,"पण्यमाल, विक्रेयमाल"
മെർക്കുറി,"पारा, पारद"
കരുതലുള്ളത്,विभज्योतक
മെസ്യൂക്ലിമേറ്റ്,मध्य जलवायु
മഷോഡെർം,"मध्यचर्म, मध्यजनस्तर"
മെസോഫിൽ,पर्ण मध्योतक
മെസോഫൈറ്റ്,समोद्भिद
മെസോ-സുഷിരങ്ങൾ,मध्य छिद्र
മെസോസ്ഫിയർ,मध्यमंडल
മെസഞ്ചർ ആർഎൻഎ (എം-ആർഎൻഎ),दूत आरएनए (एम-आरएनए)
പരിണാമം,उपापचय
മെറ്റബോളിറ്റുകൾ,उपापचयज
മെറ്റൽ ഡാം,धातु बांध
മെറ്റ്മോർഫിക് പാറകൾ,कायांतरित शैल
മാംസം,कायांतरण
മെറ്റാഫേസ്,मध्यावस्था
