Kannada,Odiya
ನಿಭಾಯಿಸುವುದು,ମୁକାବିଲା
ಕಾರ್ಬೆಲ್,କରବେଲ |
ಕಾರ್ನಿಸ್,କର୍ନିସ୍ |
ಸಂಯೋಜಕ,ଦମ୍ପତି
"ಕಪ್ಲರ್, ಡಬಲ್","ଦମ୍ପତି, ଦୁଇଥର |"
"ಕಪ್ಲರ್, ಪುಟ್ಲಾಗ್","ଦମ୍ପତି, ପୁଟ୍ଲଗ୍ |"
"ಕಪ್ಲರ್, ಸ್ವಿವೆಲ್","ଦମ୍ପତି, ସ୍ୱିଭେଲ୍ |"
ಕೋರ್ಸ್,ପାଠ୍ୟକ୍ରମ
ಕೋರ್ಸ್ಡ್ ಯಾದೃಚ್ಛಿಕ ಕಲ್ಲುಮಣ್ಣು ಕಲ್ಲುಗಳು,ରାଣ୍ଡମ୍ ରାଣ୍ଡଲ୍ ଚୁକ୍ତି |
ಆವರಿಸಿದ ಪ್ರದೇಶ,ଆଚ୍ଛାଦିତ କ୍ଷେତ୍ର |
ತೆವಳುವ,କ୍ରିପ୍
ಕ್ರೀಪ್ ಗುಣಾಂಕ,କ୍ରିପ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
ಕ್ರೊಟೊವಿನ್,କ୍ରୋଟୋଭାଇନ୍ |
ಕಾಗೆ ಕಾಲು,କାଉ ପାଦ |
ಕ್ರಂಬ್ ರಚನೆ,ଖଣ୍ଡ ଗଠନ |
ದಂಡೆ,ବନ୍ଦ କର |
ಪ್ರಸ್ತುತ,ସାମ୍ପ୍ରତିକ
ಕರ್ವ್ ಪ್ರತಿರೋಧ,ବକ୍ର ପ୍ରତିରୋଧ
ತೇವಾಂಶ ನಿರೋಧಕ ಕೋರ್ಸ್,ଓଦା ପ୍ରୁଫ୍ ପାଠ୍ୟକ୍ରମ |
ಪೂರ್ಣಗೊಂಡ ದಿನಾಂಕ,ସମାପ୍ତ ତାରିଖ
ಡೆಡ್ ಲೋಡ್,ମୃତ ଭାର
ಸತ್ತ ನೀರು,ମୃତ ଜଳ |
ಡೆಸಿಬೆಲ್,ଡେସିବେଲ୍ |
ಡಿಫ್ಲೋಕ್ಯುಲೇಷನ್,ଡିଫ୍ଲୋକ୍କୁଲେସନ୍ |
ಗಾಳಿ ಅಥವಾ ಗಾಳಿಯ ಅಂತರದ ಅನುಪಾತದ ಪದವಿ,ବାୟୁମଣ୍ଡଳ କିମ୍ବା ବାୟୁ ସ୍ଥାନ ଅନୁପାତର ଡିଗ୍ରୀ |
ಒಟ್ಟುಗೂಡಿಸುವಿಕೆಯ ಪದವಿ,ଏକୀକରଣର ଡିଗ୍ରୀ |
ಪ್ರಸರಣದ ಪದವಿ,ବିଚ୍ଛେଦର ଡିଗ୍ରୀ |
ಶುದ್ಧತ್ವದ ಪದವಿ,ପରିପୃଷ୍ଠାର ଡିଗ୍ରୀ |
ಸಾಂದ್ರತೆ,ଘନତା
ಮರುಭೂಮಿ ಪಾದಚಾರಿ ಮಾರ್ಗ,ମରୁଭୂମି ରାସ୍ତା
ಮರುಭೂಮಿ ಮಣ್ಣು,ମରୁଭୂମି ମାଟି |
ವಿವರಗಳು,ବିବରଣୀ
ಅಭಿವೃದ್ಧಿ ಅವಧಿ,ବିକାଶ ଅବଧି
ಡಿ-ಹಾರಿಜಾನ್,ଡି-ରାଶି
ಕರ್ಣೀಯ ಬಂಧ,ତ୍ରିକୋଣୀୟ ବନ୍ଧନ |
ರೇಖಾಚಿತ್ರ,ଚିତ୍ର
ಡಿಜಿಟಲ್ ಡಾಕ್,ଡିଜିଟାଲ୍ ଡକ୍ |
ಭೇದಾತ್ಮಕ ನೀರಿನ ದರ,ଭିନ୍ନ ଭିନ୍ନ ଜଳ ହାର |
ದುರ್ಬಲಗೊಳಿಸುವ ವಾತಾಯನ,ଦିଲ୍ୟୁସନ୍ ଭେଣ୍ଟିଲେସନ୍ |
ಡಿಲುವಿಯಂ,ଦିଲୁଭିୟମ୍
ಊಟದ ಕೋಣೆ,ଭୋଜନ ଗୃହ
ದಿಕ್ಕಿನ ಪೆಗ್,ଦିଗ ପେଗ୍ |
ಪ್ರಸರಣ,ବିଚ୍ଛେଦ |
ಡಿಸ್ಟೆಂಪರ್,ବିଭ୍ରାନ୍ତକାରୀ |
ಡಾಕ್,ଡକ୍ |
ಬಾಗಿಲು,ଦ୍ୱାର
ಡಾರ್ಮರ್,ଛାତ୍ରାବାସ
ಡಾರ್ಮರ್ ಚೆಕ್,ଛାତ୍ରାବାସ ଯାଞ୍ଚ |
ಡಬಲ್ ಫ್ಲೆಮಿಶ್ ಬಾಂಡ್,ଡବଲ୍ ଫ୍ଲେମିଶ୍ ବଣ୍ଡ୍ |
ಡಬಲ್ ಲೇಯರ್,ଡବଲ୍ ସ୍ତର |
ಡೋವೆಲ್,ଡୋଭେଲ୍ |
ಡ್ರಾಯಿಂಗ್ ಬೋರ್ಡ್,ଚିତ୍ରାଙ୍କନ ବୋର୍ଡ |
ಡ್ರಾಯಿಂಗ್ ಕೊಠಡಿ,ଚିତ୍ରାଙ୍କନ କକ୍ଷ |
ಡ್ರಿಫ್ಟ್,ଡ୍ରାଇଫ୍
ಒಣ ಬಲ್ಬ್ ತಾಪಮಾನ,ଶୁଖିଲା ବଲ୍ବ ତାପମାତ୍ରା |
ಡ್ರೈ ಡಾಕ್,ଶୁଖିଲା ଡକ୍ |
ಒಣ ರಬ್ಬರ್ ಕಲ್ಲು,ଶୁଖିଲା ରବର ନିର୍ମାଣ
ಡಚ್ ಬಾಂಡ್,ଡଚ୍ ବନ୍ଧନ |
ಕುಬ್ಜ ಗೋಡೆ,ବାଣ୍ଡ କାନ୍ଥ |
ವಸತಿ ಘಟಕ,ବାସସ୍ଥାନ ଏକକ
ಈವ್,ଇଭ୍
ಈವ್ಸ್ ಗಟರ್,ଗୁପ୍ତାଙ୍ଗ
ಆರ್ಥಿಕ ಕಾರ್ಯಸಾಧ್ಯತೆ,ଆର୍ଥିକ ସମ୍ଭାବ୍ୟତା |
ಎಕ್ಟೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು,ଏକ୍ଟୋଡାଇନାମୋରଫିକ୍ ମାଟି |
ಸುಳಿ,ଏଡି
ಪರಿಣಾಮಕಾರಿ ಗಾತ್ರ,ପ୍ରଭାବଶାଳୀ ଆକାର |
ಪುಷ್ಪಮಯ,ଇଫ୍ଲୋରସେନ୍ସ |
ಹೊರಹರಿವು,ପ୍ରଭାବଶାଳୀ |
ಎತ್ತರ,ଉଚ୍ଚତା
ಎಲುವಿಯೇಶನ್,ବହିଷ୍କାର
ಎಲುವಿಯಮ್,ଇଲୁଭିୟମ୍ |
ಎಂಡೋಡೈನಮಾರ್ಫಿಕ್ ಮಣ್ಣು,ଏଣ୍ଡୋଡାଇନାମୋରଫିକ୍ ମାଟି |
ಎಂಜಿನಿಯರಿಂಗ್ ಕಾರ್ಯಸಾಧ್ಯತೆ,ଇଞ୍ଜିନିୟରିଂ ସମ୍ଭାବ୍ୟତା |
ಇಂಗ್ಲಿಷ್ ಬಾಂಡ್,ଇଂରାଜୀ ବନ୍ଧନ |
ಇಂಗ್ಲಿಷ್ ಗಾರ್ಡನ್ ವಾಲ್ ಬಾಂಡ್,ଇଂରାଜୀ ବଗିଚା କାନ୍ଥ ବନ୍ଧ |
"EPM (ಪ್ರತಿ ಮಿಲಿಯನ್‌ಗೆ ಸಮಾನ),&quot;","ଇପିଏମ୍ (ପ୍ରତି ମିଲିୟନ୍ ସହିତ ସମାନ), &quot;"
ಸಮಾನ ತೂಕ,ସମାନ ଓଜନ
ಉದಾ,Erg
ವಿನಿಮಯ ಮಾಡಬಹುದಾದ,ଅଦଳବଦଳଯୋଗ୍ୟ |
ಬದಲಾಯಿಸಬಹುದಾದ ಆಮ್ಲೀಯತೆ,ଅଦଳବଦଳ ଅମ୍ଳତା |
ಬದಲಾಯಿಸಬಹುದಾದ ಸೋಡಿಯಂ ಶೇಕಡಾವಾರು (ESP),ଅଦଳବଦଳ ସୋଡିୟମ୍ ପ୍ରତିଶତ (ESP)
ಇ.ಎಸ್.ಪಿ.,E. S P.
ವಿನಿಮಯ ಆಮ್ಲೀಯತೆ,ଅମ୍ଳତା ବିନିମୟ କରନ୍ତୁ |
ವಿನಿಮಯ ಸಂಕೀರ್ಣ,ଏକ୍ସଚେଞ୍ଜ୍ କମ୍ପ୍ଲେକ୍ସ |
ನಿಷ್ಕಾಸ,ନିଷ୍କାସନ
ಬಹಿರಂಗ ಮುಕ್ತಾಯ,ପ୍ରକାଶିତ ସମାପ୍ତ
ಕಣ್ಣು,ଆଖି
ಕಣ್ಣು ಹುಬ್ಬು,ଆଖି ବ୍ରୋ
ಎದುರಿಸುತ್ತಿದೆ,ସାମ୍ନା କରିବା |
ಎದುರಿಸುತ್ತಿರುವ ಬಂಧ,ବନ୍ଧନର ସମ୍ମୁଖୀନ |
ಸುರಕ್ಷತೆಯ ಅಂಶ,ନିରାପତ୍ତା କାରକ
ಪತನ,ପତନ
ಫೇಶಿಯಾ,ଫେସିଆ |
ಫೇಶಿಯಾ ಬೋರ್ಡ್,ଫେସିଆ ବୋର୍ଡ |
ದೋಷ,ତ୍ରୁଟି
ಕ್ಷೇತ್ರ ತೇವಾಂಶ,କ୍ଷେତ୍ର ଆର୍ଦ୍ରତା |
ಅಂತಿಮ ತೇವಾಂಶ ಸಮಾನ,ଅନ୍ତିମ ଆର୍ଦ୍ରତା ସମାନ |
ಫಿಲೆಟ್ (ಗಾರೆ),ଫିଲେଟ୍ (ମୋର୍ଟାର)
ಅಂತಿಮ,ଅନ୍ତିମ
ಅಂತಿಮ ಮಾಪನ,ଅନ୍ତିମ ମାପ |
ಅಂತಿಮ ಪಾವತಿq,ଅନ୍ତିମ ଦେୟ
ಅಂತಿಮ ಪೂರ್ವ ಒತ್ತಡ,ଅନ୍ତିମ ପୂର୍ବ ଚାପ |
ಅಂತಿಮ ಒತ್ತಡ,ଅନ୍ତିମ ଟେନସନ |
ಹಣಕಾಸಿನ ಕಾರ್ಯಸಾಧ್ಯತೆ,ଆର୍ଥିକ ସମ୍ଭାବନା |
ಉತ್ತಮವಾದ ಒಟ್ಟು,ଭଲ ଏଗ୍ରିଗେଟ୍ |
ಬಿರುಕುಗೊಂಡ ಬಂಡೆ,ଖଣ୍ଡ ଖଣ୍ଡ |
ಧ್ವಜದ ಕಲ್ಲು,ପତାକା ପଥର |
ಫ್ಲೆಮಿಶ್ ಬಂಧ,ଫ୍ଲେମିସ୍ ବନ୍ଧନ |
ಮಿನುಗುತ್ತಿದೆ,ଫ୍ଲାସ୍
ಹೊಳೆಯುವ ಸ್ಟ್ರೀಮ್,ଚମତ୍କାର ଷ୍ଟ୍ରିମ୍ |
ಫ್ಲಾಟ್ ಛಾವಣಿ,ଫ୍ଲାଟ ଛାତ |
ಫ್ಲೆಚೆ,ଫ୍ଲେଚେ
ಫ್ಲೆಮಿಶ್ ಗಾರ್ಡನ್ ವಾಲ್ ಬಾಂಡ್,ଫ୍ଲେମିସ୍ ବଗିଚା କାନ୍ଥ ବନ୍ଧ |
ಫ್ಲಿಂಟ್,ଫ୍ଲିଣ୍ଟ |
ಫ್ಲಿಂಟ್ ಗೋಡೆ,ଫ୍ଲିଣ୍ଟ କାନ୍ଥ |
ತೇಲುವ ಮಹಡಿ,ଭାସମାନ ଚଟାଣ |
ಫ್ಲೋಕ್ಯುಲೇಷನ್,ଫ୍ଲୋକ୍ୟୁଲେସନ୍ |
ಫ್ಲೋಕ್ಯುಲೇಷನ್ ಮಿತಿ,ଫ୍ଲୋକ୍ୟୁଲେସନ୍ ସୀମା |
ಫ್ಲೋಕ್ಯುಲೇಷನ್ ಅನುಪಾತ,ଫ୍ଲୋକ୍ୟୁଲେସନ୍ ଅନୁପାତ |
ಫ್ಲೋಕಲ್ಸ್,ଫ୍ଲୋକ୍ୟୁଲ୍ସ |
ಮಹಡಿ,ଚଟାଣ
ಮಹಡಿ ಮುದ್ರೆ,ଚଟାଣ ସିଲ୍ |
ಹರಿವು,ପ୍ରବାହ
ಏರಿಳಿತ,ଅସ୍ଥିରତା |
ಕಾಲಿಡುವುದು,ଫୁଟିଂ
ಅಡಿಪಾಯ,ଫାଉଣ୍ଡେସନ୍
ಉಚಿತ ಪತನದ ಬ್ಯಾರೋ ಟಾಪಿಂಗ್ ಮಿಕ್ಸರ್,ମାଗଣା ପତନ ବାରୋ ଟପିଙ୍ଗ୍ ମିକ୍ସର୍ |
ಉಚಿತ ಪತನ ಮಿಕ್ಸರ್ (ಡ್ರಮ್ ಪ್ರಕಾರ),ମାଗଣା ପତନ ମିକ୍ସର୍ (ଡ୍ରମ୍ ପ୍ରକାର)
ಉಚಿತ ಕಲ್ಲು,ମାଗଣା ପଥର |
ಫ್ರೆಶ್ಸೆಟ್,ଫ୍ରେଶେଟ୍ |
ಘರ್ಷಣೆ ರಾಶಿ,ଘର୍ଷଣ ଗଦା |
ಕಪ್ಪೆ,ବେଙ୍ଗ
ಗೇಬಲ್,ଗେବୁଲ୍ |
ಗ್ಯಾಬ್ಲೆಟ್,ଗାବଲେଟ୍ |
ಗ್ಯಾಂಬ್ರೆಲ್ ಛಾವಣಿ,ଗାମ୍ବ୍ରେଲ୍ ଛାତ |
ಗೇಜ್,ଗେଜ୍
ಅಳತೆ ವಿಭಾಗ,ଗଗିଂ ବିଭାଗ |
ಮಾಪಕ ನಿಲ್ದಾಣ,ଗଗିଂ ଷ୍ଟେସନ୍ |
ಸಾಮಾನ್ಯ ಸ್ಥಳ ಯೋಜನೆ,ସାଧାରଣ ଅବସ୍ଥାନ ଯୋଜନା |
ಸಾಮಾನ್ಯ ವಾತಾಯನ,ସାଧାରଣ ଭେଣ୍ଟିଲେସନ୍ |
ಜಿ ಹಾರಿಜಾನ್ ಅಥವಾ ಗ್ಲೇ ಹಾರಿಜಾನ್,ଜି ରାଶି କିମ୍ବା ଗଲି ରାଶି |
ತನಕ ಗ್ಲೇಶಿಯಲ್,ଗ୍ଲାସିଆଲ୍ ପର୍ଯ୍ୟନ୍ତ
ಗ್ನೀಸ್,ଗ୍ନିସ୍ |
ಸರಕುಗಳ ಅಂಗಳ,ଦ୍ରବ୍ୟ ପ୍ରାଙ୍ଗଣ
ಗ್ರೇಡಿಯಂಟ್ ಪ್ರತಿರೋಧ,ଗ୍ରେଡିଏଣ୍ଟ୍ ପ୍ରତିରୋଧ |
ಗ್ರಾನೈಟ್,ଗ୍ରାନାଇଟ୍ |
ಹರಳಿನ ರಚನೆ,ଗ୍ରାନୁଲାର୍ ଗଠନ |
ಗ್ರ್ಯಾನ್ಯುಲೇಷನ್,ଗ୍ରାନୁଲେସନ୍ |
ಗ್ರ್ಯಾನ್ಯೂಲ್,ଗ୍ରାନୁଲ୍ |
ಗುರುತ್ವಾಕರ್ಷಣೆಯ ನೀರು ಮುಕ್ತ ನೀರು,ମାଧ୍ୟାକର୍ଷଣ ଜଳ ମୁକ୍ତ ଜଳ |
ಗುರುತ್ವಾಕರ್ಷಣೆಯ ಅಂಗಳ,ମାଧ୍ୟାକର୍ଷଣ ପ୍ରାଙ୍ଗଣ |
ದೊಡ್ಡ ಮಣ್ಣಿನ ಗುಂಪು,ମହାନ ମାଟି ଗୋଷ୍ଠୀ |
ಗ್ರಿಲ್ಲೇಜ್ ಅಡಿಪಾಯ,ଗ୍ରିଲେଜ୍ ଫାଉଣ୍ଡେସନ୍ |
ನೆಲದ ಕೈ ಮೋಲ್ಡಿಂಗ್,ଗ୍ରାଉଣ୍ଡ ହ୍ୟାଣ୍ଡ ମୋଲିଡିଂ |
ಗುಂಪು ಮಾಡಲಾದ ಡಾಕ್,ଗ୍ରୁପ୍ ଡକ୍ |
ಗುಂಪು ವಸತಿ,ଗୋଷ୍ଠୀ ଗୃହ
ಅತಿಥಿ ಕೊಠಡಿ,ଅତିଥି ଗୃହ
ಗಟಾರ,ଗୁଟର୍ |
ಗಟಾರ ಹೊರುವವನು,ଗୁଟର ଧାରକ |
ಗಟರ್ ಚೆಕ್,ଗୁଟର ଯାଞ୍ଚ |
ಸುತ್ತಿಗೆ ಡ್ರೆಸ್ಸಿಂಗ್,ହାମର ଡ୍ରେସିଂ |
ಬಂದರು,ହାରବର୍
ಆಶ್ರಯ ಬಂದರು,ଆଶ୍ରୟସ୍ଥଳ
ಹಾರ್ಡ್ ಪ್ಯಾನ್,ହାର୍ଡ ପ୍ୟାନ |
ಶಿರೋಲೇಖ,ହେଡର୍
ಹೆಡರ್ ಬಾಂಡ್,ହେଡର୍ ବଣ୍ଡ୍ |
ಹೆಡರ್ ಕೋರ್ಸ್,ହେଡର୍ ପାଠ୍ୟକ୍ରମ
ಹೆಡ್ ಗೇಟ್ ರಚನೆ,ହେଡ୍ ଗେଟ୍ ଗଠନ |
ಕಾಲುವೆಯ ಮುಖ್ಯಸ್ಥ,କେନାଲର ମୁଖ୍ୟ |
ಮುಖ್ಯ ನಿಯಂತ್ರಕ,ମୁଖ୍ୟ ନିୟନ୍ତ୍ରକ |
ಹೆರಿಂಗ್ ಮೂಳೆ ಬಂಧ,ହେରିଙ୍ଗ ହାଡ ବନ୍ଧନ |
ಹಾರ್ಟಿಂಗ್,ହୃଦୟ
ತೇವಗೊಳಿಸುವ ಶಾಖ,ଓଦା ଗରମ |
ಹೆಚ್ಚಿನ ಅಲ್ಯೂಮಿನಾ ಸಿಮೆಂಟ್,ଉଚ୍ଚ ଆଲୁମିନା ସିମେଣ୍ଟ |
ಹಿಪ್,ହିପ୍
ಹಿಪ್ ಕ್ಯಾಪಿಂಗ್,ହିପ୍ କ୍ୟାପିଙ୍ଗ୍ |
ಹಿಪ್ಡ್ ಎಂಡ್,ହିପ୍ ଶେଷ
ಹುಡ್,ହୁଡ୍ |
ಹುಡ್ ಮೋಲ್ಡಿಂಗ್,ହୁଡ୍ ମୋଲିଡିଂ |
ಹುಕ್ ಕಾನೂನು,ହୁକର ନିୟମ |
ಹೂಪ್ ಕಬ್ಬಿಣ,ଲୁହା ହୁପ୍ |
ಹಾರಿಜಾನ್,ରାଶି
ಆರ್ದ್ರತೆ,ଆର୍ଦ୍ରତା
"ಆರ್ದ್ರತೆ, ಸಂಪೂರ್ಣ","ଆର୍ଦ୍ରତା, ସଂପୂର୍ଣ୍ଣ |"
"ಆರ್ದ್ರತೆ, ಸಾಪೇಕ್ಷ","ଆର୍ଦ୍ରତା, ଆପେକ୍ଷିକ |"
ಹಂಪ್ ಯಾರ್ಡ್,ହମ୍ପ୍ ୟାର୍ଡ |
ಹೈಡ್ರಾಲಿಕ್ ಒತ್ತಡ,ହାଇଡ୍ରୋଲିକ୍ ଚାପ |
ಜಲಸಂಚಯನ,ହାଇଡ୍ରେସନ୍ |
ಜಲವಿಚ್ಛೇದನ,ହାଇଡ୍ରୋଲାଇସିସ୍ |
ಹೈಡ್ರೊಲೈಟಿಕ್ ಆಮ್ಲೀಯತೆ,ହାଇଡ୍ରୋଲାଇଟିକ୍ ଅମ୍ଳତା |
ಹೈಡ್ರೋಮಾರ್ಫಿಕ್ ಮಣ್ಣು,ହାଇଡ୍ରୋମୋର୍ଫିକ୍ ମାଟି |
ಹೈಡ್ರೋಫಿಲಿಕ್ ಕೊಲೊಯ್ಡ್,ହାଇଡ୍ରୋଫିଲିକ୍ କୋଲଏଡ୍ |
ಹೈಡ್ರೋಫೋಬಿಕ್ ಕೊಲೊಯ್ಡ್,ହାଇଡ୍ରୋଫୋବିକ୍ କୋଲଏଡ୍ |
ಹೈಡ್ರೋಸ್ಟಾಟಿಕ್ ಒತ್ತಡದ ಅನುಪಾತ,ହାଇଡ୍ରୋଷ୍ଟାଟିକ୍ ଚାପ ଅନୁପାତ |
ಹೈಗ್ರೊಸ್ಕಾಪ್ಟಿಕ್ ಗುಣಾಂಕ,ହାଇଗ୍ରୋସ୍କାପ୍ଟିକ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
ಹೈಗ್ರೊಸ್ಕೋಪಿಕ್ ತೇವಾಂಶ,ହାଇଗ୍ରୋସ୍କୋପିକ୍ ଆର୍ଦ୍ରତା |
ಹೈಡ್ರೋಸ್ಕೋಪಿಸಿಟಿ,ହାଇଡ୍ରୋସ୍କୋପିକ୍ଟି |
ಹೈಗ್ರೊಸ್ಕೋಪಿಕ್ ತೇವಾಂಶ,ହାଇଗ୍ରୋସ୍କୋପିକ୍ ଆର୍ଦ୍ରତା |
ಹೈಪರ್ಬೇರಿಕ್ ಚೇಂಬರ್,ହାଇପରବାରିକ୍ ଚାମ୍ବର |
ಹೈಪರ್ಸ್ಟಾಟಿಕ್ ಫ್ರೇಮ್,ହାଇପରଷ୍ଟାଟିକ୍ ଫ୍ରେମ୍ |
ಹೈಪ್ಸೋಮೀಟರ್,ହାଇପୋସୋମିଟର |
ಇಲ್ಯುಮಿನೇಷನ್,ଆଲୋକ
ಇಂಬಿಬೇಷನ್ ತೇವಾಂಶ,ଇମ୍ବିବେସନ୍ ଆର୍ଦ୍ରତା |
ಬಲಿಯದ ಮಣ್ಣು,ଅପରିପକ୍ୱ ମାଟି |
ವಶಪಡಿಸಿಕೊಂಡ ಡಾಕ್,ପ୍ରଭାବିତ ଡକ୍ |
ಭೂ ಆದಾಯ ಹೆಚ್ಚಳ,ଜମି ରାଜସ୍ୱ ବୃଦ୍ଧି
ಸ್ವತಂತ್ರ ಸ್ಕ್ಯಾಫೋಲ್ಡ್,ସ୍ Independ ାଧୀନ ସ୍କାଫୋଲ୍ଡ |
ಇಂಡರೇಟೆಡ್,ପ୍ରେରିତ |
ಆರಂಭಿಕ ಪ್ರಿಸ್ಟ್ರೆಸ್,ପ୍ରାରମ୍ଭିକ ସମ୍ମାନ
ಆರಂಭಿಕ ಒತ್ತಡ,ପ୍ରାରମ୍ଭିକ ଟେନସନ |
ಒಳನಾಡಿನ ಜಲಮಾರ್ಗ ಬಂದರು,ଆଭ୍ୟନ୍ତରୀଣ ଜଳପଥ ବନ୍ଦର |
ಇನ್ಸುಲೇಟಿಂಗ್ ಬೋರ್ಡ್,ଇନସୁଲେଟିଂ ବୋର୍ଡ |
ಮಧ್ಯಂತರ ಬಂದರು,ମଧ୍ୟବର୍ତ୍ତୀ ବନ୍ଦର |
ಆಂತರಿಕ ಘರ್ಷಣೆ,ଆଭ୍ୟନ୍ତରୀଣ ଘର୍ଷଣ |
ಇಂಟ್ರಾಜೋನಲ್ ಮಣ್ಣು,ଇଣ୍ଟ୍ରାଜୋନାଲ ମାଟି |
ಅಯಾನು,ଆଇନ୍
ಅಯಾನು ವಿನಿಮಯ,ଆଇନ୍ ବିନିମୟ |
ಕಬ್ಬಿಣದ ಪ್ಯಾನ್,ଲୁହା ପ୍ୟାନ |
ನೀರಾವರಿ ಭೂಮಿ,ଜଳସେଚିତ ଜମି |
ನೀರಾವರಿ,ଜଳସେଚନ
ನೀರಾವರಿ ಸೆಸ್,ଜଳସେଚନ ବନ୍ଦ
ಜಾಂಬ್,ଜାମ୍
ಜೋಗಲ್,ଜୋଗଲ୍ |
ಜೋಗಲ್ ಪಿನ್,ଜୋଗଲ୍ ପିନ୍ |
ಜೂಲ್,ଜୁଲେ |
ಜಂಪರ್,ଜମ୍ପର୍ |
ಕಿಲೋಗ್ರಾಂ,କିଲୋଗ୍ରାମ |
ಕಿಲೋಗ್ರಾಂ ಬಲ,କିଲୋଗ୍ରାମ ଫୋର୍ସ |
ಕಿಲೋಗ್ರಾಂ ಫೋರ್ಸ್ ಮೀಟರ್,କିଲୋଗ୍ରାମ ଫୋର୍ସ ମିଟର |
ಕಿಲೋವ್ಯಾಟ್ ಗಂಟೆ,କିଲୋୱାଟ ଘଣ୍ଟା |
ಕಿಂಗ್ ಮುಚ್ಚುವಿಕೆ,ରାଜା ବନ୍ଦ
ಅಡಿಗೆ,ରୋଷେଇ ଘର |
ಲೇಸ್ಡ್ ಕಾಲಮ್,ସ୍ତମ୍ଭ
ಹಿಂದುಳಿದಿದೆ,ଲଗିଂ
ಲ್ಯಾಮೆಲ್ಲಾ ರೂಟ್,ଲାମେଲା ମୂଳ |
ಲ್ಯಾಮಿನಾರ್ ಹರಿವು,ଲାମିନାର୍ ପ୍ରବାହ |
ದೀಪದ ರಂಧ್ರ,ଦୀପ ଗର୍ତ୍ତ |
ಭೂಮಿ ಸಂಚಯ,ଜମି ଅଧିଗ୍ରହଣ
ಲ್ಯಾಂಡ್ ಸ್ಲೈಡಿಂಗ್,ଭୂମି ସ୍ଲାଇଡିଂ |
ಲ್ಯಾಟರೈಟ್,ଲାଟେରାଇଟ୍ |
ಲ್ಯಾಟರೈಟ್ ಮಣ್ಣು,ଲାଟେରାଇଟ୍ ମାଟି |
ದೊಡ್ಡ ಸಂಖ್ಯೆಗಳ ಕಾನೂನು,ବହୁ ସଂଖ୍ୟକ ନିୟମ |
ಲೇಔಟ್ ಯೋಜನೆ,ଲେଆଉଟ୍ ଯୋଜନା |
ಖಾತಾ ಪುಸ್ತಕ,ଲେଜର
ಸುಣ್ಣದ ಪ್ಯಾನ್,ଚୂନ ପ୍ୟାନ |
ಲಿಂಟೆಲ್,ଲିନଟେଲ୍ |
ದ್ರವ ಮಿತಿ,ତରଳ ସୀମା |
ಲೈವ್ ಲೋಡ್,ଲାଇଭ୍ ଲୋଡ୍ |
ಲೋಮ್,ଲୋମ୍ |
ಸ್ಥಳೀಯ ನಿಷ್ಕಾಸ ವಾತಾಯನ,ସ୍ଥାନୀୟ ନିଷ୍କାସନ ଭେଣ୍ଟିଲେସନ୍ |
ಲೋಕೋ ಅಂಗಳ,ଲୋକୋ ଅଗଣା |
ಲೋಸ್,ଲୋସ୍ |
ಕಡಿಮೆ ಪ್ಲಾಸ್ಟಿಕ್ ಮಿತಿ,ନିମ୍ନ ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |
ಕಡಿಮೆ ಶಾಖ ಸಿಮೆಂಟ್,କମ୍ ଉତ୍ତାପ ସିମେଣ୍ଟ |
ಯಂತ್ರ ಮೋಲ್ಡಿಂಗ್,ମେସିନ୍ ମୋଲିଡିଂ |
ಮ್ಯಾಕ್ರೋಸ್ಟ್ರಕ್ಚರ್,ମାକ୍ରୋଷ୍ଟ୍ରକଚର |
ಮುಖ್ಯ ನಿಯಂತ್ರಕ,ମୁଖ୍ୟ ମୁଖ୍ୟ ନିୟନ୍ତ୍ରକ |
ಮುಖ್ಯ ಬಂದರು,ମୁଖ୍ୟ ବନ୍ଦର
ಮೇಕಪ್ ಗಾಳಿ,ମେକ୍ଅପ୍ ବାୟୁ |
ಮನ್ಸಾರ್ಡ್,ମାନସାର୍ଡ |
ಮಾರ್ಷಲಿಂಗ್ ಯಾರ್ಡ್,ମାର୍ଶାଘାଇ ଅଗଣା |
ಕಲ್ಲುಗಾರಿಕೆ,ମାନସ
ಪಕ್ವವಾಗುತ್ತಿರುವ ತಾಪಮಾನ,ପରିପକ୍ୱ ତାପମାତ୍ରା |
ಮೆಜ್ಜನೈನ್ ಮಹಡಿ,ମେଜଜାନାଇନ୍ ଚଟାଣ |
ಯಾಂತ್ರಿಕ ವಿಶ್ಲೇಷಣೆ,ଯାନ୍ତ୍ରିକ ବିଶ୍ଳେଷଣ |
ಯಾಂತ್ರಿಕ ವಾತಾಯನ,ଯାନ୍ତ୍ରିକ ଭେଣ୍ଟିଲେସନ୍ |
ಮೆಟ್ರಿಕ್ ಪದ್ಧತಿ,ମେଟ୍ରିକ୍ ସିଷ୍ଟମ୍ |
ಸೂಕ್ಷ್ಮ ರಚನೆ,ମାଇକ୍ରୋସ୍ଟ୍ରଷ୍ଟ୍ରକଚର |
ಮಿಲಿ ಸಮಾನ,ମିଲି ସମାନ |
