Marathi,English
कमी तापमान इलेक्ट्रॉनिक्स,cryogenic electronics
हायपोथर्मिया,cryogenic
क्रायोजेनिक प्रयोगशाळा,cryogenic laboratory
निम्रतापिकी,Cryogenics
अतिशीत गेज,cryoscope
क्रायोमेट्रिक स्थिरांक,Cryoscopic Constant
क्रिस्टल,crystal
"स्फटिक, तंतुमय",Crystalline
"क्रिस्टलायझेशन, क्रिस्टलायझेशन, क्रिस्टलायझेशन",crystallisation (=crystallization)
क्रिस्टल शास्त्रज्ञ,crystallographer
क्रिस्टल-स्ट्रक्चरल,Crystallographic
क्रिस्टल रचना,Crystallographical
"क्रिस्टलोग्राफी, क्रिस्टल सायन्स",crystallography
जाळी हस्तांतरण ऑपरेशन,crystal translation operation (=lattice translation operation)
क्रिस्टल धुसफूस,crystal whiskers
घन घन,Cube
"घन, घन, घन, त्रिकोण, घन, त्रिकोण",Cubic
क्यूबिक क्लीवेज,Cubical Cleavage
कक्षीय,Cubicle
संचयी,Cumulative
क्युरी स्थिरांक,Curie constant
क्युरी इफेक्ट,Curie effect
"क्युरी पॉइंट, क्युरी टेम्परेचर, क्युरी डिमॅग्नेटायझेशन पॉइंट",Curic-point
क्युरी,curie (unit)
प्रवाह,current
प्रवाहाचा अल्पसंख्याक,current element
वितरण,Curtailment
वक्रता,Curvature
वक्र वक्र रेषा,Curve
वक्र,Curved
वक्र बार,curved beam
वक्र पृष्ठ,curved surface
वाढ वक्र,curve of growth
वक्र,Curvilinear
"छिद्र शेवट, कटिंग",cut-off
शेवटचा झोन,cut off field
शेवटची वारंवारता,cut off frequency
शेवटचा बिंदू,cut off point
टर्मिनल बिंदू वेग,cut off velocity
टर्मिनल व्होल्टेज,cut off voltage
"कलाकार, कलाकार",Cutter
सायबरनेटिक्स,Cybernetics
"सायकल, सायकल, सायकल",Cycle
सायकल प्रति सेकंद,cycle per second
"चक्रीय, चक्रीय",cyclic
फिरकी,Cycling
चक्रीय लोलक,cycloidal pendulum
सायक्लोट्रॉन,Cyclotron
सायक्लोट्रॉन वारंवारता,cyclotron frequency
"सिलेंडर, सिलेंडर",cylinder
"दंडगोलाकार, सिलेंडर आकार, सिलेंडर, सिलेंडर",Cylindrical
सिलेंडर हार्मोनिक,cylindrical harmonics
ओलसर,damped
ओलसर साधे हार्मोनिक दोलन,damped harmonic oscillation
डम्पर,Damping
डॅनियल सेल,Daniell cell
गडद,dark
"दान केलेली संसाधने, अधीनस्थ संसाधने, ट्रस्ट संसाधने",data processing
"विघटन उत्पादक, दूध उत्पादित, पालक, संतती",Daughter
डेव्हिसन अधिक गरम प्रयोग,Davission Germer experiment
D.C. (निर्देशक),d .c. (=zero frequency component)
निष्क्रिय भाग,dead space
शांत जागा,dead spot
डी ब्रॅगली तरंगलांबी,de Broglie wave length
Debye वैशिष्ट्यपूर्ण तापमान,Debye charactristic temperature
"Debye लांबी, Debye अंतर",Debye length
कर्ज-विराम,Debye relaxation time
क्षय,decay
क्षय निर्देशांक,decay constant
सौम्य,decelerating
मंद होणे,deceleration
विराम वेळ,deceleration time
डेसिबल,Decibel
डेसिबेलोमीटर,decibelmeter
"दशांश, दशांश",Decimal
वर्गीकरण,declassify
"उलथापालथ, क्रांती, उपक्रम, घट",declination
सममितीय वर्तुळ,declination circle
डिकोडर,Decoder
"विघटन, विघटन",decomposition
डीकंप्रेशन,Decompression
निर्जंतुकीकरण,decontamination
अलंकार,Decoration
संयुग्मन,Decoupling
कमी करणारे कार्य,decreasing function
हवामान,Decrement
उल्लंघन,Deemphasis
उपमजला,deep level
खोल जागा,dcep space
व्युत्पत्ती,De-excitation
"दोष, त्रुटी, नुकसान, कमतरता",Defect
चुकीचे,Defective
प्रतिकारशक्ती,Defensive
मर्यादा दरवाजा,defining aperture
"व्याख्या, स्पष्टता",definition
विचलित करणे,Deflect
डिफ्लेक्टर,Deflecting
"विक्षेपण, विक्षेपण",Deflection
विचलित फोकस,deflection defocussing
विक्षेपन-दुहेरी आरसा,deflection-doubling mirror
विक्षेपण क्षेत्र,deflection field
गुरुत्वाकर्षण-प्रभावित विक्षेपण,deflection of gravity
संक्षेप प्लेट्स,deflection plates
लक्ष केंद्रित,Defocussing
विकृती,deformability
"विकृती, विकृती",Deformation
विगासन,degasification
"धिक्कार, लबाडी",Degeneracy
"अपवित्र (ver.), degraded (n.), degraded (v.)",Degenerate
कचरा वायू,degenerate gas
"विकृती, वाचा, वंचितता, वंचितता",degeneration
समाधानकारक,degenerative
"पदवी, पदवी, परिमाण, पदवी, पदवी, प्रमाण, अंश",Degree
एकाग्रता - मात्रा,degree of concentration
पृथक्करण प्रमाण,degree of dissociation
स्वातंत्र्याची डिग्री. स्वातंत्र्याची डिग्री,degree of freedom
आयनीकरणाचे प्रमाण,degree of ionisation
ध्रुवीकरणाचे परिमाण,degree of polarisation
अचूकतेचे प्रमाण,degree of precision
आर्द्रीकरण,dehumidification
डीआयनीकरण,deionisation
विलंब,Delay
उशीर झालेला,Delayed
स्थानिकीकरण,Delocalisation
डेल्टा फंक्शन,delta function
विचुंबकीकरण,Demagnetisation
चुंबकीय वक्र,Demagnetise
डिमॅग्नेटायझर,Demagnetiser
demodulation,demodulation
दाट गर्दी,dense packing
घनता मापक,Densitometer
"घनता, घनता",Density
घसारा पातळी,depletion layer
क्षीणता क्षेत्र,depletion zone
अध्रुवीकरण,depolarisation
depolarized,depolarised
डिपोलायझर,depolariser
"फील्डची खोली, फील्डची तीव्रता",depth of field
"व्युत्पन्न polarogram, व्युत्पन्न polarogram",derivative polarogram
साधित,derived
"उतरते, उतरते",Descending
"वंश, वंश",descent
"वर्णन करा, तयार करा, काढा",describe
भाजक,Descriptor
"रचना करणे, रचना करणे (n.) रचना करणे, रचना करणे (n.)",Design
नाश,Destruction
विध्वंसक हस्तक्षेप,destructive interference
"विध्वंसक, विध्वंसक",Destructive
"ओळख, ओळख",Detection
कलेक्टर,Detector
निर्धारवाद,Determinateness
निर्धारक,determinating
निर्धार,determination
ठरवण्यासाठी,determine
ठरवले,determined
ड्यूटरॉन,Deuteron
"व्यक्त करणे, विकसित करणे, विकसित करणे",develop (=develope)
"विकसक, विकसक",developer
"विकास, विकास",development
विचलन,Deviation
दव,Dew
दव बिंदू,dew point
दक्षिण ध्रुवीकरण,dextrorotary
निदान चाचणी,diagnostic test
कर्ण,Diagonal
आकृती,Diagram
आकृती,Diagrammatic
डायल,dial
डायमॅग्नेटिक,Diamagnetic
"डायमॅग्नेटोलॉजी, डायमॅग्नेटिक सामग्री",Diamagnetics
डायमॅग्नेटिझम,Diamagnetism
व्यासाचा,Diameter
diametrically विरुद्ध,Diametrically opposite
"हिरा, हिरा",Diamond
"डायाफ्राम, डायाफ्राम",Diaphragm
उष्णता विनिमय,Diathermanous
उष्णता विनिमय,diathermic
"डायटोनिक स्वरग्राम, डायटोनिक स्वरग्राम",diatonic scale
"विभाजन, अर्ध-कला",Dichotomy
डायक्रोमेट सेल,dichromate cell
"द्विविभाजन, दृश्‍य द्वंद्व, पातळी द्वंद्व",Dichromatism
डिक्टाफोन,Dictaphone
डायलेक्ट्रिक,dielectric
डायलेक्ट्रिक्स,dielectrics
डिझेल सायकल,diesel cycle
अंतर,difference
"विभेदक वारंवारता, विचलन वारंवारता",difference frequency
"भिन्नता, भिन्नता, भिन्नता, भिन्नता, अंतराळ, भिन्नता",Differential
विभेदक शोषण,differential absorption
डिस्टिंक्शन एम्पलीफायर,differential amplifier (=difference amplifier)
"penetrative calorimeter, penetrative calorimeter",differential calorimeter
विभेदक कॅपेसिटर,differential capacitor
विभेदक झोन,differential cross section
विभेदक प्रसार,differential Diffusion
विभेदक समीकरण,differential equation
विभेदक विलोपन गुणांक,differential extinction coefficient
इंटरमीटर आयनीकरण कक्ष,differential ionisation chamber
विभेदक समस्थानिक पद्धत,differential isotope method
विभेदक वेग,differential velocity
वेगळे करणे,differentiate
"भिन्न, भिन्नता",differentiated
"भिन्नता, भिन्नता",Differentiation
विवर्तन,diffraction
डिफ्रॅक्टोमीटर,diffractometer
"पसरलेले, पसरलेले",Diffused
पसरलेले,Diffuse
प्रसार,diffusion
प्रसार,diffusivity
"अंक, व्यास, बोट",digit
डिजिटल रेकॉर्डिंग,digital recording
डिजिटल व्होल्टमीटर,digital voltmeter
द्वि-समस्थानिक घटक,di-isotopic element
प्रसार,dilatation
विस्तार विकृती,dilation strain
एक्सोथर्मोमीटर,dilatometer
विसफरिणी,Dilator
"विस्तार, लांबी-रुंदी, परिमाण, शक्ती",Dimension
मितीय,Dimensional
आयाम,Dimensionality
विमा युनिट,dimensional unit
आकारहीन परिमाण,dimensionless
"घसारा, घट",diminution
तेजस्वी,Dimmer
डायोड,diode
diopter,diopter
अपवर्तन क्षेत्र,dioptrical region
अपवर्तक लेन्स,dioptric lens (=drum lens)
"नतमस्तक, नतमस्तक, कुंड",dip
पडण्याचा कोन,dip angle
द्विध्रुव,Dipole
द्विध्रुवीय थर,dipole layer (=electric double layer)
डायरॅक डेल्टा फंक्शन,Dirac delta function
"सरळ, सरळ, सरळ, थेट, विरुद्ध",Direct
अनुलोम सहसंबंध,direct correlation
थेट वर्तमान,direct current
थेट,directed
"थेट फटका, सरळ फटका",direct impact
"दिशा, दिशा",direction
दिशात्मक,Directional
जागा स्थिरता,directional stability
"डिकोसाइन, डिको-कोसाइन",direction cosine
"दिशात्मक, दिशात्मक, दिशात्मक",directive
दिशादर्शकता,directivity
सामान्य जाळी,direct lattice
सरळ रेषा,direct line
अनुक्रमिक गुणोत्तर,directly proportional
थेट पद्धत,direct method
दिशा,Director
थेट वाचन साधन,direct reading instrument
समोर दुर्बीण,direct vision telescope
"ऑब्जेक्ट, वर्तुळ, डिस्क, डिस्क",Disc
"विसर्जन, प्रवाह, ब्लीचिंग",Discharge
पाण्यात विसर्जन,discharge in cascade
"खंडितता, खंडितता, फ्रॅक्चर",discontinuity
खंडित,discontinuous
"संशोधन, शोध",Discovery
विसंगती,Discrepancy
कण,Discrete
"अवतल अँटेना, डिश अँटेना",dish antenna
"विघटन, दाणेदार",disintegration
विघटन स्थिर,disintegration constant
अपव्यय ऊर्जा,disintegration energy
विघटन अर्ध-जीवन,disintegration half-life
विघटन श्रेणी,disintegration series
"अव्यवस्था, अव्यवस्था, अव्यवस्था, अव्यवस्था",Dislocation
"फॉल्ट लाइन, फॉल्ट कोर",dislocation line
फॉल्ट लूप,dislocation loop
"अव्यवस्था, अव्यवस्था, अव्यवस्था",disorder
गोंधळ,disordering
"गोंधळ, गोंधळ",disorientation
"विखुरलेले, विखुरलेले",dispersed
"फैलाव, विखुरणे",dispersion
प्रक्षेपण,Dispersity
dispersant,Dispersive
चिंतनशीलता,Dispersivity
विस्थापन,Displacement
प्रदर्शन,Display
कन्सोल,display unit (=console)
विघटन शक्ती,disruptive force
असमान,dissimilar
क्षय गुणांक,dissipation coefficient
संक्षारक,Dissipative
क्षय प्रणाली,dissipative system
वेगळे करण्यायोग्य,Dissociable
वेगळे केले,Dissociated
स्वभाव,Dissociation
विसंगतता,Dissonance
अंतर,Distance
दूरवर,Distant
"वेगळे, वेगळे, वेगळे, अर्थपूर्ण",Distinct
भेदभाव,Distinction
स्वतंत्र मालमत्ता,distinctive property
"वेगळे करणे, वेगळे करणे",Distinguish
विकृत,Distorted
विकृती,Distortion
विकृत लवचिकता,distortional elasticity
वितरित अॅम्प्लीफायर,distributed amplifier
"वितरण, वितरण",Distribution
"वितरण नियम, वितरण नियम",distributive law
अडथळा,Disturbance
"व्यथित, विस्कळीत समतोल",Disturbed
त्रासदायक शक्ती,disturbing force
"आहनिक, दिवाचार, दिवा, दैनिक",Diurnal
रोजचा वेग,diurnal motion
द्विसंवेदी,Divalent
"उधळणे, उधळणे",Diverge
"भिन्नता, विचलन, भिन्नता",Divergence
वळवणारा,Divergent
वळवणे,diversion
"विभागलेला, विभागलेला",Divided
"विभागणी, विभागणी, विभागणी",division
आयनोस्फियरचा डी थर,D-layer of ionosphere
"प्रदेश, प्रांत, प्रदेश, डोमेन",domain
"घुमट, घुमट",dome
प्रभावशाली स्थिती,dominant term
दाता पातळी,donor level
मदित तह,doped junction
"भेसळ, भेसळ",Doping
डॉपलर प्रभाव,Doppler effect
"डोस, डोस",Dose
क्वांटोमीटर,Dosimeter
"ठिपके, ठिपके",Dotted
"दुहेरी, द्विगुणित, जोडी, दुहेरी, सामान्य, द्विभाजक",Double
दुहेरी बाँड,double bonds
द्विकोनव्हेक्स लेन्स,double concave lens
द्विकोनव्हेक्स लेन्स,double convex lens
बायनरी भिन्नता,double differentiation
दुहेरी आयनीकरण,double ionization
दुहेरी रेणू,double molecule
दुहेरी अचूकता,double precision
दुहेरी अपवर्तन,double refraction
दुहेरी मालिका,double series
तारे जोडी,double stars
दुप्पट,doublet
अॅक्रोमॅटिक लेन्स जोडी,doublet achromat
"प्रसार, विस्तार",Doubling
दुप्पट चार्ज केलेला कण,doubly charged particles
उभयचर भ्रष्ट,Doubly degenerate
दुहेरी ionized,doubly ionised
खालच्या दिशेने,Downward
ट्रॅक्शन अयस्क सेमी कॉम्पॅक्ट,drag
कर्षण शक्ती,drag force drift
"वाह, प्रवाह, अपोध, प्रवाह (खाण), पंझ (अन्न), विस्थापन",drift
प्रवाह प्रवाह,Drift current
कार्यरत,Driving
वहन व्होल्टेज,driving voltage
लहान चेंडू,drop ball
अचानक ब्रेक,drop dead halt (=dead halt)
"बिंदू, सूक्ष्म बिंदू, थेंब",droplet
पडणे,dropping
कोरडे,Dry
कोरडे कोरडे हायग्रोमीटर,dry and wet bulb hygrometer
अयशस्वी संपर्क,dry contact
"दुहेरी ऑपरेशन, दुहेरी ऑपरेशन",dual operation
वाहिनी,duct
तन्य,Ductile
तन्य,ductility
मंद,dull
नि:शब्द करा,dummy
पदच्युती,dumping
वामन तारा,dwar star
दुहेरी अक्ष,dyad-axis
गतिमान,dynamic
गतिमान,dynamical
"गतिशीलता, गतिशीलता",dynamics
डायनॅमो,dynamo
जेवण,Dyne
"पृथ्वी, पृथ्वी",earth
भूकंपाची तीव्रता,earthquake intensity
पृथ्वी उपग्रह,earth satellite
पृथ्वी कनेक्शन प्रणाली,earth system (=ground system of an antenna)
ग्राउंड वायर,earth wire
"केंद्र, मध्यवर्ती",eccentric
विलक्षणता,Eccentricity
समकालीन,echelon
प्रतिध्वनी,echo
गृहीतक,Eclipse
क्रांती परिपत्रक समन्वय,ecliptic coordinates
व्हर्लपूल,Eddy
धार दोष,edge dislocation
कोर-प्रभाव,edge effect
एडिसन सेल,Edison cell
सुधारणे,Edit
प्रभावी,effective
कार्यक्षमता,Efficiency
प्रयत्न,effort
डिस्चार्ज,effusion
"अलंकारिक, eigen",Eigen
अष्टकोनी,eightspin
आईन्स्टाईन-बोस वितरण कायदा,Einstein-Bose distribution law
तात्काळ प्रभाव,Einstein-de-Hass effect
आइन्स्टाईनियम,Einsteinium
आइन्स्टाईन स्मोलुचोव्स्की समीकरण,Einstein Smoluchowski Equation
आइन्स्टाईन-लोकसंख्या,Einstein space
हकालपट्टी,Ejection
इजेक्टर कॅप्सूल,Ejection capsule
इजेक्टर,Ejector
मंजुरी बोर्ड,ejector plate
व्यस्त क्षमता,Elastance
लवचिक,elastic
"लवचिक पवित्रा प्रभाव, लवचिक पवित्रा",elastic after effect (=elastic lag)
दोलन शरीर,elastically anisotropic body
लवचिकता,elasticity
"इलॅस्टिकोमीटर, इलास्टिकमीटर",elasticometer
लवचिक लवचिकता,elastic stiffness
ionosphere ई-स्तर,E-layer of ionosphere
इलेक्ट्रेट,electret
"इलेक्ट्रिकल, इलेक्ट्रिकल",Electrical
वीज,electricity
"विद्युतीकरण, चार्जिंग",electrification (electrostatics)
विद्युतीकृत,electrified
"चार्ज केलेला कण, चार्ज केलेला कण",electrified particles
इलेक्ट्रोकॉस्टिक,Electroacoustic
इलेक्ट्रो-ध्वनीशास्त्र,Electro-acoustics
इलेक्ट्रो-थर्मल,Electrocaloric
इलेक्ट्रोकेमिकल,electrochemical
समतुल्य,equivalent
इलेक्ट्रोड,Electrode
इलेक्ट्रोडायनामिक्स,Electrodynamics
इलेक्ट्रोडायनामिक प्रभाव,electrokinetic effect
गॅल्व्हनिक अलगाव,Electrolysis
इलेक्ट्रोलाइट,Electrolyte
इलेक्ट्रोलाइटिक,electrolytic
"इलेक्ट्रोफोरेसीस, इलेक्ट्रोफोरेसीस",Electrolyzer
इलेक्ट्रोमॅग्नेट,electromagnet
इलेक्ट्रोमॅग्नेटिक फील्ड,Electromagnetic
विद्युत चुंबकत्व,Electromagnetics
विद्युत चुंबकत्व,electromagnetism
"इलेक्ट्रोमीटर नोजल, इलेक्ट्रोमीटर वाल्व",electrometer valve (=electrometer tube)
विद्युतचुंबकिय बल,electromotive force
इलेक्ट्रॉन,Electron
कर्ज-वीज,electronegative
इलेक्ट्रॉनिक,Electronic
इलेक्ट्रॉनिक इजिन फंक्शन,electronic eigenfunction
इलेक्ट्रॉनिक ऊर्जा,electronic energy
इलेक्ट्रॉनिक्स,electronics
इलेक्ट्रॉन ऑप्टिक्स,electron optics (=electro-optics)
इलेक्ट्रो-ऑप्टिक्स,Electro-optics
विद्युत चुंबकत्व,Electropositive
इलेक्ट्रोस्कोप,Electroscope
इलेक्ट्रोस्टॅटिक,Electrostatic
इलेक्ट्रोस्टॅटिक्स,Electrostatics
इलेक्ट्रोफोरेसीस,electrostriction
विद्युत कनेक्टिव्हिटी,electrovalency
इलेक्ट्रिकल कनेक्टर,electrovalent
"घटक, अल्पसंख्याक, घटक",Element
"प्राथमिक, प्राथमिक, प्राथमिक",elementary
मूळ शुल्क,elementary charge
"उंची, उंची, उंची, उंची, उंची",Elevation
अल्टिमीटर,elevation
"लिफ्ट, लिफ्ट",meter elevator
नॉन-एलिप्स,ellipse of aberration
"वाढवणे, मोठे करणे, पसरण्याचा कोन",Elongation
"सोडणे, सोडणे",Emanating
"प्रसार, संतती",Emanation
एम्बेड करणे,Embed
एम्बेड केलेले,Embedded
जारी,Emergent
उत्सर्जन,Emission
"emissivity, emissivity",Emissivity
उत्सर्जन,Emittance
"उत्सर्जक, उत्सर्जक",emitter
"पूर्व मजबुतीकरण, शक्ती",Emphasis
अनुभवजन्य,empirical
"रिकामे, न भरलेले",Empty
"emulsifier, emulsifier",Emulsifier
"इमल्शन, इमल्शन",Emulsion
"शेवट, शेवट, शेवट, शेवट",End
अंतिम पुनरावृत्ती,end correction
ऊर्जा कार्यक्षम,endoergic
"अक्षीय स्थिती, A-स्थिती",end on position
"एंडोथर्मिक, एंडोथर्मिक",Endothermic
एंडोथर्मिक प्रक्रिया,endothermic process
उत्साही करणे,energise energy
अंतर्निहित ऊर्जा,energy content
ऊर्जा ऊर्जा देणारा,energy index
"इंजिन अभियांत्रिकी, अभियांत्रिकी",engine engineering
वाढ,enhancement
समृद्ध समस्थानिक,enriched isotope
संवर्धित अणुभट्टी,enriched reactor
समृद्धी,enriching
समृद्धी,enrichment
"सेट, समुदाय",Ensemble
"एन्थाल्पी, परिपूर्ण उष्णता",enthalpy
शक्ती,entity
एन्ट्रॉपी,Entropy
प्रवेश,entry
"मोजणे, मोजणे",Enumeration
पृष्ठांकन,envelope of surface
केंद्रबिंदू,epicentral
"अपारदर्शक, एपिस्कोप",Episcope
एपिटॅक्सी लेयर,epitaxial layer
"apitaxi, overrun",epitaxy
"समान, समान, समान, समान",equal
तुल्यकारक,Equaliser
समता,Equality
समीकरण,Equation
"विषुववृत्त, विषुववृत्त, विषुववृत्त, विषुववृत्त",Equator
"विषुववृत्त, विषुववृत्त, मध्यवर्ती, विषुववृत्त",Equatorial
अवतल,equiconcave
अवतल,Equiconvex
सममितीय,Equidimensional
"समांतर, समांतर",Equidistant
"समतोल, समतोल, समतोल",equilibrium
समविभाजन,Equipartition
उपकरणे,Equipment
"समानता, क्षमता",Equipotential
इक्विपटेन्शिअल,equipotentiality
isobars,equipressure
समतुल्यता,Equivalence
"समतुल्य, समतुल्य (v.), समतुल्य (n.)",equivalent
समतुल्य शोषण,equivalent absorption
"समतुल्य आचरण, समतुल्य आचरण",equivalent conductance
आयसोमेट्रिक लेन्स,equivalent lens
"अनुलंब प्रतिमा, सरळ प्रतिमा",erect image
उभ्या,excentricity
erg,Erector
"उत्साही, मतप्रवाह",erg ergodic
"चूक, चूक, चूक, अयोग्यता",Error
बोगदा डायोड,Esakidiode (=tunnel diode)
सुटका,Escape
"आवश्यक, आवश्यक",essential
ईथर,ether (aether)
युक्लिडियन समन्वय,Euclidean coordinate
युलर-कोन,Euler angle
"eutectic, eutectic",eutectic
"बाहेर काढले, बाहेर काढले",evacuated
"निर्वासन, रिक्तीकरण",Evacuation
"मूल्यांकन, मूल्यांकन",Evaluation
बाष्पीभवन,Evaporated
"बाष्पीभवन, बाष्पीभवन, बाष्पीभवन",Evaporation
अगदी,Even
"घटना, भाग",Event
"कधीही सुरक्षित, कधीही सुरक्षित",Eversate
"खरे, खरे, अगदी",Exact
एक्सोसेंटर,Ex-centre
केंद्रबिंदू,Excentric
केंद्राभिमुख,Excentrical
विलक्षणता,Excentricity
जास्त,Excess
देवाणघेवाण,exchange
"उत्साह, ऊर्जा",Excitation
"उत्तेजित करणे, उत्साही करणे",Excite
उत्तेजित,Excited
उत्तेजक,Exciter
उत्तेजित होणे,Exciton
बहिष्कार नियम,exclusion principle
अंमलबजावणी,Execution
"निर्वासन, कॅथर्सिस, बाहेर काढणे, बंद करणे",Exhaustion
समस्या,Exit
"exothermic, उष्णता उत्तेजित",Exothermal
एक्झोथर्मिक,exothermic
असामान्य इंधन,exotic fuel
पसरवणे,Expand
प्रसारण,Expanded
प्रसारक,Expander
विस्तार,expanse
"पसरणे, पसरणे",Expansion
प्रयोग,experiment
"प्रायोगिक, प्रायोगिक",experimental
उपयुक्त,experimentalist
"स्फोट, स्फोट",Explosion
घातांक,Exponent
"घातांकीय, घातांकीय",Exponentiai
एक्सपोनेंटी संभाव्य विहीर,exponential well
"एक्सपोजर, एक्सपोजर, एक्सपोजर, एक्सपोजर, कव्हर",Exposure
"अभिव्यक्ती, अभिव्यक्ती",expression
विस्तारित,extended
"विस्तारणे, विस्तारणे, विस्तारणे, विस्तारणे, पसरवणे",Extension
"हद्द, विस्तार",Extent
बाय,External
"विलोपन, विलोपन",Extinction
नॉन-रेखीय बिंदू,extra-axial point
बाह्य,Extraneous
बाह्य,Extranuclear
"असामान्य, विलक्षण",extraordinary
"ग्रहांचे आकाश, ग्रहांचे आकाश",extraplanetary space
बहिर्वाह,extrapolated
बाहेर काढलेले,Extrapolate
एक्सट्रापोलेशन,Extrapolation
नॉन-टेस्ट्रियल,Extraterrestrial
अलौकिक पदार्थ,extraterrestrial matter
बाह्य,extrinsic
"एक्सोजेनस चालकता, एक्सोजेनस चालकता",extrinsic conductivity
अभेद्य सेमीकंडक्टर,extrinsic semiconductor
"डोळा, डोळा",eye
अभिनेत्री लेन्स,eye lens
आयपीस,eye-piece
"चेहरा, बाजूला, मागे, समोर, चेहरा, चेहरा",Face
फळी केंद्रीत,face centered
"घटक, घटक, घटक, घटक, घटक, अवरोध",Factor
गती घटक,factor of momentum
सुरक्षा घटक,factor of safety
प्रवेग,fade in
कमतरता,fade out
क्षीणन,fading
फॅरेनहाइट तापमान,Fahrenheit scale
अपयश,failure
भ्रम,Fallacy
"पतन कालावधी, पतन कालावधी",fall time
"आभासी, खोटे, कोड",FALSE
फराड (युनिट),Farad
फॅराडे (युनिट),faraday
फॅरेडेचा प्रभाव,Faraday effect
दूर,far
दूर इन्फ्रारेड,far infrared
"जलद, जलद, जलद, जलद",Fast
थकवा क्रॅक,fatigue crack
जहाज अक्ष,fast axis
वेगवान हलणारे इलेक्ट्रॉन,fast electron
जलद विखंडन,fast fission
वेगवान न्यूट्रॉन,fast neutron
वेगवान न्यूट्रॉन अणुभट्टी,fast reactor
प्राणघातक मात्रा,fatal dose
थकवा,Fatigue
अश्रू फुटणे,fatigue crack
अपंग भांडे,fatigue failure
"दोष, दोष",Fault
चुकीचे,Faulty
"-केंद्र, वर्ण-केंद्र",F-centre
कमकुवत दोलन,feeble oscillation
"रिचार्ज, पुनर्गुंतवणूक",feed back
"फीडर, फीडर, पुरवठादार, फीडर",Feeder
फेमटो,Femto
फर्मचे प्रमेय,Fermat's theorem
फर्मी,fermi
फर्मी-डिरॅक-स्टॅटिस्टिक्स,Fermi-Dirac statistics
fermion,Fermion
फेरोइलेक्ट्रिक,Ferrielectric
"लहान फेरोमॅग्नेटिझम, फेरोमॅग्नेटिझम",Ferrimagnetism
फारो,Ferro
फेरोइलेक्ट्रिक,ferroelectric
"ferroelectricity, ferroelectricity",Ferroelecctricity
"फेरोइलेक्ट्रिक सामग्री, फेरोइलेक्ट्रिक सामग्री",Ferroelectrics
फेरोमॅग्नेटिक,ferro-magnetic
फेरोमॅग्नेटिझम,Ferromagnetics
फायबर ऑप्टिक्स,fiber-optics
Fick प्रसार नियम,Fick's diffusion law
गृहीत,Ficticious
"फील्ड, फील्ड, फील्ड",Field
कार्यक्षमता निर्देशांक,figure of merit
"सूत्र, फिलामेंट, फिलामेंट, शैवाल फिलामेंट",Filament
"वाळू, साठवण",Filing
पूरक बँड,filled band
भराव,Filling
गुणांक,factor
"चित्रपट, थर",Film
"फिल्टर, फिल्टर, फिल्टर (n.), फिल्टर, फिल्टर (ver.)",Filter
फिल्टर केलेले रेडिएशन,filtered radiation
"गाळणे, गाळणे, गाळणे",Filtration
"अंतिम, अंतिम",Final
"ठीक, ठीक, ठीक, ठीक, ठीक",Fine
"मर्यादित, शून्य नसलेले, समाप्त होणारे",finite
शेवटचा दर्जा,finite series
आगीचा इशारा,fire alarm
अग्नीरोधक,fire extinguisher
"आग, जाळणे, जाळणे",Firing
प्रथम श्रेणी,first order
मूलभूत नियम,first principle
"विखंडन, विखंडन",Fissile
विखंडन,Fissility
विखंडन,Fission
विखंडन,Fissionable
विखंडन बॉम्ब,fission bomb
स्थिरांकांचे समायोजन,fitting of constants
"स्थिती, कंपाउंडिंग, स्थिरीकरण",Fix
"स्थिरीकरण, स्थिरीकरण, स्थिरीकरण",Fixation
"मिश्रित, मिश्रित, निश्चित, निश्चित, स्थिर, अस्थिर, बंधनकारक",Fixed
"स्थिरीकरण, स्थिती निश्चित करणे",Fixing
ज्योत,Flame
ज्वलनशीलता,Flammability
"फ्लॅश, फ्लॅश",Flash
सकाळी,flash of lighting
ठिणगी,flash point
फ्लूरोसेन्स स्पेक्ट्रम,flash spectrum
फायर ट्यूब,flash tube
"सपाट, सपाट सपाट (v.) साधा, सपाट (सं.)",Flat
"सपाटपणा, तटस्थता",Flatness
मऊ टोन,flat note
"-थर, -बेड",F-layer
"लवचिक, लवचिक",Flexible
फ्लेक्सोमीटर,Fleximeter
फडफड,Flicker
"उड्डाण, विमानचालन",Flight
चकमक काच,flint glass
फ्लोटेशन,Floatation
फ्लोट,Floating
"पूर, पुर, ओघ",Flood
अनुमत सर्वात कमी व्होल्टेज,floor voltage
"प्रवाह, प्रवाह",Flow
"उच्चार, उच्चार",Fluctuating
"चढ-उतार, चढ-उतार, चढ-उतार",Fluctuation
द्रव,Fluid
तरलता,Fluidity
फ्लोरोस,Fluoresce
फ्लोरोसेंट,fluorescent
फ्लूरोसेन्स ट्यूब,fluorescent tube
"प्रवाह, प्रवाह, प्रवाह",flux
"उड्डाण, विमानचालन",Flying
मोटर चाक,flywheel
"फोकल, फोकस, कॉन्फोकल",Focal
"फोकस अंतर, फोकस अंतर",focal length
"नाभी, मूळ केंद्र, फोकस",Focus
"धुके, धुके (adj.), tog up (ver.), to fog up",Fog
"फॉइल, फॉइल",Foil
"भिंत, कुंपण",Fold
पट पातळी,folded layer
"पाऊल, पाऊल, पाऊल",Foot
फूट-पाउंड,foot-pound
