Malayalam,Assamese
ഹൈപ്പോഥെർമിയ,হাইপোথাৰ্মিয়া
ക്രയോജനിക് ലബോറട്ടറി,ক্ৰাইজেনিক লেবৰেটৰী
നിമ്രതാപികി,নিম্ৰতাপিকি
ഫ്രീസിങ് ഗേജ്,ফ্ৰীজিং গেজ
ക്രയോമെട്രിക് സ്ഥിരാങ്കം,ক্ৰাইমেট্ৰিক ধ্ৰুৱক
ക്രിസ്റ്റൽ,স্ফটিক
"സ്ഫടികമായ, നാരുകളുള്ള","স্ফটিকীয়, আঁহযুক্ত"
"ക്രിസ്റ്റലൈസേഷൻ, ക്രിസ്റ്റലൈസേഷൻ, ക്രിസ്റ്റലൈസേഷൻ","স্ফটিকীয়কৰণ, স্ফটিকীয়কৰণ, স্ফটিকীয়কৰণ"
ക്രിസ്റ്റൽ ശാസ്ത്രജ്ഞൻ,স্ফটিক বিজ্ঞানী
ക്രിസ്റ്റൽ ഘടനാപരമായ,স্ফটিক-গাঁথনিগত
ക്രിസ്റ്റൽ ഘടന,স্ফটিক গঠন
"ക്രിസ്റ്റലോഗ്രഫി, ക്രിസ്റ്റൽ സയൻസ്","স্ফটিকবিজ্ঞান, স্ফটিক বিজ্ঞান"
ലാറ്റിസ് ട്രാൻസ്ഫർ ഓപ്പറേഷൻ,জালি স্থানান্তৰ কাৰ্য্য
ക്രിസ്റ്റൽ സ്മഡ്ജ്,স্ফটিক স্মাজ
ക്യൂബ് ക്യൂബ്,ঘনক ঘনক
"ക്യൂബ്, ക്യൂബ്, ക്യൂബ്, ത്രികോണം, ക്യൂബ്, ത്രികോണം","ঘন, ঘন, ঘন, ত্ৰিভুজ, ঘন, ত্ৰিভুজ"
ക്യൂബിക് പിളർപ്പ്,ঘন বিভাজন
പരിക്രമണപഥം,কক্ষপথ
സഞ്ചിത,ক্ৰমবৰ্ধমান
ക്യൂറി സ്ഥിരം,curie ধ্ৰুৱক
ക്യൂറി പ്രഭാവം,কুৰি ইফেক্ট
"ക്യൂറി പോയിന്റ്, ക്യൂറി താപനില, ക്യൂറി ഡീമാഗ്നെറ്റൈസേഷൻ പോയിന്റ്","কুৰি পইণ্ট, কুৰি তাপমাত্ৰা, কুৰি বিচুম্বকীয়কৰণ পইণ্ট"
ക്യൂറി,curie
ധാര,নিজৰা
സ്ട്രീമിലെ ന്യൂനപക്ഷം,সংখ্যালঘু ধাৰা
വിതരണ,বিতৰণ
വക്രത,বক্ৰতা
കർവ് കർവ് ലൈൻ,বক্ৰ বক্ৰ ৰেখা
വളഞ്ഞ,বক্ৰ
കർവ് ബാർ,বক্ৰ বাৰ
വളഞ്ഞ പേജ്,বক্ৰ পৃষ্ঠা
വളർച്ച വക്രം,বৃদ্ধিৰ বক্ৰ
വളഞ്ഞത്,বক্ৰৰেখা
"perforator, മുറിക്കൽ","ছিদ্ৰকাৰী, কাটিব পৰা"
അവസാന മേഖല,শেষৰ মণ্ডল
അവസാന ആവൃത്തി,শেষ কম্পাঙ্ক
അവസാന പോയിന്റ്,শেষ বিন্দু
ടെർമിനൽ പോയിന്റ് വേഗത,টাৰ্মিনেল পইণ্ট বেগ
ടെർമിനൽ വോൾട്ടേജ്,টাৰ্মিনেল ভল্টেজ
"അവതാരകൻ, അവതാരകൻ","পৰিৱেশনকাৰী, পৰিবেশক"
സൈബർനെറ്റിക്സ്,চাইবাৰনেটিক্স
"സൈക്കിൾ, സൈക്കിൾ, സൈക്കിൾ","চক্ৰ, চক্ৰ, চক্ৰ"
സെക്കൻഡിൽ സൈക്കിളുകൾ,প্ৰতি ছেকেণ্ডত চক্ৰ
"ചാക്രിക, ചാക്രിക","চক্ৰীয়, চক্ৰীয়"
കറങ്ങുക,ঘূৰ্ণন
ചാക്രിക പെൻഡുലം,চক্ৰীয় পেণ্ডুলাম
സൈക്ലോട്രോൺ,চাইক্লট্ৰন
സൈക്ലോട്രോൺ ഫ്രീക്വൻസി,চাইক্লট্ৰন কম্পাঙ্ক
"സിലിണ്ടർ, സിലിണ്ടർ","চিলিণ্ডাৰ, চিলিণ্ডাৰ"
"സിലിണ്ടർ, സിലിണ്ടർ ആകൃതി, സിലിണ്ടർ, സിലിണ്ടർ","নলাকাৰ, চিলিণ্ডাৰৰ আকৃতি, চিলিণ্ডাৰ, চিলিণ্ডাৰ"
സിലിണ്ടർ ഹാർമോണിക്,চিলিণ্ডাৰ হাৰমনিক
നനഞ്ഞു,তিতি যোৱা
നനഞ്ഞ ലളിതമായ ഹാർമോണിക് ആന്ദോളനം,ডেম্প কৰা সৰল হাৰমনিক দোলন
ഡാംപർ,ডেম্পাৰ
ഡാനിയൽ സെൽ,ডেনিয়েল কোষ
ഇരുണ്ട്,অন্ধকাৰ
"സംഭാവന ചെയ്ത വിഭവങ്ങൾ, കീഴിലുള്ള വിഭവങ്ങൾ, ട്രസ്റ്റ് ഉറവിടങ്ങൾ","সম্পদ সম্পদ, সম্পদ সম্পদ, বিশ্বাস সম্পদ"
"വിഘടിപ്പിക്കുന്ന നിർമ്മാതാവ്, ഉൽപ്പാദിപ്പിക്കുന്ന പാൽ, മാതാപിതാക്കൾ, സന്തതി","পচন উৎপাদক, গাখীৰ উৎপাদিত, পিতৃ-মাতৃ, বংশধৰ"
ഡേവിസൺ ഹോട്ടർ പരീക്ഷണം,ডেভিছন হটাৰ পৰীক্ষা
D.C. (ഡയറക്ടീവ്),ডি.চি.(নিৰ্দেশনা)
നിഷ്ക്രിയ ഭാഗം,নিষ্ক্ৰিয় অংশ
നിശബ്ദ സ്ഥലം,নিস্তব্ধ দাগ
ഡി ബ്രാഗ്ലി തരംഗദൈർഘ്യം,de bragli তৰংগদৈৰ্ঘ্য
Debye സ്വഭാവ താപനില,ডেবাই বৈশিষ্ট্যপূৰ্ণ তাপমাত্ৰা
"ഡെബൈ നീളം, ഡെബി ദൂരം","দেবায় দৈৰ্ঘ্য, দেবায় দূৰত্ব"
കടം-അവധി,debt-recess
ക്ഷയം,পচি যোৱা
ശോഷണ സൂചിക,ক্ষয় সূচকাংক
നേർപ്പിക്കുന്ന,পাতলকাৰী
മന്ദബുദ്ധി,retard
സമയം താൽക്കാലികമായി നിർത്തുക,বিৰতি সময়
ഡെസിബെൽ,ডেচিবেল
ഡെസിബെലോമീറ്റർ,ডেচিবেলোমিটাৰ
"ദശാംശം, ദശാംശം","দশমিক, দশমিক"
വർഗ്ഗീകരണം,শ্ৰেণীবিভাজন
"പ്രക്ഷോഭം, വിപ്ലവം, ഏറ്റെടുക്കൽ, തകർച്ച","উত্তাল, বিপ্লৱ, উদ্যোগ, অৱক্ষয়"
ഐസോമെട്രിക് സർക്കിൾ,সমমিতি বৃত্ত
ഡീകോഡർ,ডিকোডাৰ
"വിഘടനം, പിരിച്ചുവിടൽ","পচন, দ্ৰৱীভূত"
ഡീകംപ്രഷൻ,ডিকম্প্ৰেছন
അണുവിമുക്തമാക്കൽ,বিশুদ্ধকৰণ
അലങ്കാരം,অলংকাৰ
സംയോജനം,সংযোজন
പ്രവർത്തനം കുറയുന്നു,ডিমিনিচিং ফাংচন
കാലാവസ്ഥ,বতৰৰ পৰিৱৰ্তন
ലംഘനം,উলংঘা
സബ്ഫ്ലോർ,উপমহলা
ആഴമുള്ള സ്ഥലം,গভীৰ স্থান
വ്യുൽപ്പന്നം,ব্যুৎপত্তি
"വൈകല്യം, പിശക്, ക്ഷതം, കുറവ്","দোষ, ভুল, ক্ষতি, অভাৱ"
തെറ്റായ,ভুল কৰা
പ്രതിരോധശേഷി,ৰোগ প্ৰতিৰোধ ক্ষমতা
ലിമിറ്റർ വാതിൽ,লিমিটাৰ দুৱাৰ
"നിർവചനം, വ്യക്തത","সংজ্ঞা, স্পষ্টতা"
വ്യതിചലിപ്പിക്കുക,বিচ্যুত কৰক
deflector,ডিফ্লেক্টৰ
"വ്യതിചലനം, വ്യതിചലനം","বিক্ষেপণ, বিক্ষেপণ"
ഡിഫ്ലെക്റ്റീവ് ഫോക്കസ്,বিক্ষিপ্ত ফোকাচ
വ്യതിചലനം-ഇരട്ട കണ്ണാടി,ডিফ্লেকচন-ডাবলেট মিৰ&#39;ৰ
വ്യതിചലന മേഖല,বিক্ষেপণ অঞ্চল
ഗുരുത്വാകർഷണം ബാധിച്ച വ്യതിചലനം,মাধ্যাকৰ্ষণ-প্ৰভাৱিত বিক্ষেপণ
ചുരുക്കെഴുത്ത് പ്ലേറ്റുകൾ,বিক্ষেপণ প্লেট
ശ്രദ്ധ കേന്ദ്രീകരിക്കുക,ধ্যান কেন্দ্ৰিত
വൈകല്യം,বিকৃতি
"വക്രീകരണം, വക്രീകരണം","বিকৃতি, বিকৃতি"
വിഗാസൺ,ভিগাছন
"ധിക്കാരം, ധിക്കാരം","debauchery, অশ্লীলতা"
"അശുദ്ധമാക്കുക (ver.), തരംതാഴ്ത്തുക (n.), തരംതാഴ്ത്തപ്പെടുക (v.)","অশুচি কৰা (ver.), অৱক্ষয় কৰা (n.), অৱক্ষয় কৰা (v.)"
മാലിന്യ വാതകം,পেলনীয়া গেছ
"വ്യതിചലനം, അഫാസിയ, ഇല്ലായ്മ, ഇല്ലായ്മ","aberration, aphasia, বঞ্চনা, বঞ্চনা"
സന്തോഷിപ്പിക്കുന്നത്,সন্তুষ্টিদায়ক
"ബിരുദം, ബിരുദം, മാഗ്നിറ്റ്യൂഡ്, ഡിഗ്രി, ഡിഗ്രി, അളവ്, ന്യൂമറേറ്റർ","ডিগ্ৰী, ডিগ্ৰী, পৰিমাণ, ডিগ্ৰী, ডিগ্ৰী, পৰিমাণ, লৱ"
ഏകാഗ്രത-വോളിയം,ঘনত্ব-আয়তন
ഡിസോസിയേഷൻ അളവ്,বিচ্ছিন্নতা পৰিমাণ
സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം. സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം,স্বাধীনতাৰ মাত্ৰা। স্বাধীনতাৰ মাত্ৰা
അയോണൈസേഷന്റെ അളവ്,আয়নীয়কৰণৰ পৰিমাণ
ധ്രുവീകരണത്തിന്റെ വ്യാപ്തി,মেৰুকৰণৰ পৰিমাণ
കൃത്യതയുടെ അളവ്,নিখুঁততাৰ পৰিমাণ
dehumidification,ডিহুমিডিফিকেশন
ഡീയോണൈസേഷൻ,বিআয়নীয়কৰণ
കാലതാമസം,পলম কৰা
വൈകി,বিলম্বিত
പ്രാദേശികവൽക്കരണം,স্থানীয়কৰণ
ഡെൽറ്റ പ്രവർത്തനം,ডেল্টা ফাংচন
demagnetization,বিচুম্বকীয়কৰণ
demagnetized curve,বিচুম্বকীয় বক্ৰ
demagnetizer,ডিমেগনেটাইজাৰ
demodulation,ডিমডুলেচন
ഇടതൂർന്ന തിരക്ക്,ঘন ভিৰ
സാന്ദ്രത ഗേജ്,ঘনত্ব গেজ
"സാന്ദ്രത, സാന്ദ്രത","ঘনত্ব, ঘনত্ব"
മൂല്യത്തകർച്ച നില,মূল্য হ্ৰাসৰ স্তৰ
ശോഷണ മേഖല,ডিপ্লিচন জ&#39;ন
ഡിപോളറൈസേഷൻ,বিমেৰুকৰণ
ഡിപോളറൈസ്ഡ്,ডিমেৰুকৃত
ഡിപോളറൈസർ,ডিপোলাৰাইজাৰ
"ഫീൽഡിന്റെ ആഴം, ഫീൽഡിന്റെ തീവ്രത","ক্ষেত্ৰৰ গভীৰতা, ক্ষেত্ৰৰ তীব্ৰতা"
"ഉരുത്തിരിഞ്ഞ പോളറോഗ്രാം, ഉരുത്തിരിഞ്ഞ ധ്രുവഗ്രാം","ব্যুৎপন্ন মেৰুগ্ৰাম, ব্যুৎপন্ন মেৰুগ্ৰাম"
ഉരുത്തിരിഞ്ഞത്,ব্যুৎপত্তি কৰা হৈছে
"ഇറക്കം, ഇറക്കം","অৱতৰণ কৰা, অৱতৰণ কৰা"
"ഇറക്കം, ഇറക്കം","বংশ, বংশ"
"വിവരിക്കുക, നിർമ്മിക്കുക, വരയ്ക്കുക","বৰ্ণনা, নিৰ্মাণ, আঁকিব"
ഡിനോമിനേറ്റർ,হৰ
"രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ (n.) രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ (n.)","ডিজাইন কৰা, ডিজাইন কৰা (n.) ডিজাইন কৰা, ডিজাইন কৰা (n.)"
നാശം,ধ্বংস
വിനാശകരമായ ഇടപെടൽ,ধ্বংসাত্মক হস্তক্ষেপ
"വിനാശകരമായ, വിനാശകരമായ","ধ্বংসাত্মক, ধ্বংসাত্মক"
"തിരിച്ചറിയൽ, കണ്ടെത്തൽ","চিনাক্তকৰণ, ধৰা পেলোৱা"
കളക്ടർ,সংগ্ৰাহক
നിർണായകവാദം,ডিটাৰ্মিনিজম
നിർണ്ണയിക്കുന്നയാൾ,নিৰ্ণায়ক
ദൃഢനിശ്ചയം,সংকল্প
നിർണ്ണയിക്കാൻ,নিৰ্ধাৰণ কৰিবলৈ
നിശ്ചയിച്ചു,নিৰূপিত
ഡ്യൂറ്ററോൺ,ডিউটেৰন
"പ്രകടിപ്പിക്കുക, വികസിപ്പിക്കുക, വികസിപ്പിക്കുക","প্ৰকাশ, বিকাশ, বিকাশ"
"ഡെവലപ്പർ, ഡെവലപ്പർ","ডেভেলপাৰ, ডেভেলপাৰ"
"വികസനം, വികസനം","উন্নয়ন, উন্নয়ন"
വ്യതിയാനം,বিচ্যুতি
മഞ്ഞു,শিশিৰ
മഞ്ഞു പോയിന്റ്,শিশিৰ বিন্দু
ദക്ഷിണ ധ്രുവീകരണം,দক্ষিণ মেৰুকৰণকাৰী
ഡയഗ്നോസ്റ്റിക് ടെസ്റ്റ്,ডায়েগনষ্টিক পৰীক্ষা
ഡയഗണൽ,তিৰ্যক
ഡയഗ്രം,ডায়েগ্ৰাম
ഡയഗ്രം,ডায়েগ্ৰাম
ഡയൽ ചെയ്യുക,ডায়েল কৰক
ഡയമാഗ്നറ്റിക്,ডাইমেগনেটিক
"ഡയമാഗ്നറ്റോളജി, ഡയമാഗ്നറ്റിക് മെറ്റീരിയൽ","ডাইমেগনেট&#39;লজী, ডাইমেগনেটিক পদাৰ্থ"
ഡയമാഗ്നെറ്റിസം,ডাইমেগনেটিজম
വ്യാസം,ব্যাস
വിപരീതമായി,ডায়েমেট্ৰিকভাৱে বিপৰীত
"വജ്രം, വജ്രം","হীৰা, হীৰা"
"ഡയഫ്രം, ഡയഫ്രം",ডায়েফ্ৰাম ডায়েফ্ৰাম
ചൂട് എക്സ്ചേഞ്ച്,তাপ বিনিময়
ചൂട് എക്സ്ചേഞ്ച്,তাপ বিনিময়
"ഡയറ്റോണിക് സ്വരഗ്രാം, ഡയറ്റോണിക് സ്വരഗ്രാം","ডাইটনিক স্বৰাগ্ৰাম, ডাইটনিক স্বৰাগ্ৰাম"
"വിഭജനം, അർദ്ധകല","bifurcation, অৰ্ধ-কলা"
ഡൈക്രോമേറ്റ് സെൽ,ডাইক্ৰ&#39;মেট কোষ
"ദ്വിമുഖം, വിഷ്വൽ ദ്വിമുഖം, ലെവൽ ദ്വിമുഖം","দ্বৈততা, দৃশ্যমান দ্বৈততা, স্তৰৰ দ্বৈততা"
ഡിക്ടഫോൺ,ডিক্টাফোন
വൈദ്യുതചാലകം,ডাইলেক্ট্ৰিক
വൈദ്യുതചാലകങ്ങൾ,ডাইলেক্ট্ৰিকছ
ഡീസൽ സൈക്കിൾ,ডিজেল চক্ৰ
വിടവ്,গেপ
"ഡിഫറൻഷ്യൽ ഫ്രീക്വൻസി, വ്യവകലന ആവൃത്തി","ডিফাৰেন্সিয়েল ফ্ৰিকুৱেন্সি, বিয়োগ কম্পাঙ্ক"
"വ്യത്യസ്‌ത, വ്യത്യസ്‌ത, വ്യത്യസ്‌ത, വ്യത്യസ്‌ത, ഇന്റർസ്റ്റീഷ്യൽ, ഡിഫറൻഷ്യൽ","ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ডিফাৰেন্সিয়েল, ইন্টাৰষ্টিচিয়েল, ডিফাৰেন্সিয়েল"
ഡിഫറൻഷ്യൽ ആഗിരണം,ভিন্নতামূলক শোষণ
വ്യതിരിക്ത ആംപ്ലിഫയർ,ডিষ্টিংচন এম্প্লিফায়াৰ
"പെനിട്രേറ്റീവ് കലോറിമീറ്റർ, പെനിട്രേറ്റീവ് കലോറിമീറ്റർ","পেনেট্ৰেটিভ কেলৰিমিটাৰ, পেনেট্ৰেটিভ কেলৰিমিটাৰ"
ഡിഫറൻഷ്യൽ കപ്പാസിറ്റർ,ডিফাৰেন্সিয়েল কেপাচিটৰ
ഡിഫറൻഷ്യൽ സോൺ,ডিফাৰেন্সিয়েল জ&#39;ন
ഡിഫറൻഷ്യൽ ഡിഫ്യൂഷൻ,ডিফাৰেন্সিয়েল প্ৰসাৰণ
ഡിഫറൻഷ്യൽ സമവാക്യം,অৱভেদ্য সমীকৰণ
ഡിഫറൻഷ്യൽ എക്സിറ്റിൻഷൻ കോഫിഫിഷ്യന്റ്,ভিন্নতামূলক বিলুপ্তি সহগ
ഇന്റർമീറ്റർ അയോണൈസേഷൻ ചേമ്പർ,ইন্টাৰমিটাৰ আয়নীয়কৰণ কক্ষ
ഡിഫറൻഷ്യൽ ഐസോടോപ്പ് രീതി,ডিফাৰেন্সিয়েল আইছ’ট’প পদ্ধতি
ഡിഫറൻഷ്യൽ പ്രവേഗം,ডিফাৰেন্সিয়েল বেগ
വേർതിരിക്കുക,পাৰ্থক্য কৰা
"വ്യത്യസ്തമായ, വ്യത്യസ്തമായ","পৃথক, পৃথক"
"വ്യത്യാസം, വ്യത്യാസം","পাৰ্থক্য, পাৰ্থক্য"
ഡിഫ്രാക്ഷൻ,বিবৰ্তন
ഡിഫ്രാക്റ്റോമീറ്റർ,বিবৰ্তনমাপক
"വ്യാപിച്ച, വ്യാപിച്ച","বিক্ষিপ্ত, বিক্ষিপ্ত"
വ്യാപിച്ചു,বিক্ষিপ্ত
വ്യാപനം,প্ৰসাৰণ
ഡിഫ്യൂസിവിറ്റി,বিস্তাৰ ক্ষমতা
"അക്കം, വ്യാസം, വിരൽ","অংক, ব্যাস, আঙুলি"
ഡിജിറ്റൽ റെക്കോർഡിംഗ്,ডিজিটেল ৰেকৰ্ডিং
ഡിജിറ്റൽ വോൾട്ട്മീറ്റർ,ডিজিটেল ভল্টমিটাৰ
ദ്വി-ഐസോടോപിക് മൂലകങ്ങൾ,দ্বি-আইছ’ট’পিক মৌল
വ്യാപനം,প্ৰসাৰণ
വികാസ വൈകല്യം,প্ৰসাৰণ বিকৃতি
എക്സോമീറ്റർ,বহিঃতাপমাপক
വിസ്ഫരിണി,ভিছফাৰিনি
"വിപുലീകരണം, നീളം-വീതി, അളവ്, ശക്തി","সম্প্ৰসাৰণ, দৈৰ্ঘ্য-প্ৰস্থ, মাত্ৰা, শক্তি"
ഡൈമൻഷണൽ,মাত্ৰিক
മാനം,মাত্ৰাগততা
ഇൻഷുറൻസ് യൂണിറ്റ്,বীমা ইউনিট
അളവില്ലാത്ത മാനം,মাত্ৰাহীন মাত্ৰা
"മൂല്യത്തകർച്ച, കുറവ്","মূল্য হ্ৰাস, হ্ৰাস"
പ്രസരിപ്പുള്ള,উজ্জ্বল
ഡയോഡ്,ডাইঅ&#39;ড
ഡയോപ്റ്റർ,ডাইঅপ্টাৰ
അപവർത്തന മേഖല,বিবৰ্তন অঞ্চল
റിഫ്രാക്റ്റിംഗ് ലെൻസ്,ৰিফ্ৰেক্টিং লেন্স
"കുമ്പിടുക, കുമ്പിടുക, തൊട്ടി","bow down, প্ৰণাম কৰা, ট্ৰাফ"
വീഴ്ചയുടെ ആംഗിൾ,পতনৰ কোণ
ദ്വിധ്രുവം,ডাইপোল
ബൈപോളാർ പാളി,বাইপোলাৰ স্তৰ
dirac delta ഫംഗ്ഷൻ,dirac ডেল্টা ফাংচন
"നേരായ, നേരായ, നേരായ, നേരിട്ടുള്ള, എതിർ","পোন, পোন, পোন, প্ৰত্যক্ষ, বিপৰীত"
അനുലോം പരസ്പരബന്ധം,anulom সম্পৰ্ক
നേരിട്ടുള്ള കറന്റ്,প্ৰত্যক্ষ বিদ্যুৎ প্ৰবাহ
നേരിട്ട്,পোনপটীয়া
"നേരിട്ടുള്ള അടി, നേരായ അടി","প্ৰত্যক্ষ প্ৰভাৱ, প্ৰত্যক্ষ প্ৰভাৱ"
"ദിശ, ദിശ","দিশ, দিশ"
ദിശാസൂചന,দিশগত
ബഹിരാകാശ സ്ഥിരത,স্থানৰ স্থিৰতা
"ഡിക്കോസിൻ, ഡിക്കോസിൻ","ডাইকোচিন, ডাইকো-কোচাইন"
"ദിശാസൂചകമായ, ദിശാസൂചകമായ, ദിശാസൂചകമായ","দিশগত, দিশগত, দিশগত"
ദിശാബോധം,দিশগততা
സാധാരണ ലാറ്റിസ്,সাধাৰণ জালি
നേർരേഖ,সৰলৰেখা
തുടർച്ചയായ അനുപാതം,ক্ৰমিক অনুপাত
നേരിട്ടുള്ള രീതി,প্ৰত্যক্ষ পদ্ধতি
സംവിധാനം,দিশ
നേരിട്ടുള്ള വായന ഉപകരണം,প্ৰত্যক্ষ পঢ়া যন্ত্ৰ
മുന്നിൽ ദൂരദർശിനി,সন্মুখত টেলিস্কোপ
"ഒബ്ജക്റ്റ്, സർക്കിൾ, ഡിസ്ക്, ഡിസ്ക്","বস্তু, বৃত্ত, ডিস্ক, ডিস্ক"
"നിമജ്ജനം, എഫ്യൂഷൻ, ബ്ലീച്ചിംഗ്","বিসৰ্জন, ইফিউচন, ব্লিচিং"
വെള്ളം നിമജ്ജനം,পানীত ডুবাই ৰখা
"നിർത്തലാക്കൽ, നിർത്തലാക്കൽ, ഒടിവ്","বিচ্ছিন্নতা, বিচ্ছিন্নতা, ভাঙন"
തുടർച്ചയായി,বিচ্ছিন্ন
"ഗവേഷണം, തിരയൽ","গৱেষণা, অনুসন্ধান"
പൊരുത്തക്കേട്,অমিল
കണികകൾ,কণা
"കോൺകേവ് ആന്റിന, ഡിഷ് ആന്റിന","অৱতল এন্টেনা, ডিচ এন্টেনা"
"പിരിച്ചുവിടൽ, ഗ്രാനുലേഷൻ","দ্ৰৱণ, দানা"
പിരിച്ചുവിടൽ സ്ഥിരമായ,দ্ৰৱণ ধ্ৰুৱক
വിസർജ്ജന ഊർജ്ജം,অপচয় শক্তি
പിരിച്ചുവിടൽ അർദ്ധായുസ്സ്,দ্ৰৱীভূত আধাজীৱন
പിരിച്ചുവിടൽ ഗ്രേഡ്,দ্ৰৱণীয় পৰিসৰ
"സ്ഥാനഭ്രംശം, സ്ഥാനഭ്രംശം, സ്ഥാനഭ്രംശം, സ്ഥാനഭ്രംശം","ডিচলকেচন, ডিচলকেচন, ডিচলকেচন, ডিচলকেচন"
"ഫോൾട്ട് ലൈൻ, ഫോൾട്ട് കോർ","ফল্ট লাইন, ফল্ট কোৰ"
തെറ്റ് ലൂപ്പ്,দোষ লুপ
"ക്രമക്കേട്, ക്രമക്കേട്, ക്രമക്കേട്","বিকাৰ, বিকাৰ, বিকাৰ"
കുഴപ്പം,বিশৃংখলতা
"ആശയക്കുഴപ്പം, ആശയക്കുഴപ്പം","বিভ্ৰান্তি, বিভ্ৰান্তি"
"ചിതറി, ചിതറി","বিক্ষিপ্ত, বিক্ষিপ্ত"
"വിസരണം, ചിതറിക്കൽ","বিক্ষিপ্ততা, বিক্ষিপ্ততা"
പ്രൊജക്റ്റൈൽ,প্ৰজেক্টাইল
ചിതറിക്കിടക്കുന്ന,বিক্ষিপ্তকাৰী
പ്രതിഫലനം,প্ৰতিফলনশীলতা
സ്ഥാനമാറ്റാം,স্থানচ্যুতি
പ്രദർശനം,প্ৰদৰ্শন
കൺസോൾ,কনছ&#39;ল
വിച്ഛേദിക്കുന്ന ശക്തി,বিচ্ছিন্নতা বল
അസമമായ,অসমান
ശോഷണം ഗുണകം,ক্ষয় সহগ
ദ്രവിക്കുന്ന,জাৰণকাৰী
ശോഷണ സംവിധാനം,ক্ষয় ব্যৱস্থা
വേർപെടുത്താവുന്ന,পৃথক কৰিব পৰা
വേർപിരിഞ്ഞു,পৃথক কৰা হৈছে
സ്വഭാവം,disposition
പൊരുത്തക്കേട്,অসংগততা
ദൂരം,দূৰত্ব
അകലെ,দূৰৈৰ
"വ്യതിരിക്തമായ, വ്യതിരിക്തമായ, വ്യതിരിക്തമായ, പ്രകടിപ്പിക്കുന്ന","সুকীয়া, সুকীয়া, সুকীয়া, প্ৰকাশভংগী"
വിവേചനം,বৈষম্য
വ്യതിരിക്തമായ സ്വത്ത്,বিচ্ছিন্ন সম্পত্তি
"വേർതിരിക്കുക, വേർതിരിക്കുക","পাৰ্থক্য কৰা, পাৰ্থক্য কৰা"
വികൃതമാക്കുക,বিকৃত
വൈകല്യം,বিকৃতি
രൂപഭേദം ഇലാസ്തികത,বিকৃতিৰ স্থিতিস্থাপকতা
വിതരണം ചെയ്ത ആംപ്ലിഫയർ,বিতৰণ কৰা এম্প্লিফায়াৰ
"വിതരണം, വിതരണം","বিতৰণ, বিতৰণ"
"വിതരണ നിയമം, വിതരണ നിയമം","বিতৰণ নিয়ম, বিতৰণ নিয়ম"
അസ്വസ്ഥത,বিঘিনি
"അസ്വസ്ഥമായ, അസ്വസ്ഥമായ സന്തുലിതാവസ്ഥ","distressed, বিঘ্নিত ভাৰসাম্য"
ശല്യപ്പെടുത്തുന്ന ശക്തി,বিৰক্তিকৰ শক্তি
"അഹ്നിക്, ദിവാചർ, ദിവ, ഡെയ്‌ലി","আহনিক, দিবাচাৰ, দিবা, দৈনিক"
ദൈനംദിന വേഗത,দৈনিক গতি
ദ്വിമുഖം,দ্বিসম্বন্ধীয়
"ചിതറുക, ചിതറുക","dissipate, বিসৰ্জন"
"വ്യതിചലനം, വ്യതിചലനം, വ്യതിചലനം","বিচ্ছিন্নতা, বিচ্ছিন্নতা, বিচ্ছিন্নতা"
വിഭിന്ന,ডাইভাৰ্জেন্ট
വഴിതിരിച്ചുവിടൽ,ডাইভাৰচন
"വിഭജിച്ചിരിക്കുന്നു, വിഭജിച്ചിരിക്കുന്നു","বিভক্ত, বিভক্ত"
"വിഭജനം, വിഭജനം, വിഭജനം","বিভাজন, বিভাজন, বিভাজন"
അയണോസ്ഫിയറിന്റെ ഡി പാളി,আয়নমণ্ডলৰ D স্তৰ
"പ്രദേശം, പ്രവിശ്യ, പ്രദേശം, ഡൊമെയ്ൻ","অঞ্চল, প্ৰদেশ, অঞ্চল, ডমেইন"
"താഴികക്കുടം, താഴികക്കുടം","গম্বুজ, গম্বুজ"
സ്വാധീനമുള്ള സ്ഥാനം,প্ৰভাৱশালী স্থান
ദാതാവിന്റെ തലം,দাতাৰ স্তৰত
മാഡിറ്റ് ഉടമ്പടി,মদিত সন্ধি
"മായം ചേർക്കൽ, വ്യഭിചാരം","ব্যভিচাৰ, ব্যভিচাৰ"
ഡോപ്ലർ പ്രഭാവം,ডপলাৰ ইফেক্ট
"അളവ്, അളവ്","ডোজ, ডোজ"
ക്വാണ്ടോമീറ്റർ,কোৱাণ্টোমিটাৰ
"കുത്തുകളുള്ള, കുത്തുകളുള്ള","বিন্দুযুক্ত, বিন্দুযুক্ত"
"ഇരട്ട, ഡിപ്ലോയിഡ്, ജോഡി, ഇരട്ട, സാധാരണ, ദ്വിമുഖം","দ্বৈত, দ্বৈত, যোৰ, দ্বৈত, সাধাৰণ, দ্বৈত"
ഇരട്ട ബോണ്ട്,ডাবল বণ্ড
ബികോൺവെക്സ് ലെൻസ്,দ্বি-উত্তল লেন্স
ബികോൺവെക്സ് ലെൻസ്,দ্বি-উত্তল লেন্স
