Assamese,Gujarati
Exarch,Exarch
এক্সাইলাৰ্ক,એક્સિલર્ચ
ফেলেংগিষ্ট,ફલાંગિસ્ટ
পিতৃ ভূমি,પિતાની જમીન
পিতৃ ভূমি,પિતાની જમીન
ফেৰিয়া,ફેરિયા
ফেটিছ,ફેટીશ
সামন্তীয় হোল্ডিংছ,સામન્તી હોલ્ડિંગ્સ
সামন্তবাদ (=সামন্তীয় ব্যৱস্থা),સામંતવાદ (= સામંતશાહી વ્યવસ્થા)
সামন্তীয় ব্যৱস্থা,સામંતશાહી વ્યવસ્થા
সামন্তীয়,સામંતશાહી
ফিডেই ডিফেন্সৰ (=বিশ্বাসৰ ৰক্ষক),ફિદેઇ ડિફેન્સર (=વિશ્વાસના રક્ષક)
ফিফ,ફીફ
ক্ষেত্ৰ ব্যৱস্থা,ફીલ્ડ સિસ્ટમ
পোন্ধৰতম কৰ,પંદરમો કર
চিত্ৰৰ মূৰ,આકૃતિ વડા
ফিন ডি ছিকেল,ફિન ડી siecle
জুই খোৱা,અગ્નિ ખાનાર
পাঁচ মাইল আইন,ફાઇવ માઇલ એક્ટ
পতাকা,ધ્વજ
ফ্লেমেন ডায়েলিছ,ફ્લેમેન ડાયાલિસ
ফ্লেমেন মাৰ্চিয়ালিছ,ફ્લેમેન માર્શેલીસ
জ্বলি থকা টৰ্চ,જ્વલંત મશાલ
ফ্লেংক,ફ્લૅન્ક
ফ্লেংকিং মুভমেণ্ট,flanking ચળવળ
ফুলি উঠা সভ্যতা,વિકસતી સંસ્કૃતિ
নদীবাদী বিশ্বাস,પ્રવાહવાદી માન્યતા
লোক দেৱতা,લોક દેવ
লোক দেৱী,લોક દેવી
লোক স্মৃতি,લોક સ્મૃતિ
লোক মিথ (=folklore),લોક પૌરાણિક કથા (=લોકકથા)
খাদ্য বিচাৰি ফুৰা,ઘાસચારો
আক্ৰমণ,ધાડ
পূৰ্বপুৰুষ,ફોરબિયર
পূৰ্বপুৰুষ,વડવા
আগশাৰীৰ,અગ્રદૂત
নিঃসংগ আশা,નિરાશ આશા
গঠনমূলক পৰ্যায়,રચનાત્મક તબક્કો
দুৰ্গ,કિલ્લો
দুৰ্গ নিৰ্মাণ,કિલ્લેબંધી
দুৰ্গম চহৰ,ફોર્ટિફાઇડ નગર
দুৰ্গ,કિલ્લો
ফৰ্তুনা,ફોર્ચ્યુના
ফ&#39;ৰাম ৰোমানম,ફોરમ રોમનમ
ফ্ৰান্সিস্কান,ફ્રાન્સિસ્કન
ফ্ৰেংকলিন,ફ્રેન્કલીન
ভাতৃঘাতী যুদ্ধ,ભાઈચારો યુદ્ધ
ফ্ৰী চাৰ্চ,મફત ચર્ચ
ফ্ৰীহোল্ডাৰ,ફ્રીહોલ્ડર
ফ্ৰীলান্স সৈনিক,ફ્રીલાન્સ સૈનિક
ফ্ৰীলান্স সৈনিক,ફ્રીલાન્સ સૈનિક
ফ্ৰীমেন,ફ્રીમેન
ফ্ৰীমেন,ફ્રીમેન
ফ্ৰীপাছ,મફત પાસ
ফৰাচী বিপ্লৱ,ફ્રેન્ચ ક્રાંતિ
ফ্ৰাইয়াৰ,તપસ્વી
ফ্ৰিয়াছিয়ান ভাড়াতীয়া,ફ્રિયાશિયન ભાડૂતી
সীমান্ত&#39;এ মানুহ,સરહદી માણસ
গেলিয়ন,ગેલિયન
গ্যালিকান (=গ্যালিকানিষ্ট),ગેલિકન (=ગેલિકનવાદી)
গ্যালিকানিজম,ગેલિકનિઝમ
গেৰিছন,ગેરિસન
গল,ગૌલ
গাউণ্টলেট,ગાઉન્ટલેટ
গাউণ্টলেট,ગાઉન્ટલેટ
গেজেবো,ગાઝેબો
গেজেবো,ગાઝેબો
গেজেবো,ગાઝેબો
বংশাৱলীৰ ইতিহাস,વંશાવળી ઇતિહાસ
বংশাৱলীৰ ৰেকৰ্ড,વંશાવળી રેકોર્ડ
বংশাৱলীৰ তালিকা,વંશાવળી કોષ્ટક
বংশাৱলীৰ গছ,વંશાવળી વૃક્ષ
বংশাৱলী,વંશાવળી
বংশাৱলী,વંશાવળી
প্ৰজন্ম,જનરેશન
গণহত্যা,નરસંહાર
অনা-ইহুদী,બિનજાતીય
অনা-ইহুদী,બિનજાતીય
অনা-ইহুদী,બિનજાતીય
অনা-ইহুদী,બિનજાતીય
গেট্টো,ઘેટ્ટો
গেট্টো,ઘેટ્ટો
গিবেট,ગીબેટ
গিল্ড (=গিল্ড),ગિલ્ડ (=ગિલ્ડ)
গ্লেডিয়েটাৰ,ગ્લેડીએટર
গৌৰৱময় বিপ্লৱ,ભવ્ય ક્રાંતિ
গোল্ডেন হৰ্ড,ગોલ્ડન હોર્ડ
গ্ৰেণ্ড এলায়েন্স,ગ્રાન્ડ એલાયન્સ
গ্ৰেণ্ডী,ગ્રાન્ડી
গ্ৰেণ্ড চাইন&#39;ৰ,ગ્રાન્ડ સિગ્નર
গ্ৰেণ্ড চাইন&#39;ৰ,ગ્રાન્ડ સિગ્નર
মহান গৃহযুদ্ধ,મહાન ગૃહ યુદ્ધ
মহান প্ৰস্থান (বুদ্ধৰ),મહાન પ્રસ્થાન (બુદ્ધનું)
বৃহত্তৰ ভাৰত,બૃહદ ભારત
গ্ৰেট হেলাছ,ગ્રેટ હેલાસ
গ্ৰেট হৰ্ড,મહાન લોકોનું મોટું ટોળું
মহান পৰিত্যাগ (=মহান প্ৰস্থান),મહાન ત્યાગ (= મહાન પ્રસ્થાન)
গ্ৰেট ছিল,ગ્રેટ સીલ
গ্ৰেট ট্ৰেক,ગ્રેટ ટ્રૅક
গ্ৰেট ভেহিকেল,મહાન વાહન
চীনৰ গ্ৰেট ৱাল,ચીનની મહાન દિવાલ
গ্ৰেভ,ગ્રીવ
গাৰ্ড-চেম্বাৰ,ગાર્ડ-ચેમ્બર
গাৰ্ড-চেম্বাৰ,ગાર્ડ-ચેમ્બર
গাৰ্ড-চেম্বাৰ,ગાર્ડ-ચેમ્બર
গুপ্তাছ,ગુપ્તા
হেজিঅ’গ্ৰাফী,હેગિઓગ્રાફી
হেজিঅ’গ্ৰাফী,હેગિઓગ્રાફી
হেজিঅ’লজি,હેગિઓલોજી
হেজিঅ’লজি,હેગિઓલોજી
ব্যক্তিগত দৰ্শকৰ হল,ખાનગી પ્રેક્ષકોનો હોલ
ৰাজহুৱা দৰ্শকৰ হল,જાહેર પ્રેક્ષકોનો હોલ
হেচমেণ্ট,હેચમેન્ટ
হেথেন,વિધર્મી
হেথেন,વિધર્મી
হেথেনিজম,હીથેનિઝમ
হেগিৰা (হেজেৰা),હેગીરા (હેજેરા)
হেলেনিজম,હેલેનિઝમ
হেলট,હેલોટ
হেৰাল্ড্ৰি,હેરાલ્ડ્રી
ঐতিহ্য,ધરોહર
হাইৰ’গ্লিফিক ৰৈখিক আখৰ,હિયેરોગ્લિફિક રેખીય અક્ષરો
হাইৰ&#39;গ্লিফিক লিপি,હિયેરોગ્લિફિક સ્ક્રિપ્ટ
হাই চাৰ্চ,ઉચ્ચ ચર્ચ
হাই লেণ্ডাৰ,ઉચ્ચ લેન્ડર
হিন্দু ধৰ্ম,હિંદુ ધર્મ
ইতিহাসবিদ,ઈતિહાસકાર
ইতিহাসবিদ,ઈતિહાસકાર
ঐতিহাসিক বস্তুবাদ,ઐતિહાસિક ભૌતિકવાદ
ঐতিহাসিক যুগ,ઐતિહાસિક યુગ
ঐতিহাসিক সীমান্ত,ઐતિહાસિક સરહદ
ইতিহাসবিদ,ઇતિહાસકાર
ইতিহাসবিদ,ઇતિહાસકાર
ইতিহাস লেখা,ઇતિહાસલેખન
ইতিহাস লেখা,ઇતિહાસલેખન
ইতিহাস,ઇતિહાસ
হিট্টী সাম্ৰাজ্য,હિટ્ટાઇટ સામ્રાજ્ય
পবিত্ৰ মিত্ৰতা,પવિત્ર જોડાણ
পবিত্ৰ নগৰ,પવિત્ર શહેર
পবিত্ৰ নগৰ,પવિત્ર શહેર
পবিত্ৰ ভূমি,પવિત્ર ભૂમિ
পবিত্ৰ ভূমি,પવિત્ર ભૂમિ
হলি লীগ,પવિત્ર લીગ
হলি লীগ,પવિત્ર લીગ
পবিত্ৰ ৰোমান সাম্ৰাজ্য (=The Empire),પવિત્ર રોમન સામ્રાજ્ય (=ધ એમ્પાયર)
পবিত্ৰ সাগৰ,પવિત્ર સમુદ્ર
পবিত্ৰ সাগৰ,પવિત્ર સમુદ્ર
পবিত্ৰ যুদ্ধ,પવિત્ર યુદ્ધ
পবিত্ৰ যুদ্ধ,પવિત્ર યુદ્ધ
গৃহ চৰকাৰ,ગૃહ સરકાર
হোম গাৰ্ড,હોમગાર્ડ
গৃহভূমি,વતન
গৃহ শাসন,ઘરનો નિયમ
হোম ৰুল,હોમ રૂલ
হৰ্ড,લોકોનું મોટું ટોળું
হৰ্ড,લોકોનું મોટું ટોળું
শত্ৰুতাপূৰ্ণ দেশ,પ્રતિકૂળ દેશ
শত্ৰুতাপূৰ্ণ ভূমি,પ્રતિકૂળ જમીન
hot pursuit,ગરમ પીછો
ঘৰ,ઘર
ঘৰ,ઘર
হাউচ অৱ কমনছ,હાઉસ ઓફ કોમન્સ
হাউচ অৱ লৰ্ডছ,હાઉસ ઓફ લોર્ડ્સ
প্ৰতিনিধি সদন,હાઉસ ઓફ રિપ્રેઝન્ટેટિવ્સ
হুগুয়েনট,હ્યુગ્યુનોટ્સ
মানৱতাবাদ,માનવતાવાદ
মানৱতাবাদী,માનવતાવાદી
শত Yesrs&#39; যুদ্ধ,સો યસર્સ વોર
হাংকাৰ,હુંકર
ইবাদাত খানা (পূজাৰ ঘৰ),ઇબાદત ખાના (ઇબાદતનું ઘર)
আইকনক্লাষ্ট,આઇકોનોક્લાસ્ટ
মূৰ্তিপূজক,મૂર્તિપૂજક
ইলাহি যুগ,ઇલાહી યુગ
অবৈধ যুদ্ধ,ગેરકાયદેસર યુદ્ધ
আলোকিত পাণ্ডুলিপি,પ્રકાશિત હસ્તપ્રત
সচিত্ৰ পাণ্ডুলিপি,સચિત્ર હસ્તપ્રત
সচিত্ৰ পাণ্ডুলিপি,સચિત્ર હસ્તપ્રત
ইমাম (ইমাউম),ઇમામ (ઇમામ)
ইমামত,ઈમામત
ইমামত,ઈમામત
ইমাম্বৰা,ઈમામબારહ
ইম্পেৰিয়েল,શાહી
ইম্পেৰিয়েল চিটি,શાહી શહેર
সাম্ৰাজ্যবাদ,સામ્રાજ્યવાદ
ইম্পেৰিয়েল পছন্দ,શાહી પસંદગી
নীতিহীনতা,અવ્યવસ્થિતતા
ভণ্ড,ઢોંગી
কাৰাবাস,કેદ
কাৰাবাস,કેદ
আক্ৰমণ,આક્રમણ
আক্ৰমণকাৰী,આક્રમણ કરનાર
স্বাধীনতা,સ્વતંત્રતા
স্বাধীনতা দিৱস,સ્વતંત્રતા દિવસ
স্বাধীনতা প্ৰেক্ষাগৃহ,સ્વતંત્રતા હોલ
ভাৰতীয় আমেৰিকান (=ৰেড ইণ্ডিয়ান=আমেৰিকান ইণ্ডিয়ান),ભારતીય અમેરિકન (=રેડ ઇન્ડિયન=અમેરિકન ભારતીય)
ইণ্ডিয়ান হোম ৰুল লীগ,ઈન્ડિયન હોમ રૂલ લીગ
ঔদ্যোগিক বিপ্লৱ,ઔદ્યોગિક ક્રાંતિ
কাফিৰ,બેવફાઈ
কাফিৰ,બેવફાઈ
অনুপ্ৰৱেশ,ઘૂસણખોરી
অনুপ্ৰৱেশকাৰী,ઘૂસણખોર
তথ্যদাতা,માહિતી આપનાર
তথ্যদাতা,માહિતી આપનાર
তথ্যদাতা,બાતમીદાર
তথ্যদাতা,બાતમીદાર
প্ৰৱেশ,પ્રવેશ
প্ৰৱেশ,પ્રવેશ
প্ৰৱেশ,પ્રવેશ
বাসস্থান,વસવાટ
বাসিন্দা,રહેવાસી
উত্তৰাধিকাৰ,વારસો
উত্তৰাধিকাৰ,વારસો
উত্তৰাধিকাৰ,વારસો
শিলালিপি,શિલાલેખ
চিহ্ন,ચિહ્ન
যোগদানৰ যন্ত্ৰ,પ્રવેશનું સાધન
চৰকাৰৰ আহিলা,સરકારનું સાધન
বিদ্ৰোহ (বিদ্ৰোহ),બળવો (બળવો)
বিদ্ৰোহী,બળવાખોર
বিদ্ৰোহ,બળવો
বিদ্ৰোহ,બળવો
সংহতি,એકીકરણ
ৰেকৰ্ডৰ অখণ্ডতা,રેકોર્ડની અખંડિતતા
ৰাজ্যসমূহৰ অখণ্ডতা,રાજ્યોની અખંડિતતા
বুদ্ধিমান (Intelligentzia),ઇન્ટેલિજેન્ટ્સિયા (બુદ્ધિશાળી)
মধ্যস্থতা,મધ્યસ્થી
মধ্যস্থতাকাৰী,મધ્યસ્થી
মধ্যস্থতাকাৰী,મધ્યસ્થી
আন্তৰ্জাতিকতাবাদ,આંતરરાષ્ટ્રીયવાદ
আন্তৰ্জাতিকতাবাদ,આંતરરાષ્ટ્રીયવાદ
আন্তৰ্জাতিকতাবাদী,આંતરરાષ્ટ્રીયવાદી
আন্তঃসংযোগী যুদ্ধ,આંતરીક યુદ્ધ
ইণ্টাৰনী,ઈન્ટરની
ইণ্টাৰনী,ઈન્ટરની
ইণ্টাৰনী শিবিৰ,ઈન્ટરની કેમ્પ
আৱদ্ধ কৰি ৰখা,નજરબંધ
আৱদ্ধ কৰি ৰখা,નજરબંધ
আৱদ্ধ কৰি ৰখা,નજરબંધ
Internuncio,ઈન્ટર્નસિયો
ব্যাখ্যাকৰোতা,દુભાષિયા
ব্যাখ্যাকৰোতা,દુભાષિયા
ব্যাখ্যাকৰোতা,દુભાષિયા
হস্তক্ষেপ,હસ્તક્ષેપ
ইনটেষ্টেচি,ઇન્ટેસ્ટેસી
ইনটেষ্টেট,ઇન્ટેસ્ટેટ
কুটিলতা,ષડયંત્ર
অনুপ্ৰৱেশকাৰী,ઘુસણખોર
অনুপ্ৰৱেশকাৰী,ઘુસણખોર
অনুপ্ৰৱেশ,ઘુસણખોરી
আক্ৰমণ,આક્રમણ
আক্ৰমণ,આક્રમણ
বিনিয়োগ কৰা,રોકાણ કરો
বিনিয়োগ কৰা,રોકાણ કરો
বিনিয়োগ কৰা,રોકાણ કરો
বিনিয়োগ কৰা,રોકાણ કરો
বিনিয়োগ,રોકાણ
বিনিয়োগ,રોકાણ
বিনিয়োগ,રોકાણ
বিনিয়োগ অনুষ্ঠান,રોકાણ સમારોહ
জাতীয়তাৰ সৈতে বিনিয়োগ কৰক,રાષ્ટ્રીયતા સાથે રોકાણ કરો
অজেয় আৰ্মাডা,અજેય આર્મડા
অলংঘনীয়তা (ৰাষ্ট্ৰৰ),ઉલ્લંઘન (રાજ્યની)
অলংঘিত অৱস্থা,ઉલ્લંઘન રાજ્ય
অক্ষম দুৰ্গ,અભેદ્ય કિલ્લો
লোৰ যুগ,આયર્ન યુગ
লোহাৰ পৰ্দা,લોખંડનો પડદો
লোহাৰ ৰক্ষক,આયર્ન ગાર્ડ
লোহাৰ ৰেচন,આયર્ન રાશન
লোহাৰ কাষ,આયર્ન બાજુઓ
লোহাৰ টিপযুক্ত কাঁড়,આયર્ન ટીપેડ તીર
ইষ্টমিয়ান খেল,ઇસ્થમિયન રમતો
জেনিছাৰী,જેનિસરી
জেনিটৰ,દરવાન
জেনিটৰ,દરવાન
জেভেলিন,જેવલિન
জিম ক&#39;ৰ&#39; ল&#39;ছ,જિમ ક્રો કાયદા
জিংগো,જિંગો
জিংগো,જિંગો
জিংগো,જિંગો
জিংগোবাদ,જિન્ગોઇઝમ
যৌথ ব্যৱস্থা,સંયુક્ત કાર્યવાહી
যৌথ নিয়ন্ত্ৰণ,સંયુક્ત નિયંત્રણ
যৌথ দখল,સંયુક્ત કબજો
জুৰী,જ્યુરી
মাত্ৰ কাৰণ,માત્ર કારણ
ৰাখক,રાખવું
আৰ্কাইভৰ ৰক্ষক,આર્કાઇવ્સ કીપર
কেটলি-ড্ৰাম,કેટલ-ડ્રમ
মূল শব্দ,મુખ્ય શબ્દ
ৰজা,રાજા
ৰাজ্য,રાજ્ય
কিংলেট,કિંગલેટ
ৰজা নিৰ্মাতা,રાજા નિર્માતા
ৰজাৰ পদ,કિંગશિપ
ৰজাৰ পদ,કિંગશિપ
পাকঘৰৰ কেবিনেট,રસોડા નો કબાટ
ৰজা,નાઈટ
ৰজাৰত্ব,રાજાપણું
Kinghts হস্পিতালৰ লোক,Kinghts હોસ્પિટલર્સ
নাইটছ অৱ চেণ্ট জন,સેન્ટ જ્હોનના નાઈટ્સ
নাইট টেম্পলাৰ,નાઈટ ટેમ્પ્લર
কু ক্লাক্স ক্লান (KKK),કુ ક્લક્સ ક્લાન (KKK)
কুমিনতাং,કુમિન્તાંગ
লেইটি,સમાજ
লেন্স,લાન્સ
লেন্সাৰ,લેન્સર
পিছলৈ গুপ্তাছ,બાદમાં ગુપ્તા
বৈধ উত্তৰাধিকাৰী,કાયદેસર વારસદાર
আইন-শৃংখলাহীনতা (=বিকাৰ),અધર્મ (= અવ્યવસ્થા)
আইন-শৃংখলাহীনতা (=বিকাৰ),અધર્મ (= અવ્યવસ્થા)
আইন প্ৰভুসকল,કાયદાના સ્વામીઓ
ধৰ্মপৰায়ণতাৰ নিয়ম,ધર્મનિષ્ઠાનો કાયદો
লীগ অৱ নেচনছ,લીગ ઓફ નેશન્સ
লিগেচি (=উইল),વારસો (=વીસિયત)
লিগেচি (=উইল),વારસો (=વીસિયત)
আইনী উত্তৰাধিকাৰী,કાનૂની વારસદાર
লেগেট,લેગેટ
লেগেট,લેગેટ
লেগেট,લેગેટ
কিংবদন্তী,દંતકથા
কিংবদন্তী,દંતકથા
লিজিয়ন,લીજન
লিজিয়ন,લીજન
লিজিয়ন অৱ অনাৰ,લીજન ઓફ ઓનર
লেচে মহিমা (=lese majeste),લેસ મેજેસ્ટી (=લેસે મેજેસ્ટી)
ক্ষুদ্ৰ ৰাজ্য,ઓછા રાજ્યો
বিশ্বাসযোগ্যতাৰ পত্ৰ,વિશ્વાસના પત્રો
লিয়েজ-লৰ্ড,લીગ-સ્વામી
লিয়েজ মানুহ,લીગે માણસ
লিয়েজ মানুহ,લીગે માણસ
আজীৱন কাৰাদণ্ড,આજીવન કેદ
বংশ,વંશ
লিটিল ইংলেণ্ডৰ,લિટલ ઈંગ્લેન્ડર
লিটল ভেহিকেল (=ক্ষুদ্ৰ বাহন),નાનું વાહન (= ઓછું વાહન)
উপকূলীয় অৱস্থা,દરિયા કિનારે રાજ્ય
লিটাৰ্জী,ઉપાસના
লিটাৰ্জী,ઉપાસના
স্থানীয় আনুগত্য,સ્થાનિક નિષ્ઠા
স্থানীয়-আত্ম চৰকাৰ,સ્થાનિક-સ્વ સરકાર
দীঘলীয়া সংসদ,લાંબી સંસદ
নিম্ন দেশ,નીચા દેશો
অনুগত,વફાદાર
আনুগত্য,વફાદારી
মেকিয়াভেলিয়ান নীতি,મેકિયાવેલિયન નીતિ
মেগনা কাৰ্টা,મેગ્ના કાર્ટા
মেগনাম কনচিলিয়াম,મેગ્નમ કોન્સિલિયમ
মালুম প্ৰহিবিটাম,માલુમ નિષેધ
মাণ্ডামছ,મેન્ડમસ
আদেশ,આદેશ
"আদেশ, ক্লাছ &#39;ক&#39;।","આદેશ, વર્ગ &#39;A&#39;"
"আদেশ, ক্লাছ &#39;খ&#39;।","આદેશ, વર્ગ &#39;બી&#39;"
"আদেশ, শ্ৰেণী &#39;গ&#39;।","આદેશ, વર્ગ &#39;C&#39;"
আদেশ ব্যৱস্থা,આદેશ સિસ્ટમ
বাধ্যতামূলক ৰাজ্য,ફરજિયાત રાજ્ય
মেংগোনেল,મેંગોનેલ
ইস্তাহাৰ,મેનિફેસ્ટો
কৌশল,દાવપેચ
যুদ্ধৰ মানুহ,મેન ઓફ વોર
মেন&#39;ৰ,મનોર
মেন&#39;ৰ,મનોર
মানুহ-শক্তি,માનવશક્તિ
মানুহ-শক্তি,માનવશક્તિ
মানুমিচন,મેન્યુમિશન
মনুমিত,મનુમિત
পাণ্ডুলিপি,હસ્તપ્રત
পাণ্ডুলিপি,હસ્તપ્રત
পাণ্ডুলিপি,હસ્તપ્રત
মাৰাউডাৰ,લૂંટારા
সামুদ্ৰিক বেল্ট,દરિયાઈ પટ્ટો
সামুদ্ৰিক সভ্যতা,દરિયાઈ સંસ્કૃતિ
সামুদ্ৰিক পতাকা,દરિયાઈ ધ્વજ
সামুদ্ৰিক শক্তিসমূহ,દરિયાઈ સત્તાઓ
সামুদ্ৰিক সাৰ্বভৌমত্ব,દરિયાઈ સાર્વભૌમત્વ
সামুদ্ৰিক যুদ্ধ,દરિયાઈ યુદ્ધ
মাৰ্কিছ,માર્ક્વિસ
মাৰ্কিজেট,માર્ક્વિસેટ
সামৰিক আইন,લશ્કરી કાયદો
যুদ্ধ দৌৰ,માર્શલ રેસ
শ্বহীদ,શહીદ
হত্যাকাণ্ড,હત્યાકાંડ
কৌশলৰ ভৰ,દાવપેચનો સમૂહ
মাষ্টাৰ-এট-আৰ্মছ,માસ્ટર-એટ-આર્મ્સ
অনুষ্ঠানৰ মাষ্টাৰ,વિધિના માસ્ટર
মাষ্টাৰ অৱ হাউচহ’ল্ড,ઘરના માસ્ટર
ঘোঁৰাৰ মাষ্টাৰ,ઘોડાનો માસ્ટર
মাষ্টাৰ অৱ দ্য ৰোলছ,રોલ્સનો માસ્ટર
মিল থকা,મેચ
মিল থকা,મેચ
মেচলক,મેચલોક
বৈবাহিক মিত্ৰতা,વૈવાહિક જોડાણ
ভূমধ্যসাগৰীয় শক্তিসমূহ,ભૂમધ્ય શક્તિઓ
মেনশ্বেভিক,મેન્શેવિક
ভাড়াতীয়া সেনাবাহিনী,ભાડૂતી સૈન્ય
ভাড়াতীয়া সৈনিক,ભાડૂતી સૈનિક
ব্যৱসায়ী,વેપારી
মধ্যযুগ,મધ્યમ વય
মৈদ্ধ পূৰ্ব,મધ્ય પૂર્વ
মধ্যম অংশ,મધ્ય માર્ગ
মধ্যম পথ,મધ્ય માર્ગ
মধ্যম পথ (=মধ্যম পথ),મધ્ય માર્ગ (=મધ્યમ અભ્યાસક્રમ)
প্ৰব্ৰজনকাৰী,સ્થળાંતર
প্ৰব্ৰজন,સ્થળાંતર
প্ৰব্ৰজন,સ્થળાંતર
প্ৰব্ৰজন,સ્થળાંતર
সামৰিকতাবাদ,લશ્કરવાદ
সামৰিকতাবাদ,લશ્કરવાદ
সামৰিকতাবাদ,લશ્કરવાદ
সামৰিকতাবাদ,લશ્કરવાદ
সামৰিকবাদী,લશ્કરવાદી
সামৰিকবাদী,લશ્કરવાદી
সামৰিককৰণ,લશ્કરીકરણ
সামৰিককৰণ,લશ્કરીકરણ
সামৰিককৰণ,લશ્કરીકરણ
সামৰিক কৌশলবিদ (=কৌশলবিদ),લશ્કરી વ્યૂહરચનાકાર (= વ્યૂહરચનાકાર)
সামৰিক কৌশলবিদ (=কৌশলবিদ),લશ્કરી વ્યૂહરચનાકાર (= વ્યૂહરચનાકાર)
সামৰিক কৌশল (=কৌশল),લશ્કરી રણનીતિ (= વ્યૂહરચના)
মিলিচীয়া,મિલિશિયા
মিলিচীয়া,મિલિશિયા
অপশাসন,કુશાસન
লিংক হেৰাই গৈছে,લિંક ખૂટે છે
উদ্দেশ্য,મિશન
উদ্দেশ্য,મિશન
উদ্দেশ্য,મિશન
মিশ্ৰ জাতিৰ,મિશ્ર જાતિ
আধুনিক ইতিহাস,આધુનિક ઇતિહાસ
মডাছ ভিভেণ্ডি,મોડસ વિવેન્ડી
মনাচিজম,મોનાકિઝમ
মনাৰ্ক,રાજા
মনাৰ্ক,રાજા
ৰাজতন্ত্ৰবাদ,રાજાશાહી
ৰাজতন্ত্ৰবাদ,રાજાશાહી
ৰাজতন্ত্ৰবাদী,રાજાશાહી
ৰাজতন্ত্ৰ,રાજાશાહી
মঠ,મઠ
মঠ,મઠ
মঠ,મઠ
মঠ-মন্দিৰ,સાધુવાદ
মঠ-মন্দিৰ,સાધુવાદ
সন্ন্যাসী,સાધુ
মাতৃ দেশ,માતૃ દેશ
মাতৃভূমি,માતૃભૂમિ
সংসদৰ মাতৃ,સંસદની માતા
মাকৰেকাৰছ,મકરાકર્સ
মামী,મમી
সংগ্ৰাহালয়,મ્યુઝિયમ
মাস্কেট,મસ્કેટ
মাস্কেটিয়াৰ,મસ્કિટિયર
মাস্কেট্ৰি,મસ્કેટ્રી
মাস্কেট্ৰি,મસ્કેટ્રી
মাষ্টাৰ মাষ্টাৰ,માસ્ટર માસ્ટર
মাষ্টাৰ-ৰোল,મસ્ટર-રોલ
মাষ্টাৰ-ৰোল,મસ્ટર-રોલ
বিদ্ৰোহ,વિદ્રોહ
বিদ্ৰোহ আইন,બળવો અધિનિયમ
ৰহস্য জাহাজ,રહસ્ય જહાજ
বৰ্ণনা,વર્ણનાત્મક
জাতি,રાષ્ટ્ર
স্থানীয়,મૂળ
থলুৱা ৰাজ্য,મૂળ રાજ્ય
প্ৰকৃতিবাদ,પ્રાકૃતિકતા
প্ৰাকৃতিক অধিকাৰ,કુદરતી અધિકારો
নাজী,નાઝી
নাজী বিপ্লৱ,નાઝી ક્રાંતિ
নাজীবাদ,નાઝીવાદ
পূবৰ ওচৰত,પૂર્વની નજીક
নিগ্ৰো,હબસી
নেগ্ৰ&#39;ফিল,નેગ્રોફિલ
নিগ্ৰোফিলিজম,નેગ્રોફિલિઝમ
নিগ্ৰোফ’বিয়া,નેગ્રોફોબિયા
নিৰপেক্ষ,તટસ્થ
নিৰপেক্ষ দেশ,તટસ્થ દેશ
নিউ ডিল,નવી ડીલ
নতুন পৃথিৱী,નવી દુનિયા
আভিজাত্য,ખાનદાની
নোবেল,નોબલ
নোবেল,નોબલ
যাযাবৰী,વિચરતી
যাযাবৰী গোট,વિચરતી ટોળું
যাযাবৰীতা,વિચરતી
অ-আগ্ৰাসন চুক্তি,બિન-આક્રમકતા કરાર
অ-আগ্ৰাসন চুক্তি,બિન-આક્રમકતા સંધિ
অযুদ্ধপ্ৰায় অৱস্থা,બિન-યુદ્ધરહિત રાજ્ય
অসহযোগিতা,અસહકાર
অসহযোগ আন্দোলন,અસહકાર આંદોલન
আগফালৰ অংশ,સામે
আগফালৰ অংশ,સામે
অক্ল&#39;ক্ৰেচি (=মব&#39;ক্ৰেচি),લોકશાહી (=મોબોક્રસી)
অক্লক্ৰেট,ઓક્લોક્રેટ
চৰকাৰী নথি,સત્તાવાર દસ્તાવેજ
পুৰণি পৃথিৱী,જૂની દુનિયા
অলিগাৰ্চি,ઓલિગાર્કી
আক্ৰমণ,આક્રમણ
মুকলি আলোচনা,ઓપન વાટાઘાટ
মুকলি প্ৰশ্ন,ખુલ્લો પ્રશ્ન
ৰেকৰ্ডসমূহ খোলা,ઓપન રેકોર્ડ્સ
অৰিয়েণ্ট,ઓરિએન્ટ
প্ৰাচ্যবাদ,પ્રાચ્યવાદ
প্ৰাচ্যবাদ,પ્રાચ્યવાદ
প্ৰাচ্যবিদ,પ્રાચ્યવાદી
মূলত,મૂળ
মূলত,મૂળ
অৰ্থগ্ৰাফী,ઓર્થોગ્રાફી
শত্ৰুতাৰ প্ৰাদুৰ্ভাৱ,દુશ્મનાવટનો ફાટી નીકળવો
আউট-পোষ্ট,આઉટ પોસ્ટ
অভাৰ-লৰ্ড,ઓવર-લોર્ડ
অভাৰ-ৰাইড,ઓવર-રાઈડ
অভাৰ-ৰাইড,ઓવર-રાઈડ
পৌত্তলিক,મૂર્તિપૂજક
পৌত্তলিক,મૂર્તિપૂજક
পৌত্তলিকতাবাদ,મૂર્તિપૂજક
পৌত্তলিকতাবাদ,મૂર્તિપૂજક
পেগোডা,પેગોડા
পেগোডা,પેગોડા
পেগোডা,પેગોડા
প্ৰাসাদৰ কুটিলতা,મહેલ ષડયંત્ર
