Tamil,Punjabi
"1.தரவு கணக்கீடு, 2.தரவு கணக்கீடு","1.ਡਾਟਾ ਗਣਨਾ, 2.ਡਾਟਾ ਗਣਨਾ"
தரவு செயலாக்க மொழி (DML),ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ ਭਾਸ਼ਾ (DML)
தரவு மோடம் தரவு மோடம்,ਡਾਟਾ ਮਾਡਮ ਡਾਟਾ ਮਾਡਮ
"1.தரவு மாற்றம், 2.தரவு மாற்றம்","1.ਡਾਟਾ ਸੋਧ, 2.ਡਾਟਾ ਸੋਧ"
"1.டேட்டா நெட்வொர்க், 2.டேட்டா நெட்வொர்க்","1.ਡਾਟਾ ਨੈੱਟਵਰਕ, 2.ਡਾਟਾ ਨੈੱਟਵਰਕ"
"1.டேட்டா ஆபரேஷன், 2.டேட்டா ஆபரேஷன்","1.ਡਾਟਾ ਓਪਰੇਸ਼ਨ, 2.ਡਾਟਾ ਓਪਰੇਸ਼ਨ"
"1. தரவு நிறுவனங்கள், 2. தரவு அமைப்பு","1. ਡਾਟਾ ਸੰਸਥਾਵਾਂ, 2. ਡਾਟਾ ਸੰਗਠਨ"
"1. தரவு வெளியீடு, 2. தரவு வெளியீடு","1. ਡਾਟਾ ਆਉਟਪੁੱਟ, 2. ਡਾਟਾ ਆਉਟਪੁੱਟ"
"1.தரவு பாதை, 2.தரவு பாதை","1.ਡਾਟਾ ਪਾਥ, 2.ਡਾਟਾ ਪਾਥ"
"1.தரவு தயாரித்தல், 2. தரவு தயாரித்தல்","1. ਡੇਟਾ ਤਿਆਰੀ, 2. ਡੇਟਾ ਤਿਆਰੀ"
"1.தரவு தனியுரிமை, 2.தரவு தனியுரிமை","1.ਡਾਟਾ ਗੋਪਨੀਯਤਾ, 2.ਡਾਟਾ ਗੋਪਨੀਯਤਾ"
"1. தரவுச் செயலி, 2. தரவுச் செயலி","1. ਡੇਟਾ ਪ੍ਰੋਸੈਸਰ, 2. ਡੇਟਾ ਪ੍ਰੋਸੈਸਰ"
"1.தரவு பாதுகாப்பு, 2.தரவு பாதுகாப்பு","1.ਡਾਟਾ ਪ੍ਰੋਟੈਕਸ਼ਨ, 2.ਡਾਟਾ ਪ੍ਰੋਟੈਕਸ਼ਨ"
"1. தரவு பதிவு, 2. தரவு பதிவு","1. ਡਾਟਾ ਰਿਕਾਰਡ, 2. ਡਾਟਾ ਰਿਕਾਰਡ"
"1. தரவு மீட்டெடுப்பு, 2. தரவு மீட்டெடுப்பு","1. ਡਾਟਾ ਪ੍ਰਾਪਤੀ, 2. ਡਾਟਾ ਪ੍ਰਾਪਤੀ"
"1. தரவு வழக்கம், 2. தரவு வழக்கம்","1. ਡੇਟਾ ਰੁਟੀਨ, 2. ਡੇਟਾ ਰੁਟੀਨ"
"1.தரவு பாதுகாப்பு, 2.தரவு பாதுகாப்பு","1.ਡਾਟਾ ਸੁਰੱਖਿਆ, 2.ਡਾਟਾ ਸੁਰੱਖਿਆ"
"1.தரவு தொகுப்பு, 2. தரவு தொகுப்பு","1.ਡਾਟਾ ਸੈੱਟ, 2. ਡਾਟਾ ਸੈੱਟ"
"1.தரவு சமிக்ஞை, 2.தரவு சமிக்ஞை","1.ਡਾਟਾ ਸਿਗਨਲ, 2.ਡਾਟਾ ਸਿਗਨਲ"
"1. தரவு அணுகல், 2. தரவு அணுகல்","1. ਡੇਟਾ ਐਕਸੈਸ, 2. ਡੇਟਾ ਐਕਸੈਸ"
"1.தரவு ஆதாரம், 2.தரவு ஆதாரம்","1.ਡਾਟਾ ਸਰੋਤ, 2.ਡਾਟਾ ਸਰੋਤ"
"1.தரவு விவரக்குறிப்பு, 2. தரவு விவரக்குறிப்பு","1.ਡਾਟਾ ਨਿਰਧਾਰਨ, 2. ਡਾਟਾ ਨਿਰਧਾਰਨ"
"1.தரவு மையம், 2.தரவு மையம்","1.ਡਾਟਾ ਸੈਂਟਰ, 2.ਡਾਟਾ ਸੈਂਟਰ"
"1. தரவு சேமிப்பு, 2. தரவு சேமிப்பு","1. ਡੇਟਾ ਸਟੋਰੇਜ, 2. ਡੇਟਾ ਸਟੋਰੇਜ"
தரவு சேமிப்பு அமைப்பு,ਡਾਟਾ ਸਟੋਰੇਜ਼ ਬਣਤਰ
"1. தரவுக் கட்டமைப்பு, 2. தரவுக் கட்டமைப்பு","1. ਡਾਟਾ ਸਟ੍ਰਕਚਰ, 2. ਡਾਟਾ ਸਟ੍ਰਕਚਰ"
"1.டேட்டா ஸ்விட்ச், 2.டேட்டா ஸ்விட்ச்","1.ਡਾਟਾ ਸਵਿੱਚ, 2.ਡਾਟਾ ਸਵਿੱਚ"
"1.தரவு அட்டவணை, 2.தரவு அட்டவணை","1.ਡਾਟਾ ਸਾਰਣੀ, 2.ਡਾਟਾ ਸਾਰਣੀ"
"1.தரவு முடிவு, 2. தரவு முடிவு","1.ਡਾਟਾ ਅੰਤ, 2. ਡਾਟਾ ਖਤਮ"
"1. டேட்டா டிரான்ஸ்கிரிப்ஷன், 2. டேட்டா டிரான்ஸ்கிரிப்ஷன்","1. ਡੇਟਾ ਟ੍ਰਾਂਸਕ੍ਰਿਪਸ਼ਨ, 2. ਡੇਟਾ ਟ੍ਰਾਂਸਕ੍ਰਿਪਸ਼ਨ"
"1.தரவு பரிமாற்றம், 2. தரவு பரிமாற்ற","1.ਡਾਟਾ ਟ੍ਰਾਂਸਫਰ, 2. ਡਾਟਾ ਸੰਚਾਰ"
"1. தரவு பரிமாற்றம், 2. தரவு பரிமாற்றம்","1. ਡਾਟਾ ਸੰਚਾਰ, 2. ਡਾਟਾ ਸੰਚਾਰ"
"1.டேட்டா டிரான்ஸ்மிஷன் சிஸ்டம், 2.டேட்டா டிரான்ஸ்மிஷன் சிஸ்டம்","1.ਡਾਟਾ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਸਿਸਟਮ, 2.ਡਾਟਾ ਟ੍ਰਾਂਸਮਿਸ਼ਨ ਸਿਸਟਮ"
"1. தரவு வடிவம், 2. தரவு வடிவம்","1. ਡੇਟਾ ਫਾਰਮੈਟ, 2. ਡੇਟਾ ਫਾਰਮੈਟ"
"1. தரவு அலகு, 2. தரவு அலகு","1. ਡੇਟਾ ਯੂਨਿਟ, 2. ਡੇਟਾ ਯੂਨਿਟ"
"1.தரவு சரிபார்ப்பு, 2.தரவு சரிபார்ப்பு","1.ਡਾਟਾ ਪ੍ਰਮਾਣਿਕਤਾ, 2.ਡਾਟਾ ਪ੍ਰਮਾਣਿਕਤਾ"
தரவுத்தளம்,ਡਾਟਾਬੇਸ
தரவுத்தள நிர்வாகம்,ਡਾਟਾਬੇਸ ਪ੍ਰਸ਼ਾਸਨ
தரவுத்தள வடிவமைப்பு,ਡਾਟਾਬੇਸ ਡਿਜ਼ਾਈਨ
தரவுத்தள மேலாண்மை அமைப்பு,ਡਾਟਾਬੇਸ ਪ੍ਰਬੰਧਨ ਸਿਸਟਮ
"1.டேட்டாகிரேவ், 2.டேட்டாகிரேவ்","1.ਡਾਟਾਗਰੇਵ, 2.ਡਾਟਾਗਰੇਵ"
"1. தரவு, 2. தரவு","1. ਡਾਟਾ, 2. ਡਾਟਾ"
"1.செயலற்ற மண்டலம், 2.செயலற்ற மண்டலம்","1.ਅਕਿਰਿਆਸ਼ੀਲ ਜ਼ੋਨ, 2.ਅਕਿਰਿਆਸ਼ੀਲ ਜ਼ੋਨ"
முட்டுக்கட்டை,ਡੈੱਡਲਾਕ
முட்டுக்கட்டை தடுப்பு,ਡੈੱਡਲਾਕ ਦੀ ਰੋਕਥਾਮ
குறைபாடு நீக்கம்,ਨੁਕਸ ਕਲੀਅਰੈਂਸ
"1. தீர்ப்பு செல், 2. தீர்ப்பு பெட்டி","1. ਜੱਜਮੈਂਟ ਸੈੱਲ, 2. ਜੱਜਮੈਂਟ ਬਾਕਸ"
முடிவெடுக்கும் செயல்முறை,ਫੈਸਲਾ ਲੈਣ ਦੀ ਪ੍ਰਕਿਰਿਆ
முடிவு ஆதரவு அமைப்பு,ਫੈਸਲੇ ਦਾ ਸਮਰਥਨ ਸਿਸਟਮ
முடிவு மரம்,ਫੈਸਲੇ ਦਾ ਰੁੱਖ
"1. குறிவிலக்கி, 2. குறிவிலக்கி","1. ਡੀਕੋਡਰ, 2. ਡੀਕੋਡਰ"
கலைப்பு கொள்கை,ਭੰਗ ਅਸੂਲ
டிகோடிங்,ਡੀਕੋਡਿੰਗ
அர்ப்பணிக்கப்பட்ட அமைப்பு,ਸਮਰਪਿਤ ਸਿਸਟਮ
அர்ப்பணிக்கப்பட்ட பத்திரிகை,ਸਮਰਪਿਤ ਪ੍ਰੈਸ
நோய்த்தடுப்பு தரவு நெட்வொர்க் (DDN),ਇਮਯੂਨਾਈਜ਼ੇਸ਼ਨ ਡਾਟਾ ਨੈੱਟਵਰਕ (DDN)
நோய்த்தடுப்பு தகவல் அமைப்பு,ਇਮਿਊਨਾਈਜ਼ੇਸ਼ਨ ਜਾਣਕਾਰੀ ਸਿਸਟਮ
ஒருங்கிணைப்பு,ਏਕੀਕਰਣ
தாமதம்,ਦੇਰੀ
தாமத கவுண்டர்,ਦੇਰੀ ਕਾਊਂਟਰ
தாமத நேரம்,ਦੇਰੀ ਦਾ ਸਮਾਂ
"1.நீக்கு, 2.நீக்கு","1.ਮਿਟਾਓ, 2.ਮਿਟਾਓ"
நீக்குதல் பதிவு,ਮਿਟਾਉਣ ਦਾ ਰਿਕਾਰਡ
பிரிப்பான்,ਡੀਲੀਮੀਟਰ
டெல்டா பண்பேற்றம்,ਡੈਲਟਾ ਮੋਡੂਲੇਸ਼ਨ
கோரிக்கை பக்கம்,ਮੰਗ ਪੰਨਾ
செயல்திறன்,ਪ੍ਰਦਰਸ਼ਨ
டிமாடுலேஷன்,demodulation
வி-மல்டிபிளெக்சர்,ਵਿ- ਮਲਟੀਪਲੈਕਸਰ
இயல்புநிலைப்படுத்தல்,ਅਸਧਾਰਨਕਰਨ
"1. அடர்த்தி, 2. அடர்த்தி","1. ਘਣਤਾ, 2. ਘਣਤਾ"
"1. சார்பு, 2. சார்பு","1. ਨਿਰਭਰਤਾ, 2. ਨਿਰਭਰਤਾ"
சார்பு அலகு,ਨਿਰਭਰ ਇਕਾਈ
வரிசை,ਕਤਾਰ
"1. dereference, 2. dereference","1. ਸਤਿਕਾਰ, 2. ਸਤਿਕਾਰ"
பெறப்பட்ட மரம்,ਲਿਆ ਰੁੱਖ
பெறப்பட்ட புலம்,ਪ੍ਰਾਪਤ ਖੇਤਰ
இறங்கு வகை,ਘਟਦੀ ਲੜੀ
வடிவமைப்பு,ਡਿਜ਼ਾਈਨ
மேசை கால்குலேட்டர்,ਡੈਸਕ ਕੈਲਕੁਲੇਟਰ
டெஸ்க்டாப் கணினிகள்,ਡੈਸਕਟਾਪ ਕੰਪਿਊਟਰ
டெஸ்க்டாப் விளக்கக்காட்சி,ਡੈਸਕਟਾਪ ਪੇਸ਼ਕਾਰੀ
டெஸ்க்டாப் வெளியீடு,ਡੈਸਕਟਾਪ ਪ੍ਰਕਾਸ਼ਨ
டெஸ்க்டாப் வீடியோ,ਡੈਸਕਟਾਪ ਵੀਡੀਓ
இலக்கு முகவரி,ਮੰਜ਼ਿਲ ਪਤਾ
"1. அழிப்பவர், 2. அழிப்பவர்","1. ਵਿਨਾਸ਼ਕਾਰੀ, 2. ਵਿਨਾਸ਼ਕਾਰੀ"
தீர்மானிக்கும் தானியங்கு,ਨਿਰਣਾਇਕ ਆਟੋਮੇਟਾ
டெவலப்பர்,ਵਿਕਾਸਕਾਰ
வளர்ச்சி அமைப்பு,ਵਿਕਾਸ ਸਿਸਟਮ
சாதனம்,ਜੰਤਰ
சாதன கட்டுப்பாட்டு அலகு,ਜੰਤਰ ਕੰਟਰੋਲ ਯੂਨਿਟ
சாதனம் கட்டுப்படுத்தி,ਜੰਤਰ ਕੰਟਰੋਲਰ
சாதன மேலாண்மை,ਜੰਤਰ ਪ੍ਰਬੰਧਨ
சாதன முறை,ਜੰਤਰ ਮੋਡ
நோய் கண்டறிதல்,ਨਿਦਾਨ
கண்டறியும் அமைப்பு,ਡਾਇਗਨੌਸਟਿਕ ਸਿਸਟਮ
"1. கண்டறிதல், 2. கண்டறிதல்","1. ਡਾਇਗਨੌਸਟਿਕਸ, 2. ਡਾਇਗਨੌਸਟਿਕਸ"
வரைபடம்,ਚਿੱਤਰ
டயல்,ਡਾਇਲ
டயல் வரி,ਡਾਇਲ ਲਾਈਨ
டயல் தொனி,ਡਾਇਲ ਟੋਨ
அழைக்கவும்,ਡਾਇਲ ਕਰੋ
"1. உரையாடல், 2. உரையாடல்","1. ਵਾਰਤਾਲਾਪ, 2. ਗੱਲਬਾਤ"
உரையாடல் அறை,ਗੱਲਬਾਤ ਕਮਰੇ
டயல்அப் மோடம்,ਡਾਇਲਅੱਪ ਮਾਡਮ
காப்பீடு,ਬੀਮਾ
அகராதி,ਸ਼ਬਦਕੋਸ਼
"1. வேறுபாடு, 2. வேறுபாடு","1. ਅੰਤਰ, 2. ਭਿੰਨਤਾ"
எண்ணியல்,ਸੰਖਿਆਤਮਕ
டிஜிட்டல் அமைப்பு,ਡਿਜ਼ੀਟਲ ਸਿਸਟਮ
டிஜிட்டல் சுற்று,ਡਿਜ਼ੀਟਲ ਸਰਕਟ
டிஜிட்டல் கணினி,ਡਿਜ਼ੀਟਲ ਕੰਪਿਊਟਰ
"1.டிஜிட்டல் டேட்டா, 2.டிஜிட்டல் டேட்டா","1.ਡਿਜੀਟਲ ਡੇਟਾ, 2.ਡਿਜੀਟਲ ਡੇਟਾ"
டிஜிட்டல் வசதி,ਡਿਜੀਟਲ ਸਹੂਲਤ
டிஜிட்டல் வடிகட்டி,ਡਿਜ਼ੀਟਲ ਫਿਲਟਰ
டிஜிட்டல் நூலகம்,ਡਿਜੀਟਲ ਲਾਇਬ੍ਰੇਰੀ
டிஜிட்டல் பண்பேற்றம்,ਡਿਜ਼ੀਟਲ ਮੋਡੂਲੇਸ਼ਨ
"1. டிஜிட்டல் டிஸ்ப்ளே, 2. டிஜிட்டல் மானிட்டர்","1. ਡਿਜੀਟਲ ਡਿਸਪਲੇ, 2. ਡਿਜੀਟਲ ਮਾਨੀਟਰ"
டிஜிட்டல் படம்,ਡਿਜ਼ੀਟਲ ਚਿੱਤਰ
"1. டிஜிட்டல் கையொப்பம், 2. டிஜிட்டல் கையொப்பம்","1. ਡਿਜੀਟਲ ਦਸਤਖਤ, 2. ਡਿਜੀਟਲ ਦਸਤਖਤ"
டிஜிட்டல் சுவிட்ச்,ਡਿਜ਼ੀਟਲ ਸਵਿੱਚ
டிஜிட்டல் அனலாக் மாற்றி,ਡਿਜੀਟਲ ਐਨਾਲਾਗ ਕਨਵਰਟਰ
டிஜிட்டல் மயமாக்கல்,ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ
டிஜிட்டல் மயமாக்கல்,ਡਿਜੀਟਾਈਜ਼ੇਸ਼ਨ
இலக்கமாக்கி,ਡਿਜੀਟਾਈਜ਼ਰ
டையோடு,ਡਾਇਓਡ
முதன்மையான தோற்றம்,ਪਹਿਲੀ ਨਜ਼ਰ
நேரடி முகவரி,ਸਿੱਧਾ ਪਤਾ
நேரடி மாற்றம்,ਸਿੱਧਾ ਪਰਿਵਰਤਨ
நேரடி இணைப்பு,ਸਿੱਧੀ ਜੋੜੀ
"1. நேரடி நினைவக அணுகல், 2. நேரடி நினைவக அணுகல் (DMA)","1. ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ, 2. ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA)"
நேரடி நினைவக அணுகல் (DMA),ਡਾਇਰੈਕਟ ਮੈਮੋਰੀ ਐਕਸੈਸ (DMA)
நேரடி முறை,ਸਿੱਧੀ ਵਿਧੀ
திசைகள்,ਨਿਰਦੇਸ਼
அடைவு,ਡਾਇਰੈਕਟਰੀ
"1. அடைவு சேவையகம், 2. அடைவு சேவையகம்","1. ਡਾਇਰੈਕਟਰੀ ਸਰਵਰ, 2. ਡਾਇਰੈਕਟਰੀ ਸਰਵਰ"
அடைவு சேவை,ਡਾਇਰੈਕਟਰੀ ਸੇਵਾ
முடியவில்லை,ਅਸਮਰੱਥ
சமிக்ஞையை முடக்குகிறது,ਅਸਮਰੱਥ ਸਿਗਨਲ
"1. துண்டித்தல், 2. துண்டித்தல்","1. ਡਿਸਕਨੈਕਸ਼ਨ, 2. ਡਿਸਕਨੈਕਸ਼ਨ"
"1. தனித்தனி, 2. தனித்தனி","1. ਵੱਖਰਾ, 2. ਵੱਖਰਾ"
"1. வட்டு, 2. வட்டு","1. ਡਿਸਕ, 2. ਡਿਸਕ"
"1. வட்டு முகவரி, 2. வட்டு முகவரி","1. ਡਿਸਕ ਪਤਾ, 2. ਡਿਸਕ ਪਤਾ"
"1. வட்டு வரிசை, 2. வட்டு வரிசை","1. ਡਿਸਕ ਐਰੇ, 2. ਡਿਸਕ ਐਰੇ"
"1. வட்டு திறன், 2. வட்டு திறன்","1. ਡਿਸਕ ਸਮਰੱਥਾ, 2. ਡਿਸਕ ਸਮਰੱਥਾ"
"1. வட்டு இயக்கி, 2. வட்டு இயக்கி","1. ਡਿਸਕ ਡਰਾਈਵਰ, 2. ਡਿਸਕ ਡਰਾਈਵ"
வட்டு கோப்பு,ਡਿਸਕ ਫਾਈਲ
"1. வட்டு நினைவகம், 2. வட்டு நினைவகம், 3. வட்டு நினைவகம், 4. வட்டு நினைவகம்","1. ਡਿਸਕ ਮੈਮੋਰੀ, 2. ਡਿਸਕ ਮੈਮੋਰੀ, 3. ਡਿਸਕ ਮੈਮੋਰੀ, 4. ਡਿਸਕ ਮੈਮੋਰੀ"
வட்டு இயக்க முறைமை (DoS),ਡਿਸਕ ਓਪਰੇਟਿੰਗ ਸਿਸਟਮ (DoS)
வட்டு தொகுப்பு,ਡਿਸਕ ਪੈਕੇਜ
"1.சக்ரிகா சர்வர், 2.டிஸ்க் சர்வர்","1. ਚੱਕਰਿਕਾ ਸਰਵਰ, 2. ਡਿਸਕ ਸਰਵਰ"
"1. வட்டு சேமிப்பு, 2. வட்டு சேமிப்பு","1. ਡਿਸਕ ਸਟੋਰੇਜ, 2. ਡਿਸਕ ਸਟੋਰੇਜ"
வட்டு,ਡਿਸਕੇਟ
காட்சி கோப்பு,ਡਿਸਪਲੇ ਫਾਇਲ
காட்சி படத்தை,ਡਿਸਪਲੇ ਚਿੱਤਰ
அகற்றல்,ਨਿਪਟਾਰੇ
தூரம்,ਦੂਰੀ
தூர செயல்பாடு,ਦੂਰੀ ਫੰਕਸ਼ਨ
திரித்தல்,ਵਿਗਾੜ
வழங்கப்பட்டது,ਡਿਲੀਵਰ ਕੀਤਾ
விநியோகிக்கப்பட்ட தரவு,ਵੰਡਿਆ ਡਾਟਾ
விநியோகிக்கப்பட்ட சேவையகம்,ਵੰਡਿਆ ਸਰਵਰ
"1. விநியோகிக்கப்பட்ட அமைப்பு, 2. விநியோகிக்கப்பட்ட அமைப்பு","1.ਡਿਸਟ੍ਰੀਬਿਊਟਡ ਸਿਸਟਮ, 2.ਡਿਸਟ੍ਰੀਬਿਊਟਡ ਸਿਸਟਮ"
விநியோகஸ்தர்,ਵਿਤਰਕ
ஆவணம்,ਦਸਤਾਵੇਜ਼
அங்கீகாரம் பெற்ற ஆவணம்,ਪ੍ਰਮਾਣਿਤ ਦਸਤਾਵੇਜ਼
"1. ஆவண சாளரம், 2. ஆவண சாளரம்","1. ਦਸਤਾਵੇਜ਼ ਵਿੰਡੋ, 2. ਦਸਤਾਵੇਜ਼ ਵਿੰਡੋ"
ஆவணங்கள்,ਦਸਤਾਵੇਜ਼
"களம், களம்","ਡੋਮੇਨ, ਡੋਮੇਨ"
டொமைன் பெயர்,ਡੋਮੇਨ ਨਾਮ
"1. டாட் மேட்ரிக்ஸ் பிரிண்டர், 2. டாட் மேட்ரிக்ஸ் பிரிண்டர்","1. ਡਾਟ ਮੈਟ੍ਰਿਕਸ ਪ੍ਰਿੰਟਰ, 2. ਡਾਟ ਮੈਟ੍ਰਿਕਸ ਪ੍ਰਿੰਟਰ"
"கீழ், கீழே","ਹੇਠਾਂ, ਹੇਠਾਂ"
"1.அவலின்க், 2.சதுரம்","1. ਅਵਲਿੰਕ, 2. ਵਰਗ"
பதிவிறக்க Tamil,ਡਾਊਨਲੋਡ ਕਰੋ
பதிவிறக்க நேரம்,ਡਾਊਨਲੋਡ ਕਰਨ ਦਾ ਸਮਾਂ
இழுவை,ਖਿੱਚ
DRAM (டைனமிக் ரேம்),DRAM (ਡਾਇਨਾਮਿਕ ਰੈਮ)
ஓட்டம்,ਰਨਆਫ
இயக்கி,ਡਰਾਈਵਰ
இலைகள்,ਪੱਤੇ
டிராப் பட்டியல் பெட்டி,ਡ੍ਰੌਪ ਲਿਸਟ ਬਾਕਸ
டிரம் டிரைவ்,ਡਰੱਮ ਡਰਾਈਵ
"1.டிரம் பிரிண்டர், 2.டிரம் பிரிண்டர்","1.ਡਰਮ ਪ੍ਰਿੰਟਰ, 2.ਡਰਮ ਪ੍ਰਿੰਟਰ"
"1. இம் யூனிட், 2. டிரம் யூனிட்","1. ਇਮ ਯੂਨਿਟ, 2. ਡਰੱਮ ਯੂਨਿਟ"
"1. இருமை, 2. இரு","1. ਦਵੈਤ, 2. bi"
இரட்டை அடர்த்தி,ਦੋਹਰੀ ਘਣਤਾ
"1. அமைதியான முகவரி, 2. போலி முகவரி","1. ਚੁੱਪ ਦਾ ਪਤਾ, 2. ਜਾਅਲੀ ਪਤਾ"
திணிப்பு,ਡੰਪ
இரட்டை சுற்று,ਡੁਪਲੈਕਸ ਸਰਕਟ
சட்டப்பூர்வமாக்குதல்,ਕਾਨੂੰਨੀਕਰਣ
முக்கிய திறவுகோல்,ਕੁੰਜੀ
"1.டி வி டி ஆர்./டபிள்யூ, 2. டிவிடி படித்தல், 3. எழுதுதல்","1.D V D R./W, 2. ਡੀਵੀਡੀ ਰੀਡਿੰਗ, 3. ਲਿਖਣਾ"
டிவிடி ரோம்,DVD ROM
மாறும் அறிவுறுத்தல்,ਗਤੀਸ਼ੀਲ ਹਦਾਇਤ
"1.டைனமிக் மெமரி, 2.டைனமிக் மெமரி","1. ਡਾਇਨਾਮਿਕ ਮੈਮੋਰੀ, 2. ਡਾਇਨਾਮਿਕ ਮੈਮੋਰੀ"
"1. இயக்கவியல், 2. இயக்கவியல்","1. ਡਾਇਨਾਮਿਕਸ, 2. ਡਾਇਨਾਮਿਕਸ"
ஈ பி சி டி ஐ சி,ਈ ਬੀ ਸੀ ਡੀ ਆਈ ਸੀ
மின் வணிகம்,ਈ-ਕਾਰੋਬਾਰ
எதிரொலி,echo
"1.இ-காமர்ஸ், 2.இ-காமர்ஸ்","1.ਈ-ਕਾਮਰਸ, 2.ਈ-ਕਾਮਰਸ"
திருத்துதல்,ਸੰਪਾਦਨ
ஆசிரியர்,ਸੰਪਾਦਕ
கல்வி தொழில்நுட்பம்,ਵਿਦਿਅਕ ਤਕਨਾਲੋਜੀ
e e p rom,e e ਪ rom
"1. அர்த்தமுள்ள முகவரி, 2. பயனுள்ள முகவரி","1. ਅਰਥਪੂਰਨ ਪਤਾ, 2. ਪ੍ਰਭਾਵੀ ਪਤਾ"
அர்த்தமுள்ள செயல்பாட்டு முகவரி,ਅਰਥਪੂਰਨ ਸੰਚਾਲਨ ਪਤਾ
பயனுள்ள நடவடிக்கை,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਕਾਰਵਾਈ
பயனுள்ள UID,ਪ੍ਰਭਾਵਸ਼ਾਲੀ UID
பயனுள்ள பரிமாற்ற செயல்பாடு,ਪ੍ਰਭਾਵਸ਼ਾਲੀ ਪ੍ਰਸਾਰਣ ਕਾਰਵਾਈ
ஆக்டல் பைட்,octal ਬਾਈਟ
"மின்னணு கற்றல், மின் கற்றல்","ਇਲੈਕਟ੍ਰਾਨਿਕ ਲਰਨਿੰਗ, ਈ-ਲਰਨਿੰਗ"
தேர்தல் அல்காரிதம்,ਚੋਣ ਐਲਗੋਰਿਦਮ
மின்னணு அஞ்சல் சேவை (மின்னஞ்சல்),ਇਲੈਕਟ੍ਰਾਨਿਕ ਮੇਲ ਸੇਵਾ (ਈ-ਮੇਲ)
"1.எலக்ட்ரானிக் பிரிண்டிங், 2.எலக்ட்ரானிக் பிரிண்டர்","1.ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਿੰਟਿੰਗ, 2.ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਿੰਟਰ"
மின் கணக்கியல் இயந்திரம்,ਇਲੈਕਟ੍ਰੀਕਲ ਲੇਖਾ ਮਸ਼ੀਨ
மின்னணுவியல்,ਇਲੈਕਟ੍ਰਾਨਿਕਸ
மின்னணு வெளியேற்ற அமைப்பு (ECS),ਇਲੈਕਟ੍ਰਾਨਿਕ ਐਗਜ਼ੌਸਟ ਸਿਸਟਮ (ECS)
மின்னணு தரவு பரிமாற்றம் (EDI),ਇਲੈਕਟ੍ਰਾਨਿਕ ਡੇਟਾ ਐਕਸਚੇਂਜ (EDI)
மின்னணு தரவு செயலாக்கம்,ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਟਾ ਪ੍ਰੋਸੈਸਿੰਗ
மின்னணு சிற்றேடு,ਇਲੈਕਟ੍ਰਾਨਿਕ ਬਰੋਸ਼ਰ
மின்னணு நிதி பரிமாற்ற வழிமுறை (EFTS),ਇਲੈਕਟ੍ਰਾਨਿਕ ਫੰਡ ਟ੍ਰਾਂਸਫਰ ਮਕੈਨਿਜ਼ਮ (EFTS)
"1.எலக்ட்ரானிக் ஜர்னல், 2.எலக்ட்ரானிக் ஜர்னல்","1.ਇਲੈਕਟ੍ਰਾਨਿਕ ਜਰਨਲ, 2.ਇਲੈਕਟ੍ਰਾਨਿਕ ਜਰਨਲ"
மின்னணு வெளியீடு,ਇਲੈਕਟ੍ਰਾਨਿਕ ਪ੍ਰਕਾਸ਼ਨ
மின்னணு சுவிட்ச்,ਇਲੈਕਟ੍ਰਾਨਿਕ ਸਵਿੱਚ
"உறுப்பு, உறுப்பு","ਤੱਤ, ਤੱਤ"
மின்னஞ்சல்,ਈ - ਮੇਲ
"1. மின்னஞ்சல் முகவரி, 2. மின்னணு அஞ்சல் முகவரி","1. ਈ-ਮੇਲ ਪਤਾ, 2. ਇਲੈਕਟ੍ਰਾਨਿਕ ਡਾਕ ਪਤਾ"
உட்பொதிக்கப்பட்ட அமைப்பு,ਏਮਬੈਡਡ ਸਿਸਟਮ
உட்பொதித்தல்,ਏਮਬੈਡਿੰਗ
உமிழ்ப்பான் இணைந்த தர்க்கம் (ECL),ਐਮੀਟਰ ਕਪਲਡ ਤਰਕ (ECL)
காலியான இடம்,ਖਾਲੀ ਥਾਂ
"1. வெற்று சங்கிலி, 2. வெற்று சங்கிலி","1. ਖਾਲੀ ਚੇਨ, 2. ਖਾਲੀ ਚੇਨ"
இயந்திரமயமாக்கல்,ਮਸ਼ੀਨੀਕਰਨ
"1.கேப்சுலேஷன், 2.கேப்சுலேஷன்","1.ਕੈਪਸੂਲੇਸ਼ਨ, 2.ਕੈਪਸੂਲੇਸ਼ਨ"
குறிவிலக்கி,ਡੀਕੋਡਰ
குறியாக்கம்,ਇੰਕੋਡਿੰਗ
"1. குறியாக்கி, 2. கோடாக்","1. ਏਨਕੋਡਰ, 2. ਕੋਡਕ"
மறைக்கப்பட்ட தரவு,ਲੁਕਿਆ ਡਾਟਾ
மறைக்கப்பட்ட கோப்பு முறைமை,ਲੁਕਿਆ ਹੋਇਆ ਫਾਈਲ ਸਿਸਟਮ
