Assamese,Kannada
দিশ নিৰ্দেশনা,ನಿರ್ದೇಶನಗಳು
ডাইৰেকটৰী,ಡೈರೆಕ್ಟರಿ
"1. ডাইৰেকটৰি চাৰ্ভাৰ, 2. ডাইৰেকটৰি চাৰ্ভাৰ","1. ಡೈರೆಕ್ಟರಿ ಸರ್ವರ್, 2. ಡೈರೆಕ್ಟರಿ ಸರ್ವರ್"
ডাইৰেকটৰি সেৱা,ಡೈರೆಕ್ಟರಿ ಸೇವೆ
অক্ষম,ಸಾಧ್ಯವಾಗುವುದಿಲ್ಲ
সংকেত নিষ্ক্ৰিয় কৰা,ಸಂಕೇತವನ್ನು ನಿಷ್ಕ್ರಿಯಗೊಳಿಸುವುದು
"১.সংযোগ বিচ্ছিন্ন কৰা, ২.সংযোগ বিচ্ছিন্ন কৰা","1. ಸಂಪರ್ಕ ಕಡಿತ, 2. ಸಂಪರ್ಕ ಕಡಿತ"
"১.বিচ্ছিন্ন, ২.বিচ্ছিন্ন","1. ಡಿಸ್ಕ್ರೀಟ್, 2. ಡಿಸ್ಕ್ರೀಟ್"
"১.ডিস্ক, ২.ডিস্ক","1. ಡಿಸ್ಕ್, 2. ಡಿಸ್ಕ್"
"1. ডিষ্কৰ ঠিকনা, 2. ডিষ্কৰ ঠিকনা","1. ಡಿಸ್ಕ್ ವಿಳಾಸ, 2. ಡಿಸ್ಕ್ ವಿಳಾಸ"
"1. ডিস্ক এৰে, 2. ডিস্ক এৰে","1. ಡಿಸ್ಕ್ ಅರೇ, 2. ಡಿಸ್ಕ್ ಅರೇ"
"1. ডিস্ক ক্ষমতা, 2. ডিস্ক ক্ষমতা","1. ಡಿಸ್ಕ್ ಸಾಮರ್ಥ್ಯ, 2. ಡಿಸ್ಕ್ ಸಾಮರ್ಥ್ಯ"
"1. ডিস্ক ড্ৰাইভাৰ, 2. ডিস্ক ড্ৰাইভ","1. ಡಿಸ್ಕ್ ಡ್ರೈವರ್, 2. ಡಿಸ್ಕ್ ಡ್ರೈವ್"
ডিস্ক নথিপত্ৰ,ಡಿಸ್ಕ್ ಫೈಲ್
"1. ডিস্ক মেমৰি, 2. ডিস্ক মেমৰি, 3. ডিস্ক মেমৰি, 4. ডিষ্ক মেমৰি","1. ಡಿಸ್ಕ್ ಮೆಮೊರಿ, 2. ಡಿಸ್ಕ್ ಮೆಮೊರಿ, 3. ಡಿಸ್ಕ್ ಮೆಮೊರಿ, 4. ಡಿಸ್ಕ್ ಮೆಮೊರಿ"
ডিস্ক অপাৰেটিং চিস্টেম (DoS),ಡಿಸ್ಕ್ ಆಪರೇಟಿಂಗ್ ಸಿಸ್ಟಮ್ (DoS)
ডিস্ক পেকেজ,ಡಿಸ್ಕ್ ಪ್ಯಾಕೇಜ್
"1.চকৰিকা চাৰ্ভাৰ, 2.ডিস্ক চাৰ্ভাৰ","1.ಚಕ್ರಿಕಾ ಸರ್ವರ್, 2.ಡಿಸ್ಕ್ ಸರ್ವರ್"
"1. ডিষ্ক সংৰক্ষণ, 2. ডিষ্ক সংৰক্ষণ","1. ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ, 2. ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ"
ডিস্কেট,ಡಿಸ್ಕೆಟ್
ফাইল প্ৰদৰ্শন কৰক,ಪ್ರದರ್ಶನ ಫೈಲ್
ছবি প্ৰদৰ্শন কৰক,ಚಿತ್ರವನ್ನು ಪ್ರದರ್ಶಿಸಿ
নিষ্পত্তি,ವಿಲೇವಾರಿ
দূৰত্ব,ದೂರ
দূৰত্বৰ ফলন,ದೂರ ಕಾರ್ಯ
বিকৃতি,ಅಸ್ಪಷ್ಟತೆ
বিলি কৰা হ’ল,ವಿತರಿಸಲಾಯಿತು
বিতৰণ কৰা তথ্য,ವಿತರಿಸಿದ ಡೇಟಾ
বিতৰণ কৰা চাৰ্ভাৰ,ವಿತರಿಸಿದ ಸರ್ವರ್
"1.বিতৰিত ব্যৱস্থা, 2.বিতৰিত ব্যৱস্থা","1.ಡಿಸ್ಟ್ರಿಬ್ಯೂಟೆಡ್ ಸಿಸ್ಟಮ್, 2.ಡಿಸ್ಟ್ರಿಬ್ಯೂಟೆಡ್ ಸಿಸ್ಟಮ್"
বিতৰক,ವಿತರಕ
নথিপত্ৰ,ದಾಖಲೆ
নথিপত্ৰ স্বীকৃতিপ্ৰাপ্ত,ಡಾಕ್ಯುಮೆಂಟ್ ಮಾನ್ಯತೆ ಪಡೆದಿದೆ
"1. দস্তাবেজ উইন্ডো, 2. দস্তাবেজ উইন্ডো","1. ಡಾಕ್ಯುಮೆಂಟ್ ವಿಂಡೋ, 2. ಡಾಕ್ಯುಮೆಂಟ್ ವಿಂಡೋ"
নথিপত্ৰ,ದಸ್ತಾವೇಜನ್ನು
"ডমেইন, ডমেইন","ಡೊಮೇನ್, ಡೊಮೇನ್"
ডমেইনৰ নাম,ಕಾರ್ಯಕ್ಷೇತ್ರದ ಹೆಸರು
"1. ডট মেট্ৰিক্স প্ৰিন্টাৰ, 2. ডট মেট্ৰিক্স প্ৰিন্টাৰ","1. ಡಾಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್, 2. ಡಾಟ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್ ಪ್ರಿಂಟರ್"
"তলত, তলত","ಕೆಳಗೆ, ಕೆಳಗೆ"
"১.এভালিংক, ২.বৰ্গ","1.ಅವಲಿಂಕ್, 2.ಚದರ"
ডাউনল’ড,ಡೌನ್ಲೋಡ್
ডাউনলোড সময়,ಡೌನ್‌ಲೋಡ್ ಸಮಯ
ট্ৰেকচন,ಎಳೆತ
DRAM (ডাইনামিক ৰেম),DRAM (ಡೈನಾಮಿಕ್ RAM)
ৰানঅফ,ಹರಿವು
ড্ৰাইভাৰ,ಚಾಲಕ
পাত,ಎಲೆಗಳು
তালিকা বাকচ ড্ৰপ কৰক,ಡ್ರಾಪ್ ಪಟ್ಟಿ ಬಾಕ್ಸ್
ড্ৰাম ড্ৰাইভ,ಡ್ರಮ್ ಡ್ರೈವ್
"1.ড্ৰাম প্ৰিন্টাৰ, 2.ড্ৰাম প্ৰিন্টাৰ","1.ಡ್ರಮ್ ಪ್ರಿಂಟರ್, 2.ಡ್ರಮ್ ಪ್ರಿಂಟರ್"
"১.ইম ইউনিট, ২.ড্ৰাম ইউনিট","1. ಇಮ್ ಘಟಕ, 2. ಡ್ರಮ್ ಘಟಕ"
"১.দ্বৈততা, ২. bi","1. ದ್ವಂದ್ವತೆ, 2. ದ್ವಿ"
দ্বৈত ঘনত্ব,ಉಭಯ ಸಾಂದ್ರತೆ
"১/ নিৰৱ ঠিকনা, ২/ ভুৱা ঠিকনা","1. ಮೌನ ವಿಳಾಸ, 2. ನಕಲಿ ವಿಳಾಸ"
ভাণ্ডাৰ,ಡಂಪ್
ডুপ্লেক্স বৰ্তনী,ಡಬಲ್ ಸರ್ಕ್ಯೂಟ್
বৈধকৰণ,ಕಾನೂನುಬದ್ಧಗೊಳಿಸುವಿಕೆ
কি&#39; কি&#39;,ಪ್ರಮುಖ ಕೀ
"১.ডি ভি ডি আৰ./ডব্লিউ , ২. ডিভিডি পঢ়া, ৩. লিখা","1.ಡಿ ವಿ ಡಿ ಆರ್./ಡಬ್ಲ್ಯೂ, 2. ಡಿವಿಡಿ ಓದುವಿಕೆ, 3. ಬರವಣಿಗೆ"
DVD ROM,ಡಿವಿಡಿ ರಾಮ್
গতিশীল নিৰ্দেশনা,ಡೈನಾಮಿಕ್ ಸೂಚನೆ
"1.ডাইনামিক মেমৰি, 2.ডাইনামিক মেমৰি","1.ಡೈನಾಮಿಕ್ ಮೆಮೊರಿ, 2.ಡೈನಾಮಿಕ್ ಮೆಮೊರಿ"
"১.গতিবিদ্যা, ২.গতিশীলতা","1. ಡೈನಾಮಿಕ್ಸ್, 2. ಡೈನಾಮಿಕ್ಸ್"
ই খ গ ঘ আই চি,ಇ ಬಿ ಸಿ ಡಿ ಐ ಸಿ
ই-ব্যৱসায়,ಇ-ವ್ಯವಹಾರ
প্ৰতিধ্বনি,ಪ್ರತಿಧ್ವನಿ
"১.ই-কমাৰ্চ, ২.ই-কমাৰ্চ","1.ಇ-ಕಾಮರ್ಸ್, 2.ಇ-ಕಾಮರ್ಸ್"
সম্পাদনা কৰা,ಸಂಪಾದನೆ
সম্পাদক,ಸಂಪಾದಕ
শিক্ষাগত প্ৰযুক্তি,ಶೈಕ್ಷಣಿಕ ತಂತ್ರಜ್ಞಾನ
ই ই প ৰম,ಇ ಇ ಪಿ ರೋಮ್
"১/ অৰ্থপূৰ্ণ ঠিকনা, ২/ ফলপ্ৰসূ ঠিকনা","1. ಅರ್ಥಪೂರ್ಣ ವಿಳಾಸ, 2. ಪರಿಣಾಮಕಾರಿ ವಿಳಾಸ"
অৰ্থপূৰ্ণ অপাৰেণ্ড ঠিকনা,ಅರ್ಥಪೂರ್ಣ ಕಾರ್ಯನಿರ್ವಹಣಾ ವಿಳಾಸ
ফলপ্ৰসূ কাৰ্য্য,ಪರಿಣಾಮಕಾರಿ ಕ್ರಮ
ফলপ্ৰসূ UID,ಪರಿಣಾಮಕಾರಿ UID
ফলপ্ৰসূ সংক্ৰমণ কাৰ্য্য,ಪರಿಣಾಮಕಾರಿ ಪ್ರಸರಣ ಕಾರ್ಯಾಚರಣೆ
অক্টল বাইট,ಆಕ್ಟಲ್ ಬೈಟ್
"ইলেক্ট্ৰনিক লাৰ্নিং, ই-লাৰ্নিং","ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕಲಿಕೆ, ಇ-ಕಲಿಕೆ"
নিৰ্বাচন এলগৰিদম,ಚುನಾವಣಾ ಅಲ್ಗಾರಿದಮ್
ইলেক্ট্ৰনিক মেইল সেৱা (ই-মেইল),ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಮೇಲ್ ಸೇವೆ (ಇ-ಮೇಲ್)
"১.ইলেক্ট্ৰনিক প্ৰিন্টিং, ২.ইলেক্ট্ৰনিক প্ৰিণ্টাৰ","1.ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಪ್ರಿಂಟಿಂಗ್, 2.ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಪ್ರಿಂಟರ್"
বৈদ্যুতিক একাউণ্টিং মেচিন,ವಿದ್ಯುತ್ ಲೆಕ್ಕಪತ್ರ ಯಂತ್ರ
ইলেক্ট্ৰনিক্স,ಎಲೆಕ್ಟ್ರಾನಿಕ್ಸ್
ইলেক্ট্ৰনিক এক্সজেষ্ট চিষ্টেম (ECS),ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಎಕ್ಸಾಸ್ಟ್ ಸಿಸ್ಟಮ್ (ECS)
ইলেক্ট্ৰনিক ডাটা এক্সচেঞ্জ (EDI),ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ವಿನಿಮಯ (EDI)
ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಡೇಟಾ ಸಂಸ್ಕರಣೆ
ইলেক্ট্ৰনিক ব্ৰ&#39;চাৰ,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಕರಪತ್ರ
ইলেক্ট্ৰনিক ধন হস্তান্তৰ ব্যৱস্থা (EFTS),ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಫಂಡ್ ಟ್ರಾನ್ಸ್ಫರ್ ಮೆಕ್ಯಾನಿಸಂ (EFTS)
"১.ইলেক্ট্ৰনিক জাৰ্নেল, ২.ইলেক্ট্ৰনিক জাৰ্নেল","1.ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಜರ್ನಲ್, 2.ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಜರ್ನಲ್"
ইলেক্ট্ৰনিক প্ৰকাশন,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಪ್ರಕಟಣೆ
ইলেক্ট্ৰনিক চুইচ,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸ್ವಿಚ್
"উপাদান, উপাদান","ಅಂಶ, ಅಂಶ"
ই-মেইল,ಇ-ಮೇಲ್
"১/ ই-মেইল ঠিকনা, ২/ ইলেক্ট্ৰনিক মেইলিং ঠিকনা","1. ಇಮೇಲ್ ವಿಳಾಸ, 2. ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಮೇಲಿಂಗ್ ವಿಳಾಸ"
এম্বেডেড চিস্টেম,ಎಂಬೆಡೆಡ್ ಸಿಸ್ಟಮ್
এম্বেডিং,ಎಂಬೆಡಿಂಗ್
এমিটাৰ সংযুক্ত লজিক (ECL),ಹೊರಸೂಸುವ ಕಪಲ್ಡ್ ಲಾಜಿಕ್ (ECL)
খালী ঠাই,ಖಾಲಿ ಜಾಗ
"১.উকা শিকলি, ২.উকা শিকলি","1. ಖಾಲಿ ಸರಪಳಿ, 2. ಖಾಲಿ ಸರಪಳಿ"
যান্ত্ৰিকীকৰণ,ಯಾಂತ್ರೀಕರಣ
"১.কেপচুলেচন, ২.কেপচুলেচন","1.ಕ್ಯಾಪ್ಸುಲೇಶನ್, 2.ಕ್ಯಾಪ್ಸುಲೇಶನ್"
ডিকোডাৰ,ಡಿಕೋಡರ್
এনকোডিং,ಎನ್ಕೋಡಿಂಗ್
"১.এনকোডাৰ, ২.কোডাক","1. ಎನ್‌ಕೋಡರ್, 2. ಕೊಡಾಕ್"
লুকাই থকা তথ্য,ಗುಪ್ತ ಡೇಟಾ
লুকাই থকা নথিপত্ৰপ্ৰণালী,ಗುಪ್ತ ಫೈಲ್ ಸಿಸ್ಟಮ್
"1. এনক্ৰিপচন, 2. ক&#39;ডিং, 3. এনকোডিং","1. ಎನ್‌ಕ್ರಿಪ್ಶನ್, 2. ಕೋಡಿಂಗ್, 3. ಎನ್‌ಕೋಡಿಂಗ್"
ব্লকৰ শেষ,ಬ್ಲಾಕ್ ಅಂತ್ಯ
ফাইল-অন্ত,ಕಡತ-ಅಂತ್ಯ
ব্যৱহাৰকাৰী,ಬಳಕೆದಾರ
প্ৰৱেশদ্বাৰ,ನಮೂದಿಸಿ
প্ৰৱেশ চাবি,ಪ್ರವೇಶ ಕೀ
"১.উদ্যম সৰৱাৰ, ২.উদ্যম সেৱক","1. ಉದ್ಯಮ ಸರ್ವರ್, 2. ಉದ್ಯಮ ಸೇವಕ"
উদ্যোগ ব্যৱস্থা,ಉದ್ಯಮ ವ್ಯವಸ್ಥೆ
ক্ষমতা,ಶಕ್ತಿ
ক্ষমতা আত্মীয়তা,ಶಕ್ತಿ ಬಾಂಧವ್ಯ
প্ৰৱেশৰ সময়,ಪ್ರವೇಶ ಸಮಯ
ইনপুট ভেৰিয়েবল,ಇನ್ಪುಟ್ ವೇರಿಯಬಲ್
গণনাযোগ্য,ಎಣಿಸಬಹುದಾದ
পৰিৱেশ,ಪರಿಸರ
"১.যুগ, ২. যুগ, ৩. নিৰ্দেশনা মুহূৰ্ত","1.ಯುಗ, 2. ಯುಗ, 3. ಸೂಚನೆಯ ಕ್ಷಣ"
EPRAM (বিত্তীয় প্ৰগ্ৰেমেবল কেৱল পঢ়িব পৰা মেমৰি),EPRAM (ಹಣಕಾಸು ಪ್ರೋಗ್ರಾಮೆಬಲ್ ಓದಲು-ಮಾತ್ರ ಮೆಮೊರಿ)
এপ্সিলন কনষ্ট্ৰিক্টৰ,ಎಪ್ಸಿಲಾನ್ ಸಂಕೋಚಕ
ইকুৱেলাইজাৰ,ಈಕ್ವಲೈಜರ್
সঁজুলি,ಉಪಕರಣ
সমতুল্যতা শ্ৰেণী,ಸಮಾನತೆಯ ವರ್ಗ
সমতুল্য সম্পৰ্ক,ಸಮಾನ ಸಂಬಂಧ
"১/ বিলুপ্তি, ২) নিৰ্মূল","1. ಅಳಿವು, 2. ನಿರ್ಮೂಲನೆ"
ভুল সংশোধন ক&#39;ড,ದೋಷ ತಿದ್ದುಪಡಿ ಕೋಡ್
ভুল সংশোধন,ದೋಷ ತಿದ್ದುಪಡಿ
ভুল ধৰা পেলোৱা,ದೋಷ ಪತ್ತೆ
ভুল নিয়ন্ত্ৰণ,ದೋಷ ನಿರ್ವಹಣೆ
ত্ৰুটি বাৰ্তা,ತಪ್ಪು ಸಂದೇಶ
ভুলৰ হাৰ,ದೋಷ ದರ
ত্ৰুটি পুনৰুদ্ধাৰ,ದೋಷ ಚೇತರಿಕೆ
ভুলৰ নাম,ದೋಷ ಹೆಸರು
পলায়ন চিহ্ন,ಪಾರು ಚಿಹ್ನೆ
ইথাৰনেট,ಈಥರ್ನೆಟ್
কাৰ্যক্ৰম,ಈವೆಂಟ್
ইভেন্ট শৃংখল,ಈವೆಂಟ್ ಸರಣಿ
ইভেন্ট নিয়ন্ত্ৰণ,ಈವೆಂಟ್ ನಿಯಂತ್ರಣ
ইভেন্ট কাউণ্টাৰ,ಈವೆಂಟ್ ಕೌಂಟರ್
ব্যতিক্ৰম নিয়ন্ত্ৰণ,ವಿನಾಯಿತಿ ನಿರ್ವಹಣೆ
বিনিময় ডিষ্ক সংৰক্ষণ,ವಿನಿಮಯ ಡಿಸ್ಕ್ ಸಂಗ್ರಹಣೆ
বৰ্জন,ಹೊರಗಿಡುವಿಕೆ
একচেটিয়া আৰু (x বা),ವಿಶೇಷ ಮತ್ತು (x ಅಥವಾ)
এক্সিকিউটেবল প্ৰগ্ৰেম,ಕಾರ್ಯಗತಗೊಳಿಸಬಹುದಾದ ಪ್ರೋಗ್ರಾಂ
এক্সিকিউচন ষ্টেটমেন্ট,ಮರಣದಂಡನೆ ಹೇಳಿಕೆ
নিৰ্বাচিত অনুসন্ধান,ಆಯ್ದ ಹುಡುಕಾಟ
বিদ্যমান,ಅಸ್ತಿತ್ವದಲ್ಲಿರುವ
সমস্যা,ಸಮಸ್ಯೆ
বিশেষজ্ঞ ব্যৱস্থা,ತಜ್ಞ ವ್ಯವಸ್ಥೆ
"১.প্ৰকাশ, ২. অভিব্যক্তি","1. ಅಭಿವ್ಯಕ್ತಿ, 2. ಅಭಿವ್ಯಕ್ತಿ"
সম্প্ৰসাৰিত চিত্ৰাঙ্কিত মেট্ৰিক্স (x g a),ವಿಸ್ತೃತ ಗ್ರಾಫಿಕಲ್ ಮ್ಯಾಟ್ರಿಕ್ಸ್ (x g a)
বৰ্ধিত ঔদ্যোগিক মানদণ্ড (EIS),ವಿಸ್ತೃತ ಕೈಗಾರಿಕಾ ಮಾನದಂಡಗಳು (EIS)
অভাৰলোড মেচিন,ಓವರ್ಲೋಡ್ ಯಂತ್ರ
বৰ্ধিত স্মৃতিশক্তি,ವಿಸ್ತೃತ ಸ್ಮರಣೆ
"১/ বৰ্ধিত নিখুঁততা, ২) বৰ্ধিত সঠিকতা","1. ವಿಸ್ತೃತ ನಿಖರತೆ, 2. ವಿಸ್ತೃತ ನಿಖರತೆ"
"1.Extended Sorting, 2.Extended পৃথকীকৰণ","1.ವಿಸ್ತರಿತ ವಿಂಗಡಣೆ, 2.ವಿಸ್ತರಿತ ಪ್ರತ್ಯೇಕತೆ"
কল আউট কৰক,ಕರೆ ಮಾಡಿ
বাহ্যিক ভুল,ಬಾಹ್ಯ ದೋಷ
বাহিৰৰ কাৰ্য্য,ಬಾಹ್ಯ ಕಾರ್ಯ
বাহ্যিক বাধা,ಬಾಹ್ಯ ಅಡಚಣೆ
"1.বাহ্যিক স্মৃতিশক্তি, 2.বাহ্যিক স্মৃতিশক্তি","1.ಬಾಹ್ಯ ಸ್ಮರಣೆ, 2.ಬಾಹ್ಯ ಸ್ಮರಣೆ"
বাহ্যিক স্মৃতিশক্তি,ಬಾಹ್ಯ ಸ್ಮರಣೆ
বাহ্যিক মডেম,ಬಾಹ್ಯ ಮೋಡೆಮ್
বাহ্যিক উল্লেখ,ಬಾಹ್ಯ ಉಲ್ಲೇಖ
বাহ্যিক অনুসন্ধান,ಬಾಹ್ಯ ಹುಡುಕಾಟ
বাহ্যিক সংৰক্ষণ ডিভাইচ,ಬಾಹ್ಯ ಶೇಖರಣಾ ಸಾಧನ
নিষ্কাশন,ಹೊರತೆಗೆಯುವಿಕೆ
বহিঃপ্ৰক্ষেপণ,ಹೊರತೆಗೆಯುವಿಕೆ
পেনেল আখৰ প্ৰিন্টাৰ,ಫಲಕ ಅಕ್ಷರ ಮುದ್ರಕ
বিফল-নিৰাপদ কাৰ্য্য,ವೈಫಲ್ಯ-ಸುರಕ್ಷತಾ ಕಾರ್ಯಾಚರಣೆ
বিফলতাৰ হাৰ,ವಿಫಲತೆಯ ದರ
বিফলতা নিৰ্গমন,ವೈಫಲ್ಯ ವಿಸರ್ಜನೆ
মিছা ক&#39;ড,ತಪ್ಪು ಕೋಡ್
মিছা ভুল,ತಪ್ಪು ದೋಷ
"১.বিনিয়োগ, ২.বিনিয়োগ পইণ্ট","1.ಹೂಡಿಕೆ, 2.ಹೂಡಿಕೆ ಅಂಕಗಳು"
"1. ইছ্যু, 2. ইছ্যু নম্বৰ","1. ಸಂಚಿಕೆ, 2. ಸಂಚಿಕೆ ಸಂಖ್ಯೆ"
"1. প্ৰতিলিপি I/O ডিভাইচ, 2. প্ৰতিলিপি ইনপুট ডিভাইচ/আউটপুট","1. ರೆಪ್ಲಿಕೇಶನ್ I/O ಸಾಧನ, 2. ಪ್ರತಿಕೃತಿ ಇನ್‌ಪುಟ್ ಸಾಧನ/ಔಟ್‌ಪುಟ್"
দ্ৰুত ফোৰিয়াৰ স্থানান্তৰ,ಕ್ಷಿಪ್ರ ಫೋರ್ಯರ್ ವರ್ಗಾವಣೆ
মাৰাত্মক ভুল,ಗಂಭೀರವಾದ ತಪ್ಪು
ত্ৰুটি ধৰা পেলোৱা,ದೋಷ ಪತ್ತೆ
দোষ নিদান,ದೋಷ ರೋಗನಿರ್ಣಯ
দোষ সহনশীলতা,ದೋಷಸಹಿಷ್ಣುತೆ
ফেক্স,ಫ್ಯಾಕ್ಸ್
ফেক্স বাৰ্তা,ಫ್ಯಾಕ್ಸ್ ಸಂದೇಶ
f dc,ಎಫ್ ಡಿಸಿ
লক্ষণ ধৰা পেলোৱা,ರೋಗಲಕ್ಷಣ ಪತ್ತೆ
ফিল চকা,ತುಂಬುವ ಚಕ್ರ
পুনৰ বিনিয়োগ,ಮರುಹೂಡಿಕೆ
"1.যোগানকাৰী, 2.পুষ্টি, 3.ফিডাৰ","1. ಪೂರೈಕೆದಾರ, 2. ಪೋಷಣೆ, 3. ಫೀಡರ್"
আনন,ಯಾವುದೇ
ফিবোনাচি আৱিষ্কাৰ,ಫಿಬೊನಾಕಿ ಅನ್ವೇಷಣೆ
ফিবোনাচি ক্ৰম,ಫಿಬೊನಾಕಿ ಅನುಕ್ರಮ
ফিবোনাচি ছিৰিজ,ಫಿಬೊನಾಕಿ ಸರಣಿ
ফাইবাৰ অপটিক্স,ಫೈಬರ್ ಆಪ್ಟಿಕ್ಸ್
ফিডো ফান্দ,ಫಿಡೋ ಬಲೆ
অঞ্চল,ಪ್ರದೇಶ
পঞ্চম প্ৰজন্মৰ কম্পিউটাৰ,ಐದನೇ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್
"1.ফাইল, 2. ফাইল","1. ಫೈಲ್, 2. ಕಡತ"
ফাইল অভিগম পদ্ধতি,ಫೈಲ್ ಪ್ರವೇಶ ವಿಧಾನ
ফাইল আবণ্টন টেবুল,ಫೈಲ್ ಹಂಚಿಕೆ ಕೋಷ್ಟಕ
ফাইল সংকোচন,ಫೈಲ್ ಕಂಪ್ರೆಷನ್
ফাইল কপি কৰা,ಫೈಲ್ ನಕಲು
নথিপত্ৰ বিন্যাস,ಫೈಲ್ ಕಾನ್ಫಿಗರೇಶನ್
ফাইল মাৰ্জ কৰক,ಫೈಲ್ ವಿಲೀನ
ফাইল পুনৰুদ্ধাৰ,ಫೈಲ್ ಚೇತರಿಕೆ
নথিপত্ৰ সংৰক্ষণ,ಫೈಲ್ ಸಂಗ್ರಹಣೆ
নথিপত্ৰ গঠন,ಫೈಲ್ ರಚನೆ
নথিপত্ৰপ্ৰণালী,ಕಡತ ವ್ಯವಸ್ಥೆ
ফাইল স্থানান্তৰ,ಫೈಲ್ ವರ್ಗಾವಣೆ
নথিপত্ৰ স্থানান্তৰ প্ৰটোকল (FTP),ಫೈಲ್ ವರ್ಗಾವಣೆ ಪ್ರೋಟೋಕಾಲ್ (FTP)
ফিল্টাৰ,ಫಿಲ್ಟರ್
শেষৰ স্থান,ಕೊನೆಯ ಸ್ಥಾನ
সন্ধান,ಹುಡುಕಿ Kannada
সসীম অৱস্থাৰ যন্ত্ৰ,ಸೀಮಿತ ಸ್ಥಿತಿಯ ಯಂತ್ರ
জুইৰ দেৱাল,ಬೆಂಕಿ ಗೋಡೆ
ফাৰ্মৱেৰ,ಫರ್ಮ್ವೇರ್
প্ৰথমে আহক প্ৰথমে পৰিবেশন কৰক,ಮೊದಲು ಬಂದವರಿಗೆ ಮೊದಲ ಸೇವೆ
প্ৰথম প্ৰজন্মৰ কম্পিউটাৰ,ಮೊದಲ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್
প্ৰথম ইনপুট প্ৰথম সংখ্যা (FIFO),ಮೊದಲ ಇನ್‌ಪುಟ್ ಮೊದಲ ಸಂಚಿಕೆ (FIFO)
প্ৰথম ক্ৰমৰ যুক্তি,ಮೊದಲ ಆದೇಶದ ವಾದ
প্ৰথম ক্ৰমৰ নীতি,ಮೊದಲ ಆದೇಶದ ತತ್ವ
ফিক্সড ডিভিজন,ಸ್ಥಿರ ವಿಭಾಗ
চহী,ಸಹಿ ಮಾಡಿ
নমনীয় ডিস্ক,ಹೊಂದಿಕೊಳ್ಳುವ ಡಿಸ್ಕ್
ফ্লপি ডিস্ক,ಫ್ಲಾಪಿ ಡಿಸ್ಕ್
ফ্লপি ডিস্ক ড্ৰাইভ (FDD),ಫ್ಲಾಪಿ ಡಿಸ್ಕ್ ಡ್ರೈವ್ (FDD)
ফ্ল&#39; চাৰ্ট,ಹರಿವಿನ ಚಾರ್ಟ್
নিয়ন্ত্ৰণ প্ৰবাহ,ನಿಯಂತ್ರಣ ಹರಿವು
predawn,ಮುಂಜಾನೆ
ফোল্ডাৰ,ಫೋಲ್ಡರ್
ফন্ট,ಫಾಂಟ್
ফন্ট পৰিয়াল,ಫಾಂಟ್ ಕುಟುಂಬ
বাহ্যিক কি&#39;,ಬಾಹ್ಯ ಕೀ
প্ৰপত্ৰ,ಫಾರ್ಮ್
প্ৰতীকী ভাষা,ಸಾಂಕೇತಿಕ ಭಾಷೆ
প্ৰতীকী পদ্ধতি,ಸಾಂಕೇತಿಕ ವಿಧಾನ
"1.ফৰ্মেট, 2.ফৰ্ম","1.ಫಾರ್ಮ್ಯಾಟ್, 2.ಫಾರ್ಮ್"
অংকন কৰি থকা,ಚಿತ್ರ
fortron,ಫೋರ್ಟ್ರಾನ್
"1.Fortran (এটা কম্পিউটাৰ ভাষা) প্ৰগ্ৰেম, 2.Fortran প্ৰগ্ৰেমিং","1.ಫೋರ್ಟ್ರಾನ್ (ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ) ಪ್ರೋಗ್ರಾಂ, 2.ಫೋರ್ಟ್ರಾನ್ ಪ್ರೋಗ್ರಾಮಿಂಗ್"
ফৰৱাৰ্ড স্লেছ,ಫಾರ್ವರ್ಡ್ ಸ್ಲ್ಯಾಷ್
৪ৰ্থ প্ৰজন্মৰ কম্পিউটাৰ,4 ನೇ ತಲೆಮಾರಿನ ಕಂಪ್ಯೂಟರ್
শাখা,ವಿಭಾಗ
ফ্ৰেম,ಚೌಕಟ್ಟು
"1.মুক্ত নেট, 2.মুক্ত নেট","1.ಉಚಿತ ನೆಟ್, 2.ಉಚಿತ ನೆಟ್"
