Hindi,English
अवकल गुणांक,differential coefficient
अवकल समीकरण,differential equation
अवकल समघात,differential form
अवकल सूत्र,differential formula
अवकल फलन,differential function
अवकल ज्यामिति,differential geometry
उच्चतर कोटि का अवकल,differential of higher order
अवकल खंड,differential quotient
अवकलन करना,differentiate
"विभेदन, अवकलन",differentiation
अवकलन सूत्र,differentiation formula
सदिश का अवकलन,differentiation of vector
"विसरण, विसार",diffusion
"अंक, व्यास का द्वादशांश, अंगुलि",digit
अंकीय अभिकलित्र,digital computer
अंकीय दत्त,digital data
" विस्तार, लंबाई-चौड़ाई, विमा , घात",dimension
विमीयता,dimensionality
"विमाहीन, अविम",dimensionless
समीकरण विमा,dimension of an equation
डायोफैन्टस का समीकरण,diophantine equation
नति कोण,dip angle
द्वियुग्मध्रुवी निर्देशांक,dipolar coordinates
द्विध्रुव,dipole
द्विपिरामिड,dipyramid (bipyramid)
डिरैक डेल्टा फलन,Dirac delta function
उभयनिष्ठ अनुस्पर्श रेखा,direct common tangent
दिष्ट कोण,directed angle
दिष्ट रेखा,directed line
दिक्-अवकलज,directional derivative
"दिक्कोज्या, दिक्-कोसाइन",direction cosine
उच्चिष्ठ की दिशा,direction of maxima
प्रक्षेपण दिशा,direction of projection
दिक्-अनुपात,direction ratio
नियामक वृत्त,director circle
नियामक गोला,director sphere
अनुलोम गुणनफल,direct product
" प्रत्यक्ष प्रमाण , प्रत्यक्ष उपपत्ति",direct proof
अनुक्रमानुपात,direct proportion
नियता,directrix
अनुलोम योगफल,direct sum
असंबद्‌ध समुच्चय,disconncted sets
" असांतत्य , असातत्य , भंग",discontinuity
अवकलज का असांतत्य,discontinuity of derivative
प्रथम प्रकार का असांतत्य,discontinuity of the first kind
द्वितीय प्रकार का असांतत्य,discontinuity of the second kind
असंतत वितरण,discontinuous distribution
असंतत फलन,discontinuous function
असंतत विचर,discontinuous variate
विविक्त,discrete
असंतत बंटन,discrete distribution
असंतत प्रायिकता बंटन,discrete probability distribution
असंतत यादृच्छिक चर,discrete random variable
असंतत प्रतिदर्श समष्टि,discrete sample space
विविक्त समुच्चय,discrete set
विविक्त समष्टि,discrete space
विविक्त संस्थिति,discrete topology
असंतत विचर,discrete variate
विविक्तकर,discriminant
विविक्तकर विश्लेषण,discriminatory analysis (=discriminant analysis)
असंयुक्त,disjoint
असंयुक्त घटना,disjoint events
असंयुक्त समुच्चय,disjoint sets
असंयुक्त सम्मिलन,disjoint union
" वियोजन , तर्क-संगत योग",disjunction
" परिक्षेपण , प्रकीर्णन",dispersion
परिक्षेपण संचित्र,dispersion chart
परिक्षेपणांक,dispersion constant
परिक्षेपण-आरेख,dispersion diagram
परिक्षेपण-मैट्रिक्स,dispersion matrix (=covariance matrix)
विस्थापन,displacement
प्रदर्श,display
कन्सोल,display unit (=consol)
"असमरूप, असमान",dissimilar
क्षयकारी बल,dissipative forces
दूरी-फलन,distance function
दूरी-मापांक,distance modulus
बंटन-निरपेक्ष,distribution-free method
"वितरण-नियम, बंटननियम",distributive law
"अपसारित करना, अपसारित होना",diverge
" अपसरण, अपसारिता , डाइवर्जेन्स",divergence
अपसरण प्रमेय,divergence theorem
अपसारी,divergent
अपसारी श्रेणी,divergent series
विभाजित अंतर,divided difference
"भाज्यता, विभाज्यता",divisibility
"भाज्य, विभाज्य",divisible
" भाग, प्रभाग , विभाजन",division
विभाजन-कलन विधि,division algorithm
विभाजन-वलय,division ring
द्वादशभुज,dodecagon
द्वादशफलक,dodecahedron
" प्रक्षेत्र , डोमेन, प्रांत , प्रदेश",domain
फलन का प्रांत,domain of a function
परिभाषा-प्रांत,domain of definition
अस्तित्व-प्रांत,domain of existence
अभिभावी युक्ति,dominant strategy
डॉप्लर प्रभाव,doppler effect
"बिन्दु-गुणनफल, अदिशगुणनफल",dot product
बिन्दुकित वक्र,dotted curve
द्विशः अवकलन,double differentiation
द्विक चरघातांकीय बंटन,double exponential distribution
द्विकुंडली,double helix
द्विशः समाकल,double integral
द्विशः समाकलन,double integration
द्विक सीमा,double limit
द्विशः प्रतिचयन आयोजन,double sampling plan
द्विक अनुक्रम,double sequence
द्विक श्रेणी,double series
द्वि-अनुलग्नी संकेतन,double suffix notation
द्विक संकलन,double summation
अधोमुखी त्वरण,downward acceleration
अधोमुखी विस्थापन,downward displacement
अधोमुखी गति,downward motion
अधोमुखी वेग,downward velocity
कर्षण,drag
कर्षण-बल,drag force
"द्वैती द्वैती,",dual
द्वैत आधार,dual basis
द्वैत आंतरिक गुणनफल,dual inner product
द्वैती रैखिक प्रोग्रामन समस्या,dual linear programming problem
" द्वि प्रचालन , द्वैती संक्रिया",dual operation
द्वैत समस्या,dual problem
द्वैत एकल कलन-विधि,dual simplex algorithm
द्वैत एकल प्रविधि,dual simplex technique
द्वैत समष्टि,dual space
द्वैत चर,dual variable
द्वैत सदिश समष्टि,dual vector space
मूक सूचकांक,dummy index
मूक पादांक,dummy subscript
मूक अनुबंध,dummy suffix
मूक चर,dummy variable
अनुलिपि-प्रक्रम,duplicator process
गतिकीय,dynamical
गतिकीय तंत्र,dynamical system
गतिक मांग फलन,dynamic demand function
गत्यात्मक निदर्श,dynamic model
गत्यात्मक प्रोग्रामन,dynamic programming
गतिशील प्रोग्रामन उपगमन,dynamic programming approach
गतिशील प्रोग्रामन प्रविधि,dynamic programming technique
"गतिविज्ञान, गतिकी",dynamics
कण-गतिकी,dynamics of a particle
दृढ़ पिंड गतिकी,dynamics of rigid bodies
" भू, पृथ्वी, भूमि , मत्तिृ का, मदृा , भू संपर्कित करना, भूसंपर्क करना (क्रि.)",earth
भूकंप तीव्रता,earthquake intensity
उत्केंद्रता,eccentricity
ग्रहण,eclipse
अर्थमितीय पूर्वानुमान,econometric forecast
अर्थमितिज्ञ,econometrician
अर्थमिति,econometrics
अर्थशास्त्र,economics
"कोर, किनारा, अश्रि",edge
अवमुख समुच्चय कोर,edge of a convex set
दक्षतांक,efficiency factor
अभिलक्षणिक अवयव,eigen element
अभिलक्षणिक फलन,eigen function
"आइगेन मान, अभिलक्षणिक मान",eigen value
अभिलक्षणिक मान समीकरण,eigen value equation
"आइगेन वेक्टर, अभिलक्षणिक सदिश",eigen vector
प्रत्यास्थ,elastic
प्रत्यास्थतांक,elastic constant
प्रत्यास्थ साम्यावस्था,elastic equilibrium
प्रत्यास्थता,elasticity
प्रत्यास्थता-पृष्ठ,elasticity surface
"इलेक्ट्रॉनिक अभिकलित्र, इलेक्ट्रॉनिक कम्प्यूटर",electronic computer
" तत्व , अल्पांश , अवयव",element
प्रारंभिक स्तंभ संक्रिया,elementary column operation
प्रारंभिक घटना,elementary event
प्रारंभिक फलन,elementary function
प्रारंभिक संक्रिया,elementary operation
प्रारंभिक परिणाम,elementary outcome
प्रारंभिक प्रायिकता नियम,elementary probability law
प्रारंभिक पंक्ति संक्रिया,elementary row operation
"विलुप्त करना, विलोपन करना,",eliminate
निराकरण प्रक्रिया,elemination procedure
"दीर्घवृत्त, इलिप्स",ellipse
दीर्घवृत्तज,ellipsoid
दीर्घवृत्तजीय,ellipsoidal
दीर्घवृत्तजीय पृष्ठ,ellipsoidal surface
दीर्घवृत्ताकार पिंड,elliptical body
अंतःस्थापन,embedding
उत्सर्जन,emission
आनुभविक न्यास,empirical data
मूलानुपाती सूत्र,empirical formula
आनुभविक प्रायिकता,empirical probability
आऩुभविक संबंध,empirical relation
रिक्त समुच्चय,empty set
परिबद्‌ध,enclosed
"कूटलेखन, कोडन",encoding
अंतराकारिता,endomorphism
अंत्य बिंदु,end point
वर्गांतराल के अंत्य बिंदु,end point of class interval
ऊर्जा,energy
ऊर्जा-संवेग घटक,energy momentum component
प्रवेशी चर,entering variable
गणनीय समुच्चय,enumerable set
"गणन, गिनना",enumeration
"समान, बराबर, सम, तुल्य",equal
"समता, समिका",equality
समप्रायिक,equally likely
सम प्रायिकता वरण विधि,equal probability selection method (=epsem)
समान करना,equate
" समीकरण , समीकार",equation
एकघात समीकरण,equation of first degree
द्विघात समीकरण,equation of second degree
त्रिघात समीकरण,equation of third degree
"विषुवत वृत्त भूमध्यरेखा, इक्वेटर, मध्यरेखा",equator
समसंतत,equicontinuous
समबाहु,equilateral
"साम्यावस्था, साम्य, संतुलन",equilibrium
बल-संतुलन,equilibrium of forces
संतुलन बिंदु,equilibrium point
तुल्यता,equivalence
तुल्यता-वर्ग,equivalence class
तुल्यता-संबंध,equivalence relation
"तुल्य, तुल्यमान (वि.),तुल्यांक (सं.)",equivalent
तुल्य मैट्रिक्स,equivalent matrix
तुल्य समुच्चय,equivalent set
अभ्यतिप्रायता,ergodicity
"त्रुटि, भूल, गलती, अशुद्‌धि",error
त्रुटि-विश्लेषण,error analysis
त्रुटि कोड,error code
त्रुटि गुणांक,error coefficient
वर्ग माध्य त्रुटि,error of mean square
प्रथम प्रकार की त्रुटि,error of the first kind
द्वितीय प्रकार की त्रुटि,error of the second kind
पलायन-प्रायिकता,escape probability
पलायन वेग,escape velocity
ई. श्मिट लांबिकीकरण प्रक्रम,E. Schmidt's orthogonalization process
बहिर्वृत्त,escribed circle
"सारभूत, अनिवार्य",essential
वस्तुतः अद्वितीय,essentially unique
"आकलन करना, आकलित करना (क्रि.), आकलन (सं.)",estimate
आकलन विधि,estimation method
यूक्लिडीय निर्देशांक,Euclidean coordinate
यूक्लिडीय डोमेन,Euclidean domain
यूक्लिडीय ज्यामिति,Euclidean geometry
यूक्लिडीय n-समष्टि,Euclidean n-space
यूक्लिडीय समतल,Euclidean plane
ऑयलर प्रमेय,Euler's theorem
"मान निकालना, मूल्यांकन करना",evaluate
सम,even
सम वक्र,even curve
सम फलन,even function
सम अपवर्त्य,even multiple
सम संख्या,even number
सम-विषम सममिति,even odd symmetry
सम क्रमचय,even permutation
"घटना, अनुवृत्त",event
समपद,even term
"यथातथ, यथार्थ, बिल्कुल ठीक",exact
यथातथ काई-वर्ग परिक्षण,exact chi-square test
यथातथ अवकल,exact differential
यथातथ समीकरण,exact equation
उदाहरण,example
विनिमय,exchange
निश्शेष घटना,exhaustive event
अस्तित्व अभिगृहीत,existence axiom
अस्तित्व प्रायिकता,existence probability(= a priori probability)
अस्तित्व प्रमेय,existence theorem
बाह्य चर,exogenous variable
"प्रसार, प्रसरण",expansion
प्रत्याशा फलन,expectation function
प्रत्याशित बारंबारता,expected frequency
प्रत्याशित मान,expected value
प्रयोग,experiment
"प्रायोगिक भूल, प्रायोगिक त्रुटि",experimental error
"व्याख्या, स्पष्टीकरण",explanation
स्पष्ट समीकरण,explicit equation
स्पष्ट रूप,explicit form
स्पष्ट फलन,explicit function
स्पष्ट हल,explicit solution
घातांक,exponent
चरघातांकी वक्र,exponential curve
चरघातांकी प्रायिकता फलन,exponential density function
चरघातांकी बंटन,exponential distribution
चरघातांकी समीकरण,exponential equation
चरघातांकी फलन,exponential function
"एक्सपोनेन्टी वृद्‌धि, चरघातांकी वृद्‌धि",exponential growth
चरघातांकी नियम,exponential law
चरघातांकी प्रतिचित्र,exponential map
"एक्सपोनेन्टी श्रेणी, चरघातांकी श्रेणी",exponential series
" निष्पीडन , व्यंजक , मुखाकृति, भावकृति",expression
विस्तरित अंतराल,extended interval
वर्धित वास्तविक रेखा,extended real line
विस्तरित वास्तविक संख्या निकाय,extended real number system
प्रतिचित्रण विस्तार,extension of a mapping
बहिष्कोण,exterior angle
बाह्य क्षेत्र,exterior area
बाह्य बिंदु,exterior point
बाह्य,external
उपनति मान का बहिर्वेशन,extrapolation of trend value
बहिर्वेशन तकनीक,extrapolation technique
चरम मान,extremal value
" अत्यंत , अंत , चरम, पराकाष्ठा",extreme
चरम बिंदु,extreme point
अवमुख समुच्चय का चरम बिंदु,extreme point of convex set
फलन का चरम मान,extremum of a function
चरम गुणधर्म,extremum property
" फलक, पार्श्व , अंताग्र",face
अंकित मूल्य,face value
" घटक, उपादान, कारक , खंड,",factor
उपादान विश्लेषण,factor analysis
खंडित,factored
क्रमगुणित,factorial
बहु-उपादानी अभिकल्पना,factorial design
गुणनखंडन,factorization
गुणनखंड करना,factorise
न्याय्य खेल,fair game
"आभासी, मिथ्या, कूट",FALSE
" कुटुंब, परिवार , कुल, फैमिली",family
वृत्त-कुल,family of circles
वक्र-कुल,family curves
फलन-परिवार,family of functions
रेखा-कुल,family of lines
प्रतिकृति,facsimile
F-बंटन,F-distribution
सुसंगत आधारी हल,feasible basic solution
सुसंगत हल,feasible solution
"पुनर्भरण, पुनर्निवेश",feed back
फ़र्मा का नियम,Fermat principle
फ़र्मा का प्रमेय,Fermat's theorem
फर्मी-डिरैक-सांख्यिकी,Fermi-Dirac statistics
फिबोनाशी-संख्या,Fibonacci number
फिबोनाशी श्रेणी,Fibonacci series
" क्षेत्र , क्षेत्रक , खेत , फील्ड",field
अंतिम वेग,final velocity
" परिमित , सांत",finite
परिमित आधार,finite basis
परिमित दशमलव,finite decimal
परिमित अंतर,finite difference
परिमित अंतर विधि,finite difference method
परिमितविमीय,finite dimensional
परिमितविमीय सदिश,finite dimensional vector space
परिमित खेल,finite game
परिमित ज्यामिति,finite geometry
परिमित सर्वनिष्ठ,finite intersection
परिमितानेक,finite many
परिमित मार्कोव शृंखला,finite Markov chain
परिमितता उपपत्ति,finiteness proof
परिमित संख्या,finite number
परिमित समष्टि,finite population
परिमित प्रायिकता,finite probability
सांत श्रेणी,finite series
परिमित समुच्चय,finite set
परिमित वेग,finite velocity
परिमित आयतन,finite volume
"मिलाना, समंजन",fitting
वक्र समंजन,fitting of curve
सरल रेखा समंजन,fitting of straight line
नियत बिंदु प्रमेय,fixed point theorem
नियत प्रतिदर्श,fixed sample
उड़ान वेग,flight velocity
चल बिंदु परिकलन,floating point arithmetic
"चल बिंदु प्रणाली, चलबिंदु पद्‌धति",floating point system
प्रवाह-संचित्र,flow chart
प्रवाह-वेग,flow velocity
तरल-गतिकी,fluid dynamics
" नाभीय , संनाभि , फोकसी",focal
नाभीय जीवा,focal chord
नाभीय दूरी,focal distance
नाभीय लंबाई,focal length
" नाभि , फोकस , उद्‌गम",focus
" पद, पाद , फुट",foot
लंबपाद,foot of perpendicular
गुरुत्व-बल,force of gravity
पूर्वानुमान,forecasting
सूत्र,formula
सूत्रण,formulate
" संरूपण , संरूप , सूत्रण",formulation
अग्रांतर,forward difference
अग्र अंतर्वेशन,forward interpolation
गणित का मूलाधार,foundation of mathematics
फूरिये-विश्लेषण,Fourier's analysis
फूरिये श्रेणी,Fourier's series
फूरिये रूपांतर,Fourier's transform
भिन्न,fraction
भिन्नात्मक निर्देशांक,fractional coordinate
भिन्नात्मक संख्या,fractional number
भिन्नात्मक क्रमादेशन,fractional programming
मुक्त पथ,free path
"मुक्त सदिश, मुक्त वेक्टर",free vector
" आवत्तिृ , बारंबारता",frequency
बारंबारता स्तंभ,frequency column
"बारंबारता वक्र, आवत्तिृ वक्र",frequency curve
बारंबारता-बंटन,frequency distribution
बारंबारता आयतचित्र,frequency histogram
घटना-बारंबारता,frequency of occurrence
बारंबारता-बहुभुज,frequency polygon
बारंबारता-सारणी,frequency table
छिन्नक,frustum
पिरामिड का छिन्नक,frustum of a pyramid
गोले का छिन्नक,frustum of a sphere
पूर्ण प्रसार,full expansion
" प्रकार्य , फलन, फंक्शन , अभिलक्षक (समूह)",function
फलन विश्लेषण,functional analysis
"मूल, मौलिक",fundamental
मूल प्रमेय,fundamental theorem
बीजगणित का मूल प्रमेय,fundamental theorem of algebra
"गैलेक्सी, आकाश-गंगा",galaxy
गाल्वा क्षेत्र,Galois field
गाल्वा समूह,Galois group
जुआरी का वित्तनाश,gambler's ruin
खेल और चाल,game and move
संयोग का खेल,game of chance
"पाशक क्रीड़ा, पासे का खेल",game of dice
खेल सिद्‌धांत,games theory
पूर्ण स्मरण वाले खेल,games with perfect recall
खेल मान,game value
गामा-फलन,gamma function
गाउस-आरगाँ समतल,Gauss-Argand plane
गाउस-वक्र,Gaussian curve
गाउसीय निराकरण,Gaussian elimination
गाउस-समतल,Gaussian plane
गाउस-जोरदाँ समानयन,Gauss-Jordan reduction
व्यापक स्थिति,general case
व्यापक अभिसरण प्रमेय,general convergence theorem
व्यापक समीकरण,general equation
व्यापक उपादान,general factor
"सामान्य रूप, व्यापक रूप",general form
सामान्य सूत्र,general formula
व्यापक खेल,general game
सामान्य अनुमान,general inference
व्यापक समाकल,general integral
व्यापकीकरण,generalization
व्यापकीकृत साहचर्य नियम,generalised associative law
व्यापकीकृत सांतत्यक परिकल्पना,generalised continuum hypothesis
व्यापकीकृत अवमुख फलन,generalised convex function
व्यापकीकृत निर्देशांक,generalised coordinates
व्यापकीकृत आइगन मान समस्या,generalised eigen value problem
व्यापक अभिसरण प्रमेय,general convergence theorem
व्यापक समीकरण,general equation
व्यापक उपादान,general factor
"सामान्य रूप, व्यापक रूप",general form
सामान्य सूत्र,general formula
व्यापक खेल,general game
सामान्य अनुमान,general inference
व्यापक समाकल,general integral
व्यापकीकरण,generalization
व्यापकीकृत साहचर्य नियम,generalised associative law
व्यापकीकृत सांतत्यक परिकल्पना,generalised continuum hypothesis
व्यापकीकृत अवमुख फलन,generalised convex function
व्यापकीकृत निर्देशांक,generalised coordinates
व्यापकीकृत आइगन मान समस्या,generalised eigen value problem
"वंश-नाम, वर्ग-नाम, जातिगत नाम",generic name
पृष्ठ-वंशांक,genus of surface
"अल्पान्तरी, जियोडेसिक",geodesic
ज्यामितीय,geometrical
ज्यामितीय रचना,geometrical construction
गुणोत्तर माध्य,geometrical mean
ज्यामितीय बहुगुणता,geometrical multiplicity
गुणोत्तर प्रायिकता,geometrical probability
गुणोत्तर श्रेढ़ी,geometrical progression
गुणोत्तर श्रेणी,geometrical series
ज्यामितीय आकृति,geometrical shape
गुणोत्तर-समांतरीय श्रेणी,geometrico arithmetic series
"ज्यामिति, रेखागणित",geometry
सार्वत्रिक अधिकतम,global maximum
सार्वत्रिक अल्पतमक गुणधर्म,global property
सार्वत्रिक न्यूनतम,global minimum
सार्वत्रिक इष्टतम,global optimum
सार्वत्रिक गुणधर्म,global property
सार्वत्रिक पल्याण बिंदु,global saddle point
समंजन-सुष्ठुता,goodness of fit
कोटि-सहसंबंध,grade correlation
वर्गीकृत आंकड़े,graded data
"प्रवणता, ग्रेडिएन्ट",gradient
प्रवणता-घनत्व,gradient density
रेखा की प्रवणता,gradient of line
वेग-प्रवणता,gradient of velocity
प्रवणता सदिश,gradient vector
प्रवणता वेग,gradient velocity
" कोटि निर्धारण , श्रेणीयन, श्रेणीकरण , तल संतुलन",grading
श्रेणीयन विश्लेषण,grading analysis
ग्राम,gram
ग्राम सारणिक,Gram determinant
ग्राम- श्मिट लाम्बिकीकरण प्रक्रम,Gram - Schmidt orthogonalization process
महामाध्य,grand mean
सर्वयोग,grand total
"ग्राफ, आलेख, लेखाचित्र",graph
आलेखी,graphic
"आलेखी, ग्राफी",graphical
आलेखी परिकलन,graphical computation
"ग्राफी रचना, आलेखी रचना",graphical construction
आलेखीय समाकलन,graphical integration
आलेखीय अंतर्वेशन,graphical interpolation
ग्राफी विधि,graphical method
"आलेखी निरूपण, ग्राफी निरूपण",graphical representation
"आलेखी व्यंजन, आलेखी",graphic expression
"ग्राफ-पेपर, वर्गांकित कागज, ग्राफ-पत्र",graph paper
"गुरुत्वाकर्षण, गुरुत्व",gravitation
गुरुत्वीय त्वरण,gravitational accelaration
"गुरुत्वाकर्षण, गुरुत्वीय आकर्षण",gravitational attraction
गुरुत्वीय स्थिरांक,gravitational constant
गुरुत्वीय वक्रता,gravitational curvature
गुरुत्वीय बल,gravitational force
गुरुत्वीय कर्षण,gravitational pull
गुरुत्व,gravity
सप्तर्षि,great bear
बृहत् वृत्त,great circle
बृहत् वृत्त-तल,great - circle plane
बृहत् वृत्त-मार्ग,great circle route
महत्तम समापवर्तक,greatest common measure
महत्तम अवयव,greatest element
महत्तम निम्न परिबंध,greatest lower bound
बृहत् संख्या,great number
बृहत्त्रिभुज,great triangle
ग्रेगोरी कैलेन्डर,Gregorian calendar
ग्रेगोरी संशोधन,Gregorian correction
ग्रेगोरी सूत्र,Gregory formula
ग्रेगोरी-न्यूटन सूत्र,Gregory - Newton formula
ग्रेगोरी श्रेणी,Gregory series
"सकल, कुल (वि.) ग्रोस(सं.)",gross
सकल सहसंबंध,gross correlation
सकल त्रुटि,gross error
सकल आय,gross income
" वर्ग, समूह , संघ",group
समूह-स्वाकारिकता,group automorphism
समूह अभिगृहीत,group axiom
समूह नियंत्रण,group control
समूहित श्रेणी,grouped series
सममितियों का समूह,group of symmetries
रूपांतरण-समूह,group of transformation
समूहाभ,groupoid
समूह सैद्‌धांतिक कल्पना,group theoretical assumption
समूह सिद्‌धांत,group theory
वृद्‌धि,growth
वृद्‌धि सूत्र,growth formula
वृद्‌धि-दर,growth rate
g-प्रतिदर्शज,g-statistic
अनुमानित माध्य,guessed average
अर्ध योजक,half adder
अर्धविवृत अंतराल,half open interval
अर्ध समष्टि,half space
हैमिल्टन केली प्रमेय,Hamilton Cayley Theorem
हैमिल्टनी प्रचालक,Hamiltonian operator
हैमिल्टन की चतुष्टयी बीजावली,Hamilton's quaternion algebra
" संनादी , प्रसंवादी, हार्मोनिक , हरात्मक",harmonic
हरात्मक अन्वालोप,harmonic envelope
हरात्मक माध्य,harmonic mean
हरात्मक श्रेढ़ी,harmonic progression
"प्रसंवादी विश्लेषण, गुणावृत्ति",harmonics
हरात्मक श्रेणी,harmonic series
"ऊंचाई, उच्चता, तुंगता",height
"गोलार्ध, अर्धगोला",hemisphere
अर्धगोल,hemispherical
अर्धगोल प्रक्षेप,hemispherical projection
सप्तभुज,heptagon
हर्मिटी संयुग्मी संकारक,Hermitian conjugate operator
हर्मिटी समघात,Hermitian form
हर्मिटी आव्यूह,Hermitian matrix
हर्मिटी संकारक,Hermitian operator
हर्मिटी गुणनफल,Hermitian product
हर्मिटी सामिसमूह,Hermitian semigroup
हर्मिटी समष्टि,Hermitian space
हर्मिटी रूपांतरण,Hermitian transformation
हेस आरेख,Hess diagram
हेसियन आव्यूह,Hessian matrix
फलन का हेसियन,Hessian of function
विषमांगता परीक्षण,heterogeneity test
" विषमांग, विषमांगी , विजातीय",heterogeneous
विषमजातीय आंकड़े,heterogeneous data
विषमांगी जनसंख्या,heterogeneous population
स्वानुभाविक,heuristic
स्वानुभाविकतः,heuristically
षड्भुज,hexagon
षट्फलक,hexahedron
पदानुक्रमिक उपविभाग ,hierarchial subdivision
" पदानुक्रम , उच्चोच्च परंपरा",hierarchy
उच्च जन्म-दर,high birth rate
उच्च मृत्यु-दर,high death rate
उच्चतर आयु-वर्ग,higher - age – group
उच्चतर कोटि,higher order
उच्चतम कोटि,highest order
हिल्बर्ट घन,Hilbert cube
हिल्बर्ट समष्टि,Hilbert space
H-निश्चर,H–invariant
कालिक चित्र,historigram
खोखला शंकु,hollow cone
" समप्रायरूपता , तद्वता",homeomorphism
" समांगता , समघातता",homogeneity
" समांग, समांगी , सजातीय , समघात, समभाव",homogeneous
सजातीय आंकड़े,homogeneous data
समघात अंतर समीकरण,homogeneous difference equation
समाकारिता,homomorphism
क्षैतिज,horizontal
क्षैतिज समतल,horizontal plane
घंटा,hour
द्रवगतिकीय,hydrodynamic
"द्रवगतिविज्ञान, द्रवगतिकी, हाइड्रोडाइनैमिक्स",hydrodynamics
"द्वबलविज्ञान,हाइड्रोमेकेनिक्स",hydromechanics
द्रवस्थैतिक,hydrostatic
उत्पलावन तुला,hydrostatic balance
"द्रवस्थिति विज्ञान, द्रवस्थैतिकी",hydrostatics
"अतिपरवलय, हाइपरबोला",hyperbola
"अतिपरवलयज,हाइपरबोलाइड",hyperboloid
एकपृष्ठी अतिपरवलयज,hyperboloid of one sheet
परिक्रमण-अति परवलयज,hyperboloid of revolution
द्विपृष्ठी अतिपरवलयज,hyperboloid of two sheets
हाइपरज्यामेट्रिक बंटन,hypergeometric distribution
हाइपरज्यामेट्रिक श्रेणी,hypergeometric series
"ऊनविम समतल, अधिसमतल",hyperplane
"अधिगोलक, ऊनविम गोलक",hypersphere
"अधिपृष्ठ, ऊऩविम पृष्ठ",hyper surface
कर्ण,hypotenuse
परिकल्पना,hypothesis
गुणजावली आधार,ideal basis
आदर्श तरल,ideal fluid
आदर्श गैस,ideal gas
अभिन्न आइगन मान,identical eigen value
सर्वथासम,identically equal
" तत्समक , सर्वसमिका, सर्वसमता , व्यष्टित्व",Identity
तत्समक अवयव,identity element
तत्समक फलन,identity function
तत्समक समाकारिता,identity  homomorphism
तत्समक प्रतिचित्र,identity map
तत्समक प्रतिचित्रण,identity mapping
तत्समक आव्यूह,identity matrix
समूह का तत्समक,identity of a group
वलय का तत्समक,identity of a ring
तत्समक संकारक,identity operator
सर्वसमिका आवर्त ,identity period
तत्समक क्रमचय,identity permutation
तत्समक संबंध,identity relation
तत्समक रूपांतरण,identity transformation
यदि और केवल यदि ,if and only if
‘यदि-तदा’ अभिकलित्र ,if - then' computer
कुप्रतिबंध,ill condition
कुप्रतिबंधित समीकरण,ill-conditioned equation
कुप्रतिबंधित आव्यूह,ill-conditioned matrix
कुप्रतिबंधित बहुपद,ill-conditioned polynomial
कुप्रतिबंधित निकाय,ill-conditioned system
तर्कविरुद्‌ध,illogical
उदारहण के साथ समझाना,illustrate
" उदाहरण, दृष्टांत , चित्र , निदर्श -चित्र",illustration
समुच्चय का प्रतिबिबं,image of a set
उपसमुच्चय का प्रतिबिबं,image of a subset
बिन्दु प्रतिबिबं,image of point
प्रतिबिबं समुच्चय,image set
" कल्पित, काल्पनिक , अधिकल्पित",Imaginary
अधिकल्पित कोण,imaginary angle
अधिकल्पित वृत्त,imaginary circle
अधिकल्पित वृत्तीय बिंदु,imaginary circular points
अधिकल्पित गुणांक,imaginary coefficient
अधिकल्पित निर्देशांक,imaginary coordinate
अधिकल्पित समस्थित,imaginary homothetic
अधिकल्पित प्रतिच्छेद,imaginary intersection
अधिकल्पित रेखा,imaginary line
अधिकल्पित संख्या,imaginary number
अधिकल्पित बिंदु,imaginary point
अधिकल्पित मूल,imaginary root
अधिकल्पित घूर्णन,imaginary rotation
अधिकल्पित एकक,imaginary unit
"अंतः स्थिति , अंतः स्थापन",imbedding
प्रतिबाधा आव्यूह,impedance matrix
अस्पष्ट,implicit
अस्पष्ट फलन,implicit function
अस्पष्ट समाकलन सूत्र,implicit integration formula
अप्रायिक,improbable
" विषम , अऩुचित",improper
अनुचित विभाजन,improper division
अनंत द्विक समाकल,improper double integral (= infinite double integral)
विषम गुणनखंड,improper factor
विषम भिन्न,improper fraction
अनुचित उच्चतम,improper maximum
अनुचित निम्नतम,improper minimum
व्यामिश्र घूर्णन,improper rotation
सुधारक आव्यूह,improvement matrix
आवेग,impulse
आवेगी बल,impulsive force
आवेगी दाब,impulsive pressure
आवेगी तनाव,impulsive tension
आवेगी रिंच,impulsive wrench
आरोपित लागत,imputed cost
अपर्याप्तता,inadequacy
आपतित तरंग,incident wave
सदिश की आनति ,inclination of a vector
कक्षा की आनति ,inclination of orbit
"आनति , नति ",incline
"आनत, झुका हुआ, नत",inclined
आनत समतल,inclined plane
"अंतर्गत, अंतर्विष्ट",included
" अंतर्वेश, अंतर्वेशन, अंतर्विष्ट , समावेशन , आविष्टि ",inclusion
अपूर्ण गामा-फलन,incomplete gamma function
असंगतता,inconsistency
"असंगत, विरोधी",inconsistent
असंगत प्रतिदर्शज,inconsistent statistic
असंगत निकाय ,inconsistent system
"अशुद्‌ध, गलत ",incorrect
गलत निर्ण य,incorrect decision
वृद्‌धि,increase
वर्धमान फलन,increasing function
वृद्‌धि,increment
अनिश्चित,indefinite
अनिश्चित रूप,indefinite form
अनिश्चित समाकल,indefinite integral
अनिश्चित आव्यूह,indefinite matrix
अनिश्चित द्विधाती समघात,indefinite quadratic form
स्वातंत्र्य,independence
