Gujarati,Assamese
"1.ડેટા ટ્રાન્સમિશન સિસ્ટમ, 2.ડેટા ટ્રાન્સમિશન સિસ્ટમ","1.ডাটা ট্ৰেন্সমিছন চিষ্টেম, 2.ডাটা ট্ৰেন্সমিছন চিষ্টেম"
"1. ડેટા ફોર્મેટ, 2. ડેટા ફોર્મેટ","1. ডাটা ফৰ্মেট, 2. ডাটা ফৰ্মেট"
"1. ડેટા યુનિટ, 2. ડેટા યુનિટ","১.ডাটা ইউনিট, ২.ডাটা ইউনিট"
"1.ડેટા માન્યતા, 2.ડેટા માન્યતા","1.তথ্য বৈধকৰণ, 2.তথ্য বৈধকৰণ"
ડેટાબેઝ,ডাটাবেছ
ડેટાબેઝ વહીવટ,ডাটাবেছ প্ৰশাসন
ડેટાબેઝ ડિઝાઇન,ডাটাবেছ ডিজাইন
ડેટાબેઝ મેનેજમેન્ટ સિસ્ટમ,ডাটাবেছ ব্যৱস্থাপনা ব্যৱস্থা
"1.ડેટાગ્રેવ, 2.ડેટાગ્રેવ","১.ডাটাগ্ৰেভ, ২.ডাটাগ্ৰেভ"
"1. ડેટમ, 2. ડેટા","1. ডেটাম, 2. ডাটা"
"1.નિષ્ક્રિય ઝોન, 2.નિષ્ક્રિય ઝોન","১.নিষ্ক্ৰিয় অঞ্চল, ২.নিষ্ক্ৰিয় অঞ্চল"
મડાગાંઠ,ডেডলক
ડેડલોક નિવારણ,ডেডলক প্ৰতিৰোধ
ફોલ્ટ ક્લિયરન્સ,দোষ নিষ্কাশন
"1. જજમેન્ટ સેલ, 2. જજમેન્ટ બોક્સ","১/ বিচাৰ কোষ, ২/ বিচাৰ বাকচ"
નિર્ણય લેવાની પ્રક્રિયા,সিদ্ধান্ত গ্ৰহণ প্ৰক্ৰিয়া
નિર્ણય સપોર્ટ સિસ્ટમ,সিদ্ধান্ত সমৰ্থন ব্যৱস্থা
નિર્ણય વૃક્ષ,সিদ্ধান্ত গছ
"1. ડીકોડર, 2. ડીકોડર","১.ডিকোডাৰ, ২.ডিকোডাৰ"
વિસર્જન સિદ્ધાંત,দ্ৰৱণ নীতি
ડીકોડિંગ,ডিকোডিং
સમર્પિત સિસ્ટમ,ডেডিকেটেড চিষ্টেম
સમર્પિત પ્રેસ,ডেডিকেটেড প্ৰেছ
ઇમ્યુનાઇઝેશન ડેટા નેટવર્ક (DDN),প্ৰতিষেধক ডাটা নেটৱৰ্ক (DDN)
રોગપ્રતિકારક માહિતી સિસ્ટમ,টিকাকৰণ তথ্য ব্যৱস্থা
એકીકરણ,সংহতি
વિલંબ,পলম কৰা
વિલંબ કાઉન્ટર,বিলম্ব কাউণ্টাৰ
વિલંબ સમય,বিলম্বৰ সময়
"1.કાઢી નાખો, 2.કાઢી નાખો","১.মচি পেলোৱা, ২.মচি পেলোৱা"
કાઢી નાખવાનો રેકોર્ડ,ডিলিচন ৰেকৰ্ড
સીમાંકક,সীমা নিৰ্ধাৰণকাৰী
ડેલ્ટા મોડ્યુલેશન,ডেল্টা মডুলেচন
વિનંતી પાનું,ৰিকুইজিচন পৃষ্ঠা
કામગીરી,প্ৰদৰ্শন
ડિમોડ્યુલેશન,ডিমডুলেচন
વી-મલ્ટિપ્લેક્સર,ভি-মাল্টিপ্লেক্সাৰ
વિકૃતિકરણ,ডিনৰ্মেলাইজেচন
"1. ઘનતા, 2. ઘનતા","১.ঘনত্ব, ২.ঘনত্ব"
"1. અવલંબન, 2. અવલંબન","১/ নিৰ্ভৰশীলতা, ২/ নিৰ্ভৰশীলতা"
આશ્રિત એકમ,নিৰ্ভৰশীল একক
કતાર,লানি পতা
"1. ડિરેફરન્સ, 2. ડિરેફરન્સ","১.ডিৰেফাৰেন্স, ২.ডিৰেফাৰেন্স"
વ્યુત્પન્ન વૃક્ષ,ব্যুৎপত্তি কৰা গছ
વ્યુત્પન્ન ક્ષેત્ર,ব্যুৎপত্তি কৰা ক্ষেত্ৰ
ઉતરતા ક્રમ,অৱনমিত সজাই পৰাই তোলা
ડિઝાઇન,ডিজাইন
ડેસ્ક કેલ્ક્યુલેટર,ডেস্ক কেলকুলেটৰ
ડેસ્કટોપ કમ્પ્યુટર્સ,ডেস্কটপ কম্পিউটাৰ
ડેસ્કટોપ પ્રસ્તુતિ,ডেস্কটপ উপস্থাপন
ડેસ્કટોપ પ્રકાશન,ডেস্কটপ প্ৰকাশন
ડેસ્કટોપ વિડિઓ,ডেস্কটপ ভিডিঅ&#39;
ગંતવ્ય સરનામું,গন্তব্যস্থানৰ ঠিকনা
"1. ડિસ્ટ્રોયર, 2. ડિસ્ટ્રોયર","১.ধ্বংসী, ২.নাশক"
નિર્ધારિત ઓટોમેટા,ডিটাৰ্মিনিষ্টিক automata
વિકાસકર્તા,ডেভেলপাৰ
વિકાસ પ્રણાલી,উন্নয়ন ব্যৱস্থা
ઉપકરણ,ডিভাইচ
ઉપકરણ નિયંત્રણ એકમ,ডিভাইচ নিয়ন্ত্ৰণ একক
ઉપકરણ નિયંત્રક,ডিভাইচ নিয়ন্ত্ৰক
ઉપકરણ સંચાલન,ডিভাইচ ব্যৱস্থাপনা
ઉપકરણ મોડ,ডিভাইচ ধৰণ
નિદાન,নিদান
ડાયગ્નોસ્ટિક સિસ્ટમ,ডায়েগনষ্টিক চিষ্টেম
"1. ડાયગ્નોસ્ટિક્સ, 2. ડાયગ્નોસ્ટિક્સ","১/ ডায়েগনষ্টিকছ, ২.ডায়েগনষ্টিকছ"
રેખાકૃતિ,ডায়েগ্ৰাম
ડાયલ,ডায়েল কৰক
ડાયલ લાઇન,ডায়েল লাইন
ડાયલ ટોન,ডায়েল টোন
ડાયલ અપ,ডায়েল আপ কৰক
"1. સંવાદ, 2. વાતચીત","১/ সংলাপ, ২/ কথোপকথন"
વાતચીત ખંડ,কথোপকথন কক্ষ
ડાયલઅપ મોડેમ,ডায়েলআপ মডেম
વીમા,বীমা
શબ્દકોશ,অভিধান
"1. વિભેદક, 2. તફાવત","১.ডিফাৰেন্সিয়েল, ২. পাৰ্থক্য"
સંખ્યાત્મક,সংখ্যাগত
ડિજિટલ સિસ્ટમ,ডিজিটেল ব্যৱস্থা
ડિજિટલ સર્કિટ,ডিজিটেল বৰ্তনী
ડિજિટલ કમ્પ્યુટર,ডিজিটেল কম্পিউটাৰ
"1.ડિજિટલ ડેટા, 2.ડિજિટલ ડેટા","1.ডিজিটেল ডাটা, 2.ডিজিটেল ডাটা"
ડિજિટલ સુવિધા,ডিজিটেল সুবিধা
ડિજિટલ ફિલ્ટર,ডিজিটেল ফিল্টাৰ
ડિજિટલ પુસ્તકાલય,ডিজিটেল লাইব্ৰেৰী
ડિજિટલ મોડ્યુલેશન,ডিজিটেল মডুলেচন
"1. ડિજિટલ ડિસ્પ્લે, 2. ડિજિટલ મોનિટર","1. ডিজিটেল প্ৰদৰ্শন, 2. ডিজিটেল মনিটৰ"
ડિજિટલ છબી,ডিজিটেল ইমেজ
"1. ડિજિટલ હસ્તાક્ષર, 2. ડિજિટલ હસ્તાક્ષર","১/ ডিজিটেল স্বাক্ষৰ, ২/ ডিজিটেল স্বাক্ষৰ"
ડિજિટલ સ્વીચ,ডিজিটেল চুইচ
ડિજિટલ એનાલોગ કન્વર્ટર,ডিজিটেল এনালগ কনভাৰ্টাৰ
ડિજિટાઇઝેશન,ডিজিটাইজেচন
ડિજિટાઇઝેશન,ডিজিটাইজেচন
ડિજિટાઇઝર,ডিজিটাইজাৰ
ડાયોડ,ডাইঅ&#39;ড
પ્રથમ નજરે,পোনপটীয়া
સીધું સરનામું,প্ৰত্যক্ষ ঠিকনা
સીધું રૂપાંતર,প্ৰত্যক্ষ ৰূপান্তৰ
સીધું જોડાણ,প্ৰত্যক্ষ সংযোজন
"1. ડાયરેક્ટ મેમરી એક્સેસ, 2. ડાયરેક્ટ મેમરી એક્સેસ (DMA)","1. প্ৰত্যক্ষ মেমৰি অভিগম, 2. প্ৰত্যক্ষ মেমৰি অভিগম (DMA)"
ડાયરેક્ટ મેમરી એક્સેસ (DMA),প্ৰত্যক্ষ মেমৰি অভিগম (DMA)
સીધી પદ્ધતિ,প্ৰত্যক্ষ পদ্ধতি
દિશાઓ,দিশ নিৰ্দেশনা
ડિરેક્ટરી,ডাইৰেকটৰী
"1. ડિરેક્ટરી સર્વર, 2. ડિરેક્ટરી સર્વર","1. ডাইৰেকটৰি চাৰ্ভাৰ, 2. ডাইৰেকটৰি চাৰ্ভাৰ"
ડિરેક્ટરી સેવા,ডাইৰেকটৰি সেৱা
અસમર્થ,অক্ষম
નિષ્ક્રિય સંકેત,সংকেত নিষ্ক্ৰিয় কৰা
"1. ડિસ્કનેક્શન, 2. ડિસ્કનેક્શન","১.সংযোগ বিচ্ছিন্ন কৰা, ২.সংযোগ বিচ্ছিন্ন কৰা"
"1. અલગ, 2. અલગ","১.বিচ্ছিন্ন, ২.বিচ্ছিন্ন"
"1. ડિસ્ક, 2. ડિસ્ક","১.ডিস্ক, ২.ডিস্ক"
"1. ડિસ્ક સરનામું, 2. ડિસ્ક સરનામું","1. ডিষ্কৰ ঠিকনা, 2. ডিষ্কৰ ঠিকনা"
"1. ડિસ્ક એરે, 2. ડિસ્ક એરે","1. ডিস্ক এৰে, 2. ডিস্ক এৰে"
"1. ડિસ્ક ક્ષમતા, 2. ડિસ્ક ક્ષમતા","1. ডিস্ক ক্ষমতা, 2. ডিস্ক ক্ষমতা"
"1. ડિસ્ક ડ્રાઈવર, 2. ડિસ્ક ડ્રાઈવ","1. ডিস্ক ড্ৰাইভাৰ, 2. ডিস্ক ড্ৰাইভ"
ડિસ્ક ફાઇલ,ডিস্ক নথিপত্ৰ
"1. ડિસ્ક મેમરી, 2. ડિસ્ક મેમરી, 3. ડિસ્ક મેમરી, 4. ડિસ્ક મેમરી","1. ডিস্ক মেমৰি, 2. ডিস্ক মেমৰি, 3. ডিস্ক মেমৰি, 4. ডিষ্ক মেমৰি"
ડિસ્ક ઓપરેટિંગ સિસ્ટમ (DoS),ডিস্ক অপাৰেটিং চিস্টেম (DoS)
ડિસ્ક પેકેજ,ডিস্ক পেকেজ
"1.ચક્રિકા સર્વર, 2.ડિસ્ક સર્વર","1.চকৰিকা চাৰ্ভাৰ, 2.ডিস্ক চাৰ্ভাৰ"
"1. ડિસ્ક સંગ્રહ, 2. ડિસ્ક સંગ્રહ","1. ডিষ্ক সংৰক্ষণ, 2. ডিষ্ক সংৰক্ষণ"
ડિસ્કેટ,ডিস্কেট
ડિસ્પ્લે ફાઇલ,ফাইল প্ৰদৰ্শন কৰক
પ્રદર્શિત છબી,ছবি প্ৰদৰ্শন কৰক
નિકાલ,নিষ্পত্তি
અંતર,দূৰত্ব
અંતર કાર્ય,দূৰত্বৰ ফলন
વિકૃતિ,বিকৃতি
વિતરિત,বিলি কৰা হ’ল
વિતરિત ડેટા,বিতৰণ কৰা তথ্য
વિતરિત સર્વર,বিতৰণ কৰা চাৰ্ভাৰ
"1.વિતરિત સિસ્ટમ, 2.વિતરિત સિસ્ટમ","1.বিতৰিত ব্যৱস্থা, 2.বিতৰিত ব্যৱস্থা"
વિતરક,বিতৰক
દસ્તાવેજ,নথিপত্ৰ
દસ્તાવેજ અધિકૃત,নথিপত্ৰ স্বীকৃতিপ্ৰাপ্ত
"1. ડોક્યુમેન્ટ વિન્ડો, 2. ડોક્યુમેન્ટ વિન્ડો","1. দস্তাবেজ উইন্ডো, 2. দস্তাবেজ উইন্ডো"
દસ્તાવેજીકરણ,নথিপত্ৰ
"ડોમેન, ડોમેન","ডমেইন, ডমেইন"
ડોમેન નામ,ডমেইনৰ নাম
"1. ડોટ મેટ્રિક્સ પ્રિન્ટર, 2. ડોટ મેટ્રિક્સ પ્રિન્ટર","1. ডট মেট্ৰিক্স প্ৰিন্টাৰ, 2. ডট মেট্ৰিক্স প্ৰিন্টাৰ"
"નીચે, નીચે","তলত, তলত"
"1.અવલિંક, 2.ચોરસ","১.এভালিংক, ২.বৰ্গ"
ડાઉનલોડ કરો,ডাউনল’ড
ડાઉનલોડ સમય,ডাউনলোড সময়
ટ્રેક્શન,ট্ৰেকচন
DRAM (ડાયનેમિક રેમ),DRAM (ডাইনামিক ৰেম)
વહેણ,ৰানঅফ
ડ્રાઈવર,ড্ৰাইভাৰ
પાંદડા,পাত
ડ્રોપ લિસ્ટ બોક્સ,তালিকা বাকচ ড্ৰপ কৰক
ડ્રમ ડ્રાઇવ,ড্ৰাম ড্ৰাইভ
"1.ડ્રમ પ્રિન્ટર, 2.ડ્રમ પ્રિન્ટર","1.ড্ৰাম প্ৰিন্টাৰ, 2.ড্ৰাম প্ৰিন্টাৰ"
"1. ઇમ યુનિટ, 2. ડ્રમ યુનિટ","১.ইম ইউনিট, ২.ড্ৰাম ইউনিট"
"1. દ્વૈત, 2. દ્વિ","১.দ্বৈততা, ২. bi"
બેવડી ઘનતા,দ্বৈত ঘনত্ব
"1. મૌન સરનામું, 2. નકલી સરનામું","১/ নিৰৱ ঠিকনা, ২/ ভুৱা ঠিকনা"
ડમ્પ,ভাণ্ডাৰ
ડબલ સર્કિટ,ডুপ্লেক্স বৰ্তনী
કાયદેસરકરણ,বৈধকৰণ
કી કી,কি&#39; কি&#39;
"1.D V D R./W, 2. ડીવીડી વાંચન, 3. લેખન","১.ডি ভি ডি আৰ./ডব্লিউ, ২. ডিভিডি পঢ়া, ৩. লিখা"
ડીવીડી રોમ,DVD ROM
ગતિશીલ સૂચના,গতিশীল নিৰ্দেশনা
"1.ડાયનેમિક મેમરી, 2.ડાયનેમિક મેમરી","1.ডাইনামিক মেমৰি, 2.ডাইনামিক মেমৰি"
"1. ડાયનેમિક્સ, 2. ડાયનેમિક્સ","১.গতিবিদ্যা, ২.গতিশীলতা"
E B C D I C,ই খ গ ঘ আই চি
ઈ-વ્યવસાય,ই-ব্যৱসায়
પડઘો,প্ৰতিধ্বনি
"1.e-commerce, 2.e-commerce","১.ই-কমাৰ্চ, ২.ই-কমাৰ্চ"
સંપાદન,সম্পাদনা কৰা
સંપાદક,সম্পাদক
શૈક્ષણિક ટેકનોલોજી,শিক্ষাগত প্ৰযুক্তি
e e p rom,ই ই প ৰম
"1. અર્થપૂર્ણ સરનામું, 2. અસરકારક સરનામું","১/ অৰ্থপূৰ্ণ ঠিকনা, ২/ ফলপ্ৰসূ ঠিকনা"
અર્થપૂર્ણ ઓપરેન્ડ સરનામું,অৰ্থপূৰ্ণ অপাৰেণ্ড ঠিকনা
અસરકારક કાર્યવાહી,ফলপ্ৰসূ কাৰ্য্য
અસરકારક UID,ফলপ্ৰসূ UID
અસરકારક ટ્રાન્સમિશન કામગીરી,ফলপ্ৰসূ সংক্ৰমণ কাৰ্য্য
ઓક્ટલ બાઈટ,অক্টল বাইট
"ઈલેક્ટ્રોનિક લર્નિંગ, ઈ-લર્નિંગ","ইলেক্ট্ৰনিক লাৰ্নিং, ই-লাৰ্নিং"
ચૂંટણી અલ્ગોરિધમ,নিৰ্বাচন এলগৰিদম
ઈલેક્ટ્રોનિક મેઈલ સર્વિસ (ઈ-મેલ),ইলেক্ট্ৰনিক মেইল সেৱা (ই-মেইল)
"1.ઈલેક્ટ્રોનિક પ્રિન્ટિંગ, 2.ઈલેક્ટ્રોનિક પ્રિન્ટર","১.ইলেক্ট্ৰনিক প্ৰিন্টিং, ২.ইলেক্ট্ৰনিক প্ৰিণ্টাৰ"
ઇલેક્ટ્રિકલ એકાઉન્ટિંગ મશીન,বৈদ্যুতিক একাউণ্টিং মেচিন
ઈલેક્ટ્રોનિક્સ,ইলেক্ট্ৰনিক্স
ઇલેક્ટ્રોનિક એક્ઝોસ્ટ સિસ્ટમ (ECS),ইলেক্ট্ৰনিক এক্সজেষ্ট চিষ্টেম (ECS)
ઇલેક્ટ્રોનિક ડેટા એક્સચેન્જ (EDI),ইলেক্ট্ৰনিক ডাটা এক্সচেঞ্জ (EDI)
ઇલેક્ટ્રોનિક ડેટા પ્રોસેસિંગ,ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং
ઇલેક્ટ્રોનિક બ્રોશર,ইলেক্ট্ৰনিক ব্ৰ&#39;চাৰ
ઇલેક્ટ્રોનિક ફંડ ટ્રાન્સફર મિકેનિઝમ (EFTS),ইলেক্ট্ৰনিক ধন হস্তান্তৰ ব্যৱস্থা (EFTS)
"1.ઈલેક્ટ્રોનિક જર્નલ, 2.ઈલેક્ટ્રોનિક જર્નલ","১.ইলেক্ট্ৰনিক জাৰ্নেল, ২.ইলেক্ট্ৰনিক জাৰ্নেল"
ઇલેક્ટ્રોનિક પ્રકાશન,ইলেক্ট্ৰনিক প্ৰকাশন
ઇલેક્ટ્રોનિક સ્વીચ,ইলেক্ট্ৰনিক চুইচ
"તત્વ, તત્વ","উপাদান, উপাদান"
ઈ-મેલ,ই-মেইল
"1. ઈ-મેલ સરનામું, 2. ઈલેક્ટ્રોનિક મેઈલિંગ સરનામું","১/ ই-মেইল ঠিকনা, ২/ ইলেক্ট্ৰনিক মেইলিং ঠিকনা"
એમ્બેડેડ સિસ્ટમ,এম্বেডেড চিস্টেম
એમ્બેડિંગ,এম্বেডিং
એમિટર કમ્પલ્ડ લોજિક (ECL),এমিটাৰ সংযুক্ত লজিক (ECL)
ખાલી જગ્યા,খালী ঠাই
"1. ખાલી સાંકળ, 2. ખાલી સાંકળ","১.উকা শিকলি, ২.উকা শিকলি"
યાંત્રિકરણ,যান্ত্ৰিকীকৰণ
"1.કેપ્સ્યુલેશન, 2.કેપ્સ્યુલેશન","১.কেপচুলেচন, ২.কেপচুলেচন"
ડીકોડર,ডিকোডাৰ
એન્કોડિંગ,এনকোডিং
"1. એન્કોડર, 2. કોડક","১.এনকোডাৰ, ২.কোডাক"
છુપાયેલ ડેટા,লুকাই থকা তথ্য
છુપાયેલ ફાઇલ સિસ્ટમ,লুকাই থকা নথিপত্ৰপ্ৰণালী
"1. એન્ક્રિપ્શન, 2. કોડિંગ, 3. એન્કોડિંગ","1. এনক্ৰিপচন, 2. ক&#39;ডিং, 3. এনকোডিং"
બ્લોક અંત,ব্লকৰ শেষ
ફાઇલ-એન્ડ,ফাইল-অন্ত
વપરાશકર્તા,ব্যৱহাৰকাৰী
દાખલ કરો,প্ৰৱেশদ্বাৰ
એન્ટ્રી કી,প্ৰৱেশ চাবি
"1. ઉદ્યમ સરવર, 2. ઉદ્યમ સેવક","১.উদ্যম সৰৱাৰ, ২.উদ্যম সেৱক"
એન્ટરપ્રાઇઝ સિસ્ટમ,উদ্যোগ ব্যৱস্থা
શક્તિ,ক্ষমতা
શક્તિ આકર્ષણ,ক্ষমতা আত্মীয়তা
પ્રવેશ સમય,প্ৰৱেশৰ সময়
ઇનપુટ ચલ,ইনপুট ভেৰিয়েবল
ગણતરીપાત્ર,গণনাযোগ্য
પર્યાવરણ,পৰিৱেশ
"1.યુગ, 2. યુગ, 3. સૂચના ક્ષણ","১.যুগ, ২. যুগ, ৩. নিৰ্দেশনা মুহূৰ্ত"
EPRAM (ફાઇનાન્સ પ્રોગ્રામેબલ રીડ-ઓન્લી મેમરી),EPRAM (বিত্তীয় প্ৰগ্ৰেমেবল কেৱল পঢ়িব পৰা মেমৰি)
એપ્સીલોન કન્સ્ટ્રક્ટર,এপ্সিলন কনষ্ট্ৰিক্টৰ
બરાબરી,ইকুৱেলাইজাৰ
સાધનસામગ્રી,সঁজুলি
સમાનતા વર્ગ,সমতুল্যতা শ্ৰেণী
સમાન સંબંધ,সমতুল্য সম্পৰ্ক
"1. લુપ્તતા, 2. નાબૂદી","১/ বিলুপ্তি, ২) নিৰ্মূল"
ભૂલ સુધારણા કોડ,ভুল সংশোধন ক&#39;ড
ભૂલ સુધારણા,ভুল সংশোধন
ભૂલ શોધ,ভুল ধৰা পেলোৱা
ભૂલ હેન્ડલિંગ,ভুল নিয়ন্ত্ৰণ
ક્ષતી સંદેશ,ত্ৰুটি বাৰ্তা
ભૂલ દર,ভুলৰ হাৰ
ભૂલ પુનઃપ્રાપ્તિ,ত্ৰুটি পুনৰুদ্ধাৰ
ભૂલ નામ,ভুলৰ নাম
એસ્કેપ પ્રતીક,পলায়ন চিহ্ন
ઈથરનેટ,ইথাৰনেট
ઘટના,কাৰ্যক্ৰম
ઘટના સાંકળ,ইভেন্ট শৃংখল
ઘટના નિયંત્રણ,ইভেন্ট নিয়ন্ত্ৰণ
ઇવેન્ટ કાઉન્ટર,ইভেন্ট কাউণ্টাৰ
અપવાદ હેન્ડલિંગ,ব্যতিক্ৰম নিয়ন্ত্ৰণ
એક્સચેન્જ ડિસ્ક સ્ટોરેજ,বিনিময় ডিষ্ক সংৰক্ষণ
બાકાત,বৰ্জন
વિશિષ્ટ અને (x અથવા),একচেটিয়া আৰু (x বা)
એક્ઝિક્યુટેબલ પ્રોગ્રામ,এক্সিকিউটেবল প্ৰগ্ৰেম
અમલ નિવેદન,এক্সিকিউচন ষ্টেটমেন্ট
પસંદગીયુક્ત શોધ,নিৰ্বাচিত অনুসন্ধান
અસ્તિત્વમાં છે,বিদ্যমান
મુદ્દો,সমস্যা
નિષ્ણાત સિસ્ટમ,বিশেষজ্ঞ ব্যৱস্থা
"1. અભિવ્યક્તિ, 2. અભિવ્યક્તિ","১.প্ৰকাশ, ২. অভিব্যক্তি"
વિસ્તૃત ગ્રાફિકલ મેટ્રિક્સ (x g a),সম্প্ৰসাৰিত চিত্ৰাঙ্কিত মেট্ৰিক্স (x g a)
વિસ્તૃત ઔદ્યોગિક ધોરણો (EIS),বৰ্ধিত ঔদ্যোগিক মানদণ্ড (EIS)
ઓવરલોડ મશીન,অভাৰলোড মেচিন
વિસ્તૃત મેમરી,বৰ্ধিত স্মৃতিশক্তি
"1. વિસ્તૃત ચોકસાઇ, 2. વિસ્તૃત ચોકસાઈ","১/ বৰ্ধিত নিখুঁততা, ২) বৰ্ধিত সঠিকতা"
"1.વિસ્તૃત સૉર્ટિંગ, 2.વિસ્તૃત વિભાજન","1.Extended Sorting, 2.Extended পৃথকীকৰণ"
કૉલ કરો,কল আউট কৰক
બાહ્ય ભૂલ,বাহ্যিক ভুল
બાહ્ય કાર્ય,বাহিৰৰ কাৰ্য্য
બાહ્ય વિક્ષેપ,বাহ্যিক বাধা
"1.એક્સ્ટર્નલ મેમરી, 2.એક્સટર્નલ મેમરી","1.বাহ্যিক স্মৃতিশক্তি, 2.বাহ্যিক স্মৃতিশক্তি"
બાહ્ય મેમરી,বাহ্যিক স্মৃতিশক্তি
બાહ્ય મોડેમ,বাহ্যিক মডেম
બાહ્ય સંદર્ભ,বাহ্যিক উল্লেখ
બાહ્ય શોધ,বাহ্যিক অনুসন্ধান
બાહ્ય સંગ્રહ ઉપકરણ,বাহ্যিক সংৰক্ষণ ডিভাইচ
નિષ્કર્ષણ,নিষ্কাশন
એક્સ્ટ્રાપોલેશન,বহিঃপ্ৰক্ষেপণ
પેનલ અક્ષર પ્રિન્ટર,পেনেল আখৰ প্ৰিন্টাৰ
નિષ્ફળ-સુરક્ષા કામગીરી,বিফল-নিৰাপদ কাৰ্য্য
નિષ્ફળતા દર,বিফলতাৰ হাৰ
નિષ્ફળતા સ્રાવ,বিফলতা নিৰ্গমন
ખોટો કોડ,মিছা ক&#39;ড
ખોટી ભૂલ,মিছা ভুল
"1.રોકાણ, 2.રોકાણ પોઈન્ટ્સ","১.বিনিয়োগ, ২.বিনিয়োগ পইণ্ট"
"1. અંક, 2. અંક નંબર","1. ইছ্যু, 2. ইছ্যু নম্বৰ"
"1. પ્રતિકૃતિ I/O ઉપકરણ, 2. પ્રતિકૃતિ ઇનપુટ ઉપકરણ/આઉટપુટ","1. প্ৰতিলিপি I/O ডিভাইচ, 2. প্ৰতিলিপি ইনপুট ডিভাইচ/আউটপুট"
ઝડપી ફોરિયર ટ્રાન્સફર,দ্ৰুত ফোৰিয়াৰ স্থানান্তৰ
જીવલેણ ભૂલ,মাৰাত্মক ভুল
ખામી શોધ,ত্ৰুটি ধৰা পেলোৱা
ખામી નિદાન,দোষ নিদান
સહનશીલતા દોષ,দোষ সহনশীলতা
ફેક્સ,ফেক্স
ફેક્સ સંદેશ,ফেক্স বাৰ্তা
f dc,f dc
લક્ષણ શોધ,লক্ষণ ধৰা পেলোৱা
ફિલ વ્હીલ,ফিল চকা
પુનઃરોકાણ,পুনৰ বিনিয়োগ
"1.સપ્લાયર, 2.પોષણ, 3.ફીડર","1.যোগানকাৰী, 2.পুষ্টি, 3.ফিডাৰ"
કોઈપણ,আনন
ફિબોનાકી શોધ,ফিবোনাচি আৱিষ্কাৰ
ફિબોનાકી ક્રમ,ফিবোনাচি ক্ৰম
ફિબોનાકી શ્રેણી,ফিবোনাচি ছিৰিজ
ફાઇબર ઓપ્ટિક્સ,ফাইবাৰ অপটিক্স
ફિડો ટ્રેપ,ফিডো ফান্দ
પ્રદેશ,অঞ্চল
પાંચમી પેઢીનું કમ્પ્યુટર,পঞ্চম প্ৰজন্মৰ কম্পিউটাৰ
"1.ફાઈલ, 2. ફાઇલ","1.ফাইল, 2. ফাইল"
ફાઇલ એક્સેસ પદ્ધતિ,ফাইল অভিগম পদ্ধতি
ફાઈલ ફાળવણી ટેબલ,ফাইল আবণ্টন টেবুল
ફાઇલ કમ્પ્રેશન,ফাইল সংকোচন
ફાઇલ નકલ,ফাইল কপি কৰা
ફાઇલ રૂપરેખાંકન,নথিপত্ৰ বিন্যাস
ફાઇલ મર્જ,ফাইল মাৰ্জ কৰক
ફાઇલ પુનઃપ્રાપ્તિ,ফাইল পুনৰুদ্ধাৰ
ફાઇલ સંગ્રહ,নথিপত্ৰ সংৰক্ষণ
ફાઇલ માળખું,নথিপত্ৰ গঠন
ફાઇલ સિસ્ટમ,নথিপত্ৰপ্ৰণালী
ફાઇલ ટ્રાન્સફર,ফাইল স্থানান্তৰ
ફાઇલ ટ્રાન્સફર પ્રોટોકોલ (FTP),নথিপত্ৰ স্থানান্তৰ প্ৰটোকল (FTP)
ફિલ્ટર,ফিল্টাৰ
છેલ્લી સ્થિતિ,শেষৰ স্থান
શોધો,সন্ধান
મર્યાદિત રાજ્ય મશીન,সসীম অৱস্থাৰ যন্ত্ৰ
આગ દિવાલ,জুইৰ দেৱাল
ફર્મવેર,ফাৰ্মৱেৰ
વહેલા તે પહેલાં,প্ৰথমে আহক প্ৰথমে পৰিবেশন কৰক
પ્રથમ પેઢીના કમ્પ્યુટર,প্ৰথম প্ৰজন্মৰ কম্পিউটাৰ
ફર્સ્ટ ઇનપુટ ફર્સ્ટ ઇશ્યુ (FIFO),প্ৰথম ইনপুট প্ৰথম সংখ্যা (FIFO)
પ્રથમ ઓર્ડર દલીલ,প্ৰথম ক্ৰমৰ যুক্তি
પ્રથમ ઓર્ડર સિદ્ધાંત,প্ৰথম ক্ৰমৰ নীতি
નિશ્ચિત વિભાજન,ফিক্সড ডিভিজন
હસ્તાક્ષર,চহী
લવચીક ડિસ્ક,নমনীয় ডিস্ক
ફ્લોપી ડિસ્ક,ফ্লপি ডিস্ক
ફ્લોપી ડિસ્ક ડ્રાઇવ (FDD),ফ্লপি ডিস্ক ড্ৰাইভ (FDD)
ફ્લો ચાર્ટ,ফ্ল&#39; চাৰ্ট
નિયંત્રણ પ્રવાહ,নিয়ন্ত্ৰণ প্ৰবাহ
વહેલી સવાર,predawn
ફોલ્ડર,ফোল্ডাৰ
ફોન્ટ,ফন্ট
ફોન્ટ કુટુંબ,ফন্ট পৰিয়াল
બાહ્ય કી,বাহ্যিক কি&#39;
ફોર્મ,প্ৰপত্ৰ
સાંકેતિક ભાષા,প্ৰতীকী ভাষা
પ્રતીકાત્મક પદ્ધતિ,প্ৰতীকী পদ্ধতি
"1.ફોર્મેટ, 2.ફોર્મ","1.ফৰ্মেট, 2.ফৰ্ম"
ચિત્ર,অংকন কৰি থকা
