Bengali,Odiya
রাষ্ট্রীয় ধারাবাহিকতা,ରାଜ୍ୟ ନିରନ୍ତର |
ধারাবাহিক পরীক্ষা,ନିରନ୍ତର ପରୀକ୍ଷା |
ধারাবাহিক উপপাদ্য,ନିରନ୍ତର ଥିଓରେମ୍ |
"অবিচ্ছিন্ন, অবিচ্ছিন্ন, অবিচ্ছিন্ন, অবিচ্ছিন্ন, অবিচ্ছিন্ন","ନିରନ୍ତର, ଅବିଭକ୍ତ, ଭଙ୍ଗା, ନିରନ୍ତର, ନିରନ୍ତର |"
ক্রমাগত শোষণ,କ୍ରମାଗତ ଅବଶୋଷଣ |
ক্রমাগত শাস্তি,ନିରନ୍ତର ଦଣ୍ଡ
ক্রমাগত সিস্টেম,ନିରନ୍ତର ସିଷ୍ଟମ୍ |
ক্রমাগত অভিসরণ,ନିରନ୍ତର ସମ୍ମିଶ୍ରଣ |
অবিচ্ছিন্ন প্রবাহ,ନିରନ୍ତର ସ୍ରୋତ |
একটানা মেশিন,ନିରନ୍ତର ଯନ୍ତ୍ର |
ক্রমাগত সীমানা,ନିରନ୍ତର ବିଭାଜନ
ক্রমাগত ইলেক্ট্রোড,କ୍ରମାଗତ ଇଲେକ୍ଟ୍ରୋଡ୍ |
ক্রমাগত নির্গমন সহগ,ନିରନ୍ତର ନିର୍ଗମନ କୋଏଫିସିଏଣ୍ଟ୍ |
ক্রমাগত সম্প্রসারণ,କ୍ରମାଗତ ବିସ୍ତାର |
ক্রমাগত ফাইবার,କ୍ରମାଗତ ଫାଇବର |
ক্রমাগত প্রবাহ থার্মোমিটার ক্রমাগত প্রবাহ ক্যালরিমিটার,କ୍ରମାଗତ ଫ୍ଲୋ ଥର୍ମୋମିଟର କ୍ରମାଗତ ଫ୍ଲୋ କ୍ୟାଲୋରିମିଟର |
ক্রমাগত ফাংশন,ନିରନ୍ତର କାର୍ଯ୍ୟ
ক্রমাগত লিনিয়ার অ্যান্টেনা অ্যারে,କ୍ରମାଗତ ରେଖା ଆଣ୍ଟେନା ଆରେ |
ক্রমাগত লোড,ନିରନ୍ତର ଭାର
ক্রমাগত ব্যাপার,ନିରନ୍ତର ବିଷୟ |
ক্রমাগত ব্যাপার,ନିରନ୍ତର ବିଷୟ |
ক্রমাগত মিডিয়া,ନିରନ୍ତର ମିଡିଆ |
ক্রমাগত দোলন,କ୍ରମାଗତ ଦୋହରିବା |
ক্রমাগত পুনরাবৃত্ত ফাংশন,କ୍ରମାଗତ ପୁନରାବୃତ୍ତି କାର୍ଯ୍ୟ |
ক্রমাগত এলোমেলো পরিবর্তনশীল,କ୍ରମାଗତ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
ধারাবাহিক সীমা,କ୍ରମାଗତ ସୀମା |
ক্রমাগত কাউন্টারভোল্টেজ,କ୍ରମାଗତ କାଉଣ୍ଟରଭୋଲଟେଜ୍ |
"একটানা বর্ণালী, একটানা স্কেল","କ୍ରମାଗତ ସ୍ପେକ୍ଟ୍ରମ୍, କ୍ରମାଗତ ସ୍କେଲ୍ |"
অব্যাহত পর্যায়,ଜାରି ପର୍ଯ୍ୟାୟ
একটানা-ফালা বায়বীয় ক্যামেরা,କ୍ରମାଗତ-ଷ୍ଟ୍ରିପ୍ ଏରିଆଲ୍ କ୍ୟାମେରା |
একটানা টার্ম স্পেকট্রাম,କ୍ରମାଗତ ଶବ୍ଦ ସ୍ପେକ୍ଟ୍ରମ୍ |
ক্রমাগত সময় সিস্টেম,ନିରନ୍ତର ସମୟ ବ୍ୟବସ୍ଥା |
ক্রমাগত বাস্তব শোষণ,ନିରନ୍ତର ପ୍ରକୃତ ଅବଶୋଷଣ |
ক্রমাগত ভ্যালেন্সি নিয়ম,ନିରନ୍ତର ମୂଲ୍ୟବୋଧ ନିୟମ |
ক্রমাগত পরিবর্তনশীল,କ୍ରମାଗତ ଭେରିଏବଲ୍ |
একটানা তরঙ্গ ম্যাগনেট্রন,କ୍ରମାଗତ ତରଙ୍ଗ ଚୁମ୍ବକ
ক্রমাগত তরঙ্গ রাডার,କ୍ରମାଗତ ତରଙ୍ଗ ରାଡାର |
ক্রমাগত বিতরণ করা লোড,ନିରନ୍ତର ବଣ୍ଟିତ ଭାର |
ক্রমাগত লোড তারের,କ୍ରମାଗତ ଲୋଡ୍ କେବୁଲ୍ |
"continuum, continuum","ନିରନ୍ତର, ନିରନ୍ତର |"
"কনট্যুর, কনট্যুর, রূপরেখা, রূপরেখা, আকৃতি","କଣ୍ଟୁର, କଣ୍ଟୋର, ଆଉଟଲାଇନ୍, ଆଉଟଲାଇନ୍, ଆକୃତି |"
(কনট্যুর) শার্পনিং,(ବିଷୟବସ୍ତୁ) ତୀକ୍ଷ୍ଣ |
কনট্যুর-ঘনত্ব সূচক,ବିଷୟବସ୍ତୁ-ଘନତା ସୂଚକ |
পাল্টা ইনজেকশন,କାଉଣ୍ଟର ଇଞ୍ଜେକ୍ସନ୍ |
"চুক্তি করা, চুক্তি করা (ver.), চুক্তি করা, চুক্তি করা (n.)","ଚୁକ୍ତି କରିବା, ଚୁକ୍ତି କରିବା (ver।), ଚୁକ୍ତି କରିବା, ଚୁକ୍ତି କରିବା (n।)"
সঙ্কুচিত,ସଙ୍କୋଚନ
সংকোচন,ସଂକୋଚନ
সংকোচন শক্তি,ସଂକୋଚନ ଶକ୍ତି |
সংকোচন অনুমান,ସଂକୋଚନ ଅନୁମାନ |
ইলেকট্রন সংকোচন,ଇଲେକ୍ଟ୍ରନ୍ ସଙ୍କୋଚନ |
দৈর্ঘ্য সংকোচন,ଦ length ର୍ଘ୍ୟ ସଂକୋଚନ |
সংকোচন সময় স্কেল,ସଂକୋଚନ ସମୟ ମାପ
বক্তৃতা নিয়ন্ত্রণ,ନିୟନ୍ତ୍ରଣ ଭାଷଣ
কাউন্টার-অরবিটাল দিক,କାଉଣ୍ଟର-କକ୍ଷପଥ ଦିଗ |
আপেক্ষিক শরীর,ସମ୍ପର୍କୀୟ ଶରୀର
"বিপরীত, বিপরীত","ବିପରୀତ, ବିପରୀତ"
"বৈপরীত্য নিয়ন্ত্রণ, বিপরীত নিয়ন্ত্রণ","ବିପରୀତ ନିୟନ୍ତ୍ରଣ, ବିପରୀତ ନିୟନ୍ତ୍ରଣ |"
বিপরীত প্রভাব,ବିପରୀତ ପ୍ରଭାବ
বৈপরীত্য বিস্তার,ବିପରୀତ ବିସ୍ତାର |
বিপরীত ফ্যাক্টর,ବିପରୀତ କାରକ |
বিপরীত গ্রেডিয়েন্ট,ଓଲଟା ଗ୍ରେଡିଏଣ୍ଟ୍ |
বিপরীত,ବିପରୀତ
বিপরীত প্রাঙ্গনে,ବିପରୀତ ପରିସର
বৈপরীত্য অনুপাত,ବିପରୀତ ଅନୁପାତ
বৈসাদৃশ্য হ্রাস,ବିପରୀତ ହ୍ରାସ |
বিপরীত সংবেদনশীলতা,ବିପରୀତ ସମ୍ବେଦନଶୀଳତା |
বিপরীত অক্ষর,ବିପରୀତ ବର୍ଣ୍ଣଗୁଡିକ |
কন্ট্রাভ,ପ୍ରତିବାଦ କରନ୍ତୁ |
নিয়ন্ত্রণ,ନିୟନ୍ତ୍ରଣ
"ব্যাং-ব্যাং টাইপ কন্ট্রোল, পূর্ণ সার্ভো কন্ট্রোল","ବାଙ୍ଗ-ବ୍ୟାଙ୍ଗ ପ୍ରକାର ନିୟନ୍ତ୍ରଣ, ପୂର୍ଣ୍ଣ ସର୍ଭୋ ନିୟନ୍ତ୍ରଣ |"
নিয়ন্ত্রণ হাত,ନିୟନ୍ତ୍ରଣ ବାହୁ
নিয়ন্ত্রণ কার্ড,କଣ୍ଟ୍ରୋଲ୍ କାର୍ଡ |
নিয়ন্ত্রণ বৈশিষ্ট্য,ନିୟନ୍ତ୍ରଣ ବ characteristics ଶିଷ୍ଟ୍ୟଗୁଡିକ
নিয়ন্ত্রণ বর্তনী,କଣ୍ଟ୍ରୋଲ୍ ସର୍କିଟ୍ |
টিক চেঞ্জার নিয়ন্ত্রণ করুন,ଟିକ୍ ଚେଞ୍ଜର ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |
নিয়ন্ত্রণ প্যানেল,କଣ୍ଟ୍ରୋଲ୍ ପ୍ୟାନେଲ୍ |
নিয়ন্ত্রণ ডেস্ক,କଣ୍ଟ୍ରୋଲ୍ ଡେସ୍କ |
কন্ট্রোল ডিভাইস,ନିୟନ୍ତ୍ରଣ ଉପକରଣ
নিয়ন্ত্রণ ইলেক্ট্রোড,ଇଲେକ୍ଟ୍ରୋଡ୍ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |
নিয়ন্ত্রণ পরীক্ষা,ନିୟନ୍ତ୍ରଣ ପରୀକ୍ଷଣ |
নিয়ন্ত্রণ পয়েন্ট,ନିୟନ୍ତ୍ରଣ ବିନ୍ଦୁ |
কন্ট্রোলার গ্রিড,ନିୟନ୍ତ୍ରକ ଗ୍ରୀଡ୍ |
অ্যাফেসিয়া নিয়ন্ত্রণ,ଆଫାସିଆକୁ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |
নিয়ন্ত্রণ নির্দেশাবলী,ନିୟନ୍ତ୍ରଣ ନିର୍ଦ୍ଦେଶାବଳୀ
লাউডস্পিকার নিয়ন্ত্রণ করুন,ଲାଉଡ ସ୍ପିକର ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |
নিয়ন্ত্রণ উপাদান,ନିୟନ୍ତ୍ରଣ ଉପାଦାନ |
নিয়ন্ত্রণ পরামিতি,ନିୟନ୍ତ୍ରଣ ପାରାମିଟର
নিয়ন্ত্রণ মান,ନିୟନ୍ତ୍ରଣ ମୂଲ୍ୟ
নিয়ন্ত্রণ প্রোগ্রাম,ନିୟନ୍ତ୍ରଣ ପ୍ରୋଗ୍ରାମ୍
"কন্ট্রোল রেজিস্টার, কন্ট্রোল রেজিস্টার","ନିୟନ୍ତ୍ରଣ ରେଜିଷ୍ଟର, ନିୟନ୍ତ୍ରଣ ରେଜିଷ୍ଟର |"
নিয়ন্ত্রণ শাস্তি,ନିୟନ୍ତ୍ରଣ ଦଣ୍ଡ
নিয়ন্ত্রণ বিভাগ,ନିୟନ୍ତ୍ରଣ ବିଭାଗ
নিয়ন্ত্রণ কেন্দ্র,ନିୟନ୍ତ୍ରଣ କେନ୍ଦ୍ର
নিয়ন্ত্রণ ব্যবস্থা,କଣ୍ଟ୍ରୋଲ୍ ସିଷ୍ଟମ୍ |
নিয়ন্ত্রণ তত্ত্বাবধান,ନିୟନ୍ତ୍ରଣ ତଦାରଖ |
ঘূর্ণন সঁচারক বল নিয়ন্ত্রণ,ଟର୍କ ନିୟନ୍ତ୍ରଣ କରିବା |
শব্দ পথ নিয়ন্ত্রণ,ଧ୍ୱନି ପଥ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |
নিয়ন্ত্রণ ইউনিট,ନିୟନ୍ତ୍ରଣ ଏକକ
নিয়ন্ত্রণ ভেরিয়েবল,ଭେରିଏବଲ୍ କଣ୍ଟ୍ରୋଲ୍
শব্দ নিয়ন্ত্রণ,ଶବ୍ଦଗୁଡ଼ିକୁ ନିୟନ୍ତ୍ରଣ କରିବା |
নিয়ন্ত্রণযোগ্যতা,ନିୟନ୍ତ୍ରଣତା |
নিয়ন্ত্রণযোগ্য পরিবর্তনশীল,ନିୟନ୍ତ୍ରିତ ଭେରିଏବଲ୍ |
নিয়ন্ত্রিত এলাকা,ନିୟନ୍ତ୍ରିତ କ୍ଷେତ୍ର |
নিয়ন্ত্রিত ক্যারিয়ার,ନିୟନ୍ତ୍ରିତ ବାହକ |
নিয়ন্ত্রিত পরীক্ষা,ନିୟନ୍ତ୍ରିତ ପରୀକ୍ଷଣ |
নিয়ন্ত্রণ স্ক্যানিং,ସ୍କାନିଂ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |
নিয়ন্ত্রিত সংযোগ,ନିୟନ୍ତ୍ରିତ ସଂଯୋଗ |
নিয়ামক,ନିୟନ୍ତ୍ରକ
নিয়ন্ত্রণ শক্তি,ନିୟନ୍ତ୍ରଣ ଶକ୍ତି
চৌম্বক ক্ষেত্র নিয়ন্ত্রণ,ଚୁମ୍ବକୀୟ କ୍ଷେତ୍ରକୁ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |
নিয়ন্ত্রণ পয়েন্ট,ନିୟନ୍ତ୍ରଣ ବିନ୍ଦୁ |
পরিবাহী চাপ এলাকা,କନଭେକ୍ଟିଭ୍ ଚାପ କ୍ଷେତ୍ର |
পরিবহন ব্যবস্থা,ପରିବହନ ବ୍ୟବସ୍ଥା
পরিচলন,ସଂକଳନ
প্রচার পোস্ট,ପୋଷ୍ଟ ପଠାଇବା |
ভাস্কুলার আরোহন,ଭାସ୍କୁଲାର ଆରୋହଣ
ভাস্কুলার কোষ,ଭାସ୍କୁଲାର କୋଷ
ভাস্কুলার তরল স্তর,ଭାସ୍କୁଲାର ତରଳ ସ୍ତର |
ভাস্কুলার কোর,ଭାସ୍କୁଲାର କୋର୍
ভাস্কুলার নির্গমন,ଭାସ୍କୁଲାର ନିର୍ଗମନ
ভাস্কুলার অস্থিরতা,ଭାସ୍କୁଲାର ଅସ୍ଥିରତା |
ভাস্কুলার এলাকা,ଭାସ୍କୁଲାର କ୍ଷେତ୍ର
নিয়মিত পারমাণবিক ওজন,ନିୟମିତ ପରମାଣୁ ଓଜନ |
কাস্টম স্পিনিং,କଷ୍ଟମ୍ ସ୍ପିନ୍
"to converge, to converge","ଏକତ୍ର କରିବାକୁ, ଏକତ୍ର କରିବାକୁ |"
"convergence, convergence","ସମ୍ମିଶ୍ରଣ, ସମ୍ମିଶ୍ରଣ |"
অভিসারী রাশিফল,ସମ୍ମିଳିତ ରାଶିଫଳ |
কনভারজেন্স কন্ট্রোলার,ସମ୍ମିଶ୍ରଣ ନିୟନ୍ତ୍ରକ |
অভিসারী ইলেক্ট্রোড,ସମ୍ମିଳିତ ଇଲେକ୍ଟ୍ରୋଡ୍ |
কনভারজেন্স ফ্যাক্টর,ସମ୍ମିଶ୍ରଣ କାରକ |
অভিসার সীমা,ସମ୍ମିଶ୍ରଣ ସୀମା |
অভিসারী লাইন,ସମ୍ମିଶ୍ରଣ ରେଖା |
রূপান্তরকারী চুম্বক,ଚୁମ୍ବକକୁ ରୂପାନ୍ତର କରିବା |
কনভারজেন্স পয়েন্ট,ସମ୍ମିଶ୍ରଣ ବିନ୍ଦୁ |
অভিসারী পৃষ্ঠা,ସମ୍ମିଶ୍ରଣ ପୃଷ୍ଠା |
"একত্রিত হওয়া (ভার.), একত্রিত হওয়া (n.)","ଏକତ୍ର କର (ver।), ଏକତ୍ର କର (n।)"
অভিসারী সিস্টেম,ସମ୍ମିଳିତ ସିଷ୍ଟମ୍ |
অভিসারী ভিন্ন ভর,ଏକତ୍ରିତ ଭିନ୍ନ ଭିନ୍ନ ମାସ |
অভিসারী প্রবাহ,ସମ୍ମିଳିତ ପ୍ରବାହ |
অভিসারী আলো,ସମ୍ମିଳିତ ଆଲୋକ |
অভিসারী ভর,ସମ୍ମିଳିତ ମାସ
অভিসারী রশ্মি,ସମ୍ମିଳିତ କିରଣ |
কনভারজিং লেন্স,ଲେନ୍ସ କନଭର୍ଜିଙ୍ଗ୍ |
অভিসারী লেন্স,କନଭର୍ଜେଣ୍ଟ ଲେନ୍ସ |
অভিসারী আলো,ସମ୍ମିଳିତ ଆଲୋକ |
অভিসারী লাইন,ସମ୍ମିଳିତ ରେଖା |
"বিপরীত, বিপরীত","ବିପରୀତ, ବିପରୀତ"
বিকৃতি চুম্বককরণ প্রভাব,ବିକୃତି ଚୁମ୍ବକକରଣ ପ୍ରଭାବ |
বিপরীত ইলেক্ট্রোস্ট্যাটিক প্রভাব,ଓଲଟା ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ପ୍ରଭାବ |
বিপরীতভাবে,VICA ବିପରୀତ |
রূপান্তর,ରୂପାନ୍ତର
রূপান্তর সহগ,ରୂପାନ୍ତର ଗୁଣବତ୍ତା
রূপান্তর পরিবাহিতা,ରୂପାନ୍ତର କଣ୍ଡକ୍ଟିଭିଟି |
কথোপকথনের দক্ষতা,ରୂପାନ୍ତର ଦକ୍ଷତା |
রূপান্তর ইলেকট্রন,ରୂପାନ୍ତର ଇଲେକ୍ଟ୍ରନ୍ |
রূপান্তর ইলেকট্রন লাইন,ରୂପାନ୍ତର ଇଲେକ୍ଟ୍ରୋନ ଲାଇନ |
রূপান্তর ফ্যাক্টর,ରୂପାନ୍ତର କାରକ |
রূপান্তর ভগ্নাংশ,ରୂପାନ୍ତର ଭଗ୍ନାଂଶ |
রূপান্তর লাভ,ରୂପାନ୍ତର ଲାଭ |
রূপান্তর ক্ষতি,ରୂପାନ୍ତର କ୍ଷତି |
শক্তির রূপান্তর,ଶକ୍ତି ରୂପାନ୍ତର |
সূত্র রূপান্তর,ସୂତ୍ର ରୂପାନ୍ତର |
ইউনিট রূপান্তর,ଏକକଗୁଡ଼ିକର ରୂପାନ୍ତର |
সন্ধিক্ষণ,ମୋଡ଼
রূপান্তর টেবিল,ରୂପାନ୍ତର ସାରଣୀ |
রূপান্তর পরিবাহিতা,ରୂପାନ୍ତର କଣ୍ଡକ୍ଟିଭିଟି |
রূপান্তর ট্রান্সডুসার,ରୂପାନ୍ତର ଟ୍ରାନ୍ସଡ୍ୟୁସର |
রূপান্তর,ରୂପାନ୍ତର
রূপান্তরিত মান,ରୂପାନ୍ତରିତ ମୂଲ୍ୟ
রূপান্তরকারী,ରୂପାନ୍ତରକାରୀ |
রূপান্তরকারী চুল্লি,କନଭର୍ଟର ରିଆକ୍ଟର |
চেঞ্জার ভালভ,ଚେଞ୍ଜର ଭଲଭ୍ |
রূপান্তরযোগ্য লেন্স,ପରିବର୍ତ୍ତନଶୀଳ ଲେନ୍ସ |
উত্তল,ଉନ୍ମୁକ୍ତ
উত্তল ভিত্তি,ଉନ୍ମୁକ୍ତ ଆଧାର |
উত্তল লেন্স,କନଭକ୍ସ ଲେନ୍ସ |
উত্তল কঠিন কোণ,ଉନ୍ମୁକ୍ତ କଠିନ କୋଣ |
উত্তল,ସଂକଳନ
উত্তল লেন্স,କନଭକ୍ସ ଲେନ୍ସ |
দ্বিকনভেক্স,biconvex
তীব্র ইনজেশন,ତୀବ୍ର ଭୋଜନ
কুল্যান্ট,କୁଲାଣ୍ଟ
কুল্যান্ট তাপমাত্রা পরামিতি,କୁଲାଣ୍ଟ ତାପମାତ୍ରା ପାରାମିଟର |
"কুল্যান্ট, শীতল","କୁଲାଣ୍ଟ, କୁଲର୍"
কুলিজ টিউব,କୁଲିଜ୍ ଟ୍ୟୁବ୍ |
শীতল প্রভাব,ଥଣ୍ଡା ପ୍ରଭାବ
শীতল,ଥଣ୍ଡା
কুল্যান্ট,କୁଲାଣ୍ଟ
শীতল উদ্ভিদ,କୁଲିଂ ପ୍ଲାଣ୍ଟ |
শীতল সর্পিল,ଥଣ୍ଡା ସ୍ପିରାଲ୍ |
"তামার ধাতুপট্টাবৃত তার, তামার ধাতুপট্টাবৃত তার","ତମ୍ବା ଧାତୁଯୁକ୍ତ ତାର, ତମ୍ବା ଧାତୁଯୁକ୍ତ ତାର |"
সমবায় সম্প্রদায়,ସହଯୋଗୀ ସମ୍ପ୍ରଦାୟ |
সহযোগিতামূলক ঘটনা,ସହଯୋଗୀ ଘଟଣା |
সমবায় ব্যবস্থা,ସମବାୟ ବ୍ୟବସ୍ଥା
"স্থানাঙ্ক, স্থানাঙ্ক, স্থানাঙ্ক","ସଂଯୋଜକ, ସଂଯୋଜକ, ସଂଯୋଜକ |"
পরিচালক অক্ষ,ନିର୍ଦ୍ଦେଶକ ଅକ୍ଷ
পরিচালক সেট,ନିର୍ଦ୍ଦେଶକ ସେଟ୍ |
"ডিরেক্টর স্পেস, লোকেশন ডিরেক্টরি","ନିର୍ଦ୍ଦେଶକ ସ୍ପେସ୍, ଅବସ୍ଥାନ ଡିରେକ୍ଟୋରୀ |"
"সমন্বয় ব্যবস্থা, নির্দেশ ব্যবস্থা","ସଂଯୋଜନା ପ୍ରଣାଳୀ, ନିର୍ଦ୍ଦେଶ ପ୍ରଣାଳୀ |"
সমন্বয় টুলিং,ସାଧନ ସାଧନ
স্থানাঙ্ক,ସଂଯୋଜନା
সমন্বয়কারী নিয়ামক,ସଂଯୋଜକ ନିୟନ୍ତ୍ରକ
কোপাল,kopal
কোপেল,କୋପେଲ୍
তামার ক্ষতি,ତମ୍ବା କ୍ଷତି |
প্ল্যানার,ପ୍ଲାନାର୍ |
প্ল্যানার বন্ড,ପ୍ଲାନାର୍ ବଣ୍ଡ୍ |
সমতলীয় বল,କପ୍ଲାନାର୍ ଫୋର୍ସ |
সমতল গ্রিড টিউব,ଫ୍ଲାଟ ଗ୍ରୀଡ୍ ଟ୍ୟୁବ୍ |
সমতল জাল,coplanar net
সমতলতা,ସମତଳତା |
তামা ব্লক থার্মোমিটার,ତମ୍ବା ବ୍ଲକ ଥର୍ମୋମିଟର |
তামা-নিকেল,ତମ୍ବା-ନିକେଲ୍ |
তামার ধাতুপট্টাবৃত শীট,ତମ୍ବା ଧାତୁ ସିଟ୍ |
"অনুলিপি, অনুলিপি, অনুলিপি","କପି, କପି, କପି"
কার্বিনো ডিস্ক,କାର୍ବିନୋ ଡିସ୍କ |
ল্যানিয়ার্ড সার্কিট,ଲାନାର୍ଡ ସର୍କିଟ |
পিক-এ-বু সিস্টেম,peek-a-boo ସିଷ୍ଟମ୍ |
কর্ডাইট,କର୍ଡାଇଟ୍ |
প্রক্সিমাল কম্পোনেন্ট মডিউল,ପ୍ରକ୍ସିମାଲ୍ ଉପାଦାନ ମଡ୍ୟୁଲ୍ |
মূল,ମୂଳ
মূল খণ্ড,ମୂଳ ଖଣ୍ଡ |
কোর ক্যান্সার,ମୂଳ କର୍କଟ |
কোর শুষ্ককারী,କୋର ଡ୍ରାୟର୍
মূল ইলেকট্রন,ମୂଳ ଇଲେକ୍ଟ୍ରନ୍ |
মূল শক্তি,ମୂଳ ଶକ୍ତି
মূল ক্ষতি,ମୂଳ କ୍ଷତି |
স্মৃতি ক্লান্তি,ସ୍ମୃତି କ୍ଲାନ୍ତ
মূল ব্যাসার্ধ,ମୂଳ ବ୍ୟାସାର୍ଦ୍ଧ |
মূল নিষ্কাশন,ମୂଳ ନିଷ୍କାସନ
"কোর-রেকর্ডিং, ক্রোডন বীজ নিষ্কাশন","କୋର-ରେକର୍ଡିଂ, କ୍ରୋଡନ୍ ବିହନ ନିଷ୍କାସନ |"
মূল ডিভাইস,ମୂଳ ଉପକରଣ
কোরিওলিস ত্বরণ,କୋରିଓଲିସ୍ ତ୍ୱରଣ |
কোরিওলিস পরিবর্তন,କୋରିଓଲିସ୍ ପରିବର୍ତ୍ତନ
করিওলিস প্রভাব,କୋରିଓଲିସ୍ ପ୍ରଭାବ
কোরিওলিস বল,କୋରିଓଲିସ୍ ଫୋର୍ସ |
কোরিওলিস প্যারামিটার,କୋରିଓଲିସ୍ ପାରାମିଟର |
"কর্ক প্রেস, কর্ক প্রেস","କର୍କ ପ୍ରେସ୍, କର୍କ ପ୍ରେସ୍ |"
স্ক্রু নিয়ম,ସ୍କ୍ରୁ ନିୟମ |
"কর্ক-ট্যাক, কর্ক-ট্যাক","କର୍କ-ଟ୍ୟାକ୍, କର୍କ-ଟ୍ୟାକ୍ |"
"কর্ক-ট্যাক, কর্ক-ট্যাক","କର୍କ-ଟ୍ୟାକ୍, କର୍କ-ଟ୍ୟାକ୍ |"
কর্ক টালি,କର୍କ ଟାଇଲ୍ |
"কর্ক স্ক্রু অ্যান্টেনা, কুন্ডলিনী অ্যান্টেনা","କର୍କ ସ୍କ୍ରୁ ଆଣ୍ଟେନା, କୁଣ୍ଡାଲିନି ଆଣ୍ଟେନା |"
কিরীট চিত্রক,କିରିଟ୍ ଚିତ୍ରାକ୍ |
কোণ অনুপ্রবেশ,କୋଣ ଅନୁପ୍ରବେଶ |
কোণার বিস্তারিত,କୋଣ ବିବରଣୀ
অবিচ্ছিন্ন ফ্রিকোয়েন্সি সার্ভো,ବିଚ୍ଛିନ୍ନ ଫ୍ରିକ୍ୱେନ୍ସି ସର୍ଭୋ |
কোণ লাউডস্পীকার,କୋଣ ଲାଉଡ ସ୍ପିକର |
কোণ প্রতিফলক,କୋଣ ପ୍ରତିଫଳକ
কোণ প্রতিফলক অ্যান্টেনা,କୋଣ ପ୍ରତିଫଳକ ଆଣ୍ଟେନା |
কার্নেট,କାର୍ନେଟ୍ |
"কিরিত, করোনা","କିରିଟ୍, କରୋନା"
করোনা অস্ট্রেলিয়া,corona australis
করোনা বোরিয়ালিস,କରୋନା ବୋରାଲିସ୍ |
কিরিট নিমজ্জন,କିରିଟ୍ ବୁଡ ପକାଇବା |
ক্ষতি ক্ষতি,କ୍ଷତି କ୍ଷତି
কিরীটী আগর,କିରିଟି ଅଗର |
পোকা তাড়ানোর ঔষধ,କୀଟନାଶକ
ভোল্টমিটার,ଭୋଲ୍ଟମିଟର |
গ্রিটি তার,ଗ୍ରୀଟି ତାର
গতিশীলভাবে সক্রিয় সৌর শিখা,ଗତିଜ ଭାବରେ ସକ୍ରିୟ ସ ar ର ଅଗ୍ନି |
সুর্যের আগুনের ফুল্কি,ଚିରଟା କ୍ଲାଉଡ୍ ସ ar ର ଅଗ୍ନି |
সুর্যের আগুনের ফুল্কি,ସ ar ର ପ୍ରଜ୍ୱଳନ |
সুর্যের আগুনের ফুল্কি,ସ ar ର ପ୍ରଜ୍ୱଳନ |
দানা,ଗ୍ରାନୁଲ୍ |
কণা বিকিরণ,କଣିକା ବିକିରଣ |
বৃত্তাকার মরীচি,ବାର୍ଷିକ ବିମ୍ |
কণা তত্ত্ব,କଣିକା ସିଦ୍ଧାନ୍ତ |
সংশোধিত,ସଂସୋଧିତ
"সঠিক, সঠিক, সঠিক","ସଠିକ୍, ସଠିକ୍, ସଠିକ୍ |"
সংশোধিত আকৃতির অনুপাত,ସଂଶୋଧିତ ଆସପେକ୍ଟ ଅନୁପାତ |
সংশোধিত Decman,ପରିବର୍ତ୍ତିତ ଡେକମ୍ୟାନ୍ |
"চৌম্বক দিক, চুম্বক উত্তর কোণ","ଚୁମ୍ବକୀୟ ଦିଗ, ଚୁମ୍ବକୀୟ ଉତ୍ତର କୋଣ |"
পরিবর্তিত দৈর্ঘ্য,ପରିବର୍ତ୍ତିତ ଲମ୍ବ |
পরিবর্তিত ঘূর্ণন গতিপথ,ପରିବର୍ତ୍ତିତ ଘୂର୍ଣ୍ଣନ ଗତି
শিখরন কুন্ডলি,ଶିଖରାନ୍ କୁଣ୍ଡଲି |
সংশোধক জাল,ରୂପାନ୍ତରକାରୀ ଜାଲ୍ |
"সংশোধন, সংশোধন","ସଂଶୋଧନ, ସଂଶୋଧନ"
সংশোধন বক্ররেখা,ସଂଶୋଧନ ବକ୍ର
সংশোধক উপাদান,ରୂପାନ୍ତରକାରୀ ଉପାଦାନ |
"সংশোধন গুণক, সংশোধন গুণক","ସଂଶୋଧନ ମଲ୍ଟିପ୍ଲାଏର୍, ସଂଶୋଧନ ମଲ୍ଟିପ୍ଲାଏର୍ |"
সংশোধন করার দক্ষতা,କ skills ଶଳ ସଂଶୋଧନ କରିବା |
রিভিশন স্লিপ,ସଂଶୋଧନ ସ୍ଲିପ୍
রিভিশন পোস্ট,ସଂଶୋଧନ ପୋଷ୍ଟ
পুনর্বিবেচনার সময়কাল,ସଂଶୋଧନ ଅବଧି
সংশোধক ক্রিয়া,ପରିବର୍ତ୍ତକ କ୍ରିୟା
আকৃতি পরিবর্তনকারী জাল,ଆକୃତି ରୂପାନ୍ତରକାରୀ ଜାଲ୍ |
