Bengali,Assamese
বৈদ্যুতিক শক্তি,বৈদ্যুতিক শক্তি
বিদ্যুৎ,বিদ্যুৎ
ইসিজি,ইচিজি
বৈদ্যুতিক ডায়নামো মিটার,বৈদ্যুতিক ডাইনেমো মিটাৰ
ইলেক্ট্রোড,ইলেক্ট্ৰ&#39;ড
ইলেক্ট্রোড বর্তমান,ইলেক্ট্ৰ&#39;ড কাৰেণ্ট
ইলেক্ট্রোলুমিনেসেন্স,ইলেক্ট্ৰ&#39;লুমিনেচেন্স
ইলেক্ট্রোলুমিনেসেন্ট ডিসপ্লে,ইলেক্ট্ৰ&#39;লুমিনেচেণ্ট ডিছপ্লে
গ্যালভানিক বিচ্ছিন্নতা,গেলভানিক পৃথকীকৰণ
ইলেক্ট্রোলাইট,ইলেক্ট্ৰলাইট
তড়িৎ - ধারক,ইলেক্ট্ৰ&#39;লাইটিক কেপাচিটৰ
তড়িৎ - ধারক,ইলেক্ট্ৰ&#39;লাইটিক কেপাচিটৰ
ইলেক্ট্রোম্যাগনেট,বিদ্যুৎচুম্বক
ইলেক্ট্রোম্যাগনেটিক শক্তি,বিদ্যুৎচুম্বকীয় শক্তি
ইলেক্ট্রোম্যাগনেটিক আনয়ন,বিদ্যুৎচুম্বকীয় প্ৰৰোচনা
"ইলেক্ট্রোম্যাগনেটিক ইন্টারফারেন্স, ইএমআই","বিদ্যুৎচুম্বকীয় হস্তক্ষেপ, ইএমআই"
ইলেক্ট্রোম্যাগনেটিক বর্ণালী,বিদ্যুৎচুম্বকীয় বৰ্ণালী
ইলেক্ট্রোম্যাগনেটিক তরঙ্গ,বিদ্যুৎচুম্বকীয় তৰংগ
তড়িৎচুম্বকত্ব,বিদ্যুৎচুম্বকত্ব
ইলেক্ট্রো মেকানিক্যাল ফিল্টার,ইলেক্ট্ৰ&#39; মেকানিকেল ফিল্টাৰ
ইলেক্ট্রোমিটার,ইলেক্ট্ৰ&#39;মিটাৰ
তড়িচ্চালক বল,বিদ্যুৎচালিত বল
ইলেকট্রন,ইলেক্ট্ৰন
ইলেক্ট্রন মরীচি,ইলেক্ট্ৰন ৰশ্মি
ইলেকট্রন চার্জ,ইলেক্ট্ৰন আধান
ইলেকট্রন নির্গমন,ইলেক্ট্ৰন নিৰ্গমন
ইলেকট্রন প্রবাহ,ইলেক্ট্ৰন প্ৰবাহ
ইলেকট্রন গ্যাস,ইলেক্ট্ৰন গেছ
ইলেকট্রন ডিভাইস,ইলেক্ট্ৰন যন্ত্ৰ
ইলেকট্রন গর্ত জোড়া,ইলেক্ট্ৰন ফুটা যোৰ
ইলেকট্রন - অণুবীক্ষণ যন্ত্র,ইলেক্ট্ৰন মাইক্ৰস্কোপ
ইলেকট্রন কক্ষপথ,ইলেক্ট্ৰন কক্ষপথ
ইলেকট্রন শেল,ইলেক্ট্ৰন খোলা
ইলেকট্রন ভোল্ট,ইলেক্ট্ৰন ভল্ট
ইলেক্ট্রন তরঙ্গ নল,ইলেক্ট্ৰন তৰংগ নলী
ইলেকট্রনিক চার্জ,ইলেক্ট্ৰনিক চাৰ্জ
ইলেকট্রনিক ডেটা স্ট্রেস,ইলেক্ট্ৰনিক ডাটা ষ্ট্ৰেছ
ইলেকট্রনিক তথ্য প্রক্রিয়াকরণ,ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং
ইলেকট্রনিক কী,ইলেক্ট্ৰনিক চাবি
ইলেকট্রনিক মেইল (ই-মেইল),ইলেক্ট্ৰনিক মেইল (ই-মেইল)
ইলেকট্রনিক ভর,ইলেক্ট্ৰনিক ভৰ
ইলেকট্রনিক সংখ্যাসূচক,ইলেক্ট্ৰনিক সংখ্যাগত
ইলেকট্রনিক সুইচিং,ইলেক্ট্ৰনিক চুইচিং
ইলেকট্রনিক ভোল্টমিটার,ইলেক্ট্ৰনিক ভল্টমিটাৰ
ইলেকট্রনিকভাবে টিউন করা রিসিভার,ইলেক্ট্ৰনিকভাৱে টিউন কৰা ৰিচিভাৰ
ইলেকট্রনিক্স শিল্প সমিতি,ইলেক্ট্ৰনিকছ উদ্যোগ সংস্থা
ইলেক্ট্রোপ্লেটিং,ইলেক্ট্ৰ&#39;প্লেটিং
ইলেক্ট্রোস্কোপ,ইলেক্ট্ৰস্কোপ
তড়িৎচুম্বকত্ব,বিদ্যুৎচুম্বকত্ব
ইলেক্ট্রোস্ট্যাটিক প্রবাহ,ইলেক্ট্ৰষ্টেটিক ফ্লাক্স
ইলেক্ট্রোস্ট্যাটিক সংরক্ষণকারী,ইলেক্ট্ৰষ্টেটিক সংৰক্ষক
উপাদান,উপাদান
আপগ্রেড,বিকশিত কৰা
অগ্রগতি কোণ,উন্নতিৰ কোণ
উপবৃত্তাকার প্রতিফলক,উপবৃত্তাকাৰ প্ৰতিফলক
উপবৃত্তাকার ফিল্টার,উপবৃত্তাকাৰ ফিল্টাৰ
উপবৃত্তাকার মেরু,উপবৃত্তাকাৰ মেৰু
এমবেডেড সিস্টেম,এম্বেডেড চিস্টেম
অ্যাবসিডিক কোড,abssidic ক&#39;ড
নির্গতকারী,এমিটাৰ
ইমিটার ওরিয়েন্টেশন কনফিগারেশন,এমিটাৰ অৰিয়েণ্টেচন কনফিগাৰেচন
ইমিটার বাইপাস ক্যাপাসিটর,এমিটাৰ বাইপাছ কেপাচিটৰ
নির্গত বৈশিষ্ট্য,নিৰ্গমনকাৰী বৈশিষ্ট্য
ইমিটার যুগল পরিবর্ধক,এমিটাৰ কাপল্ড এম্প্লিফায়াৰ
বিকিরণকারী প্রসারণ,এমিটাৰ প্ৰসাৰণ
ইমিটার ট্রেলিং,এমিটাৰ ট্ৰেইলিং
বিকিরণকারী প্রতিরোধক,এমিটাৰ ৰেজিষ্টৰ
ইমিটার স্থিতিশীল অভিযোজন কনফিগারেশন,এমিটাৰ স্থিতিশীল অৰিয়েণ্টেচন কনফিগাৰেচন
ইমিটার বেস জংশন,এমিটাৰ বেচ জংচন
"emitter যুগল যুক্তি, ECL","এমিটাৰ কাপল্ড লজিক, ইচিএল"
যান্ত্রিক,যান্ত্ৰিক
সক্ষম,সক্ষম কৰা
encapsulation,এনকেপচুলেচন
কোডিত্র,কোদিত্ৰা
জোড়া লাগানো,এনক্ৰিপচন
বৃত্তাকার লাভ,বৃত্তাকাৰ লাভ
রূপান্তর,ৰূপান্তৰ
পদ্ধতিগত,প্ৰণালীবদ্ধ
বৃত্তাকার স্থানচ্যুতি,বৃত্তাকাৰ বিচ্যুতি
অনুদৈর্ঘ্য অ্যান্টেনা,দীৰ্ঘায়িত এন্টেনা
অনুদৈর্ঘ্য অ্যারে,দীৰ্ঘায়িত এৰে
শক্তি,শক্তি
শক্তি বার,শক্তি বাৰ
ব্যান্ড ফাঁক,বেণ্ড গেপ
শক্তি স্তর,শক্তিৰ স্তৰ
শক্তি স্তরের চিত্র,শক্তিৰ স্তৰৰ ডায়েগ্ৰাম
বর্ধিত প্রসারিত ভর স্পেসিফিকেশন,উন্নত প্ৰসাৰিত ভৰ নিৰ্দিষ্টকৰণ
বর্ধিত নিবন্ধ নিবন্ধক,বৃদ্ধি কৰা প্ৰবন্ধ পঞ্জীয়ক
বৃদ্ধি,বৃদ্ধি
বৃদ্ধি প্যাটার্ন,বৃদ্ধিৰ ধৰণ
উন্নত Mosfet,উন্নত Mosfet
এনট্রপি,এণ্ট্ৰপি
খাম demodulator,খাম ডিমডুলেটৰ
পরিবেশ,পৰিৱেশ
"এপিটাক্সি বৃদ্ধি, আরোহী বৃদ্ধি","এপিটেক্সি বৃদ্ধি, আৰোহী বৃদ্ধি"
"epitracheal স্তর, আরোহী স্তর","এপিট্ৰেকিয়াল স্তৰ, আৰোহী স্তৰ"
"epitaxy, overriding","এপিটাক্সি, অভাৰৰাইডিং"
epoxy-ফাইবার গ্লাস স্তর,ইপক্সি-ফাইবাৰ গ্লাছৰ স্তৰ
ইপি-রম,ইপি-ৰম
epsilon,এপ্সিলন
সমতা,সমতা স্থাপন
সমীকরণ সার্কিট,সমতা বৰ্তনী
সমতা,সমতা
সমীকরণ,সমীকৰণ
ইকুয়ালাইজার ফিল্টার,ইকুৱেলাইজাৰ ফিল্টাৰ
সমীকরণটি,সমীকৰণটো
নিরক্ষীয় সমতল,বিষুৱীয় সমতল
আইসোপোটেনশিয়াল লাইন,সমবিভৱ ৰেখা
সমতুল্য পৃষ্ঠা,সমবিভৱ পৃষ্ঠা
সমতুল্য সার্কিট,সমতুল্য বৰ্তনী
সমতুল্য ইনপুট নয়েজ জেনারেটর,সমতুল্য ইনপুট শব্দ জেনেৰেটৰ
সমতুল্য ইনপুট শব্দ প্রতিরোধের,সমতুল্য ইনপুট শব্দ প্ৰতিৰোধ ক্ষমতা
সমতুল্য আইসোটোপিক বিকিরণ শক্তি,সমতুল্য সমস্থানিক বিকিৰণ শক্তি
মুছে ফেলা,বিলোপ
শক্তি প্রক্রিয়া,শক্তি প্ৰক্ৰিয়া
ত্রুটি নিয়ন্ত্রণ কোডিং,ত্ৰুটি নিয়ন্ত্ৰণ ক&#39;ডিং
ত্রুটি সংশোধন কোড,ভুল সংশোধন ক&#39;ড
ত্রুটি সনাক্তকরণ কোড,ভুল ধৰা পেলোৱা ক&#39;ড
শিল্প খাত,ভুল নিয়ন্ত্ৰণ
ত্রুটি হার,ভুলৰ হাৰ
ত্রুটি ভোল্টেজ,ভুল ভল্টেজ
ত্রুটি পরিবর্ধক,ভুল পৰিবৰ্ধক
ইসাকি ডায়োড,isaki ডাইঅ&#39;ড
এচিং,এচিং
ইথারনেট,ইথাৰনেট
অয়লারের উপপাদ্য,অইলাৰৰ উপপাদ্য
প্রশস্ততা হ্রাস মোড,প্ৰসাৰণ হ্ৰাস ধৰণ
বাষ্পীভবন প্রক্রিয়া,বাষ্পীভৱন প্ৰক্ৰিয়া
ই-ভেক্টর,ই-ভেক্টৰ
সমতা,সমতা
ব্যতিক্রম হ্যান্ডলিং,ব্যতিক্ৰম নিয়ন্ত্ৰণ
অতিরিক্ত শব্দ অনুপাত,অতিৰিক্ত শব্দ অনুপাত
ট্রিপল কোড,ট্ৰিপল ক&#39;ড
উদ্দীপনা টেবিল,উদ্দীপনা টেবুল
ইকো XOR গেট,echo XOR গেট
এক্সিকিউশন সফটওয়্যার,এক্সিকিউচন চফ্টৱেৰ
মৃত্যুদন্ড সরানো,নিষ্পাদন পদক্ষেপ
সঞ্চালনের সময়,নিষ্পাদন সময়
এক্সক্লুসিভ নর গেট,একচেটিয়া ন&#39;ৰ গেট
সম্প্রচারক,সম্প্ৰচাৰক
সূচকীয় ক্ষয়,ঘাতীয় ক্ষয়
সূচকীয় ডায়োড,ঘাতীয় ডাইঅ&#39;ড
সূচকীয় ফুরিয়ার সিরিজ,ঘাতীয় ফুৰিয়েৰ শৃংখলা
ব্যাখ্যামূলক কাজ,ঘাতীয় ফলন
বাহ্যিক ফ্রিকোয়েন্সি প্রতিরোধের,বাহ্যিক কম্পাঙ্ক ৰেজিষ্টেন্স
খুব উচ্চ ফ্রিকোয়েন্সি,অতি উচ্চ কম্পাঙ্ক
উচ্চ সম্ভাবনা,উচ্চ সম্ভাৱনা
খুব সংক্ষিপ্ত ফ্রিকোয়েন্সি,অতি কম কম্পাঙ্ক
দুর্ভেদ্য অর্ধপরিবাহী,অভেদ্য অৰ্ধপৰিবাহী
খোলা ফাইল,ফাইলটো খোলক
সেমিকন্ডাক্টর ফ্যাব্রিকেশন,অৰ্ধপৰিবাহী নিৰ্মাণ
ফ্যাব্রি পারো রেজোনেটর,fabri পেরো অনুনাদক
প্যানেল,পেনেল
গুণক,বহুগুণক
ফ্যাক্টোরিয়াল,ফেক্টৰিয়েল
lacunae,lacunae
ক্ষয়,ক্ষীণকৰণ
ক্ষয়,ক্ষীণকৰণ
ফাহি একতরফা ব্যাপ্তিযোগ্যতা পরিমাপক,ফাহি একপক্ষীয় পাৰ্যমান্যতা জোখা
ব্যর্থতা,বিফল হোৱা
ব্যর্থ মোড,বিফল ধৰণ
ব্যর্থতার হার,বিফলতাৰ হাৰ
ফেয়ার চাইল্ড সেমিকন্ডাক্টর,ফেয়াৰ চাইল্ড অৰ্ধপৰিবাহী
পতনের সময়কাল,পতনৰ সময়
পাতি কালাদ কোর,পাতি কালাদ কোৰ
প্যাট কোর,পেট কোৰ
পতন,পতন হোৱা
মিথ্যা,মিছা
ভাঁজ করা কাগজ,ভাঁজ কৰা কাগজ
ইনপুট,ইনপুট
সংস্করণ সংখ্যা,ইছ্যু নম্বৰ
ফরাদ,ফাৰাড
ফ্যারাডে প্রভাব,ফাৰাডে ইফেক্ট
ফ্যারাডে ঘূর্ণন,ফাৰাডে ঘূৰণ
ফ্যারাডে পর্দা,faraday স্ক্ৰীণ
ফ্যারাডে ধ্রুবক,faraday ধ্ৰুৱক
ফ্যারাডে এর আইন,ফেৰাডেৰ আইন
প্রতিরূপ,প্ৰতিৰূপ
প্রতিরূপ রিসিভার,প্ৰতিলিপি গ্ৰাহক
প্রতিরূপ যোগাযোগকারী,প্ৰতিলিপি যোগাযোগকাৰী
প্রতিরূপ,প্ৰতিৰূপ
প্রতিলিপি সংকেত,প্ৰতিলিপি সংকেত
ধারালো কোর,চোকা কোৰ
দ্রুত ফোরিয়ার রূপান্তর,দ্ৰুত fourier ৰূপান্তৰ
জাহাজের রসিদ দিনকারি,জাহাজৰ ৰচিদ দিনকাৰি
ফাইল বরাদ্দের সময়সূচী,ফাইল আবণ্টনৰ সময়সূচী
মারাত্মক ত্রুটি,মাৰাত্মক ভুল
মূল ফাইল,মূল নথিপত্ৰ
ইনপুট,ইনপুট
"দোষ, দোষ","দোষ, দোষ"
দোষ বিশ্লেষণ,দোষ বিশ্লেষণ
ফল্ট রেটিং,দোষ ৰেটিং
দোষ স্থানীয়করণ,দোষ স্থানীয়কৰণ
দোষ স্থানীয় সেতু,দোষ স্থানীয় দলং
ফল্ট ফিল্টার টগল,দোষ ফিল্টাৰ টগল কৰক
পতন সহনশীলতা,পতন সহনশীলতা
ফ্যানোর অ্যালগরিদম,ফানোৰ এলগৰিদম
সংস্করণ সংখ্যা,ইছ্যু নম্বৰ
ইস্যু নম্বর গাছ,ইছ্যু নম্বৰ গছ
ফ্যাক্স,ফেক্স
ফাইল সংমিশ্রণ,ফাইলৰ সংমিশ্ৰণ
F সংযোগকারী,F সংযোগকাৰী
ফ্রিকোয়েন্সি বিভাগ মাল্টিপ্লেক্সার,কম্পাঙ্ক বিভাজন মাল্টিপ্লেক্সাৰ
FEC কোড,এফ ই চি ক&#39;ড
ফেডারেল কমিউনিকেশনস কমিশন,ফেডাৰেল কমিউনিকেচন কমিছন
পুনঃবিনিয়োগ লুপ লাভ,পুনৰ বিনিয়োগ লুপ লাভ
ক্ষয়প্রাপ্ত চৌম্বকীয় উপাদান,ক্ষীণ কৰা চুম্বকীয় পদাৰ্থ
ইনপুট,ইনপুট
পুনঃবিনিয়োগ ফলন,পুনৰ বিনিয়োগৰ উৎপাদন
ভরণপোষণ ক্ষতি,জীৱিকাৰ ক্ষতি
পুনঃবিনিয়োগ,পুনৰ বিনিয়োগ
পুনঃবিনিয়োগ পরিবর্ধক,পুনৰ বিনিয়োগ এম্প্লিফায়াৰ
পুনঃপ্রবর্তন বিকৃতি,পুনৰ প্ৰৱৰ্তন বিকৃতি
পুনর্বিনিয়োগ ব্লক চিত্র,পুনৰ বিনিয়োগ ব্লক ডায়াগ্ৰাম
পুনঃবিনিয়োগ স্ট্রীম চিত্র,পুনৰ বিনিয়োগৰ ধাৰা ডায়েগ্ৰাম
পুনঃস্থাপন লুপ,পুনৰুদ্ধাৰ লুপ
পুনঃবিনিয়োগ অসিলেটর,পুনৰ বিনিয়োগ দোলক
পুনঃবিনিয়োগের দৌড়,পুনৰ বিনিয়োগৰ দৌৰ
পুনর্বিনিয়োগ স্থানচ্যুতি নিবন্ধন,পুনৰ বিনিয়োগ স্থানচ্যুতি পঞ্জীয়ন
পুনঃবিনিয়োগ নীতির চিত্র,পুনৰ বিনিয়োগ নীতিৰ ডায়েগ্ৰাম
পুনঃপ্রবর্তন ভোল্টেজ ডায়াগ্রাম,পুনৰ প্ৰৱৰ্তন ভল্টেজ ডায়াগ্ৰাম
ফার্মি স্তর,ফাৰ্মি স্তৰ
ফেরিক প্রবর্তক,ফেৰিক ইণ্ডাক্টৰ
ফেরাইট,ফেৰাইট
ফেরাইট অ্যান্টেনা,ফেৰাইট এন্টেনা
ফেরাইট আগাছা,ফেৰাইট অপতৃণ
ফেরাইট স্পিনার,ফেৰাইট স্পিনাৰ
ফেরাইট বিভাজক,ফেৰাইট বিভাজক
ফেরাইট লাইন এক্সটেনশন,ফেৰাইট লাইন সম্প্ৰসাৰণ
ফেরাইট-কোর ট্রান্সফরমার,ফেৰাইট-কোৰ ট্ৰেন্সফৰ্মাৰ
ফেরো ক্রোম টেপ,ferro ক্ৰম টেপ
ফেরোম্যাগনেটিজম,ফেৰ&#39;মেগনেটিজম
ভাগ্য,ভাগ্য
ফিল্ড ইফেক্ট ট্রানজিস্টর (FET),ফিল্ড ইফেক্ট ট্ৰেঞ্জিষ্টৰ (FET)
ফ্যাট বুস্টার,ফেট বুষ্টাৰ
fret পরিপূরক প্রতিসাম্য,fret পৰিপূৰক প্ৰতিসমতা
চর্বি হ্রাস মোড,চৰ্বি হ্ৰাসৰ ধৰণ
"ভাগ্য দ্বৈত দরজা, দ্বৈত দরজা","ভাগ্য দ্বৈততা গেট, দ্বৈততা গেট"
চর্বি বৃদ্ধি মোড,চৰ্বি বৃদ্ধিৰ ধৰণ
fret ফ্রিকোয়েন্সি প্রতিক্রিয়া,&#39;ফ্ৰেট ফ্ৰিকুৱেন্সি ৰেচপন্স&#39;
ফ্যাট গ্রাফিক বিশ্লেষণ,চৰ্বি গ্ৰাফিক বিশ্লেষণ
ভাগ্য বিনিয়োগ নিরাপত্তা,FATE বিনিয়োগৰ সুৰক্ষা
চর্বি বিপরীত,চৰ্বি ওলোটা
ভাগ্য চুক্তি,ভাগ্য চুক্তি
চর্বি mosfet,চৰ্বিযুক্ত mosfet
চর্বি পরিবাহিতা,চৰ্বিৰ পৰিবাহীতা
ঘুমের সময়,টোপনিৰ সময়
ফাইল আমদানি,ফাইল আমদানি
ফাইবার,আঁহ
ফাইবার সংযোগকারী,ফাইবাৰ সংযোগকাৰী
ফাইবার বন্টিত ডেটা ইন্টারফেস,ফাইবাৰ বিতৰণ কৰা তথ্য আন্তঃপৃষ্ঠ
ফাইবার গ্লাস,ফাইবাৰ গ্লাছ
ফাইবার অপটিক লিঙ্ক,ফাইবাৰ অপটিক লিংক
ফাইবার অপটিক্স ট্রান্সমিশন উইন্ডো,ফাইবাৰ অপটিক্স ট্ৰেন্সমিছন উইণ্ড&#39;
ফাইবার আলো আবিষ্কারক,ফাইবাৰ লাইট ডিটেক্টৰ
ফাইবার বন্ধন,ফাইবাৰ বণ্ডিং
ফিবোনাচি সংখ্যা,ফিবোনাচি সংখ্যা
ভার্চুয়াল নয়েজ জেনারেটর,ভাৰ্চুৱেল শব্দ উৎপাদক
প্রাপকের বিশ্বস্ততা,গ্ৰাহকৰ নিষ্ঠা
জালিয়াতি,জালিয়াতি
এলাকা সাহায্যপ্রাপ্ত,এলেকা সহায়ক
ফিল্ড ইফেক্ট ডিভাইস,ফিল্ড ইফেক্ট ডিভাইচ
ক্ষেত্র প্রভাব সুইচ,ফিল্ড ইফেক্ট চুইচ
ক্ষেত্র কার্যকর ট্রানজিস্টর,ফিল্ড ইফেক্টিভ ট্ৰেঞ্জিষ্টৰ
ক্ষেত্র নির্গমন,ক্ষেত্ৰ নিৰ্গমন
সীসা শরীর,সীহৰ শৰীৰ
ক্ষেত্রের ফ্রিকোয়েন্সি,ফিল্ড ফ্ৰিকুৱেন্সি
ক্ষেত্রের তীব্রতা,ক্ষেত্ৰৰ তীব্ৰতা
ফিল্ড প্রোগ্রাম লজিক অ্যারে,ফিল্ড প্ৰগ্ৰেম লজিক এৰে
ক্ষেত্র পরীক্ষা,ক্ষেত্ৰ পৰীক্ষা
ক্ষেত্র বাতিল,ফিল্ড বাতিল কৰা
ফিফো মেমরি,FIFO মেমৰি
দক্ষতা সূচক,দক্ষতা সূচকাংক
ফাইল,ফাইল
ফাইল ফিলার,ফাইল ভৰোৱা
ফাইল কমান্ড,file কমাণ্ড
ফাইল সার্ভার,নথিপত্ৰ চাৰ্ভাৰ
স্তর ক্যাপাসিটর,স্তৰৰ কেপাচিটৰ
স্তর প্রতিরোধক,স্তৰৰ ৰেজিষ্টৰ
ছাঁকনি,ফিল্টাৰ
ফিল্টার বৈশিষ্ট্য,ফিল্টাৰৰ বৈশিষ্ট্যসমূহ
ফিল্টার সার্কিট,ফিল্টাৰ বৰ্তনী
সংগ্রহ,সংগ্ৰহ
ফিল্টার ডিজাইন,ফিল্টাৰ ডিজাইন
যোগাযোগ তথ্য,যোগাযোগ তথ্য
ফিল্টার পদ্ধতি,ফিল্টাৰ পদ্ধতি
ফিল্টার পুনর্গঠন,ফিল্টাৰ পুনৰ্গঠন
চূড়ান্ত সমাবেশ,চূড়ান্ত একত্ৰীকৰণ
আঙুলের ছাপ,আঙুলিৰ ছাপ
সীমাবদ্ধ আবেগপূর্ণ রিপোর্টিং ফিল্টার,সসীম আৱেগিক প্ৰতিবেদন ফিল্টাৰ
সীমাবদ্ধ পরামিতি,সসীম প্ৰাচল
সসীম রাষ্ট্র মেশিন,সসীম অৱস্থাৰ যন্ত্ৰ
ফায়ারিং কোণ,ফায়াৰিং এংগেল
ফার্মওয়্যার,ফাৰ্মৱেৰ
প্রথম চিত্র শব্দ,প্ৰথম চিত্ৰ শব্দ
প্রথম আদেশ প্রশ,প্ৰথম ক্ৰমৰ প্ৰাচ
ফিশার লুপ পরীক্ষা,ফিচাৰ লুপ পৰীক্ষা
ধ্রুবক,নেৰানেপেৰা
স্থায়ী attenuator,ফিক্সড এটেনুৱেটৰ
স্থির অভিযোজন,ফিক্সড অৰিয়েণ্টেচন
স্থির ক্যালকুলেটর,ফিক্সড কেলকুলেটৰ
নির্দিষ্ট এলাকা,নিৰ্দিষ্ট এলেকা
অ্যাসাইনমেন্ট মেশিন,এচাইনমেণ্ট মেচিন
নির্দিষ্ট সময় নিয়ামক,নিৰ্দিষ্ট সময় নিয়ন্ত্ৰক
পতাকা,পতাকা
ফ্ল্যাঞ্জ,ফ্লেংগ
ফ্ল্যাপ অ্যাটেনুয়েটর,ফ্লেপ এটেনুৱেটৰ
আভা,flamboyant
উজ্জ্বলতা রূপান্তরকারী,উজ্জ্বলতা ৰূপান্তৰক
flamboyant,উজ্জ্বলতা
সমতল মেঝে স্ক্যানিং,ফ্লেট ফ্ল&#39;ৰ স্কেনিং
সমতল কুণ্ডলী,সমতল কুণ্ডলী
ফ্ল্যাট ফাইল,ফ্লেট ফাইল
সমতল ফিল্টার,ফ্লেট ফিল্টাৰ
ফ্ল্যাট প্যাক,ফ্লেট পেক
সমতল পটি তারের,সমতল ফিতা কেবল
সমতল শীর্ষ নমুনা,ফ্লেট টপ নমুনা সংগ্ৰহ
F-স্তর,F-স্তৰ
F-স্তর আয়নোস্ফিয়ার,F-স্তৰীয় আয়নমণ্ডল
ফ্লেমিং,ফ্লেমিং
ফ্লেমিং এবং ক্লিনটনের বিচ্যুতি পদ্ধতি,ফ্লেমিং আৰু ক্লিণ্টন ডাইভাৰ্জেন্স মেথড
ফ্লাটার,flutter
ফ্লটার আওয়াজ,flutter শব্দ
ফ্লটার ফটোমিটার,ফ্লাটাৰ ফটোমিটাৰ
ফ্লিপ ফ্লপ,ফ্লিপ ফ্লপ
ফ্লিপ ফ্লপ অ্যাসিঙ্ক্রোনাস বিনিয়োগ,ফ্লিপ ফ্লপ এচিনক্ৰ&#39;নাছ বিনিয়োগ
ফ্লিপ ফ্লপ বৈশিষ্ট্য,ফ্লিপ ফ্লপৰ বৈশিষ্ট্যসমূহ
ফ্লিপ ফ্লপ কল সংকেত,ফ্লিপ ফ্লপ কল সংকেত
ফ্লিপ ফ্লপ টাইমলাইন,ফ্লিপ ফ্লপ টাইমলাইন
ফ্লিপ ফ্লপ কোর-ট্রিগারড,ফ্লিপ ফ্লপ কোৰ-ট্ৰিগাৰ কৰা হৈছে
ফ্লিপ ফ্লপ জে কে ট্রিগার,ফ্লিপ ফ্লপ jK ট্ৰিগাৰ
ফ্লিপ ফ্লপ ল্যাচ,ফ্লিপ ফ্লপ লেচ
ফ্লিপ ফ্লপ মাস্টার-দাস,ফ্লিপ ফ্লপ মাষ্টাৰ-স্লেভ
ফ্লিপ ফ্লপ RS,ফ্লিপ ফ্লপ আৰ এছ
ফ্লিপ ফ্লপ স্টার্টআপ রিস্টার্ট সেট রিসেট (SR),ফ্লিপ ফ্লপ আৰম্ভ পুনৰাৰম্ভ সেট পুনৰায় সেট কৰক (SR)
ফ্লিপ ফ্লপ সিঙ্ক্রোনাস বিনিয়োগ,ফ্লিপ ফ্লপ সমকালীন বিনিয়োগ
ফ্লোটেশন চার্জ,ভাসমান চাৰ্জ
ভাসা গঠন,ভাসমান গঠন
ভাসমান গেট,ভাসমান গেট
অপসারণ,বিনিয়োগ
সংযোগহীন লোড,অসংযুক্ত লোড
সম্পর্কহীন উৎস,অসম্পৰ্কীয় উৎস
সম্পূর্ণ আলোকসজ্জা,সম্পূৰ্ণ আলোকসজ্জা
ফ্লপি,ফ্লপি
ফ্লপি ডিস্ক,ফ্লপি ডিস্ক
প্রবাহ,প্ৰবাহ
ফ্লো চার্ট,ফ্ল&#39; চাৰ্ট
গ্রেডিয়েন্ট ডায়াগ্রাম,গ্ৰেডিয়েন্ট ডায়াগ্ৰাম
প্রবাহ দিক,প্ৰবাহৰ দিশ
প্রবাহ লাইন,প্ৰবাহ ৰেখা
ফ্লোমিটার,ফ্ল&#39;মিটাৰ
FLT U2 ফিল্টার,FLT U2 ফিল্টাৰ
বহুবচন ক্ষয় উপপাদ্য,বহুবচন ক্ষয় উপপাদ্য
তরল ঘর্ষণ স্যাঁতসেঁতে,তৰল ঘৰ্ষণ ডেম্পিং
তরল মেঝে,তৰল মজিয়া
ফ্লুরোসেন্স ইফেক্ট টিউব,ফ্লু&#39;ৰেচেন্স ইফেক্ট টিউব
ফ্লুরোসেন্ট,ফ্লু&#39;ৰেচেণ্ট
ফ্লাটার,flutter
প্রবাহ ঘনত্ব,ফ্লাক্স ঘনত্ব
ফ্লাক্স ডোর ম্যাগনেটোমিটার,ফ্লাক্স দুৱাৰৰ চুম্বকমাপক
ফ্লাক্স বাঁধাই,ফ্লাক্স বাইণ্ডিং
"ফ্লাক্স মিটার, ফ্লাক্স মিটার","ফ্লাক্স মিটাৰ, ফ্লাক্স মিটাৰ"
ফ্লাক্স সোল্ডার,ফ্লাক্স ছল্ডাৰ
পাল্টা আঘাত,কাউণ্টাৰ ইনজুৰি
প্রতিক্রিয়া উচ্চ ভোল্টেজ,ৰিয়েক্টেন্স উচ্চ ভল্টেজ
কাউন্টারকারেন্ট ট্রান্সফরমার,কাউণ্টাৰকাৰেণ্ট ট্ৰেন্সফৰ্মাৰ
আহরণ প্রভাব,সঞ্চয় প্ৰভাৱ
ফ্রিকোয়েন্সি মডুলেশন ডিজিটাল ডিটেক্টর,ফ্ৰিকুৱেন্সি মডুলেচন ডিজিটেল ডিটেক্টৰ
ফ্রিকোয়েন্সি মড্যুলেশন পিক ডিটেক্টর,ফ্ৰিকুৱেন্সি মডুলেচন পিক ডিটেক্টৰ
এনভেলপড মডুলেশন আর্ট অ্যাডড লুপ ডিটেক্টর,আৱৰণযুক্ত মডুলেচন কলা যোগ কৰা হৈছে লুপ ডিটেক্টৰ
