Tamil,Kannada
கியூரி,ಕ್ಯೂರಿ
ஓடை,ಸ್ಟ್ರೀಮ್
சிறுபான்மை நீரோடை,ಸ್ಟ್ರೀಮ್ನ ಅಲ್ಪಸಂಖ್ಯಾತ
விநியோகம்,ವಿತರಣೆ
வளைவு,ವಕ್ರತೆ
வளைவு வளைவு கோடு,ಕರ್ವ್ ಕರ್ವ್ ಲೈನ್
வளைந்த,ಬಾಗಿದ
வளைவு பட்டை,ಕರ್ವ್ ಬಾರ್
வளைந்த பக்கம்,ಬಾಗಿದ ಪುಟ
வளர்ச்சி வளைவு,ಬೆಳವಣಿಗೆಯ ರೇಖೆ
வளைவு,ವಕ್ರರೇಖೆಯ
"துளைப்பான், வெட்டுதல்","ರಂದ್ರ, ಕತ್ತರಿಸುವುದು"
இறுதி மண்டலம்,ಅಂತಿಮ ವಲಯ
இறுதி அதிர்வெண்,ಅಂತಿಮ ಆವರ್ತನ
இறுதி புள்ளி,ಅಂತಿಮ ಬಿಂದು
முனைய புள்ளி வேகம்,ಟರ್ಮಿನಲ್ ಪಾಯಿಂಟ್ ವೇಗ
முனைய மின்னழுத்தம்,ಟರ್ಮಿನಲ್ ವೋಲ್ಟೇಜ್
"நிகழ்த்துபவர், நிகழ்த்துபவர்","ಪ್ರದರ್ಶಕ, ಪ್ರದರ್ಶಕ"
சைபர்நெடிக்ஸ்,ಸೈಬರ್ನೆಟಿಕ್ಸ್
"சுழற்சி, சுழற்சி, சுழற்சி","ಸೈಕಲ್, ಸೈಕಲ್, ಸೈಕಲ್"
வினாடிக்கு சுழற்சிகள்,ಪ್ರತಿ ಸೆಕೆಂಡಿಗೆ ಚಕ್ರಗಳು
"சுழற்சி, சுழற்சி","ಆವರ್ತಕ, ಆವರ್ತಕ"
சுழல்,ಸ್ಪಿನ್
சுழற்சி ஊசல்,ಆವರ್ತಕ ಲೋಲಕ
சைக்ளோட்ரான்,ಸೈಕ್ಲೋಟ್ರಾನ್
சைக்ளோட்ரான் அதிர்வெண்,ಸೈಕ್ಲೋಟ್ರಾನ್ ಆವರ್ತನ
"உருளை, உருளை","ಸಿಲಿಂಡರ್, ಸಿಲಿಂಡರ್"
"உருளை, உருளை வடிவம், உருளை, உருளை","ಸಿಲಿಂಡರಾಕಾರದ, ಸಿಲಿಂಡರ್ ಆಕಾರ, ಸಿಲಿಂಡರ್, ಸಿಲಿಂಡರ್"
சிலிண்டர் ஹார்மோனிக்,ಸಿಲಿಂಡರ್ ಹಾರ್ಮೋನಿಕ್
ஈரப்படுத்தப்பட்டது,ತೇವಗೊಳಿಸಲಾಗಿದೆ
damped எளிய ஹார்மோனிக் அலைவு,ಸರಳ ಹಾರ್ಮೋನಿಕ್ ಆಂದೋಲನವನ್ನು ತೇವಗೊಳಿಸಿತು
தணிப்பு,ಡ್ಯಾಂಪರ್
டேனியல் செல்,ಡೇನಿಯಲ್ ಸೆಲ್
இருள்,ಕತ್ತಲು
"நன்கொடை வளங்கள், துணை வளங்கள், நம்பிக்கை வளங்கள்","ದೇಣಿಗೆ ಸಂಪನ್ಮೂಲಗಳು, ಅಧೀನ ಸಂಪನ್ಮೂಲಗಳು, ಟ್ರಸ್ಟ್ ಸಂಪನ್ಮೂಲಗಳು"
"சிதைவு உற்பத்தியாளர், பால் உற்பத்தி, பெற்றோர், சந்ததி","ವಿಘಟನೆ ಉತ್ಪಾದಕ, ಹಾಲು ಉತ್ಪಾದನೆ, ಪೋಷಕ, ಸಂತತಿ"
டேவிசன் சூடான பரிசோதனை,ಡೇವಿಸನ್ ಬಿಸಿ ಪ್ರಯೋಗ
டி.சி. (ஆணை),D.C. (ನಿರ್ದೇಶನ)
செயலற்ற பகுதி,ನಿಷ್ಕ್ರಿಯ ಭಾಗ
அமைதியான இடம்,ಮೂಕ ತಾಣ
டி பிராக்லி அலைநீளம்,ಡಿ ಬ್ರಾಗ್ಲಿ ತರಂಗಾಂತರ
Debye பண்பு வெப்பநிலை,ಡಿಬೈ ಗುಣಲಕ್ಷಣದ ತಾಪಮಾನ
"Debye நீளம், Debye தூரம்","ಡೆಬೈ ಉದ್ದ, ಡೆಬೈ ದೂರ"
கடன்-இடைவெளி,ಸಾಲ-ವಿರಾಮ
சிதைவு,ಕೊಳೆತ
சிதைவு குறியீடு,ಕೊಳೆತ ಸೂಚ್ಯಂಕ
நீர்த்த,ದುರ್ಬಲಗೊಳಿಸುವ
தடு,ಹಿಂದುಳಿದ
இடைநிறுத்த நேரம்,ವಿರಾಮ ಸಮಯ
டெசிபல்,ಡೆಸಿಬಲ್
டெசிபிலோமீட்டர்,ಡೆಸಿಬೆಲೋಮೀಟರ್
"தசம, தசம","ದಶಮಾಂಶ, ದಶಮಾಂಶ"
வகைப்பாடு,ವರ್ಗೀಕರಣ
"எழுச்சி, புரட்சி, முயற்சி, சரிவு","ಕ್ರಾಂತಿ, ಕ್ರಾಂತಿ, ಕೈಗೊಳ್ಳುವಿಕೆ, ಅವನತಿ"
ஐசோமெட்ரிக் வட்டம்,ಸಮಮಾಪನ ವೃತ್ತ
குறிவிலக்கி,ಡಿಕೋಡರ್
"சிதைவு, கரைதல்","ವಿಘಟನೆ, ವಿಸರ್ಜನೆ"
டிகம்பரஷ்ஷன்,ಡಿಕಂಪ್ರೆಷನ್
தூய்மைப்படுத்துதல்,ನಿರ್ಮಲೀಕರಣ
அலங்காரம்,ಅಲಂಕರಣ
இணைத்தல்,ಸಂಯೋಗ
செயல்பாடு குறைகிறது,ಕ್ಷೀಣಿಸುವ ಕಾರ್ಯ
வானிலை,ಹವಾಮಾನ
மீறல்,ಉಲ್ಲಂಘನೆ
அடித்தளம்,ಸಬ್ಫ್ಲೋರ್
ஆழமான இடம்,ಆಳವಾದ ಜಾಗ
வழித்தோன்றல்,ವ್ಯುತ್ಪತ್ತಿ
"குறைபாடு, பிழை, சேதம், குறைபாடு","ದೋಷ, ದೋಷ, ಹಾನಿ, ಕೊರತೆ"
தவறான,ತಪ್ಪು
நோய் எதிர்ப்பு சக்தி,ವಿನಾಯಿತಿ
வரம்பு கதவு,ಮಿತಿ ಬಾಗಿಲು
"வரையறை, தெளிவு","ವ್ಯಾಖ್ಯಾನ, ಸ್ಪಷ್ಟತೆ"
திசைதிருப்ப,ತಿರುಗಿಸು
deflector,ಡಿಫ್ಲೆಕ್ಟರ್
"விலகல், விலகல்","ವಿಚಲನ, ವಿಚಲನ"
திசை திருப்பும் கவனம்,ವಿಚಲನ ಗಮನ
விலகல்-இரட்டை கண்ணாடி,ವಿಚಲನ-ಡಬಲ್ ಕನ್ನಡಿ
விலகல் மண்டலம்,ವಿಚಲನ ವಲಯ
ஈர்ப்பு-பாதிக்கப்பட்ட விலகல்,ಗುರುತ್ವಾಕರ್ಷಣೆ-ಬಾಧಿತ ವಿಚಲನ
சுருக்க தட்டுகள்,ಸಂಕ್ಷೇಪಣ ಫಲಕಗಳು
கவனம்,ಗಮನ
சிதைவு,ವಿರೂಪತೆ
"சிதைவு, சிதைவு","ವಿರೂಪ, ವಿರೂಪ"
விகாசன்,ವಿಗಾಸನ್
"அநாகரிகம், துஷ்பிரயோகம்","ದುರಾಚಾರ, ದುರಾಚಾರ"
"தீட்டுப்படுத்தப்பட வேண்டும் (ver.), தாழ்த்தப்பட்ட (n.), தாழ்த்தப்பட்ட (v.)","ಅಪವಿತ್ರವಾಗಲು (ver.), ಕೆಳಮಟ್ಟಕ್ಕೆ (n.), ಕೆಳಮಟ್ಟಕ್ಕೆ (v.)"
கழிவு வாயு,ತ್ಯಾಜ್ಯ ಅನಿಲ
"aberration, aphasia, deprivation, deprivation","ವಿಪಥನ, ಅಫೇಸಿಯಾ, ಅಭಾವ, ಅಭಾವ"
மகிழ்ச்சியளிக்கிறது,ಸಂತಸದಾಯಕ
"பட்டம், பட்டம், அளவு, பட்டம், பட்டம், அளவு, எண்","ಪದವಿ, ಪದವಿ, ಪ್ರಮಾಣ, ಪದವಿ, ಪದವಿ, ಪ್ರಮಾಣ, ಅಂಶ"
செறிவு-தொகுதி,ಏಕಾಗ್ರತೆ-ಪರಿಮಾಣ
விலகல் அளவு,ವಿಘಟನೆಯ ಪ್ರಮಾಣ
சுதந்திரம் பட்டம். சுதந்திரம் பட்டம்,ಸ್ವಾತಂತ್ರ್ಯದ ಪದವಿ. ಸ್ವಾತಂತ್ರ್ಯದ ಪದವಿ
அயனியாக்கம் அளவு,ಅಯಾನೀಕರಣದ ಪ್ರಮಾಣ
துருவமுனைப்பு அளவு,ಧ್ರುವೀಕರಣದ ಪ್ರಮಾಣ
துல்லியத்தின் அளவு,ನಿಖರತೆಯ ಪ್ರಮಾಣ
ஈரப்பதம் நீக்குதல்,dehumidification
டீயோனைசேஷன்,ಅಯಾನೀಕರಣ
தாமதம்,ವಿಳಂಬ
தாமதமாக,ತಡವಾಗಿ
உள்ளூர்மயமாக்கல்,ಸ್ಥಳೀಕರಣ
டெல்டா செயல்பாடு,ಡೆಲ್ಟಾ ಕಾರ್ಯ
demagnetization,ಡಿಮ್ಯಾಗ್ನೆಟೈಸೇಶನ್
demagnetized வளைவு,ಡಿಮ್ಯಾಗ್ನೆಟೈಸ್ಡ್ ಕರ್ವ್
காந்தமாக்கி,ಡಿಮ್ಯಾಗ್ನೆಟೈಸರ್
டிமாடுலேஷன்,ಡಿಮೋಡ್ಯುಲೇಶನ್
அடர்த்தியான நெரிசல்,ದಟ್ಟವಾದ ದಟ್ಟಣೆ
அடர்த்தி அளவுகோல்,ಸಾಂದ್ರತೆ ಮಾಪಕ
"அடர்த்தி, அடர்த்தி","ಸಾಂದ್ರತೆ, ಸಾಂದ್ರತೆ"
தேய்மான நிலை,ಸವಕಳಿ ಮಟ್ಟ
குறைப்பு மண்டலம்,ಸವಕಳಿ ವಲಯ
depolarization,ಡಿಪೋಲರೈಸೇಶನ್
துருவப்படுத்தப்பட்டது,ಡಿಪೋಲರೈಸ್ಡ್
டிபோலரைசர்,ಡಿಪೋಲರೈಸರ್
"புலத்தின் ஆழம், புலத்தின் தீவிரம்","ಕ್ಷೇತ್ರದ ಆಳ, ಕ್ಷೇತ್ರದ ತೀವ್ರತೆ"
"பெறப்பட்ட போலரோகிராம், பெறப்பட்ட போலரோகிராம்","ಪಡೆದ ಪೋಲರೋಗ್ರಾಮ್, ಪಡೆದ ಪೋಲರೋಗ್ರಾಮ್"
பெறப்பட்டது,ಪಡೆಯಲಾಗಿದೆ
"இறங்குதல், இறங்குதல்","ಅವರೋಹಣ, ಅವರೋಹಣ"
"இறங்குதல், இறங்குதல்","ಅವರೋಹಣ, ಅವರೋಹಣ"
"விவரிக்க, கட்ட, வரைய","ವಿವರಿಸಿ, ನಿರ್ಮಿಸಿ, ಸೆಳೆಯಿರಿ"
வகுக்கும்,ಛೇದಕ
"வடிவமைக்க, வடிவமைக்க (n.) வடிவமைக்க, வடிவமைக்க (n.)","ವಿನ್ಯಾಸಗೊಳಿಸಲು, ವಿನ್ಯಾಸಗೊಳಿಸಲು (n.) ವಿನ್ಯಾಸಕ್ಕೆ, ವಿನ್ಯಾಸಕ್ಕೆ (n.)"
அழிவு,ವಿನಾಶ
அழிவு குறுக்கீடு,ವಿನಾಶಕಾರಿ ಹಸ್ತಕ್ಷೇಪ
"அழிவு, அழிவு","ವಿನಾಶಕಾರಿ, ವಿನಾಶಕಾರಿ"
"அடையாளம், கண்டறிதல்","ಗುರುತಿಸುವಿಕೆ, ಪತ್ತೆ"
ஆட்சியர்,ಸಂಗ್ರಾಹಕ
தீர்மானவாதம்,ನಿರ್ಣಾಯಕತೆ
தீர்மானிப்பவர்,ನಿರ್ಣಯಕ
உறுதியை,ನಿರ್ಣಯ
தீர்மானிக்க,ನಿರ್ಧರಿಸಲು
தீர்மானிக்கப்பட்டது,ನಿರ್ಧರಿಸಲಾಗುತ್ತದೆ
டியூடெரான்,ಡ್ಯೂಟೆರಾನ್
"வெளிப்படுத்த, அபிவிருத்தி, அபிவிருத்தி","ವ್ಯಕ್ತಪಡಿಸಿ, ಅಭಿವೃದ್ಧಿಪಡಿಸಿ, ಅಭಿವೃದ್ಧಿಪಡಿಸಿ"
"டெவலப்பர், டெவலப்பர்","ಡೆವಲಪರ್, ಡೆವಲಪರ್"
"வளர்ச்சி, வளர்ச்சி","ಅಭಿವೃದ್ಧಿ, ಅಭಿವೃದ್ಧಿ"
விலகல்,ವಿಚಲನ
பனி,ಇಬ್ಬನಿ
பனி புள்ளி,ಇಬ್ಬನಿ ಬಿಂದು
தென் துருவமுனைப்பான்,ದಕ್ಷಿಣ ಧ್ರುವೀಕರಣ
கண்டறியும் சோதனை,ರೋಗನಿರ್ಣಯ ಪರೀಕ್ಷೆ
மூலைவிட்டமான,ಕರ್ಣೀಯ
வரைபடம்,ರೇಖಾಚಿತ್ರ
வரைபடம்,ರೇಖಾಚಿತ್ರ
டயல்,ಡಯಲ್ ಮಾಡಿ
காந்தவியல்,ಕಾಂತೀಯ
"diamagnetology, diamagnetic பொருள்","ಡಯಾಮ್ಯಾಗ್ನೆಟಾಲಜಿ, ಡಯಾಮ್ಯಾಗ್ನೆಟಿಕ್ ವಸ್ತು"
காந்தவியல்,ಕಾಂತೀಯತೆ
விட்டம்,ವ್ಯಾಸ
முற்றிலும் எதிர்,ವ್ಯಾಸದ ವಿರುದ್ಧ
"வைரம், வைரம்","ವಜ್ರ, ವಜ್ರ"
"உதரவிதானம், உதரவிதானம்","ಡಯಾಫ್ರಾಮ್, ಡಯಾಫ್ರಾಮ್"
வெப்ப பரிமாற்றம்,ಶಾಖ ವಿನಿಮಯ
வெப்ப பரிமாற்றம்,ಶಾಖ ವಿನಿಮಯ
"diatonic swaragram, diatonic swaragram","ಡಯಾಟೋನಿಕ್ ಸ್ವರಗ್ರಾಮ್, ಡಯಾಟೋನಿಕ್ ಸ್ವರಗ್ರಾಮ್"
"பிளவு, அரை கலை","ವಿಭಜನೆ, ಅರೆ ಕಲೆ"
இருகுரோமேட் செல்,ಡೈಕ್ರೋಮೇಟ್ ಕೋಶ
"இருவகை, காட்சி இருவகை, நிலை இருவகை","ದ್ವಂದ್ವ, ದೃಶ್ಯ ದ್ವಿಗುಣ, ಮಟ್ಟದ ದ್ವಿಗುಣ"
டிக்டாஃபோன்,ಡಿಕ್ಟಾಫೋನ್
மின்கடத்தா,ಡೈಎಲೆಕ್ಟ್ರಿಕ್
மின்கடத்தா,ಡೈಎಲೆಕ್ಟ್ರಿಕ್ಸ್
டீசல் சுழற்சி,ಡೀಸೆಲ್ ಸೈಕಲ್
இடைவெளி,ಅಂತರ
"வேறுபட்ட அதிர்வெண், விலகல் அதிர்வெண்","ಡಿಫರೆನ್ಷಿಯಲ್ ಫ್ರೀಕ್ವೆನ್ಸಿ, ವಿಚಲನ ಆವರ್ತನ"
"வேற்றுமை, வேற்றுமை, வேறுபாடு, வேறுபாடு, இடைநிலை, வேறுபாடு","ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್, ಇಂಟರ್ಸ್ಟಿಷಿಯಲ್, ಡಿಫರೆನ್ಷಿಯಲ್"
வேறுபட்ட உறிஞ்சுதல்,ಭೇದಾತ್ಮಕ ಹೀರಿಕೊಳ್ಳುವಿಕೆ
வேறுபாடு பெருக்கி,ಡಿಸ್ಟಿಂಕ್ಷನ್ ಆಂಪ್ಲಿಫೈಯರ್
"ஊடுருவக்கூடிய கலோரிமீட்டர், ஊடுருவக்கூடிய கலோரிமீட்டர்","ಪೆನೆಟ್ರೇಟಿವ್ ಕ್ಯಾಲೋರಿಮೀಟರ್, ಪೆನೆಟ್ರೇಟಿವ್ ಕ್ಯಾಲೋರಿಮೀಟರ್"
வேறுபட்ட மின்தேக்கி,ಡಿಫರೆನ್ಷಿಯಲ್ ಕೆಪಾಸಿಟರ್
வேறுபட்ட மண்டலம்,ಭೇದಾತ್ಮಕ ವಲಯ
வேறுபட்ட பரவல்,ಭೇದಾತ್ಮಕ ಪ್ರಸರಣ
வகையீட்டு சமன்பாடு,ಭೇದಾತ್ಮಕ ಸಮೀಕರಣ
வேறுபட்ட அழிவு குணகம்,ಡಿಫರೆನ್ಷಿಯಲ್ ಅಳಿವಿನ ಗುಣಾಂಕ
இடைநிலை அயனியாக்கம் அறை,ಇಂಟರ್ಮೀಟರ್ ಅಯಾನೀಕರಣ ಚೇಂಬರ್
வேறுபட்ட ஐசோடோப்பு முறை,ಡಿಫರೆನ್ಷಿಯಲ್ ಐಸೊಟೋಪ್ ವಿಧಾನ
வேறுபட்ட வேகம்,ಭೇದಾತ್ಮಕ ವೇಗ
வேறுபடுத்தி,ಪ್ರತ್ಯೇಕಿಸಿ
"வேறுபடுத்தப்பட்ட, வேறுபடுத்தப்பட்ட","ವಿಭಿನ್ನ, ವಿಭಿನ್ನ"
"வேறுபாடு, வேறுபாடு","ವ್ಯತ್ಯಾಸ, ವ್ಯತ್ಯಾಸ"
மாறுபாடு,ವಿವರ್ತನೆ
டிஃப்ராக்டோமீட்டர்,ಡಿಫ್ರಾಕ್ಟೋಮೀಟರ್
"பரவிய, பரவிய","ಪ್ರಸರಣ, ಪ್ರಸರಣ"
பரவியது,ಹರಡಿದೆ
பரவல்,ಪ್ರಸರಣ
பரவல்,ಡಿಫ್ಯೂಸಿವಿಟಿ
"இலக்கம், விட்டம், விரல்","ಅಂಕೆ, ವ್ಯಾಸ, ಬೆರಳು"
டிஜிட்டல் பதிவு,ಡಿಜಿಟಲ್ ರೆಕಾರ್ಡಿಂಗ್
டிஜிட்டல் வோல்ட்மீட்டர்,ಡಿಜಿಟಲ್ ವೋಲ್ಟ್ಮೀಟರ್
இரு-ஐசோடோபிக் கூறுகள்,ದ್ವಿ-ಐಸೋಟೋಪಿಕ್ ಅಂಶಗಳು
பரவல்,ಪ್ರಸರಣ
விரிவாக்கம் சிதைவு,ವಿಸ್ತರಣೆ ವಿರೂಪ
எக்ஸோமீட்டர்,ಎಕ್ಸೋಮೀಟರ್
விஸ்ஃபரினி,ವಿಸ್ಫಾರಿಣಿ
"நீட்டிப்பு, நீளம்-அகலம், பரிமாணம், சக்தி","ವಿಸ್ತರಣೆ, ಉದ್ದ-ಅಗಲ, ಆಯಾಮ, ಶಕ್ತಿ"
பரிமாணமானது,ಆಯಾಮದ
பரிமாணம்,ಆಯಾಮ
காப்பீட்டு அலகு,ವಿಮಾ ಘಟಕ
பரிமாணமற்ற பரிமாணம்,ಆಯಾಮವಿಲ್ಲದ ಆಯಾಮ
"தேய்மானம், குறைப்பு","ಸವಕಳಿ, ಕಡಿತ"
கதிர்வீச்சு,ವಿಕಿರಣ
டையோடு,ಡಯೋಡ್
டையோப்டர்,ಡಯೋಪ್ಟರ್
ஒளிவிலகல் மண்டலம்,ವಕ್ರೀಭವನ ವಲಯ
ஒளிவிலகல் லென்ஸ்,ವಕ್ರೀಭವನದ ಮಸೂರ
"bow down, bow down, தொட்டி","ಬಾಗಿ, ಬಾಗಿ, ತೊಟ್ಟಿ"
வீழ்ச்சியின் கோணம்,ಪತನದ ಕೋನ
இருமுனை,ದ್ವಿಧ್ರುವಿ
இருமுனை அடுக்கு,ಬೈಪೋಲಾರ್ ಪದರ
dirac டெல்டா செயல்பாடு,ಡೈರಾಕ್ ಡೆಲ್ಟಾ ಕಾರ್ಯ
"நேராக, நேராக, நேராக, நேர், எதிர்","ನೇರ, ನೇರ, ನೇರ, ನೇರ, ವಿರುದ್ಧ"
அனுலோம் தொடர்பு,ಅನುಲೋಮ್ ಪರಸ್ಪರ ಸಂಬಂಧ
நேரடி மின்னோட்டம்,ಏಕಮುಖ ವಿದ್ಯುತ್
நேரடி,ನೇರ
"நேரடி அடி, நேராக அடி","ನೇರ ಹೊಡೆತ, ನೇರ ಹೊಡೆತ"
"திசை, திசை","ನಿರ್ದೇಶನ, ನಿರ್ದೇಶನ"
திசை,ದಿಕ್ಕಿನ
விண்வெளி நிலைத்தன்மை,ಬಾಹ್ಯಾಕಾಶ ಸ್ಥಿರತೆ
"டிகோசின், டிகோ-கொசைன்","ಡಿಕೋಸಿನ್, ಡಿಕೋಸಿನ್"
"திசை, திசை, திசை","ದಿಕ್ಕು, ದಿಕ್ಕು, ದಿಕ್ಕು"
திசை,ದಿಕ್ಕು
பொதுவான லட்டு,ಸಾಮಾನ್ಯ ಜಾಲರಿ
நேர் கோடு,ಸರಳ ರೇಖೆ
வரிசை விகிதம்,ಅನುಕ್ರಮ ಅನುಪಾತ
நேரடி முறை,ನೇರ ವಿಧಾನ
திசையில்,ನಿರ್ದೇಶನ
நேரடி வாசிப்பு சாதனம்,ನೇರ ಓದುವ ಸಾಧನ
முன்னால் தொலைநோக்கி,ಮುಂದೆ ದೂರದರ್ಶಕ
"பொருள், வட்டம், வட்டு, வட்டு","ವಸ್ತು, ವೃತ್ತ, ಡಿಸ್ಕ್, ಡಿಸ್ಕ್"
"மூழ்குதல், வெளியேற்றம், வெளுக்கும்","ಇಮ್ಮರ್ಶನ್, ಎಫ್ಯೂಷನ್, ಬ್ಲೀಚಿಂಗ್"
நீர் மூழ்குதல்,ನೀರಿನ ಇಮ್ಮರ್ಶನ್
"இடைநிறுத்தம், இடைநிறுத்தம், முறிவு","ಸ್ಥಗಿತ, ಸ್ಥಗಿತ, ಮುರಿತ"
தொடர்ச்சியற்ற,ನಿರಂತರ
"ஆராய்ச்சி, தேடல்","ಸಂಶೋಧನೆ, ಹುಡುಕಾಟ"
முரண்பாடு,ವ್ಯತ್ಯಾಸ
துகள்கள்,ಕಣಗಳು
"குழிவான ஆண்டெனா, டிஷ் ஆண்டெனா","ಕಾನ್ಕೇವ್ ಆಂಟೆನಾ, ಡಿಶ್ ಆಂಟೆನಾ"
"கரைதல், கிரானுலேஷன்","ಕರಗುವಿಕೆ, ಗ್ರ್ಯಾನ್ಯುಲೇಷನ್"
கரைதல் மாறிலி,ವಿಸರ್ಜನೆ ಸ್ಥಿರ
சிதறல் ஆற்றல்,ಪ್ರಸರಣ ಶಕ್ತಿ
கரைதல் அரை ஆயுள்,ವಿಸರ್ಜನೆಯ ಅರ್ಧ-ಜೀವಿತಾವಧಿ
கலைப்பு தரம்,ವಿಸರ್ಜನೆಯ ದರ್ಜೆ
"இடப்பெயர்ச்சி, இடப்பெயர்ச்சி, இடப்பெயர்ச்சி, இடப்பெயர்ச்சி","ಡಿಸ್ಲೊಕೇಶನ್, ಡಿಸ್ಲೊಕೇಶನ್, ಡಿಸ್ಲೊಕೇಶನ್, ಡಿಸ್ಲೊಕೇಶನ್"
"தவறு வரி, தவறு கோர்","ತಪ್ಪು ರೇಖೆ, ದೋಷದ ತಿರುಳು"
தவறு வளையம்,ತಪ್ಪು ಲೂಪ್
"கோளாறு, சீர்குலைவு, சீர்குலைவு","ಅಸ್ವಸ್ಥತೆ, ಅಸ್ವಸ್ಥತೆ, ಅಸ್ವಸ್ಥತೆ"
குழப்பம்,ಅವ್ಯವಸ್ಥೆ
"குழப்பம், குழப்பம்","ಗೊಂದಲ, ಗೊಂದಲ"
"சிதறி, சிதறி","ಚದುರಿದ, ಚದುರಿದ"
"சிதறல், சிதறல்","ಪ್ರಸರಣ, ಚದುರುವಿಕೆ"
எறிபொருள்,ಉತ್ಕ್ಷೇಪಕ
சிதறி,ಚೆದುರಿದ
பிரதிபலிப்பு,ಪ್ರತಿಫಲನ
இடப்பெயர்ச்சி,ಸ್ಥಳಾಂತರ
கண்காட்சி,ಪ್ರದರ್ಶನ
பணியகம்,ಕನ್ಸೋಲ್
விலகல் படை,ಬಿಡಿಸಿಕೊಳ್ಳುವ ಶಕ್ತಿ
சமமற்ற,ಅಸಮಾನ
சிதைவு குணகம்,ಕೊಳೆಯುವ ಗುಣಾಂಕ
அரிக்கும்,ನಾಶಕಾರಿ
சிதைவு அமைப்பு,ಕೊಳೆತ ವ್ಯವಸ್ಥೆ
பிரிக்கக்கூடிய,ಬೇರ್ಪಡಿಸಬಹುದಾದ
பிரிக்கப்பட்டது,ಬೇರ್ಪಡಿಸಲಾಗಿದೆ
மனநிலை,ಇತ್ಯರ್ಥ
இணக்கமின்மை,ಅಸಂಗತತೆ
தூரம்,ದೂರ
தொலைவில்,ದೂರದ
"தனித்துவமான, வேறுபட்ட, தனித்துவமான, வெளிப்படையான","ವಿಭಿನ್ನ, ವಿಭಿನ್ನ, ವಿಭಿನ್ನ, ಅಭಿವ್ಯಕ್ತಿಶೀಲ"
பாகுபாடு,ತಾರತಮ್ಯ
தனித்துவமான சொத்து,ಪ್ರತ್ಯೇಕ ಆಸ್ತಿ
"வேறுபடுத்து, வேறுபடுத்து","ವ್ಯತ್ಯಾಸ, ವ್ಯತ್ಯಾಸ"
வக்கிரம்,ವಿಕೃತ
சிதைவு,"ವಿರೂಪ, ವಿರೂಪ"
உருமாற்றம் நெகிழ்ச்சி,ವಿರೂಪ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ
விநியோகிக்கப்பட்ட பெருக்கி,ವಿತರಿಸಿದ ಆಂಪ್ಲಿಫಯರ್
"விநியோகம், விநியோகம்","ವಿತರಣೆ, ವಿತರಣೆ"
"விநியோக விதி, விநியோக விதி","ವಿತರಣಾ ನಿಯಮ, ವಿತರಣಾ ನಿಯಮ"
தொந்தரவு,ಅಡಚಣೆ
"மனச்சோர்வடைந்த, சமநிலை சீர்குலைந்துள்ளது","ತೊಂದರೆಗೊಳಗಾದ, ತೊಂದರೆಗೊಳಗಾದ ಸಮತೋಲನ"
தொந்தரவு சக்தி,ಗೊಂದಲದ ಶಕ್ತಿ
"அஹ்னிக், திவாச்சர், திவா, தினசரி","ಅಹ್ನಿಕ್, ದಿವಾಚಾರ್, ದಿವಾ, ಡೈಲಿ"
தினசரி வேகம்,ದೈನಂದಿನ ವೇಗ
இருவகை,ದ್ವಿಗುಣ
"சிதறு, சிதறு","ವಿಸರ್ಜಿಸು, ವಿಸರ್ಜಿಸು"
"வேற்றுமை, வேறுபாடு, வேறுபாடு","ಭಿನ್ನತೆ, ಭಿನ್ನತೆ, ಭಿನ್ನತೆ"
மாறுபட்ட,ವಿಭಿನ್ನ
திசை திருப்புதல்,ತಿರುವು
"பிரிக்கப்பட்ட, பிரிக்கப்பட்ட","ವಿಂಗಡಿಸಲಾಗಿದೆ, ವಿಂಗಡಿಸಲಾಗಿದೆ"
"பிரிவு, பிரிவு, பிரிவு","ವಿಭಾಗ, ವಿಭಾಗ, ವಿಭಾಗ"
அயனோஸ்பியரின் D அடுக்கு,ಅಯಾನುಗೋಳದ ಡಿ ಪದರ
"பிராந்தியம், மாகாணம், பிராந்தியம், டொமைன்","ಪ್ರದೇಶ, ಪ್ರಾಂತ್ಯ, ಪ್ರದೇಶ, ಡೊಮೇನ್"
"குவிமாடம், குவிமாடம்","ಗುಮ್ಮಟ, ಗುಮ್ಮಟ"
செல்வாக்குமிக்க நிலை,ಪ್ರಭಾವಿ ಸ್ಥಾನ
நன்கொடையாளர் நிலை,ದಾನಿ ಮಟ್ಟ
மடிட் ஒப்பந்தம்,ಮ್ಯಾಡಿಟ್ ಒಪ್ಪಂದ
"கலப்படம், கலப்படம்","ಕಲಬೆರಕೆ, ಕಲಬೆರಕೆ"
டாப்ளர் விளைவு,ಡಾಪ್ಲರ್ ಪರಿಣಾಮ
"மருந்தளவு, மருந்தளவு","ಡೋಸೇಜ್, ಡೋಸೇಜ್"
குவாண்டோமீட்டர்,ಕ್ವಾಂಟೊಮೀಟರ್
"புள்ளியிடப்பட்ட, புள்ளியிடப்பட்ட","ಚುಕ್ಕೆ, ಚುಕ್ಕೆ"
