English,Odiya
Core,ମୂଳ
Core dump,ମୂଳ ଡମ୍ପ
Core image,ମୂଳ ପ୍ରତିଛବି |
Core image library,ମୂଳ ପ୍ରତିଛବି ଲାଇବ୍ରେରୀ |
Core memory,ମୂଳ ମେମୋରୀ |
Core network,ମୂଳ ନେଟୱାର୍କ |
Co-resident,ସହଭାଗୀ |
Core storage,ମୂଳ ସଂରକ୍ଷଣ
Core system,ମୂଳ ବ୍ୟବସ୍ଥା
Co-routine,ସହ-ରୁଟିନ୍ |
Correct and copy,ସଠିକ୍ ଏବଂ କପି କରନ୍ତୁ |
Correcting feature,ସଠିକ୍ ବ feature ଶିଷ୍ଟ୍ୟ ସଂଶୋଧନ କରିବା |
Correction,ସଂଶୋଧନ
Correction information,ସଂଶୋଧନ ସୂଚନା
Corrective maintenance,ସଂଶୋଧନ ରକ୍ଷଣାବେକ୍ଷଣ |
Corrective maintenance time,ସଂଶୋଧନ ରକ୍ଷଣାବେକ୍ଷଣ ସମୟ |
Cost analysis,ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
Cost-center accounting,ମୂଲ୍ୟ-କେନ୍ଦ୍ର ଆକାଉଣ୍ଟିଂ |
Count,ଗଣନା
Counter,କାଉଣ୍ଟର
Counter inhibit,କାଉଣ୍ଟର ପ୍ରତିରୋଧକ |
Count-key-data device,ଗଣନା-କି-ଡାଟା ଉପକରଣ |
Country code,ଦେଶ କୋଡ୍
Critical path method,ଜଟିଳ ପଥ ପଦ୍ଧତି |
Cross bar switch,କ୍ରସ୍ ବାର୍ ସୁଇଚ୍ |
Cross bar system,କ୍ରସ୍ ବାର୍ ସିଷ୍ଟମ୍ |
Cross check,କ୍ରସ୍ ଚେକ୍ |
Cross compiler,କ୍ରସ୍ କମ୍ପାଇଲ୍ର୍ |
Cross domain communication,କ୍ରୁଡ୍ ଡୋମେନ୍ ଯୋଗାଯୋଗ |
Cross fire,କ୍ରସ୍ ଅଗ୍ନି
Cross foot,କ୍ରସ୍ ପାଦ
Cross footing test,କ୍ରସ୍ ଟେଷ୍ଟ୍ କ୍ରୋକ୍ |
Cross point array,କ୍ରସ୍ ପଏଣ୍ଟ ଆରେ |
Cross sectional testing,କ୍ରସ୍ ବିଭାଗୀୟ ପରୀକ୍ଷା |
Cross section of an array,ଏକ ଆରେ କ୍ରସ୍ ବିଭାଗ |
Cross software,କ୍ରସ୍ ସଫ୍ଟୱେର୍ |
Cross subarea link,କ୍ରସ୍ ସବାର୍ ଲିଙ୍କ୍ |
Cross talk,କ୍ରସ୍ ଟକ୍ |
Cross tracking,କ୍ରସ୍ ଟ୍ରାକିଂ |
Crowding,ଭିଡ଼
Cryogenics,କ୍ରାସୋଗେନିକ୍ସ |
Cryogenic storage,କ୍ରାସୋଗେନିକ୍ ଷ୍ଟୋରେଜ୍ |
Cryogenic store,କ୍ରାଇଗେନିକ୍ ଷ୍ଟୋର୍ |
Cryostat,କ୍ରିଟାଟାଟ
Cryotron,କାନ୍ଦୁଛି
Cryptographic,କ୍ରିପ୍ଟୋଗ୍ରାଫିକ୍
Cryptographic algorithm,କ୍ରିପ୍ଟୋଗ୍ରାଫିକ୍ ଆଲଗୋରିଦମ |
Cryptography,କ୍ରିପ୍ଟୋଗ୍ରାଫି
Cumulative index,ସଂକଳନ ସୂଚକାଙ୍କ |
Currency symbol,ମୁଦ୍ରା ପ୍ରତୀକ
Current beam position,ସାମ୍ପ୍ରତିକ ବିମ୍ ସ୍ଥିତି |
Current connect group,ସାମ୍ପ୍ରତିକ ସଂଯୋଗ ଗୋଷ୍ଠୀ |
Current generation,ସାମ୍ପ୍ରତିକ ପି generation େଇ |
Current instruction  Register,ସାମ୍ପ୍ରତିକ ନିର୍ଦ୍ଦେଶନାମା |  ପଞ୍ଜିକରଣ କର |
Current line  Pointer,ସାମ୍ପ୍ରତିକ ରେଖା  ସୂଚକ
Current loop (=  Current antinode),ସାମ୍ପ୍ରତିକ ଲୁପ୍ (=  ସାମ୍ପ୍ରତିକ ଆଣ୍ଟିବାଡ୍)
Current mode logic,ସାମ୍ପ୍ରତିକ ମୋଡ୍ ଲଜିକ୍ |
Current record,ସାମ୍ପ୍ରତିକ ରେକର୍ଡ |
Cursor,କର୍ସର୍
Cursor control key,କର୍ସର୍ କଣ୍ଟ୍ରୋଲ୍ କୀ |
Curtate,ପରଦା
Curve follower,ବକ୍ର ଅନୁସରଣକାରୀ |
Cushion,କୁଶ
Customer access area,ଗ୍ରାହକ ପ୍ରବେଶ କ୍ଷେତ୍ର |
Customer information control system,ଗ୍ରାହକ ସୂଚନା ନିୟନ୍ତ୍ରଣ ବ୍ୟବସ୍ଥା |
Customer premises equipment,ଗ୍ରାହକ ପରିସର ଉପକରଣ |
Customer switching system,ଗ୍ରାହକ ସୁଇଚ୍ ସିଷ୍ଟମ୍ |
Cut form,କଟା ଫର୍ମ
Cut forms mode,ଫର୍ମ ଫର୍ମ ମୋଡ୍ କାଟନ୍ତୁ |
Cut method,କଟ୍ ପଦ୍ଧତି |
Cut off,ବିଛିନ୍ନ ହେବା
Cybernation,ସାଇବରସନ୍
Cybernetics,ସାଇବରନେଟିକ୍ |
Cycle,ଚକ୍ର
Cycle count,ଚକ୍ର ଗଣନା
Cycle index,ଚକ୍ର ସୂଚକାଙ୍କ
Cycle memory,ଚକ୍ର ସ୍ମୃତି
Cycle microprogramming,ଚକ୍ର ମାଇକ୍ରୋପ୍ରୋଗ୍ରାମିଂ |
Cycle reset,ଚକ୍ର ପୁନ res ସେଟ୍ |
Cycle sharing,ଚକ୍ର ସେୟାର୍
Cycle steal,ଚକ୍ର ଚୋରି
Cycle stealing,ଚକ୍ର ଚୋରି
Cycle time,ଚକ୍ର ସମୟ
Cyclic code,ସାଇକ୍ଲିକ୍ କୋଡ୍ |
Cyclic redundancy check,ସାଇକ୍ଲିକ୍ ଅନାବଶ୍ୟକ ଯାଞ୍ଚ |
Cyclic shift,ସାଇକ୍ଲିକ୍ ସିଫ୍ଟ |
Cyclic storage,ସାଇକ୍ଲିକ୍ ଷ୍ଟୋରେଜ୍ |
Cyclic transfer,ସାଇକ୍ଲିକ୍ ସ୍ଥାନାନ୍ତର |
Cylinder concept,ସିଲିଣ୍ଡର ଧାରଣା |
Character,ବର୍ଣ୍ଣ
Coded decimal,କୋଡେଡ୍ ଦଶମିକ |
Daisy chain,ଡେଜି ଶୃଙ୍ଖଳା |
Daisy print wheel,ଡେଜି ପ୍ରିଣ୍ଟ୍ ଚକ |
Daisy wheel,ଡେଜି ଚକ
Damping,ବନ୍ଧପ
Data,ତଥ୍ୟ
Data above voice,ଭଏସ୍ ଉପରେ ଡାଟା |
Data access arrangement,ଡାଟା ଆକ୍ସେସ୍ ବ୍ୟବସ୍ଥା |
Data acquisition,ତଥ୍ୟ ଅଧିଗ୍ରହଣ
Data acquisition computer,ଡାଟା ଅଧିଗ୍ରହଣ କମ୍ପ୍ୟୁଟର |
Data adaption unit,ଡାଟା ଆଡାପସନ୍ ୟୁନିଟ୍ |
Data administrator,ଡାଟା ପ୍ରଶାସକ
Data aggregate,ଡାଟା ଏଗ୍ରିଗେଟ୍ |
Data area,ତଥ୍ୟ କ୍ଷେତ୍ର |
Data array,ତଥ୍ୟ ଆରେ
Data attribute,ଡାଟା ଗୁଣ
Data bank,ଡାଟା ବ୍ୟାଙ୍କ |
Database,ଡାଟାବେସ୍ |
Database administration,ଡାଟାବେସ୍ ପ୍ରଶାସନ
Database management,ଡାଟାବେସ୍ ପରିଚାଳନା
Database management system,ଡାଟାବେସ୍ ମ୍ୟାନେଜମେଣ୍ଟ ସିଷ୍ଟମ |
Data block,ତଥ୍ୟ ବ୍ଲକ
Data break (=direct memory access),ଡାଟା ବ୍ରେକ୍ (= ସିଧାସଳଖ ମେମୋରୀ ପ୍ରବେଶ)
Data buffer register,ଡାଟା ବଫର୍ ରେଜିଷ୍ଟର |
Data capture,ତଥ୍ୟ କ୍ୟାପଚର |
Data card,ଡାଟା କାର୍ଡ |
Data carrier,ଡାଟା ବାହକ |
Data cell,ଡାଟା ସେଲ୍ |
Data channel,ଡାଟା ଚ୍ୟାନେଲ |
Data channel multiplexer,ଡାଟା ଚ୍ୟାନେଲ ମିଲିଟକ୍ସର୍ |
Data circuit,ଡାଟା ସର୍କିଟ |
Data circuit transparency,ଡାଟା ସର୍କିଟ୍ ସ୍ୱଚ୍ଛତା |
Data code,ତଥ୍ୟ କୋଡ୍
Data collection,ତଥ୍ୟ ସଂଗ୍ରହ
Data collection station,ତଥ୍ୟ ସଂଗ୍ରହ ଷ୍ଟେସନ୍ |
Data collection system,ତଥ୍ୟ ସଂଗ୍ରହ ସିଷ୍ଟମ୍ |
Data   Communication,ତଥ୍ୟ  ଯୋଗାଯୋଗ |
Data  Communication  Channel,ତଥ୍ୟ  ଯୋଗାଯୋଗ |  ଚ୍ୟାନେଲ୍ |
Data  Communication  Equipment,ତଥ୍ୟ  ଯୋଗାଯୋଗ |  ଉପକରଣ
Data  Communication  Interface,ତଥ୍ୟ  ଯୋଗାଯୋଗ |  ଇଣ୍ଟରଫେସ୍
Data  Communication  Network,ତଥ୍ୟ  ଯୋଗାଯୋଗ |  ନେଟୱର୍କ
Data  Communication  Service,ତଥ୍ୟ  ଯୋଗାଯୋଗ |  ସେବା
Data compaction,ତଥ୍ୟ ସଙ୍କଳନ
Data compression,ତଥ୍ୟ ସଙ୍କୋଚନ |
Data connection,ଡାଟା ସଂଯୋଗ |
Data constant,ଡାଟା ସ୍ଥିର |
Data  Contamination,ତଥ୍ୟ  ପ୍ରଦୂଷଣ
Data control,ତଥ୍ୟ ନିୟନ୍ତ୍ରଣ |
Data control block,ଡାଟା ନିୟନ୍ତ୍ରଣ ବ୍ଲକ |
Data conversion,ଡାଟା ରୂପାନ୍ତର |
Data convertor,ଡାଟା କନଭର୍ଟର |
Data declaration,ଡାଟା ଘୋଷଣା
Data declaration  Statement,ଡାଟା ଘୋଷଣା  ଷ୍ଟେଟମେଣ୍ଟ
Data definition,ତଥ୍ୟ ସଂଜ୍ଞା
Data definition  Name,ତଥ୍ୟ ସଂଜ୍ଞା  ନାମ
Data definition  Statement,ତଥ୍ୟ ସଂଜ୍ଞା  ଷ୍ଟେଟମେଣ୍ଟ
Data delay,ଡାଟା ବିଳମ୍ବ |
Data delimiter,ଡାଟା ଡିଲିମିଟର |
Data density,ଡାଟା ଘନତା |
Data description   Entry,ତଥ୍ୟ ବର୍ଣ୍ଣନା  ପ୍ରବେଶ
Data description   Language,ତଥ୍ୟ ବର୍ଣ୍ଣନା  ଭାଷା
Data design,ଡାଟା ଡିଜାଇନ୍ |
Data device,ଡାଟା ଉପକରଣ |
Data dictionary,ଡାଟା ଅଭିଧାନ |
Data directed transmission,ଡାଟା ନିର୍ଦ୍ଦେଶିତ ପ୍ରସାରଣ |
Data display unit,ଡାଟା ପ୍ରଦର୍ଶନ ୟୁନିଟ୍ |
Data distribution system,ଡାଟା ବଣ୍ଟନ ସିଷ୍ଟମ୍ |
Data division,ତଥ୍ୟ ବିଭାଜନ |
Data element,ତଥ୍ୟ ଉପାଦାନ |
Data element chain,ଡାଟା ଉପାଦାନ ଶୃଙ୍ଖଳା |
Data encryption  Key,ତଥ୍ୟ ଏନକ୍ରିପସନ୍  ଚାବି
Data encryption  Standard,ତଥ୍ୟ ଏନକ୍ରିପସନ୍  ମାନକ
Data entry,ତଥ୍ୟ ପ୍ରବେଶ
Data entry device,ଡାଟା ଏଣ୍ଟ୍ରି ଡିଭାଇସ୍ |
Data error,ତଥ୍ୟ ତ୍ରୁଟି |
Data evaluation,ତଥ୍ୟ ମୂଲ୍ୟାଙ୍କନ
Data examination,ଡାଟା ପରୀକ୍ଷା
Data exchange,ତଥ୍ୟ ବିନିମୟ
Data field,ଡାଟା କ୍ଷେତ୍ର |
Data file,ଡାଟା ଫାଇଲ୍ |
Data flow,ତଥ୍ୟ ପ୍ରବାହ |
Data flow chart,ଡାଟା ଫ୍ଲୋ ଚାର୍ଟ |
Data flow control,ଡାଟା ଫ୍ଲୋ ନିୟନ୍ତ୍ରଣ |
Data flow diagram,ଡାଟା ପ୍ରବାହ ଚିତ୍ର |
Data format,ଡାଟା ଫର୍ମାଟ୍ |
Data format item,ଡାଟା ଫର୍ମାଟ୍ ଆଇଟମ୍ |
Data generator,ଡାଟା ଜେନେରେଟର
Datagram,ଡାଟାଗ୍ରାମ୍
Datagram service,ଡାଟାଗ୍ରାମ୍ ସେବା |
Data graphics,ଡାଟା ଗ୍ରାଫିକ୍ସ |
Data graphoscope,ଡାଟା ଗ୍ରାଫୋପସ୍କୋପ୍ |
Data handling,ତଥ୍ୟ ନିୟନ୍ତ୍ରଣ
Data handling  Capacity,ତଥ୍ୟ ନିୟନ୍ତ୍ରଣ  କ୍ଷମତା
Data hierarchy,ଡାଟା ହାଇରାର୍କି |
Data host (= host),ଡାଟା ହୋଷ୍ଟ (= ହୋଷ୍ଟ)
Data independence,ଡାଟା ସ୍ୱାଧୀନତା |
Data input,ଡାଟା ଇନପୁଟ୍
Data input station,ଡାଟ୍ଟ ଇନପୁଟ୍ ଷ୍ଟେସନ୍ |
Data integrity,ଡାଟା ଅଖଣ୍ଡତା
Data interchange,ଡାଟା ଅଦଳବଦଳ |
Data in voice,ଭଏସ୍ ରେ ଡାଟା |
Data I/O  Instruction,ଡାଟା I / O  ନିର୍ଦ୍ଦେଶ
Data item,ଡାଟା ଆଇଟମ୍ |
Data level,ତଥ୍ୟ ସ୍ତର
Data library,ଡାଟା ଲାଇବ୍ରେରୀ |
Data link control  Character,ଡାଟା ଲିଙ୍କ୍ ନିୟନ୍ତ୍ରଣ |  ବର୍ଣ୍ଣ
Data link escape  Character,ଡାଟା ଲିଙ୍କ୍ ଏସ୍କେପ୍ |  ବର୍ଣ୍ଣ
Data link layer,ଡାଟା ଲିଙ୍କ୍ ସ୍ତର |
Data list,ଡାଟା ତାଲିକା |
Data logging,ଡାଟା ଲଗିଂ |
Data management,ତଥ୍ୟ ପରିଚାଳନା
Data management  Program,ତଥ୍ୟ ପରିଚାଳନା  ପ୍ରୋଗ୍ରାମ୍
Data management  System,ତଥ୍ୟ ପରିଚାଳନା  ସିଷ୍ଟମ୍
Data manipulating,ଡାଟା ମନିପୁଟ କରୁଛି |
Data manipulation  Language,ଡାଟା ମନିପୁଲେସନ୍  ଭାଷା
Data masking,ଡାଟା ମାସ୍କିଂ |
Datamatic computer,ଡାଟାମାଟିକ୍ କମ୍ପ୍ୟୁଟର |
Datamation,ଡାଟାମସନ
Data medium,ଡାଟା ମାଧ୍ୟମ |
Data migration,ତଥ୍ୟ ସ୍ଥାନାନ୍ତରଣ
Data mode,ଡାଟା ମୋଡ୍ |
Data move  Instruction,ତଥ୍ୟ ଘୁଞ୍ଚାନ୍ତୁ |  ନିର୍ଦ୍ଦେଶ
Data multiplexer,ଡାଟା ମଲ୍ଟିପ୍ଲେକ୍ସର |
Data name,ତଥ୍ୟ ନାମ
Data network,ଡାଟା ନେଟୱାର୍କ |
Data operation,ତଥ୍ୟ ଅପରେସନ୍ |
Data organisation,ତଥ୍ୟ ସଂସ୍ଥା
Data origination,ତଥ୍ୟ ଉତ୍ପତ୍ତି
Data output,ତଥ୍ୟ ବାହ୍ୟପ୍ଟ
Data path,ଡାଟା ପଥ
Data phase,ଡାଟା ପର୍ଯ୍ୟାୟ |
Dataphone,Dataaphone
Data plotter,ଡାଟା ପ୍ଲଟର୍ |
Data pointer,ଡାଟା ସୂଚକ
Data preparation,ତଥ୍ୟ ପ୍ରସ୍ତୁତି
Data preparation  Device,ତଥ୍ୟ ପ୍ରସ୍ତୁତି  ଉପକରଣ
Data processing,ଡାଟା ପ୍ରକ୍ରିୟାକରଣ |
Data processing  Centre,ଡାଟା ପ୍ରକ୍ରିୟାକରଣ |  କେନ୍ଦ୍ର
Data processing  Cycle,ଡାଟା ପ୍ରକ୍ରିୟାକରଣ |  ଚକ୍ର
Data processing  Machine,ଡାଟା ପ୍ରକ୍ରିୟାକରଣ |  ଯନ୍ତ୍ର
Data processing  Node,ଡାଟା ପ୍ରକ୍ରିୟାକରଣ |  ନୋଡ୍
Data processing  Station,ଡାଟା ପ୍ରକ୍ରିୟାକରଣ |  ଷ୍ଟେସନ |
Data processing  System,ଡାଟା ପ୍ରକ୍ରିୟାକରଣ |  ସିଷ୍ଟମ୍
Data processor,ଡାଟା ସଞ୍ଚାଳକ |
Data protection,ତଥ୍ୟ ସୁରକ୍ଷା
Data purification,ଡାଟା ଶୁଦ୍ଧତା |
Data radio,ଡାଟା ରେଡିଓ |
Data receiver,ଡାଟା ରିସିଭର୍ |
Data record,ଡାଟା ରେକର୍ଡ |
Data reduction,ଡାଟା ହ୍ରାସ |
Data register,ଡାଟା ରେଜିଷ୍ଟର |
Data reliability,ତଥ୍ୟ ବିଶ୍ୱସନୀୟତା |
Data  Representation,ତଥ୍ୟ  ପ୍ରତିନିଧିତ୍ୱ
Data reproduction,ତଥ୍ୟ ପ୍ରଜନନ
Data retrieval,ଡାଟା ପୁନରୁଦ୍ଧାର
Data review  Control,ତଥ୍ୟ ସମୀକ୍ଷା  ନିୟନ୍ତ୍ରଣ
Data security,ତଥ୍ୟ ସୁରକ୍ଷା
Data separator,ଡାଟା ପୃଥକକର୍ତ୍ତା |
Data set,ତଥ୍ୟ ସେଟ୍ ହୋଇଛି |
Data set clocking,ଡାଟା ସେଟ୍ କ୍ଲକ୍ |
Data set definition  Table,ଡାଟା ସେଟ୍ ସଂଜ୍ଞା  ଟେବୁଲ୍ |
Data set label,ଡାଟା ସେଟ୍ ଲେବଲ୍ |
Data set name,ଡାଟା ସେଟ୍ ନାମ |
Data set  Organisation,ତଥ୍ୟ ସେଟ୍ ହୋଇଛି |  ସଂଗଠନ |
Data set reference  Number,ଡାଟା ସେଟ୍ ରେଫରେନ୍ସ |  ସଂଖ୍ୟା
Data set security,ଡାଟା ସେଟ୍ ସୁରକ୍ଷା |
Data set utility  Program,ଡାଟା ସେଟ୍ ଉପଯୋଗିତା |  ପ୍ରୋଗ୍ରାମ୍
Data signal,ଡାଟା ସଙ୍କେତ |
Data signalling rate,ଡାଟା ସଙ୍କେତ ଜଳଜଳ ହାର |
Data sink,ଡାଟା ସିଙ୍କ୍ |
Data source,ତଥ୍ୟ ଉତ୍ସ |
Data specification,ଡାଟା ନିର୍ଦ୍ଦିଷ୍ଟକରଣ
Data station,ଡାଟା ଷ୍ଟେସନ |
Data storage,ତଥ୍ୟ ସଂରକ୍ଷଣ
Data storage  Structure,ତଥ୍ୟ ସଂରକ୍ଷଣ  ଗଠନ
Data stream,ଡାଟା ଷ୍ଟ୍ରିମ୍ |
Data structure,ତଥ୍ୟ ଗଠନ |
Data structure  Diagram,ତଥ୍ୟ ଗଠନ |  ଚିତ୍ର
Data switch,ତଥ୍ୟ ସୁଇଚ୍
Data switching  Centre,ତଥ୍ୟ ସନ୍ଧାନ  କେନ୍ଦ୍ର
Data switching  Exchange,ତଥ୍ୟ ସନ୍ଧାନ  ବିନିମୟ
Data tablet,ଡାଟା ଟ୍ୟାବଲେଟ୍ |
Data terminal,ଡାଟା ଟର୍ମିନାଲ୍ |
Data terminal  Equipment,ଡାଟା ଟର୍ମିନାଲ୍ |  ଉପକରଣ
Data time,ଡାଟା ସମୟ |
Data transcription,ତଥ୍ୟ ଟ୍ରାନ୍ସକ୍ରିପସନ୍
Data transcription  Device,ତଥ୍ୟ ଟ୍ରାନ୍ସକ୍ରିପସନ୍  ଉପକରଣ
Data transfer,ତଥ୍ୟ ଟ୍ରାନ୍ସଫର |
Data transfer  Phase,ତଥ୍ୟ ଟ୍ରାନ୍ସଫର |  ପର୍ଯ୍ୟାୟ
Data transfer rate,ଡାଟା ସ୍ଥାନାନ୍ତର ହାର |
Data transfer  Register,ତଥ୍ୟ ଟ୍ରାନ୍ସଫର |  ପଞ୍ଜିକରଣ କର |
Data transmission,ତଥ୍ୟ ଟ୍ରାନ୍ସମିସନ୍ |
Data transmission  Channel,ତଥ୍ୟ ଟ୍ରାନ୍ସମିସନ୍ |  ଚ୍ୟାନେଲ୍ |
Data transmission  Facility,ତଥ୍ୟ ଟ୍ରାନ୍ସମିସନ୍ |  ସୁବିଧା
Data transmission  Interface,ତଥ୍ୟ ଟ୍ରାନ୍ସମିସନ୍ |  ଇଣ୍ଟରଫେସ୍
Data transmission  Line,ତଥ୍ୟ ଟ୍ରାନ୍ସମିସନ୍ |  ରେଖା
Data transmission  Service,ତଥ୍ୟ ଟ୍ରାନ୍ସମିସନ୍ |  ସେବା
Data transmission  Trap,ତଥ୍ୟ ଟ୍ରାନ୍ସମିସନ୍ |  ଜାଲ
Datatron,ଡାଟାଟନ୍
Data type,ଡାଟା ପ୍ରକାର |
Data under voice,ସ୍ୱର ଅଧୀନରେ ତଥ୍ୟ |
Data unit,ଡାଟା ଏକକ |
Data validation,ଡାଟା ବ valid ଧତା |
Data word,ଡାଟା ଶବ୍ଦ
Dating routine,ଡେଟିଂ ରୁଟିନ୍ |
Datum,ଡାଟୁମ୍
Datum line,DATIM ରେଖା |
Decimal point,ଦଶମିକ ବିନ୍ଦୁ |
Deactivation,ନିଷ୍କ୍ରିୟତା |
Dead band,ମୃତ ବ୍ୟାଣ୍ଡ
Dead file,ମୃତ ଫାଇଲ |
Dead lock,ମୃତ ଲକ୍
Dead time,ମୃତ ସମୟ
Dead zone,ମୃତ ଜୋନ୍ |
Dead zone unit,ମୃତ ଜୋନ୍ ୟୁନିଟ୍ |
Deblock,Deblock
Debug,କିବଗ୍
Debugger,ଡିବଗ୍
Debugging aid,ସାହାଯ୍ୟରେ ତ୍ରୁଟି ନିବାରଣ |
Debugging aid  Routine,ସାହାଯ୍ୟରେ ତ୍ରୁଟି ନିବାରଣ |  ନିତ୍ୟକର୍ମ |
Debugging   Language,ତ୍ରୁଟି ନିବାରଣ କରୁଛି |  ଭାଷା
Debugging memory dump,ମେମୋରୀ ଡମ୍ପିଂ ଡମ୍ପିଂ ଡମ୍ପିଂ |
Debugging output,ତ୍ରୁଟି ନିବାରଣ ଫଳାଫଳ
Debug macros,ଡିବଗ୍ ମାକ୍ରୋସ୍ |
Debug statement,ତ୍ରୁଟି ନିବାରଣ ଷ୍ଟେଟମେଣ୍ଟ |
Decade,ଦଶନ୍ଧି
Decade counter,ଦଶମୀର କାଉଣ୍ଟର |
Decision table language,ନିଷ୍ପତ୍ତି ଟେବୁଲ୍ ଭାଷା |
Deceleration time,ହ୍ରାସ ସମୟ
Decentralised  Information  System,ବିକେନ୍ଦ୍ରୀକରଣ  ସୂଚନା  ସିଷ୍ଟମ୍
Decibel,ଲିବିଲ୍
Decidability,ନିର୍ଣ୍ଣୟ
Decimal arithmetic operation,ଦଶମିକ ଗାଣିତିକ ଅପରେସନ୍ |
Decimal alignment,ଦଶମିକ ଆଲାଇନ୍ମେଣ୍ଟ |
Decimal digit,ଦଶମିକ ଅଙ୍କ |
Decimal marker,ଦଶମିକ ମାର୍କର |
Decimal notation,ଦଶମିକ ମୁଖ
Decimal numeral,ଦଶମିକ ସଂଖ୍ୟା |
Decimal  Numeration  System,ଦଶମିକ  ସଂଖ୍ୟା  ସିଷ୍ଟମ୍
Decimal picture  Data,ଦଶମିକ ଚିତ୍ର  ତଥ୍ୟ
Decimal symbol,ଦଶମିକ ପ୍ରତୀକ |
Decipher,ଡିସିପିଚର୍
Decision,ନିଷ୍ପତ୍ତି
Decision box,ନିର୍ଣ୍ଣୟ ବାକ୍ସ
Decision circuit,ନିଷ୍ପତ୍ତି ସର୍କିଟ୍ |
Decision content,ନିର୍ଣ୍ଣୟ ବିଷୟବସ୍ତୁ |
Decision element,ନିଷ୍ପତ୍ତି ଉପାଦାନ |
Decision  Instruction,ନିଷ୍ପତ୍ତି  ନିର୍ଦ୍ଦେଶ
Decision  Kmechanism,ନିଷ୍ପତ୍ତି  କ୍ଲେଚନିଜିମ୍ |
Decision language,ନିଷ୍ପତ୍ତି ଭାଷା
Decision logic,ନିର୍ଣ୍ଣୟ ତର୍କ
Decision logic  Translator,ନିର୍ଣ୍ଣୟ ତର୍କ  ଅନୁବାଦକ
Decision principle,ନିର୍ଣ୍ଣୟ ନଳ
Decision rule,ନିର୍ଣ୍ଣୟ ନିୟମ
Decision  Simulation,ନିଷ୍ପତ୍ତି  ଅନୁକରଣ
Decision structure,ନିର୍ଣ୍ଣୟ ସଂରଚନା |
Decision table,ନିର୍ଣ୍ଣୟ ସାରଣୀ
Decision theory,ନିଷ୍ପତ୍ତି ସମ୍ବିଧାନ
Decision constant,ସ୍ଥିର ନିଷ୍ପତ୍ତି
Decoder,ଡେକୋଡର୍
Decoding  Instruction,ଡିକୋଡିଂ  ନିର୍ଦ୍ଦେଶ
Decollate,ଚପଲ
Decollator,ଡିକୋଲୋଲାଟର
Deconcentration,କ୍ଷତିକାରକ
Decrement,ଦଣ୍ଡ
Decrypt,ଡିକ୍ରିପ୍ଟ୍ |
Decurl,Decurl
Dedicated channel,ଉତ୍ସର୍ଗୀକୃତ ଚ୍ୟାନେଲ |
Dedicated circuit,ଉତ୍ସର୍ଗୀକୃତ ସର୍କିଟ୍ |
Dedicated  Connection,ଉତ୍ସର୍ଗୀକୃତ  ସଂଯୋଗ
Dedicated deviced,ଉତ୍ସର୍ଗୀକୃତ ଧକ୍କା |
Dedicated line,ଉତ୍ସର୍ଗୀକୃତ ରେଖା |
Dedicated port,ଉତ୍ସର୍ଗୀକୃତ ପୋର୍ଟ |
Dedicated register,ଉତ୍ସର୍ଗୀକୃତ ରେଜିଷ୍ଟର |
Default,ଡିଫଲ୍ଟ |
Default group,ଡିଫଲ୍ଟ ଗୋଷ୍ଠୀ
Default option,ଡିଫଲ୍ଟ ବିକଳ୍ପ |
Default parameter,ଡିଫଲ୍ଟ ପାରାମିଟର |
Default value,ଡିଫଲ୍ଟ ମୂଲ୍ୟ
Deferred  Addressing,ସ୍ଥଗିତ ରଖାଯାଇଛି |  ଠିକଣା
Deferred entry,ସ୍ଥଗିତ ପ୍ରବେଶ
Deferred exit,ସ୍ଥଗିତ ପ୍ରସ୍ଥାନ
Deferred  Maintenance,ସ୍ଥଗିତ ରଖାଯାଇଛି |  ରକ୍ଷଣାବେକ୍ଷଣ
Deferred Maintenance Time,ସ୍ଥଗିତ ରଖାଯାଇଛି | ରକ୍ଷଣାବେକ୍ଷଣ ସମୟ
Deferred  Processing,ସ୍ଥଗିତ ରଖାଯାଇଛି |  ପ୍ରକ୍ରିୟାକରଣ
Deferred restart,ସ୍ଥଗିତ ପୁନ art ଆରମ୍ଭ |
Defined item,ନିର୍ଦ୍ଦିଷ୍ଟ ଆଇଟମ୍ |
Definite network,ନିର୍ଦ୍ଦିଷ୍ଟ ନେଟୱାର୍କ |
Deflection plate,ଡିଫଲେସନ୍ ପ୍ଲେଟ୍ |
Degauss,ଦେଗସ୍
Degausser,ଦେଗରସର୍
Degeneracy,Deeenneacy
Degradation factor,ଅବନତି ଫ୍ୟାକ୍ଟର୍ |
Degree of multi-  Programming,ମଲ୍ଟି ମଲ୍ଟି-  ପ୍ରୋଗ୍ରାମିଂ
Delay,ବିଳମ୍ବ
Delay counter,ଡେଲି କାଉଣ୍ଟର |
Delay differential,ଭିନ୍ନ ଭିନ୍ନ |
Delay digit,ବିଳମ୍ବ ଅଙ୍କ
Delay distortion,ବିକୃତି ବିଳମ୍ବ କରନ୍ତୁ |
Delay element,ବିଳମ୍ବ ଉପାଦାନ |
Delay equaliser,ସାଇକେଲାଇଜର ବିଳମ୍ବ
Delayline,ବିଳମ୍ବ
Delay line memory,ବିଳମ୍ବ ରେଖା ସ୍ମୃତି |
Delay line register,ବିଳମ୍ବ ରେଖା ରେଜିଷ୍ଟର |
