Malayalam,Hindi
ശോഷണ സൂചിക,क्षयांक
ശോഷണ വക്രം,क्षय वक्र
ഗംഭീരമായ പ്രവർത്തനം,शिष्ट फलन
ദേശിഗ്രാം,डेसीग्राम
ദശാംശം,दशमक
"ദശാംശം, ദശാംശം","दशमलव, दशमिक"
ദശാംശ കോഡ്,दशमिक कोड
ദശാംശ കോഡ് ചെയ്ത അക്കം,दशमलव कोडित अंक
ദശാംശ വികാസം,दशमिक प्रसार
ദശാംശ അംശം,दशमलव भिन्न
ദശാംശ നൊട്ടേഷൻ സിസ്റ്റം,दशमलव संकेतन पद्‌धति
ദശാംശ നൊട്ടേഷൻ സിസ്റ്റം,दशमलव अंकन पद्‌धति
ദശാംശ,दशमलव बिंदु
ദശാംശ സ്കെയിൽ,दशमलव मापक्रम
ദശാംശ വ്യവസ്ഥ,दशमलव पद्‌धति
ഡെസിമീറ്റർ,डेसीमीटर
എൻകോഡിംഗ്,कूटवाचन
തീരുമാന മാതൃക,निर्णय निदर्श
തീരുമാന സിദ്ധാന്തം,निर्णय सिद्‌धांत
തീരുമാനം വേരിയബിൾ,निर्णय चर
"ഡീകോഡർ, ഡീകോഡർ","कूटवाचक, विकोडक"
"എൻകോഡിംഗ്, ഡീകോഡിംഗ്","कूटवाचन, विकोडन"
വേർപെടുത്താവുന്ന സെറ്റ്,वियोज्य समुच्चय
കുറയുന്നു,ह्रासमान
പ്രവർത്തനം കുറയുന്നു,ह्रासमान फलन
ഡെഡെകിൻഡ്-കട്ട്,डेडेकिन्ड-कट
ഡെഡെകൈൻഡ്-സിദ്ധാന്തം,डेडेकिन्ड-प्रमेय
സംയോജിപ്പിക്കാൻ,निगमन करना
കോർപ്പറേറ്റ് പ്രാക്ടീസ്,निगमनिक रीति
തെറ്റായ,सदोष
നിർവചന സമവാക്യം,परिभाषी समीकरण
നിശ്ചിത അവിഭാജ്യ,निश्चित समाकल
നിശ്ചിത മാട്രിക്സ്,निश्चित मैट्रिक्स
"നിർവചനം, വ്യക്തത, ഉറപ്പ്","परिभाषा, स्पष्टता, निश्चय"
രൂപഭേദം വക്രം,विरूपण वक्र
വളച്ചൊടിച്ച പേജ്,विकृत पृष्ठ
"ധിക്കാരം, ധിക്കാരം","अपभ्रष्टता, अपह्रास"
ഗതാഗത പ്രശ്നങ്ങളിൽ കൃത്യതയില്ലായ്മ,परिवहन समस्याओं में अपभ्रष्टता
"ബിരുദം, ബിരുദം, ബിരുദം, ബിരുദം, അളവ്, അളവ്, ബിരുദം","डिग्री, अंश, घात, कोटि, मात्रा, परिमाण, अंशांक"
ഡിഫറൻഷ്യൽ സമവാക്യത്തിന്റെ ശക്തി,अवकल समीकरण का घात
"സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം, സ്വാതന്ത്ര്യത്തിന്റെ ബിരുദം","स्वतंत्रता की कोटि, स्वातंत्र्य कोटि"
ബഹുപദത്തിന്റെ ശക്തി,बहुपद का घात
പരിവാരങ്ങളെ പുറത്താക്കി,निष्कासित प्रतिवेश
ഡെൽറ്റ പ്രവർത്തനം,डेल्टा फलन
ഡിമാൻഡും യൂട്ടിലിറ്റി വക്രവും,मांग और उपयोगिता वक्र
ഡിമാൻഡ് സമവാക്യം,मांग समीकरण
ഡിമാൻഡ് ഫംഗ്ഷൻ,मांग फलन
ജനസംഖ്യാ പഠനങ്ങൾ,जनसांख्यिकीय अध्ययन
ജനസംഖ്യാശാസ്ത്രം,जनसांख्यिकी
മോവർ സിദ്ധാന്തം,द-मॉयवर प्रमेय
"തെളിയിക്കുക, സാക്ഷ്യപ്പെടുത്തുക, പ്രകടിപ്പിക്കുക","निरूपण करना, प्रमाण देना, निदर्शन करना"
"പ്രാതിനിധ്യം, തെളിവ്, പ്രകടനം, പ്രകടനം","निरूपण, प्रमाण, निदर्शन, प्रदर्शन"
പ്രാതിനിധ്യ ജ്യാമിതി,निरूपणात्मक ज्यामिति
ഓരോന്നും,हर
സാന്ദ്രമായ മൊത്തം,सघन समुच्चय
"സാന്ദ്രത, സാന്ദ്രത","घनत्व, सघनता"
എണ്ണാവുന്ന സെറ്റ്,प्रगणनीय समुच्चय
ആരോഹണ സ്ഥിരാങ്കം,अपगामी अचर
ആശ്രിത സംഭവം,आश्रित घटना
ആശ്രിത റാൻഡം വേരിയബിൾ,आश्रित यादृच्छिक चर
ആശ്രിത വേരിയബിൾ,परतंत्र चर
ആശ്രിത വേരിയബിൾ,परतंत्र विचर
വിഷാദത്തിന്റെ ആംഗിൾ,अवनमन कोण
"ഡെറിവേറ്റീവ്, ഡെറിവേറ്റീവ്, ഡിഫറൻഷ്യേഷൻ","व्युत्पत्ति, व्युत्पन्न, अवकलन"
"ഡെറിവേറ്റീവ്, ഡെറിവേറ്റീവ്","व्युत्पन्न, अवकलज"
ഉത്ഭവിച്ച ശ്രേണി,व्युत्पन्न श्रेणी
ഉരുത്തിരിഞ്ഞ സെറ്റ്,व्युत्पन्न समुच्चय
"ഇറക്കം, ഇറക്കം","अवरोही, अवरोहण"
അവരോഹണ ക്രമം,अवरोही क्रम
അവരോഹണ ശ്രേണി,अवरोही श्रेणी
പ്രൊജക്റ്റീവ് ജ്യാമിതി,प्रक्षेपात्मक ज्यामिति
വിവരണാത്മക മാതൃക,वर्णनात्मक निदर्श
വിവരണാത്മക സ്ഥിതിവിവരക്കണക്കുകൾ,वर्णनात्मक सांख्यिकी
"രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ (എഡി.), രൂപകൽപ്പന ചെയ്യാൻ, രൂപകൽപ്പന ചെയ്യാൻ (എൻ.)","अभिकल्प, डिजाइन, अभिकल्पना (सं.), अभिकल्पना करना, डिजाइन करना (क्रि.)"
പരീക്ഷണത്തിന്റെ രൂപകൽപ്പന,प्रयोग की अभिकल्पना
ഡെസ്ക് കാൽക്കുലേറ്റർ,डेस्क परिकलित्र
"തിരിച്ചറിയൽ, കണ്ടെത്തൽ","पहचान, संसूचन"
"ഡിറ്റർമിനന്റ്, ഡിറ്റർമിനന്റ്, ഡിറ്റർമിനന്റ്","सारणिक, डिटर्मिनेंट, निर्धारक"
നിർണ്ണായക ക്രമം,सारणिक कोटि
നിർണ്ണയിക്കാൻ,निर्धारित करना
നിർണ്ണായക മാതൃക,निर्धारणात्मक निदर्श
നിർണ്ണായക പ്രശ്നം,निर्धारणात्मक समस्या
വ്യതിയാനം,विचलन
വ്യതിയാനം ഗുണകം,विचलन गुणांक
ബൈനറി സിസ്റ്റം,द्वि-आधारी प्रणाली
"ഡയഗണൽ ഹൈപ്പോടെനസ്,",विकर्ण कर्ण
മാട്രിക്സ് ഡയഗണലൈസേഷൻ,आव्यूह-विकर्णन
"ഡയഗണൽ മാട്രിക്സ്, ഡയഗണൽ മാട്രിക്സ്","विकर्ण मैट्रिक्स, विकर्ण आव्यूह"
ഡയഗണൽ സമത്വം,विकर्णी समानता
ഡയഗ്രം,आरेख
ഡ്രോയിംഗ് രീതി,आरेखी विधि
ഗ്രാഫിക്കൽ പ്രാതിനിധ്യം,आरेखी प्रस्तुतिकरण
വ്യാസം,व्यास
സെറ്റ് വ്യാസം,समुच्चय-व्यास
വിപരീതമായി,व्यासतः सम्मुख
"ക്രോസ്ഫയർ, ഡൈസ് എറിയുക","पाशकक्षेप, पासा फेंकना"
ഉഭയജീവി വർഗ്ഗീകരണം,द्विधा वर्गीकरण
"വിഭജനം, പകുതി","द्विभाजन, अर्धक"
നിഘണ്ടു,कोशक्रम
ഡിഫറൻഷ്യൽ കാൽക്കുലസ്,अंतर कलन
ഡിഫറൻഷ്യൽ സമവാക്യം,अंतर समीकरण
ഡിഫറൻഷ്യൽ ഫോർമുല,अंतर सूत्र
ഡിഫറൻഷ്യൽ രീതി,अंतर विधि
സെറ്റുകളുടെ വ്യത്യാസം,समुच्चयों का अंतर
വ്യത്യസ്തമായ,अवकलनीय
ഡിഫറൻഷ്യൽ കർവ്,अवकलनीय वक्र
ഡിഫറൻഷ്യൽ ഫംഗ്ഷൻ,अवकलनीय फलन
"ഡിഫറൻഷ്യൽ, ഡിഫറൻഷ്യൽ, ഡിഫറൻഷ്യൽ, ഇന്റർട്രിയൽ, ഇന്ററാജൻസി, ഡിഫറൻഷ്യൽ","विभेदक, भेददर्शी, अवकल, अंतरात्रयी, अंतरात्मक, विभेदी"
ഡിഫറൻഷ്യൽ ഗണിതം,अवकल गणित
ഡിഫറൻഷ്യൽ കോഫിഫിഷ്യന്റ്,अवकल गुणांक
ഡിഫറൻഷ്യൽ സമവാക്യം,अवकल समीकरण
ഡിഫറൻഷ്യൽ കൂട്ടിയിടി,अवकल समघात
ഡിഫറൻഷ്യൽ ഫോർമുല,अवकल सूत्र
ഡിഫറൻഷ്യൽ ഫംഗ്ഷൻ,अवकल फलन
ഡിഫറൻഷ്യൽ ജ്യാമിതി,अवकल ज्यामिति
ഉയർന്ന ഓർഡർ ഡിഫറൻഷ്യൽ,उच्चतर कोटि का अवकल
ഡിഫറൻഷ്യൽ സെഗ്മെന്റ്,अवकल खंड
വേർതിരിക്കുക,अवकलन करना
"വ്യത്യാസം, വ്യത്യാസം","विभेदन, अवकलन"
ഡിഫറൻഷ്യൽ ഫോർമുല,अवकलन सूत्र
വെക്റ്ററിന്റെ വ്യത്യാസം,सदिश का अवकलन
"വ്യാപനം, വ്യാപനം","विसरण, विसार"
"സംഖ്യ, ഡയഡം, വിരൽ","अंक, व्यास का द्वादशांश, अंगुलि"
ഡിജിറ്റൽ കമ്പ്യൂട്ടർ,अंकीय अभिकलित्र
അങ്കി ദത്ത്,अंकीय दत्त
"വ്യാപ്തി, വീതി, അളവ്, ശക്തി","विस्तार, लंबाई-चौड़ाई, विमा, घात"
മാനം,विमीयता
അളവില്ലാത്ത,"विमाहीन, अविम"
സമവാക്യത്തിന്റെ അളവ്,समीकरण विमा
ഡയോഫാന്റസിന്റെ സമവാക്യം,डायोफैन्टस का समीकरण
വീഴ്ചയുടെ ആംഗിൾ,नति कोण
ദ്വിധ്രുവ കോർഡിനേറ്റുകൾ,द्वियुग्मध्रुवी निर्देशांक
ദ്വിധ്രുവം,द्विध्रुव
ബൈപിരമിഡ്,द्विपिरामिड
dirac delta ഫംഗ്ഷൻ,डिरैक डेल्टा फलन
പൊതു സ്പർശം,उभयनिष्ठ अनुस्पर्श रेखा
വലത് കോൺ,दिष्ट कोण
നേരേയുള്ള വര,दिष्ट रेखा
സ്പേസ് ഡെറിവേറ്റീവ്,दिक्-अवकलज
"ഡിക്കോസിൻ, ഡിക്കോ-കൊസൈൻ","दिक्कोज्या, दिक्-कोसाइन"
പരമാവധി ദിശ,उच्चिष्ठ की दिशा
പ്രൊജക്ഷൻ ദിശ,प्रक्षेपण दिशा
ദിശ അനുപാതം,दिक्-अनुपात
റെഗുലേറ്ററി സർക്കിൾ,नियामक वृत्त
റെഗുലേറ്റർ സർക്കിൾ,नियामक गोला
അനുലോമ ഉൽപ്പന്നം,अनुलोम गुणनफल
"നേരിട്ടുള്ള തെളിവ്, നേരിട്ടുള്ള തെളിവ്","प्रत्यक्ष प्रमाण, प्रत्यक्ष उपपत्ति"
തുടർച്ചയായ അനുപാതം,अनुक्रमानुपात
വിധി,नियता
അനുലോമ തുക,अनुलोम योगफल
വിഭജിക്കപ്പെട്ട സെറ്റ്,असंबद्‌ध समुच्चय
"നിർത്തലാക്കൽ, നിർത്തലാക്കൽ, ഇടവേള","असांतत्य, असातत्य, भंग"
ഡെറിവേറ്റീവിന്റെ നിർത്തലാക്കൽ,अवकलज का असांतत्य
ആദ്യ തരം നിർത്തലാക്കൽ,प्रथम प्रकार का असांतत्य
രണ്ടാമത്തെ തരം നിർത്തലാക്കൽ,द्वितीय प्रकार का असांतत्य
തുടർച്ചയായ വിതരണം,असंतत वितरण
തുടർച്ചയായ പ്രവർത്തനം,असंतत फलन
തുടർച്ചയായ വ്യതിയാനം,असंतत विचर
കണികകൾ,विविक्त
തുടർച്ചയായ വിതരണം,असंतत बंटन
തുടർച്ചയായ പ്രോബബിലിറ്റി ഡിസ്ട്രിബ്യൂഷൻ,असंतत प्रायिकता बंटन
തുടർച്ചയായ റാൻഡം വേരിയബിൾ,असंतत यादृच्छिक चर
തുടർച്ചയായ സാമ്പിൾ ഇടം,असंतत प्रतिदर्श समष्टि
വ്യതിരിക്തമായ മൊത്തം,विविक्त समुच्चय
വ്യതിരിക്തമായ ജനസംഖ്യ,विविक्त समष्टि
വ്യതിരിക്തമായ അവസ്ഥ,विविक्त संस्थिति
തുടർച്ചയായ വ്യതിയാനം,असंतत विचर
വിതരണ നികുതി,विविक्तकर
വിവേചനപരമായ വിശകലനം,विविक्तकर विश्लेषण
വേർപിരിഞ്ഞു,असंयुक्त
വിയോജിപ്പുള്ള സംഭവം,असंयुक्त घटना
വിഭജിക്കപ്പെട്ട സെറ്റ്,असंयुक्त समुच्चय
വിഭജനം ചേർക്കൽ,असंयुक्त सम्मिलन
"വിഭജനം, യുക്തിസഹമായ തുക","वियोजन, तर्क-संगत योग"
"വിസരണം, ചിതറിക്കൽ","परिक्षेपण, प्रकीर्णन"
ഡിസ്പേർഷൻ ചാർട്ട്,परिक्षेपण संचित्र
ഡിസ്പർഷൻ സൂചിക,परिक्षेपणांक
ഡിസ്പർഷൻ ഡയഗ്രം,परिक्षेपण-आरेख
ഡിസ്പർഷൻ മാട്രിക്സ്,परिक्षेपण-मैट्रिक्स
സ്ഥാനമാറ്റാം,विस्थापन
പ്രദർശനം,प्रदर्श
കൺസോൾ,कन्सोल
"അസമമായ, അസമമായ","असमरूप, असमान"
വിഘടിപ്പിക്കുന്ന ശക്തി,क्षयकारी बल
ദൂരം പ്രവർത്തനം,दूरी-फलन
ദൂരം മോഡുലസ്,दूरी-मापांक
നോൺ-ഡിസ്ട്രിബ്യൂട്ടീവ്,बंटन-निरपेक्ष
"വിതരണ നിയമം, വിതരണ നിയമം","वितरण-नियम, बंटननियम"
"ചിതറുക, ചിതറുക","अपसारित करना, अपसारित होना"
"വ്യതിചലനം, വ്യതിചലനം, വ്യതിചലനം","अपसरण, अपसारिता, डाइवर्जेन्स"
വ്യതിചലന സിദ്ധാന്തം,अपसरण प्रमेय
വിഭിന്ന,अपसारी
വ്യത്യസ്ത ശ്രേണി,अपसारी श्रेणी
വിഭജന വ്യത്യാസം,विभाजित अंतर
"വിഭജനം, വിഭജനം","भाज्यता, विभाज्यता"
"ഹരിക്കാവുന്ന, വിഭജിക്കുന്ന","भाज्य, विभाज्य"
"വിഭജനം, വിഭജനം, വിഭജനം","भाग, प्रभाग, विभाजन"
ഡിവിഷൻ അൽഗോരിതം,विभाजन-कलन विधि
സ്പ്ലിറ്റ് റിംഗ്,विभाजन-वलय
ചതുർഭുജം,द्वादशभुज
ദശാഭുജം,द्वादशफलक
"ഡൊമെയ്ൻ, ഡൊമെയ്ൻ, പ്രവിശ്യ, പ്രദേശം","प्रक्षेत्र, डोमेन, प्रांत, प्रदेश"
പ്രവർത്തനത്തിന്റെ ഡൊമെയ്ൻ,फलन का प्रांत
നിർവ്വചനം-പ്രവിശ്യ,परिभाषा-प्रांत
നിലനിൽപ്പിന്റെ അവസ്ഥ,अस्तित्व-प्रांत
അസാധുവാക്കൽ ഉപകരണം,अभिभावी युक्ति
ഡോപ്ലർ പ്രഭാവം,डॉप्लर प्रभाव
"പോയിന്റ് ഉൽപ്പന്നം, സ്കെയിലർ ഉൽപ്പന്നം","बिन्दु-गुणनफल, अदिशगुणनफल"
കുത്തുകളുള്ള വക്രം,बिन्दुकित वक्र
ഡ്യുവൽ ഡിഫറൻഷ്യൽ,द्विशः अवकलन
ഇരട്ട എക്‌സ്‌പോണൻഷ്യൽ ഡിസ്ട്രിബ്യൂഷൻ,द्विक चरघातांकीय बंटन
ഇരട്ട കോയിൽ,द्विकुंडली
ബൈനറി ഇന്റഗ്രൽ,द्विशः समाकल
ബൈനറി സംയോജനം,द्विशः समाकलन
ഇരട്ട പരിധി,द्विक सीमा
ഇരട്ട സാമ്പിൾ ഇവന്റ്,द्विशः प्रतिचयन आयोजन
ഇരട്ട ക്രമം,द्विक अनुक्रम
ഇരട്ട പരമ്പര,द्विक श्रेणी
ഇരട്ട ഘടിപ്പിച്ച നൊട്ടേഷൻ,द्वि-अनुलग्नी संकेतन
ഇരട്ട സമാഹാരം,द्विक संकलन
താഴേക്കുള്ള ത്വരണം,अधोमुखी त्वरण
താഴേക്കുള്ള സ്ഥാനചലനം,अधोमुखी विस्थापन
താഴേക്കുള്ള ചലനം,अधोमुखी गति
താഴേക്കുള്ള വേഗത,अधोमुखी वेग
ട്രാക്ഷൻ,कर्षण
ട്രാക്ഷൻ ഫോഴ്സ്,कर्षण-बल
"ഇരട്ട ദ്വൈതത,",द्वैती द्वैती
ഇരട്ട അടിത്തറ,द्वैत आधार
ഇരട്ട ആന്തരിക ഉൽപ്പന്നം,द्वैत आंतरिक गुणनफल
ഡ്യുവൽ ലീനിയർ പ്രോഗ്രാമിംഗ് പ്രശ്നം,द्वैती रैखिक प्रोग्रामन समस्या
"ഇരട്ട പ്രവർത്തനം, ഇരട്ട പ്രവർത്തനം","द्वि प्रचालन, द्वैती संक्रिया"
ഇരട്ട പ്രശ്നം,द्वैत समस्या
ഡ്യുവൽ സിംഗിൾ അൽഗോരിതം,द्वैत एकल कलन-विधि
ഇരട്ട ഒറ്റ രീതി,द्वैत एकल प्रविधि
ഡ്യുവൽ സ്പേസ്,द्वैत समष्टि
ഡ്യുവൽ വേരിയബിൾ,द्वैत चर
ഡ്യുവൽ വെക്റ്റർ സ്പേസ്,द्वैत सदिश समष्टि
നിശബ്ദ സൂചിക,मूक सूचकांक
നിശബ്ദ അടിക്കുറിപ്പ്,मूक पादांक
നിശബ്ദ കരാർ,मूक अनुबंध
നിശബ്ദ വേരിയബിൾ,मूक चर
തനിപ്പകർപ്പ്,अनुलिपि-प्रक्रम
ചലനാത്മകം,गतिकीय
ചലനാത്മക സംവിധാനം,गतिकीय तंत्र
ഡൈനാമിക് ഡിമാൻഡ് ഫംഗ്ഷൻ,गतिक मांग फलन
ഡൈനാമിക് മോഡൽ,गत्यात्मक निदर्श
ഡൈനാമിക് പ്രോഗ്രാമിംഗ്,गत्यात्मक प्रोग्रामन
ഡൈനാമിക് പ്രോഗ്രാമിംഗ് സമീപനം,गतिशील प्रोग्रामन उपगमन
ഡൈനാമിക് പ്രോഗ്രാമിംഗ് ടെക്നിക്കുകൾ,गतिशील प्रोग्रामन प्रविधि
"ചലനാത്മകത, ചലനാത്മകത","गतिविज्ञान, गतिकी"
കണികാ ചലനാത്മകത,कण-गतिकी
ദൃഢമായ ശരീര ചലനാത്മകത,दृढ़ पिंड गतिकी
"ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി, ഭൂമി സമ്പർക്കം (ver.)","भू, पृथ्वी, भूमि, मत्तिृ का, मदृा, भू संपर्कित करना, भूसंपर्क करना (क्रि.)"
ഭൂകമ്പ തീവ്രത,भूकंप तीव्रता
ഉത്കേന്ദ്രത,उत्केंद्रता
അനുമാനം,ग्रहण
ഇക്കണോമെട്രിക് പ്രവചനം,अर्थमितीय पूर्वानुमान
സാമ്പത്തിക ശാസ്ത്രജ്ഞൻ,अर्थमितिज्ञ
ഇക്കണോമെട്രിക്സ്,अर्थमिति
സാമ്പത്തികശാസ്ത്രം,अर्थशास्त्र
"കാമ്പ്, അഗ്രം, കണ്ണീർ","कोर, किनारा, अश्रि"
മൊത്തം കോർ അഭിമുഖീകരിക്കുന്നു,अवमुख समुच्चय कोर
കാര്യക്ഷമത സൂചിക,दक्षतांक
സ്വഭാവ ഘടകം,अभिलक्षणिक अवयव
സ്വഭാവ സവിശേഷത,अभिलक्षणिक फलन
"ഈജൻ മൂല്യം, സ്വഭാവ മൂല്യം","आइगेन मान, अभिलक्षणिक मान"
സ്വഭാവ മൂല്യ സമവാക്യം,अभिलक्षणिक मान समीकरण
"ഈജൻ വെക്റ്റർ, സ്വഭാവസദിശ","आइगेन वेक्टर, अभिलक्षणिक सदिश"
ഇലാസ്റ്റിക്,प्रत्यास्थ
ഇലാസ്റ്റിക് കാസ്റ്റ്,प्रत्यास्थतांक
ഇലാസ്റ്റിക് സന്തുലിതാവസ്ഥ,प्रत्यास्थ साम्यावस्था
ഇലാസ്തികത,प्रत्यास्थता
ഇലാസ്തികത പേജ്,प्रत्यास्थता-पृष्ठ
"ഇലക്ട്രോണിക് കമ്പ്യൂട്ടർ, ഇലക്ട്രോണിക് കമ്പ്യൂട്ടർ","इलेक्ट्रॉनिक अभिकलित्र, इलेक्ट्रॉनिक कम्प्यूटर"
"മൂലകം, മൂലകം, മൂലകം","तत्व, अल्पांश, अवयव"
പ്രാരംഭ നിര പ്രവർത്തനം,प्रारंभिक स्तंभ संक्रिया
പ്രാരംഭ സംഭവം,प्रारंभिक घटना
പ്രാരംഭ പ്രവർത്തനം,प्रारंभिक फलन
പ്രാരംഭ പ്രവർത്തനം,प्रारंभिक संक्रिया
പ്രാഥമിക ഫലങ്ങൾ,प्रारंभिक परिणाम
പ്രാരംഭ പ്രോബബിലിറ്റി നിയമം,प्रारंभिक प्रायिकता नियम
ലൈൻ പ്രവർത്തനം ആരംഭിക്കുന്നു,प्रारंभिक पंक्ति संक्रिया
"ഉന്മൂലനം ചെയ്യാൻ, ഉന്മൂലനം ചെയ്യാൻ,","विलुप्त करना, विलोपन करना"
റെസലൂഷൻ പ്രക്രിയ,निराकरण प्रक्रिया
"ദീർഘവൃത്താകൃതി, ദീർഘവൃത്താകൃതി","दीर्घवृत्त, इलिप्स"
ദീർഘവൃത്താകൃതിയിലുള്ള,दीर्घवृत्तज
ദീർഘവൃത്താകൃതിയിലുള്ള,दीर्घवृत्तजीय
ദീർഘവൃത്താകൃതിയിലുള്ള ഉപരിതലം,दीर्घवृत्तजीय पृष्ठ
ദീർഘവൃത്താകൃതിയിലുള്ള ശരീരം,दीर्घवृत्ताकार पिंड
ഉൾച്ചേർക്കൽ,अंतःस्थापन
ഉദ്വമനം,उत्सर्जन
അനുഭവപരമായ വിശ്വാസം,आनुभविक न्यास
അനുഭവ സൂത്രവാക്യം,मूलानुपाती सूत्र
അനുഭവപരമായ സംഭാവ്യത,आनुभविक प्रायिकता
അനുഭവപരമായ ബന്ധം,आऩुभविक संबंध
ശൂന്യമായ സെറ്റ്,रिक्त समुच्चय
ബന്ധിക്കപ്പെട്ടിരിക്കുന്നു,परिबद्‌ध
"എൻകോഡിംഗ്, കോഡിംഗ്","कूटलेखन, कोडन"
പരസ്പര പ്രവർത്തനക്ഷമത,अंतराकारिता
അവസാന പോയിന്റ്,अंत्य बिंदु
ക്ലാസ് ഇടവേളയുടെ അവസാന പോയിന്റ്,वर्गांतराल के अंत्य बिंदु
ഊർജ്ജം,ऊर्जा
ഊർജ്ജ-മൊമെന്റം ഘടകം,ऊर्जा-संवेग घटक
എൻട്രി വേരിയബിൾ,प्रवेशी चर
എണ്ണാവുന്ന സെറ്റ്,गणनीय समुच्चय
"എണ്ണുക, എണ്ണുക","गणन, गिनना"
"തുല്യ, തുല്യ, തുല്യ, തുല്യ","समान, बराबर, सम, तुल्य"
"സമത്വം, സമത്വം","समता, समिका"
സാധ്യത,समप्रायिक
പോലും പ്രോബബിലിറ്റി തിരഞ്ഞെടുക്കൽ രീതി,सम प्रायिकता वरण विधि
തുല്യമാക്കുക,समान करना
"സമവാക്യം, സമവാക്യം","समीकरण, समीकार"
ക്വാഡ്രാറ്റിക് സമവാക്യം,एकघात समीकरण
ക്വാഡ്രാറ്റിക് സമവാക്യം,द्विघात समीकरण
ക്വാഡ്രാറ്റിക് സമവാക്യം,त्रिघात समीकरण
"ഭൂമധ്യരേഖ, മധ്യരേഖ, മധ്യരേഖ","विषुवत वृत्त भूमध्यरेखा, इक्वेटर, मध्यरेखा"
സ്ഥിരതയുള്ള,समसंतत
സമഭുജം,समबाहु
"സന്തുലിതാവസ്ഥ, സന്തുലിതാവസ്ഥ, സന്തുലിതാവസ്ഥ","साम्यावस्था, साम्य, संतुलन"
ബലം ബാലൻസ്,बल-संतुलन
സന്തുലിത പോയിന്റ്,संतुलन बिंदु
തുല്യത,तुल्यता
തുല്യതാ ക്ലാസ്,तुल्यता-वर्ग
തുല്യതാ ബന്ധം,तुल्यता-संबंध
"തത്തുല്യം, തത്തുല്യം (വി.), തത്തുല്യം (എഡി.)","तुल्य, तुल्यमान (वि.), तुल्यांक (सं.)"
തുല്യമായ മാട്രിക്സ്,तुल्य मैट्रिक्स
തുല്യമായ സെറ്റ്,तुल्य समुच्चय
പ്രവണതകൾ,अभ्यतिप्रायता
"തെറ്റ്, തെറ്റ്, തെറ്റ്, കൃത്യതയില്ലായ്മ","त्रुटि, भूल, गलती, अशुद्‌धि"
പിശക് വിശകലനം,त्रुटि-विश्लेषण
പിശക് കോഡ്,त्रुटि कोड
പിശക് ഗുണകം,त्रुटि गुणांक
ചതുരം അർത്ഥം പിശക്,वर्ग माध्य त्रुटि
ആദ്യ തരം പിശക്,प्रथम प्रकार की त्रुटि
രണ്ടാമത്തെ തരം പിശക്,द्वितीय प्रकार की त्रुटि
രക്ഷപ്പെടാനുള്ള സാധ്യത,पलायन-प्रायिकता
രക്ഷപ്പെടൽ വേഗത,पलायन वेग
ഇ. ഷ്മിഡിന്റെ മൊബിലൈസേഷൻ പ്രക്രിയ,ई. श्मिट लांबिकीकरण प्रक्रम
ബഹിർമുഖൻ,बहिर्वृत्त
"അത്യാവശ്യം, അത്യാവശ്യം","सारभूत, अनिवार्य"
ഫലത്തിൽ അതുല്യമായ,वस्तुतः अद्वितीय
"വിലയിരുത്താൻ, വിലയിരുത്താൻ (ver.), വിലയിരുത്താൻ (ed.)","आकलन करना, आकलित करना (क्रि.), आकलन (सं.)"
കണക്കാക്കൽ രീതി,आकलन विधि
യൂക്ലിഡിയൻ കോർഡിനേറ്റുകൾ,यूक्लिडीय निर्देशांक
യൂക്ലിഡിയൻ ഡൊമെയ്ൻ,यूक्लिडीय डोमेन
യൂക്ലിഡിയൻ ജ്യാമിതി,यूक्लिडीय ज्यामिति
യൂക്ലിഡിയൻ n-സ്പെയ്സ്,यूक्लिडीय n-समष्टि
യൂക്ലിഡിയൻ വിമാനം,यूक्लिडीय समतल
യൂലറുടെ സിദ്ധാന്തം,ऑयलर प्रमेय
"വിലയിരുത്തുക, വിലയിരുത്തുക","मान निकालना, मूल्यांकन करना"
പോലും,सम
വക്രം പോലും,सम वक्र
പ്രവർത്തനം പോലും,सम फलन
അപവർത്തനം പോലും,सम अपवर्त्य
ഇരട്ട സംഖ്യ,सम संख्या
വിചിത്രമായ സമമിതി,सम-विषम सममिति
ക്രമമാറ്റം പോലും,सम क्रमचय
"സംഭവം, എപ്പിസോഡ്","घटना, अनुवृत्त"
ഐസോമോർഫിസം,समपद
"കൃത്യമായി, കൃത്യമായി, കൃത്യമായി","यथातथ, यथार्थ, बिल्कुल ठीक"
കൃത്യമായ ചി-സ്ക്വയർ ടെസ്റ്റ്,यथातथ काई-वर्ग परिक्षण
കൃത്യമായ വ്യത്യാസം,यथातथ अवकल
കൃത്യമായ സമവാക്യം,यथातथ समीकरण
ഉദാഹരണം,उदाहरण
എക്സ്ചേഞ്ച്,विनिमय
നിർദ്ദിഷ്ട സംഭവം,निश्शेष घटना
അസ്തിത്വ സിദ്ധാന്തം,अस्तित्व अभिगृहीत
അതിജീവന സാധ്യത,अस्तित्व प्रायिकता
അസ്തിത്വ സിദ്ധാന്തം,अस्तित्व प्रमेय
ബാഹ്യ വേരിയബിൾ,बाह्य चर
"പരക്കുക, പരക്കുക","प्रसार, प्रसरण"
