Gujarati,English
ટ્રિપલ કોડ,Excess-3-code
ઉત્તેજના કોષ્ટક,Excitation table
ઇકો XOR ગેટ,Exclusive-OR-gate
એક્ઝેક્યુશન સોફ્ટવેર,Executions software
અમલની ચાલ,Executions speed
અમલ સમય,Executions time
વિશિષ્ટ નોર ગેટ,EX-NOR gate (exclusive NOR)
પ્રસારણકર્તા,Expander
ઘાતાંકીય સડો,Exponential decay
ઘાતાંકીય ડાયોડ,Exponential diode
ઘાતાંકીય ફોરિયર શ્રેણી,Exponential fourier series
ઘાતાંકીય કાર્ય,Exponential function
બાહ્ય આવર્તન પ્રતિકાર,External frequency compensation
ખૂબ ઊંચી આવર્તન,Extremely high frequency (EHF)
ઉચ્ચ સંભાવના,Extremely high tension (EHT)
ખૂબ જ ટૂંકી આવર્તન,Extremely low frequency (ELF)
અભેદ્ય સેમિકન્ડક્ટર,Extrinsic semiconductor
ફાઇલ ખોલો,F.O. (opening a file)
સેમિકન્ડક્ટર ફેબ્રિકેશન,Fabrication of semiconductor
ફેબ્રી પેરો રેઝોનેટર,Fabry-pirot resonator
પેનલ,Face
ગુણક,Factor
ફેક્ટોરિયલ,Factorial
ખામી,Fade out
એટેન્યુએશન,Fading
એટેન્યુએશન,Fading
ફાહી એકપક્ષીય અભેદ્યતા માપક,FAHY simplex permeability meter
નિષ્ફળતા,Failure
નિષ્ફળ મોડ,Failure mode
નિષ્ફળતા દર,Failure rate
ફેર ચાઇલ્ડ સેમિકન્ડક્ટર,Fair child semiconductors
પાનખર સમયગાળો,Fall time
પાટી કેલાડ કોર,Falling clock edge
પેટ કોર,Falling edge
પતન,Fallout
ખોટું,FALSE
ફોલ્ડ કાગળ,Fan fold paper
ઇનપુટ,Fan-in
મુદ્દા નંબર,Fan-out
ફરાડ,Farad
ફેરાડે અસર,Faraday effect
ફેરાડે પરિભ્રમણ,Faraday rotation
ફેરાડે સ્ક્રીન,Faraday screen
ફેરાડે સતત,Faraday's constant
ફેરાડેનો કાયદો,Faraday's law
પ્રતિકૃતિ,Facsimile
પ્રતિકૃતિ રીસીવર,Facsimile receiver
પ્રતિકૃતિ કોમ્યુનિકેટર,Facsimile transmitter
પ્રતિકૃતિ,Facsinite
પ્રતિકૃતિ સંકેત,Facsinite signal
તીક્ષ્ણ કોર,Fast edge
ઝડપી ફોરિયર ટ્રાન્સફોર્મ,Fast fourier transform
વહાણની રસીદ દિનકારી,Fast recovery rectifier
ફાઈલ ફાળવણી શેડ્યૂલ,FAT (file allocation table)
જીવલેણ ભૂલ,Fatal error
પિતૃ ફાઇલ,Father file
ઇનપુટ,Fau-in
"દોષ, દોષ",Fault
ખામી વિશ્લેષણ,Fault analysis
ફોલ્ટ રેટિંગ,Fault grading
ફોલ્ટ સ્થાનિકીકરણ,Fault localization
ફોલ્ટ અવકાશી પુલ,Fault localizing bridge
ફોલ્ટ ફિલ્ટર ટૉગલ,Fault node toggle
પતન સહનશીલતા,Fault tolerance
ફેનોનું અલ્ગોરિધમ,Fauo's alogrithm
મુદ્દા નંબર,Fau-out
અંક નંબર વૃક્ષ,Fau-out tree
ફેક્સ,Fax
ફાઇલ સંયોજન,Fc (combining file)
એફ કનેક્ટર,F-connector
ફ્રીક્વન્સી ડિવિઝન મલ્ટિપ્લેક્સર,FDM (frequency division multiplexer)
FEC કોડ,FEC code
ફેડરલ કોમ્યુનિકેશન્સ કમિશન,Federal communications commission (FCC)
પુનઃરોકાણ લૂપ ગેઇન,Feedback loop gain
ક્ષીણ ચુંબકીય પદાર્થ,Feebly magnetic material
ઇનપુટ,Feed
પુનઃરોકાણ ઉપજ,Feed back gain
નિર્વાહ નુકશાન,Feed through loss
પુનઃરોકાણ,Feedback
પુનઃરોકાણ એમ્પ્લીફાયર,Feedback amplifier
પુનઃ પરિચય વિકૃતિ,Feedback amplifier distortion
પુનઃરોકાણ બ્લોક ડાયાગ્રામ,Feedback block diagram
પુનઃરોકાણ સ્ટ્રીમ ડાયાગ્રામ,Feedback current diagram
પુનઃસ્થાપન લૂપ,Feedback loop
પુનઃરોકાણ ઓસિલેટર,Feedback oscillator
પુનઃરોકાણ સ્પર્ધા,Feedback racing
રિઇન્વેસ્ટમેન્ટ ડિસ્પ્લેસમેન્ટ રજિસ્ટર,Feedback shift-register
પુનઃરોકાણ સિદ્ધાંત ડાયાગ્રામ,Feedback theory diagram
રીઇન્ટ્રોડક્શન વોલ્ટેજ ડાયાગ્રામ,Feedback voltage diagram
ફર્મી સ્તર,Fermi level
ફેરિક ઇન્ડક્ટર,Ferric induction
ફેરાઇટ,Ferrite
ફેરાઇટ એન્ટેના,Ferrite antenna
ફેરાઇટ નીંદણ,Ferrite bealt
ફેરાઇટ સ્પિનર,Ferrite circulator
ફેરાઇટ વિભાજક,Ferrite isolator
ફેરાઇટ લાઇન એક્સ્ટેંશન,Ferrite line width
ફેરાઇટ-કોર ટ્રાન્સફોર્મર,Ferrite-core transformer
ફેરો ક્રોમ ટેપ,Ferro-chrome tape
ફેરોમેગ્નેટિઝમ,Ferromagnetism
ભાગ્ય,FET
ફિલ્ડ ઇફેક્ટ ટ્રાન્ઝિસ્ટર (FET),FET (field-effect transistor)
ફેટ બૂસ્ટર,FET amplifier
fret પૂરક સમપ્રમાણતા,FET complementary symmetry
ચરબી અવક્ષય મોડ,FET depletion mode
"ભાગ્ય દ્વૈત દ્વાર, દ્વૈત દ્વાર",FET dual gate
ચરબી વૃદ્ધિ મોડ,FET enhancement mode
fret આવર્તન પ્રતિભાવ,FET frequency response
ચરબી ગ્રાફિક વિશ્લેષણ,FET graphical analysis
ભાવિ રોકાણ સલામતી,FET input protection
ચરબી ઊલટું,FET inverter
ભાગ્ય કરાર,FET junction
ચરબી મોસ્ફેટ,FET MOSFET
ચરબી વાહકતા,FET trans conductance
ઊંઘવાનો સમય,Fetch time
ફાઇલ આયાત,FI (importing a file)
ફાઇબર,Fiber
ફાઇબર કનેક્ટર,Fiber connector
ફાઇબર વિતરિત ડેટા ઇન્ટરફેસ,Fiber distributed data interface (FDDI)
ફાઇબર ગ્લાસ,Fiber glass
ફાઈબર ઓપ્ટિક લિંક,Fiber optic link
ફાઈબર ઓપ્ટિક્સ ટ્રાન્સમિશન વિન્ડો,Fiber optics propagation window
ફાઇબર લાઇટ ડિટેક્ટર,Fiber photo detector
ફાઇબર બંધન,Fiber splicing
ફિબોનાકી નંબરો,Fibonocci numbers
વર્ચ્યુઅલ અવાજ જનરેટર,Fictitious noise generator
પ્રાપ્તકર્તાની વફાદારી,Fidelity of receiver
બનાવટી,Fidelity
વિસ્તાર સહાયિત,Field aiding
ક્ષેત્ર અસર ઉપકરણ,Field effect device
ક્ષેત્ર અસર સ્વીચ,Field effect switch
ક્ષેત્ર અસરકારક ટ્રાન્ઝિસ્ટર,Field effect transistor
ક્ષેત્ર ઉત્સર્જન,Field emission
લીડ બોડી,Field forward system
ક્ષેત્ર આવર્તન,Field frequency
ક્ષેત્રની તીવ્રતા,Field intensity
ફીલ્ડ પ્રોગ્રામ લોજિક એરે,Field programmable logic array (FPLA)
ક્ષેત્ર પરીક્ષણ,Field test
ક્ષેત્ર રદબાતલ,Fields cancelling
FIFO મેમરી,FIFO memory
કાર્યક્ષમતા સૂચકાંક,Figure of merit
ફાઇલ,File
ફાઇલ ફિલર,File backup
ફાઇલ આદેશ,File command
ફાઇલ સર્વર,File server
સ્તર કેપેસિટર,Film capacitor
સ્તર રેઝિસ્ટર,Film type register
ફિલ્ટર,Filter
ફિલ્ટર લાક્ષણિકતાઓ,Filter characteristic
ફિલ્ટર સર્કિટ,Filter circuit
સંગ્રહ,Filter communication data
ફિલ્ટર ડિઝાઇન,Filter design
સંચાર ડેટા,Filter link
ફિલ્ટર પદ્ધતિ,Filter method
ફિલ્ટર પુનઃનિર્માણ,Filter reconstruction
અંતિમ એસેમ્બલીંગ,Final assembly
ફિંગર પ્રિન્ટ,Finger print
મર્યાદિત આવેગજન્ય રિપોર્ટિંગ ફિલ્ટર,Finite impulse response filter
મર્યાદિત પરિમાણ,Finite parameters
મર્યાદિત રાજ્ય મશીન,Finite state machine
ફાયરિંગ એંગલ,Firing angle
ફર્મવેર,Firmware
પ્રથમ આકૃતિ શબ્દ,First data word
પ્રથમ ઓર્ડર પ્રેશ,First order loop
ફિશર લૂપ ટેસ્ટ,Fisher loop test
સતત,Fixed
સ્થિર એટેન્યુએટર,Fixed attenuator
નિશ્ચિત અભિગમ,Fixed bias
નિશ્ચિત કેલ્ક્યુલેટર,Fixed counter
નિશ્ચિત વિસ્તાર,Fixed field
સોંપણી મશીન,Fixed instruction machine
નિશ્ચિત સમય નિયંત્રક,Fixed timer
ધ્વજ,Flag
ફ્લેંજ,Flange
ફ્લૅપ એટેન્યુએટર,Flap attenuator
ચમક,Flash
તેજ કન્વર્ટર,Flash converter
ચમક,Flashing
ફ્લેટ ફ્લોર સ્કેનિંગ,Flat bed scanning
સપાટ કોઇલ,Flat coil
ફ્લેટ ફાઇલ,Flat file
ફ્લેટ ફિલ્ટર,Flat filter
ફ્લેટ પેક,Flat pack
ફ્લેટ રિબન કેબલ,Flat ribbon cable
ફ્લેટ ટોપ સેમ્પલિંગ,Flat-topped sampling
F-સ્તર,F-layer
F-સ્તર આયનોસ્ફિયર,F-layer ionosphere
ફ્લેમિંગ,Fleming
ફ્લેમિંગ અને ક્લિન્ટન ડાયવર્જન્સ પદ્ધતિ,Fleming and Clinton commutator method
ફફડાટ,Flicker
ફફડાટનો અવાજ,Flicker noise
ફ્લટર ફોટોમીટર,Flicker photometer
ફલીપ ફલોપ,Flip flop
ફ્લિપ ફ્લોપ અસુમેળ રોકાણ,Flip flop asynchronous input
ફ્લિપ ફ્લોપ લાક્ષણિકતાઓ,Flip flop characteristic
ફ્લિપ ફ્લોપ કોલ સિગ્નલ,Flip flop clock signal
ફ્લિપ ફ્લોપ સમયરેખા,Flip flop clocked
ફ્લિપ ફ્લોપ કોર-ટ્રિગર,Flip flop edge-triggered
ફ્લિપ ફ્લોપ જેકે ટ્રિગર,Flip flop J-K triggered
ફ્લિપ ફ્લોપ લેચ,Flip flop latch
ફ્લિપ ફ્લોપ માસ્ટર-સ્લેવ,Flip flop master-slave
ફ્લિપ ફ્લોપ RS,Flip flop R-S
ફ્લિપ ફ્લોપ સ્ટાર્ટઅપ રીસ્ટાર્ટ સેટ રીસેટ (SR),Flip flop set reset (SR)
ફ્લિપ ફ્લોપ સિંક્રનસ રોકાણ,Flip flop synchronous input
ફ્લોટેશન ચાર્જ,Float charging
ફ્લોટ રચના,Floating construction
તરતો દરવાજો,Floating gate
વિનિમય,Floating input
અનકનેક્ટેડ લોડ,Floating load
અસંબંધિત સ્ત્રોત,Floating supply
સંપૂર્ણ રોશની,Flood lightening
ફ્લોપી,Floppy
ફ્લોપી ડિસ્ક,Floppy disk
પ્રવાહ,Flow
ફ્લો ચાર્ટ,Flow chart
ઢાળ રેખાકૃતિ,Flow diagram
પ્રવાહની દિશા,Flow direction
પ્રવાહ રેખા,Flow line
ફ્લોમીટર,Flow meter
FLT U2 ફિલ્ટર,FLT-U2 filter
બહુવચન સડો પ્રમેય,Fluctuation dissipation theorem
પ્રવાહી ઘર્ષણ ભીનાશ,Fluid friction damping
પ્રવાહી માળ,Fluid level
ફ્લોરોસેન્સ ઇફેક્ટ ટ્યુબ,Fluorescence effect tube
ફ્લોરોસન્ટ,Fluorescent
ફફડાટ,Flutter
પ્રવાહ ઘનતા,Flux density
ફ્લક્સ ડોર મેગ્નેટોમીટર,Flux gate magnetometer
પ્રવાહ બંધનકર્તા,Flux linkage
"ફ્લક્સ મીટર, ફ્લક્સ મીટર",Flux meter
ફ્લક્સ સોલ્ડર,Flux soldering
કાઉન્ટર ઈજા,Flyback
પ્રતિક્રિયા ઉચ્ચ વોલ્ટેજ,Flyback high voltage
કાઉન્ટરકરન્ટ ટ્રાન્સફોર્મર,Flyback transformer
સંચય અસર,Flywheel effect
ફ્રીક્વન્સી મોડ્યુલેશન ડિજિટલ ડિટેક્ટર,FM digital detector
ફ્રીક્વન્સી મોડ્યુલેશન પીક ડિટેક્ટર,FM peak detector
એન્વેલપ્ડ મોડ્યુલેશન આર્ટ એડેડ લૂપ ડિટેક્ટર,FM phase locked loop detector
એફએમ વૉઇસ ફ્રીક્વન્સી ટેલિગ્રાફ,FMVFT (FM voice frequency telegraph)
ફોકલ,Focal
ફોકસ,Focus
ફોકસ કેમેરા,Focus camera
ફોકસ એરર એમ્પ્લીફાયર,Focus error amplifier
ફોકસ પિક્ચર ટ્યુબ,Focus picture tube
ફોકસ સર્વો,Focus servo
ફોકસ અને ફોલો-અપ,Focussing and tracking coil
ફોકસ અને ફોલોઅપ બોડી,Focussing and tracking system
ફોઇલ-ટાઇપ ગેજ,Foil type guage
પ્રથમ ક્રેક,Foistbreakdown
ફોલ્ડ બેક વોલ્ટેજ લિમિટર,Fold back voltage limiting
સફેદ રેખા મૂલ્ય,Fold over value
વર્તમાન લિમિટરને ફોલ્ડ બેક કરો,Fold back current limiting
ફોલ્ડ આર્કિટેક્ચર,Folded architecture
ફોલ્ડ દ્વિધ્રુવ,Folded dipole
ફોલ્ડ દ્વિધ્રુવ,Folded dipole
ફોલ્ડ તત્વ,Folded element
પાછળ,Follower
ફોન્ટ ડિસ્પ્લે,Font for display
ફૂડ પ્રિન્ટ,Foot print
નિષેધ બેન્ડ,Forbidden band
પ્રતિબંધિત ઊર્જા અંતર,Forbidden gap energy
પ્રતિબંધિત ઝોન,Forbidden region
બળ,Force
પ્રોપલ્સિવ કન્વર્ટર,Forced commutator
વિદેશી પદાર્થ,Foreign object
ફોર્મ ફેક્ટર,Form factor
પૃષ્ઠ ભરો,Form feed
ઔપચારિક તર્ક,Formal logic
ફોર્મેટ નંબર,Format number
ફોરટ્રાન,Fortran
આકસ્મિક વિકૃતિ,Fortuitous distortion
ફોરવર્ડ પૂર્વગ્રહ,Forward bias
ફોરવર્ડ પૂર્વગ્રહ,Forward bias
આગળ પૂર્વગ્રહ સંયુક્ત,Forward biased junction
ફોરવર્ડ બ્લોકીંગ સ્ટેટ,Forward blocking state
ફોરવર્ડ બ્રેક વોલ્ટેજ,Forward breakdown voltage
આગળ ભૂલ સુધારણા,Forward error correction
ફ્રન્ટ લૂપ ગેઇન,Forward loop gain
ફ્રન્ટ રોડ ગેઇન,Forward path gain
આગળ ધ્રુવીયતા,Forward polarity
આગળ વાહકતા,Forward trans conductance
આગળ પરિવહન સમય,Forward transist time
પાલક સિલી વિવેકર,Foster-Seely discriminator
ચારગણું એન્કોડિંગ,Four bit coding
ચતુર્ભુજ,Four inputs
ચતુર્થાંશ ડિજિટલ ટ્રાન્સમિશન,Four state digital transmission
ચતુર્ભુજ નેટવર્ક,Four terminal network
ચતુર્થાંશ નેટવર્ક,Four terminal network
ક્વોડ ટ્યુબ કેમેરા,Four tube camera
ફોરિયર ગુણાંક,Fourier coefficient
ફોરિયર એકીકરણ,Fourier integral
ફોરિયર ઇન્વર્સ,Fourier inverse
ફોરિયર શ્રેણી,Fourier series
ટ્રાન્સમિશન,Fourier transmission
ફોરિયર ત્રિકોણમિતિ શ્રેણી,Fouriertrigonometric series
ફોરિયર પ્રમેય,Fourier's theorem
ચારગણું ઉપકરણ,Four-layer device
ચતુર્થાંશ ડાયોડ,Four-layer diode
મોબાઇલ પોઇન્ટ પ્રોસેસર,FPP (floating point processor)
ફ્લોટિંગ પોઈન્ટ યુનિટ,FPU/floating point unit
ફાઇલ રિપ્લેસમેન્ટ,FR (retriever a file)
અપૂર્ણાંક ભૂલ,Fractional error
વિભેદક ટ્રાન્સમિશન,Fractional transmissibility
ફ્રેમ,Frame
ફ્રેમ બફર ચિપ,Frame buffer chip
ફ્રેમ કેપ્ચર,Frame capture
ફ્રેમ પાસવર્ડ,Frame code word
ફ્રેમ ફોર્મેટ,Frame format
ફ્રેમ આવર્તન,Frame frequency
ફ્રેમ જમીન,Frame ground
ફ્રેમ સિંક્રનસ પોઈન્ટ,Frame synchronising bit
ફ્રેમ સિંક્રનાઇઝેશન,Frame synchronization
ફ્રેમ સિંક્રનસ સિગ્નલ,Frame synchronizing signal
ફ્રેન્ક કોડ,Frank code
મફત ઇલેક્ટ્રોન,Free electron
ફ્રી ઝોન,Free field
મુક્ત મૂવિંગ ઓસિલેટર,Free running oscillator
મુક્ત અંતર અવબાધ,Free space impedance
મુક્ત અંતર,Free space path loss
મફત મૂવિંગ મલ્ટિવાઇબ્રેટર,Free-running multivibrator
આવર્તન,Frequency
આવર્તન,Frequency
આવર્તન,Frequency
આવર્તન,Frequency
આવર્તન જોડાયેલ ચેનલ,Frequency adjacent channel
આવર્તન સોંપણી,Frequency allocation
આવર્તન બેન્ડ,Frequency bands
આવર્તન કન્વર્ટર,Frequency changer
આવર્તન વળતર,Frequency compensation
આવર્તન વળતર,Frequency compensation
આવર્તન નિયંત્રિત ઓસિલેટર,Frequency controlled oscillator
આવર્તન રૂપાંતર,Frequency conversion
આવર્તન મોડ્યુલેશન,Frequency demodulation
આવર્તન શોધક,Frequency detector
આવર્તન વિચલન,Frequency deviation
આવર્તન વિચલન,Frequency deviation
આવર્તન તફાવત,Frequency discrimination
આવર્તન ભેદભાવ કરનાર,Frequency discriminator
આવર્તન વિકૃતિ,Frequency distortion
આવર્તન વિવિધતા,Frequency diversity
આવર્તન વિભાજક,Frequency divider
મલ્ટિપ્લેક્સર ફ્રીક્વન્સી ડિવિઝન,Frequency division multiplexing
આવર્તન ડબલ,Frequency doubler
આવર્તન સ્વિચિંગ,Frequency frogging
આવર્તન જનરેશન,Frequency generation
આવર્તન આધારિત એન્ટેના,Frequency independent antenna
આવર્તન ઇન્ટરફેસ,Frequency interface
આવર્તન દખલ,Frequencyinterference
આવર્તન વ્યસ્ત,Frequency inversion
આવર્તન મોડ્યુલેશન,Frequency modulation
આવર્તન મોડ્યુલેશન ઇન્ડેક્સ,Frequency modulation index
આવર્તન મોડ્યુલેટર,Frequency modulator
આવર્તન સાંકડી બેન્ડ,Frequency narrow band
આવર્તન અવાજ,Frequency noise
આવર્તન શ્રેણી,Frequency range
આવર્તન પ્રતિક્રિયા મોડ્યુલેટર,Frequency reactance modulator
આવર્તન સંદર્ભ,Frequency reference
આવૃત્તિ પ્રતિક્રિયાને,Frequency response
આવર્તન ગ્રેડિંગ,Frequency scaling
આવર્તન અવાજ સર્કિટ,Frequency sound circuit
આવર્તન સ્પેક્ટ્રમ,Frequency spectrum
આવર્તન સ્થિરતા,Frequency stability
આવર્તન ધોરણ,Frequency standards
આવર્તન ખામી,Frequency swing
આવર્તન સંશ્લેષણ,Frequency synthesis
આવર્તન સંશ્લેષણ,Frequency synthesis
આવર્તન સંશ્લેષણ ટ્યુનિંગ,Frequency synthesized tuning
આવર્તન વોલ્ટેજ ફેરફાર,Frequency to voltage conversion
વોલ્ટેજ કન્વર્ટર માટે આવર્તન,Frequency to voltage converter
આવર્તન-વોલ્ટેજ કન્વર્ટર,Frequency to voltage converter
આવર્તન-વોલ્ટેજ કન્વર્ટર,Frequency to voltage converter
ફ્રીક્વન્સી બેરિંગ,Frequency tolerance
ફ્રીક્વન્સી ટ્રાન્સફર,Frequency translation
આવર્તન ટ્રાન્સમિશન,Frequency transmission
આવર્તન ટ્યુનર,Frequency tuner
વેક્ટર મોડ્યુલેટર,Frequency varactor modulator
આવર્તન વિશાળ બેન્ડ,Frequency wide band
ફ્રેસ્નલ ડિગ્રેડેશન આવર્તન,Fresnel loss frequency
ઘર્ષણ ભૂલ,Friction error
વર્તુળ અક્ષર,Fringing colour
ફ્રન્ટ બોર્ડ નિયંત્રણ,Front panel control
આગળનો મંડપ,Front porch
હિમ બિંદુ હાઇગ્રોમીટર,Frost-point hygrometer
ફાઇલ સંગ્રહ,FS (saving a file)
ફુ માંચુ વાયરસ,Fu Manchu virus
બળતણ પંપ દખલ,Fuel pump interference
ફુજી અણગમતી કામગીરી,Fugi hard disk drive
સંપૂર્ણ ઉમેરનાર,Full adder
સંપૂર્ણ ડુપ્લેક્સ,Full duplex
સંપૂર્ણ ડુપ્લેક્સ સેટઅપ,Full duplex setting
સંપૂર્ણ ડુપ્લેક્સ ટ્રાન્સમિશન,Full duplex transmission
સંપૂર્ણ લોડ વોલ્ટેજ,Full load voltage
સંપૂર્ણ શક્તિ,Full power
સંપૂર્ણ પાવર બેન્ડ એક્સ્ટેંશન,Full power band width
સંપૂર્ણ સ્કેલ ડિફ્લેક્શન,Full scale deflection
"પૂર્ણ - પટ, આખો પડદો",Full screen
સંપૂર્ણ સંયોજન,Full substractor
સંપૂર્ણ લીક બફરિંગ,Full track buffering
સંપૂર્ણ તરંગ,Full wave
સંપૂર્ણ વેવ બ્રિજ રેક્ટિફાયર,Full wave bridge rectifier
સંપૂર્ણ તરંગ સુધારક,Function wave rectifier
કાર્ય કોડ,Function code
કાર્ય જનરેટર,Function generator
કાર્ય પુસ્તકાલય,Function library
કાર્ય સ્વીચ,Function switch
કાર્યાત્મક સિમ્યુલેશન,Functional simulator
મૂળ,Fundamental
મૂળભૂત આવર્તન,Fundamental frequency
મૂળભૂત મોડ,Fundamental mode
મૂળ પડઘો,Fundamental resonance
ફ્યુઝ,Fuse
ફ્યુઝ અસર,Fuse effect
ફ્યુઝ નકશો,Fuse map
દ્રાવ્ય લિંક,Fusible link
ભાવિ વલણ,Future trend
"ફઝી લોજિક, ફઝી લોજિક",Fuzzy logic
"અસ્પષ્ટ તર્ક, બોગસ તર્ક",Fuzzy logic
ફાઇલ નિષ્કર્ષણ,Fx (extracting a file)
પુનઃરોકાણ સંવેદનશીલતા,Feedback sensitivity
લાભ,Gain
માર્ગદર્શિત લેસર મેળવો,Gain guided laser
નફા મર્યાદા,Gain margin
ગેઇન બેન્ડ વિસ્તરણ ગુણાકાર,Gain-bandwidth product
સંક્રમણ આવર્તન મેળવો,Gain-cross over frequency
ગલાઘર કોડ,Gallagar code
ગેલિયમ આર્સેનાઇડ,Galleium arsenide
ગેલ્વેનિક કોષ,Galvanic cell
ગેલ્વેનોમીટર,Galvanometer
ગેલ્વેનાઈઝ્ડ રેકોર્ડર,Galvanometric recorder
ગામા,Gamma
ગામા-રે,Gamma ray
અવાજવાળી ટ્યુનિંગ,Ganged tuning
અંતરાલ,Gap
ગેસ નિમજ્જન દીવો,Gas discharge lamp
ગેસ લેસર,Gas laser
"દરવાજો, દરવાજો",Gate
ગેટ એરે,Gate array
ગેટ એરે,Gate array
ગેટ કેપેસિટેન્સ / ગેટ કેપેસિટર,Gate capacitance
ગેટ ઇન્સ્યુલેટીંગ,Gate insulation
ગેટ ઓસિલેટર,Gate oscillator
દ્વાર સુરક્ષા,Gate protection
ગેટ પ્રોટેક્શન ડાયોડ,Gate protection diode
ગેટ લોક સ્વીચ,Gate turn-off switch
ગેટ નિયંત્રિત સ્વીચ,Gate-controlled switch
ગેટ પાછળનું નેટવર્ક,Gate-lag network
ગેટ ઓક્સાઇડ કેપેસિટર,Gate-oxide capacitance
ઓપનિંગ ભૂલ,Gating error
ગેજ,Gauge
ગેજ ગુણક,Gauge factor
ગૌસ મીટર,Gauss meter
ગૌસીયન ઘનતા કાર્ય,Gaussian density function
ગૌસીયન પ્રસરણ,Gaussian diffusion
ગૌસીયન વિતરણ,Gaussian distribution
ગૌસીયન વિતરણ,Gaussian distribution
ગૌસીયન અવાજ,Gaussian noise
ગૌસીયન અવાજ,Gaussian noise
ગૌસીયન પ્રક્રિયા,Gaussian process
ગૌસીયન પલ્સ,Gaussian pulse
ગૌસીયન કાયદો,Gauss's law
ગીગ હર્ટ્ઝ,Gega Hertz
સામાન્ય હેતુ પ્રતિકાર,General purpose resister
અવાજ પેદા કર્યો,Generated noise
જનરેટર,Generator
"પિતૃ, સામાન્ય",Generic
ભૌમિતિક સરેરાશ,Geometric mean
ભૌમિતિક કિરણ અનુરેશ,Geometric ray tracing
જીઓસ્ટેશનરી ચેમ્બર,Geostationary orbit
ગેર્બર ફોમેન્ટ,Gerber format
જર્મેનિયમ,Germanium
જર્મેનિયમ ડાયોડ,Germanium diode
ગેટરન સારવાર,Gettering treatment
ગીઝર કેલ્ક્યુલેટર,Ggiger counter
સ્યુડો મેમરી રીફ્લેક્સ,Ghost memory images
ગિબ્સની ઘટના,Gibbs phenomenon
ગીગા,Giga
ખેલ,Gimmick
ઝગઝગાટ ફિલ્ટર,Glare filter
ગ્લાસ કેપેસિટર,Glass capacitor
ભૂલ,Glitch
પૃથ્વી સ્થિતિ ઉપગ્રહ,Global positioning satellite
પ્રકાશનું નિમજ્જન,Glow discharge
શેલ કોડ,Golay code
ગોલ્ડ કોડ,Gold code
ગોનીયોમીટર,Goniometer
જી-ઓપરેશન,G-parameters
ગ્રેડ,Grade
સીરીયલ ઇન્ડેક્સ ફાઇબર,Graded index fiber
ઢાળ,Gradient
પૃથ્વી અવાજ રિઝોલ્યુશન,Ground noise rejection
રજકણ અવાજ,Granular noise
દાણાદાર અવાજ,Granular noise
રજકણ અવાજ,Granulation noise
લેખ,Graph
ગ્રાફિકલ ડિસ્પ્લે યુનિટ,Graphic display unit
ગ્રાફિકલ બરાબરી,Graphic equalizer
ગ્રાફિકલ વિશ્લેષણ,Graphical analysis
ગ્રેટિક્યુલ,Graticule
છીણવું પરાવર્તક,Grating reflector
કુલ ભૂલ,Gross error
ભૂ-સંદર્ભિત રોકાણ,Ground-referenced input
"જમીન, જમીન",Ground
જમીન પ્રતિબિંબ,Ground reflection
જમીન પરત,Ground return
જમીન તરંગ,Ground wave
જમીન તરંગ,Ground wave
ભૂત ટ્રાન્સમિશન,Ground wave propagation
પૃથ્વી જોડાણ,Groundedinductor
ગ્રાઉન્ડ લોડ (લોડ),Grounded load
ગ્રાઉન્ડ એન્ટેના,Grounded vertical antenna
ગ્રાઉન્ડેડ એમિટર એમ્પ્લીફાયર,Grounded-emitter amplifier
ગ્રાઉન્ડ સોર્સ એમ્પ્લીફાયર,Grounded-source amplifier
ગ્રાઉન્ડ લૂપ,Ground-loop
નીચલું સ્તર,Ground-plane
જૂથ કોડ,Group code
જૂથ વિલંબ સમયગાળો,Group delay time
જૂથ પસંદગીકાર,Group selector
જૂથ વેગ,Group velocity
ગ્રોવર કુંડલન,Grover winding
બુસ્ટ જંકશન ટ્રાંઝિસ્ટર,Grown-junction transistor
રક્ષક બેન્ડ,Guard band
સલામતી સર્કિટ,Guard circuit
રક્ષક રીંગ,Guard ring
ગેસ્ટ હોસ્ટ એલસીડી,Guest host LCD
સૂચના તરંગલંબાઇ,Guide wavelength
બંદૂકની અસર,Gunn effect
બંદૂક ઓસિલેટર,Gunn oscillator
ગાઇરેટર,Gyrator
"gyro આવર્તન, રોટેશનલ આવર્તન",Gyro frequency
રોટેશનલ મેગ્નેટિક રેઝોનન્સ,Gyromagnetic resonance
આડો વિસ્તાર,H. field
હોફમેન એન્કોડિંગ,Haffman encoding
હેગલબર્ગર કોડ,Hagelbarger code
અડધા ઉમેરનાર,Half adder
અર્ધ-વિભાગીય,Half substractor
અર્ધ-વિભાગીય,Half subtractor
અર્ધ તરંગ દ્વિધ્રુવ,Half wave dipole
હાફ વેવ રેક્ટિફાયર,Half wave rectifier
અર્ધ પરિમાણ ગાળો,Half-amplitude duration
હોલ ગુણાંક,Hall co-efficient
હોલ અસર,Hall effect
હોલ ઇફેક્ટ રિલે,Hall effect relay
વિરામ સ્થિતિ,Hall state
હેમિંગ બ્લોક કોડ,Hamming block code
હેમિંગ મર્યાદા,Hamming bound
હેમિંગ કોડ,Hamming code
હેમિંગ કોડ,Hamming code
હેમિંગ અંતર,Hamming distance
હેમિંગ વિન્ડો,Hamming window
હેનિંગ લાઇન આકાર,Hanning line shapes
હેનિંગ વિન્ડો,Hanning window
