Gujarati,Tamil
dB-25 કનેક્ટર,dB-25 இணைப்பான்
રહેઠાણ,குடியிருப்பு
ગતિશીલ લાક્ષણિકતાઓ,மாறும் பண்புகள்
ગતિશીલ લાક્ષણિકતાઓ,மாறும் பண்புகள்
ગતિશીલ પ્રવાહ,மாறும் மின்னோட்டம்
ગતિશીલ અવબાધ,டைனமிக் மின்மறுப்பு
"ડાયનેમિક લોડ લાઇન, લોડ લાઇન","டைனமிக் சுமை வரி, சுமை வரி"
ગતિશીલ મેમરી,மாறும் நினைவகம்
ચલ મેમરી સેલ,மாறி நினைவக செல்
ડાયનેમિક મેમરી રિફ્રેશર,டைனமிக் நினைவக புதுப்பிப்பு
ગતિશીલ માઉસ વ્યુત્ક્રમ,மாறும் சுட்டி தலைகீழ்
ડાયનેમિક રેમ ડાયનેમિક રેમ,டைனமிக் ரேம் டைனமிக் ரேம்
ગતિશીલ શ્રેણી,மாறும் வரம்பு
ગતિશીલ પ્રતિકાર,மாறும் எதிர்ப்பு
ડાયનેમિક ડિસ્પ્લેસમેન્ટ રજિસ્ટર,மாறும் இடப்பெயர்ச்சி பதிவு
ગતિશીલ પરીક્ષણ,டைனமிக் சோதனை
ડાયનેમિક વિડિયો રેન્ડમ એક્સેસ મેમરી (DVRAM),டைனமிக் வீடியோ ரேண்டம் அணுகல் நினைவகம் (DVRAM)
ડાયનેમો,டைனமோ
ડાયનેમોમીટર,டைனமோமீட்டர்
ડિનિટ્રોન ઓસિલેટર,டைனிட்ரான் ஆஸிலேட்டர்
"પ્રારંભિક અસર, પ્રારંભિક અસર","ஆரம்ப விளைவு, ஆரம்ப விளைவு"
e એક રોમ,இ ஒரு ரோம்
પૃથ્વી જોડાણ,பூமி இணைப்பு
ગ્રાઉન્ડ સ્ટેશન,தரை நிலையம்
એબર્સ-મૌલ-સમીકરણ,ஈபர்ஸ்-மவுல்-சமன்பாடு
એબર્સ-મૌલ-મોડલ,ஈபர்ஸ்-மால்-மாடல்
પડઘો,எதிரொலி
વિરોધી પડઘો,எதிரொலி எதிர்ப்பு
એડી વર્તમાન,எடி கரண்ட்
સ્ટ્રાન્ડ કનેક્ટર,இழை இணைப்பான்
કોર ડિટેક્ટર,கோர் டிடெக்டர்
કોર ટ્રિગર ફ્લિપ ફ્લોપ,மைய தூண்டுதல் ஃபிளிப் ஃப்ளாப்
કોર ટ્રિગર લેચ,முக்கிய தூண்டுதல் தாழ்ப்பாளை
એડિસન અસર,எடிசன் விளைவு
સંપાદક,ஆசிரியர்
અસરકારક વિસ્તાર,பயனுள்ள பகுதி
અસરકારક પ્રવાહ,பயனுள்ள மின்னோட்டம்
અસરકારક જમીન ત્રિજ્યા,பயனுள்ள தரை ஆரம்
અસરકારક ઊંચાઈ,பயனுள்ள உயரம்
અસરકારક લંબાઈ,பயனுள்ள நீளம்
અસરકારક સમૂહ,பயனுள்ள நிறை
અસરકારક વિકિરણ શક્તિ,பயனுள்ள கதிர்வீச்சு சக்தி
અસરકારક વોલ્ટેજ,பயனுள்ள மின்னழுத்தம்
કાર્યક્ષમતા,திறன்
E.E.P. રોમ,இ.இ.பி. ரோம்
આઇકોનલ સમીકરણ,சின்னச் சமன்பாடு
વ્યસ્ત ક્ષમતા,தலைகீழ் கொள்ளளவு
ઇ-લેયર,மின் அடுக்கு
વીજ પ્રવાહ,மின்சாரம்
ઇલેક્ટ્રિક ક્ષેત્ર,மின்சார புலம்
ઇલેક્ટ્રિક ક્ષેત્રની તીવ્રતા,மின்சார புல தீவிரம்
ઇલેક્ટ્રિક વર્તમાન રેખાઓ,மின்னோட்டக் கோடுகள்
ઇલેક્ટ્રિક સંભવિત,மின்சார திறன்
વીજળી,மின்கசிவு
ઇલેક્ટ્રો-સોલ્ડર,மின் சாலிடர்
ઇલેક્ટ્રિક તરંગ,மின்சார அலை
વિદ્યુત લંબાઈ,மின் நீளம்
વિદ્યુત શક્તિ,மின் சக்தி
વીજળી,மின்சாரம்
ઇસીજી,ஈசிஜி
ઇલેક્ટ્રિક ડાયનેમો મીટર,மின்சார டைனமோ மீட்டர்
ઇલેક્ટ્રોડ,மின்முனை
ઇલેક્ટ્રોડ વર્તમાન,மின்னோட்டம்
ઇલેક્ટ્રોલ્યુમિનેસેન્સ,மின் ஒளிர்வு
ઇલેક્ટ્રોલ્યુમિનેસન્ટ ડિસ્પ્લે,மின் ஒளிரும் காட்சி
ગેલ્વેનિક અલગતા,கால்வனிக் தனிமைப்படுத்தல்
ઇલેક્ટ્રોલાઇટ,எலக்ட்ரோலைட்
ઇલેક્ટ્રોલિટીક કેપેસિટર,மின்னாற்பகுப்பு மின்தேக்கி
ઇલેક્ટ્રોલિટીક કેપેસિટર,மின்னாற்பகுப்பு மின்தேக்கி
ઇલેક્ટ્રોમેગ્નેટ,மின்காந்தம்
ઇલેક્ટ્રોમેગ્નેટિક ઊર્જા,மின்காந்த ஆற்றல்
ઇલેક્ટ્રોમેગ્નેટિક ઇન્ડક્શન,மின்காந்த தூண்டல்
"ઇલેક્ટ્રોમેગ્નેટિક હસ્તક્ષેપ, EMI","மின்காந்த குறுக்கீடு, EMI"
ઇલેક્ટ્રોમેગ્નેટિક સ્પેક્ટ્રમ,மின்காந்த நிறமாலை
ઇલેક્ટ્રોમેગ્નેટિક તરંગ,மின்காந்த அலை
ઇલેક્ટ્રોમેગ્નેટિઝમ,மின்காந்தவியல்
ઇલેક્ટ્રો મિકેનિકલ ફિલ્ટર,எலக்ட்ரோ மெக்கானிக்கல் வடிகட்டி
ઇલેક્ટ્રોમીટર,எலக்ட்ரோமீட்டர்
ઇલેક્ટ્રોમોટિવ બળ,மின்னோட்ட விசை
ઇલેક્ટ્રોન,எதிர் மின்னணு
ઇલેક્ટ્રોન બીમ,எலக்ட்ரான் கற்றை
ઇલેક્ટ્રોન ચાર્જ,எலக்ட்ரான் சார்ஜ்
ઇલેક્ટ્રોન ઉત્સર્જન,எலக்ட்ரான் உமிழ்வு
ઇલેક્ટ્રોન પ્રવાહ,எலக்ட்ரான் ஓட்டம்
ઇલેક્ટ્રોન ગેસ,எலக்ட்ரான் வாயு
ઇલેક્ટ્રોન ઉપકરણ,எலக்ட்ரான் சாதனம்
ઇલેક્ટ્રોન છિદ્ર જોડી,எலக்ட்ரான் துளை ஜோடி
ઇલેક્ટ્રોન માઇક્રોસ્કોપ,எலக்ட்ரான் நுண்ணோக்கி
ઇલેક્ટ્રોન ભ્રમણકક્ષા,எலக்ட்ரான் சுற்றுப்பாதை
ઇલેક્ટ્રોન શેલ,எலக்ட்ரான் ஷெல்
ઇલેક્ટ્રોન વોલ્ટ,எலக்ட்ரான் வோல்ட்
ઇલેક્ટ્રોન વેવ ટ્યુબ,எலக்ட்ரான் அலை குழாய்
ઇલેક્ટ્રોનિક ચાર્જ,மின்னணு கட்டணம்
ઇલેક્ટ્રોનિક ડેટા તણાવ,மின்னணு தரவு அழுத்தம்
ઇલેક્ટ્રોનિક ડેટા પ્રોસેસિંગ,மின்னணு தரவு செயலாக்கம்
ઇલેક્ટ્રોનિક કી,மின்னணு விசை
ઈલેક્ટ્રોનિક મેઈલ (ઈ-મેલ),மின்னணு அஞ்சல் (மின்னஞ்சல்)
ઇલેક્ટ્રોનિક માસ,மின்னணு நிறை
ઇલેક્ટ્રોનિક આંકડાકીય,மின்னணு எண்
ઇલેક્ટ્રોનિક સ્વિચિંગ,மின்னணு மாறுதல்
ઇલેક્ટ્રોનિક વોલ્ટમીટર,மின்னணு மின்னழுத்தமானி
ઇલેક્ટ્રોનિક રીતે ટ્યુન કરેલ રીસીવર,மின்னணு முறையில் டியூன் செய்யப்பட்ட ரிசீவர்
ઇલેક્ટ્રોનિક્સ ઉદ્યોગ સંગઠન,மின்னணு தொழில் சங்கம்
ઇલેક્ટ્રોપ્લેટિંગ,மின்முலாம் பூசுதல்
ઇલેક્ટ્રોસ્કોપ,மின்னோக்கி
ઇલેક્ટ્રોમેગ્નેટિઝમ,மின்காந்தவியல்
ઇલેક્ટ્રોસ્ટેટિક પ્રવાહ,மின்னியல் ஃப்ளக்ஸ்
ઇલેક્ટ્રોસ્ટેટિક પ્રિઝર્વેટિવ,மின்னியல் பாதுகாப்பு
તત્વ,உறுப்பு
અપગ્રેડ,மேம்படுத்தல்
ઉન્નતિ કોણ,முன்னேற்றக் கோணம்
લંબગોળ પરાવર્તક,நீள்வட்ட பிரதிபலிப்பான்
લંબગોળ ફિલ્ટર,நீள்வட்ட வடிகட்டி
લંબગોળ ધ્રુવ,நீள்வட்ட துருவம்
એમ્બેડેડ સિસ્ટમ,உட்பொதிக்கப்பட்ட அமைப்பு
એબ્સિડિક કોડ,abssidic குறியீடு
ઉત્સર્જક,உமிழ்ப்பான்
ઉત્સર્જક ઓરિએન્ટેશન રૂપરેખાંકન,உமிழ்ப்பான் நோக்குநிலை கட்டமைப்பு
ઉત્સર્જક બાયપાસ કેપેસિટર,உமிழ்ப்பான் பைபாஸ் மின்தேக்கி
ઉત્સર્જક લાક્ષણિકતાઓ,உமிழும் பண்புகள்
ઉત્સર્જક જોડી એમ્પ્લીફાયર,உமிழ்ப்பான் இணைந்த பெருக்கி
ઉત્સર્જક પ્રસરણ,உமிழ்ப்பான் பரவல்
ઉત્સર્જક પાછળનું,உமிழ்ப்பான் பின்னிணைப்பு
ઉત્સર્જક રેઝિસ્ટર,உமிழ்ப்பான் மின்தடை
ઉત્સર્જક સ્થિર ઓરિએન્ટેશન રૂપરેખાંકન,உமிழ்ப்பான் நிலைப்படுத்தப்பட்ட நோக்குநிலை கட்டமைப்பு
ઉત્સર્જક આધાર જંકશન,உமிழ்ப்பான் அடிப்படை சந்திப்பு
"એમિટર કપલ્ડ લોજિક, ECL","உமிழ்ப்பான் இணைந்த தர்க்கம், ECL"
યાંત્રિક,இயந்திரமயமாக்கப்பட்டது
સક્ષમ કરો,செயல்படுத்த
એન્કેપ્સ્યુલેશન,அடைப்பு
કોડીત્રા,கொடித்ரா
એન્ક્રિપ્શન,குறியாக்கம்
પરિપત્ર લાભ,வட்ட ஆதாயம்
રૂપાંતર,மாற்றம்
પ્રણાલીગત,அமைப்பு ரீதியான
ગોળાકાર વિસ્થાપન,வட்ட இடப்பெயர்ச்சி
રેખાંશ એન્ટેના,நீளமான ஆண்டெனா
રેખાંશ એરે,நீளமான வரிசை
ઊર્જા,ஆற்றல்
ઊર્જા પટ્ટી,ஆற்றல் பட்டை
બેન્ડ ગેપ,பட்டை இடைவெளியை
ઊર્જા સ્તર,ஆற்றல் நிலை
ઊર્જા સ્તર ડાયાગ્રામ,ஆற்றல் நிலை வரைபடம்
ઉન્નત વિસ્તૃત માસ સ્પષ્ટીકરણ,மேம்படுத்தப்பட்ட விரிவாக்கப்பட்ட நிறை விவரக்குறிப்பு
વધારો લેખ રજીસ્ટ્રાર,அதிகரிக்கப்பட்ட கட்டுரைப் பதிவாளர்
વૃદ્ધિ,வளர்ச்சி
વૃદ્ધિ પેટર્ન,வளர்ச்சி முறை
ઉન્નત Mosfet,மேம்படுத்தப்பட்ட Mosfet
એન્ટ્રોપી,என்ட்ரோபி
પરબિડીયું ડિમોડ્યુલેટર,உறை demodulator
પર્યાવરણ,சூழல்
"એપિટાક્સી વૃદ્ધિ, ચડતી વૃદ્ધિ","எபிடாக்ஸி வளர்ச்சி, ஏறுமுக வளர்ச்சி"
"epitracheal સ્તર, ચડતા સ્તર","எபிட்ராசியல் அடுக்கு, ஏறுவரிசை அடுக்கு"
"એપિટાક્સી, ઓવરરાઇડિંગ","எபிடாக்ஸி, மேலெழுதுதல்"
ઇપોક્સી-ફાઇબર ગ્લાસ સ્તર,எபோக்சி-ஃபைபர் கண்ணாடி நிலை
EP-ROM,EP-ROM
એપ્સીલોન,எப்சிலான்
સમાનતા,சமப்படுத்துதல்
સમાનતા સર્કિટ,சமநிலை சுற்று
સમાનતા,சமத்துவம்
સમીકરણ,சமன்பாடு
બરાબરી ફિલ્ટર,சமநிலை வடிகட்டி
સમીકરણ,சமன்பாடு
વિષુવવૃત્તીય વિમાન,பூமத்திய ரேகை விமானம்
આઇસોપોટેન્શિયલ લાઇન,ஐசோபோடென்ஷியல் கோடு
ઇક્વિપોટેન્શિયલ પાનું,equipotential பக்கம்
સમકક્ષ સર્કિટ,சமமான சுற்று
સમાન ઇનપુટ અવાજ જનરેટર,சமமான உள்ளீடு இரைச்சல் ஜெனரேட்டர்
સમાન ઇનપુટ અવાજ પ્રતિકાર,சமமான உள்ளீடு இரைச்சல் எதிர்ப்பு
સમકક્ષ આઇસોટોપિક વિકિરણ શક્તિ,சமமான ஐசோடோபிக் கதிர்வீச்சு சக்தி
કાઢી નાખો,அழி
ઊર્જા પ્રક્રિયા,ஆற்றல் செயல்முறை
ભૂલ નિયંત્રણ કોડિંગ,பிழை கட்டுப்பாட்டு குறியீட்டு முறை
ભૂલ સુધારણા કોડ,பிழை திருத்தம் குறியீடு
ભૂલ શોધ કોડ,பிழை கண்டறிதல் குறியீடு
ભૂલ હેન્ડલિંગ,பிழை கையாளுதல்
ભૂલ દર,பிழை விகிதம்
ભૂલ વોલ્ટેજ,பிழை மின்னழுத்தம்
ભૂલ એમ્પ્લીફાયર,பிழை பெருக்கி
ઇસાકી ડાયોડ,இசக்கி டையோடு
કોતરણી,பொறித்தல்
ઈથરનેટ,ஈதர்நெட்
યુલરનું પ્રમેય,யூலரின் தேற்றம்
પરિમાણ ઘટાડવું મોડ,வீச்சு குறைப்பு முறை
બાષ્પીભવન પ્રક્રિયા,ஆவியாதல் செயல்முறை
ઇ-વેક્ટર,மின் திசையன்
સમાનતા,சமத்துவம்
અપવાદ હેન્ડલિંગ,விதிவிலக்கு கையாளுதல்
વધારાનો અવાજ ગુણોત્તર,கூடுதல் இரைச்சல் விகிதம்
ટ્રિપલ કોડ,மூன்று குறியீடு
ઉત્તેજના કોષ્ટક,தூண்டுதல் அட்டவணை
ઇકો XOR ગેટ,எதிரொலி XOR வாயில்
એક્ઝેક્યુશન સોફ્ટવેર,செயல்படுத்தும் மென்பொருள்
અમલની ચાલ,மரணதண்டனை நகர்வு
અમલ સમય,செயல்படுத்தும் நேரம்
વિશિષ્ટ નોર ગેટ,பிரத்தியேக நார் கேட்
પ્રસારણકર્તા,ஒளிபரப்பாளர்
ઘાતાંકીય સડો,அதிவேக சிதைவு
ઘાતાંકીય ડાયોડ,அதிவேக டையோடு
ઘાતાંકીય ફોરિયર શ્રેણી,அதிவேக ஃபோரியர் தொடர்
ઘાતાંકીય કાર્ય,அதிவேக செயல்பாடு
બાહ્ય આવર્તન પ્રતિકાર,வெளிப்புற அதிர்வெண் எதிர்ப்பு
ખૂબ ઊંચી આવર્તન,மிக அதிக அதிர்வெண்
ઉચ્ચ સંભાવના,உயர் திறன்
ખૂબ જ ટૂંકી આવર્તન,மிகக் குறுகிய அதிர்வெண்
અભેદ્ય સેમિકન્ડક્ટર,கடத்தாத குறைக்கடத்தி
ફાઇલ ખોલો,திறந்த கோப்பு
સેમિકન્ડક્ટર ફેબ્રિકેશન,குறைக்கடத்தி உற்பத்தி
ફેબ્રી પેરો રેઝોનેટર,ஃபேப்ரி பெரோ ரெசனேட்டர்
પેનલ,குழு
ગુણક,பெருக்கி
ફેક્ટોરિયલ,காரணியான
ખામી,லாகுனா
એટેન્યુએશન,தணிவு
એટેન્યુએશન,தணிவு
ફાહી એકપક્ષીય અભેદ્યતા માપક,ஃபாஹி ஒருதலைப்பட்ச ஊடுருவல் அளவிடுபவர்
નિષ્ફળતા,தோல்வி
નિષ્ફળ મોડ,தோல்வி முறை
નિષ્ફળતા દર,தோல்வி விகிதம்
ફેર ચાઇલ્ડ સેમિકન્ડક્ટર,சிகப்பு குழந்தை செமிகண்டக்டர்
પાનખર સમયગાળો,வீழ்ச்சி காலம்
પાટી કેલાડ કોર,பதி கலாட் கோர்
પેટ કોર,பேட் கோர்
પતન,சரிவு
ખોટું,பொய்
ફોલ્ડ કાગળ,மடித்த காகிதம்
ઇનપુટ,உள்ளீடு
મુદ્દા નંબર,வெளியீட்டு எண்
ફરાડ,ஃபாரட்
ફેરાડે અસર,ஃபாரடே விளைவு
ફેરાડે પરિભ્રમણ,ஃபாரடே சுழற்சி
ફેરાડે સ્ક્રીન,ஃபாரடே திரை
ફેરાડે સતત,ஃபாரடே மாறிலி
ફેરાડેનો કાયદો,ஃபாரடேயின் சட்டம்
પ્રતિકૃતિ,பிரதி
પ્રતિકૃતિ રીસીવર,பிரதி பெறுபவர்
પ્રતિકૃતિ કોમ્યુનિકેટર,பிரதி தொடர்பாளர்
પ્રતિકૃતિ,பிரதி
પ્રતિકૃતિ સંકેત,பிரதி சமிக்ஞை
તીક્ષ્ણ કોર,கூர்மையான கோர்
ઝડપી ફોરિયર ટ્રાન્સફોર્મ,விரைவான நான்கு உருமாற்றம்
વહાણની રસીદ દિનકારી,கப்பல் ரசீது டிங்காரி
ફાઈલ ફાળવણી શેડ્યૂલ,கோப்பு ஒதுக்கீடு அட்டவணை
જીવલેણ ભૂલ,கொடிய பிழை
પિતૃ ફાઇલ,பெற்றோர் கோப்பு
ઇનપુટ,உள்ளீடு
"દોષ, દોષ","தவறு, தவறு"
ખામી વિશ્લેષણ,தவறு பகுப்பாய்வு
ફોલ્ટ રેટિંગ,தவறு மதிப்பீடு
ફોલ્ટ સ્થાનિકીકરણ,தவறு உள்ளூர்மயமாக்கல்
ફોલ્ટ અવકાશી પુલ,உள்ளூர் பாலத்தின் தவறு
ફોલ્ટ ફિલ્ટર ટૉગલ,தவறு வடிகட்டி மாற்று
પતન સહનશીલતા,வீழ்ச்சி சகிப்புத்தன்மை
ફેનોનું અલ્ગોરિધમ,ஃபேனோவின் அல்காரிதம்
મુદ્દા નંબર,வெளியீட்டு எண்
અંક નંબર વૃક્ષ,வெளியீடு எண் மரம்
ફેક્સ,தொலைநகல்
ફાઇલ સંયોજન,கோப்பு கலவை
એફ કનેક્ટર,எஃப் இணைப்பான்
ફ્રીક્વન્સી ડિવિઝન મલ્ટિપ્લેક્સર,அதிர்வெண் பிரிவு மல்டிபிளெக்சர்
FEC કોડ,FEC குறியீடு
ફેડરલ કોમ્યુનિકેશન્સ કમિશન,ஃபெடரல் கம்யூனிகேஷன்ஸ் கமிஷன்
પુનઃરોકાણ લૂપ ગેઇન,மறு முதலீட்டு வளைய ஆதாயம்
ક્ષીણ ચુંબકીય પદાર્થ,வலுவிழந்த காந்தப் பொருள்
ઇનપુટ,உள்ளீடு
પુનઃરોકાણ ઉપજ,மறு முதலீட்டு மகசூல்
નિર્વાહ નુકશાન,வாழ்வாதார இழப்பு
પુનઃરોકાણ,மறு முதலீடு
પુનઃરોકાણ એમ્પ્લીફાયર,மறு முதலீட்டு பெருக்கி
પુનઃ પરિચય વિકૃતિ,மறு அறிமுகம் சிதைவு
પુનઃરોકાણ બ્લોક ડાયાગ્રામ,மறு முதலீட்டுத் தொகுதி வரைபடம்
પુનઃરોકાણ સ્ટ્રીમ ડાયાગ્રામ,மறுமுதலீடு ஸ்ட்ரீம் வரைபடம்
પુનઃસ્થાપન લૂપ,மறுசீரமைப்பு வளையம்
પુનઃરોકાણ ઓસિલેટર,மறுமுதலீடு ஆஸிலேட்டர்
પુનઃરોકાણ સ્પર્ધા,மறு முதலீட்டு இனம்
રિઇન્વેસ્ટમેન્ટ ડિસ્પ્લેસમેન્ટ રજિસ્ટર,மறுமுதலீடு இடப்பெயர்ச்சிப் பதிவு
પુનઃરોકાણ સિદ્ધાંત ડાયાગ્રામ,மறு முதலீட்டு கொள்கை வரைபடம்
રીઇન્ટ્રોડક્શન વોલ્ટેજ ડાયાગ્રામ,மறு அறிமுகம் மின்னழுத்த வரைபடம்
ફર્મી સ્તર,ஃபெர்மி நிலை
ફેરિક ઇન્ડક્ટર,பெர்ரிக் தூண்டி
ફેરાઇટ,ஃபெரைட்
ફેરાઇટ એન્ટેના,ஃபெரைட் ஆண்டெனா
ફેરાઇટ નીંદણ,ஃபெரைட் களை
ફેરાઇટ સ્પિનર,ஃபெரைட் ஸ்பின்னர்
ફેરાઇટ વિભાજક,ஃபெரைட் பிரிப்பான்
ફેરાઇટ લાઇન એક્સ્ટેંશન,ஃபெரைட் வரி நீட்டிப்பு
ફેરાઇટ-કોર ટ્રાન્સફોર્મર,ஃபெரைட்-கோர் மின்மாற்றி
ફેરો ક્રોમ ટેપ,ஃபெரோ குரோம் டேப்
ફેરોમેગ્નેટિઝમ,ஃபெரோ காந்தவியல்
ભાગ્ય,விதி
ફિલ્ડ ઇફેક્ટ ટ્રાન્ઝિસ્ટર (FET),ஃபீல்டு எஃபெக்ட் டிரான்சிஸ்டர் (FET)
ફેટ બૂસ્ટર,கொழுப்பு பூஸ்டர்
fret પૂરક સમપ્રમાણતા,fret complement symmetry
ચરબી અવક્ષય મોડ,கொழுப்பு குறைப்பு முறை
"ભાગ્ય દ્વૈત દ્વાર, દ્વૈત દ્વાર","விதி இருமை வாயில், இருமை வாயில்"
ચરબી વૃદ્ધિ મોડ,கொழுப்பு வளர்ச்சி முறை
fret આવર્તન પ્રતિભાવ,fret அதிர்வெண் பதில்
ચરબી ગ્રાફિક વિશ્લેષણ,கொழுப்பு கிராஃபிக் பகுப்பாய்வு
ભાવિ રોકાણ સલામતી,ஃபேட் இன்வெஸ்ட்மென்ட் பாதுகாப்பு
ચરબી ઊલટું,கொழுப்பு தலைகீழ்
ભાગ્ય કરાર,விதி ஒப்பந்தம்
ચરબી મોસ્ફેટ,கொழுப்பு மொஸ்ஃபெட்
ચરબી વાહકતા,கொழுப்பு கடத்துத்திறன்
ઊંઘવાનો સમય,உறக்க நேரம்
ફાઇલ આયાત,கோப்பு இறக்குமதி
ફાઇબર,நார்ச்சத்து
ફાઇબર કનેક્ટર,ஃபைபர் இணைப்பு
ફાઇબર વિતરિત ડેટા ઇન્ટરફેસ,ஃபைபர் விநியோகிக்கப்பட்ட தரவு இடைமுகம்
ફાઇબર ગ્લાસ,இழை கண்ணாடி
ફાઈબર ઓપ્ટિક લિંક,ஃபைபர் ஆப்டிக் இணைப்பு
ફાઈબર ઓપ્ટિક્સ ટ્રાન્સમિશન વિન્ડો,ஃபைபர் ஆப்டிக்ஸ் டிரான்ஸ்மிஷன் சாளரம்
ફાઇબર લાઇટ ડિટેક્ટર,ஃபைபர் லைட் டிடெக்டர்
ફાઇબર બંધન,நார் பிணைப்பு
ફિબોનાકી નંબરો,ஃபைபோனச்சி எண்கள்
વર્ચ્યુઅલ અવાજ જનરેટર,மெய்நிகர் இரைச்சல் ஜெனரேட்டர்
પ્રાપ્તકર્તાની વફાદારી,பெறுநரின் விசுவாசம்
બનાવટી,போலி
વિસ્તાર સહાયિત,பகுதி உதவி
ક્ષેત્ર અસર ઉપકરણ,புல விளைவு சாதனம்
ક્ષેત્ર અસર સ્વીચ,புல விளைவு சுவிட்ச்
ક્ષેત્ર અસરકારક ટ્રાન્ઝિસ્ટર,புல பயனுள்ள டிரான்சிஸ்டர்
ક્ષેત્ર ઉત્સર્જન,புல உமிழ்வு
લીડ બોડી,முன்னணி உடல்
ક્ષેત્ર આવર્તન,புல அதிர்வெண்
ક્ષેત્રની તીવ્રતા,புல தீவிரம்
ફીલ્ડ પ્રોગ્રામ લોજિક એરે,புல நிரல் தர்க்க வரிசை
ક્ષેત્ર પરીક્ષણ,கள சோதனை
ક્ષેત્ર રદબાતલ,கள ரத்து
FIFO મેમરી,FIFO நினைவகம்
કાર્યક્ષમતા સૂચકાંક,செயல்திறன் குறியீடு
ફાઇલ,கோப்பு
ફાઇલ ફિલર,கோப்பு நிரப்பு
ફાઇલ આદેશ,கோப்பு கட்டளை
ફાઇલ સર્વર,கோப்பு சேவையகம்
સ્તર કેપેસિટર,அடுக்கு மின்தேக்கி
સ્તર રેઝિસ્ટર,அடுக்கு மின்தடை
ફિલ્ટર,வடிகட்டி
ફિલ્ટર લાક્ષણિકતાઓ,வடிகட்டி பண்புகள்
ફિલ્ટર સર્કિટ,வடிகட்டி சுற்று
સંગ્રહ,சேகரிப்பு
ફિલ્ટર ડિઝાઇન,வடிகட்டி வடிவமைப்பு
સંચાર ડેટા,தொடர்பு தரவு
ફિલ્ટર પદ્ધતિ,வடிகட்டி முறை
ફિલ્ટર પુનઃનિર્માણ,வடிகட்டி புனரமைப்பு
અંતિમ એસેમ્બલીંગ,இறுதி அசெம்பிளிங்
ફિંગર પ્રિન્ટ,கைரேகை
મર્યાદિત આવેગજન્ય રિપોર્ટિંગ ફિલ્ટર,வரையறுக்கப்பட்ட மனக்கிளர்ச்சி அறிக்கை வடிகட்டி
મર્યાદિત પરિમાણ,வரையறுக்கப்பட்ட அளவுரு
મર્યાદિત રાજ્ય મશીન,வரையறுக்கப்பட்ட நிலை இயந்திரம்
ફાયરિંગ એંગલ,துப்பாக்கி சூடு கோணம்
ફર્મવેર,நிலைபொருள்
પ્રથમ આકૃતિ શબ્દ,முதல் உருவ வார்த்தை
પ્રથમ ઓર્ડર પ્રેશ,முதல் வரிசை பிரஷ்
ફિશર લૂપ ટેસ્ટ,பிஷ்ஷர் லூப் சோதனை
સતત,நிலையான
સ્થિર એટેન્યુએટર,நிலையான அட்டென்யூட்டர்
નિશ્ચિત અભિગમ,நிலையான நோக்குநிலை
નિશ્ચિત કેલ્ક્યુલેટર,நிலையான கால்குலேட்டர்
નિશ્ચિત વિસ્તાર,நிலையான பகுதி
સોંપણી મશીન,ஒதுக்கீட்டு இயந்திரம்
નિશ્ચિત સમય નિયંત્રક,நிலையான நேரக் கட்டுப்படுத்தி
ધ્વજ,கொடி
ફ્લેંજ,விளிம்பு
ફ્લૅપ એટેન્યુએટર,மடல் அட்டென்யூட்டர்
ચમક,ஒளிரும்
તેજ કન્વર્ટર,பிரகாசம் மாற்றி
ચમક,ஒளிரும்
ફ્લેટ ફ્લોર સ્કેનિંગ,தட்டையான தரை ஸ்கேனிங்
સપાટ કોઇલ,தட்டையான சுருள்
ફ્લેટ ફાઇલ,பிளாட் கோப்பு
ફ્લેટ ફિલ્ટર,தட்டையான வடிகட்டி
ફ્લેટ પેક,பிளாட் பேக்
ફ્લેટ રિબન કેબલ,தட்டையான ரிப்பன் கேபிள்
ફ્લેટ ટોપ સેમ્પલિંગ,தட்டையான மேல் மாதிரி
F-સ્તર,F-அடுக்கு
F-સ્તર આયનોસ્ફિયર,F-அடுக்கு அயனோஸ்பியர்
ફ્લેમિંગ,ஃப்ளெமிங்
ફ્લેમિંગ અને ક્લિન્ટન ડાયવર્જન્સ પદ્ધતિ,ஃப்ளெமிங் மற்றும் கிளிண்டன் வேறுபாடு முறை
ફફડાટ,படபடப்பு
ફફડાટનો અવાજ,படபடப்பு சத்தம்
ફ્લટર ફોટોમીટર,படபடப்பு போட்டோமீட்டர்
ફલીપ ફલોપ,புரட்டல்
ફ્લિપ ફ્લોપ અસુમેળ રોકાણ,ஃபிளிப் ஃப்ளாப் ஒத்திசைவற்ற முதலீடு
ફ્લિપ ફ્લોપ લાક્ષણિકતાઓ,ஃபிளிப் ஃப்ளாப் பண்புகள்
ફ્લિપ ફ્લોપ કોલ સિગ્નલ,ஃபிளிப் ஃப்ளாப் அழைப்பு சமிக்ஞை
ફ્લિપ ફ્લોપ સમયરેખા,ஃபிளிப் ஃப்ளாப் காலவரிசை
ફ્લિપ ફ્લોપ કોર-ટ્રિગર,ஃபிளிப் ஃப்ளாப் கோர்-தூண்டப்பட்டது
ફ્લિપ ફ્લોપ જેકે ટ્રિગર,flip flop jK தூண்டுதல்
ફ્લિપ ફ્લોપ લેચ,ஃபிளிப் ஃப்ளாப் தாழ்ப்பாள்
ફ્લિપ ફ્લોપ માસ્ટર-સ્લેવ,புரட்டுதல் மாஸ்டர்-அடிமை
