Odiya,Kannada
ଯୋଗାଯୋଗ ମୋଡ୍ |,ಸಂವಹನ ಮೋಡ್
"1. ଯୋଗାଯୋଗ ନେଟୱାର୍କ, 2. ଯୋଗାଯୋଗ ନେଟୱାର୍କ |","1. ಸಂವಹನ ಜಾಲ, 2. ಸಂವಹನ ಜಾಲ"
ଯୋଗାଯୋଗ ପାରାମିଟର,ಸಂವಹನ ನಿಯತಾಂಕ
ଯୋଗାଯୋଗ ବ୍ୟବସ୍ଥା |,ಸಂವಹನ ವ್ಯವಸ್ಥೆ
ସଙ୍କୋଚନ,ಸಂಕೋಚನ
ସଙ୍କୋଚକ,ಸಂಕೋಚಕ
ସଙ୍କୋଚନ ସଂକ୍ରମଣ,ಸಂಕೋಚನ ಪ್ರಸರಣ
କମ୍ପାନୀ ନେଟୱାର୍କ |,ಕಂಪನಿ ನೆಟ್ವರ್ಕ್
ତୁଳନା ପରୀକ୍ଷା,ಹೋಲಿಕೆ ಪರೀಕ್ಷೆ
"1. ସ୍ଥିରତା, 2. ସୁସଙ୍ଗତତା |","1. ಸ್ಥಿರತೆ, 2. ಹೊಂದಾಣಿಕೆ"
ସୁସଙ୍ଗତ,ಹೊಂದಬಲ್ಲ
ସଂକଳନ,ಸಂಕಲನ
ସଂକଳନ ଏବଂ ନିଷ୍ପାଦନ,ಸಂಕಲನ ಮತ್ತು ಮರಣದಂಡನೆ
"1. କମ୍ପାଇଲର୍, 2. ପ୍ରୋଗ୍ରାମ୍ ଟ୍ରାନ୍ସଫରର୍ |","1.ಕಂಪೈಲರ್, 2.ಪ್ರೋಗ್ರಾಂ ವರ್ಗಾವಣೆ"
ସଙ୍କଳନକାରୀ ଭାଷା |,ಕಂಪೈಲರ್ ಭಾಷೆ
ସପ୍ଲିମେଣ୍ଟ,ಪೂರಕ
ଦଶର ସଂପନ୍ନ |,ಹತ್ತರ ಪೂರಕ
ସପ୍ଲିମେଣ୍ଟ,ಪೂರಕ
"1. ସମ୍ପୁର୍ଣ୍ଣ ଭାବରେ ଅର୍ଜନ, 2. ସମ୍ପୁର୍ଣ୍ଣ ଭାବରେ ଅର୍ଜନ |","1. ಸಂಪೂರ್ಣವಾಗಿ ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡಿತು, 2. ಸಂಪೂರ್ಣವಾಗಿ ಸ್ವಾಧೀನಪಡಿಸಿಕೊಂಡಿತು"
ମିଶ୍ରିତ,ಸಂಯೋಜಿತ
ଜଟିଳ ସଂଖ୍ୟା,ಸಂಕೀರ್ಣ ಸಂಖ್ಯೆ
ବିଧାନସଭା,ಘಟಕ
com,com
ମିଳିତ,ಜಂಟಿ
ମିଶ୍ରଣ,ಸಂಯೋಜನೆ
"1. କମ୍ପ୍ୟୁଟେବଲ୍, 2. କମ୍ପ୍ୟୁଟେବଲ୍ |","1.ಗಣನೀಯ, 2.ಗಣನೀಯ"
କମ୍ପ୍ୟୁଟର,ಕಂಪ್ಯೂಟರ್
କମ୍ପ୍ୟୁଟର କେନ୍ଦ୍ର,ಕಂಪ್ಯೂಟರ್ ಕೇಂದ್ರ
କମ୍ପ୍ୟୁଟର ବିଶେଷଜ୍ଞ |,ಕಂಪ್ಯೂಟರ್ ತಜ್ಞ
କମ୍ପ୍ୟୁଟର ଗ୍ରାଫିକ୍ସ,ಕಂಪ್ಯೂಟರ್ ಗ್ರಾಫಿಕ್ಸ್
କମ୍ପ୍ୟୁଟର ନିର୍ଦ୍ଦେଶ,ಕಂಪ್ಯೂಟರ್ ಸೂಚನೆ
"1. କମ୍ପ୍ୟୁଟର ଭାଷା, 2. କମ୍ପ୍ୟୁଟର ଭାଷା |","1.ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ, 2.ಕಂಪ್ಯೂಟರ್ ಭಾಷೆ"
"1. କମ୍ପ୍ୟୁଟର ନେଟୱାର୍କ, 2. କମ୍ପ୍ୟୁଟର ନେଟୱାର୍କ |","1.ಕಂಪ್ಯೂಟರ್ ನೆಟ್‌ವರ್ಕ್, 2.ಕಂಪ್ಯೂಟರ್ ನೆಟ್‌ವರ್ಕ್"
କମ୍ପ୍ୟୁଟର ବିଜ୍ଞାନ,ಗಣಕ ಯಂತ್ರ ವಿಜ್ಞಾನ
କମ୍ପ୍ୟୁଟର ସୁରକ୍ଷା,ಕಂಪ್ಯೂಟರ್ ಭದ್ರತೆ
କମ୍ପ୍ୟୁଟର ଅନୁକରଣ,ಕಂಪ್ಯೂಟರ್ ಸಿಮ್ಯುಲೇಶನ್
କମ୍ପ୍ୟୁଟର ବିଶେଷଜ୍ଞ |,ಕಂಪ್ಯೂಟರ್ ತಜ್ಞ
କମ୍ପ୍ୟୁଟରୀକରଣ,ಗಣಕೀಕರಣ
କମ୍ପ୍ୟୁଟରବାଦୀ,ಗಣಕಶಾಸ್ತ್ರಜ್ಞ
କମ୍ପ୍ୟୁଟରୀକରଣ,ಗಣಕೀಕರಣ
"1. ଗଣନା, 2 ଗଣନା","1.ಗಣನೆ, 2. ಲೆಕ್ಕಾಚಾರ"
ସଂକଳ୍ପ,ಪರಿಕಲ್ಪನೆ
"1. ଅସୀମତା, 2. ସମନ୍ୱୟ, 3. ସମନ୍ୱୟ |","1. ಸಮ್ಮಿತಿ, 2. ಸುಸಂಬದ್ಧತೆ, 3. ಹೊಂದಾಣಿಕೆ"
"ସମାନ, ସମାନ |","ಏಕಕಾಲೀನ, ಒಂದೇ"
ପ୍ରତିବନ୍ଧକ ଭେରିଏବଲ୍ |,ನಿರ್ಬಂಧ ವೇರಿಯಬಲ್
ସୀମିତ ଅପରେଟର୍ |,ನಿರ್ಬಂಧಿತ ಆಪರೇಟರ್
ପ୍ରତିବନ୍ଧିତ ବିବୃତ୍ତି |,ನಿರ್ಬಂಧಿತ ಹೇಳಿಕೆ
ଡ୍ରାଇଭର |,ಚಾಲಕ
"1. ବିସ୍ତୃତ ସମ୍ମିଳନୀ, 2. ସମ୍ମିଳନୀ |","1.ದೂರ ಸಮ್ಮೇಳನ, 2. ಸಮ್ಮೇಳನ"
ଗୋପନୀୟତା,ಗೌಪ್ಯತೆ
"1. ବିନ୍ୟାସ, 2. ବିନ୍ୟାସ","1.ಸಂರಚನೆ, 2.ಸಂರಚನೆ"
ଯାତାୟାତ,ದಟ್ಟಣೆ
ମିଶ୍ରଣ,ಸಂಯೋಜನೆ
ସଂଯୋଗ ଗତି,ಸಂಪರ್ಕ ವೇಗ
ସଂଯୋଗ,ಸಂಪರ್ಕ
ସଂଯୋଗହୀନ ଯୋଗାଯୋଗ |,ಸಂಪರ್ಕವಿಲ್ಲದ ಸಂವಹನ
ଅନୁବନ୍ଧ ପ୍ରକାଶନ |,ಸಂಬಂಧ ಬಿಡುಗಡೆ
ସଂଯୋଗ,ಸಂಪರ್ಕ
"1. ସଂଯୋଜକ, 2. ସଂଯୋଜକ","1.ಕನೆಕ್ಟರ್, 2.ಕನೆಕ್ಟರ್"
ଲଗାତାର,ಸತತವಾಗಿ
ଅନୁସରଣ କର,ಅನುಸರಿಸು
କୋନସୋଲ,ಕನ್ಸೋಲ್
ଏକୀକରଣ,ಬಲವರ್ಧನೆ
"1. ଆସାଇନମେଣ୍ଟ, 2 ସ୍ଥିର","1.ನಿಯೋಜನೆ, 2. ನಿರಂತರ"
ନିରନ୍ତର ନିର୍ଦ୍ଦେଶ,ನಿರಂತರ ಸೂಚನೆ
ପ୍ରତିବନ୍ଧିତ |,ನಿರ್ಬಂಧಿಸಲಾಗಿದೆ
ନିର୍ମାଣକାରୀ,ನಿರ್ಮಾಣಕಾರ
ହାଣ୍ଡି |,ಮಡಕೆ
"1. ବିଷୟବସ୍ତୁ, 2. ଉଦ୍ଧୃତାଂଶ |","1. ಪರಿವಿಡಿ, 2. ಆಯ್ದ ಭಾಗಗಳು"
ପ୍ରସଙ୍ଗ,ಸಂದರ್ಭ
ପ୍ରସଙ୍ଗ ମାଗଣା ବ୍ୟାକରଣ (cfg),ಸಂದರ್ಭ ಮುಕ್ತ ವ್ಯಾಕರಣ (cfg)
ପ୍ରସଙ୍ଗ ସୁଇଚ୍ |,ಸಂದರ್ಭ ಸ್ವಿಚ್
"1.accidental, 2.accidental","1.ಸಾಂದರ್ಭಿಕ, 2. ಅನಿಶ್ಚಿತ"
ଅସଙ୍ଗତି |,ವ್ಯತ್ಯಾಸ
ବିପରୀତ,ಕಾಂಟ್ರಾಸ್ಟ್
ନିୟନ୍ତ୍ରଣ,ನಿಯಂತ್ರಣ
ଧାରଣ ଜୋନ୍ |,ಧಾರಕ ವಲಯ
ନିୟନ୍ତ୍ରଣ ବିଟ୍ |,ನಿಯಂತ್ರಣ ಬಿಟ್
ନିୟନ୍ତ୍ରକ ବସ୍,ನಿಯಂತ್ರಕ ಬಸ್
କଣ୍ଟ୍ରୋଲ୍ କାର୍ଡ |,ನಿಯಂತ್ರಣ ಕಾರ್ಡ್
କଣ୍ଟ୍ରୋଲ୍ ସର୍କିଟ୍ |,ನಿಯಂತ್ರಣ ಸರ್ಕ್ಯೂಟ್
ନିୟନ୍ତ୍ରଣ ଚକ,ನಿಯಂತ್ರಣ ಚಕ್ರ
"1. କଣ୍ଟ୍ରୋଲ୍ ଇଞ୍ଜିନିୟରିଂ, 2. କଣ୍ଟ୍ରୋଲ୍ ଇଞ୍ଜିନିୟରିଂ |","1. ಕಂಟ್ರೋಲ್ ಇಂಜಿನಿಯರಿಂಗ್, 2. ಕಂಟ್ರೋಲ್ ಇಂಜಿನಿಯರಿಂಗ್"
ନିୟନ୍ତ୍ରଣ କି,ನಿಯಂತ್ರಣ ಕೀ
ତର୍କକୁ ନିୟନ୍ତ୍ରଣ କରନ୍ତୁ |,ನಿಯಂತ್ರಣ ತರ್ಕ
କଣ୍ଟ୍ରୋଲ୍ ଲୁପ୍ |,ನಿಯಂತ್ರಣ ಲೂಪ್
ନିୟନ୍ତ୍ରଣ ଚିହ୍ନ,ನಿಯಂತ್ರಣ ಚಿಹ್ನೆ
ନିୟନ୍ତ୍ରଣ କାର୍ଯ୍ୟ,ನಿಯಂತ್ರಣ ಕಾರ್ಯಾಚರಣೆ
କଣ୍ଟ୍ରୋଲ୍ ପ୍ୟାନେଲ୍ |,ನಿಯಂತ್ರಣಫಲಕ
ନିୟନ୍ତ୍ରଣ ସଙ୍କେତ,ನಿಯಂತ್ರಣ ಸಂಕೇತ
କଣ୍ଟ୍ରୋଲ୍ ସୁଇଚ୍ |,ನಿಯಂತ್ರಣ ಸ್ವಿಚ್
କଣ୍ଟ୍ରୋଲ୍ ଟେପ୍ |,ನಿಯಂತ್ರಣ ಟೇಪ್
"1. କଣ୍ଟ୍ରୋଲ୍ ଟର୍ମିନାଲ୍, 2. କଣ୍ଟ୍ରୋଲ୍ ଟର୍ମିନାଲ୍ |","1. ಕಂಟ್ರೋಲ್ ಟರ್ಮಿನಲ್, 2. ಕಂಟ್ರೋಲ್ ಟರ್ಮಿನಲ್"
"1. କଣ୍ଟ୍ରୋଲ୍ ୟୁନିଟ୍, ୨ ନିୟନ୍ତ୍ରଣ ଏକକ","1. ನಿಯಂತ್ರಣ ಘಟಕ, 2. ನಿಯಂತ್ರಣ ಘಟಕ"
ସମ୍ମିଶ୍ରଣ |,ಒಮ್ಮುಖ
ସଂଳାପ,ಸಂಭಾಷಣೆ
କଥାବାର୍ତ୍ତା କଲ୍ |,ಸಂವಾದಾತ್ಮಕ ಕರೆ
ରୂପାନ୍ତର,ಪರಿವರ್ತನೆ
ରୂପାନ୍ତରକାରୀ |,ಪರಿವರ್ತಕ
କୁକର ଥିଓରେମ୍ |,ಕುಕ್ ಪ್ರಮೇಯ
ସହ-ସଞ୍ଚାଳକ |,ಸಹ-ಸಂಸ್ಕಾರಕ
କପି କରନ୍ତୁ |,ನಕಲು
କପିରାଇଟ୍,ಕೃತಿಸ್ವಾಮ್ಯ
କର୍ଡ,ಬಳ್ಳಿಯ
"1. କର୍ଡଲେସ୍ ଟେଲିଫୋନ୍, 2 ବେତାର ଟେଲିଫୋନ୍, 3. ବେତାର ଟେଲିଫୋନ୍ |","1. ತಂತಿರಹಿತ ದೂರವಾಣಿ, 2. ನಿಸ್ತಂತು ದೂರವಾಣಿ, 3. ನಿಸ್ತಂತು ದೂರವಾಣಿ"
subtheorem,ಉಪಪ್ರಮೇಯ
ସଂଶୋଧନ,ತಿದ್ದುಪಡಿ
"1. ଅବ୍ୟବହୃତ, 2. ବିକୃତ","1. ಬಳಸಲಾಗದ, 2. ವಿಕೃತ"
ଗଣନା,ಲೆಕ್ಕಾಚಾರ
ସ୍କୋରର୍,ಸ್ಕೋರರ್
ଦେଶ କୋଡ୍,ದೇಶದ ಕೋಡ್
କୋଭାରିଆନ୍ସ |,ಸಹವರ್ತಿತ್ವ
"1. ପରିସର କ୍ଷେତ୍ର, 2 ପ୍ରସାରଣ","1. ವ್ಯಾಪ್ತಿ ಪ್ರದೇಶ, 2. ಪ್ರಸಾರ"
ଭୁଶୁଡ଼ିବା |,ಕುಸಿತ
ଜଟିଳ ପଥ,ನಿರ್ಣಾಯಕ ಮಾರ್ಗ
ଜଟିଳ ପଥ ପଦ୍ଧତି (CPM),ಕ್ರಿಟಿಕಲ್ ಪಾತ್ ಮೆಥಡ್ (CPM)
"1. କ୍ରସ ପରୀକ୍ଷା, 2. କ୍ରସ ପରୀକ୍ଷା","1.ಕ್ರಾಸ್ ಟೆಸ್ಟ್, 2.ಕ್ರಾಸ್ ಟೆಸ್ಟ್"
"1. କ୍ରସ୍ ପ୍ରୋଗ୍ରାମେବଲ୍-ସ୍ଥାନାନ୍ତର, 2 ପ୍ରୋଗ୍ରାମେବଲ୍ ପ୍ରତି","1.ಕ್ರಾಸ್ ಪ್ರೋಗ್ರಾಮೆಬಲ್-ವರ್ಗಾವಣೆ, 2. ಪ್ರತಿ ಪ್ರೋಗ್ರಾಮೆಬಲ್"
ଅପ୍ରାସଙ୍ଗିକ ସଙ୍କେତ |,ಅಪ್ರಸ್ತುತ ಸಂಕೇತ
ଅପ୍ରାସଙ୍ଗିକ କଥାବାର୍ତ୍ତା |,ಅಪ್ರಸ್ತುತ ಮಾತು
କ୍ରିପ୍ଟୋଗ୍ରାଫି,ಗುಪ್ತ ಲಿಪಿಶಾಸ್ತ್ರ
"1. କ୍ରିପ୍ଟୋଗ୍ରାଫି, 2. କ୍ରିପ୍ଟୋଗ୍ରାଫି, 3. କ୍ରିପ୍ଟୋଗ୍ରାଫି |","1. ಗುಪ್ತ ಲಿಪಿಶಾಸ್ತ್ರ, 2. ಗುಪ್ತ ಲಿಪಿಶಾಸ್ತ್ರ, 3. ಗುಪ್ತ ಲಿಪಿ ಶಾಸ್ತ್ರ"
ମୁଦ୍ରା ପ୍ରତୀକ,ಕರೆನ್ಸಿ ಚಿಹ್ನೆ
ସାମ୍ପ୍ରତିକ ଡିରେକ୍ଟୋରୀ |,ಪ್ರಸ್ತುತ ಡೈರೆಕ್ಟರಿ
ସାମ୍ପ୍ରତିକ ୱିଣ୍ଡୋ |,ಪ್ರಸ್ತುತ ವಿಂಡೋ
କର୍ସର୍,ಕರ್ಸರ್
ବକ୍ର,ವಕ್ರರೇಖೆ
"1. କାଟ ଏବଂ ପେଷ୍ଟ, 2. କାଟ ଏବଂ ଲେପନ କର |","1. ಕಟ್ ಅಂಡ್ ಪೇಸ್ಟ್, 2. ಕಟ್ ಅಂಡ್ ಪೇಸ್ಟ್"
କାଟିବା ପଦ୍ଧତି |,ಕತ್ತರಿಸುವ ವಿಧಾನ
ସାଇବର,ಸೈಬರ್
ସାଇବର କାଫେ,ಸೈಬರ್ ಕೆಫೆ
ସାଇବର ନଗଦ,ಸೈಬರ್ ನಗದು
ସାଇବର ଅପରାଧ |,ಸೈಬರ್ ಅಪರಾಧ
ସାଇବର ଡାଲେକ୍ସ |,ಸೈಬರ್ ಡೇಲೆಕ್ಸ್
ସାଇବର ନିୟମ |,ಸೈಬರ್ ಕಾನೂನು
ସାଇବର ସେକ୍ସ |,ಸೈಬರ್ ಸೆಕ್ಸ್
"1. ସାଇବର ସାଇନ୍ସ, ୨ ସାଇବରନେଟିକ୍ସ |","1. ಸೈಬರ್ ಸೈನ್ಸ್, 2. ಸೈಬರ್ನೆಟಿಕ್ಸ್"
"1. ସାଇବରାଇଜେସନ୍, ୨ ସାଇବରାଇଜେସନ୍","1.ಸೈಬರೀಕರಣ, 2. ಸೈಬರೀಕರಣ"
ଚକ୍ର,ಸೈಕಲ್
"1. ଚକ୍ର ସ୍ମୃତି, 2. ଚକ୍ର ସ୍ମୃତି","1.ಚಕ್ರ ಸ್ಮರಣೆ, 2.ಚಕ್ರ ಸ್ಮರಣೆ"
ଚକ୍ର କ୍ଷତି,ಸೈಕಲ್ ನಷ್ಟ
ଚକ୍ର ସମୟ,ಸೈಕಲ್ ಸಮಯ
ଚକ୍ରବର୍ତ୍ତୀ,ಆವರ್ತಕ
ଡେମନ୍ |,ಡೀಮನ್
ଡେଜି ସର୍କଲ୍ |,ಡೈಸಿ ಚಕ್ರ
ଡାଟା ଆଡମିନିଷ୍ଟ୍ରେଟର୍,ಡೇಟಾ ನಿರ್ವಾಹಕ
ତଥ୍ୟ ଆବଣ୍ଟନ,ಡೇಟಾ ಹಂಚಿಕೆ
"1. ଡାଟା ଫିଲ୍ଡ, 2. ଡାଟା ଫିଲ୍ଡ |","1.ಡೇಟಾ ಕ್ಷೇತ್ರ, 2.ಡೇಟಾ ಕ್ಷೇತ್ರ"
"1. ଡାଟା ଆରେ, 2 ଡାଟା ଆରେ","1.ಡೇಟಾ ಅರೇ, 2. ಡೇಟಾ ಶ್ರೇಣಿ"
"1. ଡାଟା-ଆଧାର, 2. ଡାଟାବେସ୍ |","1.ಡೇಟಾ-ಬೇಸ್, 2.ಡೇಟಾಬೇಸ್"
ତଥ୍ୟ ଖଣ୍ଡ,ಡೇಟಾ ವಿಘಟನೆ
"1. ଡାଟା ବସ୍, 2. ଡାଟା ବସ୍ |","1. ಡೇಟಾ ಬಸ್, 2. ಡೇಟಾ ಬಸ್"
"1. ଡାଟା ବାହକ, 2. ଡାଟା ବାହକ |","1.ಡೇಟಾ ಕ್ಯಾರಿಯರ್, 2.ಡೇಟಾ ಕ್ಯಾರಿಯರ್"
ଡାଟା ସେଲ୍ |,ಡೇಟಾ ಸೆಲ್
"1. ଡାଟା ସିଷ୍ଟମ୍, 2. ଡାଟା ଚ୍ୟାନେଲ୍ |","1.ಡೇಟಾ ಸಿಸ್ಟಮ್, 2.ಡೇಟಾ ಚಾನಲ್"
ତଥ୍ୟ ଯୋଗାଯୋଗ |,ಡೇಟಾ ಸಂವಹನ
"1. ଡାଟା ସଙ୍କୋଚନ, 2. ଡାଟା ସଙ୍କୋଚନ |","1.ಡೇಟಾ ಕಂಪ್ರೆಷನ್, 2.ಡೇಟಾ ಕಂಪ್ರೆಷನ್"
ଡାଟା ଫିଲ୍ଡ |,ಡೇಟಾ ಪ್ರದೇಶ
ଡାଟା ଫାଇଲ୍ |,ಡೇಟಾ ಫೈಲ್
"1. ଡାଟା ଫ୍ଲୋ, 2. ଡାଟା ଫ୍ଲୋ |","1. ಡೇಟಾ ಫ್ಲೋ, 2. ಡೇಟಾ ಫ್ಲೋ"
"1. ଡାଟା ଫ୍ଲୋଚାର୍ଟ, 2. ଚାର୍ଟ","1.ಡೇಟಾ ಫ್ಲೋಚಾರ್ಟ್, 2.ಚಾರ್ಟ್"
ଡାଟା କ୍ରମ,ಡೇಟಾ ಕ್ರಮಾನುಗತ
ତଥ୍ୟ ସ୍ତର,ಡೇಟಾ ಮಟ್ಟ
"1. ଡାଟା ସଂଗ୍ରହ, 2. ଡାଟା ଲାଇବ୍ରେରୀ |","1.ಡೇಟಾ ಕಲೆಕ್ಷನ್, 2.ಡೇಟಾ ಲೈಬ್ರರಿ"
ଡାଟା ଲିଙ୍କ୍ ସ୍ତର |,ಡೇಟಾ ಲಿಂಕ್ ಲೇಯರ್
ଡାଟା ଲିଙ୍କ୍ ସ୍ତର (DLL),ಡೇಟಾ ಲಿಂಕ್ ಲೇಯರ್ (DLL)
"1. ଡାଟା ପରିଚାଳନା, 2. ଡାଟା ପରିଚାଳନା","1.ಡೇಟಾ ಮ್ಯಾನೇಜ್ಮೆಂಟ್, 2.ಡೇಟಾ ಮ್ಯಾನೇಜ್ಮೆಂಟ್"
"1. ଡାଟା ଗଣନା, 2. ଡାଟା ଗଣନା |","1.ಡೇಟಾ ಲೆಕ್ಕಾಚಾರ, 2.ಡೇಟಾ ಲೆಕ್ಕಾಚಾರ"
ଡାଟା ପ୍ରକ୍ରିୟାକରଣ ଭାଷା (DML),ಡೇಟಾ ಸಂಸ್ಕರಣಾ ಭಾಷೆ (DML)
ଡାଟା ମୋଡେମ୍ ଡାଟା ମୋଡେମ୍ |,ಡೇಟಾ ಮೋಡೆಮ್ ಡೇಟಾ ಮೋಡೆಮ್
"1. ଡାଟା ସଂଶୋଧନ, 2. ଡାଟା ସଂଶୋଧନ |","1.ಡೇಟಾ ಮಾರ್ಪಾಡು, 2.ಡೇಟಾ ಮಾರ್ಪಾಡು"
"1. ଡାଟା ନେଟୱାର୍କ, 2. ଡାଟା ନେଟୱାର୍କ |","1.ಡೇಟಾ ನೆಟ್‌ವರ್ಕ್, 2.ಡೇಟಾ ನೆಟ್‌ವರ್ಕ್"
"1. ଡାଟା ଅପରେସନ୍, 2. ଡାଟା ଅପରେସନ୍ |","1.ಡೇಟಾ ಕಾರ್ಯಾಚರಣೆ, 2.ಡೇಟಾ ಕಾರ್ಯಾಚರಣೆ"
"1. ଡାଟା ସଂଗଠନ, 2 ତଥ୍ୟ ସଂଗଠନ","1. ಡೇಟಾ ಸಂಸ್ಥೆಗಳು, 2. ಡೇಟಾ ಸಂಘಟನೆ"
"1. ଡାଟା ଆଉଟପୁଟ୍, 2. ଡାଟା ଆଉଟପୁଟ୍","1. ಡೇಟಾ ಔಟ್‌ಪುಟ್, 2. ಡೇಟಾ ಔಟ್‌ಪುಟ್"
"1. ଡାଟା ପଥ, 2. ଡାଟା ପଥ","1.ಡೇಟಾ ಪಾತ್, 2.ಡೇಟಾ ಪಾತ್"
"1. ଡାଟା ପ୍ରସ୍ତୁତି, 2. ତଥ୍ୟ ପ୍ରସ୍ତୁତି |","1.ಡೇಟಾ ತಯಾರಿ, 2. ಡೇಟಾ ತಯಾರಿ"
"1. ଡାଟା ଗୋପନୀୟତା, 2. ଡାଟା ଗୋପନୀୟତା |","1.ಡೇಟಾ ಗೌಪ್ಯತೆ, 2.ಡೇಟಾ ಗೌಪ್ಯತೆ"
"1. ଡାଟା ପ୍ରୋସେସର୍, 2. ଡାଟା ପ୍ରୋସେସର୍ |","1. ಡೇಟಾ ಪ್ರೊಸೆಸರ್, 2. ಡೇಟಾ ಪ್ರೊಸೆಸರ್"
"1. ଡାଟା ସୁରକ୍ଷା, 2. ଡାଟା ସୁରକ୍ଷା","1.ಡೇಟಾ ಪ್ರೊಟೆಕ್ಷನ್, 2.ಡೇಟಾ ಪ್ರೊಟೆಕ್ಷನ್"
"1. ଡାଟା ରେକର୍ଡ, 2. ଡାଟା ରେକର୍ଡ |","1. ಡೇಟಾ ರೆಕಾರ್ಡ್, 2. ಡೇಟಾ ರೆಕಾರ್ಡ್"
"1. ତଥ୍ୟ ପୁନରୁଦ୍ଧାର, 2. ତଥ୍ୟ ପୁନରୁଦ୍ଧାର","1. ಡೇಟಾ ಮರುಪಡೆಯುವಿಕೆ, 2. ಡೇಟಾ ಮರುಪಡೆಯುವಿಕೆ"
"1. ଡାଟା ରୁଟିନ୍, 2. ଡାଟା ରୁଟିନ୍ |","1. ದತ್ತಾಂಶ ದಿನಚರಿ, 2. ಡೇಟಾ ದಿನಚರಿ"
"1. ଡାଟା ସୁରକ୍ଷା, 2. ଡାଟା ସୁରକ୍ଷା","1.ಡೇಟಾ ಭದ್ರತೆ, 2.ಡೇಟಾ ಭದ್ರತೆ"
"1. ଡାଟା ସେଟ୍, 2 ଡାଟା ସେଟ୍ |","1.ಡೇಟಾ ಸೆಟ್, 2. ಡೇಟಾ ಸೆಟ್"
"1. ଡାଟା ସିଗନାଲ୍, 2. ଡାଟା ସିଗ୍ନାଲ୍ |","1.ಡೇಟಾ ಸಿಗ್ನಲ್, 2.ಡೇಟಾ ಸಿಗ್ನಲ್"
"1. ଡାଟା ଆକ୍ସେସ୍, 2. ଡାଟା ଆକ୍ସେସ୍ |","1. ಡೇಟಾ ಪ್ರವೇಶ, 2. ಡೇಟಾ ಪ್ರವೇಶ"
"1. ଡାଟା ଉତ୍ସ, 2. ଡାଟା ଉତ୍ସ |","1.ಡೇಟಾ ಮೂಲ, 2.ಡೇಟಾ ಮೂಲ"
"1. ଡାଟା ନିର୍ଦ୍ଦିଷ୍ଟକରଣ, 2 ତଥ୍ୟ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |","1.ಡೇಟಾ ವಿವರಣೆ, 2. ಡೇಟಾ ನಿರ್ದಿಷ್ಟತೆ"
"1. ଡାଟା କେନ୍ଦ୍ର, 2. ଡାଟା କେନ୍ଦ୍ର |","1.ಡೇಟಾ ಸೆಂಟರ್, 2.ಡೇಟಾ ಸೆಂಟರ್"
"1. ଡାଟା ଷ୍ଟୋରେଜ୍, 2. ଡାଟା ଷ୍ଟୋରେଜ୍ |","1. ಡೇಟಾ ಸಂಗ್ರಹಣೆ, 2. ಡೇಟಾ ಸಂಗ್ರಹಣೆ"
ଡାଟା ଷ୍ଟୋରେଜ୍ ଗଠନ,ಡೇಟಾ ಶೇಖರಣಾ ರಚನೆ
"1. ଡାଟା ଗଠନ, 2. ଡାଟା ଗଠନ","1. ಡೇಟಾ ರಚನೆ, 2. ಡೇಟಾ ರಚನೆ"
"1. ଡାଟା ସୁଇଚ୍, 2. ଡାଟା ସୁଇଚ୍ |","1.ಡೇಟಾ ಸ್ವಿಚ್, 2.ಡೇಟಾ ಸ್ವಿಚ್"
"1. ଡାଟା ଟେବୁଲ୍, 2. ଡାଟା ଟେବୁଲ୍ |","1.ಡೇಟಾ ಟೇಬಲ್, 2.ಡೇಟಾ ಟೇಬಲ್"
"1. ଡାଟା ଶେଷ, 2 ଡାଟା ଶେଷ","1.ಡೇಟಾ ಅಂತ್ಯ, 2. ಡೇಟಾ ಅಂತ್ಯ"
"1. ଡାଟା ଟ୍ରାନ୍ସକ୍ରିପସନ୍, 2. ଡାଟା ଟ୍ରାନ୍ସକ୍ରିପସନ୍ |","1. ಡೇಟಾ ಪ್ರತಿಲೇಖನ, 2. ಡೇಟಾ ಪ್ರತಿಲೇಖನ"
"1. ଡାଟା ସ୍ଥାନାନ୍ତର, 2 ତଥ୍ୟ ସ୍ଥାନାନ୍ତର","1.ಡೇಟಾ ವರ್ಗಾವಣೆ, 2. ಡೇಟಾ ವರ್ಗಾವಣೆ"
"1. ଡାଟା ଟ୍ରାନ୍ସମିସନ୍, 2. ଡାଟା ଟ୍ରାନ୍ସମିସନ୍ |","1. ದತ್ತಾಂಶ ಪ್ರಸರಣ, 2. ಮಾಹಿತಿ ಪ್ರಸರಣ"
"1. ଡାଟା ଟ୍ରାନ୍ସମିସନ୍ ସିଷ୍ଟମ୍, 2. ଡାଟା ଟ୍ରାନ୍ସମିସନ୍ ସିଷ୍ଟମ୍ |","1.ಡೇಟಾ ಟ್ರಾನ್ಸ್ಮಿಷನ್ ಸಿಸ್ಟಮ್, 2.ಡೇಟಾ ಟ್ರಾನ್ಸ್ಮಿಷನ್ ಸಿಸ್ಟಮ್"
"1. ଡାଟା ଫର୍ମାଟ୍, 2. ଡାଟା ଫର୍ମାଟ୍ |","1. ಡೇಟಾ ಫಾರ್ಮ್ಯಾಟ್, 2. ಡೇಟಾ ಫಾರ್ಮ್ಯಾಟ್"
