English,Marathi
Knight Templar,नाइट टेम्पलर
Ku Klux Klan (K.K.K.),कु क्लक्स क्लान (KKK)
Kumintang,कुमिंतंग
Laity,सामान्य
Lance,लान्स
Lancer,लान्सर
Later Guptas,नंतर गुप्ता
Lawful heir,कायदेशीर वारस
Lawlessness (=disorder),अराजकता (=विकार)
Lawlessness (=disorder),अराजकता (=विकार)
Law lords,कायद्याचे प्रभू
Law of Piety,धार्मिकतेचा कायदा
League of Nations,लीग ऑफ नेशन्स
Legacy (=bequest),वारसा (= मृत्युपत्र)
Legacy (=bequest),वारसा (= मृत्युपत्र)
Legal heir,कायदेशीर वारस
Legate,लेगेट
Legate,लेगेट
Legate,लेगेट
Legend,दंतकथा
Legend,दंतकथा
Legion,फौज
Legion,फौज
Legion of Honour,लीजन ऑफ ऑनर
Lese majesty (=lese majeste),Lese majeste (=lese majeste)
Lesser states,कमी राज्ये
Letters of credence,विश्वासपत्रे
Liege-lord,लीज-स्वामी
Liege man,लीग माणूस
Liege man,लीग माणूस
Life imprisonment,जन्मठेप
Lineage,वंश
Little Englander,लिटल इंग्‍लंडर
Little Vehicle (=lesser vehicle),लहान वाहन (= कमी वाहन)
Littoral state,किनारी राज्य
Liturgies,धार्मिक विधी
Liturgy,पूजाविधी
Local allegiance,स्थानिक निष्ठा
Local-self government,स्थानिक स्वराज्य संस्था
Long Parliament,लांब संसद
Low Countries,कमी देश
Loyal,निष्ठावंत
Loyalty,निष्ठा
Machiavellian policy,मॅकियाव्हेलियन धोरण
Magna Carta,मॅग्ना कार्टा
Magnum Concillium,मॅग्नम कॉन्सिलियम
Malum prohibitum,मलम निषेध
Mandamus,मंदामस
Mandate,आज्ञापत्र
"Mandate, class 'A'","आदेश, वर्ग &#39;अ&#39;"
"Mandate, class 'B'","आदेश, वर्ग &#39;ब&#39;"
"Mandate, class 'C'","आदेश, वर्ग &#39;क&#39;"
Mandate system,आदेश प्रणाली
Mandatory state,अनिवार्य राज्य
Mangonel,मँगोनेल
Manifesto,जाहीरनामा
Manoeuvres,युक्ती
Man-of-war,मॅन ऑफ वॉर
Manor,मनोर
Manor,मनोर
Man-power,मनुष्य-शक्ती
Man-power,मनुष्य-शक्ती
Manumission,मॅन्युमिशन
Manumit,मनुमित
Manuscript,हस्तलिखित
Manuscript,हस्तलिखित
Manuscript,हस्तलिखित
Marauder,लुटारू
Maritime belt,सागरी पट्टा
Maritime civilization,सागरी सभ्यता
Maritime flag,सागरी ध्वज
Maritime powers,सागरी शक्ती
Maritime soverignty,सागरी सार्वभौमत्व
Maritime war,सागरी युद्ध
Marquis,मार्क्विस
Marquisate,Marquisate
Martial law,मार्शल लॉ
Martial races,मार्शल रेस
Martyr,हुतात्मा
Massacre,नरसंहार
Mass of manoeuvre,युक्तीचा वस्तुमान
Master-at-arms,मास्टर-एट-आर्म्स
Master of ceremonies,समारंभांचा गुरु
Master of Household,गृहस्थ
Master of the Horse,घोड्याचा मास्टर
Master of the Rolls,मास्टर ऑफ द रोल्स
Match,जुळवा
Match,जुळवा
Matchlock,मॅचलॉक
Matrimonial alliance,वैवाहिक युती
Mediterranian powers,भूमध्य शक्ती
Menshevik,मेन्शेविक
Mercenary army,भाडोत्री सैन्य
Mercenary soldier,भाडोत्री सैनिक
Merchantman,व्यापारी
Middle ages,मध्यम वयोगटातील
Middle East,मध्य पूर्व
Middle passage,मधला रस्ता
Middle path,मधला मार्ग
Middle way (=middle course),मध्यम मार्ग (=मध्यम मार्ग)
Migrant,स्थलांतरित
Migration,स्थलांतर
Migration,स्थलांतर
Migration,स्थलांतर
Militarism,सैन्यवाद
Militarism,सैन्यवाद
Militarism,सैन्यवाद
Militarism,सैन्यवाद
Militarist,सैन्यवादी
Militarist,सैन्यवादी
Militarization,सैन्यीकरण
Militarization,सैन्यीकरण
Militarization,सैन्यीकरण
Military tactician (=tactician),लष्करी रणनीतीकार (=रणनीती)
Military tactician (=tactician),लष्करी रणनीतीकार (=रणनीती)
Military tactics (=tactics),लष्करी डावपेच (=रणनीती)
Militia,मिलिशिया
Militia,मिलिशिया
Misrule,कुशासन
Missing link,गहाळ लिंक
Mission,मिशन
Mission,मिशन
Mission,मिशन
Mixed race,मिश्र शर्यत
modern history,आधुनिक इतिहास
Modus vivendi,मोडस विवेंडी
Monachism,एकतावाद
Monarch,सम्राट
Monarch,सम्राट
Monarchism,राजेशाही
Monarchism,राजेशाही
Monarchist,राजसत्तावादी
Monarchy,राजेशाही
Monastery,मठ
Monastery,मठ
Monastery,मठ
Monasticism,संन्यासी
Monasticism,संन्यासी
Monk,संन्यासी
Mother country,मातृ देश
Motherland,मातृभूमी
Mother of Parliaments,संसदेची जननी
Muckrakers,मुक्रकर्स
Mummy,मम्मी
Museum,संग्रहालय
Musket,मस्केट
Musketeer,मस्केटियर
Musketry,कस्तुरी
Musketry,कस्तुरी
Muster master,मस्टर मास्टर
Muster-roll,मस्टर-रोल
Muster-roll,मस्टर-रोल
Mutiny,विद्रोह
Mutiny Act,विद्रोह कायदा
Mystery ship,गूढ जहाज
Narrative,आख्यान
Nation,राष्ट्र
Native,मुळ
Native state,मूळ राज्य
Naturalism,निसर्गवाद
Natural rights,नैसर्गिक हक्क
Nazi,नाझी
Nazi revolution,नाझी क्रांती
Nazism,नाझीवाद
Near East,पूर्वे जवळ
Negro,निग्रो
Negrophil,निग्रोफिल
Negrophilism,निग्रोफिलिझम
Negrophobia,नेग्रोफोबिया
Neutral,तटस्थ
Neutral country,तटस्थ देश
New Deal,नवीन करार
New World,नवीन जग
Nobility,कुलीनता
Noble,नोबल
Noble,नोबल
Nomad,भटक्या
Nomadic horde,भटक्यांचा जमाव
Nomadism,भटक्या
Non-aggression pact,गैर-आक्रमकता करार
Non-aggression treaty,गैर-आक्रमकता करार
Non-belligerent state,युद्धविरहित राज्य
Non-co-operation,असहकार
Non co-operation movement,असहकार चळवळ
Obverse,उलट
Obverse,उलट
Ochlocracy (=mobocracy),ऑक्लोक्रसी (=मोबोक्रसी)
Ochlocrat,ऑक्लोक्रॅट
Official document,अधिकृत दस्तऐवज
Old world,जुने जग
Oligarchy,कुलीन वर्ग
Onslaught,हल्ला
Open negotiation,ओपन वाटाघाटी
Open question,खुला प्रश्न
Open records,रेकॉर्ड उघडा
Orient,ओरिएंट
Orientalism,प्राच्यविद्या
Orientalism,प्राच्यविद्या
Orientalist,ओरिएंटलिस्ट
Origin,मूळ
Origin,मूळ
Orthography,ऑर्थोग्राफी
Outbreak of hostilities,शत्रुत्वाचा उद्रेक
Out-post,आउट-पोस्ट
Over-lord,अतिप्रभु
Over-ride,ओव्हर-राईड
Over-ride,ओव्हर-राईड
Pagan,मूर्तिपूजक
Pagan,मूर्तिपूजक
Paganism,मूर्तिपूजक
Paganism,मूर्तिपूजक
Pagoda,पॅगोडा
Pagoda,पॅगोडा
Pagoda,पॅगोडा
Palace intrigues,राजवाड्याचे कारस्थान
Palatinate,पॅलेटिनेट
Palm-leaf,ताडपत्री
Palm Sunday,पाम रविवार
Panegyrist,Panegyrist
Panic,घबराट
Panic,घबराट
Panic-monger,घाबरणारा
Papacy,पोपपद
Papacy,पोपपद
Papacy,पोपपद
Papacy,पोपपद
Papal bull,पोपचा बैल
Papalism,पोपवाद
Papalism,पोपवाद
Papalist,पोपवादी
Papal state,पोप राज्य
Papism (=papistry),पापवाद (=पॅपिस्ट्री)
Papist,पापिस्ट
Papyrus,पॅपिरस
Parable,बोधकथा
Paramount,परम
Paramountcy (=paramount power),सर्वोच्चता (=सर्वोच्च शक्ती)
Paramount lady,सर्वोत्कृष्ट महिला
Paramount lord,परम स्वामी
Parchment,चर्मपत्र
Parchment,चर्मपत्र
Parchment,चर्मपत्र
Pardon,क्षमा करा
Parleys,पारले
Parleys,पारले
Parliament (=parlement),संसद (=संसद)
Parliament,संसद
Parliament,संसद
Parliament,संसद
Parliament Act,संसद कायदा
Parliamentarian,संसदपटू
Parliamentarian,संसदपटू
Parliamentary agent,संसदीय प्रतिनिधी
Parnellism,पारनेलिझम
Parole,पॅरोल
Parole,पॅरोल
Parricide,पॅरिसाइड
Parricide,पॅरिसाइड
Partisan,पक्षपाती
Partisan,पक्षपाती
Partisan,पक्षपाती
Pass,पास
Pass word (=watch word),पास शब्द (=वॉच शब्द)
Patriarch,कुलपिता
Patriarchs,कुलपिता
Patrician,पॅट्रिशियन
Patrimony,घराणेशाही
Pax Britannica,पॅक्स ब्रिटानिका
Pax Romana,पॅक्स रोमाना
Pedigree,वंशावळ
Pedigree,वंशावळ
Pedigreed person,वंशानुगत व्यक्ती
Peer,समवयस्क
Peer,समवयस्क
Peerage,पिरेज
Peerage,पिरेज
Peerage,पिरेज
Peers of Ireland,आयर्लंडचे समवयस्क
Peers of Scotland,स्कॉटलंडचे समवयस्क
Peninsular Campaign,द्वीपकल्प मोहीम
Peninsular war,द्वीपकल्पीय युद्ध
Pennant,पेनंट
People's Charter (=National Charter),लोकांची सनद (=राष्ट्रीय सनद)
People's front (=popular front),लोकांचा मोर्चा (=लोकप्रिय आघाडी)
Perfidy,लबाडी
Period,कालावधी
Period,कालावधी
Periphery,परिघ
Permanent Settlement,कायमस्वरूपी तोडगा
Perpetual fief,शाश्वत जागीर
Phalanx,फॅलान्क्स
Phalanx,फॅलान्क्स
Phraoh,फारो
Pictogram,चित्रचित्र
Pictograph,चित्रचित्र
Pictograph,चित्रचित्र
Pilgrim,यात्रेकरू
Pilgrim fathers,यात्रेकरू पिता
Pillage,लुटणे
Pillage,लुटणे
Pillar,खांब
Pillar Edicts (of Ashoka),स्तंभलेख (अशोकाचे)
Pillar Edicts (of Ashoka),स्तंभलेख (अशोकाचे)
Pillar Edicts (of Ashoka),स्तंभलेख (अशोकाचे)
Pirate,समुद्री डाकू
Pirate,समुद्री डाकू
Pitched battle,खडबडीत लढाई
Plot,प्लॉट
Polis,पोलिस
Polis,पोलिस
Politarch,पोलिटार्क
Political Agent,पोलिटिकल एजंट
Political asylum,राजकीय आश्रय
Political Resident,राजकीय निवासी
Political terrorism,राजकीय दहशतवाद
Poll tax,मतदान कर
Pontoon,पोंटून
Premier,प्रीमियर
Premier,प्रीमियर
Premiership,प्रीमियरशिप
Presidency,अध्यक्षपद
Presidency,अध्यक्षपद
President,राष्ट्रपती
President,राष्ट्रपती
Presidium,प्रेसीडियम
Prime Minister,पंतप्रधान
Primogeniture,प्रिमोजेनिचर
Prince,राजकुमार
Prince,राजकुमार
Prince Bishop,प्रिन्स बिशप
Prince Consort,राजकुमार सोबती
Prince Regent,राजकुमार रीजंट
Pince regnant,पिंस regnant
Princess Regent,राजकुमारी रीजंट
Princess Royal,राजकुमारी रॉयल
Principality,प्रधानता
Principality,प्रधानता
Principality,प्रधानता
Prize,बक्षीस
Prize,बक्षीस
Prize money,बक्षीस रक्कम
Professional soldier,व्यावसायिक शिपाई
Promise,वचन
Promontory fort,प्रोमोंटरी किल्ला
Protectorate,संरक्षक
Protectorate,संरक्षक
Protectorate,संरक्षक
Protégé,प्रोटेज
Provenance,उत्पत्ती
Provenance,उत्पत्ती
Provenance system,प्रोव्हनन्स सिस्टम
Pro-zionist,झिओनिस्ट समर्थक
Public enemy,सार्वजनिक शत्रू
Public enemy,सार्वजनिक शत्रू
Punctations,विरामचिन्हे
Punic wars,पुनिक युद्धे
Puritan,प्युरिटन
Putsch,पुट्श
Quadriga,क्वाड्रिगा
Quadruple alliance,चौपट युती
Quaker,क्वेकर
Queen,राणी
Queen consort,राणीची पत्नी
Queen dowager,क्वीन डोजर
Queendom,राणी
Queendom,राणी
Queen mother,राणी आई
Queen regnant,राणी regnant
Quisling,क्विझलिंग
Quisling,क्विझलिंग
Quit rent,भाडे सोडा
Quiver,थरथर
Quo warranto,वॉरंटो
Race,शर्यत
Racial supremacy,वांशिक वर्चस्व
Rack,रॅक
Rack,रॅक
Raid,छापा टाकला
Raid,छापा टाकला
Rampart,तटबंदी
Rampart,तटबंदी
Ransack,लूटमार
Ransom,खंडणी
Ransom,खंडणी
Ravage,नासाडी
Ravages,नासाडी
Realm,क्षेत्र
Rear guard,मागील गार्ड
Rear guard action,मागील गार्ड क्रिया
Rebel,बंडखोर
Rebellion,बंडखोरी
Recognition of insurgency,बंडखोरीची ओळख
Reconduction,रिकंडक्शन
Reconnaissance,टोपण
Reconstruction,पुनर्रचना
Record,विक्रम
Record office,रेकॉर्ड ऑफिस
Record retirement,विक्रमी निवृत्ती
Red shirts,लाल शर्ट
Reformation,सुधारणा
Refugee,निर्वासित
Regalia,रेगलिया
Regalia,रेगलिया
Regalia,रेगलिया
Regency,रीजन्सी
Regent,रीजेंट
Regent queen,रीजेंट राणी
Regicide,रेजिसाइड
Regicides,रेजिसाइड्स
Regime,राजवट
Regime,राजवट
Region,प्रदेश
Regnal year,Regnal वर्ष
Regnant,रेग्नंट
Regnum,रेग्नम
Reich,रेच
Reign,राजवट
Reign,राजवट
Reigning family,राज्य करणारे कुटुंब
Reign of terror,दहशतीचे राज्य
Reign of terror,दहशतीचे राज्य
Reinforce,मजबुत करा
Reinforcement,मजबुतीकरण
Reinstatement,पुनर्स्थापना
Reinvest,पुन्हा गुंतवणूक करा
Relay post,रिले पोस्ट
Relay route,रिले मार्ग
Relay system,रिले प्रणाली
Release,सोडा
Release,सोडा
Renunciation,त्याग
Renunciation,त्याग
Repertory (=inventory),रेपर्टरी (=इन्व्हेंटरी)
Repository,भांडार
Repository,भांडार
Republic,प्रजासत्ताक
Republic Day,प्रजासत्ताक दिवस
Rescript,रिस्क्रिप्ट
Rescript,रिस्क्रिप्ट
Resident,रहिवासी
Restoration,जीर्णोद्धार
Resurrection,पुनरुत्थान
Resurrection,पुनरुत्थान
Retreat,माघार
Reverse (of a coin),उलटे (नाण्याचे)
Revolt,बंड
Revolution,क्रांती
"Revolution, French","क्रांती, फ्रेंच"
Revolution Glorious,क्रांती गौरवशाली
"Revolution, Industrial","क्रांती, औद्योगिक"
Rising,उगवतो
Rotten-borough,रॉटन-बरो
Rough Riders,रफ रायडर्स
Round-heads,गोलाकार डोके
Rout,राउट
Royal audience,रॉयल प्रेक्षक
Royal charter,रॉयल चार्टर
Royal crest,रॉयल क्रेस्ट
Royal crest,रॉयल क्रेस्ट
Royal decree,शाही हुकूम
Rubric,रुब्रिक
Ruins,अवशेष
Runner,धावपटू
Sabotage,तोडफोड
Sabre,साबर
Sabres,सेबर्स
Sacrifice,त्याग
Sacrifice,त्याग
Sacrifice,त्याग
Safe conduct,सुरक्षित आचरण
Safeguard,सेफगार्ड
Safeguard,सेफगार्ड
Safeguarding duties,कर्तव्यांचे रक्षण करणे
Sally,सायली
Sally-port,सॅली-बंदर
Sceptre,राजदंड
Scimitar,स्किमिटर
Second estate,दुसरी इस्टेट
Sect,पंथ
Sect,पंथ
Seizure,जप्ती
Seizure,जप्ती
Senate,सिनेट
Senate,सिनेट
Senate,सिनेट
Senate,सिनेट
Serf (=bordar or villein),सेवक (= सीमा किंवा विलेन)
Serf (=bordar or villein),सेवक (= सीमा किंवा विलेन)
Serfdom (serfhood or serfage),दासत्व (सरफहुड किंवा सर्फेज)
Serfdom (serfhood or serfage),दासत्व (सरफहुड किंवा सर्फेज)
Shadow king,सावलीचा राजा
Ship Money,शिप मनी
Shock troops (=storm troops),शॉक सैन्य (= वादळ सैन्य)
Short Parliament,लहान संसद
Skirmish,चकमक
Slave,गुलाम
Slavery,गुलामगिरी
Slavery,गुलामगिरी
Soldier statesman,सैनिक राजकारणी
Spear,भाला
Spear-head,भाला-डोके
Sphere,गोलाकार
Sphragistics,स्फ्रागिस्टिक्स
Spoils system,व्यवस्था खराब करते
Squire,स्क्वायर
Squire,स्क्वायर
Squirearchy,स्क्वायरार्की
Squirearchy,स्क्वायरार्की
Standard,मानक
Standard-bearer,मानक-वाहक
Standing army,उभे सैन्य
Standing orders,स्थायी आदेश
Standing orders,स्थायी आदेश
Statesman,स्टेटसमन
Stone inscription,दगडी शिलालेख
Storm troops,तुफान सैन्य
Stratagem,डावपेच
Strategy,रणनीती
Strategy,रणनीती
Strategy,रणनीती
Stratocracy,स्ट्रॅटोक्रसी
Strife,कलह
Strife,कलह
Strong hold,मजबूत पकड
Strong hold,मजबूत पकड
Subsidiary talliance,उपकंपनी टॅलायन्स
Succession,उत्तराधिकारी
Successor,उत्तराधिकारी
Suffrage,मताधिकार
Suffragist,मताधिकारवादी
Sultanate,सल्तनत
Sultanate period,सुलतानी काळ
Surrender,शरणागती
Suzerain,सुझरेन
Suzerain state,सुझरेन राज्य
Swordsman,तलवारबाज
Tammany Society,तमनी सोसायटी
Tempered sword,टेम्पर्ड तलवार
Tenant,भाडेकरू
Tenant,भाडेकरू
Territory,प्रदेश
Territory,प्रदेश
Territory government,प्रदेश सरकार
Terrorism,दहशतवाद
Third estate,तिसरी इस्टेट
Three estates,तीन इस्टेट्स
Toll,टोल
Toll house,टोल घर
Tomb,थडगे
Tory,टोरी
Totem,टोटेम
Tower,टॉवर
Tower,टॉवर
Tower of victory,विजयाचा टॉवर
Traitor,देशद्रोही
Treachery,विश्वासघात
Treason,देशद्रोह
Treaty,करार
Trial by battle (=trail by combat),युद्धाद्वारे चाचणी (= लढाईद्वारे माग)
Tribute,श्रद्धांजली
Tribute,श्रद्धांजली
Tribute land,श्रद्धांजली भूमी
Triple alliance,तिहेरी युती
Triple entente,तिहेरी entente
Triumph,विजय
Triumph,विजय
Turmoil,गडबड
Tyrannicide,अत्याचारी
Tyrannicide,अत्याचारी
Tyranny,जुलमी
Tyranny,जुलमी
Tyrant,जुलमी
Uhlan,उल्हान
Ukase,उकासे
Ukase,उकासे
Ulema,उलेमा
Ultimatum,अल्टिमेटम
Ultimatum,अल्टिमेटम
Uncle sam,सॅम काका
Under-king,अंडर-राजा
United Irishmen,युनायटेड आयरिशमन
United Nations,संयुक्त राष्ट्र
United Provinces,संयुक्त प्रांत
United Provinces,संयुक्त प्रांत
Univallated fort,अतुलनीय किल्ला
Universal monarch,सार्वत्रिक सम्राट
Universal suffrage,सार्वत्रिक मताधिकार
Uprising,उठाव
Usurpation,उपभोग
Usurper,हडप करणारा
Utopia,युटोपिया
Vandal,तोडफोड
Vandalism,तोडफोड
Vanguard,मोहरा
Vanguard,मोहरा
Vanguard,मोहरा
Varangian,वरांगीयन
Varangian guard,वरांजीयन गार्ड
Vassal,वासल
Vassal,वासल
Vassal state,वासल राज्य
Vatican Council,व्हॅटिकन कौन्सिल
Vessel,भांडे
Vessel,भांडे
Vessel,भांडे
Vice-king,उपराजा
Viceroy,व्हाईसरॉय
Viceroyalty=viceroyship,व्हाईसरॉयल्टी = व्हाईसरॉयशिप
Victor,व्हिक्टर
Victory,विजय
Villein,विलेन
Voyage,जलप्रवास
Vulnerable fortress,असुरक्षित किल्ला
Wall painting,वॉल पेंटिंग
Wall painting,भिंत पेंटिंग
War,युद्ध
War-lord,युद्धाचा अधिपती
Warrior,योद्धा
Warrior,योद्धा
Warrior,योद्धा
Warship,युद्धनौका
Watch-word,पहा-शब्द
Welfare state,कल्याणकारी राज्य
Welfare Work,कल्याणकारी कार्य
Whig,विग
White flag,पांढरा झेंडा
Whitemen's burden,व्हाईटमेनचे ओझे
World empire,जागतिक साम्राज्य
World movement,जागतिक चळवळ
World politics,जागतिक राजकारण
World power,जागतिक शक्ती
World war,विश्वयुद्ध
Wreeker,कामगार
Wrecking amendment,मोडतोड दुरुस्ती
Xenelasis,झेनेलासिस
Xenophobia,झेनोफोबिया
Yankee,यँकी
Yellow jacket,पिवळे जाकीट
Yellow man,पिवळा माणूस
Yellow peril,पिवळा धोका
Yellow press,पिवळा प्रेस
Young Turks,तरुण तुर्क
Zeus,झ्यूस
Zionism,झिओनिझम
Zoroastrianism,झोरास्ट्रियन धर्म
