Marathi,Odiya
घर्षण ढीग,ଘର୍ଷଣ ଗଦା |
बेडूक,ବେଙ୍ଗ
गॅबल,ଗେବୁଲ୍ |
गॅबलेट,ଗାବଲେଟ୍ |
Gambrel छप्पर,ଗାମ୍ବ୍ରେଲ୍ ଛାତ |
गेज,ଗେଜ୍
गेजिंग विभाग,ଗଗିଂ ବିଭାଗ |
गेजिंग स्टेशन,ଗଗିଂ ଷ୍ଟେସନ୍ |
सामान्य स्थान योजना,ସାଧାରଣ ଅବସ୍ଥାନ ଯୋଜନା |
सामान्य वायुवीजन,ସାଧାରଣ ଭେଣ୍ଟିଲେସନ୍ |
G क्षितीज किंवा gley क्षितीज,ଜି ରାଶି କିମ୍ବା ଗଲି ରାଶି |
पर्यंत हिमनदी,ଗ୍ଲାସିଆଲ୍ ପର୍ଯ୍ୟନ୍ତ
Gneiss,ଗ୍ନିସ୍ |
माल यार्ड,ଦ୍ରବ୍ୟ ପ୍ରାଙ୍ଗଣ
ग्रेडियंट प्रतिकार,ଗ୍ରେଡିଏଣ୍ଟ୍ ପ୍ରତିରୋଧ |
ग्रॅनाइट,ଗ୍ରାନାଇଟ୍ |
दाणेदार रचना,ଗ୍ରାନୁଲାର୍ ଗଠନ |
दाणेदार,ଗ୍ରାନୁଲେସନ୍ |
ग्रेन्युल,ଗ୍ରାନୁଲ୍ |
गुरुत्वाकर्षण मुक्त पाणी,ମାଧ୍ୟାକର୍ଷଣ ଜଳ ମୁକ୍ତ ଜଳ |
गुरुत्वाकर्षण यार्ड,ମାଧ୍ୟାକର୍ଷଣ ପ୍ରାଙ୍ଗଣ |
ग्रेट माती गट,ମହାନ ମାଟି ଗୋଷ୍ଠୀ |
ग्रिलेज फाउंडेशन,ଗ୍ରିଲେଜ୍ ଫାଉଣ୍ଡେସନ୍ |
ग्राउंड हँड मोल्डिंग,ଗ୍ରାଉଣ୍ଡ ହ୍ୟାଣ୍ଡ ମୋଲିଡିଂ |
गटबद्ध डॉक,ଗ୍ରୁପ୍ ଡକ୍ |
समूह गृहनिर्माण,ଗୋଷ୍ଠୀ ଗୃହ
अतिथी खोली,ଅତିଥି ଗୃହ
गटार,ଗୁଟର୍ |
गटार वाहक,ଗୁଟର ଧାରକ |
गटर तपासणी,ଗୁଟର ଯାଞ୍ଚ |
हॅमर ड्रेसिंग,ହାମର ଡ୍ରେସିଂ |
बंदर,ହାରବର୍
आश्रयाचे बंदर,ଆଶ୍ରୟସ୍ଥଳ
कडक पॅन,ହାର୍ଡ ପ୍ୟାନ |
शीर्षलेख,ହେଡର୍
हेडर बॉण्ड,ହେଡର୍ ବଣ୍ଡ୍ |
हेडर कोर्स,ହେଡର୍ ପାଠ୍ୟକ୍ରମ
हेड गेटची रचना,ହେଡ୍ ଗେଟ୍ ଗଠନ |
कालव्याचे प्रमुख,କେନାଲର ମୁଖ୍ୟ |
हेड रेग्युलेटर,ମୁଖ୍ୟ ନିୟନ୍ତ୍ରକ |
हेरिंग हाडांचे बंधन,ହେରିଙ୍ଗ ହାଡ ବନ୍ଧନ |
हृदयविकार,ହୃଦୟ
भिजण्याची उष्णता,ଓଦା ଗରମ |
उच्च अॅल्युमिना सिमेंट,ଉଚ୍ଚ ଆଲୁମିନା ସିମେଣ୍ଟ |
हिप,ହିପ୍
हिप कॅपिंग,ହିପ୍ କ୍ୟାପିଙ୍ଗ୍ |
नितंब टोक,ହିପ୍ ଶେଷ
हुड,ହୁଡ୍ |
हुड मोल्डिंग,ହୁଡ୍ ମୋଲିଡିଂ |
हुकचा कायदा,ହୁକର ନିୟମ |
हूप लोह,ଲୁହା ହୁପ୍ |
क्षितिज,ରାଶି
आर्द्रीकरण,ଆର୍ଦ୍ରତା
"आर्द्रता, निरपेक्ष","ଆର୍ଦ୍ରତା, ସଂପୂର୍ଣ୍ଣ |"
"आर्द्रता, सापेक्ष","ଆର୍ଦ୍ରତା, ଆପେକ୍ଷିକ |"
कुबड्याचे अंगण,ହମ୍ପ୍ ୟାର୍ଡ |
हायड्रोलिक दाब,ହାଇଡ୍ରୋଲିକ୍ ଚାପ |
हायड्रेशन,ହାଇଡ୍ରେସନ୍ |
हायड्रोलिसिस,ହାଇଡ୍ରୋଲାଇସିସ୍ |
हायड्रोलाइटिक आम्लता,ହାଇଡ୍ରୋଲାଇଟିକ୍ ଅମ୍ଳତା |
हायड्रोमॉर्फिक माती,ହାଇଡ୍ରୋମୋର୍ଫିକ୍ ମାଟି |
हायड्रोफिलिक कोलाइड,ହାଇଡ୍ରୋଫିଲିକ୍ କୋଲଏଡ୍ |
हायड्रोफोबिक कोलाइड,ହାଇଡ୍ରୋଫୋବିକ୍ କୋଲଏଡ୍ |
हायड्रोस्टॅटिक दाब प्रमाण,ହାଇଡ୍ରୋଷ୍ଟାଟିକ୍ ଚାପ ଅନୁପାତ |
हायग्रोस्केप्टिक गुणांक,ହାଇଗ୍ରୋସ୍କାପ୍ଟିକ୍ କୋଏଫିସିଏଣ୍ଟ୍ |
हायग्रोस्कोपिक ओलावा,ହାଇଗ୍ରୋସ୍କୋପିକ୍ ଆର୍ଦ୍ରତା |
हायड्रोस्कोपीसिटी,ହାଇଡ୍ରୋସ୍କୋପିକ୍ଟି |
हायग्रोस्कोपिक ओलावा,ହାଇଗ୍ରୋସ୍କୋପିକ୍ ଆର୍ଦ୍ରତା |
हायपरबेरिक चेंबर,ହାଇପରବାରିକ୍ ଚାମ୍ବର |
हायपरस्टॅटिक फ्रेम,ହାଇପରଷ୍ଟାଟିକ୍ ଫ୍ରେମ୍ |
हायपोमीटर,ହାଇପୋସୋମିଟର |
रोषणाई,ଆଲୋକ
इबिबेशन ओलावा,ଇମ୍ବିବେସନ୍ ଆର୍ଦ୍ରତା |
अपरिपक्व माती,ଅପରିପକ୍ୱ ମାଟି |
जप्त डॉक,ପ୍ରଭାବିତ ଡକ୍ |
जमीन महसुलात वाढ,ଜମି ରାଜସ୍ୱ ବୃଦ୍ଧି
स्वतंत्र मचान,ସ୍ Independ ାଧୀନ ସ୍କାଫୋଲ୍ଡ |
इन्ड्युरेटेड,ପ୍ରେରିତ |
प्रारंभिक prestress,ପ୍ରାରମ୍ଭିକ ସମ୍ମାନ
सुरुवातीचा ताण,ପ୍ରାରମ୍ଭିକ ଟେନସନ |
अंतर्देशीय जलमार्ग बंदर,ଆଭ୍ୟନ୍ତରୀଣ ଜଳପଥ ବନ୍ଦର |
इन्सुलेट बोर्ड,ଇନସୁଲେଟିଂ ବୋର୍ଡ |
मध्यवर्ती बंदर,ମଧ୍ୟବର୍ତ୍ତୀ ବନ୍ଦର |
अंतर्गत घर्षण,ଆଭ୍ୟନ୍ତରୀଣ ଘର୍ଷଣ |
इंट्राझोनल माती,ଇଣ୍ଟ୍ରାଜୋନାଲ ମାଟି |
आयन,ଆଇନ୍
आयन एक्सचेंज,ଆଇନ୍ ବିନିମୟ |
लोखंडी तवा,ଲୁହା ପ୍ୟାନ |
बागायती जमीन,ଜଳସେଚିତ ଜମି |
सिंचन,ଜଳସେଚନ
सिंचन उपकर,ଜଳସେଚନ ବନ୍ଦ
जांब,ଜାମ୍
धडपडणे,ଜୋଗଲ୍ |
जॉगल पिन,ଜୋଗଲ୍ ପିନ୍ |
जौल,ଜୁଲେ |
जम्पर,ଜମ୍ପର୍ |
किलोग्रॅम,କିଲୋଗ୍ରାମ |
किलोग्राम बल,କିଲୋଗ୍ରାମ ଫୋର୍ସ |
किलोग्राम फोर्स मीटर,କିଲୋଗ୍ରାମ ଫୋର୍ସ ମିଟର |
किलोवॅट तास,କିଲୋୱାଟ ଘଣ୍ଟା |
राजा बंद,ରାଜା ବନ୍ଦ
स्वयंपाकघर,ରୋଷେଇ ଘର |
लेस केलेला स्तंभ,ସ୍ତମ୍ଭ
मागे पडणे,ଲଗିଂ
लॅमेला रूट,ଲାମେଲା ମୂଳ |
पातळ थरांचा बनवलेला प्रवाह,ଲାମିନାର୍ ପ୍ରବାହ |
दिवा भोक,ଦୀପ ଗର୍ତ୍ତ |
जमीन संवर्धन,ଜମି ଅଧିଗ୍ରହଣ
लँड स्लाइडिंग,ଭୂମି ସ୍ଲାଇଡିଂ |
लॅटराइट,ଲାଟେରାଇଟ୍ |
लॅटराइट माती,ଲାଟେରାଇଟ୍ ମାଟି |
मोठ्या संख्येचा कायदा,ବହୁ ସଂଖ୍ୟକ ନିୟମ |
लेआउट योजना,ଲେଆଉଟ୍ ଯୋଜନା |
लेजर,ଲେଜର
चुना पॅन,ଚୂନ ପ୍ୟାନ |
लिंटेल,ଲିନଟେଲ୍ |
द्रव मर्यादा,ତରଳ ସୀମା |
थेट भार,ଲାଇଭ୍ ଲୋଡ୍ |
चिकणमाती,ଲୋମ୍ |
स्थानिक एक्झॉस्ट वेंटिलेशन,ସ୍ଥାନୀୟ ନିଷ୍କାସନ ଭେଣ୍ଟିଲେସନ୍ |
लोको यार्ड,ଲୋକୋ ଅଗଣା |
लॉस,ଲୋସ୍ |
कमी प्लास्टिक मर्यादा,ନିମ୍ନ ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |
कमी उष्णता सिमेंट,କମ୍ ଉତ୍ତାପ ସିମେଣ୍ଟ |
मशीन मोल्डिंग,ମେସିନ୍ ମୋଲିଡିଂ |
मॅक्रोस्ट्रक्चर,ମାକ୍ରୋଷ୍ଟ୍ରକଚର |
मुख्य हेड रेग्युलेटर,ମୁଖ୍ୟ ମୁଖ୍ୟ ନିୟନ୍ତ୍ରକ |
मुख्य बंदर,ମୁଖ୍ୟ ବନ୍ଦର
मेकअप हवा,ମେକ୍ଅପ୍ ବାୟୁ |
मॅनसार्ड,ମାନସାର୍ଡ |
मार्शलिंग यार्ड,ମାର୍ଶାଘାଇ ଅଗଣା |
दगडी बांधकाम,ମାନସ
परिपक्व तापमान,ପରିପକ୍ୱ ତାପମାତ୍ରା |
मेझानाइन मजला,ମେଜଜାନାଇନ୍ ଚଟାଣ |
यांत्रिक विश्लेषण,ଯାନ୍ତ୍ରିକ ବିଶ୍ଳେଷଣ |
यांत्रिक वायुवीजन,ଯାନ୍ତ୍ରିକ ଭେଣ୍ଟିଲେସନ୍ |
मेट्रिक प्रणाली,ମେଟ୍ରିକ୍ ସିଷ୍ଟମ୍ |
मायक्रोस्ट्रक्चर,ମାଇକ୍ରୋସ୍ଟ୍ରଷ୍ଟ୍ରକଚର |
मिली समतुल्य,ମିଲି ସମାନ |
मिली समतुल्य प्रति लिटर,ଲିଟର ପିଛା ମିଲି ସମାନ |
खनिज,ମିନେରାଲ୍ |
खनिज माती,ଖଣିଜ ମାଟି |
किरकोळ बंदर,ଛୋଟ ବନ୍ଦର
Mitred बंद,ମିତ୍ରେଡ୍ ବନ୍ଦ |
मोबाइल माती कोलाइड,ମୋବାଇଲ୍ ମାଟି କୋଲଏଡ୍ |
आर्द्रतेचा अंश,ଆର୍ଦ୍ରତା ବିଷୟବସ୍ତୁ |
ओलावा ग्रेडियंट,ଆର୍ଦ୍ରତା ଗ୍ରେଡିଏଣ୍ଟ୍ |
मोनोलिथ,ମୋନୋଲିଥ୍ |
मोनोरेल,ମୋନୋରାଇଲ୍ |
राष्ट्रीय बंदर परिषद,ଜାତୀୟ ବନ୍ଦର ପରିଷଦ |
नैसर्गिक पलंग,ପ୍ରାକୃତିକ ଶଯ୍ୟା |
नैसर्गिक समाप्त,ପ୍ରାକୃତିକ ସମାପ୍ତି |
नैसर्गिक बंदर,ପ୍ରାକୃତିକ ବନ୍ଦର
नैसर्गिक वायुवीजन,ପ୍ରାକୃତିକ ଭେଣ୍ଟିଲେସନ୍ |
नौदल बंदर,ନାଭାଲ୍ ବନ୍ଦର
न्यूटन,ନ୍ୟୁଟନ୍ |
एकसमान प्रवाह नसतो,ଅଣ ୟୁନିଫର୍ମ ପ୍ରବାହ |
पाण्याचा दर व्यापतो,ଜଳ ହାର ଦଖଲ କରେ |
तेल रंग,ତେଲ ରଙ୍ଗ |
तेल विहीर सिमेंट,ତେଲ କୂଅ ସିମେଣ୍ଟ |
चॅनेल प्रवाह उघडा,ଖୋଲା ଚ୍ୟାନେଲ ପ୍ରବାହ |
इष्टतम ओलावा,ସର୍ବୋଚ୍ଚ ଆର୍ଦ୍ରତା |
सेंद्रिय माती,ଜ Organ ବିକ ମାଟି |
अभिमुखता,ଓରିଏଣ୍ଟେସନ୍
ऑर्थोगोनल,Orthogonal
ऑर्टस्टीन,ଅର୍ଟଷ୍ଟାଇନ୍ |
बाह्य सिग्नल,ବାହ୍ୟ ସଙ୍କେତ
ऑक्सिडेशन,ଅକ୍ସିଡେସନ୍ |
पँट्री,ପାନ୍ଟ୍ରି |
पॅरापेट,ପାରାପେଟ୍ |
पॅरापेट भिंत,ପାରାପେଟ୍ କାନ୍ଥ |
पालक साहित्य,ପିତାମାତା ସାମଗ୍ରୀ |
पेबल कास्ट प्लास्टर,ପେବଲ୍ କାଷ୍ଟ ପ୍ଲାଷ୍ଟର |
पेडलफर,ପେଡାଲଫର୍ |
पेडोकल,ପେଡୋକାଲ୍ |
पेडोजेनेसिस,ପେଡୋଜେନେସିସ୍ |
पेडॉलॉजी,ପେଡୋଲୋଜି |
पेडोस्फियर,ପେଡୋସଫିସର୍ |
पेनेट्रोमीटर,ପେନେଟ୍ରୋମିଟର |
पेन्ट छत,ପେଣ୍ଟ ଛାତ |
पेप्टायझिंग एजंट,ପେପ୍ଟାଇଜିଂ ଏଜେଣ୍ଟ |
विश्लेषण कालावधी,ବିଶ୍ଳେଷଣର ସମୟ |
पर्पेंड,Perpend
शोषण,ପର୍ସପର୍ସନ୍ |
घाट,ପିଆର୍ |
पिलास्टर,ପାଇଲଷ୍ଟର |
खेळपट्टी,ପିଚ୍
खड्डे पडलेले छत,ଛାତ ଛାତ
साधा काँक्रीट,ସାଧା କଂକ୍ରିଟ୍ |
विमान कोन,ବିମାନ କୋଣ
साधे अंगण,ସମତଳ ପ୍ରାଙ୍ଗଣ
प्लॅनसोल,ପ୍ଲାନସୋଲ୍ |
प्लास्टिकची सुसंगतता,ପ୍ଲାଷ୍ଟିକ୍ ସ୍ଥିରତା |
प्लॅस्टिकिटी,ପ୍ଲାଷ୍ଟିକ୍ |
प्लॅस्टिकिटी निर्देशांक,ପ୍ଲାଷ୍ଟିକ୍ ଇଣ୍ଡେକ୍ସ |
प्लॅस्टिकिटी मर्यादा,ପ୍ଲାଷ୍ଟିକ୍ ସୀମା |
प्लॅस्टिकिटी श्रेणी,ପ୍ଲାଷ୍ଟିକ୍ ପରିସର |
प्लेट रचना,ପ୍ଲାଟି ଗଠନ |
प्लिंथ,ପ୍ଲିଣ୍ଟ୍ |
नांगरलेली माती,ହଳ ମାଟି
मनुका दगड,ଘିଅ ପଥର |
पॉडझोल,ପୋଡଜୋଲ୍ |
पॉइंटिंग,ସୂଚାଉଛି |
बहुभुज भिंत,ବହୁମୁଖୀ କାନ୍ଥ |
छिद्र जागा,ଖୋଲା ସ୍ଥାନ |
बंदर,ବନ୍ଦର
सकारात्मक वायुवीजन,ସକରାତ୍ମକ ଭେଣ୍ଟିଲେସନ୍ |
प्रेयरी माती,ପ୍ରିରି ମାଟି |
सुस्पष्टता,ସଠିକତା
प्राथमिक कण,ପ୍ରାଥମିକ କଣିକା |
प्रिझमॅटिक रचना,ପ୍ରିଜାମେଟିକ୍ ଗଠନ |
उत्पादक कार्य,ଉତ୍ପାଦକ କାର୍ଯ୍ୟ |
प्रकल्पाचे औचित्य,ପ୍ରକଳ୍ପ ଯଥାର୍ଥତା |
संरक्षणात्मक कार्य,ପ୍ରତିରକ୍ଷା କାର୍ଯ୍ୟ |
स्यूडो-मायसेलियम,ସିଉଡୋ-ମାଇସେଲିୟମ୍ |
डबके,ପୁଡଲ୍ |
पगिंग,ପଗ୍ କରିବା |
प्युमिस,ପୁମିସ୍ |
पंचन,ପୁଞ୍ଚେନ୍ |
कठपुतळी,ପପୁଟ୍
पुटलॉग,ପୁଟଲଗ୍ |
पुटलॉग मचान,ପୁଟ୍ଲଗ୍ ସ୍କାଫୋଲ୍ଡ |
सामग्री सर्वेक्षक,ପରିମାଣ ସର୍ବେକ୍ଷଣକାରୀ |
खणाचा रस,କ୍ୱାରି ସପ୍ |
क्वे,କ୍ୱେ
राणी बंद,ରାଣୀ ବନ୍ଦ
Quoin,କୁଇନ୍ |
तराफा पाया,ରାଫ୍ଟ ଫାଉଣ୍ଡେସନ୍ |
राकर,ରାକର୍ |
रेकिंग,Raking
रॅकिंग बाँड,ବନ୍ଧନ
Raking फ्लॅशिंग,ଫ୍ଲାସ୍ କରିବା
वेगाने बदलणारा प्रवाह,ଶୀଘ୍ର ଭିନ୍ନ ଭିନ୍ନ ପ୍ରବାହ |
वसूल करण्यायोग्य पेमेंट,ପୁନରୁଦ୍ଧାରଯୋଗ୍ୟ ଦେୟ |
लाल पृथ्वी,ଲାଲ ପୃଥିବୀ |
लाल चिकणमाती,ଲାଲ୍ ଲୋମ୍ |
नियामक,ନିୟାମକ
रेगुर किंवा काळी कापूस माती,ରେଗୁର କିମ୍ବା କଳା ସୂତା ମାଟି |
परतफेड करार,ପରିଶୋଧ ଚୁକ୍ତି
अवशिष्ट संकोचन,ଅବଶିଷ୍ଟ ସଙ୍କୋଚନ |
अवशिष्ट माती,ଅବଶିଷ୍ଟ ମାଟି |
प्रकट करा,ପ୍ରକାଶ କରନ୍ତୁ |
पिन प्रकट करा,ପିନ୍ ପ୍ରକାଶ କରନ୍ତୁ |
टाय प्रकट करा,ଟାଇ ପ୍ରକାଶ କରନ୍ତୁ |
रिज,ରିଜ୍
रिज कॅपिंग,ରିଜ୍ କ୍ୟାପିଙ୍ଗ୍ |
नदी,ନଦୀ
रस्ता स्थिर,ରାସ୍ତା ସ୍ଥିର
खडबडीत मलम,କଠିନ ପ୍ଲାଷ୍ଟର |
ढिगारा,ଅଳିଆ |
भंगार दगडी बांधकाम,ଅଳିଆ ଆବର୍ଜନା |
कचऱ्याची भिंत,ଅଳିଆ ଆବର୍ଜନା |
चालू मोजमाप,ଚାଲୁଥିବା ପରିମାପ |
सुरक्षित पत्करण्याची क्षमता,ନିରାପଦ ବହନ କ୍ଷମତା |
मीठ ग्लेझ,ଲୁଣ ଗ୍ଲେଜ୍ |
नमुन्याचा आकार,ନମୁନା ଆକାର
नमुना वितरण,ନମୁନା ବଣ୍ଟନ
नमुना त्रुटी,ନମୁନା ତ୍ରୁଟି |
वाळू,ବାଲି
वाळू समाप्त,ବାଲି ଶେଷ
वाळू हात मोल्डिंग,ବାଲି ହାତ ତିଆରି
सँडिंग,ବାଲିଯାତ୍ରା |
संतृप्त माती,ପରିପୂର୍ଣ୍ଣ ମାଟି
संतृप्त माती पेस्ट,ସନ୍ତୁଳିତ ମାଟି ପେଷ୍ଟ |
संपृक्तता अर्क,ସାଚୁଚରେସନ୍ ଏକ୍ସଟ୍ରାକ୍ଟ |
संपृक्तता टक्केवारी,ସାଚୁଚରେସନ୍ ଶତକଡା
बशी घुमट,ସସ୍ ଗମ୍ବୁଜ |
मचान,ସ୍କାଫୋଲ୍ଡ |
शिस्ट,ସ୍କିଷ୍ଟ୍ |
सागरी बंदर,ସମୁଦ୍ର ବନ୍ଦର
गुप्त गटार,ଗୁପ୍ତ ଗୁଟର୍ |
दुसरा,ଦ୍ୱିତୀୟ |
अवसादन विश्लेषण,ଅବତରଣ ବିଶ୍ଳେଷଣ |
अर्ध-कृत्रिम बंदर,ସେମି-କୃତ୍ରିମ ବନ୍ଦର |
अर्ध भरतीची गोदी,ସେମି ଜୁଆର ଡକ୍ |
वृद्ध,ସେନିଲ୍ |
शेल,ଶେଲ୍
पत्र्याचा ढीग,ସିଟ୍ ଗଦା |
संकोचन मर्यादा,ସଙ୍କୋଚନ ସୀମା |
शटरिंग,ବନ୍ଦ
सियालिटिक माती,ସିଆଲିଟିକ୍ ମାଟି |
सिएरोझेम,ସିରୋଜେମ୍ |
खिंडी,ସିଲ୍ |
गाळ,ସିଲ୍ଟ |
सिंगल फ्लेमिश रक्त,ଏକକ ଫ୍ଲେମିସ୍ ରକ୍ତ |
एकल दाणेदार रचना,ଏକକ ଶସ୍ୟ ଗଠନ |
कंकाल माती,କଙ୍କାଳ ମାଟି |
स्कर्टिंग,ସ୍କର୍ଟିଂ
स्लीपर भिंत,ଶୋଇବା କାନ୍ଥ |
बाजूचे गटर,ସାଇଡ୍ ଗୁଟର୍ |
स्लाइड नियम,ସ୍ଲାଇଡ୍ ନିୟମ |
स्लिप डॉक,ସ୍ଲିପ୍ ଡକ୍ |
स्मोनिझा,ସ୍ମୋନିଜା |
भिजवणे,ଭିଜିବା |
मातीचा सहवास,ମୃତ୍ତିକା ସଙ୍ଗଠନ |
माती वर्ग,ମୃତ୍ତିକା ଶ୍ରେଣୀ
माती कॉम्प्लेक्स,ମୃତ୍ତିକା ଜଟିଳ |
मातीची सुसंगतता,ମୃତ୍ତିକାର ସ୍ଥିରତା |
माती कुटुंब,ମୃତ୍ତିକା ପରିବାର |
मातीच्या चौकटीचे काम,ମୃତ୍ତିକା ଫ୍ରେମ୍ କାମ |
माती ओलावा,ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା |
जमिनीतील ओलावा वाढणे,ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା ବୃଦ୍ଧି |
जमिनीतील आर्द्रतेची कमतरता,ମୃତ୍ତିକାର ଆର୍ଦ୍ରତା ଅଭାବ |
माती आकारविज्ञान,ମୃତ୍ତିକା ରୂପବିଜ୍ ology ାନ |
मातीचा कण,ମୃତ୍ତିକା କଣିକା |
मातीचा टप्पा,ମୃତ୍ତିକା ପର୍ଯ୍ୟାୟ |
माती प्रोफाइल,ମୃତ୍ତିକା ପ୍ରୋଫାଇଲ୍ |
मातीची प्रतिक्रिया,ମୃତ୍ତିକା ପ୍ରତିକ୍ରିୟା |
माती वेगळी होते,ମୃତ୍ତିକା ଅଲଗା ହୁଏ |
माती मालिका,ମୃତ୍ତିକା କ୍ରମ |
माती समाधान,ମୃତ୍ତିକା ସମାଧାନ |
मातीची रचना,ମୃତ୍ତିକା ଗଠନ
मातीचा पोत,ମୃତ୍ତିକା ଗଠନ
मातीचा प्रकार,ମୃତ୍ତିକା ପ୍ରକାର |
सोलम,ସୋଲମ୍ |
वर्गीकरण,Sorption
spalls,ସ୍ପଲ୍
विशिष्ट आयन प्रभाव,ନିର୍ଦ୍ଦିଷ୍ଟ ଆୟନ ପ୍ରଭାବ |
स्क्वेअर कोर्स्ड रबल चिनाई,ବର୍ଗାକାର କୋର୍ସଡ୍ ଅଳିଆ ଆବର୍ଜନା |
चौरस नियमित कोर्स्ड मलबा दगडी बांधकाम,ସ୍କ୍ୱାର୍ଡ ନିୟମିତ କୋର୍ସଡ୍ ଅଳିଆ ଆବର୍ଜନା |
स्थिर प्रवाह,ସ୍ଥିର ପ୍ରବାହ |
स्टेप्ड फ्लॅशिंग,ଷ୍ଟେପ୍ ଫ୍ଲାସ୍
चिकटपणा,ସ୍ଥିରତା |
स्टिकिंग पॉइंट,ଷ୍ଟିକ୍ ପଏଣ୍ଟ |
दगड,ପଥର |
स्लॉप हात मोल्डिंग,ସ୍ଲପ୍ ହ୍ୟାଣ୍ଡ ମୋଲିଡିଂ |
पट्टा बिजागर,ଷ୍ଟ୍ରାପ୍ ହିଙ୍ଗ୍ |
स्ट्रॉ बोर्ड,ଷ୍ଟ୍ରୋ ବୋର୍ଡ |
प्रवाह,ଷ୍ଟ୍ରିମ୍
ताण,ଚାପ
स्ट्रेचर,ଷ୍ଟ୍ରେଚର୍
स्ट्रेचर बाँड,ଷ୍ଟ୍ରେଚର୍ ବଣ୍ଡ୍ |
स्ट्रेचर कोर्स,ଷ୍ଟ୍ରେଚର୍ ପାଠ୍ୟକ୍ରମ
स्ट्रिंग,ବାକ୍ୟ
स्ट्रिंग कोर्स,ଷ୍ଟ୍ରିଙ୍ଗ୍ ପାଠ୍ୟକ୍ରମ
रचना घटक,ଗଠନ କାରକ |
रचना निर्देशांक,ସଂରଚନା ସୂଚକାଙ୍କ |
स्टुको,ଷ୍ଟୁକୋ |
स्टड,ଅଧ୍ୟୟନ |
स्टायलोबेट,ଷ୍ଟାଇଲୋବେଟ୍ |
पोट माती,ଉପ ମାଟି |
उप रचना,ଉପ ଗଠନ
बेरीज वक्र,ସମୀକରଣ ବକ୍ର
सूर्य अभ्रक,ସୂର୍ଯ୍ୟ ମିକା |
सुपर रचना,ସୁପର ଗଠନ
सर्वेक्षक,ସର୍ବେକ୍ଷଣକାରୀ |
एस-मूल्य,S- ମୂଲ୍ୟ
स्वॅग,ଚୋରାମାଲ
हंस मान,ସ୍ an ାନ୍ ବେକ
तंबू,ତମ୍ବୁ
टेबल हँड मोल्डिंग,ଟେବୁଲ୍ ହ୍ୟାଣ୍ଡ ମୋଲିଡିଂ |
टँकिंग,ଟ୍ୟାଙ୍କିଂ |
टेम्पिएट्टो,ଟେମ୍ପିଏଟୋ |
टेंपरिंग,ତାପମାତ୍ରା
साचा,ଟେମ୍ପଲେଟ୍ |
साचा,ଟେମ୍ପଲେଟ୍ |
Tepidarium,ଟେପିଡାରିୟମ୍ |
टेराकोटा,ଟେରାକୋଟା |
टेरा रोझा,ଟେରା ରୋସା |
टेराझो,ଟେରାଜଜୋ |
टेट्रा शैली,ଟେଟ୍ରା ଶ style ଳୀ
थ्रेशोल्ड मर्यादा मूल्य,ସୀମା ସୀମା ମୂଲ୍ୟ
घसा,ଗଳା
दगडातून,ପଥର ମାଧ୍ୟମରେ |
भरतीचे खोरे,ଜୁଆର ବେସିନ |
टाई बार,ଟାଇ ବାର୍ |
टाय बीम,ବିମ୍ ବାନ୍ଧ |
टाय रॉड,ବାଡ଼ି ବାନ୍ଧ |
तीर्स,ତିରସ୍
सहिष्णुता,ସହନଶୀଳତା |
दात काढणे,ଦାନ୍ତ
वरची माती किंवा पृष्ठभागाची माती,ଉପର ମାଟି କିମ୍ବା ଭୂପୃଷ୍ଠ ମାଟି |
एकूण सच्छिद्रता,ସମୁଦାୟ ପୋରୋସିଟି |
ट्रेसरी,ଟ୍ରେସରୀ
ट्रेन प्रतिकार,ଟ୍ରେନ୍ ପ୍ରତିରୋଧ |
ट्रान्सेप्ट,ଟ୍ରାନ୍ସସେପ୍ଟ
संक्रमणकालीन माती,ଗତିଶୀଳ ମାଟି |
ट्रान्सम,ଟ୍ରାନ୍ସମ୍ |
वाहतूक माती,ପରିବହନ ମାଟି |
उपनदी,ଉପନଦୀ
ट्रायफोरियम,ଟ୍ରାଇଫୋରିୟମ୍ |
ट्रायग्लिफ,ଟ୍ରାଇଗ୍ଲିଫ୍ |
कापलेली माती,କଟା ମାଟି |
अशांत प्रवाह,ଅଶାନ୍ତ ପ୍ରବାହ |
बुर्ज,ଟୁରେଟ୍ |
Tympar संख्या,ଟାଇମ୍ପର୍ ନମ୍
अंतिम पत्करण्याची क्षमता,ଅନ୍ତିମ ବହନ କ୍ଷମତା |
अंतिम पीएच,ଅନ୍ତିମ ph
uncoursed यादृच्छिक भंगार दगडी बांधकाम,ଅଣସଂରକ୍ଷିତ ରାଣ୍ଡମ ପଥର ନିର୍ମାଣ |
Uncoursed स्क्वेअर मलबे दगडी बांधकाम,ଅଣସଂରକ୍ଷିତ ସ୍କ୍ୱାର୍ଡ ଅଳିଆ ଆବର୍ଜନା |
अंडरक्रॉफ्ट,ଅଣ୍ଡରକ୍ରଫ୍ଟ |
अपूर्ण सच्छिद्रता,ଅସମ୍ପୂର୍ଣ୍ଣ ପୋରୋସିଟି |
एकसमान प्रवाह,ୟୁନିଫର୍ମ ପ୍ରବାହ |
युनिट फ्रेम प्रकार मचान,ୟୁନିଟ୍ ଫ୍ରେମ୍ ପ୍ରକାର ସ୍କାଫୋଲ୍ଡ |
