Telugu,English
క్లయింట్ సంబంధం (సర్వర్ సంబంధం),Client relationship  (server relationship)
క్లిఫ్ ప్రభావం,Cliff effect
క్లిప్ బోర్డు,Clip board
క్లిప్పింగ్,Clipping
క్లాక్ పల్స్,Clock pulse
క్లాక్డ్ ఫ్లిప్ ఫ్లాప్,Clocked flip flop
క్లాక్ఫేస్డ్ మైక్,Clockfaced mike
గడియారం-ఫ్రీక్వెన్సీ,Clock-frequency
సవ్యదిశలో,Clockwise
క్లోజ్డ్ సర్క్యూట్,Closed circuit
నిర్భంద వలయం,Closed loop
క్లస్టర్,Cluster
క్లస్టరింగ్,Clustering
అస్తవ్యస్తంగా,Clutter
అయోమయ నష్టం,Clutter loss
పూత,Coating
ఏకాక్షక కేబుల్,Coaxial cable
ఏకాక్షక రేఖ,Coaxial line
ఏకాక్షక ప్రసార రేఖ,Coaxial transmission line
కో-ఛానెల్,Co-channel
కో-ఛానెల్ జోక్యం,Co-channel interference
కోక్లియా,Cochlea
కోడ్,Code
కోడ్ సంఖ్య,Code number
కోడ్ రేటు,Code rate
కోడ్ పదం,Code word
కోడెక్ (కోడింగ్ డీకోడింగ్),Codec (coding decoding)
కోడెడ్ ఆడియో,Coded audio
కోడర్,Coder
కోడింగ్,Coding
కోడింగ్ డీకోడింగ్ టెక్నిక్,Coding decoding technique
కోడింగ్ లోపం,Coding error
కోడింగ్ రేటు,Coding rate
కోడింగ్ టెక్నిక్,Coding technique
గుణకం,Coefficient
బలవంతపు,Coercivity
పొందికైన మాడ్యులేషన్,Coherent modulation
కాయిల్,Coil
సహకారం,Collaboration
కూలిపోతుంది,Collapse
కలెక్టర్,Collector
కలెక్టర్ కరెంట్,Collector current
బేస్ కండక్టెన్స్ నుండి కలెక్టర్,Collector to base conductance
కలెక్టర్-బేస్ జంక్షన్,Collector-base junction
రంగు,Colour
కలర్ ఎనలైజర్,Colour analyzer
రంగు సమతుల్యత,Colour balance
రంగు పేలుడు,Colour burst
రంగు చార్ట్,Colour chart
రంగు కలయిక,Colour combination
రంగు స్థిరాంకం,Colour constant
రంగు నియంత్రణ (క్రోమ్ నియంత్రణ),Colour control      (chrome control)
రంగు లోతు,Colour depth
రంగు అలసట,Colour fatigue
కలర్ ఫిల్టర్,Colour filter
కలర్ కిల్లర్ సర్క్యూట్,Colour killer circuit
కలర్ కైన్‌కోప్,Colour kinescope
కలర్ మిక్సర్,Colour mixer
రంగు నమూనా,Colour pattern
రంగు అవగాహన,Colour perception
కలర్ పిక్చర్ స్క్రీన్,Colour picture screen
రంగు స్థలం,Colour space
రంగు సబ్‌కారియర్,Colour subcarrier
రంగు ఉష్ణోగ్రత,Colour temperature
రంగు ప్రసారం,Colour transmission
కలర్ ట్యూబ్,Colour tube
రంగు,Colouration
రంగులేని,Colourless
కలయిక,Combination
కాంబినర్,Combiner
కలయిక ప్రక్రియ,Combining process
దహన,Combustion
కమాండ్,Command
ప్రారంభం,Commencement
వాణిజ్య ప్రసారం,Commercial broadcasting
వాణిజ్య టెలివిజన్,Commercial television
సాధారణ కలెక్టర్ సర్క్యూట్,Common collector circuit
కమ్యూనికేషన్,Communication
కమ్యూనికేషన్ ఉపగ్రహం,Communication satellite
కమ్యూనిటీ రేడియో సెంటర్,Community radio centre
కమ్యూనిటీ రేడియో స్టేషన్,Community radio station
కాంపాక్ట్ డిస్క్ (సిడి),Compact disc (CD)
కాంపాక్ట్ డిస్క్ ప్లేయర్,Compact disc player
కంపాండర్,Compander
కంపాండింగ్,Companding
అనుకూలత,Compatibility
అనుకూలంగా,Compatible
కంపైలర్,Compiler
పరిపూరకరమైనది,Complementary
కాంప్లిమెంటరీ ట్రాన్సిస్టర్,Complementary transistor
సంక్లిష్ట తరంగం,Complex wave
భాగం,Component
మిశ్రమ,Composite
మిశ్రమ సర్క్యూట్,Composite circuit
మిశ్రమ డిజిటల్,Composite digital
మిశ్రమ రేడియో ఫ్రీక్వెన్సీ సిగ్నల్,Composite radio frequency signal
మిశ్రమ సిగ్నల్,Composite signal
మిశ్రమ వీడియో,Composite video
మిశ్రమ వీడియో సిగ్నల్,Composite video signal
కూర్పు,Composition
కంప్రెస్డ్ డేటా,Compressed data
కంప్రెస్డ్ డిజిటలైజ్డ్ వీడియో,Compressed digitized video
కంప్రెస్డ్ వీడియో,Compressed video
కుదింపు,Compression
కంప్రెషన్ ఆర్టిఫ్యాక్ట్,Compression artifact
కుదింపు ప్రమాదం,Compression hazard
కంప్రెషన్ టెక్నిక్,Compression technique
కంప్రెసర్,Compressor
కంప్యూట్,Compute
కంప్యూటర్,Computer
కంప్యూటర్ ఆధారిత మల్టీమీడియా,Computer based multimedia
కంప్యూటర్ ప్రోగ్రామింగ్,Computer programming
"కంప్యూటర్ సాంకేతిక పరిజ్ఞానం, కంప్యూటర్ విజ్ఞానం, ధీయంత్ర పరిజ్ఞానం, ధీయంత్ర విజ్ఞానం",Computer technology
పుటాకార లెన్స్,Concave lens
పుటాకార అద్దం,Concave mirror
దాచడం,Concealment
సాంద్రీకృత,Concentrated
ఏకాగ్రత,Concentration
కేంద్రీకృత లెన్స్,Concentric lens
కండెన్సర్ మైక్రోఫోన్,Condenser microphone
సమతుల్యత యొక్క పరిస్థితి,Condition of equilibrium
ప్రసరణ,Conduction
ప్రసరణ ప్రస్తుత,Conduction current
వాహకత,Conductivity
కండక్టర్,Conductor
ఆకృతీకరణ,Configuration
కనెక్షన్,Connection
కనెక్టివిటీ,Connectivity
కనెక్టర్,Connector
స్థిరత్వం,Consistency
స్థిరంగా,Consistently
కన్సోల్,Console
స్థిరాంకం,Constant
స్థిరమైన వ్యాప్తి,Constant  amplitude
మైక్రోఫోన్‌ను సంప్రదించండి,Contact microphone
కంటైనర్ ఫార్మాట్,Container format
కాలుష్యం,Contamination
విషయము,Content
పరస్పర,Contiguous
కొనసాగింపు,Continuity
కొనసాగింపు బూత్,Continuity booth
కొనసాగింపు నాబ్,Continuity knob
నిరంతర,Continuous
నిరంతర ఆర్క్,Continuous arc
నిరంతర వేవ్,Continuous wave
ఆకృతి రేఖ,Contour line
ఆకృతి ప్రణాళిక,Contour plan
ఒప్పందం,Contract
సంకోచం,Contraction
కాంట్రాస్ట్ రేషియో,Contrast ratio
కంట్రోల్ సర్క్యూట్,Control circuit
కంట్రోల్ ఎలక్ట్రోడ్,Control electrode
నియంత్రణ పరికరాలు,Control equipment
కంట్రోల్ గ్రిడ్,Control grid
నియంత్రణ రేఖ,Control line
నియంత్రణ ప్యానెల్,Control panel
నియంత్రణ గది,Control room
నియంత్రణ పట్టిక,Control table
కంట్రోల్ టవర్,Control tower
నియంత్రిక,Controller
కన్వర్జెన్స్,Convergence
కన్వర్జెంట్ లెన్స్,Convergent lens
కన్వర్టర్,Convertor
కుంభాకార లెన్స్,Convex lens
కన్విల్యూషన్,Convolution
కన్వల్యూషన్ కోడెడ్,Convolution coded
కన్వల్యూషనల్ ఇంటర్‌లీవ్,Convolutional interleave
కన్వల్యూషనల్ ఇంటర్‌లీవింగ్,Convolutional interleaving
కుకీ,Cookie
కుకీయర్,Cookier
కోప్రాసెసర్,Coprocessor
త్రాడు,Cord
కరోనా,Corona
కరోనా ఉత్సర్గ,Corona discharge
సహసంబంధం,Correlation
కొసైన్ భాగం,Cosine component
కొసైన్ వేవ్,Cosine wave
విశ్వ శబ్దం,Cosmic noise
కౌంటర్,Counter
కౌంటర్ సవ్యదిశలో,Counter clockwise
కప్లర్,Coupler
కలపడం,Coupling
కప్లింగ్ కండెన్సర్,Coupling condenser
కలపడం నెట్‌వర్క్,Coupling network
కలపడం నిరోధకత,Coupling resistance
సమయోజనీయ బంధం,Covalent bond
కవరేజ్,Coverage
క్రాష్,Crash
క్రిటికల్ బ్యాండ్,Critical band
క్లిష్ట పరిస్థితి,Critical condition
క్లిష్టమైన కలపడం,Critical coupling
క్లిష్టమైన ఫ్రీక్వెన్సీ,Critical frequency
క్లిష్టమైన పరామితి,Critical parameter
క్రోకోడైల్ క్లిప్,Crocodile clip
క్రాస్ ఫేడింగ్,Cross fading
క్రాస్ మాడ్యులేషన్,Cross modulation
క్రాస్ టాక్,Cross talk
క్రాస్ఫేడ్,Crossfade
క్రిప్టోగ్రఫీ,Cryptography
క్రిస్టల్,Crystal
క్రిస్టల్ ఫిల్టర్,Crystal filter
క్యూ,Cue
క్యూ మార్కులు,Cue marks
క్యూయింగ్ పరికరం,Cueing device
ప్రస్తుత కాలువ,Current drain
ప్రస్తుత మీటర్,Current meter
ప్రస్తుత ట్రాన్స్ఫార్మర్,Current transformer
కర్సర్,Cursor
వక్రరేఖ,Curve
ఫ్రీక్వెన్సీని కత్తిరించండి,Cut off frequency
కట్టర్,Cutter
సైబర్ కేఫ్,Cyber cafe
సైబర్ భద్రతా,Cyber security
సైబర్ స్థలం,Cyber space
చక్రం,Cycle
చక్రీయ,Cyclic
డి.సి. భాగం,D.c. component
డి.సి. ప్లేట్ శక్తి,D.c. plate power
డి.సి. పునరుద్ధరణ,D.c. restoration
డంపర్ డయోడ్,Damper diode
డంపింగ్,Damping
చీకటి,Dark
సమాచారం,Data
డేటా ప్రసారం,Data broadcasting
డేటా కుదింపు,Data compression
డేటా డ్రిల్లింగ్,Data drilling
డేటా గుప్తీకరణ,Data encryption
సమాచార దస్తా,Data file
డేటా నిర్వహణ,Data handling
డేటా మైనింగ్,Data mining
డేటా ప్రాసెసింగ్,Data processing
డేటా ప్రాసెసర్,Data processor
డేటా తగ్గించిన బిట్ సిస్టమ్,Data reduced bit system
డేటా సేవ,Data service
సమాచార పట్టిక,Data sheet
డేటా నిల్వ,Data storage
డేటా స్ట్రీమ్,Data stream
డేటా పరివర్తన,Data transformation
డేటా ప్రసారం,Data transmission
డేటాబేస్,Database
డేటాకాస్టింగ్,Datacasting
డేటాగ్రామ్,Datagram
DB మీటర్,DB meter
చనిపోయిన గాలి,Dead air
డెడ్ షార్ట్ సర్క్యూట్,Dead short circuit
డెడ్ స్పాట్,Dead spot
డెడ్లాక్,Deadlock
డీబగ్ ప్రోగ్రామ్,Debug programme
డీబగ్గింగ్,Debugging
ధ్వని క్షయం,Decay of sound
డిసిబెల్,Decibel (dB)
దశాంశం,Decimal
దశాంశ కోడ్,Decimal code
దశాంశ అంకె,Decimal digit
డెసిఫరింగ్,Deciphering
డీకోడర్,Decoder
డీకోడింగ్,Decoding
డిజిటల్ ట్రాన్స్మిషన్లో డీకోడింగ్,Decoding in digital transmission
డికంప్రెషన్,Decompression
డికప్లింగ్,Decoupling
డికప్లింగ్ సర్క్యూట్,Decoupling circuit
డికప్లింగ్ నెట్‌వర్క్,Decoupling network
డిక్రిప్షన్,Decryption
అంకితమైన పంక్తి,Dedicated line
డి-ఎంబెడింగ్,De-embedding
డి-ఎంఫాసిస్,De-emphasis
డిఫాల్ట్,Default
నాణ్యతలో లోపం,Defect in quality
లోపభూయిష్ట,Defective
లోపభూయిష్ట యూనిట్,Defective unit
నిర్వచనం,Definition
విక్షేపం,Deflection
వైకల్యం,Deformation
డీఫ్రాగ్మెంటేషన్,Defragmentation
డి-గాస్సింగ్ కాయిల్,De-gaussing coil
డిగ్రీ,Degree
డి-ఇంటర్‌లీవర్,De-interleaver
ఆలస్యం లైన్,Delay line
సమయం ఆలస్యం,Delay time
ఫ్రేమ్ మెమరీ ఆలస్యం,Delayed frame memory
ఆలస్యం స్కానింగ్,Delayed scanning
ఆలస్యం సమకాలీకరణ సిగ్నల్,Delayed synchronization signal
డెలివరీ,Delivery
బట్వాడా వ్యవస్థ,Delivery system
డెమోడ్యులేషన్,Demodulation
డెమోడ్యులేటర్ కార్డ్,Demodulator card
డెమల్టిప్లెక్సర్,Demultiplexer
ఫీల్డ్ యొక్క లోతు,Depth of field
అవరోహణ,Descending
డిజైన్ స్పెసిఫికేషన్,Design specification
డెస్క్‌టాప్,Desktop
డిటెక్టర్ అవుట్పుట్,Detector output
విచలనం,Deviation
పరికరం,Device
పరికర డ్రైవర్,Device driver
విశ్లేషణ,Diagnostics
రేఖాచిత్రం,Diagram
డైలాగ్ ట్రాక్,Dialog track
వ్యాసమైన మోడ్,Diameteral mode
డైమండ్ స్టైలస్,Diamond stylus
ఉదరవితానం,Diaphragm
డయాఫ్రాగ్మాటిక్ అబ్జార్బర్,Diaphragmatic absorber
డైకోటిక్ లిజనింగ్,Dichotic listening
విద్యుద్వాహక,Dielectric
విద్యుద్వాహక విచ్ఛిన్నం- డౌన్,Dielectric break- down
విద్యుద్వాహక నష్టం,Dielectric loss
తేడా ఫ్రీక్వెన్సీ,Difference frequency
తేడా ఫ్రీక్వెన్సీ వక్రీకరణ (DFD),Difference frequency distortion (DFD)
తేడా టోన్,Difference tone
అవకలన యాంప్లిఫైయర్,Differential amplifier
విక్షేపం,Diffraction
డిఫ్యూజర్,Diffuser
అంకె,Digit
డిజిటల్,Digital
డిజిటల్ ఆర్టిఫ్యాక్ట్,Digital artifact
డిజిటల్ ఆడియో,Digital audio
డిజిటల్ ఆడియో ఫిల్టర్,Digital audio filter
డిజిటల్ ఆడియో వర్క్ స్టేషన్,Digital audio work station
డిజిటల్ కెమెరా,Digital camera
డిజిటల్ కంప్యూటర్,Digital computer
డిజిటల్ డేటా,Digital data
డిజిటల్ ఎడిటింగ్,Digital editing
డిజిటల్ ఎక్సైటర్,Digital exciter
డిజిటల్ ఫిల్టర్,Digital filter
డిజిటల్ ఫ్రేమ్ సింక్రొనైజర్,Digital frame synchronizer
డిజిటల్ వారసత్వం,Digital heritage
డిజిటల్ చిత్రం,Digital image
డిజిటల్ లైబ్రరీ,Digital library
డిజిటల్ మీటర్,Digital meter
డిజిటల్ మాడ్యులేషన్,Digital modulation
డిజిటల్ మల్టీప్లెక్స్,Digital multiplex
డిజిటల్ నెట్‌వర్క్,Digital network
డిజిటల్ అవుట్పుట్,Digital output
డిజిటల్ ప్లేబ్యాక్,Digital playback
డిజిటల్ రేడియో మొండియాల్ (DRM),Digital Radio Mondiale (DRM)
డిజిటల్ రికార్డింగ్,Digital recording
డిజిటల్ విప్లవం,Digital revolution
డిజిటల్ సిగ్నల్,Digital signal
డిజిటల్ సిగ్నల్ ప్రాసెసింగ్ (DSP),Digital signal processing (DSP)
డిజిటల్ సంతకం,Digital signature
డిజిటల్ టెక్నాలజీ,Digital technology
డిజిటల్ టు అనలాగ్ కన్వర్టర్,Digital to analog converter
డిజిటల్ వీడియో,Digital video
డిజిటల్ వోల్టమీటర్,Digital voltmeter
డిజిటలైజేషన్,Digitalization
డిజిటలైజేషన్,Digitization
డిజిటలైజ్డ్ వీడియో,Digitized video
డిజిటైజర్,Digitizer
మసక,Dim
పరిమాణం,Dimension
మసకబారిన,Dimmer
డయోడ్,Diode
ముంచు,Dip
డిప్లెక్సర్,Diplexer
డైపోల్ యాంటెన్నా,Dipole antenna
ప్రత్యక్ష ప్రసారం,Direct broadcast
ప్రత్యక్ష కరెంట్,Direct current (d c)
ప్రత్యక్ష పికప్,Direct pick up
ప్రత్యక్ష పఠన పరికరం,Direct reading instrument
ప్రత్యక్ష రికార్డింగ్,Direct recording
డైరెక్షనల్ యాంటెన్నా,Directional antenna
డైరెక్షనల్ కప్లర్,Directional coupler
డైరెక్షనల్ మైక్రోఫోన్,Directional microphone
డైరెక్టివిటీ,Directivity
డైరెక్టరీ,Directory
డిసేబుల్,Disable
డిస్క్ యాంటెన్నా,Disc antenna
డిస్క్ ఆధారిత నిల్వ,Disc based storage
వివిక్త,Discrete
డిస్క్,Disk
డిస్క్ డ్రైవ్,Disk drive
డిస్క్ కోటా,Disk quota
డిస్కెట్,Diskette
తొలగుట,Dislocation
చెదరగొట్టడం,Dispersion
స్థానభ్రంశం,Displacement
ప్రదర్శన,Display
ప్రదర్శన యూనిట్ (కన్సోల్),Display unit (console)
వెదజల్లడం,Dissipation
వైరుధ్యం,Dissonance
పరిశుద్ధమైన నీరు,Distilled water
వక్రీకరణ,Distortion
పంపిణీ,Distribution
పంపిణీ యాంప్లిఫైయర్,Distribution amplifier
విభజన,Division
విభజన,Divisor
పత్రం,Document
డాల్బీ డిజిటల్,Dolby digital
డొమైన్,Domain
డొమైన్ కంట్రోలర్,Domain controller
డాప్లర్ ప్రభావం,Doppler effect
ద్వారం),Double pole (dipole)
డబుల్ పోల్ సింగిల్ త్రో స్విచ్,Double pole single throw switch
డబుల్ సైడెడ్ డిస్క్,Double sided disk
డబుల్,Doublet
డౌన్ రాబోయే వేవ్,Down coming wave
డౌన్ స్ట్రీమ్,Down stream
డౌన్‌లింక్,Downlink
డౌన్‌లోడ్,Download
డౌన్‌లోడ్,Downloading
డ్రాయింగ్,Drawing
డ్రిల్లింగ్ బిట్,Drilling bit
డ్రిల్లింగ్ మెషిన్,Drilling machine
డ్రైవ్,Drive
డ్రమ్,Drum
పొడి బల్బ్ ఉష్ణోగ్రత,Dry bulb temperature
పొడి సెల్,Dry cell
డ్రై టంకము,Dry solder
ద్వంద్వ ఛానల్ మోడ్,Dual channel mode
డబ్బింగ్,Dubbing
డడ్,Dud
డంప్,Dump
డ్యూప్లెక్స్,Duplex
వ్యవధి,Duration
దుమ్ము,Dust
డస్ట్ బగ్,Dust bug
డస్ట్ ప్రూఫ్,Dust proof
డస్టర్,Duster
డైనమిక్,Dynamic
డైనమిక్ బిట్ కేటాయింపు,Dynamic bit allocation
డైనమిక్ ఇంటర్మోడ్యులేషన్ వక్రీకరణ (DIM),Dynamic intermodulation distortion (DIM)
డైనమిక్ పరిమాణీకరణ,Dynamic quantization
డైనమిక్ పరిధి,Dynamic range
డైనమిక్ పరిధి నియంత్రణ,Dynamic range control
డైనమో,Dynamo
చెవి ఫోన్,Ear phone
భూమి,Earth
భూమి ఉబ్బెత్తు,Earth bulge
భూమి నిరోధకత,Earth resistance
ఎర్త్ రాడ్,Earth rod
ఎర్త్ ఉపగ్రహం,Earth satellite
ఎర్త్ స్టేషన్,Earth station
ఎర్త్ టెర్మినల్,Earth terminal
ఎర్తింగ్,Earthing
ఎకో,Echo
ఎకో చాంబర్,Echo chamber
ఎడ్డీ కరెంట్,Eddy current
ఎడ్డీ కరెంట్ నష్టం,Eddy current loss
ఎడ్జ్వైస్ మీటర్,Edgewise meter
ఎడిటింగ్,Editing
ప్రభావవంతమైన యాంటెన్నా ఎత్తు,Effective antenna height
ప్రభావవంతమైన యాంటెన్నా పొడవు,Effective antenna length
ప్రభావవంతమైన వోల్టేజ్,Effective voltage
సామర్థ్యం,Efficiency
స్థితిస్థాపకత,Elasticity
విద్యుత్ ఉత్సర్గ,Electric discharge
ఎలక్ట్రిక్ ఫీల్డ్,Electric field
ఎలక్ట్రిక్ ఫ్లాష్,Electric flash
విద్యుత్ హీటర్,Electric heater
ఎలక్ట్రిక్ మీటర్,Electric meter
విద్యుత్ మోటారు,Electric motor
విద్యుదాఘాతం,Electric shock
ఎలక్ట్రిక్ స్పార్క్,Electric spark
విద్యుత్ ఉపకరణం,Electrical appliance
విద్యుత్ శబ్దం,Electrical noise
విద్యుత్ తుఫాను,Electrical storm
విద్యుత్తుతో పనిచేసే సంగీత పరికరం,Electrically operated musical instrument
విద్యుత్,Electricity
విద్యుత్ సరఫరా,Electricity supply
ఎలెక్ట్రోడైనమిక్,Electrodynamic
ఎలక్ట్రోలైటిక్ కెపాసిటర్,Electrolytic capacitor
విద్యుదయస్కాంత,Electromagnetic
విద్యుదయస్కాంత భంగం,Electromagnetic disturbance
విద్యుదయస్కాంత ఇంటర్‌ఫెరెన్స్,Electromagnetic interferrence
విద్యుదయస్కాంత వర్ణపటం,Electromagnetic spectrum
విద్యుదయస్కాంత తరంగం,Electromagnetic wave
విద్యుదయస్కాంత తరంగ ప్రచారం,Electromagnetic wave propagtion
ఎలక్ట్రాన్ మల్టిపుల్ ఫోటోట్యూబ్,Electron multiple phototube
ఎలక్ట్రానిక్ కాలిక్యులేటర్,Electronic calculator
ఎలక్ట్రనిక్ డేటా ప్రాసెసింగ్ (ఇడిపి),Electronic data processing (EDP)
ఇ-మెయిల్,Electronic mail (e-mail)
ఎలక్ట్రానిక్ స్విచింగ్ సిస్టమ్,Electronic switching system
ఎలక్ట్రానిక్స్,Electronics
ఎలక్ట్రోప్లేటింగ్,Electroplating
ఎలెక్ట్రోస్టాటిక్,Electrostatic
ఎలివేషన్,Elevation
పొందుపరచబడింది,Embedded
పొందుపరిచిన ఆడియో,Embedded audio
పొందుపర్చిన వ్యవస్థ,Embedded system
చిహ్నం,Emblem
అభివృద్ధి చెందుతున్న పోకడలు,Emerging trends
ఉద్గార,Emission
ఉద్గారిణి,Emitter
ఉద్గారిణి అనుచరుడు,Emitter follower
ఉద్గారిణి టెర్మినల్,Emitter terminal
ఉద్గారిణి-బేస్-జంక్షన్,Emitter-base-junction
ఎనేబుల్,Enable
ఎనామెల్డ్ వైర్,Enamelled wire
ఎన్‌సిఫర్,Encipher
ఆవరణ,Enclosure
ఎన్కోడ్,Encode
ఎన్కోడర్,Encoder
ఎన్కోడింగ్,Encoding
గుప్తీకరణ,Encryption
ముగింపు గుర్తు,End mark
తుది వినియోగదారుడు,End user
శక్తి,Energy
శక్తి వ్యాప్తి,Energy dispersal
శక్తి పంపిణీ,Energy distribution
అమలు,Enforcement
ఇంజిన్,Engine
ఇంజనీర్,Engineer
ఇంజనీరింగ్,Engineering
ఇంజనీరింగ్ స్టోర్,Engineering store
చెక్కడం,Engraving
మెరుగుపరచండి,Enhance
సమిష్టి,Ensemble
కీని నమోదు చేయండి,Enter key
ఎంటర్ప్రైజ్ ఆర్కిటెక్చర్,Enterprise architecture
ఎంథాల్పీ,Enthalpy
ఎంట్రోపీ,Entropy
ఎంట్రోపీ కోడింగ్,Entropy coding
ఎంట్రోపీ రిడెండెన్సీ,Entropy redundancy
సమం,Equalising
ఈక్వలైజేషన్,Equalization
ఈక్వలైజర్,Equalizer
పరికరాలు,Equipment
పరికరాల కవర్,Equipment cover
సమానం,Equivalent
చెరిపివేయండి,Erase
తల తొలగించండి,Erase head
ఎరోషన్,Erosion
అవాంఛనీయ,Erratic
లోపం,Error
లోపం నియంత్రణ కోడింగ్,Error control coding
లోపం దిద్దుబాటు,Error correction
లోపం గుర్తించడం,Error detection
లోపం నిర్వహణ,Error handling
లోపం సంభావ్యత,Error probability
ఈథర్నెట్,Ethernet
ఈథర్నెట్ కేబుల్,Ethernet cable
యూజెనిక్స్,Eugenics
ఖాళీ చేయండి,Evacuate
మార్పిడి,Exchange
ఎక్సైటర్,Exciter
అమలు చేయండి,Execute
అమలు సమయం,Execution time
ఎగ్జాస్ట్,Exhaust
బయటకి దారి,Exit
విస్తరించబడింది,Expanded
విస్తరణ వాల్వ్,Expansion valve
ప్రయోగం,Experiment
నిపుణుల వ్యవస్థ,Expert system
అన్వేషించండి,Explore
ఎక్స్‌ప్లోరర్,Explorer
గుడ్డ,Expo(exhibition)
విద్యుత్ సరఫరా పొడిగింపు,Extension of power supply
బాహ్య నియంత్రణ,External control
బాహ్య మెమరీ,External memory
బాహ్య నిల్వ,External storage
బాహ్య థ్రెడ్,External thread
సారం,Extract
ఎక్స్‌ట్రానెట్,Extranet
కల్పించండి,Fabricate
ముఖభాగం,Facet
ఫేస్‌సిమైల్,Facsimile
కారకం,Factor
వాడిపోవు,Fade
ఫేడ్ ఇన్,Fade in
వెళ్లి పోవడం,Fade out
ఫేడర్,Fader
క్షీణించడం,Fading
క్షీణిస్తున్న జోన్,Fading zone
ఫాంటమ్,Fantom (=phantom)
ఫాస్ట్ ఫోరియర్ ట్రాన్స్ఫార్మ్ (FFT) అల్గోరిథం,Fast fourier transform (FFT) algorithm
తీవ్రమైన దోషం,Fatal error
తప్పు,Fault
లక్షణం,Feature
ఫీడ్,Feed
అభిప్రాయం,Feedback
ఫీడ్‌బ్యాక్ యాంప్లిఫైయర్,Feedback amplifier
ఫీడ్‌బ్యాక్ సర్క్యూట్,Feedback circuit
ఫీడ్‌బ్యాక్ వోల్టేజ్,Feedback voltage
ఫీడర్,Feeder
ఫీడర్ కేబుల్,Feeder cable
ఫీడర్ హట్,Feeder hut
ఫీడర్ లైన్,Feeder line
ఫీడర్ వ్యవస్థ,Feeder system
ఫీడర్ వైర్,Feeder wire
ఫైబర్,Fibre
ఫైబర్ ఆప్టిక్స్,Fibre optics
విశ్వసనీయత,Fidelity
విశ్వసనీయత పరిధి పొడిగింపు,Fidelity range extension
ఫీల్డ్,Field
ఫీల్డ్ డ్రైవ్,Field drive
ఫీల్డ్ ఎఫెక్ట్ ట్రాన్సిస్టర్,Field effect transistor
క్షేత్ర బలం,Field strength
ఫీల్డ్ బలం మీటర్,Field strength meter
ఫీల్డ్ స్ట్రెంత్ సర్వే,Field strength survey
మూర్తి,Figure
మెరిట్ యొక్క సంఖ్య,Figure of merit
ఫిలమెంట్,Filament
ఫైల్,File
ఫైల్ సర్వర్,File server
ఫైల్ సిస్టమ్,File system
ఫిల్లర్,Filler
ఫిల్మ్ రికార్డర్,Film recorder
ఫిల్మ్ స్పీడ్,Film speed
ఫిల్టర్,Filter
ఫిల్టర్ చౌక్,Filter choke
ఫిల్టర్ సర్క్యూట్,Filter circuit
ఫిల్టరింగ్,Filtering
చక్కటి ట్యూనింగ్ నియంత్రణ,Fine tuning control
పరిమిత క్షేత్రం,Finite field
ఫైర్ వాల్,Fire wall
ఫైర్‌ఫాక్స్,Firefox
ఫైరింగ్ కోణం,Firing angle
ఫర్మ్‌వేర్,Firmware
ఫిట్టింగులు,Fittings
స్థిర పాయింట్ చార్ట్,Fixed point chart
స్థిర పాయింట్ అంశం,Fixed point item
ఫ్లాష్,Flash
ఫ్లాట్,Flat
ఫ్లికర్,Flicker
ఫ్లిప్ ఫ్లాప్,Flip flop
ఫ్లోట్ వాల్వ్,Float valve
తేలియాడే,Floating
ఫ్లోటింగ్ బ్యాటరీ,Floating  battery
ఫ్లోటింగ్ పాయింట్,Floating point
ఫ్లోటింగ్ పోర్ట్,Floating port
అతి ప్రకాశవంతమైన దీపం,Flood light
వరద లైటింగ్,Flood lighting
అంతస్తు,Floor
ఫ్లాపీ,Floppy
ఫ్లో చార్ట్,Flow chart
హెచ్చుతగ్గులు,Fluctuation
ద్రవం,Fluid
ఫ్లూరోసెంట్ దీపం,Fluorescent lamp
ఫ్లోరోసెంట్ ట్యూబ్,Fluorescent tube
అల్లాడు,Flutter
ఫ్లక్స్,Flux
ఫ్లక్స్ అనుసంధానం,Flux linkage
FM నెట్‌వర్క్,FM network
FM టవర్,FM tower
దృష్టి,Focus
ఫోకస్ కంట్రోల్,Focus control
ఫోకస్,Focussing
ఫోకస్ చేసే అయస్కాంతం,Focussing magnet
పొగమంచు,Fog
రేకు,Foil
తిరిగి భాగాల్లో,Fold back
ముడుచుకున్న ద్విధ్రువం,Folded dipole
ఫోల్డర్,Folder
ఫుటేజ్,Footage
ఫుటరు,Footer
బలవంతపు డోలనం,Forced oscillation
బలవంతపు వెంటిలేషన్,Forced ventilation
బలవంతపు వైబ్రేషన్,Forced vibration
ఫోర్జ్,Forge
ఫార్మాట్,Format
ఫార్మాట్ షిఫ్టింగ్,Format shifting
ఫార్మాట్ ట్యూన్లు,Format tunes
ఫార్మాటింగ్,Formatting
ఫార్వర్డ్ బయాస్,Forward bias
ఫార్వర్డ్ బయాస్డ్,Forward biased
ఫార్వర్డ్ కరెంట్,Forward current
ఫార్వర్డ్ డైరెక్షన్,Forward direction
ఫార్వర్డ్ రెసిస్టెన్స్,Forward resistance
ఫోరియర్ ట్రాన్స్ఫార్మ్,Fourier transform
ఫ్రాక్టల్,Fractal
ఫ్రాగ్మెంటేషన్,Fragmentation
ఫ్రేమ్,Frame
ఫ్రేమ్ ఫార్మాటింగ్,Frame formatting
ఫ్రేమ్ సింక్రోనిజర్,Frame synchroniser
ఫ్రేమింగ్,Framing
