Gujarati,Marathi
કોર્પોરેટ પ્રેક્ટિસ,कॉर्पोरेट सराव
ખોટું,चुकीचे
વ્યાખ્યાત્મક સમીકરણ,व्याख्यात्मक समीकरण
ચોક્કસ અભિન્ન,निश्चित अविभाज्य
નિશ્ચિત મેટ્રિક્સ,निश्चित मॅट्रिक्स
"વ્યાખ્યા, સ્પષ્ટતા, નિશ્ચિતતા","व्याख्या, स्पष्टता, निश्चितता"
વિરૂપતા વળાંક,विकृत वक्र
વિકૃત પૃષ્ઠ,विकृत पृष्ठ
"વ્યભિચાર, બદનામી","धिक्कार, लबाडी"
પરિવહન સમસ્યાઓમાં અસ્પષ્ટતા,वाहतूक समस्यांमध्ये अयोग्यता
"ડિગ્રી, ડિગ્રી, ડિગ્રી, ડિગ્રી, જથ્થો, તીવ્રતા, ડિગ્રી","पदवी, पदवी, पदवी, पदवी, प्रमाण, परिमाण, पदवी"
વિભેદક સમીકરણની શક્તિ,विभेदक समीकरणाची शक्ती
"સ્વતંત્રતાની ડિગ્રી, સ્વતંત્રતાની ડિગ્રી","स्वातंत्र्याची पदवी, स्वातंत्र्याची पदवी"
બહુપદીની શક્તિ,बहुपदीची शक्ती
હાંકી કાઢવામાં આવેલ ટોળકી,निष्कासित दल
ડેલ્ટા કાર્ય,डेल्टा फंक्शन
માંગ અને ઉપયોગિતા વળાંક,मागणी आणि उपयुक्तता वक्र
માંગ સમીકરણ,मागणी समीकरण
માંગ કાર્ય,मागणी कार्य
વસ્તી વિષયક અભ્યાસ,लोकसंख्याशास्त्रीय अभ्यास
વસ્તી વિષયક,लोकसंख्याशास्त्र
મોવર પ્રમેય,द-मॉवर प्रमेय
"દર્શાવવું, સાક્ષી આપવી, દર્શાવવું","दाखवणे, साक्ष देणे, दाखवणे"
"રજૂઆત, પુરાવો, પ્રદર્શન, પ્રદર્શન","प्रतिनिधित्व, पुरावा, प्रात्यक्षिक, प्रात्यक्षिक"
પ્રતિનિધિત્વ ભૂમિતિ,प्रतिनिधित्व भूमिती
દરેક,प्रत्येक
ગાઢ એકંદર,दाट एकूण
"ઘનતા, ઘનતા","घनता, घनता"
ગણવાયોગ્ય સમૂહ,मोजण्यायोग्य संच
ચડતી સ્થિર,चढत्या स्थिरांक
આશ્રિત ઘટના,अवलंबून घटना
આશ્રિત રેન્ડમ ચલ,अवलंबित यादृच्छिक चल
આશ્રિત ચલ,अवलंबून व्हेरिएबल
આશ્રિત ચલ,अवलंबून व्हेरिएबल
હતાશાનો કોણ,उदासीनता कोन
"વ્યુત્પન્ન, વ્યુત્પન્ન, તફાવત","व्युत्पन्न, व्युत्पन्न, भिन्नता"
"વ્યુત્પન્ન, વ્યુત્પન્ન","व्युत्पन्न, व्युत्पन्न"
વ્યુત્પન્ન શ્રેણી,व्युत्पन्न श्रेणी
મેળવેલ સમૂહ,व्युत्पन्न संच
"ઉતરતા, ઉતરતા","उतरते, उतरते"
ઉતરતા ક્રમમાં,उतरत्या क्रमाने
ઉતરતી શ્રેણી,उतरत्या श्रेणी
પ્રોજેક્ટિવ ભૂમિતિ,प्रोजेक्टिव्ह भूमिती
વર્ણનાત્મક મોડેલ,वर्णनात्मक मॉडेल
વર્ણનાત્મક આંકડા,वर्णनात्मक आकडेवारी
"ડિઝાઇન કરવી, ડિઝાઇન કરવી, ડિઝાઇન કરવી (ed.), ડિઝાઇન કરવી, ડિઝાઇન કરવી (n.)","रचना करणे, रचना करणे, रचना करणे (सं.), रचना करणे, रचना करणे (n.)"
પ્રયોગની ડિઝાઇન,प्रयोगाची रचना
ડેસ્ક કેલ્ક્યુલેટર,डेस्क कॅल्क्युलेटर
"ઓળખ, શોધ","ओळख, ओळख"
"નિર્ધારક, નિર્ધારક, નિર્ધારક","निर्धारक, निर्धारक, निर्धारक"
નિર્ણાયક ક્રમ,निर्धारक क्रम
નક્કી કરવા માટે,ठरवण्यासाठी
નિર્ધારિત મોડેલ,निर्धारक मॉडेल
નિર્ણાયક સમસ્યા,निर्धारक समस्या
વિચલન,विचलन
વિચલન ગુણાંક,विचलन गुणांक
દ્વિસંગી સિસ્ટમ,बायनरी प्रणाली
વિકર્ણ કર્ણ,कर्ण कर्ण
મેટ્રિક્સ કર્ણકરણ,मॅट्रिक्स विकर्णीकरण
"વિકર્ણ મેટ્રિક્સ, વિકર્ણ મેટ્રિક્સ","डायगोनल मॅट्रिक्स, डायगोनल मॅट्रिक्स"
કર્ણ સમાનતા,कर्ण समानता
રેખાકૃતિ,आकृती
ચિત્રકામ પદ્ધતિ,रेखाचित्र पद्धत
ગ્રાફિકલ રજૂઆત,ग्राफिकल प्रतिनिधित्व
વ્યાસ,व्यासाचा
વ્યાસ સેટ કરો,व्यास सेट करा
ડાયમેટ્રિકલી વિરુદ્ધ,diametrically विरुद्ध
"ક્રોસફાયર, ડાઇસ ફેંકો","क्रॉसफायर, फासे फेकणे"
ઉભયજીવી વર્ગીકરણ,उभयचर वर्गीकरण
"વિભાજન, અડધું","दुभाजक, अर्धा"
શબ્દકોશ,शब्दकोश
વિભેદક કલન,विभेदक कॅल्क्युलस
વિભેદક સમીકરણ,विभेदक समीकरण
વિભેદક સૂત્ર,विभेदक सूत्र
વિભેદક પદ્ધતિ,विभेदक पद्धत
સેટનો તફાવત,संचांचा फरक
વિભેદક,वेगळे करण्यायोग्य
વિભેદક વળાંક,विभेदक वक्र
વિભેદક કાર્ય,विभेदक कार्य
"વિભેદક, વિભેદક, વિભેદક, આંતરપ્રાપ્તિ, આંતરવ્યક્તિ, વિભેદક","विभेदक, विभेदक, विभेदक, आंतर-ट्रायल, आंतरसंस्था, भिन्नता"
વિભેદક ગણિત,विभेदक गणित
વિભેદક ગુણાંક,विभेदक गुणांक
વિભેદક સમીકરણ,विभेदक समीकरण
વિભેદક અથડામણ,विभेदक टक्कर
વિભેદક સૂત્ર,विभेदक सूत्र
વિભેદક કાર્ય,विभेदक कार्य
વિભેદક ભૂમિતિ,विभेदक भूमिती
ઉચ્ચ ઓર્ડર તફાવત,उच्च ऑर्डर भिन्नता
વિભેદક સેગમેન્ટ,विभेदक विभाग
તફાવત કરવો,वेगळे करणे
"ભેદભાવ, ભેદભાવ","भिन्नता, भिन्नता"
વિભેદક સૂત્ર,विभेदक सूत्र
વેક્ટરનો તફાવત,वेक्टरचे विभेदक
"પ્રસરણ, પ્રસરણ","प्रसार, प्रसार"
"અંક, મુદ્રા, આંગળી","अंक, डायडेम, बोट"
ડિજિટલ કમ્પ્યુટર,डिजिटल संगणक
અંકી દત્ત,अंकी दत्त
"હદ, પહોળાઈ, પરિમાણ, શક્તિ","विस्तार, रुंदी, परिमाण, शक्ती"
પરિમાણ,आयाम
પરિમાણહીન,आकारहीन
સમીકરણ પરિમાણ,समीकरण परिमाण
ડાયોફન્ટસનું સમીકરણ,डायओफँटसचे समीकरण
પતનનો કોણ,पडण्याचा कोन
દ્વિધ્રુવ કોઓર્ડિનેટ્સ,द्विध्रुवीय समन्वय
દ્વિધ્રુવ,द्विध्रुव
બાયપીરામિડ,द्विपिरॅमिड
ડીરાક ડેલ્ટા કાર્ય,डायरॅक डेल्टा फंक्शन
સામાન્ય સ્પર્શક,सामान्य स्पर्शिका
જમણો ખૂણો,काटकोन
સીધી રેખા,थेट ओळ
જગ્યા વ્યુત્પન્ન,जागा व्युत्पन्न
"ડીકોસિન, ડીકો-કોસાઇન","डिकोसाइन, डिको-कोसाइन"
મહત્તમ દિશા,कमाल दिशा
પ્રક્ષેપણ દિશા,प्रक्षेपण दिशा
દિશા ગુણોત્તર,दिशा गुणोत्तर
નિયમનકારી વર્તુળ,नियामक मंडळ
નિયમનકાર વર્તુળ,नियामक मंडळ
અનુલોમા ઉત્પાદન,अनुलोमा उत्पादन
"સીધો પુરાવો, સીધો પુરાવો","थेट पुरावा, थेट पुरावा"
અનુક્રમિક ગુણોત્તર,अनुक्रमिक गुणोत्तर
નિયતિ,नशीब
અનુલોમા સરવાળો,अनुलोमा बेरीज
અસંબંધિત સમૂહ,विभक्त संच
"નિરંતરતા, નિરંતરતા, વિરામ","खंड, खंड, खंड"
વ્યુત્પન્નતાની વિરામ,डेरिव्हेटिव्हचे खंडन
પ્રથમ પ્રકારનું વિરામ,प्रथम प्रकार खंडितता
બીજા પ્રકારનું વિરામ,दुसरा प्रकार खंडितता
અવ્યવસ્થિત વિતરણ,अखंड वितरण
અવ્યવસ્થિત કાર્ય,अखंड कार्य
અવ્યવસ્થિત તફાવત,सतत फरक
રજકણ,कण
અવ્યવસ્થિત વિતરણ,अखंड वितरण
અસંતુલિત સંભાવના વિતરણ,अखंड संभाव्यता वितरण
અવ્યવસ્થિત રેન્ડમ ચલ,खंडित यादृच्छिक चल
અવિરત નમૂના જગ્યા,अखंड नमुना जागा
અલગ એકંદર,स्वतंत्र एकूण
અલગ વસ્તી,स्वतंत्र लोकसंख्या
અલગ રાજ્ય,स्वतंत्र अवस्था
અવ્યવસ્થિત તફાવત,सतत फरक
વિતરણ કર,वितरण कर
ભેદભાવપૂર્ણ વિશ્લેષણ,भेदभावपूर्ण विश्लेषण
અસંબંધિત,विभक्त
અસંબદ્ધ ઘટના,विघटित घटना
અસંબંધિત સમૂહ,विभक्त संच
અસંબંધિત નિવેશ,विच्छेदन समाविष्ट करणे
"વિભાજન, તર્કસંગત સરવાળો","वियोग, तर्कसंगत बेरीज"
"વિખેરવું, વિખેરવું","फैलाव, विखुरणे"
વિક્ષેપ ચાર્ટ,फैलाव चार्ट
વિક્ષેપ સૂચકાંક,फैलाव निर्देशांक
વિક્ષેપ રેખાકૃતિ,फैलाव आकृती
વિક્ષેપ મેટ્રિક્સ,फैलाव मॅट्रिक्स
વિસ્થાપન,विस्थापन
પ્રદર્શન,प्रदर्शन
કન્સોલ,कन्सोल
"અસમાન, અસમાન","असमान, असमान"
વિસર્જન બળ,नष्ट करणारी शक्ती
અંતર કાર્ય,अंतर कार्य
અંતર મોડ્યુલસ,अंतर मॉड्यूलस
બિન-વિતરણકારક,वितरण नसलेले
"વિતરણ નિયમ, વિતરણ નિયમ","वितरण नियम, वितरण नियम"
"વિખેરી નાખવું, વિખેરી નાખવું","उधळणे, उधळणे"
"ભિન્નતા, ભિન્નતા, ભિન્નતા","वळवणे, वळवणे, वळवणे"
વિચલન પ્રમેય,भिन्नता प्रमेय
જુદીજુદી,वळवणारा
અલગ શ્રેણી,भिन्न श्रेणी
વિભાજિત તફાવત,विभाजित फरक
"વિભાજ્યતા, વિભાજ્યતા","विभाज्यता, विभाज्यता"
"વિભાજ્ય, વિભાજ્ય","विभाज्य, विभाज्य"
"વિભાજન, વિભાજન, વિભાજન","विभागणी, विभागणी, विभागणी"
વિભાજન અલ્ગોરિધમ,विभाजन अल्गोरिदम
વિભાજિત રિંગ,स्प्लिट रिंग
ચતુર્ભુજ,चतुर्भुज
દશકોણ,दशभुज
"ડોમેન, ડોમેન, પ્રાંત, પ્રદેશ","डोमेन, डोमेन, प्रांत, प्रदेश"
કાર્યનું ડોમેન,कार्यक्षेत्र
વ્યાખ્યા-પ્રાંત,व्याख्या-प्रांत
અસ્તિત્વની સ્થિતિ,अस्तित्वाची स्थिती
ઓવરરાઇડિંગ ઉપકરણ,अधिलिखित डिव्हाइस
ડોપ્લર અસર,डॉपलर प्रभाव
"બિંદુ ઉત્પાદન, સ્કેલર ઉત્પાદન","बिंदू उत्पादन, स्केलर उत्पादन"
ડોટેડ વળાંક,ठिपके असलेला वक्र
બેવડા તફાવત,दुहेरी भिन्नता
ડબલ ઘાતાંકીય વિતરણ,दुहेरी घातांकीय वितरण
ડબલ કોઇલ,दुहेरी कॉइल
દ્વિસંગી અભિન્ન,बायनरी अविभाज्य
દ્વિસંગી એકીકરણ,बायनरी एकत्रीकरण
ડબલ મર્યાદા,दुहेरी मर्यादा
ડબલ સેમ્પલિંગ ઇવેન્ટ,दुहेरी सॅम्पलिंग इव्हेंट
ડબલ ક્રમ,दुहेरी क्रम
ડબલ શ્રેણી,दुहेरी मालिका
ડબલ-જોડાયેલ નોટેશન,दुहेरी-संलग्न नोटेशन
ડબલ સંકલન,दुहेरी संकलन
નીચે તરફ પ્રવેગક,अधोगामी प्रवेग
નીચે તરફનું વિસ્થાપન,खालच्या दिशेने विस्थापन
નીચેની ગતિ,खालची गती
નીચે તરફનો વેગ,खालचा वेग
ટ્રેક્શન,कर्षण
ટ્રેક્શન બળ,कर्षण शक्ती
"બેવડી દ્વૈતતા,",दुहेरी द्वैत
ડ્યુઅલ બેઝ,दुहेरी पाया
દ્વિ આંતરિક ઉત્પાદન,दुहेरी अंतर्गत उत्पादन
ડ્યુઅલ રેખીય પ્રોગ્રામિંગ સમસ્યા,दुहेरी रेखीय प्रोग्रामिंग समस्या
"ડબલ ઓપરેશન, ડ્યુઅલ ઓપરેશન","दुहेरी ऑपरेशन, दुहेरी ऑपरेशन"
બેવડી સમસ્યા,दुहेरी समस्या
ડ્યુઅલ સિંગલ અલ્ગોરિધમ,ड्युअल सिंगल अल्गोरिदम
ડ્યુઅલ સિંગલ પદ્ધતિ,दुहेरी एकल पद्धत
બેવડી જગ્યા,दुहेरी जागा
દ્વિ ચલ,ड्युअल व्हेरिएबल
ડ્યુઅલ વેક્ટર જગ્યા,दुहेरी वेक्टर जागा
મૌન અનુક્રમણિકા,मूक निर्देशांक
મૌન ફૂટર,मूक तळटीप
મૌન કરાર,मूक करार
શાંત ચલ,मूक व्हेरिएबल
ડુપ્લિકેશન,डुप्लिकेशन
ગતિશીલ,गतिमान
ગતિશીલ સિસ્ટમ,डायनॅमिक प्रणाली
ગતિશીલ માંગ કાર્ય,डायनॅमिक मागणी कार्य
ગતિશીલ મોડેલ,डायनॅमिक मॉडेल
ગતિશીલ પ્રોગ્રામિંગ,डायनॅमिक प्रोग्रामिंग
ગતિશીલ પ્રોગ્રામિંગ અભિગમ,डायनॅमिक प्रोग्रामिंग दृष्टीकोन
ગતિશીલ પ્રોગ્રામિંગ તકનીકો,डायनॅमिक प्रोग्रामिंग तंत्र
"ગતિશીલતા, ગતિશીલતા","गतिशीलता, गतिशीलता"
કણ ગતિશીલતા,कण गतिशीलता
સખત શરીરની ગતિશીલતા,कठोर शरीर गतिशीलता
"પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી સંપર્ક (ver.)","पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी संपर्क (ver.)"
ભૂકંપની તીવ્રતા,भूकंपाची तीव्रता
તરંગીતા,विलक्षणता
ધારણા,गृहीतक
ઇકોનોમેટ્રિક આગાહી,अर्थमितीय अंदाज
અર્થશાસ્ત્રી,अर्थमितितज्ञ
અર્થશાસ્ત્ર,अर्थमिती
અર્થશાસ્ત્ર,अर्थशास्त्र
"કોર, ધાર, આંસુ","कोर, धार, फाडणे"
એકંદર કોરનો સામનો કરવો,एकूण कोर तोंड
કાર્યક્ષમતા સૂચકાંક,कार्यक्षमता निर्देशांक
લાક્ષણિક તત્વ,वैशिष्ट्यपूर्ण घटक
લાક્ષણિક કાર્ય,वैशिष्ट्यपूर्ण कार्य
"eigen મૂલ્ય, લાક્ષણિકતા મૂલ્ય","eigen मूल्य, वैशिष्ट्यपूर्ण मूल्य"
લાક્ષણિક મૂલ્ય સમીકરણ,वैशिष्ट्यपूर्ण मूल्य समीकरण
"ઇજેન વેક્ટર, લાક્ષણિક વેક્ટર","इजेन वेक्टर, वैशिष्ट्यपूर्ण वेक्टर"
સ્થિતિસ્થાપક,लवचिक
સ્થિતિસ્થાપક કાસ્ટ,लवचिक कास्ट
સ્થિતિસ્થાપક સંતુલન,लवचिक समतोल
સ્થિતિસ્થાપકતા,लवचिकता
સ્થિતિસ્થાપકતા પાનું,लवचिकता पृष्ठ
"ઇલેક્ટ્રોનિક કમ્પ્યુટર, ઇલેક્ટ્રોનિક કમ્પ્યુટર","इलेक्ट्रॉनिक संगणक, इलेक्ट्रॉनिक संगणक"
"તત્વ, તત્વ, તત્વ","घटक, घटक, घटक"
પ્રારંભિક કૉલમ કામગીરી,प्रारंभिक स्तंभ ऑपरेशन
પ્રારંભિક ઘટના,प्रारंभिक घटना
પ્રારંભિક કાર્ય,प्रारंभिक कार्य
પ્રારંભિક કામગીરી,प्रारंभिक ऑपरेशन
પ્રારંભિક પરિણામો,प्राथमिक परिणाम
પ્રારંભિક સંભાવના નિયમ,प्रारंभिक संभाव्यता नियम
શરૂઆતની લાઇન કામગીરી,लाइन ऑपरेशन सुरू
"નાશ કરવો, નાશ કરવો,","संपवणे, नायनाट करणे"
રિઝોલ્યુશન પ્રક્રિયા,ठराव प्रक्रिया
"એલિપ્સ, એલિપ્સ","लंबवर्तुळ, लंबवृत्त"
લંબગોળ,लंबवर्तुळाकार
લંબગોળ,लंबवर्तुळाकार
લંબગોળ સપાટી,लंबवर्तुळाकार पृष्ठ
લંબગોળ શરીર,लंबवर्तुळाकार शरीर
એમ્બેડિંગ,एम्बेडिंग
ઉત્સર્જન,उत्सर्जन
પ્રયોગમૂલક વિશ્વાસ,अनुभवजन्य विश्वास
પ્રયોગમૂલક સૂત્ર,प्रायोगिक सूत्र
પ્રયોગમૂલક સંભાવના,अनुभवजन्य संभाव्यता
પ્રયોગમૂલક સંબંધ,अनुभवजन्य संबंध
ખાલી સેટ,रिकामा संच
બંધાયેલ,बद्ध
"એન્કોડિંગ, કોડિંગ","एन्कोडिंग, कोडिंग"
આંતરકાર્યક્ષમતા,इंटरऑपरेबिलिटी
અંતિમ બિંદુ,शेवटचा बिंदू
વર્ગ અંતરાલનો અંતિમ બિંદુ,वर्ग मध्यांतराचा शेवटचा बिंदू
ઊર્જા,ऊर्जा
ઊર્જા-વેગ ઘટક,ऊर्जा-गती घटक
પ્રવેશ ચલ,एंट्री व्हेरिएबल
ગણવાયોગ્ય સમૂહ,मोजण्यायोग्य संच
"ગણતરી, ગણતરી","मोजणे, मोजणे"
"સમાન, સમાન, સમાન, સમાન","समान, समान, समान, समान"
"સમાનતા, સમાનતા","समानता, समानता"
શક્યતા,शक्यता
પણ સંભાવના પસંદગી પદ્ધતિ,अगदी संभाव्यता निवड पद्धत
બરાબરી,बरोबरी करणे
"સમીકરણ, સમીકરણ","समीकरण, समीकरण"
ચતુર્ભુજ સમીકરણ,चतुर्भुज समीकरण
ચતુર્ભુજ સમીકરણ,चतुर्भुज समीकरण
ચતુર્ભુજ સમીકરણ,चतुर्भुज समीकरण
"વિષુવવૃત્ત, વિષુવવૃત્ત, મધ્યરેખા","विषुववृत्त, विषुववृत्त, मध्यरेषा"
સુસંગત,सुसंगत
સમભુજ,समभुज
"સંતુલન, સંતુલન, સંતુલન","समतोल, समतोल, समतोल"
બળ સંતુલન,बल संतुलन
સંતુલન બિંદુ,समतोल बिंदू
સમાનતા,समतुल्यता
સમાનતા વર્ગ,समतुल्य वर्ग
સમાનતા સંબંધ,समतुल्य संबंध
"સમકક્ષ, સમકક્ષ (v.), સમકક્ષ (ed.)","समतुल्य, समतुल्य (v.), समतुल्य (सं.)"
સમકક્ષ મેટ્રિક્સ,समतुल्य मॅट्रिक्स
સમકક્ષ સમૂહ,समतुल्य संच
વૃત્તિઓ,प्रवृत्ती
"ભૂલ, ભૂલ, ભૂલ, અચોક્કસતા","चूक, चूक, चूक, अयोग्यता"
ભૂલ વિશ્લેષણ,त्रुटी विश्लेषण
ભૂલ કોડ,त्रुटी कोड
ભૂલ ગુણાંક,त्रुटी गुणांक
ચોરસ સરેરાશ ભૂલ,चौरस सरासरी त्रुटी
પ્રથમ પ્રકારની ભૂલ,प्रथम प्रकारची त्रुटी
બીજા પ્રકારની ભૂલ,दुसऱ्या प्रकारची त्रुटी
બચવાની સંભાવના,सुटण्याची शक्यता
એસ્કેપ વેગ,सुटलेला वेग
ઇ. શ્મિટ મોબિલાઇઝેશન પ્રક્રિયા,ई. श्मिट मोबिलायझेशन प्रक्रिया
બહિર્મુખ,बहिर्मुख
"આવશ્યક, આવશ્યક","आवश्यक, आवश्यक"
વર્ચ્યુઅલ અનન્ય,अक्षरशः अद्वितीय
"મૂલ્યાંકન કરવું, મૂલ્યાંકન કરવું (વેર.), મૂલ્યાંકન કરવું (સં.)","मूल्यांकन करणे, मूल्यांकन करणे (व्हेर.), मूल्यांकन करणे (सं.)"
અંદાજ પદ્ધતિ,अंदाज पद्धत
યુક્લિડિયન કોઓર્ડિનેટ્સ,युक्लिडियन समन्वय
યુક્લિડિયન ડોમેન,युक्लिडियन डोमेन
યુક્લિડિયન ભૂમિતિ,युक्लिडियन भूमिती
યુક્લિડિયન એન-સ્પેસ,युक्लिडियन एन-स्पेस
યુક્લિડિયન પ્લેન,युक्लिडियन विमान
યુલરનું પ્રમેય,युलरचे प्रमेय
"મૂલ્યાંકન, મૂલ્યાંકન","मूल्यांकन, मूल्यांकन"
સમ,अगदी
પણ વળાંક,अगदी वक्र
સમ કાર્ય,सम कार्य
પ્રત્યાવર્તન પણ,अगदी रीफ्रॅक्टरी
બેકી સંખ્યા,सम संख्या
વિચિત્ર સમપ્રમાણતા,विषम सममिती
પણ ક્રમચય,अगदी क्रमपरिवर्तन
"ઘટના, એપિસોડ","घटना, भाग"
આઇસોમેટ્રિક,सममितीय
"બરાબર, બરાબર, બરાબર","अगदी अचूक, नेमके, नेमके"
ચોક્કસ ચી-સ્ક્વેર ટેસ્ટ,अचूक ची-स्क्वेअर चाचणी
ચોક્કસ તફાવત,अचूक फरक
ચોક્કસ સમીકરણ,अचूक समीकरण
ઉદાહરણ,उदाहरण
વિનિમય,देवाणघेवाण
ચોક્કસ ઘટના,विशिष्ट घटना
અસ્તિત્વનો સ્વયંસિદ્ધ,अस्तित्वात्मक स्वयंसिद्ध
જીવન ટકાવી રાખવાની સંભાવના,जगण्याची शक्यता
અસ્તિત્વ પ્રમેય,अस्तित्व प्रमेय
બાહ્ય ચલ,बाह्य चल
"ફેલાવો, ફેલાવો","पसरणे, पसरणे"
અપેક્ષા કાર્ય,अपेक्षा कार्य
અપેક્ષિત આવર્તન,अपेक्षित वारंवारता
અપેક્ષિત મૂલ્ય,अपेक्षित मूल्य
પ્રયોગ,प्रयोग
"પ્રાયોગિક ભૂલ, પ્રાયોગિક ભૂલ","प्रायोगिक त्रुटी, प्रायोगिक त्रुटी"
"સમજૂતી, સમજૂતી","स्पष्टीकरण, स्पष्टीकरण"
સ્પષ્ટ સમીકરણ,स्पष्ट समीकरण
સ્પષ્ટપણે,स्पष्टपणे
સ્પષ્ટ કાર્ય,स्पष्ट कार्य
સ્પષ્ટ ઉકેલ,स्पष्ट समाधान
ઘાત,घातांक
ઘાતાંકીય વળાંક,घातांक वक्र
ઘાતાંકીય સંભાવના કાર્ય,घातांक संभाव्यता कार्य
ઘાતાંકીય વિતરણ,घातांकीय वितरण
ઘાતાંકીય સમીકરણ,घातांकीय समीकरण
ઘાતાંકીય કાર્ય,घातांकीय कार्य
"ઘાતાંકીય વૃદ્ધિ, ઘાતાંકીય વૃદ્ધિ","घातांकीय वाढ, घातांक वाढ"
ઘાતાંકીય નિયમ,घातांकीय नियम
ઘાતાંકીય નકશો,घातांक नकाशा
"ઘાતાંકીય શ્રેણી, ઘાતાંકીય શ્રેણી","घातांक मालिका, घातांक मालिका"
"અભિવ્યક્તિ, અભિવ્યક્તિ, ચહેરાના હાવભાવ, અભિવ્યક્તિ","अभिव्यक्ती, अभिव्यक्ती, चेहर्यावरील हावभाव, अभिव्यक्ती"
વિસ્તૃત અંતરાલ,विस्तारित मध्यांतर
વિસ્તૃત વાસ્તવિક રેખા,वर्धित वास्तविक ओळ
વિસ્તૃત વાસ્તવિક સંખ્યા સિસ્ટમ,विस्तारित वास्तविक संख्या प्रणाली
મેપિંગ એક્સ્ટેંશન,मॅपिंग विस्तार
બાહ્ય કોણ,बाह्य कोन
બાહ્ય ઝોન,बाह्य क्षेत्र
બાહ્ય બિંદુ,बाह्य बिंदू
બાહ્ય,बाह्य
અનુમાન મૂલ્યનું એક્સ્ટ્રાપોલેશન,प्रेडिकेट मूल्याचे एक्स्ट्रापोलेशन
એક્સ્ટ્રાપોલેશન તકનીક,एक्सट्रापोलेशन तंत्र
ટોચનું મૂલ્ય,शिखर मूल्य
"આત્યંતિક, અંત, આત્યંતિક, પરાકાષ્ઠા","अत्यंत, शेवट, टोकाचा, कळस"
ઉચ્ચ બિંદુ,उच्च बिंदू
વિરોધી સમૂહનો આત્યંતિક બિંદુ,विरुद्ध संचाचा अत्यंत बिंदू
કાર્યનું આત્યંતિક મૂલ્ય,फंक्शनचे अत्यंत मूल्य
આત્યંતિક ગુણધર્મો,अत्यंत गुणधर्म
"ચહેરો, બાજુ, આગળ","चेहरा, बाजू, समोर"
ફેસ વેલ્યુ,दर्शनी मूल्य
"ઘટક, પરિબળ, પરિબળ, કલમ,","घटक, घटक, घटक, खंड"
પરિબળ વિશ્લેષણ,घटक विश्लेषण
ખંડિત,खंडित
ફેક્ટોરિયલ,तथ्यात्मक
બહુવિધ પરિબળ ડિઝાઇન,एकाधिक घटक डिझाइन
ફેક્ટરીકરણ,फॅक्टरीकरण
પરિબળ માટે,घटक करण्यासाठी
ન્યાય રમત,न्याय खेळ
"વર્ચ્યુઅલ, ખોટા, કોડ","आभासी, खोटे, कोड"
"કુટુંબ, કુટુંબ, કુળ, કુટુંબ","कुटुंब, कुटुंब, कुळ, कुटुंब"
વર્તુળ કુલ,एकूण वर्तुळ
વળાંક કુલ,वक्र एकूण
કાર્યોનું કુટુંબ,कार्यांचे कुटुंब
કુલ રેખા,एकूण ओळ
પ્રતિકૃતિ,प्रतिकृती
F-વિતરણ,F-वितरण
સુસંગત આધાર ઉકેલ,सातत्यपूर्ण बेस सोल्यूशन
સુસંગત ઉકેલ,सुसंगत समाधान
"રિચાર્જ, પુનઃરોકાણ","रिचार्ज, पुनर्गुंतवणूक"
ફર્મનો કાયદો,फर्माचा कायदा
ફર્માના પ્રમેય,फर्माचे प्रमेय
ફર્મી-ડિરાક-સ્ટેટિસ્ટિક્સ,फर्मी-डिरॅक-स्टॅटिस्टिक्स
ફિબોનાકી નંબરો,फिबोनाची संख्या
ફિબોનાકી શ્રેણી,फिबोनाची श्रेणी
"ક્ષેત્ર, ક્ષેત્ર, ક્ષેત્ર, ક્ષેત્ર","फील्ड, फील्ड, फील्ड, फील्ड"
અંતિમ વેગ,अंतिम वेग
"મર્યાદિત, મર્યાદિત","मर्यादित, मर्यादित"
મર્યાદિત આધાર,मर्यादित आधार
મર્યાદિત દશાંશ,मर्यादित दशांश
મર્યાદિત તફાવત,मर्यादित फरक
મર્યાદિત તફાવત પદ્ધતિ,मर्यादित फरक पद्धत
મર્યાદિત પરિમાણીય,मर्यादित आयामी
મર્યાદિત પરિમાણીય વેક્ટર,मर्यादित मितीय वेक्टर
મર્યાદિત રમત,मर्यादित खेळ
મર્યાદિત ભૂમિતિ,मर्यादित भूमिती
મર્યાદિત અભિન્ન,मर्यादित अविभाज्य
મર્યાદિતતા,मर्यादितता
મર્યાદિત માર્કોવ સાંકળ,मर्यादित मार्कोव्ह साखळी
મર્યાદિતતા પુરાવો,मर्यादितपणाचा पुरावा
મર્યાદિત સંખ્યા,मर्यादित संख्या
મર્યાદિત વસ્તી,मर्यादित लोकसंख्या
મર્યાદિત સંભાવના,मर्यादित संभाव्यता
અંતિમ ગ્રેડ,शेवटचा दर्जा
મર્યાદિત સમૂહ,मर्यादित संच
મર્યાદિત વેગ,मर्यादित वेग
મર્યાદિત વોલ્યુમ,मर्यादित खंड
"ભળવું, ગોઠવવું","मिसळा, समायोजित करा"
વળાંક ગોઠવણ,वक्र समायोजन
સીધી રેખા ગોઠવણ,सरळ रेषा समायोजन
