Telugu,Gujarati
పరిమితి,પ્રતિબંધ
టెక్స్ట్ ఉంది,સમાવિષ્ટ લખાણ
విషయము,સંતુષ્ટ
కంటెంట్ చిరునామా నిల్వ (= అసోసియేటివ్ స్టోరేజ్),સામગ્રી સંબોધિત સ્ટોરેજ (= એસોસિએટીવ સ્ટોરેજ)
విషయ విశ్లేషణ,સામગ્રી
వివాదాస్పద,તકરાર
వివాద వ్యవస్థ,તકરાર પદ્ધતિ
విషయాల జాబితా,વિષયવસ્તુ સૂચિ
సందర్భం,સંદર્ભ
సందర్భ సవరణ,સંદર્ભ સંપાદન
కాంటెక్స్ట్ ఎడిటర్,સંદર્ભ સંપાદક
సందర్భ ఉచిత భాష,સંદર્ભ વિનાની ભાષા
సందర్భ ఉచిత నిర్మాణం,સંદર્ભ વિનાની રચના
సందర్భ సున్నితమైన భాష,સંદર્ભ સંવેદનશીલ ભાષા
సందర్భోచిత ప్రకటన,સંદર્ભની ઘોષણા
ఆకస్మిక విధానం,આકસ્મિક કાર્યપદ્ધતિ
కొనసాగింపు కార్డు,ચાલુ રાખવું કાર્ડ
కొనసాగింపు తనిఖీ,સાતત્ય તપાસ
నిరంతర రూపం,સતત સ્વરૂપ
నిరంతర ఫారమ్ కార్డ్,સતત ફોર્મ કાર્ડ
నిరంతర రూపాలు కాగితం,સતત ફોર્મ કાગળ
నిరంతర ప్రక్రియ నియంత్రణ,સતત પ્રક્રિયા નિયંત્રણ
నిరంతర అనుకరణ,સતત અનુકરણ
నిరంతర సిస్టమ్ మోడలింగ్ ప్రోగ్రామ్,સતત સિસ્ટમ મોડેલિંગ કાર્યક્રમ
నిరంతర వ్యవస్థ అనుకరణ భాష,સતત સિસ્ટમ સિમ્યુલેશન ભાષા
ఆకృతి మోడల్,સમોચ્ચું
విరుద్ధంగా,વિપરીત
కాంట్రాస్ట్ పదునుపెట్టడం,વિપરીત
నియంత్రణ,નિયંત્રણ
నియంత్రణ ప్రాంతం,અંકુશ
నియంత్రణ బిట్,અંકુશ
కంట్రోల్ బ్లాక్,અંકુશ
కంట్రోల్ బస్సు,નિયંત્રણ બસ
నియంత్రణ బైట్,સજાગર
నియంత్రణ కార్డు,નિયંત્રણ -કાર્ડ
నియంత్రణ అక్షరం,અંકુશ
కంట్రోల్ సర్క్యూట్,નિયંત્રણ વર્તુળ
నియంత్రణ గుమస్తా,નિયંત્રણ કારકુન
కంట్రోల్ కమాండ్ లాంగ్వేజ్,નિયંત્રણ આદેશ
కంట్రోల్ కంప్యూటర్,નિયંત્રણ
కంట్రోల్ కౌంటర్,નિયંત્રણ કાઉન્ટર
నియంత్రణ చక్రం,નિયંત્રણ
డేటాను నియంత్రించండి,અંકુશ
నియంత్రణ నిఘంటువు,શબ્દકોશ
కంట్రోల్ ఇంజనీరింగ్,નિયંત્રણ ઈજનેર
నియంత్రణ ఫీల్డ్,નિયંત્રણ ક્ષેત્ર
కంట్రోల్ ఫార్మాట్ అంశం,નિયંત્રણ બંધારણ વસ્તુ
నియంత్రణ ఫంక్షన్,નિયંત્રણ
నియంత్రణ శీర్షిక,નિયંત્રણ મથાળું
నియంత్రణ రంధ్రం,અંકુશ
నియంత్రణ సూచన,નિયંત્રણ
నియంత్రణ సూచనల రిజిస్టర్,નિયંત્રણ સૂચના રજિસ્ટર
నియంత్రణ భాష,નિયંત્રણ ભાષા
నియంత్రిత పరామితి,નિયંત્રિત પરિમાણ
నియంత్రిత నిల్వ కేటాయింపు,નિયંત્રિત સંગ્રહ ફાળવણી
నియంత్రిత వేరియబుల్,નિયંત્રિત ચલ
నియంత్రిత పదజాలం,નિયંત્રિત શબ્દભંડોળ
నియంత్రిక,નિયંત્રક
నియంత్రిక ఫంక్షన్,નિયંત્રક કાર્ય
నియంత్రణ రేఖ,નિયંત્રણ રેખા
నియంత్రణ తర్కం,નિયંત્રણ તર્ક
కంట్రోల్ లూప్,નિયંત્રણ લૂપ
నియంత్రణ గుర్తు,અંકુશ
కంట్రోల్-మాసేజ్ డిస్ప్లే,નિયંત્રણ મશજાનું પ્રદર્શન
మైక్రోప్రోగ్రామింగ్‌ను నియంత్రించండి,માઇક્રોપ્રોગ્રામિંગને નિયંત્રિત કરો
నియంత్రణ మోడ్,નિયંત્રણ -પદ્ધતિ
నియంత్రణ సంఖ్య,નિયંત્રણ નંબર
నియంత్రణ లక్ష్యం,નિયંત્રણ ઉદ્દેશ
నియంత్రణ ఆపరేషన్,નિયંત્રણ કામગીરી
కంట్రోల్ ఆపరేటర్,નિયંત્રણ operatorપરેટર
కంట్రోల్ ఆపరేటర్ యొక్క టెర్మినల్,નિયંત્રણ operatorપરેટર
నియంత్రణ ప్యానెల్,કંટ્રોલ પેનલ
నియంత్రణ పాయింట్,નિયંત્રણ બિંદુ
నియంత్రణ ముద్రణ,નિયંત્રણ મુદ્રણ
నియంత్రణ కార్యక్రమం,નિયંત્રણ કાર્યક્રમ
కంట్రోల్ పంచ్,નિયંત્રણ પંચ
నియంత్రణ రికార్డు,અંકુશ
నియంత్రణ రిజిస్టర్,નિયંત્રણ રજિસ્ટર
నియంత్రణ దినచర్య,નિયમિત નિયંત્રણ
నియంత్రణ విభాగం,નિયંત્રણ -અનુભાગ
నియంత్రణ క్రమం,નિયંત્રણ ક્રમ
నియంత్రణ స్పెసిఫికేషన్,નિયંત્રણ -વિશિષ્ટતા
కంట్రోల్ స్టాక్,નિયંત્રણ સ્ટેક
నియంత్రణ ప్రమాణం,નિયંત્રણ ધોરણ
నియంత్రణ ప్రకటన,અંકુશ
కంట్రోల్ స్టేషన్,નિયંત્રણ મથક
నియంత్రణ నిల్వ,નિયંત્રણ સંગ્રહ
నియంత్రణ నిల్వ సేవ్,નિયંત્રણ સંગ્રહ સાચવો
నియంత్రణ స్విచ్,અંકુશ
నియంత్రణ వ్యవస్థ,નિયંત્રણ પદ્ધતિ
కంట్రోల్ టేప్,નિયંત્રણ ટેપ
నియంత్రణ సాంకేతికత,નિયંત્રણ તકનીક
నియంత్రణ టెర్మినల్,નિયંત્રણ
మొత్తం నియంత్రణ,અંકુશ
నియంత్రణ బదిలీ ప్రకటన,નિયંત્રણ -તબદીલી નિવેદન
నియంత్రణ యూనిట్,નિયંત્રણ વિભાગ
నియంత్రణ వేరియబుల్,નિયંત્રણ ચલ
నియంత్రణ వాల్యూమ్,અંકુશ
నియంత్రణ పదం,નિયંત્રણ શબ્દ
కన్వెన్షన్,પરંપરાગત
కన్వెన్షన్ పరికరాలు,પરંપરાગત સાધનસામગ્રી
కన్వర్జెన్స్,એકતરફી
సంభాషణ,વાતચીત
సంభాషణ,વાર્તાલાપને લગતું
సంభాషణ బీజగణిత భాష,વાર્તાલાપનું બીજગણિત ભાષા
సంభాషణ కంపైలర్,સંવાદિતા સંકલનકર્તા
సంభాషణ కంప్యూటింగ్,સંવાદિતા -ગણતરી
సంభాషణ భాష,સંવાદિતા ભાષા
సంభాషణ మోడ్,વાર્તાલાપની સ્થિતિ
సంభాషణ వ్యవస్థ,સંવાદિતા પદ્ધતિ
సంభాషణ టెర్మినల్,પરિવર્તનીય
సంభాషణ సమయం భాగస్వామ్యం,વાર્તાલાપ સમય
మార్పిడి,રૂપાંતર
మార్పిడి ఖర్చు,રૂપાંતર ખર્ચ
మార్పిడి పరికరం,રૂપાંતર ઉપકરણ
మార్పిడి మోడ్,રૂપાંતર મોડ
మార్పిడి దినచర్య,પ્રત્યારોપણ
మార్చండి,રૂપાંતર કરવું
కన్వర్టర్,એકત્રીકરણ કરનાર
కుంభాకార ప్రోగ్రామింగ్,બહિર્ચાર્ય કાર્યક્રમ
కోఆర్డినేట్ చిరునామా మెమరీ,સંકલન મેમરી
డేటాను సమన్వయం చేయండి,સંકલિત આધાર
జ్యామితి భాష సమన్వయం,ભૂમિતિ ભાષા
గ్రాఫిక్స్ సమన్వయం,સંકલન ગ્રાફિક્સ
సమన్వయ నెట్‌వర్క్,સંકલન નેટવર્ક
సమన్వయ సమయ స్కేల్,સંકલન ધોરણ
కాపీ,નકલ
కార్డ్‌లెస్ ప్లగ్,દોરીહીન
కార్డోనియర్ వ్యవస్థ,સંદિગ્ધ પદ્ધતિ
కోర్,કેન્દ્રસ્થ
కోర్ డంప్,હાર્દિક
కోర్ చిత్రం,કેન્દ્ર છબી
కోర్ ఇమేజ్ లైబ్రరీ,મૂળ છબી ગ્રંથાલય
కోర్ మెమరీ,હડપૂલ
కోర్ నెట్‌వర్క్,કેન્દ્ર
సహ-నివాస,નિવાસી
కోర్ నిల్వ,મૂળ સંગ્રહ
కోర్ సిస్టమ్,મૂળ પદ્ધતિ
సహ-రూటిన్,સહ-રૂટિન
సరైనది మరియు కాపీ,સાચી અને નકલ
ఫీచర్ సరిదిద్దడం,સુધારણા
దిద్దుబాటు,સુધારણા
దిద్దుబాటు సమాచారం,સુધારાની માહિતી
దిద్దుబాటు నిర్వహణ,સુધારાત્મક જાળવણી
దిద్దుబాటు నిర్వహణ సమయం,સુધારાત્મક જાળવણી સમય
వ్యయ విశ్లేషణ,પડતર
ఖర్చు-కేంద్రం అకౌంటింగ్,ખર્ચ-કેન્દ્ર
కౌంట్,ગણતરી
కౌంటర్,કાઉન્ટર
కౌంటర్ ఇన్హిబిట్,પ્રતિ -અટકાયત
కౌంట్-కీ-డేటా పరికరం,ગણતરી-કી-ડેટા ઉપકરણ
దేశం కోడ్,દેશનો કોડ
క్లిష్టమైన మార్గం పద్ధతి,નિર્ણાયક પાથ પદ્ધતિ
క్రాస్ బార్ స్విచ్,ક્રોસ -બાર -સ્વીચ
క్రాస్ బార్ సిస్టమ్,ક્રોધાવેશ
మరొక్కసారి పరిశీలించు,ક્રોસ ચેક
క్రాస్ కంపైలర్,Crossાળ
క్రాస్ డొమైన్ కమ్యూనికేషన్,ડોમેન સંચાર
క్రాస్ ఫైర్,અગ્નિશામક આગ
క్రాస్ ఫుట్,મોડું
క్రాస్ ఫుటింగ్ పరీక్ష,Footલટ પગ પરીક્ષણ
క్రాస్ పాయింట్ అర్రే,ક્રોસ પોઇન્ટ એરે
క్రాస్ సెక్షనల్ పరీక్ష,Sectionલ -વિભાગીય પરીક્ષણ
శ్రేణి యొక్క క్రాస్ సెక్షన్,એરેનો પારો -વિભાગ
క్రాస్ సాఫ్ట్‌వేర్,Crossલ
క్రాస్ సబ్‌రియా లింక్,ક્રોસ સુબેરિયા લિંક
క్రాస్ టాక్,આતુરતા
క్రాస్ ట్రాకింగ్,Crossંચે ચાલતી ટ્રેકિંગ
రద్దీ,ભીડિયું
క్రయోజెనిక్స్,સાંકડી
క్రయోజెనిక్ నిల్వ,ક્રાયોજેનિક સંગ્રહ
క్రయోజెనిక్ స్టోర్,ક્રાયોજેનિક ભંડાર
క్రియోస్టాట్,સાંકડો
క్రియోట్రాన్,ચિત્ત
క్రిప్టోగ్రాఫిక్,ગુપ્તચર
క్రిప్టోగ్రాఫిక్ అల్గోరిథం,ગુપ્ત અલ્ગોરિધમનો
క్రిప్టోగ్రఫీ,ભંડાર
సంచిత సూచిక,સંચિત સૂચિ
కరెన్సీ చిహ్నం,ચલાનું પ્રતીક
ప్రస్తుత బీమ్ స్థానం,વર્તમાન બીમ સ્થિતિ
ప్రస్తుత కనెక్ట్ సమూహం,વર્તમાન જોડાણ જૂથ
ప్రస్తుత తరం,વર્તમાન પે generationી
ప్రస్తుత సూచన  రిజిస్టర్,વર્તમાન સૂચના  નોંધણી કરવી
ప్రస్తుత లైన్  పాయింటర్,વર્તમાન રેખા  નિર્દેશક
ప్రస్తుత లూప్ (=  ప్రస్తుత యాంటినోడ్),વર્તમાન લૂપ (=  વર્તમાન એન્ટિનોડ)
ప్రస్తుత మోడ్ లాజిక్,વર્તમાન મોડ તર્ક
ప్రస్తుత రికార్డు,વર્તમાન રેકોર્ડ
కర్సర్,શબ
కర్సర్ కంట్రోల్ కీ,કરશાર નિયંત્રણ કી
కర్టేట్,પડઘો
కర్వ్ అనుచరుడు,વળાંક અનુયાયી
కుషన్,ગલાગ
కస్టమర్ యాక్సెస్ ప్రాంతం,ગ્રાહક પ્રવેશ ક્ષેત્ર
కస్టమర్ ఇన్ఫర్మేషన్ కంట్రోల్ సిస్టమ్,ગ્રાહક માહિતી નિયંત્રણ પદ્ધતિ
కస్టమర్ ప్రాంగణ పరికరాలు,ગ્રાહક જગ્યા
కస్టమర్ స్విచింగ్ సిస్టమ్,ગ્રાહક સ્વિચિંગ સિસ્ટમ
కట్ ఫారం,Cutભું સ્વરૂપ
ఫారమ్ మోడ్ కట్,ફોર્મ મોડ કાપો
కట్ పద్ధతి,કાપી પદ્ધતિ
కత్తిరించిన,Offતરવું
సైబర్‌నేషన్,કોટિ
సైబర్‌నెటిక్స్,મનોહર
చక్రం,ચક્ર
చక్రాల సంఖ్య,ચક્ર ગણતરી
సైకిల్ సూచిక,ચક્ર -સૂચિ
సైకిల్ మెమరీ,ચક્ર
సైకిల్ మైక్రోప్రోగ్రామింగ్,ચક્ર
సైకిల్ రీసెట్,ચક્ર ફરીથી સેટ કરવું
సైకిల్ షేరింగ్,ચક્ર -વહેંચણી
సైకిల్ స్టీల్,ચક્ર ચોરવું
సైకిల్ దొంగిలించడం,ચક્ર ચોરી
సైకిల్ సమయం,ચક્ર સમય
చక్రీయ కోడ్,ચક્રીય સંહિતા
చక్రీయ పునరావృతం చెక్,ચક્રીય નિરર્થક તપાસ
చక్రీయ షిఫ్ట్,ચક્રાકાર પાળી
చక్రీయ నిల్వ,ચક્રીય -સંગ્રહ
చక్రీయ బదిలీ,ચક્રાકાર -તબદીલી
సిలిండర్ కాన్సెప్ట్,નળાકાર ખ્યાલ
పాత్ర,પાત્ર
కోడెడ్ దశాంశం,દશાંશ
డైసీ గొలుసు,ડેઝી સાંકળ
డైసీ ప్రింట్ వీల్,ડેઝી પ્રિન્ટ પૈડું
డైసీ వీల్,ડેઝીનું પૈડું
డంపింగ్,ભીનાશ
సమాచారం,માહિતી
వాయిస్ పైన ఉన్న డేటా,અવાજ ઉપર ડેટા
డేటా యాక్సెస్ అమరిక,આધાર જણાવવાની વ્યવસ્થા
డేటా సేకరణ,માહિતી મેળવવી
డేటా సముపార్జన కంప్యూటర్,માહિતી સંપાદન કમ્પ્યુટર
డేటా అనుసరణ యూనిట్,આધાર -એકમ
డేటా నిర్వాహకుడు,આંકડા વહીવટકર્તા
డేటా మొత్తం,એકરૂપ ડેટા
డేటా ప్రాంతం,આધાર -ક્ષેત્ર
డేటా శ్రేణి,આધાર સામગ્રી
డేటా లక్షణం,આંકડા લક્ષણ
డేటా బ్యాంక్,આંકડા -બેંક
డేటాబేస్,ડેટાબેઝ
డేటాబేస్ పరిపాలన,ડેટાબેઝ વહીવટ
డేటాబేస్ నిర్వహణ,ડેટાબેઝ મેનેજમેન્ટ
డేటాబేస్ నిర్వహణ వ్యవస్థ,ડેટાબેઝ સંચાલન પદ્ધતિ
డేటా బ్లాక్,આંકડા
డేటా విరామం (= ప్రత్యక్ష మెమరీ యాక్సెస్),ડેટા વિરામ (= ડાયરેક્ટ મેમરી એક્સેસ)
డేటా బఫర్ రిజిస్టర్,આંકડા
డేటా క్యాప్చర్,આધાર -સામગ્રી
డేటా కార్డ్,આધાર -કાર્ડ
డేటా క్యారియర్,આંકડા
డేటా సెల్,આધાર -કોષ
డేటా ఛానెల్,માહિતી
డేటా ఛానల్ మల్టీప్లెక్సర్,આંકડા -ખર્ચ કરનાર
డేటా సర్క్యూట్,આધાર સામગ્રી
డేటా సర్క్యూట్ పారదర్శకత,આંકડાકીય પારદર્શિતા
డేటా కోడ్,આધારપ્રમાણ
వివరాల సేకరణ,માહિતી સંગ્રહ
డేటా సేకరణ స్టేషన్,માહિતી વસૂલાત મથક
డేటా సేకరణ వ్యవస్థ,માહિતી સંગ્રહ પદ્ધતિ
సమాచారం  కమ్యూనికేషన్,માહિતી  વાતચીત
సమాచారం  కమ్యూనికేషన్  ఛానెల్,માહિતી  વાતચીત  માર્ગ
సమాచారం  కమ్యూనికేషన్  పరికరాలు,માહિતી  વાતચીત  સામાન
సమాచారం  కమ్యూనికేషన్  ఇంటర్ఫేస్,માહિતી  વાતચીત  પ્રસારણ
సమాచారం  కమ్యూనికేషన్  నెట్‌వర్క్,માહિતી  વાતચીત  નેટવર્ક
సమాచారం  కమ్యూనికేషన్  సేవ,માહિતી  વાતચીત  સેવા
డేటా సంపీడనం,આંકડા
డేటా కుదింపు,આધારપ્રણી
డేటా కనెక్షన్,આધાર સામગ્રી
డేటా స్థిరాంకం,આંકડા
సమాచారం  కాలుష్యం,માહિતી  દૂષણ
డేటా నియంత్రణ,આંકડા -આધાર -નિયંત્રણ
డేటా కంట్రోల్ బ్లాక్,આધાર -નિયંત્રણ અવરોધ
డేటా మార్పిడి,આંકડા
డేటా కన్వర్టర్,આંકડા -રૂપાંતર
డేటా డిక్లరేషన్,માહિતી ઘોષણા
డేటా డిక్లరేషన్  ప్రకటన,માહિતી ઘોષણા  નિવેદન
డేటా నిర్వచనం,માહિતી
డేటా నిర్వచనం  పేరు,માહિતી  નામ
డేటా నిర్వచనం  ప్రకటన,માહિતી  નિવેદન
డేటా ఆలస్యం,વિલંબ
డేటా డీలిమిటర్,આંકડા
డేటా సాంద్రత,આંકડાકીય ઘનતા
డేటా వివరణ  ప్రవేశం,આંકણી  પ્રવેશ
డేటా వివరణ  భాష,આંકણી  ભાષા
డేటా డిజైన్,આધાર જણાવનારું
డేటా పరికరం,આંકડા
డేటా నిఘంటువు,શબ્દકોશ શબ્દકોશ
డేటా దర్శకత్వం వహించింది,નિર્દેશિત આંકડા
డేటా డిస్ప్లే యూనిట్,આધારસૂચક ડેટા
డేటా పంపిణీ వ్యవస్థ,આંકડા વિતરણ પદ્ધતિ
డేటా విభాగం,આંકડા વિભાગ
డేటా మూలకం,આંકડાકીય તત્વ
డేటా ఎలిమెంట్ చైన్,માહિતી તત્વ સાંકળ
డేటా గుప్తీకరణ  కీ,આધાર -એન્ક્રિપ્શન  મુખ્ય
డేటా గుప్తీకరణ  ప్రమాణం,આધાર -એન્ક્રિપ્શન  ધોરણ
సమాచారం పొందుపరచు,માહિતી નોંધ
డేటా ఎంట్రీ పరికరం,માહિતી પ્રવેશ -ઉપકરણ
డేటా లోపం,આધાર -ભૂલ
డేటా మూల్యాంకనం,આંકડાકીય મૂલ્યાંકન
డేటా పరీక్ష,આધાર -પરીક્ષા
డేటా మార్పిడి,આંકડા વિનિમય
డేటా ఫీల్డ్,આંકડા
సమాచార దస్తా,આધારપત્રક
డేటా ప్రవాహం,આંકડાકીય પ્રવાહ
డేటా ఫ్లో చార్ట్,આધારપત્રક
డేటా ప్రవాహ నియంత్రణ,આધારસૂત્ર
డేటా ప్రవాహ రేఖాచిత్రం,આંકડાકીય વિધવા
డేటా ఫార్మాట్,આધારપત્રક
డేటా ఫార్మాట్ అంశం,ડેટા ફોર્મેટ આઇટમ
డేటా జనరేటర్,આંકડા -જનરેટર
డేటాగ్రామ్,ડબ્બા
డేటాగ్రామ్ సేవ,ડેટાગ્રામ સેવા
డేటా గ్రాఫిక్స్,ડેટા ગ્રાફિક્સ
డేటా గ్రాఫోస్కోప్,માહિતી
డేటా నిర్వహణ,આધાર -નિયંત્રણ
డేటా నిర్వహణ  సామర్థ్యం,આધાર -નિયંત્રણ  શક્તિ
డేటా సోపానక్రమం,આધાર -આધાર -આધાર -માહિતી
డేటా హోస్ట్ (= హోస్ట్),ડેટા હોસ્ટ (= હોસ્ટ)
డేటా స్వాతంత్ర్యం,આંકડાકીય સ્વતંત્રતા
డేటా ఇన్పుట్,આધાર જણાવનારું પ્રમાણ
డేటా ఇన్పుట్ స్టేషన్,માહિતી ઇનપુટ સ્ટેશન
డేటా సమగ్రత,માહિતી સંકલિતતા
డేటా ఇంటర్‌చేంజ్,આધાર -ઉત્પાદન
వాయిస్‌లో డేటా,અવાજમાં માહિતી
డేటా I/O  సూచన,ડેટા I/O  સૂચના
డేటా అంశం,આધાર -સામગ્રી
డేటా స్థాయి,આધાર -સ્તર
డేటా లైబ్రరీ,આધાર -ગ્રંથાલય
డేటా లింక్ నియంత్రణ  పాత్ర,ડેટા લિંક નિયંત્રણ  પાત્ર
డేటా లింక్ ఎస్కేప్  పాత్ర,ડેટા લિંક એસ્કેપ  પાત્ર
డేటా లింక్ లేయర్,ડેટા લિંક સ્તર
డేటా జాబితా,આંકડા -માહિતી
డేటా లాగింగ్,આધાર -માહિતી
సమాచార నిర్వహణ,માહિતી વ્યવસ્થાપન
సమాచార నిర్వహణ  ప్రోగ్రామ్,માહિતી વ્યવસ્થાપન  કાર્યક્રમ
సమాచార నిర్వహణ  వ్యవస్థ,માહિતી વ્યવસ્થાપન  પદ્ધતિ
డేటా మానిప్యులేటింగ్,હેરાફેરી
డేటా మానిప్యులేషన్  భాష,આધાર -પદ્ધતિ  ભાષા
డేటా మాస్కింగ్,માહિતીને માસ્ક કરવા
డేటామాటిక్ కంప్యూటర్,ડેટા -કમ્પ્યુટર
డేటామేషన్,આંકણી
డేటా మాధ్యమం,ડેટા માધ્યમ
డేటా వలస,આધાર આંકડા
డేటా మోడ్,આધારપ્રક્ષ
డేటా కదలిక  సూచన,આંકડા  સૂચના
డేటా మల్టీప్లెక్సర్,આંકડા -ક્ષેત્ર
డేటా పేరు,આંકડાકીય નામ
డేటా నెట్‌వర్క్,આંકડા
డేటా ఆపరేషన్,આંકડા -કામગીરી
డేటా సంస్థ,આધાર -તંત્ર
డేటా మూలం,આંકડા -ઉદ્દભવ
డేటా అవుట్పుట్,આંકડા ઉત્પાદન
డేటా మార్గం,આંકડાકીય માર્ગ
డేటా దశ,આંકડા
డేటాఫోన్,ડેટા પર -પાના
డేటా ప్లాటర్,આધાર જણાવનાર
డేటా పాయింటర్,આધાર -નિર્દેશક
డేటా తయారీ,આંકડાકીય તૈયારી
డేటా తయారీ  పరికరం,આંકડાકીય તૈયારી  સાધન
డేటా ప్రాసెసింగ్,આંકડા
డేటా ప్రాసెసింగ్  కేంద్రం,આંકડા  કેન્દ્ર
డేటా ప్రాసెసింగ్  చక్రం,આંકડા  ચક્ર
డేటా ప్రాసెసింగ్  యంత్రం,આંકડા  મશીન
డేటా ప్రాసెసింగ్  నోడ్,આંકડા  નોડ
డేటా ప్రాసెసింగ్  స్టేషన్,આંકડા  કેન્દ્ર
డేటా ప్రాసెసింగ్  వ్యవస్థ,આંકડા  પદ્ધતિ
డేటా ప్రాసెసర్,ડેટા પ્રોસેસર
సమాచార రక్షణ,ડેટા જાણવણી
డేటా శుద్దీకరణ,માહિતી શુદ્ધિકરણ
డేటా రేడియో,આંકડા
డేటా రిసీవర్,આંકડા પ્રાપ્ત કરનાર
డేటా రికార్డ్,આંકડા
డేటా తగ్గింపు,માહિતી ઘટાડો
డేటా రిజిస్టర్,આધાર -નોંધણી
డేటా విశ్వసనీయత,આધારસામગ્રી
సమాచారం  ప్రాతినిథ్యం,માહિતી  પ્રતિનિધિત્વ
డేటా పునరుత్పత్తి,આંકડા પ્રજનન
డేటా తిరిగి పొందడం,આધાર -મેળ
డేటా సమీక్ష  నియంత్రణ,આંકડા  નિયંત્રણ
డేటా భద్రత,આંકડા સુરક્ષા
డేటా సెపరేటర్,આધાર -વિભાજક
డేటా సెట్,આંકડા
డేటా సెట్ క్లాకింగ్,ડેટા સેટ ક્લોકિંગ
డేటా సెట్ నిర్వచనం  పట్టిక,ડેટા સેટ વ્યાખ્યા  કોષ્ટક
డేటా సెట్ లేబుల్,ડેટા સેટ લેબલ
డేటా సెట్ పేరు,ડેટા સેટ નામ
డేటా సెట్  సంస్థ,આંકડા  સંગઠન
డేటా సెట్ రిఫరెన్స్  సంఖ్య,આધાર જણાવનાર સંદર્ભ  નંબર
డేటా సెట్ భద్రత,આધાર જણાવ્યો
డేటా సెట్ యుటిలిటీ  ప్రోగ్రామ్,આધારસૂચક ઉપયોગિતા  કાર્યક્રમ
డేటా సిగ్నల్,આંકડા સંકેત
డేటా సిగ్నలింగ్ రేటు,આધાર -સંકેત દર
డేటా సింక్,ડેટા ડૂબી જવા
సమాచార మూలం,માહિતીનું પ્રાપ્તિસ્થાન
డేటా స్పెసిఫికేషన్,આંકડા -વિશિષ્ટતા
డేటా స్టేషన్,આંકડા કેન્દ્ર
డేటా నిల్వ,માહિતી સંગ્રાહક
డేటా నిల్వ  నిర్మాణం,માહિતી સંગ્રાહક  માળખું
డేటా స్ట్రీమ్,આંકડા
డేటా నిర్మాణం,આંકડા -માળખું
డేటా నిర్మాణం  రేఖాచిత్రం,આંકડા -માળખું  ચિત્ર
డేటా స్విచ్,આધારપ્રક્ષ
డేటా స్విచింగ్  కేంద్రం,આધાર -સામગ્રી  કેન્દ્ર
డేటా స్విచింగ్  మార్పిడి,આધાર -સામગ્રી  વિનિમય
డేటా టాబ్లెట్,આંકડા
డేటా టెర్మినల్,આંકડા
డేటా టెర్మినల్  పరికరాలు,આંકડા  સામાન
డేటా సమయం,આધારપ્રણી માહિતી
డేటా ట్రాన్స్క్రిప్షన్,માહિતી -પત્રવ્યવહાર
డేటా ట్రాన్స్క్రిప్షన్  పరికరం,માહિતી -પત્રવ્યવહાર  સાધન
సమాచార బదిలీ,આધાર -તબદીલી
సమాచార బదిలీ  దశ,આધાર -તબદીલી  તબક્કો
డేటా బదిలీ రేటు,આધાર -તબદીલી દર
సమాచార బదిలీ  రిజిస్టర్,આધાર -તબદીલી  નોંધણી કરવી
డేటా ప్రసారం,આંકડા
డేటా ప్రసారం  ఛానెల్,આંકડા  માર્ગ
డేటా ప్రసారం  సౌకర్యం,આંકડા  સગવડ
డేటా ప్రసారం  ఇంటర్ఫేస్,આંકડા  પ્રસારણ
డేటా ప్రసారం  లైన్,આંકડા  પંક્તિ
డేటా ప్రసారం  సేవ,આંકડા  સેવા
డేటా ప్రసారం  ఉచ్చు,આંકડા  છટકું
డేటాట్రాన్,ઓળખાણ
సమాచార తరహా,આધાર સામગ્રી
వాయిస్ కింద డేటా,અવાજ હેઠળનો ડેટા
డేటా యూనిట్,આંકડા એકમ
సమాచారం ప్రామాణీకరణ,આંકડા માન્યતા
డేటా పదం,માહિતી શબ્દ
డేటింగ్ దినచర్య,તારીખ નિત્યક્રમ
డేటా,આધાર
డేటా లైన్,આધાર -રેખા
దశాంశ బిందువు,દશાંશ બિંદુ
క్రియారహితం,નિષ્ક્રિયકરણ
డెడ్ బ్యాండ్,નિર્ભેળ
డెడ్ ఫైల్,મડાગાંઠ
డెడ్ లాక్,મૃત તાળું
డెడ్ టైమ్,નિર્બળ સમય
డెడ్ జోన్,મૃત્યુ ક્ષેત્ર
డెడ్ జోన్ యూనిట్,ડેડ ઝોન એકમ
డెబ్లాక్,બેકાબૂ
డీబగ్,Debંગું
డీబగ్గర్,ડીક
డీబగ్గింగ్ సహాయం,ડીફિંગ સહાય
డీబగ్గింగ్ సహాయం  దినచర్య,ડીફિંગ સહાય  રોજિંદા
డీబగ్గింగ్  భాష,ઉઘાડું  ભાષા
డీబగ్గింగ్ మెమరీ డంప్,ડિબગીંગ મેમરી ડમ્પ
డీబగ్గింగ్ అవుట్పుట్,ડીબગીંગ આઉટપાત
డీబగ్ మాక్రోస్,ડિબગ મેક્રોઝ
డీబగ్ స్టేట్మెంట్,ડીબગ પત્રક
దశాబ్దం,દશ
దశాబ్దం కౌంటర్,દાયકા કાઉન્ટર
నిర్ణయం పట్టిక భాష,નિર્ણય લઈને ટેબલ ભાષા
క్షీణత సమయం,ઘટાડાનો સમય
వికేంద్రీకృత  సమాచారం  వ్యవస్థ,વિકેન્દ્રિત  જાણ  પદ્ધતિ
డెసిబెల్,દાદાગીરી
నిర్ణయాత్మకత,નિર્ણાયકતા
దశాంశ అంకగణిత ఆపరేషన్,દશાંશ અંકગણિત કામગીરી
