Hindi,Malayalam
बोल्ट्समान अभिगमन समीकरण,ബോൾട്ട്സ്മാൻ ആക്സസ് സമവാക്യം
बोल्ट्समान-स्टीफन समीकरण,ബോൾട്ട്സ്മാൻ-സ്റ്റീഫൻ സമവാക്യം
बोल्ट्समान नियतांक,ബോൾട്ട്‌സ്മാൻ സ്ഥിരം
बोल्ट्समान एन्ट्रॉपी परिकल्पना,ബോൾട്ട്സ്മാൻ എൻട്രോപ്പി സിദ്ധാന്തം
"बम-कैलोरीमापी, बम-कैलोरीमीटर","ബോംബ് കലോറിമീറ്റർ, ബോംബ് കലോറിമീറ്റർ"
बमबार इलेक्ट्रॉन,ബോംബർ ഇലക്ട്രോൺ
"अभिघातक ऊर्जा, बमबारी ऊर्जा","ആഘാതകരമായ ഊർജ്ജം, ബോംബിംഗ് ഊർജ്ജം"
बमबारी सिद्धांत,ബോംബിംഗ് സിദ്ധാന്തം
बमबार वायुयान,ബോംബർ വിമാനം
बंधक कोण,മോർട്ട്ഗേജ് ആംഗിൾ
बंध संकरण,ബോണ്ട് ഹൈബ്രിഡൈസേഷൻ
आबंध अंक,ബോണ്ട് നമ്പർ
"आबंध क्रम, आबंध कोटि","ബോണ്ട് ഓർഡർ, ബോണ്ട് ഓർഡർ"
बंध विपाटन,ബോണ്ട് കീറൽ
बॉन्डरीकरण,ബന്ധനം
बॉन्डरीकृत फौलाद,ബോണ്ടഡ് സ്റ്റീൽ
बॉन्डरीकरण,ബന്ധനം
आबंधन विभव,ബന്ധന സാധ്യത
"आबंधक इलेक्ट्रॉन, आबंधी इलेक्ट्रॉन","ബോണ്ടിംഗ് ഇലക്ട്രോൺ, ബോണ്ടിംഗ് ഇലക്ട്രോൺ"
आबंधी इलेक्ट्रॉन युगल,ബന്ധിത ഇലക്ട്രോൺ ജോഡി
आबंधन ऊर्जा,ബോണ്ട് ഊർജ്ജം
बंधक गुण,മോർട്ട്ഗേജ് പ്രോപ്പർട്ടികൾ
आबंधन प्राबल्य,ബോണ്ട് ശക്തി
अस्थि दलित्र,അസ്ഥി ഒടിവ്
अस्थिलक्षी,ഓസ്റ്റിയോബ്ലാസ്റ്റിക്
अस्थिलक्षी तत्व,ഓസ്റ്റിയോബ്ലാസ്റ്റിക് മൂലകം
अस्थि सह्य मात्रा,അസ്ഥി സഹിഷ്ണുത
बूलीय बीजावली*,ബൂളിയൻ ബീജഗണിതം*
बूम माइक्रोफोल,ബൂം മൈക്രോഫോയിൽ
"बूस्ट, अभिवर्ध","ബൂസ്റ്റ്, ബൂസ്റ്റ്"
अभिवर्धक,എൻഹാൻസർ
"वर्धन प्रवर्धक, बूस्टर प्रवर्धक","ആംപ്ലിഫിക്കേഷൻ ആംപ്ലിഫയർ, ബൂസ്റ്റർ ആംപ്ലിഫയർ"
वर्धक डायोड,ആംപ്ലിഫൈയിംഗ് ഡയോഡ്
अभिवर्धक प्रसारक,ബ്രോഡ്കാസ്റ്റർ വർദ്ധിപ്പിക്കുക
"बूस्टर प्रदीप, वर्धक प्रदीप","ബൂസ്റ്റർ പ്രദീപ്, ബൂസ്റ്റർ പ്രദീപ്"
"बूस्टर पम्प, अभिवर्धी पम्प","ബൂസ്റ്റർ പമ്പ്, അഡിറ്റീവ് പമ്പ്"
बूस्टर राकेट,ബൂസ്റ്റർ റോക്കറ്റ്
बूस्टर यान,ബൂസ്റ്റർ വാഹനം
अभिवर्धन,വർദ്ധിപ്പിക്കൽ
"रक्षावरण, बूट","കവചം, ബൂട്ട്"
बूटस्ट्रैपिंग,ബൂട്ട്സ്ട്രാപ്പിംഗ്
बूटस्ट्रैप परिपथ,ബൂട്ട്സ്ട്രാപ്പ് സർക്യൂട്ട്
बूटस्ट्रैप तकनीक,ബൂട്ട്സ്ട്രാപ്പ് സാങ്കേതികവിദ്യ
बोराज़ोन,ബോറാസോൺ
"बेधन करना, वेध, अभ्यंतर व्यास, बोर, ज्वार भित्ति","ദ്വാരം, സുഷിരം, അകത്തെ വ്യാസം, ദ്വാരം, വേലിയേറ്റ മതിൽ"
प्रकाशीय सरेखण,ഒപ്റ്റിക്കൽ വിന്യാസം
प्रकाशीय सरेखण स्तम्भ,ഒപ്റ്റിക്കൽ അലൈൻമെന്റ് കോളം
बॉर्न सन्निकटन,ബോൺ ഏകദേശ കണക്ക്
बॉर्न हाबर चक्र,ജനിച്ച ഹേബർ സൈക്കിൾ
बार्न-मेयर सिद्धान्त,ബാൺ-മെയർ സിദ്ധാന്തം
बॉर्न ओपेनहाइमर सन्निकटन,ജനിച്ച ഓപ്പൺഹൈമർ ഏകദേശം
बॉर्न फौन कारमान सिद्धांत,ജനിച്ച ഫാൺ കാർമാൻ സിദ്ധാന്തം
बोरॉन कोष्ठ,ബോറോൺ സെൽ
बौरमन प्रभाव,bauermann പ്രഭാവം
बोस आइन्सटाइन संघनन,ബോസ് ഐൻസ്റ്റീൻ കണ്ടൻസേഷൻ
बोस-कण,ബോസ്-കണിക
बोस आइन्सटाइन गैस,ബോസ് ഐൻസ്റ്റീൻ വാതകം
बोस-आइन्सटाइन सांख्यिकी,ബോസ്-ഐൻസ്റ്റീൻ സ്ഥിതിവിവരക്കണക്കുകൾ
बोसॉन,ബോസോൺ
अधस्तल छिद्र अवकल निपीड,ഭൂഗർഭ ദ്വാരം ഡിഫറൻഷ്യൽ നിപ്പിഡ്
"तलीवायु मिश्रक, तलीवातक","താലിവായു മിക്സർ, താലിവടക്"
अधस्तल शुष्कन,ഭൂഗർഭ ഉണക്കൽ
तलीय प्रतिध्वनि,പ്ലാനർ അനുരണനം
अधस्तल भरण विधि,ഭൂഗർഭ പൂരിപ്പിക്കൽ രീതി
अधस्तल बल,ഭൂഗർഭ ശക്തി
पंचमक क्वार्क,ക്വിന്ററ്റ് ക്വാർക്ക്
"जंप, उच्छलन","ചാടുക, ചാടുക"
परिबद्ध आयाम,പരിമിതമായ അളവുകൾ
बद्ध आवेश,ബന്ധിതമായ അഭിനിവേശം
परिबद्ध इलेक्ट्रान,ബന്ധിത ഇലക്ട്രോൺ
परिबद्ध कण,ബന്ധിതമായ കണിക
परिबद्ध अवस्था,ബന്ധിക്കപ്പെട്ട സംസ്ഥാനം
"परिसीमा, सीमा (सं.), सीमांत (वि.)","പരിധി, പരിധി (എഡി.), മാർജിനൽ (വി.)"
परिसीमा स्तर,അതിർത്തി നില
परिसीमा स्तर का ऊर्जा समीकरण,ബൗണ്ടറി ലെവൽ ഊർജ്ജ സമവാക്യം
परिसीमा स्तर समीकरण,അതിർത്തി ലെവൽ സമവാക്യം
परिसीमा स्तर रव,ബൗണ്ടറി ലെവൽ ശബ്ദം
सीमांत प्रदीप,സീമന്ത് പ്രദീപ്
सीमांत चिह्नक,നാമമാത്ര മാർക്കർ
परिसीमा प्रतिबल,സമ്മർദ്ദം പരിമിതപ്പെടുത്തുക
परिसीमा स्तर नियंत्रण,അതിർത്തി തല നിയന്ത്രണം
"धनु, गज़","ധനു, ഗാസ്"
धनुकम्पास,കമാനങ്ങൾ
नौकाग्र तरंग,കപ്പലോട്ട തിരമാല
धनुर्वाद्य,അമ്പെയ്ത്ത്
बावन-नैप कैमरा,അമ്പത്തിരണ്ട് നാപ് ക്യാമറ
"धनुर्वाध, गज़ से बजाना",അമ്പെയ്ത്ത്
बक्स कार दीर्घक,ബോക്സ് കാർ സ്ട്രാപ്പ്
"बक्स कम्पास, बक्स दिक्सूचक","ബക്സ് കോമ്പസ്, ബോക്സ് പോയിന്റർ"
बक्स कार,ബക്സ് കാർ
बक्स कार परिपथ,ബോക്സ് കാർ സർക്യൂട്ട്
बॉयल ताप,ബോയിലർ ചൂടാക്കൽ
बॉयल-नियम,ബോയ്ലിന്റെ നിയമം
बॉयल ताप,ബോയിലർ ചൂടാക്കൽ
ब्रा सदिश,ബ്രാ വെക്റ്റർ
क्षिप्रतम वक्र,ഏറ്റവും ഇടുങ്ങിയ വളവ്
लघुअक्षप्रिज़्म,ചെറിയ അക്ഷരം പ്രിസം
ब्रेकेट-श्रेणी,ബ്രാക്കറ്റ്-ക്ലാസ്
ब्रैग समीकरण,ബ്രാഗ്ഗ് സമവാക്യം
ब्रैग नियम,പൊങ്ങച്ചം നിയമം
ब्रैग संबंध,പൊങ്ങച്ചം ബന്ധം
ब्रैग-प्रकीर्णन,ബ്രാഗ്ഗ് ചിതറിക്കൽ
ब्रैग स्पेक्ट्रममापी,ബ്രാഗ് സ്പെക്ട്രോമീറ്റർ
ब्रैग-ग्रे कोटर,ബ്രാഗ്-ഗ്രേ കോട്ടർ
ब्रैग-ग्रे कोटर सिद्धांत,ബ്രാഗ്-ഗ്രേ കോട്ടർ സിദ്ധാന്തം
ब्रैग-तल,ബ്രാഗ്-ബോട്ടം
ब्रैग-अंतराल,പൊങ്ങച്ചം
गुंफित तार,ഇഴചേർന്ന വയർ
ब्रेक अश्व-शक्ति,ബ്രേക്ക് കുതിരശക്തി
ब्रेक माध्य प्रभावी दाब,ബ്രേക്ക് അർത്ഥമാക്കുന്നത് ഫലപ്രദമായ മർദ്ദം എന്നാണ്
ब्रेक पैराशूट,ബ്രേക്ക് പാരച്യൂട്ട്
ब्रैक ऊष्मीय दक्षता,ബ്രേക്ക് താപ കാര്യക്ഷമത
ब्रेक कक्षा,ബ്രേക്ക് ക്ലാസ്
ब्रेक राकेट,ബ്രേക്ക് റോക്കറ്റ്
ब्रामा संपीडक,ബ്രാമ കംപ്രസർ
शाखा परिपथ,ബ്രാഞ്ച് സർക്യൂട്ട്
शाखा प्रतिबाधा,ബ്രാഞ്ച് പ്രതിരോധം
शाखाचयन अनुदेश,ബ്രാഞ്ചിംഗ് നിർദ്ദേശങ്ങൾ
शाखा बिन्दु,ബ്രാഞ്ച് പോയിന്റ്
शाखन,ശാഖകൾ
शाखन शृंखला,ബ്രാഞ്ച് ചെയിൻ
शाखन अनुपात,ബ്രാഞ്ചിംഗ് അനുപാതം
शाखन प्रक्रम,ബ്രാഞ്ചിംഗ് പ്രക്രിയ
शाखन अनुपात,ബ്രാഞ്ചിംഗ് അനുപാതം
शाखन नियम,ശാഖാ ഭരണം
"ब्रेवे लैटिस, ब्रेवे जालक","ധീരമായ ലാറ്റിസ്, ധീരമായ ലാറ്റിസ്"
"पीतल से झालना, पीतल का टाँका लगाना","ബ്രാസ് ബ്രേസിംഗ്, ബ്രാസ് സോൾഡറിംഗ്"
प्रयोग पट्ट,പരീക്ഷണ ബോർഡ്
विच्छेद,വേർപിരിയൽ
विच्छेद संपर्कक,ബ്രേക്ക് കണക്റ്റർ
भंजन लक्षण,വിള്ളൽ ലക്ഷണങ്ങൾ
विच्छेद अनन्तर संबंध सम्पर्कक,ബ്രേക്ക്-ഓഫ് കണക്റ്റർ
अन्तराल प्रचालन,ഇടവേള പ്രവർത്തനം
अंतराल कुंजीयन,ഇടവേള കീയിംഗ്
भगोड़ा,ഓടിപ്പോകുക
"भंजन डायोड, ज़ेनर जायोड","ഫ്രാക്ചർ ഡയോഡ്, സെനർ സയോഡ്"
भंजन प्रतिबाधा,ബ്രേക്കിംഗ് ഇം‌പെഡൻസ്
भंजन-दल,ബ്രേക്ക് ഔട്ട്
भंजन वोल्टता,ബ്രേക്കിംഗ് വോൾട്ടേജ്
विभंजन सामर्थ्य,ബ്രേക്കിംഗ് ശക്തി
भंजन,പിളര്പ്പ്
"प्रजनक रिऐक्टर, ब्रीडर परमाणु भट्टी, प्रजनक भट्टी","ബ്രീഡർ റിയാക്ടർ, ബ്രീഡർ ന്യൂക്ലിയർ ഫർണസ്, ബ്രീഡർ ഫർണസ്"
"अवमंदक विकिरण, ब्रैम्स्ट्रालुंग","റിട്ടാർഡന്റ് റേഡിയേഷൻ, ബ്രാംസ്ട്രാലുങ്"
ब्रूस्टर-कोण,ബ്രൂസ്റ്റർ ആംഗിൾ
ब्रूस्टर फ्रिंज़,ബ്രൂസ്റ്റർ ഫ്രിഞ്ച്
बूस्टर नियम,ബൂസ്റ്റർ നിയമം
मेरू,മേരു
सेतुबद्ध 'T' जाल,ബ്രിഡ്ജ്ഡ് &#39;ടി&#39; മെഷ്
सेतु परिपथ,പാലം സർക്യൂട്ട്
सेतु संबंधन,പാലം കണക്ഷൻ
सेतु युग्मित प्रवर्धक,പാലം കപ്പിൾഡ് ആംപ്ലിഫയർ
"सेतु विधि, ब्रिज-विधि","പാലം രീതി, പാലം രീതി"
सेतु माडुलक,പാലം മോഡുലേറ്റർ
सेतु विपाटन सिद्धान्त,പാലം വിഭജന സിദ്ധാന്തം
सेतुबद्ध 'T' क्षीणकारी,ബ്രിഡ്ജ്ഡ് &#39;ടി&#39; അറ്റൻവേറ്റർ
सेतु बद्धान्त लाइन,പാലം ലിങ്ക് ലൈൻ
सेतु-बंधन,പാലം ബോണ്ട്
सेतुबंधन प्रवर्धक,പാലം ആംപ്ലിഫയർ
सेतुबंधन लब्धि,പാലം നേട്ടം
सेतुबंध समूह,പാലം ഗ്രൂപ്പ്
सेतुबंधन हानि,ബ്രിഡ്ജിംഗ് നഷ്ടം
ब्रिजमान प्रभाव,ബ്രിഡ്ജ്മാൻ പ്രഭാവം
"दीप्त, द्युतिमान, चमकीला","ശോഭയുള്ള, തിളക്കമുള്ള, മിന്നുന്ന"
प्रभास फिल्म,പ്രഭാസ് സിനിമ
दीप्त रेखा स्पेक्ट्रम,ശോഭയുള്ള ലൈൻ സ്പെക്ട്രം
"दीप्त-बैंड् प्रतिरूप, दीप्त बैन्ड इको","ലൈറ്റ്-ബാൻഡ് മോഡൽ, ലൈറ്റ്-ബാൻഡ് എക്കോ"
प्रदीपक स्पंद,പ്രകാശിപ്പിക്കുന്ന പൾസ്
"द्युति, प्रभा","ദ്യുതി, പ്രഭ"
द्युति नियंत्रण,തെളിച്ച നിയന്ത്രണം
प्रतिबंध की द्युति,വെളിച്ചം നിരോധിക്കുക
द्युति मापक्रम,തെളിച്ചം സ്കെയിൽ
द्युति ताप,ഉജ്ജ്വലമായ ചൂട്
ब्रिलुवां प्रवाह,ബ്രിലുവൻ ഒഴുക്ക്
ब्रिलुवां फलन,ബ്രില്ലുവൻ ഫംഗ്ഷൻ
ब्रिलुवां प्रकीर्णन,ബ്രിലുവൻ ചിതറുന്നു
ब्रिलुवां क्षेत्र,ബ്രിലുവൻ പ്രദേശം
ब्रिकमैन स्पाइक,ബ്രിക്ക്മാൻ സ്പൈക്ക്
ब्रिटिश मानक कैंडिल,ബ്രിട്ടീഷ് സ്റ്റാൻഡേർഡ് മെഴുകുതിരി
भंगुर,പൊട്ടുന്ന
भंगुर विभंग,പൊട്ടുന്ന ഒടിവ്
भंगुर पदार्थ,പൊട്ടുന്ന മെറ്റീരിയൽ
भंगुर ताप,പൊട്ടുന്ന ചൂട്
भंगुरता,പൊട്ടൽ
स्टूडिओ प्रकाश पट्ट,സ്റ്റുഡിയോ ലൈറ്റിംഗ്
विस्तृत बैंड प्रवर्धक,വൈഡ് ബാൻഡ് ആംപ്ലിഫയർ
विस्तृत बैंड क्लाइस्ट्रान,വൈഡ് ബാൻഡ് klystran
"पृथु बैंड एन. एम. आर. स्पेक्ट्रममापी, पृथुबैंड एन. एम. आर. स्पेक्ट्रोमीटर","പൃഥു ബാൻഡ് എൻ. മിസ്റ്റർ. സ്പെക്ട്രോമീറ്റർ, എർത്ത്ബാൻഡ് എൻ. മിസ്റ്റർ. സ്പെക്ട്രോമീറ്റർ"
विस्तृत विकिरण पुंज अवशोषण,വിശാലമായ റേഡിയേഷൻ ബീം ആഗിരണം
पृथु किरणपुंज क्षयन,ഭൂമിയുടെ ബീം ശോഷണം
विस्तृत स्पंद,വിശാലമായ പൾസ്
विस्तृत अनुनाद,വിശാലമായ അനുരണനം
निरक्षीय स्थिति (बी-स्थिति),സമചതുരാകൃതിയിലുള്ള സ്ഥാനം (ബി-സ്ഥാനം)
विस्तृत समस्वरण,വിശദമായ ട്യൂണിംഗ്
विस्तृत आनमन,വിശാലമായ സുഖം
प्रसारण अनुप्रयोग,ബ്രോഡ്കാസ്റ്റ് ആപ്ലിക്കേഷനുകൾ
प्रसार क्षेत्र,പരന്ന പ്രദേശം
प्रसारण दिन,പ്രക്ഷേപണം ദിവസം
प्रसारण,പ്രക്ഷേപണം
विस्तृत अवशोषण रेखा,വിശാലമായ ആഗിരണം ലൈൻ
विस्तृत स्तर,വിശദമായ ലെവൽ
पार्श्वाभिमुखी,പാർശ്വസ്ഥമായി
निरक्षीय ऐन्टेना व्यूह,ചരിഞ്ഞ ആന്റിന അറേ
"अनुप्रस्थ संघट्टन, पर्श्वाभिमुखी संघट्टन","തിരശ്ചീന കൂട്ടിയിടി, ലാറ്ററൽ ആഘാതം"
ब्रोग्ली सूत्र,ബ്രോഗ്ലി ഫോർമുല
खंडित वक्र,സെഗ്മെന്റഡ് കർവ്
"खंडित रेखा, विच्छिन्न रेखा",തകർന്ന ലൈൻ
ब्राउन ऊष्मा संपरीक्षण,തവിട്ട് ചൂട് പരിശോധന
ब्राउनी गति,ബ്രൗണി ചലനം
ब्राउनी-गति,ബ്രൗണി-ചലനം
ब्राउनी कण,ബ്രൗണി കണങ്ങൾ
"भंग, भंजन","തകർക്കുക, തകർക്കുക"
प्रजनन अनुपात,ഫെർട്ടിലിറ്റി അനുപാതം
"उल्टा ऐन्टेना, ब्रूस ऐन्टेना","റിവേഴ്സ് ആന്റിന, ബ്രൂസ് ആന്റിന"
"कूची, बुरूश, कूर्च, गुल्म","കുച്ചി, ബുരുഷ്, കുർച്ച്, ഗുൽം"
बुरूश संपर्क हानि,Burruss കോൺടാക്റ്റ് നഷ്ടം
"कूर्च संपर्क प्रतिरोध, बुरूश संपर्क प्रतिरोध","കോർച്ച് കോൺടാക്റ്റ് റെസിസ്റ്റൻസ്, ബുരുഷ് കോൺടാക്റ്റ് റെസിസ്റ്റൻസ്"
"कूर्च तुषारण मशीन, बुरूश तुषारण यंत्र","കുർച്ച് ബ്ലൈറ്റ് മെഷീൻ, ബുരുഷ് ബ്ലൈറ്റ് മെഷീൻ"
बुरूश विसर्जन,ബുരുഷ് നിമജ്ജനം
"बुरूश-धारक, कूर्च धारक","ബുരുഷ്-ഹോൾഡർ, കുർച്ച്-ഹോൾഡർ"
"कूर्च मशीन, बुरूश मशीन","കുർച്ച് മെഷീൻ, ബുരുഷ് മെഷീൻ"
"कूर्च चिह्न, बुरूश चिह्न","കച്ച് ചിഹ്നം, ബുരുഷ് അടയാളം"
बीटी-कर्तित क्रिस्टल,ബിടി ക്യൂർഡ് ക്രിസ്റ്റൽ
"बुद्बुद, बुलबुला (सं.), बुदबुदाना (क्रि.)","ബബിൾ, ബബിൾ (എഡി.), ബബിൾ (വെർ.)"
बुलबुला समंजी पेंच,ബബിൾ സ്പ്രിംഗ് സ്ക്രൂ
बुद्बुद् कोष्ठ,ബബിൾ സെൽ
बुद्बुद् अधिवोल्टता,ബബിൾ അമിത വോൾട്ടേജ്
बुद्बुद बिन्दु,ബബിൾ പോയിന്റ്
"बुद्बुद् बेड़ा, बुद्बुद् तरंड",ബബിൾ ബോട്ട്
बुलबुला जाँचित्र,ബബിൾ ടെസ്റ്റ്
बुद्बुद् स्तंभ,ബബിൾ കോളം
बुलबुला दर्शी प्रिज़्म,ബബിൾ വ്യൂവർ പ്രിസം
बुद्बुद् श्यानतामापी,ബബിൾ വിസ്കോമീറ്റർ
बुद्बुद्-गवाक्ष गणित्र,ഭൂതക്കണ്ണാടി
बुद्बुदाहट,ജ്വലനം
बुद्बुदन विधि,ബബിൾ രീതി
प्रतिकारी बैटरी,നഷ്ടപരിഹാരം നൽകുന്ന ബാറ്ററി
प्रतिकारी परिपथ,നഷ്ടപരിഹാര സർക്യൂട്ട്
प्रतिकारी कुंडली,പിന്തിരിപ്പൻ ജാതകം
प्रतिकारी वोल्टता,വോൾട്ടേജ് നഷ്ടപരിഹാരം
आकुंचन,സങ്കോചം
आकुंचन पश्चता,റിലാപ്സ് റിലാപ്സ്
आकुंचन-भार,ചുരുങ്ങൽ ലോഡ്
आकुंचन परिकल्पना,പകർച്ചവ്യാധി അനുമാനം
"उभय प्रतिरोधी, बफ़र","ആംഫോട്ടറിക് പ്രതിരോധം, ബഫർ"
"उभय-प्रतिरोध क्रिया, बफ़र क्रिया","amp-resistance action, buffer action"
बफ़र प्रवर्धक,ബഫർ ആംപ്ലിഫയർ
उभय प्रतिरोधकता,സാധാരണ പ്രതിരോധശേഷി
बफ़र पत्रक,ബഫർ ഷീറ്റ്
"उभय प्रतिरोधी नियंत्रक, बफ़र नियमन","ആംപ്-റെസിസ്റ്റൻസ് കൺട്രോളർ, ബഫർ റെഗുലേഷൻ"
"उभय प्रतिरोधी सूचकांक, बफर सूचकांक","ആംബിയന്റ് റെസിസ്റ്റൻസ് ഇൻഡക്സ്, ബഫർ ഇൻഡക്സ്"
बफ़र निवेश,ബഫർ നിക്ഷേപം
बफ़र जाँच,ബഫർ പരിശോധന
बफ़र निष्कास,ബഫർ എക്സിറ്റ്
"उभय प्रतिरोधी अनुपात, बफ़र अनुपात","ആംബിയന്റ് റെസിസ്റ്റൻസ് റേഷ്യോ, ബഫർ റേഷ്യോ"
बफ़र उत्तर,ബഫർ ഉത്തരം
बफर स्प्रिंग,ബഫർ സ്പ്രിംഗ്
बफर संचय,ബഫർ സംഭരണം
बफ़र नलिका,ബഫർ ട്യൂബ്
उभय प्रतिरोधित,ബൂയന്റ് റെസിസ്റ്റന്റ്
बफर अभिकलित्र,ബഫർ കംപൈലർ
उभय प्रतिरोधन,പൊതുവായ പ്രതിരോധം
"उभय प्रतिरोधन क्षमता, बफ़रण क्षमता, बफरण सामर्थ्य","ബൂയന്റ് പ്രതിരോധം, ബഫറിംഗ് ശേഷി, ബഫറിംഗ് ശേഷി"
बिगुल,ബ്യൂഗിൾ
वर्धन,ബർധൻ
वर्धन काल,വളരുന്ന കാലഘട്ടം
"वर्धनांक, विरचक गुणक","ബൂസ്റ്റിംഗ് ഫാക്ടർ, ഫാക്ടർ ഫാക്ടർ"
भवन-ध्वानिकी,ശബ്ദശാസ്ത്രം
अन्तस्थ जाँच,ആന്തരിക പരിശോധന
अन्तनिर्मित ऐन्टेना,അന്തർനിർമ്മിത ആന്റിന
अंतर्निमित पुनर्भरण युक्ति,അന്തർനിർമ്മിത റീചാർജ് ഉപകരണം
बल्ब,ബൾബ്
बल्ब उद्भासन,ബൾബ് എക്സ്പോഷർ
बल्ब आवरक,ബൾബ് കവർ
बल्ब काँच,ബൾബ് ഗ്ലാസ്
बल्ब दंत,ബൾബ് ഡെന്റൽ
बल्ब नली,ബൾബ് ട്യൂബ്
उभार तंत्र (पाश प्रणाली),എംബോസിംഗ് മെക്കാനിസം (ലൂപ്പ് സിസ്റ്റം)
"उभार निकष, उभार संपरीक्षण","ബൾജ് ടെസ്റ്റ്, ബൾജ് ടെസ്റ്റ്"
उभरना,ഉദിക്കുക
"आयतन, स्थूलता, पुंज, समष्टि, प्रकाय","വോള്യം, ബൾക്ക്, പിണ്ഡം, പിണ്ഡം, പ്രവർത്തനം"
आयतन अनुवृत्ति,വോളിയം പ്രതികരണം
समष्टि प्रभाव,ജനസംഖ്യാ പ്രഭാവം
समष्टि प्रभाव युक्ति,മാസ് ഇഫക്റ്റ് ഉപകരണം
आयतन प्रत्यास्थता,വോളിയം ഇലാസ്തികത
समष्टि विलेखक,ജനസംഖ്യ റെക്കോർഡർ
स्थूलता कारक,ബൾക്ക് ഘടകം
"बल्क हेड, सुरक्षा-व्यवधान","ബൾക്ക് ഹെഡ്, സേഫ്റ്റി ഡിസ്റപ്റ്റർ"
आयतन जीवनकाल,വോളിയം ആയുസ്സ്
आयतन प्रत्यास्थाता गुणांक,വോളിയം ഇലാസ്തികത ഗുണകം
समष्टि प्रकाश चालक,മാക്രോ ലൈറ്റ് ഡ്രൈവർ
समष्टि गुणधर्म,ജനസംഖ്യ സ്വത്ത്
समष्टि गुणधर्म प्रतिरोघ,ബഹുജന സ്വത്ത് പ്രതിരോധം
आयतन विकृति,വോളിയം വക്രീകരണം
आयतन प्रवृत्ति,വോളിയം പ്രവണത
अधिकांशीय ताप,പരമാവധി താപനില
बुलहार्न,കാളക്കൊമ്പ്
"ककुद, उभार","വീർപ്പുമുട്ടൽ, വീർപ്പുമുട്ടൽ"
उभार संपर्क,ബൾജ് കോൺടാക്റ്റ്
"गुच्छ, पुंज(सं.), गुच्छित होना (क्रि.)","കുല, കൂട്ടം (n.), കൂട്ടമായിരിക്കുക (ver.)"
गुच्छित इलेस्ट्रॉन किरण पुंज,ക്ലസ്റ്റേർഡ് ഇലക്ട്രോൺ ബീം
गुच्छक,കുല
गुच्छक कोटर,ബഞ്ചി കോട്ടർ
गुच्छन प्रदेश,ക്ലസ്റ്റർ ഏരിയ
किरण-समूह,ബീം ഗ്രൂപ്പ്
बन त्रुटि संश्लेषण,ബൺ പിശക് സിന്തസിസ്
बुन्सेन सेल,ബൺസെൻ സെൽ
बुन्सेन निस्सरण उपकरण,ബൺസെൻ ഡിസ്ചാർജ് ഉപകരണം
"बुन्सेन का बर्फ़ कैलोरीमीटर, बुन्सेन का बर्फ़ ऊष्मामापी","ബുൻസന്റെ ഐസ് കലോറിമീറ്റർ, ബുൻസന്റെ ഐസ് തെർമോമീറ്റർ"
बुन्सेन वोल्टामीटर,ബുൻസൻ വോൾട്ട്മീറ്റർ
उत्प्लव,ഉന്മേഷം
उत्प्लावन कक्ष,ബൂയൻസി മുറി
"उत्प्लवकता, उत्प्लावन","ബൂയൻസി, ബൂയൻസി"
उत्प्लावकता संशोधन,ബൂയൻസി പരിഷ്ക്കരണം
प्रक्षोभ कोण,പ്രക്ഷുബ്ധതയുടെ ആംഗിൾ
प्रक्षोभ बिन्दु,ട്രിഗർ പോയിന്റ്
बर्गर परिपथ,ബർഗർ സർക്യൂട്ട്
बर्गर-निदर्श,ബർഗർ മോഡൽ
बर्गर-सदिश,ബർഗർ വെക്റ്റർ
चोर घंटी,കള്ളൻ മണി
भू संपर्कित ऐन्टेना,ഗ്രൗണ്ടഡ് ആന്റിന
पूर्ण ज्वलन सूचक,പൂർണ്ണ ഇഗ്നിഷൻ സൂചകം
पूर्णज्वलन,പൂർണ്ണ ജ്വലനം
"बर्नर, ज्वालक","ബർണർ, ഇഗ്നിറ്റർ"
दहन बिन्दु,ജ്വലന പോയിന്റ്
दहन गुण सूचकांक,ജ്വലന ഗുണങ്ങളുടെ സൂചിക
दहन दर,ജ്വലന നിരക്ക്
अति उच्छादन,അമിത തിരക്ക്
दहन अंचल,ജ്വലന മേഖല
"प्रस्फोट, स्फोट, विदर","സ്ഫോടനം, പൊട്ടിത്തെറി, വിള്ളൽ"
प्रस्फोट प्रवर्धक,സ്ഫോടന ആംപ്ലിഫയർ
विदर संसूचक,ഫിഷർ ഡിറ്റക്ടർ
प्रस्फोट कुंजीयक,സ്ഫോടന കീ
प्रस्फोटी स्पन्द,പൊട്ടിത്തെറിക്കുന്ന പൾസ്
प्रस्फोट-मात्रा,പൊട്ടിത്തെറി വോളിയം
बसबार,ബസ്ബാർ
"धारा वितरक तार, बस तार","സ്ട്രീം ഡിസ്ട്രിബ്യൂട്ടർ വയർ, ബസ് വയർ"
व्यस्त लाइन,ലൈൻ തിരക്കിലാണ്
व्यस्तता टोन,തിരക്കുള്ള ടോൺ
मूठ संपर्क,നക്കിൾ കോൺടാക്റ്റ്
मूठ संधि,ഹിൽറ്റ് ജോയിന്റ്
भ्रामक परावर्तक,വഞ്ചനാപരമായ പ്രതിഫലനം
तितली संधारित्र,ബട്ടർഫ്ലൈ കപ്പാസിറ്റർ
तितली परिपथ,ബട്ടർഫ്ലൈ സർക്യൂട്ട്
तितलीनुमा ढिबरी,ബട്ടർഫ്ലൈ ദിബ്രി
