English,Marathi
data specification,"1.डेटा तपशील, 2. डेटा तपशील"
data station,"1.डेटा सेंटर, 2.डेटा सेंटर"
data storage,"1. डेटा स्टोरेज, 2. डेटा स्टोरेज"
data storage structure,डेटा स्टोरेज संरचना
data structure,"1. डेटा स्ट्रक्चर, 2. डेटा स्ट्रक्चर"
data switch,"1.डेटा स्विच, 2.डेटा स्विच"
data table,"1.डेटा टेबल, 2.डेटा टेबल"
data terminal,"1.डेटा एंड, 2. डेटा समाप्त"
data transcription,"1. डेटा ट्रान्सक्रिप्शन, 2. डेटा ट्रान्सक्रिप्शन"
data transfer,"1.डेटा ट्रान्सफर, 2. डेटा ट्रान्सफर"
data transmission,"1. डेटा ट्रान्समिशन, 2. डेटा ट्रान्समिशन"
data transmission Channel,"1. डेटा ट्रान्समिशन सिस्टम, 2. डेटा ट्रान्समिशन सिस्टम"
data type,"1. डेटा फॉरमॅट, 2. डेटा फॉरमॅट"
data unit,"1. डेटा युनिट, 2. डेटा युनिट"
data validation,"1.डेटा प्रमाणीकरण, 2.डेटा प्रमाणीकरण"
database,डेटाबेस
database adminstration,डेटाबेस प्रशासन
database design,डेटाबेस डिझाइन
database management system,डेटाबेस व्यवस्थापन प्रणाली
datagrav,"1.डेटाग्रेव्ह, 2.डेटाग्रेव्ह"
datum,"1. डेटाम, 2. डेटा"
dead zone,"1.निष्क्रिय क्षेत्र, 2.निष्क्रिय क्षेत्र"
deadlock,गतिरोध
deadlock prevention,गतिरोध प्रतिबंध
debug,दोष क्लिअरन्स
decision box,"1. जजमेंट सेल, 2. जजमेंट बॉक्स"
decision making process,निर्णयप्रक्रिया
decision support system,निर्णय समर्थन प्रणाली
decision tree,निर्णयाचे झाड
decoder,"1. डीकोडर, 2. डीकोडर"
decomposition principle,विघटन तत्त्व
decryption,डीकोडिंग
dedicated channel,समर्पित प्रणाली
dedicated port,समर्पित प्रेस
defence data network (DDN),लसीकरण डेटा नेटवर्क (DDN)
defence information system,लसीकरण माहिती प्रणाली
defragmentation,एकीकरण
delay,विलंब
delay counter,विलंब काउंटर
delay time,विलंब वेळ
delete,"1.हटवा, 2.हटवा"
deletion record,हटवणे रेकॉर्ड
delimiter,परिसीमक
delta modulation,डेल्टा मॉड्युलेशन
demand paging,मागणी पृष्ठ
demo,कामगिरी
demodulation,demodulation
demultiplexer,V- मल्टीप्लेक्सर
denormalization,विकृतीकरण
density,"1. घनता, 2. घनता"
dependency,"1. अवलंबित्व, 2. अवलंबित्व"
dependent unit,अवलंबून युनिट
dequeue,रांग
dereferencing,"1. dereference, 2. dereference"
derivation tree,व्युत्पन्न झाड
derived field,व्युत्पन्न फील्ड
descending sort,उतरत्या क्रमवारी
design,डिझाइन
desk calculator,डेस्क कॅल्क्युलेटर
desk top computer,डेस्कटॉप संगणक
desktop presentation,डेस्कटॉप सादरीकरण
desktop publishing (DTP),डेस्कटॉप प्रकाशन
desktop video,डेस्कटॉप व्हिडिओ
destination address,गंतव्य पत्ता
destructer,"1. विनाशक, 2. विनाशक"
deterministric automats,निर्धारक ऑटोमेटा
developer,विकसक
development system,विकास प्रणाली
device,साधन
device control unit,डिव्हाइस नियंत्रण युनिट
device controller,डिव्हाइस नियंत्रक
device management,डिव्हाइस व्यवस्थापन
device mode,डिव्हाइस मोड
diagnosis,निदान
diagnostic system,निदान प्रणाली
diagnostics,"1. निदान, 2. निदान"
diagram,आकृती
dial,डायल
dial line,डायल लाइन
dial tone,डायल टोन
dial up,डायल करा
dialog,"1. संवाद, 2. संभाषण"
dialog box,संभाषण कक्ष
dialup modem,डायलअप मॉडेम
diamension,विमा
dictionary,शब्दकोश
differentiation,"1. भिन्नता, 2. भिन्नता"
digital,संख्यात्मक
digital channel,डिजिटल प्रणाली
digital circuit,डिजिटल सर्किट
digital computer,डिजिटल संगणक
digital data,"1.डिजिटल डेटा, 2.डिजिटल डेटा"
digital facility,डिजिटल सुविधा
digital filter,डिजिटल फिल्टर
digital library,डिजिटल लायब्ररी
digital modulation,डिजिटल मॉड्यूलेशन
digital monitor,"1. डिजिटल डिस्प्ले, 2. डिजिटल मॉनिटर"
digital picture,डिजिटल प्रतिमा
digital signature,"1. डिजिटल स्वाक्षरी, 2. डिजिटल स्वाक्षरी"
digital switch,डिजिटल स्विच
digital to analog (D/A) converter,डिजिटल अॅनालॉग कनवर्टर
digitization,डिजिटायझेशन
digitize,डिजिटायझेशन
digitizer,डिजिटायझर
diode,डायोड
direct,प्रथमदर्शनी
direct address,थेट पत्ता
direct conversion,थेट रूपांतरण
direct coupling,थेट जोडणी
direct memory access (DMA),"1. डायरेक्ट मेमरी ऍक्सेस, 2. डायरेक्ट मेमरी ऍक्सेस (DMA)"
direct memory acess (DMA),डायरेक्ट मेमरी ऍक्सेस (DMA)
direct method,थेट पद्धत
directive,दिशानिर्देश
directory,निर्देशिका
directory server,"1. निर्देशिका सर्व्हर, 2. निर्देशिका सर्व्हर"
directory service,निर्देशिका सेवा
disable,अक्षम
disabling signal,सिग्नल अक्षम करणे
disconnect,"1. डिस्कनेक्शन, 2. डिस्कनेक्शन"
discrete,"1. स्वतंत्र, 2. स्वतंत्र"
disk,"1. डिस्क, 2. डिस्क"
disk address,"1. डिस्क पत्ता, 2. डिस्क पत्ता"
disk array,"1. डिस्क अॅरे, 2. डिस्क अॅरे"
disk capacity,"1. डिस्क क्षमता, 2. डिस्क क्षमता"
disk drive,"1. डिस्क ड्रायव्हर, 2. डिस्क ड्राइव्ह"
disk file,डिस्क फाइल
disk memory,"1. डिस्क मेमरी, 2. डिस्क मेमरी, 3. डिस्क मेमरी, 4. डिस्क मेमरी"
disk operating system (DOS),डिस्क ऑपरेटिंग सिस्टम (DoS)
disk pack,डिस्क पॅकेज
disk server,"1.चक्रिका सर्व्हर, 2.डिस्क सर्व्हर"
disk storage,"1. डिस्क स्टोरेज, 2. डिस्क स्टोरेज"
diskette,डिस्केट
display file,फाइल प्रदर्शित करा
display image,प्रतिमा प्रदर्शित करा
disposal,विल्हेवाट
distance,अंतर
distance function,अंतर कार्य
distortion,विकृती
distributed,वितरित
distributed data,वितरित डेटा
distributed server,वितरित सर्व्हर
distributed system,"1.वितरित प्रणाली, 2.वितरित प्रणाली"
distributive,वितरक
document,दस्तऐवज
document retrieved,दस्तऐवज मान्यताप्राप्त
document window,"1. दस्तऐवज विंडो, 2. दस्तऐवज विंडो"
documentation,दस्तऐवजीकरण
domain,"डोमेन, डोमेन"
domain name,डोमेनचे नाव
dot matrix printer,"1. डॉट मॅट्रिक्स प्रिंटर, 2. डॉट मॅट्रिक्स प्रिंटर"
down,"खाली, खाली"
down link,"1.अवलिंक, 2.स्क्वेअर"
down loading,डाउनलोड करा
down time,डाउनलोड वेळ
dragging,कर्षण
DRAM (dynamic RAM),DRAM (डायनॅमिक रॅम)
drift,प्रवाह
driver,चालक
drop,पाने
drop down list box,ड्रॉप लिस्ट बॉक्स
drum drive,ड्रम ड्राइव्ह
drum printer,"1.ड्रम प्रिंटर, 2.ड्रम प्रिंटर"
drum unit,"1. इम युनिट, 2. ड्रम युनिट"
dual,"1. द्वैत, 2. द्वि"
dual density,दुहेरी घनता
dummy address,"1. मूक पत्ता, 2. बनावट पत्ता"
dump,डंप
duplex circuit,डुप्लेक्स सर्किट
duplexing,कायदेशीरकरण
duplicate,की की
DVD R/W,"1.D V D R./W, 2. डीव्हीडी वाचन, 3. लेखन"
DVD ROM,डीव्हीडी रॉम
dynamic instruction,डायनॅमिक सूचना
dynamic memory,"1.डायनॅमिक मेमरी, 2.डायनॅमिक मेमरी"
dynamics,"1. डायनॅमिक्स, 2. डायनॅमिक्स"
EBCDIC,E B C D I C
e-business,ई-व्यवसाय
echo,प्रतिध्वनी
e-commerce,"1.ई-कॉमर्स, 2.ई-कॉमर्स"
edit,संपादन
editor,संपादक
educational technology,शैक्षणिक तंत्रज्ञान
EEP rom,e e p rom
effective address (floating address),"1. अर्थपूर्ण पत्ता, 2. प्रभावी पत्ता"
effective operand address,अर्थपूर्ण ऑपरेंड पत्ता
effective procedure,प्रभावी कृती
effective UID (user identification),प्रभावी UID
efffective transmission operand,प्रभावी ट्रांसमिशन ऑपरेशन
eight-bit byte,ऑक्टल बाइट
e-learning,"इलेक्ट्रॉनिक शिक्षण, ई-लर्निंग"
election-algirthm,निवडणूक अल्गोरिदम
electric mailing (e-mail),इलेक्ट्रॉनिक मेल सेवा (ई-मेल)
electric printer,"1.इलेक्ट्रॉनिक प्रिंटिंग, 2.इलेक्ट्रॉनिक प्रिंटर"
electrical accounting machine,इलेक्ट्रिकल अकाउंटिंग मशीन
electronic,इलेक्ट्रॉनिक्स
electronic clearance system (ECS),इलेक्ट्रॉनिक एक्झॉस्ट सिस्टम (ECS)
electronic data interchange (EDI),इलेक्ट्रॉनिक डेटा एक्सचेंज (EDI)
electronic data processing,इलेक्ट्रॉनिक डेटा प्रोसेसिंग
electronic filing,इलेक्ट्रॉनिक ब्रोशर
electronic funds transfer System (EFTS),इलेक्ट्रॉनिक निधी हस्तांतरण यंत्रणा (EFTS)
electronic journals,"1.इलेक्ट्रॉनिक जर्नल, 2.इलेक्ट्रॉनिक जर्नल"
electronic publishing,इलेक्ट्रॉनिक प्रकाशन
electronic switch,इलेक्ट्रॉनिक स्विच
element,"घटक, घटक"
e-mail,ई-मेल
e-mail address,"1. ई-मेल पत्ता, 2. इलेक्ट्रॉनिक मेलिंग पत्ता"
embedded system,एम्बेडेड प्रणाली
embedding,एम्बेडिंग
emitter couple logic (ECL),एमिटर कपल्ड लॉजिक (ECL)
empty stack,मोकळी जागा
empty string,"1. कोरी साखळी, 2. कोरी साखळी"
emulation,यांत्रिकीकरण
encapsulation,"1.कॅप्सुलेशन, 2.कॅप्सुलेशन"
encipher,डिकोडर
encode,एन्कोडिंग
encoder,"1. एन्कोडर, 2. कोडॅक"
encrepted data,लपलेला डेटा
encripting file system,लपलेली फाइल सिस्टम
encryption,"1. एन्क्रिप्शन, 2. कोडिंग, 3. एन्कोडिंग"
end of block,ब्लॉक एंड
end of file (EOF),फाइल-एंड
end-user,वापरकर्ता
enter,प्रविष्ट करा
enter-key,एंट्री की
enterprise server,"१.उद्यम सरवर, २.उद्यम सेवक"
enterprise system,एंटरप्राइझ प्रणाली
entity,शक्ती
entity-relationship,शक्ती आत्मीयता
entry time,प्रवेश वेळ
entry variable,इनपुट व्हेरिएबल
enumerable,मोजण्यायोग्य
environment,वातावरण
epoch,"1.युग, 2. युग, 3. सूचना क्षण"
EPROM,EPRAM (फायनान्स प्रोग्राम करण्यायोग्य वाचनीय मेमरी)
epsilon closure,एप्सिलॉन कन्व्हेक्टर
equalizer,तुल्यकारक
equipment,उपकरणे
equivalence class,समतुल्य वर्ग
equivalence relation,समतुल्य संबंध
erase,"1. विलोपन, 2. निर्मूलन"
error correcting code,त्रुटी सुधारणे कोड
error correction,त्रुटी सुधारणे
error detection,त्रुटी शोधणे
error handling,त्रुटी हाताळणी
error message,त्रुटी संदेश
error rate,त्रुटी दर
error recovery,त्रुटी पुनर्प्राप्ती
error routine,त्रुटी नाव
escape character,सुटका प्रतीक
ethernet,इथरनेट
event,कार्यक्रम
event chain,कार्यक्रम साखळी
event control,घटना नियंत्रण
event counter,कार्यक्रम काउंटर
exception handling,अपवाद हाताळणी
exchangeable disk storage,एक्सचेंज डिस्क स्टोरेज
exclusion,बहिष्कार
exclusive Or (XOR),अनन्य आणि (x किंवा)
executable program,एक्झिक्युटेबल प्रोग्राम
executive statement,अंमलबजावणी विधान
exhaustive search,निवडक शोध
exist,विद्यमान
exit,समस्या
expert system,तज्ञ प्रणाली
expression,"1. अभिव्यक्ती, 2. अभिव्यक्ती"
extended graphic array (XGA),विस्तारित ग्राफिकल मॅट्रिक्स (x g a)
extended industry standard (EIS),विस्तारित औद्योगिक मानके (EIS)
extended machine,ओव्हरलोड मशीन
extended memory,विस्तारित मेमरी
extended precision,"1. विस्तारित अचूकता, 2. विस्तारित अचूकता"
extended sorting,"1.विस्तारित वर्गीकरण, 2.विस्तारित पृथक्करण"
external call,कॉल करा
external error,बाह्य त्रुटी
external function,बाह्य कार्य
external interrupt,बाह्य व्यत्यय
external memory,"1.बाह्य मेमरी, 2.बाह्य मेमरी"
external memory,बाह्य मेमरी
external modem,बाह्य मोडेम
external reference,बाह्य संदर्भ
external searching,बाह्य शोध
external storage device,बाह्य स्टोरेज डिव्हाइस
extraction,काढणे
extrapolation,एक्सट्रापोलेशन
face-character printer,पॅनेल वर्ण प्रिंटर
fail-safe operation,अयशस्वी-सुरक्षा ऑपरेशन
failure rate,अपयशाचा दर
failure recovery,अयशस्वी डिस्चार्ज
false code,खोटा कोड
false error,खोटी चूक
fan-in,"1.गुंतवणूक, 2.गुंतवणुकीचे गुण"
fan-out,"1. अंक, 2. अंक क्रमांक"
fascimile I/O device,"1. प्रतिकृती I/O डिव्हाइस, 2. प्रतिकृती इनपुट डिव्हाइस/आउटपुट"
fast fourier transform (FFT),जलद फोरियर हस्तांतरण
fatal error,गंभीर त्रुटी
fault detection,दोष शोधणे
fault diagnosis,दोष निदान
fault tolerance,चुकीची सहनशीलता
fax,फॅक्स
fax message,फॅक्स संदेश
FDC,f dc
feature detection,लक्षण शोधणे
feed cycle,चाक भरणे
feedback,पुनर्गुंतवणूक
feeder,"1.पुरवठादार, 2.पोषण, 3.फीडर"
fetch,anyan
fibonacci search,फिबोनाची शोध
fibonacci sequence,फिबोनाची क्रम
fibonacci series,फिबोनाची मालिका
fibre optics,फायबर ऑप्टिक्स
fido net,फिडो ट्रॅप
field,प्रदेश
fifth generation computers,पाचव्या पिढीचा संगणक
file,"1.फाइल, 2. फाइल"
file access method,फाइल प्रवेश पद्धत
file allocation table,फाइल वाटप सारणी
file compression,फाइल कॉम्प्रेशन
file copying,फाइल कॉपी करणे
file layout,फाइल कॉन्फिगरेशन
file merge,फाइल विलीन करा
file recovery,फाइल पुनर्प्राप्ती
file storage,फाइल स्टोरेज
file structure,फाइल संरचना
file system,फाइल सिस्टम
file transfer,फाइल हस्तांतरण
file transfer protocol (FTP),फाइल ट्रान्सफर प्रोटोकॉल (FTP)
filter,फिल्टर
final state,शेवटची स्थिती
find,शोधा
finite state machine,मर्यादित राज्य मशीन
fire wall,आग भिंत
firmware,फर्मवेअर
first come first serve,प्रथम येणाऱ्यास प्रथम सेवा
first generation computer,पहिल्या पिढीचा संगणक
first in first out (FIFO),फर्स्ट इनपुट फर्स्ट इश्यू (FIFO)
first order logic,प्रथम ऑर्डर युक्तिवाद
first order theory,प्रथम ऑर्डर तत्त्व
fixed partition,निश्चित विभागणी
flag,सही करा
flexible disk,लवचिक डिस्क
floppy disk,फ्लॉपी डिस्क
flopy disk drive (Fdd),फ्लॉपी डिस्क ड्राइव्ह (FDD)
flow chart,प्रवाह चार्ट
flow of control,नियंत्रण प्रवाह
flush,पहाट
folder,फोल्डर
font,फॉन्ट
font family,फॉन्ट कुटुंब
foreign key,बाह्य की
form,फॉर्म
formal language,प्रतीकात्मक भाषा
formal system,प्रतीकात्मक पद्धत
format,"1.स्वरूप, 2.फॉर्म"
formatting,रेखाचित्र
fortran,फोर्टॉन
fortran programming,"1. Fortran (एक संगणक भाषा) प्रोग्राम, 2. Fortran प्रोग्रामिंग"
forward slash,पुढे झुकणारी तिरकी रेष
fourth generation computer,चौथ्या पिढीचा संगणक
fragment,विभाग
frame,फ्रेम
free net,"1.फ्री नेट, 2.फ्री नेट"
free software foundation,मोफत सॉफ्टवेअर ट्रस्ट
free storage,विनामूल्य संचयन
freeware,फ्रीवेअर
front end,समोर
front panel,"1. फ्रंट पॅनल, 2. फ्रंट पॅनल"
function,"1.कार्ये, 2. कार्य"
function key,फंक्शन की
function reference,कार्य संदर्भ
functional dependency,कार्यात्मक अवलंबित्व
functional testing,कार्य चाचणी
fuzzy logic,"1.अस्पष्ट तर्क, 2.अस्पष्ट तर्क"
fuzzy set,"1.अस्पष्ट संच, 2.अस्पष्ट संच"
gain,मिळवणे
game tree,क्रीडा वृक्ष
gap character,मध्यांतर वर्ण
garbage,कचरा
garbage collection,कचरा गोळा करणे
garbage collection,कचरा गोळा करणे
garbage in garbage out (GIGO),कचरा आत कचरा बाहेर (Gigo)
gate,दरवाजा
gateway,दरवाजाचा मार्ग (नेटवर्कच्या संदर्भात)
general program,सर्वसमावेशक कार्यक्रम
general program,सर्वसमावेशक कार्यक्रम
general purpose computer,व्यापक उद्देश संगणक
general purpose computer,सामान्य उद्देश संगणक
general register,सामान्य नोंदणी
generalization,सामान्यीकरण
generalization,सामान्यीकरण
general-purpose language,विस्तृत ऑब्जेक्ट भाषा
general-purpose operating sysem,ब्रॉड पर्पज ऑपरेशन सिस्टम
general-purpose regisgter,सर्वसमावेशक उद्देश नोंदणी
generated error,त्रुटी निर्माण झाली
generating function,पुनरुत्पादक कार्य
generic class,सामान्य वर्ग
generic function,वर्ग कार्य
generic name,सामान्य वर्गाचे नाव
gigo,gigo
global,"1. युनिव्हर्सल, 2. ग्लोबल"
global code,सार्वत्रिक कोड
global lock,सार्वत्रिक लॉक
global network,"1. युनिव्हर्सल नेटवर्क, 2. युनिव्हर्सल नेटवर्क"
global network,सार्वत्रिक नेटवर्क
global user,"1. जागतिक वापरकर्ता, 2. सार्वजनिक वापरकर्ता, 3. सार्वत्रिक वापरकर्ता"
global variable,जागतिक चल
globalisation,"1.जागतिकीकरण, 2.जागतिकीकरण"
gopher,गोफर (नेटवर्कमधील प्रोटोकॉल)
gopher client,गोफर रिसेप्टर
gopher server,"1. गोफर सर्व्हर, 2. गोफर सर्व्हर"
gopher site,गोफर साइट
gopher space,गोफर जागा
graceful degradation,आकर्षक अध:पतन
grammar checker,व्याकरण सुधारक
grammar graceful exit,व्याकरण आकर्षक बहिर्मुखता
grand total,"1.एकूण एकूण, 2.महान एकूण, 3.एकूण एकूण"
graph,"1. आलेख, 2. आलेख"
graph plotting,"1.ग्राफ नोटेशन, 2.ग्राफ नोटेशन"
graphic character,"1. ग्राफिक वर्ण, 2. ग्राफिकल वर्ण"
graphic controller,"1. ग्राफिकल कंट्रोलर, 2. ग्राफिकल कंट्रोलर"
graphic data structure,"1. ग्राफिकल डेटा स्ट्रक्चर, 2. ग्राफिकल डेटा स्ट्रक्चर"
graphic display program,"1. ग्राफिक डिस्प्ले प्रोग्राम, 2. ग्राफिकल डिस्प्ले प्रोग्राम"
graphic display resolution,"1.ग्राफिकल डिस्प्ले रिझोल्यूशन, 2.ग्राफिक डिस्प्ले"
graphic language,"1. ग्राफिक भाषा, 2. ग्राफिकल भाषा"
graphic language,"1. ग्राफिक भाषा, 2. ग्राफिकल भाषा"
graphic panel,"1. ग्राफिकल प्लेट, 2. ग्राफिकल प्लेट"
graphical animation,"1.ग्राफिक अॅनिमेशन, 2.ग्राफिक अॅनिमेशन"
graphical interface format (GIF),ग्राफिक ट्रान्सफर फॉरमॅट (GIF)
graphical user interface (GUI),"1.ग्राफिक यूजर इंटरफेस (GUI), 2.ग्राफिक यूजर इंटरफेस"
graphics,"1.ग्राफिक्स, 2.ग्राफिक्स"
graphics application,"1.ग्राफिक्स ऍप्लिकेशन, 2.ग्राफिकल ऍप्लिकेशन"
graphics cursor,"1.ग्राफिक्स कर्सर, 2.ग्राफिकल कर्सर"
graphics mode,"1.ग्राफिक्स मोड, 2.ग्राफिक मोड"
graphics package,"1.ग्राफिक्स पॅकेज, 2.ग्राफिकल पॅकेज"
graphics software,"1.Graphics Software, 2.Graphics Software"
graphics software,"1.Graphics Software, 2.Graphics Software"
graphics software package,"1.Graphics Software Package, 2.Graphical Software Package"
gray scale,राखाडी स्केल
greedy method,"1. लोभी पद्धत, 2. लोभी पद्धत"
grep,द्राक्ष
grid,ग्रिड
grid chart,ग्रिड चार्ट
grid computing,ग्रिड गणना
grid modulation,ग्रिड मॉड्यूलेशन
ground wave,जमिनीची लाट
group,गट
group address,गट पत्ता
group code,गट कोड
group communication,गट संवाद
group communication,गट संवाद
group identification,"1.ग्रुप आयडेंटिटी, 2.ग्रुप आयडेंटिटी"
group name,गटाचे नाव
groupware,ग्रुपवेअर
growth,वाढ
guard,"१.गार्ड, २.गार्ड"
guided media,मार्गदर्शित माध्यम
gunzip,गनझिप
hack,डीकोड
hacker,डिकोडर
hacker's dictionary,डिकोडर शब्दकोश
half adder,अर्धा जोडणारा
half bridge,अर्धा पूल
half duplex,अर्धा डुप्लेक्स
half duplex line,अर्धा डुप्लेक्स लाइन
half duplex mode,अर्धा डुप्लेक्स मोड
half intensity,अर्धी तीव्रता
half router,अर्ध राउटर
half subtracter,अर्ध-विभागीय
half toning,अर्धी प्रतिमा
half word,अर्धा शब्द
hamiltonious cycle,हॅमिलटोनियन चक्र
hamming code,हॅमिंग कोड
hand,हात
hand copy,छापील प्रत
handle,हाताळणी
handling,हाताळणी
hang,निलंबन
happy net,आनंददायी सापळा
hard copy device,हार्ड कॉपी डिव्हाइस
hard disk,"1.हार्ड डिस्क, 2.इन्फ्लेक्झिबल डिस्क"
hard disk crash,लवचिक डिस्क कोसळणे
hard error,कठीण त्रुटी
hardware flow control,हार्डवेअर प्रवाह नियंत्रण
harmonic,"1.हार्मोनिक, 2.हार्मोनिक"
harmonic mean,"1.हार्मोनिक मीन, 2. हार्मोनिक मीन"
hash,हॅकिंग
hash diagram,हॅकिंग आकृती
hash table,चिमिंग टेबल
hashing technique,हॅकिंग तंत्र
header,"1.हेडर, 2.एंट्री"
heap,"1.स्टॅक, 2.स्टॅक"
heap sort,वस्तुमान वर्गीकरण
help,मदत
help screen,मदत स्क्रीन
helpnet,"1.help नेटवर्क, 2.help नेटवर्क"
hertz,हर्ट्झ (वारंवारता/वारंवारतेचे एकक)
heuristic,उत्स्फूर्त
heuristic method,प्रायोगिक पद्धत
hexadecimal numbers,हेक्साडेसिमल संख्या
hidden line,अप्रत्यक्ष रेषा
hierarchical data base,श्रेणीबद्ध डेटा स्टोरेज
hierarchical file system,श्रेणीबद्ध फाइल व्यवसाय
hierarchical topography,श्रेणीबद्ध रूपरेषा
high level language,उच्च स्तरीय भाषा
high memory area,उच्च मेमरी क्षेत्र
high performance,उच्च कार्यक्षमता
hit,"1. संपादन, 2. हिट, 3. संधी"
hit rate,हिट दर
hit ratio,हिट प्रमाण
hole,"1. भोक, अंतर 2. भोक"
home directory,होम डिरेक्टरी
home page,मुख्यपृष्ठ
homogeneous coordinate,एकसंध समन्वय
hop,हॉप
hop count,हॉप संख्या (नेट वर्कच्या दृष्टीने)
horn,हॉर्न
host computer,फीडर संगणक
host computer,फीडर संगणक
host language,फीडर भाषा
hot key,"1.सक्रिय की, 2.हॉट की"
hyper text markup language (HTML),हायपर टेक्स्ट चिन्हांकित भाषा (HTML)
hypothesis,गृहीतक
I pod,मी पॉड
I/O buffer,इनपुट/आउटपुट बफर
I/O port,"1.इनपुट/आउटपुट गेटवे, 2.I/O गेटवे"
I/O unit,इनपुट/आउटपुट युनिट
identifier,स्पीकर
identity,"1. ओळख, 2. ओळख, 3. व्यक्तिमत्व, 4. ओळख"
image,प्रतिबिंब
image sensor,प्रतिबिंब सेन्सर
impact printer,प्रभाव प्रिंटर
impedence,प्रतिबाधा
imperative programme language,प्रिस्क्रिप्टिव्ह प्रोग्राम भाषा
imperative statement,आदेश विधान
implicit address,अस्पष्ट पत्ता
impossible event,अशक्य घटना
inactive node,निष्क्रिय नोड
inconsistency,विसंगतता
increment,वाढ
index,सूचक
index data item,सूचक डेटा आयटम
index file,अनुक्रमणिका फाइल
index register,इंडेक्स रजिस्टर
index sequential,पॉइंटर अनुक्रमिक
indexed addressing,अनुक्रमित पत्ता
indexed language,अनुक्रमित भाषा
indexed sequence file,अनुक्रमित अनुक्रम फाइल
indexed sequential sccess method (ISAM),अनुक्रमित अनुक्रमिक प्रवेश पद्धत (ISAM)
indirect addressing,अप्रत्यक्ष संबोधन
Informatics,माहिती विज्ञान
Information,माहिती
information bit,माहिती बिट
information management,माहिती व्यवस्थापन
information management system (IMS),माहिती व्यवस्थापन प्रणाली (IMS)
information retrieval,माहिती उत्खनन
information system,माहिती प्रणाली
information technology (IT),माहिती तंत्रज्ञान (IT)
infrastructure management,पायाभूत सुविधा व्यवस्थापन
Inheritance,वारसा
inherited error,निहित त्रुटी
Initial,प्राथमिक
initial address,सुरुवातीचा पत्ता
initial state,प्रारंभिक टप्पा
Initialization,आरंभ करणे
ink jet printer,इंक जेट प्रिंटर
Innumerable,असंख्य
i-node table,समाप्त नोड टेबल
inoperable time,नॉन-ऑपरेशनल कालावधी
input buffer register,गुंतवणूक बफर रजिस्टर
input output processor (I/O processor),इनपुट आउटपुट प्रोसेसर (I/O प्रोसेसर)
input output register (I/O register),गुंतवणूक इश्यू रजिस्टर (I/O रजिस्टर)
input output statement (I/O statement),गुंतवणूक आउटपुट स्टेटमेंट (I/O स्टेटमेंट)
input/output (I/O),गुंतवणूक / समस्या (I/O)
input/output buffer (I/O buffer),इनपुट/आउटपुट बफर (I/O बफर)
input/output device (I/O device),इनपुट/आउटपुट डिव्हाइस (I/O डिव्हाइस)
Insert,गुंतवणूक
insertion sort,इंटरपोलेशन वर्गीकरण
installation time,स्थापना वेळ
Instance,चित्रण
Instruction,सूचना
instruction counter,सूचना काउंटर
instruction cycle,सूचना चक्र
instruction set,सूचना संच
integer programming,पूर्णांक प्रोग्रामिंग
integer variable,पूर्णांक व्हेरिएबल
integrated modem,एकात्मिक मोडेम
integrated services digital network (ISDN),एकात्मिक सेवा डिजिटल नेटवर्क (ISDN)
Integrity,अखंडता
intelligent controller,कुशाग्र नियंत्रक
intelligent terminal,तीक्ष्ण टर्मिनल
inter block,एंड ब्लॉक
inter block gap,आंतर विभागातील अंतर
inter communication system,संप्रेषण प्रणाली
Interaction,परस्परसंवाद
interactive graphics,संवाद आलेख
interactive keyboard printer,"1.म्युच्युअल कीबोर्ड प्रिंटर, 2.म्युच्युअल कीबोर्ड प्रिंटर"
intercom service,परस्पर संवाद सेवा
Interface,"1.इंटरफेस, 2.इंटरफेस"
Interleaving,"1. व्याख्या, 2. व्याख्या"
intermediate buffer,इंटरमीडिएट बफर
internal block,अंतर्गत विभाग
internal communication,अंतर्गत संप्रेषण
internal fragmentation,अंतर्गत खंडन
internal memory,अंतर्गत मेमरी
internal sort,अंतर्गत वर्गीकरण
internal timer,अंतर्गत घड्याळ
international organization for standardization (ISO),आंतरराष्ट्रीय मानकीकरण संघटना (ISO)
international technical support organization,आंतरराष्ट्रीय तांत्रिक समर्थन संस्था
Internet,इंटरनेट
internet engineering task force (IETF),इंटरनेट इंजिनिअरिंग वर्किंग ग्रुप (IETF)
internet explorer,इंटरनेट एक्सप्लोरर
internet hunt,इंटरनेट एक्सप्लोरेशन
internet monthly report,इंटरनेट मासिक अहवाल
internet packet exchange,इंटरनेट पॅकेट एक्सचेंज
internet protocol (IP),इंटरनेट प्रोटोकॉल (IP)
internet protocol remove (IP),"1.इंटरनेट मॅन्युअल, 2.इंटरनेट प्रोटोकॉल"
internet relay chat (IRC),इंटरनेट ब्रॉडकास्ट डायलॉग (IRC)
internet service provider,इंटरनेट सेवा प्रदाता
internet services list,इंटरनेट सेवा यादी
internet society,इंटरनेट सोसायटी
internet tools,"1. इंटरनेट उपकरण, 2. उपकरण"
internet working,इंटरनेट ऑपरेशन
internet working,इंटरनेट ऑपरेशन
Interpolation,इंटरपोलेशन
Interpret,व्याख्या
Interpreter,"1. दुभाषी, 2. भेदभाव, 3. स्मृती हस्तांतरणकर्ता"
interprocess communication,आंतरप्रक्रिया संप्रेषण
Interrupt,अंतरायक
interrupt handler,व्यत्यय हँडलर
interrupt mask,कव्हर व्यत्यय आणणे
interrupt signal,व्यत्यय सिग्नल
interrupt vector,व्यत्यय वेक्टर
Interruption,व्यत्यय
