Bengali,Assamese
"1. কন্ট্রোল ইউনিট, 2. নিয়ন্ত্রণ ইউনিট","১.নিয়ন্ত্ৰণ একক, ২. নিয়ন্ত্ৰণ একক"
অভিন্নতা,অভিসৰণ
সংলাপ,সংলাপ
কথোপকথন কল,কথোপকথনমূলক কল
রূপান্তর,ৰূপান্তৰ
রূপান্তরকারী,ৰূপান্তৰক
কুকের উপপাদ্য,কুকৰ উপপাদ্য
সহ-প্রসেসর,সহ-প্ৰচেছৰ
অনুলিপি,কপি কৰক
কপিরাইট,কপিৰাইট
কর্ড,কৰ্ড
"1. কর্ডলেস টেলিফোন, 2. বেতার টেলিফোন, 3. বেতার টেলিফোন","1.কৰ্ডলেছ টেলিফোন, 2. বেতাঁৰ টেলিফোন, 3. বেতাঁৰ টেলিফোন"
উপতত্ত্ব,উপপাপপাতি
সংশোধন,সংশোধনী
"1. অব্যবহারযোগ্য, 2. বিকৃত","১.ব্যৱহাৰযোগ্য, ২.বিকৃত"
হিসাব,গণনা কৰা
স্কোরার,স্ক&#39;ৰাৰ
কান্ট্রি কোড,দেশৰ কোড
সহবাস,সহাৱস্থান
"1. ব্যাপ্তি এলাকা, 2. সম্প্রচার","১/ পৰিসৰৰ ক্ষেত্ৰফল, ২. সম্প্ৰচাৰ"
পতন,পতন হোৱা
জটিল পথ,জটিল পথ
ক্রিটিক্যাল পাথ মেথড (CPM),জটিল পথ পদ্ধতি (CPM)
"1. ক্রস পরীক্ষা, 2. ক্রস পরীক্ষা","১.ক্ৰছ টেষ্ট, ২.ক্ৰছ টেষ্ট"
"1.ক্রস প্রোগ্রামেবল-ট্রান্সফার, 2. প্রোগ্রামেবল প্রতি","1.ক্ৰছ প্ৰগ্ৰেমেবল-স্থানান্তৰ, 2. প্ৰতি প্ৰগ্ৰেমেবল"
অপ্রাসঙ্গিক সংকেত,অপ্রাসংগিক সংকেত
অপ্রাসঙ্গিক কথাবার্তা,অপ্রাসংগিক কথা
ক্রিপ্টোগ্রাফি,ক্ৰিপ্টোগ্ৰাফী
"1. ক্রিপ্টোগ্রাফি, 2. ক্রিপ্টোগ্রাফি, 3. ক্রিপ্টোগ্রাফি","1. ক্ৰিপ্টোগ্ৰাফী, 2. ক্ৰিপ্টোগ্ৰাফী, 3. ক্ৰিপ্টোগ্ৰাফী"
মুদ্রার প্রতীক,মুদ্ৰাৰ চিহ্ন
বর্তমান ডিরেক্টরি,বৰ্তমান ডাইৰেকটৰি
বর্তমান উইন্ডো,বৰ্তমান উইন্ডো
কার্সার,কাৰ্চাৰ
বক্ররেখা,বক্ৰ
"1. কাট এবং পেস্ট, 2. কাট এবং পেস্ট","১/ কাটি পেষ্ট কৰক, ২) কাটি পেষ্ট কৰক"
কর্তন পদ্ধতি,ছিয়াৰিং পদ্ধতি
সাইবার,চাইবাৰ
সাইবার ক্যাফে,চাইবাৰ কেফে
সাইবার নগদ,চাইবাৰ নগদ ধন
সাইবার অপরাধ,চাইবাৰ অপৰাধ
সাইবার ডালেক্স,চাইবাৰ ডেলেক্স
সাইবার আইন,চাইবাৰ আইন
সাইবার সেক্স,চাইবাৰ যৌনতা
"1. সাইবার সায়েন্স, 2. সাইবারনেটিক্স","১/ চাইবাৰ বিজ্ঞান, ২. চাইবাৰনেটিক্স"
"1.সাইবারাইজেশন, 2. সাইবারাইজেশন","1.চাইবাৰাইজেচন, 2. চাইবাৰাইজেচন"
সাইকেল,চক্ৰ
"1.চক্র মেমরি, 2.চক্র মেমরি","১.চক্ৰ স্মৃতি, ২.চক্ৰ স্মৃতি"
চক্র ক্ষতি,চক্ৰ ক্ষতি
চক্রাকারে,চক্ৰৰ সময়
চক্রাকার,চক্ৰীয়
ডেমন,ডেমন
ডেইজি বৃত্ত,ডেইজী চক্ৰ
ডেটা অ্যাডমিনিস্ট্রেটর,ডাটা প্ৰশাসক
তথ্য বরাদ্দ,তথ্য আবণ্টন
"1. ডেটা ক্ষেত্র, 2. ডেটা ক্ষেত্র৷","1.ডাটা ফিল্ড, 2.ডাটা ফিল্ড"
"1.ডেটা অ্যারে, 2. ডেটা অ্যারে","1.ডাটা এৰে, 2. ডাটা এৰে"
"1.ডেটা-বেস, 2.ডাটাবেস","১.ডাটা-বেছ, ২.ডাটাবেছ"
ডাটা ফ্র্যাগমেন্টেশন,তথ্যৰ খণ্ডিতকৰণ
"1. ডেটা বাস, 2. ডেটা বাস","১.ডাটা বাছ, ২.ডাটা বাছ"
"1.ডেটা ক্যারিয়ার, 2.ডেটা ক্যারিয়ার","1.ডাটা কেৰিয়াৰ, 2.ডাটা কেৰিয়াৰ"
ডেটা সেল,ডাটা চেল
"1.ডেটা সিস্টেম, 2.ডেটা চ্যানেল","১.ডাটা চিষ্টেম, ২.ডাটা চেনেল"
তথ্য যোগাযোগ,ডাটা যোগাযোগ
"1.ডেটা কম্প্রেশন, 2.ডেটা কম্প্রেশন","1.ডাটা কম্প্ৰেছন, 2.ডাটা কম্প্ৰেছন"
উপাত্ত ক্ষেত্র,ডাটা ফিল্ড
আমার স্নাতকের,ডাটা ফাইল
"1. ডেটা ফ্লো, 2. ডেটা ফ্লো","১.ডাটা ফ্ল’, ২.ডাটা ফ্ল’"
"1.ডেটা ফ্লোচার্ট, 2.চার্ট","১.ডাটা ফ্ল’চাৰ্ট, ২.চাৰ্ট"
ডেটা অনুক্রম,ডাটা হাইৰাৰ্কি
তথ্য স্তর,তথ্যৰ স্তৰ
"1.ডেটা কালেকশন, 2.ডেটা লাইব্রেরি","১.তথ্য সংগ্ৰহ, ২.তথ্য লাইব্ৰেৰী"
ডেটা লিঙ্ক স্তর,ডাটা লিংক স্তৰ
ডেটা লিঙ্ক লেয়ার (DLL),ডাটা লিংক স্তৰ (DLL)
"1.ডেটা ম্যানেজমেন্ট, 2.ডেটা ম্যানেজমেন্ট","১.ডাটা মেনেজমেণ্ট, ২.ডাটা মেনেজমেণ্ট"
"1.ডেটা ক্যালকুলেশন, 2.ডেটা ক্যালকুলেশন","১.তথ্য গণনা, ২.তথ্য গণনা"
ডেটা প্রসেসিং ল্যাঙ্গুয়েজ (DML),তথ্য প্ৰক্ৰিয়াকৰণ ভাষা (DML)
ডেটা মডেম ডেটা মডেম,ডাটা মডেম ডাটা মডেম
"1.ডেটা পরিবর্তন, 2.ডেটা পরিবর্তন","১.তথ্য পৰিৱৰ্তন, ২.তথ্য পৰিৱৰ্তন"
"1.ডেটা নেটওয়ার্ক, 2.ডেটা নেটওয়ার্ক","১.ডাটা নেটৱৰ্ক, ২.ডাটা নেটৱৰ্ক"
"1.ডেটা অপারেশন, 2.ডেটা অপারেশন","1.ডাটা অপাৰেচন, 2.ডাটা অপাৰেচন"
"1.ডেটা সংস্থা, 2. তথ্য সংস্থা","1.ডাটা সংস্থাসমূহ, 2. ডাটা সংস্থাপন"
"1. ডেটা আউটপুট, 2. ডেটা আউটপুট","1. ডাটা আউটপুট, 2. ডাটা আউটপুট"
"1.ডেটা পাথ, 2.ডেটা পাথ","1.ডাটা পাথ, 2.ডাটা পাথ"
"1.ডেটা প্রিপারেশন, 2.ডেটা প্রিপারেশন","1.তথ্য প্ৰস্তুত কৰা, 2. তথ্য প্ৰস্তুত কৰা"
"1.ডেটা প্রাইভেসি, 2.ডেটা প্রাইভেসি","1.ডাটা গোপনীয়তা, 2.ডাটা গোপনীয়তা"
"1. ডেটা প্রসেসর, 2. ডেটা প্রসেসর","1. ডাটা প্ৰচেছৰ, 2. ডাটা প্ৰচেছৰ"
"1.ডেটা সুরক্ষা, 2.ডেটা সুরক্ষা","1.তথ্য সুৰক্ষা, 2.তথ্য সুৰক্ষা"
"1. ডেটা রেকর্ড, 2. ডেটা রেকর্ড","১.ডাটা ৰেকৰ্ড, ২.ডাটা ৰেকৰ্ড"
"1. ডেটা পুনরুদ্ধার, 2. ডেটা পুনরুদ্ধার","1. তথ্য উদ্ধাৰ, 2. তথ্য উদ্ধাৰ"
"1. ডেটা রুটিন, 2. ডেটা রুটিন","১.ডাটা ৰুটিন, ২.ডাটা ৰুটিন"
"1.ডেটা সিকিউরিটি, 2.ডেটা সিকিউরিটি","1.ডাটা সুৰক্ষা, 2.ডাটা সুৰক্ষা"
"1.ডেটা সেট, 2. ডেটা সেট","1.ডাটা ছেট, 2. ডাটা ছেট"
"1.ডেটা সিগন্যাল, 2.ডেটা সিগন্যাল","1.ডাটা সংকেত, 2.ডাটা সংকেত"
"1. ডেটা অ্যাক্সেস, 2. ডেটা অ্যাক্সেস","1. ডাটা এক্সেছ, 2. ডাটা এক্সেছ"
"1.ডেটা সোর্স, 2.ডেটা সোর্স","১.তথ্যৰ উৎস, ২.তথ্যৰ উৎস"
"1.ডেটা স্পেসিফিকেশন, 2. ডেটা স্পেসিফিকেশন","1.ডাটা স্পেচিফিকেশন, 2. তথ্যৰ নিৰ্দিষ্টকৰণ"
"1.ডেটা সেন্টার, 2.ডেটা সেন্টার","১.ডাটা চেণ্টাৰ, ২.ডাটা চেণ্টাৰ"
"1. ডেটা স্টোরেজ, 2. ডেটা স্টোরেজ","1. তথ্য সংৰক্ষণ, 2. তথ্য সংৰক্ষণ"
ডেটা স্টোরেজ কাঠামো,তথ্য সংৰক্ষণ গঠন
"1. ডেটা স্ট্রাকচার, 2. ডেটা স্ট্রাকচার","1. তথ্যৰ গঠন, 2. তথ্যৰ গঠন"
"1.ডেটা স্যুইচ, 2.ডেটা সুইচ","১.ডাটা চুইচ, ২.ডাটা চুইচ"
"1.ডেটা টেবিল, 2.ডেটা টেবিল","1.তথ্য টেবুল, 2.তথ্য টেবুল"
"1.ডেটা শেষ, 2. তথ্য শেষ","1.ডাটা শেষ, 2. ডাটা শেষ"
"1. ডেটা ট্রান্সক্রিপশন, 2. ডেটা ট্রান্সক্রিপশন","১.ডাটা ট্ৰান্সক্ৰিপচন, ২.ডাটা ট্ৰান্সক্ৰিপচন"
"1.ডেটা ট্রান্সফার, 2. তথ্য স্থানান্তর","1.ডাটা স্থানান্তৰ, 2. ডাটা ট্ৰেন্সফাৰ"
"1. ডাটা ট্রান্সমিশন, 2. ডাটা ট্রান্সমিশন","1. ডাটা ট্ৰেন্সমিছন, 2. ডাটা ট্ৰেন্সমিছন"
"1.ডেটা ট্রান্সমিশন সিস্টেম, 2.ডেটা ট্রান্সমিশন সিস্টেম","1.ডাটা ট্ৰেন্সমিছন চিষ্টেম, 2.ডাটা ট্ৰেন্সমিছন চিষ্টেম"
"1. ডেটা বিন্যাস, 2. ডেটা বিন্যাস","1. ডাটা ফৰ্মেট, 2. ডাটা ফৰ্মেট"
"1. ডেটা ইউনিট, 2. ডেটা ইউনিট","১.ডাটা ইউনিট, ২.ডাটা ইউনিট"
"1.ডেটা ভ্যালিডেশন, 2.ডেটা ভ্যালিডেশন","1.তথ্য বৈধকৰণ, 2.তথ্য বৈধকৰণ"
তথ্যশালা,ডাটাবেছ
ডাটাবেস প্রশাসন,ডাটাবেছ প্ৰশাসন
ডাটাবেস ডিজাইন,ডাটাবেছ ডিজাইন
ডাটাবেস ম্যানেজমেন্ট সিস্টেম,ডাটাবেছ ব্যৱস্থাপনা ব্যৱস্থা
"1.ডেটাগ্রেভ, 2.ডেটাগ্রেভ","১.ডাটাগ্ৰেভ, ২.ডাটাগ্ৰেভ"
"1. ডেটাম, 2. ডেটা","1. ডেটাম, 2. ডাটা"
"1. নিষ্ক্রিয় অঞ্চল, 2. নিষ্ক্রিয় অঞ্চল","১.নিষ্ক্ৰিয় অঞ্চল, ২.নিষ্ক্ৰিয় অঞ্চল"
অচলাবস্থা,ডেডলক
অচলাবস্থা প্রতিরোধ,ডেডলক প্ৰতিৰোধ
ফল্ট ক্লিয়ারেন্স,দোষ নিষ্কাশন
"1. জাজমেন্ট সেল, 2. বিচার বাক্স","১/ বিচাৰ কোষ, ২/ বিচাৰ বাকচ"
সিদ্ধান্ত গ্রহণের প্রক্রিয়া,সিদ্ধান্ত গ্ৰহণ প্ৰক্ৰিয়া
সিদ্ধান্ত সমর্থন সিস্টেম,সিদ্ধান্ত সমৰ্থন ব্যৱস্থা
সিদ্ধান্ত গাছ,সিদ্ধান্ত গছ
"1. ডিকোডার, 2. ডিকোডার","১.ডিকোডাৰ, ২.ডিকোডাৰ"
দ্রবীভূতকরণ নীতি,দ্ৰৱণ নীতি
ডিকোডিং,ডিকোডিং
ডেডিকেটেড সিস্টেম,ডেডিকেটেড চিষ্টেম
ডেডিকেটেড প্রেস,ডেডিকেটেড প্ৰেছ
ইমিউনাইজেশন ডেটা নেটওয়ার্ক (DDN),প্ৰতিষেধক ডাটা নেটৱৰ্ক (DDN)
ইমিউনাইজেশন তথ্য সিস্টেম,টিকাকৰণ তথ্য ব্যৱস্থা
মিশ্রণ,সংহতি
বিলম্ব,পলম কৰা
বিলম্ব পাল্টা,বিলম্ব কাউণ্টাৰ
বিলম্ব সময়,বিলম্বৰ সময়
"1.মুছুন, 2.মুছুন","১.মচি পেলোৱা, ২.মচি পেলোৱা"
মুছে ফেলার রেকর্ড,ডিলিচন ৰেকৰ্ড
ডিলিমিটার,সীমা নিৰ্ধাৰণকাৰী
ডেল্টা মড্যুলেশন,ডেল্টা মডুলেচন
অনুরোধ পৃষ্ঠা,ৰিকুইজিচন পৃষ্ঠা
কর্মক্ষমতা,প্ৰদৰ্শন
demodulation,ডিমডুলেচন
V- মাল্টিপ্লেক্সার,ভি-মাল্টিপ্লেক্সাৰ
অস্বাভাবিককরণ,ডিনৰ্মেলাইজেচন
"1. ঘনত্ব, 2. ঘনত্ব","১.ঘনত্ব, ২.ঘনত্ব"
"1. নির্ভরতা, 2. নির্ভরতা","১/ নিৰ্ভৰশীলতা, ২/ নিৰ্ভৰশীলতা"
নির্ভরশীল ইউনিট,নিৰ্ভৰশীল একক
কিউ,লানি পতা
"1. dereference, 2. dereference","১.ডিৰেফাৰেন্স, ২.ডিৰেফাৰেন্স"
প্রাপ্ত গাছ,ব্যুৎপত্তি কৰা গছ
প্রাপ্ত ক্ষেত্র,ব্যুৎপত্তি কৰা ক্ষেত্ৰ
সাজানো সাজানো,অৱনমিত সজাই পৰাই তোলা
নকশা,ডিজাইন
ডেস্ক ক্যালকুলেটর,ডেস্ক কেলকুলেটৰ
ডেস্কটপ কম্পিউটার,ডেস্কটপ কম্পিউটাৰ
ডেস্কটপ উপস্থাপনা,ডেস্কটপ উপস্থাপন
ডেস্কটপ পাবলিশিং,ডেস্কটপ প্ৰকাশন
ডেস্কটপ ভিডিও,ডেস্কটপ ভিডিঅ&#39;
গন্তব্য ঠিকানা,গন্তব্যস্থানৰ ঠিকনা
"1. ধ্বংসকারী, 2. ধ্বংসকারী","১.ধ্বংসী, ২.নাশক"
নির্ধারক স্বয়ংক্রিয়তা,ডিটাৰ্মিনিষ্টিক automata
বিকাশকারী,ডেভেলপাৰ
উন্নয়ন ব্যবস্থা,উন্নয়ন ব্যৱস্থা
যন্ত্র,ডিভাইচ
ডিভাইস নিয়ন্ত্রণ ইউনিট,ডিভাইচ নিয়ন্ত্ৰণ একক
ডিভাইস নিয়ামক,ডিভাইচ নিয়ন্ত্ৰক
যন্ত্র ব্যবস্থাপনা,ডিভাইচ ব্যৱস্থাপনা
ডিভাইস মোড,ডিভাইচ ধৰণ
রোগ নির্ণয়,নিদান
ডায়াগনস্টিক সিস্টেম,ডায়েগনষ্টিক চিষ্টেম
"1. ডায়াগনস্টিকস, 2. ডায়াগনস্টিকস","১/ ডায়েগনষ্টিকছ, ২.ডায়েগনষ্টিকছ"
চিত্র,ডায়েগ্ৰাম
ডায়াল,ডায়েল কৰক
ডায়াল লাইন,ডায়েল লাইন
ডায়াল টোন,ডায়েল টোন
ডায়াল আপ,ডায়েল আপ কৰক
"1. সংলাপ, 2. কথোপকথন","১/ সংলাপ, ২/ কথোপকথন"
কথোপকথন ঘর,কথোপকথন কক্ষ
ডায়ালআপ মডেম,ডায়েলআপ মডেম
বীমা,বীমা
অভিধান,অভিধান
"1. ডিফারেনশিয়াল, 2. পৃথকীকরণ","১.ডিফাৰেন্সিয়েল, ২. পাৰ্থক্য"
সংখ্যাসূচক,সংখ্যাগত
ডিজিটাল সিস্টেম,ডিজিটেল ব্যৱস্থা
ডিজিটাল সার্কিট,ডিজিটেল বৰ্তনী
ডিজিটাল কম্পিউটার,ডিজিটেল কম্পিউটাৰ
"1.ডিজিটাল ডেটা, 2.ডিজিটাল ডেটা","1.ডিজিটেল ডাটা, 2.ডিজিটেল ডাটা"
ডিজিটাল সুবিধা,ডিজিটেল সুবিধা
ডিজিটাল ফিল্টার,ডিজিটেল ফিল্টাৰ
ডিজিটাল লাইব্রেরি,ডিজিটেল লাইব্ৰেৰী
ডিজিটাল মড্যুলেশন,ডিজিটেল মডুলেচন
"1. ডিজিটাল ডিসপ্লে, 2. ডিজিটাল মনিটর","1. ডিজিটেল প্ৰদৰ্শন, 2. ডিজিটেল মনিটৰ"
ডিজিটাল ইমেজ,ডিজিটেল ইমেজ
"1. ডিজিটাল স্বাক্ষর, 2. ডিজিটাল স্বাক্ষর","১/ ডিজিটেল স্বাক্ষৰ, ২/ ডিজিটেল স্বাক্ষৰ"
ডিজিটাল সুইচ,ডিজিটেল চুইচ
ডিজিটাল এনালগ রূপান্তরকারী,ডিজিটেল এনালগ কনভাৰ্টাৰ
ডিজিটাইজেশন,ডিজিটাইজেচন
ডিজিটাইজেশন,ডিজিটাইজেচন
ডিজিটাইজার,ডিজিটাইজাৰ
ডায়োড,ডাইঅ&#39;ড
প্রথম দৃষ্টিতে,পোনপটীয়া
সরাসরি ঠিকানা,প্ৰত্যক্ষ ঠিকনা
সরাসরি রূপান্তর,প্ৰত্যক্ষ ৰূপান্তৰ
সরাসরি সংযোগ,প্ৰত্যক্ষ সংযোজন
"1. সরাসরি মেমরি অ্যাক্সেস, 2. সরাসরি মেমরি অ্যাক্সেস (DMA)","1. প্ৰত্যক্ষ মেমৰি অভিগম, 2. প্ৰত্যক্ষ মেমৰি অভিগম (DMA)"
সরাসরি মেমরি অ্যাক্সেস (DMA),প্ৰত্যক্ষ মেমৰি অভিগম (DMA)
সরাসরি পদ্ধতি,প্ৰত্যক্ষ পদ্ধতি
দিকনির্দেশ,দিশ নিৰ্দেশনা
ডিরেক্টরি,ডাইৰেকটৰী
"1. ডিরেক্টরি সার্ভার, 2. ডিরেক্টরি সার্ভার","1. ডাইৰেকটৰি চাৰ্ভাৰ, 2. ডাইৰেকটৰি চাৰ্ভাৰ"
ডিরেক্টরি সেবা,ডাইৰেকটৰি সেৱা
অক্ষম,অক্ষম
অক্ষম সংকেত,সংকেত নিষ্ক্ৰিয় কৰা
"1. সংযোগ বিচ্ছিন্ন, 2. সংযোগ বিচ্ছিন্ন","১.সংযোগ বিচ্ছিন্ন কৰা, ২.সংযোগ বিচ্ছিন্ন কৰা"
"1. বিচ্ছিন্ন, 2. বিযুক্ত","১.বিচ্ছিন্ন, ২.বিচ্ছিন্ন"
"1. ডিস্ক, 2. ডিস্ক","১.ডিস্ক, ২.ডিস্ক"
"1. ডিস্ক ঠিকানা, 2. ডিস্ক ঠিকানা","1. ডিষ্কৰ ঠিকনা, 2. ডিষ্কৰ ঠিকনা"
"1. ডিস্ক অ্যারে, 2. ডিস্ক অ্যারে","1. ডিস্ক এৰে, 2. ডিস্ক এৰে"
"1. ডিস্ক ক্ষমতা, 2. ডিস্ক ক্ষমতা","1. ডিস্ক ক্ষমতা, 2. ডিস্ক ক্ষমতা"
"1. ডিস্ক ড্রাইভার, 2. ডিস্ক ড্রাইভ","1. ডিস্ক ড্ৰাইভাৰ, 2. ডিস্ক ড্ৰাইভ"
ডিস্ক ফাইল,ডিস্ক নথিপত্ৰ
"1. ডিস্ক মেমরি, 2. ডিস্ক মেমরি, 3. ডিস্ক মেমরি, 4. ডিস্ক মেমরি","1. ডিস্ক মেমৰি, 2. ডিস্ক মেমৰি, 3. ডিস্ক মেমৰি, 4. ডিষ্ক মেমৰি"
ডিস্ক অপারেটিং সিস্টেম (DoS),ডিস্ক অপাৰেটিং চিস্টেম (DoS)
ডিস্ক প্যাকেজ,ডিস্ক পেকেজ
"1.চক্রিকা সার্ভার, 2.ডিস্ক সার্ভার","1.চকৰিকা চাৰ্ভাৰ, 2.ডিস্ক চাৰ্ভাৰ"
"1. ডিস্ক স্টোরেজ, 2. ডিস্ক স্টোরেজ","1. ডিষ্ক সংৰক্ষণ, 2. ডিষ্ক সংৰক্ষণ"
ডিস্কেট,ডিস্কেট
প্রদর্শন ফাইল,ফাইল প্ৰদৰ্শন কৰক
প্রদর্শন চিত্র,ছবি প্ৰদৰ্শন কৰক
নিষ্পত্তি,নিষ্পত্তি
দূরত্ব,দূৰত্ব
দূরত্ব ফাংশন,দূৰত্বৰ ফলন
বিকৃতি,বিকৃতি
বিতরণ করা,বিলি কৰা হ’ল
বিতরণ করা তথ্য,বিতৰণ কৰা তথ্য
বিতরণ করা সার্ভার,বিতৰণ কৰা চাৰ্ভাৰ
"1.ডিস্ট্রিবিউটেড সিস্টেম, 2.ডিস্ট্রিবিউটেড সিস্টেম","1.বিতৰিত ব্যৱস্থা, 2.বিতৰিত ব্যৱস্থা"
পরিবেশক,বিতৰক
নথি,নথিপত্ৰ
নথি স্বীকৃত,নথিপত্ৰ স্বীকৃতিপ্ৰাপ্ত
"1. ডকুমেন্ট উইন্ডো, 2. ডকুমেন্ট উইন্ডো","1. দস্তাবেজ উইন্ডো, 2. দস্তাবেজ উইন্ডো"
ডকুমেন্টেশন,নথিপত্ৰ
"ডোমেইন, ডোমেইন","ডমেইন, ডমেইন"
ডোমেন নাম,ডমেইনৰ নাম
"1. ডট ম্যাট্রিক্স প্রিন্টার, 2. ডট ম্যাট্রিক্স প্রিন্টার","1. ডট মেট্ৰিক্স প্ৰিন্টাৰ, 2. ডট মেট্ৰিক্স প্ৰিন্টাৰ"
"নীচে, নীচে","তলত, তলত"
"1.Avallink, 2.Square","১.এভালিংক, ২.বৰ্গ"
ডাউনলোড,ডাউনল’ড
ডাউনলোড সময়,ডাউনলোড সময়
আকর্ষণ,ট্ৰেকচন
DRAM (ডাইনামিক RAM),DRAM (ডাইনামিক ৰেম)
রানঅফ,ৰানঅফ
ড্রাইভার,ড্ৰাইভাৰ
পাতা,পাত
ড্রপ লিস্ট বক্স,তালিকা বাকচ ড্ৰপ কৰক
ড্রাম ড্রাইভ,ড্ৰাম ড্ৰাইভ
"1.ড্রাম প্রিন্টার, 2.ড্রাম প্রিন্টার","1.ড্ৰাম প্ৰিন্টাৰ, 2.ড্ৰাম প্ৰিন্টাৰ"
"1. আইএম ইউনিট, 2. ড্রাম ইউনিট","১.ইম ইউনিট, ২.ড্ৰাম ইউনিট"
"1. দ্বৈততা, 2. দ্বি","১.দ্বৈততা, ২. bi"
দ্বৈত ঘনত্ব,দ্বৈত ঘনত্ব
"1. নীরব ঠিকানা, 2. জাল ঠিকানা","১/ নিৰৱ ঠিকনা, ২/ ভুৱা ঠিকনা"
ডাম্প,ভাণ্ডাৰ
ডুপ্লেক্স সার্কিট,ডুপ্লেক্স বৰ্তনী
বৈধকরণ,বৈধকৰণ
কী কী,কি&#39; কি&#39;
"1.D V D R./W, 2. ডিভিডি রিডিং, 3. লেখা","১.ডি ভি ডি আৰ./ডব্লিউ, ২. ডিভিডি পঢ়া, ৩. লিখা"
ডিভিডি রম,DVD ROM
গতিশীল নির্দেশ,গতিশীল নিৰ্দেশনা
"1.ডাইনামিক মেমরি, 2.ডাইনামিক মেমরি","1.ডাইনামিক মেমৰি, 2.ডাইনামিক মেমৰি"
"1. গতিবিদ্যা, 2. গতিবিদ্যা","১.গতিবিদ্যা, ২.গতিশীলতা"
E B C D I C,ই খ গ ঘ আই চি
ই-ব্যবসা,ই-ব্যৱসায়
প্রতিধ্বনি,প্ৰতিধ্বনি
"1.e-commerce, 2.e-commerce","১.ই-কমাৰ্চ, ২.ই-কমাৰ্চ"
সম্পাদনা,সম্পাদনা কৰা
সম্পাদক,সম্পাদক
শিক্ষাবিষয়ক প্রযুক্তি,শিক্ষাগত প্ৰযুক্তি
e e p rom,ই ই প ৰম
"1. অর্থপূর্ণ ঠিকানা, 2. কার্যকর ঠিকানা","১/ অৰ্থপূৰ্ণ ঠিকনা, ২/ ফলপ্ৰসূ ঠিকনা"
অর্থপূর্ণ অপারেন্ড ঠিকানা,অৰ্থপূৰ্ণ অপাৰেণ্ড ঠিকনা
কার্যকর পদক্ষেপ,ফলপ্ৰসূ কাৰ্য্য
কার্যকরী ইউআইডি,ফলপ্ৰসূ UID
কার্যকর ট্রান্সমিশন অপারেশন,ফলপ্ৰসূ সংক্ৰমণ কাৰ্য্য
অক্টাল বাইট,অক্টল বাইট
"ইলেকট্রনিক লার্নিং, ই-লার্নিং","ইলেক্ট্ৰনিক লাৰ্নিং, ই-লাৰ্নিং"
নির্বাচন অ্যালগরিদম,নিৰ্বাচন এলগৰিদম
ইলেকট্রনিক মেইল সার্ভিস (ই-মেইল),ইলেক্ট্ৰনিক মেইল সেৱা (ই-মেইল)
"1.ইলেক্ট্রনিক প্রিন্টিং, 2.ইলেক্ট্রনিক প্রিন্টার","১.ইলেক্ট্ৰনিক প্ৰিন্টিং, ২.ইলেক্ট্ৰনিক প্ৰিণ্টাৰ"
বৈদ্যুতিক অ্যাকাউন্টিং মেশিন,বৈদ্যুতিক একাউণ্টিং মেচিন
ইলেকট্রনিক্স,ইলেক্ট্ৰনিক্স
ইলেকট্রনিক নিষ্কাশন সিস্টেম (ECS),ইলেক্ট্ৰনিক এক্সজেষ্ট চিষ্টেম (ECS)
ইলেকট্রনিক ডেটা এক্সচেঞ্জ (EDI),ইলেক্ট্ৰনিক ডাটা এক্সচেঞ্জ (EDI)
ইলেকট্রনিক তথ্য প্রক্রিয়াকরণ,ইলেক্ট্ৰনিক ডাটা প্ৰচেছিং
ইলেকট্রনিক ব্রোশিওর,ইলেক্ট্ৰনিক ব্ৰ&#39;চাৰ
ইলেকট্রনিক ফান্ড ট্রান্সফার মেকানিজম (EFTS),ইলেক্ট্ৰনিক ধন হস্তান্তৰ ব্যৱস্থা (EFTS)
"1.ইলেক্ট্রনিক জার্নাল, 2.ইলেক্ট্রনিক জার্নাল","১.ইলেক্ট্ৰনিক জাৰ্নেল, ২.ইলেক্ট্ৰনিক জাৰ্নেল"
ইলেকট্রনিক প্রকাশনা,ইলেক্ট্ৰনিক প্ৰকাশন
ইলেকট্রনিক সুইচ,ইলেক্ট্ৰনিক চুইচ
"উপাদান, উপাদান","উপাদান, উপাদান"
ই-মেইল,ই-মেইল
"1. ই-মেইল ঠিকানা, 2. ইলেকট্রনিক মেইলিং ঠিকানা","১/ ই-মেইল ঠিকনা, ২/ ইলেক্ট্ৰনিক মেইলিং ঠিকনা"
এমবেডেড সিস্টেম,এম্বেডেড চিস্টেম
এমবেডিং,এম্বেডিং
ইমিটার কাপলড লজিক (ইসিএল),এমিটাৰ সংযুক্ত লজিক (ECL)
ফাঁকা স্থান,খালী ঠাই
"1. ফাঁকা চেইন, 2. ফাঁকা চেইন","১.উকা শিকলি, ২.উকা শিকলি"
যান্ত্রিকীকরণ,যান্ত্ৰিকীকৰণ
"1.ক্যাপসুলেশন, 2.ক্যাপসুলেশন","১.কেপচুলেচন, ২.কেপচুলেচন"
ডিকোডার,ডিকোডাৰ
এনকোডিং,এনকোডিং
"1. এনকোডার, 2. কোডাক","১.এনকোডাৰ, ২.কোডাক"
লুকানো তথ্য,লুকাই থকা তথ্য
লুকানো ফাইল সিস্টেম,লুকাই থকা নথিপত্ৰপ্ৰণালী
"1. এনক্রিপশন, 2. কোডিং, 3. এনকোডিং","1. এনক্ৰিপচন, 2. ক&#39;ডিং, 3. এনকোডিং"
ব্লক শেষ,ব্লকৰ শেষ
