Bengali,Marathi
সরাসরি নমুনা,थेट नमुना
সরাসরি স্ক্যানিং,थेट स्कॅनिंग
সরাসরি স্ক্যানিং ক্যামেরা,थेट स्कॅनिंग कॅमेरा
সরাসরি প্রাপ্ত শব্দ তরঙ্গ,थेट प्राप्त ध्वनी लहरी
ভিজ্যুয়াল টিউব,व्हिज्युअल ट्यूब
প্রত্যক্ষ দৃষ্টি,थेट दृष्टी
প্রিজম,प्रिझम
সামনে স্পেকট্রোস্কোপ,फ्रंट स्पेक्ट्रोस्कोप
সামনে টেলিস্কোপ,समोर दुर्बीण
সহজ ওজন,साधे वजन
সরাসরি বর্তমান,थेट वर्तमान
সরাসরি লুপ,थेट पळवाट
সরাসরি স্ক্যানিং,थेट स्कॅनिंग
"দিক, দিক","दिशा, दिशा"
দিকনির্দেশক কোণ,दिशात्मक कोन
গুণক,गुणक
"ডিকোসাইন, ডিকো-কোসাইন","डिकोसाइन, डिको-कोसाइन"
গাইড,मार्गदर्शन
নির্ধারক বিচ্যুতি,निर्धारक विचलन
দিকনির্দেশনা,दिशा निर्धार
নির্দেশ পদ্ধতি,दिशा पद्धत
দিকনির্দেশক ফোকাস,दिशात्मक फोकस
স্থান সংখ্যা,जागा क्रमांक
স্বতঃস্ফূর্ত চুম্বকীয়করণ দিক,उत्स्फूर्त चुंबकीकरण दिशा
সর্বোচ্চ দিক,कमाल दिशा
অভিক্ষেপ দিক,प्रक्षेपण दिशा
দিক অনুপাত,दिशा गुणोत्तर
দিকনির্দেশক ক্যালকুলেটর,दिशात्मक कॅल्क्युलेटर
"দিকনির্দেশক, নির্দেশমূলক","दिशात्मक, दिशात्मक"
দিকনির্দেশক অ্যান্টেনা,दिशात्मक अँटेना
নির্দেশমূলক (অ্যান্টেনা) অ্যারে,दिशात्मक (अँटेना) अॅरे
নির্দেশমূলক মরীচি,दिशात्मक बीम
নির্দেশমূলক বন্ধন,दिशात्मक बंधन
দিকনির্দেশক বৈশিষ্ট্য,दिशात्मक वैशिष्ट्ये
দিকনির্দেশক যুগল,दिशात्मक युग्मक
স্থান ডেরিভেটিভ,जागा व्युत्पन्न
দিকনির্দেশক ফোকাস,दिशात्मक फोकस
দিকনির্দেশক লাভ,दिशात्मक लाभ
নির্দেশমূলক গ্রাফ,दिशात्मक आलेख
নির্দেশমূলক গাইরো,दिशात्मक गायरो
দৃষ্টি অসমতা,दृष्टी विषमता
নির্দেশমূলক চরিত্রায়ন,दिशात्मक व्यक्तिचित्रण
স্থান সমতা,जागा समता
দিকনির্দেশক তীব্রতা,दिशात्मक तीव्रता
নির্দেশমূলক মাইক্রোফোন,दिशात्मक मायक्रोफोन
দিশিক চিত্রম,दिशिक चित्रम
নির্দেশমূলক সম্পত্তি,दिशात्मक गुणधर्म
নির্দেশমূলক অভ্যর্থনা,दिशात्मक रिसेप्शन
দিকনির্দেশক প্রতিফলন,दिशात्मक प्रतिबिंब
দিকনির্দেশক সংবেদনশীলতা,दिशात्मक संवेदनशीलता
দিক সংবেদনশীলতা চিত্রম,दिशा संवेदनशीलता चित्रम
স্থান স্থিতিশীলতা,जागा स्थिरता
"দিকনির্দেশক, দিকনির্দেশনামূলক, নির্দেশমূলক","दिशात्मक, दिशात्मक, दिशात्मक"
নির্দেশমূলক বায়বীয়,दिशात्मक हवाई
নির্দেশমূলক চিত্র,दिशात्मक आकृती
"দিকনির্দেশক লাভ, দিকনির্দেশক লাভ","दिशात्मक लाभ, दिशात्मक लाभ"
দিকনির্দেশনা,दिशादर्शकता
দিকনির্দেশ চিত্র,दिशा आकृती
ডাইরেক্টিভিটি সহগ,डायरेक्टिव्हिटी गुणांक
দিকনির্দেশক লাভ,दिशात्मक लाभ
"দিকনির্দেশ চিত্র, দিকনির্দেশ চিত্র","दिशा आकृती, दिशा आकृती"
"উত্তপ্ত ভালভ, সরাসরি উত্তপ্ত ভালভ","गरम झडप, थेट गरम झडप"
অনুক্রমিক অনুপাত,अनुक्रमिक गुणोत्तर
অভিমুখ,दिशा
নির্দেশমূলক কর্ম,दिशात्मक क्रिया
নিয়ন্ত্রক চক্র,नियामक मंडळ
নিয়ন্ত্রণ ডেস্ক,नियंत्रण डेस्क
নোংরা বোমা,गलिच्छ बॉम्ब
পালস নিষ্ক্রিয় করা,नाडी अक्षम करणे
নিরস্ত্রীকরণ,नि:शस्त्रीकरण
"বস্তু, বৃত্ত, চাকতি, চাকতি","ऑब्जेक्ट, वर्तुळ, डिस्क, डिस्क"
ডিস্ক অ্যানোড,डिस्क एनोड
"ডিস্ক অ্যান্টেনা, সার্কেল অ্যান্টেনা","डिस्क अँटेना, सर्कल अँटेना"
ডিস্ক আর্মেচার,डिस्क आर्मेचर
ডিস্ক ডবল প্রতিসরণ,डिस्क दुहेरी अपवर्तन
ডিস্ক রেকর্ড,डिस्क रेकॉर्ड
ডিস্ক সীল অগ্রভাগ,डिस्क सील नोजल
ডিসিক তরঙ্গ পথ,डिस्किक वेव्ह मार्ग
"নিমজ্জন, পারফিউশন, ব্লিচিং","विसर्जन, परफ्यूजन, ब्लीचिंग"
নিমজ্জন পরিবর্তন সহগ,विसर्जन बदल गुणांक
জল নিমজ্জন,पाण्यात विसर्जन
"নিমজ্জন কী, নিমজ্জন কী","विसर्जन की, विसर्जन की"
নিমজ্জন বাতি,विसर्जन दिवा
নিমজ্জন সম্ভাবনা,विसर्जन क्षमता
নিমজ্জন নল,विसर्जन ट्यूब
নিমজ্জন প্রবাহ,विसर्जन प्रवाह
শঙ্কুযুক্ত ডিস্ক অ্যান্টেনা,शंकूच्या आकाराचे डिस्क अँटेना
অবিচ্ছিন্ন ধারণ,अखंड धारण
অবিচ্ছিন্ন প্রেরণা,अखंड प्रेरणा
প্রথম ধরনের বিরতি,प्रथम प्रकार खंडितता
অবিচ্ছিন্ন বিতরণ,अखंड वितरण
অবিচ্ছিন্ন ফাংশন,अखंड कार्य
ছড়িয়ে পড়া আলো,पसरलेला प्रकाश
অবিচ্ছিন্ন লোড,सतत भार
"বিচ্ছিন্ন পর্যায়, বিচ্ছিন্ন পর্যায়","खंडित अवस्था, खंडित अवस्था"
অবিচ্ছিন্ন বর্ণালী,खंडित स्पेक्ट्रम
অবিচ্ছিন্ন বেগ,अखंड वेग
অসঙ্গতি,विसंगती
অসঙ্গতি,विसंगती
"অসঙ্গত, অসঙ্গতিপূর্ণ, অসঙ্গতিপূর্ণ","विसंगत, विसंगत, विसंगत"
দ্বিতীয় ধরনের বিরতি,दुसरा प्रकार खंडितता
"গবেষণা, অনুসন্ধান","संशोधन, शोध"
অসঙ্গতি,विसंगती
বিশ্বাসযোগ্যতা,विश्वासार्हता
অস্বাভাবিক ঘনত্ব,विसंगत घनता
কণা,कण
বিচ্ছিন্ন সিস্টেম,स्वतंत्र प्रणाली
বস্তুকণা,कण द्रव्य
অবিচ্ছিন্ন বিতরণ,अखंड वितरण
বিচ্ছিন্ন শক্তি অবস্থা,स्वतंत्र ऊर्जा स्थिती
কণা জালি,पार्टिक्युलेट जाली
অবিচ্ছিন্ন ভর,खंडित वस्तुमान
বিচ্ছিন্ন শ্রেণী,स्वतंत्र वर्ग
কথ্য শব্দ বোঝা,उच्चारलेले शब्द आकलन
বিকেন্দ্রীকরণ,विकेंद्रीकरण
ডিফারেনশিয়াল এক্সপোনেন্ট,विभेदक घातांक
বিতরণ কর,वितरण कर
বিবেচনামূলক রেকর্ড,विवेकाधीन रेकॉर्ड
ভগ্নাংশ ট্রান্সফরমার,फ्रॅक्शनल ट्रान्सफॉर्मर
বস্তুকণা,कण द्रव्य
বিপথগামী লাইন,भटकी ओळ
বিভাজন,विखंडन
বিদারণ শক্তি,विखंडन ऊर्जा
অবতল অ্যান্টেনা,अवतल अँटेना
দ্রবীভূতকরণ ফ্যাক্টর,विघटन घटक
"disintegration, granulation","विघटन, दाणेदार"
দ্রবীভূত ধ্রুবক,विघटन स्थिर
অপচয় শক্তি,अपव्यय ऊर्जा
দ্রবীভূত অর্ধ-জীবন,विघटन अर्ध-जीवन
দ্রবীভূত পরিসীমা,विघटन श्रेणी
বিচ্ছিন্ন গতি,अलग गती
যুক্তিসঙ্গত সংযোজন অনুসন্ধান,तर्कसंगत ऍडिटीव्ह शोध
ডিস্ক ভালভ,डिस्क झडप
ডিস্ক ভালভ,डिस्क झडप
"স্থানচ্যুতি, স্থানচ্যুতি, ফাটল, স্থানচ্যুতি","अव्यवस्था, अव्यवस्था, अस्थिभंग, अव्यवस्था"
দোষ ফাঁদ,दोष सापळा
aphasia,वाचा
"ফল্ট লাইন, ফল্ট কোর","फॉल्ट लाइन, फॉल्ट कोर"
ফল্ট লুপ,फॉल्ट लूप
ত্রুটি মডেল,दोष मॉडेल
দোষ ফাঁদ,दोष सापळा
ফল্ট নোড,फॉल्ट नोड
ফল্ট বিম,फॉल्ट बीम
প্রত্যাহারযোগ্য মাস্তুল,मागे घेण्यायोग्य मास्ट
"ব্যাধি, ব্যাধি, ব্যাধি","अव्यवस्था, अव्यवस्था, अव्यवस्था"
ব্যাধি চাপ,विकार दबाव
সুপ্ত বিকিরণ,सुप्त विकिरण
বিশৃঙ্খলা,गोंधळ
ব্যাধি ঘটনা,विकार घटना
"বিভ্রান্তি, বিভ্রান্তি","गोंधळ, गोंधळ"
যোগাযোগকারী,संवादक
ক্যাথোড খাওয়ান,खाद्य कॅथोड
"বিচ্ছুরণ মাধ্যম, বিচ্ছুরণ মাধ্যম","फैलाव मध्यम, फैलाव माध्यम"
বিচ্ছুরিত কণা,विखुरलेले कण
বিচ্ছুরিত রাষ্ট্র,विखुरलेली अवस्था
বিচ্ছুরণ ব্যবস্থা,फैलावणारी यंत्रणा
"dispersed, dispersed","विखुरलेले, विखुरलेले"
বিচ্ছুরণ,फैलाव
ডিগ্রাফোমিটার,डायग्राफोमीटर
প্রতিফলক,परावर्तक
বিচ্ছুরণ ব্যবস্থা,फैलावणारी यंत्रणा
"dispersion, scattering","फैलाव, विखुरणे"
বিচ্ছুরণ চার্ট,फैलाव चार्ट
বিচ্ছুরণ সূচক,फैलाव निर्देशांक
বিচ্ছুরণ চিত্র,फैलाव आकृती
বিচ্ছুরণ প্রভাব,फैलाव प्रभाव
বিচ্ছুরিত ইলেকট্রন,पसरणारा इलेक्ट्रॉन
বিচ্ছুরণ ফ্যাক্টর,फैलाव घटक
বিচ্ছুরণ শক্তি,फैलाव शक्ती
বিচ্ছুরণ মিথস্ক্রিয়া,फैलाव संवाद
বিচ্ছুরণ মই,फैलाव शिडी
বিচ্ছুরণ নিয়ম,फैलाव नियम
বিচ্ছুরণ মাধ্যম,प्रसार माध्यम
বিচ্ছুরণ পদ্ধতি,फैलाव पद्धत
অনুগামী বিচ্যুতি,अनुगामी विक्षेपण
বিচ্ছুরণ বিন্দু,फैलाव बिंदू
বিচ্ছুরণ পরীক্ষা,फैलाव चाचणी
প্রতিফলন,चिंतनशीलता
প্রক্ষিপ্ত,प्रक्षेपण
dispersant,dispersant
বিচ্ছুরিত প্রভাব,पसरणारा प्रभाव
বিচ্ছুরিত মাধ্যম,पसरणारे माध्यम
বিচ্ছুরণ ক্ষমতা,फैलाव क्षमता
স্থানচ্যুত পোস্ট,विस्थापित पोस्ट
উত্পাটন,विस्थापन
স্থানচ্যুতি নাড়ি,विस्थापन नाडी
স্থানচ্যুতি পাল্টা অনুরণন,विस्थापन काउंटर अनुनाद
স্থানচ্যুতি বর্তমান,विस्थापन वर्तमान
স্থানচ্যুতি জাইরোস্কোপ,विस्थापन जायरोस्कोप
স্থানচ্যুতি আইন,विस्थापन कायदा
স্থানচ্যুতি ফিল্টার,विस्थापन फिल्टर
ইমেজ স্থানচ্যুতি,प्रतिमा विस्थापन
স্থানচ্যুতি অনুরণন,विस्थापन अनुनाद
স্থানচ্যুতি আইন,विस्थापन कायदा
"স্থানচ্যুতি স্পাইক, স্থানচ্যুতি স্পাইক","विस्थापन स्पाइक, विस्थापन स्पाइक"
স্থানচ্যুতি-সময় গ্রাফ,विस्थापन-वेळ आलेख
ডিসপ্লেসার সিলিন্ডার,डिस्प्लेसर सिलेंडर
প্রদর্শনী,प्रदर्शन
আলো প্রদর্শন,प्रकाश प्रदर्शित करा
প্রদর্শন অক্ষর,वर्ण प्रदर्शित करा
প্রদর্শন সুইচ,प्रदर्शन स्विच
কনসোল,कन्सोल
ডাইকোটাইলেডোনাস,dicotyledonous
টিয়ারিং ফোর্স,फाडणे शक्ती
বিদায় নিমজ্জন,निरोप विसर्जन
বিচ্ছিন্নকরণ শক্তি,विघटन शक्ती
বিদারী স্ফুলিঙ্গ নিমজ্জন,विडारी चमचमीत विसर्जन
প্রত্যাহারের প্রবণতা,पैसे काढण्याची प्रवृत्ती
বিচ্ছিন্নযোগ্য ডায়নামো,वेगळे करण्यायोग्य डायनॅमो
ব্যবচ্ছেদ থালা,विच्छेदन डिश
ব্যবচ্ছেদ মাইক্রোস্কোপ,विच्छेदन सूक्ष्मदर्शक
পোকা তাড়ানোর ঔষধ,कीटक निरोधक
"অসম, অসম","असमान, असमान"
ক্ষয় সহগ,क्षय गुणांक
"লসলেস লাইন, অবচয় রেখা","लॉसलेस रेषा, घसारा रेषा"
অপসারণ শক্তি,नष्ट करणारी शक्ती
শক্তি অপচয়,ऊर्जा अपव्यय
ক্ষয়কারী ফাংশন,खराब होणारे कार्य
ক্ষয় সিস্টেম,क्षय प्रणाली
ক্ষয় পদ,क्षय अटी
বিভাজ্য,वेगळे करण्यायोग्य
পৃথক,वेगळे केले
বিচ্ছিন্ন অণু,विभक्त रेणू
স্বভাব,स्वभाव
পৃথকীকরণ ধ্রুবক,विघटन स्थिर
বিচ্ছেদ সীমা,पृथक्करण मर्यादा
বিচ্ছেদ চাপ,पृथक्करण दबाव
বিচ্ছেদ নীতি,पृथक्करण तत्त्व
বিভাজ্য ক্যাপচার,विभक्त कॅप्चर
diffuse diffusion,डिफ्यूज डिफ्यूजन
বিভাজ্য ionization,विभक्त आयनीकरण
সামঞ্জস্যহীনতা,विसंगतता
অসঙ্গতিবাদী,गैर-कन्फॉर्मिस्ट
অপ্রতিসম,असममित
অসমমিত সার্কিটরি,असममित सर्किटरी
অপ্রতিসম ট্রান্সডুসার,असममित ट्रान्सड्यूसर
অসমতা,विषमता
অসমতা সহগ,विषमता गुणांक
দূরবর্তী দ্বি-শাখা,दूरची द्विशाखा
দূরত্ব,अंतर
দূরত্ব ত্রুটি,अंतर त्रुटी
দূরত্ব ফাংশন,अंतर कार्य
দূরত্ব নির্দেশক,अंतर सूचक
দূরত্ব চিহ্ন,अंतर चिन्ह
দূরত্ব পরিমাপের সরঞ্জাম,अंतर मोजण्याचे उपकरण
কেন্দ্রের দূরত্ব,केंद्रबिंदू अंतर
দূরত্ব রেজোলিউশন,अंतर निराकरण
দূরবর্তী রচনা,दूरस्थ रचना
"স্বতন্ত্র, স্বতন্ত্র, স্বতন্ত্রভাবে প্রকাশ করা","वेगळे, वेगळे, स्पष्टपणे व्यक्त केलेले"
ধারালো ছবি,तीक्ष्ण प्रतिमा
বৈষম্য,भेदभाव
পৃথক সম্পত্তি,स्वतंत्र मालमत्ता
স্পষ্ট দৃষ্টি,स्पष्ट दृष्टी
"পার্থক্য করা, পার্থক্য করা","वेगळे करणे, वेगळे करणे"
ডিফারেনশিয়াল ডিস্ট্রিবিউশন,विभेदक वितरण
ভিন্ন সময়,भिन्न वेळ
বিকৃতি,विकृती
বিকৃত চিত্র,विकृत प्रतिमा
"বিকৃতি, বিকৃতি","विकृती, विकृती"
বিকৃতি বক্ররেখা,विकृत वक्र
বিকৃতি ফ্যাক্টর,विकृती घटक
অভিক্ষেপ বিকৃতি,प्रोजेक्शन विकृती
বিকৃতি উপপাদ্য,विकृती प्रमेय
বিকৃতি স্থিতিস্থাপকতা,विकृत लवचिकता
বিকৃত পরিবর্ধন,विकृत प्रवर्धन
বিকৃতিহীন মড্যুলেশন,विकृत मोड्यूलेशन
আর্টিফ্যাক্টোমিটার,आर्टिफॅक्टोमीटर
কষ্ট ফ্রিকোয়েন্সি,त्रास वारंवारता
দুর্দশার সংকেত,त्रास सिग्नल
"বন্টিত বৈশিষ্ট্য, বিতরণ ধ্রুবক","वितरित वैशिष्ट्ये, वितरित स्थिर"
"বিতরণকৃত পরিবর্ধন, সংযোজন পরিবর্ধন","वितरित प्रवर्धन, अॅडिटीव्ह प्रवर्धन"
বিতরণ করা পরিবর্ধক,वितरित अॅम्प्लीफायर
বিতরণ হোল্ডিং,वितरित होल्डिंग
বিতরণ হোল্ডিং,वितरित होल्डिंग
বিতরণ করা নির্গমন ফটোডিওড,वितरित उत्सर्जन फोटोडायोड
বিতরণ করা লোড বিতরণ করা লোড,वितरित लोड वितरित लोड
বিতরণ সার্কিটরি,वितरित सर्किटरी
বিতরণ পরামিতি সিস্টেম,वितरित पॅरामीटर सिस्टम
"বিতরণ, বিতরণ","वितरण, वितरण"
বিতরণ অনুপাত,वितरण प्रमाण
বিতরণ পরিবর্ধক,वितरण अॅम्प्लीफायर
বন্টন সহগ,वितरण गुणांक
বন্টন বক্ররেখা,वितरण वक्र
বন্টন সমীকরণ,वितरण समीकरण
স্থানীয় বিতরণ,स्थानिक वितरण
"সময় বন্টন, সময় বন্টন","वेळेचे वितरण, वेळेचे वितरण"
ডেলিভারি ক্ষতি,वितरण नुकसान
তীব্রতা বিতরণ,तीव्रता वितरण
বেগ বিতরণ,वेग वितरण
বিতরণ পরামিতি,वितरण पॅरामीटर
বিতরণ নীতি,वितरण तत्त्व
বিতরণ স্থিতিশীলতা,वितरण स्थिरता
বিতরণমূলক জালি,वितरणात्मक जाळी
"বন্টন নিয়ম, বন্টন নিয়ম","वितरण नियम, वितरण नियम"
"বিঘ্নিত ভারসাম্য, বিঘ্নিত ভারসাম্য","विस्कळीत समतोल, विस्कळीत समतोल"
ঝামেলা,अडथळा
ঝামেলা তরঙ্গ সংখ্যা,व्यत्यय लहर क्रमांक
বিরক্ত কথোপকথন প্রক্রিয়া,विस्कळीत संभाषण प्रक्रिया
বিরক্ত অনুভূমিক ফ্লাইট,विस्कळीत क्षैतिज फ्लाइट
বিরক্তিকর গতি,त्रासदायक गती
বিরক্ত শ্রেণী,अस्वस्थ वर्ग
বিরক্ত দোলন,विस्कळीत दोलन
বিরক্তিকর শক্তি,त्रासदायक शक्ती
বিরক্তিকর ফাংশন,गोंधळ कार्य
অস্থিরতার সম্ভাবনা,अडथळा संभाव्य
ডিস্ক স্টোরেজ,डिस्क स्टोरेज
"discontinuity, discontinuity, break","खंड, खंड, खंड"
ফলআউট ডিভাইস,फॉलआउट डिव्हाइस
"অহনিক, দিবা, দিবাচর, দৈনিক","अहनिक, दिवा, दिवाचार, दैनिक"
দৈনিক শেডিং,दररोज शेडिंग
দৈনিক শেডিং,दररोज शेडिंग
দৈনিক পরিবর্তন,दररोज बदल
দৈনিক বৃত্ত,दैनिक वर्तुळ
"দৈনিক চক্র, দিন চক্র","दैनंदिन चक्र, दिवसाचे चक्र"
দৈনিক বক্তৃতা,दैनंदिन भाषण
দৈনিক তাপ তরঙ্গ,दररोज उष्णतेची लाट
প্রতিদিনের অসমতা,दररोज असमानता
দৈনিক গতি,रोजचा वेग
দৈনিক প্যারালাক্স,दैनिक समांतर
"দৈনিক তাপমাত্রা, দৈনিক তাপমাত্রা","दैनंदिन तापमान, दैनंदिन तापमान"
"আগুন পরিবর্তন, দৈনন্দিন পরিবর্তন","आग बदल, दररोज बदल"
দৈনিক দৃষ্টি,दैनिक दृष्टी
দ্বিধাবিভক্তি,द्विविभाजन
দ্বি-সংক্রান্ত,द्विसंवेदी
দ্বৈত আয়ন,divalent आयन
ডবল সিস্টেম,दुहेरी प्रणाली
অবরোহী পা,उतरता पाय
"to pass away, to pass away","निघून जाणे, निघून जाणे"
"ভিন্নতা, বিচ্যুতি, বিচ্যুতি","वळवणे, वळवणे, वळवणे"
বিচ্যুতি ক্ষতি,विचलन नुकसान
বেগ অপসারণ,वेग विचलन
বিচ্যুতি হার,विचलन दर
ভিন্নতা উপপাদ্য,भिन्नता प्रमेय
ভিন্নমুখী,वळवणारा
বিচ্ছিন্ন সিস্টেম,भिन्न प्रणाली
ভিন্নমুখী অভিসারী ভর,भिन्न अभिसरण वस्तुमान
ভিন্ন প্রবাহ,भिन्न प्रवाह
অপসারিত লেন্স,वळवणारी लेन्स
অপসারিত আলো,वळणारा प्रकाश
ভিন্ন গতি,भिन्न वेग
অপসারিত রশ্মি,वळवणारे किरण
অপসারিত লেন্স,वळवणारी लेन्स
ডাইভার তরল,विविध द्रवपदार्थ
ডাইভারশন,वळवणे
প্রকরণ অ্যান্টেনা,भिन्नता अँटेना
পরিবর্তন রাডার,भिन्नता रडार
পরিবর্তন রিসিভার,भिन्नता प्राप्तकर्ता
প্রকরণ সিস্টেম,भिन्नता प्रणाली
"ভাজক (n.), ভাগ করা, ভাগ করা, ভাগ করা (ver.)","विभाजक (n.), विभाजित करणे, विभाजित करणे, विभाजित करणे (ver.)"
"বিভক্ত, বিভক্ত","विभाजित, विभाजित"
বিভক্ত সার্কিট,विभाजित सर्किट
বিভক্ত স্পর্শ,विभाजित स्पर्श
বিভক্ত স্পর্শ পদ্ধতি,स्प्लिट टच पद्धत
"বিভাজক, বিভাজক","विभाजक, विभाजक"
"ট্রানজিশন জাল, বিভাজক জাল","संक्रमण जाळी, विभाजक जाळी"
"immersion-bell, immersion vessel","विसर्जन-घंटा, विसर्जन पात्र"
"বিভাগ, বিভাগ, বিভাগ","विभागणी, विभागणी, विभागणी"
বিভক্ত শব্দ,विभाजित आवाज
স্কেল বিভাগ,स्केल विभागणी
দূরত্ব মাপার যন্ত্র,अंतर मोजण्याचे साधन
তথ্যচিত্র,माहितीपट
যন্ত্রপাতি রাখার কক্ষ,मशीन रूम
দূরত্ব কমান,अंतर कमी करा
দূরত্ব বৃদ্ধি,अंतर वाढवणे
"ডোমেইন, ডোমেইন, প্রদেশ, অঞ্চল","डोमेन, डोमेन, प्रांत, प्रदेश"
"ডোমেইন-তত্ত্ব, ডোমেন-তত্ত্ব","डोमेन-सिद्धांत, डोमेन-सिद्धांत"
"গম্বুজ, গম্বুজ","घुमट, घुमट"
পঞ্চম (সঙ্গীত),पंचम (संगीत)
প্রভাবশালী অবস্থান,प्रभावशाली स्थिती
প্রধান তরঙ্গ,प्रमुख लहर
কার্যকর তরঙ্গদৈর্ঘ্য,प्रभावी तरंगलांबी
দাতা,दाता
দাতা স্তর,दाता पातळी
দরজার হাতল ক্যাপাসিটর,दरवाजाचे हँडल कॅपेसिटर
মাদিত,मदित
মাদিত সন্ধি,मदित तह
"ভেজাল, ভেজাল","भेसळ, भेसळ"
মাতাল প্রতিশোধ,मद्यधुंद सूड
ডপলার বিচ্ছেদ,डॉपलर वेगळे करणे
ডপলার কোর,डॉपलर कोर
ডপলার এফেক্ট,डॉपलर प्रभाव
ডপলার-ফিজো প্রভাব,डॉपलर-फीजो प्रभाव
ডপলার রাডার,डॉपलर रडार
ডপলার স্থানচ্যুতি,डॉपलर विस्थापन
ডপলার বর্ণালী,डॉपलर स्पेक्ट्रम
ডপলার পদ্ধতি,डॉपलर पद्धत
ডপলার পৃথুতা,डॉपलर पृथुता
"ডোরান, ডপলার অসমোসিস","डोरान, डॉपलर ऑस्मोसिस"
"quantification, quantification","quantification, quantification"
"ডোজ, পরিমাণ","डोस, प्रमाण"
পরিমাণ হার,प्रमाण दर
ভলিউম হার প্রভাব,व्हॉल्यूम दर प्रभाव
পরিমাণ স্কেল,प्रमाण स्केल
ভলিউম প্রভাব,व्हॉल्यूम प्रभाव
কোয়ান্টোমিটার,क्वांटोमीटर
পরিমাণগত,परिमाणात्मक
"বিন্দু, বিন্দু","बिंदू, बिंदू"
"ঘের এবং গোষ্ঠী, বিন্দু এবং লাইন","घेर आणि गट, बिंदू आणि रेखा"
বিন্দু বৃত্ত,बिंदू वर्तुळ
পয়েন্ট জেনারেটর,पॉइंट जनरेटर
পয়েন্ট সিন্যাপস,पॉइंट सायनॅप्स
বিন্দুযুক্ত চিত্র,ठिपके असलेला आकृती
ডট সিকোয়েন্স রঙিন টেলিভিশন,डॉट सीक्वेन्स कलर टेलिव्हिजन
পয়েন্ট অনুক্রমিক সিস্টেম,बिंदू अनुक्रमिक प्रणाली
"বিন্দু, splattered","ठिपके, splattered"
বিন্দুযুক্ত বক্ররেখা,ठिपके असलेला वक्र
"ডবল, ডিপ্লয়েড, পেয়ার, ডুয়াল, দ্বৈত, দ্বিমুখী","दुहेरी, द्विगुणित, जोडी, दुहेरी, द्विधार्मिक, द्विभाजक"
ডবল গ্রহণকারী,दुहेरी स्वीकारणारा
পিক-পিক মাত্রা,शिखर-शिखर परिमाण
ডবল ব্যান্ড,दुहेरी बँड
দ্বিগুণ শাস্তি,दुहेरी शिक्षा
ডবল প্রপেলান্ট,दुहेरी प्रणोदक
দ্বিপদ ভারসাম্য,द्विपाद शिल्लक
ডবল মরীচি ক্যাথোড টিউব,दुहेरी बीम कॅथोड ट्यूब
ডবল মরীচি অসিলেটর,डबल बीम ऑसिलेटर
ডবল বন্ড গঠন,दुहेरी बाँड निर्मिती
ডবল বন্ড,दुहेरी बाँड
ডবল সেতু,दुहेरी पूल
দ্বি-বোতাম কার্বন মাইক্রোফোন,द्वि-बटण कार्बन मायक्रोफोन
ডাবলক্ল্যাম্প,डबलक्लॅम्प
দ্বিমুখী,द्विभाजक
বাইকনভেক্স লেন্স,द्विकोनव्हेक्स लेन्स
"দুই-যোগাযোগ কী, দুই-যোগাযোগ কী","दोन-संपर्क की, दोन-संपर्क की"
বাইকনভেক্স লেন্স,द्विकोनव्हेक्स लेन्स
দ্বিগুণ হস্তক্ষেপ,दुहेरी हस्तक्षेप
দ্বৈত পার্থক্য,दुहेरी भिन्नता
দ্বি-প্রসারণ ট্রানজিস্টর,द्वि-प्रसार ट्रान्झिस्टर
bidiode triode,bidiode triode
bidiode পরিবর্তনশীল mu pentode,bidiode व्हेरिएबल mu pentode
ডাইপোল ইলেক্ট্রোড,द्विध्रुवीय इलेक्ट्रोड
দ্বি-ইলেক্ট্রনিক জাম্প,बायलेक्ट्रॉनिक उडी
ডাইলেক্ট্রনিক উত্তেজনা,डायलेक्ट्रॉनिक उत्तेजना
অস্পষ্ট পর্যবেক্ষণ,उभयनिष्ठ निरीक्षण
দ্বি-ফোকাস,द्वि-फोकस
বাইফোকাল ভর স্পেকট্রোগ্রাফার,बायफोकल मास स्पेक्ट्रोग्राफर
দ্বিগুণ,दुप्पट
bipropulsion,bipropulsion
দ্বি-হাইপারানী ধারা,द्वि-हायपरनी कलम
দ্বি-প্রতিফলিত প্রিজম,द्वि-प्रतिबिंबित प्रिझम
ডবল আয়নিত,दुहेरी ionized
ডবল ionization,दुहेरी आयनीकरण
দ্বি স্তর,द्विस्तरीय
"ডবল লাইন, ডবল লাইন","दुहेरी ओळ, दुहेरी ओळ"
অধ্যবসায় সংখ্যা,सातत्य क्रमांक
ডবল meniscus পরিবর্তন,दुहेरी मेनिस्कस बदल
ডবল আয়না,दुहेरी आरसा
ডাইপোল মড্যুলেশন,द्विध्रुवीय मॉड्यूलेशन
ডবল অণু,दुहेरी रेणू
ডবল পেন্ডুলাম,दुहेरी लोलक
ডবল পয়েন্ট,दुहेरी बिंदू
ডবল মেরু,दुहेरी ध्रुव
বাইপোলার ডাইপোল সুইচ,द्विध्रुवीय द्विध्रुवीय स्विच
দ্বিগুণ নির্ভুলতা,दुहेरी अचूकता
bipulsation,bipulsation
দ্বি-চতুর্ভুজ,द्वि-चतुर्थांश
বাইপোলার সংক্রমণ,द्विध्रुवीय संसर्ग
বাইনোমিটার,द्विमापक
ডবল প্রতিসরণ,दुहेरी अपवर्तन
ডবল বিক্ষিপ্তকরণ,दुहेरी विखुरणे
