Odiya,Gujarati
ପରିମାପ,પરિમાણ
ପରିମାପହୀନ |,પરિમાણહીન
ସମୀକରଣ ପରିମାଣ,સમીકરણ પરિમાણ
ଡାୟୋଫାଣ୍ଟସ୍ ସମୀକରଣ |,ડાયોફન્ટસનું સમીકરણ
ପତନର କୋଣ,પતનનો કોણ
ଡିପୋଲ୍ କୋର୍ଡିନେଟ୍ |,દ્વિધ્રુવ કોઓર્ડિનેટ્સ
ଡିପୋଲ୍,દ્વિધ્રુવ
ବିପିରାମିଡ୍ |,બાયપીરામિડ
dirac delta function,ડીરાક ડેલ્ટા કાર્ય
ସାଧାରଣ ଟାଙ୍ଗେଣ୍ଟ୍ |,સામાન્ય સ્પર્શક
ଡାହାଣ କୋଣ,જમણો ખૂણો
ସିଧାସଳଖ ରେଖା |,સીધી રેખા
ସ୍ପେସ୍ ଡେରିଭେଟିଭ୍ |,જગ્યા વ્યુત્પન્ન
"ଡିକୋସିନ୍, ଡିକୋ-କୋସାଇନ୍ |","ડીકોસિન, ડીકો-કોસાઇન"
ସର୍ବାଧିକ ଦିଗ,મહત્તમ દિશા
ପ୍ରୋଜେକସନ ଦିଗ,પ્રક્ષેપણ દિશા
ଦିଗ ଅନୁପାତ |,દિશા ગુણોત્તર
ନିୟାମକ ସର୍କଲ୍ |,નિયમનકારી વર્તુળ
ନିୟାମକ ସର୍କଲ୍ |,નિયમનકાર વર્તુળ
ଅନୁଲୋମା ଉତ୍ପାଦ |,અનુલોમા ઉત્પાદન
"ପ୍ରତ୍ୟକ୍ଷ ପ୍ରମାଣ, ପ୍ରତ୍ୟକ୍ଷ ପ୍ରମାଣ |","સીધો પુરાવો, સીધો પુરાવો"
କ୍ରମିକ ଅନୁପାତ |,અનુક્રમિક ગુણોત્તર
ଭାଗ୍ୟ,નિયતિ
ଅନୁଲୋମା ରାଶି |,અનુલોમા સરવાળો
ଅସନ୍ତୁଷ୍ଟ ସେଟ୍ |,અસંબંધિત સમૂહ
"ବିଚ୍ଛିନ୍ନତା, ବନ୍ଦ, ବିରତି |","નિરંતરતા, નિરંતરતા, વિરામ"
ଡେରିଭେଟିଭ୍ ର ବିଚ୍ଛିନ୍ନତା |,વ્યુત્પન્નતાની વિરામ
ପ୍ରଥମ ପ୍ରକାର ବିଚ୍ଛିନ୍ନତା |,પ્રથમ પ્રકારનું વિરામ
ଦ୍ୱିତୀୟ ପ୍ରକାର ବିଚ୍ଛିନ୍ନତା |,બીજા પ્રકારનું વિરામ
ନିରନ୍ତର ବଣ୍ଟନ |,અવ્યવસ્થિત વિતરણ
ବିଚ୍ଛିନ୍ନ କାର୍ଯ୍ୟ,અવ્યવસ્થિત કાર્ય
ବିଚ୍ଛିନ୍ନ ଭିନ୍ନତା |,અવ્યવસ્થિત તફાવત
କଣିକା,રજકણ
ନିରନ୍ତର ବଣ୍ଟନ |,અવ્યવસ્થિત વિતરણ
ନିରନ୍ତର ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ |,અસંતુલિત સંભાવના વિતરણ
ବିଚ୍ଛିନ୍ନ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |,અવ્યવસ્થિત રેન્ડમ ચલ
ବିଚ୍ଛିନ୍ନ ନମୁନା ସ୍ଥାନ |,અવિરત નમૂના જગ્યા
ପୃଥକ ଏଗ୍ରିଗେଟ୍ |,અલગ એકંદર
ବିଚ୍ଛିନ୍ନ ଜନସଂଖ୍ୟା |,અલગ વસ્તી
ବିଚ୍ଛିନ୍ନ ଅବସ୍ଥା |,અલગ રાજ્ય
ବିଚ୍ଛିନ୍ନ ଭିନ୍ନତା |,અવ્યવસ્થિત તફાવત
ବଣ୍ଟନ କର,વિતરણ કર
ଭେଦଭାବ ବିଶ୍ଳେଷଣ |,ભેદભાવપૂર્ણ વિશ્લેષણ
ଅସନ୍ତୁଷ୍ଟ,અસંબંધિત
ଅସନ୍ତୁଷ୍ଟ ଘଟଣା |,અસંબદ્ધ ઘટના
ଅସନ୍ତୁଷ୍ଟ ସେଟ୍ |,અસંબંધિત સમૂહ
ଭର୍ତ୍ତି ସନ୍ନିବେଶ |,અસંબંધિત નિવેશ
"ବିଚ୍ଛିନ୍ନତା, ଯୁକ୍ତିଯୁକ୍ତ ରାଶି |","વિભાજન, તર્કસંગત સરવાળો"
"ବିଚ୍ଛେଦ, ବିଛାଇବା |","વિખેરવું, વિખેરવું"
ବିଚ୍ଛେଦ ଚାର୍ଟ |,વિક્ષેપ ચાર્ટ
ବିଚ୍ଛେଦ ସୂଚକାଙ୍କ |,વિક્ષેપ સૂચકાંક
ବିଚ୍ଛେଦ ଚିତ୍ର |,વિક્ષેપ રેખાકૃતિ
ବିଚ୍ଛେଦ ମାଟ୍ରିକ୍ସ |,વિક્ષેપ મેટ્રિક્સ
ବିସ୍ଥାପନ,વિસ્થાપન
ପ୍ରଦର୍ଶନ,પ્રદર્શન
କୋନସୋଲ,કન્સોલ
"ଅସମାନ, ଅସମାନ","અસમાન, અસમાન"
ବିଚ୍ଛିନ୍ନ ଶକ୍ତି,વિસર્જન બળ
ଦୂରତା କାର୍ଯ୍ୟ,અંતર કાર્ય
ଦୂରତା ମଡ୍ୟୁଲସ୍,અંતર મોડ્યુલસ
ଅଣ-ବଣ୍ଟନକାରୀ |,બિન-વિતરણકારક
"ବଣ୍ଟନ ନିୟମ, ବଣ୍ଟନ ନିୟମ |","વિતરણ નિયમ, વિતરણ નિયમ"
"ବିସର୍ଜନ କରିବାକୁ, ବିସର୍ଜନ କରିବାକୁ |","વિખેરી નાખવું, વિખેરી નાખવું"
"ବିଭେଦ, ବିଭେଦ, ବିଭେଦ |","ભિન્નતા, ભિન્નતા, ભિન્નતા"
ଭିନ୍ନତା ଥିଓରେମ୍ |,વિચલન પ્રમેય
ବିଭେଦ,જુદીજુદી
ଭିନ୍ନ ପରିସର |,અલગ શ્રેણી
ବିଭାଜନ ପାର୍ଥକ୍ୟ |,વિભાજિત તફાવત
"ବିଭାଜନତା, ବିଭାଜନତା |","વિભાજ્યતા, વિભાજ્યતા"
"ବିଭାଜନ, ବିଭାଜନ","વિભાજ્ય, વિભાજ્ય"
"ବିଭାଜନ, ବିଭାଜନ, ବିଭାଜନ |","વિભાજન, વિભાજન, વિભાજન"
ବିଭାଜନ ଆଲଗୋରିଦମ |,વિભાજન અલ્ગોરિધમ
ବିଭାଜିତ ରିଙ୍ଗ |,વિભાજિત રિંગ
ଚତୁର୍ଭୁଜ,ચતુર્ભુજ
ଡିକାଗନ୍ |,દશકોણ
"ଡୋମେନ୍, ଡୋମେନ୍, ପ୍ରଦେଶ, ଅଞ୍ଚଳ |","ડોમેન, ડોમેન, પ્રાંત, પ્રદેશ"
କାର୍ଯ୍ୟର ଡୋମେନ୍ |,કાર્યનું ડોમેન
ସଂଜ୍ଞା-ପ୍ରଦେଶ |,વ્યાખ્યા-પ્રાંત
ଅସ୍ତିତ୍ୱର ଅବସ୍ଥା |,અસ્તિત્વની સ્થિતિ
ଓଭରବ୍ରିଡ୍ ଡିଭାଇସ୍ |,ઓવરરાઇડિંગ ઉપકરણ
ଡୋପଲର ପ୍ରଭାବ,ડોપ્લર અસર
"ବିନ୍ଦୁ ଉତ୍ପାଦ, ସ୍କାଲାର୍ ଉତ୍ପାଦ |","બિંદુ ઉત્પાદન, સ્કેલર ઉત્પાદન"
ବିନ୍ଦୁ ବକ୍ର,ડોટેડ વળાંક
ଡୁଆଲ୍ ଭିନ୍ନକ୍ଷମ |,બેવડા તફાવત
ଦୁଇଗୁଣ ବଣ୍ଟନ,ડબલ ઘાતાંકીય વિતરણ
ଡବଲ୍ କୋଇଲ୍ |,ડબલ કોઇલ
ବାଇନାରୀ ଇଣ୍ଟିଗ୍ରାଲ୍ |,દ્વિસંગી અભિન્ન
ବାଇନାରୀ ଏକୀକରଣ |,દ્વિસંગી એકીકરણ
ଦୁଇଥର ସୀମା |,ડબલ મર્યાદા
ଡବଲ୍ ନମୁନା ଇଭେଣ୍ଟ |,ડબલ સેમ્પલિંગ ઇવેન્ટ
ଡବଲ୍ କ୍ରମ |,ડબલ ક્રમ
ଡବଲ୍ ସିରିଜ୍ |,ડબલ શ્રેણી
ଡବଲ୍-ସଂଲଗ୍ନ ନୋଟେସନ୍ |,ડબલ-જોડાયેલ નોટેશન
ଦୁଇଥର ସଂକଳନ |,ડબલ સંકલન
ତଳ ତ୍ୱରଣ,નીચે તરફ પ્રવેગક
ନିମ୍ନ ବିସ୍ଥାପନ |,નીચે તરફનું વિસ્થાપન
ନିମ୍ନ ଗତି,નીચેની ગતિ
ତଳ ବେଗ,નીચે તરફનો વેગ
ଟ୍ରାକ୍ସନ୍,ટ્રેક્શન
ଟ୍ରାକ୍ସନ୍ ଫୋର୍ସ |,ટ્રેક્શન બળ
"ଦ୍ୱ ual ତ ଦ୍ୱ ual ତ୍ୟ,",બેવડી દ્વૈતતા
ଡୁଆଲ୍ ବେସ୍ |,ડ્યુઅલ બેઝ
ଦ୍ୱ ual ତ ଆଭ୍ୟନ୍ତରୀଣ ଉତ୍ପାଦ |,દ્વિ આંતરિક ઉત્પાદન
ଡୁଆଲ୍ ଲାଇନ୍ ପ୍ରୋଗ୍ରାମିଂ ସମସ୍ୟା |,ડ્યુઅલ રેખીય પ્રોગ્રામિંગ સમસ્યા
"ଡବଲ୍ ଅପରେସନ୍, ଡୁଆଲ୍ ଅପରେସନ୍ |","ડબલ ઓપરેશન, ડ્યુઅલ ઓપરેશન"
ଦ୍ୱ ual ତ ସମସ୍ୟା |,બેવડી સમસ્યા
ଡୁଆଲ୍ ସିଙ୍ଗଲ୍ ଆଲଗୋରିଦମ୍ |,ડ્યુઅલ સિંગલ અલ્ગોરિધમ
ଡୁଆଲ୍ ସିଙ୍ଗଲ୍ ପଦ୍ଧତି |,ડ્યુઅલ સિંગલ પદ્ધતિ
ଡୁଆଲ୍ ସ୍ପେସ୍ |,બેવડી જગ્યા
ଡୁଆଲ୍ ଭେରିଏବଲ୍ |,દ્વિ ચલ
ଡୁଆଲ୍ ଭେକ୍ଟର ସ୍ପେସ୍ |,ડ્યુઅલ વેક્ટર જગ્યા
ନୀରବ ସୂଚକାଙ୍କ |,મૌન અનુક્રમણિકા
ନୀରବ ଫୁଟର୍ |,મૌન ફૂટર
ନୀରବ ଚୁକ୍ତି |,મૌન કરાર
ନୀରବ ଭେରିଏବଲ୍ |,શાંત ચલ
ନକଲ,ડુપ્લિકેશન
ଗତିଶୀଳ |,ગતિશીલ
ଗତିଶୀଳ ସିଷ୍ଟମ୍ |,ગતિશીલ સિસ્ટમ
ଗତିଶୀଳ ଚାହିଦା କାର୍ଯ୍ୟ |,ગતિશીલ માંગ કાર્ય
ଗତିଶୀଳ ମଡେଲ୍ |,ગતિશીલ મોડેલ
ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ |,ગતિશીલ પ્રોગ્રામિંગ
ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ ପଦ୍ଧତି |,ગતિશીલ પ્રોગ્રામિંગ અભિગમ
ଗତିଶୀଳ ପ୍ରୋଗ୍ରାମିଂ କ ques ଶଳ |,ગતિશીલ પ્રોગ્રામિંગ તકનીકો
"ଗତିଶୀଳତା, ଗତିଶୀଳତା |","ગતિશીલતા, ગતિશીલતા"
କଣିକା ଗତିଶୀଳତା |,કણ ગતિશીલતા
କଠିନ ଶରୀର ଗତିଶୀଳତା |,સખત શરીરની ગતિશીલતા
"ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ, ପୃଥିବୀ ସମ୍ପର୍କ (ver।)","પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી, પૃથ્વી સંપર્ક (ver.)"
ଭୂକମ୍ପ ତୀବ୍ରତା |,ભૂકંપની તીવ્રતા
ବିଚିତ୍ରତା,તરંગીતા
ଅନୁମାନ,ધારણા
ଅର୍ଥନ ric ତିକ ପୂର୍ବାନୁମାନ |,ઇકોનોમેટ્રિક આગાહી
ଅର୍ଥନୀତିଜ୍ଞ,અર્થશાસ્ત્રી
ଅର୍ଥନୀତି,અર્થશાસ્ત્ર
ଅର୍ଥନୀତି,અર્થશાસ્ત્ર
"ମୂଳ, ଧାର, ଲୁହ","કોર, ધાર, આંસુ"
ସମୁଦାୟ କୋର ସମ୍ମୁଖୀନ |,એકંદર કોરનો સામનો કરવો
ଦକ୍ଷତା ସୂଚକାଙ୍କ,કાર્યક્ષમતા સૂચકાંક
ଚରିତ୍ରଗତ ଉପାଦାନ |,લાક્ષણિક તત્વ
ଚରିତ୍ରଗତ କାର୍ଯ୍ୟ,લાક્ષણિક કાર્ય
"ଇଜେନ ମୂଲ୍ୟ, ଚରିତ୍ରିକ ମୂଲ୍ୟ |","eigen મૂલ્ય, લાક્ષણિકતા મૂલ્ય"
ବ value ଶିଷ୍ଟ୍ୟ ମୂଲ୍ୟ ସମୀକରଣ,લાક્ષણિક મૂલ્ય સમીકરણ
"ଇଜେନ ଭେକ୍ଟର, ଚରିତ୍ର ଭେକ୍ଟର |","ઇજેન વેક્ટર, લાક્ષણિક વેક્ટર"
ଇଲାଷ୍ଟିକ୍ |,સ્થિતિસ્થાપક
ଇଲଷ୍ଟିକ୍ କାଷ୍ଟ୍ |,સ્થિતિસ્થાપક કાસ્ટ
ଇଲଷ୍ଟିକ୍ ସନ୍ତୁଳନ |,સ્થિતિસ્થાપક સંતુલન
ନମନୀୟତା,સ્થિતિસ્થાપકતા
ଇଲାଷ୍ଟିକ୍ ପୃଷ୍ଠା |,સ્થિતિસ્થાપકતા પાનું
"ଇଲେକ୍ଟ୍ରୋନିକ୍ କମ୍ପ୍ୟୁଟର, ଇଲେକ୍ଟ୍ରୋନିକ୍ କମ୍ପ୍ୟୁଟର |","ઇલેક્ટ્રોનિક કમ્પ્યુટર, ઇલેક્ટ્રોનિક કમ્પ્યુટર"
"ଉପାଦାନ, ଉପାଦାନ, ଉପାଦାନ |","તત્વ, તત્વ, તત્વ"
ପ୍ରାରମ୍ଭିକ ସ୍ତମ୍ଭ କାର୍ଯ୍ୟ,પ્રારંભિક કૉલમ કામગીરી
ପ୍ରାରମ୍ଭିକ ଘଟଣା,પ્રારંભિક ઘટના
ପ୍ରାରମ୍ଭିକ କାର୍ଯ୍ୟ,પ્રારંભિક કાર્ય
ପ୍ରାରମ୍ଭିକରଣ କାର୍ଯ୍ୟ,પ્રારંભિક કામગીરી
ପ୍ରାଥମିକ ଫଳାଫଳ,પ્રારંભિક પરિણામો
ପ୍ରାରମ୍ଭିକ ସମ୍ଭାବ୍ୟ ନିୟମ |,પ્રારંભિક સંભાવના નિયમ
ଆରମ୍ଭ ରେଖା କାର୍ଯ୍ୟ,શરૂઆતની લાઇન કામગીરી
"ବିନାଶ କରିବାକୁ, ବିନାଶ କରିବାକୁ,","નાશ કરવો, નાશ કરવો"
ସମାଧାନ ପ୍ରକ୍ରିୟା,રિઝોલ્યુશન પ્રક્રિયા
"ଏଲିପ୍ସ, ଏଲିପ୍ସ","એલિપ્સ, એલિપ્સ"
ଏଲିପସଏଡ୍ |,લંબગોળ
ଏଲିପସାଇଡ୍ |,લંબગોળ
ଏଲିପସଏଡାଲ୍ ଭୂପୃଷ୍ଠ |,લંબગોળ સપાટી
ଏଲିପସଏଡାଲ୍ ଶରୀର |,લંબગોળ શરીર
ଏମ୍ବେଡିଂ,એમ્બેડિંગ
ନିର୍ଗମନ,ઉત્સર્જન
ପରୀକ୍ଷାମୂଳକ ବିଶ୍ୱାସ |,પ્રયોગમૂલક વિશ્વાસ
ପରୀକ୍ଷାମୂଳକ ସୂତ୍ର |,પ્રયોગમૂલક સૂત્ર
ପରୀକ୍ଷାମୂଳକ ସମ୍ଭାବନା |,પ્રયોગમૂલક સંભાવના
ପରୀକ୍ଷାମୂଳକ ସମ୍ପର୍କ |,પ્રયોગમૂલક સંબંધ
ଖାଲି ସେଟ୍ |,ખાલી સેટ
ବନ୍ଧା,બંધાયેલ
"ଏନକୋଡିଂ, କୋଡିଂ","એન્કોડિંગ, કોડિંગ"
ପାରସ୍ପରିକ କାର୍ଯ୍ୟଦକ୍ଷତା |,આંતરકાર્યક્ષમતા
ଶେଷ ବିନ୍ଦୁ,અંતિમ બિંદુ
ଶ୍ରେଣୀ ବ୍ୟବଧାନର ଶେଷ ବିନ୍ଦୁ |,વર્ગ અંતરાલનો અંતિમ બિંદુ
ଶକ୍ତି,ઊર્જા
ଶକ୍ତି-ଗତି ଉପାଦାନ |,ઊર્જા-વેગ ઘટક
ଏଣ୍ଟ୍ରି ଭେରିଏବଲ୍ |,પ્રવેશ ચલ
ଗଣନାଯୋଗ୍ୟ ସେଟ୍ |,ગણવાયોગ્ય સમૂહ
"ଗଣନା, ଗଣନା","ગણતરી, ગણતરી"
"ସମାନ, ସମାନ, ସମାନ, ସମାନ |","સમાન, સમાન, સમાન, સમાન"
"ସମାନତା, ସମାନତା","સમાનતા, સમાનતા"
ସମ୍ଭବତ। |,શક્યતા
ସମ୍ଭାବ୍ୟତା ଚୟନ ପଦ୍ଧତି |,પણ સંભાવના પસંદગી પદ્ધતિ
ସମାନ କର,બરાબરી
"ସମୀକରଣ, ସମୀକରଣ","સમીકરણ, સમીકરણ"
ଚତୁର୍ଭୁଜ ସମୀକରଣ |,ચતુર્ભુજ સમીકરણ
ଚତୁର୍ଭୁଜ ସମୀକରଣ |,ચતુર્ભુજ સમીકરણ
ଚତୁର୍ଭୁଜ ସମୀକରଣ |,ચતુર્ભુજ સમીકરણ
"ଇକ୍ୟୁଏଟର, ଇକ୍ୟୁଏଟର, ମିଡଲାଇନ୍ |","વિષુવવૃત્ત, વિષુવવૃત્ત, મધ્યરેખા"
ସ୍ଥିର,સુસંગત
ସମାନ୍ତରାଳ |,સમભુજ
"ସନ୍ତୁଳନ, ସନ୍ତୁଳନ, ସନ୍ତୁଳନ |","સંતુલન, સંતુલન, સંતુલન"
ବଳ ସନ୍ତୁଳନ,બળ સંતુલન
ସନ୍ତୁଳନ ବିନ୍ଦୁ |,સંતુલન બિંદુ
ସମାନତା,સમાનતા
ସମାନତା ଶ୍ରେଣୀ,સમાનતા વર્ગ
ସମାନତା ସମ୍ପର୍କ,સમાનતા સંબંધ
"ସମାନ, ସମାନ (v।), ସମାନ (ଏଡି।)","સમકક્ષ, સમકક્ષ (v.), સમકક્ષ (ed.)"
ସମାନ ମାଟ୍ରିକ୍ସ |,સમકક્ષ મેટ્રિક્સ
ସମାନ ସେଟ୍ |,સમકક્ષ સમૂહ
ପ୍ରବୃତ୍ତି |,વૃત્તિઓ
"ତ୍ରୁଟି, ଭୁଲ, ଭୁଲ, ଭୁଲ","ભૂલ, ભૂલ, ભૂલ, અચોક્કસતા"
ତ୍ରୁଟି ବିଶ୍ଳେଷଣ |,ભૂલ વિશ્લેષણ
ତ୍ରୁଟି କୋଡ୍,ભૂલ કોડ
ତ୍ରୁଟି ଗୁଣବତ୍ତା,ભૂલ ગુણાંક
ବର୍ଗ ଅର୍ଥ ତ୍ରୁଟି |,ચોરસ સરેરાશ ભૂલ
ପ୍ରଥମ ପ୍ରକାର ତ୍ରୁଟି |,પ્રથમ પ્રકારની ભૂલ
ଦ୍ୱିତୀୟ ପ୍ରକାର ତ୍ରୁଟି |,બીજા પ્રકારની ભૂલ
ସମ୍ଭାବନାରୁ ରକ୍ଷା ପାଇବା |,બચવાની સંભાવના
ବେଗରୁ ରକ୍ଷା ପାଇବା |,એસ્કેપ વેગ
E. Schmidt ର ମୋବାଇଲାଇଜେସନ୍ ପ୍ରକ୍ରିୟା |,ઇ. શ્મિટ મોબિલાઇઝેશન પ્રક્રિયા
ଅତିରିକ୍ତ,બહિર્મુખ
"ଜରୁରୀ, ଜରୁରୀ |","આવશ્યક, આવશ્યક"
ପ୍ରାୟତ unique ଅନନ୍ୟ |,વર્ચ્યુઅલ અનન્ય
"ମୂଲ୍ୟାଙ୍କନ କରିବାକୁ, ମୂଲ୍ୟାଙ୍କନ କରିବାକୁ (ver।), ମୂଲ୍ୟାଙ୍କନ କରିବାକୁ (ଏଡି।)","મૂલ્યાંકન કરવું, મૂલ્યાંકન કરવું (વેર.), મૂલ્યાંકન કરવું (સં.)"
ଆକଳନ ପଦ୍ଧତି,અંદાજ પદ્ધતિ
ଇଉକ୍ଲିଡିଆନ୍ ସଂଯୋଜନା |,યુક્લિડિયન કોઓર્ડિનેટ્સ
euclidean ଡୋମେନ୍ |,યુક્લિડિયન ડોમેન
ଇଉକ୍ଲିଡିଆନ୍ ଜ୍ୟାମିତି |,યુક્લિડિયન ભૂમિતિ
ଇଉକ୍ଲିଡିଆନ୍ n- ସ୍ପେସ୍ |,યુક્લિડિયન એન-સ્પેસ
ଇଉକ୍ଲିଡିଆନ୍ ବିମାନ |,યુક્લિડિયન પ્લેન
ଇଉଲର୍ଙ୍କ ତତ୍ତ୍। |,યુલરનું પ્રમેય
"ମୂଲ୍ୟାଙ୍କନ, ମୂଲ୍ୟାଙ୍କନ","મૂલ્યાંકન, મૂલ્યાંકન"
ଏପରିକି,સમ
ଏପରିକି ବକ୍ର,પણ વળાંક
ଏପରିକି ଫଙ୍କସନ୍,સમ કાર્ય
ଏପରିକି ଚିତ୍ତାକର୍ଷକ |,પ્રત્યાવર્તન પણ
ଯୁଗ୍ମ ସଂଖ୍ୟା,બેકી સંખ્યા
ଅଦ୍ଭୁତ ସମୃଦ୍ଧତା |,વિચિત્ર સમપ્રમાણતા
ଏପରିକି ପର୍ମୁଟେସନ୍ |,પણ ક્રમચય
"ଇଭେଣ୍ଟ, ଏପିସୋଡ୍ |","ઘટના, એપિસોડ"
ଆଇସୋମେଟ୍ରିକ୍ |,આઇસોમેટ્રિક
"ସଠିକ୍, ସଠିକ୍, ସଠିକ୍ |","બરાબર, બરાબર, બરાબર"
ସଠିକ୍ ଚି-ବର୍ଗ ପରୀକ୍ଷା |,ચોક્કસ ચી-સ્ક્વેર ટેસ્ટ
ପ୍ରକୃତ ଭିନ୍ନତା |,ચોક્કસ તફાવત
ସଠିକ୍ ସମୀକରଣ |,ચોક્કસ સમીકરણ
ଉଦାହରଣ |,ઉદાહરણ
ବିନିମୟ,વિનિમય
ନିର୍ଦ୍ଦିଷ୍ଟ ଘଟଣା |,ચોક્કસ ઘટના
ବିଦ୍ୟମାନ ଆକ୍ସିୟମ୍ |,અસ્તિત્વનો સ્વયંસિદ્ધ
ବଞ୍ଚିବାର ସମ୍ଭାବନା |,જીવન ટકાવી રાખવાની સંભાવના
ଅସ୍ତିତ୍ୱ ଥିଓରେମ୍ |,અસ્તિત્વ પ્રમેય
ବାହ୍ୟ ଭେରିଏବଲ୍ |,બાહ્ય ચલ
"ବିସ୍ତାର, ବିସ୍ତାର","ફેલાવો, ફેલાવો"
ଆଶା କାର୍ଯ୍ୟ,અપેક્ષા કાર્ય
ଆଶା କରାଯାଉଥିବା ଫ୍ରିକ୍ୱେନ୍ସି |,અપેક્ષિત આવર્તન
ଆଶା କରାଯାଉଥିବା ମୂଲ୍ୟ,અપેક્ષિત મૂલ્ય
ପରୀକ୍ଷଣ |,પ્રયોગ
"ପରୀକ୍ଷାମୂଳକ ତ୍ରୁଟି, ପରୀକ୍ଷାମୂଳକ ତ୍ରୁଟି |","પ્રાયોગિક ભૂલ, પ્રાયોગિક ભૂલ"
"ବ୍ୟାଖ୍ୟା, ବ୍ୟାଖ୍ୟା","સમજૂતી, સમજૂતી"
ସ୍ୱଚ୍ଛ ସମୀକରଣ,સ્પષ્ટ સમીકરણ
ସ୍ପଷ୍ଟ ଭାବରେ,સ્પષ્ટપણે
ସ୍ୱଚ୍ଛ କାର୍ଯ୍ୟ,સ્પષ્ટ કાર્ય
ସ୍ୱଚ୍ଛ ସମାଧାନ,સ્પષ્ટ ઉકેલ
ପ୍ରଦର୍ଶକ,ઘાત
ସୂକ୍ଷ୍ମ ବକ୍ର,ઘાતાંકીય વળાંક
ସୂକ୍ଷ୍ମ ସମ୍ଭାବନା କାର୍ଯ୍ୟ |,ઘાતાંકીય સંભાવના કાર્ય
ସୂକ୍ଷ୍ମ ବଣ୍ଟନ |,ઘાતાંકીય વિતરણ
ସୂକ୍ଷ୍ମ ସମୀକରଣ |,ઘાતાંકીય સમીકરણ
ସୂକ୍ଷ୍ମ କାର୍ଯ୍ୟ,ઘાતાંકીય કાર્ય
"ସୂକ୍ଷ୍ମ ଅଭିବୃଦ୍ଧି, ସୂକ୍ଷ୍ମ ଅଭିବୃଦ୍ଧି |","ઘાતાંકીય વૃદ્ધિ, ઘાતાંકીય વૃદ્ધિ"
ସୂକ୍ଷ୍ମ ନିୟମ |,ઘાતાંકીય નિયમ
ସୂକ୍ଷ୍ମ ମାନଚିତ୍ର,ઘાતાંકીય નકશો
"ଏକ୍ସପେନ୍ସିନାଲ୍ ସିରିଜ୍, ଏକ୍ସପେନ୍ସିନାଲ୍ ସିରିଜ୍ |","ઘાતાંકીય શ્રેણી, ઘાતાંકીય શ્રેણી"
"ଅଭିବ୍ୟକ୍ତି, ଅଭିବ୍ୟକ୍ତି, ମୁଖର ଅଭିବ୍ୟକ୍ତି, ଅଭିବ୍ୟକ୍ତି |","અભિવ્યક્તિ, અભિવ્યક્તિ, ચહેરાના હાવભાવ, અભિવ્યક્તિ"
ବିସ୍ତାରିତ ବ୍ୟବଧାନ |,વિસ્તૃત અંતરાલ
ବର୍ଦ୍ଧିତ ପ୍ରକୃତ ରେଖା |,વિસ્તૃત વાસ્તવિક રેખા
ବିସ୍ତୃତ ପ୍ରକୃତ ସଂଖ୍ୟା ସିଷ୍ଟମ୍ |,વિસ્તૃત વાસ્તવિક સંખ્યા સિસ્ટમ
ମ୍ୟାପିଂ ଏକ୍ସଟେନ୍ସନ୍ |,મેપિંગ એક્સ્ટેંશન
ବାହ୍ୟ କୋଣ,બાહ્ય કોણ
ବାହ୍ୟ ଜୋନ୍,બાહ્ય ઝોન
ବାହ୍ୟ ବିନ୍ଦୁ,બાહ્ય બિંદુ
ବାହ୍ୟ,બાહ્ય
ନିର୍ଦ୍ଦିଷ୍ଟ ମୂଲ୍ୟର ବହିଷ୍କାର |,અનુમાન મૂલ્યનું એક્સ્ટ્રાપોલેશન
ଅତିରିକ୍ତ କ techni ଶଳ |,એક્સ્ટ્રાપોલેશન તકનીક
ଶିଖର ମୂଲ୍ୟ,ટોચનું મૂલ્ય
"ଚରମ, ଶେଷ, ଚରମ, ସମାପ୍ତି |","આત્યંતિક, અંત, આત્યંતિક, પરાકાષ્ઠા"
ଉଚ୍ଚ ବିନ୍ଦୁ |,ઉચ્ચ બિંદુ
ବିପରୀତ ସେଟ୍ ର ଚରମ ବିନ୍ଦୁ |,વિરોધી સમૂહનો આત્યંતિક બિંદુ
କାର୍ଯ୍ୟର ଚରମ ମୂଲ୍ୟ |,કાર્યનું આત્યંતિક મૂલ્ય
ଅତ୍ୟଧିକ ଗୁଣ,આત્યંતિક ગુણધર્મો
"ମୁହଁ, ପାର୍ଶ୍ୱ, ଆଗ","ચહેરો, બાજુ, આગળ"
ଚେହେରା ମୂଲ୍ୟ,ફેસ વેલ્યુ
"ଉପାଦାନ, କାରକ, କାରକ, ଧାରା,","ઘટક, પરિબળ, પરિબળ, કલમ"
ଫ୍ୟାକ୍ଟର୍ ବିଶ୍ଳେଷଣ |,પરિબળ વિશ્લેષણ
ଖଣ୍ଡବିଖଣ୍ଡିତ |,ખંડિત
ଫ୍ୟାକ୍ଟୋରିଆଲ୍ |,ફેક્ટોરિયલ
ଏକାଧିକ ଫ୍ୟାକ୍ଟର୍ ଡିଜାଇନ୍ |,બહુવિધ પરિબળ ડિઝાઇન
