Bengali,Gujarati
অবমূল্যায়ন,અવમૂલ્યન
উদ্ভিজ্জ,ડી-વનસ્પતિ
বিচ্যুতি,વિચલન
দ্বিগুণ,ડબલ
রোগ নির্ণয়,નિદાન
বিভিন্ন পরিপক্কতা,વિવિધ પરિપક્વતા
বিভাজন,વિભાજન
1. ডাইকোটাইলেডন 2. ডাইকোটাইলেডন (বীজ),1. ડાઇકોટાઇલ્ડન 2. ડિકોટાઇલ્ડન (બીજ)
পিঠের রোগ,પીઠનો રોગ
1. ডিফিউশন 2. ডিফিউশন,1. પ્રસરણ 2. પ્રસરણ
হজম ক্ষমতা,પાચનક્ષમતા
ডাইহাইব্রিড,દ્વિસંકર
1. বাঁধ 2. ড্রেন 3. পরিবার,1. ડેમ 2. ડ્રેઇન 3. કુટુંબ
সামান্য,અલ્પ
1. একগামী 2. একগামী,1. મોનોગેમસ 2. મોનોગેમસ
ডিপ্লয়েড,ડિપ્લોઇડ
1. ডিপ্লয়েড 2. ডিপ্লয়েড,1. ડિપ્લોઇડ 2. ડિપ્લોઇડ
ডাইপোল,દ્વિધ્રુવ
1. নিষ্কাশন 2. কুঁড়ি অপসারণ,1. નિષ્કર્ષણ 2. બડ દૂર કરવું
1. লাঙ্গল চাষ 2. স্পিনিং,1. હળ ખેડવું 2. કાંતવું
ছাড়,ડિસ્કાઉન્ટ
জীবাণুমুক্তকরণ,જીવાણુ નાશકક્રિયા
1. বিচ্ছুরণ 2. বিক্ষিপ্তকরণ,1. વિખેરવું 2. છૂટાછવાયા
1. বিক্ষিপ্তকরণ 2. ভিন্নতা,1.સ્કેટરિંગ 2.વિવિધતા
বৈচিত্রতা,વૈવિધ્યકરણ
বৈচিত্র্যময় কৃষি,વૈવિધ્યસભર કૃષિ
ডিএনএ পদক্ষেপ,ડીએનએ પગલું
ডিএনএ রিসিভার,ડીએનએ રીસીવર
ডক ভাড়া,ગોદી ભાડે
কার্যকর,અસરકારક
সুপ্ততা,નિષ્ક્રિયતા
1. পরিমাণ 2. ডোজ 3. ডোজ,1. જથ્થો 2. માત્રા 3. માત્રા
ডবল সিগমায়েড বক্ররেখা,ડબલ સિગ્મોઇડ વળાંક
1. দমকা 2. প্রসারিত,1. ગસ્ટ 2. સ્ટ્રેચ
1. নিষ্কাশন ড্রেন 2. বর্জ্য,1. એક્ઝોસ્ટ ડ્રેઇન 2. પ્રવાહ
নিষ্কাশন,ડ્રેનેજ
আকর্ষণ,ટ્રેક્શન
1. ওষুধ দিন 2. ভিজিয়ে দিন,1. દવા આપો 2. ભીંજાવો
প্রসাধনী (বীজ),સૌંદર્ય પ્રસાધનો (બીજ)
1. auger 2. অগভীর ফল্ট 3. ড্রিল 4. auger,1. ઓગર 2. છીછરા ફોલ્ટ 3. ડ્રીલ 4. ઓગર
1. গর্ত 2. ড্রিল 3. ড্রিল,1. છિદ્ર 2. કવાયત 3. કવાયત
1. ড্রিলিং 2. একটি ড্রিল দিয়ে বপন করা 3. একটি ড্রিল দিয়ে ঢালা,1. ડ્રિલિંગ 2. ડ્રિલ વડે વાવણી 3. ડ્રિલ વડે રેડવું
ড্রিপ সেচ,ટપક સિંચાઈ
শুকনো চাষ,સૂકી ખેતી
1.ধুলো 2.বুকনি,1.ધૂળ 2.બુકની
1. ডাস্টার 2. বিক্ষিপ্তকারী,1. ડસ્ટર 2. સ્કેટરર
ছিটানো,છંટકાવ કરવા માટે
1. বামন 2. বামন,1. વામન 2. વામન
বামন পিরামিড,વામન પિરામિડ
ভামিনী ভবন,વામિની ભવન
বাস্তুশাস্ত্র,ઇકોલોજી
অর্থনীতি,અર્થશાસ્ત્ર
অর্থনৈতিক দক্ষতা,આર્થિક કાર્યક્ષમતા
পরিস্থিতিগত প্রকার,પરિસ્થિતિગત પ્રકાર
অতিরিক্ত স্তরিত,વધારાનું સ્તરીકરણ
নরম,નરમ
মৃত্তিকা বিজ্ঞান,માટી વિજ્ઞાન
1. ব্রিজিং 2. এজিং 3. স্ট্র্যান্ড ক্লোজার,1. બ્રિજિંગ 2. એજિંગ 3. સ્ટ્રાન્ડ ક્લોઝર
খাদ্য অংশ,ખોરાકનો ભાગ
চাহিদার স্থিতিস্থাপকতা,માંગની સ્થિતિસ્થાપકતા
উত্পাদন স্থিতিস্থাপকতা,ઉત્પાદન સ્થિતિસ્થાપકતા
তড়িৎ বিশ্লেষণ,વિદ્યુત વિચ્છેદન-વિશ્લેષણ
ইলেক্ট্রোফোরেসিস,ઇલેક્ટ્રોફોરેસિસ
বাষ্পীভবন,બાષ્પીભવન
1. শিরশ্ছেদ 2. বন্দী 3. শিরশ্ছেদ 4. জীবাণুমুক্ত,1. શિરચ્છેદ કરનાર 2. જંતુમુક્ત કરનાર 3. શિરચ્છેદ કરનાર 4. જંતુમુક્ત કરનાર
1. উইয়ার বান্দি 2. স্ট্রবান্ডি,1. વિયર બંડી 2. સ્ટ્રોબંદી
ভ্রূণ,ગર્ભ
1. ভ্রূণবিদ্যা 2. পদার্থবিদ্যা,1. ગર્ભવિજ્ઞાન 2. ભૌતિકશાસ્ત્ર
1. প্রস্থান 2. প্রস্থান,1. બહાર નીકળો 2. બહાર નીકળો
ইমালসিফায়ার,ઇમલ્સિફાયર
অন্তঃসত্ত্বা,અંતર્જાત
আন্তঃবিন্দু বিভাগ,આંતર-બિંદુ વિભાગ
অন্তঃপরজীবী,આંતર-પરજીવી
এন্ডোস্পার্ম,એન્ડોસ્પર્મ
এন্টারপ্রাইজ,એન્ટરપ્રાઇઝ
কীটতত্ত্ব,કીટશાસ્ત્ર
পরিবেশ,પર્યાવરણ
1. এনজাইম 2. এনজাইম,1. એન્ઝાઇમ 2. એન્ઝાઇમ
ক্লাস্টার গ্রাফটিং,ક્લસ્ટર કલમ બનાવવી
1. এপিফাইট 2. এপিফাইট,1. એપિફાઇટ 2. એપિફાઇટ
ইক্যুইটি,ઇક્વિટી
নির্মূল,નાબૂદી
অত্যাবশ্যক পুষ্টি,આવશ્યક પોષક તત્વો
1. পরিমাপ 2. জাম্প 3. মূল্যায়ন,1. માપન 2. જમ્પ 3. આકારણી
সূক্ষ্মতা,સુંદરતા
সুজনিক,સુજનનિક
মূল্যায়ন,મૂલ્યાંકન
বাষ্প গেজ,વરાળ માપક
বাষ্পীভবন,બાષ્પીભવન
চিরন্তন বিপ্লব,શાશ્વત ક્રાંતિ
1. চিরসবুজ 2. চিরসবুজ,1. સદાબહાર 2. સદાબહાર
উন্নয়ন,વિકાસ
বিছিন্ন করা,કાપી નાખવું
পরিক্ষয় (উর্বরতা),પરિક્ષય (ફર્ટિલિટી)
শোষণ,શોષણ
1. অন্বেষণ 2. অন্বেষণ,1. અન્વેષણ 2. અન્વેષણ
1. এক্সট্রুশন 2. নির্গমন,1. ઉત્સર્જન 2. ઉત્સર્જન
আই,આંખ
1. ফ্যাক্টর 2. কম্পোনেন্ট 3. ফ্যাক্টর 4. রিসোর্স,1. પરિબળ 2. ઘટક 3. પરિબળ 4. સંસાધન
ফ্যাক্টর উত্পাদনশীলতা,પરિબળ ઉત્પાદકતા
ব্যবসায়ীদের ডিসকাউন্ট,વેપારીનું ડિસ્કાઉન્ટ
ফ্যাক্টরিয়াল ব্লক ডিজাইন,ફેક્ટોરિયલ બ્લોક ડિઝાઇન
বিকল্প,વૈકલ્પિક
1. পট্টি 2. পালিহার,1. પટ્ટી 2. પાલિહાર
স্থূল,સ્થૂળ
ক্ষেত্রের মূল্যায়ন,ક્ષેત્ર મૂલ્યાંકન
খামার বাজেট,ફાર્મ બજેટિંગ
কৃষি ব্যবসা,કૃષિ વ્યવસાય
ক্ষেত্রের পরিকল্পনা,ક્ષેત્ર આયોજન
1. কৃষক 2. কৃষক,1. ખેડૂત 2. ખેડૂત
1. কৃষি 2. কৃষিকাজ,1. ખેતી 2. ખેતી
সংঘর্ষ,અથડામણ
একাধিক প্রজনন,બહુવિધ સંવર્ધન
গাঁজন,આથો
উর্বরতা,ફળદ્રુપતા
সার,ખાતર
সার ব্যবহারের দক্ষতা,ખાતર ઉપયોગ કાર્યક્ષમતા
তন্তুযুক্ত,તંતુમય
1. খামার 2. এলাকা 3. অবস্থান,1. ફાર્મ 2. વિસ્તાર 3. સ્થાન
মাটির জল ধরে রাখা,માટી પાણી હોલ્ડિંગ
ক্ষেত্র প্রদর্শন,ક્ષેત્ર પ્રદર્શન
1. ইমোবিলাইজেশন 2. ফিক্সেশন 3. ফিক্সেশন,1. સ્થિરીકરણ 2. ફિક્સેશન 3. ફિક્સેશન
1. প্লাবন 2. গর্ভধারণ,1. પાણી ભરવું 2. ગર્ભાધાન
প্রবাহ চিত্র,પ્રવાહ રેખાકૃતિ
খাদ্য মূল্য,ખોરાક મૂલ્ય
পশুখাদ্য,ચારો
পূর্বাভাস,આગાહી
বন। জংগল,વન
বনায়ন,વનીકરણ
1. তাদপার্ন 2. ফর্ম,1. તડપાર્ન 2. ફોર્મ
হিম প্রতিরোধী,હિમ પ્રતિરોધક
1. পাল 2. ব্লাইট,1. પાલા 2. બ્લાઈટ
1. হিমায়িত 2. হিমায়িত,1. સ્થિર 2. સ્થિર
ফাংশন,કાર્ય
1. ফল পতন 2. ফল পতন,1. ફ્રુટ ફોલ 2. ફ્રુટ ફોલ
ফল হত্তয়া,ફળ બની જાય છે
1. ফিউমিগেশন 2. ফিউমিগেশন,1. ધૂણી 2. ધૂણી
ছত্রাকনাশক,ફૂગનાશક
অ্যান্টিফাঙ্গাল,ફૂગપ્રતિરોધી
ছত্রাক,ફૂગ
1. খুদ 2. সীতা,1. ખુદ 2. સીતા
1. ফিউশন 2. ফিউশন,1. ફ્યુઝન 2. ફ્યુઝન
সুতি পশম,કપાસ ઉન
লোমশ,રુવાંટીવાળું
1. গাছের আলসার 2. পিটিকা,1. ઝાડનું અલ્સર 2. પિટિકા
1. গ্যামেট 2. গেমেট,1. ગેમેટ્સ 2. ગેમેટ્સ
1. বাগান 2. বাগান,1. બગીચો 2. બગીચો
1. পানসাল 2. হাইড্রোমিটার,1. પંસલ 2. હાઇડ્રોમીટર
জিন সংগ্রহ,જનીન સંગ્રહ
জিন ট্যাগন,જીન ટેગોન
বংশতালিকা,વંશાવળી
জিন মানচিত্র,જનીન નકશો
জেনেটিক্স,જીનેટિક્સ
1. জিনোম 2. সংগেন,1. જીનોમ 2. સંગેન
সঞ্জিনী কালেকশন,સંજીની કલેક્શન
জিনোমিক্স,જીનોમિક્સ
জিনোটাইপ,જીનોટાઇપ
1. জিনের গঠন 2. জিনের ধরন,1. જનીન માળખું 2. જનીન પ્રકાર
লিনেজ,લિનેજ
1. বংশ 2. বংশ,1. જીનસ 2. વંશ
1. জীবাণু 2. জীবাণু,1. જીવાણુ 2. જીવાણુ
জীবাণু নাশক,જીવાણુનાશક
অঙ্কুরোদগম,અંકુરણ
1. জার্মপ্লাজম 2. জার্মপ্লাজম,1. જર્મપ્લાઝમ 2. જર્મપ્લાઝમ
জিবেরেলিক অ্যাসিড,ગીબેરેલિક એસિડ
কুড়ানো,ઉગાડવું
টুশ,ટશ
1. গ্লুটেন 2. পেটুক,1. ગ્લુટેન 2. ખાઉધરાપણું
গ্লাইকোলাইসিস,ગ્લાયકોલિસિસ
চমৎকার,સરસ
সোনালী বিপ্লব,સુવર્ણ ક્રાંતિ
1. শ্রেণীবিভাগ 2. শ্রেণীবিভাগ 3. স্তরবিন্যাস,1. વર્ગીકરણ 2. વર્ગીકરણ 3. સ્તરીકરણ
1. কলমযুক্ত উদ্ভিদ 2. পেনম্ব্রাল উদ্ভিদ,1. કલમી છોડ 2. પેનમ્બ્રલ પ્લાન્ટ
কলম অসামঞ্জস্যপূর্ণ,પેન અસંગત
গ্রানা,ગ્રેના
দানাদার,દાણાદાર
সবুজ সার,લીલું ખાતર
সবুজ বিপ্লব,હરિયાળી ક્રાંતિ
বৃদ্ধি এবং উন্নয়ন,વૃદ્ધિ અને વિકાસ
1. মাড়ির রোগ,1. ગમ રોગ
বিষমকামী,વિષમલિંગી
1. প্রকৃতি 2. প্রকৃতি 3. রূপগুণ 4. চেহারা,1. પ્રકૃતિ 2. પ્રકૃતિ 3. રૂપગુણ 4. દેખાવ
1. ওলা 2. কারকাপাত 3. কারকা,1. ઓલા 2. કરકપાટ 3. કાર્કા
রোমিলওয়াচ,રોમિલવોચ
লবণাক্ত সিস্ট,ખારા ફોલ્લો
হ্যারো,હેરો
1. ফসল কাটার সূচক 2. ফসল কাটার সূচক,1. હાર્વેસ્ટિંગ ઈન્ડેક્સ 2. હાર્વેસ્ટિંગ ઈન્ડેક્સ
1. ফসল কাটা 2. কাটা ফসল 3. সমাপ্ত ফসল 4. ফলন,1. લણણી 2. લણણી કરેલ પાક 3. સમાપ્ત પાક 4. ઉપજ
1. প্লাকিং 2. ফসল তোলা 3. প্লাকিং,1. તોડવું 2. લણણી 3. તોડવું
1. ডিম পাড়া 2. ডিম ফোর্স,1. એગ લેઇંગ 2. એગ ફોર્સ
শুষ্ক ঘাস,સૂકું ઘાસ
শুকনো ফিড,શુષ્ક ફીડ
গেঞ্জি,ગંજી
কুয়াশা,ઝાકળ
ঝাপসা,ધૂંધળું
1. বালি 2. সিত্তা 3. মুন্ডক 4. শীর্ষ 5. মাথা 6. সিরা,1. બાલી 2. સિત્ત 3. મુંડક 4. ટોપ 5. હેડ 6. સિરા
খাঁজ শেষ,ખાંચનો અંત
শীর্ষ ছাঁটাই,ટોચ કાપણી
বেড়া,વાડ
হেফাজত,કસ્ટડીમાં
কুন্ডলিনী,કુંડલિની
হেমাটাইট,હેમેટાઇટ
1. ভেষজ 2. ভেষজ,1. ઔષધિ 2. ઔષધિ
1.বোটানিক্যাল কালেকশন 2.বোটানিক্যাল মিউজিয়াম,1.બોટનિકલ કલેક્શન 2.બોટનિકલ મ્યુઝિયમ
হার্বিসাইড,હર્બિસાઇડ
বংশগতি,આનુવંશિકતા
বংশগতি,આનુવંશિકતા
উভকামী,ઉભયલિંગી
heterochromatic,હેટરોક્રોમેટિક
heterofertilization,હેટરોફર્ટિલાઇઝેશન
1. হাইব্রিডোজ 2. হেটেরোসিস,1. હાઇબ્રિડોઝ 2. હેટેરોસિસ
সেক্সক্রোমোজোম,લૈંગિક રંગસૂત્રો
লালনপালন,ઉછેર
হেক্সাডেসিমেল,હેક્સાડેસિમલ
ঠান্ডা সুপ্ততা,ઠંડી નિષ્ક્રિયતા
উচ্চ ঘনত্ব রোপণ,ઉચ્ચ ઘનતા વાવેતર
1. পিন্ডলক 2. পাহাড় (ধান),1. પિંડલક 2. ટેકરી (ડાંગર)
হিস্টোগ্রাম,હિસ્ટોગ્રામ
উচ্চ প্রযুক্তির উদ্যানপালন,ઉચ્ચ તકનીકી બાગાયત
1. দই 2. মৌচাক,1. દહીં 2. મધપૂડો
1. আগাছা 2. আগাছা,1. નીંદણ 2. નીંદણ
ধারণ,હોલ્ડિંગ
ব্যক্তিগত খামার,ખાનગી ફાર્મ
হোমিওস্টেসিস,હોમિયોસ્ટેસિસ
স্বদেশ,વતન
একজাতীয়তা,એકરૂપતા
1. সমজাতীয় 2. সমজাতীয়,1. સજાતીય 2. સજાતીય
সহানুভূতিশীল,સહાનુભૂતિશીલ
সমজাতীয়,સજાતીય
1. খুরিকা 2. খাদ্য পাত্র 3. হ্যাপার,1. ઘુર્લિકા 2. ખાદ્યપદાર્થો 3. હાપર
1. স্তর 2. দিগন্ত,1. સ્તર 2. ક્ષિતિજ
উদ্যান ফসল,બાગાયતી પાક
1. হর্টিকালচার 2. হর্টিকালচার 3. হর্টিকালচার 4. হর্টিকালচার,1. બાગાયત 2. બાગાયત 3. બાગાયત 4. બાગાયત
