Bengali,Odiya
ইলেকট্রনিক তথ্য প্রক্রিয়াকরণ,ବ electronic ଦ୍ୟୁତିକ ତଥ୍ୟ ପ୍ରକ୍ରିୟାକରଣ |
ইলেকট্রনিক কী,ଇଲେକ୍ଟ୍ରୋନିକ୍ ଚାବି |
ইলেকট্রনিক মেইল (ই-মেইল),ଇଲେକ୍ଟ୍ରୋନିକ୍ ମେଲ୍ (ଇ-ମେଲ୍)
ইলেকট্রনিক ভর,ଇଲେକ୍ଟ୍ରୋନିକ୍ ମାସ
ইলেকট্রনিক সংখ্যাসূচক,ବ electronic ଦ୍ୟୁତିକ ସଂଖ୍ୟା
ইলেকট্রনিক সুইচিং,ଇଲେକ୍ଟ୍ରୋନିକ୍ ସୁଇଚ୍
ইলেকট্রনিক ভোল্টমিটার,ଇଲେକ୍ଟ୍ରୋନିକ୍ ଭୋଲ୍ଟମିଟର |
ইলেকট্রনিকভাবে টিউন করা রিসিভার,ଇଲେକ୍ଟ୍ରୋନିକ୍ ଟ୍ୟୁନ୍ ହୋଇଥିବା ରିସିଭର୍ |
ইলেকট্রনিক্স শিল্প সমিতি,ଇଲେକ୍ଟ୍ରୋନିକ୍ସ ଶିଳ୍ପ ସଙ୍ଗଠନ |
ইলেক্ট্রোপ্লেটিং,ଇଲେକ୍ଟ୍ରୋପ୍ଲେଟିଂ
ইলেক্ট্রোস্কোপ,ଇଲେକ୍ଟ୍ରୋସ୍କୋପ୍ |
তড়িৎচুম্বকত্ব,ବ elect ଦ୍ୟୁତିକ ଚୁମ୍ବକୀୟତା |
ইলেক্ট্রোস্ট্যাটিক প্রবাহ,ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ଫ୍ଲକ୍ସ |
ইলেক্ট্রোস্ট্যাটিক সংরক্ষণকারী,ଇଲେକ୍ଟ୍ରୋଷ୍ଟାଟିକ୍ ସଂରକ୍ଷଣକାରୀ |
উপাদান,ଉପାଦାନ
আপগ্রেড,ଉନ୍ନୟନ
অগ্রগতি কোণ,ଉନ୍ନତି କୋଣ
উপবৃত্তাকার প্রতিফলক,ଏଲିପସଏଡାଲ୍ ପ୍ରତିଫଳକ |
উপবৃত্তাকার ফিল্টার,ଏଲିପସଏଡାଲ୍ ଫିଲ୍ଟର୍ |
উপবৃত্তাকার মেরু,ଏଲିପସାଇଡ୍ ପୋଲ |
এমবেডেড সিস্টেম,ଏମ୍ବେଡ୍ ସିଷ୍ଟମ୍ |
অ্যাবসিডিক কোড,ଅବସିଡିକ୍ କୋଡ୍ |
নির্গতকারী,ନିର୍ଗତ
ইমিটার ওরিয়েন্টেশন কনফিগারেশন,ନିର୍ଗତକାରୀ ବିନ୍ୟାସକରଣ
ইমিটার বাইপাস ক্যাপাসিটর,ନିର୍ଗତ ବାଇପାସ୍ କ୍ୟାପେସିଟର୍ |
নির্গত বৈশিষ্ট্য,ନିର୍ଗତ ବ characteristics ଶିଷ୍ଟ୍ୟଗୁଡିକ
ইমিটার যুগল পরিবর্ধক,ଏମିଟର ଯୋଡି ଆମ୍ପ୍ଲିଫାୟର୍ |
বিকিরণকারী প্রসারণ,ନିର୍ଗତ ବିସ୍ତାର
ইমিটার ট্রেলিং,ଏମିଟର ଟ୍ରେଲିଂ |
বিকিরণকারী প্রতিরোধক,ନିର୍ଗତ ପ୍ରତିରୋଧକ |
ইমিটার স্থিতিশীল অভিযোজন কনফিগারেশন,ନିର୍ଗତ ସ୍ଥିର ଆଭିମୁଖ୍ୟ ବିନ୍ୟାସ
ইমিটার বেস জংশন,ଏମିଟର ବେସ୍ ଜଙ୍କସନ |
"emitter যুগল যুক্তি, ECL","ନିର୍ଗତ ଯୁକ୍ତ ତର୍କ, ECL |"
যান্ত্রিক,ଯାନ୍ତ୍ରିକ
সক্ষম,ସକ୍ଷମ କରନ୍ତୁ |
encapsulation,ଏନକାପସୁଲେସନ୍ |
কোডিত্র,Koditra
জোড়া লাগানো,ଏନକ୍ରିପସନ୍
বৃত্তাকার লাভ,ବୃତ୍ତାକାର ଲାଭ |
রূপান্তর,ରୂପାନ୍ତର
পদ্ধতিগত,ପ୍ରଣାଳୀ
বৃত্তাকার স্থানচ্যুতি,ବୃତ୍ତାକାର ବିସ୍ଥାପନ |
অনুদৈর্ঘ্য অ্যান্টেনা,ଦ୍ରାଘିମା ଆଣ୍ଟେନା |
অনুদৈর্ঘ্য অ্যারে,ଦ୍ରାଘିମା ଆରେ |
শক্তি,ଶକ୍ତି
শক্তি বার,ଶକ୍ତି ଦଣ୍ଡ
ব্যান্ড ফাঁক,ବ୍ୟାଣ୍ଡ ଫାଙ୍କ |
শক্তি স্তর,ଶକ୍ତି ସ୍ତର
শক্তি স্তরের চিত্র,ଶକ୍ତି ସ୍ତରର ଚିତ୍ର
বর্ধিত প্রসারিত ভর স্পেসিফিকেশন,ବର୍ଦ୍ଧିତ ମାସ ନିର୍ଦ୍ଦିଷ୍ଟକରଣ |
বর্ধিত নিবন্ধ নিবন্ধক,ବର୍ଦ୍ଧିତ ଆର୍ଟିକିଲ୍ ରେଜିଷ୍ଟ୍ରାର୍ |
বৃদ্ধি,ଅଭିବୃଦ୍ଧି |
বৃদ্ধি প্যাটার্ন,ଅଭିବୃଦ୍ଧି pattern ାଞ୍ଚା
উন্নত Mosfet,ବର୍ଦ୍ଧିତ ମୋସଫେଟ୍ |
এনট্রপি,ଏଣ୍ଟ୍ରପି
খাম demodulator,ଏନଭଲପ୍ ଡେମୋଡ୍ୟୁଲେଟର |
পরিবেশ,ପରିବେଶ
"এপিটাক্সি বৃদ্ধি, আরোহী বৃদ্ধি","epitaxy ଅଭିବୃଦ୍ଧି, ବୃଦ୍ଧି ବୃଦ୍ଧି |"
"epitracheal স্তর, আরোহী স্তর","epitracheal ସ୍ତର, ଆରୋହଣ ସ୍ତର |"
"epitaxy, overriding","epitaxy, overriding |"
epoxy-ফাইবার গ্লাস স্তর,ଇପୋକ୍ସି-ଫାଇବର ଗ୍ଲାସ୍ ସ୍ତର |
ইপি-রম,EP-ROM |
epsilon,ଏପସିଲନ୍ |
সমতা,ସମାନତା
সমীকরণ সার্কিট,ସମାନତା ସର୍କିଟ |
সমতা,ସମାନତା |
সমীকরণ,ସମୀକରଣ
ইকুয়ালাইজার ফিল্টার,ସମାନତା ଫିଲ୍ଟର୍ |
সমীকরণটি,ସମୀକରଣ
নিরক্ষীয় সমতল,ସମୀକରଣ ବିମାନ |
আইসোপোটেনশিয়াল লাইন,isopotential ରେଖା |
সমতুল্য পৃষ্ঠা,ସମାନ୍ତରାଳ ପୃଷ୍ଠା |
সমতুল্য সার্কিট,ସମାନ ସର୍କିଟ |
সমতুল্য ইনপুট নয়েজ জেনারেটর,ସମାନ ଇନପୁଟ୍ ଶବ୍ଦ ଜେନେରେଟର |
সমতুল্য ইনপুট শব্দ প্রতিরোধের,ସମାନ ଇନପୁଟ୍ ଶବ୍ଦ ପ୍ରତିରୋଧ |
সমতুল্য আইসোটোপিক বিকিরণ শক্তি,ସମାନ ଆଇସୋଟୋପିକ୍ ବିକିରଣ ଶକ୍ତି |
মুছে ফেলা,ଡିଲିଟ୍ କରନ୍ତୁ |
শক্তি প্রক্রিয়া,ଶକ୍ତି ପ୍ରକ୍ରିୟା
ত্রুটি নিয়ন্ত্রণ কোডিং,ତ୍ରୁଟି ନିୟନ୍ତ୍ରଣ କୋଡିଂ |
ত্রুটি সংশোধন কোড,ତ୍ରୁଟି ସଂଶୋଧନ କୋଡ୍ |
ত্রুটি সনাক্তকরণ কোড,ତ୍ରୁଟି ଚିହ୍ନଟ କୋଡ୍
শিল্প খাত,ତ୍ରୁଟି ନିୟନ୍ତ୍ରଣ
ত্রুটি হার,ତ୍ରୁଟି ହାର
ত্রুটি ভোল্টেজ,ତ୍ରୁଟି ଭୋଲଟେଜ୍ |
ত্রুটি পরিবর্ধক,ତ୍ରୁଟି ଏମ୍ପ୍ଲିଫାୟର୍ |
ইসাকি ডায়োড,ଇସାକି ଡାୟୋଡ୍ |
এচিং,ଇଚିଂ
ইথারনেট,ଇଥରନେଟ୍ |
অয়লারের উপপাদ্য,ଇଉଲର୍ଙ୍କ ତତ୍ତ୍। |
প্রশস্ততা হ্রাস মোড,ପ୍ରଶସ୍ତତା ହ୍ରାସ ମୋଡ୍ |
বাষ্পীভবন প্রক্রিয়া,ବାଷ୍ପୀକରଣ ପ୍ରକ୍ରିୟା |
ই-ভেক্টর,ଇ-ଭେକ୍ଟର୍ |
সমতা,ସମାନତା
ব্যতিক্রম হ্যান্ডলিং,ବ୍ୟତିକ୍ରମ ନିୟନ୍ତ୍ରଣ |
অতিরিক্ত শব্দ অনুপাত,ଅତିରିକ୍ତ ଶବ୍ଦ ଅନୁପାତ |
ট্রিপল কোড,ଟ୍ରିପଲ୍ କୋଡ୍
উদ্দীপনা টেবিল,ଉତ୍ସାହ ସାରଣୀ |
ইকো XOR গেট,ଇକୋ XOR ଗେଟ୍ |
এক্সিকিউশন সফটওয়্যার,ନିଷ୍ପାଦନ ସଫ୍ଟୱେର୍
মৃত্যুদন্ড সরানো,ନିଷ୍ପାଦନ ପଦକ୍ଷେପ
সঞ্চালনের সময়,ନିଷ୍ପାଦନ ସମୟ
এক্সক্লুসিভ নর গেট,ଏକ୍ସକ୍ଲୁସିଭ୍ ନୋର ଗେଟ୍ |
সম্প্রচারক,ପ୍ରସାରଣକାରୀ
সূচকীয় ক্ষয়,କ୍ଷୟକ୍ଷତି କ୍ଷୟ |
সূচকীয় ডায়োড,ସୂକ୍ଷ୍ମ ଡାୟୋଡ୍ |
সূচকীয় ফুরিয়ার সিরিজ,ଏକ୍ସପେନ୍ସେନାଲ୍ ଫୁରିଅର୍ ସିରିଜ୍ |
ব্যাখ্যামূলক কাজ,ସୂକ୍ଷ୍ମ କାର୍ଯ୍ୟ
বাহ্যিক ফ্রিকোয়েন্সি প্রতিরোধের,ବାହ୍ୟ ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରତିରୋଧ |
খুব উচ্চ ফ্রিকোয়েন্সি,ବହୁତ ଉଚ୍ଚ ଫ୍ରିକ୍ୱେନ୍ସି |
উচ্চ সম্ভাবনা,ଉଚ୍ଚ ସମ୍ଭାବନା |
খুব সংক্ষিপ্ত ফ্রিকোয়েন্সি,ବହୁତ ଛୋଟ ଫ୍ରିକ୍ୱେନ୍ସି |
দুর্ভেদ্য অর্ধপরিবাহী,ଅପ୍ରାକୃତିକ ସେମିକଣ୍ଡକ୍ଟର |
খোলা ফাইল,ଫାଇଲ୍ ଖୋଲ |
সেমিকন্ডাক্টর ফ্যাব্রিকেশন,ସେମିକଣ୍ଡକ୍ଟର ଗଠନ
ফ্যাব্রি পারো রেজোনেটর,ଫାବ୍ରି ପେରୋ ରିଜୋନେଟର |
প্যানেল,ପ୍ୟାନେଲ୍ |
গুণক,ଗୁଣକ
ফ্যাক্টোরিয়াল,ଫ୍ୟାକ୍ଟୋରିଆଲ୍ |
lacunae,ଲାକୁନା
ক্ষয়,ଆଘାତ
ক্ষয়,ଆଘାତ
ফাহি একতরফা ব্যাপ্তিযোগ্যতা পরিমাপক,ଫାହି ଏକପାଖିଆ ଅନୁମତି ମାପକାରୀ |
ব্যর্থতা,ବିଫଳତା
ব্যর্থ মোড,ବିଫଳ ମୋଡ୍ |
ব্যর্থতার হার,ବିଫଳତା ହାର
ফেয়ার চাইল্ড সেমিকন্ডাক্টর,ମେଳା ଶିଶୁ ସେମିକଣ୍ଡକ୍ଟର |
পতনের সময়কাল,ପତନ ଅବଧି
পাতি কালাদ কোর,ପାଟି କାଲାଡ୍ କୋର |
প্যাট কোর,ପ୍ୟାଟ୍ କୋର୍ |
পতন,ଭୁଶୁଡ଼ିବା |
মিথ্যা,ମିଥ୍ୟା
ভাঁজ করা কাগজ,ଫୋଲଡ୍ କାଗଜ |
ইনপুট,ଇନପୁଟ୍
সংস্করণ সংখ্যা,ସଂଖ୍ୟା ସଂଖ୍ୟା
ফরাদ,farad
ফ্যারাডে প্রভাব,ଦୂର ପ୍ରଭାବ
ফ্যারাডে ঘূর্ণন,ଫାରାଡେ ଘୂର୍ଣ୍ଣନ |
ফ্যারাডে পর্দা,ଦୂର ପରଦା |
ফ্যারাডে ধ্রুবক,ଫାରାଡେ ସ୍ଥିର |
ফ্যারাডে এর আইন,ଫାରାଡେଙ୍କ ନିୟମ |
প্রতিরূপ,ପ୍ରତିକୃତି
প্রতিরূপ রিসিভার,ପ୍ରତିକୃତି ରସିଭର୍ |
প্রতিরূপ যোগাযোগকারী,ପ୍ରତିକୃତି ଯୋଗାଯୋଗକାରୀ |
প্রতিরূপ,ପ୍ରତିକୃତି
প্রতিলিপি সংকেত,ନକଲ ସଙ୍କେତ
ধারালো কোর,ତୀକ୍ଷ୍ଣ ମୂଳ |
দ্রুত ফোরিয়ার রূপান্তর,ଶୀଘ୍ର ଫୁରିଅର୍ ଟ୍ରାନ୍ସଫର୍ମ |
জাহাজের রসিদ দিনকারি,ଜାହାଜ ରସିଦ ଡିଙ୍କାରୀ |
ফাইল বরাদ্দের সময়সূচী,ଫାଇଲ୍ ଆବଣ୍ଟନ କାର୍ଯ୍ୟସୂଚୀ |
মারাত্মক ত্রুটি,ସାଂଘାତିକ ତ୍ରୁଟି |
মূল ফাইল,ପ୍ୟାରେଣ୍ଟ୍ ଫାଇଲ୍ |
ইনপুট,ଇନପୁଟ୍
"দোষ, দোষ","ଦୋଷ, ଦୋଷ"
দোষ বিশ্লেষণ,ତ୍ରୁଟି ବିଶ୍ଳେଷଣ |
ফল্ট রেটিং,ତ୍ରୁଟି ମୂଲ୍ୟାୟନ
দোষ স্থানীয়করণ,ତ୍ରୁଟି ଲୋକାଲାଇଜେସନ୍ |
দোষ স্থানীয় সেতু,ତ୍ରୁଟି ସ୍ଥାନୀୟ ସେତୁ |
ফল্ট ফিল্টার টগল,ତ୍ରୁଟି ଫିଲ୍ଟର ଟୋଗଲ୍ |
পতন সহনশীলতা,ସହନଶୀଳତା
ফ্যানোর অ্যালগরিদম,ଫାନୋର ଆଲଗୋରିଦମ |
সংস্করণ সংখ্যা,ସଂଖ୍ୟା ସଂଖ୍ୟା
ইস্যু নম্বর গাছ,ସଂଖ୍ୟା ଗଛ ଦିଅ |
ফ্যাক্স,ଫ୍ୟାକ୍ସ
ফাইল সংমিশ্রণ,ଫାଇଲ୍ ମିଶ୍ରଣ |
F সংযোগকারী,F ସଂଯୋଜକ |
ফ্রিকোয়েন্সি বিভাগ মাল্টিপ্লেক্সার,ଫ୍ରିକ୍ୱେନ୍ସି ଡିଭିଜନ୍ ମଲ୍ଟିପ୍ଲେକ୍ସର୍ |
FEC কোড,FEC କୋଡ୍
ফেডারেল কমিউনিকেশনস কমিশন,ଫେଡେରାଲ୍ ଯୋଗାଯୋଗ ଆୟୋଗ |
পুনঃবিনিয়োগ লুপ লাভ,ପୁନ rein ନିବେଶ ଲୁପ୍ ଲାଭ |
ক্ষয়প্রাপ্ত চৌম্বকীয় উপাদান,ଆଘାତପ୍ରାପ୍ତ ଚୁମ୍ବକୀୟ ପଦାର୍ଥ |
ইনপুট,ଇନପୁଟ୍
পুনঃবিনিয়োগ ফলন,ପୁନ vest ନିବେଶ ଅମଳ |
ভরণপোষণ ক্ষতি,ରୋଜଗାର କ୍ଷତି
পুনঃবিনিয়োগ,ପୁନ vest ନିବେଶ
পুনঃবিনিয়োগ পরিবর্ধক,ପୁନ rein ନିବେଶ ଏମ୍ପ୍ଲିଫାୟର୍ |
পুনঃপ্রবর্তন বিকৃতি,ପୁନ tr ଉତ୍ପାଦନ ବିକୃତି |
পুনর্বিনিয়োগ ব্লক চিত্র,ପୁନ rein ନିବେଶ ବ୍ଲକ ଚିତ୍ର |
পুনঃবিনিয়োগ স্ট্রীম চিত্র,ପୁନ rein ନିବେଶ ଷ୍ଟ୍ରିମ୍ ଚିତ୍ର |
পুনঃস্থাপন লুপ,ପୁନ st ସ୍ଥାପନ ଲୁପ୍ |
পুনঃবিনিয়োগ অসিলেটর,ପୁନ rein ନିବେଶ ଓସିଲେଟର |
পুনঃবিনিয়োগের দৌড়,ପୁନ rein ନିବେଶ ଦ race ଡ଼ |
পুনর্বিনিয়োগ স্থানচ্যুতি নিবন্ধন,ପୁନ in ନିବେଶ ବିସ୍ଥାପନ ରେଜିଷ୍ଟର |
পুনঃবিনিয়োগ নীতির চিত্র,ପୁନ vest ବିନିଯୋଗ ନୀତି ଚିତ୍ର |
পুনঃপ্রবর্তন ভোল্টেজ ডায়াগ্রাম,ପୁନ tr ଉତ୍ପାଦନ ଭୋଲଟେଜ୍ ଚିତ୍ର |
ফার্মি স্তর,ଫର୍ମୀ ସ୍ତର |
ফেরিক প্রবর্তক,ଫେରିକ୍ ଇନଡକ୍ଟର |
ফেরাইট,ଫେରାଇଟ୍ |
ফেরাইট অ্যান্টেনা,ଫେରାଇଟ୍ ଆଣ୍ଟେନା |
ফেরাইট আগাছা,ଫେରିଟ୍ ତୃଣ |
ফেরাইট স্পিনার,ଫେରାଇଟ୍ ସ୍ପିନର୍ |
ফেরাইট বিভাজক,ଫେରାଇଟ୍ ବିଛିନ୍ନକାରୀ |
ফেরাইট লাইন এক্সটেনশন,ଫେରାଇଟ୍ ଲାଇନ୍ ଏକ୍ସଟେନ୍ସନ୍ |
ফেরাইট-কোর ট্রান্সফরমার,ଫେରାଇଟ୍-କୋର୍ ଟ୍ରାନ୍ସଫର୍ମର |
ফেরো ক্রোম টেপ,ଫେରୋ କ୍ରୋମ୍ ଟେପ୍ |
ফেরোম্যাগনেটিজম,ferromagnetism
ভাগ্য,ଭାଗ୍ୟ
ফিল্ড ইফেক্ট ট্রানজিস্টর (FET),ଫିଲ୍ଡ ଇଫେକ୍ଟ ଟ୍ରାନଜିଷ୍ଟର (FET)
ফ্যাট বুস্টার,ଫ୍ୟାଟ୍ ବୁଷ୍ଟର୍ |
fret পরিপূরক প্রতিসাম্য,ଫ୍ରେଟ୍ ସଂପନ୍ନ ସମୃଦ୍ଧତା |
চর্বি হ্রাস মোড,ଫ୍ୟାଟ୍ ହ୍ରାସ ମୋଡ୍ |
"ভাগ্য দ্বৈত দরজা, দ্বৈত দরজা","ଭାଗ୍ୟ ଦ୍ୱ ual ତ ଦ୍ୱାର, ଦ୍ୱ ual ତ ଦ୍ୱାର |"
চর্বি বৃদ্ধি মোড,ଚର୍ବି ବୃଦ୍ଧି ଧାରା |
fret ফ্রিকোয়েন্সি প্রতিক্রিয়া,ଫ୍ରେଟ୍ ଫ୍ରିକ୍ୱେନ୍ସି ପ୍ରତିକ୍ରିୟା |
ফ্যাট গ্রাফিক বিশ্লেষণ,ଫ୍ୟାଟ୍ ଗ୍ରାଫିକ୍ ବିଶ୍ଳେଷଣ |
ভাগ্য বিনিয়োগ নিরাপত্তা,ଭାଗ୍ୟ ନିବେଶ ନିରାପତ୍ତା |
চর্বি বিপরীত,ଚର୍ବି ଓଲଟା |
ভাগ্য চুক্তি,ଭାଗ୍ୟ ଚୁକ୍ତି
চর্বি mosfet,ଚର୍ବି ମସଫେଟ |
চর্বি পরিবাহিতা,ଫ୍ୟାଟ୍ କଣ୍ଡକ୍ଟିଭିଟି |
ঘুমের সময়,ଶୋଇବା ସମୟ |
ফাইল আমদানি,ଫାଇଲ୍ ଆମଦାନି |
ফাইবার,ଫାଇବର
ফাইবার সংযোগকারী,ଫାଇବର ସଂଯୋଜକ |
ফাইবার বন্টিত ডেটা ইন্টারফেস,ଫାଇବର ବଣ୍ଟିତ ଡାଟା ଇଣ୍ଟରଫେସ୍ |
ফাইবার গ্লাস,ଫାଇବର ଗ୍ଲାସ |
ফাইবার অপটিক লিঙ্ক,ଫାଇବର ଅପ୍ଟିକ୍ ଲିଙ୍କ୍ |
ফাইবার অপটিক্স ট্রান্সমিশন উইন্ডো,ଫାଇବର ଅପ୍ଟିକ୍ସ ଟ୍ରାନ୍ସମିସନ୍ ୱିଣ୍ଡୋ |
ফাইবার আলো আবিষ্কারক,ଫାଇବର ଲାଇଟ୍ ଡିଟେକ୍ଟର୍ |
ফাইবার বন্ধন,ଫାଇବର ବନ୍ଧନ |
ফিবোনাচি সংখ্যা,ଫାଇବୋନାକ୍ସି ସଂଖ୍ୟା |
ভার্চুয়াল নয়েজ জেনারেটর,ଭର୍ଚୁଆଲ୍ ଶବ୍ଦ ଜେନେରେଟର |
প্রাপকের বিশ্বস্ততা,ପ୍ରାପ୍ତକର୍ତ୍ତାଙ୍କ ବିଶ୍ୱସ୍ତତା |
জালিয়াতি,ଜାଲିଆତି
এলাকা সাহায্যপ্রাপ্ত,କ୍ଷେତ୍ର ସହାୟତା
ফিল্ড ইফেক্ট ডিভাইস,କ୍ଷେତ୍ର ପ୍ରଭାବ ଉପକରଣ
ক্ষেত্র প্রভাব সুইচ,ଫିଲ୍ଡ ଇଫେକ୍ଟ ସୁଇଚ୍
ক্ষেত্র কার্যকর ট্রানজিস্টর,କ୍ଷେତ୍ର ପ୍ରଭାବଶାଳୀ ଟ୍ରାନଜିଷ୍ଟର |
ক্ষেত্র নির্গমন,କ୍ଷେତ୍ର ନିର୍ଗମନ |
সীসা শরীর,ସୀସା ଶରୀର |
ক্ষেত্রের ফ্রিকোয়েন্সি,କ୍ଷେତ୍ର ଆବୃତ୍ତି
ক্ষেত্রের তীব্রতা,କ୍ଷେତ୍ରର ତୀବ୍ରତା |
ফিল্ড প্রোগ্রাম লজিক অ্যারে,ଫିଲ୍ଡ ପ୍ରୋଗ୍ରାମ୍ ଲଜିକ୍ ଆରେ |
ক্ষেত্র পরীক্ষা,କ୍ଷେତ୍ର ପରୀକ୍ଷା
ক্ষেত্র বাতিল,କ୍ଷେତ୍ର ପ୍ରତ୍ୟାହାର
ফিফো মেমরি,FIFO ସ୍ମୃତି
দক্ষতা সূচক,ଦକ୍ଷତା ସୂଚକାଙ୍କ
ফাইল,ଫାଇଲ୍ |
ফাইল ফিলার,ଫାଇଲ୍ ଫିଲର୍ |
ফাইল কমান্ড,ଫାଇଲ୍ କମାଣ୍ଡ୍ |
ফাইল সার্ভার,ଫାଇଲ୍ ସର୍ଭର |
স্তর ক্যাপাসিটর,ସ୍ତର କ୍ୟାପେସିଟର୍ |
স্তর প্রতিরোধক,ସ୍ତର ପ୍ରତିରୋଧକ |
ছাঁকনি,ଫିଲ୍ଟର୍
ফিল্টার বৈশিষ্ট্য,ଫିଲ୍ଟର ବ characteristics ଶିଷ୍ଟ୍ୟଗୁଡିକ
ফিল্টার সার্কিট,ଫିଲ୍ଟର ସର୍କିଟ |
সংগ্রহ,ସଂଗ୍ରହ
ফিল্টার ডিজাইন,ଫିଲ୍ଟର ଡିଜାଇନ୍
যোগাযোগ তথ্য,ଯୋଗାଯୋଗ ତଥ୍ୟ
ফিল্টার পদ্ধতি,ଫିଲ୍ଟର ପଦ୍ଧତି |
ফিল্টার পুনর্গঠন,ଫିଲ୍ଟର ପୁନ struction ନିର୍ମାଣ |
চূড়ান্ত সমাবেশ,ଅନ୍ତିମ ସମାବେଶ |
আঙুলের ছাপ,ଫିଙ୍ଗର ପ୍ରିଣ୍ଟ |
সীমাবদ্ধ আবেগপূর্ণ রিপোর্টিং ফিল্টার,ସୀମିତ ଇମ୍ପ୍ଲୁସିଭ୍ ରିପୋର୍ଟିଂ ଫିଲ୍ଟର୍ |
সীমাবদ্ধ পরামিতি,ସୀମିତ ପାରାମିଟର |
সসীম রাষ্ট্র মেশিন,ସୀମିତ ରାଜ୍ୟ ଯନ୍ତ୍ର |
ফায়ারিং কোণ,ଫାୟାରିଙ୍ଗ୍ କୋଣ |
ফার্মওয়্যার,ଫର୍ମୱେୟାର |
প্রথম চিত্র শব্দ,ପ୍ରଥମ ଚିତ୍ର ଶବ୍ଦ |
প্রথম আদেশ প্রশ,ପ୍ରଥମ ଅର୍ଡର ପ୍ରଶ୍ |
ফিশার লুপ পরীক্ষা,ଫିସର୍ ଲୁପ୍ ପରୀକ୍ଷା |
ধ্রুবক,ସ୍ଥିର
স্থায়ী attenuator,ସ୍ଥିର ଆଟେନୁଏଟର୍ |
স্থির অভিযোজন,ସ୍ଥିର ଆଭିମୁଖ୍ୟ
স্থির ক্যালকুলেটর,ସ୍ଥିର କାଲକୁଲେଟର
নির্দিষ্ট এলাকা,ସ୍ଥିର କ୍ଷେତ୍ର |
অ্যাসাইনমেন্ট মেশিন,ଆସାଇନମେଣ୍ଟ ମେସିନ୍ |
নির্দিষ্ট সময় নিয়ামক,ସ୍ଥିର ସମୟ ନିୟନ୍ତ୍ରକ |
পতাকা,ପତାକା
ফ্ল্যাঞ্জ,ଫ୍ଲେଞ୍ଜ୍
ফ্ল্যাপ অ্যাটেনুয়েটর,ଫ୍ଲାପ୍ ଆଟେନୁଏଟର୍ |
আভা,ଜ୍ୱଳନ୍ତ
উজ্জ্বলতা রূপান্তরকারী,ଉଜ୍ଜ୍ୱଳତା ରୂପାନ୍ତରକାରୀ |
flamboyant,ଚମକ
সমতল মেঝে স্ক্যানিং,ଫ୍ଲାଟ ଫ୍ଲୋର ସ୍କାନିଂ |
সমতল কুণ্ডলী,ଫ୍ଲାଟ କୋଇଲ୍ |
ফ্ল্যাট ফাইল,ଫ୍ଲାଟ ଫାଇଲ୍ |
সমতল ফিল্টার,ଫ୍ଲାଟ ଫିଲ୍ଟର |
ফ্ল্যাট প্যাক,ଫ୍ଲାଟ ପ୍ୟାକ୍ |
সমতল পটি তারের,ଫ୍ଲାଟ ରିବନ୍ କେବୁଲ୍ |
সমতল শীর্ষ নমুনা,ଫ୍ଲାଟ ଟପ୍ ନମୁନା |
F-স্তর,F- ସ୍ତର |
F-স্তর আয়নোস্ফিয়ার,F- ସ୍ତର ଆୟନୋସାଇଫର୍ |
ফ্লেমিং,ଫ୍ଲେମିଂ
ফ্লেমিং এবং ক্লিনটনের বিচ্যুতি পদ্ধতি,ଫ୍ଲେମିଂ ଏବଂ କ୍ଲିଣ୍ଟନ୍ ଡାଇଭର୍ଜେନ୍ସ ପଦ୍ଧତି |
ফ্লাটার,ut ୁଲା
ফ্লটার আওয়াজ,ଶବ୍ଦ ଶବ୍ଦ
ফ্লটার ফটোমিটার,ଫ୍ଲଟର୍ ଫୋଟୋମିଟର |
ফ্লিপ ফ্লপ,ଫ୍ଲିପ୍ ଫ୍ଲପ୍
ফ্লিপ ফ্লপ অ্যাসিঙ্ক্রোনাস বিনিয়োগ,ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ଅସନ୍ତୁଳିତ ବିନିଯୋଗ |
ফ্লিপ ফ্লপ বৈশিষ্ট্য,ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ବ acter ଶିଷ୍ଟ୍ୟଗୁଡିକ |
ফ্লিপ ফ্লপ কল সংকেত,ଫ୍ଲିପ୍ ଫ୍ଲପ୍ କଲ୍ ସିଗ୍ନାଲ୍ |
ফ্লিপ ফ্লপ টাইমলাইন,ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ଟାଇମଲାଇନ୍ |
ফ্লিপ ফ্লপ কোর-ট্রিগারড,ଫ୍ଲିପ୍ ଫ୍ଲପ୍ କୋର୍-ଟ୍ରିଗର୍ |
ফ্লিপ ফ্লপ জে কে ট্রিগার,ଫ୍ଲିପ୍ ଫ୍ଲପ୍ jK ଟ୍ରିଗର |
ফ্লিপ ফ্লপ ল্যাচ,ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ଲ୍ୟାଚ୍ |
ফ্লিপ ফ্লপ মাস্টার-দাস,ଫ୍ଲିପ୍ ଫ୍ଲପ୍ ମାଷ୍ଟର-ଦାସ |
ফ্লিপ ফ্লপ RS,ଫ୍ଲିପ୍ ଫ୍ଲପ୍ RS
