Odiya,Tamil
ଜ oc ତିକ ପଥ,உயிர்வேதியியல் பாதை
ବାୟୋକେମିକାଲ୍ ଟ୍ୟାକ୍ସୋନୋମି |,உயிர்வேதியியல் வகைபிரித்தல்
ବାୟୋକେମିକାଲ୍ କ techni ଶଳ |,உயிர்வேதியியல் நுட்பம்
ବାୟୋକେମିଷ୍ଟ୍ରି |,உயிர் வேதியியல்
ବାୟୋକାଇଡ୍ |,பயோசைட்
ବାୟୋକାଇଡ୍ ଅବଶିଷ୍ଟ |,பயோசைட் எச்சம்
ବାୟୋ ଆଣ୍ଡିଡଗ୍ରାଡେବଲ୍ କୀଟନାଶକ |,மக்கும் பூச்சிக்கொல்லி
ବାୟୋଡିଗ୍ରାଡେବଲ୍ ଜ organic ବିକ ବର୍ଜ୍ୟବସ୍ତୁ |,மக்கும் கரிம கழிவுகள்
ବାୟୋ ଆଣ୍ଡିଡଗ୍ରାଡିକ୍ କୀଟନାଶକ |,மக்கும் பூச்சிக்கொல்லி
ଜ od ବ ପରିବହନ,பல்லுயிர்
ବାୟୋଥିକ୍ସ |,உயிரியக்கவியல்
ବାୟୋଫର୍ଟିଲାଇଜର |,உயிர் உருமாற்றம்
ବାୟୋହଫିଗ୍ |,பயோஃபோர்டிஃபிகேஷன்
ବାୟୋରେଜନିସ୍ |,உயிரினங்கள்
ବାୟୋରେସେଟିକ୍ ନିୟମ |,உயிரியல் சட்டம்
ବାୟୋଲେଓଲେଜେମିକାଲ୍ ଚକ୍ର |,உயிர் வேதியியல் சுழற்சி
ବାୟୋରେଗ୍ରାଫିକ୍ ଅଞ୍ଚଳ |,உயிர் புவியியல் பகுதி
ବାୟୋରେଗୋଗ୍ରାଫି |,உயிர் புவியியல்
ବାୟୋଏଣ୍ଟଫାଟିକ୍ସ |,உயிர் தகவல்தொடர்பு
ବାୟୋଲିଷ୍ଟିକ୍ ବନ୍ଧୁକ (ଜିନ୍ ବନ୍ଧୁକ),பயோலிஸ்டிக் துப்பாக்கி (மரபணு துப்பாக்கி)
ବାୟୋଲିଷ୍ଟିକ୍ସ |,பயோலிஸ்டிக்ஸ்
ଜ bi ବିକ ଏବଂ ଶାରୀରିକ ପ୍ରତିବନ୍ଧକ |,உயிரியல் மற்றும் உடல் தடை
ଜ bi ବିକ ହେବାର |,உயிரியல் இருப்பு
ଜ ological ବିକ ରସାୟନ ବିଜ୍ଞାନ |,உயிரியல் வேதியியல்
ଜ bi ବିକ ଶ୍ରେଣୀକରଣ |,உயிரியல் வகைப்பாடு
ଜ ological ବିକ ସମ୍ପ୍ରଦାୟ |,உயிரியல் சமூகம்
ଜ Bi ବିକ ନିୟନ୍ତ୍ରଣ |,உயிரியல் கட்டுப்பாடு
ଜ bi ବିକ ବିବି ବିବିଧତା |,உயிரியல் பன்முகத்தன்மை
ଜ Bi ବିକ ବିବିଧତା |,உயிரியல் பரிணாமம்
ଜ bi ବିକ ଚାଷ |,உயிரியல் விவசாயம்
ଜ bi ବିକ ଯଥାର୍ଥ |,உயிரியல் மரபு
ଜ bi ବିକ ମ୍ୟାଗ୍ନିଫିକେସନ୍ |,உயிரியல் உருப்பெருக்கம்
ଜ ological ବ୍ତିକ ନାଇଟ୍ରୋଜେନ୍ ଫିକ୍ସନ୍ |,உயிரியல் நைட்ரஜன் நிர்ணயம்
ଜ bi ବିକ ପିଗମେଣ୍ଟ |,உயிரியல் நிறமி
ଜ ological ବିକ ସୃଷ୍ଟି |,உயிரியல் இனங்கள் கருத்து
ଜ bi ବିକ ବ୍ୟବସ୍ଥା |,உயிரியல் அமைப்பு
ଜ bi ବିକ ଯୁଦ୍ଧ (ବାୟୋ-ଯୁଦ୍ଧ),உயிரியல் போர் (உயிர் போர்)
ଜ bi ବିକ ଅସ୍ତ୍ର (ବାୟୋ-ଅସ୍ତ୍ର),உயிரியல் ஆயுதம் (உயிர் ஆயுதம்)
ଜ ological ଖିକତା |,உயிரியல்
ଜୀବବିଜ୍ଞାନୀ |,உயிரியலாளர்
ଜୀବବିଜ୍ଞାନ |,உயிரியல்
ବାୟୋଲୁମିନ୍ସେନ୍ସ |,பயோஎலுமினென்சென்ஸ்
ବାୟୋମାସ୍ |,உயிரி
ବାୟୋମାସ୍ ଇନ୍ଧନ |,பயோமாஸ் எரிபொருள்
ବାୟୋମୋ |,பயோம்
ବାୟୋମେଡିଆିକାଲ୍ ଇଞ୍ଜିନିୟରିଂ |,பயோமெடிக்கல் இன்ஜினியரிங்
ବାୟୋମେଡିଆଲ୍ ଟେକ୍ନୋଲୋଜି |,பயோமெடிக்கல் தொழில்நுட்பம்
ବାୟୋମୋଲେକ୍ |,உயிர் மூலக்கூறு
ବାୟୋପୋଟେଣ୍ଟ୍ |,உயிரியல்
ବାୟଫୋଫର୍ମ୍ୟୁଟ୍ୟୁଟିକାଲ୍ |,உயிர் மருந்து
ବାୟୋଫାଇଜିକାଲ୍ |,உயிர் இயற்பியல்
ବାୟୋଫାଇନ୍ସିକ୍ସ |,உயிர் இயற்பியல்
Bipifracy,பயோபிரசி
ବାୟୋପୋଟେରାଲ୍ ଏମ୍ପ୍ଲିଫାୟର୍ |,பயோபோடென்ஷியல் பெருக்கி
ବାୟୋରାକ୍ଟର,உயிரியக்கவியல்
ବାୟୋଡମେଡେସନ୍,உயிரியக்கவியல்
ବାୟୋସାଇଡ୍ |,பயோசோலிட்
ବାୟୋସଫିସର ଉତ୍ସ |,உயிர்க்கோள வளங்கள்
ବାୟୋସଫିର୍,உயிர்க்கோளம்
ବାୟୋସିନ୍ ପଥ,உயிரியக்கவியல் பாதை
ବାୟୋସିନ୍ ପର୍ଯ୍ୟାୟ |,உயிரியக்கவியல் கட்டம்
ବାୟୋସମେଣ୍ଟାଟିକ୍ସ |,உயிர் அமைப்பு
ବାୟୋଟେକ୍ନୋଲୋଜି |,உயிரி தொழில்நுட்பவியல்
ବାୟୋରେଟ୍ରୋରିଜିମ୍ |,உயிர் பயங்கரவாதம்
ବାୟୋଟିକ୍ |,உயிரியல்
ବାୟୋଟିକ୍ ସମ୍ପ୍ରଦାୟ |,உயிரியல் சமூகம்
ବାୟୋଟିକ୍ ଫ୍ୟାକ୍ଟର୍ |,உயிரியல் காரணி
ବାୟୱାର,பயோவர்
ବାୟୋୱାପନ୍ ଏଜେଣ୍ଟ |,பயோவாபன் முகவர்
ବିପୁଳ,இருதரப்பு
Bhphoshoglycele ରେଟ୍ |,பைபாஸ்போகிளிசரேட்
ବିପୁଣ୍ଟେଟ୍ |,இருமுனை
ଦ୍ୱିପାକ୍ଷିକ ସ୍ନାୟୁ ସେଲ୍ |,இருமுனை நரம்பு செல்
ଦ୍ୱିପାକ୍ଷିକ ନ୍ୟୁରନ୍ |,இருமுனை நியூரான்
ପକ୍ଷୀ,பறவை
ପକ୍ଷୀ ଫ୍ଲୁ ଜୀବାଣୁ |,பறவை காய்ச்சல் வைரஸ்
ବିସେକ୍ସୁଆଲ୍,இருபால்
ବିସେକ୍ସୁଆଲ୍ ଫୁଲ |,இருபால் மலர்
କାମୁଡ଼ିବା ଏବଂ ଚୁଇଙ୍ଗ ପ୍ରକାର |,கடித்தல் மற்றும் மெல்லும் வகை
ବିବାଦ,இரு
Bizarre ଆଚରଣ |,வினோதமான நடத்தை
କଳା ବିରି,கருப்பு பெர்ரி
କଳା ପାଦ ରୋଗ,கருப்பு கால் நோய்
କ୍ରୁସଫରର କଳା ପୋକ |,சிலுவையின் கருப்பு அழுகல்
ବ୍ଲେଡର୍ ୱର୍ଟ |,சிறுநீர்ப்பை வோர்ட்
ବ୍ଲେଡର,சிறுநீர்ப்பை
ବ୍ଲେଡର୍ୱର୍ଟ |,சிறுநீர்ப்பை
ବ୍ଲାଡର୍ କୀଟ |,சிறுநீர்ப்பை
ବ୍ଲେଷ୍ଟୋକଲ୍ |,பிளாஸ்டோகோல்
ବ୍ଲେଷ୍ଟୋସିଷ୍ଟ |,பிளாஸ்டோசிஸ்ட்
ବ୍ଲେଷ୍ଟୋମେରେ |,பிளாஸ்டோமியர்
ବ୍ଲାଷ୍ଟୁଲା,பிளாஸ்டுலா
ରକ୍ତସ୍ରାବ,கலக்கப்பட்டது
ଅନ୍ଧ ଥଳ,குருட்டு சாக்
ଅନ୍ଧ ସ୍ଥାନ,குருட்டு புள்ளி
ରକ୍ତ ଜମାଟ କାରକ |,இரத்த உறைவு காரணி
ରକ୍ତ କରପ୍ୟୁସଲ୍ |,இரத்த கார்பஸல்
ରକ୍ତ ପ୍ରବାହ,இரத்த ஓட்டம்
ରକ୍ତ ଗୋଷ୍ଠୀ,இரத்த வகை
ରକ୍ତ ଶର୍ମକ,இரத்த சீரம்
ରକ୍ତବସ୍ଥ,இரத்த நாளம்
ରକ୍ତ ପ୍ରବାହ,இரத்த ஓட்டம்
ସ୍ୱଳ୍ପ ବ୍ଲୋପିଂ,வெடிப்பு
ନୀଳ ଶିଶୁ ସିଣ୍ଡ୍ରୋମ |,நீல குழந்தை நோய்க்குறி
ନୀଳ ବିରି,நீல பெர்ரி
ନୀଳ ସବୁଜ ଆଲଗା |,நீல பச்சை ஆல்கா
ବ୍ଲୁ ବିପ୍ଳବ,நீல புரட்சி
ନୀଳ ବାଘ,நீல திமிங்கிலம்
ନୀଳ ଶେଷ ଲିଗେସନ୍ |,நீல முடிவு லிகேஷன்
ଦର୍ଶନର ଅସ୍ପଷ୍ଟ |,பார்வை மங்கலானது
ବବକାଟ |,பாப்காட்
ଶରୀର,உடல்
ଶରୀର (ସୋମାଟିକ୍) ସେଲ୍ |,உடல் (சோமாடிக்) செல்
ଶରୀରର ତରଳ ପଦାର୍ଥ |,உடல் திரவம்
Beerhaavia,போயர்ஹாவியா
ବଗ୍,போக்
ବୋଲ୍ ପୋକ,போல் புழு
ବ୍ଲାସ୍ |,போலஸ்
ବୋମା କ୍ୟାରିଓନୋମିଟର |,கலோரியோமீட்டர் வெடிகுண்டு
ବମ୍ବେ ଡକ୍ |,பம்பாய் வாத்து
Bombyx,குண்டுவெடிப்பு
ଅସ୍ଥି ମଜ୍ଜ,எலும்பு மஜ்ஜை
ବୋନେଲିଆ |,போனெல்லியா
ବାଇନ୍ ଲାବିରିନ୍ଥ |,போனி லாபிரிந்த்
ବଣିକଣ ଗଠନ |,போனி அமைப்பு
ବୁକ୍ ଗିଲ୍ |,புத்தக கில்
ବୁଣାଯାଇଥିବା ଗର୍ତ୍ତ,எல்லைக் குழி
ଉଦ୍ଭିଦ ବିଜ୍ଞାନ,தாவரவியல்
ବଟାନିକାଲ୍ ଗାର୍ଡେନ୍ |,தாவரவியல் பூங்கா
ଉଦ୍ଭିଦୀୟ ନାମକ |,தாவரவியல் பெயரிடல்
ଉଦ୍ଭିଦଦାତା,தாவரவியலாளர்
ଉଦ୍ଭିଦ,தாவரவியல்
ବୋତଲଗୁଡିକ ପ୍ରଭାବ |,சிக்கல் விளைவு
ତଳ ବାସିନ୍ଦା |,கீழே வசிப்பவர்
ତଳ ବାସସ୍ଥାନ,கீழே வசிக்கும்
ବଗିନିଭିଆ |,Bougainvillea
ବୋମାନ କ୍ୟାପସୁଲ୍ |,போமன் காப்ஸ்யூல்
ବୋମାନର ଗ୍ରନ୍ଥି |,போமனின் சுரப்பி
ବ୍ରାକେଟ୍ ଫଙ୍ଗି |,அடைப்புக்குறி பூஞ்சை
ବ୍ରାଣ୍ଡ,Pract
ବ୍ରାକ୍ଟେଟ୍ |,Bracteate
ବ୍ରାକ୍ଟିଲେଟ୍ |,Bracteoolate
ବ୍ରାକ୍ଟୋଲ,Bracteole
ମସ୍ତିଷ୍କ,மூளை
ମସ୍ତିଷ୍କ ବାକ୍ସ,மூளை பெட்டி
ମସ୍ତିଷ୍କ ମୃତ,மூளைச்சாவு
ମସ୍ତିଷ୍କ ଗ୍ୟାଙ୍ଗଲିଅନ୍ |,மூளை கேங்க்லியன்
ମସ୍ତିଷ୍କ ଷ୍ଟେମ୍ |,மூளை தண்டு
ଶାଖା,கிளைகள்
ଶାଖାସୀମା,கிளாஸ்டோஸ்டோமா
ବ୍ରାଜ୍କେ,பிரஸ்ஜின்
ରୁଟି ଛାଞ୍ଚ |,ரொட்டி அச்சு
ସ୍ତନ୍ୟପାନ |,தாய்ப்பால்
ପ୍ରଜନକ,வளர்ப்பவர்
ଜୀବବିଜ୍ଞାନ ପ୍ରଜନନ |,இனப்பெருக்க உயிரியல்
ବ୍ଲେର୍ ଖମୀର |,ப்ரூவரின் ஈஸ்ட்
ସେତୁ,பாலம்
ଉଜ୍ଜ୍ୱଳ କ୍ଷେତ୍ର ମାଇକ୍ରୋସ୍କୋପ୍ |,பிரகாசமான புலம் நுண்ணோக்கி
ଭଗ୍ନ ଷ୍ଟାର,உடையக்கூடிய நட்சத்திரம்
ବ୍ରଡ୍ ବିନ୍ |,பிராட் பீன்
ବ୍ରୋକୋଲି,ப்ரோக்கோலி
ବ୍ରୋଙ୍କିଅଲ,மூச்சுக்குழாய்
ବ୍ରୋଙ୍କାଇଟିସ୍,மூச்சுக்குழாய் அழற்சி
ବ୍ରୋସମ୍ବଲାଟୋର drug ଷଧ |,மூச்சுக்குழாய் மருந்து
Etod,அடைகாக்கும்
Etod,அடைகாக்கும்
ବ୍ରୁଡ୍ ପାରିତିମତା |,அடைகாக்கும் ஒட்டுண்ணித்தனம்
ବ୍ରୋଡ୍ ଥଳି,அடைகாக்கும் பை
ବ୍ରଥ,குழம்பு
ବାଦାମୀ ଭାଲୁ,பழுப்பு கரடி
ବ୍ରାଉନ୍ କଳଙ୍କିତ |,பழுப்பு துரு
ବ୍ରାଉଜର୍,உலாவி
ବ୍ରଶ୍-ସୀମା ସିଲିଟ୍ ଏପିଥେଲିୟମ୍ |,தூரிகை-எல்லை சிலியேட் எபிட்டிலியம்
ବ୍ରୁସେଲ୍ସ ସ୍ପ୍ରୁଟ୍ |,பிரஸ்ஸல்ஸ் முளை
ବ୍ରାଇୋଫିଲମ୍,பிரையோபில்லம்
ବ୍ରାଇଓଫାଇଟା |,பிரையோபிடா
ବ୍ରାଇଓଫାଇଟ୍ |,பிரையோபைட்
Brypsida,பிரையோப்சிடா
ବୁବୋ |,புபோ
ବୁକାଲ ଗୁହାଳ,புக்கால் குழி
ବୁକ୍କୋ-ଫିରାଙ୍ଗିଆଲ୍ ଗୁହାଳ |,புக்கோ-ஃபார்னீஜியல் குழி
ବଡିଙ୍ଗ,வளரும்
ବଫର୍ ବାଇକାର୍ବୋନେଟ୍ |,இடையக பைகார்பனேட்
ବଫର୍,இடையக
ବଫର୍ ଜୋନ୍,இடைப்பகுதி
ବଫର କାର୍ଯ୍ୟ,இடையக நடவடிக்கை
ବୁଫୋ |,புஃபோ
ବଲ୍ବ,விளக்கை
ବଲ୍ବିଲ୍ |,புல்பில்
ବଲବୋ ୟୁରେଥ୍ରାଲ୍ ଗ୍ରନ୍ଥି |,பல்போ சிறுநீர்க்குழாய் சுரப்பி
ବହୁଳ ପ୍ରବାହ |,மொத்தமாக ஓட்டம்
ଷଣ୍ .ର କକ୍ଷ |,புல்லிஃபார்ம் செல்
ବମ୍ବେ ମହୁମାଛି,பம்பல் தேனீ
ବଣ୍ଡଲ୍ ଶାଖା |,மூட்டை கிளை
ବଣ୍ଡଲ୍ ଶୋଥ୍ |,மூட்டை உறை
ବଣ୍ଡଲ୍ ଖଣ୍ଡ କକ୍ଷ |,மூட்டை உறை செல்
ବୁଏନସି,மிதப்பு
ବୁଏଟିଆଣ୍ଟ୍ ବନ୍ସିଟି ସେଣ୍ଟ୍ରିଫୁଗେସନ୍ |,மிதவை அடர்த்தி மையவிலக்கு
ବୁୟାଣ୍ଟ ଘନତା |,மிதவை அடர்த்தி
ବରଗନ୍,வளர்
ପୁରା ବୁଲିବା,பர்ரோவிங்
ବୁଦା,புஷ்
Butea monosterma |,பியூட்டியா மோனோஸ்பெர்மா
Buthuss,புட்டஸ்
ବଟ୍ରେସ୍ (ଫୁଲିଯାଇଥିବା ଷ୍ଟେମ୍ ବେସ୍),பட்ரஸ் (வீங்கிய ஸ்டெம் பேஸ்)
ଉତ୍ପାଦ ଦ୍ୱାରା,துணை தயாரிப்பு
ସି-ପେପ୍ଟାଇଡ୍ |,சி-பெப்டைட்
କାକଟସ୍ |,கற்றாழை
କ୍ୟାଡମିୟମ୍ ପ୍ରଦୂଷଣ |,காட்மியம் மாசுபாடு
କ୍ୟାଡୁକସ୍ |,காடுகஸ்
ଗାଁ,Caecum
କେନୋରଥବାଇଟିସ୍ ଏଲେନ୍ମାନେ |,கெய்னோராப்டிடிஸ் எலிகன்ஸ்
ସେସିୟମ୍,சீசியம்
କଫିନ୍,காஃபின்
କଲାକେଡ୍ ସ୍ପିକୁଲ୍ |,சுண்ணாம்பு ஸ்பிகுலே
କାଲାଗାରିଓଲ୍ ସେଲ୍ |,கணக்கீட்டு ஷெல்
କାଲ୍କୁଲିସିଅର୍ ଗ୍ରନ୍ଥି |,கால்சிஃபஸ் சுரப்பி
କାଲସିଫିକେସନ୍ |,கணக்கீடு
କାଲ୍କଟୋନିନ୍ |,கால்சிட்டோனின்
କ୍ୟାଲସିୟମ୍,கால்சியம்
ଚିକାୟଣ ବ୍ରିଜ୍,கால்சியம் பாலம்
କ୍ୟାଲସିୟମ୍ କାର୍ବୋନେଟ୍ |,கால்சியம் கார்பனேட்
କ୍ୟାଲେଣ୍ଡୋୁଲା |,காலெண்டுலா
କଲିଫୁସ୍,காலிபஸ்
କୁଲସ୍,கால்சஸ்
କଲମ ସଂସ୍କୃତି,காலஸ் கலாச்சாரம்
କଲକାକାସିଆ,கொலோகாசியா
କ୍ୟାଲୋଟ୍ସ,Calotes
କେବ୍ଲୋପିସିସ୍,கலோட்ரோபிஸ்
କ୍ୟାଟେଲ୍ରୋପିସ୍ ପ୍ରୋକେରା |,CALOTROPIS PROCERA
କଲଭିନ ଚକ୍ର,கால்வின் சுழற்சி
କାଲାଇକେଲୀ,கலிசினே
କାଲିକ୍ସ,கலிக்ஸ்
କାଲିକ୍ସ,கலிக்ஸ்
କାମ୍ରିଆନ୍ ଅବଧି |,கேம்ப்ரியன் காலம்
ଓଲସ୍,ஒட்டகம்
କାମୁଫ୍ଲେଜ୍ |,உருமறைப்பு
କ୍ୟାମ୍ପାନେଲ୍ସ |,காம்பானெல்ஸ்
କାନାବିଏଡ୍ |,கனபினாய்டு
କେନାଲିକୁଲସ୍ |,கால்வாய்
କର୍କଟ,புற்றுநோய்
କର୍କଟ (ସାଧାରଣ କ୍ରାବ),புற்றுநோய் (பொதுவான நண்டு)
କ୍ୟାଣ୍ଡାଇଟ୍ୟୁଫ୍ଟ |,கேண்டிடூஃப்ட்
ବାଡ଼ି ଚିନି |,கரும்பு சர்க்கரை
Kaniida,கனிடே
କଏନ୍ (ଦାନ୍ତ),கோரை (பற்கள்)
CANIS FirsiRis,கேனிஸ் பழக்கமானது
କାନନା |,கன்னா
କାନନିସ୍ ସତିଭା |,கஞ்சா சாடிவா
ଛାତ,விதானம்
କ୍ୟାପିଲିଟେସନ୍,கொள்ளளவு
କାପେଲର,கேபிலரிட்டி
କ୍ୟାପିଟାରି,தந்துகி
କ୍ୟାପିଲାରୀ ପ୍ରଚାର,தந்துகி சுழற்சி
କ୍ୟାପିଟଲମ୍ |,கேபிடல்லம்
କ୍ୟାପିଟିସ୍,கபாரிஸ்
କ୍ୟାପିଂ,கேப்பிங்
କ୍ୟାପ୍ସାଇଡ୍,கேப்சிட்
Sposomere,கேப்சோமியர்
Capsule,காப்ஸ்யூல்
କାର୍ବାମିନୋହୋବୋଗୋଲୋବିନ |,கார்பமினோஹமோகுளோபின்
କାର୍ବୋହାଇଡ୍ରେଟ୍ |,கார்போஹைட்ரேட்
ଅଙ୍ଗାରକାମ୍ଳ,கார்பன் டை ஆக்சைடு
କାର୍ବନ ବିବିଧତା |,கார்பன் டிஸல்பைட்
କାର୍ବନ ମଲକ୍ୟୁ |,கார்பன் மூலக்கூறு
କାର୍ବନେଟ |,கார்பனேட்
କାର୍ବନିକ୍ ଏସିଡ୍ |,கார்போனிக் அமிலம்
କାର୍ବୋନିକ୍ ଆନିହୁଡି |,கார்போனிக் அன்ஹைட்ரேஸ்
କାର୍ବନିଷ୍ଠର ଅବଧି,கார்போனிஃபிஸஸ் காலம்
କାର ବକ୍ସଲାଇଟ୍ |,கார்பாக்சைல்
କାର ବକ୍ସଲିଲ ଗୋଷ୍ଠୀ |,கார்பாக்சைல் குழு
କାର ବକ୍ସଲାଇଜ୍ |,கார்பாக்சிலேஸ்
କାର ବକ୍ସଲେସନ୍ |,கார்பாக்சிலேஷன்
କାରକାରୋଡନ୍ |,கார்சார்ரோடான்
କାର୍କିନୋ ଗୋଜେନ୍ସ,புற்றுநோயியல்
କାର୍କିନୋଜେନିକ୍ |,புற்றுநோய்
କର୍କିନୋମା,கார்சினோமா
ହ୍ୟାଣ୍ଡିଆକ୍ ଚକ୍ର,இதய சுழற்சி
କାର୍ସିଆକ୍ ଗ୍ଲାଇକାଇଡ୍ |,இதய கிளைகோசைடு
ହୃଦ୍ ମାସିକ ମାଂସପେଶୀ |,இதய தசை
କାର୍ସିଆକ୍ ପେସମେକର୍ |,இதய இதயமுடுக்கி
କୃତଜ୍ଞତା,கார்டோஸ்கோப்
କାର୍ନିଭୋରା |,கார்னிவோரா
କାର୍ନିଭୋର,கார்னிவோர்
କାର୍ନିଭୋରସ୍ |,தாமதம்
କାର୍ନିଭୋରସ୍ ବିମାନ |,தாமதம் விமானம்
କାର୍ନିଭୋରସ୍ ଚତୁର୍ଭୁଜ |,மாமிச நான்கு மடங்கு
କାରୋଟୋନେନ,கரோட்டின்
କାରୋଟିନୋଏଡ୍,கரோட்டினாய்டு
କାର୍ପାଲ |,கார்பல்
କାର୍ପେଲ,கார்பல்
କାର୍ପସ୍ |,கார்பஸ்
କାର୍ଗେନ୍,கராஜீன்
ବାହକ ଯାନ୍ତ୍ରିକତା |,கேரியர் பொறிமுறை
କ୍ଷମତା ବହନ କରିବା |,தாங்கும் திறன்
କାର୍ଟିଲାଜେନସ୍ ମାଛ |,குருத்தெலும்பு மீன்
କାର୍ଟିଲାଗମସ୍,குருத்தெலும்பு
କ୍ଲିନବି,CARUNCLE
କ୍ୟାରିଗାମି |,கார்டோகாமி
କାର୍ୟାବିନ୍ଲେଣ୍ଟ୍ସ |,காரியோபில்லேசி
କାରୋଫିଲସ୍,காரியோபில்லேசியஸ்
କାରୋପ୍ସିସ୍ |,காரியோப்சிஸ்
କେନ୍,கேசின்
କାସପର୍ିଆନ୍ ଷ୍ଟ୍ରିପ୍ |,காஸ்பாரியன் துண்டு
କ୍ୟାସିୟା,காசியா
କାଜରୋଗରୀ,காசோவரி
କାଷ୍ଟର |,ஆமணக்கு
କାସୁରିନା |,காசுவரினா
କାସୁଆରିନା ଆଲସ୍ |,காசுவரினா அல்னஸ்
କାଟାବୋଲିଜିମ୍ |,வினையூக்கம்
କାଟାଲାସ୍,வினையூக்கி
କାଟାଲଗ୍ |,அட்டவணை
କାଟାଲିସିସ୍ |,வினையூக்கம்
କାଟାଲାଇଷ୍ଟ |,வினையூக்கி
କାଟାଲାଇଟିକ୍ କନଭର୍ଟର୍ |,வினையூக்க மாற்றி
ମୋତିଆବିନ୍ଦୁ,கண்புரை
ବିପର୍ଯ୍ୟୟ |,பேரழிவு
କ୍ୟାଟେନେକ୍ଲାମାଇନ୍,கேடகோலமைன்
Catecomine Hormon,கேடகோலோமின் ஹார்மோன்
କାଟୀଟିଅନ୍ସ |,கதை
ଯୋଡ,கேஷன்
କ୍ୟାଟେକିନ୍ |,கேட்கின்
କ୍ୟାଲାଲା |,கேட்லா
ବିଲେଇର ନଖ (ଦ୍ୱନ୍ଦ୍ୱ-ଅନଗୁଏସ୍ କ୍ୟାଟି),பூனையின் ஆணி (பிக்னோனியா-உங்குயிஸ் கேட்டி)
ଗୋରୁ ଚରିବା |,கால்நடை மேய்ச்சல்
ଗୋରୁ ରାଞ୍ଚି |,கால்நடை பண்ணையில்
ଗୋରୁର ଶାସକ |,கால்நடைகளின் ருமேன்
ଗୋରୁର ଶ style ଳୀ,கால்நடைகளின் நடை
କାଉଡାଲ୍ ମେରୁବ୍ରା |,காடால் முதுகெலும்பு
ପୁଶୂୟ,சாடெக்ஸ்
କାରଣ ଏଜେଣ୍ଟ,காரண முகவர்
Cedrus delodara (cedar),செட்ரஸ் தியோடாரா (சிடார்)
ସେଲାଷ୍ଟ୍ରାଲେସ୍,செலஸ்ட்ரேல்ஸ்
କକ୍ଷ ଜୋଲୋଗ୍ରାସିଷ୍ଟ |,செல் உயிரியலாளர்
କକ୍ଷ ଜୀବ ବିଜ୍ଞାନ |,செல் உயிரியல்
ସେଲ୍ ଚକ୍ର,செல் சுழற்சி
ସେଲ୍ ବିସ୍ତାର କରନ୍ତୁ |,செல் விரிவாக்கம்
କକ୍ଷ ଲିଭୋପା |,செல் உறை
ସେଲ ଭଗ୍ନାଂଶ,செல் பின்னம்
ସେଲ୍ ହୋମୋଜେନେଟ୍ |,செல் ஒத்திசைவு
ସେଲ୍ ମଧ୍ୟସ୍ଥି ପ୍ରତିରକ୍ଷା |,செல் மத்தியஸ்த நோய் எதிர்ப்பு சக்தி
ହେଲ୍ ମେମ୍ବ୍ରେନ୍ |,செல் சவ்வு
କକ୍ଷ ପ୍ରବନ୍ଧ,செல் பெருக்கம்
କକ୍ଷ ଗଠନ,செல் அமைப்பு
ସେଲ୍ ସିଦ୍ଧାନ୍ତ |,செல் கோட்பாடு
କକ୍ଷ କାନ୍ଥ,சிறைசாலை சுவர்
ସେଲୋଫାସ୍ ମେମ୍ବ୍ରେନ୍ |,செலோபேன் சவ்வு
ସଲୁଲା |,செல்லுலே
ସେଲ୍ୟୁଲାର୍ ପ୍ରତିରକ୍ଷା |,செல்லுலார் பாதுகாப்பு
ସେଲୁଲାର୍ ଶକ୍ତି ସ୍ଥାନାନ୍ତର- ସିଷ୍ଟମ |,செல்லுலார் ஆற்றல் பரிமாற்ற அமைப்பு
ସେଲୁଲାର୍ ଏନଜାଇମ୍ |,செல்லுலார் என்சைம்
ସେଲୁଲାର୍ ସ୍ତର |,செல்லுலார் நிலை
ସେଲ୍ୟୁଲାର ଅକ୍ସିଡେସନ୍ |,செல்லுலார் ஆக்சிஜனேற்றம்
ସେଲୁଲାର୍ ପୁଲ୍ |,செல்லுலார் பூல்
ସେଲୁଲୋଜ୍ |,செல்லுலோஸ்
ସେଲୁଲୋଜ୍ ମାଇକ୍ରୋଫିବ୍ରିଲ୍ |,செல்லுலோஸ் மைக்ரோஃபைப்ரில்
ସିମ୍ପମ୍,எரிமலம்
ସେଞ୍ଚ୍ରସ୍,செஞ்ச்ரஸ்
ସେନୋଜିକ୍ ଯୁଗ |,செனோசோயிக் சகாப்தம்
ଜନଗଣନା,மக்கள் தொகை கணக்கெடுப்பு
ଜନଗଣନା,மக்கள் தொகை கணக்கெடுப்பு
ସେଣ୍ଟିମଗାନ୍ଗାନ୍ |,சென்டிமோர்கன்
ସେଣ୍ଟିପେଡା ଅର୍ବିପିଓଲାରାଇଣ୍ଡସ୍ |,சென்டிபெடா ஆர்பிகுலரிஸ்
କେନ୍ଦ୍ରୀୟ ଅକ୍ଷ,மைய அச்சு
କେନ୍ଦ୍ରୀୟ ସେଲ୍ |,மைய செல்
କେନ୍ଦ୍ରୀୟ କୋର |,மைய கோர்
କେନ୍ଦ୍ରୀୟ ଡଗମା |,மத்திய பிடிப்பு
ସେଣ୍ଟ୍ରାଲ୍ ଡ୍ରଗ୍ ଗବେଷଣା ପ୍ରତିଷ୍ଠାନ |,மத்திய மருந்து ஆராய்ச்சி நிறுவனம்
କେନ୍ଦ୍ରୀୟ କ୍ଷେତ୍ର |,மைய புலம்
