English,Punjabi
desuckering,ਡੀ-ਇੰਟਰਕਲੇਸ਼ਨ
desynapsis,ਸੰਜੋਗ
detassel,1. ਨਰ ਮੰਜਰੀ ਐਕਸਟਰੈਕਸ਼ਨ (ਮੱਕੀ) 2. ਬੱਲਰ ਐਕਸਟਰੈਕਸ਼ਨ
detasseling,ਬੱਲਰ ਜਾਂ ਕੁੰਦਨ ਕੱਟਣਾ
determinant,ਨਿਰਧਾਰਕ
devaluation,devaluation
devegetation,de-vegetate
deviation,ਭਟਕਣਾ
diad,ਡਬਲ
diagnosis,ਨਿਦਾਨ
dichogamy,ਵੱਖਰੀ ਪਰਿਪੱਕਤਾ
dichotomy,ਵੰਡ
dicotyledon (seed),1. ਡਾਇਕੋਟਾਈਲਡਨ 2. ਡਾਇਕੋਟਾਈਲਡਨ (ਬੀਜ)
die back (disease),ਪਿੱਠ ਦੀ ਬਿਮਾਰੀ
diffusion,1. ਫੈਲਾਅ 2. ਪ੍ਰਸਾਰ
digestibility,ਪਾਚਨ ਸਮਰੱਥਾ
dihybrid,ਡਾਇਹਾਈਬ੍ਰਿਡ
dike (dyke),1. ਡੈਮ 2. ਡਰੇਨ 3. ਪਰਿਵਾਰ
dilute,ਮਾਮੂਲੀ
dioecious,1. ਮੋਨੋਗੈਮਸ 2. ਮੋਨੋਗੈਮਸ
diploid,ਡਿਪਲੋਇਡ
diploid,1. ਡਿਪਲੋਇਡ 2. ਡਿਪਲੋਇਡ
diplonema,dipole
disbudding,1. ਕੱਢਣਾ 2. ਬਡ ਹਟਾਉਣਾ
discing,1. ਹਲ ਵਾਹੁਣਾ 2. ਕਤਾਈ
discount,ਛੂਟ
disinfection,ਕੀਟਾਣੂਨਾਸ਼ਕ
dispersion,1. ਫੈਲਾਅ 2. ਖਿੰਡਾਉਣਾ
dissemination,1. ਖਿੰਡਾਉਣਾ 2. ਪਰਿਵਰਤਨ
diversification,ਵਿਭਿੰਨਤਾ
diversified farming,ਵਿਭਿੰਨ ਖੇਤੀਬਾੜੀ
DNA Ladder,ਡੀਐਨਏ ਕਦਮ
DNA receptor,ਡੀ.ਐਨ.ਏ ਪ੍ਰਾਪਤਕਰਤਾ
dockage,ਡੌਕ ਕਿਰਾਏ &#39;ਤੇ
dominant,ਅਸਰਦਾਰ
dormancy,ਸੁਸਤਤਾ
dose,1. ਮਾਤਰਾ 2. ਖੁਰਾਕ 3. ਖੁਰਾਕ
douole sigmoid curve,ਡਬਲ ਸਿਗਮੋਇਡ ਕਰਵ
draft (draught),1. ਝੱਖੜ 2. ਖਿੱਚੋ
drain,1. ਐਗਜ਼ੌਸਟ ਡਰੇਨ 2. ਗੰਦਾ ਪਾਣੀ
drainage,ਡਰੇਨੇਜ
draw,ਖਿੱਚ
drenching,1. ਦਵਾਈ ਦਿਓ 2. ਭਿੱਜੋ
dressing (seed),ਕਾਸਮੈਟਿਕਸ (ਬੀਜ)
drill (n.),1. auger 2. ਘੱਟ ਨੁਕਸ 3. ਡ੍ਰਿਲ 4. auger
drilling (ag. engg),1. ਮੋਰੀ 2. ਡ੍ਰਿਲ 3. ਡ੍ਰਿਲ
drilling (agronomy),1. ਡ੍ਰਿਲਿੰਗ 2. ਇੱਕ ਮਸ਼ਕ ਨਾਲ ਬਿਜਾਈ 3. ਇੱਕ ਮਸ਼ਕ ਨਾਲ ਡੋਲ੍ਹਣਾ
drip irrigation,ਤੁਪਕਾ ਸਿੰਚਾਈ
dryland farming,ਸੁੱਕੀ ਖੇਤੀ
dust,1.ਧੂੜ 2.ਬੁਕਨੀ
duster,1. ਡਸਟਰ 2. ਸਕੈਟਰਰ
dusting,ਛਿੜਕਣ ਲਈ
dwarf,1. ਬੌਣਾ 2. ਵਾਮਨ
dwarf pyramid,ਵਾਮਨ ਪਿਰਾਮਿਡ
dwarfing,ਵਾਮਿਨੀ ਭਵਨ
ecology,ਵਾਤਾਵਰਣ
econometrics,ਅਰਥ ਗਣਿਤ
economic efficiency,ਆਰਥਿਕ ਕੁਸ਼ਲਤਾ
ecotype,ਸਥਿਤੀ ਦੀ ਕਿਸਮ
ectotrophic,ਵਾਧੂ ਪੱਧਰੀ
edaphic,ਨਰਮ
edaphology,ਮਿੱਟੀ ਵਿਗਿਆਨ
edging,1. ਬ੍ਰਿਜਿੰਗ 2. ਕਿਨਾਰਾ 3. ਸਟ੍ਰੈਂਡ ਕਲੋਜ਼ਰ
edible part,ਭੋਜਨ ਦਾ ਹਿੱਸਾ
elasticity of demand,ਮੰਗ ਦੀ ਲਚਕਤਾ
elasticity of production,ਉਤਪਾਦਨ ਦੀ ਲਚਕਤਾ
electrolysis,ਇਲੈਕਟ੍ਰੋਲਾਈਸਿਸ
electrophoresis,ਇਲੈਕਟ੍ਰੋਫੋਰੇਸਿਸ
eluviation,ਵਾਸ਼ਪੀਕਰਨ
emasculator,1. ਡੀਕੈਪੀਟੇਟਰ 2. ਨਸਬੰਦੀ 3. ਡੀਕੈਪੀਟੇਟਰ 4. ਨਸਬੰਦੀ
embanking,1. ਵੀਰ ਬੰਦੀ 2. ਤੂੜੀ
embryo,ਭਰੂਣ
embryology,1. ਭਰੂਣ ਵਿਗਿਆਨ 2. ਭੌਤਿਕ ਵਿਗਿਆਨ
emergence,1. ਨਿਕਾਸ 2. ਨਿਕਾਸ
emulsifier,emulsifier
endogenous,ਅੰਤਰਜਾਤੀ
endomitosis,ਅੰਤਰ-ਪੁਆਇੰਟ ਡਿਵੀਜ਼ਨ
endoparasite,ਅੰਤਰ-ਪਰਜੀਵੀ
endosperm,ਐਂਡੋਸਪਰਮ
enterprise,ਉੱਦਮ
entomology,ਕੀਟ ਵਿਗਿਆਨ
environment,ਵਾਤਾਵਰਣ
enzyme,1. ਐਨਜ਼ਾਈਮ 2. ਐਨਜ਼ਾਈਮ
epicotyl grafting,ਕਲੱਸਟਰ ਗ੍ਰਾਫਟਿੰਗ
epiphyte,1. ਐਪੀਫਾਈਟ 2. ਐਪੀਫਾਈਟ
equity,ਇਕੁਇਟੀ
eradication,ਖਾਤਮਾ
essential nutrients,ਜ਼ਰੂਰੀ ਪੌਸ਼ਟਿਕ ਤੱਤ
estimation,1. ਮਾਪ 2. ਜੰਪ 3. ਮੁਲਾਂਕਣ
etiolation,ਚੁਸਤ
eugenic,ਸੁਜਾਨਿਕ
evaluation,ਮੁਲਾਂਕਣ
evaporimeter,ਭਾਫ਼ ਗੇਜ
evapo-transpiration,evaportranspiration
evergreen revolution,ਸਦੀਵੀ ਇਨਕਲਾਬ
evergreen,1. ਸਦਾਬਹਾਰ 2. ਸਦਾਬਹਾਰ
evolution,ਵਿਕਾਸ
excise,ਬੰਦ ਕਰ ਦਿਓ
exhaustion (fertility),ਪਰੀਕਸ਼ਯ (ਜਣਨ ਸ਼ਕਤੀ)
exploitation,ਸ਼ੋਸ਼ਣ
exploration,1. ਖੋਜ 2. ਖੋਜ
extrusion,1. ਐਕਸਟਰਿਊਸ਼ਨ 2. ਨਿਕਾਸ
eye (sugarcane/potato),ਆਈ
factor,1. ਫੈਕਟਰ 2. ਕੰਪੋਨੈਂਟ 3. ਫੈਕਟਰ 4. ਸਰੋਤ
factor productivity,ਕਾਰਕ ਉਤਪਾਦਕਤਾ
factorage,ਵਪਾਰੀ ਦੀ ਛੋਟ
factorial block design,ਫੈਕਟੋਰੀਅਲ ਬਲਾਕ ਡਿਜ਼ਾਈਨ
facultative,ਵਿਕਲਪਕ
fallow,1. ਪੱਟੀ 2. ਪਾਲੀਹਾਰ
family,ਕੁੱਲ
farm appraisal,ਖੇਤਰ ਦਾ ਮੁਲਾਂਕਣ
farm budgeting,ਖੇਤੀ ਬਜਟ
farm business,ਖੇਤੀਬਾੜੀ ਕਾਰੋਬਾਰ
farm planning,ਖੇਤਰ ਦੀ ਯੋਜਨਾਬੰਦੀ
farmer,1. ਕਿਸਾਨ 2. ਕਿਸਾਨ
farming,1. ਖੇਤੀ 2. ਖੇਤੀ
fasciation,ਟੱਕਰ
fecundation,ਮਲਟੀਪਲ ਪ੍ਰਜਨਨ
fermentation,ਫਰਮੈਂਟੇਸ਼ਨ
fertility,ਜਣਨ
fertilizer,ਖਾਦ
fertilizer use efficiency,ਖਾਦ ਵਰਤਣ ਦੀ ਕੁਸ਼ਲਤਾ
fibrous,ਰੇਸ਼ੇਦਾਰ
field,1. ਫਾਰਮ 2. ਖੇਤਰ 3. ਸਥਾਨ
field capacity,ਮਿੱਟੀ ਦੇ ਪਾਣੀ ਨੂੰ ਰੱਖਣ
field demonstration,ਖੇਤਰ ਪ੍ਰਦਰਸ਼ਨ
fixation,1. ਸਥਿਰਤਾ 2. ਫਿਕਸੇਸ਼ਨ 3. ਫਿਕਸੇਸ਼ਨ
flooding,1. ਡੁੱਬਣਾ 2. ਗਰਭਪਾਤ
flow diagram,ਵਹਾਅ ਚਿੱਤਰ
food value,ਭੋਜਨ ਮੁੱਲ
forage (fodder),ਚਾਰਾ
forecasting,ਪੂਰਵ ਅਨੁਮਾਨ
forest,ਜੰਗਲ
forestation,ਜੰਗਲਾਤ
frond,1. ਤਾਦਪਰਨ 2. ਰੂਪ
frost resistant,ਠੰਡ ਰੋਧਕ
frost,1. ਪਾਲਾ 2. ਝੁਲਸ
frozen (fruit & vegetable),1. ਜੰਮਿਆ ਹੋਇਆ 2. ਜੰਮਿਆ ਹੋਇਆ
fructification,ਫੰਕਸ਼ਨ
fruit drop,1. ਫਰੂਟ ਫਾਲ 2. ਫਰੂਟ ਫਾਲ
fruit -set (fruit setting),ਫਲ ਬਣ
fumigation,1. ਧੁਨੀ 2. ਧੁੰਦ
fungicide,ਉੱਲੀਨਾਸ਼ਕ
fungistatic,ਐਂਟੀਫੰਗਲ
fungus,ਉੱਲੀ
furow,1. ਖੁਦਾ 2. ਸੀਤਾ
fusion,1. ਫਿਊਜ਼ਨ 2. ਫਿਊਜ਼ਨ
fuzz,ਕਪਾਹ ਉੱਨ
fuzzy,ਵਾਲਾਂ ਵਾਲਾ
gall (Hort),1. ਰੁੱਖ ਦਾ ਫੋੜਾ 2. ਪਿਟਿਕਾ
gamete,1. ਗੇਮੇਟਸ 2. ਗੇਮੇਟਸ
garden,1. ਬਾਗ 2. ਬਾਗ
gauge (water),1. ਪੰਸਲ 2. ਹਾਈਡਰੋਮੀਟਰ
gene bank,ਜੀਨ ਸੰਗ੍ਰਹਿ
gene tagging,ਜੀਨ ਟੈਗਨ
geneology,ਵੰਸ਼ਾਵਲੀ
genetic map,ਜੀਨ ਨਕਸ਼ਾ
genetics,ਜੈਨੇਟਿਕਸ
genome,1. ਜੀਨੋਮ 2. ਸੰਗੀਨ
genomic library,ਸੰਜੀਨੀ ਸੰਗ੍ਰਹਿ
genomics,ਜੀਨੋਮਿਕਸ
genotype,ਜੀਨੋਟਾਈਪ
genotype,1. ਜੀਨ ਬਣਤਰ 2. ਜੀਨ ਦੀ ਕਿਸਮ
genus,ਲਿੰਗ
genus,1. ਜੀਨਸ 2. ਵੰਸ਼
germ,1. ਜਰਮ 2. ਕੀਟਾਣੂ
germicide,ਕੀਟਾਣੂਨਾਸ਼ਕ
germination,ਉਗਣਾ
germplasm,1. ਜਰਮਪਲਾਜ਼ਮ 2. ਜਰਮਪਲਾਜ਼ਮ
gibberellic acid,gibberellic ਐਸਿਡ
ginning,ਇਕੱਠਾ ਕਰਨਾ
glume,ਤੁਸ਼
glutinous,1. ਗਲੁਟਨ 2. ਪੇਟੂ
glycolysis,glycolysis
gneiss,ਵਧੀਆ
golden revolution,ਸੁਨਹਿਰੀ ਇਨਕਲਾਬ
grading,1. ਵਰਗੀਕਰਨ 2. ਵਰਗੀਕਰਨ 3. ਪੱਧਰੀਕਰਨ
grafted plant,1. ਗ੍ਰਾਫਟਡ ਪੌਦਾ 2. ਪੇਨਮਬਰਲ ਪਲਾਂਟ
graft-incompatible,ਕਲਮ ਅਸੰਗਤ
granna,ਗ੍ਰਾਨਾ
granulation,ਦਾਣੇ
green manure,ਹਰੀ ਖਾਦ
green revolution,ਹਰੀ ਕ੍ਰਾਂਤੀ
growth and development,ਵਿਕਾਸ ਅਤੇ ਵਿਕਾਸ
gummosis,1. ਮਸੂੜਿਆਂ ਦੀ ਬਿਮਾਰੀ
gynodioecious,ਵਿਪਰੀਤ ਲਿੰਗੀ
habit,1. ਪ੍ਰਕ੍ਰਿਤੀ 2. ਕੁਦਰਤ 3. ਰੂਪਗੁਣਾ 4. ਦਿੱਖ
hail,1. ਓਲਾ 2. ਕਰਕਪਟ 3. ਕਰਕਾ
hairyvetch,ਰੋਮਿਲਵਾਚ
halophyte,ਖਾਰੇ ਗੱਠ
harrow,ਹੈਰੋ
harvest index,1. ਵਾਢੀ ਸੂਚਕਾਂਕ 2. ਵਾਢੀ ਸੂਚਕਾਂਕ
harvest,1. ਵਾਢੀ 2. ਵਾਢੀ ਹੋਈ ਫ਼ਸਲ 3. ਮੁਕੰਮਲ ਫ਼ਸਲ 4. ਝਾੜ
harvesting,1. ਵੱਢਣਾ 2. ਵਾਢੀ 3. ਵੱਢਣਾ
hatch,1. ਅੰਡਾ ਦੇਣਾ 2. ਅੰਡੇ ਦੀ ਤਾਕਤ
hay,ਸੁੱਕਾ ਘਾਹ
haylage,ਸੁੱਕੀ ਫੀਡ
haystock,ਗੰਜੀ
haze,ਧੁੰਦ
hazy,ਧੁੰਦਲਾ
head (Agro),1. ਬਲੀ 2. ਸੀਤਾ 3. ਮੁੰਡਕ 4. ਸਿਖਰ 5. ਸਿਰ 6. ਸਿਰਾ
head (of channel),ਝਰੀ ਦਾ ਅੰਤ
heading back,ਚੋਟੀ ਦੀ ਛਾਂਟੀ
hedge,ਵਾੜ
hedging,ਹਿਰਾਸਤ
helix,ਕੁੰਡਲਨੀ
hematite,hematite
herb,1. ਜੜੀ ਬੂਟੀ 2. ਜੜੀ ਬੂਟੀ
herbarium,1.ਬੋਟੈਨੀਕਲ ਕਲੈਕਸ਼ਨ 2.ਬੋਟੈਨੀਕਲ ਮਿਊਜ਼ੀਅਮ
herbicide,ਜੜੀ-ਬੂਟੀਆਂ ਨਾਸ਼ਕ
heredity,ਖ਼ਾਨਦਾਨੀ
heretability,ਖ਼ਾਨਦਾਨੀ
hermaphrodite,ਲਿੰਗੀ
heterochromatic,heterochromatic
heterofertilization,heterofertilization
heterosis,1. ਹਾਈਬ੍ਰਿਡੋਜ਼ 2. ਹੇਟਰੋਸਿਸ
heterosome,ਸੈਕਸਕ੍ਰੋਮੋਸੋਮ
heterotroph,ਪਾਲਣ ਪੋਸ਼ਣ
hexaploid,ਹੈਕਸਾਡੈਸੀਮਲ
hibernate,ਠੰਡੀ ਸੁਸਤਤਾ
high density planting,ਉੱਚ ਘਣਤਾ ਲਾਉਣਾ
hill (rice),1. ਪਿਂਡਲਕ 2. ਪਹਾੜੀ (ਝੋਨਾ)
histogram,ਹਿਸਟੋਗ੍ਰਾਮ
hitech horticulture,ਉੱਚ ਤਕਨੀਕੀ ਬਾਗਬਾਨੀ
hive,1. ਦਹੀਂ 2. ਛਪਾਕੀ
hoeing,1. ਨਦੀਨ 2. ਨਦੀਨ
holding,ਹੋਲਡ
home farm,ਪ੍ਰਾਈਵੇਟ ਫਾਰਮ
homeostasis,ਹੋਮਿਓਸਟੈਸਿਸ
homestead,ਵਤਨ
homogeneity,ਸਮਰੂਪਤਾ
homogenous,1. ਸਮਰੂਪ 2. ਸਮਰੂਪ
homologus,ਹਮਦਰਦ
homozygote,ਸਮਰੂਪ
hopper,1. ਖੁਰਲਿਕਾ 2. ਭੋਜਨ ਦਾ ਡੱਬਾ 3. ਹੈਪਰ
horizon,1. ਪਰਤ 2. ਹੋਰਾਈਜ਼ਨ
horticultural crops,ਬਾਗਬਾਨੀ ਫਸਲ
horticulture,1. ਬਾਗਬਾਨੀ 2. ਬਾਗਬਾਨੀ 3. ਬਾਗਬਾਨੀ 4. ਬਾਗਬਾਨੀ
