Bengali,Punjabi
গণনা করা অ্যালগরিদম,ਗਣਨਾ ਐਲਗੋਰਿਦਮ
কম্পিউটার প্রোগ্রাম,ਕੰਪਿਊਟਰ ਪ੍ਰੋਗਰਾਮ
কম্পিউটার প্রোগ্রামিং,ਕੰਪਿਊਟਰ ਪ੍ਰੋਗਰਾਮਿੰਗ
কম্পিউটার সিমুলেশন,ਕੰਪਿਊਟਰ ਸਿਮੂਲੇਸ਼ਨ
গণনা,ਗਣਨਾ
ভিত্তিক ফাংশন,ਅਧਾਰਿਤ ਫੰਕਸ਼ਨ
অবতল বহুভুজ,ਅਵਤਲ ਬਹੁਭੁਜ
ওরিয়েন্টেড প্রোগ্রামিং,ਓਰੀਐਂਟਿਡ ਪ੍ਰੋਗਰਾਮਿੰਗ
কেন্দ্রীভূত বৃত্ত,ਕੇਂਦਰਿਤ ਚੱਕਰ
কেন্দ্রীভূত বক্ররেখা,ਕੇਂਦਰਿਤ ਕਰਵ
একটি বিমূর্ত ধারণা বাস্তব হতে বিবেচনা করুন,ਇੱਕ ਅਮੂਰਤ ਸੰਕਲਪ ਨੂੰ ਅਸਲੀ ਸਮਝੋ
লাইনের সঙ্গম,ਲਾਈਨਾਂ ਦਾ ਸੰਗਮ
সমবর্তী,ਸਮਕਾਲੀ
সমবর্তী বল,ਸਮਕਾਲੀ ਬਲ
শর্তাধীন ঘনত্ব ফাংশন,ਸ਼ਰਤੀਆ ਘਣਤਾ ਫੰਕਸ਼ਨ
শর্তাধীন বিতরণ,ਸ਼ਰਤੀਆ ਵੰਡ
সীমাবদ্ধ প্রত্যাশা,ਪ੍ਰਤਿਬੰਧਿਤ ਉਮੀਦ
শর্তসাপেক্ষ গড়,ਸ਼ਰਤੀਆ ਮਤਲਬ
শর্তাধীন সম্ভাবনা,ਸ਼ਰਤੀਆ ਸੰਭਾਵਨਾ
প্রান্তিককরণ সীমাবদ্ধতা,ਅਨੁਕੂਲਤਾ ਪਾਬੰਦੀ
ধারাবাহিকতা সীমাবদ্ধতা,ਇਕਸਾਰਤਾ ਪਾਬੰਦੀਆਂ
সততা সীমাবদ্ধতা,ਇਕਸਾਰਤਾ ਪਾਬੰਦੀ
স্পর্শ সীমাবদ্ধতা,ਛੂਹ ਪਾਬੰਦੀ
"শঙ্কু, শঙ্কু","ਕੋਨ, ਕੋਨ"
আস্থা ব্যবধান,ਵਿਸ਼ਵਾਸ ਅੰਤਰਾਲ
আত্মবিশ্বাসের ব্যবধান অনুমান,ਵਿਸ਼ਵਾਸ ਅੰਤਰਾਲ ਦਾ ਅਨੁਮਾਨ
বিশ্বস্ততার সীমা,ਵਫ਼ਾਦਾਰੀ ਦੀਆਂ ਸੀਮਾਵਾਂ
আত্মবিশ্বাস অঞ্চল,ਵਿਸ਼ਵਾਸ ਜ਼ੋਨ
প্রতিবাদ অবস্থান,ਵਿਰੋਧ ਸਥਿਤੀ
confocal conic,confocal ਕੋਨਿਕ
কনফোকাল উপবৃত্তাকার,confocal ellipsoid
কনফোকাল জ্যামিতি,ਕਨਫੋਕਲ ਜਿਓਮੈਟਰੀ
কনফোকাল হাইপারবোলা,confocal ਹਾਈਪਰਬੋਲਾ
কনফোকাল হাইপারবোলা,confocal ਹਾਈਪਰਬੋਲਾ
কনফোকাল প্যারাবোলা,confocal parabola
কনফোকাল প্যারাবোলিক স্থানাঙ্ক,ਕਨਫੋਕਲ ਪੈਰਾਬੋਲਿਕ ਕੋਆਰਡੀਨੇਟਸ
"analogous, analogous","ਸਮਾਨ, ਸਮਾਨ"
কোণ ম্যাপিং,ਕੋਣ ਮੈਪਿੰਗ
"congruence, biparallel line-total, equalness","ਇਕਸਾਰਤਾ, ਦੋ-ਸਮਾਂਤਰ ਰੇਖਾ-ਕੁੱਲ, ਸਮਾਨਤਾ"
দ্বি-সমান্তরাল বৃত্ত মোট,ਦੋ ਸਮਾਨਾਂਤਰ ਚੱਕਰ ਕੁੱਲ
"সঙ্গতিপূর্ণ, এমনকি","ਇਕਸਾਰ, ਵੀ"
সমতুল্য ম্যাট্রিক্স,ਬਰਾਬਰ ਮੈਟ੍ਰਿਕਸ
"conic, conic","ਕੋਨਿਕ, ਕੋਨਿਕ"
conical frustum,ਕੋਨਿਕਲ ਫਰਸਟਮ
শঙ্কুযুক্ত কুন্ডলিনী,ਕੋਨਿਕਲ ਕੁੰਡਲਨੀ
"conic cut, conic","ਕੋਨਿਕ ਕੱਟ, ਕੋਨਿਕ"
কনিক গণিত,ਕੋਨਿਕ ਗਣਿਤ
"শঙ্কু-কাটা, শঙ্কু-বিভাগ","ਕੋਨ-ਕੱਟ, ਕੋਨ-ਸੈਕਸ਼ਨ"
"to be conjugated (v.), to be conjugated (v.)","ਸੰਯੁਕਤ ਹੋਣਾ (v.), ਸੰਯੁਕਤ ਹੋਣਾ (v.)"
সংযোজিত কোণ,ਸੰਯੁਕਤ ਕੋਣ
সংযোজিত অক্ষ,ਸੰਯੁਕਤ ਧੁਰਾ
সংযুক্ত জটিল সংখ্যা,ਮਿਸ਼ਰਿਤ ਸੰਖਿਆਵਾਂ
সংযোজিত দিক,ਸੰਯੁਕਤ ਦਿਸ਼ਾ
কনজুগেট ফাংশন,ਸੰਯੁਕਤ ਫੰਕਸ਼ਨ
ম্যাট্রিক্সের সংযোজন,ਮੈਟ੍ਰਿਕਸ ਦਾ ਸੰਯੁਕਤ
কনজুগেট পারমুটেশন,ਸੰਯੁਕਤ ਕ੍ਰਮਵਾਰ
সংযোজিত পরিবর্তনশীল,ਸੰਯੁਕਤ ਵੇਰੀਏਬਲ
"যোগব্যায়াম, সংমিশ্রণ","ਯੋਗਾ, ਸੁਮੇਲ"
একটানা,ਲਗਾਤਾਰ
ধারাবাহিক সংখ্যা,ਲਗਾਤਾਰ ਨੰਬਰ
শক্তি সংরক্ষণ,ਊਰਜਾ ਸੰਭਾਲ
ভর সংরক্ষণ,ਪੁੰਜ ਸੰਭਾਲ
পৃষ্ঠপোষক,ਸਰਪ੍ਰਸਤ
"ধারাবাহিকতা, ধারাবাহিকতা, ধারাবাহিকতা, ধারাবাহিকতা","ਇਕਸਾਰਤਾ, ਇਕਸਾਰਤਾ, ਇਕਸਾਰਤਾ, ਇਕਸਾਰਤਾ"
ধারাবাহিকতা সীমাবদ্ধতা,ਇਕਸਾਰਤਾ ਪਾਬੰਦੀਆਂ
"সামঞ্জস্যপূর্ণ অনুমান, বিপরীত অনুমান","ਅਨੁਕੂਲ ਅਨੁਮਾਨ, ਉਲਟ ਅਨੁਮਾਨ"
"সামঞ্জস্যপূর্ণ অনুমানকারী, অ-বিরোধী অনুমানকারী","ਇਕਸਾਰ ਅਨੁਮਾਨਕ, ਗੈਰ-ਵਿਰੋਧੀ ਅਨੁਮਾਨ ਲਗਾਉਣ ਵਾਲਾ"
"বৈপরীত্য নমুনা, সামঞ্জস্যপূর্ণ নমুনা","ਗੈਰ-ਵਿਰੋਧੀ ਨਮੂਨਾ, ਅਨੁਕੂਲ ਨਮੂਨਾ"
"সামঞ্জস্যপূর্ণ সত্তা, অ-বিরোধী সত্তা","ਅਨੁਕੂਲ ਇਕਾਈਆਂ, ਗੈਰ-ਵਿਰੋਧੀ ਇਕਾਈਆਂ"
কনসোল,ਕੰਸੋਲ
"স্থির, স্থির, ধ্রুবক, স্থাবর, অপরিবর্তনীয়, অভিন্ন","ਸਥਿਰ, ਸਥਿਰ, ਸਥਿਰ, ਅਚੱਲ, ਨਾ ਬਦਲਣ ਵਾਲਾ, ਇਕਸਾਰ"
অভিন্ন ত্বরণ,ਇਕਸਾਰ ਪ੍ਰਵੇਗ
ধ্রুবক ফাংশন,ਨਿਰੰਤਰ ਫੰਕਸ਼ਨ
মাধ্যাকর্ষণ বিন্দু,ਗੰਭੀਰਤਾ ਬਿੰਦੂ
ইন্টিগ্রেশন ধ্রুবক,ਏਕੀਕਰਣ ਸਥਿਰ
সমানুপাতিক ধ্রুবক,ਅਨੁਪਾਤਕ ਸਥਿਰਤਾ
ধ্রুবক পরামিতি,ਸਥਿਰ ਪੈਰਾਮੀਟਰ
ধ্রুব বহুপদী,ਨਿਰੰਤਰ ਬਹੁਪਦ
নির্দিষ্ট অনুপাত,ਸਥਿਰ ਅਨੁਪਾਤ
অভিন্ন নড়াচড়া,ਇਕਸਾਰ ਚਾਲ
ধ্রুব মেয়াদ,ਨਿਰੰਤਰ ਮਿਆਦ
অভিন্ন বেগ,ਇਕਸਾਰ ਗਤੀ
সৃষ্টিকর্তার সমীকরণ,ਸਿਰਜਣਹਾਰ ਦੇ ਸਮੀਕਰਨ
বাধা,ਪਾਬੰਦੀ
"তৈরি করা, তৈরি করা","ਬਣਾਉਣ ਲਈ, ਬਣਾਉਣ ਲਈ"
গঠন,ਗਠਨ
ভোক্তাদের পছন্দ,ਖਪਤਕਾਰਾਂ ਦੀਆਂ ਤਰਜੀਹਾਂ
খরচ ফাংশন,ਖਪਤ ਫੰਕਸ਼ਨ
স্পর্শক কোণ,ਸਪਰਸ਼ ਕੋਣ
যোগাযোগ বিন্দু,ਸੰਪਰਕ ਬਿੰਦੂ
অন্তর্ভুক্ত,ਸ਼ਾਮਿਲ ਹੈ
অধিভুক্তি টেবিল,ਮਾਨਤਾ ਸਾਰਣੀ
ধারাবাহিক মেকানিক্স,ਨਿਰੰਤਰ ਮਕੈਨਿਕਸ
বিভিন্ন অর্থ,ਵੱਖ-ਵੱਖ ਵਿੱਤ
আর্থিক পণ্য,ਵਿੱਤ ਉਤਪਾਦ
"continuum, continuum","ਨਿਰੰਤਰਤਾ, ਨਿਰੰਤਰਤਾ"
ফাংশনের ধারাবাহিকতা,ਫੰਕਸ਼ਨਾਂ ਦੀ ਨਿਰੰਤਰਤਾ
ধারাবাহিক পরীক্ষা,ਲਗਾਤਾਰ ਟੈਸਟ
"অবিচ্ছিন্ন, অবিচ্ছিন্ন, অবিচ্ছিন্ন, অবিচ্ছিন্ন, অবিচ্ছিন্ন","ਨਿਰੰਤਰ, ਅਟੁੱਟ, ਅਟੁੱਟ, ਨਿਰੰਤਰ, ਨਿਰੰਤਰ"
ক্রমাগত ডেরিভেটিভ,ਲਗਾਤਾਰ ਡੈਰੀਵੇਟਿਵ
ক্রমাগত বিতরণ,ਲਗਾਤਾਰ ਵੰਡ
ক্রমাগত উপরে,ਉਪਰ ਲਗਾਤਾਰ
ক্রমাগত ফাংশন,ਲਗਾਤਾਰ ਫੰਕਸ਼ਨ
ক্রমাগত পার্থক্যযোগ্য,ਲਗਾਤਾਰ ਵੱਖਰਾ
ক্রমাগত মানচিত্র,ਲਗਾਤਾਰ ਨਕਸ਼ਾ
ক্রমাগত ম্যাপিং,ਲਗਾਤਾਰ ਮੈਪਿੰਗ
ক্রমাগত সম্ভাব্যতা ঘনত্ব ফাংশন,ਲਗਾਤਾਰ ਸੰਭਾਵਨਾ ਘਣਤਾ ਫੰਕਸ਼ਨ
ক্রমাগত সম্ভাব্যতা বন্টন,ਲਗਾਤਾਰ ਸੰਭਾਵਨਾ ਵੰਡ
ক্রমাগত র্যান্ডম পরিবর্তনশীল,ਨਿਰੰਤਰ ਬੇਤਰਤੀਬ ਵੇਰੀਏਬਲ
ক্রমাগত নমুনা স্থান,ਲਗਾਤਾਰ ਨਮੂਨਾ ਸਪੇਸ
ক্রমাগত পরিবর্তনশীল,ਲਗਾਤਾਰ ਵੇਰੀਏਬਲ
একটানা তরঙ্গ,ਲਗਾਤਾਰ ਲਹਿਰ
"continuum, continuum","ਨਿਰੰਤਰਤਾ, ਨਿਰੰਤਰਤਾ"
ধারাবাহিক স্বতঃসিদ্ধ,continuum axiom
বাস্তব-সংখ্যা সেট,ਅਸਲ-ਨੰਬਰ ਸੈੱਟ
ধারাবাহিক নীতি,ਨਿਰੰਤਰ ਸਿਧਾਂਤ
কনট্যুর ইন্টিগ্রেশন,ਕੰਟੋਰ ਏਕੀਕਰਣ
সংকোচন ম্যাপিং,ਸੰਕੁਚਨ ਮੈਪਿੰਗ
বিরোধিতা করুন,ਵਿਰੋਧ
প্রতিফলন,ਪ੍ਰਤੀਬਿੰਬ
নিয়ন্ত্রণ,ਕੰਟਰੋਲ
নিয়ন্ত্রণ চার্ট,ਕੰਟਰੋਲ ਚਾਰਟ
গড় নিয়ন্ত্রণ চার্ট,ਮੱਧਮਾਨ ਦਾ ਕੰਟਰੋਲ ਚਾਰਟ
ত্রুটি নিয়ন্ত্রণ,ਨੁਕਸ ਦਾ ਕੰਟਰੋਲ
প্রাঙ্গনের নিয়ন্ত্রণ,ਇਮਾਰਤ ਦਾ ਕੰਟਰੋਲ
ভেরিয়েবলের নিয়ন্ত্রণ,ਵੇਰੀਏਬਲ ਦਾ ਕੰਟਰੋਲ
"to converge, to converge","ਕਨਵਰਜ ਕਰਨਾ, ਕਨਵਰਜ ਕਰਨਾ"
মানে অভিসারন,ਕਨਵਰਜੈਂਸ ਦਾ ਮਤਲਬ ਹੈ
বর্গক্ষেত্র মানে অভিসরণ,ਵਰਗ ਮਤਲਬ ਕਨਵਰਜੈਂਸ
সম্ভাবনার মধ্যে অভিসরণ,ਸੰਭਾਵਨਾ ਵਿੱਚ ਕਨਵਰਜੈਂਸ
অভিসার সীমা,ਕਨਵਰਜੈਂਸ ਸੀਮਾ
অভিসার ব্যাসার্ধ,ਕਨਵਰਜੈਂਸ ਰੇਡੀਅਸ
অভিসারী অঞ্চল,ਕਨਵਰਜੈਂਸ ਖੇਤਰ
"একত্রিত (ভার.), একত্রিত (n.)","ਕਨਵਰਜ (ਵਰ.), ਕਨਵਰਜ (ਐਨ.)"
অভিসারী ক্রম,ਕਨਵਰਜੈਂਟ ਕ੍ਰਮ
অভিসারী সিরিজ,ਕਨਵਰਜੈਂਟ ਲੜੀ
"বিপরীত, বিপরীত","ਉਲਟ, ਉਲਟ"
"বিপরীতভাবে, Vytyasane","ਇਸ ਦੇ ਉਲਟ, ਵਿਤ੍ਯਾਸਨੇ"
রূপান্তর ভগ্নাংশ,ਪਰਿਵਰਤਨ ਅੰਸ਼
রূপান্তর টেবিল,ਪਰਿਵਰਤਨ ਸਾਰਣੀ
দূরে মুখোমুখি,ਦੂਰ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
মুখোমুখি শরীর,ਸਰੀਰ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
বিপরীত সংমিশ্রণ,ਉਲਟ ਸੁਮੇਲ
মুখোমুখি আবরণ,ਸਾਹਮਣਾ ਕਵਰ
বিচ্যুত ফাংশন,deviant ਫੰਕਸ਼ਨ
রৈখিক জমে সম্মুখীন,ਰੇਖਿਕ ਸੰਚਵ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
রৈখিক প্রোগ্রামিং সম্মুখীন,ਲੀਨੀਅਰ ਪ੍ਰੋਗਰਾਮਿੰਗ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
দূরত্ব জনসংখ্যা সম্মুখীন,ਦੂਰੀ ਦੀ ਆਬਾਦੀ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
পলিহেড্রনের মুখোমুখি,ਪੋਲੀਹੇਡਰੋਨ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
প্রোগ্রামিং সম্মুখীন,ਪ੍ਰੋਗਰਾਮਿੰਗ ਦਾ ਸਾਹਮਣਾ ਕਰਨਾ
মুখোমুখি অঞ্চল,ਸਾਹਮਣਾ ਖੇਤਰ
মুখোমুখি সেট,ਸਾਹਮਣਾ ਸੈੱਟ
পরিচলন,ਸੰਚਾਲਨ
অভিন্নতা অবিচ্ছেদ্য,ਕਨਵਰਜੈਂਸ ਅਟੁੱਟ
কম্প্রেশন উপপাদ্য,ਕੰਪਰੈਸ਼ਨ ਥਿਊਰਮ
"সমন্বয়, সমন্বয়, সমন্বিত","ਤਾਲਮੇਲ, ਤਾਲਮੇਲ, ਸਹਿਭਾਗ"
পরিচালক অক্ষ,ਨਿਰਦੇਸ਼ਕ ਧੁਰਾ
স্থানাঙ্ক জ্যামিতি,ਤਾਲਮੇਲ ਜਿਓਮੈਟਰੀ
সমতল তুল্য,ਤਾਲਮੇਲ ਜਹਾਜ਼
স্থানাঙ্ক,ਕੋਆਰਡੀਨੇਟਸ
"সমন্বয় ব্যবস্থা, নির্দেশ ব্যবস্থা","ਤਾਲਮੇਲ ਪ੍ਰਣਾਲੀ, ਹਦਾਇਤ ਪ੍ਰਣਾਲੀ"
copernicus- শরীর,copernicus-ਸਰੀਰ
প্ল্যানার,ਪਲੈਨਰ
সমতলীয় বল,coplanar ਫੋਰਸ
সমতলতা,ਸਮਤਲਤਾ
মৌলিক সংখ্যা,ਪ੍ਰਮੁਖ ਸੰਖਿਆ
"সংশোধন গুণক, সংশোধন গুণক","ਸੁਧਾਰ ਗੁਣਕ, ਸੁਧਾਰ ਗੁਣਕ"
সঠিক সমাধান,ਸਹੀ ਹੱਲ
সহ- সম্পর্ক,ਸਹਿ - ਸਬੰਧ
পারস্পরিক সম্পর্ক সহগ,ਸਬੰਧ ਗੁਣਾਂਕ
পারস্পরিক সম্পর্ক চিত্র,ਸਬੰਧ ਚਿੱਤਰ
পারস্পরিক সম্পর্ক ফাংশন,ਸਬੰਧ ਫੰਕਸ਼ਨ
"কোরিলেশন ম্যাট্রিক্স, কোরিলেশন ম্যাট্রিক্স","ਸਬੰਧ ਮੈਟ੍ਰਿਕਸ, ਸਬੰਧ ਮੈਟ੍ਰਿਕਸ"
পারস্পরিক সম্পর্ক অনুপাত,ਸਬੰਧ ਅਨੁਪਾਤ
পারস্পরিক সম্পর্ক চিত্র,ਸਬੰਧ ਚਿੱਤਰ
পারস্পরিক সম্পর্ক-ছবি বিশ্লেষণ,ਸਬੰਧ-ਤਸਵੀਰ ਵਿਸ਼ਲੇਸ਼ਣ
"correspond, correspond","ਮੇਲ ਕਰਨ ਲਈ, ਮੇਲ ਕਰਨ ਲਈ"
সমিতির নিয়ম,ਇਕਸਾਰਤਾ ਨਿਯਮ
সংশ্লিষ্ট কোণ,ਅਨੁਸਾਰੀ ਕੋਣ
সামঞ্জস্যপূর্ণ দিক,ਅਨੁਕੂਲ ਪਾਸੇ
সেট,ਸੈੱਟ
"cosine, cotizya","cosine, cotizya"
cosines নিয়ম,cosines ਨਿਯਮ
খরচ বিশ্লেষণ,ਲਾਗਤ ਵਿਸ਼ਲੇਸ਼ਣ
খরচ সর্বোচ্চকরণ,ਲਾਗਤ ਵੱਧ ਤੋਂ ਵੱਧ
গণনাযোগ্যতা স্বতঃসিদ্ধ,ਗਿਣਨਯੋਗਤਾ ਦਾ ਧੁਰਾ
গণনার যোগ্য,ਗਿਣਨਯੋਗ
গণনাযোগ্য সংযোজন,ਗਿਣਨਯੋਗ ਜੋੜ
গণনাযোগ্য ভিত্তি,ਗਿਣਨਯੋਗ ਅਧਾਰ
গণনাযোগ্য ভিত্তি,ਗਿਣਨਯੋਗ ਅਧਾਰ
গণনাযোগ্য সেট,ਗਿਣਨਯੋਗ ਸੈੱਟ
গণনাযোগ্যভাবে অসীম,ਅਣਗਿਣਤ ਅਨੰਤ
"ক্যালকুলেটর, প্যানেল, কাউন্টার","ਕੈਲਕੁਲੇਟਰ, ਪੈਨਲ, ਕਾਊਂਟਰ"
ঘড়ির কাঁটার বিপরীতে অপচয়,ਉਲਟ ਘੜੀ ਦੀ ਬਰਬਾਦੀ
বিপরীত উদাহরণ,ਵਿਰੋਧੀ ਉਦਾਹਰਨ
সহবাস,ਸਹਿਵਿਹਾਰ
সহবাসের নিয়ম,ਸਹਿਪ੍ਰਸਤੀ ਨਿਯਮ
সহভেদাংক ম্যাট্রিক্স,ਕੋਵੇਰੀਅੰਸ ਮੈਟਰਿਕਸ
সহবাস পদ্ধতি,ਸਹਿਵਿਹਾਰ ਵਿਧੀ
সহবাস পদ্ধতি,ਸਹਿਪ੍ਰਸਤੀ ਵਿਧੀ
ক্রেমারের আইন,ਕ੍ਰੈਮਰ ਦਾ ਕਾਨੂੰਨ
ক্রেমার-রাও অসমতা,ਕ੍ਰੇਮਰ-ਰਾਓ ਅਸਮਾਨਤਾ
উদ্দেশ্য ফাংশন,ਉਦੇਸ਼ ਫੰਕਸ਼ਨ
সংকটপূর্ণ কোণ,ਨਾਜ਼ੁਕ ਕੋਣ
সমালোচনামূলক পয়েন্ট,ਨਾਜ਼ੁਕ ਬਿੰਦੂ
ফাংশনের গুরুত্বপূর্ণ পয়েন্ট,ਫੰਕਸ਼ਨ ਦਾ ਨਾਜ਼ੁਕ ਬਿੰਦੂ
সমালোচনামূলক মান,ਨਾਜ਼ੁਕ ਮੁੱਲ
সমালোচনামূলক বেগ,ਨਾਜ਼ੁਕ ਗਤੀ
বিপরীত পারস্পরিক সম্পর্ক ফাংশন,ਉਲਟ ਸਬੰਧ ਫੰਕਸ਼ਨ
"ভেক্টর-পণ্য, ভেক্টর-পণ্য","ਵੈਕਟਰ-ਉਤਪਾਦ, ਵੈਕਟਰ-ਉਤਪਾਦ"
বজ্রপাত অনুপাত,ਥੰਡਰਬੋਲਟ ਅਨੁਪਾਤ
প্রস্থচ্ছেদ,ਅਨੁਪ੍ਰਸਥ ਕਾਟ
ক্রিপ্টোগ্রাফি,ਕ੍ਰਿਪਟੋਗ੍ਰਾਫੀ
"কিউব, কিউব","ਘਣ, ਘਣ"
ঘনক সংখ্যা,ਘਣ ਨੰਬਰ
ঘনমূল,ਘਣ ਜੜ੍ਹ
"ঘন, ঘন, ঘন, চতুর্ভুজ, ত্রিকোণ, ঘন","ਘਣ, ਘਣ, ਘਣ, ਚਤੁਰਭੁਜ, ਤਿਕੋਣੀ, ਘਣ"
"কিউব, কিউব, কিউবিক","ਘਣ, ਘਣ, ਘਣ"
দ্বিঘাত সমীকরণ,ਚਤੁਰਭੁਜ ਸਮੀਕਰਨ
ঘন ইঞ্চি,ਘਣ ਇੰਚ
ঘন মিটার,ਘਣ ਮੀਟਰ
চতুর্মুখী প্যারাবোলা,ਚਤੁਰਭੁਜ ਪੈਰਾਬੋਲਾ
ঘনমূল,ਘਣ ਜੜ੍ਹ
ট্রিপল টার্ম,ਤੀਹਰੀ ਮਿਆਦ
অর্থোগোনাল সমান্তরাল,ਔਰਥੋਗੋਨਲ ਸਮਾਨਾਂਤਰ
"ক্রমবর্ধমান সংকলিত,",ਸੰਚਤ ਸੰਕਲਿਤ
ক্রমবর্ধমান বক্ররেখা,ਸੰਚਤ ਕਰਵ
ক্রমবর্ধমান বিতরণ ফাংশন,ਸੰਚਤ ਵੰਡ ਫੰਕਸ਼ਨ
ক্রমোযোজিত গনসংখ্যা,ਸੰਚਤ ਬਾਰੰਬਾਰਤਾ
ক্রমবর্ধমান ফ্রিকোয়েন্সি ফাংশন,ਸੰਚਤ ਬਾਰੰਬਾਰਤਾ ਫੰਕਸ਼ਨ
ক্রমবর্ধমান ফ্রিকোয়েন্সি গ্রাফ ক্রমবর্ধমান ফ্রিকোয়েন্সি গ্রাফ,ਸੰਚਤ ਫ੍ਰੀਕੁਐਂਸੀ ਗ੍ਰਾਫ਼ ਸੰਚਤ ਬਾਰੰਬਾਰਤਾ ਗ੍ਰਾਫ
ক্রমবর্ধমান সম্ভাব্যতা ফাংশন,ਸੰਚਤ ਸੰਭਾਵਨਾ ਫੰਕਸ਼ਨ
"কার্ল, কুন্তল","ਕਰਲ, ਕੁਇੰਟਲ"
দ্বি-সমান্তরাল বক্ররেখা,ਦੁਵੱਲੇ ਵਕਰ
ভেক্টর কার্ল,ਵੈਕਟਰ ਕਰਲ
"নম, খিলান","ਕਮਾਨ, arch"
প্রবাহ,ਸਟ੍ਰੀਮ
চলন্ত বিন্দু,ਮੂਵਿੰਗ ਪੁਆਇੰਟ
বক্রতা,ਵਕਰਤਾ
বক্রতা প্রভাব,ਵਕਰ ਪ੍ਰਭਾਵ
বক্ররেখা,ਕਰਵ
বক্র রেখা,ਕਰਵ ਲਾਈਨ
বক্ররেখা ট্রেসিং,ਕਰਵ ਟਰੇਸਿੰਗ
কার্ভিলিনিয়ার অ্যাসিম্পটোট,curvilinear asymptote
বক্ররেখা স্থানাঙ্ক,ਕਰਵਿਲੀਨੀਅਰ ਕੋਆਰਡੀਨੇਟਸ
বক্ররেখার রিগ্রেশন,ਕਰਵਿਲੀਨੀਅਰ ਰਿਗਰੈਸ਼ਨ
"amphibious, cusp","amphibious, cusp"
"চাকা, ঘূর্ণন, চক্র, ঢালাই চাকা, কম্প্যাকশন চাকা","ਪਹੀਆ, ਰੋਟੇਸ਼ਨ, ਚੱਕਰ, ਕਾਸਟਿੰਗ ਵ੍ਹੀਲ, ਕੰਪੈਕਸ਼ਨ ਵ੍ਹੀਲ"
চক্রীয় প্রকরণ,ਚੱਕਰੀ ਵਿਭਿੰਨਤਾ
চক্রীয় ভেক্টর পণ্য,ਚੱਕਰੀ ਵੈਕਟਰ ਉਤਪਾਦ
চক্রাকার চাহিদা,ਚੱਕਰ ਦੀ ਮੰਗ
চক্রীয় অভিব্যক্তি,ਚੱਕਰੀ ਸਮੀਕਰਨ
চক্রীয় গ্রুপ,ਚੱਕਰੀ ਗਰੁੱਪ
চক্রীয় স্থানচ্যুতি,ਚੱਕਰੀ ਕ੍ਰਮਵਾਰ
"cycloid, cycloid","cycloid, cycloid"
"সিলিন্ডার, সিলিন্ডার","ਸਿਲੰਡਰ, ਸਿਲੰਡਰ"
"নলাকার, সিলিন্ডার, নলাকার, সিলিন্ডার","ਸਿਲੰਡਰ, ਸਿਲੰਡਰ, ਸਿਲੰਡਰ, ਸਿਲੰਡਰ"
সিলিন্ডার পাতা,ਸਿਲੰਡਰ ਪੰਨਾ
"শূন্য, সাইফার","ਜ਼ੀਰੋ, ਸਿਫਰ"
ডিলবার্টের মতবাদ,ਦਿਲਬਰਟ ਦਾ ਸਿਧਾਂਤ
স্যাঁতসেঁতে সরল সুরেলা গতি,ਗਿੱਲੀ ਸਧਾਰਨ ਹਾਰਮੋਨਿਕ ਮੋਸ਼ਨ
স্যাঁতসেঁতে ধ্রুবক,ਲਗਾਤਾਰ ਗਿੱਲਾ
"দত্ত, উপত্ত, তথ্য, বিশ্বাস","ਦੱਤ, ਉਪਤ, ਦਾਤਾ, ਭਰੋਸਾ"
দত্ত উদ্যোগ,ਦੱਤ ਅੰਡਰਟੇਕਿੰਗ
ট্রাস্ট রিসোর্স সিস্টেম,ਭਰੋਸਾ ਸਰੋਤ ਸਿਸਟਮ
ডাটা প্রসেসর,ਡਾਟਾ ਪ੍ਰੋਸੈਸਰ
তথ্য তালিকা,ਡਾਟਾ ਸ਼ੀਟ
দশভুজ,ਡੇਕਗਨ
ডেকাগ্রাম,dekagram
ডেকামিটার,decameter
ক্ষয় সূচক,ਸੜਨ ਸੂਚਕਾਂਕ
ক্ষয় বক্ররেখা,ਸੜਨ ਵਕਰ
মার্জিত ফাংশন,ਸ਼ਾਨਦਾਰ ਫੰਕਸ਼ਨ
দেশিগ্রাম,desigram
দশমিক,ਦਸ਼ਮਲਵ
"দশমিক, দশমিক","ਦਸ਼ਮਲਵ, ਦਸ਼ਮਲਵ"
দশমিক কোড,ਦਸ਼ਮਲਵ ਕੋਡ
দশমিক কোডেড সংখ্যা,ਦਸ਼ਮਲਵ ਕੋਡਿਡ ਅੰਕ
দশমিক সম্প্রসারণ,ਦਸ਼ਮਲਵ ਵਿਸਥਾਰ
দশমিক ভগ্নাংশ,ਦਸ਼ਮਲਵ ਅੰਸ਼
দশমিক স্বরলিপি সিস্টেম,ਦਸ਼ਮਲਵ ਸੰਕੇਤ ਪ੍ਰਣਾਲੀ
দশমিক স্বরলিপি সিস্টেম,ਦਸ਼ਮਲਵ ਸੰਕੇਤ ਪ੍ਰਣਾਲੀ
দশমিক বিন্দু,ਦਸ਼ਮਲਵ ਬਿੰਦੂ
