Gujarati,Assamese
અનુરાન (માટી),অনুৰণ (মাটি)
વિપુષ્પન,বিপুষ্পন
બિલિંગ,বিলিং
વનનાબૂદી,বনাঞ্চল ধ্বংস কৰা
અપમાન,বদনাম
અધોગતિ,অৱক্ষয়
ભાગ દિવસ,অংশ দিন
1. જથ્થો 2. ભાગ,১.পৰিমাণ ২.অংশ
અવક્ષય,ডিহিচেন্স
કુશ્કી દૂર કરવી,খোলা আঁতৰোৱা
કુશ્કી દૂર કરવી,খোলা আঁতৰোৱা
નિર્જલીકરણ,পানীলগা
નિર્જળ,জলহীন
માંગ,দাবী কৰা
1. વિકૃતિકરણ 2. ગુણાકાર,১.ডিনেচাৰেচন ২.গুণন
નિંદા,ডেনুডেচন
1. થાપણ (માટી) 2. થાપણ (અર્થશાસ્ત્ર),1. জমা (মাটি) 2. জমা (অৰ্থনীতি)
જમા,জমা
1. અવમૂલ્યન 2. અવમૂલ્યન,১.মূল্য হ্ৰাস ২.মূল্য হ্ৰাস
ડિસેલિનેશન,ডিচেলাইনেচন
1. પાણી સુકાઈ જવું 2. નિર્જલીકરણ,১/ পানী শুকুৱাই লোৱা ২/ পানীলগা
1. ડિઝાઇન 2. ડિઝાઇન,1. ডিজাইন 2. ডিজাইন
સુકા,শুকান
કર્નલ દૂર કરવું,কাৰ্ণেল আঁতৰোৱা
ડી-ઇન્ટરકલેશન,ডি-ইণ্টাৰকেলেচন
જોડાણ,সংযোজন
1. પુરુષ મંજરી નિષ્કર્ષણ (મકાઈ) 2. બલ્લાર નિષ્કર્ષણ,১/ মতা মাঞ্জাৰী নিষ্কাশন (মাকৈ) ২) বেলাৰ নিষ্কাশন
બલ્લાર અથવા કુંદન કટીંગ,বল্লাৰ বা কুন্দন কাটিব পৰা
નિર્ધારક,নিৰ্ণায়ক
અવમૂલ્યન,বিমুদ্ৰাকৰণ
ડી-વનસ્પતિ,ডি-ভেজিটেট
વિચલન,বিচ্যুতি
ડબલ,দুণ্ডণ
નિદાન,নিদান
વિવિધ પરિપક્વતા,ভিন্ন পৰিপক্কতা
વિભાજન,bifurcation
1. ડાઇકોટાઇલ્ડન 2. ડિકોટાઇલ્ડન (બીજ),1. দ্বিবিষাক্ত (বীজ)
પીઠનો રોગ,পিঠিৰ ৰোগ
1. પ્રસરણ 2. પ્રસરણ,১.প্ৰসাৰণ ২.প্ৰসাৰণ
પાચનક્ષમતા,হজম ক্ষমতা
દ્વિસંકર,ডাইহাইব্ৰিড
1. ડેમ 2. ડ્રેઇન 3. કુટુંબ,১.বান্ধ ২.নলা ৩.পৰিয়াল
અલ્પ,সামান্য
1. મોનોગેમસ 2. મોનોગેમસ,১.একপত্নী ২.একপত্নী
ડિપ્લોઇડ,ডিপ্লয়ড
1. ડિપ્લોઇડ 2. ડિપ્લોઇડ,১.দ্বিগুণী ২.দ্বিগুণী
દ્વિધ્રુવ,ডাইপোল
1. નિષ્કર્ષણ 2. બડ દૂર કરવું,১.নিষ্কাশন ২.কলি আঁতৰোৱা
1. હળ ખેડવું 2. કાંતવું,১.হালোৱা হাল বাই ২.ঘূৰোৱা
ડિસ્કાઉન્ટ,ৰেহাই
જીવાણુ નાશકક્રિયા,বীজাণুনাশক
1. વિખેરવું 2. છૂટાછવાયા,১.বিক্ষিপ্ততা ২.বিক্ষিপ্ততা
1.સ્કેટરિંગ 2.વિવિધતા,1.বিক্ষিপ্ততা 2.ভেৰিয়েন্স
વૈવિધ્યકરણ,বৈচিত্ৰ্যতা
વૈવિધ્યસભર કૃષિ,বৈচিত্ৰময় কৃষি
ડીએનએ પગલું,dna পদক্ষেপ
ડીએનએ રીસીવર,ডি এন এ ৰিচিভাৰ
ગોદી ભાડે,ডক ভাড়া
અસરકારક,কাৰ্যকৰী
નિષ્ક્રિયતા,নিদ্ৰাহীনতা
1. જથ્થો 2. માત્રા 3. માત્રા,১/ পৰিমাণ ২. মাত্ৰা ৩. মাত্ৰা
ડબલ સિગ્મોઇડ વળાંક,ডাবল চিগম&#39;ইড বক্ৰ
1. ગસ્ટ 2. સ્ટ્રેચ,1. gust 2. টানিব পৰা
1. એક્ઝોસ્ટ ડ્રેઇન 2. પ્રવાહ,1. এক্সজেষ্ট ড্ৰেইন 2. এফ্লুৱেণ্ট
ડ્રેનેજ,নিষ্কাশন
ટ્રેક્શન,ট্ৰেকচন
1. દવા આપો 2. ભીંજાવો,1. ঔষধ দিয়া 2. তিয়াই পেলোৱা
સૌંદર્ય પ્રસાધનો (બીજ),প্ৰসাধন সামগ্ৰী (বীজ)
1. ઓગર 2. છીછરા ફોલ્ટ 3. ડ્રીલ 4. ઓગર,1. অগাৰ 2. অগভীৰ দোষ 3. ড্ৰিল 4. অগাৰ
1. છિદ્ર 2. કવાયત 3. કવાયત,১. ফুটা ২. ড্ৰিল ৩. ড্ৰিল
1. ડ્રિલિંગ 2. ડ્રિલ વડે વાવણી 3. ડ્રિલ વડે રેડવું,১.ড্ৰিল কৰা ২.ড্ৰিলেৰে বীজ সিঁচা ৩.ড্ৰিলেৰে ঢালি দিয়া
ટપક સિંચાઈ,ড্ৰিপ জলসিঞ্চন
સૂકી ખેતી,শুকান খেতি কৰা
1.ધૂળ 2.બુકની,১.ধূলি ২.বুকনি
1. ડસ્ટર 2. સ્કેટરર,১.ডাষ্টাৰ ২.বিকিৰণকাৰী
છંટકાવ કરવા માટે,ছটিয়াই দিয়া
1. વામન 2. વામન,১.বামন ২.ৱামন
વામન પિરામિડ,বামন পিৰামিড
વામિની ભવન,বামিণী ভৱন
ઇકોલોજી,পৰিৱেশ বিজ্ঞান
અર્થશાસ્ત્ર,অৰ্থনীতি
આર્થિક કાર્યક્ષમતા,অৰ্থনৈতিক দক্ষতা
પરિસ્થિતિગત પ્રકાર,পৰিস্থিতিগত ধৰণ
વધારાનું સ્તરીકરણ,অতিৰিক্ত স্তৰযুক্ত
નરમ,কোমল
માટી વિજ્ઞાન,soil বিজ্ঞান
1. બ્રિજિંગ 2. એજિંગ 3. સ્ટ્રાન્ડ ક્લોઝર,1. ব্ৰীজিং 2. এজিং 3. ষ্ট্ৰেণ্ড বন্ধ কৰা
ખોરાકનો ભાગ,খাদ্যৰ অংশ
માંગની સ્થિતિસ્થાપકતા,চাহিদাৰ স্থিতিস্থাপকতা
ઉત્પાદન સ્થિતિસ્થાપકતા,উৎপাদন স্থিতিস্থাপকতা
વિદ્યુત વિચ્છેદન-વિશ્લેષણ,ইলেক্ট্ৰ&#39;লাইছিছ
ઇલેક્ટ્રોફોરેસિસ,ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ
બાષ્પીભવન,বাষ্পীভৱন
1. શિરચ્છેદ કરનાર 2. જંતુમુક્ત કરનાર 3. શિરચ્છેદ કરનાર 4. જંતુમુક્ત કરનાર,১.ডিকেপিটেটৰ ২.ষ্টেৰাইলাইজাৰ ৩.ডিকেপিটেটৰ ৪.ষ্টেৰাইলাইজাৰ
1. વિયર બંડી 2. સ્ટ્રોબંદી,১/ ৱেইৰ বাণ্ডি ২.ষ্ট্ৰবন্দী
ગર્ભ,ভ্ৰূণ
1. ગર્ભવિજ્ઞાન 2. ભૌતિકશાસ્ત્ર,১.ভ্ৰূণবিজ্ঞান ২.পদাৰ্থ বিজ্ঞান
1. બહાર નીકળો 2. બહાર નીકળો,1. প্ৰস্থান 2. প্ৰস্থান
ઇમલ્સિફાયર,ইমালচাইফায়াৰ
અંતર્જાત,অন্তৰ্জাতীয়
આંતર-બિંદુ વિભાગ,ইন্ট্ৰা-পইণ্ট ডিভিজন
આંતર-પરજીવી,অন্তঃপৰজীৱী
એન્ડોસ્પર્મ,এণ্ডোস্পাৰ্ম
એન્ટરપ્રાઇઝ,উদ্যোগ
કીટશાસ્ત્ર,পতংগবিজ্ঞান
પર્યાવરણ,পৰিৱেশ
1. એન્ઝાઇમ 2. એન્ઝાઇમ,১.এনজাইম ২.এনজাইম
ક્લસ્ટર કલમ બનાવવી,ক্লাষ্টাৰ গ্ৰাফটিং
1. એપિફાઇટ 2. એપિફાઇટ,১.এপিফাইট ২.এপিফাইট
ઇક્વિટી,ন্যায়
નાબૂદી,নিৰ্মূলকৰণ
આવશ્યક પોષક તત્વો,প্ৰয়োজনীয় পুষ্টিকৰ উপাদান
1. માપન 2. જમ્પ 3. આકારણી,1. জোখ-মাখ 2. জাম্প 3. মূল্যায়ন
સુંદરતા,সূক্ষ্মতা
સુજનનિક,সুজাননিক
મૂલ્યાંકન,মূল্যায়ন
વરાળ માપક,ভাপ গেজ
બાષ્પીભવન,বাষ্পীভৱন
શાશ્વત ક્રાંતિ,চিৰন্তন বিপ্লৱ
1. સદાબહાર 2. સદાબહાર,১.চিৰসেউজ ২.চিৰসেউজ
વિકાસ,বিকাশ
કાપી નાખવું,কাটি পেলোৱা
પરિક્ષય (ફર્ટિલિટી),পৰীক্ষয় (উৰ্বৰতা)
શોષણ,শোষণ
1. અન્વેષણ 2. અન્વેષણ,১.অন্বেষণ ২.অন্বেষণ
1. ઉત્સર્જન 2. ઉત્સર્જન,১.এক্সট্ৰুচন ২.নিগমন
આંખ,নয়ন
1. પરિબળ 2. ઘટક 3. પરિબળ 4. સંસાધન,1. কাৰক 2. উপাদান 3. কাৰক 4. সম্পদ
પરિબળ ઉત્પાદકતા,কাৰক উৎপাদনশীলতা
વેપારીનું ડિસ્કાઉન્ટ,ট্ৰেডছমেনৰ ৰেহাই
ફેક્ટોરિયલ બ્લોક ડિઝાઇન,ফেক্টৰিয়েল ব্লক ডিজাইন
વૈકલ્પિક,বিকল্প
1. પટ્ટી 2. પાલિહાર,১.পট্টি ২.পালিহাৰ
સ્થૂળ,গোটেই অংশ
ક્ષેત્ર મૂલ્યાંકન,ক্ষেত্ৰ মূল্যায়ন
ફાર્મ બજેટિંગ,ফাৰ্ম বাজেট
કૃષિ વ્યવસાય,কৃষি ব্যৱসায়
ક્ષેત્ર આયોજન,ক্ষেত্ৰ পৰিকল্পনা
1. ખેડૂત 2. ખેડૂત,১.কৃষক ২.কৃষক
1. ખેતી 2. ખેતી,১.কৃষি ২.খেতি কৰা
અથડામણ,সংঘৰ্ষ
બહુવિધ સંવર્ધન,একাধিক প্ৰজনন
આથો,কিম্বন
ફળદ્રુપતા,উৰ্বৰতা
ખાતર,সাৰ
ખાતર ઉપયોગ કાર્યક્ષમતા,সাৰৰ ব্যৱহাৰৰ কাৰ্যক্ষমতা
તંતુમય,আঁহযুক্ত
1. ફાર્મ 2. વિસ્તાર 3. સ્થાન,১.পাম ২.এলেকা ৩.অৱস্থান
માટી પાણી હોલ્ડિંગ,মাটিৰ পানী ধৰি ৰখা
ક્ષેત્ર પ્રદર્શન,ক্ষেত্ৰ প্ৰদৰ্শন
1. સ્થિરીકરણ 2. ફિક્સેશન 3. ફિક્સેશન,1. স্থিৰতা 2. স্থিৰকৰণ 3. স্থিৰতা
1. પાણી ભરવું 2. ગર્ભાધાન,1. প্লাৱন 2. গৰ্ভধাৰণ
પ્રવાહ રેખાકૃતિ,ফ্ল&#39; ডায়াগ্ৰাম
ખોરાક મૂલ્ય,খাদ্য মূল্য
ચારો,পশুখাদ্য
આગાહી,পুৰ্বানুমান
વન,অৰণ্য
વનીકરણ,বনানীকৰণ
1. તડપાર્ન 2. ફોર્મ,১.তাদপৰ্ণ ২.ফৰ্ম
હિમ પ્રતિરોધક,হিম প্ৰতিৰোধী
1. પાલા 2. બ્લાઈટ,১.পালা ২.ব্লাইট
1. સ્થિર 2. સ્થિર,1. ফ্ৰ&#39;জেন 2. ফ্ৰ&#39;জেন
કાર્ય,অনুষ্ঠান
1. ફ્રુટ ફોલ 2. ફ્રુટ ફોલ,১/ ফলৰ পতন ২.ফলৰ পতন
ફળ બની જાય છે,ফল হৈ পৰে
1. ધૂણી 2. ધૂણી,1. ধূমপান 2. ধূমপান
ફૂગનાશક,ভেঁকুৰনাশক
ફૂગપ્રતિરોધી,এন্টিফাংগেল
ફૂગ,ভেঁকুৰ
1. ખુદ 2. સીતા,১.খুদ ২.সীতা
1. ફ્યુઝન 2. ફ્યુઝન,1. সংযোজন 2. সংযোজন
કપાસ ઉન,কপাহী উল
રુવાંટીવાળું,লোমশ
1. ઝાડનું અલ્સર 2. પિટિકા,১/ গছৰ ঘা ২.পিতিকা
1. ગેમેટ્સ 2. ગેમેટ્સ,1. গেমেট 2. গেমেট
1. બગીચો 2. બગીચો,১.বাৰী ২.বাগিচা
1. પંસલ 2. હાઇડ્રોમીટર,১.পান্সাল ২.হাইড্ৰমিটাৰ
જનીન સંગ્રહ,জিন সংগ্ৰহ
જીન ટેગોન,জিন টেগন
વંશાવળી,বংশাৱলী
જનીન નકશો,জিন মেপ
જીનેટિક્સ,জেনেটিক্স
1. જીનોમ 2. સંગેન,১/ জিনম ২.সাংগেনে
સંજીની કલેક્શન,সঞ্জিনী সংগ্ৰহ
જીનોમિક્સ,জিনমিক্স
જીનોટાઇપ,জিন প্ৰকাৰ
1. જનીન માળખું 2. જનીન પ્રકાર,১.জিনৰ গঠন ২.জিনৰ প্ৰকাৰ
લિનેજ,বংশ
1. જીનસ 2. વંશ,১. প্ৰজাতি ২. বংশ
1. જીવાણુ 2. જીવાણુ,১.বীজাণু ২.বীজাণু
જીવાણુનાશક,বীজাণুনাশক
અંકુરણ,অংকুৰণ
1. જર્મપ્લાઝમ 2. જર્મપ્લાઝમ,১/ জীৱাণুপ্লাজম ২.জীৱাণুপ্লাজম
ગીબેરેલિક એસિડ,জিবেৰেলিক এচিড
ઉગાડવું,গোটাওক
ટશ,তুষ
1. ગ્લુટેન 2. ખાઉધરાપણું,১/ গ্লুটেন ২
ગ્લાયકોલિસિસ,গ্লাইকোলাইছিছ
સરસ,বঢ়িয়া
સુવર્ણ ક્રાંતિ,সোণালী বিপ্লৱ
1. વર્ગીકરણ 2. વર્ગીકરણ 3. સ્તરીકરણ,1. শ্ৰেণীবিভাজন 2. শ্ৰেণীবিভাজন 3. স্তৰবিন্যাস
1. કલમી છોડ 2. પેનમ્બ્રલ પ્લાન્ટ,1. গ্ৰাফ্ট কৰা উদ্ভিদ 2. পেনুম্ব্ৰেল উদ্ভিদ
પેન અસંગત,কলম অসামঞ্জস্যপূৰ্ণ
ગ્રેના,গ্ৰানা
દાણાદાર,গ্ৰেনুলেচন
લીલું ખાતર,সেউজীয়া গোবৰ
હરિયાળી ક્રાંતિ,সেউজ বিপ্লৱ
વૃદ્ધિ અને વિકાસ,বৃদ্ধি আৰু বিকাশ
1. ગમ રોગ,১/ আঁঠুৰ ৰোগ
વિષમલિંગી,বিষমযৌন
1. પ્રકૃતિ 2. પ્રકૃતિ 3. રૂપગુણ 4. દેખાવ,1. প্ৰকৃতি 2. প্ৰকৃতি 3. ৰূপগুণ 4. ৰূপ
1. ઓલા 2. કરકપાટ 3. કાર્કા,১.অলা ২.কৰকাপাট ৩.কৰ্কা
રોમિલવોચ,ৰোমিলৱাচ
ખારા ફોલ્લો,চেলাইন চিষ্ট
હેરો,harrow
1. હાર્વેસ્ટિંગ ઈન્ડેક્સ 2. હાર્વેસ્ટિંગ ઈન્ડેક્સ,১.চপোৱা সূচকাংক ২.চপোৱা সূচকাংক
1. લણણી 2. લણણી કરેલ પાક 3. સમાપ્ત પાક 4. ઉપજ,১.চপোৱা ২.চপোৱা শস্য ৩.সমাপ্ত শস্য ৪.উৎপাদন
1. તોડવું 2. લણણી 3. તોડવું,১. ছিঙি যোৱা ২. চপোৱা ৩. ছিঙি যোৱা
1. એગ લેઇંગ 2. એગ ફોર્સ,১/ কণী পৰা ২) কণী বল
સૂકું ઘાસ,শুকান ঘাঁহ
શુષ્ક ફીડ,শুকান খাদ্য
ગંજી,গঞ্জি
ઝાકળ,কুঁৱলী
ધૂંધળું,কুঁৱলীময়
1. બાલી 2. સિત્ત 3. મુંડક 4. ટોપ 5. હેડ 6. સિરા,১.বালি ২.সিত্ত ৩.মুণ্ডক ৪.উপৰ ৫.মূৰ ৬.চিৰা
ખાંચનો અંત,খাঁজৰ শেষ
ટોચ કાપણી,শীৰ্ষ ছাঁটনি
વાડ,বেৰা
કસ્ટડીમાં,জিম্মাত ৰখা
કુંડલિની,কুণ্ডলিনী
હેમેટાઇટ,হেমাটাইট
1. ઔષધિ 2. ઔષધિ,১.বনৌষধি ২.বনৌষধি
1.બોટનિકલ કલેક્શન 2.બોટનિકલ મ્યુઝિયમ,১.উদ্ভিদ সংগ্ৰহ ২.উদ্ভিদ সংগ্ৰহালয়
હર્બિસાઇડ,ঘাঁহনিনাশক
આનુવંશિકતા,বংশগততা
આનુવંશિકતા,বংশগততা
ઉભયલિંગી,উভলিংগী
હેટરોક્રોમેટિક,হেটেৰ&#39;ক্ৰ&#39;মেটিক
હેટરોફર્ટિલાઇઝેશન,হেটেৰ&#39;ফাৰ্টিলাইজেচন
1. હાઇબ્રિડોઝ 2. હેટેરોસિસ,১.হাইব্ৰিড’জ ২.হেটেৰ’ছিছ
લૈંગિક રંગસૂત્રો,লিংগক্ৰম&#39;জম
ઉછેર,লালন-পালন কৰা
હેક્સાડેસિમલ,হেক্সাডেচিমেল
ઠંડી નિષ્ક્રિયતા,ঠাণ্ডা নিদ্ৰা
ઉચ્ચ ઘનતા વાવેતર,উচ্চ ঘনত্বৰ ৰোপণ কৰা
1. પિંડલક 2. ટેકરી (ડાંગર),১.পিণ্ডলক ২.পাহাৰ (ধান)
હિસ્ટોગ્રામ,হিষ্টোগ্ৰাম
ઉચ્ચ તકનીકી બાગાયત,হাই টেক উদ্যান শস্য
1. દહીં 2. મધપૂડો,১.দৈ ২.মৌচাক
1. નીંદણ 2. નીંદણ,1. অপতৃণ কাটিব পৰা 2. অপতৃণ কাটিব পৰা
હોલ્ડિંગ,ধৰি ৰখা
ખાનગી ફાર્મ,ব্যক্তিগত পাম
હોમિયોસ્ટેસિસ,হোমিঅ&#39;ষ্টেছিছ
વતન,গৃহভূমি
એકરૂપતા,সমতা
1. સજાતીય 2. સજાતીય,1. সমজাতীয় 2. সমজাতীয়
સહાનુભૂતિશીલ,সহানুভূতিশীল
સજાતીય,সমযোজী
1. ઘુર્લિકા 2. ખાદ્યપદાર્થો 3. હાપર,১.খুৰিকা ২.খাদ্যৰ পাত্ৰ ৩.হাপাৰ
1. સ્તર 2. ક્ષિતિજ,১.স্তৰ ২.দিগন্ত
બાગાયતી પાક,উদ্যান শস্য
1. બાગાયત 2. બાગાયત 3. બાગાયત 4. બાગાયત,১/ উদ্যান শস্য ২. উদ্যান শস্য ৩. উদ্যান শস্য ৪. উদ্যান শস্য
