English,Marathi
cross fire (=cross talk),असंबद्ध सिग्नल
crossing of levels,मजल्यांचे अतिक्रमण
cross-over area,संक्रमण क्षेत्र
crossover frequencies,संक्रमण बिंदू
crossover value,विनिमय मूल्य
cross product,वेक्टर-उत्पादन वेक्टर-उत्पादन
cross section,"क्रॉस सेक्शन, क्रॉस सेक्शन"
cross term,"एकाधिक संज्ञा, संकरित संज्ञा"
cross wire,क्रॉस वायर
crown optical glass,"क्राउन ऑप्टिकल ग्लास, क्राउन ऑप्टिकल ग्लास"
Cryogen,थंड मिश्रण
cryogenic electronics,कमी तापमान इलेक्ट्रॉनिक्स
cryogenic,हायपोथर्मिया
cryogenic laboratory,क्रायोजेनिक प्रयोगशाळा
Cryogenics,निम्रतापिकी
cryoscope,अतिशीत गेज
Cryoscopic Constant,क्रायोमेट्रिक स्थिरांक
crystal,क्रिस्टल
Crystalline,"स्फटिक, तंतुमय"
crystallisation (=crystallization),"क्रिस्टलायझेशन, क्रिस्टलायझेशन, क्रिस्टलायझेशन"
crystallographer,क्रिस्टल शास्त्रज्ञ
Crystallographic,क्रिस्टल-स्ट्रक्चरल
Crystallographical,क्रिस्टल रचना
crystallography,"क्रिस्टलोग्राफी, क्रिस्टल सायन्स"
crystal translation operation (=lattice translation operation),जाळी हस्तांतरण ऑपरेशन
crystal whiskers,क्रिस्टल धुसफूस
Cube,घन घन
Cubic,"घन, घन, घन, त्रिकोण, घन, त्रिकोण"
Cubical Cleavage,क्यूबिक क्लीवेज
Cubicle,कक्षीय
Cumulative,संचयी
Curie constant,क्युरी स्थिरांक
Curie effect,क्युरी इफेक्ट
Curic-point,"क्युरी पॉइंट, क्युरी टेम्परेचर, क्युरी डिमॅग्नेटायझेशन पॉइंट"
curie (unit),क्युरी
current,प्रवाह
current element,प्रवाहाचा अल्पसंख्याक
Curtailment,वितरण
Curvature,वक्रता
Curve,वक्र वक्र रेषा
Curved,वक्र
curved beam,वक्र बार
curved surface,वक्र पृष्ठ
curve of growth,वाढ वक्र
Curvilinear,वक्र
cut-off,"छिद्र शेवट, कटिंग"
cut off field,शेवटचा झोन
cut off frequency,शेवटची वारंवारता
cut off point,शेवटचा बिंदू
cut off velocity,टर्मिनल बिंदू वेग
cut off voltage,टर्मिनल व्होल्टेज
Cutter,"कलाकार, कलाकार"
Cybernetics,सायबरनेटिक्स
Cycle,"सायकल, सायकल, सायकल"
cycle per second,सायकल प्रति सेकंद
cyclic,"चक्रीय, चक्रीय"
Cycling,फिरकी
cycloidal pendulum,चक्रीय लोलक
Cyclotron,सायक्लोट्रॉन
cyclotron frequency,सायक्लोट्रॉन वारंवारता
cylinder,"सिलेंडर, सिलेंडर"
Cylindrical,"दंडगोलाकार, सिलेंडर आकार, सिलेंडर, सिलेंडर"
cylindrical harmonics,सिलेंडर हार्मोनिक
damped,ओलसर
damped harmonic oscillation,ओलसर साधे हार्मोनिक दोलन
Damping,डम्पर
Daniell cell,डॅनियल सेल
dark,गडद
data processing,"दान केलेली संसाधने, अधीनस्थ संसाधने, ट्रस्ट संसाधने"
Daughter,"विघटन उत्पादक, दूध उत्पादित, पालक, संतती"
Davission Germer experiment,डेव्हिसन अधिक गरम प्रयोग
d .c. (=zero frequency component),D.C. (निर्देशक)
dead space,निष्क्रिय भाग
dead spot,शांत जागा
de Broglie wave length,डी ब्रॅगली तरंगलांबी
Debye charactristic temperature,Debye वैशिष्ट्यपूर्ण तापमान
Debye length,"Debye लांबी, Debye अंतर"
Debye relaxation time,कर्ज-विराम
decay,क्षय
decay constant,क्षय निर्देशांक
decelerating,सौम्य
deceleration,मंद होणे
deceleration time,विराम वेळ
Decibel,डेसिबल
decibelmeter,डेसिबेलोमीटर
Decimal,"दशांश, दशांश"
declassify,वर्गीकरण
declination,"उलथापालथ, क्रांती, उपक्रम, घट"
declination circle,सममितीय वर्तुळ
Decoder,डिकोडर
decomposition,"विघटन, विघटन"
Decompression,डीकंप्रेशन
decontamination,निर्जंतुकीकरण
Decoration,अलंकार
Decoupling,संयुग्मन
decreasing function,कमी करणारे कार्य
Decrement,हवामान
Deemphasis,उल्लंघन
deep level,उपमजला
dcep space,खोल जागा
De-excitation,व्युत्पत्ती
Defect,"दोष, त्रुटी, नुकसान, कमतरता"
Defective,चुकीचे
Defensive,प्रतिकारशक्ती
defining aperture,मर्यादा दरवाजा
definition,"व्याख्या, स्पष्टता"
Deflect,विचलित करणे
Deflecting,डिफ्लेक्टर
Deflection,"विक्षेपण, विक्षेपण"
deflection defocussing,विचलित फोकस
deflection-doubling mirror,विक्षेपन-दुहेरी आरसा
deflection field,विक्षेपण क्षेत्र
deflection of gravity,गुरुत्वाकर्षण-प्रभावित विक्षेपण
deflection plates,संक्षेप प्लेट्स
Defocussing,लक्ष केंद्रित
deformability,विकृती
Deformation,"विकृती, विकृती"
degasification,विगासन
Degeneracy,"धिक्कार, लबाडी"
Degenerate,"अपवित्र (ver.), degraded (n.), degraded (v.)"
degenerate gas,कचरा वायू
degeneration,"विकृती, वाचा, वंचितता, वंचितता"
degenerative,समाधानकारक
Degree,"पदवी, पदवी, परिमाण, पदवी, पदवी, प्रमाण, अंश"
degree of concentration,एकाग्रता - मात्रा
degree of dissociation,पृथक्करण प्रमाण
degree of freedom,स्वातंत्र्याची डिग्री. स्वातंत्र्याची डिग्री
degree of ionisation,आयनीकरणाचे प्रमाण
degree of polarisation,ध्रुवीकरणाचे परिमाण
degree of precision,अचूकतेचे प्रमाण
dehumidification,आर्द्रीकरण
deionisation,डीआयनीकरण
Delay,विलंब
Delayed,उशीर झालेला
Delocalisation,स्थानिकीकरण
delta function,डेल्टा फंक्शन
Demagnetisation,विचुंबकीकरण
Demagnetise,चुंबकीय वक्र
Demagnetiser,डिमॅग्नेटायझर
demodulation,demodulation
dense packing,दाट गर्दी
Densitometer,घनता मापक
Density,"घनता, घनता"
depletion layer,घसारा पातळी
depletion zone,क्षीणता क्षेत्र
depolarisation,अध्रुवीकरण
depolarised,depolarized
depolariser,डिपोलायझर
depth of field,"फील्डची खोली, फील्डची तीव्रता"
derivative polarogram,"व्युत्पन्न polarogram, व्युत्पन्न polarogram"
derived,साधित
Descending,"उतरते, उतरते"
descent,"वंश, वंश"
describe,"वर्णन करा, तयार करा, काढा"
Descriptor,भाजक
Design,"रचना करणे, रचना करणे (n.) रचना करणे, रचना करणे (n.)"
Destruction,नाश
destructive interference,विध्वंसक हस्तक्षेप
Destructive,"विध्वंसक, विध्वंसक"
Detection,"ओळख, ओळख"
Detector,कलेक्टर
Determinateness,निर्धारवाद
determinating,निर्धारक
determination,निर्धार
determine,ठरवण्यासाठी
determined,ठरवले
Deuteron,ड्यूटरॉन
develop (=develope),"व्यक्त करणे, विकसित करणे, विकसित करणे"
developer,"विकसक, विकसक"
development,"विकास, विकास"
Deviation,विचलन
Dew,दव
dew point,दव बिंदू
dextrorotary,दक्षिण ध्रुवीकरण
diagnostic test,निदान चाचणी
Diagonal,कर्ण
Diagram,आकृती
Diagrammatic,आकृती
dial,डायल
Diamagnetic,डायमॅग्नेटिक
Diamagnetics,"डायमॅग्नेटोलॉजी, डायमॅग्नेटिक सामग्री"
Diamagnetism,डायमॅग्नेटिझम
Diameter,व्यासाचा
Diametrically opposite,diametrically विरुद्ध
Diamond,"हिरा, हिरा"
Diaphragm,"डायाफ्राम, डायाफ्राम"
Diathermanous,उष्णता विनिमय
diathermic,उष्णता विनिमय
diatonic scale,"डायटोनिक स्वरग्राम, डायटोनिक स्वरग्राम"
Dichotomy,"विभाजन, अर्ध-कला"
dichromate cell,डायक्रोमेट सेल
Dichromatism,"द्विविभाजन, दृश्‍य द्वंद्व, पातळी द्वंद्व"
Dictaphone,डिक्टाफोन
dielectric,डायलेक्ट्रिक
dielectrics,डायलेक्ट्रिक्स
diesel cycle,डिझेल सायकल
difference,अंतर
difference frequency,"विभेदक वारंवारता, विचलन वारंवारता"
Differential,"भिन्नता, भिन्नता, भिन्नता, भिन्नता, अंतराळ, भिन्नता"
differential absorption,विभेदक शोषण
differential amplifier (=difference amplifier),डिस्टिंक्शन एम्पलीफायर
differential calorimeter,"penetrative calorimeter, penetrative calorimeter"
differential capacitor,विभेदक कॅपेसिटर
differential cross section,विभेदक झोन
differential Diffusion,विभेदक प्रसार
differential equation,विभेदक समीकरण
differential extinction coefficient,विभेदक विलोपन गुणांक
differential ionisation chamber,इंटरमीटर आयनीकरण कक्ष
differential isotope method,विभेदक समस्थानिक पद्धत
differential velocity,विभेदक वेग
differentiate,वेगळे करणे
differentiated,"भिन्न, भिन्नता"
Differentiation,"भिन्नता, भिन्नता"
diffraction,विवर्तन
diffractometer,डिफ्रॅक्टोमीटर
Diffused,"पसरलेले, पसरलेले"
Diffuse,पसरलेले
diffusion,प्रसार
diffusivity,प्रसार
digit,"अंक, व्यास, बोट"
digital recording,डिजिटल रेकॉर्डिंग
digital voltmeter,डिजिटल व्होल्टमीटर
di-isotopic element,द्वि-समस्थानिक घटक
dilatation,प्रसार
dilation strain,विस्तार विकृती
dilatometer,एक्सोथर्मोमीटर
Dilator,विसफरिणी
Dimension,"विस्तार, लांबी-रुंदी, परिमाण, शक्ती"
Dimensional,मितीय
Dimensionality,आयाम
dimensional unit,विमा युनिट
dimensionless,आकारहीन परिमाण
diminution,"घसारा, घट"
Dimmer,तेजस्वी
diode,डायोड
diopter,diopter
dioptrical region,अपवर्तन क्षेत्र
dioptric lens (=drum lens),अपवर्तक लेन्स
dip,"नतमस्तक, नतमस्तक, कुंड"
dip angle,पडण्याचा कोन
Dipole,द्विध्रुव
dipole layer (=electric double layer),द्विध्रुवीय थर
Dirac delta function,डायरॅक डेल्टा फंक्शन
Direct,"सरळ, सरळ, सरळ, थेट, विरुद्ध"
direct correlation,अनुलोम सहसंबंध
direct current,थेट वर्तमान
directed,थेट
direct impact,"थेट फटका, सरळ फटका"
direction,"दिशा, दिशा"
Directional,दिशात्मक
directional stability,जागा स्थिरता
direction cosine,"डिकोसाइन, डिको-कोसाइन"
directive,"दिशात्मक, दिशात्मक, दिशात्मक"
directivity,दिशादर्शकता
direct lattice,सामान्य जाळी
direct line,सरळ रेषा
directly proportional,अनुक्रमिक गुणोत्तर
direct method,थेट पद्धत
Director,दिशा
direct reading instrument,थेट वाचन साधन
direct vision telescope,समोर दुर्बीण
Disc,"ऑब्जेक्ट, वर्तुळ, डिस्क, डिस्क"
Discharge,"विसर्जन, प्रवाह, ब्लीचिंग"
discharge in cascade,पाण्यात विसर्जन
discontinuity,"खंडितता, खंडितता, फ्रॅक्चर"
discontinuous,खंडित
Discovery,"संशोधन, शोध"
Discrepancy,विसंगती
Discrete,कण
dish antenna,"अवतल अँटेना, डिश अँटेना"
disintegration,"विघटन, दाणेदार"
disintegration constant,विघटन स्थिर
disintegration energy,अपव्यय ऊर्जा
disintegration half-life,विघटन अर्ध-जीवन
disintegration series,विघटन श्रेणी
Dislocation,"अव्यवस्था, अव्यवस्था, अव्यवस्था, अव्यवस्था"
dislocation line,"फॉल्ट लाइन, फॉल्ट कोर"
dislocation loop,फॉल्ट लूप
disorder,"अव्यवस्था, अव्यवस्था, अव्यवस्था"
disordering,गोंधळ
disorientation,"गोंधळ, गोंधळ"
dispersed,"विखुरलेले, विखुरलेले"
dispersion,"फैलाव, विखुरणे"
Dispersity,प्रक्षेपण
Dispersive,dispersant
Dispersivity,चिंतनशीलता
Displacement,विस्थापन
Display,प्रदर्शन
display unit (=console),कन्सोल
disruptive force,विघटन शक्ती
dissimilar,असमान
dissipation coefficient,क्षय गुणांक
Dissipative,संक्षारक
dissipative system,क्षय प्रणाली
Dissociable,वेगळे करण्यायोग्य
Dissociated,वेगळे केले
Dissociation,स्वभाव
Dissonance,विसंगतता
Distance,अंतर
Distant,दूरवर
Distinct,"वेगळे, वेगळे, वेगळे, अर्थपूर्ण"
Distinction,भेदभाव
distinctive property,स्वतंत्र मालमत्ता
Distinguish,"वेगळे करणे, वेगळे करणे"
Distorted,विकृत
Distortion,विकृती
distortional elasticity,विकृत लवचिकता
distributed amplifier,वितरित अॅम्प्लीफायर
Distribution,"वितरण, वितरण"
distributive law,"वितरण नियम, वितरण नियम"
Disturbance,अडथळा
Disturbed,"व्यथित, विस्कळीत समतोल"
disturbing force,त्रासदायक शक्ती
Diurnal,"आहनिक, दिवाचार, दिवा, दैनिक"
diurnal motion,रोजचा वेग
Divalent,द्विसंवेदी
Diverge,"उधळणे, उधळणे"
Divergence,"भिन्नता, विचलन, भिन्नता"
Divergent,वळवणारा
diversion,वळवणे
Divided,"विभागलेला, विभागलेला"
division,"विभागणी, विभागणी, विभागणी"
D-layer of ionosphere,आयनोस्फियरचा डी थर
domain,"प्रदेश, प्रांत, प्रदेश, डोमेन"
dome,"घुमट, घुमट"
dominant term,प्रभावशाली स्थिती
donor level,दाता पातळी
doped junction,मदित तह
Doping,"भेसळ, भेसळ"
Doppler effect,डॉपलर प्रभाव
Dose,"डोस, डोस"
Dosimeter,क्वांटोमीटर
Dotted,"ठिपके, ठिपके"
Double,"दुहेरी, द्विगुणित, जोडी, दुहेरी, सामान्य, द्विभाजक"
double bonds,दुहेरी बाँड
double concave lens,द्विकोनव्हेक्स लेन्स
double convex lens,द्विकोनव्हेक्स लेन्स
double differentiation,बायनरी भिन्नता
double ionization,दुहेरी आयनीकरण
double molecule,दुहेरी रेणू
double precision,दुहेरी अचूकता
double refraction,दुहेरी अपवर्तन
double series,दुहेरी मालिका
double stars,तारे जोडी
doublet,दुप्पट
doublet achromat,अॅक्रोमॅटिक लेन्स जोडी
Doubling,"प्रसार, विस्तार"
doubly charged particles,दुप्पट चार्ज केलेला कण
Doubly degenerate,उभयचर भ्रष्ट
doubly ionised,दुहेरी ionized
Downward,खालच्या दिशेने
drag,ट्रॅक्शन अयस्क सेमी कॉम्पॅक्ट
drag force drift,कर्षण शक्ती
drift,"वाह, प्रवाह, अपोध, प्रवाह (खाण), पंझ (अन्न), विस्थापन"
Drift current,प्रवाह प्रवाह
Driving,कार्यरत
driving voltage,वहन व्होल्टेज
drop ball,लहान चेंडू
drop dead halt (=dead halt),अचानक ब्रेक
droplet,"बिंदू, सूक्ष्म बिंदू, थेंब"
dropping,पडणे
Dry,कोरडे
dry and wet bulb hygrometer,कोरडे कोरडे हायग्रोमीटर
dry contact,अयशस्वी संपर्क
dual operation,"दुहेरी ऑपरेशन, दुहेरी ऑपरेशन"
duct,वाहिनी
Ductile,तन्य
ductility,तन्य
dull,मंद
dummy,नि:शब्द करा
dumping,पदच्युती
dwar star,वामन तारा
dyad-axis,दुहेरी अक्ष
dynamic,गतिमान
dynamical,गतिमान
dynamics,"गतिशीलता, गतिशीलता"
dynamo,डायनॅमो
Dyne,जेवण
earth,"पृथ्वी, पृथ्वी"
earthquake intensity,भूकंपाची तीव्रता
earth satellite,पृथ्वी उपग्रह
earth system (=ground system of an antenna),पृथ्वी कनेक्शन प्रणाली
earth wire,ग्राउंड वायर
eccentric,"केंद्र, मध्यवर्ती"
Eccentricity,विलक्षणता
echelon,समकालीन
echo,प्रतिध्वनी
Eclipse,गृहीतक
ecliptic coordinates,क्रांती परिपत्रक समन्वय
Eddy,व्हर्लपूल
edge dislocation,धार दोष
edge effect,कोर-प्रभाव
Edison cell,एडिसन सेल
Edit,सुधारणे
effective,प्रभावी
Efficiency,कार्यक्षमता
effort,प्रयत्न
effusion,डिस्चार्ज
Eigen,"अलंकारिक, eigen"
eightspin,अष्टकोनी
Einstein-Bose distribution law,आईन्स्टाईन-बोस वितरण कायदा
Einstein-de-Hass effect,तात्काळ प्रभाव
Einsteinium,आइन्स्टाईनियम
Einstein Smoluchowski Equation,आइन्स्टाईन स्मोलुचोव्स्की समीकरण
Einstein space,आइन्स्टाईन-लोकसंख्या
Ejection,हकालपट्टी
Ejection capsule,इजेक्टर कॅप्सूल
Ejector,इजेक्टर
ejector plate,मंजुरी बोर्ड
Elastance,व्यस्त क्षमता
elastic,लवचिक
elastic after effect (=elastic lag),"लवचिक पवित्रा प्रभाव, लवचिक पवित्रा"
elastically anisotropic body,दोलन शरीर
elasticity,लवचिकता
elasticometer,"इलॅस्टिकोमीटर, इलास्टिकमीटर"
elastic stiffness,लवचिक लवचिकता
E-layer of ionosphere,ionosphere ई-स्तर
electret,इलेक्ट्रेट
Electrical,"इलेक्ट्रिकल, इलेक्ट्रिकल"
electricity,वीज
electrification (electrostatics),"विद्युतीकरण, चार्जिंग"
electrified,विद्युतीकृत
electrified particles,"चार्ज केलेला कण, चार्ज केलेला कण"
Electroacoustic,इलेक्ट्रोकॉस्टिक
Electro-acoustics,इलेक्ट्रो-ध्वनीशास्त्र
Electrocaloric,इलेक्ट्रो-थर्मल
electrochemical,इलेक्ट्रोकेमिकल
equivalent,समतुल्य
Electrode,इलेक्ट्रोड
Electrodynamics,इलेक्ट्रोडायनामिक्स
electrokinetic effect,इलेक्ट्रोडायनामिक प्रभाव
Electrolysis,गॅल्व्हनिक अलगाव
Electrolyte,इलेक्ट्रोलाइट
electrolytic,इलेक्ट्रोलाइटिक
Electrolyzer,"इलेक्ट्रोफोरेसीस, इलेक्ट्रोफोरेसीस"
electromagnet,इलेक्ट्रोमॅग्नेट
Electromagnetic,इलेक्ट्रोमॅग्नेटिक फील्ड
Electromagnetics,विद्युत चुंबकत्व
electromagnetism,विद्युत चुंबकत्व
electrometer valve (=electrometer tube),"इलेक्ट्रोमीटर नोजल, इलेक्ट्रोमीटर वाल्व"
electromotive force,विद्युतचुंबकिय बल
Electron,इलेक्ट्रॉन
electronegative,कर्ज-वीज
Electronic,इलेक्ट्रॉनिक
electronic eigenfunction,इलेक्ट्रॉनिक इजिन फंक्शन
electronic energy,इलेक्ट्रॉनिक ऊर्जा
electronics,इलेक्ट्रॉनिक्स
electron optics (=electro-optics),इलेक्ट्रॉन ऑप्टिक्स
Electro-optics,इलेक्ट्रो-ऑप्टिक्स
Electropositive,विद्युत चुंबकत्व
Electroscope,इलेक्ट्रोस्कोप
Electrostatic,इलेक्ट्रोस्टॅटिक
Electrostatics,इलेक्ट्रोस्टॅटिक्स
electrostriction,इलेक्ट्रोफोरेसीस
electrovalency,विद्युत कनेक्टिव्हिटी
electrovalent,इलेक्ट्रिकल कनेक्टर
Element,"घटक, अल्पसंख्याक, घटक"
elementary,"प्राथमिक, प्राथमिक, प्राथमिक"
elementary charge,मूळ शुल्क
Elevation,"उंची, उंची, उंची, उंची, उंची"
elevation,अल्टिमीटर
meter elevator,"लिफ्ट, लिफ्ट"
ellipse of aberration,नॉन-एलिप्स
Elongation,"वाढवणे, मोठे करणे, पसरण्याचा कोन"
Emanating,"सोडणे, सोडणे"
Emanation,"प्रसार, संतती"
Embed,एम्बेड करणे
Embedded,एम्बेड केलेले
Emergent,जारी
Emission,उत्सर्जन
Emissivity,"emissivity, emissivity"
Emittance,उत्सर्जन
emitter,"उत्सर्जक, उत्सर्जक"
Emphasis,"पूर्व मजबुतीकरण, शक्ती"
empirical,अनुभवजन्य
Empty,"रिकामे, न भरलेले"
Emulsifier,"emulsifier, emulsifier"
Emulsion,"इमल्शन, इमल्शन"
End,"शेवट, शेवट, शेवट, शेवट"
end correction,अंतिम पुनरावृत्ती
endoergic,ऊर्जा कार्यक्षम
end on position,"अक्षीय स्थिती, A-स्थिती"
Endothermic,"एंडोथर्मिक, एंडोथर्मिक"
endothermic process,एंडोथर्मिक प्रक्रिया
energise energy,उत्साही करणे
energy content,अंतर्निहित ऊर्जा
energy index,ऊर्जा ऊर्जा देणारा
engine engineering,"इंजिन अभियांत्रिकी, अभियांत्रिकी"
enhancement,वाढ
enriched isotope,समृद्ध समस्थानिक
enriched reactor,संवर्धित अणुभट्टी
enriching,समृद्धी
enrichment,समृद्धी
Ensemble,"सेट, समुदाय"
enthalpy,"एन्थाल्पी, परिपूर्ण उष्णता"
entity,शक्ती
Entropy,एन्ट्रॉपी
entry,प्रवेश
Enumeration,"मोजणे, मोजणे"
envelope of surface,पृष्ठांकन
epicentral,केंद्रबिंदू
Episcope,"अपारदर्शक, एपिस्कोप"
epitaxial layer,एपिटॅक्सी लेयर
epitaxy,"apitaxi, overrun"
equal,"समान, समान, समान, समान"
Equaliser,तुल्यकारक
Equality,समता
Equation,समीकरण
Equator,"विषुववृत्त, विषुववृत्त, विषुववृत्त, विषुववृत्त"
Equatorial,"विषुववृत्त, विषुववृत्त, मध्यवर्ती, विषुववृत्त"
equiconcave,अवतल
Equiconvex,अवतल
Equidimensional,सममितीय
Equidistant,"समांतर, समांतर"
equilibrium,"समतोल, समतोल, समतोल"
Equipartition,समविभाजन
Equipment,उपकरणे
Equipotential,"समानता, क्षमता"
equipotentiality,इक्विपटेन्शिअल
equipressure,isobars
Equivalence,समतुल्यता
equivalent,"समतुल्य, समतुल्य (v.), समतुल्य (n.)"
equivalent absorption,समतुल्य शोषण
equivalent conductance,"समतुल्य आचरण, समतुल्य आचरण"
equivalent lens,आयसोमेट्रिक लेन्स
erect image,"अनुलंब प्रतिमा, सरळ प्रतिमा"
excentricity,उभ्या
Erector,erg
erg ergodic,"उत्साही, मतप्रवाह"
Error,"चूक, चूक, चूक, अयोग्यता"
Esakidiode (=tunnel diode),बोगदा डायोड
Escape,सुटका
essential,"आवश्यक, आवश्यक"
ether (aether),ईथर
Euclidean coordinate,युक्लिडियन समन्वय
Euler angle,युलर-कोन
eutectic,"eutectic, eutectic"
evacuated,"बाहेर काढले, बाहेर काढले"
Evacuation,"निर्वासन, रिक्तीकरण"
Evaluation,"मूल्यांकन, मूल्यांकन"
Evaporated,बाष्पीभवन
Evaporation,"बाष्पीभवन, बाष्पीभवन, बाष्पीभवन"
Even,अगदी
Event,"घटना, भाग"
Eversate,"कधीही सुरक्षित, कधीही सुरक्षित"
Exact,"खरे, खरे, अगदी"
Ex-centre,एक्सोसेंटर
Excentric,केंद्रबिंदू
Excentrical,केंद्राभिमुख
Excentricity,विलक्षणता
Excess,जास्त
exchange,देवाणघेवाण
Excitation,"उत्साह, ऊर्जा"
Excite,"उत्तेजित करणे, उत्साही करणे"
Excited,उत्तेजित
Exciter,उत्तेजक
Exciton,उत्तेजित होणे
exclusion principle,बहिष्कार नियम
Execution,अंमलबजावणी
Exhaustion,"निर्वासन, कॅथर्सिस, बाहेर काढणे, बंद करणे"
Exit,समस्या
Exothermal,"exothermic, उष्णता उत्तेजित"
exothermic,एक्झोथर्मिक
exotic fuel,असामान्य इंधन
Expand,पसरवणे
Expanded,प्रसारण
Expander,प्रसारक
expanse,विस्तार
Expansion,"पसरणे, पसरणे"
experiment,प्रयोग
experimental,"प्रायोगिक, प्रायोगिक"
experimentalist,उपयुक्त
Explosion,"स्फोट, स्फोट"
Exponent,घातांक
Exponentiai,"घातांकीय, घातांकीय"
exponential well,एक्सपोनेंटी संभाव्य विहीर
Exposure,"एक्सपोजर, एक्सपोजर, एक्सपोजर, एक्सपोजर, कव्हर"
expression,"अभिव्यक्ती, अभिव्यक्ती"
extended,विस्तारित
Extension,"विस्तारणे, विस्तारणे, विस्तारणे, विस्तारणे, पसरवणे"
Extent,"हद्द, विस्तार"
External,बाय
Extinction,"विलोपन, विलोपन"
extra-axial point,नॉन-रेखीय बिंदू
Extraneous,बाह्य
Extranuclear,बाह्य
extraordinary,"असामान्य, विलक्षण"
extraplanetary space,"ग्रहांचे आकाश, ग्रहांचे आकाश"
extrapolated,बहिर्वाह
Extrapolate,बाहेर काढलेले
Extrapolation,एक्सट्रापोलेशन
Extraterrestrial,नॉन-टेस्ट्रियल
extraterrestrial matter,अलौकिक पदार्थ
extrinsic,बाह्य
extrinsic conductivity,"एक्सोजेनस चालकता, एक्सोजेनस चालकता"
extrinsic semiconductor,अभेद्य सेमीकंडक्टर
eye,"डोळा, डोळा"
eye lens,अभिनेत्री लेन्स
eye-piece,आयपीस
Face,"चेहरा, बाजूला, मागे, समोर, चेहरा, चेहरा"
face centered,फळी केंद्रीत
Factor,"घटक, घटक, घटक, घटक, घटक, अवरोध"
factor of momentum,गती घटक
factor of safety,सुरक्षा घटक
fade in,प्रवेग
fade out,कमतरता
fading,क्षीणन
Fahrenheit scale,फॅरेनहाइट तापमान
failure,अपयश
Fallacy,भ्रम
fall time,"पतन कालावधी, पतन कालावधी"
FALSE,"आभासी, खोटे, कोड"
Farad,फराड (युनिट)
faraday,फॅराडे (युनिट)
Faraday effect,फॅरेडेचा प्रभाव
far,दूर
far infrared,दूर इन्फ्रारेड
Fast,"जलद, जलद, जलद, जलद"
fatigue crack,थकवा क्रॅक
fast axis,जहाज अक्ष
fast electron,वेगवान हलणारे इलेक्ट्रॉन
fast fission,जलद विखंडन
fast neutron,वेगवान न्यूट्रॉन
fast reactor,वेगवान न्यूट्रॉन अणुभट्टी
fatal dose,प्राणघातक मात्रा
Fatigue,थकवा
fatigue crack,अश्रू फुटणे
fatigue failure,अपंग भांडे
Fault,"दोष, दोष"
Faulty,चुकीचे
F-centre,"-केंद्र, वर्ण-केंद्र"
feeble oscillation,कमकुवत दोलन
feed back,"रिचार्ज, पुनर्गुंतवणूक"
Feeder,"फीडर, फीडर, पुरवठादार, फीडर"
Femto,फेमटो
Fermat's theorem,फर्मचे प्रमेय
fermi,फर्मी
Fermi-Dirac statistics,फर्मी-डिरॅक-स्टॅटिस्टिक्स
Fermion,fermion
Ferrielectric,फेरोइलेक्ट्रिक
Ferrimagnetism,"लहान फेरोमॅग्नेटिझम, फेरोमॅग्नेटिझम"
Ferro,फारो
ferroelectric,फेरोइलेक्ट्रिक
Ferroelecctricity,"ferroelectricity, ferroelectricity"
Ferroelectrics,"फेरोइलेक्ट्रिक सामग्री, फेरोइलेक्ट्रिक सामग्री"
ferro-magnetic,फेरोमॅग्नेटिक
Ferromagnetics,फेरोमॅग्नेटिझम
fiber-optics,फायबर ऑप्टिक्स
Fick's diffusion law,Fick प्रसार नियम
Ficticious,गृहीत
Field,"फील्ड, फील्ड, फील्ड"
figure of merit,कार्यक्षमता निर्देशांक
Filament,"सूत्र, फिलामेंट, फिलामेंट, शैवाल फिलामेंट"
Filing,"वाळू, साठवण"
filled band,पूरक बँड
Filling,भराव
factor,गुणांक
Film,"चित्रपट, थर"
Filter,"फिल्टर, फिल्टर, फिल्टर (n.), फिल्टर, फिल्टर (ver.)"
filtered radiation,फिल्टर केलेले रेडिएशन
Filtration,"गाळणे, गाळणे, गाळणे"
Final,"अंतिम, अंतिम"
Fine,"ठीक, ठीक, ठीक, ठीक, ठीक"
finite,"मर्यादित, शून्य नसलेले, समाप्त होणारे"
finite series,शेवटचा दर्जा
fire alarm,आगीचा इशारा
fire extinguisher,अग्नीरोधक
Firing,"आग, जाळणे, जाळणे"
first order,प्रथम श्रेणी
first principle,मूलभूत नियम
Fissile,"विखंडन, विखंडन"
Fissility,विखंडन
Fission,विखंडन
Fissionable,विखंडन
fission bomb,विखंडन बॉम्ब
fitting of constants,स्थिरांकांचे समायोजन
Fix,"स्थिती, कंपाउंडिंग, स्थिरीकरण"
Fixation,"स्थिरीकरण, स्थिरीकरण, स्थिरीकरण"
Fixed,"मिश्रित, मिश्रित, निश्चित, निश्चित, स्थिर, अस्थिर, बंधनकारक"
Fixing,"स्थिरीकरण, स्थिती निश्चित करणे"
Flame,ज्योत
Flammability,ज्वलनशीलता
Flash,"फ्लॅश, फ्लॅश"
flash of lighting,सकाळी
flash point,ठिणगी
flash spectrum,फ्लूरोसेन्स स्पेक्ट्रम
flash tube,फायर ट्यूब
Flat,"सपाट, सपाट सपाट (v.) साधा, सपाट (सं.)"
Flatness,"सपाटपणा, तटस्थता"
flat note,मऊ टोन
F-layer,"-थर, -बेड"
Flexible,"लवचिक, लवचिक"
Fleximeter,फ्लेक्सोमीटर
Flicker,फडफड
Flight,"उड्डाण, विमानचालन"
flint glass,चकमक काच
Floatation,फ्लोटेशन
