Gujarati,Telugu
ગર્ભવિજ્ embાન,పిండశాస్త్రం
આતુરતા,ఆవిర్భావం
પ્રવાહી ભ્રષ્ટ વ્યક્તિ,ఎమల్సిఫైయర్
અંતર્ગત,ఎండోజెనస్
અંતર્જ્ endાન,ఎండోమిటోసిస్
એન્ડોપારસાઇટ,ఎండోపరాసైట్
એંજીવ,ఎండోస్పెర్మ్
સાહસ,ఎంటర్ప్రైజ్
પરિશિષ્ટ,కీటకాలజీ
વાતાવરણ,పర్యావరణం
મનાઈ,ఎంజైమ్
મહાકાવ્ય,ఎపికోటిల్ అంటుకట్టుట
ઉપદ્રવ,ఎపిఫైట్
સમાનતા,ఈక్విటీ
નાબૂદી,నిర్మూలన
આવશ્યક પોષક તત્ત્વો,అవసరమైన పోషకాలు
અંદાજ,అంచనా
નિષ્ઠા,ఎటిలేషన్
સુશોભિત,యూజెనిక్
મૂલ્યાંકન,మూల్యాంకనం
વરાળ,ఆవిరిపోటు
સ્થાવર સંક્રમણ,ఇవాపో-ట్రాన్స్పిరేషన్
સદાબહાર ક્રાંતિ,ఎవర్‌గ్రీన్ విప్లవం
શાશ્વત,సతత హరిత
વિકસિત થવું,పరిణామం
આબકારી,ఎక్సైజ్
થાક (ફળદ્રુપતા),అలసట
શોષણ,దోపిడీ
સંશોધન,అన్వేషణ
ઉત્તેજના,ఎక్స్‌ట్రషన్
આંખ (સુગરકેન/બટાકાની),కళ్ళు
ખાદ્ય પાઇન,తినదగిన పైన్
"હાથી પગ, યમ","ఏనుగు పాదం, యమ"
નીરોગીત,యూకలిప్టస్
ધામ ખળો,వానపాము
એન્ટોમોલોગ્ધાર વિજ્ologistાની,కీటక శాస్త్రవేత్త
પર્યાવરણવાદક,పర్యావరణవేత్త
પરિબળ,కారకం
પરિબળ ઉત્પાદકતા,కారకాల ఉత్పాదకత
પરિબળ,కారకం
કાલ્પનિક અવરોધ રચના,కారకమైన బ్లాక్ డిజైన్
વિદ્યાશાખા,ఫ్యాకల్టీ
પડતર,ఫాలో
કુટુંબ,కుటుంబం
ખેતર -મૂલ્યાંકન,వ్యవసాయ మదింపు
ખેતી અંદાજપત્ર,వ్యవసాయ బడ్జెట్
ખેત વ્યવસાય,వ్యవసాయ వ్యాపారం
ખેતી આયોજન,వ్యవసాయ ప్రణాళిక
ખેડૂત,రైతు
ખેતી,వ్యవసాయం
ફાંસી,ఫాసియేషన్
ઉશ્કેરાટ,మలం
આથો,కిణ్వ ప్రక్రియ
ફળદ્રુપતા,సంతానోత్పత్తి
ખાતર,ఎరువులు
ખાતરનો ઉપયોગ કાર્યક્ષમતા,ఎరువుల వినియోగ సామర్థ్యం
રેસાવાળું,ఫైబరస్
ક્ષેત્ર,ఫీల్డ్
ક્ષેત્ર -ક્ષમતા,క్షేత్ర సామర్థ్యం
ક્ષેત્ર પ્રદર્શન,క్షేత్ర ప్రదర్శన
નિર્ધારણ,స్థిరీకరణ
ફાટ,వరదలు
પ્રવાહ વિધિ,ప్రవాహ రేఖ చిత్రం
ખાદ્ય મૂલ્ય,ఆహార విలువ
ઘાસચારો (ઘાસચારો),మేట
આગાહી,అంచనా
વન,అటవీ
વનનિવારણ,అటవీప్రాంతం
ક frંગું,ఫ్రాండ్
હિમનો પ્રતિરોધક,ఫ్రాస్ట్ రెసిస్టెంట్
હિમ,ఫ్రాస్ట్
સ્થિર (ફળ અને શાકભાજી),స్తంభింపచేసిన (పండు & కూరగాయలు)
ફળ,ఫలితం
ફળ ટીપાં,ఫ్రూట్ డ్రాప్
ફળ-સેટ (ફળની ગોઠવણી),పండు-సెట్ (పండ్ల అమరిక)
ધૂણી,ధూమపానం
ફૂગનાશક,శిలీంద్ర సంహారిణి
ફૂગવાદી,శిలీంధ్ర
ફૂગ,ఫంగస్
Furીલું કરવું,ఫ్యూరో
મિશ્રણ,ఫ్యూజన్
ઝઘડો,ఫజ్
ઝાંખું,మసక
"વરિયાળી, વરિયાળી","ఫెన్నెల్, సోంపు"
મેથી,FENUGREEK
અંજીર,అత్తి
આંગળીથી બાજરી,ఫింగర్ మిల్లెట్
અગ્નિશામક ઝાડવું,ఫైర్-ఫ్లేమ్ బుష్
વન ની જ્યોત,అటవీ జ్వాల
ફ્રેન્ચ બીન,ఫ్రెంచ్ బీన్
ચાંચડ,ఫ్లీ
શિયાળ,ఫాక్స్
ફળ,ఫ్రూట్ ఫ్లై
પિત્ત (હોર્ટ),పిత్తాశయం
જુગાર,గామేట్
ખાદ્ય,తోట
ગેજ (પાણી),గేజ్ (నీరు)
પશુ બેંક,జీన్ బ్యాంక్
જીન ટેગિંગ,జన్యు ట్యాగింగ్
જિનોલોજી,జన్యుశాస్త్రం
આનુવંશિક નકશો,జన్యు పటం
આનુવંશિકતા,జన్యుశాస్త్రం
જિનોમ,జన్యువు
જિનોમિક ગ્રંથાલય,జెనోమిక్ లైబ్రరీ
જર્નીશ,జెనోమిక్స్
વિનોટાઇપ,జన్యురూపం
વિનોટાઇપ,జన్యురూపం
જાતિ,జాతి
જાતિ,జాతి
જીવાણુ,జెర్మ్
જીવાણુનાશક,జెర్మిసైడ్
અંકુર,అంకురోత్పత్తి
જંતુરહિત,జెర్మ్ప్లాజమ్
જિબ્રેલિલીક એસિડ,గిబ్బెరెల్లిక్ ఆమ్లం
ગિનિંગ,జిన్నింగ్
ધાંધલ,గ్లూమ్
ખાઉધરું,గ్లూటినస్
ગ્લાયકોલિસીસ,గ్లైకోలిసిస్
ગુંડાગીરી,గ్నిస్
સુવર્ણ ક્રાંતિ,గోల్డెన్ రివల్యూషన్
ક્રમ,గ్రేడింగ్
કલમી છોડ,అంటు వేసిన మొక్క
કલમ,అంటుకట్టుట-అపజయం
માંદગી,గ్రన్నా
દાણાદાર,గ్రాన్యులేషన్
લીલો રંગ,ఆకుపచ్చ ఎరువు
લીલો ક્રાંતિ,హరిత విప్లవం
વિકાસ અને વિકાસ,పెరుగుదల మరియు అభివృద్ధి
ગુંડો,గుమ్మోసిస్
સંયુક્ત,గైనోడియోసియస్
બાપ,పిత్తాశయ గింజ
લસણ,వెల్లుల్లి
જર્થી ઘડતર,గెర్బెరా
ગિરિન,గెర్కిన్
આદુ,అల్లం
ગંધયંત્ર,గ్లాడియోలస్
બકરી નીંદણ (એગરાટમ),మేక కలుపు (అగెరాటమ్)
દ્રાક્ષ,ద్రాక్షపండు
દ્રાક્ષ,ద్రాక్ష
લીલો ગ્રામ,ఆకుపచ్చ గ్రామ్
ગ્રોઇયા,గ్రెవియా
મગફળી,వేరుశనగ
જામફળ,గువా
ગિની ઘાસ,గినియా గడ్డి
પિત્તાશય,పిత్తాశయ మిడ్జ్
ઘાસના ઘેરા,గడ్డి హాప్పర్
ગુંડિ,గుండీ బగ్
આદત,అలవాటు
કરચરો,వడగళ్ళు
વાળ,హెయిరీ వెచ్
હાર્વેગેટ,హలోఫైట్
દલાલ,హారో
લણણી અનુક્રમણિકા,హార్వెస్ట్ ఇండెక్స్
લણણી,హార్వెస్ట్
લણણી,హార్వెస్టింగ్
ક hંગું,హాచ్
ઘાસની,హే
દાદાગીરી,హేలేజ్
ઘાસ,హేస్టాక్
ઝાકળ,పొగమంచు
ધૂંધળું,మబ్బుగా
વડા (કૃષિ),తల (అగ్రో)
વડા (ચેનલનું),తల (ఛానెల్ యొక్క)
પાછા મથાળા,వెనుకకు వెళుతుంది
હેજ,హెడ్జ్
હેજ,హెడ్జింగ్
રખડુ,హెలిక్స్
હિમેટાઇટ,హెమటైట్
વનસ્પતિ,హెర్బ్
વનસ્પતિ,హెర్బేరియం
વનસ્પતિનાશક,హెర్బిసైడ్
આનુવંશિકતા,వంశపారంపర్యత
વિપુલતા,మతవిశ్వాశాల
હર્મેફ્રોડાઇટ,హెర్మాఫ్రోడైట్
વિજાત્ય,హెటెరోక్రోమటిక్
હેટરફેરિલાઇઝેશન,హెటెరోఫెర్టిలైజేషన్
તકરારી,హెటెరోసిస్
વિજાતીય,హెటెరోసోమ్
વિજાત્ય,హెటెరోట్రోఫ్
હેકસપ્લોઇડ,హెక్సాప్లాయిడ్
સ્તુતિ,హైబర్నేట్
ઉચ્ચ ઘનતા વાવેતર,అధిక సాంద్రతగల నాటడం
હિલ (ચોખા),కొండ (బియ్యం)
Histંચર,హిస్టోగ్రాం
હિટેક બાગાયતી,హిటెక్ హార్టికల్చర్
મધપૂડો,అందులో నివశించే తేనెటీగలు
ઉશ્કેરણી,హూయింగ్
યજમાન,పట్టుకొని
દેશી ખેતર,హోమ్ ఫామ్
હોમિયોસ્ટેસિસ,హోమియోస్టాసిస్
ઘર,హోమ్‌స్టెడ్
એકરૂપતા,సజాతీయత
એકરૂપ,సజాతీయ
સમલૈંગિક,హోమోలోగస్
સજાવટ,హోమోజైగోట్
ઘૂંટણ,హాప్పర్
ક્ષિતિજ,హోరిజోన్
બાગાયતી પાક,ఉద్యాన పంటలు
બાગાયત,హార్టికల్చర్
હોર્ટી-સિલ્વી પશુપાલન ખેતી,హోర్టి-సిల్వి పాస్టోరల్ ఫార్మింగ్
યજમાન,హోస్ట్
ગરમ પાણીની સારવાર,వేడి నీటి చికిత్స
હલકું,హల్
ભેજ,తేమ
ફર્સ્ટ,హ్యూమస్
ક husંગું,హస్క్
ક husંગર,హస్కర్
ભૂખ,హస్కింగ్
સંકર,హైబ్రిడ్
સંકર,హైబ్రిడైజేషన్
હાઇડ્રેશન,ఆర్ద్రీకరణ
જળવિજ્ologyાન,హైడ్రాలజీ
જળશાસ્ત્ર,జలవిశ్లేషణ
જળમાર્ગ,హైడ్రోమీటర్
જળચુક્ત,హైడ్రోఫిలస్
જળવિજ્icsાન,హైడ్రోపోనిక్స్
જળશાસ્ત્ર,హైడ్రోస్పియర్
જળચોર,జలవిద్యుత్
અતિથિ,హైపర్‌పారాసైట్
આત્યંતિક,హైపర్‌ప్లాసియా
કોઇ,హైఫా
પમાટ,హైపోకోటైల్
અનુમાન,పరికల్పన
હિસ્ટ્રેસિસ (પાણી),గర్భసంచి
હેઝલ અખરોટ,హాజెల్ గింజ
શણ,జనపనార
હેનબેન,హెన్‌బేన్
મેંદી,హెన్నా
શિષ્ટાચાર,మందార
ઠોક,హాప్
ઘોડાનો ગ્રામ,ఉలవలు
ઘોડાગાડી,గుర్రం-కంటి-బీన్
મધમાખી,తేనెటీగ
ઘૂંટણ,హాప్పర్
બાગાયતી,హార్టికల్చర్
જળ -વિજ્ologistાની,హైడ్రాలజిస్ట్
સીમિત,సిటు అంటుకట్టుటలో
વિટ્રોમાં,విట్రోలో
વિવો,వివో లో
આડેધડ,విచక్షణారహితం
જંતુ,పురుగు
જંતુનાશક જીવાડો,పురుగుల తెగులు
જંતુ,పురుగు
જંતુનાશક,పురుగుమందు
જંતુનાશક,పురుగుమందు
તાલ,ఇన్సోలేషన్
ઉઘાડાવાળું,కరగని
ઇન્સ્ટાર (જંતુ),నాడులు
અલગ પાડનાર,ఇన్సులేటర్
સંકલિત રોગ વ્યવસ્થાપન,ఇంటిగ్రేటెడ్ డిసీజ్ మేనేజ్‌మెంట్
એકીકૃત પોષક સંચાલન,ఇంటిగ్రేటెడ్ పోషక నిర్వహణ
એકીકૃત જંતુ સંચાલન,ఇంటిగ్రేటెడ్ పెస్ట్ మేనేజ్‌మెంట్
તીવ્રતા,తీవ్రత
સઘન,ఇంటెన్సివ్
એકાંગાળ,ఇంటర్‌క్రాప్
આંતરસંબંધ (ઇન્ટરકલ્ચર),(పరస్పర కల్చే
હિત,వడ్డీ
ઇંટનો કરવો,ఇంటర్నోడ్
ઇન્ટરફેસ (સેલ વિભાગ),కణ విభజన
પ્રક્ષેપણ,ఇంటర్‌పోలేషన్
આંતરડા,ఇంటర్-స్టెరైల్
સૂચિ,జాబితా
ઉલ્લંઘન,విలోమం
અનુચિત,Insucre
આયન,అయాన్
ઝળહળાટ,వికిరణం
સિંચાઈ,నీటిపారుదల
આઇએસઓ એલીલ્સ,ISO యుగ్మ వికల్పాలు
આઇએસઓ ઉત્પાદન વળાંક,ISO ఉత్పత్తి వక్రత
ઇસોબર,ఐసోబార్
અલગતા,ఐసోగామి
અલગ અંતર,ఐసోలేషన్ దూరం
આઇસોપ્લાઇડ,ఐసోప్లాయిడ్
અનહદ,ఐసోక్వాంట్
આઇસોટોપ,ఐసోటోప్
ભારતીય બિર્ચ,ఇండియన్ బిర్చ్
ભારતીય વાદળી પાઇન,ఇండియన్ బ్లూ పైన్
ભારતીય ચેરી,భారతీయ చెర్రీ
ભારતીય જ્યુનિપર,భారతీయ జునిపెర్
ભારતીય કિનો વૃક્ષ,భారతీయ కినో చెట్టు
ભારતીય લૌરલ વૃક્ષ,భారతీయ లారల్ చెట్టు
ભારતીય પાગલ,భారతీయ పిచ్చి
ભારતીય પાગલ,ఇండియన్ మాడ్లర్
ભારતીય પોડો ફિલમ,ఇండియన్ పోడో ఫైలం
અતિશય,ఇండిగో
ઇટાલિયન બાજરી,ఇటాలియన్ మిల్లెట్
હાનિત વૃક્ષ,ఐవరీ ట్రీ
આઇવિ લોર્ડ/લિટલ લોર્ડ,ఐవీ పొట్లకాయ/చిన్న పొట్లకాయ
ગોળ,బెల్లం
જાપોનીકા,జపోనికా రైస్
જાસૂસ,జాసిద్
જાવાનિકા ચોખા,జవానికా రైస్
ધક્કો,జెల్లింగ్
દિવાહિની ખેતી,H ుమ్ సాగు
જનન,జంపింగ్ జన్యువు
જંક ડીએનએ,జంక్ DNA
કિશોર તબક્કો,బాల్య దశ
જકારાંડા,జాకరంద
જેકફ્રૂટ,జాక్‌ఫ్రూట్
જામન,జామున్
ચપળ,జాస్మిన్
જત્તી ખત્તી,జట్టి ఖట్టి
એક જાતની કળા,జాట్రోఫా
શણ,జనపనార
જાસૂસ,జాసిడ్స్
કારોલિન,కయోలిన్
Kાળ,KAOLINITE
Kાળ,KAOLINITE
Kષધ,కారింగైమా
ક ry રેઓડેસ્મા,కారియోడెస్మా
કર્કશમી,కార్యోగామి
કેરીગ્રામ (ઇડિગ્રામ),కర్ణభ్యాసనము
કર્કશિનેસ,కారియోకినిసిస్
કર્કશવિજ્ologyાન,కార్యాలజీ
કર્કશ,కారియోలిసిస్
ક ry રેઓન,కారియన్
કાર્યોયોટાઇપ,కార్యోటైప్
કેલ્પ (શેવાળ),అల్గ
કેલ્વિન ચક્ર,కెల్విన్ సైకిల్
કેરાટિન,కెరాటిన్
કર્કશ,కెర్నల్
ખૈરા રોગ,ఖైరా వ్యాధి
ખરીફ,ఖరీఫ్
મજાક,తమాషా
કિનેટોચોર,కైనెటోచోర్
રસોડું,వంటగది తోట
ક્લેઇનફિલ્ટર સિન્ડ્રોમ,క్లీన్ఫిల్టర్ సిండ్రోమ్
ક્લેનો ટુકડો,Klenow భాగం
ઘડતર,ముడి
કોચની પોસ્ટ્યુલેટ,కోచ్ యొక్క పోస్టులేట్
કોપ્પેનનું વર્ગીકરણ (આબોહવા),కొరిమి
ક્રેબ્સ ચક્ર,క్రెబ్స్ చక్రం
ક્ટોસિસ,కుర్టోసిస్
કે.વી.કે. (કૃશી વિગાયન કેન્દ્ર),KVK
કડમ,కడమ్
કાલે,కాలే
કેન્સ ઘાસ,కాన్స్ గడ్డి
કર્કશ,కరోండా
"કિડની બીન, રાજમહ","కిడ్నీ బీన్, రాజ్మా"
Kાંકીપ,కివిఫ్రియుట్
નોલ ખોલ,నోల్ ఖోల్
કોડમપુલી,కోడాంపులి
કોડો બાજરી,కోడో మిల్లెట్
કોકમ બટર ટ્રી (મંગોસ્ટીન),కోకామ్ బటర్ ట్రీ (మాంగోస్టీన్)
ખપ્રા ભમરો,ఖాప్రా బీటిల్
એલ.ડી .50 (ઘાતક ડોઝ 50),L.D.50 (ప్రాణాంతక మోతాదు 50)
જમીન પર,ల్యాబ్ టు ల్యాండ్
સંદિગ્ધ કરવું,లేబుల్
મજૂર,శ్రమ
લક્ષ પરાક્રમ,లాక్ ఒపెరాన్ మోడల్
દૂધમારો,చనుబాలివ్వడం
લેક્ટોજેનિક હોર્મોન (પ્રોલેક્ટીન),క్షీరసమూరం
લેક્ટોઝ,లాక్టోస్
પાછળની બાજુ,లాగింగ్ స్ట్రాండ్
લેમ્બડા ક્લોનીંગ વેક્ટર,లాంబ్డా క్లోనింగ్ వెక్టర్
લેમિનર હવા પ્રવાહ,లామినార్ గాలి ప్రవాహం
દીવો બ્રશ રંગસૂત્ર,దీపం బ్రష్ క్రోమోజోమ్
જમીન,భూమి
જમીન ક્ષમતા વર્ગીકરણ,భూమి సామర్థ్య వర్గీకరణ
જમીન ક્ષમતા,భూమి సామర్థ్య పటం
જમીન -અધોગતિ,భూమి క్షీణత
જમીન સમકક્ષ ગુણોત્તર,భూమి సమాన నిష్పత్తి
જમીન સ્તરીકરણ,ల్యాండ్ లెవలింగ్
જમીનની શોધ,భూమి పునరుద్ధరణ
ઉતર,ల్యాండ్ స్కేపింగ్
જમીન યોગ્યતા,భూమి అనుకూలత
જમીન ઉપયોગ -પદ્ધતિ,భూ వినియోగ విధానం
લેંગરહન્સ સેલ્સ,లాంగర్‌హాన్స్ కణాలు
રદિયો દર,లోపం రేటు
લાર્વા,లార్వా
સુશોભન,జాప్యం
સુવ્યવસ્થિત,గుప్త
ચેપગ્રસ્ત ચેપ,గుప్త సంక్రమణ
બાજુનું,పార్శ్వ
વારસામાં માટી,లాటరైట్ నేలలు
Xtex,రబ్బరు పాలు
શિરદર્શક,లాథరిజం
લેટિન સ્ક્વેર ડિઝાઇન (એલએસડી),లాటిన్ స్క్వేర్ డిజైన్ (ఎల్‌ఎస్‌డి)
જાળી,లాటిస్
સુસંગત લાભ,కంపన ప్రయోజనం యొక్క చట్టం
સતત વળતરનો કાયદો,స్థిరమైన రాబడి యొక్క చట్టం
ઘટતા વળતરનો કાયદો,రాబడిని తగ్గించే చట్టం
વધારો,పెరుగుతున్న చట్టం
મર્યાદિત પરિબળોનો કાયદો,కారకాలు పరిమితం చేసే చట్టం
ન્યૂનતમ કાયદો,కనీస చట్టం
અવેજીનો કાયદો,ప్రత్యామ్నాయ చట్టం
ચલ પ્રમાણનો કાયદો,వేరియబుల్ నిష్పత్తుల చట్టం
સ્તર,పొర
બાંધકામ,లేఅవుట్
ઉદ્ધત,లీచేట్
Effંચે ચાલતી કાર્યક્ષમતા,లీచింగ్ సామర్థ్యం
ઠપકો,లీచింగ్ అవసరం
અગ્રણી સેર,ప్రముఖ స్ట్రాండ్
પાંદડાની વિસ્તારનો સમયગાળો,ఆకు ప్రాంతం వ్యవధి
પાંદડાની ક્ષેત્ર અનુક્રમણ્ય,ఆకు ప్రాంత సూచిక
પાંદડાની વિસ્તાર ગુણોત્તર,ఆకు ప్రాంత నిష్పత్తి
પર્ણ ખાણિયો,ఆకు మైనర్
પાંદડાની પરીક્ષણ,ఆకు పరీక్ష
પર્ણ,ఆకు
પત્રિકા,కరపత్రం
પટા,లీజు
ક legંગું,చిక్కుళ్ళు
લીસા - (ઓછી energy ર્જા ઇનપુટ ટકાઉ કૃષિ),లీసా - (తక్కువ శక్తి ఇన్పుట్ స్థిరమైన వ్యవసాయం)
ભાંગફોડ,లెంటిసెల్
દાપલ કેશિકા બિંદુ,లెంటో క్యాపిల్లరీ పాయింట్
લેપટોનમા,లెప్టోనెమా
લેપ્ટોસ્પાયરોસિસ,లెప్టోస్పిరోసిస్
અંધશ્રદ્ધાળુ,లెరో-మార్ఫిక్
જખમ,గాయం
ઘાતક પરિવર્તન,ప్రాణాంతక మ్యుటేషన్
લિંગકોપ્લાસ્ટ,ల్యూకోప్లాస్ట్
ક levelપિક ભાડૂતી,స్థాయి టెర్రేస్
લેવલર (લેવલર),లెవెలర్
લેવલિંગ (જમીનની),స్థాయి స్థాయికిట
રખડુ,లే వ్యవసాయం
લિબિગનો ન્યૂનતમ કાયદો,లైబిగ్ యొక్క కనీస చట్టం
બંધ,లిగేషన్
પ્રકાશ વળતર બિંદુ,తేలికపాటి పరిహారం పాయింట్
પ્રકાશ સંતૃપ્તિની તીવ્રતા,కాంతి సంతృప్త తీవ్రత
પ્રકાશ પ્રસારણ ગુણોત્તર,కాంతి ప్రసార నిష్పత్తి
પ્રકાશ જાળ,లైట్ ట్రాప్
મર્યાદિત,పరిమితి
સીમા,పరిమితి
મર્યાદિત પરિબળ,పరిమితం చేసే కారకం
સિધ્ધાંત,లిమోనైట్
પંક્તિ,లైన్
રેખીય પ્રતિભાવ,సరళ ప్రతిస్పందన
જોડાણ,అనుసంధానం
જોડાણ જૂથ,అనుసంధాన సమూహం
કોરી,లింకర్
ઉંચકવાર સૂચન,లింట్ ఇండెక్స్
કોઠાર,Linters
લિપિડ,లిపిడ్
લિપોલીસિસ,లిపోలిసిస్
પતાવટ,లిక్విడేషన్
શણગારવું,లిస్టర్
શણગારવું,లిస్టర్
સૂચિ,జాబితా
શિષ્ટાચાર,లిథోస్పియర్
કચરો,లిట్టర్
જીવંત લીલા ઘાસ,లైవ్ మల్చెస్
મણિ,లివర్‌వోర్ట్
પશુધન,పశువులు
સ્થાનિક નિયંત્રણ,స్థానిక నియంత్రణ
સ્થાન,లోకస్
તીડ,మిడుత
રહેઠાણ (પાક લોજિંગ),బస (పంట బస)
લોડિક્યુલ,లోడిక్యూల్
ભ્રમણ,Wheess
લોગાર્શા -પરિવર્તન,లోగార్తిమిక్ పరివర్తన
લાંબી - દિવસનો છોડ,లాంగ్ - డే మొక్క
લાંબી તરંગ કિરણોત્સર્ગ,లాంగ్ వేవ్ రేడియేషన్
ફટકો,లూప్
Pingંચે કામ કરવું,లాపింగ్
લાકડું,కలప
એક જાતની એક વસ્તુ,లక్స్
લક્ઝરી વપરાશ (પોષક તત્વો),లగ్జరీ వినియోగం (పోషకం)
લકકાર જનીનો,లగ్జరీ జన్యువులు
લીકોપીન,లైకోపీన్
લિમણું,శోషరస
લિઝિમીટર,లైసిమీటర్
કોષ -ચિત્તભ્રમણા,సెల్ యొక్క లైసిస్
લાઇઝજેનિસ,లైసోజెని
લિસોઝomeમ,లైసోజోమ్
સુવાક્ય,లైసోజైమ్
લાખ વૃક્ષ,లాక్ ట్రీ
લાખ,లక్ష
"લેડીની આંગળી, ઓકરા","లేడీ ఫింగర్, ఓక్రా"
જમીન કેલ્ટ્રોપ્સ,భూమి కాల్‌ట్రోప్‌లు
મણિ,లాంటానా
શણગારવું,లాథైరస్
ગલનનું,లీక్
લીંબુનો ઘાસ,నిమ్మ గడ్డి
લીંબુ,నిమ్మకాయ
મસૂર,కాయధాన్యం
મસ્ત,లెక్వోరిస్
કોઇ,పాలకూర
લીલી,లిల్లీ
ચૂનો,సున్నం
અળસીનું,లిన్సీడ్
ઉદ્ધતાઈ,లిట్చి
થોડી બાજરી,సామలు
લાંબા તરબૂચ,పొడవైన పుచ్చకాయ
લાંબી મરી,పొడవైన మిరియాలు
ડોકલા,లోక్వాట్
કમળ,లోటస్
લસ,లార్సెర్న్
લાખ જંતુ,లాక్ క్రిమి
સ્ત્રી -પક્ષી ભમરો,లేడీ బర్డ్ బీటిల్
પર્ણ ખાણિયો,ఆకు మైనర్
પાંદડાની રોલર,ఆకు రోలర్
પાંદડા,ఆకు వెబ్బర్
તીડ,మిడుత
લૌકિક ઉત્ક્રાંતિ,స్థూల పరిణామం
કરચલી,మాక్రోక్లైమేట్
મ mac્રોમ્યુલેક્યુલ,స్థూల కణాలు
ઉદ્ધતતા,స్థూల
ઉન્માદ,మాక్రోన్యూట్రియంట్
ચંચળ,మాక్రోపోర్స్
માગગોટ,మాగ్గోట్
મેઘ,మాగ్మా
મેગ્નેશિયા,మెగ్నీషియా
મેગ્નેશિયમ,మెగ్నీషియం
ચુંબકીય હલાવનાર,మాగ్నెటిక్ స్టిరర్
પરિમાણ,పరిమాణం
માહુઆ કેક,మహువా కేక్
જાળવણીકાર રેખા,మెయింటెనర్ లైన్
જાળવણી,నిర్వహణ
મકાઈ શેલર,మొక్కజొన్న షెల్లర్
પુરુષ જંતુરહિત,మగ శుభ్రత
ખોડખાંપણ,వైకల్యం
રોગ,ప్రాణాంతకత
પોષણ,పోషకాహార లోపం
ગેરરીતિ,దుర్వినియోగం
દૂષિત,మాల్టింగ్
ગમાણ,మాంగర్
મેલગ્રોવ,మడ అడవులు
માનવશલના માપક,మనోమీటర్
માનવશલના માપક,మనోమీటర్
મન્ટિસા (લોગરીધમનો),మాంటిస్సా (లోగారిథం యొక్క)
ખાતર,ఎరువు
ખાતર,ఎరువు
સીમાંત,ఉపాంత
સીમાંત ખર્ચ,ఉపాంత వ్యయం
સીમાંત જમીન,ఉపాంత భూమి
સીમાંત ઉત્પાદન,ఉపాంత ఉత్పత్తి
સીમાંત વળતર,ఉపాంత రాబడి
દરિયાઇ,మెరైన్
માર્કર (આનુવંશિક),గుర్తు
બજાર,సంత
વેચાણક્ષમ,విక్రయించదగినది
વેચાણપાત્ર અધિકૃતતા,విక్రయించదగిన మిగులు
બજારમાં મેળવણી,మార్కెట్ మిగులు
બજાર,మార్కెటింగ్
માર્શ,మార్ష్
સામૂહિક પ્રવાહ,ద్రవ్యరాశి ప్రవాహం
સામૂહિક પસંદગી,సామూహిక ఎంపిక
સામૂહિક-સંકટપ્રમનોમાક્ષ,మాస్-స్పెక్ట్రోమీటర్
મસ્ત,మాస్ట్
મામાનો વારસો,తల్లి వారసత్వం
સમાગમ,సంభోగం
મેટ્રિક સંભવિત,మెట్రిక్ సంభావ్యత
પરિપક્વતા,పరిపక్వత
પરિપક્વતા (પાક),పరిపక్వత (పంట)
મહત્તમ ઉપલબ્ધ પાણી,గరిష్టంగా అందుబాటులో ఉన్న నీరు
મહત્તમ પાક,గరిష్ట పంట
મહત્તમ અવશેષ મર્યાદા,గరిష్ట అవశేష పరిమితి
મહત્તમ ટકાઉ ઉપજ,గరిష్ట స్థిరమైన దిగుబడి
મહત્તમ થર્મોમાપક,గరిష్ట థర్మామీటర్
મહત્તમ પાણી -ધારણ ક્ષમતા,గరిష్ట నీటి హోల్డింగ్ సామర్థ్యం
ઘાસનો ઓર્કાર્ડિંગ,మేడో ఆర్చర్డింగ్
ભ્રામક,మీలీ
સરેરાશ વિચલન,సగటు విచలనం
મીન લાઇફ (પરમાણુ),సగటు జీవితం (అణు)
દરિયાઇ સપાટી,సముద్ర మట్టం సగటు
સરેરાશ ચોરસ,చదరపు అర్థం
માપ,కొలత
માપ,కొలత
યાંત્રિક,యాంత్రిక
યાંત્રિક વિશ્લેષણ (માટી),యాంత్రిక విశ్లేషణ
યાંત્રિક અવરોધ,యాంత్రిక ఇంపెడెన్స్
યંત્ર -ખેતી,యాంత్రిక వ్యవసాయం
મધ્યમ,మధ్యస్థ
Inalષધ,Plant షధ మొక్క
ભૂમધ્ય આબોહવા,మధ్యధరా వాతావరణం
મેગાગામેટોજેનેસિસ,మెగాగామెటోజెనిసిస్
મેગાસ્પોરંગિયા,మెగాస్పోరంగియా
મેગાસ્પોર (મેક્રોસ્પોર),మహశితుడు
મેગાસ્પોજેનેનેતિયો,మెగాస్పోరోజెనిసిస్
મેયોસિસ,మియోసిస్
ખુશામત,మెలో నేల
ડીએનએ,DNA యొక్క ద్రవీభవన
પટલ ફિલ્ટર,మెంబ్రేన్ ఫిల్టర్
મેન્ડેલિયન વારસો,మెండెలియన్ వారసత్వం
સુધારણા,మెండెలిజం
વારસાના મેન્ડેલનો કાયદો,మెండెల్ యొక్క వారసత్వ చట్టం
વેપારી,సరుకుల
પારો,మెర్క్యురీ
ઉદ્ધત,మెరిస్టెమ్
મેસોક્લાઇમેટ,మెసోక్లిమేట్
મેસોોડર્મ,మీసోడెర్మ్
મેસોફિલ,మెసోఫిల్
મેસોફાઇટ,మెసోఫైట్
મેસો,మీసో-పోర్స్
મેસોસ્ફિયર,మెసోస్పియర్
મેસેંજર આર.એન.એ.,దూత
