Tamil,English
பெறப்பட்ட புலம்,derived field
இறங்கு வகை,descending sort
வடிவமைப்பு,design
மேசை கால்குலேட்டர்,desk calculator
டெஸ்க்டாப் கணினிகள்,desk top computer
டெஸ்க்டாப் விளக்கக்காட்சி,desktop presentation
டெஸ்க்டாப் வெளியீடு,desktop publishing (DTP)
டெஸ்க்டாப் வீடியோ,desktop video
இலக்கு முகவரி,destination address
"1. அழிப்பவர், 2. அழிப்பவர்",destructer
தீர்மானிக்கும் தானியங்கு,deterministric automats
டெவலப்பர்,developer
வளர்ச்சி அமைப்பு,development system
சாதனம்,device
சாதன கட்டுப்பாட்டு அலகு,device control unit
சாதனம் கட்டுப்படுத்தி,device controller
சாதன மேலாண்மை,device management
சாதன முறை,device mode
நோய் கண்டறிதல்,diagnosis
கண்டறியும் அமைப்பு,diagnostic system
"1. கண்டறிதல், 2. கண்டறிதல்",diagnostics
வரைபடம்,diagram
டயல்,dial
டயல் வரி,dial line
டயல் தொனி,dial tone
அழைக்கவும்,dial up
"1. உரையாடல், 2. உரையாடல்",dialog
உரையாடல் அறை,dialog box
டயல்அப் மோடம்,dialup modem
காப்பீடு,diamension
அகராதி,dictionary
"1. வேறுபாடு, 2. வேறுபாடு",differentiation
எண்ணியல்,digital
டிஜிட்டல் அமைப்பு,digital channel
டிஜிட்டல் சுற்று,digital circuit
டிஜிட்டல் கணினி,digital computer
"1.டிஜிட்டல் டேட்டா, 2.டிஜிட்டல் டேட்டா",digital data
டிஜிட்டல் வசதி,digital facility
டிஜிட்டல் வடிகட்டி,digital filter
டிஜிட்டல் நூலகம்,digital library
டிஜிட்டல் பண்பேற்றம்,digital modulation
"1. டிஜிட்டல் டிஸ்ப்ளே, 2. டிஜிட்டல் மானிட்டர்",digital monitor
டிஜிட்டல் படம்,digital picture
"1. டிஜிட்டல் கையொப்பம், 2. டிஜிட்டல் கையொப்பம்",digital signature
டிஜிட்டல் சுவிட்ச்,digital switch
டிஜிட்டல் அனலாக் மாற்றி,digital to analog (D/A) converter
டிஜிட்டல் மயமாக்கல்,digitization
டிஜிட்டல் மயமாக்கல்,digitize
இலக்கமாக்கி,digitizer
டையோடு,diode
முதன்மையான தோற்றம்,direct
நேரடி முகவரி,direct address
நேரடி மாற்றம்,direct conversion
நேரடி இணைப்பு,direct coupling
"1. நேரடி நினைவக அணுகல், 2. நேரடி நினைவக அணுகல் (DMA)",direct memory access (DMA)
நேரடி நினைவக அணுகல் (DMA),direct memory acess (DMA)
நேரடி முறை,direct method
திசைகள்,directive
அடைவு,directory
"1. அடைவு சேவையகம், 2. அடைவு சேவையகம்",directory server
அடைவு சேவை,directory service
முடியவில்லை,disable
சமிக்ஞையை முடக்குகிறது,disabling signal
"1. துண்டித்தல், 2. துண்டித்தல்",disconnect
"1. தனித்தனி, 2. தனித்தனி",discrete
"1. வட்டு, 2. வட்டு",disk
"1. வட்டு முகவரி, 2. வட்டு முகவரி",disk address
"1. வட்டு வரிசை, 2. வட்டு வரிசை",disk array
"1. வட்டு திறன், 2. வட்டு திறன்",disk capacity
"1. வட்டு இயக்கி, 2. வட்டு இயக்கி",disk drive
வட்டு கோப்பு,disk file
"1. வட்டு நினைவகம், 2. வட்டு நினைவகம், 3. வட்டு நினைவகம், 4. வட்டு நினைவகம்",disk memory
வட்டு இயக்க முறைமை (DoS),disk operating system (DOS)
வட்டு தொகுப்பு,disk pack
"1.சக்ரிகா சர்வர், 2.டிஸ்க் சர்வர்",disk server
"1. வட்டு சேமிப்பு, 2. வட்டு சேமிப்பு",disk storage
வட்டு,diskette
காட்சி கோப்பு,display file
காட்சி படத்தை,display image
அகற்றல்,disposal
தூரம்,distance
தூர செயல்பாடு,distance function
திரித்தல்,distortion
வழங்கப்பட்டது,distributed
விநியோகிக்கப்பட்ட தரவு,distributed data
விநியோகிக்கப்பட்ட சேவையகம்,distributed server
"1. விநியோகிக்கப்பட்ட அமைப்பு, 2. விநியோகிக்கப்பட்ட அமைப்பு",distributed system
விநியோகஸ்தர்,distributive
ஆவணம்,document
அங்கீகாரம் பெற்ற ஆவணம்,document retrieved
"1. ஆவண சாளரம், 2. ஆவண சாளரம்",document window
ஆவணங்கள்,documentation
"களம், களம்",domain
டொமைன் பெயர்,domain name
"1. டாட் மேட்ரிக்ஸ் பிரிண்டர், 2. டாட் மேட்ரிக்ஸ் பிரிண்டர்",dot matrix printer
"கீழ், கீழே",down
"1.அவலின்க், 2.சதுரம்",down link
பதிவிறக்க Tamil,down loading
பதிவிறக்க நேரம்,down time
இழுவை,dragging
DRAM (டைனமிக் ரேம்),DRAM (dynamic RAM)
ஓட்டம்,drift
இயக்கி,driver
இலைகள்,drop
டிராப் பட்டியல் பெட்டி,drop down list box
டிரம் டிரைவ்,drum drive
"1.டிரம் பிரிண்டர், 2.டிரம் பிரிண்டர்",drum printer
"1. இம் யூனிட், 2. டிரம் யூனிட்",drum unit
"1. இருமை, 2. இரு",dual
இரட்டை அடர்த்தி,dual density
"1. அமைதியான முகவரி, 2. போலி முகவரி",dummy address
திணிப்பு,dump
இரட்டை சுற்று,duplex circuit
சட்டப்பூர்வமாக்குதல்,duplexing
முக்கிய திறவுகோல்,duplicate
"1.டி வி டி ஆர்./டபிள்யூ, 2. டிவிடி படித்தல், 3. எழுதுதல்",DVD R/W
டிவிடி ரோம்,DVD ROM
மாறும் அறிவுறுத்தல்,dynamic instruction
"1.டைனமிக் மெமரி, 2.டைனமிக் மெமரி",dynamic memory
"1. இயக்கவியல், 2. இயக்கவியல்",dynamics
ஈ பி சி டி ஐ சி,EBCDIC
மின் வணிகம்,e-business
எதிரொலி,echo
"1.இ-காமர்ஸ், 2.இ-காமர்ஸ்",e-commerce
திருத்துதல்,edit
ஆசிரியர்,editor
கல்வி தொழில்நுட்பம்,educational technology
e e p rom,EEP rom
"1. அர்த்தமுள்ள முகவரி, 2. பயனுள்ள முகவரி",effective address (floating address)
அர்த்தமுள்ள செயல்பாட்டு முகவரி,effective operand address
பயனுள்ள நடவடிக்கை,effective procedure
பயனுள்ள UID,effective UID (user identification)
பயனுள்ள பரிமாற்ற செயல்பாடு,efffective transmission operand
ஆக்டல் பைட்,eight-bit byte
"மின்னணு கற்றல், மின் கற்றல்",e-learning
தேர்தல் அல்காரிதம்,election-algirthm
மின்னணு அஞ்சல் சேவை (மின்னஞ்சல்),electric mailing (e-mail)
"1.எலக்ட்ரானிக் பிரிண்டிங், 2.எலக்ட்ரானிக் பிரிண்டர்",electric printer
மின் கணக்கியல் இயந்திரம்,electrical accounting machine
மின்னணுவியல்,electronic
மின்னணு வெளியேற்ற அமைப்பு (ECS),electronic clearance system (ECS)
மின்னணு தரவு பரிமாற்றம் (EDI),electronic data interchange (EDI)
மின்னணு தரவு செயலாக்கம்,electronic data processing
மின்னணு சிற்றேடு,electronic filing
மின்னணு நிதி பரிமாற்ற வழிமுறை (EFTS),electronic funds transfer System (EFTS)
"1.எலக்ட்ரானிக் ஜர்னல், 2.எலக்ட்ரானிக் ஜர்னல்",electronic journals
மின்னணு வெளியீடு,electronic publishing
மின்னணு சுவிட்ச்,electronic switch
"உறுப்பு, உறுப்பு",element
மின்னஞ்சல்,e-mail
"1. மின்னஞ்சல் முகவரி, 2. மின்னணு அஞ்சல் முகவரி",e-mail address
உட்பொதிக்கப்பட்ட அமைப்பு,embedded system
உட்பொதித்தல்,embedding
உமிழ்ப்பான் இணைந்த தர்க்கம் (ECL),emitter couple logic (ECL)
காலியான இடம்,empty stack
"1. வெற்று சங்கிலி, 2. வெற்று சங்கிலி",empty string
இயந்திரமயமாக்கல்,emulation
"1.கேப்சுலேஷன், 2.கேப்சுலேஷன்",encapsulation
குறிவிலக்கி,encipher
குறியாக்கம்,encode
"1. குறியாக்கி, 2. கோடாக்",encoder
மறைக்கப்பட்ட தரவு,encrepted data
மறைக்கப்பட்ட கோப்பு முறைமை,encripting file system
"1. என்க்ரிப்ஷன், 2. கோடிங், 3. என்கோடிங்",encryption
தொகுதி முடிவு,end of block
கோப்பு-முடிவு,end of file (EOF)
பயனர்,end-user
நுழைய,enter
நுழைவு விசை,enter-key
"1. உத்யம் சர்வர், 2. உத்யம் சேவக்",enterprise server
நிறுவன அமைப்பு,enterprise system
சக்தி,entity
சக்தி தொடர்பு,entity-relationship
நுழைவு நேரம்,entry time
உள்ளீடு மாறி,entry variable
எண்ணத்தக்க,enumerable
சூழல்,environment
"1. சகாப்தம், 2. சகாப்தம், 3. அறிவுறுத்தல் தருணம்",epoch
EPRAM (நிதி நிரல்படுத்தக்கூடிய படிக்க-மட்டும் நினைவகம்),EPROM
epsilon constrictor,epsilon closure
சமநிலைப்படுத்தி,equalizer
உபகரணங்கள்,equipment
சமநிலை வகுப்பு,equivalence class
சமமான உறவு,equivalence relation
"1. அழிவு, 2. ஒழிப்பு",erase
பிழை திருத்தம் குறியீடு,error correcting code
பிழை திருத்தம்,error correction
பிழை கண்டறிதல்,error detection
பிழை கையாளுதல்,error handling
பிழை செய்தி,error message
பிழை விகிதம்,error rate
பிழை மீட்பு,error recovery
பிழை பெயர்,error routine
தப்பிக்கும் சின்னம்,escape character
ஈதர்நெட்,ethernet
நிகழ்வு,event
நிகழ்வு சங்கிலி,event chain
நிகழ்வு கட்டுப்பாடு,event control
நிகழ்வு கவுண்டர்,event counter
விதிவிலக்கு கையாளுதல்,exception handling
பரிமாற்ற வட்டு சேமிப்பு,exchangeable disk storage
விலக்குதல்,exclusion
பிரத்தியேக மற்றும் (x அல்லது),exclusive Or (XOR)
இயங்கக்கூடிய நிரல்,executable program
மரணதண்டனை அறிக்கை,executive statement
தேர்ந்தெடுக்கப்பட்ட தேடல்,exhaustive search
இருக்கும்,exist
பிரச்சினை,exit
நிபுணர் அமைப்பு,expert system
"1. வெளிப்பாடு, 2. வெளிப்பாடு",expression
விரிவாக்கப்பட்ட வரைகலை அணி (x g a),extended graphic array (XGA)
விரிவாக்கப்பட்ட தொழில்துறை தரநிலைகள் (EIS),extended industry standard (EIS)
அதிக சுமை கொண்ட இயந்திரம்,extended machine
நீட்டிக்கப்பட்ட நினைவகம்,extended memory
"1. விரிவாக்கப்பட்ட துல்லியம், 2. விரிவாக்கப்பட்ட துல்லியம்",extended precision
"1. விரிவாக்கப்பட்ட வரிசையாக்கம், 2. விரிவாக்கப்பட்ட பிரித்தல்",extended sorting
கூப்பிடு,external call
வெளிப்புற பிழை,external error
வெளிப்புற செயல்பாடு,external function
வெளிப்புற குறுக்கீடு,external interrupt
"1.புற நினைவகம், 2.புற நினைவகம்",external memory
வெளிப்புற நினைவகம்,external memory
வெளிப்புற மோடம்,external modem
வெளிப்புற குறிப்பு,external reference
வெளிப்புற தேடல்,external searching
வெளிப்புற சேமிப்பக சாதனம்,external storage device
பிரித்தெடுத்தல்,extraction
எக்ஸ்ட்ராபோலேஷன்,extrapolation
பேனல் எழுத்து அச்சுப்பொறி,face-character printer
தோல்வி-பாதுகாப்பு செயல்பாடு,fail-safe operation
தோல்வி விகிதம்,failure rate
தோல்வி வெளியேற்றம்,failure recovery
தவறான குறியீடு,false code
தவறான பிழை,false error
"1.முதலீடு, 2.முதலீட்டு புள்ளிகள்",fan-in
"1. வெளியீடு, 2. வெளியீடு எண்",fan-out
"1. பிரதி I/O சாதனம், 2. பிரதி உள்ளீட்டு சாதனம்/வெளியீடு",fascimile I/O device
விரைவான நான்கு பரிமாற்றம்,fast fourier transform (FFT)
கொடிய பிழை,fatal error
தவறு கண்டறிதல்,fault detection
தவறு கண்டறிதல்,fault diagnosis
தவறு சகிப்புத்தன்மை,fault tolerance
தொலைநகல்,fax
தொலைநகல் செய்தி,fax message
எஃப் டிசி,FDC
அறிகுறி கண்டறிதல்,feature detection
நிரப்பு சக்கரம்,feed cycle
மறு முதலீடு,feedback
"1.சப்ளையர், 2.ஊட்டச்சத்து, 3.ஊட்டி",feeder
அயன்,fetch
ஃபைபோனச்சி கண்டுபிடிப்பு,fibonacci search
ஃபைபோனச்சி வரிசை,fibonacci sequence
ஃபைபோனச்சி தொடர்,fibonacci series
ஃபைபர் ஆப்டிக்ஸ்,fibre optics
ஃபிடோ பொறி,fido net
பிராந்தியம்,field
ஐந்தாம் தலைமுறை கணினி,fifth generation computers
"1.கோப்பு, 2. கோப்பு",file
கோப்பு அணுகல் முறை,file access method
கோப்பு ஒதுக்கீடு அட்டவணை,file allocation table
கோப்பு சுருக்கம்,file compression
கோப்பு நகலெடுக்கிறது,file copying
கோப்பு கட்டமைப்பு,file layout
கோப்பு ஒன்றிணைத்தல்,file merge
கோப்பு மீட்பு,file recovery
கோப்பு சேமிப்பு,file storage
கோப்பு அமைப்பு,file structure
கோப்பு முறை,file system
கோப்பு பரிமாற்றம்,file transfer
கோப்பு பரிமாற்ற நெறிமுறை (FTP),file transfer protocol (FTP)
வடிகட்டி,filter
கடைசி நிலை,final state
தேடு,find
வரையறுக்கப்பட்ட நிலை இயந்திரம்,finite state machine
தீ சுவர்,fire wall
நிலைபொருள்,firmware
முதலில் வருபவர்களுக்கு முன்னுரிமை,first come first serve
முதல் தலைமுறை கணினி,first generation computer
முதல் உள்ளீடு முதல் வெளியீடு (FIFO),first in first out (FIFO)
முதல் வரிசை வாதம்,first order logic
முதல் வரிசை கொள்கை,first order theory
நிலையான பிரிவு,fixed partition
கையெழுத்து,flag
நெகிழ்வான வட்டு,flexible disk
நெகிழ் வட்டு,floppy disk
பிளாப்பி டிஸ்க் டிரைவ் (FDD),flopy disk drive (Fdd)
ஓட்ட விளக்கப்படம்,flow chart
கட்டுப்பாடு ஓட்டம்,flow of control
முந்தியது,flush
கோப்புறை,folder
எழுத்துரு,font
எழுத்துரு குடும்பம்,font family
வெளிப்புற விசை,foreign key
படிவம்,form
குறியீட்டு மொழி,formal language
குறியீட்டு முறை,formal system
"1.வடிவம், 2.வடிவம்",format
வரைதல்,formatting
ஃபோர்ட்ரான்,fortran
"1.Fortran (ஒரு கணினி மொழி) நிரல், 2.Fortran நிரலாக்க",fortran programming
முன்னோக்கி சாய்வு,forward slash
4வது தலைமுறை கணினி,fourth generation computer
பிரிவு,fragment
சட்டகம்,frame
"1.இலவச வலை, 2.இலவச வலை",free net
இலவச மென்பொருள் நம்பிக்கை,free software foundation
இலவச சேமிப்பு,free storage
இலவச மென்பொருள்,freeware
முன்,front end
"1.முன் பலகம், 2.முன் பலகம்",front panel
"1.செயல்பாடுகள், 2. செயல்பாடு",function
செயல்பாட்டு விசை,function key
செயல்பாடு குறிப்பு,function reference
செயல்பாட்டு சார்பு,functional dependency
செயல்பாடு சோதனை,functional testing
"1. தெளிவற்ற தர்க்கம், 2. தெளிவற்ற தர்க்கம்",fuzzy logic
"1. தெளிவற்ற தொகுப்பு, 2. தெளிவற்ற தொகுப்பு",fuzzy set
ஆதாயம்,gain
விளையாட்டு மரம்,game tree
இடைவெளி பாத்திரம்,gap character
குப்பை,garbage
குப்பை சேகரிப்பு,garbage collection
குப்பை சேகரிப்பு,garbage collection
குப்பை உள்ளே குப்பை வெளியே (ஜிகோ),garbage in garbage out (GIGO)
கதவு,gate
கதவு பாதை (நெட்வொர்க்கின் சூழலில்),gateway
விரிவான திட்டம்,general program
விரிவான திட்டம்,general program
பரந்த நோக்கம் கொண்ட கணினி,general purpose computer
பொது நோக்கம் கணினி,general purpose computer
பொது பதிவு,general register
பொதுமைப்படுத்தல்,generalization
பொதுமைப்படுத்தல்,generalization
பரந்த பொருள் மொழி,general-purpose language
பரந்த நோக்க இயக்க முறைமை,general-purpose operating sysem
விரிவான நோக்கப் பதிவு,general-purpose regisgter
பிழை உருவாக்கப்பட்டது,generated error
இனப்பெருக்க செயல்பாடு,generating function
வகுப்பு பொது,generic class
வர்க்க செயல்பாடு,generic function
பொதுவான வகுப்பு பெயர்,generic name
ஜிகோ,gigo
"1. யுனிவர்சல், 2. குளோபல்",global
உலகளாவிய குறியீடு,global code
உலகளாவிய பூட்டு,global lock
"1. யுனிவர்சல் நெட்வொர்க், 2. யுனிவர்சல் நெட்வொர்க்",global network
உலகளாவிய நெட்வொர்க்,global network
"1. உலகப் பயனர், 2. பொதுப் பயனர், 3. உலகளாவிய பயனர்",global user
உலகளாவிய மாறிகள்,global variable
"1.உலகமயமாக்கல், 2.உலகமயமாக்கல்",globalisation
கோபர் (ஒரு நெட்வொர்க்கில் உள்ள ஒரு நெறிமுறை),gopher
கோபர் ஏற்பி,gopher client
"1. கோபர் சர்வர், 2. கோபர் சர்வர்",gopher server
கோபர் தளம்,gopher site
கோபர் விண்வெளி,gopher space
கவர்ச்சிகரமான சீரழிவு,graceful degradation
இலக்கண மாற்றி,grammar checker
grammar hottie extroversion,grammar graceful exit
"1.மொத்தம், 2.மொத்தம், 3.மொத்தம்",grand total
"1.வரைபடம், 2.வரைபடம்",graph
"1.வரைபடக் குறியீடு, 2.வரைபடக் குறியீடு",graph plotting
"1. கிராஃபிக் எழுத்துக்கள், 2. வரைகலை எழுத்துக்கள்",graphic character
"1. வரைகலை கட்டுப்படுத்தி, 2. வரைகலை கட்டுப்படுத்தி",graphic controller
"1. வரைகலை தரவு கட்டமைப்பு, 2. வரைகலை தரவு கட்டமைப்பு",graphic data structure
"1. வரைகலை காட்சி திட்டம், 2. வரைகலை காட்சி திட்டம்",graphic display program
"1.கிராஃபிக் டிஸ்ப்ளே ரெசல்யூஷன், 2.கிராஃபிக் டிஸ்ப்ளே",graphic display resolution
"1. வரைகலை மொழி, 2. வரைகலை மொழி",graphic language
"1. வரைகலை மொழி, 2. வரைகலை மொழி",graphic language
"1. வரைகலை தட்டு, 2. வரைகலை தட்டு",graphic panel
"1.கிராஃபிக் அனிமேஷன், 2.கிராஃபிக் அனிமேஷன்",graphical animation
கிராஃபிக் பரிமாற்ற வடிவம் (GIF),graphical interface format (GIF)
"1.கிராஃபிக் பயனர் இடைமுகம் (GUI), 2.கிராஃபிக் பயனர் இடைமுகம்",graphical user interface (GUI)
"1.கிராபிக்ஸ், 2.கிராபிக்ஸ்",graphics
"1.கிராபிக்ஸ் அப்ளிகேஷன், 2.கிராஃபிக் அப்ளிகேஷன்",graphics application
"1.கிராபிக்ஸ் கர்சர், 2.கிராஃபிக்கல் கர்சர்",graphics cursor
"1.கிராபிக்ஸ் பயன்முறை, 2.கிராஃபிக் முறை",graphics mode
"1.கிராபிக்ஸ் தொகுப்பு, 2.கிராபிக்ஸ் தொகுப்பு",graphics package
"1.கிராபிக்ஸ் மென்பொருள், 2.கிராபிக்ஸ் மென்பொருள்",graphics software
"1.கிராபிக்ஸ் மென்பொருள், 2.கிராபிக்ஸ் மென்பொருள்",graphics software
"1.கிராபிக்ஸ் மென்பொருள் தொகுப்பு, 2.வரைகலை மென்பொருள் தொகுப்பு",graphics software package
சாம்பல் அளவு,gray scale
"1. பேராசை முறை, 2. பேராசை முறை",greedy method
திராட்சை,grep
கட்டம்,grid
கட்ட விளக்கப்படம்,grid chart
கட்டம் கணக்கீடு,grid computing
கட்டம் பண்பேற்றம்,grid modulation
தரை அலை,ground wave
குழு,group
குழு முகவரி,group address
குழு குறியீடு,group code
குழு தொடர்பு,group communication
குழு தொடர்பு,group communication
"1.குழு அடையாளம், 2.குழு அடையாளம்",group identification
குழு பெயர்,group name
குழுவேர்,groupware
வளர்ச்சி,growth
"1.காவலர், 2.காவலர்",guard
வழிகாட்டப்பட்ட ஊடகங்கள்,guided media
துப்பாக்கி சிப்,gunzip
டிகோட்,hack
குறிவிலக்கி,hacker
குறிவிலக்கி அகராதி,hacker's dictionary
அரை சேர்ப்பான்,half adder
அரை பாலம்,half bridge
அரை இரட்டை,half duplex
அரை இரட்டை வரி,half duplex line
அரை இரட்டை முறை,half duplex mode
பாதி தீவிரம்,half intensity
அரை திசைவி,half router
அரைப்பிரிவு,half subtracter
பாதி படம்,half toning
அரை வார்த்தை,half word
ஹாமில்டோனியன் சக்ரா,hamiltonious cycle
ஹாமிங் குறியீடு,hamming code
கை,hand
அச்சிடப்பட்ட நகல்,hand copy
கையாளுதல்,handle
கையாளுதல்,handling
இடைநீக்கம்,hang
இனிமையான பொறி,happy net
கடின நகல் சாதனம்,hard copy device
"1.ஹார்ட் டிஸ்க், 2.இன்ஃப்ளெக்சிபிள் டிஸ்க்",hard disk
நெகிழ்வற்ற வட்டு சரிவு,hard disk crash
கடினமான பிழை,hard error
வன்பொருள் ஓட்டம் கட்டுப்பாடு,hardware flow control
"1. இசைவு, 2. இசைவு",harmonic
"1.ஹார்மோனிக் சராசரி, 2. ஹார்மோனிக் சராசரி",harmonic mean
ஹேக்கிங்,hash
ஹேக்கிங் வரைபடம்,hash diagram
சிமிங் டேபிள்,hash table
ஹேக்கிங் நுட்பங்கள்,hashing technique
"1.தலைப்பு, 2.நுழைவு",header
"1. அடுக்கு , 2. அடுக்கு",heap
வெகுஜன வரிசையாக்கம்,heap sort
உதவி,help
உதவி திரை,help screen
"1.உதவி நெட்வொர்க், 2.உதவி நெட்வொர்க்",helpnet
ஹெர்ட்ஸ் (அதிர்வெண்/அதிர்வெண் அலகு),hertz
தன்னிச்சையான,heuristic
அனுபவ முறை,heuristic method
பதின்ம எண்,hexadecimal numbers
மறைமுக வரி,hidden line
படிநிலை தரவு சேமிப்பு,hierarchical data base
படிநிலை கோப்பு வணிகம்,hierarchical file system
படிநிலை அவுட்லைன்,hierarchical topography
உயர் மட்ட மொழி,high level language
அதிக நினைவக பகுதி,high memory area
உயர் செயல்திறன்,high performance
"1. கையகப்படுத்தல், 2. வெற்றி, 3. வாய்ப்பு",hit
வீதம்,hit rate
வெற்றி விகிதம்,hit ratio
"1. துளை, இடைவெளி 2. துளை",hole
முகப்பு அடைவு,home directory
முகப்பு பக்கம்,home page
ஒரே மாதிரியான ஒருங்கிணைப்புகள்,homogeneous coordinate
குதிக்க,hop
ஹாப் எண்ணிக்கை (நெட் ஒர்க் அடிப்படையில்),hop count
கொம்பு,horn
ஊட்டி கணினி,host computer
ஊட்டி கணினி,host computer
ஊட்டி மொழி,host language
"1.ஆக்டிவ் கீ, 2.ஹாட் கீ",hot key
ஹைப்பர் டெக்ஸ்ட் மார்க் செய்யப்பட்ட மொழி (HTML),hyper text markup language (HTML)
கருதுகோள்,hypothesis
நான் போட்,I pod
உள்ளீடு/வெளியீடு தாங்கல்,I/O buffer
"1.இன்புட்/அவுட்புட் கேட்வே, 2.ஐ/ஓ கேட்வே",I/O port
உள்ளீடு/வெளியீட்டு அலகு,I/O unit
பேச்சாளர்,identifier
"1. அடையாளம், 2. அடையாளம், 3. தனித்துவம், 4. அடையாளம்",identity
பிரதிபலிப்பு,image
பிரதிபலிப்பு சென்சார்,image sensor
தாக்க அச்சுப்பொறி,impact printer
மின்தடை,impedence
பரிந்துரைக்கப்பட்ட நிரல் மொழி,imperative programme language
கட்டளை அறிக்கை,imperative statement
தெளிவற்ற முகவரி,implicit address
சாத்தியமற்ற நிகழ்வு,impossible event
செயலற்ற முனை,inactive node
இணக்கமின்மை,inconsistency
வளர்ச்சி,increment
சுட்டி,index
காட்டி தரவு உருப்படி,index data item
குறியீட்டு கோப்பு,index file
குறியீட்டு பதிவு,index register
சுட்டி வரிசைமுறை,index sequential
குறியிடப்பட்ட முகவரி,indexed addressing
குறியிடப்பட்ட மொழி,indexed language
அட்டவணைப்படுத்தப்பட்ட வரிசை கோப்பு,indexed sequence file
அட்டவணைப்படுத்தப்பட்ட தொடர் அணுகல் முறை (ISAM),indexed sequential sccess method (ISAM)
மறைமுக முகவரி,indirect addressing
தகவல் அறிவியல்,Informatics
தகவல்,Information
தகவல் பிட்,information bit
தகவல் மேலாண்மை,information management
தகவல் மேலாண்மை அமைப்பு (IMS),information management system (IMS)
தகவல் மீட்பு,information retrieval
தகவல் அமைப்பு,information system
தகவல் தொழில்நுட்பம் (IT),information technology (IT)
உள்கட்டமைப்பு மேலாண்மை,infrastructure management
பரம்பரை,Inheritance
மறைமுகமான பிழை,inherited error
முதன்மையானது,Initial
தொடக்க முகவரி,initial address
ஆரம்ப கட்டத்தில்,initial state
துவக்கம்,Initialization
மை ஜெட் அச்சுப்பொறி,ink jet printer
எண்ணற்ற,Innumerable
இறுதி முனை அட்டவணை,i-node table
செயல்படாத காலம்,inoperable time
முதலீட்டு தாங்கல் பதிவு,input buffer register
உள்ளீட்டு வெளியீட்டு செயலி (I/O செயலி),input output processor (I/O processor)
முதலீட்டு சிக்கல் பதிவு (I/O பதிவு),input output register (I/O register)
முதலீட்டு வெளியீடு அறிக்கை (I/O அறிக்கை),input output statement (I/O statement)
முதலீடு / வெளியீடு (I/O),input/output (I/O)
உள்ளீடு/வெளியீடு இடையகம் (I/O தாங்கல்),input/output buffer (I/O buffer)
உள்ளீடு/வெளியீடு சாதனம் (I/O சாதனம்),input/output device (I/O device)
முதலீடு,Insert
இடைக்கணிப்பு வரிசையாக்கம்,insertion sort
நிறுவல் நேரம்,installation time
விளக்கம்,Instance
அறிவுறுத்தல்,Instruction
அறிவுறுத்தல் கவுண்டர்,instruction counter
அறிவுறுத்தல் சுழற்சி,instruction cycle
அறிவுறுத்தல் தொகுப்பு,instruction set
முழு எண் நிரலாக்கம்,integer programming
முழு எண் மாறி,integer variable
ஒருங்கிணைந்த மோடம்,integrated modem
ஒருங்கிணைந்த சேவைகள் டிஜிட்டல் நெட்வொர்க் (ISDN),integrated services digital network (ISDN)
நேர்மை,Integrity
புத்திசாலித்தனம் கட்டுப்படுத்தி,intelligent controller
கூர்மையான முனையம்,intelligent terminal
இறுதி தொகுதி,inter block
பிரிவு இடைவெளி,inter block gap
தொடர்பு அமைப்பு,inter communication system
தொடர்பு,Interaction
தொடர்பு வரைபடம்,interactive graphics
"1.பரஸ்பர விசைப்பலகை அச்சுப்பொறி, 2.பரஸ்பர விசைப்பலகை அச்சுப்பொறி",interactive keyboard printer
ஊடாடும் தொடர்பு சேவை,intercom service
"1.இடைமுகம், 2.இடைமுகம்",Interface
"1. விளக்கம், 2. விளக்கம்",Interleaving
இடைநிலை தாங்கல்,intermediate buffer
உள்துறை பிரிவு,internal block
உள் தொடர்புகள்,internal communication
உள் மறுப்பு,internal fragmentation
உள் நினைவகம்,internal memory
உள் வரிசையாக்கம்,internal sort
உள் கடிகாரம்,internal timer
தரநிலைப்படுத்தலுக்கான சர்வதேச சங்கம் (ISO),international organization for standardization (ISO)
சர்வதேச தொழில்நுட்ப ஆதரவு நிறுவனம்,international technical support organization
இணையதளம்,Internet
இணைய பொறியியல் பணிக்குழு (IETF),internet engineering task force (IETF)
இன்டர்நெட் எக்ஸ்ப்ளோரர்,internet explorer
இணைய ஆய்வு,internet hunt
இணைய மாத அறிக்கை,internet monthly report
இணைய பாக்கெட் பரிமாற்றம்,internet packet exchange
இணைய நெறிமுறை (IP),internet protocol (IP)
"1.இன்டர்நெட் மேனுவல், 2.இன்டர்நெட் புரோட்டோகால்",internet protocol remove (IP)
இணைய ஒலிபரப்பு உரையாடல் (IRC),internet relay chat (IRC)
இணைய சேவை வழங்குபவர்,internet service provider
இணைய சேவை பட்டியல்,internet services list
இணைய சமூகம்,internet society
"1. இணைய சாதனம், 2. சாதனம்",internet tools
இணைய செயல்பாடு,internet working
இணைய செயல்பாடு,internet working
இடைச்செருகல்,Interpolation
விளக்கம்,Interpret
"1. மொழிபெயர்ப்பாளர், 2. பாகுபாடு செய்பவர், 3. நினைவூட்டல் பரிமாற்றம் செய்பவர்",Interpreter
இடைச்செயல் தொடர்பு,interprocess communication
அந்தரயக்,Interrupt
குறுக்கீடு கையாளுபவர்,interrupt handler
குறுக்கீடு கவர்,interrupt mask
குறுக்கீடு சமிக்ஞை,interrupt signal
குறுக்கீடு திசையன்,interrupt vector
குறுக்கீடு,Interruption
குறுக்குவெட்டு,Intersect
"1.இணையம், 2.இன்ட்ராநெட்",Intranet
மாறாத,Invariant
