Assamese,Marathi
ডিপ্লয়ড,द्विगुणित
১.দ্বিগুণী ২.দ্বিগুণী,1. डिप्लोइड 2. डिप्लोइड
ডাইপোল,द्विध्रुव
১.নিষ্কাশন ২.কলি আঁতৰোৱা,1. उतारा 2. अंकुर काढणे
১.হালোৱা হাল বাই ২.ঘূৰোৱা,1. नांगरणी 2. कताई
ৰেহাই,सवलत
বীজাণুনাশক,निर्जंतुकीकरण
১.বিক্ষিপ্ততা ২.বিক্ষিপ্ততা,1. फैलाव 2. विखुरणे
1.বিক্ষিপ্ততা 2.ভেৰিয়েন্স,1.विखुरणे 2.विविधता
বৈচিত্ৰ্যতা,विविधीकरण
বৈচিত্ৰময় কৃষি,वैविध्यपूर्ण शेती
dna পদক্ষেপ,डीएनए पाऊल
ডি এন এ ৰিচিভাৰ,डीएनए प्राप्तकर्ता
ডক ভাড়া,डॉक भाड्याने
কাৰ্যকৰী,प्रभावी
নিদ্ৰাহীনতা,सुप्तता
১/ পৰিমাণ ২. মাত্ৰা ৩. মাত্ৰা,1. प्रमाण 2. डोस 3. डोस
ডাবল চিগম&#39;ইড বক্ৰ,दुहेरी सिग्मॉइड वक्र
1. gust 2. টানিব পৰা,1. झोडप 2. ताणणे
1. এক্সজেষ্ট ড্ৰেইন 2. এফ্লুৱেণ্ট,1. एक्झॉस्ट ड्रेन 2. सांडपाणी
নিষ্কাশন,ड्रेनेज
ট্ৰেকচন,कर्षण
1. ঔষধ দিয়া 2. তিয়াই পেলোৱা,1. औषध द्या 2. भिजवा
প্ৰসাধন সামগ্ৰী (বীজ),सौंदर्य प्रसाधने (बिया)
1. অগাৰ 2. অগভীৰ দোষ 3. ড্ৰিল 4. অগাৰ,1. औगर 2. उथळ फॉल्ट 3. ड्रिल 4. औगर
১. ফুটা ২. ড্ৰিল ৩. ড্ৰিল,1. भोक 2. ड्रिल 3. ड्रिल
১.ড্ৰিল কৰা ২.ড্ৰিলেৰে বীজ সিঁচা ৩.ড্ৰিলেৰে ঢালি দিয়া,1. ड्रिलिंग 2. ड्रिलसह पेरणी 3. ड्रिलसह ओतणे
ড্ৰিপ জলসিঞ্চন,ठिबक सिंचन
শুকান খেতি কৰা,कोरडी शेती
১.ধূলি ২.বুকনি,1.धूळ 2.बुकनी
১.ডাষ্টাৰ ২.বিকিৰণকাৰী,1. डस्टर 2. स्कॅटरर
ছটিয়াই দিয়া,शिंपडणे
১.বামন ২.ৱামন,1. बटू 2. वामन
বামন পিৰামিড,वामन पिरॅमिड
বামিণী ভৱন,वामिनी भवन
পৰিৱেশ বিজ্ঞান,पर्यावरणशास्त्र
অৰ্থনীতি,अर्थमिति
অৰ্থনৈতিক দক্ষতা,आर्थिक कार्यक्षमता
পৰিস্থিতিগত ধৰণ,परिस्थितीजन्य प्रकार
অতিৰিক্ত স্তৰযুক্ত,अतिरिक्त-स्तरीकृत
কোমল,मऊ
soil বিজ্ঞান,माती विज्ञान
1. ব্ৰীজিং 2. এজিং 3. ষ্ট্ৰেণ্ড বন্ধ কৰা,1. ब्रिजिंग 2. एजिंग 3. स्ट्रँड क्लोजर
খাদ্যৰ অংশ,अन्न भाग
চাহিদাৰ স্থিতিস্থাপকতা,मागणीची लवचिकता
উৎপাদন স্থিতিস্থাপকতা,उत्पादन लवचिकता
ইলেক্ট্ৰ&#39;লাইছিছ,इलेक्ट्रोलिसिस
ইলেক্ট্ৰ&#39;ফ&#39;ৰেচিছ,इलेक्ट्रोफोरेसीस
বাষ্পীভৱন,बाष्पीभवन
১.ডিকেপিটেটৰ ২.ষ্টেৰাইলাইজাৰ ৩.ডিকেপিটেটৰ ৪.ষ্টেৰাইলাইজাৰ,1. शिरच्छेद करणारा 2. निर्जंतुक करणारा 3. शिरच्छेद करणारा 4. निर्जंतुक करणारा
১/ ৱেইৰ বাণ্ডি ২.ষ্ট্ৰবন্দী,1. विर बंदी 2. स्ट्रॉबंडी
ভ্ৰূণ,गर्भ
১.ভ্ৰূণবিজ্ঞান ২.পদাৰ্থ বিজ্ঞান,1. भ्रूणशास्त्र 2. भौतिकशास्त्र
1. প্ৰস্থান 2. প্ৰস্থান,1. बाहेर पडा 2. बाहेर पडा
ইমালচাইফায়াৰ,emulsifier
অন্তৰ্জাতীয়,अंतर्जात
ইন্ট্ৰা-পইণ্ট ডিভিজন,आंतर-बिंदू विभागणी
অন্তঃপৰজীৱী,आंतर-परजीवी
এণ্ডোস্পাৰ্ম,एंडोस्पर्म
উদ্যোগ,उपक्रम
পতংগবিজ্ঞান,कीटकशास्त्र
পৰিৱেশ,वातावरण
১.এনজাইম ২.এনজাইম,1. एन्झाइम 2. एन्झाइम
ক্লাষ্টাৰ গ্ৰাফটিং,क्लस्टर ग्राफ्टिंग
১.এপিফাইট ২.এপিফাইট,1. एपिफाइट 2. एपिफाइट
ন্যায়,इक्विटी
নিৰ্মূলকৰণ,निर्मूलन
প্ৰয়োজনীয় পুষ্টিকৰ উপাদান,आवश्यक पोषक
1. জোখ-মাখ 2. জাম্প 3. মূল্যায়ন,1. मापन 2. उडी 3. मूल्यांकन
সূক্ষ্মতা,चातुर्य
সুজাননিক,सुजननिक
মূল্যায়ন,मूल्यमापन
ভাপ গেজ,स्टीम गेज
বাষ্পীভৱন,बाष्पीभवन
চিৰন্তন বিপ্লৱ,शाश्वत क्रांती
১.চিৰসেউজ ২.চিৰসেউজ,1. सदाहरित 2. सदाहरित
বিকাশ,विकास
কাটি পেলোৱা,कापला
পৰীক্ষয় (উৰ্বৰতা),परिक्षय (प्रजनन क्षमता)
শোষণ,शोषण
১.অন্বেষণ ২.অন্বেষণ,1. अन्वेषण 2. अन्वेषण
১.এক্সট্ৰুচন ২.নিগমন,1. एक्सट्रूजन 2. उत्सर्जन
নয়ন,डोळा
1. কাৰক 2. উপাদান 3. কাৰক 4. সম্পদ,1. घटक 2. घटक 3. घटक 4. संसाधन
কাৰক উৎপাদনশীলতা,घटक उत्पादकता
ট্ৰেডছমেনৰ ৰেহাই,व्यापारी सवलत
ফেক্টৰিয়েল ব্লক ডিজাইন,फॅक्टोरियल ब्लॉक डिझाइन
বিকল্প,पर्यायी
১.পট্টি ২.পালিহাৰ,1. पट्टी 2. पालिहार
গোটেই অংশ,स्थूल
ক্ষেত্ৰ মূল্যায়ন,फील्ड मूल्यांकन
ফাৰ্ম বাজেট,शेती बजेट
কৃষি ব্যৱসায়,कृषी व्यवसाय
ক্ষেত্ৰ পৰিকল্পনা,क्षेत्र नियोजन
১.কৃষক ২.কৃষক,1. शेतकरी 2. शेतकरी
১.কৃষি ২.খেতি কৰা,1. शेती 2. शेती
সংঘৰ্ষ,टक्कर
একাধিক প্ৰজনন,एकाधिक प्रजनन
কিম্বন,किण्वन
উৰ্বৰতা,प्रजनन क्षमता
সাৰ,खत
সাৰৰ ব্যৱহাৰৰ কাৰ্যক্ষমতা,खत वापर कार्यक्षमता
আঁহযুক্ত,तंतुमय
১.পাম ২.এলেকা ৩.অৱস্থান,1. शेत 2. क्षेत्रफळ 3. ठिकाण
মাটিৰ পানী ধৰি ৰখা,माती पाणी धारण
ক্ষেত্ৰ প্ৰদৰ্শন,फील्ड प्रात्यक्षिक
1. স্থিৰতা 2. স্থিৰকৰণ 3. স্থিৰতা,1. स्थिरीकरण 2. फिक्सेशन 3. फिक्सेशन
1. প্লাৱন 2. গৰ্ভধাৰণ,1. पूर 2. गर्भाधान
ফ্ল&#39; ডায়াগ্ৰাম,प्रवाह चित्र
খাদ্য মূল্য,अन्न मूल्य
পশুখাদ্য,चारा
পুৰ্বানুমান,अंदाज
অৰণ্য,वन
বনানীকৰণ,वनीकरण
১.তাদপৰ্ণ ২.ফৰ্ম,1. तडपर्न 2. फॉर्म
হিম প্ৰতিৰোধী,दंव प्रतिरोधक
১.পালা ২.ব্লাইট,1. पाला 2. अनिष्ट
1. ফ্ৰ&#39;জেন 2. ফ্ৰ&#39;জেন,1. गोठलेले 2. गोठलेले
অনুষ্ঠান,कार्य
১/ ফলৰ পতন ২.ফলৰ পতন,1. फ्रुट फॉल 2. फ्रुट फॉल
ফল হৈ পৰে,फळ बनणे
1. ধূমপান 2. ধূমপান,1. फ्युमिगेशन 2. फ्युमिगेशन
ভেঁকুৰনাশক,बुरशीनाशक
এন্টিফাংগেল,बुरशीविरोधी
ভেঁকুৰ,बुरशी
১.খুদ ২.সীতা,1. खुद 2. सीता
1. সংযোজন 2. সংযোজন,1. फ्यूजन 2. फ्यूजन
কপাহী উল,कापूस लोकर
লোমশ,केसाळ
১/ গছৰ ঘা ২.পিতিকা,1. झाडाचा व्रण 2. पिटिका
1. গেমেট 2. গেমেট,1. गेमेट्स 2. गेमेट्स
১.বাৰী ২.বাগিচা,1. बाग 2. बाग
১.পান্সাল ২.হাইড্ৰমিটাৰ,1. पानसाल 2. हायड्रोमीटर
জিন সংগ্ৰহ,जनुक संग्रह
জিন টেগন,जीन टॅगन
বংশাৱলী,वंशावळी
জিন মেপ,जनुक नकाशा
জেনেটিক্স,अनुवांशिक
১/ জিনম ২.সাংগেনে,1. जीनोम 2. सांगेन
সঞ্জিনী সংগ্ৰহ,संजिनी कलेक्शन
জিনমিক্স,जीनोमिक्स
জিন প্ৰকাৰ,जीनोटाइप
১.জিনৰ গঠন ২.জিনৰ প্ৰকাৰ,1. जीन स्ट्रक्चर 2. जीन प्रकार
বংশ,लिनेज
১. প্ৰজাতি ২. বংশ,1. वंश 2. वंश
১.বীজাণু ২.বীজাণু,1. जंतू 2. जंतू
বীজাণুনাশক,जंतूनाशक
অংকুৰণ,उगवण
১/ জীৱাণুপ্লাজম ২.জীৱাণুপ্লাজম,1. जर्मप्लाझम 2. जर्मप्लाझम
জিবেৰেলিক এচিড,गिबेरेलिक ऍसिड
গোটাওক,गोळा करणे
তুষ,तुष
১/ গ্লুটেন ২,1. ग्लूटेन 2. खादाड
গ্লাইকোলাইছিছ,ग्लायकोलिसिस
বঢ়িয়া,छान
সোণালী বিপ্লৱ,सुवर्ण क्रांती
1. শ্ৰেণীবিভাজন 2. শ্ৰেণীবিভাজন 3. স্তৰবিন্যাস,1. वर्गीकरण 2. वर्गीकरण 3. स्तरीकरण
1. গ্ৰাফ্ট কৰা উদ্ভিদ 2. পেনুম্ব্ৰেল উদ্ভিদ,1. कलमी वनस्पती 2. पेनम्ब्रल वनस्पती
কলম অসামঞ্জস্যপূৰ্ণ,पेन विसंगत
গ্ৰানা,ग्राना
গ্ৰেনুলেচন,दाणेदार
সেউজীয়া গোবৰ,हिरवे खत
সেউজ বিপ্লৱ,हरित क्रांती
বৃদ্ধি আৰু বিকাশ,वाढ आणि विकास
১/ আঁঠুৰ ৰোগ,1. हिरड्या रोग
বিষমযৌন,विषमलिंगी
1. প্ৰকৃতি 2. প্ৰকৃতি 3. ৰূপগুণ 4. ৰূপ,1. प्रकृति 2. निसर्ग 3. रूपगुण 4. रूप
১.অলা ২.কৰকাপাট ৩.কৰ্কা,1. ओला 2. कर्कपट 3. कर्का
ৰোমিলৱাচ,रोमिलवॉच
চেলাইন চিষ্ট,खारट गळू
harrow,हॅरो
১.চপোৱা সূচকাংক ২.চপোৱা সূচকাংক,1. कापणी निर्देशांक 2. कापणी निर्देशांक
১.চপোৱা ২.চপোৱা শস্য ৩.সমাপ্ত শস্য ৪.উৎপাদন,1. कापणी 2. काढणी केलेले पीक 3. पूर्ण झालेले पीक 4. उत्पन्न
১. ছিঙি যোৱা ২. চপোৱা ৩. ছিঙি যোৱা,1. तोडणे 2. कापणी करणे 3. तोडणे
১/ কণী পৰা ২) কণী বল,1. अंडी घालणे 2. अंडी फोर्स
শুকান ঘাঁহ,सुकलेले गवत
শুকান খাদ্য,कोरडे खाद्य
গঞ্জি,गंजी
কুঁৱলী,धुके
কুঁৱলীময়,धुके
১.বালি ২.সিত্ত ৩.মুণ্ডক ৪.উপৰ ৫.মূৰ ৬.চিৰা,1. बाली 2. सित्त 3. मुंडक 4. शीर्ष 5. डोके 6. सिरा
খাঁজৰ শেষ,खोबणीचा शेवट
শীৰ্ষ ছাঁটনি,शीर्ष रोपांची छाटणी
বেৰা,कुंपण
জিম্মাত ৰখা,ताब्यात
কুণ্ডলিনী,कुंडलिनी
হেমাটাইট,हेमॅटाइट
১.বনৌষধি ২.বনৌষধি,1. औषधी वनस्पती 2. औषधी वनस्पती
১.উদ্ভিদ সংগ্ৰহ ২.উদ্ভিদ সংগ্ৰহালয়,1.बॉटनिकल कलेक्शन 2.बॉटनिकल म्युझियम
ঘাঁহনিনাশক,तणनाशक
বংশগততা,आनुवंशिकता
বংশগততা,आनुवंशिकता
উভলিংগী,उभयलिंगी
হেটেৰ&#39;ক্ৰ&#39;মেটিক,heterochromatic
হেটেৰ&#39;ফাৰ্টিলাইজেচন,heterofertilization
১.হাইব্ৰিড’জ ২.হেটেৰ’ছিছ,1. हायब्रिडोज 2. हेटेरोसिस
লিংগক্ৰম&#39;জম,सेक्सक्रोमोसोम
লালন-পালন কৰা,पालनपोषण
হেক্সাডেচিমেল,हेक्साडेसिमल
ঠাণ্ডা নিদ্ৰা,थंड सुप्तता
উচ্চ ঘনত্বৰ ৰোপণ কৰা,उच्च घनता लागवड
১.পিণ্ডলক ২.পাহাৰ (ধান),1. पिंडलक 2. टेकडी (भात)
হিষ্টোগ্ৰাম,हिस्टोग्राम
হাই টেক উদ্যান শস্য,उच्च तंत्रज्ञान फलोत्पादन
১.দৈ ২.মৌচাক,1. दही 2. पोळ्या
1. অপতৃণ কাটিব পৰা 2. অপতৃণ কাটিব পৰা,1. खुरपणी 2. खुरपणी
ধৰি ৰখা,धारण
ব্যক্তিগত পাম,खाजगी शेत
হোমিঅ&#39;ষ্টেছিছ,होमिओस्टॅसिस
গৃহভূমি,जन्मभुमी
সমতা,एकजिनसीपणा
1. সমজাতীয় 2. সমজাতীয়,1. एकसंध 2. एकसंध
সহানুভূতিশীল,सहानुभूती
সমযোজী,एकसंध
১.খুৰিকা ২.খাদ্যৰ পাত্ৰ ৩.হাপাৰ,1. खुर्लिका 2. अन्न कंटेनर 3. हापर
১.স্তৰ ২.দিগন্ত,1. थर 2. क्षितिज
উদ্যান শস্য,बागायती पिके
১/ উদ্যান শস্য ২. উদ্যান শস্য ৩. উদ্যান শস্য ৪. উদ্যান শস্য,1. फलोत्पादन 2. फलोत्पादन 3. फलोत्पादन 4. फलोत्पादन
