Kannada,Telugu
ನಿಯಂತ್ರಣ ಸ್ಟ್ಯಾಕ್,కంట్రోల్ స్టాక్
ನಿಯಂತ್ರಣ ಮಾನದಂಡ,నియంత్రణ ప్రమాణం
ನಿಯಂತ್ರಣ ಹೇಳಿಕೆ,నియంత్రణ ప్రకటన
ನಿಯಂತ್ರಣ ಕೇಂದ್ರ,కంట్రోల్ స్టేషన్
ನಿಯಂತ್ರಣ ಸಂಗ್ರಹಣೆ,నియంత్రణ నిల్వ
ನಿಯಂತ್ರಣ ಸಂಗ್ರಹ ಉಳಿಸಿ,నియంత్రణ నిల్వ సేవ్
ನಿಯಂತ್ರಣ ಬದಲಾಯಿಸು,నియంత్రణ స్విచ్
ನಿಯಂತ್ರಣ ವ್ಯವಸ್ಥೆಯ,నియంత్రణ వ్యవస్థ
ನಿಯಂತ್ರಣ ಟೇಲ್,కంట్రోల్ టేప్
ನಿಯಂತ್ರಣ ತಂತ್ರ,నియంత్రణ సాంకేతికత
ನಿಯಂತ್ರಣ ಟರ್ಮಿನಲ್,నియంత్రణ టెర్మినల్
ನಿಯಂತ್ರಣ ಒಟ್ಟು,మొత్తం నియంత్రణ
ನಿಯಂತ್ರಣ ವರ್ಗಾವಣೆ ಹೇಳಿಕೆ,నియంత్రణ బదిలీ ప్రకటన
ನಿಯಂತ್ರಣ ಘಟಕ,నియంత్రణ యూనిట్
ನಿಯಂತ್ರಣ ವೇರಿಯಬಲ್,నియంత్రణ వేరియబుల్
ನಿಯಂತ್ರಣ ಪ್ರಮಾಣ,నియంత్రణ వాల్యూమ్
ನಿಯಂತ್ರಣ ಪದ,నియంత్రణ పదం
ಸಮಾವೇಶ,కన్వెన్షన్
ಸಮಾವೇಶ ಸಾಧನ,కన్వెన్షన్ పరికరాలు
ಒಮ್ಮುಖವಾಗುವಿಕೆ,కన్వర్జెన్స్
ಸಂಭಾಷಣೆ,సంభాషణ
ಸಂಭಾಷಣಾ,సంభాషణ
ಸಂಭಾಷಣಾ ಬೀಜಗಣಿತದ ಭಾಷೆ,సంభాషణ బీజగణిత భాష
ಸಂಭಾಷಣಕ,సంభాషణ కంపైలర్
ಸಂವಾದಾತ್ಮಕ ಕಂಪ್ಯೂಟಿಂಗ್,సంభాషణ కంప్యూటింగ్
ಸಂಭಾಷಣಾ ಭಾಷೆ,సంభాషణ భాష
ಸಂವಾದಾತ್ಮಕ ಕ್ರಮ,సంభాషణ మోడ్
ಸಂಭಾಷಣೆ,సంభాషణ వ్యవస్థ
ಸಂವಾದಾತ್ಮಕ ಟರ್ಮಿನಲ್,సంభాషణ టెర్మినల్
ಸಂವಾದಾತ್ಮಕ ಸಮಯ ಹಂಚಿಕೆ,సంభాషణ సమయం భాగస్వామ్యం
ಪರಿವರ್ತನೆ,మార్పిడి
ಪರಿವರ್ತನೆ ವೆಚ್ಚ,మార్పిడి ఖర్చు
ಪರಿವರ್ತನೆ ಸಾಧನ,మార్పిడి పరికరం
ಪರಿವರ್ತನೆ ಕ್ರಮ,మార్పిడి మోడ్
ಪರಿವರ್ತನೆ ದಿನಚರಿ,మార్పిడి దినచర్య
ಪರಿವರ್ತಿಸು,మార్చండి
ಪರಿವರ್ತಕ,కన్వర్టర్
ಪೀನ ಪ್ರೋಗ್ರಾಮಿಂಗ್,కుంభాకార ప్రోగ్రామింగ్
ವಿಳಾಸದ ಮೆಮೊರಿಯನ್ನು ಸಂಯೋಜಿಸಿ,కోఆర్డినేట్ చిరునామా మెమరీ
ಡೇಟಾವನ್ನು ಸಂಯೋಜಿಸಿ,డేటాను సమన్వయం చేయండి
ಜ್ಯಾಮಿತಿ ಭಾಷೆಯನ್ನು ಸಂಯೋಜಿಸಿ,జ్యామితి భాష సమన్వయం
ಗ್ರಾಫಿಕ್ಸ್ ಅನ್ನು ಸಂಯೋಜಿಸಿ,గ్రాఫిక్స్ సమన్వయం
ನೆಟ್‌ವರ್ಕ್ ಅನ್ನು ಸಂಯೋಜಿಸಿ,సమన్వయ నెట్‌వర్క్
ಸಮಯದ ಪ್ರಮಾಣವನ್ನು ಸಂಯೋಜಿಸಿ,సమన్వయ సమయ స్కేల్
ನಕಲು,కాపీ
ಕಾರ್ಡ್‌ಲೆಸ್ ಪ್ಲಗ್,కార్డ్‌లెస్ ప్లగ్
ಕಾರ್ಡೋನಿಯರ್ ವ್ಯವಸ್ಥೆ,కార్డోనియర్ వ్యవస్థ
ಮೂಲ,కోర్
ಕೋರಿಕ ಡಂಪ್,కోర్ డంప్
ಕೋರಿಮ್ಯ,కోర్ చిత్రం
ಕೋರ್ ಇಮೇಜ್ ಲೈಬ್ರರಿ,కోర్ ఇమేజ్ లైబ్రరీ
ಕೋರ್ ಸ್ಮರಣೆ,కోర్ మెమరీ
ಕೋರ ನೆಟ್ವರ್ಕ,కోర్ నెట్‌వర్క్
ಸಹ-ನಿವಾಸಿ,సహ-నివాస
ಕೋರ ಸಂಗ್ರಹ,కోర్ నిల్వ
ಕೋರ್ -ವ್ಯವಸ್ಥ,కోర్ సిస్టమ్
ಸಹಕಾಯ,సహ-రూటిన్
ಸರಿಯಾದ ಮತ್ತು ನಕಲು,సరైనది మరియు కాపీ
ವೈಶಿಷ್ಟ್ಯವನ್ನು ಸರಿಪಡಿಸುವುದು,ఫీచర్ సరిదిద్దడం
ತಿದ್ದುಪಡಿ,దిద్దుబాటు
ತಿದ್ದುಪಡಿ ಮಾಹಿತಿ,దిద్దుబాటు సమాచారం
ಸರಿಪಡಿಸುವ ನಿರ್ವಹಣೆ,దిద్దుబాటు నిర్వహణ
ಸರಿಪಡಿಸುವ ನಿರ್ವಹಣೆ ಸಮಯ,దిద్దుబాటు నిర్వహణ సమయం
ವೆಚ್ಚ ವಿಶ್ಲೇಷಣೆ,వ్యయ విశ్లేషణ
ವೆಚ್ಚ-ಮಧ್ಯದ ಲೆಕ್ಕಪತ್ರ ನಿರ್ವಹಣೆ,ఖర్చు-కేంద్రం అకౌంటింగ్
ಎಣಿಕೆ,కౌంట్
ಪ್ರತಿಕೂಲತೆ,కౌంటర్
ಕೌಂಟರ್ ಪ್ರತಿಬಂಧಿಸಿ,కౌంటర్ ఇన్హిబిట్
ಎಣಿಕೆ-ಡೇಟಾ ಸಾಧನ,కౌంట్-కీ-డేటా పరికరం
ದೇಶದ ಕೋಡ್,దేశం కోడ్
ವಿಮರ್ಶಾತ್ಮಕ ಮಾರ್ಗ ವಿಧಾನ,క్లిష్టమైన మార్గం పద్ధతి
ಕ್ರಾಸ್ ಬಾರ್ ಸ್ವಿಚ್,క్రాస్ బార్ స్విచ్
ಅಡ್ಡಕಾರ್ತಿ,క్రాస్ బార్ సిస్టమ్
ಹೋಲಿಸಿ ನೋಡು,మరొక్కసారి పరిశీలించు
ಅಡ್ಡ ಕಂಪೈಲರ್,క్రాస్ కంపైలర్
ಕ್ರಾಸ್ ಡೊಮೇನ್ ಸಂವಹನ,క్రాస్ డొమైన్ కమ్యూనికేషన్
ಅಡ್ಡ -ಬೆಂಕಿ,క్రాస్ ఫైర్
ಅಡ್ಡ ಕಾಲು,క్రాస్ ఫుట్
ಕ್ರಾಸ್ ಫುಟಿಂಗ್ ಟೆಸ್ಟ್,క్రాస్ ఫుటింగ్ పరీక్ష
ಕ್ರಾಸ್ ಪಾಯಿಂಟ್ ರಚನೆ,క్రాస్ పాయింట్ అర్రే
ಅಡ್ಡ ವಿಭಾಗೀಯ ಪರೀಕ್ಷೆ,క్రాస్ సెక్షనల్ పరీక్ష
ಒಂದು ಶ್ರೇಣಿಯ ಅಡ್ಡ ವಿಭಾಗ,శ్రేణి యొక్క క్రాస్ సెక్షన్
ಅಡ್ಡ ಸಾಫ್ಟ್‌ವೇರ್,క్రాస్ సాఫ్ట్‌వేర్
ಕ್ರಾಸ್ ಸಬರಿಯಾ ಲಿಂಕ್,క్రాస్ సబ్‌రియా లింక్
ಅಡ್ಡ ಮಾತುಕತೆ,క్రాస్ టాక్
ಅಡ್ಡಕೂಟ,క్రాస్ ట్రాకింగ్
ಜನಸಮೂಹ,రద్దీ
ಕ್ರೈನೊಜೆನಿಕ್ಸ್,క్రయోజెనిక్స్
ಕ್ರಯೋಜೆನಿಯ ಸಂಗ್ರಹ,క్రయోజెనిక్ నిల్వ
ಕ್ರಯೀಜಿ ಅಂಗಡಿ,క్రయోజెనిక్ స్టోర్
ರ್ಯಾಡೋಯುಲು,క్రియోస్టాట్
ಕಾಮಾಸಕ್ತಿ,క్రియోట్రాన్
ಕ್ರಿಪ್ಟಿನ,క్రిప్టోగ్రాఫిక్
ಕ್ರಿಪ್ಟೋಗ್ರಾಫಿಕ್ ಅಲ್ಗಾರಿದಮ್,క్రిప్టోగ్రాఫిక్ అల్గోరిథం
ಕ್ರಿಪ್ಟೋಗ್ರಫಿ,క్రిప్టోగ్రఫీ
ಸಂಚಿತ ಸೂಚಿಕೆ,సంచిత సూచిక
ಕರೆನ್ಸಿ ಚಿಹ್ನೆ,కరెన్సీ చిహ్నం
ಪ್ರಸ್ತುತ ಕಿರಣದ ಸ್ಥಾನ,ప్రస్తుత బీమ్ స్థానం
ಪ್ರಸ್ತುತ ಸಂಪರ್ಕ ಗುಂಪು,ప్రస్తుత కనెక్ట్ సమూహం
ಪ್ರಸ್ತುತ ಪೀಳಿಗ,ప్రస్తుత తరం
ಪ್ರಸ್ತುತ ಸೂಚನೆ  ನೋಂದಣಿ,ప్రస్తుత సూచన  రిజిస్టర్
ಪ್ರಸ್ತುತ  ಮೊಳಕೆ,ప్రస్తుత లైన్  పాయింటర్
ಪ್ರಸ್ತುತ ಲೂಪ್ (=  ಪ್ರಸ್ತುತ ಆಂಟಿನೋಡ್),ప్రస్తుత లూప్ (=  ప్రస్తుత యాంటినోడ్)
ಪ್ರಸ್ತುತ ಮೋಡ್ ತರ್ಕ,ప్రస్తుత మోడ్ లాజిక్
ಪ್ರಸ್ತುತ ದಾಖಲೆ,ప్రస్తుత రికార్డు
ಕರ್ಸರ್,కర్సర్
ಕರ್ಸರ್ ನಿಯಂತ್ರಣ ಕೀ,కర్సర్ కంట్రోల్ కీ
ತಟ್ಟಿಸು,కర్టేట్
ಕರ್ವ್ ಅನುಯಾಯಿ,కర్వ్ అనుచరుడు
ಮೆತ್ತನೆಯ,కుషన్
ಗ್ರಾಹಕ ಪ್ರವೇಶ ಪ್ರದೇಶ,కస్టమర్ యాక్సెస్ ప్రాంతం
ಗ್ರಾಹಕ ಮಾಹಿತಿ ನಿಯಂತ್ರಣ ವ್ಯವಸ್ಥೆ,కస్టమర్ ఇన్ఫర్మేషన్ కంట్రోల్ సిస్టమ్
ಗ್ರಾಹಕ ಆವರಣ ಉಪಕರಣಗಳು,కస్టమర్ ప్రాంగణ పరికరాలు
ಗ್ರಾಹಕ ಸ್ವಿಚಿಂಗ್ ವ್ಯವಸ್ಥೆ,కస్టమర్ స్విచింగ్ సిస్టమ్
ಕತ್ತರಿಸಿದ ರೂಪ,కట్ ఫారం
ಫಾರ್ಮ್ಸ್ ಮೋಡ್ ಅನ್ನು ಕತ್ತರಿಸಿ,ఫారమ్ మోడ్ కట్
ಕಡಿತ ವಿಧಾನ,కట్ పద్ధతి
ಕತ್ತರಿಸಿದ,కత్తిరించిన
ಸೈಬರ್ನೇಶನ್,సైబర్‌నేషన్
ಸೈಬರ್ನೆಟಿಕ್ಸ್,సైబర్‌నెటిక్స్
ಚಕ್ರ,చక్రం
ಚಕ್ರದ ಲೆಕ್ಕ,చక్రాల సంఖ్య
ಚಕ್ರ ಸೂಚ್ಯಂಕ,సైకిల్ సూచిక
ಚಕ್ರ ನೆನಪು,సైకిల్ మెమరీ
ಚಕ್ರ ಮೈಕ್ರೊಪ್ರೋಗ್ರಾಮಿಂಗ್,సైకిల్ మైక్రోప్రోగ్రామింగ్
ಚಕ್ರ ಮರುಹೊಂದಿಸು,సైకిల్ రీసెట్
ಚಕ್ರ ಹಂಚಿಕೆ,సైకిల్ షేరింగ్
ಸೈಕಲ್ ಸ್ಟೀಲ್,సైకిల్ స్టీల్
ಸೈಕಲ್ ಕದಿಯುವ,సైకిల్ దొంగిలించడం
ಚಕ್ರ ಸಮಯ,సైకిల్ సమయం
ಆವರ್ತಕ ಸಂಕೇತ,చక్రీయ కోడ్
ಆವರ್ತಕ ಪುನರುಕ್ತಿ ಪರಿಶೀಲನೆ,చక్రీయ పునరావృతం చెక్
ಆವರ್ತಕ ಶಿಫ್ಟ್,చక్రీయ షిఫ్ట్
ಆವರ್ತಕ ಸಂಗ್ರಹ,చక్రీయ నిల్వ
ಆವರ್ತಕ ವರ್ಗಾವಣೆ,చక్రీయ బదిలీ
ಸಿಲಿಂಡರ್ ಪರಿಕಲ್ಪನೆ,సిలిండర్ కాన్సెప్ట్
ಪಾತ್ರ,పాత్ర
ದಶಮಾಂಶ ಕೋಡೆಡ್,కోడెడ్ దశాంశం
ಡೇಸ್ ಸರಪಳಿ,డైసీ గొలుసు
ಡೇಸ್ ಪ್ರಿಂಟ್ ವೀಲ್,డైసీ ప్రింట్ వీల్
ಕೈಚೀಲ,డైసీ వీల్
ತೇವಗೊಳಿಸುವ,డంపింగ్
ದತ್ತ,సమాచారం
ಧ್ವನಿ ಮೇಲಿನ ಡೇಟಾ,వాయిస్ పైన ఉన్న డేటా
ಡೇಟಾ ಪ್ರವೇಶ ವ್ಯವಸ್ಥೆ,డేటా యాక్సెస్ అమరిక
ಮಾಹಿತಿ ಸ್ವಾಧೀನ,డేటా సేకరణ
ಡೇಟಾ ಸ್ವಾಧೀನ ಕಂಪ್ಯೂಟರ್,డేటా సముపార్జన కంప్యూటర్
ದತ್ತಾಂಶ ಹೊಂದಾಣಿಕೆ ಘಟಕ,డేటా అనుసరణ యూనిట్
ದತ್ತಾಂಶ ನಿರ್ವಾಹಕ,డేటా నిర్వాహకుడు
ಒಟ್ಟುಗೂಡಿಸು,డేటా మొత్తం
ದತ್ತಾಂಶ ಪ್ರದೇಶ,డేటా ప్రాంతం
ದತ್ತಾಂಶಗಳ ರಚನೆ,డేటా శ్రేణి
ದತ್ತಾಂಶ ಗುಣಲಕ್ಷಣ,డేటా లక్షణం
ದತ್ತಾಂಶ ಬ್ಯಾಂಕ್,డేటా బ్యాంక్
ದತ್ತಸಂಚಯ,డేటాబేస్
ಡೇಟಾಬೇಸ್ ಆಡಳಿತ,డేటాబేస్ పరిపాలన
ದತ್ತಸಂಚಯ ನಿರ್ವಹಣೆ,డేటాబేస్ నిర్వహణ
ಡೇಟಾಬೇಸ್ ನಿರ್ವಹಣಾ ವ್ಯವಸ್ಥೆ,డేటాబేస్ నిర్వహణ వ్యవస్థ
ದತ್ತಾಂಶಗಳ ನಿರ್ಬಂಧಗಳು,డేటా బ్లాక్
ಡೇಟಾ ಬ್ರೇಕ್ (= ನೇರ ಮೆಮೊರಿ ಪ್ರವೇಶ),డేటా విరామం (= ప్రత్యక్ష మెమరీ యాక్సెస్)
ಡೇಟಾ ಬಫರ್ ರಿಜಿಸ್ಟರ್,డేటా బఫర్ రిజిస్టర్
ದತ್ತಾಂಶ ವಶಪಡಿಸಿಕೊಳ್ಳುವುದು,డేటా క్యాప్చర్
ದತ್ತಾಂಶ ಚೀಟಿ,డేటా కార్డ్
ದತ್ತಾಂಶಗಳ ವಾಹಕ,డేటా క్యారియర్
ದತ್ತಾಂಶ ಕೋಶ,డేటా సెల్
ದತ್ತಾಂಶ ಚಾನಲ್,డేటా ఛానెల్
ಡೇಟಾ ಚಾನೆಲ್ ಮಲ್ಟಿಪ್ಲೆಕ್ಸರ್,డేటా ఛానల్ మల్టీప్లెక్సర్
ದತ್ತಾಂಶಗಳು,డేటా సర్క్యూట్
ಡೇಟಾ ಸರ್ಕ್ಯೂಟ್ ಪಾರದರ್ಶಕತೆ,డేటా సర్క్యూట్ పారదర్శకత
ದತ್ತಾಂಶ ಸಂಹಿತೆ,డేటా కోడ్
ಮಾಹಿತಿ ಸಂಗ್ರಹ,వివరాల సేకరణ
ದತ್ತಾಂಶ ಸಂಗ್ರಹ ಕೇಂದ್ರ,డేటా సేకరణ స్టేషన్
ದತ್ತಾಂಶ ಸಂಗ್ರಹಣೆ ವ್ಯವಸ್ಥೆ,డేటా సేకరణ వ్యవస్థ
ದತ್ತ  ಸಂವಹನ,సమాచారం  కమ్యూనికేషన్
ದತ್ತ  ಸಂವಹನ  ಚಾನಲ್,సమాచారం  కమ్యూనికేషన్  ఛానెల్
ದತ್ತ  ಸಂವಹನ  ಉಪಕರಣ,సమాచారం  కమ్యూనికేషన్  పరికరాలు
ದತ್ತ  ಸಂವಹನ  ಅಂತರಸಂಪರ,సమాచారం  కమ్యూనికేషన్  ఇంటర్ఫేస్
ದತ್ತ  ಸಂವಹನ  ಜಾಲ,సమాచారం  కమ్యూనికేషన్  నెట్‌వర్క్
ದತ್ತ  ಸಂವಹನ  ಸೇವಕ,సమాచారం  కమ్యూనికేషన్  సేవ
ದತ್ತಾಂಶ ಸಂಕೋಚನ,డేటా సంపీడనం
ದತ್ತಾಂಶ ಸಂಕೋಚನ,డేటా కుదింపు
ದತ್ತಾಂಶ ಸಂಪರ್ಕ,డేటా కనెక్షన్
ದತ್ತಾಂಶಗಳು ಸ್ಥಿರ,డేటా స్థిరాంకం
ದತ್ತ  ಮಾಲಿನ್ಯ,సమాచారం  కాలుష్యం
ದತ್ತಾಂಶ ನಿಯಂತ್ರಣ,డేటా నియంత్రణ
ದತ್ತಾಂಶ ನಿಯಂತ್ರಣ ನಿರ್ಬಂಧ,డేటా కంట్రోల్ బ్లాక్
ದತ್ತಾಂಶ ಪರಿವರ್ತನೆ,డేటా మార్పిడి
ದತ್ತಾಂಶ ವರ್ಗಾವಣೆ,డేటా కన్వర్టర్
ದತ್ತಾಂಶ ಘೋಷಣೆ,డేటా డిక్లరేషన్
ದತ್ತಾಂಶ ಘೋಷಣೆ  ಹೇಳಿಕೆ,డేటా డిక్లరేషన్  ప్రకటన
ದತ್ತಾಂಶಗಳ ವ್ಯಾಖ್ಯಾನ,డేటా నిర్వచనం
ದತ್ತಾಂಶಗಳ ವ್ಯಾಖ್ಯಾನ  ಹೆಸರು,డేటా నిర్వచనం  పేరు
ದತ್ತಾಂಶಗಳ ವ್ಯಾಖ್ಯಾನ  ಹೇಳಿಕೆ,డేటా నిర్వచనం  ప్రకటన
ದತ್ತಾಂಶ ವಿಳಂಬ,డేటా ఆలస్యం
ದತ್ತಾಂಶ ಡಿಲಿಮಿಟರ್,డేటా డీలిమిటర్
ದತ್ತಾಂಶ ಸಾಂದ್ರತೆ,డేటా సాంద్రత
ಡೇಟಾ ವಿವರಣೆ  ಪ್ರವೇಶ,డేటా వివరణ  ప్రవేశం
ಡೇಟಾ ವಿವರಣೆ  ಭಾಷೆ,డేటా వివరణ  భాష
ದತ್ತಾಂಶ ವಿನ್ಯಾಸ,డేటా డిజైన్
ದತ್ತಾಂಶ ಸಾಧನ,డేటా పరికరం
ದತ್ತಾಂಶ ನಿಘಂಟು,డేటా నిఘంటువు
ಡೇಟಾ ನಿರ್ದೇಶನ ಪ್ರಸರಣ,డేటా దర్శకత్వం వహించింది
ದತ್ತಾಂಶ ಪ್ರದರ್ಶನ ಘಟಕ,డేటా డిస్ప్లే యూనిట్
ದತ್ತಾಂಶ ವಿತರಣಾ ವ್ಯವಸ್ಥೆ,డేటా పంపిణీ వ్యవస్థ
ದತ್ತಾಂಶ ವಿಭಾಗ,డేటా విభాగం
ದತ್ತಾಂಶದ ಅಂಶಗಳು,డేటా మూలకం
ದತ್ತಾಂಶ ಅಂಶ ಸರಪಳಿ,డేటా ఎలిమెంట్ చైన్
ದತ್ತಾಂಶ ಗೂ r ನಿಶ್ಚಯ  ಕೀಲಿ,డేటా గుప్తీకరణ  కీ
ದತ್ತಾಂಶ ಗೂ r ನಿಶ್ಚಯ  ಮಾನದಂಡ,డేటా గుప్తీకరణ  ప్రమాణం
ದತ್ತಾಂಶ ಪ್ರವೇಶ,సమాచారం పొందుపరచు
ಡೇಟಾ ಎಂಟ್ರಿ ಸಾಧನ,డేటా ఎంట్రీ పరికరం
ದತ್ತಾಂಶ ದೋಷ,డేటా లోపం
ದತ್ತಾಂಶ ಮೌಲ್ಯಮಾಪನ,డేటా మూల్యాంకనం
ದತ್ತಾಂಶ ಪರೀಕ್ಷೆ,డేటా పరీక్ష
ದತ್ತಾಂಶ ವಿನಿಮಯ,డేటా మార్పిడి
ದತ್ತಾಂಶ ಕ್ಷೇತ್ರ,డేటా ఫీల్డ్
ದತ್ತಾಂಶಗಳು,సమాచార దస్తా
ದತ್ತಾಂಶ ಹರಿವು,డేటా ప్రవాహం
ದತ್ತಾಂಶ ಹರಿವಿನ ಚಾರ್ಟ್,డేటా ఫ్లో చార్ట్
ದತ್ತಾಂಶ ಹರಿವಿನ ನಿಯಂತ್ರಣ,డేటా ప్రవాహ నియంత్రణ
ದತ್ತಾಂಶ ಹರಿವಿನ ರೇಖಾಚಿತ್ರ,డేటా ప్రవాహ రేఖాచిత్రం
ದತ್ತಾಂಶ ಸ್ವರೂಪ,డేటా ఫార్మాట్
ಡೇಟಾ ಫಾರ್ಮ್ಯಾಟ್ ಐಟಂ,డేటా ఫార్మాట్ అంశం
ದತ್ತಾಂಶ ಉತ್ಪಾದಕ,డేటా జనరేటర్
ದಟ್ಗ್ರಾಮ್,డేటాగ్రామ్
ಡೇಟಾಗ್ರಾಮ್ ಸೇವೆ,డేటాగ్రామ్ సేవ
ಡೇಟಾ ಗ್ರಾಫಿಕ್ಸ್,డేటా గ్రాఫిక్స్
ದತ್ತಾಂಶಗಳನ್ನು ಗುರುತಿಸಿ,డేటా గ్రాఫోస్కోప్
ದತ್ತಾಂಶ ನಿರ್ವಹಣೆ,డేటా నిర్వహణ
ದತ್ತಾಂಶ ನಿರ್ವಹಣೆ  ಸಾಮರ್ಥ್ಯ,డేటా నిర్వహణ  సామర్థ్యం
ದತ್ತಾಂಶ ಶ್ರೇಣಿ,డేటా సోపానక్రమం
ಡೇಟಾ ಹೋಸ್ಟ್ (= ಹೋಸ್ಟ್),డేటా హోస్ట్ (= హోస్ట్)
ದತ್ತಾಂಶ ಸ್ವಾತಂತ್ರ್ಯ,డేటా స్వాతంత్ర్యం
ದತ್ತಾಂಶ ಇನ್ಪುಟ್,డేటా ఇన్పుట్
ದತ್ತಾಂಶ ಇನ್ಪುಟ್ ನಿಲ್ದಾಣ,డేటా ఇన్పుట్ స్టేషన్
ದತ್ತಾಂಶ ಸಮಗ್ರತೆ,డేటా సమగ్రత
ದತ್ತಾಂಶ ವಿನಿಮಯ,డేటా ఇంటర్‌చేంజ్
ಧ್ವನಿಯಲ್ಲಿ ಡೇಟಾ,వాయిస్‌లో డేటా
ಡೇಟಾ ಐ/ಒ  ಸೂಚನಾ,డేటా I/O  సూచన
ದತ್ತಾಂಶ ಐಟಂ,డేటా అంశం
ದತ್ತಾಂಶ ಮಟ್ಟ,డేటా స్థాయి
ದತ್ತಾಂಶ ಗ್ರಂಥಾಲಯ,డేటా లైబ్రరీ
ಡೇಟಾ ಲಿಂಕ್ ನಿಯಂತ್ರಣ  ಪಾತ್ರ,డేటా లింక్ నియంత్రణ  పాత్ర
ಡೇಟಾ ಲಿಂಕ್ ಎಸ್ಕೇಪ್  ಪಾತ್ರ,డేటా లింక్ ఎస్కేప్  పాత్ర
ಡೇಟಾ ಲಿಂಕ್ ಲೇಯರ್,డేటా లింక్ లేయర్
ದತ್ತಾಂಶ ಪಟ್ಟಿ,డేటా జాబితా
ದತ್ತಾಂಶ ಲಾಗಿಂಗ್,డేటా లాగింగ్
ದತ್ತಾಂಶ ನಿರ್ವಹಣೆ,సమాచార నిర్వహణ
ದತ್ತಾಂಶ ನಿರ್ವಹಣೆ  ಕಾರ್ಯಕ್ರಮ,సమాచార నిర్వహణ  ప్రోగ్రామ్
ದತ್ತಾಂಶ ನಿರ್ವಹಣೆ  ವ್ಯವಸ್ಥೆ,సమాచార నిర్వహణ  వ్యవస్థ
ಡೇಟಾ ಕುಶಲತೆಯಿಂದ,డేటా మానిప్యులేటింగ్
ದತ್ತಾಂಶಗಳ ಕುಶಲತೆ  ಭಾಷೆ,డేటా మానిప్యులేషన్  భాష
ದತ್ತಾಂಶ ಮರೆಮಾಚುವಿಕೆ,డేటా మాస్కింగ్
ದತ್ತಸಂಚಯ ಕಂಪ್ಯೂಟರ್ ಕಂಪ್ಯೂಟರ್,డేటామాటిక్ కంప్యూటర్
ದತ್ತಸಂಚಯ,డేటామేషన్
ದತ್ತಾಂಶ ಮಾಧ್ಯಮ,డేటా మాధ్యమం
ದತ್ತಾಂಶ ವಲಸೆ,డేటా వలస
ದತ್ತಾಂಶ ಕ್ರಮ,డేటా మోడ్
ದತ್ತಾಂಶ ಚಲನೆ  ಸೂಚನಾ,డేటా కదలిక  సూచన
ದತ್ತಾಂಶ ಮಲ್ಟಿಪ್ಲೆಕ್ಸರ್,డేటా మల్టీప్లెక్సర్
ದತ್ತಾಂಶ ಹೆಸರು,డేటా పేరు
ದತ್ತಾಂಶ ಜಾಲ,డేటా నెట్‌వర్క్
ದತ್ತಾಂಶ ಕಾರ್ಯಾಚರಣೆ,డేటా ఆపరేషన్
ದತ್ತಾಂಶ ಸಂಸ್ಥೆ,డేటా సంస్థ
ದತ್ತಾಂಶಗಳ ಉಗಮ,డేటా మూలం
ದತ್ತಾಂಶಗಳ ಉತ್ಪಾದನೆ,డేటా అవుట్పుట్
ದತ್ತಾಂಶ ಮಾರ್ಗ,డేటా మార్గం
ದತ್ತಾಂಶ ಹಂತ,డేటా దశ
ದತ್ತಾಂಶ,డేటాఫోన్
ದತ್ತಾಂಶ ಸಂಚರಣೆ,డేటా ప్లాటర్
ದತ್ತಾಂಶ ಪಾಯಿಂಟರಿ,డేటా పాయింటర్
ದತ್ತಾಂಶ ತಯಾರಿಕೆ,డేటా తయారీ
ದತ್ತಾಂಶ ತಯಾರಿಕೆ  ಸಾಧನ,డేటా తయారీ  పరికరం
ಮಾಹಿತಿ ಸಂಸ್ಕರಣೆ,డేటా ప్రాసెసింగ్
ಮಾಹಿತಿ ಸಂಸ್ಕರಣೆ  ಕೇಂದ್ರ,డేటా ప్రాసెసింగ్  కేంద్రం
ಮಾಹಿತಿ ಸಂಸ್ಕರಣೆ  ಚಕ್ರ,డేటా ప్రాసెసింగ్  చక్రం
ಮಾಹಿತಿ ಸಂಸ್ಕರಣೆ  ಯಂತ್ರ,డేటా ప్రాసెసింగ్  యంత్రం
ಮಾಹಿತಿ ಸಂಸ್ಕರಣೆ  ತಪಾಸಣೆ,డేటా ప్రాసెసింగ్  నోడ్
ಮಾಹಿತಿ ಸಂಸ್ಕರಣೆ  ನಿಲ್ದಾಣ,డేటా ప్రాసెసింగ్  స్టేషన్
ಮಾಹಿತಿ ಸಂಸ್ಕರಣೆ  ವ್ಯವಸ್ಥೆ,డేటా ప్రాసెసింగ్  వ్యవస్థ
ದತ್ತಾಂಶ ಸಂಸ್ಕಾರಕ,డేటా ప్రాసెసర్
ದತ್ತಾಂಶ ರಕ್ಷಣೆ,సమాచార రక్షణ
ದತ್ತಾಂಶ ಶುದ್ಧೀಕರಣ,డేటా శుద్దీకరణ
ದತ್ತಾಂಶ ರೇಡಿಯೋ,డేటా రేడియో
ದತ್ತಾಂಶ ರಿಸೀವರ್,డేటా రిసీవర్
ದತ್ತಾಂಶ ದಾಖಲೆ,డేటా రికార్డ్
ದತ್ತಾಂಶ ಕಡಿತ,డేటా తగ్గింపు
ನೋಂದಣಿ,డేటా రిజిస్టర్
ದತ್ತಾಂಶ ವಿಶ್ವಾಸಾರ್ಹತೆ,డేటా విశ్వసనీయత
ದತ್ತ  ನಿರೂಪಣೆ,సమాచారం  ప్రాతినిథ్యం
