Bengali,Malayalam
নিয়ন্ত্রণ,നിയന്ത്രണം
কন্টেনমেন্ট জোন,കണ്ടെയ്ൻമെന്റ് സോൺ
নিয়ন্ত্রণ বিট,നിയന്ത്രണ ബിറ്റ്
নিয়ামক বাস,കൺട്രോളർ ബസ്
নিয়ন্ত্রণ কার্ড,നിയന്ത്രണ കാർഡ്
নিয়ন্ত্রণ বর্তনী,നിയന്ത്രണ സർക്യൂട്ട്
নিয়ন্ত্রণ চাকা,നിയന്ത്രണ ചക്രം
"1. কন্ট্রোল ইঞ্জিনিয়ারিং, 2. কন্ট্রোল ইঞ্জিনিয়ারিং","1. കൺട്രോൾ എഞ്ചിനീയറിംഗ്, 2. കൺട്രോൾ എഞ്ചിനീയറിംഗ്"
নিয়ন্ত্রণ কী,നിയന്ത്രണ കീ
নিয়ন্ত্রণ যুক্তি,നിയന്ത്രണ യുക്തി
নিয়ন্ত্রণ লুপ,നിയന്ത്രണ ലൂപ്പ്
নিয়ন্ত্রণ চিহ্ন,നിയന്ത്രണ ചിഹ്നം
নিয়ন্ত্রণ অপারেশন,നിയന്ത്രണ പ്രവർത്തനം
কন্ট্রোল প্যানেল,നിയന്ത്രണ പാനൽ
নিয়ন্ত্রণ সংকেত,നിയന്ത്രണ സിഗ്നൽ
কন্ট্রোল সুইচ,നിയന്ത്രണ സ്വിച്ച്
নিয়ন্ত্রণ টেপ,നിയന്ത്രണ ടേപ്പ്
"1. কন্ট্রোল টার্মিনাল, 2. কন্ট্রোল টার্মিনাল","1. കൺട്രോൾ ടെർമിനൽ, 2. കൺട്രോൾ ടെർമിനൽ"
"1. কন্ট্রোল ইউনিট, 2. নিয়ন্ত্রণ ইউনিট","1. നിയന്ത്രണ യൂണിറ്റ്, 2. നിയന്ത്രണ യൂണിറ്റ്"
অভিন্নতা,ഒത്തുചേരൽ
সংলাপ,ഡയലോഗ്
কথোপকথন কল,സംഭാഷണ കോൾ
রূপান্তর,പരിവർത്തനം
রূপান্তরকারী,കൺവെർട്ടർ
কুকের উপপাদ্য,കുക്കിന്റെ സിദ്ധാന്തം
সহ-প্রসেসর,സഹ-പ്രൊസസർ
অনুলিপি,പകർത്തുക
কপিরাইট,പകർപ്പവകാശം
কর্ড,ചരട്
"1. কর্ডলেস টেলিফোন, 2. বেতার টেলিফোন, 3. বেতার টেলিফোন","1.കോർഡ്ലെസ്സ് ടെലിഫോൺ, 2. വയർലെസ് ടെലിഫോൺ, 3. വയർലെസ് ടെലിഫോൺ"
উপতত্ত্ব,ഉപസിദ്ധാന്തം
সংশোধন,ഭേദഗതി
"1. অব্যবহারযোগ্য, 2. বিকৃত","1. ഉപയോഗശൂന്യമായ, 2. വികലമായ"
হিসাব,കണക്കുകൂട്ടല്
স্কোরার,സ്കോറർ
কান্ট্রি কোড,രാജ്യത്തിന്റെ കോഡ്
সহবাস,സഹവർത്തിത്വം
"1. ব্যাপ্তি এলাকা, 2. সম্প্রচার","1. വ്യാപ്തി ഏരിയ, 2. പ്രക്ഷേപണം"
পতন,തകർച്ച
জটিল পথ,നിർണായക പാത
ক্রিটিক্যাল পাথ মেথড (CPM),ക്രിട്ടിക്കൽ പാത്ത് രീതി (CPM)
"1. ক্রস পরীক্ষা, 2. ক্রস পরীক্ষা","1.ക്രോസ് ടെസ്റ്റ്, 2.ക്രോസ് ടെസ്റ്റ്"
"1.ক্রস প্রোগ্রামেবল-ট্রান্সফার, 2. প্রোগ্রামেবল প্রতি","1.ക്രോസ് പ്രോഗ്രാമബിൾ-ട്രാൻസ്ഫർ, 2. ഓരോ പ്രോഗ്രാമബിൾ"
অপ্রাসঙ্গিক সংকেত,അപ്രസക്തമായ സിഗ്നൽ
অপ্রাসঙ্গিক কথাবার্তা,അപ്രസക്തമായ സംസാരം
ক্রিপ্টোগ্রাফি,ക്രിപ്റ്റോഗ്രഫി
"1. ক্রিপ্টোগ্রাফি, 2. ক্রিপ্টোগ্রাফি, 3. ক্রিপ্টোগ্রাফি","1. ക്രിപ്റ്റോഗ്രഫി, 2. ക്രിപ്റ്റോഗ്രഫി, 3. ക്രിപ്റ്റോഗ്രഫി"
মুদ্রার প্রতীক,കറൻസി ചിഹ്നം
বর্তমান ডিরেক্টরি,നിലവിലെ ഡയറക്ടറി
বর্তমান উইন্ডো,നിലവിലെ വിൻഡോ
কার্সার,കഴ്സർ
বক্ররেখা,വളവ്
"1. কাট এবং পেস্ট, 2. কাট এবং পেস্ট","1. കട്ട് ആൻഡ് പേസ്റ്റ്, 2. കട്ട് ആൻഡ് പേസ്റ്റ്"
কর্তন পদ্ধতি,കത്രിക രീതി
সাইবার,സൈബർ
সাইবার ক্যাফে,സൈബർ കഫേ
সাইবার নগদ,സൈബർ പണം
সাইবার অপরাধ,സൈബർ കുറ്റകൃത്യം
সাইবার ডালেক্স,സൈബർ ഡാലെക്സ്
সাইবার আইন,സൈബർ നിയമം
সাইবার সেক্স,സൈബർ സെക്‌സ്
"1. সাইবার সায়েন্স, 2. সাইবারনেটিক্স","1. സൈബർ സയൻസ്, 2. സൈബർനെറ്റിക്സ്"
"1.সাইবারাইজেশন, 2. সাইবারাইজেশন","1.സൈബറൈസേഷൻ, 2. സൈബറൈസേഷൻ"
সাইকেল,ചക്രം
"1.চক্র মেমরি, 2.চক্র মেমরি","1.ചക്ര സ്മരണ, 2. ചക്ര ഓർമ്മ"
চক্র ক্ষতি,സൈക്കിൾ നഷ്ടം
চক্রাকারে,സൈക്കിൾ സമയം
চক্রাকার,ചാക്രികമായ
ডেমন,പിശാച്
ডেইজি বৃত্ত,ഡെയ്സി സർക്കിൾ
ডেটা অ্যাডমিনিস্ট্রেটর,ഡാറ്റ അഡ്മിനിസ്ട്രേറ്റർ
তথ্য বরাদ্দ,ഡാറ്റ അലോക്കേഷൻ
"1. ডেটা ক্ষেত্র, 2. ডেটা ক্ষেত্র৷","1.ഡാറ്റ ഫീൽഡ്, 2.ഡാറ്റ ഫീൽഡ്"
"1.ডেটা অ্যারে, 2. ডেটা অ্যারে","1.ഡാറ്റ അറേ, 2. ഡാറ്റ അറേ"
"1.ডেটা-বেস, 2.ডাটাবেস","1.ഡാറ്റ-ബേസ്, 2.ഡാറ്റാബേസ്"
ডাটা ফ্র্যাগমেন্টেশন,ഡാറ്റ വിഘടനം
"1. ডেটা বাস, 2. ডেটা বাস","1. ഡാറ്റ ബസ്, 2. ഡാറ്റ ബസ്"
"1.ডেটা ক্যারিয়ার, 2.ডেটা ক্যারিয়ার","1.ഡാറ്റ കാരിയർ, 2.ഡാറ്റ കാരിയർ"
ডেটা সেল,ഡാറ്റ സെൽ
"1.ডেটা সিস্টেম, 2.ডেটা চ্যানেল","1.ഡാറ്റ സിസ്റ്റം, 2.ഡാറ്റ ചാനൽ"
তথ্য যোগাযোগ,ഡാറ്റ ആശയവിനിമയം
"1.ডেটা কম্প্রেশন, 2.ডেটা কম্প্রেশন","1.ഡാറ്റ കംപ്രഷൻ, 2.ഡാറ്റ കംപ്രഷൻ"
উপাত্ত ক্ষেত্র,ഡാറ്റ ഫീൽഡ്
আমার স্নাতকের,ഡാറ്റ ഫയൽ
"1. ডেটা ফ্লো, 2. ডেটা ফ্লো","1. ഡാറ്റ ഫ്ലോ, 2. ഡാറ്റ ഫ്ലോ"
"1.ডেটা ফ্লোচার্ট, 2.চার্ট","1.ഡാറ്റ ഫ്ലോചാർട്ട്, 2.ചാർട്ട്"
ডেটা অনুক্রম,ഡാറ്റ ശ്രേണി
তথ্য স্তর,ഡാറ്റ ലെവൽ
"1.ডেটা কালেকশন, 2.ডেটা লাইব্রেরি","1.ഡാറ്റ കളക്ഷൻ, 2.ഡാറ്റ ലൈബ്രറി"
ডেটা লিঙ্ক স্তর,ഡാറ്റ ലിങ്ക് ലെയർ
ডেটা লিঙ্ক লেয়ার (DLL),ഡാറ്റ ലിങ്ക് ലെയർ (DLL)
"1.ডেটা ম্যানেজমেন্ট, 2.ডেটা ম্যানেজমেন্ট","1.ഡാറ്റ മാനേജ്മെന്റ്, 2.ഡാറ്റ മാനേജ്മെന്റ്"
"1.ডেটা ক্যালকুলেশন, 2.ডেটা ক্যালকুলেশন","1.ഡാറ്റ കണക്കുകൂട്ടൽ, 2. ഡാറ്റ കണക്കുകൂട്ടൽ"
ডেটা প্রসেসিং ল্যাঙ্গুয়েজ (DML),ഡാറ്റ പ്രോസസ്സിംഗ് ലാംഗ്വേജ് (DML)
ডেটা মডেম ডেটা মডেম,ഡാറ്റ മോഡം ഡാറ്റ മോഡം
"1.ডেটা পরিবর্তন, 2.ডেটা পরিবর্তন","1.ഡാറ്റ മോഡിഫിക്കേഷൻ, 2.ഡാറ്റ മോഡിഫിക്കേഷൻ"
"1.ডেটা নেটওয়ার্ক, 2.ডেটা নেটওয়ার্ক","1.ഡാറ്റ നെറ്റ്‌വർക്ക്, 2.ഡാറ്റ നെറ്റ്‌വർക്ക്"
"1.ডেটা অপারেশন, 2.ডেটা অপারেশন","1.ഡാറ്റ ഓപ്പറേഷൻ, 2.ഡാറ്റ ഓപ്പറേഷൻ"
"1.ডেটা সংস্থা, 2. তথ্য সংস্থা","1.ഡാറ്റ ഓർഗനൈസേഷനുകൾ, 2. ഡാറ്റ ഓർഗനൈസേഷൻ"
"1. ডেটা আউটপুট, 2. ডেটা আউটপুট","1. ഡാറ്റ ഔട്ട്പുട്ട്, 2. ഡാറ്റ ഔട്ട്പുട്ട്"
"1.ডেটা পাথ, 2.ডেটা পাথ","1.ഡാറ്റ പാത്ത്, 2.ഡാറ്റ പാത്ത്"
"1.ডেটা প্রিপারেশন, 2.ডেটা প্রিপারেশন","1.ഡാറ്റ തയ്യാറാക്കൽ, 2. ഡാറ്റ തയ്യാറാക്കൽ"
"1.ডেটা প্রাইভেসি, 2.ডেটা প্রাইভেসি","1.ഡാറ്റ സ്വകാര്യത, 2.ഡാറ്റ സ്വകാര്യത"
"1. ডেটা প্রসেসর, 2. ডেটা প্রসেসর","1. ഡാറ്റാ പ്രോസസർ, 2. ഡാറ്റാ പ്രോസസർ"
"1.ডেটা সুরক্ষা, 2.ডেটা সুরক্ষা","1.ഡാറ്റ പ്രൊട്ടക്ഷൻ, 2.ഡാറ്റ പ്രൊട്ടക്ഷൻ"
"1. ডেটা রেকর্ড, 2. ডেটা রেকর্ড","1. ഡാറ്റ റെക്കോർഡ്, 2. ഡാറ്റ റെക്കോർഡ്"
"1. ডেটা পুনরুদ্ধার, 2. ডেটা পুনরুদ্ধার","1. ഡാറ്റ വീണ്ടെടുക്കൽ, 2. ഡാറ്റ വീണ്ടെടുക്കൽ"
"1. ডেটা রুটিন, 2. ডেটা রুটিন","1. ഡാറ്റ ദിനചര്യ, 2. ഡാറ്റ ദിനചര്യ"
"1.ডেটা সিকিউরিটি, 2.ডেটা সিকিউরিটি","1.ഡാറ്റ സെക്യൂരിറ്റി, 2.ഡാറ്റ സെക്യൂരിറ്റി"
"1.ডেটা সেট, 2. ডেটা সেট","1.ഡാറ്റ സെറ്റ്, 2. ഡാറ്റ സെറ്റ്"
"1.ডেটা সিগন্যাল, 2.ডেটা সিগন্যাল","1.ഡാറ്റ സിഗ്നൽ, 2.ഡാറ്റ സിഗ്നൽ"
"1. ডেটা অ্যাক্সেস, 2. ডেটা অ্যাক্সেস","1. ഡാറ്റ ആക്സസ്, 2. ഡാറ്റ ആക്സസ്"
"1.ডেটা সোর্স, 2.ডেটা সোর্স","1.ഡാറ്റ സോഴ്സ്, 2.ഡാറ്റ സോഴ്സ്"
"1.ডেটা স্পেসিফিকেশন, 2. ডেটা স্পেসিফিকেশন","1.ഡാറ്റ സ്പെസിഫിക്കേഷൻ, 2. ഡാറ്റ സ്പെസിഫിക്കേഷൻ"
"1.ডেটা সেন্টার, 2.ডেটা সেন্টার","1.ഡാറ്റ സെന്റർ, 2.ഡാറ്റ സെന്റർ"
"1. ডেটা স্টোরেজ, 2. ডেটা স্টোরেজ","1. ഡാറ്റ സ്റ്റോറേജ്, 2. ഡാറ്റ സ്റ്റോറേജ്"
ডেটা স্টোরেজ কাঠামো,ഡാറ്റ സംഭരണ ഘടന
"1. ডেটা স্ট্রাকচার, 2. ডেটা স্ট্রাকচার","1. ഡാറ്റ ഘടന, 2. ഡാറ്റ ഘടന"
"1.ডেটা স্যুইচ, 2.ডেটা সুইচ","1.ഡാറ്റ സ്വിച്ച്, 2.ഡാറ്റ സ്വിച്ച്"
"1.ডেটা টেবিল, 2.ডেটা টেবিল","1.ഡാറ്റ ടേബിൾ, 2.ഡാറ്റ ടേബിൾ"
"1.ডেটা শেষ, 2. তথ্য শেষ","1.ഡാറ്റ അവസാനം, 2. ഡാറ്റ അവസാനം"
"1. ডেটা ট্রান্সক্রিপশন, 2. ডেটা ট্রান্সক্রিপশন","1. ഡാറ്റ ട്രാൻസ്ക്രിപ്ഷൻ, 2. ഡാറ്റ ട്രാൻസ്ക്രിപ്ഷൻ"
"1.ডেটা ট্রান্সফার, 2. তথ্য স্থানান্তর","1.ഡാറ്റ ട്രാൻസ്ഫർ, 2. ഡാറ്റ കൈമാറ്റം"
"1. ডাটা ট্রান্সমিশন, 2. ডাটা ট্রান্সমিশন","1. ഡാറ്റ ട്രാൻസ്മിഷൻ, 2. ഡാറ്റ ട്രാൻസ്മിഷൻ"
"1.ডেটা ট্রান্সমিশন সিস্টেম, 2.ডেটা ট্রান্সমিশন সিস্টেম","1.ഡാറ്റ ട്രാൻസ്മിഷൻ സിസ്റ്റം, 2.ഡാറ്റ ട്രാൻസ്മിഷൻ സിസ്റ്റം"
"1. ডেটা বিন্যাস, 2. ডেটা বিন্যাস","1. ഡാറ്റ ഫോർമാറ്റ്, 2. ഡാറ്റ ഫോർമാറ്റ്"
"1. ডেটা ইউনিট, 2. ডেটা ইউনিট","1. ഡാറ്റ യൂണിറ്റ്, 2. ഡാറ്റ യൂണിറ്റ്"
"1.ডেটা ভ্যালিডেশন, 2.ডেটা ভ্যালিডেশন","1. ഡാറ്റ മൂല്യനിർണ്ണയം, 2. ഡാറ്റ മൂല്യനിർണ്ണയം"
তথ্যশালা,ഡാറ്റാബേസ്
ডাটাবেস প্রশাসন,ഡാറ്റാബേസ് അഡ്മിനിസ്ട്രേഷൻ
ডাটাবেস ডিজাইন,ഡാറ്റാബേസ് ഡിസൈൻ
ডাটাবেস ম্যানেজমেন্ট সিস্টেম,ഡാറ്റാബേസ് മാനേജ്മെന്റ് സിസ്റ്റം
"1.ডেটাগ্রেভ, 2.ডেটাগ্রেভ","1.ഡാറ്റഗ്രേവ്, 2.ഡാറ്റഗ്രേവ്"
"1. ডেটাম, 2. ডেটা","1. ഡാറ്റ, 2. ഡാറ്റ"
"1. নিষ্ক্রিয় অঞ্চল, 2. নিষ্ক্রিয় অঞ্চল","1. നിഷ്ക്രിയ മേഖല, 2. നിഷ്ക്രിയ മേഖല"
অচলাবস্থা,സ്തംഭനാവസ്ഥ
অচলাবস্থা প্রতিরোধ,സ്തംഭനാവസ്ഥ തടയൽ
ফল্ট ক্লিয়ারেন্স,തെറ്റ് ക്ലിയറൻസ്
"1. জাজমেন্ট সেল, 2. বিচার বাক্স","1. ജഡ്ജ്മെന്റ് സെൽ, 2. ജഡ്ജ്മെന്റ് ബോക്സ്"
সিদ্ধান্ত গ্রহণের প্রক্রিয়া,തീരുമാനമെടുക്കൽ പ്രക്രിയ
সিদ্ধান্ত সমর্থন সিস্টেম,തീരുമാന പിന്തുണ സിസ്റ്റം
সিদ্ধান্ত গাছ,തീരുമാന വൃക്ഷം
"1. ডিকোডার, 2. ডিকোডার","1. ഡീകോഡർ, 2. ഡീകോഡർ"
দ্রবীভূতকরণ নীতি,പിരിച്ചുവിടൽ തത്വം
ডিকোডিং,ഡീകോഡിംഗ്
ডেডিকেটেড সিস্টেম,സമർപ്പിത സംവിധാനം
ডেডিকেটেড প্রেস,സമർപ്പിത പ്രസ്സ്
ইমিউনাইজেশন ডেটা নেটওয়ার্ক (DDN),ഇമ്മ്യൂണൈസേഷൻ ഡാറ്റ നെറ്റ്‌വർക്ക് (DDN)
ইমিউনাইজেশন তথ্য সিস্টেম,പ്രതിരോധ കുത്തിവയ്പ്പ് വിവര സംവിധാനം
মিশ্রণ,സംയോജനം
বিলম্ব,കാലതാമസം
বিলম্ব পাল্টা,കാലതാമസം കൗണ്ടർ
বিলম্ব সময়,കാലതാമസം സമയം
"1.মুছুন, 2.মুছুন","1.ഇല്ലാതാക്കുക, 2.ഇല്ലാതാക്കുക"
মুছে ফেলার রেকর্ড,ഇല്ലാതാക്കൽ രേഖ
ডিলিমিটার,ഡിലിമിറ്റർ
ডেল্টা মড্যুলেশন,ഡെൽറ്റ മോഡുലേഷൻ
অনুরোধ পৃষ্ঠা,അഭ്യർത്ഥന പേജ്
কর্মক্ষমতা,പ്രകടനം
demodulation,demodulation
V- মাল্টিপ্লেক্সার,വി-മൾട്ടിപ്ലക്‌സർ
অস্বাভাবিককরণ,ഡീനോർമലൈസേഷൻ
"1. ঘনত্ব, 2. ঘনত্ব","1. സാന്ദ്രത, 2. സാന്ദ്രത"
"1. নির্ভরতা, 2. নির্ভরতা","1. ആശ്രിതത്വം, 2. ആശ്രിതത്വം"
নির্ভরশীল ইউনিট,ആശ്രിത യൂണിറ്റ്
কিউ,ക്യൂ
"1. dereference, 2. dereference","1. dereference, 2. dereference"
প্রাপ্ত গাছ,ഉരുത്തിരിഞ്ഞ വൃക്ഷം
প্রাপ্ত ক্ষেত্র,ഉരുത്തിരിഞ്ഞ ഫീൽഡ്
সাজানো সাজানো,അവരോഹണ തരം
নকশা,ഡിസൈൻ
ডেস্ক ক্যালকুলেটর,ഡെസ്ക് കാൽക്കുലേറ്റർ
ডেস্কটপ কম্পিউটার,ഡെസ്ക്ടോപ്പ് കമ്പ്യൂട്ടറുകൾ
ডেস্কটপ উপস্থাপনা,ഡെസ്ക്ടോപ്പ് അവതരണം
ডেস্কটপ পাবলিশিং,ഡെസ്ക്ടോപ്പ് പ്രസിദ്ധീകരണം
ডেস্কটপ ভিডিও,ഡെസ്ക്ടോപ്പ് വീഡിയോ
গন্তব্য ঠিকানা,ലക്ഷ്യസ്ഥാന വിലാസം
"1. ধ্বংসকারী, 2. ধ্বংসকারী","1. ഡിസ്ട്രോയർ, 2. ഡിസ്ട്രോയർ"
নির্ধারক স্বয়ংক্রিয়তা,ഡിറ്റർമിനിസ്റ്റിക് ഓട്ടോമാറ്റ
বিকাশকারী,ഡെവലപ്പർ
উন্নয়ন ব্যবস্থা,വികസന സംവിധാനം
যন্ত্র,ഉപകരണം
ডিভাইস নিয়ন্ত্রণ ইউনিট,ഉപകരണ നിയന്ത്രണ യൂണിറ്റ്
ডিভাইস নিয়ামক,ഉപകരണ കൺട്രോളർ
যন্ত্র ব্যবস্থাপনা,ഉപകരണ മാനേജ്മെന്റ്
ডিভাইস মোড,ഉപകരണ മോഡ്
রোগ নির্ণয়,രോഗനിർണയം
ডায়াগনস্টিক সিস্টেম,ഡയഗ്നോസ്റ്റിക് സിസ്റ്റം
"1. ডায়াগনস্টিকস, 2. ডায়াগনস্টিকস","1. ഡയഗ്നോസ്റ്റിക്സ്, 2. ഡയഗ്നോസ്റ്റിക്സ്"
চিত্র,ഡയഗ്രം
ডায়াল,ഡയൽ ചെയ്യുക
ডায়াল লাইন,ഡയൽ ലൈൻ
ডায়াল টোন,ഡയൽ ടോണ്
ডায়াল আপ,ഡയൽ അപ്
"1. সংলাপ, 2. কথোপকথন","1. സംഭാഷണം, 2. സംഭാഷണം"
কথোপকথন ঘর,സംഭാഷണ മുറി
ডায়ালআপ মডেম,ഡയലപ്പ് മോഡം
বীমা,ഇൻഷുറൻസ്
অভিধান,നിഘണ്ടു
"1. ডিফারেনশিয়াল, 2. পৃথকীকরণ","1. ഡിഫറൻഷ്യൽ, 2. വ്യത്യാസം"
সংখ্যাসূচক,സംഖ്യാപരമായ
ডিজিটাল সিস্টেম,ഡിജിറ്റൽ സംവിധാനം
ডিজিটাল সার্কিট,ഡിജിറ്റൽ സർക്യൂട്ട്
ডিজিটাল কম্পিউটার,ഡിജിറ്റൽ കമ്പ്യൂട്ടർ
"1.ডিজিটাল ডেটা, 2.ডিজিটাল ডেটা","1.ഡിജിറ്റൽ ഡാറ്റ, 2.ഡിജിറ്റൽ ഡാറ്റ"
ডিজিটাল সুবিধা,ഡിജിറ്റൽ സൗകര്യം
ডিজিটাল ফিল্টার,ഡിജിറ്റൽ ഫിൽട്ടർ
ডিজিটাল লাইব্রেরি,ഡിജിറ്റൽ ലൈബ്രറി
ডিজিটাল মড্যুলেশন,ഡിജിറ്റൽ മോഡുലേഷൻ
"1. ডিজিটাল ডিসপ্লে, 2. ডিজিটাল মনিটর","1. ഡിജിറ്റൽ ഡിസ്പ്ലേ, 2. ഡിജിറ്റൽ മോണിറ്റർ"
ডিজিটাল ইমেজ,ഡിജിറ്റൽ ചിത്രം
"1. ডিজিটাল স্বাক্ষর, 2. ডিজিটাল স্বাক্ষর","1. ഡിജിറ്റൽ സിഗ്നേച്ചർ, 2. ഡിജിറ്റൽ സിഗ്നേച്ചർ"
ডিজিটাল সুইচ,ഡിജിറ്റൽ സ്വിച്ച്
ডিজিটাল এনালগ রূপান্তরকারী,ഡിജിറ്റൽ അനലോഗ് കൺവെർട്ടർ
ডিজিটাইজেশন,ഡിജിറ്റൈസേഷൻ
ডিজিটাইজেশন,ഡിജിറ്റൈസേഷൻ
ডিজিটাইজার,ഡിജിറ്റൈസർ
ডায়োড,ഡയോഡ്
প্রথম দৃষ্টিতে,പ്രഥമദൃഷ്ട്യാ
সরাসরি ঠিকানা,നേരിട്ടുള്ള വിലാസം
সরাসরি রূপান্তর,നേരിട്ടുള്ള പരിവർത്തനം
সরাসরি সংযোগ,നേരിട്ടുള്ള സംയോജനം
"1. সরাসরি মেমরি অ্যাক্সেস, 2. সরাসরি মেমরি অ্যাক্সেস (DMA)","1. ഡയറക്ട് മെമ്മറി ആക്സസ്, 2. ഡയറക്ട് മെമ്മറി ആക്സസ് (DMA)"
সরাসরি মেমরি অ্যাক্সেস (DMA),ഡയറക്ട് മെമ്മറി ആക്സസ് (DMA)
সরাসরি পদ্ধতি,നേരിട്ടുള്ള രീതി
দিকনির্দেশ,ദിശകൾ
ডিরেক্টরি,ഡയറക്ടറി
"1. ডিরেক্টরি সার্ভার, 2. ডিরেক্টরি সার্ভার","1. ഡയറക്ടറി സെർവർ, 2. ഡയറക്ടറി സെർവർ"
ডিরেক্টরি সেবা,ഡയറക്ടറി സേവനം
অক্ষম,സാധ്യമല്ല
অক্ষম সংকেত,സിഗ്നൽ പ്രവർത്തനരഹിതമാക്കുന്നു
"1. সংযোগ বিচ্ছিন্ন, 2. সংযোগ বিচ্ছিন্ন","1. വിച്ഛേദിക്കൽ, 2. വിച്ഛേദിക്കൽ"
"1. বিচ্ছিন্ন, 2. বিযুক্ত","1. ഡിസ്ക്രീറ്റ്, 2. ഡിസ്ക്രീറ്റ്"
"1. ডিস্ক, 2. ডিস্ক","1. ഡിസ്ക്, 2. ഡിസ്ക്"
"1. ডিস্ক ঠিকানা, 2. ডিস্ক ঠিকানা","1. ഡിസ്ക് വിലാസം, 2. ഡിസ്ക് വിലാസം"
"1. ডিস্ক অ্যারে, 2. ডিস্ক অ্যারে","1. ഡിസ്ക് അറേ, 2. ഡിസ്ക് അറേ"
"1. ডিস্ক ক্ষমতা, 2. ডিস্ক ক্ষমতা","1. ഡിസ്ക് ശേഷി, 2. ഡിസ്ക് ശേഷി"
"1. ডিস্ক ড্রাইভার, 2. ডিস্ক ড্রাইভ","1. ഡിസ്ക് ഡ്രൈവർ, 2. ഡിസ്ക് ഡ്രൈവ്"
ডিস্ক ফাইল,ഡിസ്ക് ഫയൽ
"1. ডিস্ক মেমরি, 2. ডিস্ক মেমরি, 3. ডিস্ক মেমরি, 4. ডিস্ক মেমরি","1. ഡിസ്ക് മെമ്മറി, 2. ഡിസ്ക് മെമ്മറി, 3. ഡിസ്ക് മെമ്മറി, 4. ഡിസ്ക് മെമ്മറി"
ডিস্ক অপারেটিং সিস্টেম (DoS),ഡിസ്ക് ഓപ്പറേറ്റിംഗ് സിസ്റ്റം (DoS)
ডিস্ক প্যাকেজ,ഡിസ്ക് പാക്കേജ്
"1.চক্রিকা সার্ভার, 2.ডিস্ক সার্ভার","1.ചക്രിക സെർവർ, 2.ഡിസ്ക് സെർവർ"
"1. ডিস্ক স্টোরেজ, 2. ডিস্ক স্টোরেজ","1. ഡിസ്ക് സംഭരണം, 2. ഡിസ്ക് സംഭരണം"
ডিস্কেট,ഡിസ്കെറ്റ്
প্রদর্শন ফাইল,ഫയൽ പ്രദർശിപ്പിക്കുക
প্রদর্শন চিত্র,ചിത്രം പ്രദർശിപ്പിക്കുക
নিষ্পত্তি,നിർമാർജനം
দূরত্ব,ദൂരം
দূরত্ব ফাংশন,ദൂരം പ്രവർത്തനം
বিকৃতি,വളച്ചൊടിക്കൽ
বিতরণ করা,എത്തിച്ചു
বিতরণ করা তথ্য,വിതരണം ചെയ്ത ഡാറ്റ
বিতরণ করা সার্ভার,വിതരണം ചെയ്ത സെർവർ
"1.ডিস্ট্রিবিউটেড সিস্টেম, 2.ডিস্ট্রিবিউটেড সিস্টেম","1.ഡിസ്ട്രിബ്യൂട്ടഡ് സിസ്റ്റം, 2.ഡിസ്ട്രിബ്യൂട്ടഡ് സിസ്റ്റം"
পরিবেশক,വിതരണക്കാരൻ
নথি,പ്രമാണം
নথি স্বীকৃত,പ്രമാണം അംഗീകൃത
"1. ডকুমেন্ট উইন্ডো, 2. ডকুমেন্ট উইন্ডো","1. ഡോക്യുമെന്റ് വിൻഡോ, 2. ഡോക്യുമെന്റ് വിൻഡോ"
ডকুমেন্টেশন,പ്രമാണീകരണം
"ডোমেইন, ডোমেইন","ഡൊമെയ്ൻ, ഡൊമെയ്ൻ"
ডোমেন নাম,ഡൊമെയ്ൻ നാമം
"1. ডট ম্যাট্রিক্স প্রিন্টার, 2. ডট ম্যাট্রিক্স প্রিন্টার","1. ഡോട്ട് മാട്രിക്സ് പ്രിന്റർ, 2. ഡോട്ട് മാട്രിക്സ് പ്രിന്റർ"
"নীচে, নীচে","താഴെ, താഴെ"
"1.Avallink, 2.Square","1.അവലിങ്ക്, 2.ചതുരം"
ডাউনলোড,ഡൗൺലോഡ്
ডাউনলোড সময়,ഡൗൺലോഡ് സമയം
আকর্ষণ,ട്രാക്ഷൻ
DRAM (ডাইনামিক RAM),DRAM (ഡൈനാമിക് റാം)
রানঅফ,ഒഴുക്ക്
ড্রাইভার,ഡ്രൈവർ
পাতা,ഇലകൾ
ড্রপ লিস্ট বক্স,ഡ്രോപ്പ് ലിസ്റ്റ് ബോക്സ്
ড্রাম ড্রাইভ,ഡ്രം ഡ്രൈവ്
"1.ড্রাম প্রিন্টার, 2.ড্রাম প্রিন্টার","1.ഡ്രം പ്രിന്റർ, 2.ഡ്രം പ്രിന്റർ"
"1. আইএম ইউনিট, 2. ড্রাম ইউনিট","1. Im യൂണിറ്റ്, 2. ഡ്രം യൂണിറ്റ്"
"1. দ্বৈততা, 2. দ্বি","1. ദ്വൈതത, 2. ദ്വി"
দ্বৈত ঘনত্ব,ഇരട്ട സാന്ദ്രത
"1. নীরব ঠিকানা, 2. জাল ঠিকানা","1. നിശബ്ദ വിലാസം, 2. വ്യാജ വിലാസം"
ডাম্প,തള്ളുക
ডুপ্লেক্স সার্কিট,ഇരട്ട സർക്യൂട്ട്
বৈধকরণ,നിയമവിധേയമാക്കൽ
কী কী,കീ കീ
"1.D V D R./W, 2. ডিভিডি রিডিং, 3. লেখা","1.D V D R./W, 2. ഡിവിഡി വായന, 3. എഴുത്ത്"
ডিভিডি রম,ഡിവിഡി റോം
