Tamil,Odiya
உருவாக்கம்,ଗଠନ
நுகர்வோர் விருப்பத்தேர்வுகள்,ଗ୍ରାହକ ପସନ୍ଦ
நுகர்வு செயல்பாடு,ବ୍ୟବହାର କାର୍ଯ୍ୟ
தொடுகோடு கோணம்,ଟାଙ୍ଗେଣ୍ଟ୍ କୋଣ |
தொடர்பு புள்ளி,ଯୋଗାଯୋଗ ବିନ୍ଦୁ
அடங்கியுள்ளது,ଧାରଣ କରିଛି |
இணைப்பு அட்டவணை,ଅନୁବନ୍ଧିତ ସାରଣୀ |
தொடர்ச்சியான இயக்கவியல்,ନିରନ୍ତର ଯାନ୍ତ୍ରିକ |
வெவ்வேறு நிதி,ବିଭିନ୍ନ ଅର୍ଥ
நிதி தயாரிப்பு,ଆର୍ଥିକ ଉତ୍ପାଦ
"தொடர்ச்சி, தொடர்ச்சி","ନିରନ୍ତର, ନିରନ୍ତର |"
செயல்பாடுகளின் தொடர்ச்சி,କାର୍ଯ୍ୟଗୁଡ଼ିକର ନିରନ୍ତର |
தொடர்ச்சியான சோதனை,ନିରନ୍ତର ପରୀକ୍ଷା |
"தொடர்ச்சியான, உடைக்கப்படாத, உடைக்கப்படாத, தொடர்ச்சியான, தொடர்ச்சியான","ନିରନ୍ତର, ଅବିଭକ୍ତ, ଭଙ୍ଗା, ନିରନ୍ତର, ନିରନ୍ତର |"
தொடர்ச்சியான வழித்தோன்றல்,କ୍ରମାଗତ ଡେରିଭେଟିଭ୍ |
தொடர்ச்சியான விநியோகம்,ନିରନ୍ତର ବଣ୍ଟନ |
தொடர்ந்து மேலே,କ୍ରମାଗତ ଉପରେ |
தொடர்ச்சியான செயல்பாடு,ନିରନ୍ତର କାର୍ଯ୍ୟ
தொடர்ந்து வேறுபடக்கூடியது,କ୍ରମାଗତ ଭାବରେ ଭିନ୍ନକ୍ଷମ |
தொடர்ச்சியான வரைபடம்,ନିରନ୍ତର ମାନଚିତ୍ର
தொடர்ச்சியான மேப்பிங்,କ୍ରମାଗତ ମ୍ୟାପିଙ୍ଗ୍ |
தொடர்ச்சியான நிகழ்தகவு அடர்த்தி செயல்பாடு,ନିରନ୍ତର ସମ୍ଭାବ୍ୟତା ସାନ୍ଧ୍ରତା କାର୍ଯ୍ୟ |
தொடர்ச்சியான நிகழ்தகவு விநியோகம்,ନିରନ୍ତର ସମ୍ଭାବ୍ୟ ବଣ୍ଟନ |
தொடர்ச்சியான சீரற்ற மாறி,କ୍ରମାଗତ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
தொடர்ச்சியான மாதிரி இடம்,ନିରନ୍ତର ନମୁନା ସ୍ଥାନ |
தொடர்ச்சியான மாறி,କ୍ରମାଗତ ଭେରିଏବଲ୍ |
தொடர்ச்சியான அலை,କ୍ରମାଗତ ତରଙ୍ଗ |
"தொடர்ச்சி, தொடர்ச்சி","ନିରନ୍ତର, ନିରନ୍ତର |"
தொடர்ச்சியான கோட்பாடு,କ୍ରମାଗତ ଆକ୍ସିୟମ୍ |
உண்மையான எண் தொகுப்பு,ପ୍ରକୃତ ସଂଖ୍ୟା ସେଟ୍ |
தொடர்ச்சியான கொள்கை,ନିରନ୍ତର ନୀତି |
விளிம்பு ஒருங்கிணைப்பு,ବିଷୟବସ୍ତୁ ସଂଯୋଗ
சுருக்க வரைபடம்,ସଂକୋଚନ ମ୍ୟାପିଂ |
எதிர்க்கவும்,ବିରୋଧ କରନ୍ତୁ |
பிரதிபலிப்பு,ପ୍ରତିଫଳନ
கட்டுப்பாடு,ନିୟନ୍ତ୍ରଣ
கட்டுப்பாட்டு விளக்கப்படம்,ନିୟନ୍ତ୍ରଣ ଚାର୍ଟ
சராசரி கட்டுப்பாட்டு விளக்கப்படம்,ଅର୍ଥର ନିୟନ୍ତ୍ରଣ ଚାର୍ଟ |
குறைபாடுகள் கட்டுப்பாடு,ତ୍ରୁଟି ନିୟନ୍ତ୍ରଣ |
வளாகத்தின் கட்டுப்பாடு,ପରିସର ନିୟନ୍ତ୍ରଣ |
மாறிகள் கட்டுப்பாடு,ଭେରିଏବଲ୍ସର ନିୟନ୍ତ୍ରଣ
"குவிய, குவிய","ଏକତ୍ର କରିବାକୁ, ଏକତ୍ର କରିବାକୁ |"
குவிதல் என்று பொருள்,ଅର୍ଥ ସମ୍ମିଶ୍ରଣ |
சதுரம் என்றால் ஒன்றிணைதல்,ବର୍ଗର ଅର୍ଥ ସମ୍ମିଶ୍ରଣ |
நிகழ்தகவில் ஒன்றிணைதல்,ସମ୍ଭାବ୍ୟତାରେ ସମ୍ମିଶ୍ରଣ |
ஒருங்கிணைப்பு வரம்பு,ସମ୍ମିଶ୍ରଣ ସୀମା |
குவிதல் ஆரம்,ସମ୍ମିଶ୍ରଣ ବ୍ୟାସାର୍ଦ୍ଧ |
ஒன்றிணைந்த பகுதி,ସମ୍ମିଶ୍ରଣ ଅଞ୍ଚଳ |
"ஒருங்கிணை (ver.), converge (n.)","ଏକତ୍ର କର (ver।), ଏକତ୍ର କର (n।)"
குவிந்த வரிசை,ସମ୍ମିଳିତ କ୍ରମ |
குவிந்த தொடர்,ସମ୍ମିଳିତ କ୍ରମ |
"எதிர், எதிர்","ବିପରୀତ, ବିପରୀତ"
"மாறாக, வைத்யாசனே","ଅପରପକ୍ଷେ, Vytyasane"
மாற்று பின்னம்,ରୂପାନ୍ତର ଭଗ୍ନାଂଶ |
மாற்று அட்டவணை,ରୂପାନ୍ତର ସାରଣୀ |
விலகி எதிர்கொள்ளும்,ଦୂରକୁ ମୁହାଁଇଲେ |
எதிர்கொள்ளும் உடல்,ଶରୀର ଆଡକୁ |
எதிர் கலவை,ବିପରୀତ ମିଶ୍ରଣ |
எதிர்கொள்ளும் கவர்,ମୁହାଁ କଭର |
மாறுபட்ட செயல்பாடு,ବିଭ୍ରାନ୍ତିକର କାର୍ଯ୍ୟ |
நேரியல் திரட்சியை எதிர்கொள்ளும்,ର ar ଖ୍ୟ ସଂଗ୍ରହର ସମ୍ମୁଖୀନ |
நேரியல் நிரலாக்கத்தை எதிர்கொள்ளும்,ର line ଖ୍ୟ ପ୍ରୋଗ୍ରାମିଂର ସମ୍ମୁଖୀନ |
தொலைதூர மக்களை எதிர்கொள்கிறது,ଦୂରତା ଜନସଂଖ୍ୟା
எதிர்கொள்ளும் பாலிஹெட்ரான்,ପଲିହେଡ୍ରନ୍ ସମ୍ମୁଖୀନ |
நிரலாக்கத்தை எதிர்கொள்கிறது,ଅଗ୍ରଗାମୀ ପ୍ରୋଗ୍ରାମିଂ |
எதிர்கொள்ளும் பகுதி,ମୁହାଁମୁହିଁ ଅଞ୍ଚଳ |
எதிர்கொள்ளும் தொகுப்பு,ମୁହାଁ ସେଟ୍ |
வெப்பச்சலனம்,ସଂକଳନ
ஒருங்கிணைந்த ஒருங்கிணைப்பு,ସମ୍ମିଶ୍ରଣ ଅବିଚ୍ଛେଦ୍ୟ |
சுருக்க தேற்றம்,ସଙ୍କୋଚନ ଥିଓରେମ୍ |
"ஒருங்கிணைப்பு, ஒருங்கிணைப்பு, இணைவு","ସଂଯୋଜନା, ସଂଯୋଜନା, କୋଭାରିଆନ୍ସ |"
இயக்குனர் அச்சு,ନିର୍ଦ୍ଦେଶକ ଅକ୍ଷ
ஒருங்கிணைப்பு வடிவியல்,ଜ୍ୟାମିତିକୁ ସଂଯୋଜନା କରନ୍ତୁ |
ஒருங்கிணைப்பு விமானம்,ସମତଳ ବିମାନ
ஒருங்கிணைப்புகள்,ସଂଯୋଜନା
"ஒருங்கிணைப்பு அமைப்பு, அறிவுறுத்தல் அமைப்பு","ସଂଯୋଜନା ପ୍ରଣାଳୀ, ନିର୍ଦ୍ଦେଶ ପ୍ରଣାଳୀ |"
கோப்பர்நிக்கஸ்-உடல்,କପର୍ନିକସ୍-ଶରୀର |
பிளானர்,ପ୍ଲାନାର୍ |
கோப்ளனார் படை,କପ୍ଲାନାର୍ ଫୋର୍ସ |
சமதளம்,ସମତଳତା |
முதன்மை எண்,ମୌଳିକ ସଂଖ୍ୟା
"திருத்தம் பெருக்கி, திருத்தம் பெருக்கி","ସଂଶୋଧନ ଗୁଣକର୍ତ୍ତା, ସଂଶୋଧନ ଗୁଣକର୍ତ୍ତା |"
சரியான தீர்வு,ସଠିକ୍ ସମାଧାନ |
இணை உறவு,ସହ-ସମ୍ପର୍କ
தொடர்பு குணகம்,ସଂଶୋଧନ ଗୁଣବତ୍ତା
தொடர்பு வரைபடம்,ସମ୍ପର୍କ ଚିତ୍ର
தொடர்பு செயல்பாடு,ସମ୍ପର୍କ କାର୍ଯ୍ୟ
"தொடர்பு அணி, தொடர்பு அணி","ସମ୍ପର୍କ ମେଟ୍ରିକ୍ସ, ସମ୍ପର୍କ ମେଟ୍ରିକ୍ସ |"
தொடர்பு விகிதம்,ସମ୍ପର୍କ ଅନୁପାତ |
தொடர்பு வரைபடம்,ସମ୍ପର୍କ ଚିତ୍ର
தொடர்பு-பட பகுப்பாய்வு,ସମ୍ପର୍କ-ଚିତ୍ର ବିଶ୍ଳେଷଣ |
"ஒத்துப்போக, ஒத்துப்போக","to correspond, to correspond"
சங்க விதிகள்,ସଙ୍ଗଠନର ନିୟମ |
தொடர்புடைய கோணம்,ଅନୁରୂପ କୋଣ |
இணக்கமான பக்கம்,ସୁସଙ୍ଗତ ପାର୍ଶ୍ୱ |
அமைக்கப்பட்டது,ସେଟ୍ କରନ୍ତୁ |
"கொசைன், கோடிசியா","କୋସାଇନ୍, କୋଟିଜିଆ"
கொசைன் விதி,କୋସାଇନ୍ ନିୟମ |
செலவு பகுப்பாய்வு,ମୂଲ୍ୟ ବିଶ୍ଳେଷଣ |
செலவு அதிகரிப்பு,ମୂଲ୍ୟ ସର୍ବାଧିକ
எண்ணக்கூடிய கோட்பாடு,ଗଣନା ଯୋଗ୍ୟତା
எண்ணத்தக்க,ଗଣନାଯୋଗ୍ୟ
கணக்கிடக்கூடிய சேர்க்கை,ଗଣନା ଯୋଗ୍ୟ ଯୋଗୀ |
கணக்கிடக்கூடிய அடிப்படை,ଗଣନାଯୋଗ୍ୟ ଆଧାର |
கணக்கிடக்கூடிய அடிப்படை,ଗଣନାଯୋଗ୍ୟ ଆଧାର |
கணக்கிடக்கூடிய தொகுப்பு,ଗଣନାଯୋଗ୍ୟ ସେଟ୍ |
எண்ணத்தக்க அளவில் எல்லையற்றது,ଅସଂଖ୍ୟ |
"கால்குலேட்டர், பேனல், கவுண்டர்","କାଲକୁଲେଟର, ପ୍ୟାନେଲ୍, କାଉଣ୍ଟର |"
எதிரெதிர் திசை விரயம்,ଘଣ୍ଟା ବୁଲାଇ ଅପଚୟ |
எதிர் உதாரணம்,କାଉଣ୍ଟର ନମୁନା |
இணை மாறுபாடு,କୋଭାରିଆନ୍ସ |
இணைவு விதி,କୋଭାରିଆନ୍ସ ନିୟମ |
covariance matrix,କୋଭାରିଆନ୍ସ ମ୍ୟାଟ୍ରିକ୍ସ |
இணைவு முறை,କୋଭାରିଆନ୍ସ ପଦ୍ଧତି |
இணைவு முறை,କୋଭାରିଆନ୍ସ ପଦ୍ଧତି |
க்ரேமர் சட்டம்,କ୍ରାମରଙ୍କ ନିୟମ |
க்ரேமர்-ராவ் சமத்துவமின்மை,କ୍ରାମର-ରାଓ ଅସମାନତା |
புறநிலை செயல்பாடு,ଅବଜେକ୍ଟିଭ୍ ଫଙ୍କସନ୍
முக்கியமான கோணம்,ଜଟିଳ କୋଣ
முக்கியமான புள்ளி,ଜଟିଳ ବିନ୍ଦୁ |
செயல்பாட்டின் முக்கிய புள்ளி,କାର୍ଯ୍ୟର ଜଟିଳ ବିନ୍ଦୁ |
முக்கிய மதிப்பு,ଜଟିଳ ମୂଲ୍ୟ
முக்கியமான வேகம்,ଜଟିଳ ବେଗ
தலைகீழ் தொடர்பு செயல்பாடு,ଓଲଟା ସମ୍ପର୍କ କାର୍ଯ୍ୟ |
"vector-product, vector-product","ଭେକ୍ଟର-ଉତ୍ପାଦ, ଭେକ୍ଟର-ଉତ୍ପାଦ |"
இடி மின்னல் விகிதம்,ବଜ୍ରପାତ ଅନୁପାତ |
குறுக்கு வெட்டு,କ୍ରସ୍ ବିଭାଗ
குறியாக்கவியல்,କ୍ରିପ୍ଟୋଗ୍ରାଫି
"கன சதுரம், கன சதுரம்","କ୍ୟୁବ୍, କ୍ୟୁବ୍"
கனசதுர எண்,କ୍ୟୁବ୍ ନମ୍ବର |
கன வேர்,କ୍ୟୁବ୍ ମୂଳ |
"கன சதுரம், கனசதுரம், கன சதுரம், இருபடி, முக்கோணம், கன சதுரம்","କ୍ୟୁବ୍, ଘନ, ଘନ, ଚତୁର୍ଥାଂଶ, ଟ୍ରାଇଗୋନାଲ୍, ଘନ |"
"கன சதுரம், கன சதுரம், கன சதுரம்","କ୍ୟୁବ୍, କ୍ୟୁବ୍, ଘନ |"
இருபடி சமன்பாடு,ଚତୁର୍ଭୁଜ ସମୀକରଣ |
கன அங்குலங்கள்,ଘନ ଇଞ୍ଚ |
கன மீட்டர்,ଘନ ମିଟର
இருபடி பரவளைய,ଚତୁର୍ଭୁଜ ପାରାବୋଲା |
கன வேர்,କ୍ୟୁବ୍ ମୂଳ |
மூன்று கால,ତ୍ରିଗୁଣ ଅବଧି
ஆர்த்தோகனல் இணை,orthogonal ସମାନ୍ତରାଳ |
"ஒட்டுமொத்தமாக தொகுக்கப்பட்டது,",ସଂକଳିତ ସଂକଳିତ
ஒட்டுமொத்த வளைவு,ସଂକଳନ ବକ୍ର
ஒட்டுமொத்த விநியோக செயல்பாடு,ସଂକଳନ ବଣ୍ଟନ କାର୍ଯ୍ୟ
ஒட்டுமொத்த அதிர்வெண்,ସଂଗୃହିତ ଫ୍ରିକ୍ୱେନ୍ସି |
ஒட்டுமொத்த அதிர்வெண் செயல்பாடு,ସଂକଳନ ଫ୍ରିକ୍ୱେନ୍ସି ଫଙ୍କସନ୍
ஒட்டுமொத்த அலைவரிசை வரைபடம் ஒட்டுமொத்த அலைவரிசை வரைபடம்,ସଂଗୃହିତ ଫ୍ରିକ୍ୱେନ୍ସି ଗ୍ରାଫ୍ କ୍ୟୁମୁଲେଟିଭ୍ ଫ୍ରିକ୍ୱେନ୍ସି ଗ୍ରାଫ୍ |
ஒட்டுமொத்த நிகழ்தகவு செயல்பாடு,ସଂକଳନ ସମ୍ଭାବ୍ୟ କାର୍ଯ୍ୟ
"கார்ல், குண்டல்","କର୍ଲ, କ୍ୱିଣ୍ଟାଲ୍ |"
இரு இணை வளைவு,ଦ୍ୱିପାକ୍ଷିକ ବକ୍ର
திசையன் சுருட்டை,ଭେକ୍ଟର୍ କର୍ଲ୍ |
"வில், வளைவு","ଧନୁ ବନ୍ଧନୀ, ଆର୍"
ஓடை,stream ରଣା
நகரும் புள்ளி,ଚଳନ ବିନ୍ଦୁ |
வளைவு,ବକ୍ରତା
வளைவு விளைவு,ବକ୍ର ପ୍ରଭାବ
வளைவு,ବକ୍ର
வளைந்த கோடு,ବକ୍ର ରେଖା
வளைவு தடமறிதல்,ବକ୍ର ଅନୁସନ୍ଧାନ
வளைவான அறிகுறி,curvilinear asymptote |
வளைவு ஆயத்தொகுப்புகள்,curvilinear coordinates
வளைவு பின்னடைவு,କର୍ଭିଲାଇନ୍ ରିଗ୍ରେସନ୍ |
"நீர்வீழ்ச்சி, cusp","ଅସ୍ପଷ୍ଟ, କସପ |"
"சக்கரம், சுழற்சி, சுழற்சி, வார்ப்பு சக்கரம், சுருக்க சக்கரம்","ଚକ, ଘୂର୍ଣ୍ଣନ, ଚକ୍ର, କାଷ୍ଟିଂ ଚକ, ସଙ୍କୋଚନ ଚକ |"
சுழற்சி மாறுபாடு,ଚକ୍ରବର୍ତ୍ତୀ ଭିନ୍ନତା |
சுழற்சி திசையன் தயாரிப்பு,ସାଇକ୍ଲିକ୍ ଭେକ୍ଟର ଉତ୍ପାଦ |
சுழற்சி தேவை,ଚକ୍ରବର୍ତ୍ତୀ ଚାହିଦା |
சுழற்சி வெளிப்பாடு,ଚକ୍ରବର୍ତ୍ତୀ ଅଭିବ୍ୟକ୍ତି |
சுழற்சி குழு,ଚକ୍ରବର୍ତ୍ତୀ ଗୋଷ୍ଠୀ |
சுழற்சி வரிசைமாற்றம்,ଚକ୍ରବ୍ୟୁହ
"cycloid, cycloid","ସାଇକ୍ଲୋଏଡ୍, ସାଇକ୍ଲୋଏଡ୍ |"
"உருளை, உருளை","ସିଲିଣ୍ଡର, ସିଲିଣ୍ଡର"
"உருளை, உருளை, உருளை, உருளை","ସିଲିଣ୍ଡ୍ରିକ୍, ସିଲିଣ୍ଡର, ସିଲିଣ୍ଡ୍ରିକ୍, ସିଲିଣ୍ଡର |"
சிலிண்டர் பக்கம்,ସିଲିଣ୍ଡର ପୃଷ୍ଠା |
"பூஜ்யம், மறைக்குறியீடு","ଶୂନ, ସାଇଫର୍"
தில்பெர்ட்டின் கோட்பாடு,ଦିଲବର୍ଟଙ୍କ ଉପଦେଶ |
எளிமையான ஹார்மோனிக் இயக்கத்தை குறைக்கிறது,ସରଳ ହରମୋନିକ୍ ଗତି
damping மாறிலி,ଡମ୍ପିଂ ସ୍ଥିର |
"தத், உபாட்டா, டேட்டா, டிரஸ்ட்","ଦତ୍ତ, ଉପାଟା, ତଥ୍ୟ, ବିଶ୍ୱାସ |"
தத் முயற்சி,ଦତ୍ତ କାର୍ଯ୍ୟ
நம்பிக்கை வள அமைப்பு,ବିଶ୍ୱାସ ଉତ୍ସ ପ୍ରଣାଳୀ
தரவு செயலி,ଡାଟା ସଞ୍ଚାଳକ
தரவுத்தாள்,ତଥ୍ୟ ଫର୍ଦ୍ଦ
தசாகோணம்,ଡିକାଗନ୍ |
டெகாகிராம்,ଡେକାଗ୍ରାମ୍ |
தசமீட்டர்,ଡ଼େସିମିଟର |
சிதைவு குறியீடு,କ୍ଷୟ ସୂଚକାଙ୍କ |
சிதைவு வளைவு,କ୍ଷୟ ବକ୍ର
நேர்த்தியான செயல்பாடு,ସୁନ୍ଦର କାର୍ଯ୍ୟ
தேசிகிராம்,desigram
தசம,ଦଶମିକ
"தசம, தசம","ଦଶମିକ, ଦଶମିକ"
தசம குறியீடு,ଦଶମିକ କୋଡ୍
தசம குறியிடப்பட்ட இலக்கம்,ଦଶମିକ କୋଡେଡ୍ ଅଙ୍କ |
தசம விரிவாக்கம்,ଦଶମିକ ବିସ୍ତାର
தசம பின்னம்,ଦଶମିକ ଭଗ୍ନାଂଶ
தசம குறியீடு அமைப்பு,ଦଶମିକ ନୋଟେସନ୍ ସିଷ୍ଟମ୍ |
தசம குறியீடு அமைப்பு,ଦଶମିକ ନୋଟେସନ୍ ସିଷ୍ଟମ୍ |
தசம புள்ளி,ଦଶମିକ ବିନ୍ଦୁ |
தசம அளவு,ଦଶମିକ ସ୍କେଲ
தசம அமைப்பு,ଦଶମିକ ସିଷ୍ଟମ୍ |
டெசிமீட்டர்,ଡ଼ିସିମିଟର |
குறியாக்கம்,ଏନକୋଡିଂ
முடிவு மாதிரி,ନିଷ୍ପତ୍ତି ମଡେଲ୍
முடிவு கோட்பாடு,ନିଷ୍ପତ୍ତି ସିଦ୍ଧାନ୍ତ |
முடிவு மாறி,ନିଷ୍ପତ୍ତି ଭେରିଏବଲ୍ |
"குறிவிலக்கி, குறிவிலக்கி","ଡିକୋଡର୍, ଡିକୋଡର୍ |"
"குறியாக்கம், குறியாக்கம்","ଏନକୋଡିଂ, ଡିକୋଡିଂ |"
பிரிக்கக்கூடிய தொகுப்பு,ପୃଥକ ସେଟ୍ |
குறைகிறது,ହ୍ରାସ ପାଉଛି
செயல்பாடு குறைகிறது,ହ୍ରାସ କାର୍ଯ୍ୟ
Dedekind-கட்,ଡେଡେକିଣ୍ଡ-କଟ୍ |
Dedekind-தேற்றம்,ଡେଡେକିଣ୍ଡ-ଥିଓରେମ୍ |
இணைத்துக்கொள்ள,ଅନ୍ତର୍ଭୂକ୍ତ କରିବାକୁ
பெருநிறுவன நடைமுறை,କର୍ପୋରେଟ୍ ଅଭ୍ୟାସ |
தவறான,ଭୁଲ
வரையறை சமன்பாடு,ସଂଜ୍ଞା ସମୀକରଣ |
திட்டவட்டமான ஒருங்கிணைந்த,ନିର୍ଦ୍ଦିଷ୍ଟ ଅବିଚ୍ଛେଦ୍ୟ |
நிலையான அணி,ସ୍ଥିର ମ୍ୟାଟ୍ରିକ୍ସ |
"வரையறை, தெளிவு, உறுதி","ସଂଜ୍ଞା, ସ୍ୱଚ୍ଛତା, ନିଶ୍ଚିତତା |"
சிதைவு வளைவு,ବିକୃତି ବକ୍ର
சிதைந்த பக்கம்,ବିକୃତ ପୃଷ୍ଠା |
"அநாகரிகம், துஷ்பிரயோகம்","ଖରାପ, ଅବମାନନା |"
போக்குவரத்து சிக்கல்களில் துல்லியமின்மை,ପରିବହନ ସମସ୍ୟାରେ ଅସ୍ପଷ୍ଟତା |
"பட்டம், பட்டம், சக்தி, பட்டம், அளவு, அளவு, பட்டம்","ଡିଗ୍ରୀ, ଡିଗ୍ରୀ, ଶକ୍ତି, ଡିଗ୍ରୀ, ପରିମାଣ, ପରିମାଣ, ଡିଗ୍ରୀ |"
வேறுபட்ட சமன்பாட்டின் சக்தி,ଭିନ୍ନକ୍ଷମ ସମୀକରଣର ଶକ୍ତି |
"சுதந்திரத்தின் அளவு, சுதந்திரத்தின் அளவு","ସ୍ୱାଧୀନତାର ଡିଗ୍ରୀ, ସ୍ୱାଧୀନତାର ଡିଗ୍ରୀ |"
பல்லுறுப்புக்கோவையின் சக்தி,ବହୁଜନର ଶକ୍ତି |
வெளியேற்றப்பட்ட பரிவாரங்கள்,ବହିଷ୍କୃତ
டெல்டா செயல்பாடு,ଡେଲଟା ଫଙ୍କସନ୍
தேவை மற்றும் பயன்பாட்டு வளைவு,ଚାହିଦା ଏବଂ ଉପଯୋଗିତା ବକ୍ର
கோரிக்கை சமன்பாடு,ଚାହିଦା ସମୀକରଣ |
கோரிக்கை செயல்பாடு,ଚାହିଦା କାର୍ଯ୍ୟ
மக்கள்தொகை ஆய்வுகள்,ଜନସଂଖ୍ୟା ଅଧ୍ୟୟନ |
மக்கள்தொகையியல்,ଜନସଂଖ୍ୟା
அறுக்கும் தேற்றம்,ମାଉର୍ ଥିଓରେମ୍ |
"நிரூபிக்க, சாட்சியமளிக்க, நிரூபிக்க","ପ୍ରଦର୍ଶନ କରିବାକୁ, ସାକ୍ଷ୍ୟ ଦେବାକୁ, ପ୍ରଦର୍ଶନ କରିବାକୁ |"
"பிரதிநிதித்துவம், ஆதாரம், ஆர்ப்பாட்டம், ஆர்ப்பாட்டம்","ପ୍ରତିନିଧିତ୍ୱ, ପ୍ରମାଣ, ପ୍ରଦର୍ଶନ, ପ୍ରଦର୍ଶନ"
பிரதிநிதித்துவ வடிவியல்,ଉପସ୍ଥାପନା ଜ୍ୟାମିତି |
ஒவ்வொரு,ପ୍ରତ୍ୟେକ
அடர்த்தியான மொத்த,ଘନ ଏଗ୍ରିଗେଟ୍ |
"அடர்த்தி, அடர்த்தி","ଘନତା, ଘନତା"
கணக்கிடக்கூடிய தொகுப்பு,ଗଣନାଯୋଗ୍ୟ ସେଟ୍ |
ஏறுவரிசை மாறிலி,ଉପର ସ୍ଥିର
சார்ந்த நிகழ்வு,ନିର୍ଭରଶୀଳ ଘଟଣା |
சார்பு சீரற்ற மாறி,ନିର୍ଭରଶୀଳ ରାଣ୍ଡମ୍ ଭେରିଏବଲ୍ |
சார்பு மாறி,ନିର୍ଭରଶୀଳ ଭେରିଏବଲ୍ |
சார்பு மாறி,ନିର୍ଭରଶୀଳ ଭେରିଏବଲ୍ |
மனச்சோர்வின் கோணம்,ଉଦାସୀନତାର କୋଣ
"derivation, derivative, வேறுபாடு","derivation, derivative, ଭିନ୍ନତା |"
"வழித்தோன்றல், வழித்தோன்றல்","derivative, derivative"
பெறப்பட்ட வரம்பு,ପ୍ରାପ୍ତ ପରିସର
பெறப்பட்ட தொகுப்பு,ନିର୍ମିତ ସେଟ୍ |
"இறங்குதல், இறங்குதல்","ଅବତରଣ, ଅବତରଣ"
இறங்கு வரிசை,ଅବତରଣ କ୍ରମ |
இறங்கு வரம்பு,ଅବତରଣ ପରିସର
திட்ட வடிவியல்,ପ୍ରୋଜେକ୍ଟିଭ୍ ଜ୍ୟାମିତି |
விளக்க மாதிரி,ବର୍ଣ୍ଣନାକାରୀ ମଡେଲ୍ |
விளக்கமான புள்ளிவிபரங்கள்,ବର୍ଣ୍ଣନାକାରୀ ପରିସଂଖ୍ୟାନ |
"வடிவமைக்க, வடிவமைக்க, வடிவமைக்க (எட்.), வடிவமைக்க, வடிவமைக்க (என்.)","ଡିଜାଇନ୍ କରିବାକୁ, ଡିଜାଇନ୍ କରିବାକୁ, ଡିଜାଇନ୍ କରିବାକୁ (ଏଡି।), ଡିଜାଇନ୍ କରିବାକୁ, ଡିଜାଇନ୍ କରିବାକୁ (n।)"
சோதனை வடிவமைப்பு,ପରୀକ୍ଷଣର ଡିଜାଇନ୍ |
மேசை கால்குலேட்டர்,ଡେସ୍କ କାଲକୁଲେଟର
"அடையாளம், கண்டறிதல்","ପରିଚୟ, ଚିହ୍ନଟ"
"நிர்ணயம் செய்பவர், தீர்மானிப்பவர், தீர்மானிப்பவர்","ନିର୍ଣ୍ଣୟକାରୀ, ନିର୍ଣ୍ଣୟକାରୀ, ନିର୍ଣ୍ଣୟକାରୀ;"
தீர்மானிக்கும் ஒழுங்கு,ନିର୍ଣ୍ଣୟ କ୍ରମ |
தீர்மானிக்க,ନିର୍ଣ୍ଣୟ କରିବାକୁ
தீர்மானிக்கும் மாதிரி,ସ୍ଥିରିକୃତ ମଡେଲ୍ |
தீர்மானிக்கும் பிரச்சனை,ସ୍ଥିରିକୃତ ସମସ୍ୟା |
விலகல்,ବ୍ୟତିକ୍ରମ
விலகல் குணகம்,ବିଘ୍ନ କୋଏଫିସିଣ୍ଟେଣ୍ଟ |
பைனரி அமைப்பு,ବାଇନାରୀ ସିଷ୍ଟମ୍ |
"மூலைவிட்ட ஹைப்போடென்யூஸ்,",ଡାଇଗୋନାଲ୍ ହାଇପୋଟେନ୍ୟୁଜ୍
அணி மூலைவிட்டமாக்கல்,ମ୍ୟାଟ୍ରିକ୍ସ ଡାଇଗୋନାଲାଇଜେସନ୍ |
"மூலைவிட்ட அணி, மூலைவிட்ட அணி","ଡାଇଗୋନାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ, ଡାଇଗୋନାଲ୍ ମ୍ୟାଟ୍ରିକ୍ସ |"
மூலைவிட்ட சமத்துவம்,ତ୍ରିକୋଣୀୟ ସମାନତା |
வரைபடம்,ଚିତ୍ର
வரைதல் முறை,ଚିତ୍ରାଙ୍କନ ପଦ୍ଧତି |
வரைகலை பிரதிநிதித்துவம்,ଆଲେଖୀକ ଉପସ୍ଥାପନା
விட்டம்,ବ୍ୟାସ
விட்டம் அமைக்கவும்,ବ୍ୟାସ ସେଟ୍ କରନ୍ତୁ |
முற்றிலும் எதிர்,ହୀରା ବିପରୀତ |
"குறுக்குவெட்டு, பகடை வீசு","କ୍ରସ୍ ଫାୟାର୍, ଫିସ୍ ପକାନ୍ତୁ |"
நீர்வீழ்ச்சி வகைப்பாடு,ଆମ୍ଫିବିଆସ୍ ବର୍ଗୀକରଣ |
"பிளவு, பாதி","ବିଭାଜନ, ଅଧା |"
அகராதி,ଅଭିଧାନ
வேறுபட்ட கணக்கீடு,ଭିନ୍ନକ୍ଷମ ଗଣନା
வகையீட்டு சமன்பாடு,ଭିନ୍ନକ୍ଷମ ସମୀକରଣ |
வேறுபட்ட சூத்திரம்,ଭିନ୍ନକ୍ଷମ ସୂତ୍ର |
