Marathi,Bengali
सतत मॅपिंग,ক্রমাগত ম্যাপিং
सतत संभाव्यता घनता कार्य,ক্রমাগত সম্ভাব্যতা ঘনত্ব ফাংশন
सतत संभाव्यता वितरण,ক্রমাগত সম্ভাব্যতা বন্টন
सतत यादृच्छिक चल,ক্রমাগত র্যান্ডম পরিবর্তনশীল
सतत नमुना जागा,ক্রমাগত নমুনা স্থান
सतत चल,ক্রমাগত পরিবর্তনশীল
सतत लहर,একটানা তরঙ্গ
"सातत्य, सातत्य","continuum, continuum"
अखंड स्वयंसिद्ध,ধারাবাহিক স্বতঃসিদ্ধ
वास्तविक-संख्या संच,বাস্তব-সংখ্যা সেট
सातत्य तत्त्व,ধারাবাহিক নীতি
समोच्च एकीकरण,কনট্যুর ইন্টিগ্রেশন
आकुंचन मॅपिंग,সংকোচন ম্যাপিং
विरोध करा,বিরোধিতা করুন
प्रतिक्षेप,প্রতিফলন
नियंत्रण,নিয়ন্ত্রণ
नियंत्रण चार्ट,নিয়ন্ত্রণ চার্ট
सरासरीचा नियंत्रण तक्ता,গড় নিয়ন্ত্রণ চার্ট
दोषांवर नियंत्रण,ত্রুটি নিয়ন্ত্রণ
परिसर नियंत्रण,প্রাঙ্গনের নিয়ন্ত্রণ
व्हेरिएबल्सचे नियंत्रण,ভেরিয়েবলের নিয়ন্ত্রণ
"अभिसरण करणे, अभिसरण करणे","to converge, to converge"
म्हणजे अभिसरण,মানে অভিসারন
चौरस म्हणजे अभिसरण,বর্গক্ষেত্র মানে অভিসরণ
संभाव्यतेमध्ये अभिसरण,সম্ভাবনার মধ্যে অভিসরণ
अभिसरण मर्यादा,অভিসার সীমা
अभिसरण त्रिज्या,অভিসার ব্যাসার্ধ
अभिसरण प्रदेश,অভিসারী অঞ্চল
"अभिसरण (ver.), अभिसरण (n.)","একত্রিত (ভার.), একত্রিত (n.)"
अभिसरण क्रम,অভিসারী ক্রম
अभिसरण मालिका,অভিসারী সিরিজ
"विरुद्ध, विरुद्ध","বিপরীত, বিপরীত"
"याउलट, व्यत्यसने","বিপরীতভাবে, Vytyasane"
रूपांतरण अपूर्णांक,রূপান্তর ভগ্নাংশ
रूपांतरण सारणी,রূপান্তর টেবিল
दूर तोंड करून,দূরে মুখোমুখি
समोरासमोर शरीर,মুখোমুখি শরীর
विरुद्ध संयोजन,বিপরীত সংমিশ্রণ
फेसिंग कव्हर,মুখোমুখি আবরণ
विचलित कार्य,বিচ্যুত ফাংশন
रेखीय संचयनास सामोरे जाणे,রৈখিক জমে সম্মুখীন
रेखीय प्रोग्रामिंगचा सामना करत आहे,রৈখিক প্রোগ্রামিং সম্মুখীন
अंतरावरील लोकसंख्येचा सामना करत आहे,দূরত্ব জনসংখ্যা সম্মুখীন
पॉलीहेड्रॉनला तोंड देत,পলিহেড্রনের মুখোমুখি
प्रोग्रामिंगचा सामना करत आहे,প্রোগ্রামিং সম্মুখীন
समोरचा प्रदेश,মুখোমুখি অঞ্চল
फेसिंग सेट,মুখোমুখি সেট
संवहन,পরিচলন
अभिसरण अविभाज्य,অভিন্নতা অবিচ্ছেদ্য
कॉम्प्रेशन प्रमेय,কম্প্রেশন উপপাদ্য
"समन्वय, समन्वय, समन्वय","সমন্বয়, সমন্বয়, সমন্বিত"
दिग्दर्शक अक्ष,পরিচালক অক্ষ
समन्वय भूमिती,স্থানাঙ্ক জ্যামিতি
समन्वय विमान,সমতল তুল্য
समन्वय,স্থানাঙ্ক
"समन्वय प्रणाली, सूचना प्रणाली","সমন্বয় ব্যবস্থা, নির্দেশ ব্যবস্থা"
copernicus-शरीर,copernicus- শরীর
प्लॅनर,প্ল্যানার
coplanar force,সমতলীয় বল
सपाटपणा,সমতলতা
मुळसंख्या,মৌলিক সংখ্যা
"सुधारणा गुणक, सुधार गुणक","সংশোধন গুণক, সংশোধন গুণক"
योग्य उपाय,সঠিক সমাধান
सह - संबंध,সহ- সম্পর্ক
सहसंबंध गुणांक,পারস্পরিক সম্পর্ক সহগ
सहसंबंध आकृती,পারস্পরিক সম্পর্ক চিত্র
सहसंबंध कार्य,পারস্পরিক সম্পর্ক ফাংশন
"सहसंबंध मॅट्रिक्स, सहसंबंध मॅट्रिक्स","কোরিলেশন ম্যাট্রিক্স, কোরিলেশন ম্যাট্রিক্স"
सहसंबंध गुणोत्तर,পারস্পরিক সম্পর্ক অনুপাত
सहसंबंध आकृती,পারস্পরিক সম্পর্ক চিত্র
सहसंबंध-चित्र विश्लेषण,পারস্পরিক সম্পর্ক-ছবি বিশ্লেষণ
"पत्रव्यवहार करणे, पत्रव्यवहार करणे","correspond, correspond"
असोसिएशनचे नियम,সমিতির নিয়ম
संबंधित कोन,সংশ্লিষ্ট কোণ
सुसंगत बाजू,সামঞ্জস্যপূর্ণ দিক
सेट,সেট
"cosine, cotizya","cosine, cotizya"
कोसाइन नियम,cosines নিয়ম
खर्च विश्लेषण,খরচ বিশ্লেষণ
जास्तीत जास्त खर्च,খরচ সর্বোচ্চকরণ
गणनाक्षमता स्वयंसिद्ध,গণনাযোগ্যতা স্বতঃসিদ্ধ
मोजण्यायोग्य,গণনার যোগ্য
मोजण्यायोग्य जोडणी,গণনাযোগ্য সংযোজন
मोजण्यायोग्य आधार,গণনাযোগ্য ভিত্তি
मोजण्यायोग्य आधार,গণনাযোগ্য ভিত্তি
मोजण्यायोग्य संच,গণনাযোগ্য সেট
मोजण्यायोग्य असीम,গণনাযোগ্যভাবে অসীম
"कॅल्क्युलेटर, पॅनेल, काउंटर","ক্যালকুলেটর, প্যানেল, কাউন্টার"
घड्याळाच्या उलट दिशेने अपव्यय,ঘড়ির কাঁটার বিপরীতে অপচয়
प्रति उदाहरण,বিপরীত উদাহরণ
सहप्रसरण,সহবাস
सहप्रसरण नियम,সহবাসের নিয়ম
सहप्रसरण मॅट्रिक्स,সহভেদাংক ম্যাট্রিক্স
सहप्रवाह पद्धत,সহবাস পদ্ধতি
सहप्रवाह पद्धत,সহবাস পদ্ধতি
क्रेमरचा कायदा,ক্রেমারের আইন
क्रेमर-राव असमानता,ক্রেমার-রাও অসমতা
वस्तुनिष्ठ कार्य,উদ্দেশ্য ফাংশন
गंभीर कोन,সংকটপূর্ণ কোণ
गंभीर मुद्दा,সমালোচনামূলক পয়েন্ট
कार्याचा गंभीर मुद्दा,ফাংশনের গুরুত্বপূর্ণ পয়েন্ট
गंभीर मूल्य,সমালোচনামূলক মান
गंभीर वेग,সমালোচনামূলক বেগ
व्यस्त सहसंबंध कार्य,বিপরীত পারস্পরিক সম্পর্ক ফাংশন
"सदिश-उत्पादन, सदिश-उत्पादन","ভেক্টর-পণ্য, ভেক্টর-পণ্য"
गडगडाट प्रमाण,বজ্রপাত অনুপাত
क्रॉस सेक्शन,প্রস্থচ্ছেদ
क्रिप्टोग्राफी,ক্রিপ্টোগ্রাফি
"घन, घन","কিউব, কিউব"
घन संख्या,ঘনক সংখ্যা
घनमूळ,ঘনমূল
"घन, घन, घन, चतुर्भुज, त्रिकोणीय, घन","ঘন, ঘন, ঘন, চতুর্ভুজ, ত্রিকোণ, ঘন"
"घन, घन, घन","কিউব, কিউব, কিউবিক"
चतुर्भुज समीकरण,দ্বিঘাত সমীকরণ
घन इंच,ঘন ইঞ্চি
क्यूबिक मीटर,ঘন মিটার
चतुर्भुज पॅराबोला,চতুর্মুখী প্যারাবোলা
घनमूळ,ঘনমূল
तिप्पट मुदत,ট্রিপল টার্ম
ऑर्थोगोनल समांतर,অর্থোগোনাল সমান্তরাল
"एकत्रित संकलित,",ক্রমবর্ধমান সংকলিত
संचयी वक्र,ক্রমবর্ধমান বক্ররেখা
संचयी वितरण कार्य,ক্রমবর্ধমান বিতরণ ফাংশন
संचयी वारंवारता,ক্রমোযোজিত গনসংখ্যা
संचयी वारंवारता कार्य,ক্রমবর্ধমান ফ্রিকোয়েন্সি ফাংশন
संचयी वारंवारता आलेख संचयी वारंवारता आलेख,ক্রমবর্ধমান ফ্রিকোয়েন্সি গ্রাফ ক্রমবর্ধমান ফ্রিকোয়েন্সি গ্রাফ
संचयी संभाव्यता कार्य,ক্রমবর্ধমান সম্ভাব্যতা ফাংশন
"कर्ल, क्विंटल","কার্ল, কুন্তল"
द्विसमांतर वक्र,দ্বি-সমান্তরাল বক্ররেখা
वेक्टर कर्ल,ভেক্টর কার্ল
"धनुष्य, कमान","নম, খিলান"
प्रवाह,প্রবাহ
गतिमान बिंदू,চলন্ত বিন্দু
वक्रता,বক্রতা
वक्रता प्रभाव,বক্রতা প্রভাব
वक्र,বক্ররেখা
वक्र रेषा,বক্র রেখা
वक्र ट्रेसिंग,বক্ররেখা ট্রেসিং
curvilinear asymptote,কার্ভিলিনিয়ার অ্যাসিম্পটোট
वक्र निर्देशांक,বক্ররেখা স্থানাঙ্ক
वक्र प्रतिगमन,বক্ররেখার রিগ্রেশন
"उभयचर, कुपी","amphibious, cusp"
"चाक, रोटेशन, सायकल, कास्टिंग व्हील, कॉम्पॅक्शन व्हील","চাকা, ঘূর্ণন, চক্র, ঢালাই চাকা, কম্প্যাকশন চাকা"
चक्रीय भिन्नता,চক্রীয় প্রকরণ
चक्रीय वेक्टर उत्पादन,চক্রীয় ভেক্টর পণ্য
चक्रीय मागणी,চক্রাকার চাহিদা
चक्रीय अभिव्यक्ती,চক্রীয় অভিব্যক্তি
चक्रीय गट,চক্রীয় গ্রুপ
चक्रीय क्रमपरिवर्तन,চক্রীয় স্থানচ্যুতি
"सायक्लोइड, सायक्लोइड","cycloid, cycloid"
"सिलेंडर, सिलेंडर","সিলিন্ডার, সিলিন্ডার"
"दंडगोलाकार, दंडगोलाकार, दंडगोलाकार, दंडगोलाकार","নলাকার, সিলিন্ডার, নলাকার, সিলিন্ডার"
सिलेंडर पृष्ठ,সিলিন্ডার পাতা
"शून्य, सायफर","শূন্য, সাইফার"
डिल्बर्टची शिकवण,ডিলবার্টের মতবাদ
ओलसर साधी हार्मोनिक गती,স্যাঁতসেঁতে সরল সুরেলা গতি
ओलसर सतत,স্যাঁতসেঁতে ধ্রুবক
"दत्त, उपट्टा, डेटा, विश्वास","দত্ত, উপত্ত, তথ্য, বিশ্বাস"
दत्त उपक्रम,দত্ত উদ্যোগ
संसाधन प्रणालीवर विश्वास ठेवा,ট্রাস্ট রিসোর্স সিস্টেম
डेटा प्रोसेसर,ডাটা প্রসেসর
माहिती पत्रक,তথ্য তালিকা
दशभुज,দশভুজ
डेकग्राम,ডেকাগ্রাম
decameter,ডেকামিটার
क्षय निर्देशांक,ক্ষয় সূচক
क्षय वक्र,ক্ষয় বক্ররেখা
मोहक कार्य,মার্জিত ফাংশন
देसीग्राम,দেশিগ্রাম
दशांश,দশমিক
"दशांश, दशांश","দশমিক, দশমিক"
दशांश कोड,দশমিক কোড
दशांश कोड केलेला अंक,দশমিক কোডেড সংখ্যা
दशांश विस्तार,দশমিক সম্প্রসারণ
दशांश अपूर्णांक,দশমিক ভগ্নাংশ
दशांश अंकन प्रणाली,দশমিক স্বরলিপি সিস্টেম
दशांश अंकन प्रणाली,দশমিক স্বরলিপি সিস্টেম
दशांश चिन्ह,দশমিক বিন্দু
दशांश स्केल,দশমিক স্কেল
दशांश प्रणाली,দশমিক সিস্টেম
डेसिमीटर,ডেসিমিটার
एन्कोडिंग,এনকোডিং
निर्णय मॉडेल,সিদ্ধান্ত মডেল
निर्णय सिद्धांत,সিদ্ধান্ত তত্ত্ব
निर्णय परिवर्तनीय,সিদ্ধান্ত পরিবর্তনশীল
"डीकोडर, डीकोडर","ডিকোডার, ডিকোডার"
"एन्कोडिंग, डीकोडिंग","এনকোডিং, ডিকোডিং"
विभक्त संच,বিভাজ্য সেট
कमी होत आहे,হ্রাস
कमी करणारे कार्य,হ্রাস ফাংশন
Dedekind-कट,ডেডেকাইন্ড-কাট
Dedekind-प्रमेय,ডেডেকাইন্ড-উপাত্ত
अंतर्भूत करणे,নিগমবদ্ধ
कॉर्पोरेट सराव,কর্পোরেট অনুশীলন
चुकीचे,অন্যায়
व्याख्यात्मक समीकरण,সংজ্ঞাগত সমীকরণ
निश्चित अविभाज्य,নির্দিষ্ট অবিচ্ছেদ্য
निश्चित मॅट्रिक्स,স্থির ম্যাট্রিক্স
"व्याख्या, स्पष्टता, निश्चितता","সংজ্ঞা, স্পষ্টতা, নিশ্চিততা"
विकृत वक्र,বিকৃতি বক্ররেখা
विकृत पृष्ठ,বিকৃত পৃষ্ঠা
"धिक्कार, लबाडी","debauchery, debauchery"
वाहतूक समस्यांमध्ये अयोग्यता,পরিবহন সমস্যায় অসম্পূর্ণতা
"पदवी, पदवी, पदवी, पदवी, प्रमाण, परिमाण, पदवी","ডিগ্রি, ডিগ্রি, শক্তি, ডিগ্রি, পরিমাণ, মাত্রা, ডিগ্রি"
विभेदक समीकरणाची शक्ती,ডিফারেনশিয়াল সমীকরণের শক্তি
"स्वातंत्र्याची पदवी, स्वातंत्र्याची पदवी","স্বাধীনতার মাত্রা, স্বাধীনতার মাত্রা"
बहुपदीची शक्ती,বহুপদী শক্তি
निष्कासित दल,বহিষ্কৃত দল
डेल्टा फंक्शन,ডেল্টা ফাংশন
मागणी आणि उपयुक्तता वक्र,চাহিদা এবং ইউটিলিটি বক্ররেখা
मागणी समीकरण,চাহিদা সমীকরণ
मागणी कार्य,চাহিদা ফাংশন
लोकसंख्याशास्त्रीय अभ्यास,ডেমোগ্রাফিক স্টাডিজ
लोकसंख्याशास्त्र,জনসংখ্যা
द-मॉवर प्रमेय,দ্যা-মাওয়ার উপপাদ্য
"दाखवणे, साक्ष देणे, दाखवणे","প্রদর্শন করা, সাক্ষ্য দেওয়া, প্রদর্শন করা"
"प्रतिनिधित्व, पुरावा, प्रात्यक्षिक, प्रात्यक्षिक","উপস্থাপনা, প্রমাণ, প্রদর্শন, প্রদর্শন"
प्रतिनिधित्व भूमिती,প্রতিনিধিত্বমূলক জ্যামিতি
प्रत्येक,প্রতি
दाट एकूण,ঘন সমষ্টি
"घनता, घनता","ঘনত্ব, ঘনত্ব"
मोजण्यायोग्य संच,গণনাযোগ্য সেট
चढत्या स्थिरांक,ঊর্ধ্বমুখী ধ্রুবক
अवलंबून घटना,নির্ভরশীল ঘটনা
अवलंबित यादृच्छिक चल,নির্ভরশীল র্যান্ডম পরিবর্তনশীল
अवलंबून व्हेरिएबल,নির্ভরশীল পরিবর্তনশীল
अवलंबून व्हेरिएबल,নির্ভরশীল পরিবর্তনশীল
उदासीनता कोन,বিষণ্নতা কোণ
"व्युत्पन्न, व्युत्पन्न, भिन्नता","derivation, derivative, differentiation"
"व्युत्पन्न, व्युत्पन्न","derivative, derivative"
व्युत्पन्न श्रेणी,প্রাপ্ত পরিসীমা
व्युत्पन्न संच,প্রাপ্ত সেট
"उतरते, उतरते","descending, descending"
उतरत्या क्रमाने,অবরোহী ক্রম
उतरत्या श्रेणी,অবরোহী পরিসীমা
प्रोजेक्टिव्ह भूमिती,প্রজেক্টিভ জ্যামিতি
वर्णनात्मक मॉडेल,বর্ণনামূলক মডেল
वर्णनात्मक आकडेवारी,বর্ণনামূলক পরিসংখ্যান
"रचना करणे, रचना करणे, रचना करणे (सं.), रचना करणे, रचना करणे (n.)","ডিজাইন করা, ডিজাইন করা, ডিজাইন করা (ed.), ডিজাইন করা, ডিজাইন করা (n.)"
प्रयोगाची रचना,পরীক্ষার নকশা
डेस्क कॅल्क्युलेटर,ডেস্ক ক্যালকুলেটর
"ओळख, ओळख","সনাক্তকরণ, সনাক্তকরণ"
"निर्धारक, निर्धारक, निर्धारक","নির্ধারক, নির্ধারক, নির্ধারক"
निर्धारक क्रम,নির্ধারক আদেশ
ठरवण्यासाठी,নির্ধারণ
निर्धारक मॉडेल,নির্ধারক মডেল
निर्धारक समस्या,নির্ধারক সমস্যা
विचलन,বিচ্যুতি
विचलन गुणांक,বিচ্যুতি সহগ
बायनरी प्रणाली,বাইনারি সিস্টেম
"कर्ण कर्ण,",তির্যক কর্ণ
मॅट्रिक्स विकर्णीकरण,ম্যাট্রিক্স তির্যককরণ
"डायगोनल मॅट्रिक्स, डायगोनल मॅट्रिक्स","ডায়াগোনাল ম্যাট্রিক্স, ডায়াগোনাল ম্যাট্রিক্স"
कर्ण समानता,তির্যক সমতা
आकृती,চিত্র
रेखाचित्र पद्धत,অঙ্কন পদ্ধতি
ग्राफिकल प्रतिनिधित्व,গ্রাফিকাল উপস্থাপনা
व्यासाचा,ব্যাস
व्यास सेट करा,ব্যাস সেট করুন
diametrically विरुद्ध,diametrically বিপরীত
"क्रॉसफायर, फासे फेकणे","ক্রসফায়ার, পাশা নিক্ষেপ"
उभयचर वर्गीकरण,উভচর শ্রেণিবিন্যাস
"दुभाजक, अर्धा","বিভাজন, অর্ধেক"
शब्दकोश,অভিধান
विभेदक कॅल्क्युलस,অন্তরীকরণ ক্যালকুলাস
विभेदक समीकरण,আঙ্গক
विभेदक सूत्र,ডিফারেনশিয়াল সূত্র
विभेदक पद्धत,পার্থক্য পদ্ধতি
संचांचा फरक,সেটের পার্থক্য
वेगळे करण्यायोग्य,পার্থক্যযোগ্য
विभेदक वक्र,ডিফারেনশিয়াল বক্ররেখা
विभेदक कार्य,ডিফারেনশিয়াল ফাংশন
"विभेदक, विभेदक, विभेदक, आंतर-ट्रायल, आंतरसंस्था, भिन्नता","ডিফারেনশিয়াল, ডিফারেনশিয়াল, ডিফারেনশিয়াল, ইন্টারট্রায়াল, ইন্টারএজেন্সি, ডিফারেনশিয়াল"
विभेदक गणित,ডিফারেনশিয়াল ম্যাথ
विभेदक गुणांक,ডিফারেনশিয়াল সহগ
विभेदक समीकरण,আঙ্গক
विभेदक टक्कर,ডিফারেনশিয়াল সংঘর্ষ
विभेदक सूत्र,ডিফারেনশিয়াল সূত্র
विभेदक कार्य,ডিফারেনশিয়াল ফাংশন
विभेदक भूमिती,ডিফারেনশিয়াল জ্যামিতি
उच्च ऑर्डर भिन्नता,উচ্চ ক্রম পার্থক্য
विभेदक विभाग,ডিফারেনশিয়াল সেগমেন্ট
वेगळे करणे,পার্থক্য করা
"भिन्नता, भिन्नता","পার্থক্য, পার্থক্য"
विभेदक सूत्र,ডিফারেনশিয়াল সূত্র
वेक्टरचे विभेदक,ভেক্টরের পার্থক্য
"प्रसार, प्रसार","diffusion, diffusion"
"अंक, डायडेम, बोट","numeral, diadem, finger"
डिजिटल संगणक,ডিজিটাল কম্পিউটার
अंकी दत्त,অঙ্কিকা দত্ত
"विस्तार, रुंदी, परिमाण, शक्ती","ব্যাপ্তি, প্রস্থ, মাত্রা, শক্তি"
आयाम,মাত্রিকতা
आकारहीन,মাত্রাহীন
समीकरण परिमाण,সমীকরণ মাত্রা
डायओफँटसचे समीकरण,ডায়োফ্যান্টাসের সমীকরণ
पडण्याचा कोन,পতনের কোণ
द्विध्रुवीय समन्वय,ডাইপোল স্থানাঙ্ক
द्विध्रुव,ডাইপোল
द्विपिरॅमिड,বাইপিরামিড
डायरॅक डेल्टा फंक्शन,ডিরাক ডেল্টা ফাংশন
सामान्य स्पर्शिका,সাধারণ স্পর্শক
काटकोन,সমকোণ
थेट ओळ,সরাসরি লাইন
जागा व्युत्पन्न,স্থান ডেরিভেটিভ
"डिकोसाइन, डिको-कोसाइन","ডিকোসাইন, ডিকো-কোসাইন"
कमाल दिशा,সর্বোচ্চ দিক
प्रक्षेपण दिशा,অভিক্ষেপ দিক
दिशा गुणोत्तर,দিক অনুপাত
नियामक मंडळ,নিয়ন্ত্রক চক্র
नियामक मंडळ,নিয়ন্ত্রক বৃত্ত
अनुलोमा उत्पादन,অনুলোমা পণ্য
"थेट पुरावा, थेट पुरावा","সরাসরি প্রমাণ, সরাসরি প্রমাণ"
अनुक्रमिक गुणोत्तर,অনুক্রমিক অনুপাত
नशीब,নিয়তি
अनुलोमा बेरीज,অনুলোমা যোগফল
विभक्त संच,বিচ্ছিন্ন সেট
"खंड, खंड, खंड","discontinuity, discontinuity, break"
डेरिव्हेटिव्हचे खंडन,ডেরিভেটিভের বিচ্ছিন্নতা
प्रथम प्रकार खंडितता,প্রথম ধরনের বিরতি
दुसरा प्रकार खंडितता,দ্বিতীয় প্রকার বিরতি
अखंड वितरण,অবিচ্ছিন্ন বিতরণ
अखंड कार्य,অবিচ্ছিন্ন ফাংশন
सतत फरक,অবিচ্ছিন্ন পার্থক্য
कण,কণা
अखंड वितरण,অবিচ্ছিন্ন বিতরণ
अखंड संभाव्यता वितरण,অবিচ্ছিন্ন সম্ভাব্যতা বন্টন
खंडित यादृच्छिक चल,অবিচ্ছিন্ন এলোমেলো পরিবর্তনশীল
अखंड नमुना जागा,অবিচ্ছিন্ন নমুনা স্থান
स्वतंत्र एकूण,বিযুক্ত সমষ্টি
स्वतंत्र लोकसंख्या,বিচ্ছিন্ন জনসংখ্যা
स्वतंत्र अवस्था,পৃথক রাষ্ট্র
सतत फरक,অবিচ্ছিন্ন পার্থক্য
वितरण कर,বিতরণ কর
भेदभावपूर्ण विश्लेषण,বৈষম্যমূলক বিশ্লেষণ
विभक्त,বিচ্ছিন্ন
विघटित घटना,বিচ্ছিন্ন ঘটনা
विभक्त संच,বিচ্ছিন্ন সেট
विच्छेदन समाविष्ट करणे,বিচ্ছিন্ন সন্নিবেশ
"वियोग, तर्कसंगत बेरीज","disjunction, rational sum"
"फैलाव, विखुरणे","dispersion, scattering"
फैलाव चार्ट,বিচ্ছুরণ চার্ট
फैलाव निर्देशांक,বিচ্ছুরণ সূচক
फैलाव आकृती,বিচ্ছুরণ চিত্র
फैलाव मॅट्रिक्स,বিচ্ছুরণ ম্যাট্রিক্স
विस्थापन,উত্পাটন
प्रदर्शन,প্রদর্শনী
कन्सोल,কনসোল
"असमान, असमान","অসম, অসম"
नष्ट करणारी शक्ती,অপসারণ শক্তি
अंतर कार्य,দূরত্ব ফাংশন
अंतर मॉड्यूलस,দূরত্ব মডুলাস
वितरण नसलेले,অ বিতরণকারী
"वितरण नियम, वितरण नियम","বন্টন নিয়ম, বন্টন নিয়ম"
"उधळणे, उधळणे","নষ্ট করা, নষ্ট করা"
"वळवणे, वळवणे, वळवणे","ভিন্নতা, বিচ্যুতি, বিচ্যুতি"
भिन्नता प्रमेय,ভিন্নতা উপপাদ্য
वळवणारा,ভিন্নমুখী
भिन्न श्रेणी,ভিন্ন পরিসীমা
विभाजित फरक,বিভক্ত পার্থক্য
"विभाज्यता, विभाज्यता","বিভাজ্যতা, বিভাজ্যতা"
"विभाज्य, विभाज्य","বিভাজ্য, বিভাজ্য"
"विभागणी, विभागणी, विभागणी","বিভাগ, বিভাগ, বিভাগ"
विभाजन अल्गोरिदम,বিভাগ অ্যালগরিদম
स्प्लिट रिंग,ভগ্ন চক্র
चतुर्भुज,চতুর্ভুজ
दशभुज,দশভুজ
"डोमेन, डोमेन, प्रांत, प्रदेश","ডোমেইন, ডোমেইন, প্রদেশ, অঞ্চল"
कार्यक्षेत्र,ফাংশনের ডোমেইন
व्याख्या-प्रांत,সংজ্ঞা-প্রদেশ
अस्तित्वाची स्थिती,অস্তিত্বের অবস্থা
अधिलिखित डिव्हाइस,ওভাররাইডিং ডিভাইস
डॉपलर प्रभाव,ডপলার এফেক্ট
"बिंदू उत्पादन, स्केलर उत्पादन","পয়েন্ট পণ্য, স্কেলার পণ্য"
ठिपके असलेला वक्र,বিন্দুযুক্ত বক্ররেখা
दुहेरी भिन्नता,দ্বৈত পার্থক্য
दुहेरी घातांकीय वितरण,ডবল সূচকীয় বন্টন
दुहेरी कॉइल,ডবল কুণ্ডলী
बायनरी अविभाज्य,বাইনারি অবিচ্ছেদ্য
बायनरी एकत्रीकरण,বাইনারি ইন্টিগ্রেশন
दुहेरी मर्यादा,দ্বিগুণ সীমা
दुहेरी सॅम्पलिंग इव्हेंट,ডবল স্যাম্পলিং ইভেন্ট
दुहेरी क्रम,ডবল ক্রম
दुहेरी मालिका,ডবল সিরিজ
दुहेरी-संलग्न नोटेशन,ডবল-সংযুক্ত স্বরলিপি
दुहेरी संकलन,ডবল সংকলন
अधोगामी प्रवेग,নিম্নগামী ত্বরণ
खालच्या दिशेने विस्थापन,নিম্নগামী স্থানচ্যুতি
खालची गती,নিম্নগামী গতি
खालचा वेग,নিম্নগামী বেগ
कर्षण,আকর্ষণ
कर्षण शक्ती,ট্র্যাকশন বল
"दुहेरी द्वैत,",দ্বৈত দ্বৈততা
दुहेरी पाया,দ্বৈত ভিত্তি
दुहेरी अंतर्गत उत्पादन,দ্বৈত অভ্যন্তরীণ পণ্য
दुहेरी रेखीय प्रोग्रामिंग समस्या,ডুয়েল লিনিয়ার প্রোগ্রামিং সমস্যা
"दुहेरी ऑपरेशन, दुहेरी ऑपरेशन","ডবল অপারেশন, ডুয়াল অপারেশন"
दुहेरी समस्या,দ্বৈত সমস্যা
ड्युअल सिंगल अल्गोरिदम,দ্বৈত একক অ্যালগরিদম
दुहेरी एकल पद्धत,দ্বৈত একক পদ্ধতি
दुहेरी जागा,দ্বৈত স্থান
ड्युअल व्हेरिएबल,দ্বৈত পরিবর্তনশীল
दुहेरी वेक्टर जागा,দ্বৈত ভেক্টর স্থান
मूक निर्देशांक,নীরব সূচক
मूक तळटीप,নীরব ফুটার
मूक करार,নীরব চুক্তি
मूक व्हेरिएबल,নীরব পরিবর্তনশীল
डुप्लिकेशन,নকল
गतिमान,গতিশীল
डायनॅमिक प्रणाली,গতিশীল সিস্টেম
डायनॅमिक मागणी कार्य,গতিশীল চাহিদা ফাংশন
डायनॅमिक मॉडेल,গতিশীল মডেল
डायनॅमिक प्रोग्रामिंग,গতিশীল প্রোগ্রামিং
डायनॅमिक प्रोग्रामिंग दृष्टीकोन,গতিশীল প্রোগ্রামিং পদ্ধতি
डायनॅमिक प्रोग्रामिंग तंत्र,গতিশীল প্রোগ্রামিং কৌশল
"गतिशीलता, गतिशीलता","গতিবিদ্যা, গতিবিদ্যা"
कण गतिशीलता,কণা গতিবিদ্যা
कठोर शरीर गतिशीलता,অনমনীয় শরীরের গতিবিদ্যা
"पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी, पृथ्वी संपर्क (ver.)","পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবী, পৃথিবীর যোগাযোগ (ver.)"
भूकंपाची तीव्रता,ভূমিকম্পের তীব্রতা
विलक्षणता,উদ্ভটতা
गृहीतक,ধৃষ্টতা
अर्थमितीय अंदाज,অর্থনৈতিক পূর্বাভাস
अर्थमितितज्ञ,অর্থনীতিবিদ
अर्थमिती,অর্থনীতি
अर्थशास्त्र,অর্থনীতি
"कोर, धार, फाडणे","কোর, প্রান্ত, টিয়ার"
एकूण कोर तोंड,সামগ্রিক কোর সম্মুখীন
कार्यक्षमता निर्देशांक,দক্ষতা সূচক
वैशिष्ट्यपूर्ण घटक,চরিত্রগত উপাদান
वैशिष्ट्यपूर्ण कार्य,চরিত্রগত ফাংশন
"eigen मूल्य, वैशिष्ट्यपूर्ण मूल्य","eigen মান, চরিত্রগত মান"
वैशिष्ट्यपूर्ण मूल्य समीकरण,বৈশিষ্ট্যগত মান সমীকরণ
"इजेन वेक्टर, वैशिष्ट्यपूर्ण वेक्टर","আইজেন ভেক্টর, চরিত্রগত ভেক্টর"
लवचिक,ইলাস্টিক
लवचिक कास्ट,ইলাস্টিক ঢালাই
लवचिक समतोल,ইলাস্টিক ভারসাম্য
लवचिकता,স্থিতিস্থাপকতা
लवचिकता पृष्ठ,স্থিতিস্থাপকতা পৃষ্ঠা
"इलेक्ट्रॉनिक संगणक, इलेक्ट्रॉनिक संगणक","ইলেকট্রনিক কম্পিউটার, ইলেকট্রনিক কম্পিউটার"
"घटक, घटक, घटक","উপাদান, উপাদান, উপাদান"
