Gujarati,English
સીલ,Sill
કાંપ,Silt
સિંગલ ફ્લેમિશ લોહી,Single flemish blood
એક દાણાદાર માળખું,Single grained structure
હાડપિંજરની માટી,Skeletal soil
સ્કર્ટિંગ,Skirting
સ્લીપર દિવાલ,Sleeper wall
બાજુની ગટર,Side gutter
સ્લાઇડ નિયમ,Slide rule
સ્લિપ ડોક,Slip dock
સ્મોનીઝા,Smoniza
પલાળીને,Soaking
માટીનું જોડાણ,Soil association
માટી વર્ગ,Soil class
માટી સંકુલ,Soil complex
જમીનની સુસંગતતા,Soil consistency
માટી કુટુંબ,Soil family
માટી ફ્રેમ વર્ક,Soil frame work
જમીનની ભેજ,Soil moisture
જમીનમાં ભેજનું સંવર્ધન,Soil moisture accretion
જમીનમાં ભેજની ઉણપ,Soil moisture deficit
માટી મોર્ફોલોજી,Soil morphology
માટીનો કણ,Soil particle
માટીનો તબક્કો,Soil phase
માટી પ્રોફાઇલ,Soil profile
માટીની પ્રતિક્રિયા,Soil reaction
માટી અલગ પડે છે,Soil separates
માટી શ્રેણી,Soil series
માટી ઉકેલ,Soil solution
માટીનું માળખું,Soil structure
માટીની રચના,Soil texture
માટીનો પ્રકાર,Soil type
સોલમ,Solum
સોર્પ્શન,Sorption
spalls,Spalls
ચોક્કસ આયન અસર,Specific ion effect
ચોરસ કોર્સ્ડ રોડાં ચણતર,Squared coursed rubble masonry
ચોરસ નિયમિત કોર્સ્ડ રોડાં ચણતર,Squared regular coursed rubble masonry
સ્થિર પ્રવાહ,Steady flow
સ્ટેપ્ડ ફ્લેશિંગ,Stepped flashing
સ્ટીકીનેસ,Stickiness
સ્ટિકિંગ પોઈન્ટ,Sticking point
પથ્થર,Stone
સ્લોપ હેન્ડ મોલ્ડિંગ,Slop hand moulding
પટ્ટા મિજાગરું,Strap hinge
સ્ટ્રો બોર્ડ,Straw board
પ્રવાહ,Stream
તણાવ,Stress
સ્ટ્રેચર,Stretcher
સ્ટ્રેચર બોન્ડ,Stretcher bond
સ્ટ્રેચર કોર્સ,Stretcher course
તાર,String
શબ્દમાળા કોર્સ,String course
માળખું પરિબળ,Structure factor
સ્ટ્રક્ચર ઇન્ડેક્સ,Structure index
સાગોળ,Stucco
સંવર્ધન,Stud
સ્ટાયલોબેટ,Stylobate
સબ માટી,Sub soil
પેટા માળખું,Sub structure
સમીકરણ વળાંક,Summation curve
સૂર્ય અભ્રક,Sun mica
સુપર સ્ટ્રક્ચર,Super structure
સર્વેયર,Surveyor
એસ-મૂલ્ય,S-value
સ્વેગ,Swag
હંસની ગરદન,Swan neck
ટેબરનેકલ,Tabernacle
ટેબલ હેન્ડ મોલ્ડિંગ,Table hand moulding
ટેન્કીંગ,Tanking
ટેમ્પીએટ્ટો,Tempietto
ટેમ્પરિંગ,Tempering
ઢાંચો,Template
ઢાંચો,Template
ટેપિડેરિયમ,Tepidarium
ટેરાકોટા,Terracotta
ટેરા રોઝા,Terra rosa
ટેરાઝો,Terrazzo
ટેટ્રા શૈલી,Tetra style
થ્રેશોલ્ડ મર્યાદા મૂલ્ય,Threshold limit value
ગળું,Throat
પથ્થર દ્વારા,Through stone
ભરતી બેસિન,Tidal basin
ટાઈ બાર,Tie bar
ટાઈ બીમ,Tie beam
સળિયો બાંધો,Tie rod
તિર્સ,Tirs
સહનશીલતા,Tolerance
ટૂથિંગ,Toothing
ટોચની માટી અથવા સપાટીની માટી,Top soil or surface soil
કુલ છિદ્રાળુતા,Total porosity
ટ્રેસરી,Tracery
ટ્રેન પ્રતિકાર,Train resistance
ટ્રાન્સેપ્ટ,Transept
ટ્રાન્ઝિશનલ માટી,Transitional soil
ટ્રાન્સમ,Transom
પરિવહન માટી,Transport soil
ઉપનદી,Tributary
ટ્રાઇફોરિયમ,Triforium
ટ્રાઇગ્લિફ,Triglyph
કાપેલી માટી,Truncated soil
તોફાની પ્રવાહ,Turbulent flow
સંઘાડો,Turret
ટાઇમ્પર નંબર,Tympar num
અંતિમ બેરિંગ ક્ષમતા,Ultimate bearing capacity
અલ્ટીમેટ પીએચ,Ultimate ph
અનકોર્સ્ડ રેન્ડમ રોડાં ચણતર,Uncoursed random rubble masonry
અનકોર્સ્ડ ચોરસ રોડાં ચણતર,Uncoursed squared rubble masonry
અન્ડરક્રોફ્ટ,Undercroft
અપૂર્ણ છિદ્રાળુતા,Unfilled porosity
સમાન પ્રવાહ,Uniform flow
એકમ ફ્રેમ પ્રકાર પાલખ,Unit frame type scaffold
બિનઉત્પાદક કાર્ય,Unproductive work
અસંતૃપ્ત માટી,Unsaturated soil
અસ્થિર પ્રવાહ,Unsteady flow
ઉચ્ચ પ્લાસ્ટિક મર્યાદા,Upper plastic limit
ખીણ ગટર,Valley gutter
વૉલ્ટ,Vault
વેટેરિયમ,Vetarium
વેન્ટિલેશન,Ventilation
વેન્ટિલેટર,Ventilator
વેરામદાહ,Veramdah
વેસ્ટિબ્યુલ,Vestibule
વિલા,Villa
