Kannada,Marathi
ಸೈಟೋಪ್ಲಾಸಂ,साइटोप्लाझम
ಎಲೆಕೋಸು,कोबी
ಕಳ್ಳಿ,कॅक्टस
ಕ್ಯಾಲೆರುಲಾ,कॅलेंडुला
ಕ್ಯಾನರಿ ಹುಲ್ಲು (ಫಲಾರಿಸ್),कॅनरी गवत (फालारिस)
ಚಾಚು,कॅन्ना
ಗಾಡಿ,कॅपरिस
ದೊಣ್ಣೆ ಮೆಣಸಿನ ಕಾಯಿ,शिमला मिर्ची
ಹಳ್ಳಿಯ,कारंबोला
ಗಡ,कारपा
ಏಲಕ್ಕಿ,वेलची
ಕುರಚನೆ,कार्नेशन
ಗಡಿ,गाजर
ಗೋಡಂಬಿ ಕಾಯಿ,काजू
ಕಸ,कॅसिया
ಕಾಸ್ಟಾರಿ,एरंडेल
ಹೂಕೋಸು,फुलकोबी
ಕೋಲಾಹಲ,भाजी किंवा कोशिंबीर बनवण्यासाठी उपयुक्त अशी एक वनस्पती
ಚಕ್ಷಾಕ್,शॅमक
ಚೆನೊಪೋಡಿಯಂ,चेनोपोडियम
ಚೆರ್ರಿ ಟೊಮೆಟೊ,चेरी टोमॅटो
ಚೆರ್ರಿ,चेरी
"ಕಡಲೆ, ಗ್ರಾಂ","चणा, हरभरा"
ಚಿಲ್ಲರೆ,मिरची
ಚೀನಾ ಟರ್ಪಂಟೈನ್ ಮರ,चीन टर्पेन्टाईन ट्री
ಚೌ ಚೌ,चाऊ-चाऊ
ಕ್ರೈಸಾಂಥೆಮಮ್,क्रिसॅन्थेमम
"ಚುಫಾ, ಭೂಮಿಯ ಬಾದಾಮಿ","चुफा, पृथ्वी बदाम"
ನಾಚಿಕೆಗೇಡಿನ,सिचरी
ದಾಲ್ಚಿನ್ನಿ,दालचिनी
ಸಿಟ್ರಾನ್,सिट्रॉन
ಸಿಟ್ರೊನೆಲ್ಲಾ ಹುಲ್ಲು,सिट्रोनेला गवत
ಜಾಸ್ಮಿನ್,चमेली चढणे
ಲವಂಗ,लवंग
ಚೂರು ಹುರುಳಿ,क्लस्टर बीन
ಕೋಕಾ,कोको
ತೆಂಗಿನ ಕಾಯಿ,नारळ
ಕಾಫಿ,कॉफी
ಕೊಲಿಯಸ್,कोलियस
ಕೊಲೊಕಾಸಿಯಾ,कोलोकेशिया
"ಕೊಲೊಸಿಂತ್, ಕಹಿ ಸೇಬು","कोलोसिंथ, कडू सफरचंद"
ಸಾಮಾನ್ಯ ಪರ್ಸ್ಲೇನ್,सामान्य पर्स्लेन
ಕೊತ್ತದ,कोथिंबीर
ಹತ್ತಿ,कापूस
ಹಸುರು,गायी
ಘನ,क्यूबब
ಸೌತೆಕಾಯಿ,काकडी
ಕಸಾಯಿಟಿಗಳು,कुकर्बिट्स
ಜೀರಿಗೆ,जिरे
ಕರಿ ಎಲೆ,करी पान
ಸೀತಾಫಲ,सीताफळ
ಕ್ಯಾಪ್ಸುಲ್ ಕೊಳೆತ,कॅप्सूल बोरर
ಕ್ಯಾಟರ್ಪಣಿ,सुरवंट
ಸಿಟ್ರಸ್ ಸೈಲಾ,लिंबूवर्गीय सायला
ಕ್ರಿಕೆಟ,क्रिकेट
ಕಾಗೆ,कावळा
ಕತ್ತರಿಸಿದ ಹುಳು,जंत कट करा
ಡೈರಿ,डेअरी
ಹೈನುಗಾರಿಕೆ,दुग्धशाळा
ಅಣೆಕಟ್ಟು,धरण
ಹದಿಮಾರದ,दिवस-तटस्थ
ಹೂಬಿಡುವ ದಿನಗಳ ನಂತರ,फुलांच्या नंतरचे दिवस
ಪೂರ್ಣ ಹೂವಿನ ನಂತರ ದಿನಗಳ ನಂತರ,पूर्ण मोहोर नंतरचे दिवस
ಸ ೦ ಗೀತ,डीब्लोसमिंग
ಕ್ಯಾಲ್ಸಿಫಿಕೇಶನ್,Decalcification
ಕುಶಲ,डिकंट
ಕೊಳೆ,क्षय
ಪತನಶೀಲ,पाने गळणारा
ದಶಮಾನ,दशांश
ಕೊರತೆ,कमतरता
ಡಿಫ್ಲೋಕ್ಯುಲೇಷನ್ (ಮಣ್ಣು),डिफ्लोकुलेशन (माती)
ವಿಲೋಮೀಕರಣ,डिफ्लोरेशन
ವಿರೂಪಗೊಳಿಸುವಿಕೆ,डीफोलिएशन
ಅರಣ್ಯ ಪರೀಕ್ಷೆ,जंगलतोड
ಅವನತಿ,अध: पतन
ಅವನತಿ,अधोगती
ಪದವಿ ದಿನಗಳು,पदवी दिवस
ಪದ,पदवी
ಬಿರಡೆ,Dehiscence
ಕಂಠಪಾಯೀಯ,डीहुलिंग
ಕಂಠಪಾಯ,डीहुस्किंग
ನಿರ್ಜಲೀಕರಣ,डिहायड्रेशन
ನಿರ್ಜಲೀಕರಣಕಾರ,डिहायड्रेटर
ಬೇಡಿಕೆ,मागणी
ಅನುಗ್ರಹಿಸುವ,विकृती
ಕೈಬಿಡುವುದು,नकार
ಠೇವಣಿ,ठेव
ಶೇಖರಣೆ,ठेव
ಸವಕಳಿ ಡಸಲೀಕರಣ,घसारा डेसालिनायझेशन
ನಿರ್ದಯತೆ,Desiccation
ವಿನ್ಯಾಸ,डिझाइन
ಸೊಬಗು,Descicator
ಹಣೆ ಹಾಕುವುದು,निराश
ಹದಗೆಟ್ಟ,Desuckering
ಒಂದು ಬಗೆಯ ಉಳ್ಳ,Desynapsis
ಬಂಧಿಸು,डेटासेल
ಬಂಧಿಸುವ,Detasseling
ನಿರ್ಣಾಯಕ,निर्धारक
ಅಪಮೌಲ್ಯೀಕರಣ,अवमूल्यन
ವಾಗ್ದಾನ,Devegetation
ವಿಚಲನ,विचलन
ಭಗ್ನಾವಸ್ಥೆ,डायड
ರೋಗನರಣೆ,निदान
ದ್ವಂದ್ವ,डिचोगामी
ದ್ವಂದ್ವಾರ್ಥತೆ,द्वैधविज्ञान
ಡೈಕೋಟೈಲೆಡಾನ್ (ಬೀಜ),डिकोटिल्डन (बियाणे)
ಡೈ ಬ್ಯಾಕ್ (ರೋಗ),मरणार (रोग)
ಪ್ರಸರಣ,प्रसार
ಜೀರ್ಣವಾಗುವಿಕೆ,पचनक्षमता
ಹಿಂಸಾತ್ಮಕ,डायहायब्रिड
ಡೈಕ್ (ಡೈಕ್),डिक (डायक)
ತನೂಸಿಗೊಳಿಸು,सौम्य
ದೈವಭಕ್ತ,डायओसियस
ಪದಗಳ,डिप्लोइड
ಪದಗಳ,डिप्लोइड
ರಾಜಗೀತೆ,डिप्लोमा
ಮೊಂಡುತನ,डिसबुडिंग
ಪಳಗಾಗಿಸುವುದು,डिस्किंग
ರಿಯಾಯಿತಿ,सूट
ಸೋಂಕುಗಳೆತ,निर्जंतुकीकरण
ಪ್ರಸರಣ,फैलाव
ಪ್ರಸಾರ,प्रसार
ವೈವಿಧ್ಯೀಕರಣ,विविधता
ವೈವಿಧ್ಯಮಯ ಕೃಷಿ,विविध शेती
ಡಿಎನ್‌ಎ,डीएनए शिडी
ಡಿಎನ್‌ಎ ಗ್ರಾಹಕ,डीएनए रिसेप्टर
ಗಲಾಟೆ,डॉकगेज
ಪ್ರಬಲ,प्रबळ
ಸುಸ್ತಾಗುವಿಕೆ,सुप्तता
ಪ್ರಮಾಣ,डोस
ಡಬಲ್ ಸಿಗ್ಮೋಯಿಡ್ ಕರ್ವ್,डबल सिग्मॉइड वक्र
ಕರಡು (ಕರಡು),मसुदा (मसुदा)
ಹರಿಸುತ್ತವೆ,निचरा
ಚರಂಡ,ड्रेनेज
ಸೆರೆ,काढा
ತೇವಗೊಳಿಸುವಿಕೆ,भिजत
ಡ್ರೆಸ್ಸಿಂಗ್ (ಬೀಜ),ड्रेसिंग (बियाणे)
ಡ್ರಿಲ್ (ಎನ್.),ड्रिल (एन.)
ಕೊರೆಯುವ (ಎಜಿ. ಎಂಜಿನ್),ड्रिलिंग (एजी. इंजी)
ಕೊರೆಯುವಿಕೆ (ಕೃಷಿ ವಿಜ್ಞಾನ),ड्रिलिंग (अ‍ॅग्रोनॉमी)
ಹನಿ ನೀರಾವರಿ,ठिबक सिंचन
ಒಣಭೂಮಿ ಕೃಷಿ,ड्रायलँड शेती
ಧೂಳು,धूळ
ಡಸ್ಟರ್,डस्टर
ಧೂಳು,धूळ
ಕುಬ್ಜ,बटू
ಕುಬ್ಜ ಪಿರಮಿಡ್,बौने पिरॅमिड
ಕುಬ್ಜ,बौने
ಜಿಗಿಯದ,डेझी
ದಿನಾಂಕಗಳು,तारखा
ಹಗಲಿನ ಮಲ್ಲಿಗೆ,दिवस चमेली
ಸಬ್ಬರ್,बडीशेप
ದನಾಣ ಹುಲ್ಲು,दीननाथ गवत
ಗಡೀಪಾರು,डॉडर
"ಡೂಬ್ ಹುಲ್ಲು, ಬರ್ಮುಡಾ ಹುಲ್ಲು","डूब गवत, बर्म्युडा गवत"
ಜಿಗಿ,ड्रूस
ಒಣ ಶುಂಠಿ,कोरडे आले
ಜೀರುಂಡೆ,डीफोलिएटिंग बीटल
ಡ್ರೋನ್,ड्रोन
ಬಾತುಕೋಳಿ,बदक
ಪರಿಸರ ವಿಜ್ಞಾನ,पर्यावरणशास्त्र
ಅರ್ಥಮಾಪಕ,इकोनोमेट्रिक्स
ಆರ್ಥಿಕತೆ,आर्थिक कार्यक्षमता
ಜೀವರ ರೂಪ,इकोटाइप
ಮೇಲ್ನೋಟದ,एक्टोट्रॉफिक
ಎದೆಗುಂದಿದ,ईडाफिक
ಹದುದೋಲನಶಾಸ್ತ್ರ,एडॉफोलॉजी
ಅಂಚು,कडा
ಖಾದ್ಯ ಭಾಗ,खाद्य भाग
ಬೇಡಿಕೆಯ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,मागणीची लवचिकता
ಉತ್ಪಾದನೆಯ ಸ್ಥಿತಿಸ್ಥಾಪಕತ್ವ,उत्पादनाची लवचिकता
ವಿದ್ಯುದ್ವಿಚ್ysisೇದನ,इलेक्ट्रोलिसिस
ವಿದ್ಯುನ್ಮವತೆ,इलेक्ट्रोफोरेसीस
ಎಲುಮೆ,Eluviation
ಇಂಗಲ,Emasculator
ಕಳೆಯುವುದು,तटबंदी
ಭ್ರೂಣ,गर्भ
ಭ್ರೂಣಶಾಸ್ತ್ರ,गर्भशास्त्र
ಹೊರಹೊಮ್ಮುವಿಕೆ,उदय
ಎಮಲ್ ಆಗಿಸುವಿಕೆ,इमल्सीफायर
ಅಂತರ್ವರ್ಧಕ,अंतर्जात
ಎಂಡೋಮಿತಾಪರಿ,एंडोमिटोसिस
ಎಂಡೋಪರಾಸೈಟ್,एंडोपारासाइट
ಎಂಡೋಸ್ಪರೆ,एंडोस्पर्म
ಉದ್ಯಮ,उपक्रम
ಕೀಟಶಾಸ್ತ್ರ,एंटोमोलॉजी
ವಾತಾವರಣ,वातावरण
ಕಿಣ್ವ,सजीवांच्या शरीरात निर्मार्ण होणारे द्रव्य
ಮಹಾಕಾವ್ಯ ಕಸಿ ಮಾಡುವಿಕೆ,एपिकोटिल ग्राफ्टिंग
ವಿಪತ್ತಿನ,एपिफाइट
ಸಮಾನತೆ,इक्विटी
ನಿರ್ಮೂಲನೆ,निर्मूलन
ಅಗತ್ಯ ಪೋಷಕಾಂಶಗಳು,आवश्यक पोषक घटक
ಅಂದಾಜು,अंदाज
ವಿವರ್ಣೀಕರಣ,Etiolation
ಸುಳ್ಳೆ,युजेनिक
ಮೌಲ್ಯಮಾಪನ,मूल्यांकन
ಆವಿಯಾಗುವಿಕೆ,बाष्पीभवन
ಕಂದವ್ಯ-ಹರಡುವಿಕೆ,बाष्पीभवन
ನಿತ್ಯಹರಿದ್ವರ್ಣ ಕ್ರಾಂತಿ,सदाहरित क्रांती
ನಿತ್ಯಹರಿದ್ವರ್ಣದ,सदाहरित
ವಿಕಸನ,उत्क्रांती
ಅಚ್ಚಿಕೆ,अबकारी
ಬಳಲಿಕೆ (ಫಲವತ್ತತೆ),थकवा (प्रजननक्षमता)
ಶೋಷಣೆ,शोषण
ಪರಿಶೋಧನೆ,अन्वेषण
ಹೊರಹಾಕುವುದು,एक्सट्र्यूजन
ಕಣ್ಣು (ಸಕ್ಕರೆಕೇನ್/ಆಲೂಗಡ್ಡೆ),डोळा (सुगेरकेन/बटाटा)
ಖಾದ್ಯ ಪೈನ್,खाद्यतेल पाइन
"ಆನೆ ಕಾಲು, ಯಾಮ್","हत्ती पाय, याम"
ನೀಲಗಿರುವ,निलगिरी
ಎರೆಹುಳು,गांडूळ
ಕೀಟಶಾಸ್ತ್ರಜ್ಞ,कीटकशास्त्रज्ञ
ಪರಿಸರವಾದಿ,पर्यावरणवादी
ಅಂಶ,घटक
ಅಂಶ ಉತ್ಪಾದಕತೆ,घटक उत्पादकता
ಅಂಶ,फॅक्टरेज
ಅಪವರ್ತನೀಯ ಬ್ಲಾಕ್ ವಿನ್ಯಾಸ,फॅक्टोरियल ब्लॉक डिझाइन
ಬೋಧನಕಾರಿ,शिक्षक
ಪಾಳುಕಾಯಿ,पडझड
ಕುಟುಂಬ,कुटुंब
ಕೃಷಿ ಮೌಲ್ಯಮಾಪನ,शेती मूल्यांकन
ಕೃಷಿ ಬಜೆಟ್,शेती बजेट
ಕೃಷಿ ವ್ಯಾಪಾರ,शेती व्यवसाय
ಕೃಷಿ ಯೋಜನೆ,शेती नियोजन
ರೈತ,शेतकरी
ಕೃಷಿ,शेती
ಸ ೦ ಭವಿಸೆ,Fasciaction
ಫಲೀಕರಣ,Fecundation
ಹುದುಗುವುದು,किण्वन
ಫಲವತ್ತತೆ,सुपीकता
ಗೊಬ್ಬರ,खत
ರಸಗೊಬ್ಬರ ಬಳಕೆಯ ದಕ್ಷತೆ,खताची कार्यक्षमता वापरा
ನಾರಿನ,तंतुमय
ಹೊಲತು,फील्ड
ಕ್ಷೇತ್ರ ಸಾಮರ್ಥ್ಯ,फील्ड क्षमता
ಕ್ಷೇತ್ರ ಪ್ರದರ್ಶನ,फील्ड प्रात्यक्षिक
ಸ್ಥಿರೀಕರಣ,निर्धारण
ಪ್ರವಾಹ,पूर
ನಿರ್ವಹಣಾ ಚಿತ್ರ,प्रवाह चित्र
ಆಹಾರ ಮೌಲ್ಯ,अन्न मूल्य
ಮೇವು (ಮೇವು),चारा (चारा)
ಮುನ್ಸೂಚನೆ,अंदाज
ಅರಣ್ಯ,वन
ಅರಣ್ಯೀಕರಣ,वनीकरण
ಚೂರು,फ्रॉन्ड
ಫ್ರಾಸ್ಟ್ ರೆಸಿರೆಂಟ್,फ्रॉस्ट प्रतिरोधक
ಮುನಗಳ,दंव
ಹೆಪ್ಪುಗಟ್ಟಿದ (ಹಣ್ಣು ಮತ್ತು ತರಕಾರಿ),गोठलेले (फळ आणि भाजी)
ಜಡನಾಗಿಸುವಿಕೆ,फ्रुकिफिकेशन
ಹಣ್ಣಿನ ಹನಿ,फळ थेंब
ಹಣ್ಣು-ಸೆಟ್ (ಹಣ್ಣಿನ ಸೆಟ್ಟಿಂಗ್),फळ-सेट (फळांची सेटिंग)
ಹೊಗಳಿಕೆ,धूर
ಶಿಲೀಂಧ್ರನಾಶಕ,बुरशीनाशक
ಶಿಲೀಂಧ್ರ ರೋಗದ,बुरशीवादी
ಶಿಲೀಂಧ್ರ,बुरशीचे
ಗಡಿ,Furo
ಸಮ್ಮಿಳನ,फ्यूजन
ಗುಟ್ಟು,अस्पष्ट
ಅಸ್ಪಷ್ಟ,अस्पष्ट
"ಫೆನ್ನೆಲ್, ಅನೈಸ್","एका जातीची बडीशेप, बडीशेप"
ಮೆಂತ್ಯದ,मेथी
ಅಂಜೂರ,अंजीर
ಬೆರಳು ರಾಗಿ,बोटा बाजरी
ಬೆಂಕಿ ಜ್ವಾಲೆಯ ಬುಷ್,अग्निशामक बुश
ಅರಣ್ಯದ ಜ್ವಾಲೆ,जंगलाची ज्योत
ಫ್ರೆಂಚ್ ಹುರುಳಿ,फ्रेंच बीन
ಅಲ್ಪಬೆಲೆಯ,पिसू
ನರಿ,कोल्हा
ಹಣ್ಣು ನೊಣ,फळ माशी
ಗಾಲ್ (ಹಾರ್ಟ್),पित्त (हॉर्ट)
ಗಮೀಟು,गेमेट
ತೋಟ,बाग
ಗೇಜ್ (ನೀರು),गेज (पाणी)
ಜೀನ್ ಬ್ಯಾಂಕ್,जीन बँक
ಜೀನ್ ಟ್ಯಾಗಿಂಗ್,जीन टॅगिंग
ವಂಶದ ಶಾಸ್ತ್ರ,जीनोलॉजी
ಆನುವಂಶಿಕ ನಕ್ಷೆ,अनुवांशिक नकाशा
ಆನುವಂಶಿಕ,अनुवांशिक
ಜಿನೋಮ್,जीनोम
ಜೀನಾಮಿಕ್ ಗ್ರಂಥಾಲಯ,जीनोमिक लायब्ररी
ಜೀನೊಮಿಕ್ಸ್,जीनोमिक्स
ಜೀನೋಟೈ,जीनोटाइप
ಜೀನೋಟೈ,जीनोटाइप
ಕುಲ,वंश
ಕುಲ,वंश
ಸೂಕ್ಷ್ಮಾಣು,अंकुर
ರೋಗಾಣು,जंतुनाशक
ಮೊಳಕೆ,उगवण
ನೆಲಮಾಳಿಗೆ,जर्मप्लाझम
ಗಿಬ್ಬರ್ಸೆಲ್ ಆಮ್ಲ,गिब्बरेलिक acid सिड
ಗಿಲು,जिनिंग
ಹಲ್ಲು,ग्लूम
ಅಂಟಂಟಾದ,ग्लूटीनस
ಗ್ಲೈಕೋಲಿಸಂ,ग्लायकोलिसिस
ಗ್ನಿಸ್,Gneiss
ಸುವರ್ಣ ಕ್ರಾಂತಿ,सुवर्ण क्रांती
ಶ್ರೇಣಗೀತೆ,ग्रेडिंग
ಕಸಿಮಾಡಿದ ಸಸ್ಯ,कलम केलेला वनस्पती
ನಾಟಿ-ಸಂಯೋಜನೀಯ,कलम-विसंगत
ಗಾರ್ಟರಿ,ग्रॅना
ಹರಳಾಗುವಿಕೆ,ग्रॅन्युलेशन
ಹಸಿರು ಗೊಬ್ಬರ,ग्रीन खत
ಹಸಿರು ಕ್ರಾಂತಿ,हरित क्रांती
ಬೆಳವಣಿಗೆ ಮತ್ತು ಅಭಿವೃದ್ಧಿ,वाढ आणि विकास
ಗುರು ರಾಶಿ,गमोसिस
ವೇಷಭೂಷಣವಾದ,गायनोडिओसियस
ಗೋಲು ಕಾಯಿ,पित्त नट
ಬೆಳ್ಳುಳ್ಳಿ,लसूण
ಕಸ,गर्बेरा
ಗೆರ್ಕಿನ್,Gherkin
ಶುಂಠಿ,आले
ಹೊಳಪು,ग्लॅडिओलस
ಮೇಕೆ ಕಳೆ (ಅಗರಟಮ್),बकरी तण (एजराटम)
ದ್ರಾಕ್ಷಿಹಣ್ಣು,द्राक्षफळ
ದ್ರಾಕ್ಷಿ,द्राक्षे
ಹಸಿರು ಗ್ರಾಂ,हिरवा हरभरा
ದಹನ,ग्रेव्हिया
ನೆಲಗಡಲೆ,शेंगदाणे
ಸೀಬೆಹಣ್ಣು,पेरू
ಗಿನಿಯಾ ಹುಲ್ಲು,गिनिया गवत
ಗಾಲ್ ಮಿಡ್ಜ್,पित्त मिज
ಹುಲ್ಲು ಹಾಪರ್,गवत हॉपर
ಗುಂಡಿ ದೋಷ,Gondhy बग
ಅಭ್ಯಾಸ,सवय
ಆಲಿಕಲ್ಲು,गारा
ಕೂದಲು,केशरचना
ಮೆರುಗು,हॅलोफाइट
ಕುಣಿಸು,हॅरो
ಕೊಯ್ಲಿಗೆ ಸೂಚಿಸುವ ಸೂಚ್ಯಂಕ,कापणी निर्देशांक
ಕೊಯ್ದು,कापणी
ಕೊಯ್ಲು,कापणी
ಮೊಲ,हॅच
ಹುಳು,गवत
ಹುಲಿಗೆ,गवत
ಹುಲ್ಲುಗಾವಲು,गवत
ಮಬ್ಬು,धुके
ಮಸುಕಾದ,हेझी
ತಲೆ (ಕೃಷಿ),प्रमुख (कृषी)
ತಲೆ (ಚಾನಲ್),प्रमुख (चॅनेलचे)
ಹಿಂದಿರುಗುವುದು,मागे जात आहे
ತುತ್ತೂರಿ,हेज
ಹೆಡ್ಜಿಂಗ್,हेजिंग
ಹೆಲಿಕ್ಸ್,हेलिक्स
ರಕ್ತನಾಳ,हेमॅटाइट
ಸಸ್ಯ,औषधी वनस्पती
ಗಿಡದಂತಿ,हर्बेरियम
ಸಸ್ಯನಾಶಕ,औषधी वनस्पती
ಅನರ್ಹತೆ,आनुवंशिकता
ಪತ್ನಣೀಯತೆ,आत्मीयता
ಹರ್ಮ್ರೋಡೈಟ್,हर्माफ्रोडाइट
ಭಿನ್ನ ವಾಚ್,हेटरोक्रोमॅटिक
ಭಿನ್ನಾಭಿಪ್ರಾಯ,हेटरोफर्टिलायझेशन
ಭಿನ್ನತೆ,हेटरोसिस
ಭಿನ್ನಾಭಿಪ್ರಾಯ,हेटरोसोम
ಭಿನ್ನತೆ,हेटरोट्रोफ
ರಕ್ತಸಂಬಂಧಿ,हेक्साप्लोइड
ಹೈಬರ್ನೇಟ್ ಮಾಡು,हायबरनेट
ಹೆಚ್ಚಿನ ಸಾಂದ್ರತೆಯ ನೆಡುವಿಕೆ,उच्च घनतेची लागवड
ಬೆಟ್ಟದ,हिल (तांदूळ)
ಹಂದಿಯ ಕುರಿತ,हिस्टोग्राम
ಚೈತನ್ಯದ ತೋಟಗಾರಿಕೆ,हिटेक फलोत्पादन
ಜೇನುಗೂಡು,पोळे
ಹಂದಿಯ,होईंग
ಹಿಡಿದು,होल्डिंग
ತೋಟ,होम फार्म
ಹೋಮಿಯೋಸ್ಟಾಸಿಸ್,होमिओस्टॅसिस
ಗೃಹ ಹೋಳು,होमस्टीड
ಏಕರೂಪತೆ,एकसंधपणा
ಏಕರೂಪದ,एकसंध
ಮಾಮೋಲಿಕಸ್,होमोलोगस
ಅಖಂಡ,होमोझीगोटे
ಕುಳಿ,हॉपर
ದಿಗಂತಿ,होरायझन
ತೋಟಗಾರಿಕಾ ಬೆಳೆಗಳು,बागायती पिके
ತೋಟಗಾರಿಕೆ,बागायती
ಹೊರ್ಟಿ-ಸಿಲ್ವಿ ಗ್ರಾಮೀಣ ಕೃಷಿ,हॉर्टी-सिल्वी खेडूत शेती
ಅತಿಥೆಯ,होस्ट
ಬಿಸಿನೀರಿನ ಚಿಕಿತ್ಸೆ,गरम पाण्याचे उपचार
ಹಲ್,हुल
ಆರ್ದ್ರತೆ,आर्द्रता
ಸಜ್ಜು,बुरशी
ಹೊಟ್ಟು,भुंगा
ಹಸ್ಕರ್,हस्कर
ಹೊಳಪುಳ್ಳ,हस्किंग
ಸಂಕರಜದ,संकरित
ಸಂಕರಜತೆ,संकरीत
ಜಲಸಂಚಯ,हायड्रेशन
ಜಲವಿಜ್ಞಾನ,हायड्रोलॉजी
ಜಲವಿಚ್ysisೇದನೆ,हायड्रोलिसिस
ಜಲಮಾಪಕ,हायड्रोमीटर
ಜಲಪಕ್ಷದ,हायड्रोफिलस
ಜಲಸಂಪರ್ಕ,हायड्रोपोनिक्स
ಜಲಾವರಣ,हायड्रोस्फीअर
ಜಲಸಮತಿ,हायड्रोस्कोपीसीटी
ಅತ್ಯಲ್ಪ,हायपरपॅरासाइट
ಒಂದು ದೊಡ್ಡ ಕಣ್ಣು,हायपरप्लासिया
ಜರಡಿ,हायफा
ಬಲಿಷ್ಠಿ,हायपोकोटाइल
ಕಲ್ಪನಾಶಕ್ತಿ,हायपोथेसिस
ಗರ್ಭಕಂಠ (ನೀರು),हिस्टेरिसिस (पाणी)
ಹಜೆಲ್ ಕಾಯಿ,हेझेल नट
ಸೆಣಬಿನ,भांग
ಕೋಳಿ,हेनबेन
ಗೋರಂಟಿ,मेंदी
ದಾಸವಾಳಿ,हिबिस्कस
ಹಾಪ್,हॉप
ಕುದುರೆ ಗ್ರಾಂ,घोडा हरभरा
ಕುದುರೆ ಕಣ್ಣಿನ ಹುಳಿ,घोडा-डोळा-बीन
ಜೇನು ನೊಣ,मधमाशी
ಕುಳಿ,हॉपर
ತೋಟಗಾರಿಕೆ,बागायती
ಜಲವಿಜ್ಞಾನಿ,हायड्रोलॉजिस्ट
ಸಿತು ಕಸಿ ಮಾಡುವಲ್ಲಿ,सिटू ग्राफ्टिंग मध्ये
ವಿಂಟ್ರೊದಲ್ಲಿ,ग्लासमध्ये
ವಿವೋದಲ್ಲಿ,व्हिव्हो मध्ये
ತಗ್ಗಿಸದ,अंदाधुंदी
ಕೀಟ,कीटक
ಕೀಟ ಕೀಟ,कीटक कीटक
ಕೀಟಸಾಮಾನ್ಯ,कीटक
ಕೀಟನಾಶಕ,कीटकनाशक
ಕೀಟಭಾರಿಯ,कीटकनाशक
ಬಿಸಿಲು,इन्सोलेशन
ಬಿಡಿಸಲಾಗದ,अघुलनशील
ಇನ್ಸ್ಟಾರ್ (ಕೀಟ),इन्स्टार (कीटक)
ನಿರಂಕುಶಾಧಿಕಾರಿ,इन्सुलेटर
ಸಂಯೋಜಿತ ರೋಗ ನಿರ್ವಹಣೆ,एकात्मिक रोग व्यवस्थापन
ಸಂಯೋಜಿತ ಪೋಷಕಾಂಶಗಳ ನಿರ್ವಹಣೆ,एकात्मिक पोषक व्यवस्थापन
ಸಂಯೋಜಿತ ಕೀಟ ನಿರ್ವಹಣೆ,एकात्मिक कीटक व्यवस्थापन
ತೀವ್ರಗೊಳಿಸುವಿಕೆ,तीव्रता
ತೀವ್ರ,गहन
ಅಂತರ್ರೋಗ,इंटरपॉप
ಅಂತರಸಂಪರ್ಕ (ಅಂತರಸಂಪರ್ಕ),परस्परसंवाद (परस्परसंवाद)
ಆಸಕ್ತಿ,व्याज
ಅಂತರಪರ್ -ಆವರಣ,इंटर्नोड
ಇಂಟರ್ಫೇಸ್ (ಕೋಶ ವಿಭಾಗ),इंटरफेस (सेल विभाग)
ರಾಕ್ಷಸ,इंटरपोलेशन
ಅಂತರ್ರೋಗದ,आंतर-वृद्ध
ದಾಸ್ತಾನು,यादी
ವಿಪರ್ಯ,उलटा
ಆಕ್ರೋಶ,Incocre
ಅಯಾನು,आयन
ವಿಕಿರಣ,इरिडिएशन
ನೀರಾವರಿ,सिंचन
ಐಸೊ ಆಲೀಲ್ಸ್,आयएसओ les लेल्स
ಐಎಸ್ಒ ಉತ್ಪನ್ನ ಕರ್ವ್,आयएसओ उत्पादन वक्र
ಐಸೋಬಾರ್,आयसोबार
ಐಸೊಗಾಮಿ,Isogamy
ಪ್ರತ್ಯೇಕತೆ,अलगाव अंतर
ಸಮೋಪ್ಸುಯು,आयसोप्लॉइड
ಲೋಕದ,आयसोक्वांट
ಐಸೋಟೋಪ್,समस्थानिक
ಭಾರತೀಯ ಬರ್ಚ್,भारतीय बर्च
ಭಾರತೀಯ ನೀಲಿ ಪೈನ್,भारतीय निळा पाइन
ಭಾರತೀಯ ಚೆರ್ರಿ,भारतीय चेरी
ಭಾರತೀಯ ಜುನಿಪರ್,भारतीय जुनिपर
ಭಾರತೀಯ ಕಿನೋ ಮರ,भारतीय किनो वृक्ष
ಭಾರತೀಯ ಲೌರಲ್ ಮರ,भारतीय लॉरल ट्री
ಭಾರತೀಯ ಹುಚ್ಚು,भारतीय वेडा
ಭಾರತೀಯ ಹುಚ್ಚು,भारतीय मॅडलर
ಭಾರತೀಯ ಪೊಡೊ ಫೈಲಮ್,भारतीय पोडो फिलम
ಇಂಡಿಗೊ,इंडिगो
ಇಟಲಿಯ ರಾಗಿ,इटालियन बाजरी
ದಂತ ಮರ,आयव्हरी ट्री
ಐವಿ ಗೌರ್ಡ್/ಲಿಟಲ್ ಸೋರೆಕಾಯಿ,आयव्ही गॉर्ड/लिटल लबाडी
ನುಗ್ಗಿ,गूळ
ಜಪೋನಿಕಾ ಅಕ್ಕಿ,जपोनिका तांदूळ
ಜಲಾರತಿ,जॅसिड
ಜಾವಾನಿಕಾ ಅಕ್ಕಿ,जावानिका तांदूळ
