Punjabi,Tamil
ਫੇਸੀਆ,ஃபேசியா
ਫੇਸੀਆ ਬੋਰਡ,முக பலகை
ਨੁਕਸ,தவறு
ਖੇਤ ਦੀ ਨਮੀ,வயல் ஈரப்பதம்
ਅੰਤਮ ਨਮੀ ਦੇ ਬਰਾਬਰ,இறுதி ஈரப்பதம் சமம்
ਫਿਲਟ (ਮੋਰਟਾਰ ਦਾ),ஃபில்லட் (மோட்டார்)
ਫਾਈਨਲ,இறுதி
ਅੰਤਮ ਮਾਪ,இறுதி அளவீடு
ਅੰਤਿਮ ਭੁਗਤਾਨq,இறுதி கட்டணம்
ਅੰਤਮ ਪ੍ਰੀ ਤਣਾਅ,இறுதி முன் மன அழுத்தம்
ਅੰਤਮ ਤਣਾਅ,இறுதி பதற்றம்
ਵਿੱਤੀ ਵਿਵਹਾਰਕਤਾ,நிதி சாத்தியம்
ਵਧੀਆ ਕੁੱਲ,நேர்த்தியான மொத்த
ਫਿਸਰਡ ਚੱਟਾਨ,பிளவுபட்ட பாறை
ਝੰਡਾ ਪੱਥਰ,கொடி கல்
ਫਲੇਮਿਸ਼ ਬਾਂਡ,பிளெமிஷ் பிணைப்பு
ਫਲੈਸ਼ਿੰਗ,ஒளிரும்
ਚਮਕਦਾਰ ਸਟ੍ਰੀਮ,பளிச்சிடும் ஓடை
ਫਲੈਟ ਛੱਤ,தட்டையான கூரை
ਫਲੇਚੇ,Fleche
ਫਲੇਮਿਸ਼ ਗਾਰਡਨ ਵਾਲ ਬਾਂਡ,பிளெமிஷ் தோட்ட சுவர் பிணைப்பு
Flint,பிளின்ட்
Flint ਕੰਧ,பிளின்ட் சுவர்
ਫਲੋਟਿੰਗ ਮੰਜ਼ਿਲ,மிதக்கும் தளம்
ਫਲੋਕੂਲੇਸ਼ਨ,ஃப்ளோக்குலேஷன்
ਫਲੋਕੂਲੇਸ਼ਨ ਸੀਮਾ,ஃப்ளோகுலேஷன் வரம்பு
ਫਲੋਕੂਲੇਸ਼ਨ ਅਨੁਪਾਤ,ஃப்ளோகுலேஷன் விகிதம்
ਫਲੋਕੂਲਸ,ஃப்ளோக்குல்ஸ்
ਮੰਜ਼ਿਲ,தரை
ਮੰਜ਼ਿਲ ਸੀਲ,மாடி முத்திரை
ਪ੍ਰਵਾਹ,ஓட்டம்
ਉਤਰਾਅ-ਚੜ੍ਹਾਅ,ஏற்ற இறக்கம்
ਫੁੱਟਿੰਗ,காலடி
ਬੁਨਿਆਦ,அறக்கட்டளை
ਫਰੀ ਫਾਲ ਬੈਰੋ ਟਾਪਿੰਗ ਮਿਕਸਰ,இலவச வீழ்ச்சி பாரோ டாப்பிங் மிக்சர்
ਫਰੀ ਫਾਲ ਮਿਕਸਰ (ਡਰੱਮ ਦੀ ਕਿਸਮ),இலவச வீழ்ச்சி கலவை (டிரம் வகை)
ਮੁਫ਼ਤ ਪੱਥਰ,இலவச கல்
ਫਰੈੱਸਟ,புதியது
ਰਗੜ ਢੇਰ,உராய்வு குவியல்
ਡੱਡੂ,தவளை
ਗੇਬਲ,கேபிள்
ਗੈਬਲੇਟ,கேப்லெட்
Gambrel ਛੱਤ,சூதாட்ட கூரை
ਗੇਜ,அளவீடு
ਗੇਜਿੰਗ ਸੈਕਸ਼ਨ,அளவிடும் பிரிவு
ਗੇਜਿੰਗ ਸਟੇਸ਼ਨ,அளவிடும் நிலையம்
ਆਮ ਟਿਕਾਣਾ ਯੋਜਨਾ,பொதுவான இருப்பிடத் திட்டம்
ਆਮ ਹਵਾਦਾਰੀ,பொது காற்றோட்டம்
G ਹੋਰੀਜ਼ਨ ਜਾਂ ਗਲੇ ਹੋਰੀਜ਼ਨ,G அடிவானம் அல்லது gley அடிவானம்
ਤੱਕ ਗਲੇਸ਼ੀਅਲ,வரை பனிப்பாறை
ਗਨੀਸ,Gneiss
ਮਾਲ ਵਿਹੜਾ,பொருட்கள் முற்றம்
ਗਰੇਡੀਐਂਟ ਪ੍ਰਤੀਰੋਧ,சாய்வு எதிர்ப்பு
ਗ੍ਰੇਨਾਈਟ,கிரானைட்
ਦਾਣੇਦਾਰ ਬਣਤਰ,சிறுமணி அமைப்பு
ਗ੍ਰੇਨੂਲੇਸ਼ਨ,குருணையாக்கம்
ਗ੍ਰੈਨਿਊਲ,சிறுமணி
ਗ੍ਰੈਵੀਟੇਸ਼ਨਲ ਪਾਣੀ ਮੁਕਤ ਪਾਣੀ,ஈர்ப்பு நீர் இல்லாத நீர்
ਗ੍ਰੈਵੀਟੇਸ਼ਨਲ ਯਾਰਡ,ஈர்ப்பு முற்றம்
ਮਹਾਨ ਮਿੱਟੀ ਸਮੂਹ,பெரிய மண் குழு
ਗ੍ਰਿਲੇਜ ਬੁਨਿਆਦ,கிரில்லேஜ் அடித்தளம்
ਜ਼ਮੀਨੀ ਹੱਥ ਮੋਲਡਿੰਗ,தரையில் கை மோல்டிங்
ਸਮੂਹਬੱਧ ਡੌਕ,குழுவாக்கப்பட்ட கப்பல்துறை
ਗਰੁੱਪ ਹਾਊਸਿੰਗ,குழு வீடுகள்
ਮਹਿਮਾਨ ਕਮਰਾ,விருந்தினர் அறை
ਗਟਰ,சாக்கடை
ਗਟਰ ਚੁੱਕਣ ਵਾਲਾ,சாக்கடை சுமப்பவர்
ਗਟਰ ਚੈੱਕ,கால்வாய் சோதனை
ਹੈਮਰ ਡਰੈਸਿੰਗ,சுத்தி அலங்காரம்
ਬੰਦਰਗਾਹ,துறைமுகம்
ਪਨਾਹ ਦੀ ਬੰਦਰਗਾਹ,புகலிடத் துறைமுகம்
ਹਾਰਡ ਪੈਨ,கடினமான பான்
ਸਿਰਲੇਖ,தலைப்பு
ਹੈਡਰ ਬਾਂਡ,தலைப்பு பத்திரம்
ਹੈਡਰ ਕੋਰਸ,தலைப்பு பாடநெறி
ਮੁੱਖ ਗੇਟ ਬਣਤਰ,தலை வாயில் அமைப்பு
ਨਹਿਰ ਦਾ ਮੁਖੀ,கால்வாயின் தலைவர்
ਹੈੱਡ ਰੈਗੂਲੇਟਰ,தலைமை சீராக்கி
ਹੈਰਿੰਗ ਹੱਡੀ ਬੰਧਨ,ஹெர்ரிங் எலும்பு பிணைப்பு
ਦਿਲਦਾਰ,இதயம்
ਗਿੱਲਾ ਕਰਨ ਦੀ ਗਰਮੀ,ஈரமாக்கும் வெப்பம்
ਉੱਚ ਐਲੂਮਿਨਾ ਸੀਮਿੰਟ,உயர் அலுமினா சிமெண்ட்
ਕਮਰ,இடுப்பு
ਹਿੱਪ ਕੈਪਿੰਗ,ஹிப் கேப்பிங்
ਛੁਪੇ ਸਿਰੇ,இடுப்பு முனை
ਹੁੱਡ,ஹூட்
ਹੁੱਡ ਮੋਲਡਿੰਗ,ஹூட் மோல்டிங்
ਹੁੱਕ ਦਾ ਕਾਨੂੰਨ,ஹூக்கின் சட்டம்
ਹੂਪ ਲੋਹਾ,வளைய இரும்பு
ਹੋਰੀਜ਼ਨ,அடிவானம்
ਨਮੀ,ஈரப்பதமாக்குதல்
"ਨਮੀ, ਪੂਰਨ","ஈரப்பதம், முழுமையானது"
"ਨਮੀ, ਰਿਸ਼ਤੇਦਾਰ","ஈரப்பதம், உறவினர்"
ਹੰਪ ਵਿਹੜਾ,ஹம்ப் யார்டு
ਹਾਈਡ੍ਰੌਲਿਕ ਦਬਾਅ,ஹைட்ராலிக் அழுத்தம்
ਹਾਈਡ੍ਰੇਸ਼ਨ,நீரேற்றம்
ਹਾਈਡ੍ਰੌਲਿਸਿਸ,நீராற்பகுப்பு
ਹਾਈਡਰੋਲਾਈਟਿਕ ਐਸਿਡਿਟੀ,ஹைட்ரோலைடிக் அமிலத்தன்மை
ਹਾਈਡ੍ਰੋਮੋਰਫਿਕ ਮਿੱਟੀ,ஹைட்ரோமார்பிக் மண்
ਹਾਈਡ੍ਰੋਫਿਲਿਕ ਕੋਲਾਇਡ,ஹைட்ரோஃபிலிக் கொலாய்டு
ਹਾਈਡ੍ਰੋਫੋਬਿਕ ਕੋਲਾਇਡ,ஹைட்ரோபோபிக் கொலாய்டு
ਹਾਈਡ੍ਰੋਸਟੈਟਿਕ ਦਬਾਅ ਅਨੁਪਾਤ,ஹைட்ரோஸ்டேடிக் அழுத்தம் விகிதம்
ਹਾਈਗਰੋਸਕੈਪਟਿਕ ਗੁਣਾਂਕ,ஹைக்ரோஸ்காப்டிக் குணகம்
ਹਾਈਗ੍ਰੋਸਕੋਪਿਕ ਨਮੀ,ஹைக்ரோஸ்கோபிக் ஈரப்பதம்
ਹਾਈਡ੍ਰੋਸਕੋਪੀਸੀਟੀ,ஹைட்ரோஸ்கோபிசிட்டி
ਹਾਈਗ੍ਰੋਸਕੋਪਿਕ ਨਮੀ,ஹைக்ரோஸ்கோபிக் ஈரப்பதம்
ਹਾਈਪਰਬਰਿਕ ਚੈਂਬਰ,ஹைபர்பேரிக் அறை
ਹਾਈਪਰਸਟੈਟਿਕ ਫਰੇਮ,ஹைப்பர்ஸ்டேடிக் சட்டகம்
ਹਾਈਪਸੋਮੀਟਰ,ஹைப்சோமீட்டர்
ਪ੍ਰਕਾਸ਼,வெளிச்சம்
ਇਮਬਿਬੇਸ਼ਨ ਨਮੀ,உட்புகுதல் ஈரப்பதம்
ਅਸ਼ੁੱਧ ਮਿੱਟੀ,முதிர்ச்சியடையாத மண்
ਜਬਤ ਡੌਕ,சிறைபிடிக்கப்பட்ட கப்பல்துறை
ਜ਼ਮੀਨੀ ਮਾਲੀਏ ਵਿੱਚ ਵਾਧਾ,நில வருவாய் அதிகரிப்பு
ਸੁਤੰਤਰ ਪਾੜ,சுதந்திர சாரக்கட்டு
ਇੰਡਿਊਰੇਟਿਡ,உள்வாங்கப்பட்டது
ਸ਼ੁਰੂਆਤੀ ਪ੍ਰੀਸਟਰੈਸ,ஆரம்ப அழுத்த அழுத்தம்
ਸ਼ੁਰੂਆਤੀ ਤਣਾਅ,ஆரம்ப பதற்றம்
ਅੰਦਰੂਨੀ ਜਲ ਮਾਰਗ ਬੰਦਰਗਾਹ,உள்நாட்டு நீர்வழி துறைமுகம்
ਇੰਸੂਲੇਟਿੰਗ ਬੋਰਡ,காப்பு பலகை
ਵਿਚਕਾਰਲਾ ਪੋਰਟ,இடைநிலை துறைமுகம்
ਅੰਦਰੂਨੀ ਰਗੜ,உள் உராய்வு
ਇੰਟਰਾਜ਼ੋਨਲ ਮਿੱਟੀ,உள் மண்டல மண்
ਆਇਨ,அயன்
ਆਇਨ ਐਕਸਚੇਂਜ,அயன் பரிமாற்றம்
ਲੋਹੇ ਦਾ ਪੈਨ,இரும்பு சட்டி
ਸਿੰਜਾਈ ਵਾਲੀ ਜ਼ਮੀਨ,பாசன நிலம்
ਸਿੰਚਾਈ,நீர்ப்பாசனம்
ਸਿੰਚਾਈ ਸੈੱਸ,பாசன செஸ்
ਜਾਮ,ஜம்ப்
ਜੌਗਲ,தள்ளாட்டம்
ਜੌਗਲ ਪਿੰਨ,ஜாக்கிள் முள்
ਜੂਲ,ஜூல்
ਜੰਪਰ,குதிப்பவர்
ਕਿਲੋਗ੍ਰਾਮ,கிலோகிராம்
ਕਿਲੋਗ੍ਰਾਮ ਬਲ,கிலோகிராம் படை
ਕਿਲੋਗ੍ਰਾਮ ਫੋਰਸ ਮੀਟਰ,கிலோகிராம் விசை மீட்டர்
ਕਿਲੋਵਾਟ ਘੰਟਾ,கிலோவாட் மணி
ਰਾਜਾ ਬੰਦ,கிங் மூடல்
ਰਸੋਈ,சமையலறை
ਲੇਸਡ ਕਾਲਮ,லேஸ்டு நெடுவரிசை
ਪਛੜ ਰਿਹਾ ਹੈ,பின்னடைவு
ਲਮੇਲਾ ਜੜ੍ਹ,லமெல்லா வேர்
ਲੈਮਿਨਰ ਵਹਾਅ,லேமினார் ஓட்டம்
ਲੈਂਪ ਮੋਰੀ,விளக்கு துளை
ਜ਼ਮੀਨ ਦਾ ਵਾਧਾ,நிலப் பெருக்கம்
ਲੈਂਡ ਸਲਾਈਡਿੰਗ,நில சறுக்கல்
ਲੈਟਰਾਈਟ,லேட்டரைட்
ਲੈਟਰਾਈਟ ਮਿੱਟੀ,லேட்டரைட் மண்
ਵੱਡੀ ਗਿਣਤੀ ਦਾ ਕਾਨੂੰਨ,பெரிய எண்களின் சட்டம்
ਖਾਕਾ ਯੋਜਨਾ,தளவமைப்பு திட்டம்
ਲੇਜ਼ਰ,பேரேடு
ਚੂਨਾ ਪੈਨ,சுண்ணாம்பு பான்
ਲਿੰਟਲ,லிண்டல்
ਤਰਲ ਸੀਮਾ,திரவ வரம்பு
ਲਾਈਵ ਲੋਡ,நேரடி சுமை
ਲੋਮ,களிமண்
ਸਥਾਨਕ ਨਿਕਾਸ ਹਵਾਦਾਰੀ,உள்ளூர் வெளியேற்ற காற்றோட்டம்
ਲੋਕੋ ਵਿਹੜਾ,லோகோ முற்றம்
ਲੋਸ,லூஸ்
ਘੱਟ ਪਲਾਸਟਿਕ ਸੀਮਾ,குறைந்த பிளாஸ்டிக் வரம்பு
ਘੱਟ ਗਰਮੀ ਸੀਮਿੰਟ,குறைந்த வெப்ப சிமெண்ட்
ਮਸ਼ੀਨ ਮੋਲਡਿੰਗ,இயந்திர மோல்டிங்
ਮੈਕਰੋਸਟ੍ਰਕਚਰ,மேக்ரோஸ்ட்ரக்சர்
ਮੁੱਖ ਹੈੱਡ ਰੈਗੂਲੇਟਰ,முக்கிய தலைமை சீராக்கி
ਮੁੱਖ ਪੋਰਟ,முக்கிய துறைமுகம்
ਮੇਕਅਪ ਏਅਰ,ஒப்பனை காற்று
ਮਾਨਸਾਰਡ,மான்சார்ட்
ਮਾਰਸ਼ਲਿੰਗ ਯਾਰਡ,மார்ஷலிங் முற்றம்
ਚਿਣਾਈ,கொத்து
ਪਰਿਪੱਕ ਤਾਪਮਾਨ,முதிர்ச்சியடைந்த வெப்பநிலை
ਮੇਜ਼ਾਨਾਈਨ ਮੰਜ਼ਿਲ,இடைமட்ட மாடி
ਮਕੈਨੀਕਲ ਵਿਸ਼ਲੇਸ਼ਣ,இயந்திர பகுப்பாய்வு
ਮਕੈਨੀਕਲ ਹਵਾਦਾਰੀ,இயந்திர காற்றோட்டம்
ਮੈਟ੍ਰਿਕ ਸਿਸਟਮ,மெட்ரிக் அமைப்பு
ਮਾਈਕਰੋਸਟ੍ਰਕਚਰ,நுண் கட்டமைப்பு
ਮਿਲਿ ਬਰਾਬਰ,மில்லிக்கு சமம்
ਮਿਲੀ ਬਰਾਬਰ ਪ੍ਰਤੀ ਲੀਟਰ,ஒரு லிட்டருக்கு மில்லி சமம்
ਖਣਿਜ,கனிம
ਖਣਿਜ ਮਿੱਟੀ,கனிம மண்
ਮਾਮੂਲੀ ਪੋਰਟ,சிறிய துறைமுகம்
Mitred ਬੰਦ,மிட்ரெட் மூடல்
ਮੋਬਾਈਲ ਮਿੱਟੀ ਕੋਲਾਇਡ,நடமாடும் மண் கொலாய்டு
ਨਮੀ ਸਮੱਗਰੀ,ஈரப்பதம்
ਨਮੀ ਗਰੇਡੀਐਂਟ,ஈரப்பதம் சாய்வு
ਮੋਨੋਲਿਥ,ஒற்றைக்கல்
ਮੋਨੋਰੇਲ,மோனோரயில்
ਨੈਸ਼ਨਲ ਹਾਰਬਰ ਕੌਂਸਲ,தேசிய துறைமுக சபை
ਕੁਦਰਤੀ ਬਿਸਤਰਾ,இயற்கை படுக்கை
ਕੁਦਰਤੀ ਮੁਕੰਮਲ,இயற்கையான பூச்சு
ਕੁਦਰਤੀ ਬੰਦਰਗਾਹ,இயற்கை துறைமுகம்
ਕੁਦਰਤੀ ਹਵਾਦਾਰੀ,இயற்கை காற்றோட்டம்
ਨੇਵਲ ਬੰਦਰਗਾਹ,கடற்படை துறைமுகம்
ਨਿਊਟਨ,நியூட்டன்
ਗੈਰ ਇਕਸਾਰ ਵਹਾਅ,சீரற்ற ஓட்டம்
ਪਾਣੀ ਦੀ ਦਰ &#39;ਤੇ ਕਬਜ਼ਾ ਕਰਦਾ ਹੈ,நீர் வீதத்தை ஆக்கிரமித்துள்ளது
ਤੇਲ ਰੰਗਤ,எண்ணெய் வண்ணப்பூச்சு
ਤੇਲ ਖੂਹ ਸੀਮਿੰਟ,எண்ணெய் கிணறு சிமெண்ட்
ਚੈਨਲ ਦਾ ਪ੍ਰਵਾਹ ਖੋਲ੍ਹੋ,திறந்த சேனல் ஓட்டம்
ਸਰਵੋਤਮ ਨਮੀ,உகந்த ஈரப்பதம்
ਜੈਵਿਕ ਮਿੱਟੀ,கரிம மண்
ਸਥਿਤੀ,நோக்குநிலை
ਆਰਥੋਗੋਨਲ,ஆர்த்தோகனல்
ਓਰਟਸਟਾਈਨ,ஆர்ட்ஸ்டீன்
ਬਾਹਰੀ ਸੰਕੇਤ,வெளிப்புற சமிக்ஞை
ਆਕਸੀਕਰਨ,ஆக்சிஜனேற்றம்
ਪੈਂਟਰੀ,சரக்கறை
ਪੈਰਾਪੇਟ,பாரபெட்
ਪੈਰਾਪੇਟ ਕੰਧ,பாரபெட் சுவர்
ਮਾਪੇ ਸਮੱਗਰੀ,பெற்றோர் பொருள்
ਪੇਬਲ ਕਾਸਟ ਪਲਾਸਟਰ,கூழாங்கல் வார்ப்பு பிளாஸ்டர்
ਪੈਡਲਫਰ,பெடல்பர்
ਪੈਡੋਕਲ,பெடோகல்
ਪੀਡੋਜਨੇਸਿਸ,பெடோஜெனெசிஸ்
ਪੈਡੌਲੋਜੀ,பெடாலஜி
ਪੀਡੋਸਫੀਅਰ,பெடோஸ்பியர்
ਪੈਨੇਟ੍ਰੋਮੀਟਰ,பெனெட்ரோமீட்டர்
ਪੈਂਟ ਛੱਤ,பென்ட் கூரை
ਪੈਪਟਾਈਜ਼ਿੰਗ ਏਜੰਟ,பெப்டிசிங் முகவர்
ਵਿਸ਼ਲੇਸ਼ਣ ਦੀ ਮਿਆਦ,பகுப்பாய்வு காலம்
ਪਰਪੇਂਡ,பெர்பென்ட்
ਸ਼ੋਸ਼ਣ,பெர்ஸர்ப்ஷன்
ਪੀਅਰ,பையர்
ਪਿਲਾਸਟਰ,பிலாஸ்டர்
ਪਿੱਚ,பிட்ச்
ਟੋਏ ਵਾਲੀ ਛੱਤ,பிட்ச் கூரை
ਸਾਦਾ ਕੰਕਰੀਟ,வெற்று கான்கிரீட்
ਪਲੇਨ ਕੋਣ,விமான கோணம்
ਸਾਦਾ ਵਿਹੜਾ,சமவெளி முற்றம்
ਪਲੈਨਸੋਲ,பிளான்சோல்
ਪਲਾਸਟਿਕ ਇਕਸਾਰਤਾ,பிளாஸ்டிக் நிலைத்தன்மை
ਪਲਾਸਟਿਕਤਾ,பிளாஸ்டிசிட்டி
ਪਲਾਸਟਿਕਤਾ ਸੂਚਕਾਂਕ,பிளாஸ்டிசிட்டி இன்டெக்ஸ்
ਪਲਾਸਟਿਕ ਸੀਮਾ,பிளாஸ்டிசிட்டி வரம்பு
ਪਲਾਸਟਿਕ ਸੀਮਾ,பிளாஸ்டிசிட்டி வரம்பு
ਪਲੇਟੀ ਬਣਤਰ,பிளாட்டி அமைப்பு
ਪਲਿੰਥ,பீடம்
ਹਲ ਮਿੱਟੀ,உழவு மண்
Plum ਪੱਥਰ,பிளம் கல்
ਪੋਡਜ਼ੋਲ,போட்ஸோல்
ਇਸ਼ਾਰਾ,சுட்டி
ਬਹੁਭੁਜ ਕੰਧ,பலகோண சுவர்
ਪੋਰ ਸਪੇਸ,துளை இடம்
ਪੋਰਟ,துறைமுகம்
ਸਕਾਰਾਤਮਕ ਹਵਾਦਾਰੀ,நேர்மறை காற்றோட்டம்
ਪ੍ਰੈਰੀ ਮਿੱਟੀ,புல்வெளி மண்
ਸ਼ੁੱਧਤਾ,துல்லியம்
ਪ੍ਰਾਇਮਰੀ ਕਣ,முதன்மை துகள்
ਪ੍ਰਿਜ਼ਮੈਟਿਕ ਬਣਤਰ,பிரிஸ்மாடிக் அமைப்பு
ਲਾਭਕਾਰੀ ਕੰਮ,உற்பத்தி வேலை
ਪ੍ਰੋਜੈਕਟ ਜਾਇਜ਼ਤਾ,திட்ட நியாயப்படுத்தல்
ਸੁਰੱਖਿਆ ਦਾ ਕੰਮ,பாதுகாப்பு வேலை
ਸੂਡੋ-ਮਾਈਸੀਲੀਅਮ,போலி-மைசீலியம்
ਛੱਪੜ,குட்டை
ਪੁੱਗਿੰਗ,புக்கிங்
ਪਿਊਮਿਸ,பியூமிஸ்
ਪੰਚ,குத்து
ਕਠਪੁਤਲੀ,பொம்மை
ਪੁਟਲੌਗ,புட்லாக்
ਪੁਟਲੌਗ ਸਕੈਫੋਲਡ,புட்லாக் சாரக்கட்டு
ਮਾਤਰਾ ਸਰਵੇਖਣ,அளவு சர்வேயர்
ਖੱਡ ਦਾ ਰਸ,குவாரி சாறு
ਕਵੇ,குவே
ਰਾਣੀ ਬੰਦ,ராணி மூடல்
ਕੋਇਨ,குவோயின்
ਬੇੜਾ ਬੁਨਿਆਦ,ராஃப்ட் அடித்தளம்
ਰੇਕਰ,ரேக்கர்
ਰੈਕਿੰਗ,ரேக்கிங்
ਰੈਕਿੰਗ ਬਾਂਡ,ரேக்கிங் பத்திரம்
ਰੈਕਿੰਗ ਫਲੈਸ਼ਿੰਗ,ரேக்கிங் ஒளிரும்
ਤੇਜ਼ੀ ਨਾਲ ਵੱਖ-ਵੱਖ ਵਹਾਅ,வேகமாக மாறுபடும் ஓட்டம்
ਰਿਕਵਰੀਯੋਗ ਭੁਗਤਾਨ,திரும்பப் பெறக்கூடிய கட்டணம்
ਲਾਲ ਧਰਤੀ,சிவப்பு பூமி
ਲਾਲ ਦੋਮਟ,சிவப்பு களிமண்
ਰੈਗੂਲੇਟਰ,சீராக்கி
ਰੈਗੂਰ ਜਾਂ ਕਾਲੀ ਕਪਾਹ ਦੀ ਮਿੱਟੀ,ரெகர் அல்லது கருப்பு பருத்தி மண்
ਮੁੜ ਅਦਾਇਗੀ ਦਾ ਇਕਰਾਰਨਾਮਾ,திருப்பிச் செலுத்தும் ஒப்பந்தம்
ਬਕਾਇਆ ਸੰਕੁਚਨ,எஞ்சிய சுருக்கம்
ਬਕਾਇਆ ਮਿੱਟੀ,எஞ்சிய மண்
ਪ੍ਰਗਟ,வெளிப்படுத்து
ਪਿੰਨ ਪ੍ਰਗਟ ਕਰੋ,பின்னை வெளிப்படுத்து
ਟਾਈ ਪ੍ਰਗਟ ਕਰੋ,டை வெளிப்படுத்து
ਰਿਜ,ரிட்ஜ்
ਰਿਜ ਕੈਪਿੰਗ,ரிட்ஜ் கேப்பிங்
ਨਦੀ,நதி
ਸੜਕ ਦੀ ਸਥਿਤੀ,சாலை நிலை
ਮੋਟਾ ਪਲਾਸਟਰ,கரடுமுரடான பிளாஸ்டர்
ਮਲਬਾ,இடிபாடுகள்
ਮਲਬੇ ਦੀ ਚਿਣਾਈ,இடிந்த கொத்து
ਮਲਬੇ ਦੀ ਕੰਧ,இடிந்த சுவர்
ਚੱਲ ਰਿਹਾ ਮਾਪ,இயங்கும் அளவீடு
ਸੁਰੱਖਿਅਤ ਬੇਅਰਿੰਗ ਸਮਰੱਥਾ,பாதுகாப்பான தாங்கும் திறன்
ਲੂਣ ਗਲੇਜ਼,உப்பு படிந்து
ਨਮੂਨਾ ਦਾ ਆਕਾਰ,மாதிரி அளவு
ਨਮੂਨਾ ਵੰਡ,மாதிரி விநியோகம்
ਨਮੂਨਾ ਲੈਣ ਵਿੱਚ ਗੜਬੜ,மாதிரி பிழை
ਰੇਤ,மணல்
ਰੇਤ ਮੁਕੰਮਲ,மணல் பூச்சு
ਰੇਤ ਹੱਥ ਮੋਲਡਿੰਗ,மணல் கை மோல்டிங்
ਸੈਂਡਿੰਗ,மணல் அள்ளுதல்
ਸੰਤ੍ਰਿਪਤ ਮਿੱਟੀ,நிறைவுற்ற மண்
ਸੰਤ੍ਰਿਪਤ ਮਿੱਟੀ ਦਾ ਪੇਸਟ,நிறைவுற்ற மண் பேஸ்ட்
ਸੰਤ੍ਰਿਪਤ ਐਬਸਟਰੈਕਟ,செறிவூட்டல் சாறு
ਸੰਤ੍ਰਿਪਤ ਪ੍ਰਤੀਸ਼ਤਤਾ,செறிவூட்டல் சதவீதம்
ਸਾਸਰ ਗੁੰਬਦ,சாசர் குவிமாடம்
ਸਕੈਫੋਲਡ,சாரக்கட்டு
ਸ਼ਿਸਟ,ஷிஸ்ட்
ਸਮੁੰਦਰੀ ਬੰਦਰਗਾਹ,கடல் துறைமுகம்
ਗੁਪਤ ਗਟਰ,ரகசிய சாக்கடை
ਦੂਜਾ,இரண்டாவது
ਸੈਡੀਮੈਂਟੇਸ਼ਨ ਵਿਸ਼ਲੇਸ਼ਣ,வண்டல் பகுப்பாய்வு
ਅਰਧ-ਨਕਲੀ ਬੰਦਰਗਾਹ,அரை செயற்கை துறைமுகம்
ਸੈਮੀ ਟਾਈਡਲ ਡੌਕ,அரை அலை கப்பல்
ਬਜ਼ੁਰਗ,முதுமை
ਸ਼ੈਲ,ஷேல்
ਸ਼ੀਟ ਦੇ ਢੇਰ,தாள் குவியல்
ਸੁੰਗੜਨ ਦੀ ਸੀਮਾ,சுருக்க வரம்பு
ਸ਼ਟਰਿੰਗ,ஷட்டரிங்
ਸਿਏਲੀਟਿਕ ਮਿੱਟੀ,சியாலிடிக் மண்
ਸੀਰੋਜ਼ਮ,சிரோஜெம்
ਸਿਲ,சில்லு
ਗਾਦ,வண்டல் மண்
ਸਿੰਗਲ ਫਲੇਮਿਸ਼ ਲਹੂ,ஒற்றை சதை இரத்தம்
ਸਿੰਗਲ ਦਾਣੇਦਾਰ ਬਣਤਰ,ஒற்றை தானிய அமைப்பு
ਪਿੰਜਰ ਮਿੱਟੀ,எலும்பு மண்
ਸਕਰਟਿੰਗ,பாவாடை
ਸਲੀਪਰ ਕੰਧ,ஸ்லீப்பர் சுவர்
ਸਾਈਡ ਗਟਰ,பக்கவாட்டு சாக்கடை
ਸਲਾਈਡ ਨਿਯਮ,ஸ்லைடு விதி
ਸਲਿਪ ਡੌਕ,ஸ்லிப் டாக்
Smoniza,ஸ்மோனிசா
ਭਿੱਜਣਾ,ஊறவைத்தல்
ਮਿੱਟੀ ਦੀ ਸਾਂਝ,மண் சங்கம்
ਮਿੱਟੀ ਦੀ ਸ਼੍ਰੇਣੀ,மண் வகுப்பு
ਮਿੱਟੀ ਕੰਪਲੈਕਸ,மண் வளாகம்
ਮਿੱਟੀ ਦੀ ਇਕਸਾਰਤਾ,மண் நிலைத்தன்மை
ਮਿੱਟੀ ਪਰਿਵਾਰ,மண் குடும்பம்
ਮਿੱਟੀ ਫਰੇਮ ਦਾ ਕੰਮ,மண் சட்ட வேலை
ਮਿੱਟੀ ਦੀ ਨਮੀ,மண்ணின் ஈரப்பதம்
ਮਿੱਟੀ ਦੀ ਨਮੀ ਦਾ ਵਾਧਾ,மண்ணின் ஈரப்பதம் பெருக்கம்
ਮਿੱਟੀ ਦੀ ਨਮੀ ਦੀ ਘਾਟ,மண்ணின் ஈரப்பதம் குறைபாடு
ਮਿੱਟੀ ਰੂਪ ਵਿਗਿਆਨ,மண் உருவவியல்
ਮਿੱਟੀ ਦਾ ਕਣ,மண் துகள்
ਮਿੱਟੀ ਦਾ ਪੜਾਅ,மண் கட்டம்
ਮਿੱਟੀ ਪਰੋਫਾਇਲ,மண் விவரக்குறிப்பு
ਮਿੱਟੀ ਪ੍ਰਤੀਕਰਮ,மண் எதிர்வினை
ਮਿੱਟੀ ਵੱਖ ਕਰਦੀ ਹੈ,மண் பிரிகிறது
ਮਿੱਟੀ ਦੀ ਲੜੀ,மண் தொடர்
ਮਿੱਟੀ ਦਾ ਹੱਲ,மண் தீர்வு
