Hindi,Tamil
"1.आँकड़ाग्रेव, 2. डाटाग्रेव","1.டேட்டாகிரேவ், 2.டேட்டாகிரேவ்"
"1.डेटम, 2. ऑकड़ा","1. தரவு, 2. தரவு"
"1.अक्रिय क्षेत्र, 2.निष्क्रिय क्षेत्र","1.செயலற்ற மண்டலம், 2.செயலற்ற மண்டலம்"
गतिरोध,முட்டுக்கட்டை
गतिरोध रोकथाम,முட்டுக்கட்டை தடுப்பு
दोष मार्जन,குறைபாடு நீக்கம்
"1.निर्णय कोष्ठ, 2. निर्णय पेटी","1. தீர்ப்பு செல், 2. தீர்ப்பு பெட்டி"
निर्णय निर्धारण प्रक्रम,முடிவெடுக்கும் செயல்முறை
निर्णय सहायक तंत्र,முடிவு ஆதரவு அமைப்பு
निर्णय वृक्ष,முடிவு மரம்
"1.कुटवाचक, 2. विकोडक","1. குறிவிலக்கி, 2. குறிவிலக்கி"
विघटन सिद्धांत,கலைப்பு கொள்கை
विकोडन,டிகோடிங்
समर्पित प्रणाल,அர்ப்பணிக்கப்பட்ட அமைப்பு
समर्पित दवारक,அர்ப்பணிக்கப்பட்ட பத்திரிகை
प्रतिरक्षण आँकडा नेटवर्क (डी डी एन),நோய்த்தடுப்பு தரவு நெட்வொர்க் (DDN)
प्रतिरक्षण सूचना प्रणाली,நோய்த்தடுப்பு தகவல் அமைப்பு
एकीकरण,ஒருங்கிணைப்பு
विलंब,தாமதம்
विलंब गणक,தாமத கவுண்டர்
विलंब काल,தாமத நேரம்
"1.मिटाना, 2. हटाना","1.நீக்கு, 2.நீக்கு"
विलोपन अभिलेख,நீக்குதல் பதிவு
परिसीमक,பிரிப்பான்
डेल्टा माँडुलन,டெல்டா பண்பேற்றம்
माँग पृष्ठन,கோரிக்கை பக்கம்
प्रदर्शन,செயல்திறன்
विमाडुलन,டிமாடுலேஷன்
वि-बहुसंकेतक,வி-மல்டிபிளெக்சர்
असमान्यीकरण,இயல்புநிலைப்படுத்தல்
"1.घनत्व, 2. सधनता","1. அடர்த்தி, 2. அடர்த்தி"
"1.आश्रिता, 2. निर्भरता","1. சார்பு, 2. சார்பு"
आश्रित एकक,சார்பு அலகு
विपंक्ति,வரிசை
"1.अपनिर्देशन, 2. अपसंदर्भन","1. dereference, 2. dereference"
व्युत्पन्न वृक्ष,பெறப்பட்ட மரம்
व्युत्पन्न क्षेत्र,பெறப்பட்ட புலம்
अवरोही छंटाई,இறங்கு வகை
अभिकल्प,வடிவமைப்பு
डेस्क परिकलक,மேசை கால்குலேட்டர்
डेस्कटॉप कंप्यूटर,டெஸ்க்டாப் கணினிகள்
डेस्कटॉप प्रस्तुतिकरण,டெஸ்க்டாப் விளக்கக்காட்சி
डेस्कटॉप प्रकाशन,டெஸ்க்டாப் வெளியீடு
डेस्कटॉप वीडियो,டெஸ்க்டாப் வீடியோ
गंतव्य पता,இலக்கு முகவரி
"1.विनाशक,  2.अपध्वंशक","1. அழிப்பவர், 2. அழிப்பவர்"
निर्धारणात्मक ऑटोमेटा,தீர்மானிக்கும் தானியங்கு
विकासक,டெவலப்பர்
विकास तन्त्र,வளர்ச்சி அமைப்பு
युक्ति,சாதனம்
युक्ति नियंत्रण एकक,சாதன கட்டுப்பாட்டு அலகு
युक्ति नियंत्रक,சாதனம் கட்டுப்படுத்தி
युक्ति प्रबंधन,சாதன மேலாண்மை
युक्ति विधा,சாதன முறை
निदान,நோய் கண்டறிதல்
निदानी तंत्र,கண்டறியும் அமைப்பு
"1.निदान, 2. निदानिकी","1. கண்டறிதல், 2. கண்டறிதல்"
आरेख,வரைபடம்
डायल,டயல்
डायल लाइन,டயல் வரி
डायल टोन,டயல் தொனி
डायल अप,அழைக்கவும்
"1.संवाद, 2. वार्तालाप","1. உரையாடல், 2. உரையாடல்"
वार्तालाप कोष्ठ,உரையாடல் அறை
डायलअप मॉडम,டயல்அப் மோடம்
विमा,காப்பீடு
शब्दकोश,அகராதி
"1. अवकलन ,2. विभेदन","1. வேறுபாடு, 2. வேறுபாடு"
अंकीय,எண்ணியல்
अंकीय प्रणाल,டிஜிட்டல் அமைப்பு
अंकीय परिपथ,டிஜிட்டல் சுற்று
अंकीय कंप्यूटर,டிஜிட்டல் கணினி
"1.अंकीय आँकड़ा, 2.अंकीय डाटा","1.டிஜிட்டல் டேட்டா, 2.டிஜிட்டல் டேட்டா"
अंकीय सुविधा,டிஜிட்டல் வசதி
अंकीय फिल्टर,டிஜிட்டல் வடிகட்டி
अंकीय लाइब्रेरी,டிஜிட்டல் நூலகம்
अंकीय माडुलन,டிஜிட்டல் பண்பேற்றம்
"1.अंकीय प्रदर्श, 2. डिजीटल मॉनीटर","1. டிஜிட்டல் டிஸ்ப்ளே, 2. டிஜிட்டல் மானிட்டர்"
अंकीय चित्र,டிஜிட்டல் படம்
"1.अंकीय हस्ताक्षर, 2. अंकीय चिन्हक","1. டிஜிட்டல் கையொப்பம், 2. டிஜிட்டல் கையொப்பம்"
अंकीय स्विच,டிஜிட்டல் சுவிட்ச்
अंकीय अनुरूप रूपांतरक,டிஜிட்டல் அனலாக் மாற்றி
अंकरूपण,டிஜிட்டல் மயமாக்கல்
अंकीकरण,டிஜிட்டல் மயமாக்கல்
अंकरूपक,இலக்கமாக்கி
डायोड,டையோடு
प्रत्यक्ष,முதன்மையான தோற்றம்
प्रत्यक्ष पता,நேரடி முகவரி
प्रत्यक्ष रुपांतरण,நேரடி மாற்றம்
प्रत्यक्ष युग्मन,நேரடி இணைப்பு
"1.प्रत्यक्ष स्मृति अभिगम, 2. प्रत्यक्ष मैमोरी अभिगम (डी एम ए)","1. நேரடி நினைவக அணுகல், 2. நேரடி நினைவக அணுகல் (DMA)"
प्रत्यक्ष स्मृति अभिगम (डी एम ए),நேரடி நினைவக அணுகல் (DMA)
प्रत्यक्ष विधि,நேரடி முறை
निदेश,திசைகள்
निर्देशिका,அடைவு
"1.निर्देशिका परिसेवक, 2. निर्देशिका सर्वर","1. அடைவு சேவையகம், 2. அடைவு சேவையகம்"
निर्देशिका सेवा,அடைவு சேவை
असमर्थ,முடியவில்லை
असमर्थकारी संकेत,சமிக்ஞையை முடக்குகிறது
"1.असंबंधन, 2. विसंबंधन","1. துண்டித்தல், 2. துண்டித்தல்"
"1.असतत , 2. विविक्त","1. தனித்தனி, 2. தனித்தனி"
"1.चक्रिका, 2. डिस्क","1. வட்டு, 2. வட்டு"
"1.चक्रिका पता, 2. डिस्क पता","1. வட்டு முகவரி, 2. வட்டு முகவரி"
"1.चक्रिका सरणी, 2. डिस्क सरणी","1. வட்டு வரிசை, 2. வட்டு வரிசை"
"1.चक्रिका क्षमता, 2. डिस्क क्षमता","1. வட்டு திறன், 2. வட்டு திறன்"
"1.चक्रिका चालक, 2.डिस्क ड्रािव","1. வட்டு இயக்கி, 2. வட்டு இயக்கி"
चक्रिका संचिका,வட்டு கோப்பு
"1.चक्रिका स्मृति, 2. चक्रिका मेमोरी, 3.डिस्क स्मृति,4. डिस्क मेमोरी","1. வட்டு நினைவகம், 2. வட்டு நினைவகம், 3. வட்டு நினைவகம், 4. வட்டு நினைவகம்"
चक्रिका परिचालन तंत्र (डी ओ एस),வட்டு இயக்க முறைமை (DoS)
चक्रिका संकुल,வட்டு தொகுப்பு
"1.चक्रिका परिसेवक, 2. डिस्क सर्वर","1.சக்ரிகா சர்வர், 2.டிஸ்க் சர்வர்"
"1.चक्रिका भंडारण, 2. डिस्क भंडारण","1. வட்டு சேமிப்பு, 2. வட்டு சேமிப்பு"
डिस्केट,வட்டு
प्रदर्श संचिका,காட்சி கோப்பு
प्रदर्श प्रतिबिंब,காட்சி படத்தை
निपटान,அகற்றல்
दूरी,தூரம்
दूरी फलन,தூர செயல்பாடு
विरूपण,திரித்தல்
वितरित,வழங்கப்பட்டது
वितरित आँकड़ा,விநியோகிக்கப்பட்ட தரவு
वितरित परिसेवक,விநியோகிக்கப்பட்ட சேவையகம்
"1.वितरित प्रणाली, 2. वितरित तंत्र","1. விநியோகிக்கப்பட்ட அமைப்பு, 2. விநியோகிக்கப்பட்ட அமைப்பு"
वितरक,விநியோகஸ்தர்
प्रलेख,ஆவணம்
प्रलेख प्रत्यानयित,அங்கீகாரம் பெற்ற ஆவணம்
"1.प्रलेख खिडक़ी, 2. प्रलेख विंडो","1. ஆவண சாளரம், 2. ஆவண சாளரம்"
प्रलेखन,ஆவணங்கள்
"डोमेन, प्रक्षेत्र","களம், களம்"
डोमेन नाम,டொமைன் பெயர்
"1.डॉट मैट्रिक्स मुद्रक, 2. डॉट मैट्रिक्स प्रिंटर","1. டாட் மேட்ரிக்ஸ் பிரிண்டர், 2. டாட் மேட்ரிக்ஸ் பிரிண்டர்"
"अध:, नीचे","கீழ், கீழே"
"1.अवलिंक , 2.अवकड़ी","1.அவலின்க், 2.சதுரம்"
अधोभारण,பதிவிறக்க Tamil
अधोभारण काल,பதிவிறக்க நேரம்
कर्षण,இழுவை
डीरैम (गतिक रैम),DRAM (டைனமிக் ரேம்)
अपवाह,ஓட்டம்
चालक,இயக்கி
पात,இலைகள்
निपात सूची बॉक्स,டிராப் பட்டியல் பெட்டி
ड्रम ड्रािव,டிரம் டிரைவ்
"1.ड्रम मुद्रक, 2. ड्रम प्रिंटर","1.டிரம் பிரிண்டர், 2.டிரம் பிரிண்டர்"
"1.इम एकक, 2. ड्रम इकाई","1. இம் யூனிட், 2. டிரம் யூனிட்"
"1.द्वैत,2. द्वि","1. இருமை, 2. இரு"
द्वैत घनत्व,இரட்டை அடர்த்தி
"1.मूक पता, 2. छद्म पता","1. அமைதியான முகவரி, 2. போலி முகவரி"
सन्निक्षेप,திணிப்பு
दवैध परिपथ,இரட்டை சுற்று
दवैधीकरण,சட்டப்பூர்வமாக்குதல்
केय्प्रतिकुंजी,முக்கிய திறவுகோல்
"1.डी वी डी आर./डब्ल्यू ,2. डी वी डी पठन, 3.लेखन","1.டி வி டி ஆர்./டபிள்யூ, 2. டிவிடி படித்தல், 3. எழுதுதல்"
डी वी डी रॉम,டிவிடி ரோம்
गतिक अनुदेश,மாறும் அறிவுறுத்தல்
"1.गतिक स्मृति, 2.गतिक मेमोरी","1.டைனமிக் மெமரி, 2.டைனமிக் மெமரி"
"1.गति विज्ञान, 2. गतिकी","1. இயக்கவியல், 2. இயக்கவியல்"
ई बी सी डी आई सी,ஈ பி சி டி ஐ சி
ई व्यवसाय,மின் வணிகம்
प्रतिध्वनि,எதிரொலி
"1.ई-कॉमर्स, 2.ई-वाणिज्य","1.இ-காமர்ஸ், 2.இ-காமர்ஸ்"
संपादन,திருத்துதல்
संपादक,ஆசிரியர்
शैक्षिक प्रौद्योगिकी,கல்வி தொழில்நுட்பம்
ई ई पी रॉम,e e p rom
"1.सार्थक पता , 2.प्रभावी पता","1. அர்த்தமுள்ள முகவரி, 2. பயனுள்ள முகவரி"
सार्थक संकार्य पता,அர்த்தமுள்ள செயல்பாட்டு முகவரி
प्रभावी क्रिया,பயனுள்ள நடவடிக்கை
प्रभावी यू.आई.डी.,பயனுள்ள UID
प्रभावी संचरण संकार्य,பயனுள்ள பரிமாற்ற செயல்பாடு
अष्टबिट बािट,ஆக்டல் பைட்
"इलेक्ट्रॉनिक अधिगम, ई अधिगम","மின்னணு கற்றல், மின் கற்றல்"
चुनाव एल्गोरिथम,தேர்தல் அல்காரிதம்
इलेक्ट्रोनिक डाकसेवा (ई. मेल),மின்னணு அஞ்சல் சேவை (மின்னஞ்சல்)
"1.इलेक्ट्रोनिक मुद्रण, 2.इलेक्ट्रोनिक प्रिटर","1.எலக்ட்ரானிக் பிரிண்டிங், 2.எலக்ட்ரானிக் பிரிண்டர்"
विद्युत लेखा मशीन,மின் கணக்கியல் இயந்திரம்
इलेक्ट्रोनिकी,மின்னணுவியல்
इलैक्ट्रॉनिक निकास प्रणाली (ई.सी.एस.),மின்னணு வெளியேற்ற அமைப்பு (ECS)
इलेक्ट्रॉनिक आँकड़ा विनिमय (इ.डी.आई.),மின்னணு தரவு பரிமாற்றம் (EDI)
इलेक्ट्रोनिक आंकड़ा संसाधन,மின்னணு தரவு செயலாக்கம்
इलेक्ट्रॉनिक विवरणिक,மின்னணு சிற்றேடு
इलेक्ट्रोनिक निधि अंतरण तंत्र (ई.एफ.टी.एस),மின்னணு நிதி பரிமாற்ற வழிமுறை (EFTS)
"1.इलेक्ट्रॉनिक जर्नल, 2.इलेक्ट्रानिक पत्रिका","1.எலக்ட்ரானிக் ஜர்னல், 2.எலக்ட்ரானிக் ஜர்னல்"
इलेक्ट्रॉनिक प्रकाशन,மின்னணு வெளியீடு
इलेक्ट्रॉनिक स्विच,மின்னணு சுவிட்ச்
"तत्व, अवयव","உறுப்பு, உறுப்பு"
ई-मेल,மின்னஞ்சல்
"1.ई-मेल पता, 2. इलेक्ट्रॉनिक डाक पता","1. மின்னஞ்சல் முகவரி, 2. மின்னணு அஞ்சல் முகவரி"
अंत:स्थापित तंत्र,உட்பொதிக்கப்பட்ட அமைப்பு
अंत:स्थापन,உட்பொதித்தல்
उत्सर्जक युग्मित तर्क (ई.सी.एल.),உமிழ்ப்பான் இணைந்த தர்க்கம் (ECL)
रिक्त चिति,காலியான இடம்
"1.रिक्त श्रृंखला, 2. रिक्त माला","1. வெற்று சங்கிலி, 2. வெற்று சங்கிலி"
यंत्रानुकरण,இயந்திரமயமாக்கல்
"1.केप्सूलीकरण, 2. केप्सूलन","1.கேப்சுலேஷன், 2.கேப்சுலேஷன்"
कूटलेखक,குறிவிலக்கி
कूटलेखन,குறியாக்கம்
"1.कूटलेखक, 2. कोडक","1. குறியாக்கி, 2. கோடாக்"
गूढ आंकडा,மறைக்கப்பட்ட தரவு
गूढ फािल सिस्टम,மறைக்கப்பட்ட கோப்பு முறைமை
"1.गोपन, 2. कोडन, 3. कूटलेखन","1. என்க்ரிப்ஷன், 2. கோடிங், 3. என்கோடிங்"
खंडक अंत,தொகுதி முடிவு
संचिका-अन्त,கோப்பு-முடிவு
प्रयोक्ता,பயனர்
प्रवेश,நுழைய
प्रवेश कुंजी,நுழைவு விசை
"1.उद्यम सरवर, 2. उद्यम सेवक","1. உத்யம் சர்வர், 2. உத்யம் சேவக்"
उद्यम तंत्र,நிறுவன அமைப்பு
सत्ता,சக்தி
सत्ता संबंधता,சக்தி தொடர்பு
प्रवेश काल,நுழைவு நேரம்
प्रविष्ट चर,உள்ளீடு மாறி
गणनीय,எண்ணத்தக்க
परिवेश,சூழல்
"1.ईपोच,2. युग,3. निर्देश क्षण","1. சகாப்தம், 2. சகாப்தம், 3. அறிவுறுத்தல் தருணம்"
ईप्राम (वित्तोरण प्रोग्राम्य पठन मात्र स्मृति),EPRAM (நிதி நிரல்படுத்தக்கூடிய படிக்க-மட்டும் நினைவகம்)
एपसिलॉन संवरक,epsilon constrictor
तुल्यकारक,சமநிலைப்படுத்தி
उपस्कर,உபகரணங்கள்
तुल्यता वर्ग,சமநிலை வகுப்பு
तुल्य संबंध,சமமான உறவு
"1.विलोपन, 2.मिटान","1. அழிவு, 2. ஒழிப்பு"
त्रुटि संशोधन कूट,பிழை திருத்தம் குறியீடு
त्रुटि संशोधन,பிழை திருத்தம்
त्रुटि संसूचन,பிழை கண்டறிதல்
त्रुटि प्रहस्तन,பிழை கையாளுதல்
त्रुटि संदेश,பிழை செய்தி
त्रुटि दर,பிழை விகிதம்
त्रुटि पुनर्डद्धार,பிழை மீட்பு
त्रुटि नेमक,பிழை பெயர்
पलायन संप्रतीक,தப்பிக்கும் சின்னம்
ईथरनेट,ஈதர்நெட்
घटना,நிகழ்வு
घटना श्रृंखला,நிகழ்வு சங்கிலி
घटना नियंत्रण,நிகழ்வு கட்டுப்பாடு
घटना गणक,நிகழ்வு கவுண்டர்
अपवाद प्रहस्तन,விதிவிலக்கு கையாளுதல்
विनिमय डिस्क भंडारण,பரிமாற்ற வட்டு சேமிப்பு
अपवर्जन,விலக்குதல்
अनन्य और (एक्स ऑर),பிரத்தியேக மற்றும் (x அல்லது)
निष्पाद्य क्रमादेश,இயங்கக்கூடிய நிரல்
निष्पादन कथन,மரணதண்டனை அறிக்கை
चयनिक खोज,தேர்ந்தெடுக்கப்பட்ட தேடல்
विदयमान,இருக்கும்
निर्गम,பிரச்சினை
विशेषज्ञ तंत्र,நிபுணர் அமைப்பு
"1. अभिव्यक्ति ,2. व्यंजक","1. வெளிப்பாடு, 2. வெளிப்பாடு"
विस्तारित आलेखीय आव्यूह (एक्स जी ए),விரிவாக்கப்பட்ட வரைகலை அணி (x g a)
विस्तारित औदयोगिक मानक (इ.आई.एस.),விரிவாக்கப்பட்ட தொழில்துறை தரநிலைகள் (EIS)
अतिदेशित मशीन,அதிக சுமை கொண்ட இயந்திரம்
विस्तारित स्मृति,நீட்டிக்கப்பட்ட நினைவகம்
"1.विस्तारित परिशुद्धता, 2.विस्तारित यर्थाथता","1. விரிவாக்கப்பட்ட துல்லியம், 2. விரிவாக்கப்பட்ட துல்லியம்"
"1.विस्तारित छंटाी, 2. विस्तारित पृथक्करण","1. விரிவாக்கப்பட்ட வரிசையாக்கம், 2. விரிவாக்கப்பட்ட பிரித்தல்"
वाह्य आह्वान,கூப்பிடு
वाह्य त्रुटि,வெளிப்புற பிழை
वाह्य फलन,வெளிப்புற செயல்பாடு
वाह्य अंतरायन,வெளிப்புற குறுக்கீடு
"1.वाह्य स्मृति, 2. वाह्य मेमोरी","1.புற நினைவகம், 2.புற நினைவகம்"
वाह्य स्मृति,வெளிப்புற நினைவகம்
वाह्य मॉडेम,வெளிப்புற மோடம்
वाह्य संदर्भ,வெளிப்புற குறிப்பு
वाह्य खोज,வெளிப்புற தேடல்
वाह्य भंडारण युक्ति,வெளிப்புற சேமிப்பக சாதனம்
निष्कर्षण,பிரித்தெடுத்தல்
बहिर्वेशन,எக்ஸ்ட்ராபோலேஷன்
फलक संप्रतीक मुद्रक,பேனல் எழுத்து அச்சுப்பொறி
विफल-सुरक्षा संक्रिया,தோல்வி-பாதுகாப்பு செயல்பாடு
विफलता दर,தோல்வி விகிதம்
विफलता मुक्ति,தோல்வி வெளியேற்றம்
मिथ्या कूट,தவறான குறியீடு
मिथ्या त्रुटि,தவறான பிழை
"1.निवेशाँक, 2. निवेश-अंक","1.முதலீடு, 2.முதலீட்டு புள்ளிகள்"
"1.निर्गताँक, 2. निर्गत-अंक","1. வெளியீடு, 2. வெளியீடு எண்"
"1.प्रतिकृति आई/ ओ युक्ति ,2. प्रतिकृति निवेश युक्ति/निर्गम","1. பிரதி I/O சாதனம், 2. பிரதி உள்ளீட்டு சாதனம்/வெளியீடு"
द्रुत फौरिएर अन्तरण,விரைவான நான்கு பரிமாற்றம்
घातक त्रुटि,கொடிய பிழை
दोष संसूचन,தவறு கண்டறிதல்
दोष निदान,தவறு கண்டறிதல்
दोष सहिष्णुता,தவறு சகிப்புத்தன்மை
फैक्स,தொலைநகல்
फैक्स संदेश,தொலைநகல் செய்தி
एफ डी सी,எஃப் டிசி
लक्षण संसूचन,அறிகுறி கண்டறிதல்
भरण चक्र,நிரப்பு சக்கரம்
पुनर्निवेश,மறு முதலீடு
"1.प्रदायक,2.पोषक, 3.फीडर","1.சப்ளையர், 2.ஊட்டச்சத்து, 3.ஊட்டி"
आनयन,அயன்
फिबोनेकी खोज,ஃபைபோனச்சி கண்டுபிடிப்பு
फिबोनेकी अनुक्रम,ஃபைபோனச்சி வரிசை
फिबोनेकी श्रेणी,ஃபைபோனச்சி தொடர்
तंतु प्रकाशिकी,ஃபைபர் ஆப்டிக்ஸ்
फिडो जाल,ஃபிடோ பொறி
क्षेत्र,பிராந்தியம்
पंचम पीढ़ी कम्प्यूटर,ஐந்தாம் தலைமுறை கணினி
"1.संचिका,2. फािल","1.கோப்பு, 2. கோப்பு"
संचिका अभिगम विधि,கோப்பு அணுகல் முறை
संचिका नियतन सारणी,கோப்பு ஒதுக்கீடு அட்டவணை
संचिका संपीडन,கோப்பு சுருக்கம்
संचिका प्रतिलिपिकरण,கோப்பு நகலெடுக்கிறது
संचिका विन्यास,கோப்பு கட்டமைப்பு
संचिका विलय,கோப்பு ஒன்றிணைத்தல்
संचिका पुन:प्राप्ति,கோப்பு மீட்பு
संचिका भंडारण,கோப்பு சேமிப்பு
संचिका संरचना,கோப்பு அமைப்பு
संचिका तंत्र,கோப்பு முறை
संचिका अंतरण,கோப்பு பரிமாற்றம்
फाील अंतरण प्रोटोकॉल (एफ टी पी),கோப்பு பரிமாற்ற நெறிமுறை (FTP)
फिल्टर,வடிகட்டி
अंतिम स्थिति,கடைசி நிலை
खोज,தேடு
परिमित अवस्था यंत्र,வரையறுக்கப்பட்ட நிலை இயந்திரம்
फायर वॉल,தீ சுவர்
फर्मवेयर,நிலைபொருள்
पहले आो पहले पाो,முதலில் வருபவர்களுக்கு முன்னுரிமை
प्रथम पीढ़ी कंप्यूटर,முதல் தலைமுறை கணினி
प्रथम निवेश प्रथम निर्गम (फीफो ),முதல் உள்ளீடு முதல் வெளியீடு (FIFO)
प्रथम कोटि तर्क,முதல் வரிசை வாதம்
प्रथम कोटि सिद्धांत,முதல் வரிசை கொள்கை
नियत विभाजन,நிலையான பிரிவு
चिन्ह,கையெழுத்து
नम्य डिस्क,நெகிழ்வான வட்டு
फ्लॉपी डिस्क,நெகிழ் வட்டு
फ्लापी डिस्क चालन (एफ डी डी),பிளாப்பி டிஸ்க் டிரைவ் (FDD)
प्रवाह संचित्र,ஓட்ட விளக்கப்படம்
नियंत्रण प्रवाह,கட்டுப்பாடு ஓட்டம்
प्रधावन,முந்தியது
फोल्डर,கோப்புறை
फाँट,எழுத்துரு
फाँट परिवार,எழுத்துரு குடும்பம்
वाह्य कुंजी,வெளிப்புற விசை
रूप,படிவம்
प्रतीकात्मक भाषा,குறியீட்டு மொழி
प्रतीकात्मक विधि,குறியீட்டு முறை
"1.फॉरमैट, 2.आरूप","1.வடிவம், 2.வடிவம்"
आरूपण,வரைதல்
फोरट्रॉन,ஃபோர்ட்ரான்
"1.फोरट्रॉन (एक कंप्यूटर भाषा) प्रोग्राम, 2.फोरट्रान क्रमादेशन","1.Fortran (ஒரு கணினி மொழி) நிரல், 2.Fortran நிரலாக்க"
अग्रतिर्यक स्लैश,முன்னோக்கி சாய்வு
चतुर्थ पीढ़ी कंप्यूटर,4வது தலைமுறை கணினி
खंड,பிரிவு
फ्रेम,சட்டகம்
"1.मुक्त नेट, 2.मुक्त जाल","1.இலவச வலை, 2.இலவச வலை"
मुक्त सॉफ्टवेयर न्यास,இலவச மென்பொருள் நம்பிக்கை
मुक्त भंडारण,இலவச சேமிப்பு
फ्रीवेयर,இலவச மென்பொருள்
अग्रांत,முன்
"1.अग्र पट्टिका, 2.अग्र पैनल","1.முன் பலகம், 2.முன் பலகம்"
"1.प्रकार्य,2. फलन","1.செயல்பாடுகள், 2. செயல்பாடு"
प्रकार्य कुंजी,செயல்பாட்டு விசை
प्रकार्य संदर्भ,செயல்பாடு குறிப்பு
प्रकार्यात्मक निर्भरता,செயல்பாட்டு சார்பு
प्रकार्य परीक्षण,செயல்பாடு சோதனை
"1.अस्पष्ट तर्क, 2.फज्जी लॉजिक","1. தெளிவற்ற தர்க்கம், 2. தெளிவற்ற தர்க்கம்"
"1.अस्पष्ट समुच्चय, 2.फज्जी सेट","1. தெளிவற்ற தொகுப்பு, 2. தெளிவற்ற தொகுப்பு"
लब्धि,ஆதாயம்
खेल तरू,விளையாட்டு மரம்
अंतराल संप्रतीक,இடைவெளி பாத்திரம்
कचरा,குப்பை
कचरा संग्रहण,குப்பை சேகரிப்பு
कचरा संग्रहण,குப்பை சேகரிப்பு
कचरा अंदर कचरा बाहर (गीगो),குப்பை உள்ளே குப்பை வெளியே (ஜிகோ)
द्वार,கதவு
दवार पथ (नेटवर्क के संदर्भ में),கதவு பாதை (நெட்வொர்க்கின் சூழலில்)
व्यापक क्रमादेश,விரிவான திட்டம்
व्यापक क्रमादेश,விரிவான திட்டம்
व्यापक उद्देश्य कंप्यूटर,பரந்த நோக்கம் கொண்ட கணினி
व्यापकीकृत उद्देश्य कंप्यूटर,பொது நோக்கம் கணினி
सामान्य पंजी,பொது பதிவு
व्यापकीकरण,பொதுமைப்படுத்தல்
व्यापकीकरण,பொதுமைப்படுத்தல்
व्यापक उद्देशीय भाषा,பரந்த பொருள் மொழி
व्यापक उद्देश्य संक्रिया प्रणाली,பரந்த நோக்க இயக்க முறைமை
व्यापक उद्देश्य पंजी,விரிவான நோக்கப் பதிவு
जनित त्रुटि,பிழை உருவாக்கப்பட்டது
जनन प्रकार्य,இனப்பெருக்க செயல்பாடு
वर्ग सामान्य,வகுப்பு பொது
वर्ग प्रकार्य,வர்க்க செயல்பாடு
सामान्य वर्गनाम,பொதுவான வகுப்பு பெயர்
गीगो,ஜிகோ
"1.सार्वत्रिक, 2.वैश्विक","1. யுனிவர்சல், 2. குளோபல்"
सार्वत्रिक कूट,உலகளாவிய குறியீடு
सार्वत्रिक ताला,உலகளாவிய பூட்டு
"1.सार्वत्रिक जालक्रम,2.सार्वत्रिक नेटवर्क","1. யுனிவர்சல் நெட்வொர்க், 2. யுனிவர்சல் நெட்வொர்க்"
सार्वत्रिक जालक्रम,உலகளாவிய நெட்வொர்க்
"1.विश्व प्रयोक्ता, 2.सार्व प्रयोक्ता, 3.सार्वत्रिक प्रयोगकर्ता","1. உலகப் பயனர், 2. பொதுப் பயனர், 3. உலகளாவிய பயனர்"
सार्वत्रिक चर,உலகளாவிய மாறிகள்
"1.वैश्वीकरण, 2.भूमण्डलीकरण","1.உலகமயமாக்கல், 2.உலகமயமாக்கல்"
गोफर (नेटवर्क में एक प्रोटोकॉल),கோபர் (ஒரு நெட்வொர்க்கில் உள்ள ஒரு நெறிமுறை)
गोफर ग्राही,கோபர் ஏற்பி
"1.गोफर परिसेवक, 2.गोफर सर्वर","1. கோபர் சர்வர், 2. கோபர் சர்வர்"
गोफर स्थल,கோபர் தளம்
गोफर स्पेस,கோபர் விண்வெளி
आकर्षक निम्नीकरण,கவர்ச்சிகரமான சீரழிவு
व्याकरण संशोधक,இலக்கண மாற்றி
व्याकरण आकर्षक बहिगर्मन,grammar hottie extroversion
"1.कुल जोड़, 2.महायोग, 3.कुल योग","1.மொத்தம், 2.மொத்தம், 3.மொத்தம்"
"1.ग्राफ, 2.आलेख","1.வரைபடம், 2.வரைபடம்"
"1.ग्राफ अंकन, 2.आलेख अंकन","1.வரைபடக் குறியீடு, 2.வரைபடக் குறியீடு"
"1.ग्राफीय संप्रतीक, 2.आलेखीय संप्रतीक","1. கிராஃபிக் எழுத்துக்கள், 2. வரைகலை எழுத்துக்கள்"
"1.ग्राफीय नियंत्रक, 2.आलेखीय नियंत्रक","1. வரைகலை கட்டுப்படுத்தி, 2. வரைகலை கட்டுப்படுத்தி"
"1.ग्राफीय आंकड़ा संरचना, 2.आलेखीय आंकड़ा संरचना","1. வரைகலை தரவு கட்டமைப்பு, 2. வரைகலை தரவு கட்டமைப்பு"
"1.ग्राफीय प्रदर्श क्रमादेश, 2.आलेखीय प्रदर्श क्रमादेश","1. வரைகலை காட்சி திட்டம், 2. வரைகலை காட்சி திட்டம்"
"1.ग्राफीय प्रदर्श विभेदन, 2.आलेख प्रदर्श","1.கிராஃபிக் டிஸ்ப்ளே ரெசல்யூஷன், 2.கிராஃபிக் டிஸ்ப்ளே"
"1.ग्राफीय भाषा, 2.आलेखीय भाषा","1. வரைகலை மொழி, 2. வரைகலை மொழி"
"1.ग्राफीय भाषा, 2.आलेखीय भाषा","1. வரைகலை மொழி, 2. வரைகலை மொழி"
"1.ग्राफीय पट्टिका, 2.आलेखीय पट्टिका","1. வரைகலை தட்டு, 2. வரைகலை தட்டு"
