Punjabi,Malayalam
ਕੰਪਿ computer ਟਰ,കന്വൂട്ടര്
ਧਿਆਨ ਟਿਕਾਉਣਾ,ഏകാഗത
ਕੰਡੀਸ਼ਨਰ,കണ്ടന്റർ
ਚਾਲ-ਚਲਣ,മാര്ഗ്ഗം
ਕੌਨਫਿਗਰੇਸ਼ਨ,കോൺഫിഗറേഷൻ
ਅਨੁਕੂਲਤਾ,അനുരൂപത
ਉਲਝਣ,ആശയക്കുഴപ്പത്തില്
ਸੰਜੋਗ,സംയോജനം
ਕੁਨੈਕਟਿਵ,കണക്റ്റീവ്
ਸੰਭਾਲ,സംരക്ഷണം
ਇਕਜੁੱਟ,ഏകീകരണം
ਹਲਕੇ,ഘടകങ്ങൾ
ਖਪਤਕਾਰ,ഉപഭോക്താവ്
ਖਪਤ,ഉപഭോഗം
ਗੰਦਗੀ,മലിനമാക്കല്
ਕੋਟੌਰ ਲਾਉਣਾ,കോണ്ടൂർ നടീൽ
ਸਮਾਲ,ബാഹരേഖ
ਇਕਰਾਰਨਾਮਾ ਖੇਤੀ,കരാർ കൃഷി
ਨਿਯੰਤਰਿਤ ਸਟੋਰੇਜ,നിയന്ത്രിത സംഭരണം
ਸਹਿਕਾਰਤਾ ਵਾਲਾ ਬੈਂਕ,കോ-ഓപ്പറേറ്റീവ് ബാങ്ക്
ਸਹਿਕਾਰਤਾ,സഹകരണക്കാരൻ
ਕਾੱਪੀਸ,ചെവിസിസ്
ਕੋਰਮ,വലം
ਕੋਰੋਲਾ,കൊറോള്ള
ਕੋਰਟੇਕਸ,Cuortex
ਲਾਗਤ,ചെലവ്
ਕੋਟੀਲਡਨ (ਬੀਜ),കോട്ടിലെഡൺ (വിത്ത്)
ਕਰੈਡਿਟ ਸੁਸਾਇਟੀ,ക്രെഡിറ്റ് സമൂഹം
ਕ੍ਰੈਡਿਟ,കീര്ത്തി
ਲੈਣਦਾਰ,കടക്കാരന്
ਕਰੈਸਟ,ചിഹ്നം
Crinkle,കാശി
ਸੰਕਟ,പതിസന്ധി
ਮਾਪਦੰਡ,മാനദണ്ഡം
ਆਲੋਚਨਾਤਮਕ,വിമര്ശിക്കുന്ന
ਫਸਲੀ ਬੀਮਾ,വിള ഇൻഷുറൻസ്
ਫਸਲ ਲੋਨ,വിള വായ്പ
ਫਸਲ,വിള
ਕਰੂਪਿੰਗ ਖੇਤਰ,വിളവെടുപ്പ് പ്രദേശം
ਕਰਾਸ-ਅਨੁਕੂਲ,ക്രോസ്-പൊരുത്തപ്പെടുന്നില്ല
ਤਾਜ (ਪੌਦਾ),കിരീടം (പ്ലാന്റ്)
ਟੁਕੜਾ,അപ്പക്കഷണം
ਛਾਲੇ,അപ്പത്തിന്റെമൊരിഞ്ഞപുറം
ਕ੍ਰਿਪਟੌਗਮ,ക്രിപ്റ്റോഗം
ਕੂਲ (ਫਲ),കല്ല് (പഴങ്ങൾ)
ਕੂਲਮ,കുള
ਕਾਸ਼ਤਕਾਰ,കൃഷിചെയ്യുക
ਕਾਸ਼ਤ,കൃഷി
ਕਾਸ਼ਤਕਾਰ,കൃഷിക്കാരൻ
ਸਭਿਆਚਾਰ,സംസ്കാരം
ਕਰਿੰਗ,രോഗശമനം
ਕਰਲਿੰਗ,കേവിംഗ്
ਮੁਦਰਾ,പവാഹം
ਕਟੀਲ,ഉപയാകൃതിയായ
ਕੱਟਣਾ,മുറിക്കൽ
ਗੱਠ,തൊലി
Cytochromo,സൈറ്റോക്രോം
ਸਾਈਨੋਗਮੀ,Cytogy
Cytegeenesis,Cretogenesis
ਸਾਇਟਾਈਜਨੇਟਿਕ,സൈറ്റോജെനിറ്റിക്സ്
ਸਾਇਟੋਕਿਨੇਸਿਸ,സൈറ്റോകിനിസ്
ਸਾਇਟੋਲੋਜੀ,സൈറ്റിയോളജി
ਸਾਈਂਟਾਈਸਿਸ,സൈനോളിസിസ്
ਸਾਇਟੋਮਰੇ,സൈറ്റോമിയർ
ਸਾਇਟੋਪਲਾਜ਼ਮ,സൈറ്റോപ്ലാസം
ਪੱਤਾਗੋਭੀ,കാബേജ്
ਕੈਕਟਸ,കള്ളിച്ചെടി
ਕੈਲੰਡੁਲਾ,കലണ്ടുല
ਕੈਨਰੀ ਘਾਹ (ਤਾਰੀਆਂ),കാനറി പുല്ല് (ഫലാരിസ്)
ਕੈਨਨਾ,കാന
ਕੈਪਾਰਿਸ,കപ്പരിസ്
ਕੈਪਸਿਕਮ,കാപ്സിക്കം
ਕੈਰਮਬੋਲਾ,കാരാംബോള
ਕੈਰਾਪਾ,കാരാപ്പ
ਕਾਰਡਮੋਮ,ഏലാമി
ਕੈਰੇਸ਼ਨ,മാംസവര്ണ്ണം
ਗਾਜਰ,കാരറ്റ്
ਕਾਜੂ ਗਿਰੀ,കശുവണ്ടി
ਕਾਸੀਆ,കാസിയ
ਕੈਸਟਰ,നായക
ਫੁੱਲ ਗੋਭੀ,കോളിഫ്ലവർ
ਅਜਵਾਇਨ,മുള്ളങ്കി
ਚੈਂਪੈਕ,ഖപായം
ਚੇਨੋਪੋਡੀਅਮ,ചെനോപോഡിയം
ਚੈਰੀ ਟਮਾਟਰ,ചെറി തക്കാളി
ਚੈਰੀ,ചെറി
"Chickpea, ਗ੍ਰਾਮ","ചിക്കൻ, ഗ്രാം"
ਮਿਰਚ,മുള്ളികൾ
ਚਾਈਨਾ ਟਰਪੇਨਟੀਨ ਟ੍ਰੀ,ചൈന ടർപ്പന്റൈൻ ട്രീ
ਚੋ-ਚੋਅ,ച ow-ച ow
ਕ੍ਰਾਈਸੈਂਥੇਮਮ,ക്രിസന്തമം
"ਚੁਫੀਆ, ਧਰਤੀ ਦਾ ਬਦਾਮ","ചുഫ, എർത്ത് ബദാം"
ਸਿਖਾਂ,സിക്കോറി
ਦਾਲਚੀਨੀ,കറുവ
ਸਿਟਰਨ,സിട്രൺ
ਸਿਟਰੋਨਲਾ ਘਾਹ,സിട്രോൻസെല്ല പുല്ല്
ਜਸਮੀਨ ਚੜ੍ਹਨਾ,ജസ്മിൻ കയറുന്നു
ਲੌਂਗ,ചൂള
ਕਲੱਸਟਰ ਬੀਨ,ക്ലസ്റ്റർ ബീൻ
ਕੋਕੋ,കൊക്കോ
ਨਾਰੀਅਲ,നാളികേരം
ਕਾਫੀ,കോഫി
ਕੋਲੇਸ,കൊളാസ്
ਕੋਲੋਕੈਸੀਆ,കൊളോസാസിയ
"ਕੋਲੋਸੀਥਾ, ਕੌੜਾ ਐਪਲ","കൊളോസിന്ത്, കയ്പേറിയ ആപ്പിൾ"
ਆਮ ਸੇਵਾ,സാധാരണ പർപ്പഴം
ਧਨੀਆ,മല്ലി
ਸੂਤੀ,പരുത്തി
ਕਾਵਾਂ,കൗപിയ
ਕੁਬੇਬ,ക്യൂബ്
ਖੀਰਾ,വെള്ളരിക്ക
ਖਰਕੀ,കുക്കർബിറ്റുകൾ
ਜੀ,കുമിൻ
ਕਰੀ ਪੱਤੇ,കറി ഇല
ਕਸਟਾਰਡ ਐਪਲ,കസ്റ്റാർഡ് ആപ്പിൾ
ਕੈਪਸੂਲ ਬੋਰਰ,കാപ്സ്യൂൾ ബോറർ
ਕੈਟਰਪਿਲਰ,കാറ്റർപില്ലർ
ਨਿੰਬੂ ਸਾਈਂ,സിട്രസ് സൈല
ਕ੍ਰਿਕੇਟ,കിക്കറ്റ്
ਕਾਂ,കാക്ക
ਕੀੜਾ ਕੱਟੋ,പുഴുവിനെ മുറിക്കുക
ਡੇਅਰੀ,പാല്ശേഖരണകേന്ദം
ਡੇਅਰੀ,ക്ഷീണം
ਡੈਮ,അണക്കെട്ട്
ਦਿਵਸ ਨਿਰਪੱਖ,ഡേ-ന്യൂട്രൽ
ਫੁੱਲ ਆਉਣ ਤੋਂ ਬਾਅਦ,പൂവിടുമ്പോൾ ദിവസങ്ങൾ
ਪੂਰੇ ਖਿੜ ਦੇ ਬਾਅਦ ਦਿਨ,നിറച്ച ദിവസങ്ങൾ
ਡੀਬਲੋਸੋਮਿੰਗ,വഴുതിവീഴുന്നു
ਅਸਵੀਕਾਰ,നിര്ണ്ണായകീകരണം
ਫੈਸਲਾ,പാനമായ
ਵਿਗਾੜ,അഴുകല്
ਪਤਝੜ,ഇലപന്തം
ਦਸ਼ਮਲਵ,ദശാംശ
ਘਾਟ,അപരാപ്തത
ਡੀਫਲੋਕੁਲੇਸ਼ਨ (ਮਿੱਟੀ),ഡെഫ്ലോക്യൂളിറ്റ് (മണ്ണ്)
ਬਦਨਾਮੀ,വസതിരൂപം
ਹੱਤਿਆ,വികോപനം
ਕਟਾਈ,വനനശീകരണം
ਡੀਜਨਰੇਸ਼ਨ,അപചയം
ਨਿਘਾਰ,അധalal അപലതം
ਡਿਗਰੀ ਦਿਨ,ഡിഗ്രി ദിവസങ്ങൾ
ਡਿਗਰੀ,ഡിഗ്രി
ਡੀਹਿਸੈਂਸ,വിജ്ഞാനം
ਦਹੁਣਾ,മാലിംഗം
ਡੀਹੁਸਕਿੰਗ,വീതിക്കുറയ്ക്കല്
ਡੀਹਾਈਡਰੇਸ਼ਨ,നിർജ്ജലീകരണം
ਡੀਹਾਈਡਰੇਟਰ,ഡെഹൈവേറ്റർ
ਮੰਗ,അവകാശം
ਗਿਰਾਵਟ,ഡിനാറ്ററേഷനുകൾ
ਘਟਨਾਵਾਂ,നിന്ദ്യമായ
ਜਮ੍ਹਾ,നിക്ഷേപം
ਜਮ੍ਹਾ,നിക്ഷേപം
ਕਮੀ,മൂല്യത്തകർച്ചയുള്ള ഡെസാലിനിവൽ
Desiccation,അതിശയകരമായ
ਡਿਜ਼ਾਇਨ,ചിതണം
ਡੈਸੀਕੇਟਰ,ഡെസേറ്റർ
ਨਿਰਧਾਰਤ,നാശം
ਡਿਸਿਕਰਿੰਗ,സമയപത്രി
Desynapis,ദേശാനാപിസ്
ਡੈਟਾਸਲ,പോക്കറല്
ਡੀਟਾਸਿੰਗ,വഴിപാട്
ਨਿਰਧਾਰਤ,നിശ്ചയദാർ
ਦੀ ਘਾਟ,വിലകുറയ്ക്കല്
ਠਹਿਰਾਓ,ആവിഷ്കരണം
ਭਟਕਣਾ,വതിചലനം
ਡਿਆਡ,നിയമാവലി
ਨਿਦਾਨ,രോഗനിര്ണയനം
ਦੁਚਰਾ,ഡിച്ചോമാമി
Dichotomy,ദ്വൈകമി
ਡਿਕੋਟਾਈਲਡਨ (ਬੀਜ),ഡികോട്ടിഡൺ (വിത്ത്)
ਮਰ ਜਾਓ (ਬਿਮਾਰੀ),മരിക്കുക (രോഗം)
ਫੈਲਾ,അഭിവൃദ്ധി
ਪਾਚਨਤਾ,ദഹിപ്പിക്കലിറ്റി
ਡਾਇਲਬ੍ਰਿਡ,Dihybrid
ਡਾਈਕ (ਡਾਈਕ),ബൈക്ക് (ഡൈക്ക്)
ਪਤਲਾ,നേര്മ്മയാക്കുക
Dioeous,ഡൈയോസിയസ്
ਡਿਪਲੋਇਡ,ഡിപ്പോയിഡ്
ਡਿਪਲੋਇਡ,ഡിപ്പോയിഡ്
ਡਿਪਲੋਨੀਮਾ,ഡിപ്ലോൺമ
ਡਿਸਬੋਡਿੰਗ,കൈശീര്ത്തി
ਡਿਸਕਿੰਗ,വിശദീകരിക്കുന്നു
ਛੂਟ,കിഴിവ്
ਰੋਗਾਣੂ-ਮੁਕਤ,അണുനാശിനി
ਫੈਲਾਅ,പതിക്കല്
ਪ੍ਰਸਾਰ,കീര്ത്തി
ਵਿਭਿੰਨਤਾ,വൈവിധ്യവീകരണം
ਵਿਭਿੰਨਤਾ,വൈവിധ്യമാർന്ന കൃഷി
ਡੀ ਐਨ ਏ ਪੌੜੀ,ഡിഎൻഎ ഗോവണി
ਡੀ ਐਨ ਏ ਰੀਸੈਪਟਰ,ഡിഎൻഎ റിസപ്റ്റർ
ਡੋਕੇਜ,ആവഞ്ചന
ਪ੍ਰਭਾਵਸ਼ਾਲੀ,പബലമായ
ਸੁਸਤ,പ്രവർത്തനരഹിതമായ
ਖੁਰਾਕ,ഡോസ്
ਡਬਲ ਸਿਗੋਮਾਈਡ ਕਰਵ,ഇരട്ട സിഗ്മോയ്ഡ് കർവ്
ਡਰਾਫਟ (ਡਰਾਫਟ),ഡ്രാഫ്റ്റ് (ഡ്രാഫ്റ്റ്)
ਡਰੇਨ,വറ്റിക്കുക
ਡਰੇਨੇਜ,ഡ്രെയിനേജ്
ਡਰਾਅ ਕਰੋ,വര്ണിക്കുക
ਖਾਈ,നനഞ്ഞ
ਡਰੈਸਿੰਗ (ਬੀਜ),ഡ്രസ്സിംഗ് (വിത്ത്)
ਮਸ਼ਕ (ਐਨ.),ഡ്രിൽ (n.)
ਡ੍ਰਿਲਿੰਗ (ਏਜੀ. ਇੰਜੀਨੀਅਰ),ഡ്രില്ലിംഗ് (എഞ്ചിന്)
ਡ੍ਰਿਲੰਗ (ਖੇਤੀਬਾੜੀ),ഡ്രില്ലിംഗ് (അഗ്രോണമി)
ਡਰਿਪ ਸਿੰਚਾਈ,ഡ്രിപ്പ് ഇറിഗേഷൻ
ਡ੍ਰਾਇਵਲੈਂਡ ਖੇਤੀ,ഡ്രൈവർഡ് കൃഷി
ਧੂੜ,പൊടി
ਡੱਸਟਰ,ദുണ്രന്മാര്
ਧੂੜ,പൊടിക്കുന്നു
ਬੌਨੇ,കുള്ളൻ
Dwarf ਪਿਰਾਮਿਡ,കുള്ളൻ പിരമിഡ്
Dwarfing,കുള്ളൻ
ਡੇਜ਼ੀ,ഡെയ്സി
ਤਾਰੀਖਾਂ,തീയതി
ਦਿਨ ਜੈਸਮੀਨ,ഡേ ജാസ്മിൻ
ਡਿਲ,ചതകുല
ਦੀਨਨਾਥ ਘਾਹ,ദിനനാത്ത് പുല്ല്
ਡੂਡਡਰ,ഡോഡീഡർ
"ਡੂਬ ਘਾਹ, ਬਰਮੁਡਾ ਘਾਹ","ഡൂബ് പുല്ല്, ബെർമുഡ പുല്ല്"
ਬਰੂਸ,തുല്കൂപ്പ്
ਸੁੱਕੇ ਅਦਰਕ,ഉണങ്ങിയ ഇഞ്ചി
ਮੋਹਰਿੰਗ ਬੀਟਲ,വണ്ട് മലിനീകരണം
ਡਰੋਨ,നീരഞ്ഞെടുക്കുക
ਬਤਖ਼,ഡക്ക്
ਵਾਤਾਵਰਣ,പരിസ്ഥിതിവിജ്ഞാനം
Econometrics,സാമ്പത്തികസ്ഥരുടെ
ਆਰਥਿਕ ਕੁਸ਼ਲਤਾ,സാമ്പത്തിക കാര്യക്ഷമത
ਈਕੋਟਾਈਪ,ഇക്കോടൈപ്പ്
ਐਲੀਕਟ੍ਰੋਫਿਕ,എക്ടോട്രോഫിക്
ਏਡੋਫੇਿਕ,ഷാഫിക്
ਐਡੀਫੋਲੋਜੀ,എഡാഫോളജി
ਐਡਜਿੰਗ,പതിക്കല്
ਖਾਣ ਵਾਲੇ ਹਿੱਸੇ,ഭക്ഷ്യയോഗ്യമായ ഭാഗം
ਮੰਗ ਦੀ ਲਚਕਤਾ,ആവശ്യകതയുടെ ഇലാസ്തികത
ਉਤਪਾਦਨ ਦੀ ਲਚਕਤਾ,ഉൽപാദനത്തിന്റെ ഇലാസ്തികത
ਇਲੈਕਟ੍ਰੋਲੋਸਿਸ,വൈദ്യുതവിശ്ലനങ്ങൾ
ਇਲੈਕਟ੍ਰੋਫੋਰੇਸਿਸ,ഇലക്ട്രോഫോറെസിസ്
ਕਪੜੇ,പൊലീസേഷൻ
Emasculator,എക്യാസ്കറ്റർ
ਤੇਜ਼,കായാൻസിംഗ്
ਭਰੂਣ,ഭൂണം
ਭਰੂਣ,സ്മൈഫോളജി
ਉਭਰਨ,ആവിർഭാവം
ਇਮਲਸੀਫਾਇਰ,എമൽസിഫയർ
ਐਂਡੋਜੇਨਸ,എൻവയോജനസ്
ਹੋਂਦ,എൻഡോമിറ്റോസിസ്
ਨਿਰਦੋਪਿਤ,എൻഡോപരസൈറ്റ്
ਐਂਡੋਸਪਰਮ,എൻഡോസ്പെർം
ਉੱਦਮ,എന്റർപ്രൈസ്
ਐਂਡੋਮੋਲੋਜੀ,എന്രുമോളജി
ਵਾਤਾਵਰਣ,പരിസ്ഥിതി
ਪਾਚਕ,എൻസൈം
ਐਪੀਸੋਤੀਲ ਗ੍ਰਾਫਟਿੰਗ,എപ്പികോട്ടിൽ ഒട്ടിക്കൽ
ਐਪੀਫਾਈਟ,എപ്പിഫൈറ്റ്
ਇਕੁਇਟੀ,ഇക്വിറ്റി
ਖਾਤਮੇ,ഉന്മൂലനം
ਜ਼ਰੂਰੀ ਪੌਸ਼ਟਿਕ ਤੱਤ,അവശ്യ പോഷകങ്ങൾ
ਅਨੁਮਾਨ,കണക്കാക്കല്
ਈਟੀਓਲੇਸ਼ਨ,എറ്റിയോലേഷൻ
ਯੂਗੇਨਿਕ,അപഹീന
ਮੁਲਾਂਕਣ,മൂല്യനിർണ്ണയം
ਈਵੈਪੋਮੀਟਰ,ആവാൻവിറ്ററി
ਈਵੋ-ਟ੍ਰਾਂਸਪਿ .ਸ਼ਨ,ഇവാപോ-ട്രാൻസ്പിറേഷൻ
ਸਦਾਬਹਾਰ ਇਨਕਲਾਬ,നിത്യഹരിത വിപ്ലവം
ਸਦਾਬਹਾਰ,നിത്യഹരിത
ਵਿਕਾਸ,പരിണാമം
ਆਬਕਾਰੀ,എക്സൂസ്
ਥਕਾਵਟ (ਜਣਨ),ക്ഷീണം (ഫെർട്ടിലിറ്റി)
ਸ਼ੋਸ਼ਣ,ചൂഷണം
ਖੋਜ,സൂക്ഷ്മപരിശോധന
ਬਾਹਰ ਕੱ .ਣ,എക്സ്ട്രാഷൻ
ਅੱਖ (ਸੋਗਕੈਨ / ਆਲੂ),കണ്ണ് (സുഗെയ്ൻ / ഉരുളക്കിഴങ്ങ്)
ਖਾਣ ਵਾਲੇ ਪਾਈਨ,ഭക്ഷ്യ ഏൻ
"ਹਾਥੀ ਪੈਰ, ਯਮ","ആന അടി, യാം"
ਯੁਕਲਿਪਟਸ,യൂക്കാലിപ്റ്റസ്
ਧਰਤੀ ਦਾ ਕੀੜਾ,മണ്ണിര
ਐਂਟਰੋਲੋਜਿਸਟ,ഇനോമനോളജിസ്റ്റ്
ਵਾਤਾਵਰਣਕ,പരിസ്ഥിതി പ്രവർത്തകൻ
ਕਾਰਕ,ഘടകം
ਕਾਰਕ ਉਤਪਾਦਕਤਾ,ഘടക ഉൽപാദനക്ഷമത
ਫੈਕਟੋਰੇਜ,തൊഴില്പരമായ
ਫੈਕਟੈਕਟਿਵ ਬਲਾਕ ਡਿਜ਼ਾਈਨ,ഫാക്റിയൽ ബ്ലോക്ക് ഡിസൈൻ
ਫੈਕਲਟੀਟੇਟਰਟੇਟਰੇਟਿਵ,ഭസ്ഥാനി
ਪਰਦਾ,വീഴുക
ਪਰਿਵਾਰ,കുടുംബം
ਫਾਰਮ ਮੁਲਾਂਕਣ,കാർഷിക വിലയിരുത്തൽ
ਖੇਤ ਬਜਟ,കാർഷിക ബജറ്റിംഗ്
ਖੇਤ ਦਾ ਕਾਰੋਬਾਰ,കാർഷിക ബിസിനസ്സ്
ਫਾਰਮ ਦੀ ਯੋਜਨਾਬੰਦੀ,കാർഷിക ആസൂത്രണം
ਕਿਸਾਨ,കൃഷിക്കാരന്
ਖੇਤੀ,കൃഷി
ਸ਼ਮੂਲੀਅਤ,ആസാധനം
ਧੋਖਾਧੜੀ,ക്ഷീണം
ਫਰਮੈਂਟੇਸ਼ਨ,അഴുകൽ
ਜਣਨ,ഫലഭൂയിഷ്ഠത
ਖਾਦ,വളം
ਖਾਦ ਦੀ ਕੁਸ਼ਲਤਾ,രാസവളം കാര്യക്ഷമത ഉപയോഗിക്കുക
ਰੇਸ਼ੇਦਾਰ,നാരുകളുള്ള
ਖੇਤਰ,വയല്
ਖੇਤਰ ਦੀ ਸਮਰੱਥਾ,ഫീൽഡ് ശേഷി
ਖੇਤਰ ਪ੍ਰਦਰਸ਼ਨ,ഫീൽഡ് പ്രകടനം
ਨਿਰਧਾਰਤ,പരിഹാരം
ਹੜ੍ਹ,വെള്ളപ്പൊക്കത്തിൽ
ਵਹਾਅ ਡਾਇਗਰਾਮ,ഫ്ലോ ഡയഗ്രം
ਭੋਜਨ ਦਾ ਮੁੱਲ,ഭക്ഷണ മൂല്യം
ਚਾਰਾ (ਚਾਰਾ),തീറ്റപ്പുല്ല് (കാലിത്തീറ്റ)
ਭਵਿੱਖਬਾਣੀ,പ്രവചിക്കുക
ਜੰਗਲ,കാട്
ਜੰਗਲਾਤ,വിരാമം
ਫਰੌਡ,വഴുതിവീഴുന്ന
ਠੰਡ ਰੋਧਕ,ഫ്രോസ്റ്റുകൾ പ്രതിരോധം
ਠੰਡ,ശൈതം
ਫ੍ਰੋਜ਼ਨ (ਫਲ ਅਤੇ ਸਬਜ਼ੀਆਂ),ഫ്രീസുചെയ്ത (പഴവും പച്ചക്കറിയും)
ਫਰੂਟੇਸ਼ਨ,ഉന്മേഷം
ਫਲ ਬੂੰਦ,പഴൻ ഇടിവ്
ਫਲ-ਸੈੱਟ (ਫਲ ਸੈਟਿੰਗ),ഫ്രൂട്ട് സെറ്റ് (ഫ്രൂട്ട് ക്രമീകരണം)
ਧੁੰਦਲੀ,ഉപക്കുറി
ਫੰਜਾਈਸਾਈਡ,കുമിൾനാശിനി
ਮਜ਼ੇਦਾਰ,തന്ത്രശാലിയായ
ਫੰਗਸ,കുമിള്സസം
Furown,ചാടോ
ਮਿਸ਼ਰਨ,സംയോജന
ਫਜ਼,ഫസ്
ਫਜ਼ੀ,അവ്യക്തമായ
"ਫੈਨਿਲ, ਅਨੀਸ","പെരുംജീരകം, ആശംസകൾ"
Fenugreek,ഉലുവ
ਅੰਜੀਰ,അത്തിപ്പഴം
ਫਿੰਗਰ ਬਾਜਰੇ,ഫിംഗർ മില്ലറ്റ്
ਅੱਗ-ਲਾਲ ਝਾੜੀ,തീ ഫാർമിക് ബുഷ്
ਜੰਗਲ ਦੀ ਲਾਟ,വനത്തിന്റെ തീജ്വാല
ਫ੍ਰੈਂਚ ਬੀਨ,ഫ്രഞ്ച് ബീൻ
ਫਲੀ,ചെള്ള്
ਲੂੰਬੜੀ,കുറുക്കന്
ਫਲ ਉੱਡਦੇ ਹਨ,ഫലം ഈച്ച
Gall (ਹੋਰਟ),പിത്തനം (ഹോർട്ട്)
ਗੇਮਟ,ഗെയിമമായ
ਗਾਰਡਨ,തോട്ടം
ਗੇਜ (ਪਾਣੀ),ഗേജ് (വെള്ളം)
ਜੀਨ ਬੈਂਕ,ജീൻ ബാങ്ക്
ਜੀਨ ਟੈਗਿੰਗ,ജീൻ ടാഗിംഗ്
ਵਾਹਨ,ജീരോളജി
ਜੈਨੇਟਿਕ ਨਕਸ਼ਾ,ജനിതക മാപ്പ്
ਜੈਨੇਟਿਕਸ,ജനിതഭാസങ്ങൾ
ਜੀਨੋਮ,ജീനിഹമായ
ਜੀਨੋਮਿਕ ਲਾਇਬ੍ਰੇਰੀ,ജെനോമിക് ലൈബ്രറി
ਜੇਨੋਮਿਕਸ,ജനീകാസ്
ਜੀਨੋਟਾਈਪ,ജനിതനായ
ਜੀਨੋਟਾਈਪ,ജനിതനായ
ਜੀਨਸ,ജീസ്
ਜੀਨਸ,ജീസ്
ਕੀਟਾਣੂ,ബീജം
ਗਠੀਏ,ഗർമ്മിയാകാവസ്ഥ
ਉਗ,മുളച്ച്
Germpelsm,ജെർംപ്ലാസം
ਗਿਬਬੇਰੀਕਲਿਕ ਐਸਿਡ,ഗിബ്ബെരെല്ലിക് ആസിഡ്
ਗਿਲਿੰਗ,ജിന്നിംഗ്
Glumue,ഭയം
ਸ਼ਾਨਦਾਰ,കുഴഞ്ഞ
ਗਲਾਈਕੋਲਸਿਸ,ഗ്ലൈക്കോളിസിസ്
ਗਲੇਸ,ഗ്നസ്
ਸੁਨਹਿਰੀ ਇਨਕਲਾਬ,സുവർണ്ണ വിപ്ലവം
ਗਰੇਡਿੰਗ,ഗ്രേഡിംഗ്
ਗ੍ਰੈਫਟਡ ਪੌਦਾ,ഒട്ടിച്ച പ്ലാന്റ്
ਭ੍ਰਿਸ਼ਟਾਚਾਰ-ਅਨੁਕੂਲ,ഗ്രാഫ്റ്റ്-പൊരുത്തപ്പെടുന്നില്ല
ਗ੍ਰਾਨਾ,ഗ്രന്ന
ਗ੍ਰੈਨੂਲੇਸ਼ਨ,കൃതം
ਹਰੀ ਖਾਦ,പച്ച വളം
ਹਰੀ ਕ੍ਰਾਂਤੀ,ഹരിത വിപ്ലവം
ਵਿਕਾਸ ਅਤੇ ਵਿਕਾਸ,വളർച്ചയും വികസനവും
ਗਮਮੋਸਿਸ,ഗംമോസിസ്
Gynovioleive,ഗൈനോഡിയോസിയസ്
ਗੈਲ ਗਿਰੀ,പിത്തസഞ്ചി
ਲਸਣ,വെളുത്തുള്ളി
ਗਰਬੀਰਾ,ഗെർബെറ
Gherkin,ഗെർക്ക്
ਅਦਰਕ,ഇഞ്ചിര്
ਗਲੇਡੀਓਲਸ,ഗ്ലാഡിയോലസ്
ਬਕਰੀ ਬੂਟੀ (ਏਜਰਾਥਮ),ആട് കള (ഏജററ്റം)
ਚਕੋਤਰਾ,ചെറുമധുരനാരങ്ങ
ਅੰਗੂਰ,മുന്തിരി
ਹਰੀ ਗ੍ਰਾਮ,ചെറുപയർ
ਗ੍ਰੇਵੀਆ,ഗ്രാമവകാശ
ਗਰਾਉਂਡ,നിലക്കടല
ਹਰੂਦ,പേര
ਗਿੰਨੀ ਘਾਹ,ഗ്വിനിയ പുല്ല്
ਗੈਲ ਮਿਜ,പിത്തസഞ്ചി
ਘਾਹ ਹੌਪਰ,പുല്ല് ഹോപ്പർ
ਗੁੰਡ ਦਾ ਬੱਗ,ഗുണ്ടി ബഗ്
ਆਦਤ,ശീലം
ਗੜੇ,ആഹാനം
ਵਾਲਾਂ ਵਾਲੇ,ഹെയിവിവിച്ച്
ਹੈਲੋਫਾਈਟ,ഹാലോഫൈറ്റ്
ਹੈਰੋ,ഹാരോ
ਵਾ vest ੀ ਦਾ ਇੰਡੈਕਸ,വിളവെടുപ്പ് സൂചിക
ਵਾਢੀ,വിളവ്
ਕਟਾਈ,വിളവെടുപ്പ്
ਹੈਚ,കിളിവാതില്
ਸੁੱਕਾ ਘਾਹ,വയ്ക്കോല്
ਹੇਲੇਜ,ഭേഹം
ਹਾਇਸਟੌਕ,ആഞ്ഞടിക്കല്
ਹੇਜ਼,മൂടല്മഞ്ഞ്
ਹੁਸ਼ੀ,മഞ്ഞ്മൂടിയ
ਸਿਰ (ਐਗਰੋ),തല (അഗ്രോ)
ਸਿਰ (ਚੈਨਲ ਦਾ),തല (ചാനലിന്റെ)
ਵਾਪਸ ਜਾ ਰਿਹਾ ਹੈ,തിരികെ തലക്കെട്ട്
ਹੇਜ,കുറ്റിച്ചെടി
ਹੇਜਿੰਗ,ഹെഡ്ജിംഗ്
ਹੇਲਿਕਸ,ഹെലിക്സ്
ਹੇਮੇਟਾਈਟ,ഹെമറ്റൈറ്റ്
ਹਰਬ,സസം
ਹਰਬਰਿਅਮ,ഹെരിബറിയം
ਹਰਬੀਸਾਈਡ,കളനാശിനി
ਧਾਰਕ,വംശപാരന്വരം
ਇਸ ਨੂੰ,പാരപാനം
ਹਰਮਫ੍ਰੋਡਾਈਟ,ഹെർമാഫ്രോഡൈറ്റ്
ਹੇਟਰੋਕ੍ਰੋਮੋਮੇਟਿਕ,ഹെട്രോക്രോമാറ്റിക്
ਹੇਟਰੋਫਰੀਕਰਨ,ഹെറ്ററേഷൻലൈസേഷൻ
ਹੇਟਰੋਸਿਸ,അറ്റത്തേക്കും
ਹੇਟਰੋਸੋਮ,ഹെറ്ററോസോം
